geo,time,sl_emp_self_fe_zs
rou,2010,34.37
rou,2011,33.27
rou,2012,33.38
rou,2013,32.68
rou,2014,31.73
rou,2015,27.75
rou,2016,25
rou,2017,24.53
rou,2018,23.91
rou,2019,22.55
rus,1991,0.46
rus,1992,0.55
rus,1993,0.85
rus,1994,1.24
rus,1995,1.7
rus,1996,1.93
rus,1997,3.43
rus,1998,3.38
rus,1999,11.33
rus,2000,10.38
rus,2001,8.48
rus,2002,8.22
rus,2003,7.5
rus,2004,7.57
rus,2005,7.99
rus,2006,7.62
rus,2007,7.35
rus,2008,7.36
rus,2009,7.52
rus,2010,5.93
rus,2011,6.22
rus,2012,6.01
rus,2013,6.37
rus,2014,6.22
rus,2015,6.26
rus,2016,6.36
rus,2017,5.47
rus,2018,5.77
rus,2019,6.69
rwa,1991,97.21
rwa,1992,97.07
rwa,1993,97.02
rwa,1994,97.46
rwa,1995,97.33
rwa,1996,96.82
rwa,1997,96.04
rwa,1998,95.48
rwa,1999,95.41
rwa,2000,95.01
rwa,2001,94.18
rwa,2002,92.98
rwa,2003,92.78
rwa,2004,91.93
rwa,2005,90.91
rwa,2006,89.68
rwa,2007,88.21
rwa,2008,86.83
rwa,2009,86.03
rwa,2010,84.75
rwa,2011,82.74
rwa,2012,81.59
rwa,2013,80.29
rwa,2014,78.69
rwa,2015,77.85
rwa,2016,77.65
rwa,2017,77.71
rwa,2018,76.96
rwa,2019,76.33
sau,1991,2.07
sau,1992,2.04
sau,1993,2.07
sau,1994,2.1
sau,1995,2.15
sau,1996,2.18
sau,1997,2.22
sau,1998,2.23
sau,1999,2.33
sau,2000,2.35
sau,2001,2.4
sau,2002,2.49
sau,2003,2.52
sau,2004,2.55
sau,2005,2.59
sau,2006,2.64
sau,2007,2.69
sau,2008,2.73
sau,2009,2.79
sau,2010,2.23
sau,2011,1.78
sau,2012,1.44
sau,2013,1.19
sau,2014,1.39
sau,2015,1.35
sau,2016,1.3
sau,2017,1.32
sau,2018,1.34
sau,2019,1.33
sdn,1991,72.75
sdn,1992,72.69
sdn,1993,72.64
sdn,1994,72.6
sdn,1995,72.37
sdn,1996,72.16
sdn,1997,71.87
sdn,1998,71.63
sdn,1999,71.49
sdn,2000,70.95
sdn,2001,70.51
sdn,2002,70.24
sdn,2003,69.66
sdn,2004,69.09
sdn,2005,69.02
sdn,2006,68.62
sdn,2007,68.02
sdn,2008,67.94
sdn,2009,67.82
sdn,2010,68.6
sdn,2011,68.14
sdn,2012,67.35
sdn,2013,67.03
sdn,2014,66.75
sdn,2015,66.38
sdn,2016,65.59
sdn,2017,64.72
sdn,2018,64.04
sdn,2019,63.49
sen,1991,93.23
sen,1992,92.77
sen,1993,92.15
sen,1994,91.08
sen,1995,90.44
sen,1996,89.92
sen,1997,89.3
sen,1998,88.26
sen,1999,87.26
sen,2000,86.41
sen,2001,85.32
sen,2002,84.95
sen,2003,84.45
sen,2004,83.51
sen,2005,82.86
sen,2006,82.2
sen,2007,80.99
sen,2008,80.37
sen,2009,79.5
sen,2010,78.62
sen,2011,77.51
sen,2012,76.63
sen,2013,76.02
sen,2014,74.77
sen,2015,73.74
sen,2016,72.95
sen,2017,71.92
sen,2018,71.13
sen,2019,70.24
sgp,1991,7.51
sgp,1992,7.47
sgp,1993,7.04
sgp,1994,7.57
sgp,1995,6.49
sgp,1996,8.02
sgp,1997,8.19
sgp,1998,8.24
sgp,1999,9.46
sgp,2000,9.37
sgp,2001,9.38
sgp,2002,9.32
sgp,2003,9.43
sgp,2004,9.6
sgp,2005,9.81
sgp,2006,10
sgp,2007,9.94
sgp,2008,9.79
sgp,2009,9.8
sgp,2010,9.39
sgp,2011,10.25
sgp,2012,10.57
sgp,2013,10.26
sgp,2014,9.79
sgp,2015,8.99
sgp,2016,9.05
sgp,2017,9.3
sgp,2018,9.14
sgp,2019,8.68
slb,1991,80.63
slb,1992,79.97
slb,1993,79.84
slb,1994,79.28
slb,1995,78.78
slb,1996,78.92
slb,1997,79.49
slb,1998,79.75
slb,1999,80.38
slb,2000,82.72
slb,2001,84.64
slb,2002,85.58
slb,2003,84.89
slb,2004,84.42
slb,2005,83.8
slb,2006,82.77
slb,2007,81.55
slb,2008,80.33
slb,2009,81.23
slb,2010,80
slb,2011,77.57
slb,2012,76.73
slb,2013,76.15
slb,2014,75.84
slb,2015,75.42
slb,2016,74.81
slb,2017,74.04
slb,2018,73.17
slb,2019,72.43
sle,1991,95.53
sle,1992,95.73
sle,1993,95.79
sle,1994,95.87
sle,1995,96.02
sle,1996,96.11
sle,1997,96.26
sle,1998,96.33
sle,1999,96.55
sle,2000,96.6
sle,2001,97
sle,2002,96.7
sle,2003,96.48
sle,2004,96.34
sle,2005,96.38
sle,2006,96.43
sle,2007,96.33
sle,2008,96.42
sle,2009,96.52
sle,2010,96.4
sle,2011,96.33
sle,2012,95.61
sle,2013,94.59
sle,2014,94.82
sle,2015,96.25
sle,2016,96.12
sle,2017,96.14
sle,2018,96.07
sle,2019,95.97
slv,1991,50.41
slv,1992,50.27
slv,1993,49.59
slv,1994,49.62
slv,1995,48.9
slv,1996,49.16
slv,1997,48.22
slv,1998,48.27
slv,1999,48.46
slv,2000,48.7
slv,2001,49.14
slv,2002,49.84
slv,2003,47.78
slv,2004,48.09
slv,2005,50.13
slv,2006,46.92
slv,2007,48.26
slv,2008,48.27
slv,2009,48.78
slv,2010,48.92
slv,2011,48.26
slv,2012,48.21
slv,2013,48.88
slv,2014,45.66
slv,2015,47.27
slv,2016,47.53
slv,2017,47.7
slv,2018,45.96
slv,2019,47.36
som,1991,91.19
som,1992,91.66
som,1993,91.82
som,1994,92.62
som,1995,92.94
som,1996,93.13
som,1997,93.63
som,1998,93.96
som,1999,94.25
som,2000,94.55
som,2001,94.86
som,2002,95.1
som,2003,95.19
som,2004,95.27
som,2005,95.32
som,2006,95.42
som,2007,96.62
som,2008,96.45
som,2009,96.27
som,2010,96.06
som,2011,95.83
som,2012,96.03
som,2013,96.21
som,2014,96.35
som,2015,96.44
som,2016,96.55
som,2017,96.71
som,2018,96.81
som,2019,96.91
srb,1991,33.76
srb,1992,35.21
srb,1993,37.77
srb,1994,38.27
srb,1995,36.43
srb,1996,36.22
srb,1997,35.82
srb,1998,35.91
srb,1999,38.73
srb,2000,38.19
srb,2001,37.48
srb,2002,36.85
srb,2003,36.5
srb,2004,35.48
srb,2005,34.82
srb,2006,33.91
srb,2007,32.78
srb,2008,32.08
srb,2009,29.44
srb,2010,28.92
srb,2011,26.43
srb,2012,26.07
srb,2013,28.33
srb,2014,27.15
srb,2015,24.75
srb,2016,26.46
srb,2017,26.41
srb,2018,23.87
srb,2019,23.48
ssd,1991,97.67
ssd,1992,97.66
ssd,1993,97.64
ssd,1994,97.64
ssd,1995,97.64
ssd,1996,97.63
ssd,1997,97.6
ssd,1998,97.59
ssd,1999,97.59
ssd,2000,97.59
ssd,2001,97.58
ssd,2002,97.56
ssd,2003,97.53
ssd,2004,97.52
ssd,2005,97.49
ssd,2006,97.45
ssd,2007,97.36
ssd,2008,97.26
ssd,2009,97.16
ssd,2010,97.09
ssd,2011,97.01
ssd,2012,96.91
ssd,2013,96.61
ssd,2014,96.27
ssd,2015,96.04
ssd,2016,96
ssd,2017,95.98
ssd,2018,95.9
ssd,2019,95.62
stp,1991,81.43
stp,1992,81.17
stp,1993,81
stp,1994,80.77
stp,1995,80.58
stp,1996,80.37
stp,1997,80.32
stp,1998,79.88
stp,1999,79.28
stp,2000,78.62
stp,2001,77.21
stp,2002,76.77
stp,2003,76.21
stp,2004,75.03
stp,2005,74.06
stp,2006,72.72
stp,2007,71.35
stp,2008,69.65
stp,2009,67.92
stp,2010,66.9
stp,2011,65.72
stp,2012,64.68
stp,2013,63.46
stp,2014,62.03
stp,2015,61.04
stp,2016,59.86
stp,2017,58.86
stp,2018,57.87
stp,2019,56.92
sur,1991,15.18
sur,1992,15.03
sur,1993,15.1
sur,1994,13.57
sur,1995,12.56
sur,1996,11.85
sur,1997,12.51
sur,1998,11.04
sur,1999,11.09
sur,2000,11.03
sur,2001,10.97
sur,2002,10.91
sur,2003,10.83
sur,2004,10.7
sur,2005,10.67
sur,2006,10.6
sur,2007,10.56
sur,2008,10.52
sur,2009,10.53
sur,2010,10.47
sur,2011,10.41
sur,2012,10.47
sur,2013,10.55
sur,2014,10.72
sur,2015,10.74
sur,2016,10.85
sur,2017,10.71
sur,2018,10.64
sur,2019,10.69
svk,1991,3.94
svk,1992,3.93
svk,1993,3.91
svk,1994,3.84
svk,1995,3.85
svk,1996,3.85
svk,1997,3.87
svk,1998,3.89
svk,1999,4.39
svk,2000,4.3
svk,2001,4.94
svk,2002,4.4
svk,2003,5.42
svk,2004,7.27
svk,2005,6.98
svk,2006,7.4
svk,2007,7.3
svk,2008,7.8
svk,2009,9.72
svk,2010,9.34
svk,2011,9.81
svk,2012,10.01
svk,2013,9.83
svk,2014,9.97
svk,2015,10.26
svk,2016,10.63
svk,2017,10.51
svk,2018,9.85
svk,2019,9.91
svn,1991,12.03
svn,1992,12.14
svn,1993,12.27
svn,1994,14.61
svn,1995,14.17
svn,1996,13.28
svn,1997,16.38
svn,1998,16.05
svn,1999,15.42
svn,2000,13.06
svn,2001,13.91
svn,2002,12.96
svn,2003,11.01
svn,2004,13.06
svn,2005,12.65
svn,2006,13.31
svn,2007,13.24
svn,2008,11.29
svn,2009,12.84
svn,2010,14.02
svn,2011,13.42
svn,2012,12.78
svn,2013,13.58
svn,2014,16.01
svn,2015,13.46
svn,2016,10.66
svn,2017,11.67
svn,2018,11.93
svn,2019,9.73
swe,1991,6.92
swe,1992,6.93
swe,1993,6.96
swe,1994,6.93
swe,1995,6.86
swe,1996,6.75
swe,1997,6.62
swe,1998,6.61
swe,1999,6.34
swe,2000,6.09
swe,2001,5.77
swe,2002,5.69
swe,2003,5.43
swe,2004,5.58
swe,2005,5.77
swe,2006,5.75
swe,2007,5.82
swe,2008,5.92
swe,2009,6.22
swe,2010,6.44
swe,2011,6.01
swe,2012,5.93
swe,2013,6.22
swe,2014,6.21
swe,2015,6.23
swe,2016,6.12
swe,2017,5.78
swe,2018,5.6
swe,2019,5.68
swz,1991,29.13
swz,1992,29.24
swz,1993,29.44
swz,1994,29.44
swz,1995,29.92
swz,1996,30.05
swz,1997,30.57
swz,1998,31.36
swz,1999,32.05
swz,2000,33.04
swz,2001,33.92
swz,2002,34.81
swz,2003,35.27
swz,2004,36.04
swz,2005,36.65
swz,2006,37.15
swz,2007,37.64
swz,2008,37.75
swz,2009,38.23
swz,2010,38.5
swz,2011,39
swz,2012,39.68
swz,2013,40.04
swz,2014,40.55
swz,2015,41.04
swz,2016,41.56
swz,2017,41.38
swz,2018,41.32
swz,2019,41.18
syr,1991,58.66
syr,1992,58.15
syr,1993,57.43
syr,1994,57.55
syr,1995,57.21
syr,1996,57.59
syr,1997,57.72
syr,1998,57.42
syr,1999,55.51
syr,2000,54.01
syr,2001,53.57
syr,2002,48.35
syr,2003,43.01
syr,2004,38.29
syr,2005,34.37
syr,2006,30.27
syr,2007,31.14
syr,2008,28.05
syr,2009,21.65
syr,2010,24.12
syr,2011,16.96
syr,2012,13.8
syr,2013,11.96
syr,2014,10.32
syr,2015,9.57
syr,2016,9.06
syr,2017,8.52
syr,2018,8.08
syr,2019,7.61
tcd,1991,99.09
tcd,1992,99.11
tcd,1993,99.23
tcd,1994,99.21
tcd,1995,99.22
tcd,1996,99.26
tcd,1997,99.25
tcd,1998,99.25
tcd,1999,99.3
tcd,2000,99.38
tcd,2001,99.31
tcd,2002,99.29
tcd,2003,99.15
tcd,2004,98.57
tcd,2005,98.3
tcd,2006,98.26
tcd,2007,98.25
tcd,2008,98.25
tcd,2009,98.62
tcd,2010,98.27
tcd,2011,98.23
tcd,2012,98.09
tcd,2013,98.46
tcd,2014,98.37
tcd,2015,98.38
tcd,2016,98.74
tcd,2017,98.91
tcd,2018,98.94
tcd,2019,98.95
tgo,1991,92.76
tgo,1992,92.82
tgo,1993,93.41
tgo,1994,93.19
tgo,1995,93.02
tgo,1996,92.99
tgo,1997,92.73
tgo,1998,93.23
tgo,1999,93.34
tgo,2000,93.42
tgo,2001,93.86
tgo,2002,93.65
tgo,2003,93.51
tgo,2004,93.82
tgo,2005,94.49
tgo,2006,94.45
tgo,2007,94.24
tgo,2008,94.13
tgo,2009,93.82
tgo,2010,93.6
tgo,2011,93.15
tgo,2012,92.54
tgo,2013,91.83
tgo,2014,91.4
tgo,2015,90.94
tgo,2016,90.05
tgo,2017,89.48
tgo,2018,88.99
tgo,2019,88.63
tha,1991,72.12
tha,1992,71.95
tha,1993,68.75
tha,1994,68.49
tha,1995,67.61
tha,1996,65.67
tha,1997,64.74
tha,1998,64.66
tha,1999,62.4
tha,2000,61.09
tha,2001,59.91
tha,2002,60.53
tha,2003,59.66
tha,2004,56.85
tha,2005,57.16
tha,2006,57.02
tha,2007,57.42
tha,2008,57.27
tha,2009,56.49
tha,2010,56.74
tha,2011,58.54
tha,2012,59.12
tha,2013,56.09
tha,2014,53.28
tha,2015,52.18
tha,2016,51.26
tha,2017,50.64
tha,2018,51.6
tha,2019,50.26
tjk,1991,38.54
tjk,1992,40.15
tjk,1993,41.58
tjk,1994,42.62
tjk,1995,44.7
tjk,1996,46.77
tjk,1997,48.76
tjk,1998,50.91
tjk,1999,52.89
tjk,2000,53.82
tjk,2001,54.32
tjk,2002,53.93
tjk,2003,53.03
tjk,2004,51.29
tjk,2005,49.68
tjk,2006,49.01
tjk,2007,48.13
tjk,2008,46.83
tjk,2009,45.91
tjk,2010,45.24
tjk,2011,43.76
tjk,2012,42.59
tjk,2013,41.4
tjk,2014,39.9
tjk,2015,38.64
tjk,2016,37.41
tjk,2017,35.41
tjk,2018,34.02
tjk,2019,31.99
tkm,1991,35.55
tkm,1992,37.29
tkm,1993,38.45
tkm,1994,39.76
tkm,1995,41.45
tkm,1996,43.3
tkm,1997,44.05
tkm,1998,45.61
tkm,1999,47.16
tkm,2000,48.07
tkm,2001,49.23
tkm,2002,49.99
tkm,2003,50.39
tkm,2004,50.68
tkm,2005,50.6
tkm,2006,50.47
tkm,2007,50.1
tkm,2008,50.16
tkm,2009,49.15
tkm,2010,48.04
tkm,2011,47
tkm,2012,45.68
tkm,2013,44.13
tkm,2014,42.53
tkm,2015,40.95
tkm,2016,39.66
tkm,2017,38.23
tkm,2018,36.78
tkm,2019,35.33
tls,1991,86.96
tls,1992,86.53
tls,1993,86.05
tls,1994,85.49
tls,1995,84.85
tls,1996,83.97
tls,1997,83.46
tls,1998,83.6
tls,1999,86.5
tls,2000,85.35
tls,2001,83.76
tls,2002,85.04
tls,2003,85.37
tls,2004,84.46
tls,2005,83.71
tls,2006,84.49
tls,2007,83.17
tls,2008,81.42
tls,2009,80.09
tls,2010,78.52
tls,2011,78.3
tls,2012,78.22
tls,2013,78.78
tls,2014,79.24
tls,2015,79.86
tls,2016,80.09
tls,2017,80.67
tls,2018,80.68
tls,2019,80.11
ton,1991,65.34
ton,1992,65.17
ton,1993,64.81
ton,1994,64.13
ton,1995,63.71
ton,1996,63.6
ton,1997,63.57
ton,1998,63.2
ton,1999,62.6
ton,2000,61.94
ton,2001,61.18
ton,2002,60.4
ton,2003,59.77
ton,2004,59.45
ton,2005,58.85
ton,2006,58.66
ton,2007,58.89
ton,2008,58.22
ton,2009,57.54
ton,2010,56.56
ton,2011,55.56
ton,2012,54.75
ton,2013,54.53
ton,2014,53.53
ton,2015,52.46
ton,2016,51.42
ton,2017,50.47
ton,2018,49.82
ton,2019,49.22
tto,1991,22.41
tto,1992,22.32
tto,1993,23.06
tto,1994,23.17
tto,1995,22.1
tto,1996,20.72
tto,1997,21.27
tto,1998,19.24
tto,1999,19.9
tto,2000,19.37
tto,2001,19.43
tto,2002,16.93
tto,2003,16.93
tto,2004,15.21
tto,2005,16.01
tto,2006,15.25
tto,2007,14.81
tto,2008,14.62
tto,2009,14.33
tto,2010,14.57
tto,2011,15.16
tto,2012,13.58
tto,2013,14.86
tto,2014,14.87
tto,2015,14.57
tto,2016,15.74
tto,2017,16.19
tto,2018,16.4
tto,2019,16.59
tun,1991,30.44
tun,1992,30.44
tun,1993,30.28
tun,1994,30.3
tun,1995,30.15
tun,1996,30.19
tun,1997,29.76
tun,1998,29.5
tun,1999,29.29
tun,2000,28.89
tun,2001,28.63
tun,2002,28.28
tun,2003,28.15
tun,2004,28.05
tun,2005,27.83
tun,2006,28.92
tun,2007,24.28
tun,2008,21.61
tun,2009,20.57
tun,2010,26.07
tun,2011,20.51
tun,2012,19.77
tun,2013,18.64
tun,2014,17.3
tun,2015,16.03
tun,2016,15.37
tun,2017,14.88
tun,2018,14.57
tun,2019,14.27
tur,1991,61.9
tur,1992,61.93
tur,1993,63.41
tur,1994,61.66
tur,1995,60.89
tur,1996,59.94
tur,1997,59.54
tur,1998,58.36
tur,1999,57.78
tur,2000,57.28
tur,2001,57.08
tur,2002,55.2
tur,2003,54.18
tur,2004,53.31
tur,2005,51.11
tur,2006,49
tur,2007,47.31
tur,2008,46.64
tur,2009,48.66
tur,2010,49.02
tur,2011,48.08
tur,2012,45.4
tur,2013,43.14
tur,2014,39.49
tur,2015,37.93
tur,2016,36.3
tur,2017,36.34
tur,2018,34.49
tur,2019,33.29
tza,1991,96.16
tza,1992,96.16
tza,1993,96.2
tza,1994,96.24
tza,1995,96.18
tza,1996,96.2
tza,1997,96.14
tza,1998,96.05
tza,1999,96.05
tza,2000,96.05
tza,2001,95.96
tza,2002,95.68
tza,2003,95.38
tza,2004,95.19
tza,2005,94.89
tza,2006,94.47
tza,2007,94.28
tza,2008,93.86
tza,2009,93.97
tza,2010,93.31
tza,2011,92.43
tza,2012,92.13
tza,2013,91.42
tza,2014,90.79
tza,2015,90.44
tza,2016,89.74
tza,2017,89.06
tza,2018,88.09
tza,2019,87.35
uga,1991,95.2
uga,1992,95.24
uga,1993,95.11
uga,1994,95.05
uga,1995,94.78
uga,1996,94.48
uga,1997,94.32
uga,1998,94.17
uga,1999,93.89
uga,2000,93.87
uga,2001,93.68
uga,2002,93.25
uga,2003,93.1
uga,2004,92.29
uga,2005,91.71
uga,2006,90.89
uga,2007,89.67
uga,2008,88.67
uga,2009,88.3
uga,2010,87.61
uga,2011,86.81
uga,2012,85.91
uga,2013,85.51
uga,2014,85.28
uga,2015,84.97
uga,2016,84.38
uga,2017,84.37
uga,2018,83.76
uga,2019,83.18
ukr,1991,6.99
ukr,1992,7.4
ukr,1993,7.92
ukr,1994,8.81
ukr,1995,9.95
ukr,1996,11.34
ukr,1997,12.93
ukr,1998,14.47
ukr,1999,16.01
ukr,2000,17.43
ukr,2001,18.36
ukr,2002,18.98
ukr,2003,19.29
ukr,2004,19.09
ukr,2005,19.01
ukr,2006,18.86
ukr,2007,18.55
ukr,2008,18.25
ukr,2009,19.14
ukr,2010,19.56
ukr,2011,20.08
ukr,2012,19.52
ukr,2013,19.66
ukr,2014,14.11
ukr,2015,13.85
ukr,2016,13.44
ukr,2017,13.57
ukr,2018,13.71
ukr,2019,12.4
ury,1991,23.08
ury,1992,23.04
ury,1993,23.02
ury,1994,22.95
ury,1995,22.88
ury,1996,22.81
ury,1997,22.65
ury,1998,22.5
ury,1999,22.96
ury,2000,22.27
ury,2001,24.07
ury,2002,23.81
ury,2003,23.48
ury,2004,24.9
ury,2005,23.85
ury,2006,26.46
ury,2007,26.88
ury,2008,26.77
ury,2009,26.78
ury,2010,25.99
ury,2011,25.71
ury,2012,24.43
ury,2013,24.14
ury,2014,23.69
ury,2015,24.13
ury,2016,24.46
ury,2017,24.28
ury,2018,24.25
ury,2019,25.26
usa,1991,6.79
usa,1992,6.34
usa,1993,6.34
usa,1994,7.07
usa,1995,6.96
usa,1996,6.87
usa,1997,6.76
usa,1998,6.41
usa,1999,6.18
usa,2000,6.27
usa,2001,6.2
usa,2002,6.03
usa,2003,6.12
usa,2004,6.08
usa,2005,5.93
usa,2006,5.95
usa,2007,5.83
usa,2008,5.56
usa,2009,5.64
usa,2010,5.58
usa,2011,5.5
usa,2012,5.59
usa,2013,5.57
usa,2014,5.36
usa,2015,5.26
usa,2016,5.16
usa,2017,5.28
usa,2018,5.17
usa,2019,5.08
uzb,1991,37.93
uzb,1992,38.5
uzb,1993,39.94
uzb,1994,41.11
uzb,1995,42.88
uzb,1996,44.8
uzb,1997,46.49
uzb,1998,47.57
uzb,1999,48.37
uzb,2000,49.24
uzb,2001,49.86
uzb,2002,50.35
uzb,2003,50.85
uzb,2004,50.96
uzb,2005,50.77
uzb,2006,50.25
uzb,2007,49.18
uzb,2008,47.98
uzb,2009,46.69
uzb,2010,45.58
uzb,2011,44.41
uzb,2012,43.43
uzb,2013,42.24
uzb,2014,41.03
uzb,2015,39.61
uzb,2016,38.14
uzb,2017,37.04
uzb,2018,35.7
uzb,2019,34.1
vct,1991,20.53
vct,1992,20.83
vct,1993,20.85
vct,1994,20.77
vct,1995,21.01
vct,1996,21.04
vct,1997,21.04
vct,1998,21.09
vct,1999,21.21
vct,2000,21.31
vct,2001,21.36
vct,2002,21.46
vct,2003,21.41
vct,2004,21.4
vct,2005,21.45
vct,2006,21.34
vct,2007,21.25
vct,2008,21.41
vct,2009,21.51
vct,2010,21.55
vct,2011,21.69
vct,2012,21.74
vct,2013,21.75
vct,2014,21.8
vct,2015,21.81
vct,2016,21.82
vct,2017,21.83
vct,2018,21.83
vct,2019,21.89
ven,1991,28.18
ven,1992,28.46
ven,1993,29.1
ven,1994,29.8
ven,1995,32.32
ven,1996,34.96
ven,1997,34.32
ven,1998,40.43
ven,1999,41
ven,2000,41.91
ven,2001,43.03
ven,2002,41.89
ven,2003,42.15
ven,2004,38.2
ven,2005,36.85
ven,2006,35.68
ven,2007,34.72
ven,2008,34.7
ven,2009,35.19
ven,2010,35.81
ven,2011,34.84
ven,2012,34.05
ven,2013,34.31
ven,2014,35.31
ven,2015,36.71
ven,2016,38.51
ven,2017,40.27
ven,2018,41.94
ven,2019,42.93
vir,1991,5.61
vir,1992,5.62
vir,1993,5.63
vir,1994,5.62
vir,1995,5.62
vir,1996,5.63
vir,1997,5.62
vir,1998,5.64
vir,1999,5.66
vir,2000,5.64
vir,2001,5.68
vir,2002,5.71
vir,2003,5.76
vir,2004,5.76
vir,2005,5.74
vir,2006,5.7
vir,2007,5.66
vir,2008,5.67
vir,2009,5.8
vir,2010,5.79
vir,2011,5.96
vir,2012,6.16
vir,2013,6.33
vir,2014,6.4
vir,2015,6.45
vir,2016,6.47
vir,2017,6.55
vir,2018,6.58
vir,2019,6.63
vnm,1991,91.15
vnm,1992,90.55
vnm,1993,89.92
vnm,1994,88.99
vnm,1995,87.86
vnm,1996,86.59
vnm,1997,85.07
vnm,1998,82.35
vnm,1999,84.71
vnm,2000,84.58
vnm,2001,82.55
vnm,2002,82.89
vnm,2003,81.97
vnm,2004,78.94
vnm,2005,77.15
vnm,2006,75.57
vnm,2007,74.15
vnm,2008,73.22
vnm,2009,72.44
vnm,2010,72.02
vnm,2011,71.28
vnm,2012,70.87
vnm,2013,70.6
vnm,2014,69.44
vnm,2015,65.81
vnm,2016,64.26
vnm,2017,62.32
vnm,2018,60.61
vnm,2019,58.9
vut,1991,85.53
vut,1992,85.4
vut,1993,85.38
vut,1994,84.82
vut,1995,84.71
vut,1996,84.48
vut,1997,83.95
vut,1998,83.36
vut,1999,83.13
vut,2000,82.08
vut,2001,82.5
vut,2002,83.28
vut,2003,82.69
vut,2004,82.05
vut,2005,81.05
vut,2006,79.43
vut,2007,78.48
vut,2008,77.33
vut,2009,76.58
vut,2010,75.48
vut,2011,74.84
vut,2012,74.44
vut,2013,73.9
vut,2014,73.49
vut,2015,73.36
vut,2016,72.81
vut,2017,72.04
vut,2018,71.49
vut,2019,70.93
wsm,1991,47.16
wsm,1992,47.28
wsm,1993,47.09
wsm,1994,47.25
wsm,1995,46.83
wsm,1996,46.3
wsm,1997,46.19
wsm,1998,45.98
wsm,1999,45.78
wsm,2000,45.03
wsm,2001,44.11
wsm,2002,43.48
wsm,2003,42.73
wsm,2004,42.05
wsm,2005,41.36
wsm,2006,40.85
wsm,2007,39.81
wsm,2008,39.16
wsm,2009,39.04
wsm,2010,38.3
wsm,2011,37.16
wsm,2012,36.88
wsm,2013,34.64
wsm,2014,32.52
wsm,2015,30.23
wsm,2016,27.8
wsm,2017,25.78
wsm,2018,25.26
wsm,2019,24.24
yem,1991,71.6
yem,1992,71.42
yem,1993,71.31
yem,1994,71.23
yem,1995,71.3
yem,1996,71.03
yem,1997,70.12
yem,1998,68.76
yem,1999,68.7
yem,2000,69.49
yem,2001,69.13
yem,2002,69.03
yem,2003,69.51
yem,2004,70.09
yem,2005,70.51
yem,2006,70.02
yem,2007,69.39
yem,2008,70.12
yem,2009,69.17
yem,2010,70.04
yem,2011,69.38
yem,2012,68.66
yem,2013,68.09
yem,2014,67.04
yem,2015,64.9
yem,2016,64.36
yem,2017,63.34
yem,2018,61.98
yem,2019,61.57
zaf,1991,20.59
zaf,1992,20.78
zaf,1993,21.05
zaf,1994,21.3
zaf,1995,21.57
zaf,1996,21.73
zaf,1997,21.89
zaf,1998,22.06
zaf,1999,22.31
zaf,2000,22.64
zaf,2001,22.37
zaf,2002,22.18
zaf,2003,22.01
zaf,2004,21.07
zaf,2005,23.11
zaf,2006,22.75
zaf,2007,20.54
zaf,2008,16
zaf,2009,14.64
zaf,2010,14.65
zaf,2011,14.14
zaf,2012,13.08
zaf,2013,12.96
zaf,2014,11.82
zaf,2015,12.07
zaf,2016,12.34
zaf,2017,12.98
zaf,2018,12.54
zaf,2019,13.31
zmb,1991,87.36
zmb,1992,87.49
zmb,1993,88.09
zmb,1994,88.15
zmb,1995,88.67
zmb,1996,88.76
zmb,1997,88.83
zmb,1998,89.76
zmb,1999,90.56
zmb,2000,90.51
zmb,2001,90.77
zmb,2002,90.92
zmb,2003,91.03
zmb,2004,90.84
zmb,2005,90.87
zmb,2006,90.43
zmb,2007,90.36
zmb,2008,90.29
zmb,2009,90.45
zmb,2010,89.91
zmb,2011,89.33
zmb,2012,89.11
zmb,2013,88.26
zmb,2014,87.38
zmb,2015,86.71
zmb,2016,85.65
zmb,2017,84.1
zmb,2018,84.46
zmb,2019,82.18
zwe,1991,82.62
zwe,1992,82.99
zwe,1993,82.72
zwe,1994,82.2
zwe,1995,81.59
zwe,1996,79.76
zwe,1997,78.29
zwe,1998,77.67
zwe,1999,77.33
zwe,2000,78.03
zwe,2001,76.68
zwe,2002,76.65
zwe,2003,76.86
zwe,2004,76.32
zwe,2005,74.21
zwe,2006,71.81
zwe,2007,72.8
zwe,2008,77.04
zwe,2009,77.02
zwe,2010,76.87
zwe,2011,75.95
zwe,2012,75.27
zwe,2013,75.41
zwe,2014,75.64
zwe,2015,75.95
zwe,2016,76.28
zwe,2017,76.88
zwe,2018,77.44
zwe,2019,79.56
