geo,time,ne_dab_totl_cn
esp,1998,558537000000
esp,1999,607241000000
esp,2000,666999000000
esp,2001,716933000000
esp,2002,764477000000
esp,2003,819963000000
esp,2004,891238000000
esp,2005,971905000000
esp,2006,1060986000000
esp,2007,1137685000000
esp,2008,1162083000000
esp,2009,1078642000000
esp,2010,1083703000000
esp,2011,1060819000000
esp,2012,1009805000000
esp,2013,980260000000
esp,2014,1000166000000
esp,2015,1044827000000
esp,2016,1069425000000
esp,2017,1119966000000
esp,2018,1170566000000
esp,2019,1207915000000
esp,2020,1105420000000
est,1993,1583817000
est,1994,2260347000
est,1995,3058908000
est,1996,3975868000
est,1997,4989665000
est,1998,5595375000
est,1999,5623749000
est,2000,6322092000
est,2001,7196244000
est,2002,8334717000
est,2003,9471527000
est,2004,10506311000
est,2005,11862062000
est,2006,14899320000
est,2007,17764799000
est,2008,17180278000
est,2009,13409152000
est,2010,13809809000
est,2011,15725926000
est,2012,17621003000
est,2013,18397512000
est,2014,19338236000
est,2015,19800518000
est,2016,20945197000
est,2017,22847702000
est,2018,24854625000
est,2019,26470572000
est,2020,27180834000
eth,2011,591615224000
eth,2012,880823703100
eth,2013,1009994586200
eth,2014,1246009676000
eth,2015,1569618240000
eth,2016,1802529000000
eth,2017,2127570000000
eth,2018,2434291000000
eth,2019,3044298000000
eth,2020,3706350000000
fin,1970,8051343000
fin,1971,8863528000
fin,1972,10131777000
fin,1973,12321504000
fin,1974,16252354000
fin,1975,19311447000
fin,1976,20800186000
fin,1977,22739421000
fin,1978,24158736000
fin,1979,28580385000
fin,1980,33940000000
fin,1981,37512000000
fin,1982,42760000000
fin,1983,47640000000
fin,1984,52368000000
fin,1985,57498000000
fin,1986,61531000000
fin,1987,67218000000
fin,1988,76350000000
fin,1989,87335000000
fin,1990,91927000000
fin,1991,87928000000
fin,1992,84237000000
fin,1993,82071000000
fin,1994,85951000000
fin,1995,91848000000
fin,1996,95902000000
fin,1997,103230000000
fin,1998,111653000000
fin,1999,116140000000
fin,2000,124711000000
fin,2001,131113000000
fin,2002,135023000000
fin,2003,141092000000
fin,2004,148334000000
fin,2005,157528000000
fin,2006,164486000000
fin,2007,177520000000
fin,2008,186754000000
fin,2009,177541000000
fin,2010,185131000000
fin,2011,199122000000
fin,2012,204113000000
fin,2013,206475000000
fin,2014,208862000000
fin,2015,212587000000
fin,2016,220297000000
fin,2017,226197000000
fin,2018,236397000000
fin,2019,239478000000
fin,2020,236217000000
fji,1980,1044617000
fji,1981,1195216000
fji,1982,1172937000
fji,1983,1221296000
fji,1984,1280215000
fji,1985,1341811000
fji,1986,1392344000
fji,1987,1449211000
fji,1988,1561040000
fji,1989,1813212000
fji,1990,2071949000
fji,1991,2152701000
fji,1992,2287239000
fji,1993,2498152000
fji,1994,2492440000
fji,1995,2603162000
fji,1996,2725950000
fji,1997,2837650000
fji,1998,3276540000
fji,1999,3387699000
fji,2000,3278300000
fji,2001,3364800000
fji,2002,3602130000
fji,2003,3939300000
fji,2004,3962200000
fji,2005,5742586200
fji,2006,6047167900
fji,2007,5735024300
fji,2008,6555265700
fji,2009,6254689200
fji,2010,6388610800
fji,2011,7168840400
fji,2012,7327326400
fji,2013,8688077900
fji,2014,8802523900
fji,2015,9663621800
fji,2016,10394425100
fji,2017,11105693300
fji,2018,11656900000
fji,2019,11550600000
fji,2020,9818010000
fra,1960,45694000000
fra,1961,49685000000
fra,1962,56216000000
fra,1963,63350000000
fra,1964,70626000000
fra,1965,75516000000
fra,1966,82325000000
fra,1967,89212000000
fra,1968,97520000000
fra,1969,112814000000
fra,1970,125015000000
fra,1971,138854000000
fra,1972,155274000000
fra,1973,178340000000
fra,1974,211660000000
fra,1975,233576000000
fra,1976,275146000000
fra,1977,307324000000
fra,1978,344965000000
fra,1979,396624000000
fra,1980,458717000000
fra,1981,517487000000
fra,1982,600375000000
fra,1983,652251000000
fra,1984,706116000000
fra,1985,760477000000
fra,1986,815582000000
fra,1987,865382000000
fra,1988,931310000000
fra,1989,1003955000000
fra,1990,1061811000000
fra,1991,1095132000000
fra,1992,1123411000000
fra,1993,1122931000000
fra,1994,1162234000000
fra,1995,1198783000000
fra,1996,1229951000000
fra,1997,1253827000000
fra,1998,1314769000000
fra,1999,1367486000000
fra,2000,1458939000000
fra,2001,1514013000000
fra,2002,1556230000000
fra,2003,1607411000000
fra,2004,1686762000000
fra,2005,1764396000000
fra,2006,1852462000000
fra,2007,1955226000000
fra,2008,2015459000000
fra,2009,1951747000000
fra,2010,2021053000000
fra,2011,2098465000000
fra,2012,2115875000000
fra,2013,2139093000000
fra,2014,2174389000000
fra,2015,2210885000000
fra,2016,2247647000000
fra,2017,2321698000000
fra,2018,2387190000000
fra,2019,2460972000000
fra,2020,2349381000000
fro,1998,7246100000
fro,1999,8055700000
fro,2000,9233100000
fro,2001,9673500000
fro,2002,10069700000
fro,2003,11173000000
fro,2004,10501400000
fro,2005,11398200000
fro,2006,12993100000
fro,2007,14519900000
fro,2008,13480500000
fro,2009,12931800000
fro,2010,13441100000
fro,2011,13813000000
fro,2012,15114300000
fro,2013,15264100000
fro,2014,16002300000
fro,2015,16802700000
fro,2016,16953300000
fro,2017,17703400000
fro,2018,18932300000
fro,2019,19570300000
fsm,1983,191700000
gab,1970,79000020000
gab,1971,90400100000
gab,1972,107599930000
gab,1973,159199980000
gab,1974,318600000000
gab,1975,454900000000
gab,1976,722800000000
gab,1977,687900000000
gab,1978,459200000000
gab,1979,508700000000
gab,1980,605000000000
gab,1981,811600000000
gab,1982,928200000000
gab,1983,1062500000000
gab,1984,1262200000000
gab,1985,1421100000000
gab,1986,1408700000000
gab,1987,1011200000500
gab,1988,1199900001300
gab,1989,1274100000000
gab,1990,1374600000000
gab,1991,1298955105200
gab,1992,1295837563900
gab,1993,1318498605300
gab,1994,1788840926500
gab,1995,1889789980300
gab,1996,2191591970800
gab,1997,2338585008700
gab,1998,2688137020500
gab,1999,2317919985400
gab,2000,2296171000000
gab,2001,2752304176000
gab,2002,2919798226000
gab,2003,2875800900000
gab,2004,2935903600000
gab,2005,3230243000000
gab,2006,3642208000000
gab,2007,4058361000000
gab,2008,4486316716300
gab,2009,4509803069500
gab,2010,5250451355500
gab,2011,5750486947700
gab,2012,6175301394800
gab,2013,6597871197200
gab,2014,7593220547600
gab,2015,6963124505400
gab,2016,6819931260000
gab,2017,6458341199300
gab,2018,6411927192500
gab,2019,6976784218000
gab,2020,6617543860400
gbr,1970,59104888000
gbr,1971,66059150000
gbr,1972,74274886000
gbr,1973,88300467000
gbr,1974,103048138000
gbr,1975,125763022000
gbr,1976,149792843000
gbr,1977,169303606000
gbr,1978,193668900000
gbr,1979,228922904000
gbr,1980,262236779000
gbr,1981,286889321000
gbr,1982,316342809000
gbr,1983,349185109000
gbr,1984,378175171000
gbr,1985,410756232000
gbr,1986,449044400000
gbr,1987,496915067000
gbr,1988,569466997000
gbr,1989,628142492000
gbr,1990,669053834000
gbr,1991,692397210000
gbr,1992,723703050000
gbr,1993,759970739000
gbr,1994,804569819000
gbr,1995,850542000000
gbr,1996,909193000000
gbr,1997,949578000000
gbr,1998,1005991000000
gbr,1999,1056855000000
gbr,2000,1116639000000
gbr,2001,1165924000000
gbr,2002,1221647000000
gbr,2003,1288018000000
gbr,2004,1356437000000
gbr,2005,1432520000000
gbr,2006,1507132000000
gbr,2007,1584174000000
gbr,2008,1631719000000
gbr,2009,1580073000000
gbr,2010,1642412000000
gbr,2011,1686277000000
gbr,2012,1742559000000
gbr,2013,1816590000000
gbr,2014,1909261000000
gbr,2015,1965144000000
gbr,2016,2049665000000
gbr,2017,2123638000000
gbr,2018,2202678000000
gbr,2019,2275971000000
gbr,2020,2153496000000
geo,1980,11100
geo,1981,11400
geo,1982,11900
geo,1983,12700
geo,1984,13700
geo,1985,14500
geo,1986,13800
geo,1987,14100
geo,1988,15200
geo,1989,14700
geo,1990,16200
geo,1991,19800
geo,1992,175600
geo,1993,20473500
geo,1994,1365706900
geo,1995,2841419000
geo,1996,5130048400
geo,1997,5923085700
geo,1998,6145800600
geo,1999,6702702300
geo,2000,7592126800
geo,2001,7971762100
geo,2002,8656886000
geo,2003,10065300000
geo,2004,11749000000
geo,2005,14040500000
geo,2006,17511900000
geo,2007,22017800000
geo,2008,25289400000
geo,2009,21926700000
geo,2010,25528900000
geo,2011,30108400000
geo,2012,32375900000
geo,2013,32069500000
geo,2014,36386000000
geo,2015,39718900000
geo,2016,41292500000
geo,2017,45239200000
geo,2018,49344000000
geo,2019,53666864900
geo,2020,58771673338.1104
gha,1960,93200
gha,1961,102600
gha,1962,102900
gha,1963,116900
gha,1964,128500
gha,1965,160700
gha,1966,159400
gha,1967,154200
gha,1968,170800
gha,1969,201300
gha,1970,229000
gha,1971,261200
gha,1972,266100
gha,1973,332400
gha,1974,482200
gha,1975,523400
gha,1983,18483500
gha,1984,27793800
gha,1985,35311700
gha,1986,52959700
gha,1987,79466200
gha,1988,111299200
gha,1989,152493100
gha,1990,209313100
gha,1991,263535600
gha,1992,312637400
gha,1993,449788100
gha,1994,580377700
gha,1995,840518500
gha,1996,1224359400
gha,1997,1701811400
gha,1998,1951971900
gha,1999,2419123100
gha,2000,3216048400
gha,2001,4552487500
gha,2002,5485088800
gha,2003,7669600000
gha,2004,9671524600
gha,2005,12184165800
gha,2006,21611767300
gha,2007,26929582100
gha,2008,36049944600
gha,2009,41359287800
gha,2010,52388261200
gha,2011,67246845800
gha,2012,84691826100
gha,2013,136773169184.021
gha,2014,170383383930.017
gha,2015,199782085696.41199
gha,2016,231651480790.125
gha,2017,270142162189.41696
gha,2018,311823629588.20801
gha,2019,363409896954.62299
gha,2020,397300658716.90002
gin,1986,645257400000
gin,1987,866493000000
gin,1988,1178634500000
gin,1989,1420043864200
gin,1990,1724378110000
gin,1991,2183672309800
gin,1992,2889464511100
gin,1993,3058814911400
gin,1994,3329397411300
gin,1995,3800721289100
gin,1996,4084088075700
gin,1997,4280331189600
gin,1998,4688470142700
gin,1999,5013121714700
gin,2000,5464514125000
gin,2001,5598468061700
gin,2002,5974418684600
gin,2003,6788135197900
gin,2004,8254845951500
gin,2005,10738500296100
gin,2006,26450949307500
gin,2007,32703758286300
gin,2008,38745888579500
gin,2009,40240791930600
gin,2010,44291782457200
gin,2011,54549690844900
gin,2012,64242880709100
gin,2013,73768837908100
gin,2014,75978285239000
gin,2015,85215165439600
gin,2016,118018834839300
gin,2017,105029239220300
gin,2018,116001848098300
gin,2019,139405704237900
gin,2020,132869388543300
gmb,1966,84797600
gmb,1967,91414900
gmb,1968,95185000
gmb,1969,104167600
gmb,1970,112346500
gmb,1971,120012100
gmb,1972,126667400
gmb,1973,137316600
gmb,1974,171672900
gmb,1975,205971800
gmb,1976,262929300
gmb,1977,350790100
gmb,1978,452325100
gmb,1979,501783400
gmb,1980,501457500
gmb,1981,534635100
gmb,1982,570350000
gmb,1983,630750000
gmb,1984,722450000
gmb,1985,967299900
gmb,1986,1407399900
gmb,1987,1714832400
gmb,1988,1933632400
gmb,1989,2374800100
gmb,1990,2790100000
gmb,1991,6983961000
gmb,1992,7536088100
gmb,1993,7493771000
gmb,1994,7878022500
gmb,1995,7657972800
gmb,1996,9278777700
gmb,1997,8127002400
gmb,1998,9237927500
gmb,1999,9502459800
gmb,2000,10578865100
gmb,2001,11187266700
gmb,2002,12175874300
gmb,2003,14746606600
gmb,2004,32637000000
gmb,2005,33790000000
gmb,2006,32506000000
gmb,2007,34303000000
gmb,2008,39310000000
gmb,2009,43618000000
gmb,2010,50720000000
gmb,2011,44882000000
gmb,2012,49028000000
gmb,2013,54177316100
gmb,2014,57934737800
gmb,2015,64636949800
gmb,2016,72341898000
gmb,2017,81961162100
gmb,2018,93479586300
gmb,2019,108319152300
gmb,2020,118718568000
gnb,1970,54552300
gnb,1971,55043000
gnb,1972,61993800
gnb,1973,71010800
gnb,1974,80612300
gnb,1975,83847700
gnb,1976,90730800
gnb,1977,87257000
gnb,1978,108553800
gnb,1979,120036900
gnb,1981,127169200
gnb,1982,165492400
gnb,1983,186492300
gnb,1984,354246200
gnb,1985,558076900
gnb,1986,946830700
gnb,1987,1907476900
gnb,1988,3895026100
gnb,1989,8149613900
gnb,1990,10425371200
gnb,1991,18499076900
gnb,1992,35125984600
gnb,1993,45503630700
gnb,1994,55077184600
gnb,1995,87189846100
gnb,1996,133104615400
gnb,1997,186317093900
gnb,1998,147903120900
gnb,1999,161277128600
gnb,2000,312659049000
gnb,2001,321348689700
gnb,2002,311072986500
gnb,2003,300410874300
gnb,2004,313269198400
gnb,2005,356286749000
gnb,2006,355119156000
gnb,2007,379462720000
gnb,2008,437303497000
gnb,2009,454324465000
gnb,2010,505956256000
gnb,2011,545617290000
gnb,2012,556710658700
gnb,2013,555752857300
gnb,2014,579096520700
gnb,2015,648824617800
gnb,2016,732193403600
gnb,2017,825533555300
gnb,2018,881422544600
gnb,2019,968310048700
gnb,2020,946575703300
gnq,2005,2435486632300
gnq,2006,2841788000000
gnq,2007,3561010820000
gnq,2008,4443218000000
gnq,2009,5217463000000
gnq,2010,5904992000000
gnq,2011,6460148859100
gnq,2012,8328892000000
gnq,2013,7760366000000
gnq,2014,7786376000000
gnq,2015,6669848000000
gnq,2016,5980246000000
gnq,2017,6000753000000
gnq,2018,6141046000000
gnq,2019,5946431711700
gnq,2020,5948715000000
grc,1960,396428600
grc,1961,458401500
grc,1962,491916100
grc,1963,558233400
grc,1964,655498200
grc,1965,761656400
grc,1966,819806600
grc,1967,882271300
grc,1968,978524400
grc,1969,1138157600
grc,1970,1279110000
grc,1971,1419058000
grc,1972,1651388000
grc,1973,2204706000
grc,1974,2451305000
grc,1975,2940512000
grc,1976,3660488000
grc,1977,4251417000
grc,1978,5137326000
grc,1979,6316103000
grc,1980,7585145000
grc,1981,8829929000
grc,1982,11603002000
grc,1983,13935696000
grc,1984,17202399000
grc,1985,21229489000
grc,1986,25071058000
grc,1987,27550503000
grc,1988,34106131000
grc,1989,41338326000
grc,1990,50828490000
grc,1991,62673159000
grc,1992,71259737000
grc,1993,80039458000
grc,1994,89049096000
grc,1995,100748154000
grc,1996,112229901000
grc,1997,122546681000
grc,1998,137381848000
grc,1999,145649688000
grc,2000,156754696000
grc,2001,168269282000
grc,2002,180008367000
grc,2003,198764789000
grc,2004,210147211000
grc,2005,215732409000
grc,2006,240741872000
grc,2007,261743801000
grc,2008,272497096000
grc,2009,260763773000
grc,2010,241159882000
grc,2011,215210728000
grc,2012,197001173000
grc,2013,184313294000
grc,2014,179992233000
grc,2015,178173783000
grc,2016,177014381000
grc,2017,179575970000
grc,2018,183443699000
grc,2019,186414272000
grc,2020,177915898000
grl,2003,11470700000
grl,2004,11964700000
grl,2005,13044000000
grl,2006,13658100000
grl,2007,15010600000
grl,2008,16998000000
grl,2009,16857900000
grl,2010,20041400000
grl,2011,22274100000
grl,2012,19039900000
grl,2013,18172300000
grl,2014,17568900000
grl,2015,18149000000
grl,2016,19008700000
grl,2017,19360400000
grl,2018,19395700000
grl,2019,22339000000
gtm,1960,1063400000
gtm,1961,1093300000
gtm,1962,1162300000
gtm,1963,1283600000
gtm,1964,1334200000
gtm,1965,1369000000
gtm,1966,1393400000
gtm,1967,1501500000
gtm,1968,1637600000
gtm,1969,1709000000
gtm,1970,1888900000
gtm,1971,2012800000
gtm,1972,2093500000
gtm,1973,2551800000
gtm,1974,3264500000
gtm,1975,3711900100
gtm,1976,4627700000
gtm,1977,5579200100
gtm,1978,6421900000
gtm,1979,7213399800
gtm,1980,8093999900
gtm,1981,9168000200
gtm,1982,9057000100
gtm,1983,9191000200
gtm,1984,9673500300
gtm,1985,11295700100
gtm,1986,15606799500
gtm,1987,18852500400
gtm,1988,21743301000
gtm,1989,24908298700
gtm,1990,35625931500
gtm,1991,49012324800
gtm,1992,58968420200
gtm,1993,69622234400
gtm,1994,80143183200
gtm,1995,90412001000
gtm,1996,100035484100
gtm,1997,113957157100
gtm,1998,134044200700
gtm,1999,146584323600
gtm,2000,162853802200
gtm,2001,166275505600
gtm,2002,184337912900
gtm,2003,199127904100
gtm,2004,219248161000
gtm,2005,240839441200
gtm,2006,268804181900
gtm,2007,305651960400
gtm,2008,339331188900
gtm,2009,336161544000
gtm,2010,368079645500
gtm,2011,410833506000
gtm,2012,439109997200
gtm,2013,469217712100
gtm,2014,499191816900
gtm,2015,524737272200
gtm,2016,546511983400
gtm,2017,574310747600
gtm,2018,609317923300
gtm,2019,653848118900
gtm,2020,647474181100
guy,1960,315800000
guy,1961,321500000
guy,1962,294900000
guy,1963,250700000
guy,1964,321900000
guy,1965,371200000
guy,1966,408900000
guy,1967,435300000
guy,1968,445300000
guy,1969,479600000
guy,1970,538500000
guy,1971,543100000
guy,1972,607100000
guy,1973,752500000
guy,1974,936300000
guy,1975,1187800000
guy,1976,1419300000
guy,1977,1299700000
guy,1978,1267900000
guy,1979,1451000000
guy,1980,1694300000
guy,1981,1970500000
guy,1982,1696200000
guy,1983,1742500000
guy,1984,1782700000
guy,1985,2218999900
guy,1986,2319900000
guy,1987,3864000000
guy,1988,4315999900
guy,1989,11072999400
guy,1990,18352000000
guy,1991,45972099100
guy,1992,57705371600
guy,1993,69012047800
guy,1994,84510957500
guy,1995,97897865300
guy,1996,105074341900
guy,1997,117150089300
guy,1998,120938115100
guy,1999,133610598400
guy,2000,149005004800
guy,2001,151851456500
guy,2002,155225940000
guy,2003,158195384300
guy,2004,171227439100
guy,2005,206264399900
hkg,1960,7556353800
hkg,1961,8021000000
hkg,1962,9409000000
hkg,1963,11169000000
hkg,1964,12799000000
hkg,1965,14433000000
hkg,1966,14787000000
hkg,1967,14755000000
hkg,1968,15643000000
hkg,1969,17722000000
hkg,1970,21326000000
hkg,1971,25560000000
hkg,1972,29654000000
hkg,1973,38718000000
hkg,1974,44976000000
hkg,1975,46816000000
hkg,1976,56411000000
hkg,1977,68496000000
hkg,1978,84912000000
hkg,1979,111234000000
hkg,1980,144361000000
hkg,1981,176213000000
hkg,1982,194899000000
hkg,1983,213359000000
hkg,1984,241026000000
hkg,1985,250206000000
hkg,1986,291346000000
hkg,1987,353660000000
hkg,1988,424474000000
hkg,1989,475053000000
hkg,1990,548092000000
hkg,1991,644316000000
hkg,1992,765158000000
hkg,1993,868202000000
hkg,1994,1037464000000
hkg,1995,1169149000000
hkg,1996,1253642000000
hkg,1997,1419182000000
hkg,1998,1301061000000
hkg,1999,1219529000000
hkg,2000,1278532000000
hkg,2001,1259175000000
hkg,2002,1191516000000
hkg,2003,1142346000000
hkg,2004,1202233000000
hkg,2005,1239611000000
hkg,2006,1335552000000
hkg,2007,1474532000000
hkg,2008,1533775000000
hkg,2009,1528620000000
hkg,2010,1671979000000
hkg,2011,1859952000000
hkg,2012,2014028000000
hkg,2013,2125473000000
hkg,2014,2255373000000
hkg,2015,2340979000000
hkg,2016,2433577000000
hkg,2017,2632545000000
hkg,2018,2841180000000
hkg,2019,2800382000000
hkg,2020,2639547000000
hnd,1960,682300000
hnd,1961,709600000
hnd,1962,772300000
hnd,1963,842000000
hnd,1964,934800000
hnd,1965,1012700000
hnd,1966,1115900000
hnd,1967,1220400000
hnd,1968,1309200000
hnd,1969,1374600000
hnd,1970,1535600000
hnd,1971,1474000000
hnd,1972,1589000000
hnd,1973,1841000000
hnd,1974,2316000000
hnd,1975,2450000000
hnd,1976,2816000000
hnd,1977,3487000000
hnd,1978,6689221129.95229
hnd,1979,7662446687.53862
hnd,1980,8797035146.33582
hnd,1981,8927254841.24081
hnd,1982,9034123964.87352
hnd,1983,9605182057.81663
hnd,1984,10755908916.7583
hnd,1985,11422301607.057
hnd,1986,12044645658.6419
hnd,1987,13121627479.6691
hnd,1988,14596442678.1821
hnd,1989,16946530595.5909
hnd,1990,21741276935.7827
hnd,1991,26435330200
hnd,1992,29548269100
hnd,1993,35112357300
hnd,1994,42971237100
hnd,1995,54666822600
hnd,1996,66368149100
hnd,1997,80541061700
hnd,1998,93254974400
hnd,1999,104386914800
hnd,2000,119930200000
hnd,2001,134022600000
hnd,2002,145359300000
hnd,2003,162898300000
hnd,2004,191573400000
hnd,2005,217700100000
hnd,2006,249655400000
hnd,2007,299089100000
hnd,2008,349272700000
hnd,2009,324816900000
hnd,2010,352930100000
hnd,2011,401033700000
hnd,2012,431387100000
hnd,2013,453440500000
hnd,2014,488644700000
hnd,2015,538355900000
hnd,2016,567272700000
hnd,2017,628312000000
hnd,2018,694032600000
hnd,2019,726774700000
hnd,2020,675326800000
hrv,1995,128526551277.63699
hrv,1996,139229894338.414
hrv,1997,167359983074.31299
hrv,1998,175118912072.401
hrv,1999,178454547442.11899
hrv,2000,188909412377.069
hrv,2001,204206041152.52399
hrv,2002,233203298975.10901
hrv,2003,258923641638.57001
hrv,2004,274794732569.397
hrv,2005,296078695430.33698
hrv,2006,322058166537.55701
hrv,2007,351939692948.66998
hrv,2008,384646264597.83002
hrv,2009,351902806002.07294
hrv,2010,337771857334.492
hrv,2011,343312383489.62903
hrv,2012,339954450445.34802
hrv,2013,342677808423.13599
hrv,2014,336557157265.83698
hrv,2015,343288489513.92499
hrv,2016,351908298327.20001
hrv,2017,370045699438.41907
hrv,2018,394106534131.71094
hrv,2019,413500841097.78699
hrv,2020,403918019646.70398
hti,1988,15183528000
hti,1989,15669415000
hti,1990,18979404000
hti,1991,21545000000
hti,1992,24296000000
hti,1993,29430000000
hti,1994,37805000000
hti,1995,48704000000
hti,1996,54841000000
hti,1997,62640000000
hti,1998,73530000000
hti,1999,81339000000
hti,2000,150687802800
hti,2001,171640958900
hti,2002,186501598600
hti,2003,233587322400
hti,2004,280975052300
hti,2005,328708510500
hti,2006,371818851400
hti,2007,416186282400
hti,2008,475340755500
hti,2009,543811893700
hti,2010,609895037000
hti,2011,639826592800
hti,2012,689394821300
hti,2013,766688030300
hti,2014,813511000100
hti,2015,853455131100
hti,2016,1030315581000
hti,2017,1220003185600
hti,2018,1352318383700
hti,2019,1564145855800
hti,2020,1770485222000
hun,1991,2619487435000
hun,1992,3059883643000
hun,1993,3984604657000
hun,1994,4826934651000
hun,1995,5836935000000
hun,1996,7088590000000
hun,1997,8749561000000
hun,1998,10606721000000
hun,1999,11956236000000
hun,2000,13815819000000
hun,2001,15597409000000
hun,2002,17790584000000
hun,2003,19887656000000
hun,2004,22026491000000
hun,2005,23228816000000
hun,2006,24705299000000
hun,2007,25713133000000
hun,2008,27248387000000
hun,2009,25615278000000
hun,2010,26191235000000
hun,2011,26916786000000
hun,2012,27234598000000
hun,2013,28397255000000
hun,2014,30895365000000
hun,2015,32271643000000
hun,2016,33170697000000
hun,2017,36685055000000
hun,2018,41548449000000
hun,2019,46429969000000
hun,2020,47171881000000
idn,1960,387200000000
idn,1961,489110000000
idn,1962,1338100000000
idn,1963,3217800000000
idn,1964,7191500000000
idn,1965,23819000000000
idn,1966,345400000000
idn,1967,916400000000
idn,1968,2195400000000
idn,1969,2876000000000
idn,1970,3440000000000
idn,1971,3753600000000
idn,1972,4672600000000
idn,1973,6714700000000
idn,1974,9896600000000
idn,1975,12569900000000
idn,1976,15259200000000
idn,1977,18362100000000
idn,1978,22514100000000
idn,1979,29951400000000
idn,1980,41676300000000
idn,1981,52901300000000
idn,1982,61969100000000
idn,1983,74485000000000
idn,1984,84649804000000
idn,1985,92610330000000
idn,1986,105473870000000
idn,1987,123142210000000
idn,1988,143827786000000
idn,1989,167228936000000
idn,1990,206808626000000
idn,1991,239343872000000
idn,1992,266464898000000
idn,1993,315977916000000
idn,1994,372158294000000
idn,1995,453768382000000
idn,1996,540697660000000
idn,1997,620362708000000
idn,1998,964397970000000
idn,1999,1129281532000000
idn,2000,1256742000000000
idn,2001,1524140000000000
idn,2002,1754129800000000
idn,2003,2051249860000000
idn,2004,2276236288000000
idn,2005,2706405755550000
idn,2006,3228903863129600
idn,2007,3824837703000000
idn,2008,4793362837064700
idn,2009,5565677628000000
idn,2010,6733935063782700
idn,2011,7633298804316400
idn,2012,8676843992189101
idn,2013,9563177582607600
idn,2014,10692788061669000
idn,2015,11671820921363400
idn,2016,12552204898569900
idn,2017,13604331333453900
idn,2018,14923591136917200
idn,2019,15915020211644300
idn,2020,15530617048083800
ind,1960,193344963416.10101
ind,1961,201625890791.15399
ind,1962,218302117792.65601
ind,1963,244689221887.45901
ind,1964,286186353329.854
ind,1965,309650972036.02094
ind,1966,358843341038.17999
ind,1967,414513080337.56299
ind,1968,415739549365.71198
ind,1969,459635554577.98999
ind,1970,492911584880.17798
ind,1971,539079332120.22998
ind,1972,584181361658.651
ind,1973,719286596120.21497
ind,1974,869046784597.15393
ind,1975,904783895295.30396
ind,1976,954313030312.35596
ind,1977,1092868706091.28003
ind,1978,1230771398213.01001
ind,1979,1335984547785.57007
ind,1980,1596744908694.93994
ind,1981,1841763409358.27002
ind,1982,2054321188440.93994
ind,1983,2378675079145.8999
ind,1984,2672965625848.81982
ind,1985,3032084023978.33984
ind,1986,3399794583499.33008
ind,1987,3887447620153.43018
ind,1988,4587361569742.63965
ind,1989,5219222313041.70996
ind,1990,6163535578560.36035
ind,1991,6759591548500
ind,1992,7763550214200
ind,1993,8834685215200
ind,1994,10529331533500
ind,1995,12300821711300
ind,1996,14077553212300
ind,1997,15925705722600
ind,1998,18136835222500
ind,1999,20970447087100
ind,2000,21905153836700
ind,2001,23746684204100
ind,2002,25314702025700
ind,2003,28451340801200
ind,2004,33406531665600
ind,2005,38435383839500
ind,2006,44592646541200
ind,2007,52686802281600
ind,2008,57934909150600
ind,2009,68459110222300
ind,2010,80889342442300
ind,2011,93375717304523.59375
ind,2012,104901607468880
ind,2013,114541623905565
ind,2014,128215979371223
ind,2015,139856549418926
ind,2016,153572718634995
ind,2017,171711387810829
ind,2018,193167373775037
ind,2019,208344886352356
ind,2020,198167141950979
irl,1970,2567655000
irl,1971,2917812000
irl,1972,3457985000
irl,1973,4230126000
irl,1974,5019491000
irl,1975,5908035000
irl,1976,7371870000
irl,1977,9122397000
irl,1978,10881581000
irl,1979,13490481000
irl,1980,15583842000
irl,1981,19029180000
irl,1982,21062706000
irl,1983,22308101000
irl,1984,24163089000
irl,1985,25657180000
irl,1986,27047910000
irl,1987,27942379000
irl,1988,29679548000
irl,1989,33296205000
irl,1990,36318432000
irl,1991,37494509000
irl,1992,38653495000
irl,1993,40432638000
irl,1994,43814349000
irl,1995,48461290000
irl,1996,54045631000
irl,1997,61449328000
irl,1998,70952627000
irl,1999,80833226000
irl,2000,93498307000
irl,2001,104055163000
irl,2002,114850356000
irl,2003,125581526000
irl,2004,136179559000
irl,2005,153278642000
irl,2006,170010813000
irl,2007,179895204000
irl,2008,171740540000
irl,2009,148532983000
irl,2010,139387707000
irl,2011,141298256000
irl,2012,146661921000
irl,2013,145017266000
irl,2014,158657944000
irl,2015,187063148000
irl,2016,227005458000
irl,2017,233421174000
irl,2018,231243123000
irl,2019,341961577000
irl,2020,293008339000
irn,1960,373777455137.23694
irn,1961,387261929170.34698
irn,1962,400488558279.59698
irn,1963,396811813889.21997
irn,1964,446090857128.64307
irn,1965,518000410678.724
irn,1966,579114497774.73096
irn,1967,644966143270.95605
irn,1968,743894804557.52612
irn,1969,847436524510.73206
irn,1970,962441805477.33203
irn,1971,1137371121488.12012
irn,1972,1431464309273.12988
irn,1973,1806065821491.95996
irn,1974,2776605216254.75977
irn,1975,3909655321623.06006
irn,1976,5155161464090.74023
irn,1977,6309111463686.88965
irn,1978,6193394886400.60938
irn,1979,6191112298316.24023
irn,1980,8548466388044.67871
irn,1981,10102747886323.09961
irn,1982,11395501611770.19922
irn,1983,15693754577654.59961
irn,1984,16968030341597.30078
irn,1985,16945396070447.40039
irn,1986,17475033331619.30078
irn,1987,20073135440741.80078
irn,1988,23486879055292.5
irn,1989,29021316134564
