geo,time,ny_gdp_mktp_kn
kir,2007,149371000
kir,2008,146247000
kir,2009,147421085.41249
kir,2010,146059063.06802
kir,2011,148387714.56692
kir,2012,155382185.25186
kir,2013,161931312.97536
kir,2014,160801457.0876
kir,2015,177532629.61785
kir,2016,186653757.69571
kir,2017,188314523.57342
kir,2018,195425193.89797
kir,2019,203098457.50863
kir,2020,199143000
kna,1977,440420000
kna,1978,457640000
kna,1979,492410000
kna,1980,533970000
kna,1981,542230000
kna,1982,545200000
kna,1983,551670000
kna,1984,600580000
kna,1985,651930000
kna,1986,722710000
kna,1987,770050000
kna,1988,841090000
kna,1989,887180000
kna,1990,930450000
kna,1991,913100000
kna,1992,952080000
kna,1993,1016840000
kna,1994,1070750000
kna,1995,1128390000
kna,1996,1194320000
kna,1997,1275820000
kna,1998,1269610000
kna,1999,1310490000
kna,2000,1442100000
kna,2001,1517860000
kna,2002,1538620000
kna,2003,1478100000
kna,2004,1537170000
kna,2005,1686780000
kna,2006,1739910000
kna,2007,1750360000
kna,2008,1857510000
kna,2009,1782320000
kna,2010,1771460000
kna,2011,1803850000
kna,2012,1763660000
kna,2013,1858610000
kna,2014,1975420000
kna,2015,1995840000
kna,2016,2263180000
kna,2017,2283548600
kna,2018,2345204400
kna,2019,2457774200
kna,2020,2103854800
kor,1960,29070100000000
kor,1961,31086400000000
kor,1962,32297300000000
kor,1963,35210700000000
kor,1964,38546500000000
kor,1965,41367500000000
kor,1966,46329100000000
kor,1967,50535600000000
kor,1968,57189000000000
kor,1969,65516500000000
kor,1970,72102700000000
kor,1971,79706300000000
kor,1972,85456600000000
kor,1973,98188200000000
kor,1974,107527700000000
kor,1975,115957800000000
kor,1976,131289100000000
kor,1977,147484900000000
kor,1978,163638900000000
kor,1979,177828400000000
kor,1980,174901900000000
kor,1981,187575600000000
kor,1982,203215800000000
kor,1983,230398300000000
kor,1984,254709100000000
kor,1985,274675400000000
kor,1986,305788600000000
kor,1987,344696200000000
kor,1988,386017400000000
kor,1989,413320000000000
kor,1990,454145900000000
kor,1991,503094000000000
kor,1992,534279000000000
kor,1993,571023900000000
kor,1994,623950200000000
kor,1995,683940300000000
kor,1996,737908000000000
kor,1997,783441000000000
kor,1998,743254800000000
kor,1999,828483400000000
kor,2000,903550900000000
kor,2001,947394800000000
kor,2002,1020582400000000
kor,2003,1052703100000000
kor,2004,1107416200000000
kor,2005,1155129700000000
kor,2006,1215939500000000
kor,2007,1286458500000000
kor,2008,1325219300000000
kor,2009,1335724300000000
kor,2010,1426618000000000
kor,2011,1479198400000000
kor,2012,1514736600000000
kor,2013,1562673600000000
kor,2014,1612717500000000
kor,2015,1658020400000000
kor,2016,1706880300000000
kor,2017,1760811500000000
kor,2018,1812005400000000
kor,2019,1852666400000000
kor,2020,1836881100000000
kos,2008,3537599000
kos,2009,3715713000
kos,2010,3899266400
kos,2011,4145695600
kos,2012,4216678000
kos,2013,4441886900
kos,2014,4590637000
kos,2015,4862231500
kos,2016,5133143200
kos,2017,5380852800
kos,2018,5564158600
kos,2019,5828836200
kos,2020,5517560300
kwt,1992,12627968100
kwt,1993,16920273500
kwt,1994,18347695800
kwt,1995,19239080300
kwt,1996,19355501200
kwt,1997,19834225700
kwt,1998,20560565900
kwt,1999,20192735500
kwt,2000,21140700000
kwt,2001,21185800000
kwt,2002,21824400000
kwt,2003,25605700000
kwt,2004,28227800000
kwt,2005,31222500000
kwt,2006,33568800000
kwt,2007,35580100000
kwt,2008,36462400000
kwt,2009,33882300000
kwt,2010,33079200000
kwt,2011,36264200000
kwt,2012,38667000000
kwt,2013,39111400000
kwt,2014,39307300000
kwt,2015,39540400000
kwt,2016,40697300000
kwt,2017,38779600000
kwt,2018,39262844000
kwt,2019,39430678500
kwt,2020,36006020900.7473
lao,1984,14880817848700
lao,1985,15635269948800
lao,1986,16399073721500
lao,1987,16165256977700
lao,1988,15840302812200
lao,1989,18088142625300
lao,1990,19300876380700
lao,1991,20130150817700
lao,1992,21249358571600
lao,1993,22505738915000
lao,1994,24341986323500
lao,1995,26053533290300
lao,1996,27858606418500
lao,1997,29773075279000
lao,1998,30954354222800
lao,1999,33215995753300
lao,2000,35142119044500
lao,2001,37163287406300
lao,2002,39362887131600
lao,2003,41751034400700
lao,2004,44405438027700
lao,2005,47561584895100
lao,2006,51661044510300
lao,2007,55585645618300
lao,2008,59935168337900
lao,2009,64431369760100
lao,2010,69925371783000
lao,2011,75546429556400
lao,2012,81609860356000
lao,2013,88160112762500
lao,2014,94870828315300
lao,2015,101768000000000
lao,2016,108915000000000
lao,2017,116422000000000
lao,2018,123696000000000
lao,2019,130447000000000
lao,2020,131103189930900
lbn,1988,17445881444773.19922
lbn,1989,10039909689001.59961
lbn,1990,12703815000000
lbn,1991,18985518573800
lbn,1992,22106423751300
lbn,1993,24486328336000
lbn,1994,26471004499200
lbn,1995,28178083199600
lbn,1996,31358243555900
lbn,1997,31689062573300
lbn,1998,32850696076900
lbn,1999,32678037866000
lbn,2000,33116535181900
lbn,2001,34388100609300
lbn,2002,35565256815900
lbn,2003,36712982602800
lbn,2004,39165205942906.29688
lbn,2005,40217096940830.29688
lbn,2006,40840266891332
lbn,2007,44642749979554.09375
lbn,2008,48691458238229.20312
lbn,2009,53673643997853.89844
lbn,2010,57954189866267.60156
lbn,2011,58456849665540.79688
lbn,2012,59941970359884.79688
lbn,2013,62226372286164.70312
lbn,2014,63753195626024.20312
lbn,2015,64124054185082.79688
lbn,2016,65138531702322.60156
lbn,2017,65647924140169.20312
lbn,2018,64530481713817.29688
lbn,2019,59911875702108.60156
lbn,2020,47052231170900
lbr,2000,2364414540.44973
lbr,2001,2433461899.14414
lbr,2002,2525033515.28584
lbr,2003,1763858814.18077
lbr,2004,1810069228.50825
lbr,2005,1905662823.10514
lbr,2006,2058952553.99003
lbr,2007,2255279442.38621
lbr,2008,2416434697.37883
lbr,2009,2544518770.03392
lbr,2010,2699730028.30794
lbr,2011,2921128566.25409
lbr,2012,3154638200
lbr,2013,3428690700
lbr,2014,3452739300
lbr,2015,3452098300
lbr,2016,3398419600
lbr,2017,3481856100
lbr,2018,3522161200
lbr,2019,3435259000
lbr,2020,3332788100
lby,1999,29490000000
lby,2000,30575000000
lby,2001,30036000000
lby,2002,29748000000
lby,2003,33620000000
lby,2004,35120000000
lby,2005,39289000000
lby,2006,41843000000
lby,2007,44501000000
lby,2008,45688000000
lby,2009,45327000000
lby,2010,47603000000
lby,2011,18053000000
lby,2012,40283383900
lby,2013,34804843700
lby,2014,26451681200
lby,2015,24107522800
lby,2016,23433604500
lby,2017,29685901700
lby,2018,34178209800
lby,2019,35044953300
lby,2020,24075882900
lca,1977,1351757775.2655
lca,1978,1491150235.58489
lca,1979,1547705603.61674
lca,1980,1513338365.88635
lca,1981,1608833848.26354
lca,1982,1642399626.28064
lca,1983,1723951074.11753
lca,1984,1849206008.85475
lca,1985,2002463858.55107
lca,1986,2290859089.88934
lca,1987,2380746247.02739
lca,1988,2711661972.20861
lca,1989,2955196447.94666
lca,1990,3247486108.21713
lca,1991,3259686200
lca,1992,3518931500
lca,1993,3539453900
lca,1994,3596034200
lca,1995,3658901000
lca,1996,3765835600
lca,1997,3739695800
lca,1998,3974790700
lca,1999,4080941600
lca,2000,4082931000
lca,2001,3943782100
lca,2002,3960206000
lca,2003,4129093400
lca,2004,4429171500
lca,2005,4410998400
lca,2006,4684271100
lca,2007,4763511100
lca,2008,4999272600
lca,2009,4857848200
lca,2010,4935761400
lca,2011,5206409500
lca,2012,5196004400
lca,2013,5031063600
lca,2014,5119543200
lca,2015,5049892600
lca,2016,5234027600
lca,2017,5417310300
lca,2018,5575843600
lca,2019,5572278200
lca,2020,4437002200
lie,1970,1149285370.19387
lie,1971,1168469494.53012
lie,1972,1187973815.92392
lie,1973,1207803779.50084
lie,1974,1227964712.01414
lie,1975,1248462295.33399
lie,1976,1307872521.51031
lie,1977,1370109951.57671
lie,1978,1435309056.4601
lie,1979,1503610699.19137
lie,1980,1575162608.39448
lie,1981,1651003856.07357
lie,1982,1624751130.15069
lie,1983,1633502038.79165
lie,1984,1703509189.54703
lie,1985,1823104980.43092
lie,1986,1896029179.64816
lie,1987,2071047234.09507
lie,1988,2187725858.14481
lie,1989,2285998182.20773
lie,1990,2337498771.64255
lie,1991,2379601100
lie,1992,2465464100
lie,1993,2572270500
lie,1994,2748886300
lie,1995,2910398500
lie,1996,3111370300
lie,1997,3336171000
lie,1998,3595100000
lie,1999,3969383100
lie,2000,4097204900
lie,2001,4067168600
lie,2002,4026744200
lie,2003,3948723400
lie,2004,4068731900
lie,2005,4265173400
lie,2006,4633896300
lie,2007,4788018000
lie,2008,4874110800
lie,2009,4817693800
lka,1961,669849842600
lka,1962,695424840600
lka,1963,712926935500
lka,1964,740776954544.36194
lka,1965,759570121679.56494
lka,1966,797729325232.86304
lka,1967,849095311289.255
lka,1968,898352129863.14282
lka,1969,967676343651.31995
lka,1970,1004899270788.81995
lka,1971,1018032353646.55005
lka,1972,1013853535267.70996
lka,1973,1085405223863.83997
lka,1974,1127148072673.05005
lka,1975,1196199791719.81006
lka,1976,1236094331001.81006
lka,1977,1299142438147.80005
lka,1978,1372593832076.44995
lka,1979,1460488659465.46997
lka,1980,1545869213755.52002
lka,1981,1633976412491.05005
lka,1982,1701647475352.41992
lka,1983,1783564631176.37012
lka,1984,1874511205722.83008
lka,1985,1968225638332.26001
lka,1986,2053952629442.12964
lka,1987,2089395855603.87988
lka,1988,2141060034304.3501
lka,1989,2190289457944.27002
lka,1990,2330467880461.08984
lka,1991,2437669105700
lka,1992,2544926333100
lka,1993,2720527859800
lka,1994,2872875208900
lka,1995,3030885794000
lka,1996,3146058460200
lka,1997,3347576079300
lka,1998,3504859365300
lka,1999,3655587261700
lka,2000,3874923709600
lka,2001,3815040323400
lka,2002,3966294299500
lka,2003,4201902853300
lka,2004,4430699038500
lka,2005,4707252109100
lka,2006,5068217941300
lka,2007,5412695902100
lka,2008,5734756079300
lka,2009,5937704053400
lka,2010,6413668472900
lka,2011,6952720184900
lka,2012,7588516705300
lka,2013,7846202444700
lka,2014,8235429055800
lka,2015,8647833261700
lka,2016,9035829935000
lka,2017,9359147262000
lka,2018,9665378605200
lka,2019,9883349954900
lka,2020,9530605670100
lso,1960,1781630814.62882
lso,1961,1814854579.93743
lso,1962,2093104714.38924
lso,1963,2315289244.8863
lso,1964,2506326495.40655
lso,1965,2560315414.03092
lso,1966,2549932787.37339
lso,1967,2828183021.8245
lso,1968,2817800195.16838
lso,1969,2861406687.13381
lso,1970,2923701547.08533
lso,1971,3073211390.95357
lso,1972,3066981734.95962
lso,1973,3876814614.33148
lso,1974,4302492307.36071
lso,1975,3721075114.46928
lso,1976,4132221510.14704
lso,1977,5033419144.1218
lso,1978,5955384231.39608
lso,1979,6127728213.96485
lso,1980,5959535602.07096
lso,1981,6000932809.64268
lso,1982,6268406620.21803
lso,1983,6392907540.74834
lso,1984,6746748441.2299
lso,1985,6922855397.21717
lso,1986,7247181206.1922
lso,1987,7300065932.61654
lso,1988,7928011696.83194
lso,1989,8387459351.31148
lso,1990,8894520969.44782
lso,1991,9514167300
lso,1992,10176007500
lso,1993,10533161600
lso,1994,11163031300
lso,1995,11530399800
lso,1996,12175760400
lso,1997,12626702300
lso,1998,12820857500
lso,1999,12881888000
lso,2000,13381131600
lso,2001,13857711600
lso,2002,13958018700
lso,2003,14594473200
lso,2004,14841466300
lso,2005,15355889700
lso,2006,16005458400
lso,2007,16675753300
lso,2008,17596593100
lso,2009,17375665300
lso,2010,18290716600
lso,2011,19134696400
lso,2012,20346845300
lso,2013,20711568900
lso,2014,21065849400
lso,2015,21724696000
lso,2016,22504257300
lso,2017,21797184800
lso,2018,21530575300
lso,2019,21448450800
lso,2020,19386388800
ltu,1995,16145212000
ltu,1996,16978057000
ltu,1997,18389090000
ltu,1998,19763814000
ltu,1999,19538196000
ltu,2000,20260235000
ltu,2001,21582440000
ltu,2002,23039560000
ltu,2003,25473910000
ltu,2004,27147416000
ltu,2005,29246554000
ltu,2006,31414929000
ltu,2007,34904336000
ltu,2008,35816883000
ltu,2009,30502156000
ltu,2010,31005820000
ltu,2011,32878264000
ltu,2012,34142060000
ltu,2013,35354128000
ltu,2014,36604607000
ltu,2015,37345698000
ltu,2016,38286372000
ltu,2017,39926023000
ltu,2018,41520393000
ltu,2019,43419441000
ltu,2020,43361940000
lux,1960,7221702196.0866
lux,1961,7498292171.29908
lux,1962,7600169792.73302
lux,1963,7861547881.15866
lux,1964,8479923780.01557
lux,1965,8417601970.52186
lux,1966,8510692576.87588
lux,1967,8529137869.96825
lux,1968,8885986117.55278
lux,1969,9772172889.92039
lux,1970,10856342000
lux,1971,11145906000
lux,1972,11881335000
lux,1973,12868991000
lux,1974,13411094000
lux,1975,12529801000
lux,1976,12847348000
lux,1977,13049022000
lux,1978,13580766000
lux,1979,13899318000
lux,1980,14016195000
lux,1981,13938972000
lux,1982,14096664000
lux,1983,14518024000
lux,1984,15416245000
lux,1985,15846621000
lux,1986,17428738000
lux,1987,18117343000
lux,1988,19650665000
lux,1989,21576050000
lux,1990,22723881000
lux,1991,24688176000
lux,1992,25137415000
lux,1993,26193350000
lux,1994,27194177000
lux,1995,27583652000
lux,1996,27969292000
lux,1997,29485181000
lux,1998,31453173000
lux,1999,34024527000
lux,2000,36385193000
lux,2001,37503803000
lux,2002,38713457000
lux,2003,39727509000
lux,2004,41408734000
lux,2005,42436861000
lux,2006,44990166000
lux,2007,48633770000
lux,2008,48487783000
lux,2009,46917286000
lux,2010,48681570000
lux,2011,49189951000
lux,2012,50001537000
lux,2013,51587481000
lux,2014,52940665000
lux,2015,54142304000
lux,2016,56837611000
lux,2017,57586269000
lux,2018,58740515000
lux,2019,60669440000
lux,2020,59591805000
lva,1995,11133203000
lva,1996,11421333000
lva,1997,12430626000
lva,1998,13218222000
lva,1999,13582540000
lva,2000,14353449000
lva,2001,15261774000
lva,2002,16343389000
lva,2003,17719910000
lva,2004,19187468000
lva,2005,21243449000
lva,2006,23785271000
lva,2007,26150241000
lva,2008,25302241000
lva,2009,21697106000
lva,2010,20727041000
lva,2011,21258570000
lva,2012,22754603000
lva,2013,23212140000
lva,2014,23653193000
lva,2015,24572126000
lva,2016,25153898000
lva,2017,25987269000
lva,2018,27024026000
lva,2019,27695391000
lva,2020,26693215000
mac,1982,51143000000
mac,1983,56269000000
mac,1984,61029000000
mac,1985,61476000000
mac,1986,65591000000
mac,1987,74967000000
mac,1988,80823000000
mac,1989,84884000000
mac,1990,91657000000
mac,1991,95011000000
mac,1992,107647000000
mac,1993,113230000000
mac,1994,118045000000
mac,1995,121936000000
mac,1996,121425000000
mac,1997,121086000000
mac,1998,115551000000
mac,1999,112826000000
mac,2000,119310000000
mac,2001,122756000000
mac,2002,133694000000
mac,2003,149257000000
mac,2004,189005000000
mac,2005,204268000000
mac,2006,231620000000
mac,2007,265151000000
mac,2008,274143000000
mac,2009,277636000000
mac,2010,347386000000
mac,2011,422479000000
mac,2012,461526000000
mac,2013,511153000000
mac,2014,500683000000
mac,2015,392964000000
mac,2016,390296000000
mac,2017,429260000000
mac,2018,457010000000
mac,2019,445530000000
mac,2020,204893000000
mar,1966,95132719300
mar,1967,104673428800
mar,1968,115027451500
mar,1969,124646237200
mar,1970,130521388200
mar,1971,137826531500
mar,1972,141185691200
mar,1973,146210928800
mar,1974,154392965400
mar,1975,166062327800
mar,1976,184018284200
mar,1977,195168260600
mar,1978,199525710900
mar,1979,209090548900
mar,1980,216705971300
mar,1981,212927843700
mar,1982,232000582800
mar,1983,235217432300
mar,1984,250314595800
mar,1985,265352625800
mar,1986,289953748400
mar,1987,289011386900
mar,1988,323332171100
mar,1989,332534859700
mar,1990,343880324700
mar,1991,368695032100
mar,1992,360960773500
mar,1993,358287528000
mar,1994,396223012900
mar,1995,374805384500
mar,1996,421179591000
mar,1997,414606231200
mar,1998,444617721700
mar,1999,449425517900
mar,2000,458022457200
mar,2001,491549552000
mar,2002,506893023800
mar,2003,537109738900
mar,2004,562874991700
mar,2005,581402808300
mar,2006,625441929400
mar,2007,647530000000
mar,2008,685885000000
mar,2009,714992294900
mar,2010,742274384000
mar,2011,781211851300
mar,2012,804726025400
mar,2013,841223764300
mar,2014,863680181600
mar,2015,902859980800
mar,2016,912429000000
mar,2017,951249234100
mar,2018,981199341500
mar,2019,1006788387400
mar,2020,943428645400
mco,1970,1573329168.72565
mco,1971,1655583762.04623
mco,1972,1732540421.25676
mco,1973,1846086919.20918
mco,1974,1928692128.49836
mco,1975,1909932945.71761
mco,1976,1994192097.26988
mco,1977,2065050450.42785
mco,1978,2146693279.38426
mco,1979,2222561819.06772
mco,1980,2260022152.46096
mco,1981,2280868107.93529
mco,1982,2336347703.6556
mco,1983,2364266436.05586
mco,1984,2399364340.92425
mco,1985,2440362271.83455
mco,1986,2500208854.3114
mco,1987,2562328397.73985
mco,1988,2680159669.19987
mco,1989,2791752386.7644
mco,1990,2865551081.72361
mco,1991,2894640090.21711
mco,1992,2934199403.97247
mco,1993,2907383241.57429
mco,1994,2971799905.33251
mco,1995,3034717435.71419
mco,1996,3068424952.73551
mco,1997,3137073251.74922
mco,1998,3246973290.85161
mco,1999,3354141035.13767
mco,2000,3485295638.16762
mco,2001,3561544584.81294
mco,2002,3598103664.72032
mco,2003,3637234358.85007
mco,2004,3727091668.01471
mco,2005,3797735533.03898
mco,2006,4018153693.16765
mco,2007,4597929032.16275
mco,2008,4628589622.71503
mco,2009,4105558966.77359
mco,2010,4191775700.93458
mco,2011,4485200000
mco,2012,4530600000
mco,2013,4964400000
mco,2014,5321300000
mco,2015,5580100000
mco,2016,5772700000
mco,2017,5570600000
mco,2018,5902400000
mco,2019,6310000000
mco,2020,5568400000
mda,1995,59301254000
mda,1996,55816083600
mda,1997,56735410500
mda,1998,53023671000
mda,1999,51237698800
mda,2000,52317644000
mda,2001,55509020500
mda,2002,59838723900
mda,2003,63788079700
mda,2004,68508397400
mda,2005,73646527300
mda,2006,77181560500
mda,2007,79497007500
mda,2008,85697774200
mda,2009,80555907500
mda,2010,86275377000
mda,2011,91295022000
mda,2012,90756624100
mda,2013,98964531100
mda,2014,103912387200
mda,2015,103560918800
mda,2016,108126802400
mda,2017,113198807300
mda,2018,118068028800
mda,2019,122416951603.364
mda,2020,113885656517.96001
mdg,1960,6888730396259.87988
mdg,1961,7029855183295.51953
mdg,1962,7189508094429.26953
mdg,1963,7122688689458.12012
mdg,1964,7404926571243.56934
mdg,1965,7371437504726.70996
mdg,1966,7523624695151.54883
mdg,1967,7939573222681.01953
mdg,1968,8481749695225.70996
mdg,1969,8797374445101.83984
mdg,1970,9261563999450.64062
mdg,1971,9625484656624.13086
mdg,1972,9502988666435.4707
mdg,1973,9254154967531.51953
mdg,1974,9439874695299.86914
mdg,1975,9558693608395.96875
mdg,1976,9265350837499.25
mdg,1977,9484383764548.60742
mdg,1978,9231927871774.15039
mdg,1979,10141702078584.90039
mdg,1980,10238322843853.59961
mdg,1981,9234967205155.90039
mdg,1982,9059502828257.96875
mdg,1983,9141038353712.28711
mdg,1984,9301937260166.89844
mdg,1985,9409499666506.06055
mdg,1986,9593947020226.92188
mdg,1987,9706667575971.46094
mdg,1988,10037366868904.80078
mdg,1989,10446377589980.30078
mdg,1990,10773234826346
mdg,1991,10093836760100
mdg,1992,10213033358500
mdg,1993,10427499214100
mdg,1994,10423109101300
mdg,1995,10598070609900
mdg,1996,10826374721400
mdg,1997,11226246072300
mdg,1998,11665986505600
mdg,1999,12214197698400
mdg,2000,12758567260200
mdg,2001,13521559662500
mdg,2002,11843808447000
mdg,2003,13002712326600
mdg,2004,13686265384500
mdg,2005,14337162965700
mdg,2006,15111155919900
mdg,2007,15974088179600
mdg,2008,17046370021075.19922
mdg,2009,16368144628857.19922
mdg,2010,16469502686110.80078
mdg,2011,16729461771710.80078
mdg,2012,17233210644491
mdg,2013,17629639326241.30078
mdg,2014,18218328791412
mdg,2015,18788981153000
mdg,2016,19539252614400
mdg,2017,20307791521400
mdg,2018,20956494782900
mdg,2019,21880934414100
mdg,2020,20318501875100
mdv,1995,20041143400
mdv,1996,21616106100
mdv,1997,23431413900
mdv,1998,25187524100
mdv,1999,26743018900
mdv,2000,27771504700
mdv,2001,26676298100
mdv,2002,28615234500
mdv,2003,32549843500
mdv,2004,34513821000
mdv,2005,29982483000
mdv,2006,37811357100
mdv,2007,40728075000
mdv,2008,44591268400
mdv,2009,41367836300
mdv,2010,44373263000
mdv,2011,48174602200
mdv,2012,49387341900
mdv,2013,52983270800
mdv,2014,56866746500
mdv,2015,58507095400
mdv,2016,62215451000
mdv,2017,66701129100
mdv,2018,72119347800
mdv,2019,77083819300
mdv,2020,51260815300
mex,1960,2085641631710.96948
mex,1961,2189923713347.27002
mex,1962,2292070836254.87988
mex,1963,2477886427252.77002
mex,1964,2772890719307.95996
mex,1965,2969765960263.99023
mex,1966,3150807030205.85986
mex,1967,3335284414862.8501
mex,1968,3649577564659.87061
mex,1969,3774342754133.66016
mex,1970,4019768789084.06982
mex,1971,4171011290818.52002
mex,1972,4514235772887.12988
mex,1973,4869105257791.99023
mex,1974,5150385056171.11035
mex,1975,5446248155720.80957
mex,1976,5686833125455.62012
mex,1977,5879653147465.44922
mex,1978,6406290288985.41992
mex,1979,7027583220737.00977
mex,1980,7676457687884.97949
mex,1981,8330922275991.58105
mex,1982,8287534162816.83887
mex,1983,7998595764781.56934
mex,1984,8271412999754.36035
mex,1985,8452366132584.80957
mex,1986,8192121551208.66992
mex,1987,8333225873264.68945
mex,1988,8440162910721.9502
mex,1989,8786674586539
mex,1990,9241452511986.94141
mex,1991,9630957078900
mex,1992,9971999132700
mex,1993,10165571177000
mex,1994,10667860250000
mex,1995,9996720538000
mex,1996,10673824281000
mex,1997,11404645262000
mex,1998,11993572609000
mex,1999,12323822137000
mex,2000,12932921342000
mex,2001,12880621885000
mex,2002,12875489668000
mex,2003,13061718521000
mex,2004,13573815057000
mex,2005,13887072520000
mex,2006,14511307247000
mex,2007,14843825975000
mex,2008,15013577681000
mex,2009,14219998379000
mex,2010,14947794696000
mex,2011,15495333601000
mex,2012,16059723651000
mex,2013,16277187078000
mex,2014,16741050002000
mex,2015,17292358146000
mex,2016,17747239234000
mex,2017,18122261317000
mex,2018,18520043997000
mex,2019,18487337700000
mex,2020,16951218403000
mhl,1981,79709217.71518
mhl,1982,83560152.05592
mhl,1983,96518663.46521
mhl,1984,100250099.97449
mhl,1985,93977157.84371
mhl,1986,117041501.17342
mhl,1987,128000979.16551
mhl,1988,137971035.30277
mhl,1989,135637105.11185
mhl,1990,139267088.34077
mhl,1991,139389400
mhl,1992,149343000
mhl,1993,158312900
mhl,1994,167618100
mhl,1995,181385000
mhl,1996,162697000
mhl,1997,152210100
mhl,1998,150962900
mhl,1999,149068100
mhl,2000,151086600
mhl,2001,161399900
mhl,2002,167438600
mhl,2003,164733000
mhl,2004,166296800
mhl,2005,170210500
mhl,2006,169613300
mhl,2007,175092500
mhl,2008,164272500
mhl,2009,169503800
mhl,2010,180807400
mhl,2011,179700300
mhl,2012,175575800
mhl,2013,182630400
mhl,2014,180894800
mhl,2015,183814300
mhl,2016,186228256.22559
mhl,2017,192281707.76367
mhl,2018,199155300
mhl,2019,212388500
mhl,2020,207699800
mkd,1990,306727926236.58398
mkd,1991,287800458600
mkd,1992,268905786700
mkd,1993,248820483900
mkd,1994,244445806300
mkd,1995,241720901200
mkd,1996,244585545000
mkd,1997,248107531200
mkd,1998,256490428800
mkd,1999,267619620100
mkd,2000,279794000000
mkd,2001,271212000000
mkd,2002,275263000000
mkd,2003,281381000000
mkd,2004,294533000000
mkd,2005,308447000000
mkd,2006,324292000000
mkd,2007,345285000000
mkd,2008,364179000000
mkd,2009,362873000000
mkd,2010,375061000000
mkd,2011,383837000000
mkd,2012,382086000000
mkd,2013,393263000000
mkd,2014,407535000000
mkd,2015,423249000000
mkd,2016,435304000000
mkd,2017,440013000000
mkd,2018,452688000000
mkd,2019,470390000000
mkd,2020,445890000000
mli,1967,677661012900
mli,1968,702791463000
mli,1969,704414907200
mli,1970,747644532100
mli,1971,766851490400
mli,1972,811666417500
mli,1973,799855731200
mli,1974,787627328000
mli,1975,879189391900
mli,1976,998965218300
mli,1977,1062385995600
mli,1978,1046838228000
mli,1979,1155664151100
mli,1980,1105671970500
mli,1981,1122354396700
mli,1982,1039542229000
mli,1983,1058470980800
mli,1984,1055433051000
mli,1985,1269544901100
mli,1986,1303728932200
mli,1987,1301914607100
mli,1988,1398122464800
mli,1989,1456527466400
mli,1990,1420079394400
mli,1991,1586870613300
mli,1992,1535794604100
mli,1993,1584512591800
mli,1994,1644406122800
mli,1995,1659551471500
mli,1996,1776645862000
mli,1997,1862440523100
mli,1998,2003458329500
mli,1999,2117674360000
mli,2000,2116386073400
mli,2001,2441806663900
mli,2002,2517656705800
mli,2003,2747242878100
mli,2004,2790099830200
mli,2005,2972426681700
mli,2006,3111006768400
mli,2007,3219693423900
mli,2008,3373374062200
mli,2009,3535509290900
mli,2010,3723383966400
mli,2011,3843021274400
mli,2012,3810865384500
mli,2013,3898327347500
mli,2014,4174511516700
mli,2015,4432154019500
mli,2016,4691536933700
mli,2017,4940444365400
mli,2018,5174941782900
mli,2019,5421070335800
mli,2020,5354095698100
mlt,1970,855234500
mlt,1971,876221900
mlt,1972,927378600
mlt,1973,965829000
mlt,1974,1062763500
mlt,1975,1270640900
mlt,1976,1486867000
mlt,1977,1668029400
mlt,1978,1854200800
mlt,1979,2048720800
mlt,1980,2193149700
mlt,1981,2265781600
mlt,1982,2317542300
mlt,1983,2303349900
mlt,1984,2325056000
mlt,1985,2385165200
mlt,1986,2477833400
mlt,1987,2579685100
mlt,1988,2796745900
mlt,1989,3025494700
mlt,1990,3215840400
mlt,1991,3417039200
mlt,1992,3577330200
mlt,1993,3737621400
mlt,1994,3948838300
mlt,1995,4199293100
mlt,1996,4357914500
mlt,1997,4587009200
mlt,1998,4822121000
mlt,1999,5049723900
mlt,2000,6043573700
mlt,2001,5972580000
mlt,2002,6125792400
mlt,2003,6375361400
mlt,2004,6384304000
mlt,2005,6600322900
mlt,2006,6766000400
mlt,2007,7089057000
mlt,2008,7360309800
mlt,2009,7276853200
mlt,2010,7680255700
mlt,2011,7716126400
mlt,2012,8033853900
mlt,2013,8473575300
mlt,2014,9120408900
mlt,2015,9996709900
mlt,2016,10405667047.611
mlt,2017,11250547409.3931
mlt,2018,11833238550.5153
mlt,2019,12488748649.8167
mlt,2020,11614395169.5338
mmr,1961,3431740693238.85986
mmr,1962,3510103424020.79004
mmr,1963,3819372475734.81982
mmr,1964,3938751149998.76953
mmr,1965,4023335383481.76953
mmr,1966,4124964659349.16016
mmr,1967,3903240616978.08984
mmr,1968,4012238551472.31982
mmr,1969,4310197167409.20947
mmr,1970,4489035814595.87012
mmr,1971,4693032422644.80957
mmr,1972,4846295793473.82031
mmr,1973,4880868247339.48926
mmr,1974,4986869861100.40039
mmr,1975,5222851869732.79004
mmr,1976,5491105816522.62012
mmr,1977,5821365711825.45996
mmr,1978,6184806618655.37988
mmr,1979,6545923369098.70996
mmr,1980,6978255340438.37988
mmr,1981,7474893105472.84961
mmr,1982,7921012410844.12012
mmr,1983,8315554626747.03027
mmr,1984,8703702143282.70996
mmr,1985,9040257816209.80078
mmr,1986,9118850246592.13086
mmr,1987,8888721886068.93945
mmr,1988,8212826985011.12012
mmr,1989,7861207720937.16016
mmr,1990,8116551383430.91992
mmr,1991,8202511969500
mmr,1992,8570668254500
mmr,1993,9236329624600
mmr,1994,9862531307500
mmr,1995,10572974351200
mmr,1996,11279978609300
mmr,1997,11960703235300
mmr,1998,12649860682300
mmr,1999,13722320186900
