geo,time,ny_gnp_mktp_cn
bfa,1998,1653107270000
bfa,1999,2088598025100
bfa,2000,2105496417800
bfa,2001,2327773673900
bfa,2002,2489084805400
bfa,2003,2717471122800
bfa,2004,2850937022000
bfa,2005,3206948044700
bfa,2006,3410828933000
bfa,2007,3639174927500
bfa,2008,4198955479200
bfa,2009,4389344386200
bfa,2010,4852715892900
bfa,2011,5463017921900
bfa,2012,6250994016200
bfa,2013,6460556573400
bfa,2014,6585488829700
bfa,2015,6676628000000
bfa,2016,7266369000000
bfa,2017,7883771000000
bfa,2018,8547175000000
bfa,2019,8979948821900
bfa,2020,9592041904500
bgd,1973,63088764400
bgd,1974,99757100200
bgd,1975,172548723300
bgd,1976,150063659700
bgd,1977,148648995600
bgd,1978,200161954400
bgd,1979,236453644600
bgd,1980,281069455500
bgd,1981,336453000000
bgd,1982,377697000000
bgd,1983,430602000000
bgd,1984,486323000000
bgd,1985,589039000000
bgd,1986,666065000000
bgd,1987,770875000000
bgd,1988,848150000000
bgd,1989,944336000000
bgd,1990,1060500474800
bgd,1991,1128782177000
bgd,1992,1224444572200
bgd,1993,1287816434000
bgd,1994,1396461301400
bgd,1995,1571689900500
bgd,1996,1948870000000
bgd,1997,2118490000000
bgd,1998,2334271000000
bgd,1999,2540615000000
bgd,2000,2772169000000
bgd,2001,3001783000000
bgd,2002,3268229000000
bgd,2003,3623620000000
bgd,2004,3998771000000
bgd,2005,4460021000000
bgd,2006,5095444660200
bgd,2007,5850752000000
bgd,2008,6770717000000
bgd,2009,7609730000000
bgd,2010,8621422000000
bgd,2011,9883423000000
bgd,2012,11445060389300
bgd,2013,12953522718700
bgd,2014,14332238000000
bgd,2015,16142043000000
bgd,2016,18326749000000
bgd,2017,20607165000000
bgd,2018,23531076000000
bgd,2019,26560922000000
bgd,2020,28732298000000
bgr,1980,25382900
bgr,1981,27541200
bgr,1982,28781300
bgr,1983,29672100
bgr,1984,31601400
bgr,1985,32475900
bgr,1986,34200300
bgr,1987,36122900
bgr,1988,37629400
bgr,1989,38433000
bgr,1990,41791000
bgr,1991,121924000
bgr,1992,197507000
bgr,1993,293582000
bgr,1994,515169100
bgr,1995,1246660200
bgr,1996,2116681700
bgr,1997,18432097500
bgr,1998,25960973900
bgr,1999,24703513700
bgr,2000,27438189800
bgr,2001,31041087400
bgr,2002,34782161500
bgr,2003,37233615300
bgr,2004,41682502600
bgr,2005,47148683800
bgr,2006,52281367000
bgr,2007,58816209600
bgr,2008,69324357200
bgr,2009,70837543000
bgr,2010,73320015000
bgr,2011,78586566000
bgr,2012,81546790000
bgr,2013,80432839000
bgr,2014,83425519000
bgr,2015,86811117000
bgr,2016,92425150000
bgr,2017,100427938000
bgr,2018,106402614000
bgr,2019,116994813000
bgr,2020,117668855000
bhr,1980,1079600000
bhr,1981,1293800000
bhr,1982,1366500000
bhr,1983,1408600000
bhr,1984,1426500000
bhr,1985,1233900000
bhr,1986,998400000
bhr,1987,1126399900
bhr,1988,1230000000
bhr,1989,1317200000
bhr,1990,1673700000
bhr,1991,1807600000
bhr,1992,1798500000
bhr,1993,1882400000
bhr,1994,2002200100
bhr,1995,2177255600
bhr,1996,2284819500
bhr,1997,2298520100
bhr,1998,2264192700
bhr,1999,2387834200
bhr,2000,3323567500
bhr,2001,3254139300
bhr,2002,3409780900
bhr,2003,3978770500
bhr,2004,4728345600
bhr,2005,5849195900
bhr,2006,6813057300
bhr,2007,8058174000
bhr,2008,9319997300
bhr,2009,7722420800
bhr,2010,8775937000
bhr,2011,9404600000
bhr,2012,11182959100
bhr,2013,11785195100
bhr,2014,11939922400
bhr,2015,11022341600
bhr,2016,11445250000
bhr,2017,12590030000
bhr,2018,13433000000
bhr,2019,13683370000
bhr,2020,12133590000
bhs,1960,152599800
bhs,1961,170799800
bhs,1962,190799700
bhs,1963,213699700
bhs,1964,239699600
bhs,1965,270000000
bhs,1966,305500000
bhs,1967,350700000
bhs,1968,399800000
bhs,1969,474700000
bhs,1970,510477700
bhs,1971,542590600
bhs,1972,559130400
bhs,1973,634848200
bhs,1974,662174500
bhs,1975,819788700
bhs,1976,566500000
bhs,1977,629400000
bhs,1978,704600000
bhs,1979,1006200100
bhs,1980,1200800000
bhs,1981,1274600000
bhs,1982,1446700000
bhs,1983,1594300000
bhs,1984,1876000000
bhs,1985,2140099900
bhs,1986,2288900000
bhs,1987,2530699900
bhs,1988,2651000000
bhs,1989,2930400000
bhs,1990,2993200000
bhs,1991,2932160000
bhs,1992,3026400000
bhs,1993,2963600000
bhs,1994,3121400000
bhs,1995,3882158500
bhs,1996,4421275600
bhs,1997,6179760000
bhs,1998,6635720000
bhs,1999,7557070000
bhs,2000,7936270000
bhs,2001,8118930000
bhs,2002,8696814900
bhs,2003,8717670000
bhs,2004,8913970000
bhs,2005,9654135300
bhs,2006,9949250000
bhs,2007,10386740000
bhs,2008,10466660000
bhs,2009,9841640000
bhs,2010,9888260000
bhs,2011,9882330000
bhs,2012,10441120000
bhs,2013,10197010000
bhs,2014,10706740000
bhs,2015,11395780000
bhs,2016,11436580000
bhs,2017,11814220000
bhs,2018,12002740000
bhs,2019,12542250000
bhs,2020,9374920000
bih,1994,1767100000
bih,1995,2328175500
bih,1996,3858375400
bih,1997,5971922200
bih,1998,8667865200
bih,1999,9939565400
bih,2000,12942246800
bih,2001,13728637700
bih,2002,14876797100
bih,2003,15429164400
bih,2004,17483665700
bih,2005,18386339000
bih,2006,20668215000
bih,2007,23217859000
bih,2008,26462330000
bih,2009,25753520000
bih,2010,25777953000
bih,2011,26442262000
bih,2012,26427731000
bih,2013,27135384000
bih,2014,27582490000
bih,2015,28783952000
bih,2016,29945060000
bih,2017,31112936000
bih,2018,33245078000
bih,2019,35274355000
bih,2020,33944455000
blr,1990,433
blr,1991,871
blr,1992,9245
blr,1993,98578
blr,1994,1776821
blr,1995,12135053
blr,1996,19204592
blr,1997,36630040
blr,1998,70181021
blr,1999,302890951
blr,2000,909604800
blr,2001,1711306800
blr,2002,2608431200
blr,2003,3661637900
blr,2004,4995158700
blr,2005,6518657800
blr,2006,7902086800
blr,2007,9628332200
blr,2008,12810759000
blr,2009,13898071300
blr,2010,16700286900
blr,2011,30384976000
blr,2012,53535833900
blr,2013,64713665800
blr,2014,78161937400
blr,2015,86099267200
blr,2016,90471670000
blr,2017,101776044000
blr,2018,117898419000
blr,2019,130736084000
blr,2020,140887837000
blz,1960,39901700
blz,1961,42508600
blz,1962,45288700
blz,1963,47983500
blz,1964,51463800
blz,1965,57000000
blz,1966,63200000
blz,1967,68400000
blz,1968,72400000
blz,1969,76200000
blz,1970,86000000
blz,1971,93400000
blz,1972,101000000
blz,1973,121000000
blz,1974,158000000
blz,1975,191500000
blz,1976,197400000
blz,1977,224100000
blz,1978,259000000
blz,1979,293000000
blz,1980,391976444.85857
blz,1981,388379709.31269
blz,1982,354612653.97142
blz,1983,373206371.91064
blz,1984,413363898.03876
blz,1985,405487485.32941
blz,1986,450876641.07113
blz,1987,549965117.1718
blz,1988,627786720.5449
blz,1989,718867781.40949
blz,1990,807972890.98435
blz,1991,870641500
blz,1992,1007219400
blz,1993,1083310600
blz,1994,1111305900
blz,1995,1195702400
blz,1996,1230512500
blz,1997,1262482900
blz,1998,1313975900
blz,1999,1385183200
blz,2000,1558346700
blz,2001,1602618500
blz,2002,1715433600
blz,2003,1788195500
blz,2004,1869284900
blz,2005,1976277300
blz,2006,2170642400
blz,2007,2225290500
blz,2008,2372322800
blz,2009,2453329300
blz,2010,2477355700
blz,2011,2727195806.46812
blz,2012,2805395012.15698
blz,2013,2920422506.01027
blz,2014,3059070121.92128
blz,2015,3252501982.93824
blz,2016,3357008175.57123
blz,2017,3466659353.43714
blz,2018,3519299573.92814
blz,2019,3638137081.2268
blz,2020,3155261594.16112
bmu,2010,6780700000
bmu,2011,6474269000
bmu,2012,6661617000
bmu,2013,6764352000
bmu,2014,6657829000
bmu,2015,6893729000
bmu,2016,7095783000
bmu,2017,7435279000
bmu,2018,7459240000
bmu,2019,7587978000
bmu,2020,7042079501.36272
bol,1976,54036.685
bol,1977,63238.329
bol,1978,72922.861
bol,1979,86490.47233
bol,1980,104548.788
bol,1981,135118.856
bol,1982,331685.7665
bol,1983,1172196.266
bol,1984,18045911.28675
bol,1985,2202071182.7925
bol,1986,7014844854.16667
bol,1987,8313766155
bol,1988,10183156006.6667
bol,1989,11996490848.3333
bol,1990,14654415210
bol,1991,18247717700
bol,1992,21242873900
bol,1993,23580788300
bol,1994,26793097700
bol,1995,31243322400
bol,1996,36480112700
bol,1997,40611404200
bol,1998,45928582400
bol,1999,47015780500
bol,2000,50533917800
bol,2001,52395210500
bol,2002,55214630000
bol,2003,59592549300
bol,2004,66572975600
bol,2005,73988127700
bol,2006,88565230700
bol,2007,99166487300
bol,2008,116811303900
bol,2009,116996612200
bol,2010,131638184241.282
bol,2011,159393374208.04001
bol,2012,175895567006.57401
bol,2013,198673333366.45496
bol,2014,216270757626.01801
bol,2015,220243124537.09296
bol,2016,230242791030.26901
bol,2017,251517060898.88696
bol,2018,271645870586.63
bol,2019,276734583754.17902
bol,2020,249704465246.54999
bra,1966,0.02085
bra,1967,0.02862
bra,1968,0.04081
bra,1969,0.05448
bra,1970,0.06966
bra,1971,0.09357
bra,1972,0.12525
bra,1973,0.17452
bra,1974,0.25746
bra,1975,0.36041
bra,1976,0.58326
bra,1977,0.89065
bra,1978,1.28779
bra,1979,2.14429
bra,1980,4.35491
bra,1981,8.55173
bra,1982,17.43556
bra,1983,40.15226
bra,1984,132.41797
bra,1985,475.94901
bra,1986,1272.15942
bra,1987,4036.36011
bra,1988,30218.19922
bra,1989,448509
bra,1990,11241795
bra,1991,58935000
bra,1992,628867800
bra,1993,13753924200
bra,1994,343380663000
bra,1995,695487258000
bra,1996,831737239000
bra,1997,921710778000
bra,1998,958034717000
bra,1999,1030892185000
bra,2000,1164560429833.42993
bra,2001,1273035219522.71997
bra,2002,1438841275780.48999
bra,2003,1663432274815.63989
bra,2004,1899911998736.78003
bra,2005,2107840111931.63989
bra,2006,2349156339543.43994
bra,2007,2662482272069.27002
bra,2008,3033549541334.7998
bra,2009,3259287600568.77979
bra,2010,3765812330164.7998
bra,2011,4263922255799.97998
bra,2012,4694629862805.28027
bra,2013,5257535238624.87012
bra,2014,5671266004551.79004
bra,2015,5882964716688.87988
bra,2016,6136321667710.75
bra,2017,6462363074694.95996
bra,2018,6809381494728.63965
bra,2019,7208624304553.48047
bra,2020,7305242466904.72949
brb,1986,3057800000
brb,1987,3360800000
brb,1988,3575200000
brb,1989,3983400000
brb,1990,3955700000
brb,1991,3984900000
brb,1992,3857400000
brb,1993,4070200000
brb,1994,4235600000
brb,1995,4341400000
brb,1996,4613300000
brb,1997,4902700000
brb,1998,5529700000
brb,1999,5764500000
brb,2000,5928700000
brb,2001,5889800000
brb,2002,5975100000
brb,2003,6151100000
brb,2004,6655300000
brb,2005,7289000000
brb,2006,7922199000
brb,2007,8972366000
brb,2008,9078095900
brb,2009,8550896700
brb,2010,8836100700
brb,2011,8714707200
brb,2012,8875193200
brb,2013,8964801100
brb,2014,8998117300
brb,2015,9004115300
brb,2016,9217128300
brb,2017,9508506400
brb,2018,9712206200
brb,2019,10060149300
brb,2020,8468797529.7821
brn,1989,5822558200
brn,1990,6381000000
brn,1991,6395000000
brn,1992,6815000000
brn,1993,6634000000
brn,1994,6243000000
brn,1995,6710000000
brn,1996,7213000000
brn,1997,7717000000
brn,1998,6780000000
brn,1999,7797000000
brn,2000,10345988300
brn,2001,10035474000
brn,2002,10463065100
brn,2003,11424185700
brn,2004,13305817600
brn,2005,15864066900
brn,2006,18225800000
brn,2007,18552543000
brn,2008,20475137400
brn,2009,15687084700
brn,2010,18553000000
brn,2011,22676000000
brn,2012,23231000000
brn,2013,22388000000
brn,2014,21644000000
brn,2015,18672500000
brn,2016,16901527000
brn,2017,17742522000
brn,2018,18414100000
brn,2019,18867586800
brn,2020,17063600000
btn,1980,811718849.77225
btn,1981,935342821.74242
btn,1982,1015727416.14001
btn,1983,1126440639.85288
btn,1984,1435025265.274
btn,1985,1591978534.49406
btn,1986,1959019721.01935
btn,1987,2740110366.08124
btn,1988,3424194792.82191
btn,1989,4084290108.81267
btn,1990,4710794801.90985
btn,1991,4973676700
btn,1992,5492392600
btn,1993,6156381800
btn,1994,7490378200
btn,1995,8212073500
btn,1996,9504120400
btn,1997,11649695200
btn,1998,12672862000
btn,1999,14109514600
btn,2000,19053136300
