geo,time,sp_dyn_amrt_fe
kwt,1964,156.617
kwt,1965,152.387
kwt,1966,148.156
kwt,1967,143.926
kwt,1968,140.38
kwt,1969,136.834
kwt,1970,133.288
kwt,1971,129.742
kwt,1972,126.196
kwt,1973,123.162
kwt,1974,120.128
kwt,1975,117.094
kwt,1976,114.06
kwt,1977,111.026
kwt,1978,108.41
kwt,1979,105.793
kwt,1980,103.176
kwt,1981,100.559
kwt,1982,97.942
kwt,1983,95.858
kwt,1984,93.774
kwt,1985,91.69
kwt,1986,89.606
kwt,1987,87.522
kwt,1988,85.946
kwt,1989,84.369
kwt,1990,82.793
kwt,1991,81.217
kwt,1992,79.64
kwt,1993,78.554
kwt,1994,77.468
kwt,1995,76.382
kwt,1996,75.295
kwt,1997,74.209
kwt,1998,73.039
kwt,1999,71.869
kwt,2000,70.699
kwt,2001,69.529
kwt,2002,68.359
kwt,2003,66.828
kwt,2004,65.296
kwt,2005,63.765
kwt,2006,62.233
kwt,2007,60.702
kwt,2008,58.04
kwt,2009,55.378
kwt,2010,52.716
kwt,2011,50.054
kwt,2012,47.392
kwt,2013,46.266
kwt,2014,45.14
kwt,2015,44.013
kwt,2016,42.887
kwt,2017,41.761
kwt,2018,41.12
kwt,2019,40.479
kwt,2020,39.838
lao,1960,412.659
lao,1961,409.488
lao,1962,406.317
lao,1963,403.275
lao,1964,400.233
lao,1965,397.191
lao,1966,394.149
lao,1967,391.107
lao,1968,387.927
lao,1969,384.747
lao,1970,381.567
lao,1971,378.387
lao,1972,375.207
lao,1973,372.586
lao,1974,369.965
lao,1975,367.343
lao,1976,364.722
lao,1977,362.101
lao,1978,359.212
lao,1979,356.323
lao,1980,353.434
lao,1981,350.545
lao,1982,347.656
lao,1983,342.896
lao,1984,338.135
lao,1985,333.375
lao,1986,328.615
lao,1987,323.854
lao,1988,318.291
lao,1989,312.728
lao,1990,307.164
lao,1991,301.601
lao,1992,296.038
lao,1993,290.443
lao,1994,284.849
lao,1995,279.254
lao,1996,273.659
lao,1997,268.065
lao,1998,262.198
lao,1999,256.331
lao,2000,250.465
lao,2001,244.598
lao,2002,238.732
lao,2003,232.929
lao,2004,227.127
lao,2005,221.324
lao,2006,215.521
lao,2007,209.719
lao,2008,204.886
lao,2009,200.052
lao,2010,195.219
lao,2011,190.385
lao,2012,185.552
lao,2013,181.564
lao,2014,177.577
lao,2015,173.589
lao,2016,169.602
lao,2017,165.614
lao,2018,156.747
lao,2019,153.348
lao,2020,149.949
lbn,1960,202.677
lbn,1961,199.344
lbn,1962,196.011
lbn,1963,193.234
lbn,1964,190.458
lbn,1965,187.682
lbn,1966,184.906
lbn,1967,182.129
lbn,1968,179.215
lbn,1969,176.3
lbn,1970,173.385
lbn,1971,170.471
lbn,1972,167.556
lbn,1973,165.677
lbn,1974,163.798
lbn,1975,161.919
lbn,1976,160.039
lbn,1977,158.16
lbn,1978,156.649
lbn,1979,155.137
lbn,1980,153.625
lbn,1981,152.114
lbn,1982,150.602
lbn,1983,148.073
lbn,1984,145.544
lbn,1985,143.015
lbn,1986,140.486
lbn,1987,137.957
lbn,1988,135.14
lbn,1989,132.323
lbn,1990,129.506
lbn,1991,126.689
lbn,1992,123.872
lbn,1993,119.188
lbn,1994,114.504
lbn,1995,109.819
lbn,1996,105.135
lbn,1997,100.45
lbn,1998,95.771
lbn,1999,91.092
lbn,2000,86.412
lbn,2001,81.733
lbn,2002,77.054
lbn,2003,73.734
lbn,2004,70.415
lbn,2005,67.095
lbn,2006,63.776
lbn,2007,60.456
lbn,2008,58.997
lbn,2009,57.538
lbn,2010,56.078
lbn,2011,54.619
lbn,2012,53.16
lbn,2013,52.244
lbn,2014,51.328
lbn,2015,50.412
lbn,2016,49.496
lbn,2017,48.58
lbn,2018,53.338
lbn,2019,52.852
lbn,2020,52.366
lbr,1960,472.5
lbr,1961,468.962
lbr,1962,465.424
lbr,1963,460.615
lbr,1964,455.806
lbr,1965,450.997
lbr,1966,446.188
lbr,1967,441.379
lbr,1968,434.004
lbr,1969,426.63
lbr,1970,419.256
lbr,1971,411.882
lbr,1972,404.508
lbr,1973,392.407
lbr,1974,380.307
lbr,1975,368.206
lbr,1976,356.105
lbr,1977,344.004
lbr,1978,337.044
lbr,1979,330.083
lbr,1980,323.123
lbr,1981,316.162
lbr,1982,309.201
lbr,1983,305.321
lbr,1984,301.441
lbr,1985,297.561
lbr,1986,293.681
lbr,1987,289.801
lbr,1988,289.214
lbr,1989,288.627
lbr,1990,288.04
lbr,1991,287.453
lbr,1992,286.866
lbr,1993,282.475
lbr,1994,278.085
lbr,1995,273.695
lbr,1996,269.304
lbr,1997,264.914
lbr,1998,276.852
lbr,1999,288.79
lbr,2000,300.728
lbr,2001,312.667
lbr,2002,324.605
lbr,2003,312.108
lbr,2004,299.611
lbr,2005,287.114
lbr,2006,274.618
lbr,2007,262.121
lbr,2008,257.497
lbr,2009,252.873
lbr,2010,248.248
lbr,2011,243.624
lbr,2012,239
lbr,2013,233.168
lbr,2014,227.337
lbr,2015,221.505
lbr,2016,215.673
lbr,2017,209.841
lbr,2018,207.08
lbr,2019,204.018
lbr,2020,200.955
lby,1960,368.38
lby,1961,353.46
lby,1962,338.539
lby,1963,326.773
lby,1964,315.006
lby,1965,303.239
lby,1966,291.472
lby,1967,279.706
lby,1968,269.555
lby,1969,259.405
lby,1970,249.255
lby,1971,239.104
lby,1972,228.954
lby,1973,221.756
lby,1974,214.558
lby,1975,207.36
lby,1976,200.161
lby,1977,192.963
lby,1978,187.566
lby,1979,182.17
lby,1980,176.773
lby,1981,171.377
lby,1982,165.98
lby,1983,162.588
lby,1984,159.197
lby,1985,155.805
lby,1986,152.413
lby,1987,149.022
lby,1988,145.711
lby,1989,142.401
lby,1990,139.09
lby,1991,135.78
lby,1992,132.47
lby,1993,130.936
lby,1994,129.403
lby,1995,127.869
lby,1996,126.336
lby,1997,124.803
lby,1998,123.255
lby,1999,121.708
lby,2000,120.161
lby,2001,118.614
lby,2002,117.066
lby,2003,113.792
lby,2004,110.519
lby,2005,107.245
lby,2006,103.971
lby,2007,100.697
lby,2008,100.697
lby,2009,100.697
lby,2010,100.697
lby,2011,100.697
lby,2012,100.697
lby,2013,99.554
lby,2014,98.411
lby,2015,97.268
lby,2016,96.125
lby,2017,94.983
lby,2018,99.334
lby,2019,98.11
lby,2020,96.887
lca,1960,215.403
lca,1961,215.404
lca,1962,215.405
lca,1963,218.27
lca,1964,221.134
lca,1965,223.999
lca,1966,226.864
lca,1967,229.728
lca,1968,223.465
lca,1969,217.203
lca,1970,210.94
lca,1971,204.677
lca,1972,198.414
lca,1973,193.045
lca,1974,187.675
lca,1975,182.305
lca,1976,176.935
lca,1977,171.565
lca,1978,165.919
lca,1979,160.272
lca,1980,154.625
lca,1981,148.978
lca,1982,143.332
lca,1983,144.208
lca,1984,145.084
lca,1985,145.959
lca,1986,146.835
lca,1987,147.711
lca,1988,148.262
lca,1989,148.813
lca,1990,149.364
lca,1991,149.915
lca,1992,150.465
lca,1993,152.562
lca,1994,154.659
lca,1995,156.755
lca,1996,158.852
lca,1997,160.949
lca,1998,158.217
lca,1999,155.486
lca,2000,152.755
lca,2001,150.024
lca,2002,147.293
lca,2003,142.01
lca,2004,136.727
lca,2005,131.444
lca,2006,126.161
lca,2007,120.878
lca,2008,119.102
lca,2009,117.326
lca,2010,115.55
lca,2011,113.774
lca,2012,111.998
lca,2013,110.6
lca,2014,109.202
lca,2015,107.804
lca,2016,106.406
lca,2017,105.008
lca,2018,97.187
lca,2019,96.143
lca,2020,95.099
lka,1960,206.394
lka,1961,204.983
lka,1962,203.573
lka,1963,198.498
lka,1964,193.423
lka,1965,188.348
lka,1966,183.273
lka,1967,178.198
lka,1968,175.941
lka,1969,173.683
lka,1970,171.425
lka,1971,169.167
lka,1972,166.909
lka,1973,164.568
lka,1974,162.227
lka,1975,159.886
lka,1976,157.545
lka,1977,155.204
lka,1978,149.541
lka,1979,143.879
lka,1980,138.217
lka,1981,132.555
lka,1982,126.893
lka,1983,126.679
lka,1984,126.466
lka,1985,126.252
lka,1986,126.039
lka,1987,125.826
lka,1988,124.153
lka,1989,122.48
lka,1990,120.807
lka,1991,119.134
lka,1992,117.461
lka,1993,118.295
lka,1994,119.13
lka,1995,119.964
lka,1996,120.799
lka,1997,121.633
lka,1998,113.293
lka,1999,104.954
lka,2000,96.614
lka,2001,88.274
lka,2002,79.934
lka,2003,78.207
lka,2004,76.479
lka,2005,74.751
lka,2006,73.023
lka,2007,71.295
lka,2008,69.76
lka,2009,68.225
lka,2010,66.69
lka,2011,65.155
lka,2012,63.62
lka,2013,62.26
lka,2014,60.901
lka,2015,59.541
lka,2016,58.181
lka,2017,56.821
lka,2018,56.065
lka,2019,55.31
lka,2020,54.554
lso,1960,376.664
lso,1961,370.751
lso,1962,364.839
lso,1963,363.328
lso,1964,361.817
lso,1965,360.306
lso,1966,358.795
lso,1967,357.284
lso,1968,354.959
lso,1969,352.635
lso,1970,350.31
lso,1971,347.985
lso,1972,345.661
lso,1973,340.792
lso,1974,335.924
lso,1975,331.055
lso,1976,326.187
lso,1977,321.318
lso,1978,314.857
lso,1979,308.396
lso,1980,301.935
lso,1981,295.474
lso,1982,289.013
lso,1983,284.62
lso,1984,280.227
lso,1985,275.835
lso,1986,271.442
lso,1987,267.049
lso,1988,264.608
lso,1989,262.167
lso,1990,259.727
lso,1991,257.286
lso,1992,254.845
lso,1993,289.954
lso,1994,325.062
lso,1995,360.171
lso,1996,395.279
lso,1997,430.388
lso,1998,469.528
lso,1999,508.668
lso,2000,547.808
lso,2001,586.948
lso,2002,626.088
lso,2003,611.736
lso,2004,597.383
lso,2005,583.031
lso,2006,568.679
lso,2007,554.327
lso,2008,538.937
lso,2009,523.547
lso,2010,508.157
lso,2011,492.767
lso,2012,477.378
lso,2013,473.733
lso,2014,470.088
lso,2015,466.443
lso,2016,462.799
lso,2017,459.154
lso,2018,419.363
lso,2019,413.918
lso,2020,408.474
ltu,1960,124.275
ltu,1961,109.79
ltu,1962,115.255
ltu,1963,111.044
ltu,1964,103.965
ltu,1965,104.522
ltu,1966,105.416
ltu,1967,100.515
ltu,1968,108.095
ltu,1969,107.503
ltu,1970,108.701
ltu,1971,99.163
ltu,1972,102.771
ltu,1973,105.367
ltu,1974,109.937
ltu,1975,107.793
ltu,1976,102.59
ltu,1977,111.592
ltu,1978,112.542
ltu,1979,108.907
ltu,1980,111.573
ltu,1981,113.745
ltu,1982,111.901
ltu,1983,110.809
ltu,1984,114.969
ltu,1985,112.826
ltu,1986,100.032
ltu,1987,101.041
ltu,1988,101.432
ltu,1989,108.074
ltu,1990,106.923
ltu,1991,114.241
ltu,1992,112.191
ltu,1993,126.744
ltu,1994,134.54
ltu,1995,133.719
ltu,1996,122.611
ltu,1997,111.475
ltu,1998,111.023
ltu,1999,105.983
ltu,2000,102.974
ltu,2001,109.185
ltu,2002,103.637
ltu,2003,107.048
ltu,2004,104.367
ltu,2005,112.675
ltu,2006,116.755
ltu,2007,120.101
ltu,2008,119.032
ltu,2009,99.772
ltu,2010,98.028
ltu,2011,96.743
ltu,2012,93.203
ltu,2013,91.556
ltu,2014,84.589
ltu,2015,85.048
ltu,2016,81.433
ltu,2017,78.821
ltu,2018,76.1
ltu,2019,73.279
lux,1960,117.356
lux,1961,114.155
lux,1962,111.863
lux,1963,128.189
lux,1964,117.368
lux,1965,112.548
lux,1966,125.09
lux,1967,115.338
lux,1968,102.885
lux,1969,120
lux,1970,124.965
lux,1971,114.053
lux,1972,125.616
lux,1973,113.106
lux,1974,119.016
lux,1975,107.459
lux,1976,107.436
lux,1977,102.054
lux,1978,103.153
lux,1979,93.582
lux,1980,100.472
lux,1981,100.725
lux,1982,101.16
lux,1983,86.039
lux,1984,95.14
lux,1985,93.069
lux,1986,75.048
lux,1987,90.769
lux,1988,77.156
lux,1989,77.607
lux,1990,88.093
lux,1991,78.345
lux,1992,80.478
lux,1993,78.916
lux,1994,72.805
lux,1995,68.775
lux,1996,78.351
lux,1997,73.166
lux,1998,66.763
lux,1999,67.341
lux,2000,72.851
lux,2001,71.58
lux,2002,68.078
lux,2003,52.955
lux,2004,56.453
lux,2005,55.899
lux,2006,63.264
lux,2007,55.537
lux,2008,55.118
lux,2009,54.275
lux,2010,53.958
lux,2011,48.967
lux,2012,47.059
lux,2013,52.429
lux,2014,38.403
lux,2015,36.401
lux,2016,38.87
lux,2017,41.193
lux,2018,41.665
lux,2019,38.902
lva,1960,117.666
lva,1961,112.397
lva,1962,115.514
lva,1963,112.615
lva,1964,106.323
lva,1965,105.565
lva,1966,109.72
lva,1967,113.036
lva,1968,105.887
lva,1969,107.901
lva,1970,116.965
lva,1971,109.518
lva,1972,114.651
lva,1973,116.7
lva,1974,110.438
lva,1975,111.271
lva,1976,112.497
lva,1977,116.738
lva,1978,120.454
lva,1979,123.061
lva,1980,122.175
lva,1981,124.131
lva,1982,117.122
lva,1983,119.03
lva,1984,121.274
lva,1985,120.334
lva,1986,107.456
lva,1987,108.819
lva,1988,107.459
lva,1989,117.133
lva,1990,117.65
lva,1991,117.189
lva,1992,128.281
lva,1993,149.215
lva,1994,172.12
lva,1995,165.86
lva,1996,132.617
lva,1997,126.957
lva,1998,131.684
lva,1999,130.444
lva,2000,121.788
lva,2001,124.283
lva,2002,118.341
lva,2003,121.841
lva,2004,117.07
lva,2005,116.971
lva,2006,126.533
lva,2007,118.268
lva,2008,106.761
lva,2009,102.465
lva,2010,98.658
lva,2011,94.852
lva,2012,87.355
lva,2013,93.69
lva,2014,89.021
lva,2015,85.92
lva,2016,87.497
lva,2017,85.367
lva,2018,85.896
lva,2019,84.503
mac,1960,184.294
mac,1961,178.968
mac,1962,173.642
mac,1963,168.968
mac,1964,164.294
mac,1965,159.62
mac,1966,154.946
mac,1967,150.272
mac,1968,144.972
mac,1969,139.671
mac,1970,134.371
mac,1971,129.07
mac,1972,123.77
mac,1973,119.302
mac,1974,114.835
mac,1975,110.367
mac,1976,105.899
mac,1977,101.432
mac,1978,98.248
mac,1979,95.064
mac,1980,91.88
mac,1981,88.696
mac,1982,85.511
mac,1983,82.644
mac,1984,79.776
mac,1985,76.908
mac,1986,74.04
mac,1987,71.172
mac,1988,68.48
mac,1989,65.787
mac,1990,63.094
mac,1991,60.402
mac,1992,57.709
mac,1993,55.48
mac,1994,53.252
mac,1995,51.023
mac,1996,48.794
mac,1997,46.566
mac,1998,44.86
mac,1999,43.154
mac,2000,41.447
mac,2001,39.741
mac,2002,38.035
mac,2003,36.703
mac,2004,35.37
mac,2005,34.038
mac,2006,32.706
mac,2007,31.373
mac,2008,30.486
mac,2009,29.598
mac,2010,28.711
mac,2011,27.823
mac,2012,26.935
mac,2013,26.511
mac,2014,26.087
mac,2015,25.663
mac,2016,25.239
mac,2017,24.815
mac,2018,24.487
mac,2019,24.084
mac,2020,23.681
mar,1960,294.623
mar,1961,293.368
mar,1962,292.113
mar,1963,289.152
mar,1964,286.192
mar,1965,283.231
mar,1966,280.27
mar,1967,277.31
mar,1968,274.768
mar,1969,272.227
mar,1970,269.686
mar,1971,267.145
mar,1972,264.603
mar,1973,261.426
mar,1974,258.248
mar,1975,255.07
mar,1976,251.892
mar,1977,248.715
mar,1978,241.495
mar,1979,234.276
mar,1980,227.056
mar,1981,219.837
mar,1982,212.617
mar,1983,206.752
mar,1984,200.886
mar,1985,195.021
mar,1986,189.155
mar,1987,183.29
mar,1988,178.478
mar,1989,173.667
mar,1990,168.856
mar,1991,164.044
mar,1992,159.233
mar,1993,156.97
mar,1994,154.708
mar,1995,152.445
mar,1996,150.182
mar,1997,147.92
mar,1998,142.93
mar,1999,137.941
mar,2000,132.952
mar,2001,127.963
mar,2002,122.973
mar,2003,115.272
mar,2004,107.571
mar,2005,99.87
mar,2006,92.168
mar,2007,84.467
mar,2008,81.583
mar,2009,78.7
mar,2010,75.816
mar,2011,72.932
mar,2012,70.049
mar,2013,68.71
mar,2014,67.372
mar,2015,66.033
mar,2016,64.695
mar,2017,63.356
mar,2018,62.159
mar,2019,60.939
mar,2020,59.719
mda,1960,189.727
mda,1961,187.161
mda,1962,184.595
mda,1963,183.403
mda,1964,182.211
mda,1965,181.019
mda,1966,179.827
mda,1967,178.635
mda,1968,178.872
mda,1969,179.109
mda,1970,179.346
mda,1971,179.583
mda,1972,179.82
mda,1973,179.82
mda,1974,179.82
mda,1975,179.82
mda,1976,179.82
mda,1977,179.82
mda,1978,182.191
mda,1979,184.561
mda,1980,186.931
mda,1981,189.301
mda,1982,191.671
mda,1983,184.669
mda,1984,177.666
mda,1985,170.664
mda,1986,163.661
mda,1987,156.658
mda,1988,156.272
mda,1989,155.885
mda,1990,155.499
mda,1991,155.112
mda,1992,154.725
mda,1993,157.181
mda,1994,159.637
mda,1995,162.092
mda,1996,164.548
mda,1997,167.003
mda,1998,164.425
mda,1999,161.846
mda,2000,159.268
mda,2001,156.689
mda,2002,154.111
mda,2003,153.079
mda,2004,152.048
mda,2005,151.016
mda,2006,149.985
mda,2007,148.953
mda,2008,139.596
mda,2009,130.238
mda,2010,120.88
mda,2011,111.523
mda,2012,102.165
mda,2013,101.039
mda,2014,99.914
mda,2015,98.788
mda,2016,97.662
mda,2017,96.537
mda,2018,95.579
mda,2019,94.622
mda,2020,93.664
mdg,1960,435.136
mdg,1961,430.165
mdg,1962,425.193
mdg,1963,420.466
mdg,1964,415.74
mdg,1965,411.014
mdg,1966,406.287
mdg,1967,401.561
mdg,1968,396.676
mdg,1969,391.791
mdg,1970,386.906
mdg,1971,382.02
mdg,1972,377.135
mdg,1973,370.671
mdg,1974,364.206
mdg,1975,357.742
mdg,1976,351.278
mdg,1977,344.813
mdg,1978,342.678
mdg,1979,340.542
mdg,1980,338.406
mdg,1981,336.271
mdg,1982,334.135
mdg,1983,333.58
mdg,1984,333.025
mdg,1985,332.47
mdg,1986,331.916
mdg,1987,331.361
mdg,1988,325.078
mdg,1989,318.795
mdg,1990,312.512
mdg,1991,306.229
mdg,1992,299.946
mdg,1993,295.619
mdg,1994,291.293
mdg,1995,286.966
mdg,1996,282.64
mdg,1997,278.313
mdg,1998,272.887
mdg,1999,267.462
mdg,2000,262.036
mdg,2001,256.61
mdg,2002,251.184
mdg,2003,247.778
mdg,2004,244.371
mdg,2005,240.964
mdg,2006,237.558
mdg,2007,234.151
mdg,2008,228.875
mdg,2009,223.599
mdg,2010,218.323
mdg,2011,213.047
mdg,2012,207.771
mdg,2013,202.961
mdg,2014,198.15
mdg,2015,193.34
mdg,2016,188.53
mdg,2017,183.719
mdg,2018,181.739
mdg,2019,177.89
mdg,2020,174.042
mdv,1960,465.166
mdv,1961,461.901
mdv,1962,458.636
mdv,1963,455.506
mdv,1964,452.375
mdv,1965,449.245
mdv,1966,446.115
mdv,1967,442.985
mdv,1968,439.988
mdv,1969,436.992
mdv,1970,433.995
mdv,1971,430.998
mdv,1972,428.002
mdv,1973,424.869
mdv,1974,421.737
mdv,1975,418.605
mdv,1976,415.472
mdv,1977,412.34
mdv,1978,399.093
mdv,1979,385.847
mdv,1980,372.6
mdv,1981,359.354
mdv,1982,346.107
mdv,1983,336.127
mdv,1984,326.147
mdv,1985,316.167
mdv,1986,306.188
mdv,1987,296.208
mdv,1988,276.614
mdv,1989,257.021
mdv,1990,237.427
mdv,1991,217.834
mdv,1992,198.24
mdv,1993,187.02
mdv,1994,175.8
mdv,1995,164.581
mdv,1996,153.361
mdv,1997,142.141
mdv,1998,134.579
mdv,1999,127.016
mdv,2000,119.454
mdv,2001,111.892
mdv,2002,104.329
mdv,2003,96.797
mdv,2004,89.265
mdv,2005,81.732
mdv,2006,74.2
mdv,2007,66.668
mdv,2008,65.601
mdv,2009,64.534
mdv,2010,63.467
mdv,2011,62.4
mdv,2012,61.333
mdv,2013,59.729
mdv,2014,58.125
mdv,2015,56.521
mdv,2016,54.917
mdv,2017,53.312
mdv,2018,42.149
mdv,2019,41.132
mdv,2020,40.115
mex,1960,248.432
mex,1961,242.879
mex,1962,237.325
mex,1963,234.206
mex,1964,231.086
mex,1965,227.966
mex,1966,224.846
mex,1967,221.727
mex,1968,217.407
mex,1969,213.088
mex,1970,208.768
mex,1971,204.449
mex,1972,200.129
mex,1973,194.717
mex,1974,189.306
mex,1975,183.894
mex,1976,178.482
mex,1977,173.07
mex,1978,168.365
mex,1979,163.66
mex,1980,158.955
mex,1981,154.249
mex,1982,149.544
mex,1983,145.468
mex,1984,141.393
mex,1985,137.317
mex,1986,133.241
mex,1987,129.165
mex,1988,125.763
mex,1989,122.361
mex,1990,118.959
mex,1991,115.557
mex,1992,112.155
mex,1993,109.401
mex,1994,106.648
mex,1995,103.894
mex,1996,101.141
mex,1997,98.387
mex,1998,96.669
mex,1999,94.95
mex,2000,93.231
mex,2001,91.513
mex,2002,89.794
mex,2003,89.469
mex,2004,89.144
mex,2005,88.819
mex,2006,88.494
mex,2007,88.169
mex,2008,87.058
mex,2009,85.946
mex,2010,84.834
mex,2011,83.722
mex,2012,82.61
mex,2013,81.654
mex,2014,80.698
mex,2015,79.743
mex,2016,78.787
mex,2017,77.831
mex,2018,95.815
mex,2019,95.357
mex,2020,94.899
mhl,2000,230
mkd,1960,208.368
mkd,1961,200.683
mkd,1962,192.997
mkd,1963,185.012
mkd,1964,177.028
mkd,1965,169.043
mkd,1966,161.058
mkd,1967,153.073
mkd,1968,147.986
mkd,1969,142.899
mkd,1970,137.811
mkd,1971,132.724
mkd,1972,127.637
mkd,1973,124.904
mkd,1974,122.171
mkd,1975,119.437
mkd,1976,116.704
mkd,1977,113.971
mkd,1978,114.086
mkd,1979,114.201
mkd,1980,114.316
mkd,1981,114.432
mkd,1982,114.547
mkd,1983,112.112
mkd,1984,109.678
mkd,1985,107.243
mkd,1986,104.808
mkd,1987,102.374
mkd,1988,101.778
mkd,1989,101.182
mkd,1990,100.587
mkd,1991,99.991
mkd,1992,99.395
mkd,1993,98.287
mkd,1994,97.178
mkd,1995,96.069
mkd,1996,94.961
mkd,1997,93.852
mkd,1998,91.266
mkd,1999,88.679
mkd,2000,86.093
mkd,2001,83.507
mkd,2002,80.92
mkd,2003,80.593
mkd,2004,80.266
mkd,2005,79.94
mkd,2006,79.613
mkd,2007,79.286
mkd,2008,77.655
mkd,2009,76.024
mkd,2010,74.393
mkd,2011,72.762
mkd,2012,71.132
mkd,2013,70.066
mkd,2014,69.001
mkd,2015,67.936
mkd,2016,66.871
mkd,2017,65.806
mkd,2018,63.418
mkd,2019,62.603
mkd,2020,61.789
mli,1960,551.865
mli,1961,548.86
mli,1962,545.855
mli,1963,538.384
mli,1964,530.912
mli,1965,523.44
mli,1966,515.969
mli,1967,508.497
mli,1968,498.877
mli,1969,489.256
mli,1970,479.636
mli,1971,470.015
mli,1972,460.395
mli,1973,450.405
mli,1974,440.414
mli,1975,430.424
mli,1976,420.433
mli,1977,410.443
mli,1978,400.591
mli,1979,390.739
mli,1980,380.887
mli,1981,371.035
mli,1982,361.183
mli,1983,355.502
mli,1984,349.821
mli,1985,344.14
mli,1986,338.459
mli,1987,332.778
mli,1988,329.723
mli,1989,326.668
mli,1990,323.613
mli,1991,320.558
mli,1992,317.503
mli,1993,320.327
mli,1994,323.152
mli,1995,325.976
mli,1996,328.801
mli,1997,331.625
mli,1998,327.3
mli,1999,322.975
mli,2000,318.65
mli,2001,314.325
mli,2002,310
mli,2003,304.4
mli,2004,298.8
mli,2005,293.2
mli,2006,287.6
mli,2007,282
mli,2008,280
mli,2009,278
mli,2010,276
mli,2011,274
mli,2012,272
mli,2013,267.352
mli,2014,262.705
mli,2015,258.057
mli,2016,253.409
mli,2017,248.762
mli,2018,244.756
mli,2019,240.815
mli,2020,236.875
mlt,1960,122.874
mlt,1961,120.646
mlt,1962,118.418
mlt,1963,115.613
mlt,1964,112.807
mlt,1965,110.002
mlt,1966,107.197
mlt,1967,104.391
mlt,1968,102.313
mlt,1969,100.234
mlt,1970,98.156
mlt,1971,96.077
mlt,1972,93.999
mlt,1973,93.252
mlt,1974,92.506
mlt,1975,91.759
mlt,1976,91.012
mlt,1977,90.266
mlt,1978,88.711
mlt,1979,87.156
mlt,1980,85.601
mlt,1981,84.046
mlt,1982,82.492
mlt,1983,79.026
mlt,1984,75.561
mlt,1985,72.096
mlt,1986,68.631
mlt,1987,65.165
mlt,1988,63.2
mlt,1989,61.234
mlt,1990,59.269
mlt,1991,57.303
mlt,1992,55.337
mlt,1993,54.029
mlt,1994,52.72
mlt,1995,51.411
mlt,1996,50.102
mlt,1997,48.794
mlt,1998,48.27
mlt,1999,47.746
mlt,2000,47.222
mlt,2001,46.698
mlt,2002,46.174
mlt,2003,45.355
mlt,2004,44.537
mlt,2005,43.718
mlt,2006,42.9
mlt,2007,42.081
mlt,2008,41.348
mlt,2009,40.614
mlt,2010,39.881
mlt,2011,39.147
mlt,2012,38.413
mlt,2013,37.836
mlt,2014,37.259
mlt,2015,36.681
mlt,2016,36.104
mlt,2017,35.527
mlt,2018,35.056
mlt,2019,34.586
mlt,2020,34.116
mmr,1960,402.191
mmr,1961,395.8
mmr,1962,389.41
mmr,1963,378.965
mmr,1964,368.521
mmr,1965,358.077
mmr,1966,347.633
mmr,1967,337.189
mmr,1968,332.729
mmr,1969,328.27
mmr,1970,323.81
mmr,1971,319.35
mmr,1972,314.89
mmr,1973,310.688
mmr,1974,306.485
mmr,1975,302.283
mmr,1976,298.08
mmr,1977,293.878
mmr,1978,289.913
mmr,1979,285.947
mmr,1980,281.982
mmr,1981,278.017
mmr,1982,274.052
mmr,1983,270.295
mmr,1984,266.539
mmr,1985,262.783
mmr,1986,259.027
mmr,1987,255.27
mmr,1988,251.677
mmr,1989,248.084
mmr,1990,244.49
mmr,1991,240.897
mmr,1992,237.303
mmr,1993,234.058
mmr,1994,230.812
mmr,1995,227.566
mmr,1996,224.321
mmr,1997,221.075
mmr,1998,217.867
mmr,1999,214.66
mmr,2000,211.452
mmr,2001,208.244
mmr,2002,205.037
mmr,2003,202.321
mmr,2004,199.605
mmr,2005,196.89
mmr,2006,194.174
mmr,2007,191.458
mmr,2008,187.295
mmr,2009,183.131
mmr,2010,178.967
mmr,2011,174.803
mmr,2012,170.639
mmr,2013,168.823
mmr,2014,167.006
mmr,2015,165.189
mmr,2016,163.373
mmr,2017,161.556
mmr,2018,149.971
mmr,2019,147.943
mmr,2020,145.914
mne,1960,171.037
mne,1961,167.971
mne,1962,164.904
mne,1963,159.274
mne,1964,153.644
mne,1965,148.014
mne,1966,142.383
mne,1967,136.753
mne,1968,129.32
mne,1969,121.887
mne,1970,114.455
mne,1971,107.022
mne,1972,99.589
mne,1973,97.07
mne,1974,94.551
mne,1975,92.033
mne,1976,89.514
mne,1977,86.995
mne,1978,86.636
mne,1979,86.277
mne,1980,85.918
mne,1981,85.559
mne,1982,85.2
mne,1983,84.416
mne,1984,83.632
mne,1985,82.847
mne,1986,82.063
mne,1987,81.279
mne,1988,80.529
mne,1989,79.78
mne,1990,79.03
mne,1991,78.281
mne,1992,77.531
mne,1993,81.391
mne,1994,85.25
mne,1995,89.11
mne,1996,92.97
mne,1997,96.829
mne,1998,96.829
mne,1999,96.829
mne,2000,96.829
mne,2001,96.829
mne,2002,96.829
mne,2003,96.046
mne,2004,95.262
mne,2005,94.478
mne,2006,93.695
mne,2007,92.911
mne,2008,89.281
mne,2009,85.652
mne,2010,82.022
mne,2011,78.392
mne,2012,74.763
mne,2013,73.194
mne,2014,71.625
mne,2015,70.056
mne,2016,68.487
mne,2017,66.918
mne,2018,65.97
mne,2019,65.021
mne,2020,64.072
mng,1960,269.436
mng,1961,262.803
mng,1962,256.171
mng,1963,249.861
mng,1964,243.551
mng,1965,237.241
mng,1966,230.931
mng,1967,224.621
mng,1968,219.836
