geo,time,sp_dyn_amrt_fe
arm,1990,130.425
arm,1991,127.481
arm,1992,124.538
arm,1993,121.695
arm,1994,118.853
arm,1995,116.011
arm,1996,113.168
arm,1997,110.326
arm,1998,106.198
arm,1999,102.07
arm,2000,97.943
arm,2001,93.815
arm,2002,89.687
arm,2003,89.904
arm,2004,90.121
arm,2005,90.338
arm,2006,90.555
arm,2007,90.772
arm,2008,88.245
arm,2009,85.718
arm,2010,83.191
arm,2011,80.664
arm,2012,78.137
arm,2013,77.145
arm,2014,76.153
arm,2015,75.161
arm,2016,74.168
arm,2017,73.176
arm,2018,65.595
arm,2019,64.905
arm,2020,64.216
atg,1960,244.924
atg,1961,241.326
atg,1962,237.728
atg,1963,234.223
atg,1964,230.719
atg,1965,227.215
atg,1966,223.711
atg,1967,220.207
atg,1968,216.951
atg,1969,213.696
atg,1970,210.441
atg,1971,207.185
atg,1972,203.93
atg,1973,200.904
atg,1974,197.878
atg,1975,194.852
atg,1976,191.827
atg,1977,188.801
atg,1978,185.991
atg,1979,183.181
atg,1980,180.372
atg,1981,177.562
atg,1982,174.752
atg,1983,172.146
atg,1984,169.541
atg,1985,166.935
atg,1986,164.33
atg,1987,161.724
atg,1988,159.313
atg,1989,156.901
atg,1990,154.489
atg,1991,152.078
atg,1992,149.666
atg,1993,147.426
atg,1994,145.187
atg,1995,142.947
atg,1996,140.707
atg,1997,138.467
atg,1998,136.401
atg,1999,134.334
atg,2000,132.267
atg,2001,130.2
atg,2002,128.133
atg,2003,126.218
atg,2004,124.304
atg,2005,122.39
atg,2006,120.475
atg,2007,118.561
atg,2008,117.031
atg,2009,115.501
atg,2010,113.97
atg,2011,112.44
atg,2012,110.91
atg,2013,109.605
atg,2014,108.3
atg,2015,106.995
atg,2016,105.69
atg,2017,104.385
atg,2018,83.136
atg,2019,82.084
atg,2020,81.032
aus,1960,115.945
aus,1961,109.193
aus,1962,112.524
aus,1963,115.741
aus,1964,118.409
aus,1965,118.808
aus,1966,119.568
aus,1967,117.185
aus,1968,116.934
aus,1969,112.951
aus,1970,118.686
aus,1971,111.435
aus,1972,109.275
aus,1973,105.585
aus,1974,107.599
aus,1975,100.658
aus,1976,98.801
aus,1977,95.82
aus,1978,93.146
aus,1979,86.587
aus,1980,84.086
aus,1981,81.303
aus,1982,82.137
aus,1983,79.381
aus,1984,77.799
aus,1985,78.646
aus,1986,73.677
aus,1987,73.58
aus,1988,71.991
aus,1989,70.172
aus,1990,66.314
aus,1991,65.316
aus,1992,64.999
aus,1993,61.603
aus,1994,62.04
aus,1995,60.378
aus,1996,60.117
aus,1997,59.605
aus,1998,57.991
aus,1999,55.876
aus,2000,56.11
aus,2001,53.636
aus,2002,53.059
aus,2003,50.706
aus,2004,49.508
aus,2005,47.595
aus,2006,48.235
aus,2007,48.119
aus,2008,46.643
aus,2009,47.91
aus,2010,45.704
aus,2011,46.069
aus,2012,44.403
aus,2013,44.986
aus,2014,44.801
aus,2015,45.201
aus,2016,44.673
aus,2017,43.338
aus,2018,42.796
aut,1960,118.001
aut,1961,113.02
aut,1962,113.132
aut,1963,112.71
aut,1964,108.82
aut,1965,109.516
aut,1966,108.337
aut,1967,108.785
aut,1968,105.062
aut,1969,110.714
aut,1970,107.646
aut,1971,103.957
aut,1972,101.486
aut,1973,101.027
aut,1974,100.141
aut,1975,99.771
aut,1976,98.31
aut,1977,97.242
aut,1978,93.176
aut,1979,91.773
aut,1980,91.566
aut,1981,89.63
aut,1982,89.941
aut,1983,90.63
aut,1984,83.994
aut,1985,82.717
aut,1986,80.425
aut,1987,76.681
aut,1988,73.153
aut,1989,73.365
aut,1990,74.578
aut,1991,73.139
aut,1992,71.612
aut,1993,72.481
aut,1994,70.497
aut,1995,67.848
aut,1996,67.426
aut,1997,61.964
aut,1998,62.274
aut,1999,63.636
aut,2000,63.196
aut,2001,60.139
aut,2002,58.829
aut,2003,59.49
aut,2004,55.035
aut,2005,55.201
aut,2006,51.442
aut,2007,51.858
aut,2008,50.262
aut,2009,50.079
aut,2010,48.689
aut,2011,49.353
aut,2012,46.708
aut,2013,45.326
aut,2014,46.009
aut,2015,44.687
aut,2016,43.796
aut,2017,41.779
aut,2018,43.991
aut,2019,40.952
aze,1960,92.807
aze,1961,93.54
aze,1962,94.272
aze,1963,95.001
aze,1964,95.73
aze,1965,96.459
aze,1966,97.188
aze,1967,97.916
aze,1968,98.643
aze,1969,99.369
aze,1970,100.095
aze,1971,100.821
aze,1972,101.547
aze,1973,102.27
aze,1974,102.993
aze,1975,103.715
aze,1976,104.438
aze,1977,105.161
aze,1978,105.881
aze,1979,106.601
aze,1980,107.321
aze,1981,108.041
aze,1982,108.761
aze,1983,109.479
aze,1984,110.197
aze,1985,110.914
aze,1986,111.632
aze,1987,112.349
aze,1988,112.913
aze,1989,113.476
aze,1990,114.039
aze,1991,114.603
aze,1992,115.166
aze,1993,115.005
aze,1994,114.844
aze,1995,114.682
aze,1996,114.521
aze,1997,114.36
aze,1998,115.618
aze,1999,116.875
aze,2000,118.133
aze,2001,119.39
aze,2002,120.648
aze,2003,114.889
aze,2004,109.131
aze,2005,103.372
aze,2006,97.613
aze,2007,91.855
aze,2008,91.028
aze,2009,90.202
aze,2010,89.375
aze,2011,88.549
aze,2012,87.723
aze,2013,88.155
aze,2014,88.587
aze,2015,89.019
aze,2016,89.452
aze,2017,89.884
aze,2018,89.073
aze,2019,88.263
aze,2020,87.452
bdi,1960,407.843
bdi,1961,404.56
bdi,1962,401.276
bdi,1963,398.058
bdi,1964,394.839
bdi,1965,391.621
bdi,1966,388.403
bdi,1967,385.185
bdi,1968,383.697
bdi,1969,382.209
bdi,1970,380.721
bdi,1971,379.233
bdi,1972,377.745
bdi,1973,373.269
bdi,1974,368.793
bdi,1975,364.317
bdi,1976,359.841
bdi,1977,355.365
bdi,1978,352.128
bdi,1979,348.891
bdi,1980,345.654
bdi,1981,342.417
bdi,1982,339.18
bdi,1983,337.022
bdi,1984,334.863
bdi,1985,332.705
bdi,1986,330.546
bdi,1987,328.388
bdi,1988,332.267
bdi,1989,336.147
bdi,1990,340.026
bdi,1991,343.905
bdi,1992,347.785
bdi,1993,343.315
bdi,1994,338.846
bdi,1995,334.376
bdi,1996,329.906
bdi,1997,325.437
bdi,1998,326.343
bdi,1999,327.248
bdi,2000,328.154
bdi,2001,329.06
bdi,2002,329.966
bdi,2003,327
bdi,2004,324.034
bdi,2005,321.068
bdi,2006,318.103
bdi,2007,315.137
bdi,2008,307.511
bdi,2009,299.885
bdi,2010,292.259
bdi,2011,284.633
bdi,2012,277.007
bdi,2013,273.074
bdi,2014,269.141
bdi,2015,265.208
bdi,2016,261.275
bdi,2017,257.341
bdi,2018,253.135
bdi,2019,248.913
bdi,2020,244.691
bel,1960,109.843
bel,1961,104.955
bel,1962,109.121
bel,1963,108.219
bel,1964,106.876
bel,1965,108.532
bel,1966,107.567
bel,1967,105.054
bel,1968,106.533
bel,1969,107.028
bel,1970,105.605
bel,1971,103.068
bel,1972,102.407
bel,1973,100.927
bel,1974,99.508
bel,1975,101.292
bel,1976,98.744
bel,1977,96.147
bel,1978,96.154
bel,1979,93.27
bel,1980,90.931
bel,1981,88.329
bel,1982,88.539
bel,1983,88.413
bel,1984,83.768
bel,1985,81.82
bel,1986,82.06
bel,1987,78.65
bel,1988,76.679
bel,1989,76.563
bel,1990,75.087
bel,1991,72.279
bel,1992,73.418
bel,1993,71.674
bel,1994,73.275
bel,1995,71.387
bel,1996,70.658
bel,1997,70.724
bel,1998,70.916
bel,1999,67.493
bel,2000,68.703
bel,2001,67.722
bel,2002,66.905
bel,2003,65.357
bel,2004,62.807
bel,2005,62.164
bel,2006,61.11
bel,2007,63.062
bel,2008,61.626
bel,2009,61.099
bel,2010,59.341
bel,2011,59.462
bel,2012,57.054
bel,2013,57.509
bel,2014,53.263
bel,2015,53.983
bel,2016,51.297
bel,2017,49.351
bel,2018,49.315
bel,2019,47.055
bel,2020,47.952
ben,1960,463.376
ben,1961,457.518
ben,1962,451.66
ben,1963,443.165
ben,1964,434.671
ben,1965,426.176
ben,1966,417.682
ben,1967,409.187
ben,1968,399.013
ben,1969,388.839
ben,1970,378.664
ben,1971,368.49
ben,1972,358.315
ben,1973,350.637
ben,1974,342.959
ben,1975,335.281
ben,1976,327.603
ben,1977,319.925
ben,1978,315.611
ben,1979,311.296
ben,1980,306.981
ben,1981,302.666
ben,1982,298.352
ben,1983,290.38
ben,1984,282.407
ben,1985,274.435
ben,1986,266.463
ben,1987,258.491
ben,1988,253.919
ben,1989,249.346
ben,1990,244.773
ben,1991,240.201
ben,1992,235.628
ben,1993,239.82
ben,1994,244.013
ben,1995,248.205
ben,1996,252.398
ben,1997,256.59
ben,1998,256.818
ben,1999,257.046
ben,2000,257.273
ben,2001,257.501
ben,2002,257.729
ben,2003,253.713
ben,2004,249.696
ben,2005,245.68
ben,2006,241.664
ben,2007,237.648
ben,2008,235.644
ben,2009,233.641
ben,2010,231.638
ben,2011,229.635
ben,2012,227.631
ben,2013,224.952
ben,2014,222.272
ben,2015,219.592
ben,2016,216.912
ben,2017,214.232
ben,2018,211.008
ben,2019,208.039
ben,2020,205.071
bfa,1960,463.647
bfa,1961,457.826
bfa,1962,452.005
bfa,1963,446.67
bfa,1964,441.335
bfa,1965,436
bfa,1966,430.666
bfa,1967,425.331
bfa,1968,419.361
bfa,1969,413.392
bfa,1970,407.422
bfa,1971,401.452
bfa,1972,395.482
bfa,1973,387.634
bfa,1974,379.786
bfa,1975,371.938
bfa,1976,364.09
bfa,1977,356.242
bfa,1978,342.565
bfa,1979,328.887
bfa,1980,315.209
bfa,1981,301.532
bfa,1982,287.854
bfa,1983,287.98
bfa,1984,288.106
bfa,1985,288.232
bfa,1986,288.358
bfa,1987,288.484
bfa,1988,291.052
bfa,1989,293.621
bfa,1990,296.19
bfa,1991,298.758
bfa,1992,301.327
bfa,1993,301.388
bfa,1994,301.45
bfa,1995,301.511
bfa,1996,301.572
bfa,1997,301.633
bfa,1998,300.614
bfa,1999,299.594
bfa,2000,298.574
bfa,2001,297.554
bfa,2002,296.534
bfa,2003,293.009
bfa,2004,289.484
bfa,2005,285.958
bfa,2006,282.433
bfa,2007,278.907
bfa,2008,274.547
bfa,2009,270.186
bfa,2010,265.826
bfa,2011,261.466
bfa,2012,257.105
bfa,2013,252.233
bfa,2014,247.36
bfa,2015,242.487
bfa,2016,237.615
bfa,2017,232.742
bfa,2018,228.16
bfa,2019,223.561
bfa,2020,218.961
bgd,1960,289.549
bgd,1961,285.068
bgd,1962,280.588
bgd,1963,276.528
bgd,1964,272.468
bgd,1965,268.409
bgd,1966,264.349
bgd,1967,260.289
bgd,1968,259.216
bgd,1969,258.142
bgd,1970,257.068
bgd,1971,255.994
bgd,1972,254.921
bgd,1973,249.315
bgd,1974,243.71
bgd,1975,238.104
bgd,1976,232.499
bgd,1977,226.893
bgd,1978,224.202
bgd,1979,221.511
bgd,1980,218.82
bgd,1981,216.128
bgd,1982,213.437
bgd,1983,211.109
bgd,1984,208.782
bgd,1985,206.454
bgd,1986,204.127
bgd,1987,201.799
bgd,1988,199.789
bgd,1989,197.78
bgd,1990,195.77
bgd,1991,193.76
bgd,1992,191.751
bgd,1993,189.789
bgd,1994,187.827
bgd,1995,185.865
bgd,1996,183.903
bgd,1997,181.942
bgd,1998,176.149
bgd,1999,170.357
bgd,2000,164.565
bgd,2001,158.773
bgd,2002,152.98
bgd,2003,148.699
bgd,2004,144.418
bgd,2005,140.137
bgd,2006,135.856
bgd,2007,131.575
bgd,2008,128.84
bgd,2009,126.106
bgd,2010,123.372
bgd,2011,120.637
bgd,2012,117.903
bgd,2013,115.091
bgd,2014,112.278
bgd,2015,109.465
bgd,2016,106.653
bgd,2017,103.84
bgd,2018,114.505
bgd,2019,112.51
bgd,2020,110.514
bgr,1960,114.354
bgr,1961,111.422
bgr,1962,113.224
bgr,1963,108.682
bgr,1964,102.054
bgr,1965,101.499
bgr,1966,100.656
bgr,1967,100.919
bgr,1968,100.27
bgr,1969,103.5
bgr,1970,100.101
bgr,1971,101.463
bgr,1972,99.366
bgr,1973,95.813
bgr,1974,97.322
bgr,1975,96.048
bgr,1976,96.178
bgr,1977,97.285
bgr,1978,99.534
bgr,1979,99.359
bgr,1980,98.918
bgr,1981,97.092
bgr,1982,98.338
bgr,1983,95.449
bgr,1984,98.231
bgr,1985,98.506
bgr,1986,95.566
bgr,1987,94.902
bgr,1988,97.567
bgr,1989,95.634
bgr,1990,98.081
bgr,1991,96.629
bgr,1992,99.086
bgr,1993,94.867
bgr,1994,98.232
bgr,1995,100.065
bgr,1996,99.791
bgr,1997,106.49
bgr,1998,98.497
bgr,1999,99.048
bgr,2000,98.817
bgr,2001,95.108
bgr,2002,93.926
bgr,2003,91.42
bgr,2004,92.267
bgr,2005,92.247
bgr,2006,93.389
bgr,2007,91.31
bgr,2008,88.735
bgr,2009,87.304
bgr,2010,87.933
bgr,2011,85.702
bgr,2012,82.257
bgr,2013,82.085
bgr,2014,88.291
bgr,2015,86.607
bgr,2016,86.466
bgr,2017,86.496
bhr,1960,233.715
bhr,1961,223.843
bhr,1962,213.97
bhr,1963,206.793
bhr,1964,199.616
bhr,1965,192.439
bhr,1966,185.261
bhr,1967,178.084
bhr,1968,172.796
bhr,1969,167.507
bhr,1970,162.219
bhr,1971,156.93
bhr,1972,151.642
bhr,1973,147.657
bhr,1974,143.673
bhr,1975,139.688
bhr,1976,135.704
bhr,1977,131.719
bhr,1978,128.662
bhr,1979,125.604
bhr,1980,122.547
bhr,1981,119.489
bhr,1982,116.432
bhr,1983,114.024
bhr,1984,111.616
bhr,1985,109.207
bhr,1986,106.799
bhr,1987,104.391
bhr,1988,102.296
bhr,1989,100.2
bhr,1990,98.105
bhr,1991,96.009
bhr,1992,93.914
bhr,1993,91.936
bhr,1994,89.957
bhr,1995,87.979
bhr,1996,86.001
bhr,1997,84.023
bhr,1998,82.133
bhr,1999,80.243
bhr,2000,78.353
bhr,2001,76.463
bhr,2002,74.573
bhr,2003,72.824
bhr,2004,71.075
bhr,2005,69.326
bhr,2006,67.578
bhr,2007,65.829
bhr,2008,64.95
bhr,2009,64.072
bhr,2010,63.193
bhr,2011,62.315
bhr,2012,61.436
bhr,2013,60.59
bhr,2014,59.743
bhr,2015,58.897
bhr,2016,58.05
bhr,2017,57.204
bhr,2018,56.217
bhr,2019,55.458
bhr,2020,54.698
bhs,1960,217.017
bhs,1961,214.075
bhs,1962,211.132
bhs,1963,208.403
bhs,1964,205.673
bhs,1965,202.944
bhs,1966,200.214
bhs,1967,197.485
bhs,1968,194.951
bhs,1969,192.417
bhs,1970,189.883
bhs,1971,187.349
bhs,1972,184.815
bhs,1973,182.461
bhs,1974,180.107
bhs,1975,177.753
bhs,1976,175.399
bhs,1977,173.044
bhs,1978,170.856
bhs,1979,168.667
bhs,1980,166.479
bhs,1981,164.291
bhs,1982,162.102
bhs,1983,160.066
bhs,1984,158.03
bhs,1985,155.994
bhs,1986,153.958
bhs,1987,151.922
bhs,1988,150.848
bhs,1989,149.774
bhs,1990,148.7
bhs,1991,147.626
bhs,1992,146.551
bhs,1993,146.406
bhs,1994,146.26
bhs,1995,146.114
bhs,1996,145.968
bhs,1997,145.822
bhs,1998,144.428
bhs,1999,143.034
bhs,2000,141.64
bhs,2001,140.247
bhs,2002,138.853
bhs,2003,137.558
bhs,2004,136.264
bhs,2005,134.97
bhs,2006,133.676
bhs,2007,132.382
bhs,2008,130.391
bhs,2009,128.401
bhs,2010,126.411
bhs,2011,124.421
bhs,2012,122.431
bhs,2013,121.208
bhs,2014,119.986
bhs,2015,118.763
bhs,2016,117.541
bhs,2017,116.318
bhs,2018,116.813
bhs,2019,115.62
bhs,2020,114.427
bih,1960,175.124
bih,1961,171.976
bih,1962,168.829
bih,1963,165.163
bih,1964,161.498
bih,1965,157.832
bih,1966,154.166
bih,1967,150.5
bih,1968,146.607
bih,1969,142.715
bih,1970,138.822
bih,1971,134.929
bih,1972,131.036
bih,1973,127.778
bih,1974,124.519
bih,1975,121.26
bih,1976,118.001
bih,1977,114.742
bih,1978,113.709
bih,1979,112.676
bih,1980,111.644
bih,1981,110.611
bih,1982,109.578
bih,1983,108.531
bih,1984,107.484
bih,1985,106.436
bih,1986,105.389
bih,1987,104.342
bih,1988,104.614
bih,1989,104.886
bih,1990,105.158
bih,1991,105.43
bih,1992,105.702
bih,1993,102.253
bih,1994,98.805
bih,1995,95.356
bih,1996,91.907
bih,1997,88.459
bih,1998,86.101
bih,1999,83.742
bih,2000,81.384
bih,2001,79.026
bih,2002,76.668
bih,2003,75.798
bih,2004,74.928
bih,2005,74.058
bih,2006,73.188
bih,2007,72.318
bih,2008,71.406
bih,2009,70.493
bih,2010,69.581
bih,2011,68.668
bih,2012,67.756
bih,2013,66.767
bih,2014,65.777
bih,2015,64.788
bih,2016,63.799
bih,2017,62.81
bih,2018,59.775
bih,2019,58.963
bih,2020,58.151
blr,1960,104.51
blr,1961,104.839
blr,1962,109.123
blr,1963,104.974
blr,1964,97.26
blr,1965,99.011
blr,1966,96.901
blr,1967,100.424
blr,1968,96.192
blr,1969,98.185
blr,1970,101.532
blr,1971,98.006
blr,1972,100.313
blr,1973,99.886
blr,1974,98.295
blr,1975,102.077
blr,1976,103.145
blr,1977,103.427
blr,1978,106.936
blr,1979,106.095
blr,1980,109.577
blr,1981,107.347
blr,1982,107.551
blr,1983,108.219
blr,1984,112.708
blr,1985,109.451
blr,1986,97.996
blr,1987,99.568
blr,1988,98.918
blr,1989,101.846
blr,1990,107.204
blr,1991,110
blr,1992,115.421
blr,1993,125.075
blr,1994,125.783
blr,1995,131.093
blr,1996,128.347
blr,1997,130.648
blr,1998,130.858
blr,1999,134.812
blr,2000,125.338
blr,2001,130.326
blr,2002,137.368
blr,2003,130.887
blr,2004,128.963
blr,2005,127.967
blr,2006,122.46
blr,2007,115.608
blr,2008,111.707
blr,2009,113.28
blr,2010,112.143
blr,2011,114.383
blr,2012,97.548
blr,2013,95.272
blr,2014,89.986
blr,2015,82.36
blr,2016,82.559
blr,2017,77.933
blr,2018,79.839
blz,1960,222.28
blz,1961,215.95
blz,1962,209.619
blz,1963,203.711
blz,1964,197.802
blz,1965,191.894
blz,1966,185.985
blz,1967,180.077
blz,1968,174.464
blz,1969,168.851
blz,1970,163.238
blz,1971,157.626
blz,1972,152.013
blz,1973,147.234
blz,1974,142.456
blz,1975,137.677
blz,1976,132.899
blz,1977,128.121
blz,1978,125.452
blz,1979,122.784
blz,1980,120.116
blz,1981,117.448
blz,1982,114.78
blz,1983,112.538
blz,1984,110.295
blz,1985,108.053
blz,1986,105.811
blz,1987,103.569
blz,1988,109.037
blz,1989,114.506
blz,1990,119.975
blz,1991,125.444
blz,1992,130.913
blz,1993,133.848
blz,1994,136.784
blz,1995,139.719
blz,1996,142.655
blz,1997,145.59
blz,1998,145.916
blz,1999,146.242
blz,2000,146.568
blz,2001,146.894
blz,2002,147.22
blz,2003,145.414
blz,2004,143.608
blz,2005,141.802
blz,2006,139.996
blz,2007,138.19
blz,2008,137.806
blz,2009,137.422
blz,2010,137.038
blz,2011,136.654
blz,2012,136.27
blz,2013,133.726
blz,2014,131.183
blz,2015,128.639
blz,2016,126.096
blz,2017,123.552
blz,2018,117.655
blz,2019,116.596
blz,2020,115.537
bol,1960,378.542
bol,1961,376.429
bol,1962,374.317
bol,1963,372.104
bol,1964,369.89
bol,1965,367.677
bol,1966,365.464
bol,1967,363.251
bol,1968,360.912
bol,1969,358.573
bol,1970,356.235
bol,1971,353.896
bol,1972,351.557
bol,1973,347.221
bol,1974,342.884
bol,1975,338.548
bol,1976,334.211
bol,1977,329.875
bol,1978,324.247
bol,1979,318.619
bol,1980,312.991
bol,1981,307.363
bol,1982,301.735
bol,1983,296.132
bol,1984,290.528
bol,1985,284.924
bol,1986,279.32
bol,1987,273.717
bol,1988,268.304
bol,1989,262.891
bol,1990,257.478
bol,1991,252.065
