geo,time,sl_agr_empl_fe_zs
dza,2005,8.86
dza,2006,7.49
dza,2007,6.27
dza,2008,5.33
dza,2009,4.2
dza,2010,3.52
dza,2011,2.96
dza,2012,3.17
dza,2013,3.32
dza,2014,3.46
dza,2015,3.57
dza,2016,3.7
dza,2017,3.84
dza,2018,3.58
dza,2019,3.38
ecu,1991,23.37
ecu,1992,23.61
ecu,1993,22.93
ecu,1994,22.99
ecu,1995,22.96
ecu,1996,23.15
ecu,1997,23.01
ecu,1998,23.5
ecu,1999,23.72
ecu,2000,24.48
ecu,2001,25.21
ecu,2002,24.23
ecu,2003,23.11
ecu,2004,26.06
ecu,2005,25.32
ecu,2006,25.05
ecu,2007,22.67
ecu,2008,21.61
ecu,2009,21.93
ecu,2010,20.88
ecu,2011,20.87
ecu,2012,21.07
ecu,2013,20.71
ecu,2014,20.1
ecu,2015,22.56
ecu,2016,23.82
ecu,2017,24.77
ecu,2018,26.11
ecu,2019,27.14
egy,1991,53.63
egy,1992,52.53
egy,1993,46.47
egy,1994,47
egy,1995,42.48
egy,1996,41.53
egy,1997,40.52
egy,1998,35.34
egy,1999,31.92
egy,2000,39.41
egy,2001,31.91
egy,2002,27.57
egy,2003,39.07
egy,2004,46.78
egy,2005,46.66
egy,2006,43.33
egy,2007,46.56
egy,2008,45.62
egy,2009,46.07
egy,2010,42.87
egy,2011,43.37
egy,2012,37.59
egy,2013,42.87
egy,2014,43.22
egy,2015,40.2
egy,2016,38.39
egy,2017,36.9
egy,2018,21.69
egy,2019,21.21
eri,1991,79.04
eri,1992,78.57
eri,1993,78.36
eri,1994,77.76
eri,1995,77.5
eri,1996,77.06
eri,1997,76.54
eri,1998,75.7
eri,1999,75.49
eri,2000,75.89
eri,2001,75.12
eri,2002,75.28
eri,2003,75.29
eri,2004,75.25
eri,2005,74.18
eri,2006,73.96
eri,2007,73.74
eri,2008,74.52
eri,2009,74.22
eri,2010,73.4
eri,2011,72.68
eri,2012,72.16
eri,2013,72.26
eri,2014,70.78
eri,2015,71.24
eri,2016,70.27
eri,2017,70.41
eri,2018,69.12
eri,2019,68.35
esp,1991,8.55
esp,1992,8.28
esp,1993,8.07
esp,1994,7.43
esp,1995,7.12
esp,1996,6.12
esp,1997,5.84
esp,1998,5.32
esp,1999,5.05
esp,2000,4.77
esp,2001,4.5
esp,2002,3.98
esp,2003,3.9
esp,2004,3.66
esp,2005,3.52
esp,2006,3.27
esp,2007,2.95
esp,2008,2.57
esp,2009,2.45
esp,2010,2.44
esp,2011,2.39
esp,2012,2.41
esp,2013,2.24
esp,2014,2.24
esp,2015,2.11
esp,2016,2.14
esp,2017,2.27
esp,2018,2.17
esp,2019,2.04
est,1991,13.98
est,1992,13.21
est,1993,11.51
est,1994,10.3
est,1995,7.75
est,1996,7.2
est,1997,7
est,1998,6.5
est,1999,6.5
est,2000,4.42
est,2001,2.97
est,2002,4.12
est,2003,3.8
est,2004,2.71
est,2005,3.22
est,2006,3.18
est,2007,3.06
est,2008,2.41
est,2009,2.61
est,2010,2.81
est,2011,2.46
est,2012,2.52
est,2013,2.26
est,2014,2.24
est,2015,2.51
est,2016,1.99
est,2017,1.92
est,2018,1.65
est,2019,1.51
eth,1991,67.16
eth,1992,67.29
eth,1993,67
eth,1994,67.11
eth,1995,66.95
eth,1996,66.55
eth,1997,66.46
eth,1998,67.04
eth,1999,67.08
eth,2000,68.23
eth,2001,69.28
eth,2002,70.76
eth,2003,72.23
eth,2004,72.57
eth,2005,73.41
eth,2006,72.58
eth,2007,71.67
eth,2008,70.45
eth,2009,69.38
eth,2010,68.23
eth,2011,66.87
eth,2012,65.23
eth,2013,63.58
eth,2014,62.76
eth,2015,61.94
eth,2016,61.1
eth,2017,60.28
eth,2018,59.75
eth,2019,58.71
fin,1991,6.05
fin,1992,5.94
fin,1993,5.8
fin,1994,5.59
fin,1995,5.3
fin,1996,5.7
fin,1997,5.32
fin,1998,4.62
fin,1999,4.38
fin,2000,3.9
fin,2001,3.78
fin,2002,3.73
fin,2003,3.43
fin,2004,3.01
fin,2005,2.92
fin,2006,2.8
fin,2007,2.59
fin,2008,2.69
fin,2009,2.85
fin,2010,2.77
fin,2011,2.41
fin,2012,2.32
fin,2013,2.26
fin,2014,2.32
fin,2015,2.2
fin,2016,2.09
fin,2017,2.15
fin,2018,2.07
fin,2019,2.07
fji,1991,27.29
fji,1992,27.03
fji,1993,26.79
fji,1994,26.45
fji,1995,26.15
fji,1996,25.76
fji,1997,25.51
fji,1998,25.06
fji,1999,24.32
fji,2000,23.93
fji,2001,23.46
fji,2002,22.76
fji,2003,22.13
fji,2004,21.59
fji,2005,21.1
fji,2006,19.93
fji,2007,18.83
fji,2008,17.86
fji,2009,16.85
fji,2010,15.82
fji,2011,14.75
fji,2012,13.51
fji,2013,12.32
fji,2014,11.26
fji,2015,10.18
fji,2016,9.2
fji,2017,8.88
fji,2018,8.54
fji,2019,8.21
fra,1991,4.95
fra,1992,4.67
fra,1993,4.46
fra,1994,3.95
fra,1995,3.73
fra,1996,3.53
fra,1997,3.36
fra,1998,3.09
fra,1999,2.99
fra,2000,2.85
fra,2001,2.84
fra,2002,2.79
fra,2003,2.69
fra,2004,2.65
fra,2005,2.29
fra,2006,2.24
fra,2007,2.16
fra,2008,1.85
fra,2009,1.89
fra,2010,1.78
fra,2011,1.89
fra,2012,1.85
fra,2013,1.86
fra,2014,1.66
fra,2015,1.61
fra,2016,1.62
fra,2017,1.57
fra,2018,1.38
fra,2019,1.49
gab,1991,63.72
gab,1992,63.2
gab,1993,62.62
gab,1994,61.98
gab,1995,61.61
gab,1996,61.22
gab,1997,60.54
gab,1998,59.88
gab,1999,59.42
gab,2000,59.17
gab,2001,58.46
gab,2002,57.78
gab,2003,57.03
gab,2004,56.51
gab,2005,55.93
gab,2006,55.38
gab,2007,54.63
gab,2008,54.33
gab,2009,53.56
gab,2010,53.24
gab,2011,52.61
gab,2012,51.87
gab,2013,51.12
gab,2014,50.26
gab,2015,49.28
gab,2016,48.34
gab,2017,47.52
gab,2018,46.8
gab,2019,45.76
gbr,1991,1.19
gbr,1992,1.14
gbr,1993,1.08
gbr,1994,1.16
gbr,1995,1.23
gbr,1996,1.16
gbr,1997,1.06
gbr,1998,0.92
gbr,1999,0.76
gbr,2000,0.77
gbr,2001,0.68
gbr,2002,0.69
gbr,2003,0.58
gbr,2004,0.6
gbr,2005,0.73
gbr,2006,0.67
gbr,2007,0.75
gbr,2008,0.73
gbr,2009,0.55
gbr,2010,0.61
gbr,2011,0.66
gbr,2012,0.69
gbr,2013,0.6
gbr,2014,0.71
gbr,2015,0.65
gbr,2016,0.63
gbr,2017,0.65
gbr,2018,0.62
gbr,2019,0.58
geo,1991,49.2
geo,1992,46.39
geo,1993,44.7
geo,1994,45.18
geo,1995,47.63
geo,1996,49.96
geo,1997,50.4
geo,1998,50.97
geo,1999,54.14
geo,2000,57.77
geo,2001,52.8
geo,2002,55.29
geo,2003,56.84
geo,2004,56.5
geo,2005,57.21
geo,2006,57.36
geo,2007,56.58
geo,2008,54.38
geo,2009,52.12
geo,2010,49.99
geo,2011,52.06
geo,2012,50.91
geo,2013,50.36
geo,2014,49.05
geo,2015,47.11
geo,2016,45.66
geo,2017,45.65
geo,2018,41.28
geo,2019,40.09
gha,1991,52.15
gha,1992,51.93
gha,1993,51.62
gha,1994,51.37
gha,1995,51.07
gha,1996,50.78
gha,1997,50.46
gha,1998,50.07
gha,1999,49.66
gha,2000,49.93
gha,2001,50.13
gha,2002,50.31
gha,2003,50.47
gha,2004,50.62
gha,2005,50.75
gha,2006,50.87
gha,2007,49.79
gha,2008,48.53
gha,2009,47.29
gha,2010,45.9
gha,2011,44.37
gha,2012,42.95
gha,2013,41.49
gha,2014,34.49
gha,2015,27.45
gha,2016,26.3
gha,2017,25.08
gha,2018,23.45
gha,2019,22.1
gin,1991,78.36
gin,1992,78.26
gin,1993,78.06
gin,1994,77.68
gin,1995,77.28
gin,1996,76.99
gin,1997,76.65
gin,1998,76.33
gin,1999,75.9
gin,2000,75.55
gin,2001,74.97
gin,2002,74.25
gin,2003,74.3
gin,2004,73.67
gin,2005,73.12
gin,2006,72.6
gin,2007,71.66
gin,2008,71.04
gin,2009,70.73
gin,2010,69.93
gin,2011,69.19
gin,2012,68.26
gin,2013,67.47
gin,2014,66.75
gin,2015,65.94
gin,2016,64.78
gin,2017,63.58
gin,2018,62.67
gin,2019,61.8
gmb,1991,51.2
gmb,1992,51.05
gmb,1993,50.83
gmb,1994,50.5
gmb,1995,50.09
gmb,1996,49.89
gmb,1997,49.15
gmb,1998,48.68
gmb,1999,47.52
gmb,2000,46.6
gmb,2001,45.54
gmb,2002,45.43
gmb,2003,44.12
gmb,2004,42.84
gmb,2005,42.5
gmb,2006,42.58
gmb,2007,41.98
gmb,2008,40.48
gmb,2009,39.27
gmb,2010,38.05
gmb,2011,38.81
gmb,2012,37.89
gmb,2013,37.23
gmb,2014,37.11
gmb,2015,36.29
gmb,2016,35.67
gmb,2017,34.83
gmb,2018,33.85
gmb,2019,33.07
gnb,1991,76.26
gnb,1992,76.06
gnb,1993,75.75
gnb,1994,75.53
gnb,1995,75.32
gnb,1996,74.84
gnb,1997,75.17
gnb,1998,75.52
gnb,1999,75.2
gnb,2000,74.89
gnb,2001,74.87
gnb,2002,74.37
gnb,2003,74.14
gnb,2004,73.74
gnb,2005,73.11
gnb,2006,72.85
gnb,2007,72.34
gnb,2008,71.61
gnb,2009,71.28
gnb,2010,70.6
gnb,2011,69.83
gnb,2012,69.44
gnb,2013,69.1
gnb,2014,68.86
gnb,2015,67.63
gnb,2016,66.85
gnb,2017,65.82
gnb,2018,65.3
gnb,2019,64.14
gnq,1991,50.78
gnq,1992,50.42
gnq,1993,50.01
gnq,1994,49.24
gnq,1995,48.35
gnq,1996,47.9
gnq,1997,47.57
gnq,1998,47.06
gnq,1999,46.45
gnq,2000,45.3
gnq,2001,45.29
gnq,2002,44.93
gnq,2003,44.37
gnq,2004,44.27
gnq,2005,44.19
gnq,2006,43.8
gnq,2007,43.55
gnq,2008,43.62
gnq,2009,43.45
gnq,2010,43.07
gnq,2011,43.15
gnq,2012,43.54
gnq,2013,43.45
gnq,2014,43.57
gnq,2015,43.48
gnq,2016,43.35
gnq,2017,43.24
gnq,2018,42.61
gnq,2019,42.5
grc,1991,26.5
grc,1992,25.93
grc,1993,25.34
grc,1994,24.88
grc,1995,23.93
grc,1996,23.95
grc,1997,23.15
grc,1998,20.43
grc,1999,19.79
grc,2000,19.65
grc,2001,17.41
grc,2002,16.96
grc,2003,16.57
grc,2004,13.88
grc,2005,13.53
grc,2006,12.87
grc,2007,12.13
grc,2008,11.62
grc,2009,11.86
grc,2010,12.59
grc,2011,12.64
grc,2012,12.95
grc,2013,13.45
grc,2014,12.99
grc,2015,12.36
grc,2016,11.75
grc,2017,11.48
grc,2018,11.73
grc,2019,10.6
gtm,1991,17.38
gtm,1992,17.29
gtm,1993,17.15
gtm,1994,16.97
gtm,1995,16.86
gtm,1996,16.74
gtm,1997,16.47
gtm,1998,16.16
gtm,1999,17.14
gtm,2000,18.16
gtm,2001,16.62
gtm,2002,15.96
gtm,2003,15.02
gtm,2004,13.79
gtm,2005,14.51
gtm,2006,15.2
gtm,2007,14.68
gtm,2008,14.22
gtm,2009,13.93
gtm,2010,13.49
gtm,2011,12.85
gtm,2012,12.49
gtm,2013,9.62
gtm,2014,11.16
gtm,2015,9.81
gtm,2016,9.32
gtm,2017,10.14
gtm,2018,10.05
gtm,2019,9.78
gum,1991,0.33
gum,1992,0.33
gum,1993,0.32
gum,1994,0.31
gum,1995,0.3
gum,1996,0.29
gum,1997,0.28
gum,1998,0.27
gum,1999,0.26
gum,2000,0.25
gum,2001,0.24
gum,2002,0.22
gum,2003,0.21
gum,2004,0.19
gum,2005,0.18
gum,2006,0.17
gum,2007,0.16
gum,2008,0.15
gum,2009,0.15
gum,2010,0.14
gum,2011,0.13
gum,2012,0.13
gum,2013,0.12
gum,2014,0.11
gum,2015,0.11
gum,2016,0.1
gum,2017,0.1
gum,2018,0.1
gum,2019,0.09
guy,1991,19.66
guy,1992,18.74
guy,1993,19.44
guy,1994,18.58
guy,1995,17.4
guy,1996,17.09
guy,1997,16.57
guy,1998,14.98
guy,1999,12.25
guy,2000,10.88
guy,2001,8.98
guy,2002,7.33
guy,2003,7.11
guy,2004,7.11
guy,2005,7.76
guy,2006,8.53
guy,2007,8.72
guy,2008,8.52
guy,2009,8.72
guy,2010,9.04
guy,2011,8.81
guy,2012,8.85
guy,2013,8.32
guy,2014,8.15
guy,2015,7.87
guy,2016,8.39
guy,2017,8.24
guy,2018,8.21
guy,2019,7.88
hkg,1991,0.63
hkg,1992,0.44
hkg,1993,0.37
hkg,1994,0.38
hkg,1995,0.38
hkg,1996,0.27
hkg,1997,0.22
hkg,1998,0.22
hkg,1999,0.21
hkg,2000,0.22
hkg,2001,0.15
hkg,2002,0.21
hkg,2003,0.17
hkg,2004,0.18
hkg,2005,0.18
hkg,2006,0.19
hkg,2007,0.15
hkg,2008,0.16
hkg,2009,0.17
hkg,2010,0.16
hkg,2011,0.15
hkg,2012,0.15
hkg,2013,0.14
hkg,2014,0.14
hkg,2015,0.13
hkg,2016,0.12
hkg,2017,0.12
hkg,2018,0.11
hkg,2019,0.11
hnd,1991,6.89
hnd,1992,6.82
hnd,1993,6.74
hnd,1994,6.68
hnd,1995,7.36
hnd,1996,8.03
hnd,1997,7.32
hnd,1998,8.02
hnd,1999,8.74
hnd,2000,7.91
hnd,2001,7.24
hnd,2002,9.3
hnd,2003,8.72
hnd,2004,7.31
hnd,2005,8.41
hnd,2006,10.93
hnd,2007,9.39
hnd,2008,9.84
hnd,2009,11.11
hnd,2010,11.91
hnd,2011,9.05
hnd,2012,10.69
hnd,2013,9.54
hnd,2014,8.9
hnd,2015,7.46
hnd,2016,7.87
hnd,2017,9.21
hnd,2018,10.56
hnd,2019,8.27
hrv,1991,24.18
hrv,1992,24.22
hrv,1993,23.98
hrv,1994,23.15
hrv,1995,22.27
hrv,1996,21.21
hrv,1997,19.04
hrv,1998,18.25
hrv,1999,17.62
hrv,2000,16.83
hrv,2001,15.92
hrv,2002,15.19
hrv,2003,17.61
hrv,2004,18.16
hrv,2005,18.9
hrv,2006,14.95
hrv,2007,13.57
hrv,2008,14
hrv,2009,14.17
hrv,2010,15.49
hrv,2011,15.38
hrv,2012,12.17
hrv,2013,9.89
hrv,2014,7.98
hrv,2015,7.43
hrv,2016,5.55
hrv,2017,5.13
hrv,2018,5.07
hrv,2019,4.43
hti,1991,23.9
hti,1992,23.88
hti,1993,23.85
hti,1994,23.91
hti,1995,23.65
hti,1996,23.53
hti,1997,23.21
hti,1998,22.98
hti,1999,22.58
hti,2000,22.09
hti,2001,21.66
hti,2002,21.2
hti,2003,20.71
hti,2004,20.41
hti,2005,19.85
hti,2006,19.37
hti,2007,18.87
hti,2008,18.33
hti,2009,17.74
hti,2010,17.03
hti,2011,16.63
hti,2012,15.98
hti,2013,15.48
hti,2014,15.04
hti,2015,14.66
hti,2016,14.19
hti,2017,13.74
hti,2018,13.32
hti,2019,13.1
hun,1991,7.88
hun,1992,7.65
hun,1993,5.88
hun,1994,5.43
hun,1995,4.65
hun,1996,4.28
hun,1997,4.26
hun,1998,3.88
hun,1999,3.65
hun,2000,3.34
hun,2001,3.42
hun,2002,3.69
hun,2003,2.66
hun,2004,2.67
hun,2005,2.64
hun,2006,2.62
hun,2007,2.28
hun,2008,2.31
hun,2009,2.59
hun,2010,2.31
hun,2011,2.64
hun,2012,2.8
hun,2013,2.61
hun,2014,2.64
hun,2015,2.65
hun,2016,2.84
hun,2017,2.84
hun,2018,2.72
hun,2019,2.84
idn,1991,57.04
idn,1992,56.78
idn,1993,53.4
idn,1994,49.7
idn,1995,43.9
idn,1996,43.88
idn,1997,43.91
idn,1998,45.64
idn,1999,46.32
idn,2000,46.74
idn,2001,44.52
idn,2002,45.4
idn,2003,47.54
idn,2004,44.62
idn,2005,44.38
idn,2006,41.13
idn,2007,41.4
idn,2008,41.36
idn,2009,39.94
idn,2010,38.4
idn,2011,36.79
idn,2012,35.27
idn,2013,33.91
idn,2014,33.37
idn,2015,32.61
idn,2016,30.07
idn,2017,28.82
idn,2018,27.52
idn,2019,26.36
ind,1991,76.17
ind,1992,75.96
ind,1993,75.72
ind,1994,75.46
ind,1995,75.3
ind,1996,75.15
ind,1997,74.98
ind,1998,74.79
ind,1999,74.61
ind,2000,74.39
ind,2001,73.8
ind,2002,73.19
ind,2003,72.52
ind,2004,71.76
ind,2005,71.05
ind,2006,70.34
ind,2007,69.58
ind,2008,68.82
ind,2009,67.93
ind,2010,66.98
ind,2011,63.56
ind,2012,59.96
ind,2013,59.36
ind,2014,58.67
ind,2015,57.93
ind,2016,57.15
ind,2017,56.35
ind,2018,55.53
ind,2019,54.69
irl,1991,4.17
irl,1992,4.07
irl,1993,3.98
irl,1994,3.72
irl,1995,3.61
irl,1996,3.77
irl,1997,3.5
irl,1998,2.71
irl,1999,2.45
irl,2000,2.18
irl,2001,1.89
irl,2002,1.72
irl,2003,1.81
irl,2004,1.44
irl,2005,1.3
irl,2006,1.33
irl,2007,1.55
irl,2008,1.67
irl,2009,1.72
irl,2010,1.9
irl,2011,1.66
irl,2012,1.64
irl,2013,1.7
irl,2014,1.74
irl,2015,1.6
irl,2016,1.54
irl,2017,1.56
irl,2018,1.46
irl,2019,1.21
irn,1991,17.83
irn,1992,17.75
irn,1993,17.93
irn,1994,17.66
irn,1995,17.04
irn,1996,17.14
irn,1997,18.8
irn,1998,19.93
irn,1999,21.9
irn,2000,23.87
irn,2001,25.65
irn,2002,27.74
irn,2003,29.85
irn,2004,31.76
irn,2005,33.59
irn,2006,30.87
irn,2007,33.07
irn,2008,30.69
irn,2009,30.5
irn,2010,27.96
irn,2011,27.18
irn,2012,24.96
irn,2013,23.23
irn,2014,21.82
irn,2015,22.82
irn,2016,21.97
irn,2017,21.33
irn,2018,19.69
irn,2019,18.79
irq,1991,23.4
irq,1992,23.03
irq,1993,22.91
irq,1994,22.68
irq,1995,22.58
irq,1996,22.66
irq,1997,23.39
irq,1998,23.06
irq,1999,24.23
irq,2000,24.48
irq,2001,23.23
irq,2002,21.82
irq,2003,21.56
irq,2004,21.18
irq,2005,20.82
irq,2006,20.94
irq,2007,20.48
irq,2008,20.33
irq,2009,19.27
irq,2010,18.8
irq,2011,18.6
irq,2012,18.55
irq,2013,18.01
irq,2014,17.43
irq,2015,17.08
irq,2016,17.02
irq,2017,16.04
irq,2018,15.58
irq,2019,15.05
isl,1991,5.12
isl,1992,4.49
isl,1993,4.38
isl,1994,4.22
isl,1995,4.37
isl,1996,4.93
isl,1997,4.24
isl,1998,4.95
isl,1999,4.75
isl,2000,4.28
isl,2001,3.39
isl,2002,3.45
isl,2003,2.94
isl,2004,2.73
isl,2005,3.06
isl,2006,2.86
isl,2007,2.51
isl,2008,2.26
isl,2009,2.12
isl,2010,2.23
isl,2011,1.91
isl,2012,2.14
isl,2013,2.45
isl,2014,1.98
isl,2015,1.75
isl,2016,2.18
isl,2017,1.96
isl,2018,1.23
isl,2019,1.4
isr,1991,1.97
isr,1992,2.01
isr,1993,3.51
isr,1994,1.84
isr,1995,1.74
isr,1996,1.65
isr,1997,1.55
isr,1998,1.46
isr,1999,1.38
isr,2000,1.3
isr,2001,1.22
isr,2002,1.14
isr,2003,1.07
isr,2004,1
isr,2005,0.93
isr,2006,0.87
isr,2007,0.81
isr,2008,0.75
isr,2009,0.71
isr,2010,0.66
isr,2011,0.61
isr,2012,0.57
isr,2013,0.68
isr,2014,0.59
isr,2015,0.6
isr,2016,0.56
isr,2017,0.5
isr,2018,0.49
isr,2019,0.46
ita,1991,8.89
ita,1992,8.55
ita,1993,7.2
ita,1994,6.83
ita,1995,6.4
ita,1996,5.61
ita,1997,5.22
ita,1998,5.07
ita,1999,4.52
ita,2000,4.35
ita,2001,4.37
ita,2002,3.93
ita,2003,3.69
ita,2004,3.16
ita,2005,3.26
ita,2006,3.32
ita,2007,3.06
ita,2008,2.83
ita,2009,2.67
ita,2010,2.72
ita,2011,2.64
ita,2012,2.58
ita,2013,2.44
ita,2014,2.41
ita,2015,2.44
ita,2016,2.52
ita,2017,2.35
ita,2018,2.4
ita,2019,2.38
jam,1991,16.11
jam,1992,16.03
jam,1993,12.14
jam,1994,12.21
jam,1995,11.74
jam,1996,11.26
jam,1997,10.07
jam,1998,9.76
jam,1999,8.85
jam,2000,9.23
jam,2001,9.6
jam,2002,9.83
jam,2003,8.81
jam,2004,8.8
jam,2005,8.44
jam,2006,8.33
jam,2007,8.47
jam,2008,8.38
jam,2009,8.23
jam,2010,8.1
jam,2011,7.98
jam,2012,8.02
jam,2013,8.13
jam,2014,7.97
jam,2015,7.93
jam,2016,8.67
jam,2017,9.19
jam,2018,8.92
jam,2019,8.22
jor,1991,3.58
jor,1992,3.63
jor,1993,3.69
jor,1994,3.68
jor,1995,3.69
jor,1996,3.67
jor,1997,3.62
jor,1998,3.55
jor,1999,3.49
jor,2000,3.38
jor,2001,3.27
jor,2002,3.15
jor,2003,2.06
jor,2004,1.33
jor,2005,1.29
jor,2006,1.27
jor,2007,1.27
jor,2008,1.24
jor,2009,1.21
jor,2010,1.17
jor,2011,1.14
jor,2012,1.1
jor,2013,1.04
jor,2014,1
jor,2015,0.94
jor,2016,0.9
jor,2017,0.85
jor,2018,0.8
jor,2019,0.75
jpn,1991,7.78
jpn,1992,7.29
jpn,1993,6.78
jpn,1994,6.58
jpn,1995,6.49
jpn,1996,6.26
jpn,1997,6.02
jpn,1998,5.97
jpn,1999,5.76
jpn,2000,5.55
jpn,2001,5.28
jpn,2002,4.96
jpn,2003,4.82
jpn,2004,4.68
jpn,2005,4.55
jpn,2006,4.44
jpn,2007,4.33
jpn,2008,4.23
jpn,2009,4.1
jpn,2010,3.9
jpn,2011,3.71
jpn,2012,3.54
jpn,2013,3.39
jpn,2014,3.3
jpn,2015,3.22
jpn,2016,3.05
jpn,2017,2.99
jpn,2018,3.02
jpn,2019,2.95
kaz,1991,35.28
kaz,1992,35.6
kaz,1993,36.19
kaz,1994,36.25
kaz,1995,36.21
kaz,1996,36.04
kaz,1997,35.89
kaz,1998,36.17
kaz,1999,35.48
kaz,2000,35.09
kaz,2001,34.19
kaz,2002,34.67
kaz,2003,34.01
kaz,2004,31.96
kaz,2005,31.32
kaz,2006,30.16
kaz,2007,29.71
kaz,2008,29.15
kaz,2009,28.38
kaz,2010,27.41
kaz,2011,26.26
kaz,2012,25
kaz,2013,23.23
kaz,2014,20.08
kaz,2015,17.09
kaz,2016,15.98
kaz,2017,15.13
kaz,2018,14.25
kaz,2019,13.25
ken,1991,54.9
ken,1992,54.71
ken,1993,54.53
ken,1994,54.3
ken,1995,54.13
ken,1996,54.05
ken,1997,54.18
ken,1998,54.36
ken,1999,54.97
ken,2000,57.74
ken,2001,60.29
ken,2002,62.6
ken,2003,64.66
ken,2004,66.46
ken,2005,68.11
ken,2006,68.33
ken,2007,68.13
ken,2008,67.88
ken,2009,67.45
ken,2010,66.79
ken,2011,66.07
ken,2012,65.36
ken,2013,64.59
ken,2014,63.78
ken,2015,62.92
ken,2016,62.05
ken,2017,61.15
ken,2018,60.24
ken,2019,59.34
kgz,1991,36.98
kgz,1992,38.74
kgz,1993,38.97
kgz,1994,41.63
kgz,1995,47.03
kgz,1996,47.37
kgz,1997,48.65
kgz,1998,48.91
kgz,1999,53.21
kgz,2000,54.78
kgz,2001,54.79
kgz,2002,48.67
kgz,2003,42.99
kgz,2004,38.69
kgz,2005,37.34
kgz,2006,35.35
kgz,2007,33.95
kgz,2008,33.88
kgz,2009,32.84
kgz,2010,31.77
kgz,2011,30.66
kgz,2012,29.59
kgz,2013,32.92
kgz,2014,34.47
kgz,2015,31.95
kgz,2016,27.83
kgz,2017,22.25
kgz,2018,20.35
kgz,2019,18.81
khm,1991,80.46
khm,1992,80.07
khm,1993,79.9
khm,1994,80.39
khm,1995,79.99
khm,1996,79.3
khm,1997,78.67
khm,1998,77.92
khm,1999,76.7
khm,2000,74.8
khm,2001,68.58
khm,2002,67.05
khm,2003,66.02
khm,2004,64.13
khm,2005,62.77
khm,2006,61.18
khm,2007,59.56
khm,2008,58.94
khm,2009,58.1
khm,2010,57.72
khm,2011,57.27
khm,2012,54.33
khm,2013,50.92
khm,2014,47.32
khm,2015,44.63
khm,2016,40.38
khm,2017,40.21
khm,2018,38.45
khm,2019,36.57
kor,1991,17.03
kor,1992,16.74
kor,1993,16.17
kor,1994,15.02
kor,1995,14.05
kor,1996,13.18
kor,1997,12.77
kor,1998,14.3
kor,1999,13.25
kor,2000,12.25
kor,2001,11.31
kor,2002,10.67
kor,2003,10.14
kor,2004,9.52
kor,2005,8.85
kor,2006,8.48
kor,2007,8.14
kor,2008,7.86
kor,2009,7.51
kor,2010,6.88
kor,2011,6.75
kor,2012,6.32
kor,2013,6.92
kor,2014,5.63
kor,2015,5.37
kor,2016,4.99
kor,2017,4.77
kor,2018,4.74
kor,2019,4.83
kwt,1991,0.05
kwt,1992,0.05
kwt,1993,0.05
kwt,1994,0.05
kwt,1995,0.05
kwt,1996,0.05
kwt,1997,0.05
kwt,1998,0.05
kwt,1999,0.05
kwt,2000,0.05
kwt,2001,0.05
kwt,2002,0.05
kwt,2003,0.05
kwt,2004,0.05
kwt,2005,0.05
kwt,2006,0.05
kwt,2007,0.05
kwt,2008,0.05
kwt,2009,0.05
kwt,2010,0.04
kwt,2011,0.04
kwt,2012,0.04
kwt,2013,0.04
kwt,2014,0.04
kwt,2015,0.03
kwt,2016,0.03
kwt,2017,0.03
kwt,2018,0.03
kwt,2019,0.03
lao,1991,90.63
lao,1992,90.45
lao,1993,90.16
lao,1994,89.87
lao,1995,89.37
lao,1996,88.64
lao,1997,87.87
lao,1998,86.98
lao,1999,86.29
lao,2000,85.42
lao,2001,84.51
lao,2002,83.64
lao,2003,82.61
lao,2004,81.38
lao,2005,80.19
lao,2006,79.31
lao,2007,77.82
lao,2008,76.31
lao,2009,75.01
lao,2010,73.58
lao,2011,72.47
lao,2012,71.31
lao,2013,70.01
lao,2014,68.83
lao,2015,67.74
lao,2016,66.84
lao,2017,65.75
lao,2018,64.63
lao,2019,63.54
lbn,1991,18.48
lbn,1992,18.58
lbn,1993,18.71
lbn,1994,18.67
lbn,1995,18.57
lbn,1996,18.64
lbn,1997,18.3
lbn,1998,18.07
lbn,1999,17.55
lbn,2000,17
lbn,2001,16.67
lbn,2002,16.32
lbn,2003,15.95
lbn,2004,15.69
lbn,2005,15.33
lbn,2006,14.65
lbn,2007,14.26
lbn,2008,13.99
lbn,2009,13.8
lbn,2010,13.64
lbn,2011,13.27
lbn,2012,12.99
lbn,2013,12.73
lbn,2014,12.43
lbn,2015,12.09
lbn,2016,11.71
lbn,2017,11.19
lbn,2018,10.5
lbn,2019,9.49
lbr,1991,59.91
lbr,1992,60.57
lbr,1993,61.16
lbr,1994,61.51
lbr,1995,60.37
lbr,1996,59.75
lbr,1997,58.24
lbr,1998,56.94
lbr,1999,55.76
lbr,2000,54.13
lbr,2001,53.17
lbr,2002,52.26
lbr,2003,53.42
lbr,2004,52.98
lbr,2005,52.32
lbr,2006,51.36
lbr,2007,50.15
lbr,2008,49.2
lbr,2009,48.37
lbr,2010,47.46
lbr,2011,46.31
lbr,2012,45.14
lbr,2013,43.9
lbr,2014,43.33
lbr,2015,42.84
lbr,2016,42.12
lbr,2017,41.45
lbr,2018,40.94
lbr,2019,40.33
lby,1991,31.98
lby,1992,31.69
lby,1993,31.39
lby,1994,31.27
lby,1995,30.61
lby,1996,30.31
lby,1997,29.77
lby,1998,28.97
lby,1999,28.67
lby,2000,28.53
