geo,time,sh_uhc_oopc_10_zs
isl,1995,6.99009
isr,1997,8.18527
isr,1999,7.47247
isr,2001,12.24335
isr,2005,12.73493
isr,2007,12.2206
isr,2010,9.7091
isr,2012,10.64733
ita,2001,8.8088
ita,2010,9.29076
jam,1990,7.03683
jam,1991,10.11804
jam,1992,9.69548
jam,1996,5.81459
jam,1997,3.5408
jam,2001,5.38756
jam,2002,10.37844
jam,2003,10.37182
jam,2004,10.19687
jor,2002,1.47785
jor,2006,5.31371
jor,2008,1.71958
jpn,2010,9.1
jpn,2011,9.2
jpn,2012,9.3
jpn,2013,9.1
jpn,2014,9.1
jpn,2015,9.2
jpn,2016,9.4
jpn,2017,9.6
jpn,2018,9.7
jpn,2019,10.5
kaz,2001,2.16789
kaz,2002,2.11899
kaz,2003,2.31707
kaz,2004,2.62902
kaz,2005,1.70365
kaz,2007,3.28591
kaz,2008,3.65423
kaz,2009,2.64711
kaz,2010,3.3706
kaz,2011,1.82553
kaz,2012,1.90575
kaz,2013,1.80659
kaz,2014,1.93469
kaz,2015,2.53855
ken,2005,5.54782
ken,2015,5.05161
kgz,2000,2.36389
kgz,2001,2.68133
kgz,2002,2.40115
kgz,2003,1.27879
kgz,2004,8.62118
kgz,2005,4.61277
kgz,2006,3.96002
kgz,2007,2.63713
kgz,2008,3.66914
kgz,2009,3.96812
kgz,2010,1.50403
kgz,2016,3.47397
khm,2009,18.74461
khm,2014,13.16732
khm,2019,17.86131
kir,2006,0
kor,2003,8.32623
kor,2004,8.24883
kor,2005,9.58848
kor,2006,10.78191
kor,2007,11.83475
kor,2008,11.09833
kor,2009,12.11129
kor,2010,12.70468
kor,2011,12.28208
kor,2012,12.3406
kor,2013,12.30804
kor,2014,12.85345
kor,2015,13.50662
kor,2016,13.94526
kor,2017,13.20798
kor,2018,11.95702
kos,2003,5.27636
kos,2005,7.1659
kos,2006,7.57685
kos,2009,8.54496
kos,2010,8.4777
kos,2011,7.11361
kos,2016,6.95602
lao,2002,3.07089
lao,2007,2.98232
lbn,1999,44.81721
lbn,2012,26.6
lbr,2007,7.85849
lbr,2014,22.32789
lbr,2016,6.74919
lca,2016,6.55558
lka,1995,4.90554
lka,2005,6.28414
lka,2006,5.54749
lka,2009,4.6866
lka,2012,5.78204
lka,2015,5.4186
lka,2016,5.43667
lso,2010,4.5133
ltu,1998,7.41942
ltu,1999,7.9943
ltu,2000,10.06374
ltu,2001,11.4849
ltu,2002,12.08224
ltu,2003,11.51156
ltu,2004,11.98402
ltu,2008,12.85017
lux,1998,1.16194
lux,2010,3.38401
lux,2012,3.58621
lux,2013,3.33182
lux,2014,2.96724
lux,2015,3.34634
lux,2016,3.52172
lva,1997,9.93734
lva,2002,9.19287
lva,2003,10.49733
lva,2004,12.08431
lva,2005,12.47875
lva,2006,10.91482
lva,2007,15.37224
lva,2008,15.09538
lva,2009,15.46334
lva,2010,17.18019
lva,2011,18.59534
lva,2012,17.77253
lva,2013,18.04096
lva,2014,18.84479
lva,2015,19.41652
lva,2016,21.40697
mar,1998,4.15223
mar,2000,11.50406
mar,2006,22.00155
mar,2013,20.53652
mda,1998,7.95672
mda,1999,7.43842
mda,2000,6.89107
mda,2001,8.75712
mda,2002,9.58301
mda,2003,10.60799
mda,2004,9.44137
mda,2005,10.75419
mda,2006,15.05706
mda,2007,14.45398
mda,2008,14.92926
mda,2009,16.53252
mda,2010,18.10576
mda,2011,15.63052
mda,2012,16.3087
mda,2013,16.04522
mda,2014,16.33582
mda,2015,18.48619
mda,2016,18.68421
mdg,2005,0.21276
mdg,2010,1.63785
mdg,2012,2.86987
mdv,2004,7.33043
mdv,2009,19.84966
mdv,2016,10.26926
mex,2008,3.58642
mex,2012,2.50793
mex,2014,2.61237
mex,2016,1.55109
mkd,1996,1.90942
mkd,1997,1.6904
mkd,1998,1.41986
mkd,1999,1.46295
mkd,2000,1.98576
mkd,2002,6.57851
mkd,2003,6.72612
mkd,2004,7.18694
mkd,2005,7.06134
mkd,2006,7.84399
mli,1994,7.01746
mli,2006,3.37538
mli,2009,4.41238
mli,2011,2.56322
mli,2014,3.45776
mli,2015,2.1343
mli,2016,1.95295
mli,2017,1.50743
mli,2018,2.06103
mlt,2008,16.20221
mlt,2015,15.94034
mmr,2015,13.82277
mmr,2017,12.70674
mne,2005,8.56665
mne,2006,6.50025
mne,2007,7.64397
mne,2008,6.85613
mne,2009,7.4182
mne,2010,7.02829
mne,2011,9.306
mne,2012,7.78289
mne,2013,9.13231
mne,2014,8.86138
mne,2015,10.26834
mng,2002,1.2845
mng,2009,1.84008
mng,2010,1.33262
mng,2011,1.75137
mng,2012,2.15819
mng,2014,3.03988
mng,2016,4.4852
mng,2018,7.19407
moz,2002,0.82651
moz,2008,1.19356
moz,2014,1.61487
mrt,2004,10.53741
mrt,2014,11.65683
mus,1996,6.78671
mus,2006,4.93933
mus,2012,5.59145
mus,2017,8.20112
mwi,2004,0.31208
mwi,2010,1.64452
mwi,2013,6.79728
mwi,2016,4.3808
mys,2013,1.1
mys,2016,1.96
mys,2019,1.52346
nam,2009,1.21601
nam,2015,1.51895
ner,2005,3.74276
ner,2007,1.62172
ner,2011,6.62618
ner,2018,6.51632
nga,2003,22.85017
nga,2009,24.7697
nga,2010,18.87563
nga,2012,16.87661
nga,2015,18.56214
nga,2018,15.79472
nic,1993,9.27417
nic,1998,12.348
nic,2001,15.94995
nic,2009,16.17573
nic,2014,24.73163
nor,1996,4.85269
nor,1997,4.3187
nor,1998,5.09102
npl,1995,5.63246
npl,2003,9.97029
npl,2013,10.31283
npl,2014,10.20267
npl,2015,9.84257
npl,2016,10.65833
omn,1999,0.6271
pak,2001,5.95565
pak,2004,3.37107
pak,2007,2.7093
pak,2010,3.0384
pak,2011,3.75575
pak,2013,5.61037
pak,2015,4.4687
pan,1997,9.25435
pan,2003,11.92994
pan,2007,3.31211
pan,2008,3.08684
pan,2017,6.20297
per,2000,11.81786
per,2006,10.74095
per,2008,11.57394
per,2009,10.63675
per,2011,11.24565
per,2012,11.71232
per,2013,10.48686
per,2014,9.17436
per,2015,8.26573
per,2016,8.46058
per,2017,7.97639
per,2018,9.21546
per,2019,8.40138
phl,1997,3.17399
phl,2000,2.83264
phl,2003,2.93727
phl,2006,4.3937
phl,2009,4.49851
phl,2012,6.12744
phl,2015,6.31023
pol,1993,16.88867
pol,1998,11.00197
pol,1999,11.86876
pol,2000,12.39474
pol,2001,12.39831
pol,2002,12.29443
pol,2003,11.72819
pol,2004,12.73766
pol,2005,14.61314
pol,2006,13.81506
pol,2007,14.18166
pol,2008,14.0041
pol,2009,14.3952
pol,2010,13.45948
pol,2011,13.89794
pol,2012,13.92779
pol,2013,13.29149
pol,2014,12.61313
pol,2015,13.73244
pol,2016,14.11255
prt,1990,8.11815
prt,1994,15.13155
prt,2011,18.37757
pry,2000,9.23329
pry,2001,10.3188
pry,2013,6.88332
pry,2014,7.10148
pse,2004,7.91127
pse,2005,6.24667
pse,2006,7.14526
pse,2007,9.38692
pse,2009,8.88603
pse,2010,6.03937
pse,2016,7.5651
rou,1998,5.87271
rou,1999,6.93077
rou,2000,7.02793
rou,2001,7.00315
rou,2002,7.60729
rou,2003,7.95013
rou,2004,9.61965
rou,2005,10.06198
rou,2006,10.61855
rou,2007,10.57294
rou,2008,11.47571
rou,2009,12.14717
rou,2010,12.26467
rou,2011,13.01703
rou,2012,11.99163
rou,2013,12.54732
rou,2015,13.94886
rou,2016,13.42163
rus,1997,3.61261
rus,1998,2.87091
rus,1999,2.07829
rus,2000,3.21518
rus,2001,1.9311
rus,2002,3.16077
rus,2003,1.40937
rus,2004,2.43873
rus,2010,3.80142
rus,2011,3.91412
rus,2012,3.04818
rus,2013,4.83508
rus,2014,4.87079
rus,2019,7.2
rus,2020,7.7
rwa,2000,8.44065
rwa,2005,2.3546
rwa,2010,4.60984
rwa,2013,1.63222
rwa,2016,1.15057
sau,2013,1.73
sau,2018,1.31
sdn,2009,18.35682
sen,2001,1.60001
sen,2005,1.38465
sen,2011,3.32692
sgp,2013,9.01352
sle,2003,35.93377
sle,2011,37.09108
sle,2018,16.40277
slv,2014,1.69175
som,2016,0.54745
som,2017,0.13281
srb,2003,7.75371
srb,2004,8.56894
srb,2005,10.83027
srb,2006,10.28314
srb,2007,11.41313
srb,2008,9.58335
srb,2009,8.29695
srb,2010,9.83929
srb,2013,9.02515
srb,2015,8.04729
ssd,2009,8.71869
ssd,2016,11.71293
ssd,2017,13.36821
stp,2010,0.86319
stp,2017,4.8279
sur,2016,4.87028
svk,2004,5.28194
svk,2005,5.10269
svk,2006,3.7631
svk,2007,3.73972
svk,2008,4.34251
svk,2009,4.48397
svk,2010,3.7773
svk,2015,2.65124
svn,2007,2.63176
svn,2010,4.5861
svn,2012,4.1748
svn,2015,2.51343
svn,2018,3.69475
swe,1996,5.52889
swz,2000,8.75735
swz,2009,13.38924
swz,2016,4.99504
syc,2006,0.0687
syc,2013,2.55916
syr,2003,5.5361
syr,2007,6.87981
tcd,2003,6.27866
tcd,2011,8.68714
tgo,2006,11.31957
tgo,2011,17.55588
tgo,2015,29.007
tgo,2018,13.37652
tha,1994,6.66899
tha,1996,5.98701
tha,1998,5.16803
tha,2000,5.62906
tha,2002,3.98099
tha,2004,3.82603
tha,2006,3.58882
tha,2007,3.14027
tha,2008,2.97383
tha,2009,3.22457
tha,2010,2.77473
tha,2011,2.20399
tha,2012,2.52065
tha,2013,2.20342
tha,2014,2.13762
tha,2015,1.87841
tha,2016,1.99466
tha,2017,2.22001
tha,2018,2.03877
tha,2019,1.87286
tjk,1999,11.89078
tjk,2003,17.05142
tjk,2007,6.45953
tjk,2009,15.37836
tjk,2013,7.56718
tjk,2014,8.41942
tjk,2016,9.15057
tjk,2017,8.84584
tjk,2018,10.25051
tls,2001,2.58845
tls,2007,2.35592
tls,2014,2.61267
tto,2005,2.58313
tto,2014,3.87585
tun,1995,16.32642
tun,2000,20.79125
tun,2005,21.90861
tun,2010,16.69309
tun,2015,16.73617
tur,2002,6.00768
tur,2003,4.72933
tur,2004,5.57019
tur,2005,5.11324
tur,2006,5.00167
tur,2007,5.14158
tur,2008,3.7376
tur,2009,3.58882
tur,2010,3.8607
tur,2011,3.34209
tur,2012,3.1011
tur,2013,3.63089
tur,2014,3.69254
tur,2015,3.5145
tur,2016,3.18637
tza,2000,1.82722
tza,2007,2.23532
tza,2011,6.40146
tza,2018,4.29529
uga,1996,14.61791
uga,1999,9.4349
uga,2002,9.57046
uga,2005,20.29677
uga,2009,16.77242
uga,2012,15.73578
uga,2016,15.27061
ukr,1996,8.13937
ukr,2002,12.40763
ukr,2003,10.21778
ukr,2004,10.33047
ukr,2005,8.2047
ukr,2006,8.36225
ukr,2007,9.06774
ukr,2008,5.8268
ukr,2009,6.82567
ukr,2010,6.905
ukr,2011,7.01449
ukr,2012,7.68779
ukr,2013,7.20657
ukr,2014,7.7555
ukr,2015,7.13276
ukr,2016,8.93405
ukr,2017,7.30401
ukr,2018,7.78259
ukr,2019,8.3191
ury,1995,13.87424
ury,2005,5.92595
ury,2016,2.34277
usa,1996,5.94418
usa,1997,6.02557
usa,1998,5.99149
usa,1999,6.0515
usa,2000,5.94234
usa,2001,5.81953
usa,2002,6.32344
usa,2003,5.78954
usa,2004,5.57503
usa,2005,5.66743
usa,2006,5.41747
usa,2008,4.55903
usa,2009,4.69574
usa,2011,4.72381
usa,2012,4.99493
usa,2013,4.7726
usa,2014,4.89691
usa,2015,4.39831
usa,2016,4.46736
usa,2019,4.30515
uzb,2000,8.14168
uzb,2002,6.20292
uzb,2003,6.66164
vnm,1992,19.8
vnm,1997,14.20115
vnm,1998,14.2
vnm,2002,12.71916
vnm,2004,15.90678
vnm,2006,14.40894
vnm,2008,14.55216
vnm,2010,11.32261
vnm,2012,9.13621
vnm,2014,9.81572
vnm,2016,9.39367
vnm,2018,10.03239
vnm,2020,8.46224
yem,1998,6.08629
yem,2005,15.40344
yem,2014,15.82539
zaf,1990,1.43641
zaf,2000,5.07401
zaf,2005,1.7547
zaf,2008,2.93685
zaf,2010,0.75069
zaf,2014,1.02753
zmb,1996,4.96251
zmb,2004,2.79314
zmb,2006,1.85491
zmb,2010,0.2879
zwe,2017,11.8213
