geo,time,fr_inr_risk
bhr,2014,5.08306
bhs,1976,4.185
bhs,1977,4.58
bhs,1978,6.01417
bhs,1979,6.0525
bhs,1980,3.465
bhs,1981,2.11083
bhs,1982,2.23833
bhs,1983,1.89167
bhs,1984,4.125
bhs,1985,4.43167
bhs,1986,5.78417
bhs,1987,6.60417
bhs,1988,4.53833
bhs,1989,3.7875
bhs,1990,3.14833
bhs,1991,2.51
bhs,1992,2.75917
bhs,1993,3.49833
bhs,1994,4.99667
bhs,1995,3.74083
bhs,1996,2.29667
bhs,1997,2.40167
bhs,1998,2.9075
bhs,1999,4.40333
bhs,2000,4.9675
bhs,2001,4.0575
bhs,2002,3.505
bhs,2003,4.22417
bhs,2004,5.445
bhs,2005,5.40083
bhs,2006,4.63167
bhs,2007,2.83679
bhs,2008,2.76614
bhs,2009,2.8831
bhs,2010,3.22253
bhs,2011,3.81418
bhs,2012,4.51429
bhs,2013,4.45138
bhs,2014,4.21662
bhs,2015,4.07148
bhs,2016,3.10894
bhs,2017,2.42203
bhs,2018,2.5575
bhs,2019,2.64457
bhs,2020,2.45437
bhs,2021,1.72307
blz,1982,2.595
blz,1983,4.08417
blz,1984,5.04417
blz,1985,1.82833
blz,1986,3.88667
blz,1987,5.34083
blz,1988,5.235
blz,1989,6.40667
blz,1990,6.67417
blz,1991,7.53583
blz,1992,8.94167
blz,1993,9.7725
blz,1994,10.50083
blz,1995,11.59333
blz,1996,12.51917
blz,1997,12.77833
blz,1998,12.6675
blz,1999,10.3625
blz,2000,10.095
blz,2001,9.54417
blz,2002,10.24333
blz,2003,11.125
blz,2004,10.72167
blz,2005,11.035
blz,2006,10.98917
blz,2007,11.11333
blz,2008,10.92083
blz,2009,10.86167
blz,2010,10.8448
blz,2011,10.93892
blz,2012,10.35556
blz,2013,10.07672
blz,2014,10.35116
blz,2015,10.21096
blz,2016,9.80541
blz,2017,8.80625
blz,2018,7.91167
blz,2019,7.835
blz,2020,7.46417
blz,2021,7.17083
bol,1994,37.68167
bol,1995,26.50417
bol,1996,36.0325
bol,1997,36.39917
bol,1998,27.08
bol,1999,21.30417
bol,2000,23.6025
bol,2001,8.58155
bol,2002,8.22688
bol,2003,7.73863
bol,2004,7.0585
bol,2005,11.65128
bol,2006,7.33302
bol,2007,6.82461
bol,2008,5.56413
bol,2009,9.49632
bol,2010,9.83998
bol,2011,10.45392
bol,2012,10.61192
bol,2013,9.95909
bol,2014,7.71657
bol,2015,7.49916
bol,2016,7.73483
bol,2017,7.76099
bra,1997,53.4008
bra,1998,57.79667
bra,1999,54.05708
bra,2000,38.32417
bra,2001,37.55917
bra,2002,43.44417
bra,2003,44.97834
bra,2004,37.788
bra,2005,36.62375
bra,2006,36.43158
bra,2007,32.21588
bra,2008,33.56609
bra,2009,34.94774
bra,2010,29.06083
bra,2011,32.2209
bra,2012,28.56923
bra,2013,18.40216
bra,2014,20.46808
bra,2015,29.79838
bra,2016,38.63789
bra,2017,37.85922
bra,2018,31.77403
bra,2019,31.29593
bra,2020,26.2813
bra,2021,22.90315
brb,1981,1.965
brb,1982,0.12667
brb,1983,4.34333
brb,1984,4.57917
brb,1985,5.03
brb,1986,4.64583
brb,1987,3.91083
brb,1988,4.68417
brb,1989,5.015
brb,1990,4.34833
brb,1991,3.07417
brb,1992,2.66167
brb,1993,3.48083
brb,1994,1.8225
brb,1995,1.99167
brb,1996,3.1475
brb,1997,6.2275
brb,1998,4.13833
brb,1999,3.5625
brb,2000,4.8975
brb,2001,6.44417
brb,2002,6.40333
brb,2003,7.08917
brb,2004,7.12917
brb,2005,4.5425
brb,2006,4.33
brb,2007,5.11083
brb,2008,5.83583
brb,2009,5.445
brb,2010,5.39833
brb,2011,5.29333
brb,2012,5.2
brb,2013,5.3025
brb,2014,5.1825
brb,2015,5.23667
brb,2016,4.74417
brb,2017,4.74667
brb,2018,4.91583
brb,2019,7.55
brb,2020,7.55
brb,2021,7.55
can,1960,2.54833
can,1961,2.7925
can,1962,1.65583
can,1963,2.18833
can,1964,2.00083
can,1965,1.78667
can,1966,1.005
can,1967,1.27583
can,1968,0.64917
can,1969,0.76583
can,1970,2.17583
can,1971,2.91667
can,1972,2.43917
can,1973,2.17583
can,1974,2.92583
can,1975,2.02167
can,1976,1.17417
can,1977,1.16833
can,1978,1.01167
can,1979,1.20833
can,1980,1.45667
can,1981,1.57167
can,1982,2.155
can,1983,1.85667
can,1984,1.00333
can,1985,1.15333
can,1986,1.55
can,1987,1.375
can,1988,1.35083
can,1989,1.27917
can,1990,1.25417
can,1991,1.21083
can,1992,0.89417
can,1993,1.09417
can,1994,1.33667
can,1995,1.75333
can,1996,1.85583
can,1997,1.7
can,1998,1.87333
can,1999,1.71775
can,2000,1.781
can,2001,2.04392
can,2002,1.62258
can,2003,1.81742
can,2004,1.78008
can,2005,1.69058
can,2006,1.77833
can,2007,1.9525
can,2008,2.33917
can,2009,2.04583
can,2010,2.00667
can,2011,2.07833
can,2012,2.0275
can,2013,2.03083
can,2014,2.08917
can,2015,2.27167
can,2016,2.2
can,2017,2.18333
cpv,2006,8.10891
cpv,2007,7.14183
cpv,2008,6.58141
cpv,2009,7.45567
cpv,2010,7.15128
cpv,2011,5.85247
cpv,2012,5.72328
cpv,2013,7.13312
cpv,2014,9.3884
cpv,2015,9.25999
cpv,2016,8.96423
cpv,2017,8.86312
cpv,2018,7.97293
cpv,2019,8.03667
cpv,2020,7.19451
cze,1993,5.7275
cze,1994,6.66167
cze,1995,4.25833
cze,1996,2.0275
cze,1997,2.275
cze,1998,-1.33783
cze,1999,1.46167
cze,2000,1.84142
cze,2001,1.99923
cze,2002,2.9559
cze,2003,3.66133
cze,2004,3.76267
cze,2005,3.82842
cze,2006,3.45804
cze,2007,2.94983
cze,2008,2.52726
cze,2009,4.00882
cze,2010,4.94107
cze,2011,4.8851
cze,2012,4.78992
cze,2013,4.85199
cze,2015,4.49934
cze,2016,4.15718
cze,2017,4.1309
cze,2018,3.05974
dma,1982,3.68489
dma,1983,3.95291
dma,1984,4.71231
dma,1985,4.26561
dma,1986,4.48813
dma,1987,4.75698
dma,1988,4.75698
dma,1989,4.75698
dma,1990,4.75698
dma,1991,4.7163
dma,1992,5.04817
dma,1993,5.52382
dma,1994,5.21049
dma,1995,5.10074
dma,1996,5.03033
dma,1997,4.77306
dma,1998,4.87256
dma,1999,4.99567
dma,2000,5.2808
dma,2001,4.73975
dma,2002,4.5729
dma,2003,5.1007
dma,2004,2.54144
dma,2005,3.51818
dma,2006,3.1024
dma,2007,2.76801
dma,2008,2.66405
dma,2009,3.61929
dma,2010,3.05501
dma,2011,2.44038
dma,2012,4.69715
dma,2013,6.26654
dma,2014,6.9618
dma,2015,5.42742
dma,2016,4.8475
dma,2017,6.19
dma,2018,5.96222
dza,1998,1.75111
dza,1999,0.7075
dza,2000,0.19875
dza,2001,3.64833
dza,2002,5.72083
dza,2003,6.45333
dza,2004,7.1325
dza,2005,7.24833
dza,2006,5.85667
dza,2007,7.04125
dza,2008,7.66583
dza,2009,7.29417
dza,2010,7.68667
dza,2011,7.78833
dza,2012,7.51083
dza,2013,7.7525
dza,2014,7.7125
dza,2015,7.5025
dza,2016,6.805
dza,2017,6.25417
dza,2018,5.64083
dza,2019,5.09583
dza,2020,5
dza,2021,5
egy,1997,4.675
egy,1998,4.21667
egy,1999,4.13167
egy,2000,4.1825
egy,2001,4.56667
egy,2002,6.9
egy,2003,4.60833
egy,2004,3.64167
egy,2005,3.70983
egy,2006,3.7365
egy,2007,4.97275
egy,2008,2.84483
egy,2009,1.81033
egy,2010,1.36475
egy,2011,-0.95583
egy,2012,-1.606
egy,2013,0.00867
egy,2014,0.68867
egy,2015,0.39475
egy,2016,-0.65258
egy,2017,-1.26367
egy,2018,-0.56492
egy,2019,-0.66892
egy,2020,-1.75008
egy,2021,-3.28167
eth,1985,5.5
eth,1986,4.25
eth,1987,3
eth,1988,3
eth,1989,3
eth,1990,3
eth,1991,3
eth,1992,2.75
eth,1993,2
eth,1994,2.33333
eth,1995,3.08333
eth,1996,6.69833
eth,1997,6.53417
eth,1998,7.02
eth,1999,6.93167
eth,2000,8.15583
eth,2001,7.80933
eth,2002,7.35933
eth,2003,5.63626
eth,2004,6.4355
eth,2005,6.75242
eth,2006,6.91525
eth,2007,6.56949
eth,2008,7.32086
fji,1992,8.76583
fji,1993,9.10167
fji,1994,8.77417
fji,1995,8.13667
fji,1996,8.17917
fji,1997,8.4375
fji,1998,7.64583
fji,1999,6.76667
fji,2000,4.855
fji,2001,6.81958
fji,2002,6.39333
fji,2003,6.56887
fji,2004,5.64023
fji,2005,4.83888
fji,2006,0.52395
fji,2007,5.19504
fji,2008,7.6566
fji,2009,1.7855
fji,2010,4.0409
fji,2011,5.21474
fji,2012,6.42579
fji,2013,5.94573
fji,2014,4.57302
fji,2015,4.57577
fji,2016,4.58355
fji,2017,4.39345
fji,2018,4.27149
fji,2019,3.52468
fji,2020,4.37534
fji,2021,5.19853
gbr,1967,-0.32
gbr,1968,-0.965
gbr,1969,-1.015
gbr,1970,0.23083
gbr,1971,1.92083
gbr,1972,1.995
gbr,1973,-1.29333
gbr,1974,-2.37167
gbr,1975,0.29421
gbr,1976,-0.05516
gbr,1977,1.25386
gbr,1978,0.58773
gbr,1979,0.69441
gbr,1980,1.19135
gbr,1981,0.26672
gbr,1982,0.55205
gbr,1983,0.23608
gbr,1984,0.37959
gbr,1985,0.65337
gbr,1986,0.56408
gbr,1987,0.50443
gbr,1988,0.29739
gbr,1989,0.56117
gbr,1990,0.67389
gbr,1991,0.87179
gbr,1992,0.62619
gbr,1993,0.79943
gbr,1994,0.30829
gbr,1995,0.36718
gbr,1996,0.18132
gbr,1997,0.08141
gbr,1998,0.40696
gbr,1999,0.30635
gbr,2000,0.16274
gbr,2001,0.35769
gbr,2002,0.13708
gbr,2003,0.14094
gbr,2004,-0.04992
gbr,2005,0.09754
gbr,2006,-0.00988
gbr,2007,-0.01557
gbr,2008,0.37083
gbr,2009,0.11837
gbr,2010,0.00367
gbr,2011,0.01414
gbr,2012,0.18718
gbr,2013,0.1985
gbr,2014,0.11992
geo,2003,-20.50712
geo,2004,2.92796
geo,2005,4.97756
geo,2009,11.88803
geo,2010,6.29092
geo,2011,5.3121
geo,2012,8.04691
geo,2013,8.43464
geo,2014,5.74188
geo,2015,3.71074
geo,2016,4.23401
geo,2017,4.18574
geo,2018,3.86925
geo,2019,3.59169
geo,2020,3.24712
geo,2021,3.62697
gin,1998,10.5625
gin,1999,10.24417
gin,2000,5.17083
gmb,1985,3.98333
gmb,1986,11.375
gmb,1987,8.16667
gmb,1988,11.54167
gmb,1989,9.08333
gmb,1990,9
gmb,1991,8.04167
gmb,1992,8.04167
gmb,1993,8.66667
gmb,1994,9.5
gmb,1995,9.41667
gmb,1996,9.5
gmb,1997,9.5
gmb,1998,9.66667
gmb,1999,10.375
gmb,2000,11.91667
gmb,2001,10.91667
gmb,2002,8.58333
gmb,2003,2.83333
gmb,2004,5.75
gmb,2005,12.41667
gmb,2006,15.60833
gmb,2007,14.45667
gmb,2008,13.68333
gmb,2009,12.66917
gmb,2010,13.84
gmb,2011,16.1875
gmb,2012,15.54083
gmb,2017,18.27833
gmb,2018,19.05667
gmb,2019,19.4865
gmb,2020,19.85704
gmb,2021,16.10167
grd,2010,4.32501
grd,2011,4.77181
grd,2012,3.7309
grd,2013,3.27021
grd,2014,3.18598
grd,2015,3.09425
grd,2016,3.36333
grd,2017,4.6525
grd,2018,4.1757
guy,1981,1.88
guy,1982,2.09583
guy,1983,2.25
guy,1984,2.25
guy,1985,2.25
guy,1986,2.25
guy,1987,3.66583
guy,1988,4.04333
guy,1989,3.7525
guy,1990,2.75
guy,1991,2.615
guy,1992,2.9425
guy,1993,2.535
guy,1994,0.69833
guy,1995,1.71417
guy,1996,6.44333
guy,1997,8.13667
guy,1998,8.43583
guy,1999,5.79833
guy,2000,7.41833
guy,2001,9.23
guy,2002,11.38667
guy,2003,11.95357
guy,2004,10.92167
guy,2005,10.75
guy,2006,10.58681
guy,2007,10.6725
guy,2008,10.59667
guy,2009,10.23641
guy,2010,10.66753
guy,2011,11.96974
guy,2012,12.13028
guy,2013,12.18083
guy,2014,11.26608
guy,2015,10.99775
guy,2016,11.14783
guy,2017,11.45033
guy,2018,11.46192
guy,2019,8.94192
guy,2020,7.92803
guy,2021,7.338
hkg,1992,3.50333
hkg,1993,3.33
hkg,1994,3.095
hkg,1995,3.16667
hkg,1996,3.47583
hkg,1997,2.47
hkg,1998,2.61083
hkg,1999,3.14917
hkg,2000,3.345
hkg,2001,3.55125
hkg,2002,3.4875
hkg,2003,4.25
hkg,2004,4.76333
hkg,2005,3.52083
hkg,2006,4.27833
hkg,2007,4.43
hkg,2008,4.60667
hkg,2009,4.93417
hkg,2010,4.76667
hkg,2011,4.865
hkg,2012,4.87917
hkg,2013,4.8825
hkg,2014,4.91833
hkg,2015,4.99167
hkg,2016,4.75417
hkg,2017,4.50667
hkg,2018,3.725
hkg,2019,3.35917
hkg,2020,4.59417
hkg,2021,4.9625
hun,1988,-0.26667
hun,1989,-0.2125
hun,1990,-1.35
hun,1991,0.66928
hun,1992,10.4
hun,1993,8.20833
hun,1994,0.46667
hun,1995,0.56667
hun,1996,3.35
hun,1997,1.63333
hun,1998,1.44167
hun,1999,1.66667
hun,2000,1.56667
hun,2001,1.325
hun,2002,1.26054
hun,2003,1.38758
hun,2004,1.4996
hun,2005,1.58799
hun,2006,1.21129
hun,2007,1.41165
hun,2008,1.27769
hun,2009,2.5524
hun,2010,2.21646
hun,2011,2.30266
hun,2012,2.10416
hun,2013,2.124
hun,2014,2.2736
hun,2015,1.74012
hun,2016,1.35521
hun,2017,1.45398
hun,2018,1.42785
hun,2019,1.7935
hun,2020,1.49778
hun,2021,2.09591
irq,2002,9
irq,2003,8.65
irq,2004,7.9425
irq,2005,6.34583
irq,2006,4.88917
irq,2007,-2.21667
irq,2008,1.54417
irq,2009,8.72667
irq,2010,5.70694
irq,2011,4.775
irq,2012,7.72167
irq,2013,8.36667
irq,2014,5.00333
isl,1992,2.725
isl,1993,5.76
isl,1994,5.62
isl,1995,4.3625
isl,1996,5.465
isl,1997,5.84917
isl,1998,5.385
isl,1999,4.69417
isl,2000,5.68417
isl,2001,6.91667
isl,2002,7.355
isl,2003,7.01917
isl,2004,5.98083
isl,2005,5.98172
isl,2006,4.496
isl,2007,4.16111
isl,2008,1.83957
isl,2009,7.60394
isl,2010,3.60703
isl,2011,3.41891
isl,2012,2.76601
isl,2013,1.96
isl,2014,1.7175
isl,2015,1.685
isl,2016,1.9575
isl,2017,2.27667
isl,2018,2.23417
isl,2019,2.55792
isl,2020,3.76938
isl,2021,3.61657
isr,2013,3.10535
isr,2014,3.36852
isr,2015,3.34286
isr,2016,3.30204
isr,2017,3.37462
isr,2018,3.26859
isr,2019,3.27143
isr,2020,3.32657
ita,1989,2.42295
ita,1990,2.47363
ita,1991,2.12985
ita,1992,2.206
ita,1993,4.04726
ita,1994,2.81878
ita,1995,2.38641
ita,1996,4.35583
ita,1997,4.17613
ita,1998,4.05096
ita,1999,3.33909
ita,2000,2.49485
ita,2001,3.23614
ita,2002,3.27221
ita,2003,3.64237
ita,2004,3.42667
ita,2005,3.14154
ita,2006,2.43906
ita,2007,2.29898
ita,2008,3.07961
ita,2009,3.80167
ita,2010,2.89833
ita,2011,1.81333
ita,2012,3.3275
ita,2013,4.28892
ita,2014,4.44257
ita,2015,4.08058
ita,2016,3.66367
ita,2017,3.33667
ita,2018,2.56
ita,2019,2.65975
ita,2020,2.53317
ita,2021,2.51342
jam,1976,6.53
jam,1977,6.64667
jam,1978,5.42333
jam,1979,4.56583
jam,1980,5.6675
jam,1981,6.23583
jam,1982,7.82583
jam,1983,4.59
jam,1984,5.24
jam,1985,5.88667
jam,1986,6.4625
jam,1987,7.29
jam,1988,6.69083
jam,1989,6.1175
jam,1990,4.29
jam,1991,5.95167
jam,1992,10.45167
jam,1993,14.8575
jam,1994,6.4825
jam,1995,15.92667
jam,1996,1.88333
jam,1997,11.72417
jam,1998,5.93917
jam,1999,6.25917
jam,2000,5.1075
jam,2001,3.90167
jam,2002,2.96417
jam,2003,-7.05167
jam,2004,2.67
jam,2005,3.97583
jam,2006,4.85667
jam,2007,4.6425
jam,2008,0.93583
jam,2009,-3.51799
jam,2010,11.19279
jam,2011,12.91974
jam,2012,11.0111
jam,2013,10.42367
jam,2014,8.92273
jam,2015,10.38682
jam,2016,10.53504
jam,2017,9.11023
jam,2018,11.72914
jam,2019,11.09007
jam,2020,10.78424
jpn,1993,2.66814
jpn,1994,2.50442
jpn,1995,2.62975
jpn,1996,2.28358
jpn,1997,2.07483
jpn,1998,2.01325
jpn,1999,2.06808
jpn,2000,1.83717
jpn,2001,1.90325
jpn,2002,1.85942
jpn,2003,1.81117
jpn,2004,1.7595
jpn,2005,1.67567
jpn,2006,1.41275
jpn,2007,1.30708
jpn,2008,1.34883
jpn,2009,1.53883
jpn,2010,1.48325
jpn,2011,1.39867
jpn,2012,1.30808
jpn,2013,1.23017
jpn,2014,1.19367
jpn,2015,1.155
jpn,2016,1.27267
jpn,2017,1.20167
ken,1990,3.48583
ken,1991,1.805
ken,1992,2.91417
ken,1993,-25.715
ken,1994,11.0375
ken,1995,9.81667
ken,1996,10.7825
ken,1997,7.7525
ken,1998,6.16654
ken,1999,9.0947
ken,2000,10.27355
ken,2001,6.93635
ken,2002,9.5106
ken,2003,12.84163
ken,2004,9.57211
ken,2005,4.4459
ken,2006,6.82234
ken,2007,6.54144
ken,2008,6.314
ken,2009,7.42916
ken,2010,10.77037
ken,2011,6.32311
ken,2012,7.14275
ken,2013,8.38802
ken,2014,7.58326
ken,2015,5.1597
ken,2016,8.04721
ken,2017,5.29574
ken,2018,5.29834
ken,2019,5.54805
ken,2020,5.14187
ken,2021,5.12408
kgz,1996,-14.34308
kgz,1997,-5.50643
kgz,1998,-26.83179
kgz,1999,-31.50295
kgz,2000,-5.40713
kgz,2001,3.49705
kgz,2002,16.41053
kgz,2003,10.22367
kgz,2004,13.85849
kgz,2005,13.05752
kgz,2006,13.95607
kgz,2007,15.78867
kgz,2008,11.12794
kgz,2009,13.9172
kgz,2010,13.32852
kgz,2011,8.19309
kgz,2012,13.09113
kgz,2013,12.80807
kgz,2014,10.67779
kgz,2015,10.86773
kgz,2016,15.01716
kgz,2017,14.77549
kgz,2018,13.92652
kgz,2019,13.93078
kgz,2020,11.16439
kna,1980,1.5613
kna,1981,2.03549
kna,1982,2.03549
kna,1983,2.03549
kna,1984,2.98388
kna,1985,4.48549
kna,1986,4.88065
kna,1987,4.88065
kna,1988,4.48549
kna,1989,4.88065
kna,1990,4.88065
kna,1991,4.79837
kna,1992,4.26393
kna,1993,3.7793
kna,1994,4.44382
kna,1995,4.39118
kna,1996,4.42491
kna,1997,4.66485
kna,1998,4.92199
kna,1999,4.70849
kna,2000,4.60372
kna,2001,3.57637
kna,2002,3.39312
kna,2003,5.04974
kna,2004,3.25247
kna,2005,3.03496
kna,2006,2.30075
kna,2007,2.27815
kna,2008,1.70235
kna,2009,1.89814
kna,2010,1.86681
kna,2011,2.69509
kna,2012,1.98399
kna,2013,2.02635
kos,2012,9.99064
kos,2013,10.70458
kos,2014,9.1777
kos,2015,6.86482
kos,2016,7.0948
kos,2017,6.60461
kos,2018,6.18906
lao,1995,5.21417
lao,1998,5.62
lao,1999,2
lao,2000,2.06333
lao,2001,3.465
lao,2002,7.92717
lao,2003,5.6265
lao,2004,8.8825
lao,2005,8.21918
lao,2006,11.66332
lao,2007,10.13985
lao,2008,11.74417
lao,2009,15.25354
lao,2010,14.64
lbn,1982,2.81
lbn,1983,5.00583
lbn,1984,2.50083
lbn,1985,2.32833
lbn,1986,3.5425
lbn,1987,9.62833
lbn,1988,19.2825
lbn,1989,21.02167
lbn,1990,21.1025
lbn,1991,20.53667
lbn,1992,17.80833
lbn,1993,10.25833
lbn,1994,8.79083
lbn,1995,5.2875
lbn,1996,10.01917
lbn,1997,6.87083
lbn,1999,7.91167
lbn,2000,6.97083
lbn,2001,6.00917
lbn,2002,5.68667
lbn,2003,6.975
lbn,2004,5.56
lbn,2005,5.42
lbn,2006,5.04
lbn,2007,5.03583
lbn,2008,4.7575
lbn,2009,4.66
lbn,2010,4.27121
lbn,2011,3.60083
lbn,2012,2.89667
lbn,2013,2.90917
lbn,2014,2.83417
lbn,2015,2.65083
lbn,2016,3.91083
lbn,2017,3.85333
lbn,2018,4.655
lbn,2019,6.07333
lby,1980,1.5
lby,1981,1.5
lby,1982,1.5
lby,1983,1.5
lby,1984,1.5
lby,1985,1.5
lby,1986,1.5
lby,1987,1.5
lby,1988,1.5
lby,1989,1.5
lby,1990,1.5
lby,1991,1.5
lby,1992,1.5
lby,1993,1.5
lby,1999,1.5
lby,2000,1.5
lby,2001,1.5
lby,2002,1.5
lby,2003,1.5
lby,2004,0.58333
lca,2007,4.47191
lca,2008,4.48493
lca,2009,5.38201
lca,2010,6.11654
lca,2011,5.47705
lca,2012,4.37532
lca,2013,3.07521
lca,2014,3.64774
lca,2015,5.29542
lca,2016,5.13917
lca,2017,6.36
lca,2018,6.13012
lka,2001,0.55
lka,2002,0.69667
lka,2003,2.25417
lka,2004,1.7525
lka,2005,1.7375
lka,2006,1.86583
lka,2007,0.47333
lka,2008,-0.0225
lka,2009,2.7375
lka,2010,1.65167
lka,2011,1.78258
lka,2012,1.18733
lka,2013,1.98875
lka,2014,1.24
lka,2015,0.30667
lka,2016,0.49583
lka,2017,1.51083
lka,2018,1.77583
lka,2019,2.15417
lso,1993,5.82667
lso,1994,4.80667
lso,1995,3.97333
lso,1996,3.82333
lso,1997,3.19917
lso,1998,4.5925
lso,1999,6.60833
lso,2000,8.05583
lso,2001,7.06583
lso,2002,5.76917
lso,2003,4.05457
lso,2004,3.85833
lso,2005,4.49
lso,2006,5.29083
lso,2007,6.3225
lso,2008,6.44152
lso,2009,5.24622
lso,2010,4.985
lso,2011,5.08417
lso,2012,4.65833
lso,2013,4.62225
lso,2014,4.34561
lso,2015,4.2835
lso,2016,4.87608
lso,2017,5.17533
lso,2018,4.88567
lso,2019,4.88983
lso,2020,4.71489
mda,1996,-8.01417
mda,1997,7.85167
mda,1998,-3.37417
mda,1999,3.26083
mda,2000,9.145
mda,2001,13.68917
mda,2002,17.53917
mda,2003,3.52167
mda,2004,8.6525
mda,2005,15.51333
mda,2006,10.69417
mda,2007,5.30167
mda,2008,2.17167
mda,2009,8.72583
mda,2010,9.22833
mda,2011,2.72804
mda,2012,7.15732
mda,2013,6.72667
mda,2014,4.2575
mda,2015,-6.43326
mda,2016,-1.14481
mda,2017,3.55771
mda,2018,4.08
mda,2019,2.00833
mda,2020,2.98583
mda,2021,1.64
mdg,2000,12.43
mdg,2001,15.21833
mdg,2002,15.105
mdg,2003,12.315
mdg,2004,11.61333
mdg,2005,7.03333
mdg,2006,6.98917
mdg,2007,28.43583
mdg,2008,35.18583
mdg,2009,37.00083
mdg,2010,36.67417
mdg,2011,42.92167
mdg,2012,49.20336
mdg,2013,52.30971
mdg,2014,51.56747
mdg,2015,47.75689
mdg,2016,51.61714
mdg,2017,51.25524
mdg,2018,47.76253
mdg,2019,42.37124
mdg,2020,41.95866
mdg,2021,42.59044
mdv,2006,5.2556
mdv,2007,4.7556
mdv,2008,4.2556
mdv,2009,4.2581
mdv,2010,5.47438
mdv,2011,4.75306
mdv,2012,3.2238
mdv,2013,2.20274
mdv,2014,3.24078
mdv,2015,4.26791
mdv,2016,7.26475
mdv,2017,6.65366
mdv,2018,7.17672
mdv,2019,8.02264
mdv,2020,8.10023
mdv,2021,8.0649
mex,1993,3.29417
