geo,time,sh_xpd_ehex_ch_zs
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
slb,2000,2.51975
slb,2001,4.14907
slb,2002,40.63033
slb,2003,23.0392
slb,2004,34.04342
slb,2005,26.83288
slb,2006,31.74789
slb,2007,28.01006
slb,2008,41.29983
slb,2009,54.99488
slb,2010,61.36517
slb,2011,48.52285
slb,2012,35.43912
slb,2013,38.96611
slb,2014,38.61258
slb,2015,27.90358
slb,2016,26.82179
slb,2017,23.1908
slb,2018,18.52141
slb,2019,21.82206
sle,2000,5.80868
sle,2001,5.46419
sle,2002,6.37607
sle,2003,8.3713
sle,2004,13.35857
sle,2005,17.15161
sle,2006,20.11338
sle,2007,16.08279
sle,2008,17.78481
sle,2009,21.45945
sle,2010,24.14255
sle,2011,23.13218
sle,2012,17.56442
sle,2013,29.84643
sle,2014,52.98495
sle,2015,50.17554
sle,2016,40.99376
sle,2017,34.75719
sle,2018,28.87133
sle,2019,29.98224
slv,2000,1.19613
slv,2001,2.20713
slv,2002,1.71347
slv,2003,1.61946
slv,2004,3.12627
slv,2005,3.08747
slv,2006,5.52121
slv,2007,5.88582
slv,2008,7.04954
slv,2009,12.63872
slv,2010,9.08395
slv,2011,5.49194
slv,2012,3.25553
slv,2013,4.26873
slv,2014,4.27424
slv,2015,2.03768
slv,2016,2.25034
slv,2017,0.1413
slv,2018,0.20384
slv,2019,0.64078
srb,2003,1.19921
srb,2004,1.13476
srb,2005,0.77611
srb,2006,0.70222
srb,2007,0.58065
srb,2008,0.20037
srb,2009,0.30566
srb,2010,0.89678
srb,2011,0.81294
srb,2012,0.75001
srb,2013,0.6766
srb,2014,0.55947
srb,2015,0.40654
srb,2016,0.4346
srb,2017,0.19209
srb,2018,0.68447
srb,2019,1.64146
ssd,2017,68.11724
ssd,2018,62.53281
ssd,2019,54.97211
stp,2000,26.65068
stp,2001,25.88839
stp,2002,26.09617
stp,2003,21.99236
stp,2004,23.34711
stp,2005,24.99492
stp,2006,56.62603
stp,2007,47.1043
stp,2008,55.2146
stp,2009,50.54855
stp,2010,46.78781
stp,2011,44.63443
stp,2012,46.86607
stp,2013,49.76072
stp,2014,47.94472
stp,2015,51.03096
stp,2016,43.88588
stp,2017,37.90642
stp,2018,33.94939
stp,2019,33.48252
sur,2000,14.40578
sur,2001,0.17066
sur,2002,5.91089
sur,2003,6.29966
sur,2004,7.05538
sur,2005,4.35975
sur,2006,8.22498
sur,2007,2.05303
sur,2008,3.22195
sur,2009,3.24005
sur,2010,6.40922
sur,2011,4.15998
sur,2012,1.74176
sur,2013,0.71518
sur,2014,0.68519
sur,2015,0.30731
sur,2016,1.38093
sur,2017,0.58644
sur,2018,1.28414
sur,2019,0.59467
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swe,2016,0
swe,2017,0
swe,2018,0
swe,2019,0
swz,2000,4.13562
swz,2001,11.09671
swz,2002,15.82382
swz,2003,18.22596
swz,2004,20.50226
swz,2005,18.82794
swz,2006,25.95578
swz,2007,23.43641
swz,2008,24.30826
swz,2009,23.17538
swz,2010,25.54748
swz,2011,32.03875
swz,2012,30.95793
swz,2013,29.95049
swz,2014,36.72039
swz,2015,32.6675
swz,2016,32.64831
swz,2017,23.7461
swz,2018,29.51803
swz,2019,26.11765
syc,2000,0
syc,2001,0.21526
syc,2002,0.76926
syc,2003,0.9188
syc,2004,2.37785
syc,2005,0.63812
syc,2006,0.64279
syc,2007,0.50115
syc,2008,0.42946
syc,2009,0.37973
syc,2010,2.10186
syc,2011,6.87462
syc,2012,1.63407
syc,2013,2.93296
syc,2014,0.45239
syc,2015,0.33859
syc,2016,3.9172
syc,2017,0.58811
syc,2018,0.38011
syc,2019,0
syr,2000,0.14322
syr,2001,0.20715
syr,2002,0.42535
syr,2003,0.33774
syr,2004,0.28746
syr,2005,0.1563
syr,2006,1.57296
syr,2007,0.74645
syr,2008,0.83884
syr,2009,1.12962
syr,2010,1.20271
syr,2011,1.41761
syr,2012,1.0235
tcd,2000,3.43163
tcd,2001,3.5413
tcd,2002,3.01692
tcd,2003,16.82988
tcd,2004,10.43098
tcd,2005,10.0519
tcd,2006,11.1203
tcd,2007,6.29343
tcd,2008,5.85889
tcd,2009,8.12648
tcd,2010,5.94576
tcd,2011,12.43175
tcd,2012,10.58333
tcd,2013,8.27959
tcd,2014,10.50218
tcd,2015,17.02777
tcd,2016,22.08401
tcd,2017,20.312
tcd,2018,15.40028
tcd,2019,20.43448
tgo,2000,3.96075
tgo,2001,4.50404
tgo,2002,4.97496
tgo,2003,5.78293
tgo,2004,6.95881
tgo,2005,7.95298
tgo,2006,9.26572
tgo,2007,9.93457
tgo,2008,10.78219
tgo,2009,10.6428
tgo,2010,5.84818
tgo,2011,8.39011
tgo,2012,10.18791
tgo,2013,16.39875
tgo,2014,14.90644
tgo,2015,15.53202
tgo,2016,18.92602
tgo,2017,15.01599
tgo,2018,9.50871
tgo,2019,9.11538
tha,2000,0.0079
tha,2001,0.02013
tha,2002,0.21093
tha,2003,0.18176
tha,2004,0.17912
tha,2005,0.05723
tha,2006,0.0559
tha,2007,0.0534
tha,2008,0.12967
tha,2009,0.07151
tha,2010,0.13035
tha,2011,0.19193
tha,2012,0.13125
tha,2013,0.3113
tha,2014,0.33892
tha,2015,0.29283
tha,2016,0.09245
tha,2017,0.08574
tha,2018,0.15038
tha,2019,0.11385
tjk,2000,0.08713
tjk,2001,4.36566
tjk,2002,3.51318
tjk,2003,9.43118
tjk,2004,8.59411
tjk,2005,13.33519
tjk,2006,11.09483
tjk,2007,9.65007
tjk,2008,8.04975
tjk,2009,11.76085
tjk,2010,8.91757
tjk,2011,14.49696
tjk,2012,8.48968
tjk,2013,8.81986
tjk,2014,6.31621
tjk,2015,7.48362
tjk,2016,5.18963
tjk,2017,7.6512
tjk,2018,4.33837
tjk,2019,1.32089
tkm,2000,0.01402
tkm,2001,0.06921
tkm,2002,0.16243
tkm,2003,0.23464
tkm,2004,0.10487
tkm,2005,0.10469
tkm,2006,0.11768
tkm,2007,0.17344
tkm,2008,0.2629
tkm,2009,0.30112
tkm,2010,0.21659
tkm,2011,0.45503
tkm,2012,0.43405
tkm,2013,0.16067
tkm,2014,0.28281
tkm,2015,0.24279
tkm,2016,0.18747
tkm,2017,0.09984
tkm,2018,0.45161
tkm,2019,0.10062
tls,2003,8.25231
tls,2004,20.15923
tls,2005,20.40249
tls,2006,35.63313
tls,2007,64.18522
tls,2008,39.69265
tls,2009,46.63047
tls,2010,37.31923
tls,2011,37.6689
tls,2012,31.15744
tls,2013,40.92976
tls,2014,34.28849
tls,2015,31.2804
tls,2016,39.15189
tls,2017,22.3888
tls,2018,28.00922
tls,2019,31.03531
ton,2000,1.15289
ton,2001,11.93516
ton,2002,10.76362
ton,2003,11.84114
ton,2004,31.25058
ton,2005,23.92986
ton,2006,34.26665
ton,2007,17.11377
ton,2008,40.10285
ton,2009,4.08618
ton,2010,25.21881
ton,2011,11.89269
ton,2012,34.83989
ton,2013,15.72004
ton,2014,30.16033
ton,2015,25.76609
ton,2016,27.32848
ton,2017,29.38885
ton,2018,22.39011
ton,2019,28.25474
tto,2000,0
tto,2001,0.00147
tto,2002,0.13193
tto,2003,0.0855
tto,2004,0.11949
tto,2005,0.16695
tto,2006,0.18053
tto,2007,0.19153
tto,2008,0.35782
tto,2009,0.24054
tto,2010,0.21554
tto,2011,0.21519
tto,2012,0.11796
tto,2013,0.08365
tto,2014,0.07591
tto,2015,0.10676
tto,2016,0.07282
tto,2017,0
tto,2018,0.01206
tto,2019,0.06342
tun,2000,0.10095
tun,2001,0.0909
tun,2002,0.08142
tun,2003,0.07251
tun,2004,0.06416
tun,2005,0.06328
tun,2006,0.31367
tun,2007,0.55569
tun,2008,0.79673
tun,2009,1.02423
tun,2010,1.19837
tun,2011,1.38068
tun,2012,0.09904
tun,2013,0.1035
tun,2014,0.06081
tun,2015,0.0313
tun,2016,0.68918
tun,2017,0.45863
tun,2018,0.45995
tun,2019,0.35939
tur,2019,0
tuv,2000,0.01885
tuv,2001,4.51171
tuv,2002,5.60343
tuv,2003,7.56676
tuv,2004,3.41215
tuv,2005,2.36628
tuv,2006,15.35521
tuv,2007,4.94677
tuv,2008,1.79619
tuv,2009,12.40128
tuv,2010,11.91047
tuv,2011,10.71738
tuv,2012,8.308
tuv,2013,22.0618
tuv,2014,12.99266
tuv,2015,20.05243
tuv,2016,19.37585
tuv,2017,25.94852
tuv,2018,14.66257
tuv,2019,23.28317
tza,2000,37.63004
tza,2001,31.57694
tza,2002,27.407
tza,2003,27.04301
tza,2004,27.03125
tza,2005,28.56684
tza,2006,42.02802
tza,2007,42.40919
tza,2008,25.7731
tza,2009,34.9848
tza,2010,39.41906
tza,2011,44.91264
tza,2012,48.33277
tza,2013,48.48672
tza,2014,43.56937
tza,2015,37.84334
tza,2016,36.41487
tza,2017,39.20875
tza,2018,40.71041
tza,2019,36.14467
uga,2000,31.54044
uga,2001,29.40351
uga,2002,24.20306
uga,2003,18.93254
uga,2004,30.85814
uga,2005,32.58227
uga,2006,29.81238
uga,2007,28.98074
uga,2008,29.28683
uga,2009,41.7713
uga,2010,45.63701
uga,2011,50.18871
uga,2012,46.01365
uga,2013,37.43143
uga,2014,35.97454
uga,2015,42.92504
uga,2016,41.26191
uga,2017,43.14042
uga,2018,43.51277
uga,2019,42.01983
ukr,2000,0.13895
ukr,2001,0.1148
ukr,2002,0.10413
ukr,2003,0.05147
ukr,2004,0.42366
ukr,2005,0.24325
ukr,2006,0.49067
ukr,2007,0.65768
ukr,2008,0.6724
ukr,2009,0.80866
ukr,2010,0.73531
ukr,2011,0.4278
ukr,2012,0.56745
ukr,2013,0.67335
ukr,2014,0.90664
ukr,2015,1.72494
ukr,2016,1.204
ukr,2017,1.66336
ukr,2018,1.01404
ukr,2019,0.67961
ury,2000,0.02171
ury,2001,0.02025
ury,2002,0.01972
ury,2003,0.0676
ury,2004,0.09315
ury,2008,0.06027
ury,2009,0.04104
ury,2010,0.04191
ury,2011,0.03466
ury,2012,0.02887
ury,2013,0.03418
ury,2014,0.05351
ury,2015,0.01976
ury,2016,0.01994
ury,2017,0.00678
ury,2018,0
ury,2019,0
usa,2000,0
usa,2001,0
usa,2002,0
usa,2003,0
usa,2004,0
usa,2005,0
usa,2006,0
usa,2007,0
usa,2008,0
usa,2009,0
usa,2010,0
usa,2011,0
usa,2012,0
usa,2013,0
usa,2014,0
usa,2015,0
usa,2016,0
usa,2017,0
usa,2018,0
usa,2019,0
uzb,2000,0
uzb,2001,0.00108
uzb,2002,0.00019
uzb,2003,3.85537
uzb,2004,2.7261
uzb,2005,3.97681
uzb,2006,2.09702
uzb,2007,1.84715
uzb,2008,1.51898
uzb,2009,1.51463
uzb,2010,1.62151
uzb,2011,1.87749
uzb,2012,1.36828
uzb,2013,1.69515
uzb,2014,1.92021
uzb,2015,1.37646
uzb,2016,0.96427
uzb,2017,1.05473
uzb,2018,0.8105
uzb,2019,0.05306
vct,2000,0
vct,2001,0
vct,2002,0
vct,2003,0
vct,2004,0
vct,2005,0.20416
vct,2006,1.93961
vct,2007,4.59524
vct,2008,2.51666
vct,2009,2.07501
vct,2010,5.18989
vct,2011,7.30549
vct,2012,2.81183
vct,2013,1.44545
vct,2014,1.83611
vct,2015,1.65472
vct,2016,0.50112
vct,2017,1.26796
vct,2018,0.39452
vct,2019,1.55032
ven,2000,0.05135
ven,2001,0.07165
ven,2002,0.13056
ven,2003,0.07977
ven,2004,0.01564
ven,2005,0.01293
ven,2006,0.02734
ven,2007,0.01611
ven,2008,0.0084
ven,2009,0.0065
ven,2010,0.01265
ven,2011,0.01537
ven,2012,0.00906
ven,2013,0.00836
ven,2014,0.00482
ven,2015,0.00524
ven,2016,0.00574
ven,2017,0.00359
ven,2018,0.01635
ven,2019,0.03894
vnm,2000,4.24707
vnm,2001,3.9221
vnm,2002,4.69086
vnm,2003,4.8854
vnm,2004,5.50131
vnm,2005,4.0091
vnm,2006,4.00868
vnm,2007,3.59759
vnm,2008,2.20432
vnm,2009,2.45537
vnm,2010,2.24442
vnm,2011,2.35883
vnm,2012,2.42123
vnm,2013,2.23614
vnm,2014,3.19134
vnm,2015,2.16096
vnm,2016,2.29793
vnm,2017,1.08495
vnm,2018,1.01668
vnm,2019,0.97051
vut,2000,14.89951
vut,2001,14.80148
vut,2002,23.94191
vut,2003,15.83368
vut,2004,21.46378
vut,2005,21.84264
vut,2006,22.90689
vut,2007,15.55865
vut,2008,15.26679
vut,2009,26.15322
vut,2010,32.869
vut,2011,22.78258
vut,2012,30.6039
vut,2013,38.9559
vut,2014,71.79256
vut,2015,40.97983
vut,2016,39.6038
vut,2017,32.14779
vut,2018,23.55609
vut,2019,31.27327
wsm,2000,4.37154
wsm,2001,3.29836
wsm,2002,9.7099
wsm,2003,17.10165
wsm,2004,19.37799
wsm,2005,17.47062
wsm,2006,15.83466
wsm,2007,16.91616
wsm,2008,8.26936
wsm,2009,8.92312
wsm,2010,11.13249
wsm,2011,18.77984
wsm,2012,6.76438
wsm,2013,23.44855
wsm,2014,17.73523
wsm,2015,8.50296
wsm,2016,10.86431
wsm,2017,12.9975
wsm,2018,15.20556
wsm,2019,16.53618
yem,2000,3.17681
yem,2001,2.81045
yem,2002,2.54539
yem,2003,1.85772
yem,2004,2.43587
yem,2005,2.07181
yem,2006,3.49663
yem,2007,2.87722
yem,2008,2.54177
yem,2009,2.85075
yem,2010,2.41972
yem,2011,3.61084
yem,2012,3.52126
yem,2013,4.66652
yem,2014,6.38128
yem,2015,7.78419
zaf,2000,0.64496
zaf,2001,0.63961
zaf,2002,0.64212
zaf,2003,5.5468
zaf,2004,5.45043
zaf,2005,11.78584
zaf,2006,6.4291
zaf,2007,7.29837
zaf,2008,8.06449
zaf,2009,8.09347
zaf,2010,7.64232
zaf,2011,7.09629
zaf,2012,6.63377
zaf,2013,6.74055
zaf,2014,1.73176
zaf,2015,1.67356
zaf,2016,2.04411
zaf,2017,1.08421
zaf,2018,1.13161
zaf,2019,1.10352
zmb,2000,2.99574
zmb,2001,7.0191
zmb,2002,13.56424
zmb,2003,19.54176
zmb,2004,27.05217
zmb,2005,35.28527
zmb,2006,30.97757
zmb,2007,35.7141
zmb,2008,41.95622
zmb,2009,57.18525
zmb,2010,45.62016
zmb,2011,36.84089
zmb,2012,44.36927
zmb,2013,54.74504
zmb,2014,32.54831
zmb,2015,36.3602
zmb,2016,42.49522
zmb,2017,40.58547
zmb,2018,44.37261
zmb,2019,43.70438
zwe,2010,27.47643
zwe,2011,19.20783
zwe,2012,15.33537
zwe,2013,20.12589
zwe,2014,20.22388
zwe,2015,24.25625
zwe,2016,27.90921
zwe,2017,30.70258
zwe,2018,25.17017
zwe,2019,29.55387
