geo,time,sh_xpd_ehex_ch_zs
arm,2007,12.21759
arm,2008,5.88886
arm,2009,4.58922
arm,2010,3.72884
arm,2011,3.15006
arm,2012,2.96057
arm,2013,2.0723
arm,2014,1.52949
arm,2015,1.0829
arm,2016,1.87105
arm,2017,1.28713
arm,2018,1.21678
arm,2019,0.99527
atg,2000,0.34879
atg,2001,0.07303
atg,2002,0.13712
atg,2003,0
atg,2004,0.04309
atg,2005,0.15506
atg,2006,0.13964
atg,2007,0.14269
atg,2008,0.18764
atg,2009,0.02765
atg,2010,0.12729
atg,2011,0.0534
atg,2012,0
atg,2013,0.23533
atg,2014,0
atg,2015,0
atg,2016,0.01355
atg,2017,0.02284
atg,2018,0.09706
atg,2019,0.04647
aus,2000,0
aus,2001,0
aus,2002,0
aus,2003,0
aus,2004,0
aus,2005,0
aus,2006,0
aus,2007,0
aus,2008,0
aus,2009,0
aus,2010,0
aus,2011,0
aus,2012,0
aus,2013,0
aus,2014,0
aus,2015,0
aus,2016,0
aus,2017,0
aus,2018,0
aus,2019,0
aut,2000,0
aut,2001,0
aut,2002,0
aut,2003,0
aut,2004,0
aut,2005,0
aut,2006,0
aut,2007,0
aut,2008,0
aut,2009,0
aut,2010,0
aut,2011,0
aut,2012,0
aut,2013,0
aut,2014,0
aut,2015,0
aut,2016,0
aut,2017,0
aut,2018,0
aut,2019,0
aze,2000,1.99537
aze,2001,1.24765
aze,2002,0.83264
aze,2003,2.6485
aze,2004,1.79651
aze,2005,0.89535
aze,2006,1.70744
aze,2007,1.71862
aze,2008,1.28184
aze,2009,1.20471
aze,2010,1.48377
aze,2011,1.38466
aze,2012,1.80994
aze,2013,0.78719
aze,2014,1.02227
aze,2015,0.83127
aze,2016,0.50795
aze,2017,0.67095
aze,2018,0.65701
aze,2019,0.302
bdi,2000,0.70939
bdi,2001,19.92479
bdi,2002,15.66203
bdi,2003,17.96702
bdi,2004,24.06062
bdi,2005,28.40487
bdi,2006,27.46938
bdi,2007,26.26105
bdi,2008,29.3772
bdi,2009,36.11019
bdi,2010,42.90303
bdi,2011,26.70165
bdi,2012,28.75172
bdi,2013,43.4758
bdi,2014,12.41946
bdi,2015,9.77536
bdi,2016,32.15195
bdi,2017,31.30692
bdi,2018,32.59964
bdi,2019,25.65356
bel,2003,0
bel,2004,0
bel,2005,0
bel,2006,0
bel,2007,0
bel,2008,0
bel,2009,0
bel,2010,0
bel,2011,0
bel,2012,0
bel,2013,0
bel,2014,0
bel,2015,0
bel,2016,0
bel,2017,0
bel,2018,0
bel,2019,0
ben,2000,16.74132
ben,2001,17.03046
ben,2002,18.4264
ben,2003,19.96297
ben,2004,20.16554
ben,2005,20.254
ben,2006,20.00651
ben,2007,24.98972
ben,2008,25.94634
ben,2009,22.00792
ben,2010,25.74988
ben,2011,25.85947
ben,2012,36.23801
ben,2013,25.4349
ben,2014,28.59191
ben,2015,34.23424
ben,2016,30.56277
ben,2017,19.47577
ben,2018,30.04482
ben,2019,24.33856
bfa,2000,21.2973
bfa,2001,19.59553
bfa,2002,22.19445
bfa,2003,31.74219
bfa,2004,26.69436
bfa,2005,35.38982
bfa,2006,35.40401
bfa,2007,43.06169
bfa,2008,36.67289
bfa,2009,30.9793
bfa,2010,41.42405
bfa,2011,32.62495
bfa,2012,38.21045
bfa,2013,29.51109
bfa,2014,23.60429
bfa,2015,24.67079
bfa,2016,23.47666
bfa,2017,17.99705
bfa,2018,15.18416
bfa,2019,15.79821
bgd,2000,7.95682
bgd,2001,10.01404
bgd,2002,10.15777
bgd,2003,9.81733
bgd,2004,10.16996
bgd,2005,9.59106
bgd,2006,8.26798
bgd,2007,8.19129
bgd,2008,8.51236
bgd,2009,9.59041
bgd,2010,9.18575
bgd,2011,8.82406
bgd,2012,9.36032
bgd,2013,9.33269
bgd,2014,8.57872
bgd,2015,8.02633
bgd,2016,7.82036
bgd,2017,6.76745
bgd,2018,6.52425
bgd,2019,6.11698
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bhr,2016,0
bhr,2017,0
bhr,2018,0
bhr,2019,0
bhs,2000,0.65087
bhs,2001,0.61268
bhs,2002,0.59069
bhs,2003,0.5609
bhs,2004,0.54587
bhs,2005,0.50431
bhs,2006,0.68472
bhs,2007,0.65147
bhs,2008,0.61356
bhs,2009,0.5804
bhs,2010,0.57783
bhs,2011,0.57097
bhs,2012,0.57271
bhs,2013,0.5433
bhs,2014,0.55094
bhs,2015,0.5911
bhs,2016,0.54537
bhs,2017,0.47429
bhs,2018,0.53169
bhs,2019,0.51026
bih,2000,7.14331
bih,2001,1.53705
bih,2002,1.8558
bih,2003,1.33227
bih,2004,0.34048
bih,2005,0.22189
bih,2006,0.44001
bih,2007,0.39652
bih,2008,0.40223
bih,2009,0.95254
bih,2010,1.51053
bih,2011,2.59981
bih,2012,1.88993
bih,2013,0.95788
bih,2014,0.45209
bih,2015,1.69204
bih,2016,0.18966
bih,2017,0.38614
bih,2018,0.42419
bih,2019,1.54226
blr,2000,0.09128
blr,2001,0.16596
blr,2002,0.14485
blr,2003,0.11228
blr,2004,0.09089
blr,2005,0.07338
blr,2006,0.17454
blr,2007,0.13972
blr,2008,0.20764
blr,2009,0.26353
blr,2010,0.45425
blr,2011,0.29202
blr,2012,0.54672
blr,2013,0.40744
blr,2014,0.29852
blr,2015,0.39082
blr,2016,0.4191
blr,2017,0.37683
blr,2018,0.20679
blr,2019,0.13954
blz,2000,6.62695
blz,2001,6.67136
blz,2002,6.4016
blz,2003,7.7474
blz,2004,7.45375
blz,2005,7.11582
blz,2006,7.01615
blz,2007,9.09522
blz,2008,5.41569
blz,2009,5.45995
blz,2010,2.79598
blz,2011,4.07437
blz,2012,2.66381
blz,2013,2.29835
blz,2014,9.42305
blz,2015,2.96581
blz,2016,1.65955
blz,2017,1.60663
blz,2018,2.49757
blz,2019,2.98984
bol,2000,6.25754
bol,2001,6.40078
bol,2002,6.96913
bol,2003,8.92645
bol,2004,9.21074
bol,2005,7.61305
bol,2006,5.74818
bol,2007,4.57828
bol,2008,5.93362
bol,2009,4.00067
bol,2010,3.59047
bol,2011,4.65469
bol,2012,4.42235
bol,2013,3.52862
bol,2014,2.66772
bol,2015,3.07379
bol,2016,3.23861
bol,2017,2.30387
bol,2018,1.62003
bol,2019,1.12791
bra,2000,0.31819
bra,2001,0.28357
bra,2002,0.31573
bra,2003,0.19691
bra,2004,0.53067
bra,2005,0.06744
bra,2006,0.10613
bra,2007,0.08171
bra,2008,0.05354
bra,2009,0.14908
bra,2010,0.24594
bra,2011,0.33908
bra,2012,0.12457
bra,2013,0.06794
bra,2014,0.138
bra,2015,0.08013
bra,2016,0.07431
bra,2017,0.06624
bra,2018,0.08542
bra,2019,0.14588
brb,2000,0
brb,2001,0
brb,2002,2.07792
brb,2003,1.83157
brb,2004,1.21768
brb,2005,1.18226
brb,2006,1.52539
brb,2007,1.96447
brb,2008,3.10075
brb,2009,3.45015
brb,2010,2.29398
brb,2011,3.00763
brb,2012,0.37091
brb,2013,1.78831
brb,2014,2.24024
brb,2015,1.7175
brb,2016,1.7183
brb,2017,2.00993
brb,2018,1.18787
brb,2019,0.88886
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
brn,2015,0
brn,2016,0
brn,2017,0
brn,2018,0
brn,2019,0
btn,2000,8.12003
btn,2001,18.82072
btn,2002,8.89117
btn,2003,11.47807
btn,2004,17.37087
btn,2005,19.01649
btn,2006,29.11176
btn,2007,20.92227
btn,2008,15.00101
btn,2009,9.1118
btn,2010,11.0153
btn,2011,9.75923
btn,2012,8.70931
btn,2013,9.69054
btn,2014,8.65129
btn,2015,5.07436
btn,2016,4.7611
btn,2017,11.16815
btn,2018,6.0518
btn,2019,6.96481
bwa,2000,16.5293
bwa,2001,14.42067
bwa,2002,13.68401
bwa,2003,13.094
bwa,2004,11.70676
bwa,2005,11.95364
bwa,2006,10.6893
bwa,2007,14.99627
bwa,2008,12.52664
bwa,2009,7.35744
bwa,2010,5.10272
bwa,2011,4.83636
bwa,2012,4.60987
bwa,2013,8.83758
bwa,2014,7.95072
bwa,2015,7.03001
bwa,2016,5.66544
bwa,2017,9.61173
bwa,2018,6.25447
bwa,2019,6.14883
caf,2000,11.63655
caf,2001,6.94651
caf,2002,15.40977
caf,2003,12.32079
caf,2004,9.72166
caf,2005,21.91551
caf,2006,18.28445
caf,2007,21.36945
caf,2008,19.38095
caf,2009,34.14598
caf,2010,21.13973
caf,2011,27.39016
caf,2012,24.83939
caf,2013,31.89349
caf,2014,34.38671
caf,2015,41.40312
caf,2016,32.82312
caf,2017,31.45635
caf,2018,51.3766
caf,2019,28.12449
can,2000,0
can,2001,0
can,2002,0
can,2003,0
can,2004,0
can,2005,0
can,2006,0
can,2007,0
can,2008,0
can,2009,0
can,2010,0
can,2011,0
can,2012,0
can,2013,0
can,2014,0
can,2015,0
can,2016,0
can,2017,0
can,2018,0
can,2019,0
che,2000,0
che,2001,0
che,2002,0
che,2003,0
che,2004,0
che,2005,0
che,2006,0
che,2007,0
che,2008,0
che,2009,0
che,2010,0
che,2011,0
che,2012,0
che,2013,0
che,2014,0
che,2015,0
che,2016,0
che,2017,0
che,2018,0
chl,2000,0
chl,2001,0
chl,2002,0
chl,2003,0
chl,2004,0
chl,2005,0
chl,2006,0.02001
chl,2007,0.00104
chl,2008,0.01192
chl,2009,0.01325
chl,2010,0.01022
chl,2011,0.00203
chl,2012,0.00153
chl,2013,0.00269
chl,2014,0.00243
chl,2015,0.00142
chl,2016,0
chl,2017,0
chl,2018,0
chl,2019,0
chn,2000,0.02547
chn,2001,0.22134
chn,2002,0.14549
chn,2003,0.12767
chn,2004,0.12344
chn,2005,0.2101
chn,2006,0.14493
chn,2007,0.18071
chn,2008,0.15566
chn,2009,0.10556
chn,2010,0.12174
chn,2011,0.0755
chn,2012,0.05628
chn,2013,0.05545
chn,2014,0.03019
chn,2015,0.0086
chn,2016,0.00162
chn,2017,0.00044
chn,2018,0.00065
chn,2019,0.00067
civ,2000,7.1464
civ,2001,6.95327
civ,2002,7.38163
civ,2003,7.0515
civ,2004,8.33184
civ,2005,6.67416
civ,2006,7.66021
civ,2007,8.55671
civ,2008,11.56071
civ,2009,10.30703
civ,2010,10.56784
civ,2011,12.19102
civ,2012,15.6525
civ,2013,8.71003
civ,2014,13.47169
civ,2015,13.08228
civ,2016,14.93039
civ,2017,13.03413
civ,2018,12.27737
civ,2019,15.23604
cmr,2000,2.6664
cmr,2001,2.2482
cmr,2002,3.44944
cmr,2003,2.37141
cmr,2004,3.35232
cmr,2005,4.76644
cmr,2006,4.6604
cmr,2007,5.16898
cmr,2008,6.11115
cmr,2009,5.72003
cmr,2010,8.0067
cmr,2011,12.15835
cmr,2012,7.85941
cmr,2013,7.30872
cmr,2014,10.57178
cmr,2015,9.89811
cmr,2016,9.81012
cmr,2017,9.51578
cmr,2018,8.70332
cmr,2019,14.20547
cod,2000,25.67162
cod,2001,14.93381
cod,2002,15.81775
cod,2003,19.65145
cod,2004,18.30512
cod,2005,19.3431
cod,2006,20.19489
cod,2007,23.93532
cod,2008,38.37122
cod,2009,41.08284
cod,2010,44.77018
cod,2011,45.04619
cod,2012,37.63669
cod,2013,40.14577
cod,2014,40.19533
cod,2015,39.27083
cod,2016,43.22839
cod,2017,42.47307
cod,2018,35.21685
cod,2019,38.82657
cog,2000,11.52106
cog,2001,8.74562
cog,2002,11.62722
cog,2003,11.14667
cog,2004,20.23671
cog,2005,21.31545
cog,2006,17.27007
cog,2007,18.39298
cog,2008,11.49302
cog,2009,19.16707
cog,2010,11.73498
cog,2011,20.96311
cog,2012,26.35974
cog,2013,19.84408
cog,2014,18.17325
cog,2015,18.91436
cog,2016,5.11391
cog,2017,7.24547
cog,2018,5.47522
cog,2019,8.34938
col,2000,0.01743
col,2001,0.04689
col,2002,0.89292
col,2003,1.85932
col,2004,1.24555
col,2005,0.94976
col,2006,0.71167
col,2007,0.46737
col,2008,0.0605
col,2009,0.04859
col,2010,0.06273
col,2011,0.15313
col,2012,0.52624
com,2000,5.89167
com,2001,7.98919
com,2002,6.79215
com,2003,11.30027
com,2004,12.13314
com,2005,9.46695
com,2006,6.09113
com,2007,4.34644
com,2008,4.37351
com,2009,4.4711
com,2010,8.53147
com,2011,14.30096
com,2012,14.51192
com,2013,16.43135
com,2014,21.05509
com,2015,10.78688
com,2016,12.6649
com,2017,19.80408
com,2018,13.14004
com,2019,17.5701
cpv,2000,2.57254
cpv,2001,2.83517
cpv,2002,2.85524
cpv,2003,1.62362
cpv,2004,3.9293
cpv,2005,5.41884
cpv,2006,9.10694
cpv,2007,5.20043
cpv,2008,6.16975
cpv,2009,3.1596
cpv,2010,6.04238
cpv,2011,4.71824
cpv,2012,12.99909
cpv,2013,15.27369
cpv,2014,15.06301
cpv,2015,4.10256
cpv,2016,5.11221
cpv,2017,7.98404
cpv,2018,9.39611
cpv,2019,6.84378
cri,2000,1.11174
cri,2001,1.2602
cri,2002,0.38723
cri,2003,0.33545
cri,2004,0.23139
cri,2005,0.177
cri,2006,0.08925
cri,2007,0.09471
cri,2008,0.14019
cri,2009,0.28392
cri,2010,0.21067
cri,2011,0.12928
cri,2012,0.06346
cri,2013,0.03902
cri,2014,0.0241
cri,2015,0.00637
cri,2016,0.02836
cri,2017,0.05354
cri,2018,0.00621
cri,2019,0.00104
cub,2000,0.07374
cub,2001,0.07668
cub,2002,0.11726
cub,2003,0.14298
cub,2004,0.35816
cub,2005,0.29124
cub,2006,0.13949
cub,2007,0.11012
cub,2008,0.19303
cub,2009,0.09858
cub,2010,0.03938
cub,2011,0.1965
cub,2012,0.16542
cub,2013,0.121
cub,2014,0.11024
cub,2015,0.04766
cub,2016,0.10711
cub,2017,0.0752
cub,2018,0.08674
cub,2019,0.12966
cyp,2000,0.53344
cyp,2001,0.49213
cyp,2002,0.59973
cyp,2003,0.58017
cyp,2004,0.54738
cyp,2005,0.53369
cyp,2006,0.59485
cyp,2007,0.61822
cyp,2008,0.46357
cyp,2009,0.5549
cyp,2010,0.90465
cyp,2011,0.95644
cyp,2012,0.94573
cyp,2013,1.1261
cyp,2014,1.09613
cyp,2015,1.17072
cyp,2016,0.20976
cyp,2017,0.4135
cyp,2018,0.37491
cyp,2019,0.69969
cze,2003,0
cze,2004,0
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
dji,2000,0
dji,2001,0
dji,2002,20.80323
dji,2003,24.75306
dji,2004,14.86053
dji,2005,14.39945
dji,2006,12.284
dji,2007,12.87839
dji,2008,10.48654
dji,2009,10.08739
dji,2010,9.78308
dji,2011,11.28304
dji,2012,18.48589
dji,2013,13.09074
dji,2014,16.58128
dji,2015,23.19301
dji,2016,26.96517
dji,2017,25.857
dji,2018,19.77159
dji,2019,20.75687
dma,2000,2.92069
dma,2001,2.3387
dma,2002,4.75165
dma,2003,3.02413
dma,2004,3.94688
dma,2005,2.7009
dma,2006,2.56881
dma,2007,3.21309
dma,2008,2.60794
dma,2009,2.93046
dma,2010,2.71198
dma,2011,3.10299
dma,2012,3.46242
dma,2013,2.27155
dma,2014,2.20903
dma,2015,1.9357
dma,2016,1.85037
dma,2017,1.62325
dma,2018,1.81208
dma,2019,0.71905
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,0
dnk,2013,0
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,2000,1.84019
dom,2001,2.90015
dom,2002,5.31062
dom,2003,3.20671
dom,2004,2.18136
dom,2005,1.6985
dom,2006,1.11909
dom,2007,1.68501
dom,2008,1.71609
dom,2009,0.87386
dom,2010,0.59346
dom,2011,0.46534
dom,2012,1.23444
dom,2013,0.51584
dom,2014,6.36527
dom,2015,7.41501
dom,2016,0.61747
dom,2017,0.73936
dom,2018,0.94874
dom,2019,0.83737
dza,2000,0.05219
dza,2001,0.04628
dza,2002,0.04451
dza,2003,0.05023
dza,2004,0.0468
dza,2005,0.07937
dza,2006,0.05232
dza,2007,0.06623
dza,2008,0.03666
dza,2009,0.0515
dza,2010,0.02815
dza,2011,0.01971
dza,2012,0.03198
dza,2013,0.01983
dza,2014,0.03547
dza,2015,0.02683
dza,2016,0.02011
dza,2017,0.02892
dza,2018,0.02694
dza,2019,0.04463
ecu,2000,2.78586
ecu,2001,1.95999
ecu,2002,1.05707
ecu,2003,0.56671
ecu,2004,1.17825
ecu,2005,0.60293
ecu,2006,0.94484
ecu,2007,0.4857
ecu,2008,0.4431
ecu,2009,0.45848
ecu,2010,1.67979
ecu,2011,0.21196
ecu,2012,0.19583
ecu,2013,0.15561
ecu,2014,0.19637
ecu,2015,0.23058
ecu,2016,0.19514
ecu,2017,0.13376
ecu,2018,0.10837
ecu,2019,0.10382
egy,2003,0.85899
egy,2004,1.06512
egy,2005,1.22708
egy,2006,1.56767
egy,2007,2.09135
egy,2008,1.35775
egy,2009,1.60887
egy,2010,0.64146
egy,2011,0.5747
egy,2012,0.37651
egy,2013,0.16287
egy,2014,1.36776
egy,2015,0.20215
egy,2016,1.01054
egy,2017,0.31514
egy,2018,0.66367
egy,2019,1.05871
eri,2000,0.64058
eri,2001,13.79907
eri,2002,22.28843
eri,2003,38.31954
eri,2004,42.61533
eri,2005,52.33447
eri,2006,53.35166
eri,2007,32.89183
eri,2008,43.44826
eri,2009,34.73834
eri,2010,29.75931
eri,2011,48.16618
eri,2012,26.05442
eri,2013,35.30799
eri,2014,34.68012
eri,2015,41.23163
eri,2016,22.69674
eri,2017,32.03657
eri,2018,35.49724
eri,2019,39.19939
esp,2014,0
esp,2015,0
esp,2017,0
esp,2018,0
esp,2019,0
est,2000,0.01804
est,2003,0.30559
est,2004,0.67905
est,2005,0.48832
est,2006,0.66522
est,2007,0.57492
est,2008,0.4314
est,2009,0.36737
est,2010,1.81292
est,2011,1.43225
est,2012,0.39227
est,2013,0.06152
est,2014,0.23629
est,2015,0.20467
est,2016,0.18434
est,2017,0.02718
est,2018,0.02364
est,2019,0.02061
eth,2000,16.257
eth,2001,17.07106
eth,2002,12.69981
eth,2003,14.19543
eth,2004,29.64548
eth,2005,22.23942
eth,2006,32.35617
eth,2007,33.34824
eth,2008,46.76121
eth,2009,33.59081
eth,2010,34.44238
eth,2011,37.52742
eth,2012,27.94426
eth,2013,23.27151
eth,2014,23.43493
eth,2015,18.26108
eth,2016,20.23425
eth,2017,35.35739
eth,2018,36.09846
eth,2019,34.10497
fin,2000,0.00605
fin,2001,0.00953
fin,2002,0.0095
fin,2003,0.00386
fin,2004,0.00177
fin,2005,0.00145
fin,2006,0.00142
fin,2007,0.00122
fin,2008,0.00002
fin,2009,0.00463
fin,2010,0.00698
fin,2011,0.0061
fin,2012,0.00293
fin,2013,0.00124
fin,2014,0.00211
fin,2015,0.00118
fin,2016,0.00146
fin,2017,0.00282
fin,2018,0.00398
fin,2019,0.00646
fji,2000,7.85385
fji,2001,9.57387
fji,2002,8.80304
fji,2003,7.06262
fji,2004,13.62632
fji,2005,8.71357
fji,2006,4.67346
fji,2007,3.52948
fji,2008,6.41315
fji,2009,6.83091
fji,2010,6.31027
fji,2011,4.88197
fji,2012,6.72817
fji,2013,4.9871
fji,2014,4.0706
fji,2015,2.54843
fji,2016,3.08824
fji,2017,2.32538
fji,2018,2.18244
fji,2019,7.21148
fsm,2000,72.18377
fsm,2001,73.15506
fsm,2002,72.62218
fsm,2003,72.69007
fsm,2004,75.98595
fsm,2005,81.58047
fsm,2006,70.27775
fsm,2007,72.79373
fsm,2008,71.0096
fsm,2009,78.52959
fsm,2010,79.01209
fsm,2011,73.51159
fsm,2012,75.85699
fsm,2013,74.18583
fsm,2014,68.82963
fsm,2015,71.61473
fsm,2016,71.06453
fsm,2017,71.53427
fsm,2018,70.99741
fsm,2019,68.80562
gab,2000,2.12514
gab,2001,1.32828
gab,2002,1.62561
gab,2003,1.6443
gab,2004,1.58124
gab,2005,3.94957
gab,2006,2.32331
gab,2007,2.78062
gab,2008,2.0707
gab,2009,1.51372
gab,2010,1.14024
gab,2011,1.08781
gab,2012,0.48202
gab,2013,0.36939
gab,2014,0.99941
gab,2015,0.82101
gab,2016,0.68773
gab,2017,0.60824
gab,2018,1.22248
gab,2019,0.56817
gbr,2000,0.00786
gbr,2001,0.00779
gbr,2002,0.00788
gbr,2003,0.00838
gbr,2004,0.00774
gbr,2005,0.00796
gbr,2006,0.00816
gbr,2007,0.00769
gbr,2008,0.00784
gbr,2009,0.00749
gbr,2010,0.00792
gbr,2011,0.00862
gbr,2012,0.00908
gbr,2013,0.00975
gbr,2014,0.00957
gbr,2015,0.0105
gbr,2016,0.01132
gbr,2017,0.01258
gbr,2018,0.01388
gbr,2019,0.01489
geo,2000,7.15884
geo,2001,6.91197
geo,2002,7.84641
geo,2003,5.79915
geo,2004,4.89596
geo,2005,4.2487
geo,2006,5.73013
geo,2007,6.69746
geo,2008,10.08454
geo,2009,5.42679
geo,2010,3.63636
geo,2011,3.37904
geo,2012,3.42309
geo,2013,3.01686
geo,2014,2.47967
geo,2015,2.54069
geo,2016,2.25774
geo,2017,2.38088
geo,2018,0.53533
geo,2019,0.52821
gha,2000,11.99528
gha,2001,12.89904
gha,2002,14.51581
gha,2003,12.53571
gha,2004,18.26946
gha,2005,15.15057
gha,2006,14.806
gha,2007,12.05865
gha,2008,11.16166
gha,2009,11.98752
gha,2010,9.54855
gha,2011,9.30155
gha,2012,8.41675
gha,2013,16.56104
gha,2014,15.69009
gha,2015,24.93173
gha,2016,12.79747
gha,2017,13.51608
gha,2018,11.02204
gha,2019,11.27463
gin,2000,27.88588
gin,2001,28.61081
gin,2002,28.29406
gin,2003,28.26427
gin,2004,25.07074
gin,2005,22.97238
gin,2006,21.59774
gin,2007,20.70934
gin,2008,20.00595
gin,2009,19.48163
gin,2010,19.42545
gin,2011,25.90081
gin,2012,21.98635
gin,2013,22.58373
gin,2014,18.49853
gin,2015,23.46263
gin,2016,27.23296
gin,2017,9.49533
gin,2018,10.79292
gin,2019,10.79645
gmb,2000,74.71724
gmb,2001,73.48769
gmb,2002,75.32834
gmb,2003,74.47596
gmb,2004,71.75909
gmb,2005,70.57473
gmb,2006,70.43736
gmb,2007,70.18613
gmb,2008,68.39468
gmb,2009,63.75816
gmb,2010,63.37495
gmb,2011,62.11278
gmb,2012,57.12689
gmb,2013,46.01452
gmb,2014,50.62854
gmb,2015,34.95147
gmb,2016,36.42344
gmb,2017,48.82869
gmb,2018,56.13336
gmb,2019,45.26739
gnb,2000,11.17457
gnb,2001,13.29954
gnb,2002,27.55871
gnb,2003,23.50592
gnb,2004,22.51992
gnb,2005,25.86558
gnb,2006,25.87465
gnb,2007,29.04613
gnb,2008,28.09097
gnb,2009,22.29857
gnb,2010,41.64113
gnb,2011,52.93362
gnb,2012,28.24413
gnb,2013,24.0652
gnb,2014,36.07599
gnb,2015,23.46339
gnb,2016,26.69475
gnb,2017,21.16595
gnb,2018,25.74973
gnb,2019,25.32418
gnq,2000,3.18818
gnq,2001,9.58119
gnq,2002,5.57401
gnq,2003,3.21102
gnq,2004,3.13862
gnq,2005,3.11546
gnq,2006,5.52721
gnq,2007,5.5605
gnq,2008,2.51454
gnq,2009,5.9109
gnq,2010,4.35273
gnq,2011,4.31774
gnq,2012,3.37593
gnq,2013,1.19257
gnq,2014,0.35667
gnq,2015,1.24479
gnq,2016,1.19322
gnq,2017,2.10118
gnq,2018,2.35323
gnq,2019,0.91383
grc,2003,0
grc,2004,0
grc,2005,0
grc,2006,0
grc,2007,0
grc,2008,0
grc,2009,0.00955
grc,2010,0.01943
grc,2011,0.18619
grc,2012,0.14562
grc,2013,0.82977
grc,2014,1.30173
grc,2015,1.64424
grc,2016,0.25989
grc,2017,0.17924
grc,2018,0.13584
grc,2019,0.13787
grd,2000,1.51756
grd,2001,1.44484
grd,2002,1.2672
grd,2003,1.35369
grd,2004,0.86141
grd,2005,0.70478
grd,2006,3.23484
grd,2007,2.11907
grd,2008,4.20073
grd,2009,1.38329
grd,2010,1.21579
grd,2011,0.0087
grd,2012,0.1174
grd,2013,0.23526
grd,2014,0.35381
grd,2015,0.31798
grd,2016,0.28438
grd,2017,0.20166
grd,2018,0.26376
grd,2019,0.09226
gtm,2000,2.69831
gtm,2001,1.90615
gtm,2002,2.15236
gtm,2003,2.58997
gtm,2004,3.07541
gtm,2005,2.33605
gtm,2006,3.28337
gtm,2007,2.98864
gtm,2008,2.21389
gtm,2009,3.71947
gtm,2010,2.66474
gtm,2011,3.25614
gtm,2012,4.01599
gtm,2013,2.62795
gtm,2014,2.78954
