geo,time,gc_tax_totl_cn
btn,2018,26803821592.4
bwa,1990,1939510000
bwa,1991,2037100000
bwa,1992,2435900000
bwa,1993,2387500000
bwa,1994,2277400000
bwa,1995,2198700000
bwa,1996,2407100000
bwa,2006,15919000000
bwa,2007,17266840000
bwa,2008,20454250000
bwa,2009,20044980000
bwa,2010,20504560000
bwa,2011,24846060000
bwa,2012,29791760000
bwa,2013,32052910000
bwa,2014,37621320000
bwa,2015,36060110000
bwa,2016,35563750000
bwa,2017,39884397000
bwa,2018,37768760000
bwa,2019,37956640000
caf,2004,41680154865
caf,2008,73652850018.9071
caf,2009,76892480358.60001
caf,2010,89135596491
caf,2011,86631395622
caf,2012,104734000000
caf,2014,38344670840.693
caf,2015,54631151708
caf,2016,73625163568
caf,2017,85210311549.21429
caf,2018,106583975699.084
can,1990,98150000000
can,1991,101039000000
can,1992,102800000000
can,1993,101988000000
can,1994,103540000000
can,1995,110498000000
can,1996,119332000000
can,1997,132114000000
can,1998,137962000000
can,1999,148163000000
can,2000,164336000000
can,2001,162312000000
can,2002,159687000000
can,2003,165989000000
can,2004,178249000000
can,2005,189062000000
can,2006,199766000000
can,2007,210372000000
can,2008,205310000000
can,2009,193343000000
can,2010,195474000000
can,2011,209409000000
can,2012,213133000000
can,2013,221108000000
can,2014,235565000000
can,2015,246612000000
can,2016,253122000000
can,2017,269978000000
can,2018,292023000000
can,2019,306617000000
che,1972,9561000000
che,1973,10144000000
che,1974,11269000000
che,1975,11316000000
che,1976,13155000000
che,1977,12973000000
che,1978,13819000000
che,1979,13623000000
che,1980,14976000000
che,1981,16111000000
che,1982,17753000000
che,1983,18373000000
che,1984,20042000000
che,1985,20921000000
che,1986,23780000000
che,1987,23669000000
che,1988,26300000000
che,1989,26639000000
che,1990,29365043335.32
che,1991,29926189703.65
che,1992,31172614995.34
che,1993,29524347671.09
che,1994,32380653003.54
che,1995,33025548639.47
che,1996,35050514482.27
che,1997,35611942798.05
che,1998,40748431531.42
che,1999,39908965814.13
che,2000,47306525397.3
che,2001,43385291177.29
che,2002,43173408124.49
che,2003,43775251608.62
che,2004,45306342743.11
che,2005,47533454377.95
che,2006,50909370267.37
che,2007,53404243839.14
che,2008,58904139834.83
che,2009,56375276603.81
che,2010,58482455150.16
che,2011,59263261758.07
che,2012,59016345129.41
che,2013,60592257598.17
che,2014,60487001632.59
che,2015,63835885706.55
che,2016,63748945426.69
che,2017,68877776312.03
che,2018,68759903886.62
che,2019,71086257844.7
chl,1972,40000000
chl,1973,210000000
chl,1974,1570000000
chl,1975,7710000000
chl,1976,24830000000
chl,1977,56410000000
chl,1978,94570000000
chl,1979,145750000000
chl,1980,215690000000
chl,1981,270800000000
chl,1982,254690000000
chl,1983,302220000000
chl,1984,387030000000
chl,1985,516320000000
chl,1986,655290000000
chl,1987,820760000000
chl,1988,917080000000
chl,1989,1112160000000
chl,1990,1343570000000
chl,1991,2012020000000
chl,1992,2623670000000
chl,1993,3250630000000
chl,1994,3742720000000
chl,1995,4400600000000
chl,1996,5202630000000
chl,1997,5672830000000
chl,1998,5952340000000
chl,1999,5805790000000
chl,2000,6784970000000
chl,2001,7226000000000
chl,2002,7784020000000
chl,2003,8341290000000
chl,2004,9918710000000
chl,2005,12407000000000
chl,2006,15999000000000
chl,2007,18373626000000
chl,2008,17561849000000
chl,2009,14041851940717.09961
chl,2010,19354008065286.30078
chl,2011,23009117413559.80078
chl,2012,24683324666099.80078
chl,2013,23972500000000
chl,2014,25217559427610.39844
chl,2015,27832106075509.10156
chl,2016,29481443276150
chl,2017,31390500000000
chl,2018,34847537442939.19922
chl,2019,34960329067100
chn,2005,1605181360000
chn,2006,1987510000000
chn,2007,2639181770000
chn,2008,3224826000000
chn,2009,3593023373100
chn,2010,4208581872828.95996
chn,2011,5032027000000
chn,2012,5524090000000
chn,2013,5874921110000
chn,2014,6228801980000
chn,2015,6459368710000
chn,2016,6809299102503.66016
chn,2017,7837210897813.29004
chn,2018,8321963160400
civ,1990,529400000000
civ,1995,1033300000000
civ,2001,1174100000000
civ,2002,1259325700000
civ,2003,1190100000000
civ,2004,1241400000000
civ,2005,1251200000000
civ,2006,1364340000000
civ,2007,1468200000000
civ,2008,1633010000000
civ,2009,1673560000000
civ,2010,1765580000000
civ,2011,1309250000000
civ,2012,1968230000000
civ,2013,2246230000000
civ,2014,2439937727984.7002
civ,2015,3027100000760.56006
civ,2016,3287603481816.87012
civ,2017,3584711051939.12939
civ,2018,3792159618169.72949
civ,2019,4127136003134.62939
cmr,1990,327480000000
cmr,1991,297450000000
cmr,1992,311660000000
cmr,1993,300130000000
cmr,1994,291540000000
cmr,1995,389580000000
cmr,1998,646180000000
cmr,1999,690990000000
cmr,2012,1746568600000
cmr,2013,1919418000000
cmr,2014,2207200000000
cmr,2015,2306300000000
cmr,2016,2334900000000
cmr,2017,2489300000000
cmr,2018,2741432977243
cod,1972,0.00097
cod,1973,0.00124
cod,1974,0.00168
cod,1975,0.00137
cod,1976,0.00156
cod,1977,0.00219
cod,1978,0.00235
cod,1979,0.00627
cod,1980,0.0109
cod,1981,0.01356
cod,1982,0.01827
cod,1983,0.03333
cod,1984,0.07867
cod,1985,0.12078
cod,1986,0.14006
cod,1987,0.25098
cod,1988,0.51491
cod,1989,1.22761
cog,2001,185800000000
cog,2002,171400000000
cog,2003,175700000000
cog,2004,191886251431
cog,2005,199440803512
cog,2006,223300000000
cog,2007,253381000000
cog,2008,306379000000
cog,2009,376062000000
cog,2010,449088000000
cog,2011,598652812083
cog,2012,657460585915
cog,2013,764964016875
cog,2014,847700371358
cog,2015,896537700000
cog,2016,836508500000
cog,2017,732441543102
cog,2018,588473766163
col,1998,19307651497356.80078
col,1999,20426296414699.89453
col,2000,23396665600200.10156
col,2003,30662852022347.30078
col,2008,62102187000000
col,2009,63575645000000
col,2010,66060664000000
col,2011,90228057000000
col,2012,88158819000000
col,2013,100130937000000
col,2014,119773851322450
col,2015,127119308804304
col,2016,124256879949728
col,2017,136697476709950
col,2018,146104670185923
col,2019,159925172146355
cpv,2005,18165293152
cpv,2006,22149540184
cpv,2007,25500757750
cpv,2008,28668926543
cpv,2009,25029799147
cpv,2010,25560543506
cpv,2011,29186802493
cpv,2012,26885793476
cpv,2013,27423147535
cpv,2014,26335554114
cpv,2015,29800655842
cpv,2016,30841813792.74
cpv,2017,34769646881
cri,1972,940000000
cri,1973,1270000000
cri,1974,1800000000
cri,1975,2090000000
cri,1976,2520000000
cri,1977,3240000000
cri,1978,3820000000
cri,1979,4110000000
cri,1980,4810000000
cri,1981,7070000000
cri,1982,12340000000
cri,1983,19680000000
cri,1984,23990000000
cri,1985,26270000000
cri,1986,32690000000
cri,1987,41070000000
cri,1988,51420000000
cri,1989,58370000000
cri,1990,68270000000
cri,1991,93270000000
cri,1992,137960000000
cri,1993,163970000000
cri,1994,190750000000
cri,1995,254680000000
cri,1996,306680000000
cri,1997,370090000000
cri,1998,451330000000
cri,1999,534850000000
cri,2000,594100000000
cri,2001,702000000000
cri,2002,797460000000
cri,2003,935400000000
cri,2004,1088771000000
cri,2005,1305865000000
cri,2006,1607476702016.95996
cri,2007,2063423000696.87012
cri,2008,2469033676722.47998
cri,2009,2323667745953.50977
cri,2010,2564863750481.14941
cri,2011,2856248518511.72949
cri,2012,3112883750099.20947
cri,2013,3416320000000
cri,2014,3652938105452.28955
cri,2015,3998984381185.43018
cri,2016,4331078405677.18945
cri,2017,4548507895576.23047
cri,2018,4747513768624.66016
cri,2019,5059750255712.01953
cyp,1972,60330716.89499
cyp,1973,75537269.72324
cyp,1974,62056404.35078
cyp,1975,58792975.59775
cyp,1976,69147100.33249
cyp,1977,95647508.68824
cyp,1978,117517607.13785
cyp,1979,152800226.90227
cyp,1980,192098060.05392
cyp,1981,206450312.16148
cyp,1982,249387466.38327
cyp,1983,299210284.4138
cyp,1984,368630760.97691
cyp,1985,419290793.71371
cyp,1986,456828767.38075
cyp,1987,496741697.0513
cyp,1988,592918872.18636
cyp,1989,707873577.16215
cyp,1990,1345192949.23699
cyp,1991,1325867058.21516
cyp,1992,1636511780.81831
cyp,1993,1860073221.06781
cyp,1994,2217135113.94998
cyp,1995,2418525340.26798
cyp,1996,2432535872.08726
cyp,1997,2448938445.92447
cyp,1998,2835253231.81963
cyp,1999,3133745903.62804
cyp,2000,3764732415.92827
cyp,2001,4154122684.4179
cyp,2002,4349074108.87892
cyp,2003,4831754016.06769
cyp,2004,5168006779.73052
cyp,2005,5867508209.82993
cyp,2006,6646288746.80919
cyp,2007,8504221954.16164
cyp,2008,8753165184.17015
cyp,2009,4341900000
cyp,2010,4486600000
cyp,2011,4597100000
cyp,2012,4549200000
cyp,2013,4243300000
cyp,2014,4321000000
cyp,2015,4315100000
cyp,2016,4471300000
cyp,2017,4841000000
cyp,2018,5212049000
cyp,2019,5394900000
cze,1993,223364000000
cze,1994,229361000000
cze,1995,259211000000
cze,1996,279804000000
cze,1997,297322000000
cze,1998,309848000000
cze,1999,335020000000
cze,2000,345415000000
cze,2001,380201000000
cze,2002,391937000000
cze,2003,423117000000
cze,2004,474397000000
cze,2005,475909000000
cze,2006,502170000000
cze,2007,563943000000
cze,2008,552784000000
cze,2009,536610000000
cze,2010,545057000000
cze,2011,589860000000
cze,2012,610424000000
cze,2013,624784000000
cze,2014,627079000000
cze,2015,683148000000
cze,2016,715347000000
cze,2017,766894000000
cze,2018,802600000000
cze,2019,850699000000
deu,1972,52709080032.5182
deu,1973,59442794107.8724
deu,1974,61718042979.1955
deu,1975,61994140595.0415
deu,1976,68052949387.2167
deu,1977,74796889300.19478
deu,1978,79797323898.29379
deu,1979,85728309720.16998
deu,1980,90815663938.07228
deu,1981,93019331946.02802
deu,1982,94369142512.386
deu,1983,98101573245.11839
deu,1984,107524682615.565
deu,1985,112433084675.048
deu,1986,115444593855.29401
deu,1987,120312092564.282
deu,1988,123507666821.759
deu,1989,137854517008.12399
deu,1990,143903099962.67599
deu,1991,184424000000
deu,1992,200058000000
deu,1993,200660000000
deu,1994,213652000000
deu,1995,217428000000
deu,1996,209466000000
deu,1997,210419000000
deu,1998,218262000000
deu,1999,237016000000
deu,2000,246869000000
deu,2001,238147000000
deu,2002,238173000000
deu,2003,243240000000
deu,2004,235897000000
deu,2005,243861000000
deu,2006,258820000000
deu,2007,283300000000
deu,2008,292141000000
deu,2009,284070000000
deu,2010,286964000000
deu,2011,309258000000
deu,2012,319087000000
deu,2013,326440000000
deu,2014,336144000000
deu,2015,347367000000
deu,2016,354104000000
deu,2017,373025000000
deu,2018,385572000000
deu,2019,396135000000
dnk,1972,46832000000
dnk,1973,53767000000
dnk,1974,60605000000
dnk,1975,62140000000
dnk,1976,71369000000
dnk,1977,80905000000
dnk,1978,93657000000
dnk,1979,105889000000
dnk,1980,114351000000
dnk,1981,123629000000
dnk,1982,136413000000
dnk,1983,154214000000
dnk,1984,177581000000
dnk,1985,202525000000
dnk,1986,233344000000
dnk,1987,241156000000
dnk,1988,252378000000
dnk,1989,257997000000
dnk,1990,254311000000
dnk,1991,259412000000
dnk,1992,272160000000
dnk,1993,286414000000
dnk,1994,313484000000
dnk,1995,328159000000
dnk,1996,346860000000
dnk,1997,363862000000
dnk,1998,380069000000
dnk,1999,396375000000
dnk,2000,419226000000
dnk,2001,413751000000
dnk,2002,424734000000
dnk,2003,433048000000
dnk,2004,471261000000
dnk,2005,524513000000
dnk,2006,535973000000
dnk,2007,610213000000
dnk,2008,602079000000
dnk,2009,571473000000
dnk,2010,592847000000
dnk,2011,604909000000
dnk,2012,633810000000
dnk,2013,652612000000
dnk,2014,723131000000
dnk,2015,690765000000
dnk,2016,701796000000
dnk,2017,732446000000
dnk,2018,725068000000
dnk,2019,794735000000
dom,1972,275300000
dom,1973,315100000
dom,1974,421900000
dom,1975,578800000
dom,1976,524100000
dom,1977,575100000
dom,1978,537400000
dom,1979,606600000
dom,1980,696900000
dom,1981,734400000
dom,1982,659600000
dom,1983,779800000
dom,1984,1046100000
dom,1985,1521700000
dom,1986,2006000000
dom,1987,2519200000
dom,1988,3843800000
dom,1989,5250200000
dom,1990,6209500000
dom,1991,9378599999.99999
dom,1992,15769300000
dom,1993,18239000000
dom,1994,19463900000
dom,1995,22642700000
dom,1996,24335100000
dom,1997,31986000000
dom,1998,36426900000
dom,1999,40412500000
dom,2000,47843000000
dom,2001,57177457517.1
dom,2002,63100647726.25
dom,2003,73831265378.27991
dom,2004,117202925695.99899
dom,2005,148412041891.767
dom,2006,176529854778.60001
dom,2007,217103796768.38297
dom,2008,235306109249.57297
dom,2009,219364575128
dom,2010,242097384478.29999
dom,2011,271803832694.76999
dom,2012,310814000000
dom,2013,353761534459.81
dom,2014,391642609308.78003
dom,2015,410703662189.64001
dom,2016,450239752181.81201
dom,2017,495514607348.64001
dom,2018,551716287612.13
dom,2019,606904031108.97998
egy,1975,1089000000
egy,1976,1162000000
egy,1977,2095000000
egy,1978,2254000000
egy,1979,2685000000
egy,1981,4299000000
egy,1982,4872000000
egy,1983,5608000000
egy,1984,5829000000
egy,1985,6436000000
egy,1986,7197000000
egy,1987,7504000000
egy,1988,8839000000
egy,1989,10656000000
egy,1990,12679000000
egy,1991,16580000000
egy,1992,25706000000
egy,1993,29122000000
egy,1994,33333000000
egy,1995,35951000000
egy,1996,40060000000
egy,1997,42450000000
egy,2002,50802000000
egy,2003,55736000000
egy,2004,67146000000
egy,2005,75759600000
egy,2006,97778900000
egy,2007,114325700000
egy,2008,137195300000
egy,2009,163222700000
egy,2010,170493500000
egy,2011,192072400000
egy,2012,207410000000
egy,2013,251118000000
egy,2014,260289000000
egy,2015,305957000000
esp,1972,2046446215.42678
esp,1973,2566922697.82313
esp,1974,2893873282.60791
esp,1975,3469642878.60758
esp,1976,4299039582.6572
esp,1977,5381462382.65239
esp,1978,7030038584.9771
esp,1979,8371497601.9617
esp,1980,9699133340.54548
esp,1981,11217890928.3233
esp,1982,11942110514.1058
esp,1983,15676799730.7466
esp,1984,17609053646.3404
esp,1985,23253759330.71289
esp,1986,30524803769.5479
esp,1987,36819203538.75929
esp,1988,40547882634.3563
esp,1989,49364129193.562
esp,1990,51640763044.9677
esp,1991,56866563292.5847
esp,1992,62195737622.15569
esp,1993,59770653780.9671
esp,1994,64529467623.4779
esp,2017,159435000000
esp,2018,171258000000
esp,2019,171277000000
est,1991,1274426.03144
est,1992,6956650.55817
est,1993,14953265.43559
est,1994,26996999.9026
est,1995,653570000
est,1996,804040000
est,1997,1004560000
est,1998,1127570000
est,1999,1131370000
est,2000,1214960000
est,2001,1342990000
est,2002,1535910000
est,2003,1733950000
est,2004,1978240000
est,2005,2166600000
est,2006,2708260000
est,2007,3316840000
est,2008,3207630000
est,2009,3041320000
est,2010,2922270000
est,2011,3209350000
est,2012,3574750000
est,2013,3813780000
est,2014,4159480000
est,2015,4470960000
est,2016,4735540000
est,2017,4991190000
est,2018,5435180000
est,2019,5911910000
eth,1990,2177300000
eth,1991,2076500000
eth,1992,1647000000
eth,1993,2230100000
eth,1994,3076400000
eth,1995,4039800000
eth,1996,4835100000
eth,1997,5873400000
eth,1998,6059600000
eth,1999,6295800000
eth,2001,5541400000
eth,2002,6512103522
eth,2003,6746100000
