geo,time,gc_tax_totl_cn
lva,2001,1543551260.37985
lva,2002,1678136436.33218
lva,2003,1933941753.31956
lva,2004,2256030130.73346
lva,2005,2929108257.77884
lva,2006,3805154779.99556
lva,2007,4906160181.21695
lva,2008,5072984786.6546
lva,2009,3547498306.78255
lva,2010,3555701162.77084
lva,2011,4071174893.71148
lva,2012,4620747747.59392
lva,2013,4947638317.36871
lva,2014,5207900068.867
lva,2015,5496754429.39995
lva,2016,5959224762.52269
lva,2017,6332896511.68747
lva,2018,6650490037.05158
lva,2019,6518897160.51701
mac,1996,7491650000
mac,1997,9242900000
mac,1998,7713550000
mac,1999,7426633620
mac,2000,8113405899.8
mac,2001,9037036232
mac,2002,10206455270
mac,2003,13260934778.68
mac,2004,18159528344.2
mac,2005,20438000000
mac,2006,25153000000
mac,2007,37730492221.95
mac,2008,50989542404.14
mac,2009,50514150705.77
mac,2010,77716833149.80998
mac,2011,110565526415.12
mac,2012,126998940880.56
mac,2013,149824000000
mac,2014,153863754681.04999
mac,2015,104855778909.62
mac,2016,100086576177.33
mac,2017,117420342845.28
mac,2018,131147619281
mac,2019,132376305078.82001
mar,1990,46459000000
mar,1991,51765000000
mar,1992,59440000000
mar,1993,59602000000
mar,1994,61781000000
mar,1995,61168000000
mar,1997,72375000000
mar,1998,76953000000
mar,1999,81118000000
mar,2002,88781303142.85718
mar,2003,93663657142.8571
mar,2004,100353249137.08501
mar,2005,115911342341.991
mar,2006,129507805800.866
mar,2007,154794655067.82101
mar,2008,189941263463.203
mar,2009,175566447746.88699
mar,2010,179045181725.306
mar,2011,191051338816.73901
mar,2012,202674425021.64496
mar,2013,200677613621.93399
mar,2014,203832119134.19901
mar,2015,209559004227.99399
mar,2016,217397269387.755
mar,2017,231269130972.01801
mar,2018,242467228571.42896
mar,2019,246906246842.10501
mda,1996,942700000
mda,1997,1630300000
mda,1998,1649300000
mda,1999,1855300000
mda,2000,2359000000
mda,2001,2318800000
mda,2002,2905500000
mda,2003,4052500000
mda,2004,5239600000
mda,2005,6960100000
mda,2006,8758900000
mda,2007,10988700000
mda,2008,12865000000
mda,2009,10687200000
mda,2010,13079900000
mda,2011,15053300000
mda,2012,16450000000
mda,2013,18491300000
mda,2014,22208000000
mda,2015,23905400000
mda,2016,26125600000
mda,2017,31201500000
mda,2018,34057900000
mda,2019,36417200000
mdg,1990,86840000000
mdg,1991,67220000000
mdg,1992,96820000000
mdg,1993,105300000000
mdg,1994,140440000000
mdg,1995,224160000000
mdg,2003,678473200000
mdg,2004,887124400000
mdg,2005,1019900000000
mdg,2006,1260800000000
mdg,2007,1573138000000
mdg,2008,2087200000000
mdg,2009,1569751000000
mdg,2010,1780755000000
mdg,2011,2037675000000
mdg,2012,2126831000000
mdg,2013,2408809000000
mdg,2014,2552648000000
mdg,2015,2971290000000
mdg,2016,3479539074081
mdg,2017,4117193802508.56982
mdg,2018,4718547482562.0498
mdg,2019,5374959911557.36035
mdv,1979,7200000
mdv,1980,16400000
mdv,1981,23300000
mdv,1982,42000000
mdv,1983,51500000
mdv,1984,71500000
mdv,1985,90200000
mdv,1986,104400000
mdv,1987,160000000
mdv,1988,200900000
mdv,1989,258500000
mdv,1990,286800000
mdv,1991,366200000
mdv,1992,450400000
mdv,1993,485200000
mdv,1994,536400000
mdv,1995,638500000
mdv,1996,713100000
mdv,1997,864100000
mdv,1998,902700000
mdv,1999,977300000
mdv,2000,1013800000
mdv,2001,1046600000
mdv,2002,1091700000
mdv,2003,1268700000
mdv,2004,1647200000
mdv,2005,1722800000
mdv,2006,2370400000
mdv,2007,2905100000
mdv,2008,3366800000
mdv,2009,2732000000
mex,1972,43000000
mex,1973,49000000
mex,1974,72000000
mex,1975,101000000
mex,1976,124000000
mex,1977,184000000
mex,1978,251000000
mex,1979,348000000
mex,1980,539000000
mex,1981,682000000
mex,1982,1168000000
mex,1983,2438000000
mex,1984,3903000000
mex,1985,6175000000
mex,1986,9767000000
mex,1987,25921000000
mex,1988,47111000000
mex,1989,66156000000
mex,1990,87062000000
mex,1991,109590000000
mex,1992,130404000000
mex,1993,141510000000
mex,1994,151277000000
mex,1995,196003000000
mex,1996,273058000000
mex,1997,356141000000
mex,1998,392295000000
mex,1999,493975000000
mex,2000,640777000000
mex,2008,1238320717638.58008
mex,2009,1177330663406.68994
mex,2010,1351462808789.71997
mex,2011,1468376569883.34009
mex,2012,1545871623845.40991
mex,2013,1675667821570.40991
mex,2014,1857813260399.19995
mex,2015,2373960110766
mex,2016,2724339160654
mex,2017,2859266290320
mex,2018,3073376367211
mex,2019,3213821500047.43994
mhl,2008,28341435
mhl,2009,27823772
mhl,2010,28550003
mhl,2011,29356650
mhl,2012,29609919
mhl,2013,30732953
mhl,2014,29493558
mhl,2015,31886115
mhl,2016,35029138
mhl,2017,37657928
mhl,2018,39419000
mhl,2019,41705000
mkd,2005,56831664037
mkd,2006,60547984389
mkd,2007,71127943665.5
mkd,2008,76854000000
mkd,2009,71023000000
mkd,2010,73753000000
mkd,2011,78910000000
mkd,2012,76617000000
mkd,2013,78641090017.5
mkd,2014,85662389782
mkd,2015,94006186766
mkd,2016,100824639165
mkd,2017,106073872770
mkd,2018,116148887637
mkd,2019,118332983880
mli,2000,226839336350
mli,2001,268892567000
mli,2002,302920625431.91998
mli,2003,349034770783
mli,2004,393671285925
mli,2005,438117827877
mli,2006,480424800000
mli,2007,509700000000
mli,2008,519426000000
mli,2009,624292000000
mli,2010,681895000000
mli,2011,768260000000
mli,2012,825255000000
mli,2013,852429000000
mli,2014,897000000000
mli,2015,1092045380597
mli,2016,1279700000000
mli,2017,1417100000000
mli,2018,1106519000000
mli,2019,1468195198835
mlt,1972,55532261.82157
mlt,1973,65362217.56348
mlt,1974,69788027.02073
mlt,1975,80293501.04822
mlt,1976,92709061.26252
mlt,1977,112951316.09597
mlt,1978,136501281.15537
mlt,1980,198113207.54717
mlt,1981,215443745.63243
mlt,1982,219380386.67598
mlt,1983,209760074.53995
mlt,1984,199277894.24645
mlt,1985,215932914.04612
mlt,1986,225692988.58607
mlt,1987,233286745.86536
mlt,1988,273911017.93617
mlt,1989,307803400.88516
mlt,1990,800169333.99726
mlt,1991,891488584.63246
mlt,1992,991652183.3684
mlt,1993,1091978561.51724
mlt,1994,1116938071.49478
mlt,1995,1445935243.41952
mlt,1996,1361504775.21547
mlt,1997,1590228278.59306
mlt,1998,1549855578.84929
mlt,1999,1825380852.55066
mlt,2000,2017915210.80829
mlt,2001,2203952946.65735
mlt,2002,2426109946.42441
mlt,2003,2588597717.21407
mlt,2004,2693726997.43769
mlt,2005,3034644770.55672
mlt,2006,3243296063.35896
mlt,2007,3619084556.25437
mlt,2008,1601518000
mlt,2009,1628416000
mlt,2010,1725088000
mlt,2011,1787109000
mlt,2012,1892053000
mlt,2013,2044728000
mlt,2014,2274699000
mlt,2015,2433035000
mlt,2016,2659439000
mlt,2017,2990542000
mlt,2018,3243468000
mlt,2019,3466070000
mmr,1973,1106000000
mmr,1974,1473000000
mmr,1975,1860000000
mmr,1976,2415000000
mmr,1977,3097000000
mmr,1978,3183000000
mmr,1979,3608000000
mmr,1980,3711000000
mmr,1981,4257000000
mmr,1982,4602000000
mmr,1983,4602000000
mmr,1984,4601000000
mmr,1985,4622000000
mmr,1986,4375000000
mmr,1987,4373000000
mmr,1988,3426000000
mmr,1989,5313000000
mmr,1990,9417000000
mmr,1991,10480000000
mmr,1992,12563000000
mmr,1993,17036000000
mmr,1994,20101000000
mmr,1995,22644000000
mmr,1996,31357000000
mmr,1997,49429000000
mmr,1998,56653000000
mmr,1999,60294000000
mmr,2000,75727000000
mmr,2001,80094000000
mmr,2002,112564000000
mmr,2003,170569000000
mmr,2004,297104000000
mmr,2005,476945000000
mmr,2012,2319016951000
mmr,2013,3207792069000
mmr,2014,3808567913000
mmr,2015,4367225513000
mmr,2016,5718468752000
mmr,2017,5442496330000
mmr,2018,2763706732000
mmr,2019,6777882042000
mng,1992,6220000000
mng,1993,39883000000
mng,1994,43270000000
mng,1995,63673000000
mng,1996,70865000000
mng,1997,98633000000
mng,1998,79028000000
mng,1999,105955000000
mng,2000,170269000000
mng,2001,204078000000
mng,2002,207304765266.77399
mng,2003,329941685940
mng,2006,1156311060000
mng,2007,1163779939092.62012
mng,2008,1419399772263.79004
mng,2009,1090110785967.88
mng,2010,1911620000000
mng,2011,2432797713500
mng,2012,2555354530340.47998
mng,2013,3016340000000
mng,2014,2867653246442.81006
mng,2015,2723136816358.49023
mng,2016,2716445136159.47021
mng,2017,3794585315700
mng,2018,5437561269346.01953
moz,2010,55600154411.42
moz,2011,71389161020.59979
moz,2012,88205697401.77
moz,2013,111523000000
moz,2014,135084806000
moz,2015,129657095000
moz,2016,152789964000
moz,2017,186498453402.00201
moz,2018,191992642000
moz,2019,258903049000
mus,1973,313000000
mus,1974,439800000
mus,1975,660000000
mus,1976,946500000
mus,1977,1072900000
mus,1978,1109500000
mus,1979,1260700000
mus,1980,1601500000
mus,1981,1801100000
mus,1982,1953400000
mus,1983,2436500000
mus,1984,2802700000
mus,1985,2993000000
mus,1986,3502300000
mus,1987,4314600000
mus,1988,5526100000
mus,1989,6685800000
mus,1990,7748700000
mus,1991,9074600000
mus,1992,9609600000
mus,1993,10424500000
mus,1994,11682900000
mus,1995,11319700000
mus,1996,11756400000
mus,1997,14102200000
mus,1998,16000000000
mus,1999,18323000000
mus,2000,20753000000
mus,2001,20348000000
mus,2002,21767800000
mus,2003,26121200000
mus,2004,29380000000
mus,2005,33027600000
mus,2006,35723100000
mus,2007,38550800000
mus,2008,48230000000
mus,2009,52729100000
mus,2010,55483730000
mus,2011,59531400000
mus,2012,65295900000
mus,2013,68396700000
mus,2014,72398900000
mus,2015,36865600000
mus,2016,78815997000
mus,2017,84796480165
mus,2018,92038891400
mus,2019,99387043000
mwi,2009,126429000000
mwi,2010,161006000000
mwi,2011,193573000000
mwi,2012,203591000000
mwi,2013,284151957137.53302
mwi,2014,409457983647.10797
mwi,2015,485325828116.22998
mwi,2016,604221317727.49097
mwi,2017,795784052751.18701
mwi,2018,880894525803.30005
mwi,2019,986710300154.12402
mwi,2020,1070088388546.09998
mys,1996,49168000000
mys,1997,55664000000
mys,1998,47387000000
mys,1999,42388800000
mys,2000,48709000000
mys,2001,62741041000
mys,2002,66859000000
mys,2003,64891000000
mys,2004,72051000000
mys,2005,80593000000
mys,2006,86630341000
mys,2007,95168389525.00999
mys,2008,112897300468.53999
mys,2009,106504411010.7
mys,2010,109515185225.84
mys,2011,134885000000
mys,2012,151643000000
mys,2013,155952200000
mys,2014,164204890000
mys,2015,165441000000
mys,2016,169343100000
mys,2017,177658767575.10999
mys,2018,174059303364.32001
mys,2019,180565655199.56
nam,1990,1661000000
nam,1991,2230800000
nam,1992,2455600000
nam,1993,2776100000
nam,1994,3136100000
nam,1995,3610300000
nam,1996,4113900000
nam,1997,5106000000
nam,1998,5501400000
nam,1999,6597700000
nam,2000,7465935000
nam,2001,8057482000
nam,2002,9200602000
nam,2003,8644058989
nam,2004,10362903000
nam,2005,11892909189.3
nam,2006,15742241678
nam,2007,19034825000
nam,2008,21095660000
nam,2009,22148499000
nam,2010,21403212000
nam,2011,27015397102.07
nam,2012,35193123935.27
nam,2013,38726999274.55
nam,2014,46691928468.94
nam,2015,48802917966.72
nam,2016,47464184500
nam,2017,54378485768.42
nam,2018,52835523084.7
nam,2019,55004718277.75
ner,1976,23964000000
ner,1977,29046000000
ner,1978,38024000000
ner,1979,48951000000
ner,1980,62352000000
nic,1990,41097000
nic,1991,1317010000
nic,1992,1779310000
nic,1993,2040350000
nic,1994,2334810000
nic,1995,2931560000
nic,1996,3450370000
nic,1997,4392020000
nic,1998,5413490000
nic,1999,6146890000
nic,2000,6900450000
nic,2001,7015000000
nic,2002,7738933000
nic,2003,9422406000
nic,2004,11252541600
nic,2005,13645000000
nic,2006,16262000000
nic,2007,18984153000
nic,2008,21730272000
nic,2009,22175230000
nic,2010,25585746000
nic,2011,31824606000
nic,2012,37221749960
nic,2013,40784961000
nic,2014,47235825000
nic,2015,54206090000
nic,2016,61474690000
nic,2017,68661738185.35
nic,2018,64522717694.67
nic,2019,73278400000
nld,1973,20470025547.8262
nld,1974,22580103552.6453
nld,1975,25697573637.1846
nld,1976,29214370311.88309
nld,1977,33094191159.4538
nld,1978,35485612898.2489
nld,1979,37813505406.7913
nld,1980,40626942746.55009
nld,1981,40708623185.4464
nld,1982,41643410430.592
nld,1983,41307613070.6853
nld,1984,42237862513.6701
nld,1985,44102899201.8006
nld,1986,47474486207.3503
nld,1987,50759854971.8429
nld,1988,53110436491.1899
nld,1989,54426399117.8513
nld,1990,61251253567.84689
nld,1991,68048881204.8772
nld,1992,68461821201.51929
nld,1993,72455087103.1125
nld,1994,68407367575.5884
nld,1995,68777000000
nld,1996,74024000000
nld,1997,77270000000
nld,1998,81651000000
nld,1999,89012000000
nld,2000,94641000000
nld,2001,102227000000
nld,2002,106031000000
nld,2003,104376000000
nld,2004,106757000000
nld,2005,116979000000
nld,2006,126262000000
nld,2007,133711000000
nld,2008,136843000000
nld,2009,130869000000
nld,2010,134141000000
nld,2011,131564000000
nld,2012,126726000000
nld,2013,130059000000
nld,2014,138586000000
nld,2015,146010000000
nld,2016,155162000000
nld,2017,170405000000
nld,2018,178453000000
nld,2019,195306000000
nor,1972,26248000000
nor,1973,26882000000
nor,1974,30771000000
nor,1975,35033000000
nor,1976,42228000000
nor,1977,48791000000
nor,1978,53215000000
nor,1979,59837000000
nor,1980,79932000000
nor,1981,95817000000
nor,1982,102347000000
nor,1983,110430000000
nor,1984,124253000000
nor,1985,144282000000
nor,1986,149093000000
nor,1987,150009000000
nor,1988,147123000000
nor,1989,145112000000
nor,1990,159754000000
nor,1991,170470000000
nor,1992,168607000000
nor,1993,177380000000
nor,1994,195086000000
nor,1995,221569000000
nor,1996,252455000000
nor,1997,272688000000
nor,1998,278783000000
nor,1999,307171000000
nor,2000,402515000000
nor,2001,407960000000
nor,2002,424417000000
nor,2003,420146000000
nor,2004,488461000000
nor,2005,563239000000
nor,2006,640725000000
nor,2007,662742000000
nor,2008,728020000000
nor,2009,630601000000
nor,2010,696769000000
nor,2011,774190000000
nor,2012,801630000000
nor,2013,772897000000
nor,2014,740236000000
nor,2015,691412000000
nor,2016,684293000000
nor,2017,740721000000
nor,2018,832420000000
nor,2019,825477000000
npl,1990,7235700000
npl,1991,8196000000
npl,1992,9901000000
npl,1993,11691000000
npl,1994,15402000000
npl,1995,19694000000
npl,1996,21705000000
npl,1997,24471000000
npl,1998,25991000000
npl,1999,28808000000
npl,2000,33152000000
npl,2001,38865000000
npl,2002,39331000000
npl,2003,42586900000
npl,2004,48173000000
npl,2005,54104800000
npl,2006,57426995000
npl,2007,71126700000
npl,2008,85155400000
npl,2009,117051300000
npl,2010,159785382000
npl,2011,181254599000
npl,2012,211723000000
npl,2013,259215000000
npl,2014,312439915000
npl,2015,355942929213.07001
npl,2016,421058768820.88
npl,2017,535708367000
npl,2018,659492791638.81995
npl,2019,764417848000
nru,2014,21630576.4
nru,2015,17318052.84
nru,2016,33826582.17
nru,2017,32697768.05
nru,2018,48746028.62
nzl,1972,1926000000
nzl,1973,2397000000
nzl,1974,2867000000
nzl,1975,3186000000
nzl,1976,3848000000
nzl,1977,4631000000
nzl,1978,5002000000
nzl,1979,6034000000
nzl,1980,7063000000
nzl,1981,8814000000
nzl,1982,10122000000
nzl,1983,10470000000
nzl,1984,11975000000
nzl,1985,14327000000
nzl,1986,17492000000
nzl,1987,21686000000
nzl,1988,22935000000
nzl,2001,36757100000
nzl,2002,38131929000
nzl,2003,42264145000
nzl,2004,45220766000
nzl,2005,49390941000
nzl,2006,55017000000
nzl,2007,56207000000
nzl,2008,59711000000
nzl,2009,57681030000
nzl,2010,53178610000
nzl,2011,54677620000
nzl,2012,58526430000
nzl,2013,62193210000
nzl,2014,65165930000
nzl,2015,70008700000
nzl,2016,74018500000
nzl,2017,79457900000
nzl,2018,84142960000
nzl,2019,91009500000
pan,2014,5121959010.85
pan,2015,5464140581.051
pan,2016,6009395685.87
pan,2017,6217750167.91
pan,2018,6456301085.76
per,1972,45
per,1973,46
per,1974,59
per,1975,79
per,1976,101
per,1977,143
per,1978,244
per,1979,495
per,1980,941
per,1981,1382
per,1982,2249
per,1983,3361
per,1984,7957
per,1985,24762
per,1986,40800
per,1987,61948
per,1988,373000
per,1989,7165000
per,1990,586270000
per,1991,2946030000
per,1992,5389050000
per,1993,8428750000
per,1994,12787810000
per,1995,16457700000
per,1996,19255800000
per,1997,22304400000
per,1998,23143800000
per,1999,22071800000
per,2000,22769200000
per,2001,23540700000
per,2002,24061600000
per,2003,27404700000
per,2004,31143600000
per,2005,35367500000
per,2006,45485429710.7912
per,2007,52453527793.1894
per,2008,58241564148.1695
per,2009,52613517362.2659
per,2010,64462196431.8746
per,2011,75540698795.45911
per,2012,84078846642.16049
per,2013,89322593860.35118
per,2014,95316137647.5697
per,2015,90176759709.6684
per,2016,89297534067.9662
per,2017,90638021381.93587
per,2018,104517368814.94701
per,2019,110681254850.45
phl,1990,151700000000
phl,1991,182275000000
phl,1992,208705000000
phl,1993,230170000000
phl,1994,271305000000
phl,1995,310517000000
phl,1996,367894000000
phl,1997,412165000000
phl,1998,416585000000
phl,1999,431686000000
phl,2000,459988000000
phl,2001,493613000000
phl,2002,507629000000
phl,2003,550400000000
phl,2004,605030000000
phl,2005,705590000000
phl,2006,859893000000
phl,2007,932922000000
phl,2008,1049224000000
phl,2009,981590000000
phl,2010,1093652000000
phl,2011,1202041000000
phl,2012,1361108000000
phl,2013,1535706000000
phl,2014,1718937000000
phl,2015,1815475000000
phl,2016,1980390000000
phl,2017,2250677000000
phl,2018,2565808680000
phl,2019,2827840340000
plw,2008,32904470.3365
plw,2009,29299256.00592
plw,2010,31233389.92971
plw,2011,34705301.48669
plw,2012,38986496.96286
plw,2013,41441250.02878
plw,2014,47019983
plw,2015,56553776.03446
plw,2016,59113940.0554
plw,2017,56917536
plw,2018,60462629.03224
plw,2019,56004000
png,1990,617500000
png,1991,639400000
png,1992,772140000
png,1993,966820000
png,1994,1139021000
png,1995,1222038000
png,1996,1526306000
png,1997,1679508000
png,1998,1598200000
png,1999,1923503000
png,2000,1847462000
png,2001,2567517000
png,2002,2449199000
png,2014,10232100000
png,2015,9157602680.94
png,2016,8421550229
png,2017,9141354768.991
png,2018,10475881032.48
png,2019,10918087814.47
pol,1984,263440000
pol,1985,323720000
pol,1986,366660000
pol,1987,456240000
pol,1988,805840000
pol,1994,57372000000
pol,1995,77187000000
pol,1996,93531000000
pol,1997,109245000000
pol,1998,122348000000
pol,1999,121849000000
pol,2000,126949000000
pol,2001,125485000000
pol,2002,136783000000
pol,2003,141655000000
pol,2004,146399000000
pol,2005,163178000000
pol,2006,183462000000
pol,2007,214779000000
pol,2008,234840000000
pol,2009,220236000000
pol,2010,238406000000
pol,2011,260703000000
pol,2012,259644000000
pol,2013,256708000000
pol,2014,267254000000
pol,2015,282538000000
pol,2016,302454000000
pol,2017,334182000000
pol,2018,369059000000
pol,2019,396744000000
prt,1973,211989106.25393
prt,1974,261370098.06367
prt,1975,303767919.31445
prt,1976,424477010.40492
prt,1977,577607964.80482
prt,1978,692830279.02754
prt,1979,894344629.44304
prt,1980,1246994742.67016
prt,1981,1579692940.01456
prt,1982,2008160333.59603
prt,1983,2760347562.37468
prt,1984,3316507217.60557
prt,1985,4059716084.23699
prt,1986,5073772208.97637
prt,1987,5273211560.14006
prt,1988,6872377570.05616
prt,1989,8442154407.87702
prt,1990,9889665905.16854
prt,1991,11763150806.5562
prt,1992,14509532027.813
prt,1993,14164363883.0419
prt,1994,15975000249.3989
prt,1995,17534112000
prt,1996,19357888000
prt,1997,20736654000
prt,1998,22730186000
prt,1999,25038062000
prt,2000,26810886000
prt,2001,27852942000
prt,2002,29690493000
prt,2003,29040000000
prt,2004,30418509000
prt,2005,32633204000
prt,2006,35122794000
prt,2007,37460963000
prt,2008,37695452000
prt,2009,33430342000
prt,2010,35280603000
prt,2011,37215001000
prt,2012,34955263000
prt,2013,38637115000
prt,2014,39192160000
prt,2015,40954327000
prt,2016,41646892000
prt,2017,43834543000
prt,2018,46481071000
prt,2019,47598226000
pry,2005,5482500000000
pry,2006,6319800000000
pry,2007,7043591170761
pry,2008,8693324278161
pry,2009,9246192947203
pry,2010,11452105275921
pry,2011,13252802407652
pry,2012,13924262042898
pry,2013,14958500000000
pry,2014,17558280031540
pry,2015,18351469257783
pry,2016,19562362449873
pry,2017,21816853464466
pry,2018,23230715169197
pry,2019,23658105120351
rou,1972,821000
rou,1973,918000
rou,1974,1060000
rou,1975,1285000
rou,1976,1508000
rou,1977,1773000
rou,1978,2219000
rou,1979,2353000
rou,1980,2566000
rou,1981,2737000
rou,1982,2964000
rou,1983,3094000
rou,1984,3307000
rou,1985,3435000
rou,1986,3744000
rou,1987,3772000
rou,1988,3879000
rou,1989,4094000
rou,1990,19780000
rou,1991,49636000
rou,1992,135132000
rou,1993,393951000
rou,1994,885323000
rou,1995,1324400000
rou,1996,1834300000
rou,1997,4344200000
rou,1998,6563700000
rou,1999,9402700000
rou,2000,14527000000
rou,2001,19526200000
rou,2002,25108200000
rou,2003,34112900000
rou,2004,42627800000
rou,2005,50109200000
rou,2006,61515800000
rou,2007,74664200000
rou,2008,90613100000
rou,2009,81083300000
rou,2010,87768400000
rou,2011,101097200000
rou,2012,106590600000
rou,2013,112191600000
rou,2014,119994300000
rou,2015,134805000000
rou,2016,128690900000
rou,2017,132742000000
rou,2018,137944800000
rou,2019,154646200000
rus,1999,542270000000
rus,2000,1002739000000
rus,2001,1411181000000
rus,2002,1476735000000
rus,2003,1758548234800
rus,2004,2253382761600
rus,2005,3592171800000
rus,2006,4459700000000
rus,2007,5502900000000
rus,2008,6529200000000
rus,2009,5028000000000
rus,2010,6042500000000
rus,2011,8388430000000
rus,2012,9367400000000
rus,2013,9439600000000
rus,2014,10475712039061.09961
rus,2015,8842239882184.91992
rus,2016,7862231000000
rus,2017,9449201000000
rus,2018,11911657000000
rus,2019,11989394000000
rwa,1973,2106000000
rwa,1974,2920000000
rwa,1975,3969000000
rwa,1976,6129000000
rwa,1977,7809000000
rwa,1978,7878000000
rwa,1979,11254000000
rwa,1980,11304000000
rwa,1989,20870000000
rwa,1990,18750000000
rwa,1991,22156000000
rwa,1992,24590000000
rwa,2014,727991056703.19983
rwa,2015,817615403912.80005
rwa,2016,986838220029.61902
rwa,2017,1034980015196.59998
rwa,2018,1182602900826.03003
rwa,2019,1359415316125.08008
sau,2010,50106000000
sau,2011,58699000000
sau,2012,70058000000
sau,2013,76548000000
sau,2014,78605000000
sau,2015,81810000000
sau,2016,81987001327.10001
sau,2017,87403173603.03998
sau,2018,263261000000
sau,2019,220053352705.95999
sdn,1998,1399980000
sdn,1999,1722950000
sdn,2009,8683000000
sdn,2010,10024400000
sdn,2011,8062200000
sdn,2012,15567400000
sdn,2013,24133600000
sdn,2014,35178000000
sdn,2015,41963300000
sdn,2016,47257500000
sen,2015,1657669765034
sen,2016,1847224668295
sen,2017,1939282136649.5
sen,2018,2102982357155.33008
sgp,1972,1208000000
sgp,1973,1537000000
sgp,1974,1933000000
sgp,1975,2275000000
sgp,1976,2400000000
sgp,1977,2735000000
sgp,1978,2922000000
sgp,1979,3391000000
sgp,1980,4396000000
sgp,1981,5427000000
sgp,1982,6428000000
sgp,1983,7140000000
sgp,1984,7371000000
sgp,1985,6400000000
sgp,1986,5208000000
sgp,1987,5957000000
sgp,1988,7519000000
sgp,1989,9618000000
sgp,1990,10254000000
sgp,1991,11924000000
sgp,1992,13675000000
sgp,1993,15952000000
sgp,1994,18699000000
sgp,1995,19626000000
sgp,1996,21585000000
sgp,1997,22764000000
sgp,1998,20131000000
sgp,1999,21253000000
sgp,2000,24606000000
sgp,2001,23466000000
sgp,2002,21025000000
sgp,2003,21173000000
sgp,2004,22563000000
sgp,2005,24627000000
sgp,2006,27940000000
sgp,2007,34961000000
sgp,2008,37679000000
sgp,2009,36584000000
sgp,2010,41807100000
sgp,2011,46049300000
sgp,2012,50081500000
sgp,2013,51077100000
sgp,2014,54083600000
sgp,2015,55639600000
sgp,2016,58662972564.53
sgp,2017,66314736600
sgp,2018,66154772870.61
sgp,2019,67618890911.54
slb,2011,2045268113.29
slb,2012,2281950964.22
slb,2013,2498300927.97
slb,2014,2521250768.84
slb,2015,2664438757.88
slb,2016,2614252054.66
slb,2017,2870964783.11
slb,2018,3279557137.53
slb,2019,2942202200.17
slb,2020,2656071901.83
slv,1998,1080520000
slv,1999,1177140000
slv,2000,1249850000
slv,2001,1634400000
slv,2002,1532300000
slv,2003,1679100000
slv,2004,1736800000
slv,2005,2132800000
slv,2006,2507200000
slv,2007,2848600000
slv,2008,3068600000
slv,2009,2636200000
slv,2010,2917000000
slv,2011,3112350000
slv,2012,3460800000
slv,2013,3750500000
slv,2014,3775096631.32
slv,2015,3926534495.51
slv,2016,4198368395.51
slv,2017,4434743210.53
slv,2018,4717300000
slv,2019,4860500000
smr,1995,258000000000
smr,2002,219893842
smr,2003,218588056.7
smr,2004,219607106.68
smr,2005,243187948.24
smr,2006,261954241.12
smr,2007,281683061.34
smr,2008,288742756.29
smr,2009,250698816.01
smr,2010,221250805.7
smr,2011,210474053.4
smr,2012,225023055
smr,2013,215717269
smr,2014,231154347.38
smr,2015,228869712.08
smr,2016,221391819.61
smr,2017,222847199
smr,2018,251702277
smr,2019,244176142
som,2017,142519267.33903
som,2018,179310007.04324
som,2019,154986928.54
srb,2007,537557900000
srb,2008,615073342602.01001
srb,2009,610573800000
srb,2010,657568772000
srb,2011,688308042800
srb,2012,706861000000
srb,2013,858806130033.5
srb,2014,914078388483.52991
srb,2015,964632013790.91003
srb,2016,1054612047193.06006
srb,2017,1145803826027.71997
srb,2018,1197120029191.26001
srb,2019,1303940865866.19995
svk,1995,4594360000
svk,1996,4719124000
svk,1997,5004239000
svk,1998,5381094000
svk,1999,5644066000
svk,2000,5857859000
svk,2001,5936776000
svk,2002,6390156000
svk,2003,7334830000
svk,2004,7985021000
svk,2005,9091009000
svk,2006,9469197000
svk,2007,10579167000
svk,2008,11280268000
svk,2009,9949745000
svk,2010,10317204000
svk,2011,11463804000
svk,2012,11427497000
svk,2013,12434877000
svk,2014,13313010000
svk,2015,14509143000
svk,2016,14702315000
svk,2017,15719700000
svk,2018,16642152000
svk,2019,17582428000
svn,1992,797279252.21165
svn,1993,1180520781.17176
svn,1994,1662076448.00534
svn,1995,2051487000
svn,1996,2441965000
svn,1997,2739869000
svn,1998,3147431000
svn,1999,3589821000
svn,2000,3788693000
svn,2001,4218839000
svn,2002,4828236000
svn,2003,5293131000
svn,2004,5700871000
svn,2005,6157227000
svn,2006,6575369000
svn,2007,7040909000
svn,2008,7360604000
svn,2009,6524854000
svn,2010,6566341000
svn,2011,6610939000
svn,2012,6477487000
svn,2013,6525278000
svn,2014,6837706000
svn,2015,7185362000
svn,2016,7525131000
svn,2017,7890610000
svn,2018,8498911000
svn,2019,8845526000
swe,1972,44370000000
swe,1973,45630000000
swe,1974,50030000000
swe,1975,56720000000
swe,1976,75380000000
swe,1977,84550000000
swe,1978,86420000000
swe,1979,88890000000
swe,1980,97980000000
swe,1981,109740000000
swe,1982,117640000000
swe,1983,135550000000
swe,1984,159800000000
swe,1985,198280000000
swe,1986,205270000000
swe,1987,250290000000
swe,1988,274860000000
swe,1989,299110000000
swe,1990,335070000000
swe,1991,326160000000
swe,1992,283840000000
swe,1993,256030000000
swe,1994,261930000000
swe,1995,509726000000
swe,1996,534326000000
swe,1997,563303000000
swe,1998,638779000000
swe,1999,686093000000
swe,2000,719048000000
swe,2001,698361000000
swe,2002,695397000000
