geo,time,sp_pop_brth_mf
bra,2007,1.05
bra,2008,1.05
bra,2009,1.05
bra,2010,1.05
bra,2011,1.05
bra,2012,1.05
bra,2013,1.05
bra,2014,1.05
bra,2015,1.05
bra,2016,1.05
bra,2017,1.05
bra,2018,1.05
bra,2019,1.05
bra,2020,1.05
brb,1962,1.036
brb,1967,1.036
brb,1972,1.036
brb,1977,1.036
brb,1982,1.036
brb,1987,1.036
brb,1990,1.036
brb,1992,1.036
brb,1997,1.036
brb,2002,1.036
brb,2007,1.036
brb,2008,1.036
brb,2009,1.036
brb,2010,1.036
brb,2011,1.036
brb,2012,1.036
brb,2013,1.036
brb,2014,1.036
brb,2015,1.036
brb,2016,1.036
brb,2017,1.036
brb,2018,1.036
brb,2019,1.036
brb,2020,1.036
brn,1962,1.055
brn,1967,1.055
brn,1972,1.055
brn,1977,1.055
brn,1982,1.055
brn,1987,1.055
brn,1990,1.055
brn,1992,1.055
brn,1997,1.055
brn,2002,1.055
brn,2007,1.055
brn,2008,1.055
brn,2009,1.055
brn,2010,1.055
brn,2011,1.055
brn,2012,1.055
brn,2013,1.055
brn,2014,1.055
brn,2015,1.055
brn,2016,1.055
brn,2017,1.055
brn,2018,1.055
brn,2019,1.055
brn,2020,1.055
btn,1962,1.04
btn,1967,1.04
btn,1972,1.04
btn,1977,1.04
btn,1982,1.04
btn,1987,1.04
btn,1990,1.04
btn,1992,1.04
btn,1997,1.04
btn,2002,1.04
btn,2007,1.04
btn,2008,1.04
btn,2009,1.04
btn,2010,1.04
btn,2011,1.04
btn,2012,1.04
btn,2013,1.04
btn,2014,1.04
btn,2015,1.04
btn,2016,1.04
btn,2017,1.04
btn,2018,1.04
btn,2019,1.04
btn,2020,1.04
bwa,1962,1.031
bwa,1967,1.031
bwa,1972,1.031
bwa,1977,1.031
bwa,1982,1.031
bwa,1987,1.031
bwa,1990,1.031
bwa,1992,1.031
bwa,1997,1.031
bwa,2002,1.031
bwa,2007,1.031
bwa,2008,1.031
bwa,2009,1.031
bwa,2010,1.031
bwa,2011,1.031
bwa,2012,1.031
bwa,2013,1.031
bwa,2014,1.031
bwa,2015,1.031
bwa,2016,1.031
bwa,2017,1.031
bwa,2018,1.031
bwa,2019,1.031
bwa,2020,1.031
caf,1962,1.03
caf,1967,1.03
caf,1972,1.03
caf,1977,1.03
caf,1982,1.03
caf,1987,1.03
caf,1990,1.03
caf,1992,1.03
caf,1997,1.03
caf,2002,1.03
caf,2007,1.03
caf,2008,1.03
caf,2009,1.03
caf,2010,1.03
caf,2011,1.03
caf,2012,1.03
caf,2013,1.03
caf,2014,1.03
caf,2015,1.03
caf,2016,1.03
caf,2017,1.03
caf,2018,1.03
caf,2019,1.03
caf,2020,1.03
can,1962,1.055
can,1967,1.055
can,1972,1.06
can,1977,1.056
can,1982,1.056
can,1987,1.052
can,1990,1.054
can,1992,1.056
can,1997,1.054
can,2002,1.054
can,2007,1.053
can,2008,1.053
can,2009,1.053
can,2010,1.054
can,2011,1.054
can,2012,1.054
can,2013,1.054
can,2014,1.054
can,2015,1.053
can,2016,1.053
can,2017,1.053
can,2018,1.054
can,2019,1.054
can,2020,1.055
chanisl,1962,1.057
chanisl,1967,1.057
chanisl,1972,1.057
chanisl,1977,1.057
chanisl,1982,1.057
chanisl,1987,1.057
chanisl,1990,1.057
chanisl,1992,1.057
chanisl,1997,1.057
chanisl,2002,1.057
chanisl,2007,1.057
chanisl,2008,1.057
chanisl,2009,1.057
chanisl,2010,1.057
chanisl,2011,1.057
chanisl,2012,1.057
chanisl,2013,1.057
chanisl,2014,1.057
chanisl,2015,1.057
chanisl,2016,1.057
chanisl,2017,1.057
chanisl,2018,1.057
chanisl,2019,1.057
chanisl,2020,1.057
che,1962,1.052
che,1967,1.052
che,1972,1.052
che,1977,1.052
che,1982,1.052
che,1987,1.052
che,1990,1.052
che,1992,1.052
che,1997,1.052
che,2002,1.052
che,2007,1.052
che,2008,1.052
che,2009,1.052
che,2010,1.052
che,2011,1.052
che,2012,1.052
che,2013,1.052
che,2014,1.052
che,2015,1.052
che,2016,1.052
che,2017,1.052
che,2018,1.052
che,2019,1.052
che,2020,1.052
chl,1962,1.04
chl,1967,1.04
chl,1972,1.04
chl,1977,1.04
chl,1982,1.04
chl,1987,1.04
chl,1990,1.04
chl,1992,1.04
chl,1997,1.04
chl,2002,1.04
chl,2007,1.04
chl,2008,1.04
chl,2009,1.04
chl,2010,1.04
chl,2011,1.04
chl,2012,1.04
chl,2013,1.04
chl,2014,1.04
chl,2015,1.04
chl,2016,1.04
chl,2017,1.04
chl,2018,1.04
chl,2019,1.04
chl,2020,1.04
chn,1962,1.07
chn,1967,1.07
chn,1972,1.07
chn,1977,1.07
chn,1982,1.07
chn,1987,1.08
chn,1990,1.104
chn,1992,1.12
chn,1997,1.14
chn,2002,1.16
chn,2007,1.17
chn,2008,1.166
chn,2009,1.162
chn,2010,1.158
chn,2011,1.154
chn,2012,1.15
chn,2013,1.146
chn,2014,1.142
chn,2015,1.138
chn,2016,1.134
chn,2017,1.13
chn,2018,1.126
chn,2019,1.122
chn,2020,1.118
civ,1962,1.03
civ,1967,1.03
civ,1972,1.03
civ,1977,1.03
civ,1982,1.03
civ,1987,1.03
civ,1990,1.03
civ,1992,1.03
civ,1997,1.03
civ,2002,1.03
civ,2007,1.03
civ,2008,1.03
civ,2009,1.03
civ,2010,1.03
civ,2011,1.03
civ,2012,1.03
civ,2013,1.03
civ,2014,1.03
civ,2015,1.03
civ,2016,1.03
civ,2017,1.03
civ,2018,1.03
civ,2019,1.03
civ,2020,1.03
cmr,1962,1.03
cmr,1967,1.03
cmr,1972,1.03
cmr,1977,1.03
cmr,1982,1.03
cmr,1987,1.03
cmr,1990,1.03
cmr,1992,1.03
cmr,1997,1.03
cmr,2002,1.03
cmr,2007,1.03
cmr,2008,1.03
cmr,2009,1.03
cmr,2010,1.03
cmr,2011,1.03
cmr,2012,1.03
cmr,2013,1.03
cmr,2014,1.03
cmr,2015,1.03
cmr,2016,1.03
cmr,2017,1.03
cmr,2018,1.03
cmr,2019,1.03
cmr,2020,1.03
cod,1962,1.03
cod,1967,1.03
cod,1972,1.03
cod,1977,1.03
cod,1982,1.03
cod,1987,1.03
cod,1990,1.03
cod,1992,1.03
cod,1997,1.03
cod,2002,1.03
cod,2007,1.03
cod,2008,1.03
cod,2009,1.03
cod,2010,1.03
cod,2011,1.03
cod,2012,1.03
cod,2013,1.03
cod,2014,1.03
cod,2015,1.03
cod,2016,1.03
cod,2017,1.03
cod,2018,1.03
cod,2019,1.03
cod,2020,1.03
cog,1962,1.03
cog,1967,1.03
cog,1972,1.03
cog,1977,1.03
cog,1982,1.03
cog,1987,1.03
cog,1990,1.03
cog,1992,1.03
cog,1997,1.03
cog,2002,1.03
cog,2007,1.03
cog,2008,1.03
cog,2009,1.03
cog,2010,1.03
cog,2011,1.03
cog,2012,1.03
cog,2013,1.03
cog,2014,1.03
cog,2015,1.03
cog,2016,1.03
cog,2017,1.03
cog,2018,1.03
cog,2019,1.03
cog,2020,1.03
col,1962,1.05
col,1967,1.05
col,1972,1.05
col,1977,1.05
col,1982,1.05
col,1987,1.05
col,1990,1.05
col,1992,1.05
col,1997,1.05
col,2002,1.05
col,2007,1.05
col,2008,1.05
col,2009,1.05
col,2010,1.05
col,2011,1.05
col,2012,1.05
col,2013,1.05
col,2014,1.05
col,2015,1.05
col,2016,1.05
col,2017,1.05
col,2018,1.05
col,2019,1.05
col,2020,1.05
com,1962,1.05
com,1967,1.05
com,1972,1.05
com,1977,1.05
com,1982,1.05
com,1987,1.05
com,1990,1.05
com,1992,1.05
com,1997,1.05
com,2002,1.05
com,2007,1.05
com,2008,1.05
com,2009,1.05
com,2010,1.05
com,2011,1.05
com,2012,1.05
com,2013,1.05
com,2014,1.05
com,2015,1.05
com,2016,1.05
com,2017,1.05
com,2018,1.05
com,2019,1.05
com,2020,1.05
cpv,1962,1.03
cpv,1967,1.03
cpv,1972,1.03
cpv,1977,1.03
cpv,1982,1.03
cpv,1987,1.03
cpv,1990,1.03
cpv,1992,1.03
cpv,1997,1.03
cpv,2002,1.03
cpv,2007,1.03
cpv,2008,1.03
cpv,2009,1.03
cpv,2010,1.03
cpv,2011,1.03
cpv,2012,1.03
cpv,2013,1.03
cpv,2014,1.03
cpv,2015,1.03
cpv,2016,1.03
cpv,2017,1.03
cpv,2018,1.03
cpv,2019,1.03
cpv,2020,1.03
cri,1962,1.05
cri,1967,1.05
cri,1972,1.05
cri,1977,1.05
cri,1982,1.05
cri,1987,1.05
cri,1990,1.05
cri,1992,1.05
cri,1997,1.05
cri,2002,1.05
cri,2007,1.05
cri,2008,1.05
cri,2009,1.05
cri,2010,1.05
cri,2011,1.05
cri,2012,1.05
cri,2013,1.05
cri,2014,1.05
cri,2015,1.05
cri,2016,1.05
cri,2017,1.05
cri,2018,1.05
cri,2019,1.05
cri,2020,1.05
cub,1962,1.057
cub,1967,1.057
cub,1972,1.057
cub,1977,1.057
cub,1982,1.057
cub,1987,1.057
cub,1990,1.057
cub,1992,1.057
cub,1997,1.057
cub,2002,1.057
cub,2007,1.057
cub,2008,1.057
cub,2009,1.057
cub,2010,1.057
cub,2011,1.057
cub,2012,1.057
cub,2013,1.057
cub,2014,1.057
cub,2015,1.057
cub,2016,1.057
cub,2017,1.057
cub,2018,1.057
cub,2019,1.057
cub,2020,1.057
cyp,1962,1.07
cyp,1967,1.07
cyp,1972,1.07
cyp,1977,1.07
cyp,1982,1.07
cyp,1987,1.07
cyp,1990,1.07
cyp,1992,1.07
cyp,1997,1.07
cyp,2002,1.07
cyp,2007,1.07
cyp,2008,1.07
cyp,2009,1.07
cyp,2010,1.07
cyp,2011,1.07
cyp,2012,1.07
cyp,2013,1.07
cyp,2014,1.07
cyp,2015,1.07
cyp,2016,1.07
cyp,2017,1.07
cyp,2018,1.07
cyp,2019,1.07
cyp,2020,1.07
cze,1962,1.058
cze,1967,1.058
cze,1972,1.058
cze,1977,1.058
cze,1982,1.058
cze,1987,1.058
cze,1990,1.058
cze,1992,1.058
cze,1997,1.058
cze,2002,1.058
cze,2007,1.058
cze,2008,1.058
cze,2009,1.058
cze,2010,1.058
cze,2011,1.058
cze,2012,1.058
cze,2013,1.058
cze,2014,1.058
cze,2015,1.058
cze,2016,1.058
cze,2017,1.058
cze,2018,1.058
cze,2019,1.058
cze,2020,1.058
deu,1962,1.059
deu,1967,1.057
deu,1972,1.057
deu,1977,1.057
deu,1982,1.056
deu,1987,1.056
deu,1990,1.056
deu,1992,1.056
deu,1997,1.056
deu,2002,1.055
deu,2007,1.054
deu,2008,1.054
deu,2009,1.054
deu,2010,1.053
deu,2011,1.053
deu,2012,1.053
deu,2013,1.053
deu,2014,1.053
deu,2015,1.052
deu,2016,1.052
deu,2017,1.052
deu,2018,1.053
deu,2019,1.054
deu,2020,1.055
dji,1962,1.039
dji,1967,1.039
dji,1972,1.039
dji,1977,1.039
dji,1982,1.039
dji,1987,1.039
dji,1990,1.039
dji,1992,1.039
dji,1997,1.039
dji,2002,1.039
dji,2007,1.039
dji,2008,1.039
dji,2009,1.039
dji,2010,1.039
dji,2011,1.039
dji,2012,1.039
dji,2013,1.039
dji,2014,1.039
dji,2015,1.039
dji,2016,1.039
dji,2017,1.039
dji,2018,1.039
dji,2019,1.039
dji,2020,1.039
dnk,1962,1.055
dnk,1967,1.062
dnk,1972,1.056
dnk,1977,1.058
dnk,1982,1.05
dnk,1987,1.06
dnk,1990,1.057
dnk,1992,1.055
dnk,1997,1.056
dnk,2002,1.052
dnk,2007,1.055
dnk,2008,1.055
dnk,2009,1.055
dnk,2010,1.056
dnk,2011,1.056
dnk,2012,1.056
dnk,2013,1.056
dnk,2014,1.056
dnk,2015,1.056
dnk,2016,1.056
dnk,2017,1.056
dnk,2018,1.056
dnk,2019,1.056
dnk,2020,1.056
dom,1962,1.05
dom,1967,1.05
dom,1972,1.05
dom,1977,1.05
dom,1982,1.05
dom,1987,1.05
dom,1990,1.05
dom,1992,1.05
dom,1997,1.05
dom,2002,1.05
dom,2007,1.05
dom,2008,1.05
dom,2009,1.05
dom,2010,1.05
dom,2011,1.05
dom,2012,1.05
dom,2013,1.05
dom,2014,1.05
dom,2015,1.05
dom,2016,1.05
dom,2017,1.05
dom,2018,1.05
dom,2019,1.05
dom,2020,1.05
dza,1962,1.05
dza,1967,1.05
dza,1972,1.05
dza,1977,1.05
dza,1982,1.05
dza,1987,1.05
dza,1990,1.05
dza,1992,1.05
dza,1997,1.05
dza,2002,1.05
dza,2007,1.05
dza,2008,1.05
dza,2009,1.05
dza,2010,1.05
dza,2011,1.05
dza,2012,1.05
dza,2013,1.05
dza,2014,1.05
dza,2015,1.05
dza,2016,1.05
dza,2017,1.05
dza,2018,1.05
dza,2019,1.05
dza,2020,1.05
ecu,1962,1.05
ecu,1967,1.05
ecu,1972,1.05
ecu,1977,1.05
ecu,1982,1.05
ecu,1987,1.05
ecu,1990,1.05
ecu,1992,1.05
ecu,1997,1.05
ecu,2002,1.05
ecu,2007,1.05
ecu,2008,1.05
ecu,2009,1.05
ecu,2010,1.05
ecu,2011,1.05
ecu,2012,1.05
ecu,2013,1.05
ecu,2014,1.05
ecu,2015,1.05
ecu,2016,1.05
ecu,2017,1.05
ecu,2018,1.05
ecu,2019,1.05
ecu,2020,1.05
egy,1962,1.06
egy,1967,1.06
egy,1972,1.06
egy,1977,1.06
egy,1982,1.06
egy,1987,1.06
egy,1990,1.06
egy,1992,1.06
egy,1997,1.06
egy,2002,1.066
egy,2007,1.066
egy,2008,1.066
egy,2009,1.066
egy,2010,1.066
egy,2011,1.066
egy,2012,1.066
egy,2013,1.065
egy,2014,1.064
egy,2015,1.062
egy,2016,1.061
egy,2017,1.06
egy,2018,1.06
egy,2019,1.06
egy,2020,1.06
eri,1962,1.052
eri,1967,1.052
eri,1972,1.052
eri,1977,1.052
eri,1982,1.052
eri,1987,1.052
eri,1990,1.052
eri,1992,1.052
eri,1997,1.052
eri,2002,1.052
eri,2007,1.052
eri,2008,1.052
eri,2009,1.052
eri,2010,1.052
eri,2011,1.052
eri,2012,1.052
eri,2013,1.052
eri,2014,1.052
eri,2015,1.052
eri,2016,1.052
eri,2017,1.052
eri,2018,1.052
eri,2019,1.052
eri,2020,1.052
esp,1962,1.064
esp,1967,1.064
esp,1972,1.064
esp,1977,1.064
esp,1982,1.064
esp,1987,1.064
esp,1990,1.064
esp,1992,1.064
esp,1997,1.064
esp,2002,1.064
esp,2007,1.064
esp,2008,1.064
esp,2009,1.064
esp,2010,1.064
esp,2011,1.064
esp,2012,1.064
esp,2013,1.064
esp,2014,1.064
esp,2015,1.064
esp,2016,1.064
esp,2017,1.064
esp,2018,1.064
esp,2019,1.064
esp,2020,1.064
est,1962,1.068
est,1967,1.052
est,1972,1.058
est,1977,1.058
est,1982,1.052
est,1987,1.058
est,1990,1.059
est,1992,1.059
est,1997,1.066
est,2002,1.057
est,2007,1.064
est,2008,1.062
est,2009,1.06
est,2010,1.058
est,2011,1.056
est,2012,1.054
est,2013,1.057
est,2014,1.06
est,2015,1.062
est,2016,1.065
est,2017,1.068
est,2018,1.067
est,2019,1.065
est,2020,1.064
eth,1962,1.04
eth,1967,1.04
eth,1972,1.04
eth,1977,1.04
eth,1982,1.04
eth,1987,1.04
eth,1990,1.04
eth,1992,1.04
eth,1997,1.04
eth,2002,1.04
eth,2007,1.04
eth,2008,1.04
eth,2009,1.04
eth,2010,1.04
eth,2011,1.04
eth,2012,1.04
eth,2013,1.04
eth,2014,1.04
eth,2015,1.04
eth,2016,1.04
eth,2017,1.04
eth,2018,1.04
eth,2019,1.04
eth,2020,1.04
fin,1962,1.048
fin,1967,1.047
fin,1972,1.052
fin,1977,1.05
fin,1982,1.048
fin,1987,1.047
fin,1990,1.043
fin,1992,1.04
fin,1997,1.045
fin,2002,1.05
fin,2007,1.044
fin,2008,1.045
fin,2009,1.045
fin,2010,1.046
fin,2011,1.046
fin,2012,1.047
fin,2013,1.047
fin,2014,1.047
fin,2015,1.047
fin,2016,1.047
fin,2017,1.047
fin,2018,1.047
fin,2019,1.047
fin,2020,1.047
fji,1962,1.06
fji,1967,1.06
fji,1972,1.06
fji,1977,1.06
fji,1982,1.06
fji,1987,1.06
fji,1990,1.06
fji,1992,1.06
fji,1997,1.06
