geo,time,sp_pop_brth_mf
mli,2014,1.05
mli,2015,1.05
mli,2016,1.05
mli,2017,1.05
mli,2018,1.05
mli,2019,1.05
mli,2020,1.05
mlt,1962,1.06
mlt,1967,1.06
mlt,1972,1.06
mlt,1977,1.06
mlt,1982,1.06
mlt,1987,1.06
mlt,1990,1.06
mlt,1992,1.06
mlt,1997,1.06
mlt,2002,1.06
mlt,2007,1.06
mlt,2008,1.06
mlt,2009,1.06
mlt,2010,1.06
mlt,2011,1.06
mlt,2012,1.06
mlt,2013,1.06
mlt,2014,1.06
mlt,2015,1.06
mlt,2016,1.06
mlt,2017,1.06
mlt,2018,1.06
mlt,2019,1.06
mlt,2020,1.06
mmr,1962,1.03
mmr,1967,1.03
mmr,1972,1.03
mmr,1977,1.03
mmr,1982,1.03
mmr,1987,1.03
mmr,1990,1.03
mmr,1992,1.03
mmr,1997,1.03
mmr,2002,1.03
mmr,2007,1.03
mmr,2008,1.03
mmr,2009,1.03
mmr,2010,1.03
mmr,2011,1.03
mmr,2012,1.03
mmr,2013,1.03
mmr,2014,1.03
mmr,2015,1.03
mmr,2016,1.03
mmr,2017,1.03
mmr,2018,1.03
mmr,2019,1.03
mmr,2020,1.03
mne,1962,1.08
mne,1967,1.08
mne,1972,1.08
mne,1977,1.08
mne,1982,1.08
mne,1987,1.081
mne,1990,1.089
mne,1992,1.095
mne,1997,1.099
mne,2002,1.098
mne,2007,1.095
mne,2008,1.093
mne,2009,1.091
mne,2010,1.088
mne,2011,1.086
mne,2012,1.084
mne,2013,1.082
mne,2014,1.08
mne,2015,1.078
mne,2016,1.076
mne,2017,1.074
mne,2018,1.072
mne,2019,1.07
mne,2020,1.069
mng,1962,1.03
mng,1967,1.03
mng,1972,1.03
mng,1977,1.03
mng,1982,1.03
mng,1987,1.03
mng,1990,1.03
mng,1992,1.03
mng,1997,1.03
mng,2002,1.03
mng,2007,1.03
mng,2008,1.03
mng,2009,1.03
mng,2010,1.03
mng,2011,1.03
mng,2012,1.03
mng,2013,1.03
mng,2014,1.03
mng,2015,1.03
mng,2016,1.03
mng,2017,1.03
mng,2018,1.03
mng,2019,1.03
mng,2020,1.03
moz,1962,1.02
moz,1967,1.021
moz,1972,1.021
moz,1977,1.021
moz,1982,1.021
moz,1987,1.021
moz,1990,1.02
moz,1992,1.019
moz,1997,1.013
moz,2002,1.013
moz,2007,1.015
moz,2008,1.015
moz,2009,1.016
moz,2010,1.016
moz,2011,1.017
moz,2012,1.017
moz,2013,1.017
moz,2014,1.018
moz,2015,1.018
moz,2016,1.019
moz,2017,1.019
moz,2018,1.018
moz,2019,1.017
moz,2020,1.017
mrt,1962,1.05
mrt,1967,1.05
mrt,1972,1.05
mrt,1977,1.05
mrt,1982,1.05
mrt,1987,1.05
mrt,1990,1.05
mrt,1992,1.05
mrt,1997,1.05
mrt,2002,1.05
mrt,2007,1.05
mrt,2008,1.05
mrt,2009,1.05
mrt,2010,1.05
mrt,2011,1.05
mrt,2012,1.05
mrt,2013,1.05
mrt,2014,1.05
mrt,2015,1.05
mrt,2016,1.05
mrt,2017,1.05
mrt,2018,1.05
mrt,2019,1.05
mrt,2020,1.05
mus,1962,1.042
mus,1967,1.042
mus,1972,1.042
mus,1977,1.042
mus,1982,1.042
mus,1987,1.042
mus,1990,1.042
mus,1992,1.042
mus,1997,1.042
mus,2002,1.042
mus,2007,1.042
mus,2008,1.042
mus,2009,1.042
mus,2010,1.042
mus,2011,1.042
mus,2012,1.042
mus,2013,1.042
mus,2014,1.042
mus,2015,1.042
mus,2016,1.042
mus,2017,1.042
mus,2018,1.042
mus,2019,1.042
mus,2020,1.042
mwi,1962,1.02
mwi,1967,1.02
mwi,1972,1.02
mwi,1977,1.02
mwi,1982,1.02
mwi,1987,1.02
mwi,1990,1.02
mwi,1992,1.02
mwi,1997,1.02
mwi,2002,1.02
mwi,2007,1.025
mwi,2008,1.026
mwi,2009,1.027
mwi,2010,1.028
mwi,2011,1.029
mwi,2012,1.03
mwi,2013,1.03
mwi,2014,1.03
mwi,2015,1.03
mwi,2016,1.03
mwi,2017,1.03
mwi,2018,1.03
mwi,2019,1.03
mwi,2020,1.03
mys,1962,1.06
mys,1967,1.06
mys,1972,1.06
mys,1977,1.06
mys,1982,1.06
mys,1987,1.06
mys,1990,1.06
mys,1992,1.06
mys,1997,1.06
mys,2002,1.06
mys,2007,1.06
mys,2008,1.06
mys,2009,1.06
mys,2010,1.06
mys,2011,1.06
mys,2012,1.06
mys,2013,1.06
mys,2014,1.06
mys,2015,1.06
mys,2016,1.06
mys,2017,1.06
mys,2018,1.06
mys,2019,1.06
mys,2020,1.06
nam,1962,1.012
nam,1967,1.012
nam,1972,1.011
nam,1977,1.009
nam,1982,1.007
nam,1987,1.004
nam,1990,1.004
nam,1992,1.004
nam,1997,1.006
nam,2002,1.008
nam,2007,1.009
nam,2008,1.009
nam,2009,1.009
nam,2010,1.009
nam,2011,1.009
nam,2012,1.009
nam,2013,1.009
nam,2014,1.01
nam,2015,1.01
nam,2016,1.011
nam,2017,1.011
nam,2018,1.011
nam,2019,1.01
nam,2020,1.01
ncl,1962,1.05
ncl,1967,1.05
ncl,1972,1.05
ncl,1977,1.05
ncl,1982,1.05
ncl,1987,1.05
ncl,1990,1.05
ncl,1992,1.05
ncl,1997,1.05
ncl,2002,1.05
ncl,2007,1.05
ncl,2008,1.05
ncl,2009,1.05
ncl,2010,1.05
ncl,2011,1.05
ncl,2012,1.05
ncl,2013,1.05
ncl,2014,1.05
ncl,2015,1.05
ncl,2016,1.05
ncl,2017,1.05
ncl,2018,1.05
ncl,2019,1.05
ncl,2020,1.05
ner,1962,1.05
ner,1967,1.05
ner,1972,1.05
ner,1977,1.05
ner,1982,1.05
ner,1987,1.05
ner,1990,1.05
ner,1992,1.05
ner,1997,1.05
ner,2002,1.05
ner,2007,1.05
ner,2008,1.05
ner,2009,1.05
ner,2010,1.05
ner,2011,1.05
ner,2012,1.05
ner,2013,1.05
ner,2014,1.05
ner,2015,1.05
ner,2016,1.05
ner,2017,1.05
ner,2018,1.05
ner,2019,1.05
ner,2020,1.05
nga,1962,1.059
nga,1967,1.059
nga,1972,1.059
nga,1977,1.059
nga,1982,1.059
nga,1987,1.059
nga,1990,1.059
nga,1992,1.059
nga,1997,1.059
nga,2002,1.059
nga,2007,1.059
nga,2008,1.059
nga,2009,1.059
nga,2010,1.059
nga,2011,1.059
nga,2012,1.059
nga,2013,1.059
nga,2014,1.059
nga,2015,1.059
nga,2016,1.059
nga,2017,1.059
nga,2018,1.059
nga,2019,1.059
nga,2020,1.059
nic,1962,1.05
nic,1967,1.05
nic,1972,1.05
nic,1977,1.05
nic,1982,1.05
nic,1987,1.05
nic,1990,1.05
nic,1992,1.05
nic,1997,1.05
nic,2002,1.05
nic,2007,1.05
nic,2008,1.05
nic,2009,1.05
nic,2010,1.05
nic,2011,1.05
nic,2012,1.05
nic,2013,1.05
nic,2014,1.05
nic,2015,1.05
nic,2016,1.05
nic,2017,1.05
nic,2018,1.05
nic,2019,1.05
nic,2020,1.05
nld,1962,1.058
nld,1967,1.058
nld,1972,1.058
nld,1977,1.058
nld,1982,1.058
nld,1987,1.058
nld,1990,1.058
nld,1992,1.058
nld,1997,1.058
nld,2002,1.058
nld,2007,1.058
nld,2008,1.057
nld,2009,1.057
nld,2010,1.056
nld,2011,1.056
nld,2012,1.055
nld,2013,1.055
nld,2014,1.054
nld,2015,1.054
nld,2016,1.053
nld,2017,1.053
nld,2018,1.052
nld,2019,1.052
nld,2020,1.051
nld_curacao,1962,1.05
nld_curacao,1967,1.05
nld_curacao,1972,1.05
nld_curacao,1977,1.05
nld_curacao,1982,1.05
nld_curacao,1987,1.05
nld_curacao,1990,1.05
nld_curacao,1992,1.05
nld_curacao,1997,1.05
nld_curacao,2002,1.05
nld_curacao,2007,1.05
nld_curacao,2008,1.05
nld_curacao,2009,1.05
nld_curacao,2010,1.05
nld_curacao,2011,1.05
nld_curacao,2012,1.05
nld_curacao,2013,1.05
nld_curacao,2014,1.05
nld_curacao,2015,1.05
nld_curacao,2016,1.05
nld_curacao,2017,1.05
nld_curacao,2018,1.05
nld_curacao,2019,1.05
nld_curacao,2020,1.05
nor,1962,1.063
nor,1967,1.064
nor,1972,1.054
nor,1977,1.058
nor,1982,1.058
nor,1987,1.053
nor,1990,1.058
nor,1992,1.061
nor,1997,1.058
nor,2002,1.051
nor,2007,1.056
nor,2008,1.056
nor,2009,1.055
nor,2010,1.055
nor,2011,1.054
nor,2012,1.054
nor,2013,1.055
nor,2014,1.056
nor,2015,1.056
nor,2016,1.057
nor,2017,1.058
nor,2018,1.058
nor,2019,1.058
nor,2020,1.058
npl,1962,1.045
npl,1967,1.045
npl,1972,1.045
npl,1977,1.045
npl,1982,1.045
npl,1987,1.045
npl,1990,1.05
npl,1992,1.054
npl,1997,1.071
npl,2002,1.071
npl,2007,1.054
npl,2008,1.054
npl,2009,1.054
npl,2010,1.054
npl,2011,1.054
npl,2012,1.054
npl,2013,1.056
npl,2014,1.058
npl,2015,1.061
npl,2016,1.063
npl,2017,1.065
npl,2018,1.065
npl,2019,1.065
npl,2020,1.065
nzl,1962,1.056
nzl,1967,1.05
nzl,1972,1.05
nzl,1977,1.052
nzl,1982,1.056
nzl,1987,1.051
nzl,1990,1.058
nzl,1992,1.063
nzl,1997,1.057
nzl,2002,1.047
nzl,2007,1.056
nzl,2008,1.056
nzl,2009,1.056
nzl,2010,1.056
nzl,2011,1.056
nzl,2012,1.056
nzl,2013,1.056
nzl,2014,1.056
nzl,2015,1.055
nzl,2016,1.055
nzl,2017,1.055
nzl,2018,1.055
nzl,2019,1.055
nzl,2020,1.055
omn,1962,1.05
omn,1967,1.05
omn,1972,1.05
omn,1977,1.05
omn,1982,1.05
omn,1987,1.05
omn,1990,1.05
omn,1992,1.05
omn,1997,1.05
omn,2002,1.05
omn,2007,1.05
omn,2008,1.05
omn,2009,1.05
omn,2010,1.05
omn,2011,1.05
omn,2012,1.05
omn,2013,1.05
omn,2014,1.05
omn,2015,1.05
omn,2016,1.05
omn,2017,1.05
omn,2018,1.05
omn,2019,1.05
omn,2020,1.05
pak,1962,1.064
pak,1967,1.064
pak,1972,1.064
pak,1977,1.064
pak,1982,1.064
pak,1987,1.064
pak,1990,1.064
pak,1992,1.064
pak,1997,1.08
pak,2002,1.096
pak,2007,1.086
pak,2008,1.086
pak,2009,1.086
pak,2010,1.087
pak,2011,1.087
pak,2012,1.087
pak,2013,1.087
pak,2014,1.087
pak,2015,1.087
pak,2016,1.087
pak,2017,1.087
pak,2018,1.087
pak,2019,1.087
pak,2020,1.087
pan,1962,1.05
pan,1967,1.05
pan,1972,1.05
pan,1977,1.05
pan,1982,1.05
pan,1987,1.05
pan,1990,1.05
pan,1992,1.05
pan,1997,1.05
pan,2002,1.05
pan,2007,1.05
pan,2008,1.05
pan,2009,1.05
pan,2010,1.05
pan,2011,1.05
pan,2012,1.05
pan,2013,1.05
pan,2014,1.05
pan,2015,1.05
pan,2016,1.05
pan,2017,1.05
pan,2018,1.05
pan,2019,1.05
pan,2020,1.05
per,1962,1.05
per,1967,1.05
per,1972,1.05
per,1977,1.05
per,1982,1.05
per,1987,1.05
per,1990,1.05
per,1992,1.05
per,1997,1.05
per,2002,1.05
per,2007,1.05
per,2008,1.05
per,2009,1.05
per,2010,1.05
per,2011,1.05
per,2012,1.05
per,2013,1.05
per,2014,1.05
per,2015,1.05
per,2016,1.05
per,2017,1.05
per,2018,1.05
per,2019,1.05
per,2020,1.05
phl,1962,1.06
phl,1967,1.06
phl,1972,1.06
phl,1977,1.06
phl,1982,1.06
phl,1987,1.06
phl,1990,1.06
phl,1992,1.06
phl,1997,1.06
phl,2002,1.06
phl,2007,1.06
phl,2008,1.06
phl,2009,1.06
phl,2010,1.06
phl,2011,1.06
phl,2012,1.06
phl,2013,1.06
phl,2014,1.06
phl,2015,1.06
phl,2016,1.06
phl,2017,1.06
phl,2018,1.06
phl,2019,1.06
phl,2020,1.06
png,1962,1.08
png,1967,1.08
png,1972,1.08
png,1977,1.08
png,1982,1.08
png,1987,1.08
png,1990,1.08
png,1992,1.08
png,1997,1.08
png,2002,1.08
png,2007,1.08
png,2008,1.08
png,2009,1.08
png,2010,1.08
png,2011,1.08
png,2012,1.08
png,2013,1.08
png,2014,1.08
png,2015,1.08
png,2016,1.08
png,2017,1.08
png,2018,1.08
png,2019,1.08
png,2020,1.08
pol,1962,1.056
pol,1967,1.056
pol,1972,1.056
pol,1977,1.056
pol,1982,1.056
pol,1987,1.056
pol,1990,1.056
pol,1992,1.056
pol,1997,1.056
pol,2002,1.056
pol,2007,1.056
pol,2008,1.056
pol,2009,1.056
pol,2010,1.056
pol,2011,1.056
pol,2012,1.056
pol,2013,1.056
pol,2014,1.056
pol,2015,1.056
pol,2016,1.056
pol,2017,1.056
pol,2018,1.056
pol,2019,1.056
pol,2020,1.056
pri,1962,1.053
pri,1967,1.053
pri,1972,1.053
pri,1977,1.053
pri,1982,1.053
pri,1987,1.053
pri,1990,1.053
pri,1992,1.053
pri,1997,1.053
pri,2002,1.053
pri,2007,1.053
pri,2008,1.053
pri,2009,1.053
pri,2010,1.053
pri,2011,1.053
pri,2012,1.053
pri,2013,1.053
pri,2014,1.053
pri,2015,1.053
pri,2016,1.053
pri,2017,1.053
pri,2018,1.053
pri,2019,1.053
pri,2020,1.053
prk,1962,1.05
prk,1967,1.05
prk,1972,1.05
prk,1977,1.05
prk,1982,1.05
prk,1987,1.05
prk,1990,1.05
prk,1992,1.05
prk,1997,1.05
prk,2002,1.05
prk,2007,1.05
prk,2008,1.05
prk,2009,1.05
prk,2010,1.05
prk,2011,1.05
prk,2012,1.05
prk,2013,1.05
prk,2014,1.05
prk,2015,1.05
prk,2016,1.05
prk,2017,1.05
prk,2018,1.05
prk,2019,1.05
prk,2020,1.05
prt,1962,1.06
prt,1967,1.06
prt,1972,1.06
prt,1977,1.06
prt,1982,1.06
prt,1987,1.06
prt,1990,1.06
prt,1992,1.06
prt,1997,1.06
prt,2002,1.06
prt,2007,1.06
prt,2008,1.06
prt,2009,1.06
prt,2010,1.06
prt,2011,1.06
prt,2012,1.06
prt,2013,1.06
prt,2014,1.06
prt,2015,1.06
prt,2016,1.06
prt,2017,1.06
prt,2018,1.06
prt,2019,1.06
prt,2020,1.06
pry,1962,1.05
pry,1967,1.05
pry,1972,1.05
pry,1977,1.05
pry,1982,1.05
pry,1987,1.05
pry,1990,1.05
pry,1992,1.05
pry,1997,1.05
pry,2002,1.05
pry,2007,1.05
pry,2008,1.05
pry,2009,1.05
pry,2010,1.05
pry,2011,1.05
pry,2012,1.05
pry,2013,1.05
pry,2014,1.05
pry,2015,1.05
pry,2016,1.05
pry,2017,1.05
pry,2018,1.05
pry,2019,1.05
pry,2020,1.05
pse,1962,1.05
pse,1967,1.05
pse,1972,1.05
pse,1977,1.05
pse,1982,1.05
pse,1987,1.05
pse,1990,1.05
pse,1992,1.05
pse,1997,1.05
pse,2002,1.05
pse,2007,1.05
pse,2008,1.05
pse,2009,1.05
pse,2010,1.05
pse,2011,1.05
pse,2012,1.05
pse,2013,1.05
pse,2014,1.05
pse,2015,1.05
pse,2016,1.05
pse,2017,1.05
pse,2018,1.05
pse,2019,1.05
pse,2020,1.05
pyf,1962,1.05
pyf,1967,1.05
pyf,1972,1.05
pyf,1977,1.05
pyf,1982,1.05
pyf,1987,1.05
pyf,1990,1.05
pyf,1992,1.05
pyf,1997,1.05
pyf,2002,1.05
pyf,2007,1.05
pyf,2008,1.05
pyf,2009,1.05
pyf,2010,1.05
pyf,2011,1.05
pyf,2012,1.05
pyf,2013,1.05
pyf,2014,1.049
pyf,2015,1.049
pyf,2016,1.048
pyf,2017,1.048
pyf,2018,1.048
pyf,2019,1.049
pyf,2020,1.049
qat,1962,1.05
qat,1967,1.05
qat,1972,1.05
qat,1977,1.05
qat,1982,1.05
qat,1987,1.052
qat,1990,1.052
qat,1992,1.052
qat,1997,1.05
qat,2002,1.048
qat,2007,1.045
qat,2008,1.045
qat,2009,1.045
qat,2010,1.045
qat,2011,1.045
qat,2012,1.045
qat,2013,1.045
qat,2014,1.045
qat,2015,1.045
qat,2016,1.045
qat,2017,1.045
qat,2018,1.045
qat,2019,1.045
qat,2020,1.045
rou,1962,1.058
rou,1967,1.058
rou,1972,1.058
rou,1977,1.058
rou,1982,1.058
rou,1987,1.058
rou,1990,1.058
rou,1992,1.058
rou,1997,1.058
rou,2002,1.058
rou,2007,1.058
rou,2008,1.058
rou,2009,1.058
rou,2010,1.058
rou,2011,1.058
rou,2012,1.058
rou,2013,1.058
rou,2014,1.058
rou,2015,1.058
rou,2016,1.058
rou,2017,1.058
rou,2018,1.058
rou,2019,1.058
rou,2020,1.058
rus,1962,1.053
rus,1967,1.05
rus,1972,1.049
rus,1977,1.05
rus,1982,1.049
rus,1987,1.053
rus,1990,1.056
rus,1992,1.058
rus,1997,1.06
rus,2002,1.062
rus,2007,1.058
rus,2008,1.058
rus,2009,1.058
rus,2010,1.059
rus,2011,1.059
rus,2012,1.059
rus,2013,1.059
rus,2014,1.059
rus,2015,1.059
rus,2016,1.059
rus,2017,1.059
rus,2018,1.058
rus,2019,1.057
rus,2020,1.057
rwa,1962,1.01
rwa,1967,1.01
rwa,1972,1.01
rwa,1977,1.01
rwa,1982,1.01
rwa,1987,1.01
rwa,1990,1.01
rwa,1992,1.01
rwa,1997,1.01
rwa,2002,1.01
rwa,2007,1.01
rwa,2008,1.011
rwa,2009,1.013
rwa,2010,1.014
rwa,2011,1.016
rwa,2012,1.017
rwa,2013,1.018
rwa,2014,1.019
rwa,2015,1.021
rwa,2016,1.022
rwa,2017,1.023
rwa,2018,1.024
rwa,2019,1.026
rwa,2020,1.027
sau,1962,1.03
sau,1967,1.03
sau,1972,1.03
sau,1977,1.03
sau,1982,1.03
sau,1987,1.03
sau,1990,1.03
sau,1992,1.03
sau,1997,1.03
sau,2002,1.03
sau,2007,1.03
sau,2008,1.03
sau,2009,1.03
sau,2010,1.03
sau,2011,1.03
sau,2012,1.03
sau,2013,1.03
sau,2014,1.03
sau,2015,1.03
sau,2016,1.03
sau,2017,1.03
sau,2018,1.03
sau,2019,1.03
sau,2020,1.03
sdn,1962,1.04
sdn,1967,1.04
sdn,1972,1.04
sdn,1977,1.04
sdn,1982,1.04
sdn,1987,1.04
sdn,1990,1.04
sdn,1992,1.04
sdn,1997,1.04
sdn,2002,1.04
sdn,2007,1.04
sdn,2008,1.04
sdn,2009,1.04
sdn,2010,1.04
sdn,2011,1.04
sdn,2012,1.04
sdn,2013,1.04
sdn,2014,1.04
sdn,2015,1.04
sdn,2016,1.04
sdn,2017,1.04
sdn,2018,1.04
sdn,2019,1.04
sdn,2020,1.04
sen,1962,1.036
sen,1967,1.036
sen,1972,1.036
sen,1977,1.036
sen,1982,1.036
sen,1987,1.036
sen,1990,1.036
sen,1992,1.036
sen,1997,1.036
sen,2002,1.036
sen,2007,1.036
sen,2008,1.036
sen,2009,1.036
sen,2010,1.036
sen,2011,1.036
sen,2012,1.036
sen,2013,1.036
sen,2014,1.036
sen,2015,1.036
sen,2016,1.036
sen,2017,1.036
sen,2018,1.036
sen,2019,1.036
sen,2020,1.036
sgp,1962,1.073
sgp,1967,1.073
sgp,1972,1.073
sgp,1977,1.073
sgp,1982,1.073
sgp,1987,1.073
sgp,1990,1.073
sgp,1992,1.073
sgp,1997,1.073
sgp,2002,1.073
sgp,2007,1.073
sgp,2008,1.073
sgp,2009,1.073
sgp,2010,1.073
sgp,2011,1.073
sgp,2012,1.073
sgp,2013,1.073
sgp,2014,1.073
sgp,2015,1.073
sgp,2016,1.073
sgp,2017,1.073
sgp,2018,1.073
sgp,2019,1.073
sgp,2020,1.073
slb,1962,1.07
slb,1967,1.07
slb,1972,1.07
slb,1977,1.07
slb,1982,1.07
slb,1987,1.07
slb,1990,1.07
slb,1992,1.07
slb,1997,1.07
slb,2002,1.07
slb,2007,1.07
slb,2008,1.07
slb,2009,1.07
slb,2010,1.07
slb,2011,1.07
slb,2012,1.07
slb,2013,1.069
slb,2014,1.068
slb,2015,1.067
slb,2016,1.066
slb,2017,1.065
slb,2018,1.064
slb,2019,1.063
slb,2020,1.062
sle,1962,1.018
sle,1967,1.018
sle,1972,1.018
sle,1977,1.018
sle,1982,1.018
sle,1987,1.018
sle,1990,1.018
sle,1992,1.018
sle,1997,1.018
sle,2002,1.018
sle,2007,1.018
sle,2008,1.018
sle,2009,1.018
sle,2010,1.018
sle,2011,1.018
sle,2012,1.018
sle,2013,1.018
sle,2014,1.018
sle,2015,1.018
sle,2016,1.018
sle,2017,1.018
sle,2018,1.018
sle,2019,1.018
sle,2020,1.018
slv,1962,1.05
slv,1967,1.05
slv,1972,1.05
slv,1977,1.05
slv,1982,1.05
slv,1987,1.05
slv,1990,1.05
slv,1992,1.05
slv,1997,1.05
slv,2002,1.05
slv,2007,1.05
slv,2008,1.05
slv,2009,1.05
slv,2010,1.05
slv,2011,1.05
slv,2012,1.05
slv,2013,1.05
slv,2014,1.05
slv,2015,1.05
slv,2016,1.05
slv,2017,1.05
slv,2018,1.05
slv,2019,1.05
slv,2020,1.05
som,1962,1.03
som,1967,1.03
som,1972,1.03
som,1977,1.03
som,1982,1.03
som,1987,1.03
som,1990,1.03
som,1992,1.03
som,1997,1.03
som,2002,1.03
som,2007,1.03
som,2008,1.03
som,2009,1.03
som,2010,1.03
som,2011,1.03
som,2012,1.03
som,2013,1.03
som,2014,1.03
som,2015,1.03
som,2016,1.03
som,2017,1.03
som,2018,1.03
som,2019,1.03
som,2020,1.03
srb,1962,1.052
srb,1967,1.052
srb,1972,1.052
srb,1977,1.052
srb,1982,1.052
srb,1987,1.052
srb,1990,1.052
srb,1992,1.052
srb,1997,1.052
srb,2002,1.062
srb,2007,1.07
srb,2008,1.07
srb,2009,1.07
srb,2010,1.071
srb,2011,1.071
srb,2012,1.071
srb,2013,1.071
srb,2014,1.072
srb,2015,1.072
srb,2016,1.073
srb,2017,1.073
srb,2018,1.07
srb,2019,1.068
srb,2020,1.065
ssd,1962,1.04
ssd,1967,1.04
ssd,1972,1.04
ssd,1977,1.04
ssd,1982,1.04
ssd,1987,1.04
ssd,1990,1.04
ssd,1992,1.04
ssd,1997,1.04
ssd,2002,1.04
ssd,2007,1.04
ssd,2008,1.04
ssd,2009,1.04
ssd,2010,1.04
ssd,2011,1.04
ssd,2012,1.04
ssd,2013,1.04
ssd,2014,1.04
ssd,2015,1.04
ssd,2016,1.04
ssd,2017,1.04
ssd,2018,1.04
ssd,2019,1.04
ssd,2020,1.04
stp,1962,1.03
stp,1967,1.03
stp,1972,1.03
stp,1977,1.03
stp,1982,1.03
stp,1987,1.03
stp,1990,1.03
stp,1992,1.03
stp,1997,1.03
stp,2002,1.03
stp,2007,1.03
stp,2008,1.03
stp,2009,1.03
stp,2010,1.03
stp,2011,1.03
stp,2012,1.03
stp,2013,1.03
stp,2014,1.03
stp,2015,1.03
stp,2016,1.03
stp,2017,1.03
stp,2018,1.03
stp,2019,1.03
stp,2020,1.03
sur,1962,1.08
sur,1967,1.08
sur,1972,1.08
sur,1977,1.08
sur,1982,1.08
sur,1987,1.08
sur,1990,1.08
sur,1992,1.08
sur,1997,1.08
sur,2002,1.08
sur,2007,1.08
sur,2008,1.08
sur,2009,1.08
sur,2010,1.08
sur,2011,1.08
sur,2012,1.08
sur,2013,1.08
sur,2014,1.08
sur,2015,1.08
sur,2016,1.08
sur,2017,1.08
sur,2018,1.076
sur,2019,1.072
sur,2020,1.068
svk,1962,1.05
svk,1967,1.05
svk,1972,1.05
svk,1977,1.05
svk,1982,1.05
svk,1987,1.05
svk,1990,1.05
svk,1992,1.05
svk,1997,1.05
svk,2002,1.05
svk,2007,1.05
svk,2008,1.05
svk,2009,1.05
svk,2010,1.05
svk,2011,1.05
svk,2012,1.05
svk,2013,1.05
svk,2014,1.05
svk,2015,1.05
svk,2016,1.05
svk,2017,1.05
svk,2018,1.05
svk,2019,1.05
svk,2020,1.05
svn,1962,1.054
svn,1967,1.054
svn,1972,1.078
svn,1977,1.069
svn,1982,1.055
svn,1987,1.055
svn,1990,1.056
svn,1992,1.056
svn,1997,1.065
svn,2002,1.059
svn,2007,1.058
svn,2008,1.058
svn,2009,1.058
svn,2010,1.058
svn,2011,1.058
svn,2012,1.058
svn,2013,1.058
svn,2014,1.058
svn,2015,1.057
svn,2016,1.057
svn,2017,1.057
svn,2018,1.056
svn,2019,1.056
svn,2020,1.055
swe,1962,1.059
swe,1967,1.062
swe,1972,1.062
swe,1977,1.058
swe,1982,1.059
swe,1987,1.058
swe,1990,1.056
swe,1992,1.054
swe,1997,1.056
swe,2002,1.061
swe,2007,1.06
swe,2008,1.06
swe,2009,1.059
swe,2010,1.059
swe,2011,1.058
swe,2012,1.058
swe,2013,1.058
swe,2014,1.059
swe,2015,1.059
swe,2016,1.06
swe,2017,1.06
swe,2018,1.06
swe,2019,1.06
swe,2020,1.06
swz,1962,1.027
swz,1967,1.027
swz,1972,1.028
swz,1977,1.028
swz,1982,1.027
swz,1987,1.027
swz,1990,1.027
swz,1992,1.027
swz,1997,1.026
swz,2002,1.026
swz,2007,1.026
swz,2008,1.026
swz,2009,1.026
swz,2010,1.026
swz,2011,1.026
swz,2012,1.026
swz,2013,1.026
swz,2014,1.026
swz,2015,1.027
swz,2016,1.027
swz,2017,1.027
swz,2018,1.027
swz,2019,1.027
swz,2020,1.026
syc,1962,1.06
syc,1967,1.06
syc,1972,1.06
syc,1977,1.06
syc,1982,1.06
syc,1987,1.06
syc,1990,1.06
syc,1992,1.06
syc,1997,1.06
syc,2002,1.06
syc,2007,1.06
syc,2008,1.06
syc,2009,1.06
syc,2010,1.06
syc,2011,1.06
syc,2012,1.06
syc,2013,1.06
syc,2014,1.06
syc,2015,1.06
syc,2016,1.06
syc,2017,1.06
syc,2018,1.06
syc,2019,1.06
syc,2020,1.06
syr,1962,1.05
syr,1967,1.05
syr,1972,1.05
syr,1977,1.05
syr,1982,1.05
syr,1987,1.05
syr,1990,1.05
syr,1992,1.05
syr,1997,1.05
syr,2002,1.05
syr,2007,1.05
syr,2008,1.05
syr,2009,1.05
syr,2010,1.05
syr,2011,1.05
syr,2012,1.05
syr,2013,1.05
syr,2014,1.05
syr,2015,1.05
syr,2016,1.05
syr,2017,1.05
syr,2018,1.05
syr,2019,1.05
syr,2020,1.05
tcd,1962,1.03
tcd,1967,1.03
tcd,1972,1.03
tcd,1977,1.03
tcd,1982,1.03
tcd,1987,1.03
tcd,1990,1.03
tcd,1992,1.03
tcd,1997,1.03
tcd,2002,1.03
tcd,2007,1.03
tcd,2008,1.03
tcd,2009,1.03
tcd,2010,1.03
tcd,2011,1.03
tcd,2012,1.03
tcd,2013,1.03
tcd,2014,1.03
tcd,2015,1.03
tcd,2016,1.03
tcd,2017,1.03
tcd,2018,1.03
tcd,2019,1.03
tcd,2020,1.03
tgo,1962,1.018
tgo,1967,1.018
tgo,1972,1.018
tgo,1977,1.018
tgo,1982,1.018
tgo,1987,1.018
tgo,1990,1.018
tgo,1992,1.018
tgo,1997,1.018
tgo,2002,1.018
tgo,2007,1.018
tgo,2008,1.018
tgo,2009,1.018
tgo,2010,1.018
tgo,2011,1.018
tgo,2012,1.018
tgo,2013,1.018
tgo,2014,1.018
tgo,2015,1.018
tgo,2016,1.018
tgo,2017,1.018
tgo,2018,1.018
tgo,2019,1.018
tgo,2020,1.018
tha,1962,1.056
tha,1967,1.056
tha,1972,1.057
tha,1977,1.053
tha,1982,1.052
tha,1987,1.05
tha,1990,1.053
tha,1992,1.055
tha,1997,1.061
tha,2002,1.062
tha,2007,1.064
tha,2008,1.064
tha,2009,1.063
