geo,time,nv_agr_totl_cn
fsm,1995,53002800
fsm,1996,51078200
fsm,1997,47747600
fsm,1998,55273800
fsm,1999,52059400
fsm,2000,56160300
fsm,2001,55533600
fsm,2002,56312700
fsm,2003,56870800
fsm,2004,52754200
fsm,2005,56132600
fsm,2006,56640600
fsm,2007,64149400
fsm,2008,68945700
fsm,2009,70161400
fsm,2010,73481800
fsm,2011,82076900
fsm,2012,91980400
fsm,2013,83781200
fsm,2014,79506900
fsm,2015,82925700
fsm,2016,90266200
fsm,2017,101309800
fsm,2018,90483800
fsm,2019,91865600
fsm,2020,92258300
gab,1960,11164705800
gab,1961,14477311000
gab,1962,16072268800
gab,1963,16685714400
gab,1964,15949580300
gab,1965,14600000000
gab,1966,15200000000
gab,1967,16100010000
gab,1968,13400000000
gab,1969,15400000000
gab,1970,16600010000
gab,1971,14500000000
gab,1972,14200000000
gab,1973,18700000000
gab,1974,30500000000
gab,1975,29600010000
gab,1976,36000000000
gab,1977,37700000000
gab,1978,35100000000
gab,1979,48000000000
gab,1980,61100010000
gab,1981,64200000000
gab,1982,72800010000
gab,1983,83999980000
gab,1984,95000000000
gab,1985,101300000000
gab,1986,108970000000
gab,1987,108420000000
gab,1988,115080000000
gab,1989,116000000000
gab,1990,118700000000
gab,1991,116200000000
gab,1992,122142000000
gab,1993,129880000000
gab,1994,211410000000
gab,1995,198800000000
gab,1996,206600000000
gab,1997,224400000000
gab,1998,185700000000
gab,1999,209400000000
gab,2000,224200000000
gab,2001,226037000000
gab,2002,212596000000
gab,2003,226726000000
gab,2004,224024000000
gab,2005,251854000000
gab,2006,264979000000
gab,2007,295565000000
gab,2008,293755000000
gab,2009,287366000000
gab,2010,278375508200
gab,2011,294544779200
gab,2012,294001554400
gab,2013,289314810600
gab,2014,325486272500
gab,2015,366637718500
gab,2016,413299312100
gab,2017,456484293100
gab,2018,509288803100
gab,2019,549161025700
gab,2020,587066891100
gbm,2012,27218000
gbm,2013,26718000
gbm,2014,20898000
gbm,2015,21903000
gbm,2016,29922000
gbm,2017,21720000
gbm,2018,23075000
gbm,2019,18148000
gbr,1990,8040167000
gbr,1991,8300918000
gbr,1992,8540111000
gbr,1993,9071879000
gbr,1994,9874664000
gbr,1995,10776000000
gbr,1996,10009000000
gbr,1997,9237000000
gbr,1998,9639000000
gbr,1999,9134000000
gbr,2000,9345000000
gbr,2001,8932000000
gbr,2002,10908000000
gbr,2003,11004000000
gbr,2004,10055000000
gbr,2005,7635000000
gbr,2006,8806000000
gbr,2007,8733000000
gbr,2008,10813000000
gbr,2009,10601000000
gbr,2010,9708000000
gbr,2011,11523000000
gbr,2012,10972000000
gbr,2013,11432000000
gbr,2014,14006000000
gbr,2015,12278000000
gbr,2016,11431000000
gbr,2017,12444000000
gbr,2018,12538000000
gbr,2019,13802000000
gbr,2020,12524000000
geo,1980,2600
geo,1981,2900
geo,1982,2800
geo,1983,2900
geo,1984,3400
geo,1985,3400
geo,1986,3400
geo,1987,3200
geo,1988,3300
geo,1989,3100
geo,1990,4500
geo,1991,5100
geo,1992,78100
geo,1996,1282500000
geo,1997,1252900000
geo,1998,1318000000
geo,1999,1401400000
geo,2000,1245000000
geo,2001,1399000000
geo,2002,1434600000
geo,2003,1653000000
geo,2004,1610700000
geo,2005,1716400000
geo,2006,1544300000
geo,2007,1562700000
geo,2008,1551100000
geo,2009,1457100000
geo,2010,1844100000
geo,2011,2326700000
geo,2012,2226000000
geo,2013,2463700000
geo,2014,2653700000
geo,2015,2651600000
geo,2016,2614800000
geo,2017,2543600000
geo,2018,3015900000
geo,2019,3203682800
geo,2020,3590888900
gha,1960,35500
gha,1961,32900
gha,1962,37400
gha,1963,39500
gha,1964,43700
gha,1965,63800
gha,1966,65700
gha,1967,60500
gha,1968,71000
gha,1969,91900
gha,1970,105100
gha,1971,110400
gha,1972,131300
gha,1973,171500
gha,1974,238300
gha,1975,251800
gha,1976,330000
gha,1977,627400
gha,1978,1274100
gha,1979,1692400
gha,1980,2482000
gha,1981,3855300
gha,1982,4957200
gha,1983,10992700
gha,1984,13323200
gha,1985,15400300
gha,1986,24432000
gha,1987,37748000
gha,1988,52153000
gha,1989,69397400
gha,1990,86142900
gha,1991,110478000
gha,1992,125510100
gha,1993,143000000
gha,1994,196700000
gha,1995,300600000
gha,1996,441700000
gha,1997,505000000
gha,1998,622900000
gha,1999,736270000
gha,2000,957710000
gha,2001,1341680000
gha,2002,1717420000
gha,2003,2417760000
gha,2004,3031940000
gha,2005,3642710000
gha,2006,5415033800
gha,2007,6319801600
gha,2008,8874951300
gha,2009,11342832300
gha,2010,12909623800
gha,2011,14154757700
gha,2012,16668160000
gha,2013,25355886800
gha,2014,31076313500
gha,2015,36673287400
gha,2016,45772940700
gha,2017,51407775800
gha,2018,55967108300
gha,2019,61764983900
gha,2020,73839764900
gin,1986,158255312600
gin,1987,229146636200
gin,1988,263238191300
gin,1989,339149764300
gin,1990,434648913000
gin,1991,415057000000
gin,1992,490508000000
gin,1993,544996000000
gin,1994,666375621600
gin,1995,678154121300
gin,1996,675881438900
gin,1997,833740742200
gin,1998,939308600000
gin,1999,1032252639400
gin,2000,1097875623800
gin,2001,1199863927400
gin,2002,1260935312400
gin,2003,1421547214000
gin,2004,1901906424600
gin,2005,2384891319600
gin,2006,3386186523400
gin,2007,4435345954400
gin,2008,5121113017900
gin,2009,5276040711700
gin,2010,6861695986000
gin,2011,7259614761200
gin,2012,8981057316200
gin,2013,10152506324700
gin,2014,10789984462000
gin,2015,12164069541700
gin,2016,13559721022700
gin,2017,19262663090300
gin,2018,23854206018100
gin,2019,30020267233400
gin,2020,35498684186400
gmb,1966,25450000
gmb,1967,27650000
gmb,1968,27650000
gmb,1969,30300000
gmb,1970,32950000
gmb,1971,34750000
gmb,1972,38200000
gmb,1973,41250000
gmb,1974,52800000
gmb,1975,66750000
gmb,1976,81500000
gmb,1977,98150000
gmb,1978,100150000
gmb,1979,104400000
gmb,1980,112100000
gmb,1981,133350000
gmb,1982,175350000
gmb,1983,181850000
gmb,1984,178000000
gmb,1985,231850000
gmb,1986,370400000
gmb,1987,476999900
gmb,1988,490250000
gmb,1989,558400000
gmb,1990,608150000
gmb,1991,1094722800
gmb,1992,1100840000
gmb,1993,1184105300
gmb,1994,1375522800
gmb,1995,1602287900
gmb,1996,1491365700
gmb,1997,1687010600
gmb,1998,1717418600
gmb,1999,2229262100
gmb,2000,2456076400
gmb,2001,2741778000
gmb,2002,2778514200
gmb,2003,3716798300
gmb,2004,9099832600
gmb,2005,9424057100
gmb,2006,7573681200
gmb,2007,7501263800
gmb,2008,10320046900
gmb,2009,12261508400
gmb,2010,15214287800
gmb,2011,11297632100
gmb,2012,12433749400
gmb,2013,12970404900
gmb,2014,11523423600
gmb,2015,13010201200
gmb,2016,14076528900
gmb,2017,14731188500
gmb,2018,15985864500
gmb,2019,18162426300
gmb,2020,19774728000
gnb,1970,20515400
gnb,1971,18967700
gnb,1972,21620000
gnb,1973,22612300
gnb,1974,24850800
gnb,1975,33169200
gnb,1976,35570800
gnb,1977,32663100
gnb,1978,43938500
gnb,1979,46710800
gnb,1980,35815400
gnb,1981,50316900
gnb,1982,57989200
gnb,1983,62695400
gnb,1984,106153800
gnb,1985,164615400
gnb,1986,338415400
gnb,1987,799969200
gnb,1988,1515769200
gnb,1989,2888246200
gnb,1990,4670230800
gnb,1991,7421753800
gnb,1992,11548292300
gnb,1993,19416000000
gnb,1994,24422769200
gnb,1995,36575692300
gnb,1996,59518615400
gnb,1997,84087000000
gnb,1998,74805000000
gnb,1999,76061808900
gnb,2000,109978000000
gnb,2001,107856000000
gnb,2002,121245000000
gnb,2003,117246000000
gnb,2004,117819000000
gnb,2005,137296000000
gnb,2006,130782000000
gnb,2007,144019000000
gnb,2008,180696000000
gnb,2009,171777000000
gnb,2010,189602000000
gnb,2011,233346000000
gnb,2012,236844000000
gnb,2013,228032000000
gnb,2014,214247000000
gnb,2015,289958000000
gnb,2016,323829000000
gnb,2017,385392000000
gnb,2018,256770750000
gnb,2019,256395147700
gnb,2020,254344000000
gnq,2006,80075000000
gnq,2007,86009000000
gnq,2008,78951000000
gnq,2009,75089000000
gnq,2010,85677000000
gnq,2011,106031000000
gnq,2012,120667000000
gnq,2013,129218000000
gnq,2014,139091000000
gnq,2015,147208000000
gnq,2016,155359000000
gnq,2017,164040000000
gnq,2018,164261000000
gnq,2019,162583000000
gnq,2020,172756000000
grc,1995,6864191000
grc,1996,6784887000
grc,1997,7159917000
grc,1998,7471972000
grc,1999,7737664000
grc,2000,7677140000
grc,2001,7918192000
grc,2002,8151974000
grc,2003,8944858000
grc,2004,8282141000
grc,2005,8535986000
grc,2006,6974268000
grc,2007,7067744000
grc,2008,6793275000
grc,2009,6662725000
grc,2010,6697572000
grc,2011,6330513000
grc,2012,6482307000
grc,2013,6084774000
grc,2014,6352374000
grc,2015,6816133000
grc,2016,6134064000
grc,2017,6822082000
grc,2018,6527655000
grc,2019,6926178000
grc,2020,6994638000
grd,1977,34199739
grd,1978,38257494
grd,1979,47866731
grd,1980,49342320
grd,1981,53500000
grd,1982,48340489
grd,1983,47810995
grd,1984,51070701
grd,1985,50114126
grd,1986,56157218
grd,1987,71401648
grd,1988,74591805
grd,1989,74125379
grd,1990,66712962
grd,1991,72424000
grd,1992,65192200
grd,1993,62174600
grd,1994,62469400
grd,1995,66300900
grd,1996,59448100
grd,1997,59154700
grd,1998,62915500
grd,1999,69915700
grd,2000,72511000
grd,2001,75401600
grd,2002,91773000
grd,2003,93666500
grd,2004,81112900
grd,2005,55665400
grd,2006,73395000
grd,2007,72864900
grd,2008,84016600
grd,2009,96342700
grd,2010,93952700
grd,2011,93509100
grd,2012,104360400
grd,2013,110009000
grd,2014,150163800
grd,2015,199965100
grd,2016,177900000
grd,2017,163260500
grd,2018,163951700
grd,2019,153220100
grd,2020,137956000
grl,2003,1835800000
grl,2004,1796100000
grl,2005,1879800000
grl,2006,1944800000
grl,2007,1755200000
grl,2008,1876600000
grl,2009,1571400000
grl,2010,1886200000
grl,2011,2101400000
grl,2012,2447800000
grl,2013,2266000000
grl,2014,2765200000
grl,2015,2864700000
grl,2016,3355300000
grl,2017,3588200000
grl,2018,3532200000
grl,2019,3600400000
gtm,1965,382561300
gtm,1966,396523100
gtm,1967,398450600
gtm,1968,449770300
gtm,1969,468222500
gtm,1970,520103100
gtm,1971,549783700
gtm,1972,594416800
gtm,1973,716614300
gtm,1974,881992300
gtm,1975,1022624900
gtm,1976,1191494500
gtm,1977,1441654400
gtm,1978,1568859400
gtm,1979,1751983900
gtm,1980,1957440900
gtm,1981,2150636600
gtm,1982,2190084800
gtm,1983,2293442600
gtm,1984,2426807900
gtm,1985,2890171700
gtm,1986,4056191500
gtm,1987,4601099800
gtm,1988,5310600200
gtm,1989,6071499800
gtm,1990,8880933600
gtm,1991,12175609800
gtm,1992,13650239000
gtm,1993,15974787500
gtm,1994,18284442100
gtm,1995,20565957500
gtm,1996,22968417500
gtm,1997,25594838900
gtm,1998,29070756500
gtm,1999,31178721900
gtm,2000,34173076800
gtm,2001,20498470600
gtm,2002,22659485500
gtm,2003,23077418100
gtm,2004,24494186100
gtm,2005,25741812300
gtm,2006,25890297100
gtm,2007,29975722700
gtm,2008,32991074800
gtm,2009,35902123300
gtm,2010,36821342500
gtm,2011,41088703200
gtm,2012,41657802800
gtm,2013,43121567000
gtm,2014,45065817000
gtm,2015,47445209000
gtm,2016,48500370000
gtm,2017,51051668000
gtm,2018,52048065000
gtm,2019,55926017000
gtm,2020,61382238000
guy,1960,68800000
guy,1961,76000000
guy,1962,78400000
guy,1963,73700000
guy,1964,73300000
guy,1965,78200000
guy,1966,74200000
guy,1967,80100000
guy,1968,79800000
guy,1969,89400000
guy,1970,90100000
guy,1971,101700000
guy,1972,104200000
guy,1973,106300000
guy,1974,264100000
guy,1975,341400000
guy,1976,236000000
guy,1977,210800000
guy,1978,256600000
guy,1979,263500000
guy,1980,312000000
guy,1981,300000000
guy,1982,292000000
guy,1983,291000000
guy,1984,347000000
guy,1985,439000000
guy,1986,490000000
guy,1987,899000000
guy,1988,936000000
guy,1989,3622000100
guy,1990,5973000000
guy,1991,15790000000
guy,1992,20467000000
guy,1993,21686000000
guy,1994,28388000000
guy,1995,36066000000
guy,1996,37406000000
guy,1997,38781000000
guy,1998,36619000000
guy,1999,43300000000
guy,2000,38981800000
guy,2001,39670800000
guy,2002,42755000000
guy,2003,46263000000
guy,2004,49202500000
guy,2005,47625000000
guy,2006,161981283300
guy,2007,167907000000
guy,2008,195451000000
guy,2009,189973000000
guy,2010,199432000000
guy,2011,193425000000
guy,2012,211235000000
guy,2013,219554000000
guy,2014,209579000000
guy,2015,224862000000
guy,2016,188720000000
guy,2017,223141000000
guy,2018,194278000000
guy,2019,189806000000
guy,2020,192231000000
hkg,2000,1168000000
hkg,2001,1182000000
hkg,2002,1143000000
hkg,2003,945000000
hkg,2004,963000000
hkg,2005,953000000
hkg,2006,947000000
hkg,2007,1015000000
hkg,2008,925000000
hkg,2009,1090000000
hkg,2010,948000000
hkg,2011,944000000
hkg,2012,1114000000
hkg,2013,1225000000
hkg,2014,1496000000
hkg,2015,1630000000
hkg,2016,1898000000
hkg,2017,1736000000
hkg,2018,1762000000
hkg,2019,2057000000
hkg,2020,2648000000
hnd,1960,227000000
hnd,1961,251200000
hnd,1962,274500000
hnd,1963,282300000
hnd,1964,315200000
hnd,1965,370700000
hnd,1966,397800000
hnd,1967,423100000
hnd,1968,448000000
hnd,1969,437200000
hnd,1970,424000000
hnd,1971,413000000
hnd,1972,450000000
hnd,1973,511000000
hnd,1974,550000000
hnd,1975,554000000
hnd,1976,688000000
hnd,1977,898000000
hnd,1978,2439885976.69024
hnd,1979,2569503558.76932
hnd,1980,2774584917.06278
hnd,1981,2663956779.83418
hnd,1982,2541169343.15289
hnd,1983,2533503951.76541
hnd,1984,2528006928.4524
hnd,1985,2621973534.99658
hnd,1986,2803674819.09144
hnd,1987,2923538455.83316
hnd,1988,3467200812.10077
hnd,1989,3870098056.00069
hnd,1990,4897160149.40154
hnd,1991,5921836300
hnd,1992,6165666000
hnd,1993,6833840500
hnd,1994,8243044800
hnd,1995,10533718700
hnd,1996,12506373500
hnd,1997,14272372500
hnd,1998,15786676900
hnd,1999,12535322200
hnd,2000,15328900000
hnd,2001,15590600000
hnd,2002,15736900000
hnd,2003,16587000000
hnd,2004,19656600000
hnd,2005,22915000000
hnd,2006,24458700000
hnd,2007,27820300000
hnd,2008,31884100000
hnd,2009,29837300000
hnd,2010,34690900000
hnd,2011,47639800000
hnd,2012,49021600000
hnd,2013,45904400000
hnd,2014,51988200000
hnd,2015,56243000000
hnd,2016,59758100000
hnd,2017,68847900000
hnd,2018,66791500000
hnd,2019,66126100000
hnd,2020,70974400000
hrv,1995,6692252348.63639
hrv,1996,7295943616.01121
hrv,1997,7760634183.3802
hrv,1998,8708886999.03505
hrv,1999,9081250115.45641
hrv,2000,8969702346.64842
hrv,2001,9630654443.75454
hrv,2002,10323835407.8829
hrv,2003,9240298115.31099
hrv,2004,11194820995.2395
hrv,2005,10540463610.0534
hrv,2006,11837049180.1065
hrv,2007,12030447461.2449
hrv,2008,13613367622.7016
hrv,2009,13373977681.1061
hrv,2010,12186917477.093
hrv,2011,12311107738.0749
hrv,2012,11053859670.2725
hrv,2013,11638480911.2475
hrv,2014,9906844080.51723
hrv,2015,10232974470.6292
hrv,2016,10926475205.8194
hrv,2017,10781840807
hrv,2018,11557970365
hrv,2019,11825857826
hrv,2020,12169623750.4704
hti,1988,4066048000
hti,1989,4185495000
hti,1990,4603680000
hti,1991,5404806000
hti,1992,7061601000
hti,1993,7144792000
hti,1994,10843132000
hti,1995,9593854000
hti,1996,9094001000
hti,1997,11241166000
hti,1998,13331723000
hti,1999,15624444000
hti,2000,22975649100
hti,2001,24821446500
hti,2002,25979479100
hti,2003,31552616000
hti,2004,37961995000
hti,2005,50588968300
hti,2006,55177960800
hti,2007,68012592300
hti,2008,73972096900
hti,2009,88666730800
hti,2010,96721234900
hti,2011,105050797300
hti,2012,110976987600
hti,2013,124212752500
hti,2014,120513485000
hti,2015,124164436700
hti,2016,152752849000
hti,2017,186516186000
hti,2018,200727899900
hti,2019,242411033600
hti,2020,295233337300
hun,1995,418945000000
hun,1996,517256000000
hun,1997,558546000000
hun,1998,630381000000
hun,1999,618003000000
hun,2000,657470000000
hun,2001,756752000000
hun,2002,742821000000
hun,2003,746429000000
hun,2004,918796000000
hun,2005,840846000000
hun,2006,860759000000
hun,2007,897506000000
hun,2008,940932000000
hun,2009,810593000000
hun,2010,833944000000
hun,2011,1140169000000
hun,2012,1128285000000
hun,2013,1188910000000
hun,2014,1291207000000
hun,2015,1325029000000
hun,2016,1408488000000
hun,2017,1474452000000
hun,2018,1512622000000
hun,2019,1588702000000
hun,2020,1620862000000
idn,1983,17764747000000
idn,1984,20419660000000
idn,1985,22512900000000
idn,1986,24870910000000
idn,1987,29115970000000
idn,1988,34277940000000
idn,1989,39163900000000
idn,1990,42148700000000
idn,1991,44720820000000
idn,1992,50733120000000
idn,1993,58963400000000
idn,1994,66071500000000
idn,1995,77896200000000
idn,1996,88791800000000
idn,1997,101009500000000
idn,1998,172827500000000
idn,1999,215686800000000
idn,2000,217897915000000
idn,2001,263327850000000
idn,2002,297317180000000
idn,2003,305783500000000
idn,2004,329124600000000
idn,2005,364169300000000
idn,2006,433223400000000
idn,2007,541931500000000
idn,2008,716656200000000
idn,2009,857196800000000
idn,2010,956119700000000
idn,2011,1058245300000000
idn,2012,1152262100000000
idn,2013,1275048400000000
idn,2014,1409655700000000
idn,2015,1555207000000000
idn,2016,1671597800000000
idn,2017,1787963200000000
idn,2018,1900621700000000
idn,2019,2012742800000000
idn,2020,2115086100000000
ind,1960,72848004918.69
ind,1961,75452121701.83
ind,1962,77037654060.57001
ind,1963,90663623058.67999
ind,1964,110775860797.09
ind,1965,110468363612.36
ind,1966,128504995353.87
ind,1967,160811418324.01999
ind,1968,165760201140.67999
ind,1969,181298418256.29999
ind,1970,186929460451.57001
ind,1971,190955751714.06
ind,1972,210030186454.01999
ind,1973,276776294113.33002
ind,1974,303221051999.65997
ind,1975,300540060920.34003
ind,1976,307045548234.66998
ind,1977,363538546640.82001
ind,1978,373618688727.58002
ind,1979,386514351911.96997
ind,1980,486152852553.90002
ind,1981,547959975235.13
ind,1982,590788284901.26001
ind,1983,705025814581.79004
ind,1984,760266684443.93982
ind,1985,814771444234.76001
ind,1986,874511782513.95984
ind,1987,972839612125.02002
ind,1988,1201453347495.04004
ind,1989,1327801875700.87012
ind,1990,1549528567283
ind,1991,1810171026500
ind,1992,2030092192500
ind,1993,2354825392000
ind,1994,2711615466200
ind,1995,2948476101500
ind,1996,3545208051400
ind,1997,3762073122400
ind,1998,4320651169100
ind,1999,4570806771800
ind,2000,4624069888100
ind,2001,5005672103300
ind,2002,4869744698200
ind,2003,5467943464500
ind,2004,5676351752500
ind,2005,6399878820700
ind,2006,7151793953600
ind,2007,8205317615100
ind,2008,9258781485400
ind,2009,10660083106000
ind,2010,12998840810200
ind,2011,15019473219500
ind,2012,16751065028800
ind,2013,19263718648100
ind,2014,20936115597100
ind,2015,22275328569700
ind,2016,25186620206600
ind,2017,28298258513600
ind,2018,30162767614900
ind,2019,33940325229200
ind,2020,36165230183600
irl,1995,3055642000
irl,1996,2820990000
irl,1997,2711309000
irl,1998,2795256000
irl,1999,2386843000
irl,2000,2717730000
irl,2001,2434287000
irl,2002,2359983000
irl,2003,2154543000
irl,2004,2459668000
irl,2005,1760205000
irl,2006,1703361000
irl,2007,2055873000
irl,2008,1591959000
irl,2009,946469000
irl,2010,1597819000
irl,2011,2069962000
irl,2012,1733692000
irl,2013,1946989000
irl,2014,2428642000
irl,2015,2355214000
irl,2016,2558393000
irl,2017,3501930000
irl,2018,2897531000
irl,2019,3219069000
irl,2020,3465717000
irn,1960,82385780759.5148
irn,1961,83508620087.9243
irn,1962,84715722226.11699
irn,1963,83095893321.10948
irn,1964,84626561101.78499
irn,1965,87296561451.4045
irn,1966,89709876457.45811
irn,1967,94523771524.36969
irn,1968,103556657482.32001
irn,1969,106996468645.964
irn,1970,108012999867.98599
irn,1971,132235493542.15401
irn,1972,155332473101.68201
irn,1973,184096241189.90497
irn,1974,216643140331.62701
irn,1975,235490016450.74301
irn,1976,311396518944.63202
irn,1977,322284447045.224
irn,1978,410175551272.91803
irn,1979,546062700591.46002
irn,1980,747021484566.755
irn,1981,1101373578123.3501
irn,1982,1358741268299.88989
irn,1983,1508128275213.58008
irn,1984,1835543406349.6001
irn,1985,2018770416330.19995
irn,1986,2437427130484
irn,1987,3165901024307.85986
irn,1988,3369411625452.79004
irn,1989,4241907141305.37988
irn,1990,4744846046353.2998
irn,1991,6461912514900
irn,1992,8662388017200
irn,1993,11036116579300
irn,1994,14743871318700
irn,1995,24888842633800
irn,1996,27979691884300
irn,1997,31070766327200
irn,1998,40852651146800
irn,1999,47093778529900
irn,2000,56956028287600
irn,2001,61359565493400
irn,2002,80103316106700
irn,2003,93744362237800
irn,2004,112784611561900
irn,2005,131972055498200
irn,2006,173841817168200
irn,2007,233337262938400
irn,2008,238036454856800
irn,2009,284421071969100
irn,2010,327297116870100
irn,2011,348425223611600
irn,2012,559335873332000
irn,2013,968925954770000
irn,2014,1126670282436500
irn,2015,1196741571422300
irn,2016,1267434848068200
irn,2017,1455031272557200
irn,2018,1900705721624400
irn,2019,2973909873587200
irn,2020,3971156331645140
irq,1968,167900000
irq,1969,161400000
irq,1970,194600000
irq,1971,215800000
irq,1972,260100000
irq,1973,210600000
irq,1974,278400000
irq,1975,311600000
irq,1976,429000000
irq,1977,498400000
irq,1978,550500000
irq,1979,611800000
irq,1980,741900000
irq,1981,955500000
irq,1982,1309600000
irq,1983,1413600000
irq,1984,1941900000
irq,1985,2160300000
irq,1986,2173700000
irq,1987,2518700000
irq,1988,2834300000
irq,1989,3346100000
irq,1990,4613300000
irq,1991,6629100000
irq,1992,22872700000
irq,1993,49864000000
irq,1994,333524200000
irq,1995,1378274300000
irq,1996,1208982300000
irq,1997,1276367100000
irq,1998,1868379800000
irq,1999,2482616500000
irq,2000,2327277200000
irq,2001,2863495000000
irq,2002,3512658600000
irq,2003,2486865500000
irq,2004,3693768000000
irq,2005,5064158000000
irq,2006,5568985700000
irq,2007,5494212400000
irq,2008,6042017700000
irq,2009,6832552100000
irq,2010,8366232400000
irq,2011,9918316800000
irq,2012,10484949300000
irq,2013,13045856400000
irq,2014,13128622600000
irq,2015,8160769700000
irq,2016,7832046900000
irq,2017,6598384800000
irq,2018,7572265100000
irq,2019,10411174400000
irq,2020,11716003500000
isl,1995,40496301000
isl,1996,42371134000
isl,1997,43184434000
isl,1998,49084675000
isl,1999,49570548000
isl,2000,49696671000
isl,2001,60049342000
isl,2002,64171477000
isl,2003,56491041000
isl,2004,51593841000
isl,2005,50437022000
isl,2006,58569976000
isl,2007,57690679000
isl,2008,76252125000
isl,2009,91773098000
isl,2010,105776521000
isl,2011,116500298000
isl,2012,121064295000
isl,2013,115372645000
isl,2014,110115137000
isl,2015,122723212000
isl,2016,115082786000
isl,2017,99943815000
isl,2018,111592327000
isl,2019,133358077000
isl,2020,127463990000
isr,1995,5478558000
isr,1996,5911957000
isr,1997,6303725000
isr,1998,7748136000
isr,1999,7389494000
isr,2000,7185364000
isr,2001,8458610000
isr,2002,9119105000
isr,2003,8638169000
isr,2004,8604849000
isr,2005,10577657000
isr,2006,10920839000
isr,2007,11215941000
isr,2008,12189481000
isr,2009,15147713000
isr,2010,13802753000
isr,2011,15019734000
isr,2012,12996222000
isr,2013,13820936000
isr,2014,13415962000
isr,2015,14517506000
isr,2016,15206741000
isr,2017,15439465000
isr,2018,15978892000
isr,2019,16061530000
isr,2020,16167730000
ita,1990,23261224000
ita,1991,25863407000
ita,1992,26199269000
ita,1993,25952349000
ita,1994,27385944000
ita,1995,29427000000
ita,1996,31110400000
ita,1997,31262300000
ita,1998,31533300000
ita,1999,31990300000
ita,2000,31827600000
ita,2001,32468200000
ita,2002,32019800000
ita,2003,32886300000
ita,2004,34086400000
ita,2005,30374500000
ita,2006,30212800000
ita,2007,30622000000
ita,2008,30700700000
ita,2009,28433800000
ita,2010,28608500000
ita,2011,31053100000
ita,2012,32012100000
ita,2013,34586900000
ita,2014,32513300000
ita,2015,34187000000
ita,2016,32701100000
ita,2017,34257500000
ita,2018,34461000000
ita,2019,34254200000
ita,2020,32858100000
jam,1993,10379000000
jam,1994,15346000000
jam,1995,19872000000
jam,1996,21966000000
jam,1997,22703000000
jam,1998,23032000000
jam,1999,23177000000
jam,2000,24123000000
jam,2001,25886000000
jam,2002,26089000000
jam,2003,28390000000
jam,2004,31022000000
jam,2005,36318000000
jam,2006,40439000000
jam,2007,40895000000
jam,2008,48866000000
jam,2009,58297000000
jam,2010,60740000000
jam,2011,70066000000
jam,2012,75844000000
jam,2013,85503000000
jam,2014,92090000000
jam,2015,104698000000
jam,2016,116203000000
jam,2017,125674000000
jam,2018,133641000000
jam,2019,148144000000
jam,2020,170793000000
jor,1965,30300000
jor,1966,23600000
jor,1967,35500000
jor,1968,19400000
jor,1969,31200000
jor,1970,24600000
jor,1971,30000000
jor,1972,34700000
jor,1973,25000000
jor,1974,57200000
jor,1975,30200000
jor,1976,42427000
jor,1977,52711000
jor,1978,77017000
jor,1979,61599000
jor,1980,83168000
jor,1981,79832000
jor,1982,92900000
jor,1983,109940000
jor,1984,97723000
jor,1985,96863000
jor,1986,114278000
jor,1987,134707000
jor,1988,137608000
jor,1989,132696000
jor,1990,190029000
jor,1991,214348000
jor,1992,247015000
jor,1993,199242000
jor,1994,192907000
jor,1995,173752000
jor,1996,158569000
jor,1997,148340000
jor,1998,144689000
jor,1999,115887000
jor,2000,120894000
jor,2001,124304000
jor,2002,148935000
jor,2003,178334000
jor,2004,202080000
jor,2005,246202000
jor,2006,275830000
jor,2007,307107000
jor,2008,462673900
jor,2009,563896100
jor,2010,688760700
jor,2011,734724000
jor,2012,742347500
jor,2013,876501400
jor,2014,1038217600
jor,2015,1203340300
jor,2016,1276400000
jor,2017,1400200000
jor,2018,1475453900
jor,2019,1552250800
jor,2020,1614007800
jpn,1994,9667100000000
jpn,1995,8580700000000
jpn,1996,8855700000000
jpn,1997,8304900000000
jpn,1998,8601600000000
jpn,1999,8322700000000
jpn,2000,8127000000000
jpn,2001,7270400000000
jpn,2002,7219400000000
jpn,2003,6806500000000
jpn,2004,6516700000000
jpn,2005,5919600000000
jpn,2006,5793200000000
jpn,2007,5680600000000
jpn,2008,5563800000000
jpn,2009,5356800000000
jpn,2010,5602700000000
jpn,2011,5373800000000
jpn,2012,5619600000000
jpn,2013,5426400000000
jpn,2014,5170500000000
jpn,2015,5563900000000
jpn,2016,6124000000000
jpn,2017,6241100000000
jpn,2018,5821600000000
jpn,2019,5652300000000
kaz,1992,563000000
kaz,1993,4836700200
kaz,1994,63298200000
kaz,1995,125043400000
kaz,1996,172044100000
kaz,1997,190737600000
kaz,1998,148467800000
kaz,1999,199353900000
kaz,2000,210872400000
kaz,2001,283608800000
kaz,2002,301947700000
kaz,2003,362603000000
kaz,2004,418127200000
kaz,2005,483484600000
kaz,2006,561329800000
kaz,2007,727335800000
kaz,2008,853341600000
kaz,2009,1045440500000
kaz,2010,983994900000
kaz,2011,1409038600000
kaz,2012,1330033600000
kaz,2013,1621232500000
kaz,2014,1717786000000
kaz,2015,1925866500000
kaz,2016,2140007600000
kaz,2017,2456284600000
kaz,2018,2717499100000
kaz,2019,3105560700000
kaz,2020,3808889100000
ken,1960,1997799900
ken,1961,1929900000
ken,1962,2329900000
ken,1963,2544800000
ken,1964,2627599900
ken,1965,2310800000
