geo,time,fm_lbl_bmny_ir_zs
aus,1975,11.15946
aus,1976,11.94343
aus,1977,13.3939
aus,1978,12.63675
aus,1979,9.89711
aus,1980,9.53729
aus,1981,14.41154
aus,1982,7.3107
aus,1983,5.85464
aus,1984,7.67562
aus,1985,9.06428
aus,1986,7.31871
aus,1987,6.60499
aus,1988,6.39406
aus,1989,9.31536
aus,1990,8.7153
aus,1991,8.98438
aus,1992,13.1975
aus,1993,12.44632
aus,1994,13.35744
aus,1995,14.89296
aus,1996,14.46803
aus,1997,15.84471
aus,1998,17.0313
aus,1999,12.31013
aus,2000,14.92988
aus,2001,14.27176
aus,2002,12.88906
aus,2003,10.49103
aus,2004,12.85854
aus,2005,12.58639
aus,2006,11.32795
aus,2007,28.74772
aus,2008,31.3469
aus,2009,20.98583
aus,2010,27.30572
aus,2011,29.85756
aus,2012,31.86841
aus,2013,31.4781
aus,2014,29.54716
aus,2015,33.6972
aus,2016,27.20688
aus,2017,23.55267
aus,2018,30.17937
aus,2019,29.52387
aus,2020,42.87602
aze,1993,1459.36989
aze,1994,328.0218
aze,1995,2.46272
aze,1996,1.67399
aze,1997,1.16823
aze,1998,1.06357
aze,1999,0.79975
aze,2000,1.26394
aze,2001,1.0181
aze,2002,1.12345
aze,2003,1.29474
aze,2004,1.42537
aze,2005,1.65139
aze,2006,1.5377
aze,2007,1.6083
aze,2008,1.59862
aze,2009,1.96434
aze,2010,2.04659
aze,2011,1.71362
aze,2012,1.89349
aze,2013,1.62027
aze,2014,1.73857
aze,2015,2.84273
aze,2016,1.99146
aze,2017,1.98043
aze,2018,2.12319
aze,2019,2.41093
aze,2020,2.24897
bdi,1964,2.1139
bdi,1965,1.78292
bdi,1966,2.22565
bdi,1967,3.70489
bdi,1968,6.54004
bdi,1969,2.69177
bdi,1970,1.65506
bdi,1971,1.76144
bdi,1972,1.64985
bdi,1973,1.81311
bdi,1974,3.26671
bdi,1975,1.46296
bdi,1976,1.27131
bdi,1977,0.79281
bdi,1978,1.17628
bdi,1979,1.09551
bdi,1980,1.04696
bdi,1981,2.09419
bdi,1982,3.62536
bdi,1983,5.08074
bdi,1984,5.43489
bdi,1985,4.68568
bdi,1986,2.29686
bdi,1987,2.36872
bdi,1988,2.17924
bdi,1989,1.64554
bdi,1990,1.59964
bdi,1991,1.34853
bdi,1992,1.0178
bdi,1993,0.98077
bdi,1994,1.00711
bdi,1995,0.91677
bdi,1996,1.32964
bdi,1997,1.53192
bdi,1998,2.00182
bdi,1999,3.12267
bdi,2000,3.97078
bdi,2001,8.40264
bdi,2002,2.96783
bdi,2003,2.79826
bdi,2004,3.08786
bdi,2005,2.57942
bdi,2006,2.55133
bdi,2007,1.885
bdi,2008,1.52749
bdi,2009,1.42204
bdi,2010,1.72826
bdi,2011,2.02856
bdi,2012,1.96966
bdi,2013,1.92685
bdi,2014,2.25699
bdi,2015,5.17026
bdi,2016,6.96163
bdi,2017,7.71335
bdi,2018,13.00339
bdi,2019,9.36151
bdi,2020,13.78575
bgd,1974,12.42945
bgd,1975,10.95795
bgd,1976,3.9983
bgd,1977,5.69668
bgd,1978,5.53425
bgd,1979,5.23284
bgd,1980,7.77524
bgd,1981,17.84614
bgd,1982,12.48854
bgd,1983,5.64699
bgd,1984,9.7851
bgd,1985,12.25419
bgd,1986,10.1134
bgd,1987,5.77073
bgd,1988,5.3046
bgd,1989,12.37508
bgd,1990,10.75369
bgd,1991,5.68257
bgd,1992,4.25429
bgd,1993,3.55243
bgd,1994,3.07949
bgd,1995,4.60288
bgd,1996,6.36754
bgd,1997,7.76834
bgd,1998,6.77363
bgd,1999,8.74761
bgd,2000,10.75783
bgd,2001,16.65153
bgd,2002,13.58465
bgd,2003,10.08261
bgd,2004,9.21995
bgd,2005,11.65682
bgd,2006,9.34998
bgd,2007,7.58513
bgd,2008,8.10454
bgd,2009,5.43841
bgd,2010,6.0602
bgd,2011,8.38613
bgd,2012,6.35112
bgd,2013,5.09153
bgd,2014,4.90602
bgd,2015,4.5771
bgd,2016,4.51613
bgd,2017,4.90631
bgd,2018,5.50201
bgd,2019,5.8943
bgd,2020,5.00275
bgr,1991,12.16979
bgr,1992,6.37071
bgr,1993,8.12579
bgr,1994,5.53294
bgr,1995,5.35497
bgr,1996,8.56852
bgr,1997,1.42281
bgr,1998,1.23511
bgr,1999,1.25604
bgr,2000,1.3236
bgr,2001,1.55858
bgr,2002,1.38563
bgr,2003,1.4176
bgr,2004,1.41369
bgr,2005,1.84511
bgr,2006,1.74901
bgr,2007,1.6789
bgr,2008,1.91118
bgr,2009,1.83195
bgr,2010,1.9941
bgr,2011,2.35079
bgr,2012,1.97751
bgr,2013,2.29477
bgr,2014,2.29169
bgr,2015,1.89238
bgr,2016,1.78817
bgr,2017,1.74079
bgr,2018,1.96015
bgr,2019,2.10216
bgr,2020,1.74858
bhr,1965,2.42698
bhr,1966,3.14619
bhr,1967,2.74727
bhr,1968,1.78725
bhr,1969,1.49678
bhr,1970,1.6539
bhr,1971,1.59871
bhr,1972,2.02609
bhr,1973,2.75151
bhr,1974,2.10258
bhr,1975,1.50008
bhr,1976,1.68199
bhr,1977,1.72953
bhr,1978,2.11525
bhr,1979,1.68229
bhr,1980,1.42988
bhr,1981,1.26158
bhr,1982,0.73477
bhr,1983,1.53803
bhr,1984,1.63232
bhr,1985,1.40594
bhr,1986,1.52076
bhr,1987,2.10925
bhr,1988,2.04061
bhr,1989,2.52123
bhr,1990,1.91501
bhr,1991,1.94549
bhr,1992,2.20794
bhr,1993,2.48481
bhr,1994,2.92024
bhr,1995,2.8773
bhr,1996,2.88906
bhr,1997,3.20931
bhr,1998,4.45295
bhr,1999,3.68405
bhr,2000,3.57309
bhr,2001,3.63148
bhr,2002,3.89034
bhr,2003,3.99423
bhr,2004,3.81727
bhr,2005,4.55298
bhr,2006,3.70687
bhr,2007,3.44345
bhr,2008,4.41744
bhr,2009,4.72378
bhr,2010,3.94836
bhr,2011,4.53184
bhr,2012,4.12756
bhr,2013,4.40676
bhr,2014,4.165
bhr,2015,7.53194
bhs,1969,7.55131
bhs,1970,8.45173
bhs,1971,6.41356
bhs,1972,5.51808
bhs,1973,4.80649
bhs,1974,4.18744
bhs,1975,4.29028
bhs,1976,5.76349
bhs,1977,4.09622
bhs,1978,5.21706
bhs,1979,4.25617
bhs,1980,4.5649
bhs,1981,4.66441
bhs,1982,4.75907
bhs,1983,5.00681
bhs,1984,4.1442
bhs,1985,3.87285
bhs,1986,3.35467
bhs,1987,5.27995
bhs,1988,5.6587
bhs,1989,7.15344
bhs,1990,7.75834
bhs,1991,7.21678
bhs,1992,8.8861
bhs,1993,9.30386
bhs,1994,9.86751
bhs,1995,10.55696
bhs,1996,11.6587
bhs,1997,10.86705
bhs,1998,8.27691
bhs,1999,7.72497
bhs,2000,9.91407
bhs,2001,11.39097
bhs,2002,9.83854
bhs,2003,7.90599
bhs,2004,6.28809
bhs,2005,8.01674
bhs,2006,10.97909
bhs,2007,12.05276
bhs,2008,10.37578
bhs,2009,5.93232
bhs,2010,5.88994
bhs,2011,5.85498
bhs,2012,7.37288
bhs,2013,7.80076
bhs,2014,7.23828
bhs,2015,7.05123
bhs,2016,6.84965
bhs,2017,4.91796
bih,1997,10.7214
bih,1998,5.9389
bih,1999,2.80028
bih,2000,2.45427
bih,2001,1.70696
bih,2002,1.82633
bih,2003,1.74879
bih,2004,1.78699
bih,2005,2.01543
bih,2006,1.73003
bih,2007,1.65908
bih,2008,2.07964
bih,2009,1.97306
bih,2010,2.09199
bih,2011,2.4126
bih,2012,2.23044
bih,2013,2.19126
bih,2014,2.41053
bih,2015,2.20818
bih,2016,2.22411
bih,2017,1.96849
bih,2018,2.14365
bih,2019,2.09101
bih,2020,1.88999
blr,1994,57.67325
blr,1995,5.47487
blr,1996,4.48224
blr,1997,5.65244
blr,1998,6.70186
blr,1999,6.88988
blr,2000,6.42029
blr,2001,4.71841
blr,2002,3.10182
blr,2003,4.5144
blr,2004,4.88947
blr,2005,4.34926
blr,2006,5.8866
blr,2007,2.73284
blr,2008,4.73202
blr,2009,2.41902
blr,2010,3.35722
blr,2011,2.84243
blr,2012,2.38996
blr,2013,3.27143
blr,2014,4.62135
blr,2015,4.91963
blr,2016,3.47546
blr,2017,2.81909
blr,2018,2.96436
blr,2019,2.46869
blr,2020,2.78822
blz,1976,5.84604
blz,1977,4.57764
blz,1978,3.32415
blz,1979,4.58458
blz,1980,4.26792
blz,1981,5.69994
blz,1982,6.35675
blz,1983,7.96082
blz,1984,12.73262
blz,1985,5.66165
blz,1986,3.70108
blz,1987,3.31802
blz,1988,2.44024
blz,1989,2.3987
blz,1990,2.37022
blz,1991,3.43474
blz,1992,3.88577
blz,1993,5.48331
blz,1994,6.67013
blz,1995,7.23655
blz,1996,5.01334
blz,1997,5.49645
blz,1998,7.8437
blz,1999,5.61402
blz,2000,3.66172
blz,2001,4.42635
blz,2002,4.45827
blz,2003,6.32554
blz,2004,12.56136
blz,2005,9.05264
blz,2006,6.61614
blz,2007,7.99954
blz,2008,5.91779
blz,2009,4.89783
blz,2010,4.79536
blz,2011,4.64162
blz,2012,4.22863
blz,2013,3.07456
blz,2014,2.74408
blz,2015,3.28731
blz,2016,3.91554
blz,2017,4.70841
blz,2018,5.12333
blz,2019,5.68733
blz,2020,5.07599
bol,1960,5.40091
bol,1961,5.78456
bol,1962,12.18563
bol,1963,5.6288
bol,1964,3.15737
bol,1965,2.29006
bol,1966,2.55918
bol,1967,2.97827
bol,1968,3.05686
bol,1969,3.33584
bol,1970,3.47227
bol,1971,3.37383
bol,1972,3.03079
bol,1973,1.87811
bol,1974,1.07944
bol,1975,1.7037
bol,1976,2.39267
bol,1977,2.06347
bol,1978,2.29419
bol,1979,1.54427
bol,1980,1.70426
bol,1981,2.79486
bol,1982,2.69668
bol,1983,2.24947
bol,1984,2.42464
bol,1985,1.32573
bol,1986,0.82813
bol,1987,1.46157
bol,1988,1.8332
bol,1989,1.63056
bol,1990,2.33164
bol,1991,3.76718
bol,1992,4.09559
bol,1993,4.1954
bol,1994,3.47071
bol,1995,2.83789
bol,1996,2.89977
bol,1997,3.19102
bol,1998,3.84828
bol,1999,3.67637
bol,2000,3.70048
bol,2001,4.50961
bol,2002,5.02499
bol,2003,4.37273
bol,2004,3.45506
bol,2005,2.74118
bol,2006,1.91329
bol,2007,1.48972
bol,2008,1.38685
bol,2009,1.41781
bol,2010,1.40786
bol,2011,1.42057
bol,2012,1.46643
bol,2013,1.67139
bol,2014,1.84341
bol,2015,2.41801
bol,2016,3.13865
bol,2017,3.3874
bol,2018,4.0473
bol,2019,5.51108
bol,2020,7.40919
bra,1960,8.62906
bra,1961,8.01463
bra,1962,12.74208
bra,1963,13.37248
bra,1964,15.85853
bra,1965,9.1932
bra,1966,10.82867
bra,1967,29.13519
bra,1968,24.64598
bra,1969,10.95126
bra,1970,6.90393
bra,1971,5.60958
bra,1972,2.59771
bra,1973,2.33354
bra,1974,3.39833
bra,1975,5.31848
bra,1976,3.51518
bra,1977,3.44085
bra,1978,2.39366
bra,1979,3.44173
bra,1980,4.06357
bra,1981,3.97734
bra,1982,7.10513
bra,1983,4.56768
bra,1984,2.01321
bra,1985,2.60813
bra,1986,6.54349
bra,1987,7.18875
bra,1988,27.21464
bra,1989,39.91725
bra,1990,11.87878
bra,1991,12.77889
bra,1992,8.41968
bra,1993,10.69666
bra,1994,6.15396
bra,1995,4.81532
bra,1996,4.965
bra,1997,6.25335
bra,1998,7.63619
bra,1999,7.06375
bra,2000,9.22892
bra,2001,9.15488
bra,2002,7.41202
bra,2003,6.40095
bra,2004,7.12242
bra,2005,9.96605
bra,2006,8.16109
bra,2007,5.29605
bra,2008,6.16874
bra,2009,5.31746
bra,2010,5.68098
bra,2011,5.70969
bra,2012,5.2225
bra,2013,5.41863
bra,2014,5.53307
bra,2015,4.45262
bra,2016,4.61593
bra,2017,5.1351
bra,2018,4.79416
bra,2019,5.04205
bra,2020,4.53085
brb,1966,4.33041
brb,1967,6.68639
brb,1968,4.58441
brb,1969,6.13071
brb,1970,5.32268
brb,1971,5.60839
brb,1972,4.46676
brb,1973,3.87954
brb,1974,3.67693
brb,1975,4.32638
brb,1976,6.96667
brb,1977,5.78424
brb,1978,4.42805
brb,1979,5.07099
brb,1980,4.74928
brb,1981,4.2599
brb,1982,3.83552
brb,1983,4.22476
brb,1984,4.24113
brb,1985,4.38761
brb,1986,4.35317
brb,1987,5.3431
brb,1988,6.3752
brb,1989,8.07023
brb,1990,8.72422
brb,1991,11.66687
brb,1992,7.70324
brb,1993,7.38124
brb,1994,6.1013
brb,1995,5.71073
brb,1996,5.09432
brb,1997,5.91306
brb,1998,4.62037
brb,1999,5.9991
brb,2000,4.22361
brb,2001,3.8817
brb,2002,4.62494
brb,2003,4.38324
brb,2004,6.23253
brb,2005,6.99994
brb,2006,6.99589
brb,2007,6.40985
brb,2008,7.36968
brb,2009,6.28356
brb,2012,5.63666
brb,2013,7.21211
brb,2014,8.01371
brb,2015,9.71254
brb,2016,12.97069
brb,2017,21.3219
brb,2018,10.59653
brn,1999,6.85625
brn,2000,12.59859
brn,2001,11.4178
brn,2002,9.89876
brn,2003,10.01366
brn,2004,11.6102
brn,2005,11.19134
brn,2006,11.46581
brn,2007,9.92437
brn,2008,10.2767
brn,2009,6.07629
brn,2010,5.89901
brn,2011,4.25759
brn,2012,3.23929
brn,2013,3.1668
brn,2014,3.16298
brn,2015,3.10377
brn,2016,3.02744
brn,2017,3.01402
brn,2018,3.24851
brn,2019,2.67071
brn,2020,2.81047
btn,1983,0.90582
btn,1984,0.75048
btn,1985,0.70345
btn,1986,0.64818
btn,1987,0.4903
btn,1988,0.54338
btn,1989,0.66831
btn,1990,0.69354
btn,1991,0.60684
btn,1992,0.7193
btn,1993,0.6502
btn,1994,0.62897
btn,1995,0.7679
btn,1996,0.52561
btn,1997,0.82102
btn,1998,0.605
btn,1999,0.67256
btn,2000,0.69603
btn,2001,0.70222
btn,2002,0.88882
btn,2003,0.94371
btn,2004,1.0363
btn,2005,1.02617
btn,2006,1.01593
btn,2007,0.97066
btn,2008,1.0639
btn,2009,1.03302
btn,2010,1.13397
btn,2011,1.47187
btn,2012,1.12483
btn,2013,1.02488
btn,2014,0.98651
btn,2015,1.10039
btn,2016,1.27005
btn,2017,1.43691
btn,2018,1.78126
btn,2019,1.55047
btn,2020,1.54648
bwa,1976,1.37021
bwa,1977,1.33359
bwa,1978,0.9939
bwa,1979,0.93509
bwa,1980,0.91236
bwa,1981,1.14367
bwa,1982,0.86417
bwa,1983,0.76632
bwa,1984,0.62603
bwa,1985,0.38632
bwa,1986,0.27774
bwa,1987,0.29985
bwa,1988,0.30298
bwa,1989,0.31959
bwa,1990,0.24941
bwa,1991,0.29111
bwa,1992,0.30969
bwa,1993,0.2136
bwa,1994,0.20246
bwa,1995,0.20631
bwa,1996,0.19086
bwa,1997,0.19806
bwa,1998,0.22791
bwa,1999,0.25094
bwa,2000,0.22735
bwa,2001,0.36676
bwa,2002,0.44959
bwa,2003,0.67351
bwa,2004,0.7418
bwa,2005,0.69845
bwa,2006,0.52723
bwa,2007,0.53741
bwa,2008,0.63014
bwa,2009,0.62168
bwa,2010,0.80009
bwa,2011,0.80997
bwa,2012,0.84481
bwa,2013,0.82277
bwa,2014,0.74749
bwa,2015,0.87579
bwa,2016,0.90025
bwa,2017,0.93497
bwa,2018,1.15603
bwa,2019,1.27726
bwa,2020,1.58579
caf,1963,9.57728
caf,1964,2.46599
caf,1965,2.23244
caf,1966,3.61852
caf,1967,5.33679
caf,1968,6.87865
caf,1969,24.73891
caf,1970,22.11269
caf,1971,147.59843
caf,1972,22.93884
caf,1973,26.06642
caf,1974,31.95902
caf,1975,16.4357
caf,1976,4.25572
caf,1977,3.17794
caf,1978,3.84392
caf,1979,2.55492
caf,1980,2.81024
caf,1981,2.26199
caf,1982,2.56404
caf,1983,2.49116
caf,1984,2.12966
caf,1985,2.40049
caf,1986,2.43241
caf,1987,1.98296
caf,1988,1.69413
caf,1989,1.71031
caf,1990,1.84811
caf,1991,1.96358
caf,1992,2.08281
caf,1993,1.96057
caf,1994,0.96908
caf,1995,1.01219
caf,1996,1.04272
caf,1997,1.09637
caf,1998,1.1104
caf,1999,1.26128
caf,2000,1.14284
caf,2001,1.21727
caf,2002,1.16521
caf,2003,1.19641
caf,2004,1.33152
caf,2005,1.66745
caf,2006,1.75631
caf,2007,2.58771
caf,2008,2.29181
caf,2009,1.51585
caf,2010,1.95266
caf,2011,2.73565
caf,2012,2.50923
caf,2013,2.23365
caf,2014,1.91003
caf,2015,2.03957
caf,2016,1.9185
caf,2017,1.42781
caf,2018,1.70664
caf,2019,1.81997
can,1960,7.4497
can,1961,6.78177
can,1962,5.92565
can,1963,6.42086
can,1964,6.38051
can,1965,6.69772
can,1966,9.69119
can,1967,11.03514
can,1968,10.6721
can,1969,11.97261
can,1970,8.89928
can,1971,8.22403
can,1972,8.43247
can,1973,9.191
can,1974,9.10587
can,1975,12.13729
can,1976,14.10946
can,1977,16.19258
can,1978,15.04379
can,1979,10.39057
can,1980,10.73361
can,1981,17.97754
can,1982,17.60972
can,1983,19.84325
can,1984,26.03285
can,1985,25.36131
can,1986,22.41268
can,1987,17.19783
can,1988,15.06429
can,1989,17.68444
can,1990,18.55852
can,1991,22.17214
can,1992,31.59972
can,1993,29.96505
can,1994,31.92253
can,1995,28.02013
can,1996,22.27689
can,1997,26.37509
can,1998,19.64523
can,1999,17.33011
can,2000,16.33231
can,2001,33.36306
can,2002,31.13245
can,2003,35.93873
can,2004,42.93901
can,2005,52.77866
can,2006,59.71694
can,2007,40.07534
can,2008,43.41322
che,1960,3.98247
che,1961,3.74547
che,1962,4.03661
che,1963,4.10678
che,1964,4.31603
che,1965,4.45033
che,1966,4.63751
che,1967,4.79641
che,1968,4.14648
che,1969,5.13138
che,1970,4.72523
che,1971,3.96817
che,1972,3.60499
che,1973,3.12355
che,1974,1.88359
che,1975,2.62214
che,1976,2.64857
che,1977,2.54914
che,1978,2.50436
che,1979,1.82654
che,1980,1.66145
che,1981,2.11259
che,1982,2.13245
che,1983,2.44973
che,1984,2.84421
che,1985,2.56549
che,1986,3.01518
che,1987,3.22378
che,1988,4.02264
che,1989,3.80454
che,1990,4.32486
che,1991,4.49525
che,1992,4.50613
che,1993,4.37181
che,1994,4.81032
che,1995,5.65245
che,1996,5.87698
che,1997,5.84232
che,1998,5.96137
che,1999,7.02016
che,2000,5.85205
che,2001,6.32983
che,2002,6.09631
che,2003,6.73456
che,2004,6.99788
che,2005,9.67423
che,2006,8.97683
che,2007,8.30781
che,2008,9.71022
che,2009,5.7308
che,2010,3.13831
che,2011,3.3541
che,2012,2.23354
che,2013,2.32997
che,2014,2.4219
che,2015,2.09054
che,2016,1.87155
chl,1960,0
chl,1961,8.53711
chl,1962,16.7666
chl,1963,9.76214
chl,1964,8.51574
chl,1965,4.83824
chl,1966,5.59153
chl,1967,7.46558
chl,1968,4.57846
chl,1969,3.21304
chl,1970,3.38991
chl,1971,10.85501
chl,1972,19.28576
chl,1973,16.27151
chl,1974,6.96946
chl,1975,4.45065
chl,1976,3.48346
chl,1977,3.80537
chl,1978,2.30114
chl,1979,1.85366
chl,1980,1.89524
chl,1981,2.4886
chl,1982,3.53118
chl,1983,3.3436
chl,1984,3.13266
chl,1985,2.75365
chl,1986,2.30126
chl,1987,2.40335
chl,1988,2.41068
chl,1989,2.62316
chl,1990,1.8218
chl,1991,1.77932
chl,1992,1.69947
chl,1993,1.79266
chl,1994,1.44661
chl,1995,1.76936
chl,1996,1.9406
chl,1997,2.05319
chl,1998,2.36613
chl,1999,2.62059
chl,2000,2.681
chl,2001,4.34868
chl,2002,3.9898
chl,2003,3.83064
chl,2004,4.71433
chl,2005,5.39243
chl,2006,5.92277
chl,2007,8.221
chl,2008,6.01398
chl,2009,4.87192
chl,2010,5.24273
chl,2011,4.50886
chl,2012,4.97963
chl,2013,5.53944
chl,2014,5.31435
chl,2015,5.29419
chl,2016,5.12093
chl,2017,5.58096
chl,2018,5.75316
chl,2019,5.77174
chl,2020,6.05953
chn,1977,10.36837
chn,1978,8.12771
chn,1979,6.62989
chn,1980,6.90028
chn,1981,7.76544
chn,1982,5.04196
chn,1983,5.24104
chn,1984,6.03896
chn,1985,9.82243
chn,1986,11.20866
chn,1987,7.94624
chn,1988,8.31838
chn,1989,10.00451
chn,1990,8.14269
chn,1991,6.72734
chn,1992,15.36675
chn,1993,16.26532
chn,1994,9.42175
chn,1995,9.05991
chn,1996,8.19166
chn,1997,7.56721
chn,1998,8.34202
chn,1999,9.05845
chn,2000,9.56171
chn,2001,8.58731
chn,2002,7.18089
chn,2003,6.1254
