geo,time,sh_uhc_nop1_zs
chn,2013,1.2537
chn,2016,1.69413
civ,1985,0.35748
civ,1986,0.54277
civ,1987,0.57129
civ,1988,1.71745
civ,1992,1.90522
civ,1998,2.94074
civ,2002,2.83769
civ,2008,3.14426
civ,2014,2.25196
cmr,1996,3.92492
cmr,2007,1.64951
cmr,2014,1.93583
cod,2004,0.12274
cod,2012,0.82526
cog,2011,1.37866
col,1997,1.46884
col,2008,0.53071
col,2016,0.26809
com,2014,1.11579
cpv,2001,0.72324
cpv,2007,0.14108
cri,1992,0.10122
cri,2004,0.03932
cri,2012,0.06563
cri,2018,0.00353
cyp,2009,0
cyp,2015,0
cze,1999,0
cze,2010,0
deu,2010,0.01529
dji,2002,0.62849
dji,2012,0.21769
dji,2017,0.05096
dnk,1997,0
dnk,2010,0
dom,2007,0.53308
dom,2018,0
ecu,2011,0.44751
ecu,2013,0.64982
egy,1997,1.19287
egy,2008,0.51031
egy,2012,0.97563
egy,2015,0.74571
egy,2017,2.36174
esp,1996,0
esp,2006,0
esp,2007,0
esp,2008,0
esp,2009,0.0023
esp,2010,0
esp,2011,0
esp,2012,0
esp,2013,0
esp,2014,0
esp,2015,0
esp,2016,0
esp,2017,0
esp,2018,0
esp,2019,0
est,1995,0.01813
est,2000,0.01722
est,2001,0.0373
est,2002,0.0331
est,2003,0.1327
est,2004,0.04086
est,2005,0.06094
est,2006,0.13462
est,2007,0.00693
est,2010,0
eth,1999,0.55776
eth,2004,0.52626
eth,2011,0.73416
eth,2015,0.83038
fin,1998,0
fin,2006,0
fin,2012,0
fin,2016,0
fji,2008,0.01163
gab,2005,0.63653
gab,2017,0.31215
gbr,1995,0
gbr,1999,0
gbr,2000,0
gbr,2005,0
gbr,2010,0
gbr,2013,0
gbr,2014,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
geo,1997,1.60312
geo,1998,0.97564
geo,1999,1.63652
geo,2000,2.10086
geo,2001,2.5669
geo,2002,1.59181
geo,2003,1.38542
geo,2004,1.16693
geo,2005,1.57893
geo,2006,1.61825
geo,2007,2.1246
geo,2008,2.20883
geo,2009,2.62594
geo,2010,2.43509
geo,2011,2.20396
geo,2012,2.23937
geo,2013,1.94678
geo,2017,2.15924
gha,1991,1.82646
gha,1998,2.05798
gha,2012,0.37101
gha,2016,0.42506
gin,2002,2.04914
gin,2007,1.81997
gin,2012,2.62025
gmb,2003,0.74829
gmb,2010,0.17186
gmb,2015,0.11868
gnb,2002,1.58587
gnb,2010,0.9001
grc,2010,0
grc,2016,0
gtm,2000,0.34498
gtm,2011,0.13386
gtm,2014,0.85481
hrv,1999,0
hrv,2004,0
hrv,2008,0
hrv,2009,0
hrv,2010,0
hti,2012,1.6801
hti,2013,2.81585
hun,1993,0
hun,1998,0.00451
hun,1999,0.01084
hun,2000,0
hun,2001,0
hun,2002,0
hun,2003,0
hun,2004,0
hun,2005,0
hun,2006,0
hun,2007,0
hun,2010,0
idn,1999,1.52332
idn,2001,1.40923
idn,2002,1.10455
idn,2004,1.1777
idn,2005,1.02167
idn,2006,0.83289
idn,2007,0.9272
idn,2009,0.51805
idn,2010,0.39982
idn,2011,0.32342
idn,2012,0.26129
idn,2013,0.33133
idn,2014,0.49578
idn,2015,0.237
idn,2016,0.46069
idn,2017,0.44068
ind,1995,3.6532
ind,2000,4.80705
ind,2001,4.19973
ind,2003,4.72355
ind,2004,4.42266
ind,2006,4.60609
ind,2007,3.78365
ind,2009,4.42103
ind,2011,4.70501
irl,1999,0
irl,2009,0
irn,2007,0.11712
irn,2008,0.1015
irn,2009,0.12949
irn,2010,0.09313
irn,2011,0.02918
irn,2012,0.03572
irn,2013,0.01595
irn,2014,0.09916
irn,2015,0.07945
irn,2016,0.02327
irn,2017,0.04679
irn,2018,0.04397
irn,2019,0.12569
irq,2006,0.47841
irq,2012,0.42473
isl,1995,0
isr,1997,0
isr,1999,0
isr,2001,0
isr,2005,0
isr,2007,0.01601
isr,2010,0
isr,2012,0
ita,2001,0
ita,2010,0
jam,1990,0.71389
jam,1991,0.73075
jam,1992,1.29609
jam,1996,0.27427
jam,1997,0.3079
jam,2001,0.34758
jam,2002,0.45872
jam,2003,0.39139
jam,2004,0.60575
jor,2002,0.19866
jor,2006,0.10741
jor,2008,0.02336
kaz,2001,0.27676
kaz,2002,0.23145
kaz,2003,0.16203
kaz,2004,0.07581
kaz,2005,0.00663
kaz,2007,0.0477
kaz,2008,0
kaz,2009,0
kaz,2010,0
kaz,2011,0
kaz,2012,0
kaz,2013,0
kaz,2014,0
kaz,2015,0.00476
ken,2005,1.59645
ken,2015,1.52205
kgz,2000,0.96231
kgz,2001,0.42023
kgz,2002,0.7874
kgz,2003,1.45536
kgz,2004,1.36076
kgz,2005,1.17052
kgz,2006,0.55323
kgz,2007,0.38526
kgz,2008,0.08603
kgz,2009,0.15506
kgz,2010,0.02824
kgz,2016,0.02038
khm,2009,1.23355
khm,2014,0.24183
khm,2019,0.06365
kir,2006,0
lao,2002,0.88477
lao,2007,0.5775
lbn,1999,0.01823
lbr,2007,2.18834
lbr,2014,6.76658
lbr,2016,1.96744
lca,2016,0.13152
lka,1995,0.80492
lka,2005,0.35813
lka,2006,0.35237
lka,2009,0.29389
lka,2012,0.23394
lka,2015,0.08051
lka,2016,0.08457
ltu,1998,0.03182
ltu,1999,0
ltu,2000,0.03731
ltu,2001,0.03835
ltu,2002,0.08319
ltu,2003,0.02178
ltu,2004,0
ltu,2008,0.00392
lux,1998,0
lux,2010,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lva,1997,0.19194
lva,2002,0.1674
lva,2003,0.14683
lva,2004,0.16035
lva,2005,0
lva,2006,0
lva,2007,0
lva,2008,0
lva,2009,0.06245
lva,2010,0
lva,2011,0
lva,2012,0
lva,2013,0
lva,2014,0
lva,2015,0
lva,2016,0
mar,1998,0.31862
mar,2000,0.52256
mar,2006,0.60328
mar,2013,2.11851
mda,1998,1.4155
mda,1999,1.83109
mda,2000,1.92985
mda,2001,1.50696
mda,2002,1.23372
mda,2003,0.82578
mda,2004,0.70785
mda,2005,0.99647
mda,2006,0.51232
mda,2007,0.17819
mda,2008,0.17272
mda,2009,0.17778
mda,2010,0.04843
mda,2011,0.04456
mda,2012,0.09117
mda,2013,0
mda,2014,0.00859
mda,2015,0
mda,2016,0
mdg,2005,0.37783
mdg,2010,0.39363
mdg,2012,0.4671
mdv,2004,0.06053
mdv,2009,0.47251
mdv,2016,0
mex,2008,0.19095
mex,2012,0.18981
mex,2014,0.04223
mex,2016,0.02288
mkd,1996,0
mkd,1997,0.60744
mkd,1998,0
mkd,1999,0.22091
mkd,2000,0.99771
mkd,2002,0.1367
mkd,2003,0.1103
mkd,2004,0.1367
mkd,2005,0.21675
mkd,2006,0.15903
mli,1994,0.84134
mli,2006,1.88369
mli,2009,1.99419
mli,2011,1.90321
mli,2014,1.97449
mli,2015,2.41939
mli,2016,2.02239
mli,2017,2.09427
mli,2018,1.7995
mlt,2008,0
mlt,2015,0
mmr,2015,2.17273
mmr,2017,1.2203
mne,2005,0
mne,2006,0.08837
mne,2007,0.0445
mne,2008,0
mne,2009,0
mne,2010,0
mne,2011,0
mne,2012,0
mne,2013,0
mne,2014,0
mne,2015,0
mng,2009,0.15376
mng,2010,0.05951
mng,2011,0.02684
mng,2012,0.02791
mng,2014,0.01094
mng,2016,0.16844
mng,2018,0.08231
moz,2002,0.19349
moz,2008,0.35715
moz,2014,0.51301
mrt,2004,0.64968
mrt,2014,1.25692
mus,1996,0.10501
mus,2006,0.00849
mus,2012,0
mus,2017,0.01771
mwi,2004,0.34807
mwi,2010,0.48742
mwi,2013,0.74825
mwi,2016,1.14497
mys,2019,0
nam,2009,0.37857
nam,2015,0.09905
ner,2005,0.6523
ner,2007,1.24792
ner,2011,2.63924
ner,2018,2.47563
nga,2003,5.47495
nga,2009,3.77368
nga,2010,3.93616
nga,2012,4.37117
nga,2015,2.88285
nga,2018,1.95105
nic,1993,1.06919
nic,1998,1.96934
nic,2001,1.81022
nic,2009,1.48397
nic,2014,2.75786
nor,1996,0
nor,1997,0
nor,1998,0
npl,1995,1.91992
npl,2003,3.90021
npl,2013,1.11086
npl,2014,1.69144
npl,2015,1.22085
npl,2016,1.87184
omn,1999,0
pak,2001,3.02326
pak,2004,1.90184
pak,2007,1.58047
pak,2010,0.96992
pak,2011,1.26977
pak,2013,1.2722
pak,2015,0.68195
pan,1997,0.52526
pan,2003,1.13171
pan,2007,0
pan,2008,0.22697
pan,2017,0.0117
per,2000,1.48267
per,2006,0.70107
per,2008,0.36648
per,2009,0.38001
per,2011,0.25523
per,2012,0.29097
per,2013,0.11773
per,2014,0.11191
per,2015,0.06005
per,2016,0.08341
per,2017,0.08198
per,2018,0.02653
per,2019,0.06121
phl,1997,0.3985
phl,2000,0.41924
phl,2003,0.53239
phl,2006,0.57671
phl,2009,0.55785
phl,2012,0.62218
phl,2015,0.53074
pol,1993,0.05348
pol,1998,0.00758
pol,1999,0.00401
pol,2000,0.008
pol,2001,0.01074
pol,2002,0.03062
pol,2003,0.01709
pol,2004,0
pol,2005,0.02077
pol,2006,0.00481
pol,2007,0.00359
pol,2008,0
pol,2009,0.00115
pol,2010,0
pol,2011,0.00405
pol,2012,0.00259
pol,2013,0.00122
pol,2014,0
pol,2015,0
pol,2016,0
prt,1990,0.02686
prt,1994,0.02339
prt,2011,0
pry,2000,1.14813
pry,2001,0.29788
pry,2013,0.89646
pry,2014,1.17611
pse,2004,0.18605
pse,2005,0.03796
pse,2006,0
pse,2007,0
pse,2009,0.00682
pse,2010,0.01739
pse,2016,0
rou,1998,0.13893
rou,1999,0.31462
rou,2000,0.27692
rou,2001,0.18297
rou,2002,0.1789
rou,2003,0.17897
rou,2004,0.28895
rou,2005,0.14642
rou,2006,0.33809
rou,2007,0
rou,2008,0
rou,2009,0
rou,2010,0
rou,2011,0
rou,2012,0
rou,2013,0
rou,2015,0.05104
rou,2016,0
rus,1997,0.04572
rus,1998,0.03871
rus,1999,0.1157
rus,2000,0.07735
rus,2001,0.02607
rus,2002,0.01328
rus,2003,0.01598
rus,2004,0.02516
rus,2010,0.00785
rus,2011,0.01718
rus,2012,0.00505
rus,2013,0.00795
rus,2014,0.00121
rwa,2000,1.00358
rwa,2005,0.7101
rwa,2010,0.97788
rwa,2013,0.51792
rwa,2016,0.43213
sdn,2009,2.95398
sen,2001,1.02232
sen,2005,1.09563
sen,2011,1.20764
sle,2003,5.91746
sle,2011,8.69438
sle,2018,3.99951
slv,2014,0.02915
som,2016,0.18549
som,2017,0.55819
srb,2003,0.07619
srb,2004,0.10714
srb,2005,0.13836
srb,2006,0.00638
srb,2007,0.04014
srb,2008,0.05934
srb,2009,0
srb,2010,0.04938
srb,2013,0.038
srb,2015,0.02862
ssd,2009,1.62251
ssd,2016,0.88044
ssd,2017,1.37838
stp,2010,0.34578
stp,2017,1.09011
sur,2016,0.02035
svk,2004,0.03899
svk,2005,0
svk,2006,0
svk,2007,0
svk,2008,0
svk,2009,0
svk,2010,0
svk,2015,0.00414
svn,2007,0
svn,2010,0
svn,2012,0
svn,2015,0
svn,2018,0
swe,1996,0
swz,2000,1.605
swz,2009,1.53053
swz,2016,1.06628
syc,2006,0
syc,2013,0.50125
syr,2003,0.16554
syr,2007,0.05103
tcd,2003,1.31052
tcd,2011,2.10625
tgo,2006,2.31944
tgo,2011,2.85414
tgo,2015,4.91768
tha,1994,0.27234
tha,1996,0.23665
tha,1998,0.0612
tha,2000,0.26685
tha,2002,0.04146
tha,2004,0.06405
tha,2006,0.03265
tha,2007,0.00206
tha,2008,0.02948
tha,2009,0.0072
tha,2010,0.00736
tha,2011,0
tha,2012,0.01361
tha,2013,0
tha,2014,0.00404
tha,2015,0
tha,2016,0
tha,2017,0
tha,2018,0
tha,2019,0
tjk,1999,3.11947
tjk,2003,3.82376
tjk,2007,0.39781
tjk,2009,1.19387
tjk,2013,0.00909
tjk,2014,0.03888
tjk,2016,0.02201
tjk,2017,0.0327
tjk,2018,0.05158
tls,2001,0.54141
tls,2007,0.71254
tls,2014,0.80038
tto,2005,0.50935
tto,2014,0.59727
tun,1995,1.58136
tun,2000,1.74623
tun,2005,1.30868
tun,2010,0.456
tun,2015,0.06198
tur,2002,0.36067
tur,2003,0.09245
tur,2004,0.15431
tur,2005,0.0967
tur,2006,0.05001
tur,2007,0.10998
tur,2008,0.04954
tur,2009,0.04313
tur,2010,0.07784
tur,2011,0.06077
tur,2012,0
tur,2013,0.0341
tur,2014,0.01304
tur,2015,0.06005
tur,2016,0.02223
tza,2000,0.43798
tza,2007,0.88621
tza,2011,1.66846
tza,2018,1.03722
uga,1996,2.688
uga,1999,2.47228
uga,2002,2.51955
uga,2005,4.00988
uga,2009,3.24695
uga,2012,3.03964
uga,2016,3.13143
ukr,1996,0.83228
ukr,2002,0.26877
ukr,2003,0.16299
ukr,2004,0.07924
ukr,2005,0.03261
ukr,2006,0
ukr,2007,0
ukr,2008,0
ukr,2009,0.0145
ukr,2010,0
ukr,2011,0.00152
ukr,2012,0
ukr,2013,0
ukr,2014,0
ukr,2015,0.00596
ukr,2016,0
ukr,2017,0
ukr,2018,0
ukr,2019,0
ury,1995,0
ury,2005,0.02661
ury,2016,0.01107
usa,1996,0
usa,1997,0
usa,1998,0
usa,1999,0.00288
usa,2000,0.0015
usa,2001,0.0132
usa,2002,0
usa,2003,0
usa,2004,0
usa,2005,0
usa,2006,0
usa,2008,0.00085
usa,2009,0.00491
usa,2011,0.00099
usa,2012,0.00148
usa,2013,0
usa,2014,0
usa,2015,0
usa,2016,0
uzb,2000,1.89885
uzb,2002,1.85153
uzb,2003,1.42504
vnm,1992,4.48
vnm,1997,4.77468
vnm,1998,4.67
vnm,2002,4.02886
vnm,2004,3.84001
vnm,2006,3.23817
vnm,2008,1.80614
vnm,2010,0.42574
vnm,2012,0.31876
vnm,2014,0.30963
vnm,2016,0.19978
vnm,2018,0.28513
vnm,2020,0.13812
yem,1998,0.75412
yem,2005,4.25078
yem,2014,4.03874
zaf,2000,0.52752
zaf,2005,0.7489
zaf,2008,0.50348
zaf,2010,0.41373
zaf,2014,0.24081
zwe,2017,5.40242
