geo,time,sl_emp_vuln_fe_zs
slv,1994,46.44
slv,1995,46.03
slv,1996,46.57
slv,1997,45.26
slv,1998,45.25
slv,1999,45.38
slv,2000,45.57
slv,2001,46.27
slv,2002,47.3
slv,2003,45.07
slv,2004,45.32
slv,2005,47.25
slv,2006,44.16
slv,2007,45.11
slv,2008,45.3
slv,2009,45.96
slv,2010,46.01
slv,2011,45.6
slv,2012,45.08
slv,2013,45.8
slv,2014,42.49
slv,2015,44.08
slv,2016,44.61
slv,2017,44.81
slv,2018,43.1
slv,2019,43.45
som,1991,90.64
som,1992,91.11
som,1993,91.27
som,1994,92.09
som,1995,92.4
som,1996,92.6
som,1997,93.1
som,1998,93.43
som,1999,93.72
som,2000,94.03
som,2001,94.35
som,2002,94.59
som,2003,94.69
som,2004,94.77
som,2005,94.83
som,2006,94.93
som,2007,96.16
som,2008,95.99
som,2009,95.8
som,2010,95.59
som,2011,95.35
som,2012,95.56
som,2013,95.74
som,2014,95.88
som,2015,95.98
som,2016,96.09
som,2017,96.26
som,2018,96.35
som,2019,96.46
srb,1991,30.67
srb,1992,32.41
srb,1993,35.36
srb,1994,36.03
srb,1995,34.19
srb,1996,34.01
srb,1997,33.57
srb,1998,33.66
srb,1999,36.58
srb,2000,35.93
srb,2001,35.08
srb,2002,34.28
srb,2003,33.81
srb,2004,32.73
srb,2005,32.05
srb,2006,31.06
srb,2007,29.9
srb,2008,29.15
srb,2009,27.17
srb,2010,26.51
srb,2011,23.86
srb,2012,23.58
srb,2013,25.75
srb,2014,24.74
srb,2015,22.4
srb,2016,24.51
srb,2017,24.34
srb,2018,21.45
srb,2019,21.23
ssd,1991,97.24
ssd,1992,97.23
ssd,1993,97.2
ssd,1994,97.2
ssd,1995,97.17
ssd,1996,97.16
ssd,1997,97.12
ssd,1998,97.1
ssd,1999,97.11
ssd,2000,97.1
ssd,2001,97.08
ssd,2002,97.05
ssd,2003,97.01
ssd,2004,96.99
ssd,2005,96.96
ssd,2006,96.9
ssd,2007,96.79
ssd,2008,96.68
ssd,2009,96.63
ssd,2010,96.54
ssd,2011,96.44
ssd,2012,96.35
ssd,2013,95.96
ssd,2014,95.68
ssd,2015,95.59
ssd,2016,95.56
ssd,2017,95.54
ssd,2018,95.39
ssd,2019,95.09
stp,1991,81.01
stp,1992,80.73
stp,1993,80.57
stp,1994,80.33
stp,1995,80.14
stp,1996,79.92
stp,1997,79.87
stp,1998,79.42
stp,1999,78.82
stp,2000,78.17
stp,2001,76.76
stp,2002,76.34
stp,2003,75.75
stp,2004,74.59
stp,2005,73.6
stp,2006,72.26
stp,2007,70.91
stp,2008,69.21
stp,2009,67.48
stp,2010,66.45
stp,2011,65.27
stp,2012,64.23
stp,2013,63.01
stp,2014,61.58
stp,2015,60.59
stp,2016,59.4
stp,2017,58.4
stp,2018,57.39
stp,2019,56.44
sur,1991,12.14
sur,1992,12.17
sur,1993,12.48
sur,1994,11.15
sur,1995,10.25
sur,1996,10.5
sur,1997,11.52
sur,1998,10.82
sur,1999,10.86
sur,2000,10.8
sur,2001,10.71
sur,2002,10.62
sur,2003,10.5
sur,2004,10.33
sur,2005,10.28
sur,2006,10.18
sur,2007,10.1
sur,2008,10.03
sur,2009,10.03
sur,2010,9.93
sur,2011,9.84
sur,2012,9.88
sur,2013,9.94
sur,2014,10.09
sur,2015,10.07
sur,2016,10.19
sur,2017,10.07
sur,2018,10.04
sur,2019,10.12
svk,1991,2.45
svk,1992,2.41
svk,1993,2.42
svk,1994,2.43
svk,1995,2.44
svk,1996,2.41
svk,1997,2.45
svk,1998,2.48
svk,1999,3.05
svk,2000,2.77
svk,2001,3.2
svk,2002,3.27
svk,2003,3.98
svk,2004,5.43
svk,2005,5.16
svk,2006,5.54
svk,2007,5.34
svk,2008,6.1
svk,2009,7.84
svk,2010,7.3
svk,2011,7.68
svk,2012,8.12
svk,2013,8.08
svk,2014,8.14
svk,2015,8.39
svk,2016,8.69
svk,2017,8.59
svk,2018,8.21
svk,2019,8.18
svn,1991,10.32
svn,1992,10.37
svn,1993,10.48
svn,1994,12.6
svn,1995,12.21
svn,1996,11.17
svn,1997,14.37
svn,1998,14.22
svn,1999,13.11
svn,2000,11.23
svn,2001,11.81
svn,2002,11.09
svn,2003,9.23
svn,2004,11.37
svn,2005,10.72
svn,2006,11.14
svn,2007,11.66
svn,2008,9.59
svn,2009,10.99
svn,2010,11.93
svn,2011,11.36
svn,2012,10.86
svn,2013,11.76
svn,2014,14
svn,2015,11.43
svn,2016,8.71
svn,2017,9.27
svn,2018,9.72
svn,2019,7.8
swe,1991,5.28
swe,1992,5.29
swe,1993,5.32
swe,1994,5.26
swe,1995,5.18
swe,1996,5.01
swe,1997,4.87
swe,1998,4.79
swe,1999,4.47
swe,2000,4.33
swe,2001,4.38
swe,2002,4.33
swe,2003,3.93
swe,2004,4.09
swe,2005,4.14
swe,2006,4.14
swe,2007,4.28
swe,2008,4.35
swe,2009,4.61
swe,2010,4.68
swe,2011,4.35
swe,2012,4.23
swe,2013,4.52
swe,2014,4.55
swe,2015,4.53
swe,2016,4.43
swe,2017,4.29
swe,2018,4.13
swe,2019,4.17
swz,1991,27.92
swz,1992,27.99
swz,1993,28.23
swz,1994,28.18
swz,1995,28.63
swz,1996,28.73
swz,1997,29.26
swz,1998,30.03
swz,1999,30.69
swz,2000,31.59
swz,2001,32.46
swz,2002,33.31
swz,2003,33.77
swz,2004,34.57
swz,2005,35.16
swz,2006,35.64
swz,2007,36.12
swz,2008,36.26
swz,2009,36.75
swz,2010,36.98
swz,2011,37.44
swz,2012,38.09
swz,2013,38.43
swz,2014,38.93
swz,2015,39.44
swz,2016,39.95
swz,2017,39.77
swz,2018,39.67
swz,2019,39.57
syr,1991,57.32
syr,1992,56.78
syr,1993,56.01
syr,1994,56.14
syr,1995,55.8
syr,1996,56.12
syr,1997,56.26
syr,1998,56.03
syr,1999,54.06
syr,2000,52.48
syr,2001,52.22
syr,2002,46.77
syr,2003,41.25
syr,2004,36.27
syr,2005,32.12
syr,2006,27.78
syr,2007,29.08
syr,2008,25.91
syr,2009,20.87
syr,2010,23.11
syr,2011,15.91
syr,2012,13.02
syr,2013,11.37
syr,2014,9.82
syr,2015,9.15
syr,2016,8.67
syr,2017,8.17
syr,2018,7.75
syr,2019,7.28
tcd,1991,98.98
tcd,1992,99.01
tcd,1993,99.13
tcd,1994,99.11
tcd,1995,99.11
tcd,1996,99.15
tcd,1997,99.14
tcd,1998,99.14
tcd,1999,99.19
tcd,2000,99.27
tcd,2001,99.2
tcd,2002,99.18
tcd,2003,99.03
tcd,2004,98.42
tcd,2005,98.15
tcd,2006,98.11
tcd,2007,98.11
tcd,2008,98.11
tcd,2009,98.5
tcd,2010,98.13
tcd,2011,98.09
tcd,2012,97.94
tcd,2013,98.32
tcd,2014,98.22
tcd,2015,98.21
tcd,2016,98.57
tcd,2017,98.76
tcd,2018,98.77
tcd,2019,98.77
tgo,1991,91.69
tgo,1992,91.72
tgo,1993,92.36
tgo,1994,92.09
tgo,1995,91.89
tgo,1996,91.84
tgo,1997,91.54
tgo,1998,92.06
tgo,1999,92.15
tgo,2000,92.29
tgo,2001,92.74
tgo,2002,92.46
tgo,2003,92.3
tgo,2004,92.61
tgo,2005,93.33
tgo,2006,93.32
tgo,2007,93.09
tgo,2008,92.94
tgo,2009,92.6
tgo,2010,92.41
tgo,2011,92.03
tgo,2012,91.38
tgo,2013,90.66
tgo,2014,90.25
tgo,2015,89.81
tgo,2016,88.91
tgo,2017,88.38
tgo,2018,87.88
tgo,2019,87.5
tha,1991,71.29
tha,1992,70.97
tha,1993,67.94
tha,1994,67.74
tha,1995,66.34
tha,1996,64.55
tha,1997,63.85
tha,1998,63.47
tha,1999,61.21
tha,2000,59.34
tha,2001,58.57
tha,2002,59.12
tha,2003,58.22
tha,2004,55.31
tha,2005,55.65
tha,2006,55.45
tha,2007,55.9
tha,2008,55.96
tha,2009,54.99
tha,2010,55.23
tha,2011,57.34
tha,2012,57.75
tha,2013,54.6
tha,2014,51.63
tha,2015,50.66
tha,2016,49.84
tha,2017,49.25
tha,2018,50.21
tha,2019,48.84
tjk,1991,38.54
tjk,1992,40.15
tjk,1993,41.58
tjk,1994,42.62
tjk,1995,44.69
tjk,1996,46.77
tjk,1997,48.76
tjk,1998,50.91
tjk,1999,52.89
tjk,2000,53.82
tjk,2001,54.32
tjk,2002,53.93
tjk,2003,53.03
tjk,2004,51.3
tjk,2005,49.68
tjk,2006,49
tjk,2007,48.12
tjk,2008,46.83
tjk,2009,45.91
tjk,2010,45.24
tjk,2011,43.76
tjk,2012,42.59
tjk,2013,41.4
tjk,2014,39.91
tjk,2015,38.64
tjk,2016,37.41
tjk,2017,35.4
tjk,2018,34.02
tjk,2019,31.99
tkm,1991,34.37
tkm,1992,36.05
tkm,1993,37.18
tkm,1994,38.59
tkm,1995,39.98
tkm,1996,41.81
tkm,1997,42.3
tkm,1998,43.7
tkm,1999,45.35
tkm,2000,45.94
tkm,2001,47.31
tkm,2002,48.17
tkm,2003,48.47
tkm,2004,48.76
tkm,2005,48.63
tkm,2006,48.74
tkm,2007,48.46
tkm,2008,48.28
tkm,2009,47.27
tkm,2010,46.25
tkm,2011,45.15
tkm,2012,43.89
tkm,2013,42.4
tkm,2014,40.81
tkm,2015,39.22
tkm,2016,37.84
tkm,2017,36.35
tkm,2018,34.74
tkm,2019,33.07
tls,1991,84.59
tls,1992,84.16
tls,1993,83.7
tls,1994,83.19
tls,1995,82.61
tls,1996,81.86
tls,1997,81.5
tls,1998,81.74
tls,1999,84.34
tls,2000,82.86
tls,2001,81.44
tls,2002,82.44
tls,2003,83.55
tls,2004,83
tls,2005,82.54
tls,2006,82.89
tls,2007,81.25
tls,2008,79.47
tls,2009,78.14
tls,2010,76.83
tls,2011,76.88
tls,2012,76.91
tls,2013,77.73
tls,2014,78.2
tls,2015,78.9
tls,2016,79.22
tls,2017,79.8
tls,2018,79.8
tls,2019,79.15
ton,1991,64.37
ton,1992,64.18
ton,1993,63.83
ton,1994,63.16
ton,1995,62.76
ton,1996,62.65
ton,1997,62.6
ton,1998,62.24
ton,1999,61.66
ton,2000,61.01
ton,2001,60.28
ton,2002,59.54
ton,2003,58.94
ton,2004,58.65
ton,2005,58.09
ton,2006,57.9
ton,2007,58.14
ton,2008,57.49
ton,2009,56.82
ton,2010,55.87
ton,2011,54.91
ton,2012,54.13
ton,2013,53.92
ton,2014,52.94
ton,2015,51.9
ton,2016,50.88
ton,2017,49.96
ton,2018,49.32
ton,2019,48.73
tto,1991,20.55
tto,1992,20.05
tto,1993,20.93
tto,1994,21.38
tto,1995,19.86
tto,1996,18.33
tto,1997,18.44
tto,1998,16.96
tto,1999,17.53
tto,2000,16.77
tto,2001,16.2
tto,2002,14.35
tto,2003,14.49
tto,2004,12.77
tto,2005,13.2
tto,2006,12.48
tto,2007,12.15
tto,2008,11.99
tto,2009,11.8
tto,2010,11.96
tto,2011,12.81
tto,2012,11.58
tto,2013,11.79
tto,2014,12.2
tto,2015,11.61
tto,2016,12.88
tto,2017,13.26
tto,2018,13.44
tto,2019,13.62
tun,1991,29.59
tun,1992,29.58
tun,1993,29.42
tun,1994,29.42
tun,1995,29.22
tun,1996,29.21
tun,1997,28.69
tun,1998,28.35
tun,1999,28.04
tun,2000,27.52
tun,2001,27.16
tun,2002,26.69
tun,2003,26.47
tun,2004,26.23
tun,2005,25.86
tun,2006,27.17
tun,2007,22.36
tun,2008,19.58
tun,2009,18.49
tun,2010,23.45
tun,2011,18.06
tun,2012,17.18
tun,2013,15.51
tun,2014,14.27
tun,2015,13.14
tun,2016,12.52
tun,2017,12.07
tun,2018,11.75
tun,2019,11.47
tur,1991,61.2
tur,1992,61.22
tur,1993,62.73
tur,1994,60.91
tur,1995,60.11
tur,1996,59.11
tur,1997,58.71
tur,1998,57.48
tur,1999,56.85
tur,2000,56.33
tur,2001,56.08
tur,2002,54.11
tur,2003,53.04
tur,2004,52.16
tur,2005,49.87
tur,2006,47.67
tur,2007,45.9
tur,2008,45.24
tur,2009,47.34
tur,2010,47.71
tur,2011,46.82
tur,2012,44.1
tur,2013,41.89
tur,2014,38.24
tur,2015,36.73
tur,2016,34.94
tur,2017,35.04
tur,2018,33.24
tur,2019,31.83
tza,1991,95.47
tza,1992,95.47
tza,1993,95.51
tza,1994,95.54
tza,1995,95.45
tza,1996,95.46
tza,1997,95.37
tza,1998,95.28
tza,1999,95.27
tza,2000,95.27
tza,2001,95.18
tza,2002,94.91
tza,2003,94.62
tza,2004,94.43
tza,2005,94.13
tza,2006,93.7
tza,2007,93.52
tza,2008,93.07
tza,2009,93.2
tza,2010,92.49
tza,2011,91.58
tza,2012,91.11
tza,2013,90.15
tza,2014,89.22
tza,2015,88.86
tza,2016,88.1
tza,2017,87.36
tza,2018,86.39
tza,2019,85.6
uga,1991,95.05
uga,1992,95.1
uga,1993,94.97
uga,1994,94.9
uga,1995,94.62
uga,1996,94.33
uga,1997,94.17
uga,1998,94.02
uga,1999,93.74
uga,2000,93.71
uga,2001,93.52
uga,2002,93.08
uga,2003,92.91
uga,2004,92.02
uga,2005,91.36
uga,2006,90.41
uga,2007,89.01
uga,2008,87.78
uga,2009,87
uga,2010,85.94
uga,2011,84.86
uga,2012,83.31
uga,2013,82.72
uga,2014,82.3
uga,2015,81.92
uga,2016,81.16
uga,2017,81.11
uga,2018,80.47
uga,2019,79.8
ukr,1991,6.88
ukr,1992,7.29
ukr,1993,7.8
ukr,1994,8.66
ukr,1995,9.78
ukr,1996,11.15
ukr,1997,12.67
ukr,1998,14.2
ukr,1999,15.74
ukr,2000,17.1
ukr,2001,18
ukr,2002,18.6
ukr,2003,18.86
ukr,2004,18.65
ukr,2005,18.53
ukr,2006,18.34
ukr,2007,18
ukr,2008,17.67
ukr,2009,18.45
ukr,2010,18.84
ukr,2011,19.25
ukr,2012,18.74
ukr,2013,18.99
ukr,2014,13.27
ukr,2015,13.13
ukr,2016,12.67
ukr,2017,12.9
ukr,2018,13.02
ukr,2019,11.84
ury,1991,20.88
ury,1992,20.81
ury,1993,20.78
ury,1994,20.69
ury,1995,20.62
ury,1996,20.53
ury,1997,20.4
ury,1998,20.24
ury,1999,20.75
ury,2000,20.1
ury,2001,21.94
ury,2002,21.77
ury,2003,21.66
ury,2004,22.89
ury,2005,21.62
ury,2006,23.69
ury,2007,23.98
ury,2008,23.67
ury,2009,23.85
ury,2010,22.94
ury,2011,22.41
ury,2012,21.56
ury,2013,21.29
ury,2014,21.02
ury,2015,21.42
ury,2016,21.82
ury,2017,21.62
ury,2018,21.85
ury,2019,22.82
usa,1991,4.64
usa,1992,4.34
usa,1993,4.33
usa,1994,4.7
usa,1995,4.62
usa,1996,4.57
usa,1997,4.49
usa,1998,4.25
usa,1999,4.1
usa,2000,4.15
usa,2001,4.11
usa,2002,4
usa,2003,4.06
usa,2004,4.05
usa,2005,3.95
usa,2006,3.97
usa,2007,3.9
usa,2008,3.73
usa,2009,3.8
usa,2010,3.78
usa,2011,3.73
usa,2012,3.8
usa,2013,3.78
usa,2014,3.66
usa,2015,3.6
usa,2016,3.54
usa,2017,3.61
usa,2018,3.54
usa,2019,3.47
uzb,1991,37.92
uzb,1992,38.5
uzb,1993,39.94
uzb,1994,41.11
uzb,1995,42.88
uzb,1996,44.79
uzb,1997,46.49
uzb,1998,47.57
uzb,1999,48.37
uzb,2000,49.24
uzb,2001,49.86
uzb,2002,50.35
uzb,2003,50.86
uzb,2004,50.96
uzb,2005,50.76
uzb,2006,50.25
uzb,2007,49.17
uzb,2008,47.99
uzb,2009,46.69
uzb,2010,45.58
uzb,2011,44.41
uzb,2012,43.43
uzb,2013,42.23
uzb,2014,41.03
uzb,2015,39.6
uzb,2016,38.13
uzb,2017,37.04
uzb,2018,35.69
uzb,2019,34.09
vct,1991,17.3
vct,1992,17.47
vct,1993,17.47
vct,1994,17.4
vct,1995,17.51
vct,1996,17.52
vct,1997,17.48
vct,1998,17.48
vct,1999,17.53
vct,2000,17.57
vct,2001,17.6
vct,2002,17.6
vct,2003,17.48
vct,2004,17.44
vct,2005,17.45
vct,2006,17.29
vct,2007,17.19
vct,2008,17.27
vct,2009,17.38
vct,2010,17.53
vct,2011,17.64
vct,2012,17.69
vct,2013,17.72
vct,2014,17.78
vct,2015,17.8
vct,2016,17.85
vct,2017,17.89
vct,2018,17.91
vct,2019,18
ven,1991,26.18
ven,1992,26.42
ven,1993,27.08
ven,1994,27.84
ven,1995,30.1
ven,1996,33.04
ven,1997,32.41
ven,1998,38.79
ven,1999,39.04
ven,2000,39.97
ven,2001,39.97
ven,2002,39.46
ven,2003,39.91
ven,2004,35.99
ven,2005,34.47
ven,2006,33.67
ven,2007,32.79
ven,2008,32.88
ven,2009,33.33
ven,2010,34.19
ven,2011,33.24
ven,2012,32.49
ven,2013,32.87
ven,2014,34.04
ven,2015,35.59
ven,2016,37.57
ven,2017,39.49
ven,2018,41.3
ven,2019,42.39
vir,1991,2.01
vir,1992,2.01
vir,1993,2.03
vir,1994,2.01
vir,1995,2.02
vir,1996,2.02
vir,1997,2.01
vir,1998,2.02
vir,1999,2.04
vir,2000,2.02
vir,2001,2.05
vir,2002,2.08
vir,2003,2.12
vir,2004,2.1
vir,2005,2.08
vir,2006,2.04
vir,2007,2
vir,2008,1.99
vir,2009,2.14
vir,2010,2.15
vir,2011,2.34
vir,2012,2.66
vir,2013,2.87
vir,2014,2.96
vir,2015,3.04
vir,2016,3.08
vir,2017,3.17
vir,2018,3.22
vir,2019,3.29
vnm,1991,90.36
vnm,1992,89.81
vnm,1993,89.22
vnm,1994,88.42
vnm,1995,87.45
vnm,1996,86.22
vnm,1997,84.97
vnm,1998,82.34
vnm,1999,84.64
vnm,2000,84.43
vnm,2001,82.25
vnm,2002,82.61
vnm,2003,81.73
vnm,2004,78.64
vnm,2005,76.67
vnm,2006,74.77
vnm,2007,72.88
vnm,2008,71.18
vnm,2009,69.25
vnm,2010,69.8
vnm,2011,69.45
vnm,2012,69.19
vnm,2013,69.1
vnm,2014,68.24
vnm,2015,63.94
vnm,2016,62.43
vnm,2017,61.2
vnm,2018,59.43
vnm,2019,57.76
vut,1991,84.25
vut,1992,84.12
vut,1993,84.08
vut,1994,83.55
vut,1995,83.44
vut,1996,83.19
vut,1997,82.73
vut,1998,82.18
vut,1999,81.95
vut,2000,80.96
vut,2001,81.37
vut,2002,82.13
vut,2003,81.55
vut,2004,80.91
vut,2005,79.93
vut,2006,78.4
vut,2007,77.42
vut,2008,76.29
vut,2009,75.56
vut,2010,74.94
vut,2011,74.33
vut,2012,74.02
vut,2013,73.53
vut,2014,73.14
vut,2015,73.03
vut,2016,72.48
vut,2017,71.73
vut,2018,71.21
vut,2019,70.66
wsm,1991,38.75
wsm,1992,38.77
wsm,1993,38.63
wsm,1994,38.83
wsm,1995,38.58
wsm,1996,38.22
wsm,1997,38.2
wsm,1998,37.96
wsm,1999,37.8
wsm,2000,37.23
wsm,2001,36.58
wsm,2002,36.16
wsm,2003,35.66
wsm,2004,35.22
wsm,2005,34.77
wsm,2006,34.45
wsm,2007,33.74
wsm,2008,33.36
wsm,2009,33.36
wsm,2010,32.87
wsm,2011,32.05
wsm,2012,31.78
wsm,2013,30.51
wsm,2014,29.21
wsm,2015,27.66
wsm,2016,25.89
wsm,2017,24.36
wsm,2018,23.87
wsm,2019,22.97
yem,1991,67.24
yem,1992,67.05
yem,1993,67.03
yem,1994,66.98
yem,1995,67.1
yem,1996,66.83
yem,1997,65.83
yem,1998,64.33
yem,1999,64.34
yem,2000,65.22
yem,2001,64.94
yem,2002,64.94
yem,2003,65.58
yem,2004,66.34
yem,2005,66.82
yem,2006,66.4
yem,2007,65.82
yem,2008,66.73
yem,2009,65.83
yem,2010,66.81
yem,2011,66.68
yem,2012,66.08
yem,2013,65.58
yem,2014,64.74
yem,2015,63.27
yem,2016,63.09
yem,2017,62.28
yem,2018,60.97
yem,2019,60.65
zaf,1991,15.22
zaf,1992,15.33
zaf,1993,15.52
zaf,1994,15.68
zaf,1995,15.77
zaf,1996,15.85
zaf,1997,15.92
zaf,1998,15.97
zaf,1999,16.04
zaf,2000,16.13
zaf,2001,16.15
zaf,2002,16.3
zaf,2003,16.19
zaf,2004,15.3
zaf,2005,17.43
zaf,2006,16.57
zaf,2007,14.64
zaf,2008,12.91
zaf,2009,12.02
zaf,2010,11.82
zaf,2011,11.31
zaf,2012,10.66
zaf,2013,10.38
zaf,2014,9.32
zaf,2015,9.82
zaf,2016,9.7
zaf,2017,10.22
zaf,2018,10.24
zaf,2019,10.59
zmb,1991,87.24
zmb,1992,87.37
zmb,1993,87.96
zmb,1994,88.01
zmb,1995,88.53
zmb,1996,88.62
zmb,1997,88.68
zmb,1998,89.59
zmb,1999,90.39
zmb,2000,90.31
zmb,2001,90.52
zmb,2002,90.59
zmb,2003,90.62
zmb,2004,90.31
zmb,2005,90.19
zmb,2006,89.97
zmb,2007,90.04
zmb,2008,90.07
zmb,2009,90.25
zmb,2010,89.69
zmb,2011,89.11
zmb,2012,88.89
zmb,2013,88.04
zmb,2014,87.17
zmb,2015,86.5
zmb,2016,85.45
zmb,2017,83.88
zmb,2018,84.24
zmb,2019,81.97
zwe,1991,82.46
zwe,1992,82.85
zwe,1993,82.55
zwe,1994,82.04
zwe,1995,81.4
zwe,1996,79.52
zwe,1997,78
zwe,1998,77.46
zwe,1999,77.19
zwe,2000,77.86
zwe,2001,76.43
zwe,2002,76.32
zwe,2003,76.54
zwe,2004,76.03
zwe,2005,73.89
zwe,2006,71.46
zwe,2007,72.41
zwe,2008,76.62
zwe,2009,76.65
zwe,2010,76.53
zwe,2011,75.63
zwe,2012,74.96
zwe,2013,75.09
zwe,2014,75.34
zwe,2015,75.64
zwe,2016,75.97
zwe,2017,76.58
zwe,2018,77.17
zwe,2019,79.3
