geo,time,vc_ihr_psrc_p5
arm,2013,2.17422
arm,2014,2.47219
arm,2015,2.56361
arm,2016,2.96307
arm,2017,2.37708
arm,2018,1.69392
asm,2001,1.70952
asm,2002,11.84894
asm,2003,5.04244
asm,2004,6.70196
asm,2005,10.07438
asm,2006,6.76716
asm,2007,1.7133
asm,2008,5.2183
asm,2009,3.52889
asm,2010,8.9152
asm,2011,8.96781
asm,2012,3.59266
asm,2013,5.38435
asm,2014,5.37721
asm,2015,7.16769
asm,2016,5.38223
atg,1990,1.59916
atg,1991,4.73462
atg,1992,3.10275
atg,1993,6.08115
atg,1994,7.44037
atg,1995,10.19338
atg,1996,4.27497
atg,1997,1.39456
atg,2000,6.57834
atg,2001,9.06595
atg,2002,6.38586
atg,2003,6.3043
atg,2004,4.97841
atg,2005,3.6827
atg,2006,13.29868
atg,2007,20.23111
atg,2008,18.73668
atg,2009,18.44529
atg,2010,6.81586
atg,2012,11.06109
aus,1990,2.20511
aus,1991,1.97798
aus,1992,1.72967
aus,1993,1.8917
aus,1994,1.7979
aus,1995,1.97854
aus,1996,1.9462
aus,1997,1.97964
aus,1998,1.79695
aus,1999,2.04916
aus,2000,1.90612
aus,2001,1.80779
aus,2002,1.88647
aus,2003,1.53892
aus,2004,1.32296
aus,2005,1.28354
aus,2006,1.36898
aus,2007,1.21914
aus,2008,1.2235
aus,2009,1.20915
aus,2010,1.04267
aus,2011,1.10036
aus,2012,1.06095
aus,2013,1.05354
aus,2014,1.02982
aus,2015,0.98611
aus,2016,0.93559
aus,2017,0.82572
aus,2018,0.89163
aut,1990,1.15226
aut,1991,1.32515
aut,1992,1.23868
aut,1993,1.01367
aut,1994,1.10731
aut,1995,0.97621
aut,1996,1.23474
aut,1997,0.82162
aut,1998,0.95759
aut,1999,0.74524
aut,2000,1.0162
aut,2001,0.86444
aut,2002,0.79908
aut,2003,0.61156
aut,2004,0.71804
aut,2005,0.65426
aut,2006,0.73624
aut,2007,0.54127
aut,2008,0.69532
aut,2009,0.60913
aut,2010,0.68966
aut,2011,0.88721
aut,2012,0.92917
aut,2013,0.72462
aut,2014,0.52233
aut,2015,0.53004
aut,2016,0.65163
aut,2017,0.79366
aut,2018,0.96723
aze,1990,4.54247
aze,1991,4.8519
aze,1992,7.54826
aze,1993,6.30461
aze,1994,6.49426
aze,1995,5.69744
aze,1996,5.09194
aze,1997,3.58329
aze,1998,3.50442
aze,1999,3.00467
aze,2000,2.78231
aze,2001,2.65941
aze,2002,2.56129
aze,2003,2.18862
aze,2004,2.379
aze,2005,2.24861
aze,2006,2.20158
aze,2007,2.16638
aze,2008,2.17641
aze,2010,2.28066
aze,2012,2.18032
aze,2013,2.3547
aze,2014,2.48274
aze,2015,2.33821
aze,2016,2.13639
aze,2017,2.04158
aze,2018,2.20111
bdi,2008,4.19635
bdi,2009,4.47744
bdi,2010,3.99972
bdi,2011,3.89578
bdi,2012,5.40775
bdi,2013,5.45056
bdi,2014,5.7292
bdi,2015,4.53739
bdi,2016,6.05454
bel,1990,1.03604
bel,1991,1.01831
bel,1992,1.20014
bel,1993,1.43012
bel,1994,1.18158
bel,1995,1.39403
bel,1996,1.17552
bel,1997,1.41826
bel,2000,2.06185
bel,2001,2.73282
bel,2002,3.0777
bel,2003,2.2075
bel,2004,2.55722
bel,2005,2.09541
bel,2006,2.08108
bel,2007,1.97241
bel,2008,1.88333
bel,2009,1.74034
bel,2010,1.7278
bel,2011,1.94301
bel,2012,1.84929
bel,2013,1.8379
bel,2014,1.87145
bel,2015,2.03757
bel,2016,1.53244
bel,2017,1.69005
ben,2017,1.1275
bfa,2002,0.6345
bfa,2003,0.64008
bfa,2004,0.59859
bfa,2005,0.46938
bfa,2006,0.49895
bfa,2007,0.65956
bfa,2008,1.02793
bfa,2009,0.89161
bfa,2010,0.7882
bfa,2011,0.55963
bfa,2012,0.69397
bfa,2013,0.70873
bfa,2014,0.73922
bfa,2015,0.64603
bfa,2016,1.12086
bfa,2017,1.25044
bgd,2000,2.61872
bgd,2001,2.8273
bgd,2002,2.64421
bgd,2003,2.57509
bgd,2004,2.84846
bgd,2005,2.58351
bgd,2006,2.95626
bgd,2007,2.70783
bgd,2008,2.84053
bgd,2009,2.89122
bgd,2010,2.70235
bgd,2011,2.65687
bgd,2012,2.7244
bgd,2013,2.87573
bgd,2014,2.92135
bgd,2015,2.5823
bgd,2016,2.27311
bgd,2017,2.22249
bgd,2018,2.37333
bgr,1990,2.56745
bgr,1991,4.2774
bgr,1992,5.3248
bgr,1993,5.71359
bgr,1994,5.80543
bgr,1995,5.89548
bgr,1996,5.28222
bgr,1997,4.84668
bgr,1998,4.68193
bgr,1999,4.05355
bgr,2000,4.15106
bgr,2001,3.88364
bgr,2002,3.2417
bgr,2003,3.16492
bgr,2004,3.15057
bgr,2005,2.5888
bgr,2006,2.43742
bgr,2007,2.33612
bgr,2008,2.28599
bgr,2009,2.00709
bgr,2010,1.99326
bgr,2011,1.73473
bgr,2012,1.92255
bgr,2013,1.49518
bgr,2014,1.57336
bgr,2015,1.75006
bgr,2016,1.10459
bgr,2017,1.4502
bgr,2018,1.30467
bhr,1995,0.887
bhr,1996,1.3825
bhr,1997,1.00853
bhr,2001,1.29023
bhr,2002,1.08823
bhr,2003,0.38525
bhr,2004,0.84353
bhr,2005,0.44986
bhr,2006,0.73037
bhr,2007,0.38613
bhr,2008,0.53829
bhr,2009,1.09698
bhr,2010,0.88648
bhr,2011,0.54767
bhr,2012,0.30771
bhr,2013,0.38022
bhr,2014,0.52392
bhs,1990,17.56255
bhs,1991,10.72768
bhs,1992,15.41191
bhs,1993,12.91203
bhs,1994,18.85089
bhs,1995,14.27659
bhs,1996,17.95901
bhs,1997,16.00763
bhs,2000,24.82847
bhs,2001,14.20933
bhs,2002,16.90194
bhs,2003,15.96817
bhs,2004,13.79773
bhs,2005,16.00749
bhs,2006,18.42722
bhs,2007,23.11885
bhs,2008,21.24069
bhs,2009,24.88558
bhs,2010,26.48365
bhs,2011,35.31869
bhs,2012,30.52965
bhs,2013,32.41076
bhs,2014,33.457
bhs,2015,39.01657
bhs,2016,29.37106
bhs,2017,31.95817
bih,1990,1.63552
bih,2000,2.63917
bih,2001,2.18346
bih,2002,2.39401
bih,2004,1.8065
bih,2005,1.85907
bih,2006,1.93869
bih,2007,1.75402
bih,2008,1.758
bih,2009,1.90046
bih,2010,1.51128
bih,2011,1.393
bih,2012,1.74759
bih,2013,1.29848
bih,2014,1.43591
bih,2015,1.66212
bih,2016,1.3289
bih,2017,1.25316
bih,2018,1.17331
blr,1990,5.00437
blr,1991,4.57642
blr,1992,5.84972
blr,1993,7.4592
blr,1994,8.2012
blr,1995,9.52607
blr,1996,9.65669
blr,1997,10.20042
blr,1998,10.39119
blr,1999,9.81416
blr,2000,10.26172
blr,2001,9.87627
blr,2002,10.14782
blr,2003,9.0813
blr,2004,8.4749
blr,2005,8.62783
blr,2006,7.71261
blr,2007,6.84562
blr,2008,5.83951
blr,2009,5.16264
blr,2010,4.25664
blr,2011,3.96163
blr,2012,3.61047
blr,2013,3.53372
blr,2014,3.60485
blr,2015,3.4536
blr,2016,3.25018
blr,2017,2.53962
blr,2018,2.39087
blz,2000,16.57838
blz,2001,25.09135
blz,2002,33.15713
blz,2003,24.8675
blz,2004,28.56978
blz,2005,28.54143
blz,2006,31.57844
blz,2007,32.43811
blz,2008,33.56995
blz,2009,30.82741
blz,2010,40.00434
blz,2011,37.5489
blz,2012,42.89928
blz,2013,28.63697
blz,2014,34.8081
blz,2015,32.97075
blz,2016,37.45939
blz,2017,37.78857
bmu,1990,1.64123
bmu,1991,4.89301
bmu,1992,1.62135
bmu,1993,4.83606
bmu,1994,9.61831
bmu,1996,6.35062
bmu,1997,3.16161
bmu,1998,0
bmu,1999,3.13642
bmu,2000,0
bmu,2001,4.66396
bmu,2002,1.54775
bmu,2003,3.08309
bmu,2004,1.53692
bmu,2005,3.07078
bmu,2006,4.61092
bmu,2007,4.62307
bmu,2008,7.73694
bmu,2009,9.33082
bmu,2010,10.94502
bmu,2011,12.58238
bmu,2012,9.49683
bmu,2013,7.96546
bmu,2014,6.41211
bmu,2015,6.4513
bmu,2016,12.96012
bmu,2017,8.14289
bol,2005,5.17747
bol,2006,5.13014
bol,2007,8.05571
bol,2008,8.51724
bol,2009,8.28546
bol,2010,12.66844
bol,2011,12.10228
bol,2012,11.76564
bol,2013,8.84051
bol,2014,8.79838
bol,2015,6.17311
bol,2016,6.21837
bra,1990,19.6648
bra,1991,18.56172
bra,1992,16.83323
bra,1993,17.85968
bra,1994,18.72352
bra,1995,20.98513
bra,1996,21.67047
bra,1997,22.21941
bra,1998,22.64167
bra,1999,22.84257
bra,2000,23.79708
bra,2001,24.81698
bra,2002,25.39025
bra,2003,25.75645
bra,2004,24.11824
bra,2005,23.4488
bra,2006,23.96067
bra,2007,23.47073
bra,2008,23.89466
bra,2009,22.96086
bra,2010,22.10985
bra,2011,24.34454
bra,2012,26.62187
bra,2013,26.94195
bra,2014,28.84983
bra,2015,28.59026
bra,2016,29.87781
bra,2017,30.83136
bra,2018,27.38253
brb,1990,13.03016
brb,1991,8.01796
brb,1992,8.36852
brb,1993,7.95849
brb,1994,7.55022
brb,1995,6.39206
brb,1998,7.42572
brb,1999,8.50419
brb,2000,7.36618
brb,2001,9.17451
brb,2002,9.14334
brb,2003,12.02926
brb,2004,7.99178
brb,2005,10.49508
brb,2006,12.61375
brb,2007,8.97019
brb,2008,8.21587
brb,2009,6.75899
brb,2010,10.9878
brb,2011,9.54107
brb,2012,7.75473
brb,2013,8.44197
brb,2014,8.77732
brb,2015,10.86473
brb,2016,7.69774
brb,2017,10.48112
brb,2018,9.76835
brn,1996,2.9545
brn,1997,2.56441
brn,1998,1.25339
brn,1999,1.22619
brn,2000,1.2006
brn,2003,0.84915
brn,2004,0.55643
brn,2005,0.54778
brn,2006,0.81024
brn,2007,0.80007
brn,2008,0.26356
brn,2009,0.78145
brn,2010,0.25731
brn,2011,0.25401
brn,2012,1.00251
brn,2013,0.49454
btn,1990,3.76789
btn,1991,2.24451
btn,1992,5.05121
btn,1993,3.56747
btn,1994,3.76007
btn,1995,2.99273
btn,1996,2.21619
btn,1997,1.26878
btn,1998,1.94905
btn,1999,2.24958
btn,2000,3.04561
btn,2001,3.14756
btn,2002,3.08429
btn,2003,0.79638
btn,2004,2.34812
btn,2005,1.69558
btn,2006,1.36902
btn,2007,2.10567
btn,2008,2.68012
btn,2009,2.35874
btn,2010,2.33406
btn,2011,4.61563
btn,2012,4.70366
btn,2013,3.37916
btn,2015,1.64861
btn,2016,1.22165
btn,2017,1.74365
btn,2018,1.19301
bwa,2001,12.71889
bwa,2002,14.9592
bwa,2003,17.98906
bwa,2004,14.66979
bwa,2005,16.17496
bwa,2006,14.21638
bwa,2007,14.92969
bwa,2008,14.66876
bwa,2009,14.794
bwa,2010,15.24831
caf,2016,20.1204
can,1990,2.38551
can,1991,2.70359
can,1992,2.59704
can,1993,2.1928
can,1994,2.06509
can,1995,2.01274
can,1996,2.15223
can,1997,1.97025
can,1998,1.86196
can,1999,1.77873
can,2000,1.78499
can,2001,1.79404
can,2002,1.86669
can,2003,1.74352
can,2004,1.96445
can,2005,2.0644
can,2006,1.86864
can,2007,1.81289
can,2008,1.84176
can,2009,1.80762
can,2010,1.62823
can,2011,1.75453
can,2012,1.56921
can,2013,1.44207
can,2014,1.46365
can,2015,1.69319
can,2016,1.68211
can,2017,1.79679
can,2018,1.75592
chanisl,2005,0.65931
chanisl,2006,1.3072
chanisl,2008,0.63922
chanisl,2010,0
che,1990,1.65342
che,1991,1.45859
che,1992,1.36908
che,1993,1.52862
che,1994,1.153
che,1995,1.17218
che,1996,1.17931
che,1997,1.23081
che,1998,1.07166
che,1999,1.25087
che,2000,0.96588
che,2001,1.19791
che,2002,1.19107
che,2003,1.00435
che,2004,1.06503
che,2005,1.01532
che,2006,0.80451
che,2007,0.67666
che,2008,0.7084
che,2009,0.66114
che,2010,0.66593
che,2011,0.58176
che,2012,0.56194
che,2013,0.70293
che,2014,0.49963
che,2015,0.68701
che,2016,0.537
che,2017,0.53218
che,2018,0.58647
chl,2003,3.23666
chl,2005,3.55935
chl,2006,3.60757
chl,2007,3.72651
chl,2008,3.51922
chl,2009,3.73086
chl,2010,3.17069
chl,2011,3.69047
chl,2012,2.4942
chl,2013,3.16421
chl,2014,2.46636
chl,2015,3.39467
chl,2016,3.36096
chl,2017,4.21755
chl,2018,4.40489
chn,1995,2.20449
chn,1996,2.03022
chn,1997,2.06578
chn,1998,2.06703
chn,1999,2.02752
chn,2000,2.08112
chn,2001,1.99665
chn,2002,2.00986
chn,2003,1.85455
chn,2004,1.86768
chn,2005,1.56074
chn,2006,1.34286
chn,2007,1.19755
chn,2008,1.09422
chn,2009,1.07753
chn,2010,0.97968
chn,2011,0.87287
chn,2012,0.81534
chn,2013,0.76443
chn,2014,0.7205
chn,2015,0.65394
chn,2016,0.61059
chn,2017,0.56227
chn,2018,0.52709
cmr,2000,2.95863
cmr,2001,4.73981
cmr,2002,6.30288
cmr,2003,5.96398
cmr,2008,4.03061
cmr,2009,6.45278
cmr,2010,4.91121
cmr,2011,3.99399
cmr,2012,4.09583
cmr,2014,0.93467
cmr,2015,1.15459
cmr,2016,1.15353
cmr,2017,1.38809
col,1990,73.49883
col,1991,84.19848
col,1992,81.87652
col,1993,81.04864
col,1994,75.72644
col,1995,61.28533
col,1996,62.97809
col,1997,61.49963
col,1998,60.18355
col,1999,62.44957
col,2000,66.967
col,2001,69.15747
col,2002,69.4477
col,2003,56.70396
col,2004,48.03219
col,2005,42.4665
col,2006,40.4598
col,2007,39.32094
col,2008,36.47048
col,2009,35.34521
col,2010,34.18416
col,2011,35.31763
col,2012,35.6804
col,2013,33.16235
col,2014,28.40888
col,2015,26.89777
col,2016,25.74362
col,2017,25.0195
col,2018,25.3438
cpv,2003,3.33389
cpv,2004,4.59902
cpv,2005,9.50254
cpv,2006,7.45997
cpv,2007,6.1044
cpv,2008,7.07087
cpv,2009,7.80821
cpv,2010,7.91647
cpv,2011,10.62427
cpv,2012,11.08382
cpv,2013,10.55223
cpv,2014,12.54158
cpv,2015,8.76625
cpv,2016,11.67301
cpv,2017,7.06978
cpv,2018,6.80442
cri,1990,4.45593
cri,1991,4.12232
cri,1992,4.86836
cri,1993,4.74454
cri,1994,5.2619
cri,1995,5.18964
cri,1996,5.20323
cri,1997,5.64675
cri,1998,5.8887
cri,1999,6.30561
cri,2000,6.28412
cri,2001,6.37073
cri,2002,6.29127
cri,2003,7.20452
cri,2004,6.62697
cri,2005,7.81705
cri,2006,8.07747
cri,2007,8.37756
cri,2008,11.47179
cri,2009,11.61315
cri,2010,11.51316
cri,2011,10.23076
cri,2012,8.68174
cri,2013,8.66703
cri,2014,9.94705
cri,2015,11.48974
cri,2016,11.79752
cri,2017,12.18193
cri,2018,11.26125
cub,1992,6.2684
cub,1993,7.43328
cub,1994,8.31299
cub,1995,7.82495
cub,1996,6.69148
cub,1997,6.79726
cub,1998,7.41029
cub,1999,5.49407
cub,2000,5.27573
cub,2001,5.41888
cub,2002,5.90196
cub,2003,5.71724
cub,2004,5.86647
cub,2005,6.07374
cub,2006,5.11489
cub,2007,5.04839
cub,2008,4.58308
cub,2009,5.03264
cub,2010,4.49855
cub,2011,4.7523
cub,2012,5.51651
cub,2013,5.97374
cub,2014,5.30649
cub,2015,5.46589
cub,2016,5.04627
cym,1990,7.90295
cym,1991,7.5358
cym,1992,3.59919
cym,1993,6.88042
cym,1994,6.55287
cym,1995,6.21871
cym,1996,2.93556
cym,1997,5.53174
cym,1998,2.60892
cym,1999,0
cym,2000,9.45515
cym,2001,4.55228
cym,2002,0
cym,2003,6.43445
cym,2004,10.43863
cym,2005,6.09001
cym,2006,1.97126
cym,2007,3.82555
cym,2008,7.43011
cym,2009,14.46105
cym,2010,15.88086
cym,2013,8.34265
cym,2014,8.2172
cyp,1990,0.65222
cyp,1991,0.12769
cyp,1992,0.24981
cyp,1993,0.61069
cyp,1994,0.83622
cyp,1995,1.05215
cyp,1996,1.14492
cyp,1997,0.67326
cyp,1998,0.77032
cyp,1999,1.07986
cyp,2000,0.8481
cyp,2001,0.72896
cyp,2002,0.20471
cyp,2003,1.40907
cyp,2004,1.58352
cyp,2005,1.94617
cyp,2006,1.43471
cyp,2007,1.22214
cyp,2008,0.83213
cyp,2009,1.73028
cyp,2010,0.71903
cyp,2011,0.80012
cyp,2012,1.93825
cyp,2013,1.04907
cyp,2014,0.95461
cyp,2015,1.292
cyp,2016,1.11093
cyp,2017,0.59338
cyp,2018,1.26129
cze,1994,1.99788
cze,1995,1.69914
cze,1996,1.67145
cze,1997,1.8088
cze,1998,1.68552
cze,1999,1.66887
cze,2000,1.85628
cze,2001,1.31438
cze,2002,1.3558
cze,2003,1.59193
cze,2004,1.30866
cze,2005,1.05282
cze,2006,1.26231
cze,2007,1.21651
cze,2008,1.0935
cze,2009,0.89625
cze,2010,0.97755
cze,2011,0.81389
cze,2012,0.99232
cze,2013,0.85014
cze,2014,0.76479
cze,2015,0.83008
cze,2016,0.61212
cze,2017,0.62024
deu,1990,1.48339
deu,1991,1.68915
deu,1992,1.73967
deu,1993,1.55417
deu,1994,1.66145
deu,1995,1.68847
deu,1996,1.53707
deu,1997,1.44842
deu,1998,1.19898
deu,1999,1.2348
deu,2000,1.24692
deu,2001,1.13561
deu,2002,1.17127
deu,2003,1.05251
deu,2004,1.06312
deu,2005,1.06492
deu,2006,0.99175
deu,2007,0.93137
deu,2008,0.89064
deu,2009,0.99258
deu,2010,0.98111
deu,2011,0.91274
deu,2012,0.81386
deu,2013,0.84017
deu,2014,0.87906
deu,2015,0.83387
deu,2016,1.17162
deu,2017,0.98357
deu,2018,0.94798
dma,1998,12.82362
dma,1999,10.02463
dma,2000,2.8715
dma,2001,1.43532
dma,2002,12.8866
dma,2003,11.41194
dma,2004,11.36574
dma,2005,11.33466
dma,2006,7.07034
dma,2007,9.88742
dma,2008,9.88296
dma,2009,18.34914
dma,2010,21.16342
dma,2011,8.46119
dma,2014,12.65983
dma,2015,12.64489
dma,2016,22.43819
dma,2017,26.5883
dnk,1990,0.79749
dnk,1991,1.31913
dnk,1992,1.19884
dnk,1993,1.36782
dnk,1994,1.43917
dnk,1995,1.12752
dnk,1996,1.29404
dnk,1997,1.66739
dnk,1998,0.92446
dnk,1999,0.97712
dnk,2000,1.0859
dnk,2001,0.9705
dnk,2002,0.89339
dnk,2003,1.20662
dnk,2004,0.79589
dnk,2005,0.97755
dnk,2006,0.53267
dnk,2007,0.71299
dnk,2008,0.98222
dnk,2009,0.85046
dnk,2010,0.7561
dnk,2011,0.82393
dnk,2012,0.83765
dnk,2013,0.85134
dnk,2014,1.30645
dnk,2015,1.08988
dnk,2016,0.9805
dnk,2017,1.2386
dnk,2018,1.00832
dom,1991,12.48897
dom,1992,10.89313
dom,1993,12.32365
dom,1994,13.07962
dom,1995,12.87849
dom,1996,12.97662
dom,1997,12.83953
dom,1998,13.64672
dom,1999,12.77674
dom,2000,14.28349
dom,2001,12.73463
dom,2002,14.65907
dom,2003,21.49076
dom,2004,24.94862
dom,2005,26.31561
dom,2006,23.25712
dom,2007,22.60448
dom,2008,25.31169
dom,2009,24.79968
dom,2010,25.518
dom,2011,25.60831
dom,2012,22.83777
dom,2013,19.68507
dom,2014,17.80588
dom,2016,15.54184
dom,2017,11.56651
dom,2018,10.04973
dza,2003,2.01462
dza,2004,1.37342
dza,2005,0.61539
dza,2006,0.92744
dza,2007,0.79316
dza,2008,0.94441
dza,2009,0.78395
dza,2010,0.706
dza,2011,0.76375
dza,2012,1.399
dza,2013,1.25852
dza,2014,1.48239
dza,2015,1.36428
ecu,1990,8.71866
ecu,1991,11.00981
ecu,1992,8.72516
ecu,1993,8.44778
ecu,1994,10.16238
ecu,1995,11.97823
ecu,1996,12.4979
ecu,1997,11.01593
ecu,1998,13.46722
ecu,1999,13.51861
ecu,2000,14.45456
ecu,2001,12.83812
ecu,2002,14.5015
ecu,2003,14.48801
ecu,2004,17.5782
ecu,2005,15.34084
ecu,2006,16.96376
ecu,2007,15.89894
ecu,2008,17.9351
ecu,2009,17.7672
ecu,2010,17.47372
ecu,2011,15.37666
ecu,2012,12.42722
ecu,2013,10.98203
ecu,2014,8.21849
ecu,2015,6.48901
ecu,2016,5.83951
ecu,2017,5.79076
ecu,2018,5.80063
egy,1990,0.47921
egy,1991,0.50153
egy,1992,0.47045
egy,1993,0.40748
egy,1994,0.37809
egy,2003,0.64675
egy,2004,0.43413
egy,2005,0.69117
egy,2006,0.71416
egy,2007,0.86921
egy,2008,1.21427
egy,2009,1.12406
egy,2010,2.22205
egy,2011,3.19771
egy,2012,2.55374
esp,1990,1.23451
esp,1991,1.11835
esp,1992,1.1184
esp,1993,1.19846
esp,1994,1.08169
esp,1995,1.03299
esp,1996,0.99476
esp,1997,1.15648
esp,1998,1.29846
esp,1999,1.20135
esp,2000,1.35457
esp,2001,1.39644
esp,2002,1.34543
esp,2003,1.37805
esp,2004,1.20069
esp,2005,1.17676
esp,2006,1.0642
esp,2007,1.06099
esp,2008,0.88346
esp,2009,0.88443
esp,2010,0.85445
esp,2011,0.81768
esp,2012,0.77343
esp,2013,0.6435
esp,2014,0.6905
esp,2015,0.64707
esp,2016,0.63044
esp,2017,0.65813
esp,2018,0.62108
est,1990,7.53875
est,1991,7.68625
est,1992,14.2687
est,1993,18.95085
est,1994,20.72624
est,1995,17.16647
est,1996,15.09444
est,1997,12.627
est,1998,13.93679
est,1999,11.18406
est,2000,10.22078
est,2001,9.8438
est,2002,10.26949
est,2003,10.70723
est,2004,6.67366
est,2005,8.33548
est,2006,6.74387
est,2007,7.14129
est,2008,6.41759
est,2009,5.23897
est,2010,5.25485
est,2011,4.89568
est,2012,4.76132
est,2013,3.94218
est,2014,3.11486
est,2015,3.42119
est,2016,2.50663
est,2017,2.19799
est,2018,2.11654
eth,2012,8.79248
fin,1990,3.0423
fin,1991,3.06826
fin,1992,3.09221
fin,1993,2.5632
fin,1994,2.884
fin,1995,2.85211
fin,1996,2.9784
fin,1997,2.69812
fin,1998,2.18813
fin,1999,2.76279
fin,2000,2.85276
fin,2001,2.99973
fin,2002,2.53195
fin,2003,1.9705
fin,2004,2.82326
fin,2005,2.26282
fin,2006,2.25486
fin,2007,2.435
fin,2008,2.50026
fin,2009,2.24624
fin,2010,2.21776
fin,2011,2.0408
fin,2012,1.62518
fin,2013,1.63634
fin,2014,1.61131
fin,2015,1.49604
fin,2016,1.34601
fin,2017,1.25196
fin,2018,1.62967
fji,1990,4.39214
fji,1991,2.31167
fji,1992,3.49242
fji,1993,1.98685
fji,1994,4.57154
fji,1995,3.09506
fji,1996,1.65734
fji,1997,1.63989
fji,2003,3.06343
fji,2004,2.8122
fji,2005,2.7994
fji,2006,2.65743
fji,2007,2.51141
fji,2008,2.01099
fji,2009,3.39723
fji,2010,2.32608
fji,2011,2.31629
fji,2012,2.31196
fji,2013,2.195
fji,2014,2.30828
fra,1990,2.39117
fra,1991,2.3808
fra,1992,2.34832
fra,1993,2.64771
fra,1994,2.44152
fra,1995,2.31134
fra,1996,2.01855
fra,1997,1.65405
fra,1998,1.6443
fra,1999,1.62339
fra,2000,1.7809
fra,2001,1.7631
fra,2002,1.87113
fra,2003,1.63813
fra,2004,1.63103
fra,2005,1.59686
fra,2006,1.42906
fra,2007,1.605
fra,2008,1.64124
fra,2009,1.3095
fra,2010,1.26591
fra,2011,1.35395
fra,2012,1.2334
fra,2013,1.21609
fra,2014,1.23377
fra,2015,1.57013
fra,2016,1.35153
fra,2017,1.27077
fra,2018,1.19864
gbm,2011,1.17801
gbm,2012,2.36591
gbm,2013,2.38138
gbm,2014,3.59333
gbm,2015,1.20146
gbm,2016,0
gbr,1990,1.24872
gbr,1991,1.28149
gbr,1992,1.51258
gbr,1993,1.5364
gbr,1994,1.59097
gbr,1995,1.55353
gbr,1996,1.44545
gbr,1997,1.48352
gbr,1998,1.57409
gbr,1999,1.56687
gbr,2000,1.55287
gbr,2001,1.63385
gbr,2002,1.86595
gbr,2003,1.5547
gbr,2004,1.5867
gbr,2005,1.38336
gbr,2006,1.41398
gbr,2007,1.42055
gbr,2008,1.22616
gbr,2009,1.12369
gbr,2010,1.19131
gbr,2011,1.00122
gbr,2012,0.97171
gbr,2013,0.92792
gbr,2014,0.90029
gbr,2015,0.98998
gbr,2016,1.1931
gbr,2017,1.2034
gbr,2018,1.20491
geo,1990,4.99039
geo,1991,7.79826
geo,1992,14.51755
geo,1993,16.85559
geo,1994,11.33972
geo,1995,7.85732
geo,1996,5.57088
geo,1997,6.05147
geo,1998,5.31102
geo,1999,5.47496
geo,2000,5.47891
geo,2001,6.12058
geo,2002,6.85676
geo,2003,7.12444
geo,2004,7.0519
geo,2005,9.57209
geo,2006,7.70934
geo,2007,7.91963
geo,2008,6.3486
geo,2009,5.09772
geo,2010,4.56198
geo,2014,2.67637
geo,2016,0.97125
geo,2018,2.22336
gha,2001,2.19164
gha,2002,1.9806
gha,2003,2.10117
gha,2004,2.12483
gha,2005,1.80154
gha,2006,1.84101
gha,2007,1.73751
gha,2008,1.82483
gha,2009,1.76658
gha,2010,1.70301
