geo,time,vc_ihr_psrc_p5
nic,2015,8.42006
nic,2016,7.18595
nld,1990,0.90208
nld,1991,1.17495
nld,1992,1.2726
nld,1993,1.25753
nld,1994,1.11262
nld,1995,1.24775
nld,1996,1.35576
nld,1997,1.32861
nld,1998,1.11777
nld,1999,1.28193
nld,2000,1.13021
nld,2001,1.26107
nld,2002,1.2104
nld,2003,1.24684
nld,2004,1.1727
nld,2005,1.0631
nld,2006,0.77858
nld,2007,0.86632
nld,2008,0.90535
nld,2009,0.92624
nld,2010,0.86316
nld,2011,0.85433
nld,2012,0.86351
nld,2013,0.74213
nld,2014,0.72813
nld,2015,0.61399
nld,2016,0.55355
nld,2017,0.7755
nld,2018,0.58618
nld_curacao,2001,7.66842
nld_curacao,2002,30.21335
nld_curacao,2003,33.48336
nld_curacao,2004,31.85381
nld_curacao,2005,19.9791
nld_curacao,2006,13.55299
nld_curacao,2007,19.0366
nor,1990,1.10659
nor,1991,1.17111
nor,1992,1.07159
nor,1993,0.88028
nor,1994,0.76009
nor,1995,0.96176
nor,1996,0.97878
nor,1997,0.85968
nor,1998,0.85442
nor,1999,0.73759
nor,2000,1.06681
nor,2001,0.81802
nor,2002,1.01187
nor,2003,1.11595
nor,2004,0.78291
nor,2005,0.71238
nor,2006,0.70619
nor,2007,0.63567
nor,2008,0.71264
nor,2009,0.60081
nor,2010,0.59355
nor,2011,2.24318
nor,2012,0.53852
nor,2013,0.90561
nor,2014,0.56395
nor,2015,0.46155
nor,2016,0.51419
nor,2017,0.52867
nor,2018,0.46834
npl,1990,1.87247
npl,1997,2.54596
npl,1998,2.81899
npl,1999,2.67971
npl,2000,2.65234
npl,2001,3.48296
npl,2002,3.47008
npl,2003,3.01824
npl,2004,3.68224
npl,2005,3.41044
npl,2006,2.34015
npl,2007,3.18771
npl,2008,3.34501
npl,2009,2.99812
npl,2010,3.00964
npl,2011,2.51098
npl,2012,2.37873
npl,2013,2.25138
npl,2014,2.07389
npl,2016,2.29978
nzl,1990,1.86418
nzl,1991,1.55541
nzl,1992,1.90103
nzl,1993,1.16202
nzl,1994,1.56905
nzl,1995,1.06124
nzl,1996,1.29124
nzl,1997,1.599
nzl,1998,1.29493
nzl,1999,1.17859
nzl,2000,1.3475
nzl,2001,1.30504
nzl,2002,1.51393
nzl,2003,1.09396
nzl,2004,1.10283
nzl,2005,1.47509
nzl,2006,1.1706
nzl,2007,1.13394
nzl,2008,1.1921
nzl,2009,1.54973
nzl,2010,0.98397
nzl,2011,0.88262
nzl,2012,0.91754
nzl,2013,1.01803
nzl,2014,0.94143
nzl,2015,1.04019
nzl,2016,1.07313
nzl,2017,0.74436
omn,2002,1.19922
omn,2003,1.46679
omn,2004,1.71742
omn,2005,2.1105
omn,2006,4.68855
omn,2007,1.39246
omn,2008,1.7085
omn,2009,1.28643
omn,2010,1.5782
omn,2011,1.0458
omn,2012,1.11491
omn,2013,2.57649
omn,2014,0.29797
omn,2015,0.37494
omn,2016,0.40186
omn,2017,0.51437
omn,2018,0.26918
pak,1990,7.62579
pak,1996,7.11586
pak,1997,7.09918
pak,1998,7.59845
pak,1999,6.73185
pak,2000,6.25669
pak,2001,6.57152
pak,2002,6.32967
pak,2003,6.10477
pak,2004,6.13667
pak,2005,6.10216
pak,2006,6.12598
pak,2007,6.29052
pak,2008,7.02538
pak,2009,7.11634
pak,2010,7.35128
pak,2011,7.55972
pak,2012,7.3932
pak,2013,7.28691
pak,2014,6.79757
pak,2015,4.75663
pak,2016,4.18207
pak,2017,3.96092
pak,2018,3.88308
pan,1990,11.25075
pan,1991,11.65226
pan,1992,12.07322
pan,1993,11.71288
pan,1994,12.03375
pan,1995,13.7608
pan,1996,8.86889
pan,1997,11.0375
pan,1998,9.64867
pan,1999,9.59209
pan,2000,9.8669
pan,2001,9.90406
pan,2002,11.93956
pan,2003,10.50153
pan,2004,9.42082
pan,2005,10.9302
pan,2006,6.51596
pan,2007,8.07836
pan,2008,14.0208
pan,2009,15.70177
pan,2010,12.62803
pan,2011,14.8119
pan,2012,16.89371
pan,2013,17.28612
pan,2014,15.48198
pan,2015,11.86849
pan,2016,10.03202
pan,2017,9.66698
pan,2018,9.38502
per,2011,5.5255
per,2012,6.66965
per,2013,6.76094
per,2014,6.89922
per,2015,7.37429
per,2016,7.87362
per,2017,7.90922
phl,1990,14.99471
phl,1991,13.72158
phl,1992,12.75451
phl,1993,11.64971
phl,1994,9.45427
phl,1998,7.91863
phl,1999,7.4719
phl,2000,7.35334
phl,2001,7.34503
phl,2002,8.05381
phl,2003,7.74936
phl,2004,7.48903
phl,2005,7.45312
phl,2006,7.05438
phl,2007,6.66849
phl,2008,6.4025
phl,2009,9.83399
phl,2010,9.20006
phl,2011,8.88249
phl,2012,8.72726
phl,2013,9.25747
phl,2014,9.70619
phl,2015,9.44638
phl,2016,10.97683
phl,2017,8.39189
phl,2018,6.46499
plw,2015,16.98273
plw,2016,0
plw,2017,0
plw,2018,11.16632
png,1998,8.99357
png,1999,7.87241
png,2000,7.95199
png,2001,7.29753
png,2002,7.70666
png,2003,9.78568
png,2005,9.2842
png,2006,9.17722
png,2007,7.63751
png,2008,8.64367
png,2009,9.75538
png,2010,9.75308
pol,1990,1.78872
pol,1991,2.22934
pol,1992,2.2436
pol,1993,2.36284
pol,1994,2.38868
pol,1995,2.21797
pol,1996,2.26696
pol,1997,2.09367
pol,1998,1.96815
pol,1999,1.92129
pol,2000,2.21751
pol,2001,2.01404
pol,2002,1.86029
pol,2003,1.72208
pol,2004,1.64846
pol,2005,1.44648
pol,2006,1.27756
pol,2007,1.36885
pol,2008,0.84991
pol,2009,1.00908
pol,2010,1.00183
pol,2011,1.10221
pol,2012,1.06992
pol,2013,0.79931
pol,2014,0.75346
pol,2015,0.78351
pol,2016,0.6844
pol,2017,0.75619
pol,2018,0.73045
pri,1990,17.63063
pri,1991,23.78281
pri,1992,24.9058
pri,1993,27.23015
pri,1994,28.13273
pri,1995,24.21734
pri,1996,24.13727
pri,1997,19.98951
pri,1998,17.89404
pri,1999,16.20338
pri,2000,20.0057
pri,2001,21.85103
pri,2002,22.37795
pri,2003,22.38851
pri,2004,23.14659
pri,2005,22.71548
pri,2006,21.60725
pri,2007,21.40285
pri,2008,24.22375
pri,2009,26.58116
pri,2010,28.77222
pri,2011,33.11926
pri,2012,28.70012
pri,2013,26.37088
pri,2014,20.38413
pri,2015,18.15756
pri,2016,21.44301
pri,2017,23.04281
pri,2018,21.08831
prt,1990,1.56507
prt,1991,1.5334
prt,1992,1.43365
prt,1993,1.39898
prt,1994,1.42359
prt,1995,1.08014
prt,1996,1.04598
prt,1997,1.12044
prt,1998,1.2238
prt,1999,1.06295
prt,2000,1.12653
prt,2001,1.01533
prt,2002,1.14577
prt,2003,1.42862
prt,2004,1.37524
prt,2005,1.28468
prt,2006,1.47019
prt,2007,1.74972
prt,2008,1.17033
prt,2009,1.22594
prt,2010,1.17025
prt,2011,1.07859
prt,2012,1.159
prt,2013,1.37496
prt,2014,0.88307
prt,2015,0.96447
prt,2016,0.63919
prt,2017,0.73869
prt,2018,0.78977
pry,2000,18.69176
pry,2001,24.20584
pry,2002,24.80135
pry,2003,22.81207
pry,2004,21.09743
pry,2005,15.22983
pry,2006,12.54817
pry,2007,13.05342
pry,2008,13.69774
pry,2009,13.31934
pry,2010,11.85976
pry,2011,10.37262
pry,2012,10.10666
pry,2013,9.27764
pry,2014,8.75821
pry,2015,9.22445
pry,2016,9.87035
pry,2017,7.87819
pry,2018,7.14484
pse,1995,1.18381
pse,1996,4.37552
pse,1997,1.56685
pse,1998,1.49969
pse,1999,1.73084
pse,2000,1.30273
pse,2001,1.69189
pse,2002,2.51467
pse,2003,2.73108
pse,2004,2.73869
pse,2005,2.31976
pse,2008,1.21866
pse,2009,1.11176
pse,2010,0.78903
pse,2011,0.57836
pse,2012,0.61298
pse,2013,0.55382
pse,2014,0.54193
pse,2015,1.19227
pse,2016,0.40987
pse,2017,0.71621
pse,2018,0.49352
pyf,2006,1.14939
pyf,2007,2.66446
pyf,2008,3.40826
pyf,2009,0.37699
qat,1990,0.83985
qat,1991,0.82076
qat,1992,1.21114
qat,1993,0.79764
qat,1994,0.98611
qat,1998,0.3626
qat,1999,0.52587
qat,2000,0.16879
qat,2001,0.81299
qat,2004,0.66372
qat,2005,0.69331
qat,2006,0.4889
qat,2007,0.73865
qat,2008,0.83526
qat,2009,0.4834
qat,2010,0.21548
qat,2011,0.19648
qat,2012,0.31875
qat,2013,0.38518
qat,2014,0.36597
rou,1990,3.3888
rou,1991,3.52139
rou,1992,3.58918
rou,1993,3.16894
rou,1994,3.35701
rou,1995,3.30071
rou,1996,3.16587
rou,1997,3.06128
rou,1998,2.49707
rou,1999,2.53833
rou,2000,2.51158
rou,2001,3.17881
rou,2002,3.00184
rou,2003,3.20436
rou,2004,2.25694
rou,2005,2.02173
rou,2006,1.68124
rou,2007,1.80183
rou,2008,1.44987
rou,2009,1.25012
rou,2010,1.29934
rou,2011,1.00803
rou,2012,1.04808
rou,2013,1.08281
rou,2014,1.62209
rou,2015,1.70136
rou,2016,1.54574
rou,2017,1.29745
rou,2018,1.28165
rus,1990,14.33253
rus,1991,15.28492
rus,1992,22.87201
rus,1993,30.36929
rus,1994,32.26841
rus,1995,30.53213
rus,1996,26.40371
rus,1997,23.68848
rus,1998,22.76931
rus,1999,26.01828
rus,2000,28.066
rus,2001,29.43207
rus,2002,30.47329
rus,2003,28.88026
rus,2004,27.24585
rus,2005,24.8037
rus,2006,20.11391
rus,2007,17.71318
rus,2008,12.69679
rus,2009,12.32079
rus,2010,11.63234
rus,2011,11.25585
rus,2012,11.28312
rus,2013,11.10892
rus,2014,11.41673
rus,2015,11.48118
rus,2016,10.91995
rus,2017,9.13419
rus,2018,8.20948
rwa,2006,3.52746
rwa,2007,2.88987
rwa,2008,1.51189
rwa,2010,2.8986
rwa,2012,2.42662
rwa,2013,3.32053
rwa,2014,3.86155
rwa,2015,2.57717
sau,1999,0.91114
sau,2000,0.83721
sau,2001,1.08005
sau,2002,1.30702
sau,2003,1.11326
sau,2004,1.30119
sau,2005,1.24705
sau,2006,1.04089
sau,2007,1.05223
sau,2015,1.48813
sau,2017,1.26582
sdn,2007,4.66926
sdn,2008,5.14808
sen,2015,0.26752
sgp,1990,1.55992
sgp,1991,1.64455
sgp,1992,1.3439
sgp,1993,1.75449
sgp,1994,1.43455
sgp,1995,1.5315
sgp,1996,0.90705
sgp,1997,1.01276
sgp,1998,1.03608
sgp,1999,0.98616
sgp,2000,1.01765
sgp,2001,0.78486
sgp,2002,0.75529
sgp,2003,0.65388
sgp,2004,0.47879
sgp,2005,0.4923
sgp,2006,0.38616
sgp,2007,0.39313
sgp,2008,0.56535
sgp,2009,0.40269
sgp,2010,0.37029
sgp,2011,0.30397
sgp,2012,0.20486
sgp,2013,0.31171
sgp,2014,0.25336
sgp,2015,0.25035
sgp,2016,0.31838
sgp,2017,0.19271
sgp,2018,0.15632
slb,2004,4.36158
slb,2005,5.53288
slb,2006,4.78085
slb,2007,5.28312
slb,2008,3.77459
sle,2004,2.0611
sle,2005,1.75357
sle,2006,1.73264
sle,2007,2.2372
sle,2008,2.99987
sle,2009,2.51884
sle,2010,2.54067
sle,2011,2.8492
sle,2012,1.6834
sle,2015,1.72897
slv,1994,137.95606
slv,1995,141.72258
slv,1996,119.36851
slv,1997,114.38689
slv,1998,96.31299
slv,1999,65.78459
slv,2000,60.30982
slv,2001,60.57026
slv,2002,47.55005
slv,2003,55.98862
slv,2004,64.69337
slv,2005,64.14277
slv,2006,64.59524
slv,2007,57.27332
slv,2008,51.84476
slv,2009,71.16319
slv,2010,64.47412
slv,2011,70.38005
slv,2012,41.58436
slv,2013,40.10484
slv,2014,62.2863
slv,2015,105.23119
slv,2016,83.00639
slv,2017,61.70826
slv,2018,52.01893
smr,1995,0
smr,1996,0
smr,1997,0
smr,1998,0
smr,1999,0
smr,2000,0
smr,2001,0
smr,2002,3.54925
smr,2003,0
smr,2004,0
smr,2005,0
smr,2006,0
smr,2007,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
srb,2000,2.40313
srb,2001,2.58215
srb,2002,2.13985
srb,2003,1.89406
srb,2004,1.77438
srb,2005,1.5989
srb,2006,1.70568
srb,2007,1.87888
srb,2008,1.54524
srb,2009,1.70668
srb,2010,1.44585
srb,2011,1.50606
srb,2012,1.24159
srb,2013,1.59213
srb,2014,1.34857
srb,2015,1.1716
srb,2016,1.38921
srb,2017,1.0646
srb,2018,1.22689
ssd,2012,13.9
stp,1990,6.71079
stp,1991,5.7401
stp,1992,9.63283
stp,1993,6.29594
stp,1994,6.18114
stp,2006,2.47408
stp,2007,2.40534
stp,2008,8.1813
stp,2009,2.8429
stp,2010,3.32646
stp,2011,3.25166
sur,2000,14.43908
sur,2001,16.57665
sur,2002,11.82013
sur,2003,12.29664
sur,2004,9.31778
sur,2005,13.81489
sur,2006,12.27013
sur,2007,8.80314
sur,2008,8.31525
sur,2013,5.29879
sur,2014,5.78371
sur,2015,6.08081
sur,2016,7.25814
sur,2017,5.43382
svk,1990,1.75855
svk,1991,2.4109
svk,1993,2.56208
svk,1994,2.40542
svk,1995,2.38119
svk,1996,2.45135
svk,1997,2.59682
svk,1998,2.37246
svk,1999,2.61222
svk,2000,2.38924
svk,2001,2.18519
svk,2002,2.24069
svk,2003,2.53711
svk,2004,2.00023
svk,2005,1.72255
svk,2006,1.51889
svk,2007,1.51889
svk,2008,1.59278
svk,2009,1.44414
svk,2010,1.51731
svk,2011,1.62694
svk,2012,1.16346
svk,2013,1.30955
svk,2014,1.271
svk,2015,0.80948
svk,2016,1.04741
svk,2017,1.46845
svk,2018,1.13699
svn,1990,2.04346
svn,1991,1.99225
svn,1992,2.39359
svn,1993,1.29964
svn,1994,2.0548
svn,1995,2.2098
svn,1996,1.91091
svn,1997,1.81136
svn,1998,0.70444
svn,1999,1.25778
svn,2000,1.81113
svn,2001,1.40884
svn,2002,1.81153
svn,2003,1.05642
svn,2004,1.35663
svn,2005,1.00252
svn,2006,0.59927
svn,2007,1.19277
svn,2008,0.4943
svn,2009,0.6392
svn,2010,0.73409
svn,2011,0.78
svn,2012,0.68033
svn,2013,0.58164
svn,2014,0.77389
svn,2015,0.96562
svn,2016,0.48211
svn,2017,0.91505
svn,2018,0.48127
swe,1990,1.10886
swe,1991,1.33331
swe,1992,1.31235
swe,1993,1.23474
swe,1994,1.13659
swe,1995,0.98456
swe,1996,1.11748
swe,1997,0.98096
swe,1998,1.0371
swe,1999,1.13827
swe,2000,1.08088
swe,2001,0.97777
swe,2002,1.1322
swe,2003,0.94957
swe,2004,1.19012
swe,2005,0.91828
swe,2006,1.00042
swe,2007,1.2114
swe,2008,0.88779
swe,2009,0.99859
swe,2010,0.9691
swe,2011,0.85563
swe,2012,0.71258
swe,2013,0.90455
swe,2014,0.89763
swe,2015,1.14696
swe,2016,1.07767
swe,2017,1.14085
swe,2018,1.08307
swz,1990,19.81948
swz,1991,20.11199
swz,1992,20.06932
swz,1993,19.60108
swz,1994,16.74706
swz,1998,16.83807
swz,1999,11.4676
swz,2000,12.73085
swz,2001,18.15297
swz,2002,13.14945
swz,2003,13.19911
swz,2004,14.22604
swz,2005,13.48762
swz,2006,12.25756
swz,2007,11.60503
swz,2008,20.66769
swz,2009,17.68385
swz,2010,19.53343
swz,2011,16.04434
swz,2012,9.63601
swz,2013,9.38498
swz,2014,10.77604
swz,2015,10.14458
swz,2016,10.41298
swz,2017,11.55753
syc,2004,11.44322
syc,2006,10.05272
syc,2007,8.8808
syc,2008,6.6335
syc,2009,15.42054
syc,2010,9.86053
syc,2011,17.41364
syc,2012,4.31928
syc,2013,19.27257
syc,2014,16.98261
syc,2015,7.3699
syc,2016,12.53774
syr,1997,1.95054
syr,1998,2.1539
syr,1999,2.0607
syr,2000,2.17539
syr,2001,2.24256
syr,2002,2.15398
syr,2003,2.32555
syr,2004,2.38952
syr,2005,2.3419
syr,2006,2.34007
syr,2007,2.68132
syr,2008,2.56
syr,2009,2.24466
syr,2010,2.16735
syr,2018,0.87931
tca,1990,0
tca,1991,0
tca,1992,7.33192
tca,1993,6.88421
tca,1994,12.98786
tca,1995,6.16485
tca,1996,5.90667
tca,1997,11.38563
tca,1998,0
tca,1999,0
tca,2000,0
tca,2001,0
tca,2002,8.60956
tca,2003,0
tca,2005,0
tca,2007,6.58263
tca,2008,6.41026
tca,2009,6.26311
tca,2013,11.51643
tca,2014,5.65435
tha,1990,9.44867
tha,1991,9.75967
tha,1992,10.3071
tha,1993,9.3974
tha,1994,8.50244
tha,1995,7.63781
tha,1996,7.44052
tha,1997,7.86733
tha,1998,8.70503
tha,1999,8.10934
tha,2000,8.16805
tha,2001,7.90064
tha,2002,7.08298
tha,2003,9.96749
tha,2004,6.57432
tha,2005,7.34681
tha,2006,7.12174
tha,2007,6.70121
tha,2008,5.97316
tha,2009,5.53787
tha,2010,5.4379
tha,2011,4.89793
tha,2012,4.89858
tha,2013,4.24686
tha,2014,3.87061
tha,2015,3.47379
tha,2016,3.23178
tha,2017,2.582
tjk,1990,3.17952
tjk,1991,2.74042
tjk,1992,10.99502
tjk,1993,23.31354
tjk,1994,11.19882
tjk,1995,7.54579
tjk,1996,8.27159
tjk,1997,8.38609
tjk,1998,8.14614
tjk,1999,5.83365
tjk,2000,4.55253
tjk,2001,3.68758
tjk,2002,2.80075
tjk,2003,2.50705
tjk,2004,2.13137
tjk,2005,2.31246
tjk,2006,2.80242
tjk,2007,1.86898
tjk,2008,1.38698
tjk,2009,1.31708
tjk,2010,2.40455
tjk,2011,1.63689
tkm,1990,9.012
tkm,1991,8.07561
tkm,1992,7.59005
tkm,1993,8.27767
tkm,1994,7.48462
tkm,1995,6.39283
tkm,1996,7.79038
tkm,1997,8.2202
tkm,1998,7.81697
tkm,1999,7.18743
tkm,2000,5.91214
tkm,2001,5.43373
tkm,2002,5.22775
tkm,2003,5.00456
tkm,2004,4.4436
tkm,2005,4.3326
tkm,2006,4.22027
tls,2004,2.36653
tls,2005,4.62251
tls,2006,4.82076
tls,2007,5.98232
tls,2008,3.31619
tls,2009,2.97872
tls,2010,3.56647
tls,2015,4.09598
ton,1995,2.08394
ton,1996,2.07756
ton,1997,2.06994
ton,2000,1.0208
ton,2001,6.09248
ton,2002,6.0592
ton,2003,6.02464
ton,2004,1.99573
ton,2005,3.96401
ton,2006,7.86519
ton,2007,0.97488
ton,2008,3.86907
ton,2009,7.69993
ton,2010,0.96171
ton,2011,1.93128
ton,2012,0.97337
tto,2000,9.47
tto,2001,11.87455
tto,2002,13.38856
tto,2003,17.84095
tto,2004,20.15324
tto,2005,29.77253
tto,2006,28.48255
tto,2007,29.88269
tto,2008,41.6144
tto,2009,38.38231
tto,2010,35.61361
tto,2011,26.34376
tto,2012,28.2567
tto,2013,30.06557
tto,2014,29.72833
tto,2015,30.64951
tun,2004,1.94567
tun,2005,2.57253
tun,2006,2.44089
tun,2007,2.64927
tun,2008,2.68858
tun,2009,2.42264
tun,2010,2.68917
tun,2012,3.06076
tur,2003,4.29267
tur,2004,4.34854
tur,2005,4.8672
tur,2006,4.60754
tur,2007,5.17233
tur,2008,4.6252
tur,2009,5.17657
tur,2010,4.23632
tur,2011,4.16784
tur,2012,4.30804
tur,2015,2.84607
tur,2016,3.33843
tur,2017,3.08569
tur,2018,2.59048
tuv,2002,0
tuv,2003,0
tuv,2004,0
tuv,2005,0
tuv,2006,0
tuv,2007,0
tuv,2008,0
tuv,2009,0
tuv,2010,9.5048
tuv,2011,9.41088
tuv,2012,18.61504
tza,1995,7.11657
tza,1996,7.49889
tza,1997,7.54981
tza,2003,7.64494
tza,2004,7.82776
tza,2010,8.76731
tza,2011,9.08404
tza,2012,8.69657
tza,2013,7.62533
tza,2014,7.81016
tza,2015,7.27624
tza,2016,6.48266
uga,1995,8.37695
uga,1996,8.58658
uga,1997,8.86153
uga,2003,8.22154
uga,2004,7.63945
uga,2005,9.0014
uga,2006,9.43598
uga,2007,8.97026
uga,2008,9.17792
uga,2009,10.29254
uga,2010,9.74462
uga,2011,11.21076
uga,2012,11.76549
uga,2013,10.80558
uga,2014,12.11816
uga,2016,11.30414
uga,2017,11.50205
uga,2018,10.52446
ukr,1990,4.97055
ukr,1991,5.14562
ukr,1992,6.55439
ukr,1993,7.20243
ukr,1994,8.25647
ukr,1995,8.65751
ukr,1996,9.67963
ukr,1997,8.43042
ukr,1998,8.43275
ukr,1999,8.62266
ukr,2000,9.04622
ukr,2001,10.02858
ukr,2002,8.95372
ukr,2003,8.49262
ukr,2004,7.38498
ukr,2005,6.46183
ukr,2006,6.34663
ukr,2007,5.70673
ukr,2008,5.34244
ukr,2009,4.87264
ukr,2010,4.34136
ukr,2012,5.13928
ukr,2014,6.30659
ukr,2017,6.18373
ury,1990,6.62465
ury,1991,6.1948
ury,1992,5.76961
ury,1995,5.92381
ury,1996,6.31278
ury,1997,7.43083
ury,1998,7.41404
ury,1999,6.52962
ury,2000,6.4463
ury,2001,6.55546
ury,2002,6.94518
ury,2003,5.9272
ury,2004,6.0214
ury,2005,5.71979
ury,2006,6.07445
ury,2007,5.82276
ury,2008,6.61633
ury,2009,6.74692
ury,2010,6.10251
ury,2011,5.90693
ury,2012,7.9018
ury,2013,7.67089
ury,2014,7.88134
ury,2015,8.58731
ury,2016,7.82679
ury,2017,8.26387
ury,2018,12.06045
usa,1990,9.29636
usa,1991,9.70498
usa,1992,9.24547
usa,1993,9.45008
usa,1994,8.89486
usa,1995,8.14817
usa,1996,7.32107
usa,1997,6.70117
usa,1998,6.16843
usa,1999,5.57247
usa,2000,5.53262
usa,2001,6.68744
usa,2002,5.64921
usa,2003,5.70294
usa,2004,5.52343
usa,2005,5.6747
usa,2006,5.81309
usa,2007,5.69778
usa,2008,5.42529
usa,2009,5.0273
usa,2010,4.76422
usa,2011,4.70531
usa,2012,4.73055
usa,2013,4.52559
usa,2014,4.44468
usa,2015,4.94985
usa,2016,5.39075
usa,2017,5.31677
usa,2018,4.95695
uzb,1990,5.51515
uzb,1991,5.08502
uzb,1992,5.3567
uzb,1993,5.20996
uzb,1994,5.45751
uzb,1995,5.07656
uzb,1996,4.96441
uzb,1997,4.45845
uzb,1998,4.43085
uzb,1999,4.15369
uzb,2000,4.31168
uzb,2001,4.30531
uzb,2002,4.16026
uzb,2003,3.73994
uzb,2004,3.68899
uzb,2005,3.44335
uzb,2006,3.2122
uzb,2007,2.9958
uzb,2008,3.00793
uzb,2014,1.47898
uzb,2015,1.63598
uzb,2016,1.41214
uzb,2017,1.1358
vct,1990,10.23361
vct,1991,16.70193
vct,1992,16.67578
vct,1993,12.95864
vct,1994,12.03046
vct,1995,18.51115
vct,1996,22.22572
vct,1997,8.34144
vct,1998,22.26201
vct,1999,12.99147
vct,2000,18.55511
vct,2001,11.12213
vct,2002,18.50224
vct,2003,16.61712
vct,2004,26.72318
vct,2005,23.93732
vct,2006,18.41587
vct,2007,36.86092
vct,2008,14.76001
vct,2009,21.23868
vct,2010,23.09255
vct,2011,19.3879
vct,2012,25.82192
vct,2016,36.54069
ven,1990,12.60145
ven,1991,12.45004
ven,1992,15.887
ven,1993,20.42166
ven,1994,22.04004
ven,1995,20.43218
ven,1996,22.16152
ven,1997,18.50008
ven,1998,19.53748
ven,1999,25.16445
ven,2000,33.15911
ven,2001,32.29671
ven,2002,38.31412
ven,2003,44.38857
ven,2004,37.38567
ven,2005,37.6961
ven,2006,45.64958
ven,2007,48.28315
ven,2008,52.79017
ven,2009,49.89117
ven,2010,45.99165
ven,2011,48.80249
ven,2012,54.7396
ven,2014,63.3426
ven,2015,52.03806
ven,2016,59.5553
ven,2017,49.87675
ven,2018,36.68763
vgb,1990,5.71788
vgb,1991,0
vgb,1992,0
vgb,1993,0
vgb,1994,0
vgb,1995,10.35894
vgb,1996,10.2522
vgb,1999,4.99351
vgb,2001,4.83676
vgb,2002,4.73306
vgb,2003,9.22765
vgb,2004,17.91392
vgb,2006,8.3257
vir,1997,27.69751
vir,1998,23.03065
vir,1999,24.84472
vir,2000,21.15332
vir,2001,25.76158
vir,2002,37.76853
vir,2003,28.60993
vir,2004,34.22757
vir,2005,34.3225
vir,2006,40.01266
vir,2007,40.14265
vir,2008,43.09012
vir,2009,46.98542
vir,2010,52.78736
vir,2011,42.53549
vir,2012,49.27789
vnm,2001,1.24346
vnm,2002,1.30865
vnm,2003,1.28673
vnm,2004,1.27975
vnm,2005,1.25607
vnm,2006,1.23851
vnm,2007,1.36737
vnm,2008,1.26618
vnm,2009,1.41574
vnm,2010,1.51874
vnm,2011,1.52805
wsm,2009,8.6696
wsm,2010,8.60474
wsm,2013,3.14611
yem,1998,3.73853
yem,1999,6.0516
yem,2000,4.00366
yem,2003,3.70819
yem,2004,3.30602
yem,2005,4.69976
yem,2006,4.32625
yem,2007,3.99389
yem,2008,3.9923
yem,2009,4.39678
yem,2010,4.74631
yem,2011,5.77547
yem,2012,6.60315
yem,2013,6.77215
zaf,1994,63
zaf,1995,63.9
zaf,1996,59.4
zaf,1997,56.1
zaf,1998,56.6
zaf,1999,50.2
zaf,2000,47.6
zaf,2001,46.1
zaf,2002,45.8
zaf,2003,41.6
zaf,2004,39
zaf,2005,38
zaf,2006,38.7
zaf,2007,36.9
zaf,2008,35.9
zaf,2009,32.9
zaf,2010,30.8
zaf,2011,29.8
zaf,2012,30.6
zaf,2013,31.7
zaf,2014,32.6
zaf,2015,33.8
zaf,2016,34
zaf,2017,35.9
zmb,1990,6.84348
zmb,1991,8.29427
zmb,1992,9.08731
zmb,1993,8.60627
zmb,1994,9.36893
zmb,1998,8.83801
zmb,1999,10.5714
zmb,2000,7.65173
zmb,2008,5.4014
zmb,2009,6.14447
zmb,2010,5.98266
zmb,2011,6.15409
zmb,2012,6.11815
zmb,2013,5.80844
zmb,2014,5.35721
zmb,2015,5.37175
zwe,1990,5.6267
zwe,2001,12.82298
zwe,2002,13.57671
zwe,2003,11.35015
zwe,2004,11.28128
zwe,2005,11.17855
zwe,2006,8.81906
zwe,2010,5.59943
zwe,2012,7.4799
