geo,time,nv_srv_totl_cn
ben,1980,155236585500
ben,1981,190943363100
ben,1982,218200002600
ben,1983,214899978300
ben,1984,227900014600
ben,1985,243131031500
ben,1986,250881024000
ben,1987,255227998200
ben,1988,252032409600
ben,1989,236627390500
ben,1990,282245575800
ben,1991,296857583800
ben,1992,317004718500
ben,1993,345629957900
ben,1994,482384595800
ben,1995,579576627500
ben,1996,616331055400
ben,1997,671201741700
ben,1998,736604060800
ben,1999,757993524000
ben,2000,882940443000
ben,2001,1009481646500
ben,2002,1041359923400
ben,2003,1154123419800
ben,2004,1204462793300
ben,2005,1316534104300
ben,2006,1441913405200
ben,2007,1603478518800
ben,2008,1912137254000
ben,2009,2019340046400
ben,2010,2101763352700
ben,2011,2367383845900
ben,2012,2779988471500
ben,2013,3055467700900
ben,2014,3248742632900
ben,2015,3315298000000
ben,2016,3376745000000
ben,2017,3569718484500
ben,2018,3865944225086.72021
ben,2019,4049740444800
ben,2020,4314979821300
bfa,1960,31004251400
bfa,1961,33053122300
bfa,1962,35945410800
bfa,1963,35607118600
bfa,1964,36847019000
bfa,1965,42651187300
bfa,1966,43400724500
bfa,1967,46768377900
bfa,1968,49395048400
bfa,1969,53660743700
bfa,1970,56442447900
bfa,1971,54179633200
bfa,1972,59663556600
bfa,1973,59851096100
bfa,1974,75405766600
bfa,1975,81382801400
bfa,1976,90419765300
bfa,1977,122023526400
bfa,1978,142431485900
bfa,1979,174893522900
bfa,1980,197499084900
bfa,1981,233788399600
bfa,1982,291060858900
bfa,1983,304070189100
bfa,1984,315309637600
bfa,1985,301422690200
bfa,1986,317553877000
bfa,1987,327245043800
bfa,1988,353079992400
bfa,1989,382579191800
bfa,1990,401859993600
bfa,1991,410004013000
bfa,1992,412316991500
bfa,1993,419270002700
bfa,1994,414529314800
bfa,1995,469544255500
bfa,1996,495851110400
bfa,1997,547641180200
bfa,1998,628601184300
bfa,1999,916906401400
bfa,2000,1006501673900
bfa,2001,1084033372200
bfa,2002,1170989232800
bfa,2003,1234770476000
bfa,2004,1336177530300
bfa,2005,1443722472400
bfa,2006,1612392162400
bfa,2007,1758496442500
bfa,2008,1899742397600
bfa,2009,2039615246400
bfa,2010,2106955248900
bfa,2011,2309157365600
bfa,2012,2585688691600
bfa,2013,2759568841100
bfa,2014,2925617958000
bfa,2015,3083660000000
bfa,2016,3331487000000
bfa,2017,3601549000000
bfa,2018,3843830000000
bfa,2019,4253282152400
bfa,2020,4214204966300
bgd,1960,7295063400
bgd,1961,8143864400
bgd,1962,8541058800
bgd,1963,8949135100
bgd,1964,9364015400
bgd,1965,10336599400
bgd,1966,11046654100
bgd,1967,12549739700
bgd,1968,13356372700
bgd,1969,14394250100
bgd,1970,15845644300
bgd,1971,17343289600
bgd,1972,12951016600
bgd,1973,19663888400
bgd,1974,29893027100
bgd,1975,45632710300
bgd,1976,50534946000
bgd,1977,51319821000
bgd,1978,63137866200
bgd,1979,75482078200
bgd,1980,125102061175.651
bgd,1981,151183820818.64999
bgd,1982,171312016790.22699
bgd,1983,191550202691.95599
bgd,1984,197001183549.25
bgd,1985,257283138140.54401
bgd,1986,294500895812.38293
bgd,1987,342661759277.79102
bgd,1988,384685020220.48297
bgd,1989,435905121150.82294
bgd,1990,485493598641.81696
bgd,1991,490229362000
bgd,1992,530574813500
bgd,1993,577259390500
bgd,1994,626739426100
bgd,1995,688289919700
bgd,1996,952026000000
bgd,1997,1028660000000
bgd,1998,1130874000000
bgd,1999,1237493000000
bgd,2000,1357723000000
bgd,2001,1473586000000
bgd,2002,1620820000000
bgd,2003,1825215000000
bgd,2004,2024017000000
bgd,2005,2258366000000
bgd,2006,2544066898200
bgd,2007,2907561931900
bgd,2008,3327748271100
bgd,2009,3759677170200
bgd,2010,4266696166900
bgd,2011,4858086413700
bgd,2012,5608575897600
bgd,2013,6401072565500
bgd,2014,7206899000000
bgd,2015,8141955000000
bgd,2016,9300506000000
bgd,2017,10565911000000
bgd,2018,11918701000000
bgd,2019,13436849000000
bgd,2020,14628731000000
bgr,1980,7864300
bgr,1981,8068200
bgr,1982,7249200
bgr,1983,7482200
bgr,1984,7624500
bgr,1985,8193600
bgr,1986,7356400
bgr,1987,10980300
bgr,1988,12453400
bgr,1989,12958900
bgr,1990,15979000
bgr,1991,48443000
bgr,1992,78552000
bgr,1993,135364000
bgr,1994,234863000
bgr,1995,832742000
bgr,1996,1442018000
bgr,1997,9343144000
bgr,1998,14403628000
bgr,1999,13373793000
bgr,2000,15192007000
bgr,2001,16575116000
bgr,2002,18826587000
bgr,2003,19730479000
bgr,2004,22271170000
bgr,2005,25167891000
bgr,2006,28380367000
bgr,2007,34238245000
bgr,2008,38766469000
bgr,2009,41050007000
bgr,2010,44548626000
bgr,2011,46719186000
bgr,2012,47259793000
bgr,2013,47851854000
bgr,2014,49420928000
bgr,2015,52226248000
bgr,2016,54955716000
bgr,2017,59571352000
bgr,2018,66918973000
bgr,2019,73941337000
bgr,2020,73473887000
bhr,1980,422100000
bhr,1981,486800200
bhr,1982,571000200
bhr,1983,648700000
bhr,1984,673900000
bhr,2006,3719880000
bhr,2007,4314830000
bhr,2008,4669990000
bhr,2009,4795070000
bhr,2010,5190050000
bhr,2011,5338690000
bhr,2012,5918210000
bhr,2013,6220130000
bhr,2014,6587520000
bhr,2015,6869000000
bhr,2016,7224000000
bhr,2017,7662000000
bhr,2018,7925440000
bhr,2019,7964220000
bhr,2020,7397660000
bhs,1984,1498800000
bhs,1985,1693799900
bhs,1986,1803900000
bhs,1987,1984400000
bhs,1989,2096935000
bhs,1990,2221108000
bhs,1991,2079766000
bhs,1992,2070852000
bhs,1993,2200726000
bhs,1994,2198642000
bhs,1995,2336362000
bhs,1996,2451733000
bhs,1997,4866100000
bhs,1998,5255600000
bhs,1999,6155800000
bhs,2000,6273100000
bhs,2001,6850000000
bhs,2002,7188800000
bhs,2003,7226300000
bhs,2004,7451700000
bhs,2005,8082300000
bhs,2006,8024900000
bhs,2007,8732100000
bhs,2008,8543800000
bhs,2009,8214100000
bhs,2010,8185100000
bhs,2011,8036600000
bhs,2012,8248400000
bhs,2013,8274900000
bhs,2014,8722100000
bhs,2015,9155700000
bhs,2016,9276200000
bhs,2017,9346300000
bhs,2018,9624500000
bhs,2019,9761500000
bhs,2020,7501300000
bih,1994,779000000
bih,1995,1433792400
bih,1996,1496701500
bih,1997,2506443800
bih,1998,2804170100
bih,1999,3827209800
bih,2000,6424327885.89261
bih,2001,6917292205.40026
bih,2002,7676138199.79028
bih,2003,8216851876.46925
bih,2004,8896133371.00478
bih,2005,9643777963.51824
bih,2006,10548998592.9895
bih,2007,11846652348.7758
bih,2008,13691458304.657
bih,2009,13797930467.7795
bih,2010,14079744239.2214
bih,2011,14640907391.6533
bih,2012,14890869904.6219
bih,2013,15038177464.0602
bih,2014,15535222728.4634
bih,2015,16060041641.3057
bih,2016,16571198003.7194
bih,2017,17472312800.5455
bih,2018,18372118756.4452
bih,2019,19670528054.8129
bih,2020,19101875000
blr,1990,123.89
blr,1991,200
blr,1992,2500
blr,1993,40000
blr,1994,790200
blr,1995,4995800
blr,1996,7551600
blr,1997,13906700
blr,1998,27793300
blr,1999,121150700
blr,2000,364390000
blr,2001,761590000
blr,2002,1151930000
blr,2003,1581530000
blr,2004,2090480000
blr,2005,2578500000
blr,2006,3236700000
blr,2007,3932430000
blr,2008,4930940000
blr,2009,5992400000
blr,2010,7411000000
blr,2011,13559100000
blr,2012,23708300000
blr,2013,30464100000
blr,2014,36786300000
blr,2015,42924900000
blr,2016,46072100000
blr,2017,50371800000
blr,2018,58481600000
blr,2019,65246300000
blr,2020,72143000000
blz,1978,110800000
blz,1979,131000000
blz,1980,173641283.96805
blz,1981,193175086.88537
blz,1982,202936376.95376
blz,1983,217810395.12374
blz,1984,233082983.40401
blz,1985,236916486.73935
blz,1986,255914359.09023
blz,1987,285364262.86753
blz,1988,318419266.58986
blz,1989,381290723.5308
blz,1990,427137521.85342
blz,1991,473558700
blz,1992,564539600
blz,1993,614482200
blz,1994,644139400
blz,1995,684347000
blz,1996,700161100
blz,1997,727840300
blz,1998,773830700
blz,1999,849431500
blz,2000,938522800
blz,2001,1017280000
blz,2002,1107920200
blz,2003,1200598100
blz,2004,1283071200
blz,2005,1365692300
blz,2006,1450605600
blz,2007,1536930800
blz,2008,1623921400
blz,2009,1621518900
blz,2010,1660061500
blz,2011,1731996200
blz,2012,1807016100
blz,2013,1869179600
blz,2014,1983877600
blz,2015,2068550200
blz,2016,2205806700
blz,2017,2321681000
blz,2018,2520790400
blz,2019,2553483600
blz,2020,2169137078.06612
bmu,2010,5899476000
bmu,2011,5665332000
bmu,2012,5784193000
bmu,2013,5823723000
bmu,2014,5824886000
bmu,2015,6016445000
bmu,2016,6219047000
bmu,2017,6407248000
bmu,2018,6474046000
bmu,2019,6673363000
bol,1970,5354
bol,1971,6018
bol,1972,7328
bol,1973,10498
bol,1974,16820
bol,1975,21541
bol,1976,25003
bol,1977,29226
bol,1978,35132
bol,1979,43330
bol,1980,50000
bol,1981,64000
bol,1982,162000
bol,1983,533000
bol,1984,8359000
bol,1985,1027476000
bol,1986,3369015000
bol,1987,4124915000
bol,1988,4983608000
bol,1989,5893073000
bol,1990,7121415000
bol,1991,8917332000
bol,1992,10460945000
bol,1993,11969205000
bol,1994,13354324000
bol,1995,15063715000
bol,1996,17833808000
bol,1997,20497255000
bol,1998,24215181000
bol,1999,26110333000
bol,2000,27086846000
bol,2001,28322637000
bol,2002,29644603000
bol,2003,31749587000
bol,2004,34315208000
bol,2005,36062701000
bol,2006,39572462000
bol,2007,43788761000
bol,2008,48876174000
bol,2009,52961514000
bol,2010,60048160971.369
bol,2011,68176869590.6329
bol,2012,75691563388.0575
bol,2013,85191085061.64529
bol,2014,94542516755.35229
bol,2015,104840615354.218
bol,2016,116802994953.868
bol,2017,126321067616.985
bol,2018,136671897873.677
bol,2019,143327724691.85599
bol,2020,133601969070.94099
bra,1960,0.00037
bra,1961,0.00051
bra,1962,0.00124
bra,1963,0.00193
bra,1964,0.00422
bra,1965,0.0064
bra,1966,0.00912
bra,1967,0.01302
bra,1968,0.01742
bra,1969,0.02298
bra,1970,0.0293
bra,1971,0.03964
bra,1972,0.05223
bra,1973,0.07206
bra,1974,0.10602
bra,1975,0.15399
bra,1976,0.24667
bra,1977,0.37252
bra,1978,0.56323
bra,1979,0.95729
bra,1980,1.83715
bra,1981,3.6469
bra,1982,7.50905
bra,1983,17.27968
bra,1984,54.8123
bra,1985,197.41982
bra,1986,517.68503
bra,1987,1665.45001
bra,1988,13154.50073
bra,1989,205849
bra,1990,6986628.72727
bra,1991,36503047.63636
bra,1992,438143113.45454
bra,1993,10338524727.2727
bra,1994,198677706000
bra,1995,410332290000.35602
bra,1996,515583833114.49298
bra,1997,577020443949.84302
bra,1998,612622840346.92395
bra,1999,654841468142.76196
bra,2000,698493449393.44897
bra,2001,759371061432.1969
bra,2002,853791880875.93982
bra,2003,968199531875.64197
bra,2004,1075206189279.79004
bra,2005,1217174613627.83008
bra,2006,1376714561583.93994
bra,2007,1570305409145.11011
bra,2008,1766519346201.97998
bra,2009,1971328100369.92969
bra,2010,2238750000000
bra,2011,2519403000000
bra,2012,2827882000000
bra,2013,3181844000000
bra,2014,3539665000000
bra,2015,3735847000000
bra,2016,3962447000000
bra,2017,4171155000000
bra,2018,4388329000000
bra,2019,4680169739500
bra,2020,4686369940851.76953
brb,1975,477053000
brb,1976,557393000
brb,1977,617169000
brb,1978,682600000
brb,1979,834300000
brb,1980,1037300000
brb,1981,1197580000
brb,1982,1273700000
brb,1983,1323200000
brb,1984,1442200000
brb,1985,1592500000
brb,1986,1701200000
brb,1987,1860400000
brb,1988,1982300000
brb,1989,2220400000
brb,1990,2873300000
brb,1991,2865600000
brb,1992,2799300000
brb,1993,2930200000
brb,1994,3112700000
brb,1995,3217300000
brb,1996,3462200000
brb,1997,3615500000
brb,1998,3991100000
brb,1999,4191000000
brb,2000,4360600000
brb,2001,4368000000
brb,2002,4578500000
brb,2003,4605100000
brb,2004,5018900000
brb,2005,5495100000
brn,1974,213200000
brn,1975,253400000
brn,1976,296100000
brn,1977,600800000
brn,1978,808200000
brn,1979,908100000
brn,1980,1534600000
brn,1981,1610500000
brn,1982,1776500000
brn,1983,1762900000
brn,1984,2054500000
brn,1985,2091300000
brn,1986,2016600000
brn,1987,2236900000
brn,1988,2464800000
brn,1989,2284524900
brn,1990,2391313200
brn,1991,2519963900
brn,1992,2633023900
brn,1993,2765550900
brn,1994,2807659300
brn,1995,2990476700
brn,1996,3070845600
brn,1997,3297266500
brn,1998,3190387700
brn,1999,3397966000
brn,2000,3652735400
brn,2001,3896070700
brn,2002,4001537700
brn,2003,3956224900
brn,2004,4127381800
brn,2005,4361518600
brn,2006,4760100000
brn,2007,5169400000
brn,2008,5150700000
brn,2009,5258800000
brn,2010,6074748000
brn,2011,6374960000
brn,2012,6731379000
brn,2013,7073687000
brn,2014,7113465000
brn,2015,7009945400
brn,2016,6767748200
brn,2017,6841606700
brn,2018,6833021900
brn,2019,7015128700
brn,2020,6866018225.29337
btn,1980,467715279.1769
btn,1981,513245735.40602
btn,1982,532893682.93934
btn,1983,594135719.24899
btn,1984,667147306.18195
btn,1985,767630404.66631
btn,1986,943059586.02941
btn,1987,1192120972.45007
btn,1988,1493744734.83673
btn,1989,1781351406.0236
btn,1990,2039405778.70471
btn,1991,2232708100
btn,1992,2401453800
btn,1993,2672346400
btn,1994,2864676500
btn,1995,3232305300
btn,1996,3806067500
btn,1997,4474906000
btn,1998,5637607000
btn,1999,6210915200
btn,2000,7072025800
btn,2001,7911130500
btn,2002,8866709800
btn,2003,9944028900
btn,2004,11436995300
btn,2005,13753297900
btn,2006,15293404100
btn,2007,16993239900
btn,2008,19404270700
btn,2009,22664609000
btn,2010,26410740000
btn,2011,32344634700
btn,2012,35523930000
btn,2013,38285000000
btn,2014,44501000000
btn,2015,49638297200
btn,2016,55596999100
btn,2017,60726094000
btn,2018,66810880000
btn,2019,77619700000
btn,2020,74935710000
bwa,1960,9354100
bwa,1961,10795600
bwa,1962,12328600
bwa,1963,13770000
bwa,1964,14418200
bwa,1965,15400000
bwa,1966,17100000
bwa,1967,18399500
bwa,1968,20850000
bwa,1969,23200000
bwa,1970,27200000
bwa,1971,35800000
bwa,1972,50050000
bwa,1973,67850000
bwa,1974,83850000
bwa,1975,88350000
bwa,1976,114700000
bwa,1977,135800000
bwa,1978,164600000
bwa,1979,204200000
bwa,1980,246600000
bwa,1981,299400000
bwa,1982,359900000
bwa,1983,421150000
bwa,1984,508250000
bwa,1985,637400000
bwa,1986,777900000
bwa,1987,955100000
bwa,1988,1302650000
bwa,1989,1767750000
bwa,1990,2244500000
bwa,1991,2624878600
bwa,1992,3036678600
bwa,1993,3816100000
bwa,1994,5186898700
bwa,1995,6067155700
bwa,1996,7216313900
bwa,1997,8090700000
bwa,1998,9333442300
bwa,1999,11263184100
bwa,2000,12623547400
bwa,2001,14522025100
bwa,2002,16381115100
bwa,2003,18478153900
bwa,2004,20158306000
bwa,2005,22982472400
bwa,2006,26715732000
bwa,2007,30737027400
bwa,2008,37414615300
bwa,2009,41760217700
bwa,2010,47784654700
bwa,2011,55346832000
bwa,2012,63363792900
bwa,2013,70909693500
bwa,2014,75245900000
bwa,2015,78436400000
bwa,2016,88991200000
bwa,2017,94762200000
bwa,2018,100450800000
bwa,2019,109037000000
bwa,2020,112469000000
caf,2009,284988000000
caf,2010,310933000000
caf,2011,328240000000
caf,2012,385408000000
caf,2013,331138000000
caf,2014,391007000000
caf,2015,422416000000
caf,2016,450787000000
caf,2017,503947000000
caf,2018,517748000000
caf,2019,535542015000
caf,2020,537063810300
can,1997,569738000000
can,1998,598026000000
can,1999,630663000000
can,2000,678024000000
can,2001,715809000000
can,2002,752211000000
can,2003,789529000000
can,2004,833550000000
can,2005,881851000000
can,2006,938699000000
can,2007,995447000000
can,2008,1039535000000
can,2009,1050736000000
can,2010,1095149000000
can,2011,1149561000000
can,2012,1190666000000
can,2013,1239647000000
can,2014,1294728000000
can,2015,1333616000000
can,2016,1376529000000
can,2017,1436727000000
can,2018,1494901000000
che,1990,238837211000
che,1991,252358368000
che,1992,261919711000
che,1993,269598441000
che,1994,273223567000
che,1995,277658301000
che,1996,285304562000
che,1997,292762457000
che,1998,303473944000
che,1999,307359321000
che,2000,326166256000
che,2001,332847294000
che,2002,332554537000
che,2003,339156160000
che,2004,351001462000
che,2005,363974319000
che,2006,385947029000
che,2007,410971635000
che,2008,428933945000
che,2009,430224120000
che,2010,445843827000
che,2011,452474016000
che,2012,462388562000
che,2013,470156019000
che,2014,481012175000
che,2015,485179676000
che,2016,493061482000
che,2017,498489441000
che,2018,516902421000
che,2019,521307963000
che,2020,503700135000
chl,1960,2356432.12192
chl,1961,2665001.58631
chl,1962,3068039.10812
chl,1963,4623092.91739
chl,1964,6893323.16832
chl,1965,9690236.10673
chl,1966,13726575.24353
chl,1967,17786171.4248
chl,1968,24574811.73025
chl,1969,35586202.79588
chl,1970,52060859.87075
chl,1971,69677226.20276
chl,1972,131414369.55278
chl,1973,623519868.17651
chl,1974,4270924253.71969
chl,1975,20420846962.2588
chl,1976,67949358044.9425
chl,1977,157528042077.94
chl,1978,274235704259.24496
chl,1979,437931572619.85101
chl,1980,624112095056.23096
chl,1981,775181609630.19482
chl,1982,770988126145.0769
chl,1983,848411925404.6499
chl,1984,952377931585.63196
chl,1985,1428510136406.53003
chl,1986,1882774656533.97998
chl,1987,2457666356482.66943
chl,1988,2930614192859.58008
chl,1989,3779007657480.1001
chl,1990,4758202347233.17969
chl,1991,6158256436500
chl,1992,8033241681600
chl,1993,9829131598200
chl,1994,11804939694800
chl,1995,14085978230400
chl,1996,16404900928433.19922
chl,1997,18435579122054.80078
chl,1998,20208920625004.30078
chl,1999,20925085190630.39844
chl,2000,22722966236325.39844
chl,2001,24726587609538.60156
chl,2002,26198076377200
chl,2003,28098156955010.30078
