geo,time,ny_tax_nind_cd
bel,1992,22813750313.6763
bel,1993,22236662779.8507
bel,1994,24884018567.6393
bel,1995,28388478379.8577
bel,1996,28740846905.53749
bel,1997,26483536310.3293
bel,1998,27238608579.6844
bel,1999,27848951738.3012
bel,2000,25631171847.8432
bel,2001,24657307834.37009
bel,2002,27133427167.68629
bel,2003,33181911407.6862
bel,2004,39772905841.7376
bel,2005,41314869446.22569
bel,2006,44107805511.8823
bel,2007,50748801792.157
bel,2008,55534402820.07809
bel,2009,51552692573.164
bel,2010,51428659221.6668
bel,2011,55479995688.71609
bel,2012,52812651624.961
bel,2013,55663286388.78449
bel,2014,56356198921.2939
bel,2015,48152637550.5469
bel,2016,50975766294.397
bel,2017,54242545433.1766
bel,2018,58878376613.4902
bel,2019,57384711162.3529
bel,2020,53784986793.9301
ben,1999,879996753.39288
ben,2000,787905523.02987
ben,2001,577441150.89384
ben,2002,737013605.19016
ben,2003,886647389.17609
ben,2004,995545515.77925
ben,2005,898336049.45886
ben,2006,912557003.52356
ben,2007,1021774170.93698
ben,2008,1146183832.51121
ben,2009,1072345752.67269
ben,2010,1106325531.84222
ben,2011,971627631.78501
ben,2012,936122068.81004
ben,2013,1008954357.93024
ben,2014,1121402152.83906
ben,2015,908994189.39104
ben,2016,986006544.65635
ben,2017,1016439556.03379
ben,2018,1211333396.8258
ben,2019,1264283166.21466
ben,2020,1362145196.54752
bfa,1960,11022305.50284
bfa,1961,11630341.82894
bfa,1962,15646733.91999
bfa,1963,15768975.87264
bfa,1964,18826858.40592
bfa,1965,20028555.35094
bfa,1966,17340865.94507
bfa,1967,10469521.85947
bfa,1968,10838523.42438
bfa,1969,11389216.28893
bfa,1970,12335650.35993
bfa,1971,21078340.62388
bfa,1972,22381904.20414
bfa,1973,31082099.53645
bfa,1974,33736633.72589
bfa,1975,45064535.54592
bfa,1976,56329262.75526
bfa,1977,72039354.8999
bfa,1978,83419751.93203
bfa,1979,51370875.3601
bfa,1980,63196055.84259
bfa,1981,52952962.39118
bfa,1982,55276167.8641
bfa,1983,34644546.08913
bfa,1984,30745679.8351
bfa,1985,56668364.18757
bfa,1986,99345693.21516
bfa,1987,87416973.50672
bfa,1988,121038170.78633
bfa,1989,114953123.7902
bfa,1990,126788327.02575
bfa,1991,143980882.42436
bfa,1992,151855850.08678
bfa,1993,116406619.02384
bfa,1994,137358713.64201
bfa,1995,173825458.72129
bfa,1996,197967787.07323
bfa,1997,201813040.56714
bfa,1998,212975867.35052
bfa,1999,214620318.21689
bfa,2000,162431480.63666
bfa,2001,192935402.44597
bfa,2002,231616793.07818
bfa,2003,308124955.03515
bfa,2004,407881700.92047
bfa,2005,523285684.59033
bfa,2006,466742194.86947
bfa,2007,566838611.02969
bfa,2008,668258510.76233
bfa,2009,751287105.66638
bfa,2010,776452754.20513
bfa,2011,969017584.13712
bfa,2012,1137734576.38266
bfa,2013,1439108726.14596
bfa,2014,1238245709.98748
bfa,2015,1057120486.62095
bfa,2016,1231738275.84485
bfa,2017,1453890052.41824
bfa,2018,1567121225.89664
bfa,2019,1554017494.29521
bfa,2020,1467776947.84098
bgd,1980,454134366.92506
bgd,1981,516585067.31946
bgd,1982,439171656.68663
bgd,1983,404966329.96633
bgd,1984,420680000
bgd,1985,502192307.69231
bgd,1986,471933333.33333
bgd,1987,545129032.25806
bgd,1988,626185882.12445
bgd,1989,710996918.53303
bgd,1990,841732483.75685
bgd,1991,881092436.97479
bgd,1992,1072015915.11936
bgd,1993,1227142857.14286
bgd,1994,1188902743.14214
bgd,1995,1512388059.70149
bgd,1996,2287432762.83619
bgd,1997,2391428571.42857
bgd,1998,2458348017.62115
bgd,1999,2443032445.92346
bgd,2000,2367561121.04949
bgd,2001,2692920681.98666
bgd,2002,2738499042.31238
bgd,2003,3195993091.53713
bgd,2004,3351384406.31901
bgd,2005,3645186991.86992
bgd,2006,3681493478.26087
bgd,2007,3828463538.95164
bgd,2008,4348066593.79099
bgd,2009,4382438781.20531
bgd,2010,5238340248.29692
bgd,2011,6559154126.10279
bgd,2012,7149065072.6048
bgd,2013,7213747617.07574
bgd,2014,8128344516.56899
bgd,2015,9113640429.28055
bgd,2016,10931345678.8704
bgd,2017,13383065336.6041
bgd,2018,14874772596.0941
bgd,2019,14589154722.406
bgd,2020,13376131122.3304
bgr,1980,261000000
bgr,1981,483357142.85714
bgr,1982,-14400000
bgr,1983,17388888.88889
bgr,1984,28111111.11111
bgr,1985,79368421.05263
bgr,1986,344352941.17647
bgr,1987,-932230769.23077
bgr,1988,-1106529411.76471
bgr,1989,-676333333.33333
bgr,1990,-871545454.54545
bgr,1991,1002983870.96774
bgr,1992,1058453608.24742
bgr,1993,1310434782.6087
bgr,1994,1345701107.01107
bgr,1995,1445416666.66667
bgr,1996,1015845980.88814
bgr,1997,979648017.12349
bgr,1998,1632909566.00773
bgr,1999,1539816074.44088
bgr,2000,1633963170.53643
bgr,2001,1691352588.45608
bgr,2002,1808295137.21714
bgr,2003,2692253130.95169
bgr,2004,3756240873.59533
bgr,2005,4466904898.03697
bgr,2006,5360912588.98224
bgr,2007,6710461861.44157
bgr,2008,8632960137.61125
bgr,2009,6816860737.89721
bgr,2010,6443938676.05252
bgr,2011,7335701386.42019
bgr,2012,7061141918.52825
bgr,2013,7695557138.97937
bgr,2014,7573924840.59151
bgr,2015,6920771933.80186
bgr,2016,7492191742.08145
bgr,2017,8288513396.71564
bgr,2018,8863116475.55824
bgr,2019,9412388093.87521
bgr,2020,9307481209.57874
bhr,1980,106924913.77023
bhr,1981,133510638.29787
bhr,1982,160638297.87234
bhr,1983,166755319.14894
bhr,1984,155585106.38298
bhr,2006,182393617.02128
bhr,2007,212925531.91489
bhr,2008,262367021.2766
bhr,2009,221569148.93617
bhr,2010,268617021.2766
bhr,2011,244973404.25532
bhr,2012,303617021.2766
bhr,2013,306063829.78723
bhr,2014,235638297.87234
bhr,2015,290478723.40425
bhr,2016,261037234.04255
bhr,2017,335851063.82979
bhr,2018,412686170.21277
bhr,2019,1097739361.70213
bhr,2020,958244680.85106
bhs,1979,125900000
bhs,1980,146600000
bhs,1981,152600000
bhs,1982,157000000
bhs,1983,179000000
bhs,1984,254000000
bhs,1985,303100000
bhs,1986,322800000
bhs,1987,335400000
bhs,1989,432935000
bhs,1990,425262000
bhs,1991,454804000
bhs,1992,476032000
bhs,1993,410432000
bhs,1994,497920000
bhs,1995,523457000
bhs,1996,555122000
bhs,1997,562560000
bhs,1998,617120000
bhs,1999,538770000
bhs,2000,713670000
bhs,2001,575130000
bhs,2002,615260000
bhs,2003,560190000
bhs,2004,561690000
bhs,2005,585700000
bhs,2006,830350000
bhs,2007,786940000
bhs,2008,778900000
bhs,2009,677860000
bhs,2010,638860000
bhs,2011,711050000
bhs,2012,959900000
bhs,2013,890700000
bhs,2014,940100000
bhs,2015,1297300000
bhs,2016,1282500000
bhs,2017,1305800000
bhs,2018,1439500000
bhs,2019,1756900000
bhs,2020,1007100000
bih,1994,0
bih,1995,0
bih,1996,498702086.65603
bih,1997,657255175.59541
bih,1998,736889185.65665
bih,1999,838427559.91285
bih,2000,919824305.22845
bih,2001,975643759.1508
bih,2002,1210795957.65159
bih,2003,1545257357.18407
bih,2004,1786956190.47619
bih,2005,2013800133.37904
bih,2006,2657488499.13412
bih,2007,3276106341.2506
bih,2008,3558062046.41382
bih,2009,3012125876.19908
bih,2010,3074888602.96607
bih,2011,3363101570.0209
bih,2012,3125999793.78735
bih,2013,3142982491.85668
bih,2014,3277913839.89145
bih,2015,2840559400.88506
bih,2016,2964043005.0905
bih,2017,3114818740.97378
bih,2018,3448377733.93665
bih,2019,3435816086.01763
bih,2020,3166428987.5335
blr,1990,550000000
blr,1991,2000000000
blr,1992,740740740.74074
blr,1993,1008264462.80992
blr,1994,1404833836.85801
blr,1995,1355454273.41574
blr,1996,1670076923.07692
blr,1997,1800724079.49468
blr,1998,1986580818.59174
blr,1999,1609558956.25664
blr,2000,1850607928.39984
blr,2001,1586115107.91367
blr,2002,2041094360.69235
blr,2003,2740224280.83862
blr,2004,3312962962.96296
blr,2005,4233379758.58867
blr,2006,4944988344.98835
blr,2007,6419431500.46598
blr,2008,8821676029.96255
blr,2009,6912280701.75439
blr,2010,7006042296.07251
blr,2011,7275577889.44724
blr,2012,8075206908.96006
blr,2013,8961711711.71171
blr,2014,9194248826.29108
blr,2015,7498806982.29311
blr,2016,6501407318.05388
blr,2017,7249081405.57884
blr,2018,8604780133.49038
blr,2019,8399990438.85649
blr,2020,7710157402.85293
blz,1978,10350000
blz,1979,13350000
blz,1980,19819105.84289
blz,1981,18400687.55507
blz,1982,17742741.67882
blz,1983,17890073.11737
blz,1984,20320032.73395
blz,1985,21069203.00776
blz,1986,25401150.94882
blz,1987,29788398.6353
blz,1988,39759306.01883
blz,1989,45531469.22765
blz,1990,53932590.40704
blz,1991,58950500
blz,1992,65922000
blz,1993,72227450
blz,1994,78665800
blz,1995,81762650
blz,1996,88678950
blz,1997,92551250
blz,1998,101189750
blz,1999,93812950
blz,2000,104287700
blz,2001,118454600
blz,2002,131828450
blz,2003,136188150
blz,2004,144487350
blz,2005,150593350
blz,2006,167206800
blz,2007,179389800
blz,2008,181215700
blz,2009,165094350
blz,2010,182562100
blz,2011,190923400
blz,2012,203758350
blz,2013,222607450
blz,2014,239563250
blz,2015,277625800
blz,2016,300310500
blz,2017,308857900
blz,2018,321293100
blz,2019,333913250
blz,2020,191641722.54227
bmu,1996,142035000
bmu,1997,147994000
bmu,1998,155563000
bmu,1999,173688000
bmu,2000,183751000
bmu,2001,184618000
bmu,2002,188241000
bmu,2003,196994000
bmu,2004,216072000
bmu,2005,231305000
bmu,2010,278353000
bmu,2011,269837000
bmu,2012,249564000
bmu,2013,278188000
bmu,2014,254563000
bmu,2015,281929000
bmu,2016,290550000
bmu,2017,321956000
bmu,2018,321332000
bmu,2019,316479000
bol,1970,62542087.54209
bol,1971,56986531.98653
bol,1972,58367807.44641
bol,1973,54922538.73063
bol,1974,72013993.0035
bol,1975,104747626.18691
bol,1976,87056471.76412
bol,1977,103598200.89955
bol,1978,124487756.12194
bol,1979,127773448.41276
bol,1980,489396411.09298
bol,1981,611745513.86623
bol,1982,483832955.8916
bol,1983,323792254.88926
bol,1984,327496643.71745
bol,1985,404809682.99817
bol,1986,301441237.07049
bol,1987,348591381.36604
bol,1988,382606882.70134
bol,1989,397407567.02134
bol,1990,403359336.83199
bol,1991,483617550.13126
bol,1992,571419561.59467
bol,1993,590400928.46592
bol,1994,653751542.0409
bol,1995,805142595.25446
bol,1996,990369487.25023
bol,1997,1067624421.90206
bol,1998,1184303007.20495
bol,1999,1013516963.73271
bol,2000,1142561494.29935
bol,2001,1048614781.51629
bol,2002,1031334449.09344
bol,2003,1043590322.74911
bol,2004,1171116305.44355
bol,2005,1717007351.75611
bol,2006,2425177742.2737
bol,2007,2920278428.77522
bol,2008,3747247143.66633
bol,2009,3356489601.1396
bol,2010,3765742028.00708
bol,2011,5255853773.80078
bol,2012,6508569918.56734
bol,2013,7654733429.82515
bol,2014,8248551139.59543
bol,2015,7473316060.04342
bol,2016,6183919007.72454
bol,2017,6646940603.73466
bol,2018,7049670946.22407
bol,2019,6687101607.30858
bol,2020,5426315407.18333
bra,1960,2154717348.44165
bra,1961,1876620443.75619
bra,1962,2085475342.5147
bra,1963,2286893809.9038
bra,1964,1776682165.30423
bra,1965,2370591344.51774
bra,1966,4100223963.8883
bra,1967,4243243391.16633
bra,1968,5361743579.35672
bra,1969,6065127845.03305
bra,1970,6760075478.02751
bra,1971,7059980540.69804
bra,1972,8675090019.70557
bra,1973,11345855003.7278
bra,1974,13762069517.4381
bra,1975,14480620249.7791
bra,1976,18194355957.5889
bra,1977,20938271685.1498
bra,1978,23081584811.0286
bra,1979,22794833959.7558
bra,1980,22699523954.4242
bra,1981,26987878437.9072
bra,1982,28430378780.5173
bra,1983,20663420213.0348
bra,1984,18467109682.8991
bra,1985,20035033638.3592
bra,1986,29492369400.98669
bra,1987,29403786002.3975
bra,1988,31786802219.10469
bra,1989,3148491519.89563
bra,1990,54693899645.7728
bra,1991,41645517916.7911
bra,1992,38730796075.465
bra,1993,38167746977.8287
bra,1994,60176044916.8932
bra,1995,103748113729.16701
bra,1996,106920666410.40601
bra,1997,107001279119.55499
bra,1998,103753904768.467
bra,1999,80373928448.5968
bra,2000,91704145953.62788
bra,2001,83133708668.83369
bra,2002,74844328485.1133
bra,2003,80336360971.29671
bra,2004,101113512150.951
bra,2005,134639928740.274
bra,2006,165565909485.38699
bra,2007,205815441246.082
bra,2008,263569727695.93399
bra,2009,241707365886.871
bra,2010,332725734820.36603
bra,2011,393660138799.98199
bra,2012,370508232986.46997
bra,2013,366158792424.698
bra,2014,348813750971.49103
bra,2015,254226122149.07297
bra,2016,244924730821.82401
bra,2017,287924434000.15601
bra,2018,274669941966.79297
bra,2019,262967290268.65302
bra,2020,195355938467.53696
brb,1975,55342804.81164
brb,1976,42639984.03034
brb,1977,51580127.56627
brb,1978,63449013.07612
brb,1979,75672450.65381
brb,1980,96803062.69577
brb,1981,98642668.9206
brb,1982,102321881.37026
brb,1983,106249689.2557
brb,1984,113458956.89355
brb,1985,114005866.85228
brb,1986,173370456.91841
brb,1987,206234773.52956
brb,1988,214587580.17203
brb,1989,257296276.04037
brb,1990,214537861.08487
brb,1991,215780838.26381
brb,1992,222000000
brb,1993,252075771.88883
brb,1994,256252175.21006
brb,1995,292248794.31214
brb,1996,300104410.08303
brb,1997,342713667.77706
brb,1998,448366727.98687
brb,1999,464923184.01034
brb,2000,466550000
brb,2001,493450000
brb,2002,474800000
brb,2003,513300000
brb,2004,560000000
brb,2005,620600000
brb,2006,622766550
brb,2007,622766550
brb,2008,640924650
brb,2009,579450000
brb,2010,593423750
brb,2011,679561000
brb,2012,622413900
brb,2013,647632000
brb,2014,616150000
brb,2015,665115000
brb,2016,738140000
brb,2017,817750000
brb,2018,816890000
brb,2019,798085600
brn,2010,-259031243.12431
brn,2011,-296864774.62437
brn,2012,-303078585.14725
brn,2013,-353416240.40921
brn,2014,-264766692.97553
brn,2015,-245215215.65205
brn,2016,-167482516.46999
brn,2017,-201097834.74546
brn,2018,-217077618.8005
brn,2019,-226148292.03929
brn,2020,-216283479.24923
btn,1980,2277353.68957
btn,1981,2448036.9515
btn,1982,2494714.58774
btn,1983,3445544.55446
btn,1984,4014084.50704
btn,1985,3379143.08812
btn,1986,3409992.06979
btn,1987,5918209.87654
btn,1988,5948275.86207
btn,1989,4540973.50585
btn,1990,7652769.8458
btn,1991,6992084.43272
btn,1992,6790123.45679
btn,1993,6067563.13545
btn,1994,11189034.10902
btn,1995,11039161.27043
btn,1996,10132655.94129
btn,1997,13935554.94354
btn,1998,13233155.59864
btn,1999,14421737.11101
btn,2000,9431464.17445
btn,2001,10176520.44925
btn,2002,16767743.2627
btn,2003,19760197.50966
btn,2004,26726831.42101
btn,2005,29884353.7415
btn,2006,29522292.361
btn,2007,34886784.2848
btn,2008,37078744.60984
btn,2009,35221050.17426
btn,2010,63312178.2451
btn,2011,84043882.10968
btn,2012,108781897.2551
btn,2013,93774851.61559
btn,2014,106762303.47619
btn,2015,89308968.24568
btn,2016,102135417.20924
btn,2017,124177999.31206
btn,2018,143877000.12429
btn,2019,118859618.60429
btn,2020,62037609.57498
bwa,1960,0
bwa,1961,0
bwa,1962,0
bwa,1963,0
bwa,1964,0
bwa,1965,0
bwa,1966,0
bwa,1975,27721433.40095
bwa,1976,29956301.74793
bwa,1977,41627078.3848
bwa,1978,61881188.11881
bwa,1979,100368098.15951
bwa,1980,143206381.88368
bwa,1981,143062029.40122
bwa,1982,121734485.77255
bwa,1983,135335946.75905
bwa,1984,123228589.03266
bwa,1985,81046988.33176
bwa,1986,98158692.99133
bwa,1987,133301566.50188
bwa,1988,145903970.25047
bwa,1989,167452479.03122
bwa,1990,255522708.94921
bwa,1991,360630193.90582
bwa,1992,455799402.75869
bwa,1993,405288679.79035
bwa,1994,324704350.74126
bwa,1995,246246410.79287
bwa,1996,295796311.89459
bwa,1997,332255943.90271
bwa,1998,344106036.58392
bwa,1999,427604856.84629
bwa,2000,472196597.27939
bwa,2001,403696997.19236
bwa,2002,326967492.65147
bwa,2003,598232610.75981
bwa,2004,982134884.61293
bwa,2005,995181523.24741
bwa,2006,928824228.59887
bwa,2007,1114386981.16896
bwa,2008,1188745125.89902
bwa,2009,1250450014.67485
bwa,2010,1360745554.63966
bwa,2011,1492401011.96221
bwa,2012,1425606688.04398
bwa,2013,1425018645.29879
bwa,2014,998936063.54653
bwa,2015,950108599.07197
bwa,2016,871963637.03079
