geo,time,dc_dac_ausl_cd
atg,1989,19999.99955
atg,2000,9999.99978
atg,2005,9999.99978
atg,2006,50000.00075
atg,2011,930000.00715
atg,2012,140000.0006
atg,2013,50000.00075
atg,2014,59999.99866
atg,2015,59999.99866
atg,2016,50000.00075
atg,2017,370000.00477
atg,2018,50000.00075
atg,2019,19999.99955
aze,1993,9999.99978
aze,2011,59999.99866
aze,2012,610000.01431
aze,2013,9999.99978
aze,2017,39999.99911
aze,2019,19999.99955
bdi,1988,9999.99978
bdi,1991,19999.99955
bdi,1993,170000.00179
bdi,1995,1480000.01907
bdi,2009,159999.99642
bdi,2010,449999.98808
bdi,2011,930000.00715
bdi,2012,1169999.95708
bdi,2013,2130000.11444
bdi,2014,959999.97854
bdi,2015,600000.02384
bdi,2016,239999.99464
bdi,2017,2240000.00954
bdi,2018,419999.98689
bdi,2019,310000.00238
ben,2009,159999.99642
ben,2010,379999.99523
ben,2011,529999.97139
ben,2012,109999.9994
ben,2013,310000.00238
ben,2014,50000.00075
ben,2015,29999.99933
ben,2016,39999.99911
ben,2017,9999.99978
ben,2018,29999.99933
bfa,1977,50000.00075
bfa,1984,19999.99955
bfa,1986,9999.99978
bfa,1988,70000.0003
bfa,1989,9999.99978
bfa,1990,29999.99933
bfa,1991,39999.99911
bfa,1992,19999.99955
bfa,1993,9999.99978
bfa,1995,140000.0006
bfa,2010,419999.98689
bfa,2011,899999.97616
bfa,2012,469999.99881
bfa,2013,2509999.99046
bfa,2014,109999.9994
bfa,2015,119999.99732
bfa,2016,59999.99866
bfa,2017,9079999.92371
bfa,2018,79999.99821
bfa,2019,50000.00075
bgd,1971,1220000.02861
bgd,1972,9840000.15259
bgd,1973,4059999.94278
bgd,1974,31920000.07629
bgd,1975,16170000.07629
bgd,1976,7000000
bgd,1977,6440000.05722
bgd,1978,16149999.61853
bgd,1979,35040000.91553
bgd,1980,13270000.45776
bgd,1981,25840000.15259
bgd,1982,37099998.47412
bgd,1983,9779999.73297
bgd,1984,31340000.15259
bgd,1985,3900000.09537
bgd,1986,9270000.45776
bgd,1987,8369999.88556
bgd,1988,11220000.26703
bgd,1989,29000000
bgd,1990,11569999.69482
bgd,1991,13420000.07629
bgd,1992,7389999.86649
bgd,1993,11199999.80927
bgd,1994,21479999.54224
bgd,1995,14739999.77112
bgd,1996,17690000.53406
bgd,1997,13789999.96185
bgd,1998,15010000.22888
bgd,1999,6829999.92371
bgd,2000,18989999.77112
bgd,2001,16239999.77112
bgd,2002,22889999.38965
bgd,2003,11949999.80927
bgd,2004,24600000.38147
bgd,2005,15090000.15259
bgd,2006,9060000.41962
bgd,2007,35150001.52588
bgd,2008,45139999.38965
bgd,2009,41360000.61035
bgd,2010,50270000.45776
bgd,2011,79580001.83105
bgd,2012,120849998.47412
bgd,2013,91910003.66211
bgd,2014,85730003.35693
bgd,2015,48950000.76294
bgd,2016,34119998.93188
bgd,2017,46740001.67847
bgd,2018,54740001.67847
bgd,2019,58970001.2207
bgr,1993,9999.99978
bgr,1994,9999.99978
bgr,1995,39999.99911
bgr,1996,39999.99911
bhr,1982,29999.99933
bhr,1987,19999.99955
bhr,1989,19999.99955
bhr,1990,9999.99978
bhs,1976,9999.99978
bhs,1977,9999.99978
bhs,1982,59999.99866
bhs,1983,59999.99866
bhs,1984,50000.00075
bhs,1985,19999.99955
bhs,1986,19999.99955
bih,1994,0
bih,1996,0
bih,2001,9999.99978
bih,2007,19999.99955
bih,2008,9999.99978
bih,2009,9999.99978
bih,2010,9999.99978
bih,2011,9999.99978
bih,2012,9999.99978
bih,2013,9999.99978
bih,2014,0
bih,2015,9999.99978
bih,2016,19999.99955
bih,2017,19999.99955
bih,2018,29999.99933
bih,2019,9999.99978
blr,1992,19999.99955
blr,1993,50000.00075
blr,1994,19999.99955
blr,1995,29999.99933
blz,1982,9999.99978
blz,1984,39999.99911
blz,1985,19999.99955
blz,1986,19999.99955
blz,1987,9999.99978
blz,1988,19999.99955
blz,1991,39999.99911
blz,1992,9999.99978
blz,1993,9999.99978
blz,2006,19999.99955
blz,2010,709999.97854
blz,2011,1450000.04768
blz,2012,180000.00715
blz,2013,50000.00075
blz,2014,550000.01192
blz,2015,180000.00715
blz,2016,50000.00075
blz,2017,189999.99762
blz,2018,70000.0003
blz,2019,119999.99732
bol,1977,19999.99955
bol,1981,9999.99978
bol,1984,9999.99978
bol,1988,9999.99978
bol,1998,50000.00075
bol,2001,29999.99933
bol,2003,29999.99933
bol,2010,29999.99933
bol,2011,9999.99978
bol,2012,550000.01192
bol,2013,209999.99344
bol,2014,150000.00596
bol,2015,200000.00298
bol,2016,79999.99821
bol,2017,59999.99866
bol,2018,29999.99933
bol,2019,9999.99978
bra,1977,9999.99978
bra,1978,9999.99978
bra,1979,9999.99978
bra,1980,9999.99978
bra,1981,9999.99978
bra,1982,9999.99978
bra,1983,19999.99955
bra,1984,9999.99978
bra,1985,29999.99933
bra,1986,29999.99933
bra,1987,9999.99978
bra,1988,100000.00149
bra,1989,19999.99955
bra,1990,9999.99978
bra,1991,29999.99933
bra,1992,29999.99933
bra,1993,79999.99821
bra,1994,29999.99933
bra,1998,19999.99955
bra,1999,39999.99911
bra,2000,70000.0003
bra,2001,59999.99866
bra,2002,109999.9994
bra,2003,500000
bra,2004,560000.00238
bra,2005,419999.98689
bra,2006,239999.99464
bra,2007,270000.01073
bra,2008,280000.00119
bra,2009,79999.99821
bra,2010,109999.9994
bra,2011,349999.99404
bra,2012,2660000.08583
bra,2013,779999.97139
bra,2014,360000.01431
bra,2015,670000.01669
bra,2016,270000.01073
bra,2017,189999.99762
bra,2018,239999.99464
bra,2019,239999.99464
brb,1966,9999.99978
brb,1967,9999.99978
brb,1968,9999.99978
brb,1970,9999.99978
brb,1973,9999.99978
brb,1974,9999.99978
brb,1975,19999.99955
brb,1976,29999.99933
brb,1977,29999.99933
brb,1978,79999.99821
brb,1979,70000.0003
brb,1980,29999.99933
brb,1981,9999.99978
brb,1985,9999.99978
brb,1986,9999.99978
brb,1987,9999.99978
brb,1991,59999.99866
brb,1992,19999.99955
brb,1993,19999.99955
brb,1994,59999.99866
brb,2000,19999.99955
brb,2001,29999.99933
brb,2003,9999.99978
brb,2004,50000.00075
brb,2005,19999.99955
brb,2006,109999.9994
brb,2010,239999.99464
brn,1984,50000.00075
brn,1985,200000.00298
brn,1986,180000.00715
brn,1987,230000.00417
brn,1988,349999.99404
brn,1989,189999.99762
brn,1990,230000.00417
brn,1991,300000.01192
brn,1992,330000.01311
brn,1993,79999.99821
brn,1994,159999.99642
brn,1996,29999.99933
brn,2000,259999.99046
brn,2001,70000.0003
brn,2002,1610000.01431
btn,1965,150000.00596
btn,1966,19999.99955
btn,1967,9999.99978
btn,1968,109999.9994
btn,1969,50000.00075
btn,1970,159999.99642
btn,1971,70000.0003
btn,1972,119999.99732
btn,1973,189999.99762
btn,1974,140000.0006
btn,1975,159999.99642
btn,1976,100000.00149
btn,1977,189999.99762
btn,1978,159999.99642
btn,1979,209999.99344
btn,1980,270000.01073
btn,1981,540000.02146
btn,1982,449999.98808
btn,1983,389999.98569
btn,1984,300000.01192
btn,1985,100000.00149
btn,1986,170000.00179
btn,1987,29999.99933
btn,1988,59999.99866
btn,1989,540000.02146
btn,1990,479999.98927
btn,1991,600000.02384
btn,1992,550000.01192
btn,1993,439999.99762
btn,1994,449999.98808
btn,1995,479999.98927
btn,1996,740000.00954
btn,1997,409999.99642
btn,1998,300000.01192
btn,1999,550000.01192
btn,2000,670000.01669
btn,2001,490000.00954
btn,2002,730000.01907
btn,2003,569999.99285
btn,2004,750000
btn,2005,860000.01431
btn,2006,1100000.02384
btn,2007,1269999.98093
btn,2008,2319999.93324
btn,2009,3109999.8951
btn,2010,7550000.19073
btn,2011,7750000
btn,2012,15600000.38147
btn,2013,12060000.41962
btn,2014,11180000.30518
btn,2015,7119999.88556
btn,2016,4099999.90463
btn,2017,8600000.38147
btn,2018,4400000.09537
btn,2019,3400000.09537
bwa,1966,9999.99978
bwa,1967,9999.99978
bwa,1968,19999.99955
bwa,1969,19999.99955
bwa,1970,39999.99911
bwa,1971,19999.99955
bwa,1972,29999.99933
bwa,1973,39999.99911
bwa,1975,19999.99955
bwa,1976,29999.99933
bwa,1977,39999.99911
bwa,1978,90000.00358
bwa,1979,119999.99732
bwa,1980,109999.9994
bwa,1981,79999.99821
bwa,1982,519999.98093
bwa,1983,460000.00834
bwa,1984,519999.98093
bwa,1985,460000.00834
bwa,1986,439999.99762
bwa,1987,519999.98093
bwa,1988,1490000.00954
bwa,1989,4059999.94278
bwa,1990,2579999.92371
bwa,1991,1350000.02384
bwa,1992,1059999.94278
bwa,1993,990000.00954
bwa,1994,1289999.96185
bwa,1995,959999.97854
bwa,1996,589999.97377
bwa,1997,300000.01192
bwa,1998,230000.00417
bwa,1999,9999.99978
bwa,2002,59999.99866
bwa,2003,50000.00075
bwa,2005,699999.98808
bwa,2006,109999.9994
bwa,2007,39999.99911
bwa,2008,219999.99881
bwa,2009,519999.98093
bwa,2010,680000.00715
bwa,2011,2890000.1049
bwa,2012,1509999.99046
bwa,2013,2509999.99046
bwa,2014,1279999.97139
bwa,2015,1149999.97616
bwa,2016,629999.99523
bwa,2017,910000.02623
bwa,2018,1009999.99046
bwa,2019,930000.00715
caf,2007,839999.97377
caf,2010,29999.99933
caf,2011,1210000.03815
caf,2012,330000.01311
caf,2013,270000.01073
caf,2014,3710000.03815
caf,2015,1549999.95232
caf,2016,2869999.88556
caf,2017,50000.00075
caf,2018,3130000.11444
caf,2019,2900000.09537
chl,1971,9999.99978
chl,1972,9999.99978
chl,1975,9999.99978
chl,1976,9999.99978
chl,1977,9999.99978
chl,1978,9999.99978
chl,1980,9999.99978
chl,1981,9999.99978
chl,1982,9999.99978
chl,1983,9999.99978
chl,1984,9999.99978
chl,1985,19999.99955
chl,1986,9999.99978
chl,1987,29999.99933
chl,1988,29999.99933
chl,1989,9999.99978
chl,1990,9999.99978
chl,1991,50000.00075
chl,1992,39999.99911
chl,1993,59999.99866
chl,1994,29999.99933
chl,1996,50000.00075
chl,1997,189999.99762
chl,2000,19999.99955
chl,2001,9999.99978
chl,2003,9999.99978
chl,2004,39999.99911
chl,2005,59999.99866
chl,2006,119999.99732
chl,2007,90000.00358
chl,2008,70000.0003
chl,2009,140000.0006
chl,2010,6059999.94278
chl,2011,850000.02384
chl,2012,2329999.92371
chl,2013,1250000
chl,2014,930000.00715
chl,2015,980000.01907
chl,2016,319999.99285
chl,2017,250000
chn,1979,9999.99978
chn,1980,79999.99821
chn,1981,1399999.97616
chn,1982,3140000.1049
chn,1983,6449999.80927
chn,1984,10829999.92371
chn,1985,17290000.91553
chn,1986,14350000.38147
chn,1987,14270000.45776
chn,1988,20610000.61035
chn,1989,24629999.16077
chn,1990,31479999.54224
chn,1991,40310001.37329
chn,1992,38319999.69482
chn,1993,46430000.30518
chn,1994,75610000.61035
chn,1995,55220001.2207
chn,1996,22870000.83923
chn,1997,35970001.2207
chn,1998,25149999.61853
chn,1999,27110000.61035
chn,2000,29430000.30518
chn,2001,27860000.61035
chn,2002,26409999.84741
chn,2003,31829999.92371
chn,2004,37540000.91553
chn,2005,34750000
chn,2006,34549999.23706
chn,2007,46810001.37329
chn,2008,32110000.61035
chn,2009,29530000.68665
chn,2010,32270000.45776
chn,2011,34560001.37329
chn,2012,32659999.84741
chn,2013,10689999.58038
chn,2014,11960000.03815
chn,2015,7500000
chn,2016,3789999.96185
chn,2017,7610000.13351
chn,2018,4340000.15259
chn,2019,360000.01431
civ,1978,9999.99978
civ,2000,9999.99978
civ,2006,9999.99978
civ,2007,9999.99978
civ,2010,29999.99933
civ,2011,790000.02146
civ,2012,490000.00954
civ,2013,560000.00238
civ,2014,119999.99732
civ,2015,189999.99762
civ,2016,1539999.96185
civ,2017,19999.99955
civ,2018,70000.0003
civ,2019,29999.99933
cmr,1979,9999.99978
cmr,1986,9999.99978
cmr,1996,19999.99955
cmr,2005,9999.99978
cmr,2006,109999.9994
cmr,2009,140000.0006
cmr,2010,319999.99285
cmr,2011,689999.99762
cmr,2012,2650000.09537
cmr,2013,1440000.05722
cmr,2014,829999.98331
cmr,2015,1149999.97616
cmr,2016,349999.99404
cmr,2017,870000.00477
cmr,2018,360000.01431
cmr,2019,289999.99166
cod,1982,3019999.98093
cod,1984,29999.99933
cod,1988,50000.00075
cod,1989,59999.99866
cod,1990,109999.9994
cod,1991,39999.99911
cod,1992,39999.99911
cod,1993,50000.00075
cod,1996,29999.99933
cod,1997,9999.99978
cod,2000,9999.99978
cod,2002,270000.01073
cod,2006,1539999.96185
cod,2007,540000.02146
cod,2008,1500000
cod,2009,6860000.13351
cod,2010,8210000.03815
cod,2011,10430000.30518
cod,2012,2690000.05722
cod,2013,7409999.84741
cod,2014,4619999.88556
cod,2015,519999.98093
cod,2016,4980000.01907
cod,2017,29999.99933
cod,2018,4030000.20981
cod,2019,3750000
cog,1987,9999.99978
cog,1989,19999.99955
cog,1992,19999.99955
cog,1994,9999.99978
cog,1995,9999.99978
cog,2011,250000
cog,2012,550000.01192
cog,2013,569999.99285
cog,2014,159999.99642
cog,2015,100000.00149
cog,2016,39999.99911
col,1985,50000.00075
col,1986,1139999.98569
col,1987,9999.99978
col,1988,9999.99978
col,1994,19999.99955
col,1995,39999.99911
col,1996,9999.99978
col,1997,19999.99955
col,1998,170000.00179
col,1999,379999.99523
col,2000,50000.00075
col,2001,39999.99911
col,2002,19999.99955
col,2003,699999.98808
col,2004,1070000.05245
col,2005,959999.97854
col,2006,270000.01073
col,2007,490000.00954
col,2008,389999.98569
col,2009,59999.99866
col,2010,90000.00358
col,2011,649999.97616
col,2012,2470000.02861
col,2013,1019999.98093
col,2014,589999.97377
col,2015,330000.01311
col,2016,150000.00596
col,2017,180000.00715
col,2018,79999.99821
col,2019,70000.0003
com,1983,990000.00954
com,1984,529999.97139
com,1985,109999.9994
com,1986,349999.99404
com,1987,379999.99523
com,1989,59999.99866
com,1991,550000.01192
com,1992,9999.99978
com,1994,29999.99933
com,1996,90000.00358
com,2009,29999.99933
com,2011,150000.00596
com,2012,460000.00834
com,2013,379999.99523
com,2014,100000.00149
com,2015,100000.00149
com,2016,29999.99933
com,2017,230000.00417
com,2018,109999.9994
com,2019,70000.0003
cpv,2010,200000.00298
cpv,2011,219999.99881
cpv,2012,159999.99642
cpv,2013,409999.99642
cpv,2014,119999.99732
cpv,2015,109999.9994
cpv,2016,50000.00075
cpv,2017,29999.99933
cpv,2018,19999.99955
cpv,2019,29999.99933
cri,1976,9999.99978
cri,1977,9999.99978
cri,1984,19999.99955
cri,1985,9999.99978
cri,1987,9999.99978
cri,1988,19999.99955
cri,1992,19999.99955
cri,1998,29999.99933
cri,2000,19999.99955
cri,2011,19999.99955
cri,2012,1509999.99046
cri,2013,439999.99762
cri,2014,360000.01431
cri,2015,600000.02384
cri,2016,289999.99166
cri,2017,1070000.05245
cri,2018,119999.99732
cri,2019,9999.99978
cub,1987,9999.99978
cub,1993,19999.99955
cub,1994,9999.99978
cub,1995,19999.99955
cub,1996,19999.99955
cub,1998,29999.99933
cub,2001,9999.99978
cub,2011,709999.97854
cub,2012,59999.99866
cub,2013,39999.99911
cub,2014,19999.99955
cub,2016,29999.99933
cub,2017,9999.99978
cub,2018,29999.99933
cym,1982,9999.99978
cyp,1972,9999.99978
cyp,1974,79999.99821
cyp,1975,129999.99523
cyp,1976,59999.99866
cyp,1977,19999.99955
cyp,1978,9999.99978
cyp,1979,9999.99978
cyp,1980,39999.99911
cyp,1981,9999.99978
cyp,1982,19999.99955
cyp,1983,50000.00075
cyp,1984,70000.0003
cyp,1985,29999.99933
cyp,1986,39999.99911
cyp,1989,9999.99978
cyp,1990,19999.99955
cyp,1991,29999.99933
cyp,1993,9999.99978
cyp,1994,9999.99978
cyp,1999,2019999.98093
cyp,2000,1070000.05245
cyp,2001,1070000.05245
cyp,2002,1519999.98093
cyp,2003,810000.00238
cyp,2004,1990000.00954
cze,1991,100000.00149
cze,1992,100000.00149
cze,1993,150000.00596
cze,1994,29999.99933
cze,1995,170000.00179
cze,1996,200000.00298
dji,1981,19999.99955
dji,2011,189999.99762
dji,2012,170000.00179
dji,2013,200000.00298
dji,2014,59999.99866
dji,2015,29999.99933
dji,2016,9999.99978
dji,2017,29999.99933
dji,2018,0
dji,2019,29999.99933
dma,1979,39999.99911
dma,1981,9999.99978
dma,1982,39999.99911
dma,1983,29999.99933
dma,1985,29999.99933
dma,1986,9999.99978
dma,1989,19999.99955
dma,1994,19999.99955
dma,2006,9999.99978
dma,2010,239999.99464
dma,2011,1059999.94278
dma,2012,189999.99762
dma,2013,189999.99762
dma,2014,319999.99285
dma,2015,59999.99866
dma,2016,39999.99911
dma,2017,529999.97139
dma,2018,740000.00954
dma,2019,50000.00075
dom,2011,839999.97377
dom,2012,79999.99821
dom,2013,50000.00075
dom,2014,370000.00477
dom,2015,100000.00149
dom,2016,129999.99523
dom,2017,560000.00238
dom,2018,59999.99866
dom,2019,19999.99955
dza,1978,19999.99955
dza,1979,19999.99955
dza,1980,119999.99732
dza,1981,9999.99978
dza,1982,39999.99911
dza,1983,29999.99933
dza,1985,50000.00075
dza,2011,70000.0003
dza,2012,59999.99866
dza,2013,70000.0003
dza,2014,239999.99464
dza,2015,29999.99933
dza,2016,9999.99978
dza,2017,9999.99978
dza,2018,0
dza,2019,59999.99866
ecu,1983,620000.00477
ecu,1985,140000.0006
ecu,1988,90000.00358
ecu,1989,90000.00358
ecu,1990,19999.99955
ecu,1993,59999.99866
ecu,1994,0
ecu,1995,59999.99866
ecu,2007,29999.99933
ecu,2010,9999.99978
ecu,2011,50000.00075
ecu,2012,430000.00715
ecu,2013,469999.99881
ecu,2014,200000.00298
ecu,2015,270000.01073
ecu,2016,59999.99866
ecu,2017,19999.99955
ecu,2018,100000.00149
ecu,2019,39999.99911
egy,1973,19999.99955
egy,1974,9999.99978
egy,1975,1679999.94755
egy,1976,19999.99955
egy,1977,19999.99955
egy,1978,2660000.08583
egy,1979,3140000.1049
egy,1980,5789999.96185
egy,1981,11170000.07629
egy,1982,1740000.00954
egy,1983,12470000.26703
egy,1984,6670000.07629
egy,1985,389999.98569
egy,1986,6590000.15259
egy,1987,8439999.58038
egy,1988,1529999.97139
egy,1989,9880000.11444
egy,1990,17290000.91553
egy,1991,7329999.92371
egy,1992,4309999.94278
egy,1993,4719999.79019
egy,1994,4440000.05722
egy,1995,5210000.03815
egy,1996,6960000.03815
egy,1997,90000.00358
egy,1998,12729999.54224
egy,1999,4139999.86649
egy,2000,8430000.30518
egy,2001,7000000
egy,2002,3259999.99046
egy,2003,5199999.80927
egy,2004,5460000.03815
egy,2005,6750000
egy,2006,9890000.34332
egy,2007,12590000.15259
egy,2008,7230000.01907
egy,2009,3009999.99046
egy,2010,4219999.79019
egy,2011,8479999.54224
egy,2012,9020000.45776
egy,2013,2630000.11444
egy,2014,2839999.91417
egy,2015,1529999.97139
egy,2016,430000.00715
egy,2017,159999.99642
egy,2018,180000.00715
egy,2019,170000.00179
eri,1993,1580000.04292
eri,1994,4719999.79019
eri,1995,4880000.11444
eri,1996,1700000.04768
eri,1997,1080000.04292
eri,1998,370000.00477
eri,1999,100000.00149
eri,2000,589999.97377
eri,2001,50000.00075
eri,2002,629999.99523
eri,2003,1659999.96662
eri,2004,810000.00238
eri,2005,9999.99978
eri,2006,-750000
eri,2007,50000.00075
eri,2012,300000.01192
eri,2015,29999.99933
eri,2016,29999.99933
eri,2017,0
eri,2018,29999.99933
eri,2019,0
est,1992,29999.99933
est,1993,50000.00075
est,1994,9999.99978
est,1995,70000.0003
est,1996,70000.0003
eth,1969,9999.99978
eth,1970,9999.99978
eth,1971,19999.99955
eth,1972,29999.99933
eth,1973,19999.99955
eth,1974,1220000.02861
eth,1975,540000.02146
eth,1976,29999.99933
eth,1977,850000.02384
eth,1978,1870000.00477
eth,1979,250000
eth,1980,1070000.05245
eth,1981,4440000.05722
eth,1982,6510000.22888
eth,1983,3619999.88556
eth,1984,11939999.58038
eth,1985,8640000.34332
eth,1986,8329999.92371
eth,1987,15649999.61853
eth,1988,7170000.07629
eth,1989,9659999.84741
eth,1990,12520000.45776
eth,1991,9319999.69482
eth,1992,7969999.79019
eth,1993,4989999.77112
eth,1994,7599999.90463
eth,1995,7280000.20981
eth,1996,9229999.54224
eth,1997,4739999.77112
eth,1998,3799999.95232
eth,1999,750000
eth,2000,1919999.95708
eth,2001,1559999.94278
eth,2002,1539999.96185
eth,2003,3119999.88556
eth,2004,1879999.99523
eth,2005,1870000.00477
eth,2006,1340000.03338
eth,2007,1850000.02384
eth,2008,10130000.11444
eth,2009,4159999.84741
eth,2010,2329999.92371
eth,2011,18819999.69482
eth,2012,27920000.07629
eth,2013,13630000.11444
eth,2014,9939999.58038
eth,2015,3880000.11444
eth,2016,5250000
eth,2017,3650000.09537
eth,2018,1600000.02384
eth,2019,1149999.97616
fji,1966,100000.00149
fji,1967,119999.99732
fji,1968,1529999.97139
fji,1969,1789999.96185
fji,1970,850000.02384
fji,1971,1200000.04768
fji,1972,660000.02623
fji,1973,2359999.8951
fji,1974,4530000.20981
fji,1975,4139999.86649
fji,1976,3589999.91417
fji,1977,5099999.90463
fji,1978,8670000.07629
fji,1979,10340000.15259
fji,1980,11199999.80927
fji,1981,11569999.69482
fji,1982,15560000.41962
fji,1983,9569999.69482
fji,1984,9939999.58038
fji,1985,10029999.73297
fji,1986,13750000
fji,1987,11319999.69482
fji,1988,19760000.22888
fji,1989,18680000.30518
fji,1990,19370000.83923
fji,1991,20540000.91553
fji,1992,24610000.61035
fji,1993,15149999.61853
fji,1994,15770000.45776
fji,1995,13970000.26703
fji,1996,12539999.96185
fji,1997,13899999.61853
fji,1998,11159999.84741
fji,1999,11010000.22888
fji,2000,10710000.03815
fji,2001,8520000.45776
fji,2002,8640000.34332
fji,2003,12930000.30518
fji,2004,15770000.45776
fji,2005,20459999.08447
fji,2006,21870000.83923
fji,2007,18610000.61035
fji,2008,18309999.46594
fji,2009,20069999.69482
fji,2010,33720001.2207
fji,2011,36580001.83105
fji,2012,57040000.91553
fji,2013,47259998.32153
fji,2014,49680000.30518
fji,2015,42750000
fji,2016,57630001.06812
fji,2017,46889999.38965
fji,2018,47069999.69482
fji,2019,41540000.91553
fsm,1993,879999.99523
fsm,1994,1169999.95708
fsm,1995,1399999.97616
fsm,1996,990000.00954
fsm,1997,800000.01192
fsm,1998,810000.00238
fsm,1999,629999.99523
fsm,2000,779999.97139
fsm,2001,670000.01669
fsm,2002,1230000.01907
fsm,2003,1090000.03338
fsm,2004,1600000.02384
fsm,2005,1750000
fsm,2006,1809999.94278
fsm,2007,1090000.03338
fsm,2008,1299999.95232
fsm,2009,2109999.8951
fsm,2010,1440000.05722
fsm,2011,2049999.95232
fsm,2012,7659999.84741
fsm,2013,3720000.02861
fsm,2014,3660000.08583
fsm,2015,2829999.92371
fsm,2016,1240000.00954
fsm,2017,13630000.11444
fsm,2018,2799999.95232
fsm,2019,4170000.07629
gab,2011,79999.99821
gab,2012,29999.99933
gab,2013,159999.99642
gab,2014,9999.99978
gab,2015,19999.99955
gab,2016,0
geo,1993,9999.99978
geo,1994,9999.99978
geo,1996,0
geo,2014,9999.99978
geo,2018,9999.99978
gha,1965,70000.0003
gha,1966,109999.9994
gha,1967,129999.99523
gha,1968,119999.99732
gha,1969,119999.99732
gha,1970,140000.0006
gha,1971,159999.99642
gha,1972,159999.99642
gha,1973,200000.00298
gha,1974,230000.00417
gha,1975,259999.99046
gha,1976,699999.98808
gha,1977,1490000.00954
gha,1978,1309999.94278
gha,1979,1919999.95708
gha,1980,649999.97616
gha,1981,720000.02861
gha,1982,519999.98093
gha,1983,1769999.98093
gha,1984,1909999.96662
gha,1985,330000.01311
gha,1986,389999.98569
gha,1987,250000
gha,1988,670000.01669
gha,1989,680000.00715
gha,1990,790000.02146
gha,1991,600000.02384
gha,1992,400000.00596
gha,1993,360000.01431
gha,1994,370000.00477
gha,1995,239999.99464
gha,1996,170000.00179
gha,1997,50000.00075
gha,1998,50000.00075
gha,1999,180000.00715
gha,2000,200000.00298
gha,2001,59999.99866
gha,2002,50000.00075
gha,2003,59999.99866
gha,2004,259999.99046
gha,2005,200000.00298
gha,2006,189999.99762
gha,2007,349999.99404
gha,2008,159999.99642
gha,2009,469999.99881
gha,2010,519999.98093
gha,2011,3309999.94278
gha,2012,5309999.94278
gha,2013,8000000
gha,2014,3089999.91417
gha,2015,2980000.01907
gha,2016,1169999.95708
gha,2017,2410000.08583
gha,2018,1730000.01907
gha,2019,1419999.95708
gin,1989,29999.99933
gin,2004,219999.99881
gin,2011,200000.00298
gin,2012,239999.99464
gin,2013,289999.99166
