geo,time,dc_dac_ausl_cd
mex,1978,19999.99955
mex,1979,19999.99955
mex,1981,19999.99955
mex,1982,39999.99911
mex,1983,79999.99821
mex,1984,90000.00358
mex,1985,899999.97616
mex,1986,109999.9994
mex,1987,109999.9994
mex,1988,180000.00715
mex,1989,159999.99642
mex,1990,59999.99866
mex,1991,100000.00149
mex,1992,100000.00149
mex,1993,100000.00149
mex,1994,119999.99732
mex,1999,59999.99866
mex,2000,29999.99933
mex,2001,29999.99933
mex,2002,9999.99978
mex,2004,70000.0003
mex,2005,39999.99911
mex,2006,59999.99866
mex,2007,29999.99933
mex,2008,129999.99523
mex,2009,170000.00179
mex,2010,419999.98689
mex,2011,1330000.04292
mex,2012,2950000.04768
mex,2013,1909999.96662
mex,2014,1769999.98093
mex,2015,1120000.00477
mex,2016,409999.99642
mex,2017,689999.99762
mex,2018,209999.99344
mex,2019,439999.99762
mhl,1993,389999.98569
mhl,1994,449999.98808
mhl,1995,239999.99464
mhl,1996,479999.98927
mhl,1997,639999.98569
mhl,1998,289999.99166
mhl,1999,370000.00477
mhl,2000,550000.01192
mhl,2001,550000.01192
mhl,2002,680000.00715
mhl,2003,660000.02623
mhl,2004,930000.00715
mhl,2005,949999.98808
mhl,2006,810000.00238
mhl,2007,660000.02623
mhl,2008,529999.97139
mhl,2009,1629999.99523
mhl,2010,1659999.96662
mhl,2011,2599999.90463
mhl,2012,8109999.65668
mhl,2013,4809999.94278
mhl,2014,2910000.08583
mhl,2015,3579999.92371
mhl,2016,1340000.03338
mhl,2017,9579999.92371
mhl,2018,810000.00238
mhl,2019,2049999.95232
mkd,1994,0
mkd,1996,29999.99933
mkd,2011,9999.99978
mkd,2012,9999.99978
mkd,2014,0
mkd,2015,9999.99978
mkd,2016,9999.99978
mkd,2017,0
mkd,2018,9999.99978
mkd,2019,9999.99978
mli,1984,289999.99166
mli,1986,19999.99955
mli,1989,19999.99955
mli,1990,39999.99911
mli,2000,39999.99911
mli,2010,9999.99978
mli,2011,899999.97616
mli,2012,9920000.07629
mli,2013,6019999.98093
mli,2014,300000.01192
mli,2015,219999.99881
mli,2016,3359999.8951
mli,2017,50000.00075
mli,2018,3559999.94278
mli,2019,3619999.88556
mlt,1967,9999.99978
mlt,1975,9999.99978
mlt,1976,9999.99978
mlt,1977,9999.99978
mlt,1978,19999.99955
mlt,1979,9999.99978
mlt,1980,819999.99285
mlt,1981,259999.99046
mlt,1982,159999.99642
mlt,1983,250000
mlt,1984,29999.99933
mlt,1985,29999.99933
mlt,1986,19999.99955
mlt,1988,9999.99978
mlt,1989,19999.99955
mlt,1990,19999.99955
mlt,1991,29999.99933
mlt,1993,50000.00075
mlt,1994,19999.99955
mmr,1965,1059999.94278
mmr,1966,730000.01907
mmr,1967,500000
mmr,1968,1320000.05245
mmr,1969,1200000.04768
mmr,1970,550000.01192
mmr,1971,1230000.01907
mmr,1972,1450000.04768
mmr,1973,1100000.02384
mmr,1974,4039999.96185
mmr,1975,3000000
mmr,1976,2789999.96185
mmr,1977,2109999.8951
mmr,1978,6710000.03815
mmr,1979,7349999.90463
mmr,1980,14439999.58038
mmr,1981,6260000.22888
mmr,1982,17159999.84741
mmr,1983,6670000.07629
mmr,1984,8189999.58038
mmr,1985,7699999.80927
mmr,1986,7920000.07629
mmr,1987,8310000.41962
mmr,1988,8220000.26703
mmr,1989,4150000.09537
mmr,1990,2190000.05722
mmr,1991,620000.00477
mmr,1992,509999.99046
mmr,1993,159999.99642
mmr,1994,409999.99642
mmr,1995,1940000.05722
mmr,1996,1480000.01907
mmr,1997,1690000.05722
mmr,1998,1809999.94278
mmr,1999,1870000.00477
mmr,2000,2349999.90463
mmr,2001,2630000.11444
mmr,2002,2730000.01907
mmr,2003,5369999.88556
mmr,2004,10449999.80927
mmr,2005,10960000.03815
mmr,2006,6469999.79019
mmr,2007,12939999.58038
mmr,2008,47139999.38965
mmr,2009,17889999.38965
mmr,2010,44400001.52588
mmr,2011,44430000.30518
mmr,2012,57729999.54224
mmr,2013,70010002.13623
mmr,2014,89000000
mmr,2015,55430000.30518
mmr,2016,46470001.2207
mmr,2017,68239997.86377
mmr,2018,49630001.06812
mmr,2019,57490001.67847
mne,2011,9999.99978
mne,2012,9999.99978
mne,2014,0
mne,2015,9999.99978
mne,2016,19999.99955
mne,2019,9999.99978
mng,1991,29999.99933
mng,1992,19999.99955
mng,1993,509999.99046
mng,1994,680000.00715
mng,1995,1110000.01431
mng,1996,2349999.90463
mng,1997,1700000.04768
mng,1998,1509999.99046
mng,1999,1399999.97616
mng,2000,1440000.05722
mng,2001,1509999.99046
mng,2002,2180000.06676
mng,2003,1409999.96662
mng,2004,1429999.94755
mng,2005,1519999.98093
mng,2006,1980000.01907
mng,2007,2960000.03815
mng,2008,1740000.00954
mng,2009,7650000.09537
mng,2010,6639999.86649
mng,2011,7420000.07629
mng,2012,13539999.96185
mng,2013,14920000.07629
mng,2014,13850000.38147
mng,2015,10409999.84741
mng,2016,5849999.90463
mng,2017,8050000.19073
mng,2018,7039999.96185
mng,2019,6190000.05722
mnp,1977,9999.99978
mnp,1978,29999.99933
mnp,1979,19999.99955
mnp,1980,19999.99955
mnp,1981,29999.99933
mnp,1982,9999.99978
mnp,1983,19999.99955
mnp,1984,79999.99821
mnp,1985,180000.00715
mnp,1986,250000
mnp,1987,230000.00417
mnp,1988,400000.00596
mnp,1989,779999.97139
mnp,1990,1100000.02384
mnp,1991,1629999.99523
mnp,1992,1600000.02384
mnp,1993,209999.99344
mnp,1994,0
moz,1975,310000.00238
moz,1976,100000.00149
moz,1977,1100000.02384
moz,1979,370000.00477
moz,1982,750000
moz,1983,3720000.02861
moz,1984,2150000.09537
moz,1985,1389999.98569
moz,1986,3269999.98093
moz,1987,4739999.77112
moz,1988,10960000.03815
moz,1989,12039999.96185
moz,1990,8149999.61853
moz,1991,7550000.19073
moz,1992,12720000.26703
moz,1993,8930000.30518
moz,1994,12630000.11444
moz,1995,11640000.34332
moz,1996,6619999.88556
moz,1997,6989999.77112
moz,1998,5769999.98093
moz,1999,9810000.41962
moz,2000,9479999.54224
moz,2001,5800000.19073
moz,2002,6829999.92371
moz,2003,4590000.15259
moz,2004,2019999.98093
moz,2005,689999.99762
moz,2006,1710000.03815
moz,2007,2829999.92371
moz,2008,2920000.07629
moz,2009,4559999.94278
moz,2010,20879999.16077
moz,2011,6730000.01907
moz,2012,16090000.15259
moz,2013,11079999.92371
moz,2014,4440000.05722
moz,2015,3380000.11444
moz,2016,2170000.07629
moz,2017,9840000.15259
moz,2018,1580000.04292
moz,2019,1659999.96662
mrt,1977,19999.99955
mrt,1985,39999.99911
mrt,1993,29999.99933
mrt,1994,119999.99732
mrt,1995,79999.99821
mrt,2000,230000.00417
mrt,2011,79999.99821
mrt,2012,579999.98331
mrt,2013,70000.0003
mrt,2014,29999.99933
mrt,2015,50000.00075
mrt,2016,9999.99978
mrt,2017,109999.9994
mrt,2018,0
mus,1965,9999.99978
mus,1966,29999.99933
mus,1967,19999.99955
mus,1968,9999.99978
mus,1969,19999.99955
mus,1970,39999.99911
mus,1971,209999.99344
mus,1972,300000.01192
mus,1973,490000.00954
mus,1974,980000.01907
mus,1975,1940000.05722
mus,1976,59999.99866
mus,1977,709999.97854
mus,1978,750000
mus,1979,1159999.96662
mus,1980,3940000.05722
mus,1981,1179999.94755
mus,1982,2099999.90463
mus,1983,3289999.96185
mus,1984,1750000
mus,1985,1820000.05245
mus,1986,1990000.00954
mus,1987,1610000.01431
mus,1988,3119999.88556
mus,1989,3509999.99046
mus,1990,4150000.09537
mus,1991,2569999.93324
mus,1992,3970000.02861
mus,1993,2529999.97139
mus,1994,2140000.1049
mus,1995,2099999.90463
mus,1996,2049999.95232
mus,1997,1669999.95708
mus,1998,879999.99523
mus,1999,699999.98808
mus,2000,289999.99166
mus,2001,239999.99464
mus,2002,140000.0006
mus,2004,19999.99955
mus,2005,39999.99911
mus,2006,90000.00358
mus,2008,129999.99523
mus,2009,209999.99344
mus,2010,129999.99523
mus,2011,1000000
mus,2012,639999.98569
mus,2013,1649999.97616
mus,2014,509999.99046
mus,2015,589999.97377
mus,2016,660000.02623
mus,2017,2940000.05722
mus,2018,579999.98331
mus,2019,500000
mwi,1965,39999.99911
mwi,1966,59999.99866
mwi,1967,50000.00075
mwi,1968,59999.99866
mwi,1969,59999.99866
mwi,1970,109999.9994
mwi,1971,129999.99523
mwi,1972,109999.9994
mwi,1973,100000.00149
mwi,1974,90000.00358
mwi,1975,90000.00358
mwi,1976,50000.00075
mwi,1977,109999.9994
mwi,1978,79999.99821
mwi,1979,100000.00149
mwi,1980,70000.0003
mwi,1981,29999.99933
mwi,1982,150000.00596
mwi,1983,239999.99464
mwi,1984,270000.01073
mwi,1985,449999.98808
mwi,1986,379999.99523
mwi,1987,129999.99523
mwi,1988,419999.98689
mwi,1989,6619999.88556
mwi,1990,5150000.09537
mwi,1991,3309999.94278
mwi,1992,3180000.06676
mwi,1993,1690000.05722
mwi,1994,1429999.94755
mwi,1995,790000.02146
mwi,1996,610000.01431
mwi,1997,699999.98808
mwi,1998,699999.98808
mwi,1999,119999.99732
mwi,2000,699999.98808
mwi,2001,550000.01192
mwi,2002,1240000.00954
mwi,2003,1100000.02384
mwi,2004,939999.99762
mwi,2005,270000.01073
mwi,2006,2859999.8951
mwi,2007,2240000.00954
mwi,2008,1840000.03338
mwi,2009,4389999.86649
mwi,2010,3940000.05722
mwi,2011,6809999.94278
mwi,2012,7190000.05722
mwi,2013,22510000.22888
mwi,2014,5619999.88556
mwi,2015,5440000.05722
mwi,2016,3019999.98093
mwi,2017,4070000.17166
mwi,2018,1899999.97616
mwi,2019,1409999.96662
mys,1965,2650000.09537
mys,1966,2319999.93324
mys,1967,2700000.04768
mys,1968,4329999.92371
mys,1969,2789999.96185
mys,1970,3380000.11444
mys,1971,3630000.11444
mys,1972,3410000.08583
mys,1973,4539999.96185
mys,1974,4050000.19073
mys,1975,6099999.90463
mys,1976,4409999.84741
mys,1977,5210000.03815
mys,1978,6659999.84741
mys,1979,5170000.07629
mys,1980,7320000.17166
mys,1981,8529999.73297
mys,1982,8390000.34332
mys,1983,7070000.17166
mys,1984,29030000.68665
mys,1985,46060001.37329
mys,1986,40799999.23706
mys,1987,38580001.83105
mys,1988,37139999.38965
mys,1989,21360000.61035
mys,1990,26909999.84741
mys,1991,24110000.61035
mys,1992,20040000.91553
mys,1993,25309999.46594
mys,1994,18860000.61035
mys,1995,22809999.46594
mys,1996,5869999.88556
mys,1997,2849999.90463
mys,1998,1720000.02861
mys,1999,819999.99285
mys,2000,2849999.90463
mys,2001,629999.99523
mys,2002,300000.01192
mys,2003,1440000.05722
mys,2004,2190000.05722
mys,2005,879999.99523
mys,2006,639999.98569
mys,2007,1240000.00954
mys,2008,1240000.00954
mys,2009,1460000.03815
mys,2010,2259999.99046
mys,2011,3539999.96185
mys,2012,3539999.96185
mys,2013,2410000.08583
mys,2014,2099999.90463
mys,2015,2079999.92371
mys,2016,1220000.02861
mys,2017,1039999.96185
mys,2018,990000.00954
mys,2019,2460000.03815
nam,1985,29999.99933
nam,1986,50000.00075
nam,1987,9999.99978
nam,1988,129999.99523
nam,1989,370000.00477
nam,1990,980000.01907
nam,1991,310000.00238
nam,1992,1179999.94755
nam,1993,1120000.00477
nam,1994,1139999.98569
nam,1995,1500000
nam,1996,1149999.97616
nam,1997,720000.02861
nam,1998,389999.98569
nam,1999,170000.00179
nam,2000,100000.00149
nam,2001,100000.00149
nam,2002,140000.0006
nam,2003,150000.00596
nam,2004,100000.00149
nam,2005,9999.99978
nam,2006,100000.00149
nam,2007,59999.99866
nam,2008,150000.00596
nam,2009,250000
nam,2010,90000.00358
nam,2011,1200000.04768
nam,2012,879999.99523
nam,2013,1340000.03338
nam,2014,889999.98569
nam,2015,409999.99642
nam,2016,259999.99046
nam,2017,519999.98093
nam,2018,300000.01192
nam,2019,330000.01311
ncl,1977,19999.99955
ncl,1984,29999.99933
ncl,1985,39999.99911
ncl,1986,119999.99732
ncl,1987,59999.99866
ncl,1988,39999.99911
ncl,1989,239999.99464
ncl,1990,490000.00954
ncl,1991,1029999.97139
ncl,1992,899999.97616
ncl,1993,899999.97616
ncl,1994,870000.00477
ncl,1995,860000.01431
ncl,1996,1000000
ncl,1997,879999.99523
ncl,1998,709999.97854
ncl,1999,639999.98569
ncl,2004,19999.99955
ner,1989,39999.99911
ner,1995,39999.99911
ner,1999,70000.0003
ner,2000,90000.00358
ner,2006,79999.99821
ner,2007,100000.00149
ner,2009,159999.99642
ner,2010,379999.99523
ner,2011,3750000
ner,2012,16170000.07629
ner,2013,4469999.79019
ner,2014,330000.01311
ner,2015,270000.01073
ner,2016,259999.99046
ner,2017,39999.99911
ner,2018,19999.99955
ner,2019,50000.00075
nga,1965,180000.00715
nga,1966,200000.00298
nga,1967,170000.00179
nga,1968,340000.00358
nga,1969,90000.00358
nga,1970,439999.99762
nga,1971,129999.99523
nga,1972,159999.99642
nga,1973,259999.99046
nga,1974,209999.99344
nga,1975,209999.99344
nga,1976,170000.00179
nga,1977,219999.99881
nga,1978,219999.99881
nga,1979,259999.99046
nga,1980,340000.00358
nga,1981,180000.00715
nga,1982,219999.99881
nga,1983,519999.98093
nga,1984,469999.99881
nga,1985,430000.00715
nga,1986,330000.01311
nga,1987,250000
nga,1988,670000.01669
nga,1989,490000.00954
nga,1990,1309999.94278
nga,1991,2519999.98093
nga,1992,1580000.04292
nga,1993,959999.97854
nga,1994,1039999.96185
nga,1995,620000.00477
nga,1996,500000
nga,1997,250000
nga,1998,119999.99732
nga,1999,59999.99866
nga,2000,129999.99523
nga,2001,39999.99911
nga,2004,250000
nga,2005,19999.99955
nga,2006,300000.01192
nga,2007,740000.00954
nga,2008,119999.99732
nga,2009,340000.00358
nga,2010,400000.00596
nga,2011,3309999.94278
nga,2012,5000000
nga,2013,3670000.07629
nga,2014,2380000.11444
nga,2015,2089999.91417
nga,2016,1679999.94755
nga,2017,8779999.73297
nga,2018,1460000.03815
nga,2019,1399999.97616
nic,1973,29999.99933
nic,1984,79999.99821
nic,1985,50000.00075
nic,1986,79999.99821
nic,1987,29999.99933
nic,1988,109999.9994
nic,1989,140000.0006
nic,1990,90000.00358
nic,1991,90000.00358
nic,1992,50000.00075
nic,1993,180000.00715
nic,1994,219999.99881
nic,1995,9999.99978
nic,2001,109999.9994
nic,2002,109999.9994
nic,2004,3809999.94278
nic,2010,959999.97854
nic,2011,50000.00075
nic,2012,709999.97854
nic,2013,899999.97616
nic,2014,140000.0006
nic,2015,230000.00417
nic,2016,150000.00596
nic,2017,19999.99955
nic,2018,70000.0003
nic,2019,0
npl,1965,50000.00075
npl,1966,59999.99866
npl,1967,79999.99821
npl,1968,180000.00715
npl,1969,200000.00298
npl,1970,709999.97854
npl,1971,939999.99762
npl,1972,759999.99046
npl,1973,460000.00834
npl,1974,340000.00358
npl,1975,509999.99046
npl,1976,469999.99881
npl,1977,829999.98331
npl,1978,839999.97377
npl,1979,899999.97616
npl,1980,1399999.97616
npl,1981,1740000.00954
npl,1982,2009999.99046
npl,1983,1549999.95232
npl,1984,1929999.94755
npl,1985,1460000.03815
npl,1986,1379999.99523
npl,1987,2799999.95232
npl,1988,3400000.09537
npl,1989,3599999.90463
npl,1990,1230000.01907
npl,1991,2490000.00954
npl,1992,2869999.88556
npl,1993,6510000.22888
npl,1994,4320000.17166
npl,1995,5420000.07629
npl,1996,4969999.79019
npl,1997,6260000.22888
npl,1998,4269999.98093
npl,1999,4409999.84741
npl,2000,4059999.94278
npl,2001,4530000.20981
npl,2002,3480000.01907
npl,2003,3240000.00954
npl,2004,3759999.99046
npl,2005,3119999.88556
npl,2006,2390000.1049
npl,2007,4900000.09537
npl,2008,5389999.86649
npl,2009,8069999.69482
npl,2010,23559999.46594
npl,2011,28450000.76294
npl,2012,43599998.47412
npl,2013,33049999.23706
npl,2014,13609999.65668
npl,2015,36310001.37329
npl,2016,16489999.77112
npl,2017,19319999.69482
npl,2018,13800000.19073
npl,2019,11779999.73297
nru,1975,9999.99978
nru,1977,9999.99978
nru,1979,9999.99978
nru,1980,29999.99933
nru,1982,9999.99978
nru,1983,9999.99978
nru,1984,19999.99955
nru,1985,50000.00075
nru,1986,39999.99911
nru,1987,50000.00075
nru,1988,150000.00596
nru,1989,39999.99911
nru,1990,129999.99523
nru,1991,310000.00238
nru,1992,189999.99762
nru,1993,170000.00179
nru,1994,2349999.90463
nru,1995,1840000.03338
nru,1996,2369999.88556
nru,1997,2170000.07629
nru,1998,1799999.95232
nru,1999,2029999.97139
nru,2000,1659999.96662
nru,2001,7019999.98093
nru,2002,11369999.88556
nru,2003,15760000.22888
nru,2004,13319999.69482
nru,2005,7260000.22888
nru,2006,16569999.69482
nru,2007,21639999.38965
nru,2008,26760000.22888
nru,2009,18309999.46594
nru,2010,23329999.92371
nru,2011,33830001.83105
nru,2012,23299999.23706
nru,2013,24780000.68665
nru,2014,15399999.61853
nru,2015,23430000.30518
nru,2016,14250000
nru,2017,21350000.38147
nru,2018,23290000.91553
nru,2019,17840000.15259
omn,1990,19999.99955
omn,2003,189999.99762
omn,2004,439999.99762
omn,2005,180000.00715
omn,2008,39999.99911
pak,1965,1710000.03815
pak,1966,2049999.95232
pak,1967,1370000.00477
pak,1968,1970000.02861
pak,1969,1970000.02861
pak,1970,2079999.92371
pak,1971,1269999.98093
pak,1972,1610000.01431
pak,1973,2549999.95232
pak,1974,9090000.15259
pak,1975,4130000.11444
pak,1976,5230000.01907
pak,1977,3109999.8951
pak,1978,3549999.95232
pak,1979,5630000.11444
pak,1980,6570000.17166
pak,1981,17170000.07629
pak,1982,4630000.11444
pak,1983,6690000.05722
pak,1984,759999.99046
pak,1985,3619999.88556
pak,1986,540000.02146
pak,1987,579999.98331
pak,1988,750000
pak,1989,5440000.05722
pak,1990,8250000
pak,1991,4940000.05722
pak,1992,3480000.01907
pak,1993,3769999.98093
pak,1994,5769999.98093
pak,1995,4449999.80927
pak,1996,4030000.20981
pak,1997,1809999.94278
pak,1998,1840000.03338
pak,1999,2009999.99046
pak,2000,2019999.98093
pak,2001,2160000.08583
pak,2002,1529999.97139
pak,2003,3259999.99046
pak,2004,4820000.17166
pak,2005,17309999.46594
pak,2006,29399999.61853
pak,2007,9699999.80927
pak,2008,27129999.16077
pak,2009,42209999.08447
pak,2010,113489997.86377
pak,2011,74489997.86377
pak,2012,87970001.2207
pak,2013,63069999.69482
pak,2014,74589996.33789
pak,2015,52830001.83105
pak,2016,30329999.92371
pak,2017,41319999.69482
pak,2018,44090000.15259
pak,2019,18950000.76294
pan,1988,9999.99978
pan,1991,29999.99933
pan,2011,9999.99978
pan,2012,70000.0003
pan,2013,70000.0003
pan,2014,70000.0003
pan,2015,209999.99344
pan,2016,39999.99911
pan,2017,109999.9994
pan,2018,19999.99955
pan,2019,9999.99978
per,1970,39999.99911
per,1977,9999.99978
per,1978,19999.99955
per,1979,19999.99955
per,1980,19999.99955
per,1981,19999.99955
per,1982,19999.99955
per,1983,19999.99955
per,1984,9999.99978
per,1985,9999.99978
per,1986,19999.99955
per,1989,19999.99955
per,1993,79999.99821
per,1994,79999.99821
per,1995,79999.99821
per,1998,39999.99911
per,2000,100000.00149
per,2001,19999.99955
per,2006,180000.00715
per,2007,239999.99464
per,2008,29999.99933
per,2009,70000.0003
per,2010,1899999.97616
per,2011,730000.01907
per,2012,1759999.99046
per,2013,2859999.8951
per,2014,1659999.96662
per,2015,1389999.98569
per,2016,660000.02623
per,2017,349999.99404
per,2018,180000.00715
per,2019,360000.01431
phl,1965,180000.00715
phl,1966,330000.01311
phl,1967,250000
phl,1968,1070000.05245
phl,1969,1080000.04292
phl,1970,159999.99642
phl,1971,170000.00179
phl,1972,1679999.94755
phl,1973,1340000.03338
phl,1974,5539999.96185
phl,1975,8109999.65668
phl,1976,5449999.80927
phl,1977,7920000.07629
phl,1978,7190000.05722
phl,1979,7610000.13351
phl,1980,9829999.92371
phl,1981,15800000.19073
phl,1982,15590000.15259
phl,1983,14920000.07629
phl,1984,15689999.58038
phl,1985,13789999.96185
phl,1986,11560000.41962
phl,1987,16329999.92371
phl,1988,30350000.38147
phl,1989,21909999.84741
phl,1990,28639999.38965
phl,1991,37459999.08447
phl,1992,36060001.37329
phl,1993,28469999.31335
phl,1994,33799999.23706
phl,1995,56020000.45776
phl,1996,55860000.61035
phl,1997,42930000.30518
phl,1998,44959999.08447
phl,1999,29200000.76294
phl,2000,35139999.38965
phl,2001,32240001.67847
phl,2002,31700000.76294
phl,2003,32080001.83105
phl,2004,33630001.06812
phl,2005,43099998.47412
phl,2006,52180000.30518
phl,2007,67610000.61035
phl,2008,74279998.7793
phl,2009,94769996.64307
phl,2010,106169998.16894
phl,2011,114379997.25342
phl,2012,173610000.61035
phl,2013,143300003.05176
phl,2014,132050003.05176
phl,2015,92500000
phl,2016,53830001.83105
phl,2017,53930000.30518
phl,2018,53619998.93188
phl,2019,50990001.67847
plw,1994,259999.99046
plw,1995,170000.00179
plw,1996,230000.00417
plw,1997,310000.00238
plw,1998,170000.00179
plw,1999,189999.99762
plw,2000,219999.99881
plw,2001,270000.01073
plw,2002,180000.00715
plw,2003,500000
plw,2004,759999.99046
plw,2005,870000.00477
plw,2006,519999.98093
plw,2007,579999.98331
plw,2008,289999.99166
plw,2009,1009999.99046
plw,2010,740000.00954
plw,2011,1570000.05245
plw,2012,6559999.94278
plw,2013,4420000.07629
plw,2014,3259999.99046
plw,2015,2019999.98093
plw,2016,1220000.02861
plw,2017,1490000.00954
plw,2018,1200000.04768
plw,2019,2200000.04768
png,1965,82510002.13623
png,1966,85550003.05176
png,1967,98209999.08447
png,1968,110209999.08447
png,1969,118180000.30518
png,1970,146220001.2207
png,1971,139889999.38965
png,1972,189229995.72754
png,1973,192639999.38965
png,1974,254149993.89648
png,1975,294220001.2207
png,1976,223460006.71387
png,1977,239869995.11719
png,1978,266880004.88281
png,1979,260250000
png,1980,276010009.76562
png,1981,285339996.33789
png,1982,263450012.20703
png,1983,264200012.20703
png,1984,275160003.66211
png,1985,226850006.10352
png,1986,222320007.32422
png,1987,217179992.67578
png,1988,240860000.61035
png,1989,253990005.49316
png,1990,262239990.23438
png,1991,262320007.32422
png,1992,242809997.55859
png,1993,221809997.55859
png,1994,234589996.33789
png,1995,238630004.88281
png,1996,243589996.33789
png,1997,228300003.05176
png,1998,250979995.72754
png,1999,155460006.71387
png,2000,198210006.71387
png,2001,158220001.2207
png,2002,180389999.38965
png,2003,208880004.88281
png,2004,242309997.55859
png,2005,233710006.71387
png,2006,242169998.16895
png,2007,281350006.10352
png,2008,321299987.79297
png,2009,301850006.10352
png,2010,386940002.44141
png,2011,510899993.89648
png,2012,498570007.32422
png,2013,474250000
png,2014,418309997.55859
png,2015,416450012.20703
png,2016,338529998.7793
png,2017,381459991.45508
png,2018,418600006.10352
png,2019,415170013.42773
pol,1991,100000.00149
pol,1992,300000.01192
pol,1993,259999.99046
pol,1994,50000.00075
pol,1995,219999.99881
pol,1996,159999.99642
prk,1993,19999.99955
prk,1996,430000.00715
prk,1997,5969999.79019
prk,1998,2519999.98093
prk,1999,3970000.02861
prk,2000,7090000.15259
prk,2001,4550000.19073
prk,2002,2029999.97139
prk,2003,2099999.90463
prk,2004,3259999.99046
prk,2005,4630000.11444
prk,2006,2710000.03815
prk,2007,5550000.19073
prk,2008,5300000.19073
prk,2009,2549999.95232
prk,2010,230000.00417
prk,2011,6710000.03815
prk,2012,2069999.93324
prk,2013,90000.00358
prk,2014,2759999.99046
prk,2015,4510000.22888
pry,2001,19999.99955
pry,2011,1669999.95708
pry,2012,620000.00477
pry,2013,379999.99523
pry,2014,159999.99642
pry,2015,319999.99285
pry,2016,109999.9994
pry,2017,50000.00075
pry,2018,70000.0003
pry,2019,9999.99978
pse,1994,119999.99732
pse,1995,1279999.97139
pse,1996,1779999.97139
pse,1997,1590000.03338
pse,1998,1190000.05722
pse,1999,990000.00954
pse,2000,2400000.09537
pse,2001,750000
pse,2002,3509999.99046
pse,2003,3259999.99046
pse,2004,2970000.02861
pse,2005,8560000.41962
pse,2006,289999.99166
pse,2007,11680000.30518
pse,2008,26819999.69482
pse,2009,28260000.22888
pse,2010,38099998.47412
pse,2011,38500000
pse,2012,37279998.7793
pse,2013,30489999.77112
pse,2014,59860000.61035
pse,2015,28909999.84741
pse,2016,30530000.68665
pse,2017,36990001.67847
pse,2018,27850000.38147
pse,2019,28700000.76294
pyf,1983,90000.00358
pyf,1984,9999.99978
pyf,1985,119999.99732
pyf,1987,39999.99911
pyf,1988,200000.00298
pyf,1990,9999.99978
pyf,1992,9999.99978
pyf,1993,100000.00149
pyf,1994,230000.00417
pyf,1995,319999.99285
pyf,1996,360000.01431
pyf,1997,379999.99523
pyf,1998,370000.00477
pyf,1999,330000.01311
rou,1991,50000.00075
rou,1992,280000.00119
rou,1993,230000.00417
rou,1994,19999.99955
rou,1995,159999.99642
rou,1996,150000.00596
rus,1991,140000.0006
rus,1992,419999.98689
rus,1993,750000
rus,1994,119999.99732
rus,1995,750000
rus,1996,4800000.19073
rus,2004,9999.99978
rwa,1983,39999.99911
rwa,1994,7670000.07629
rwa,1995,479999.98927
rwa,1996,5440000.05722
rwa,1997,3180000.06676
rwa,1998,1570000.05245
rwa,1999,19999.99955
rwa,2000,19999.99955
rwa,2006,70000.0003
rwa,2007,460000.00834
rwa,2008,250000
rwa,2009,289999.99166
rwa,2010,460000.00834
rwa,2011,2079999.92371
rwa,2012,1720000.02861
rwa,2013,4420000.07629
rwa,2014,1399999.97616
rwa,2015,1549999.95232
rwa,2016,660000.02623
rwa,2017,9439999.58038
rwa,2018,939999.99762
rwa,2019,660000.02623
sau,1982,9999.99978
sau,1987,19999.99955
sau,1988,9999.99978
sau,1989,9999.99978
sau,1990,19999.99955
sau,1991,200000.00298
sau,1992,9999.99978
sdn,1965,19999.99955
sdn,1966,9999.99978
sdn,1970,9999.99978
sdn,1971,19999.99955
sdn,1972,19999.99955
sdn,1973,9999.99978
sdn,1974,29999.99933
sdn,1975,879999.99523
sdn,1976,29999.99933
sdn,1977,50000.00075
sdn,1978,759999.99046
sdn,1979,1259999.99046
sdn,1980,1889999.98569
sdn,1981,5519999.98093
sdn,1982,5030000.20981
sdn,1983,3160000.08583
sdn,1984,219999.99881
sdn,1985,1509999.99046
sdn,1986,100000.00149
sdn,1987,59999.99866
sdn,1988,970000.02861
sdn,1989,2289999.96185
sdn,1990,519999.98093
sdn,1991,2349999.90463
sdn,1992,1700000.04768
sdn,1993,3480000.01907
sdn,1994,1129999.99523
sdn,1995,3390000.1049
sdn,1996,7150000.09537
sdn,1997,3869999.88556
sdn,1998,3819999.93324
sdn,1999,4369999.88556
sdn,2000,1379999.99523
sdn,2001,289999.99166
sdn,2004,10350000.38147
sdn,2005,13779999.73297
sdn,2006,9750000
sdn,2007,20819999.69482
sdn,2008,5489999.77112
sdn,2009,9399999.61853
sdn,2010,10170000.07629
sdn,2011,31129999.16077
sdn,2012,19549999.23706
sdn,2013,3779999.97139
sdn,2014,1960000.03815
sdn,2015,200000.00298
sdn,2016,4260000.22888
sdn,2017,19999.99955
sdn,2018,3609999.8951
sdn,2019,3170000.07629
sen,1977,19999.99955
sen,1978,9999.99978
sen,1982,19999.99955
sen,1983,29999.99933
sen,1992,29999.99933
sen,2000,59999.99866
sen,2007,59999.99866
sen,2009,159999.99642
sen,2010,430000.00715
sen,2011,1049999.95232
sen,2012,2269999.98093
sen,2013,1769999.98093
sen,2014,50000.00075
sen,2015,200000.00298
sen,2016,129999.99523
sen,2017,90000.00358
sen,2018,90000.00358
sen,2019,0
sgp,1965,600000.02384
sgp,1966,370000.00477
sgp,1967,689999.99762
