geo,time,is_air_dprt
ind,2012,678125.93779
ind,2013,689094
ind,2014,724541.12
ind,2015,787998
ind,2016,917625
ind,2017,1029426
ind,2018,1200111.363
ind,2019,1209803
ind,2020,583142
irl,1970,29000
irl,1971,27500
irl,1972,25200
irl,1973,25700
irl,1974,27500
irl,1975,25800
irl,1976,27100
irl,1977,27400
irl,1978,27700
irl,1979,31100
irl,1980,28400
irl,1981,27700
irl,1982,26600
irl,1983,26300
irl,1984,30800
irl,1985,32500
irl,1986,33500
irl,1987,36600
irl,1988,61400
irl,1989,73000
irl,1990,79500
irl,1991,82400
irl,1992,76700
irl,1993,69000
irl,1994,70300
irl,1995,84000
irl,1996,95000
irl,1997,107200
irl,1998,122700
irl,1999,132700
irl,2000,145457
irl,2001,156277
irl,2002,177032
irl,2003,231296
irl,2004,261345
irl,2005,303697
irl,2006,350204
irl,2007,416205
irl,2008,483741
irl,2009,528098
irl,2010,601262
irl,2011,635065
irl,2012,648817.65151
irl,2013,641412
irl,2014,658512
irl,2015,718059
irl,2016,836293
irl,2017,883323
irl,2018,935913
irl,2019,967456
irl,2020,369019
irn,1970,17100
irn,1971,18800
irn,1972,19300
irn,1973,22200
irn,1974,25100
irn,1975,32000
irn,1976,38300
irn,1977,41900
irn,1978,41100
irn,1979,23000
irn,1980,18600
irn,1981,11600
irn,1982,24900
irn,1983,30900
irn,1984,36900
irn,1985,27200
irn,1986,35200
irn,1987,34500
irn,1988,31000
irn,1989,36500
irn,1990,39900
irn,1991,41500
irn,1992,37700
irn,1993,41600
irn,1994,46500
irn,1995,48600
irn,1996,63300
irn,1997,83400
irn,1998,79600
irn,1999,75900
irn,2000,82610
irn,2001,141396
irn,2002,92621
irn,2003,138537
irn,2004,109706
irn,2005,121235
irn,2006,136075
irn,2007,137645
irn,2008,122226
irn,2009,133932
irn,2010,158014.18345
irn,2011,161191.6776
irn,2012,153142.82222
irn,2013,161029
irn,2014,162563.37418
irn,2015,133663
irn,2016,159754
irn,2017,225399.088
irn,2018,207096
irn,2019,186006
irn,2020,132936.795
irq,1970,5300
irq,1971,5800
irq,1972,6500
irq,1973,7300
irq,1974,7700
irq,1975,7300
irq,1976,8600
irq,1977,10100
irq,1978,10400
irq,1979,10400
irq,1980,8800
irq,1981,5500
irq,1982,6500
irq,1983,7400
irq,1984,6700
irq,1985,7900
irq,1986,8400
irq,1987,8400
irq,1988,12400
irq,1989,12600
irq,1990,7800
irq,1991,200
irq,1992,500
irq,1994,300
irq,2010,7692
irq,2011,9697
irq,2012,8993
irq,2013,4332
irq,2014,4332
irq,2015,12805
irq,2016,10579
irq,2017,18509.38
irq,2018,48355
irq,2019,60540
irq,2020,9809
isl,1970,10700
isl,1971,11300
isl,1972,12500
isl,1973,13800
isl,1974,13800
isl,1975,14600
isl,1976,13200
isl,1977,14200
isl,1978,14500
isl,1979,14800
isl,1980,15000
isl,1981,15000
isl,1982,16400
isl,1983,15800
isl,1984,16200
isl,1985,18000
isl,1986,16700
isl,1987,18600
isl,1988,18400
isl,1989,17600
isl,1990,18300
isl,1991,17700
isl,1992,16900
isl,1993,17300
isl,1994,18700
isl,1995,19200
isl,1996,21600
isl,1997,21100
isl,1998,21700
isl,1999,14700
isl,2000,12589
isl,2001,11728
isl,2002,9989
isl,2003,9750
isl,2004,10832
isl,2005,11803
isl,2006,12785
isl,2007,14064
isl,2008,12431
isl,2009,12924
isl,2010,21668.31647
isl,2011,24488
isl,2012,26469
isl,2013,26643
isl,2014,28979
isl,2015,35558
isl,2016,41022
isl,2017,50389
isl,2018,54653.30259
isl,2019,35823
isl,2020,13594
isr,1970,9700
isr,1971,19800
isr,1972,20600
isr,1973,20000
isr,1974,19700
isr,1975,8400
isr,1976,9200
isr,1977,10100
isr,1978,19100
isr,1979,18900
isr,1980,18500
isr,1981,19200
isr,1982,18500
isr,1983,18500
isr,1984,21100
isr,1985,22500
isr,1986,22700
isr,1987,21800
isr,1988,27800
isr,1989,29600
isr,1990,29500
isr,1991,29900
isr,1992,39100
isr,1993,41900
isr,1994,44200
isr,1995,48000
isr,1996,50000
isr,1997,51400
isr,1998,50100
isr,1999,51600
isr,2000,56427
isr,2001,47648
isr,2002,49404
isr,2003,46334
isr,2004,34152
isr,2005,34104
isr,2006,36257
isr,2007,47038
isr,2008,45309
isr,2009,47856
isr,2010,47829
isr,2011,47195
isr,2012,47073.82746
isr,2013,46644
isr,2014,49177
isr,2015,49020
isr,2016,50548
isr,2017,50330
isr,2018,53901
isr,2019,49276
isr,2020,12221
ita,1970,183500
ita,1971,196300
ita,1972,204800
ita,1973,184900
ita,1974,185100
ita,1975,171700
ita,1976,171100
ita,1977,166900
ita,1978,159700
ita,1979,160700
ita,1980,162500
ita,1981,152800
ita,1982,158900
ita,1983,160700
ita,1984,161100
ita,1985,174700
ita,1986,172400
ita,1987,180100
ita,1988,189700
ita,1989,214200
ita,1990,229400
ita,1991,231500
ita,1992,261400
ita,1993,265300
ita,1994,268900
ita,1995,280000
ita,1996,306800
ita,1997,321400
ita,1998,338200
ita,1999,358900
ita,2000,367584
ita,2001,393484
ita,2002,350552
ita,2003,385911
ita,2004,382317
ita,2005,445968
ita,2006,447749
ita,2007,431647
ita,2008,382590
ita,2009,382897
ita,2010,335280
ita,2011,328771.58001
ita,2012,306320.50332
ita,2013,258027
ita,2014,264899
ita,2015,273462
ita,2016,277671
ita,2017,243811
ita,2018,251621
ita,2019,260599
ita,2020,99250
jam,1970,18600
jam,1971,19500
jam,1972,21500
jam,1973,13700
jam,1974,16100
jam,1975,12600
jam,1976,23800
jam,1977,19800
jam,1978,20100
jam,1979,21100
jam,1980,20700
jam,1981,19500
jam,1982,20000
jam,1983,29200
jam,1984,26500
jam,1985,27700
jam,1986,21600
jam,1987,24000
jam,1988,23300
jam,1989,25200
jam,1990,21300
jam,1991,20900
jam,1992,20000
jam,1993,20000
jam,1994,18700
jam,1995,17000
jam,1996,18300
jam,1997,12300
jam,1998,12500
jam,1999,20600
jam,2000,16577
jam,2001,24440
jam,2002,23343
jam,2003,23976
jam,2004,23338
jam,2005,21787
jam,2006,21133
jam,2007,22401
jam,2008,22894
jam,2009,16840
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,492
jam,2014,953
jam,2015,997
jam,2016,1128
jam,2017,1181
jam,2018,1215.272
jor,1970,4200
jor,1971,4400
jor,1972,4100
jor,1973,4500
jor,1974,5600
jor,1975,7000
jor,1976,8700
jor,1977,9300
jor,1978,10400
jor,1979,11900
jor,1980,14000
jor,1981,16500
jor,1982,17100
jor,1983,16200
jor,1984,15500
jor,1985,15200
jor,1986,14800
jor,1987,15000
jor,1988,15500
jor,1989,17400
jor,1990,14100
jor,1991,11000
jor,1992,14300
jor,1993,15500
jor,1994,16000
jor,1995,16800
jor,1996,17100
jor,1997,16700
jor,1998,15400
jor,1999,15900
jor,2000,16447
jor,2001,15893
jor,2002,16369
jor,2003,15354
jor,2004,17958
jor,2005,19689
jor,2006,26546
jor,2007,29415
jor,2008,30804
jor,2009,32490
jor,2010,39318.7916
jor,2011,40329.1978
jor,2012,39468
jor,2013,38998
jor,2014,38386
jor,2015,36622
jor,2016,38161
jor,2017,36946
jor,2018,36127
jor,2019,36550
jor,2020,10108
jpn,1970,277300
jpn,1971,395100
jpn,1972,298700
jpn,1973,311800
jpn,1974,320700
jpn,1975,312700
jpn,1976,321200
jpn,1977,345900
jpn,1978,369600
jpn,1979,388500
jpn,1980,396500
jpn,1981,416600
jpn,1982,417500
jpn,1983,414300
jpn,1984,416100
jpn,1985,417800
jpn,1986,433300
jpn,1987,441500
jpn,1988,465400
jpn,1989,468300
jpn,1990,476000
jpn,1991,495800
jpn,1992,473000
jpn,1993,474400
jpn,1994,489300
jpn,1995,535900
jpn,1996,564000
jpn,1997,573300
jpn,1998,636500
jpn,1999,661800
jpn,2000,645087
jpn,2001,640328
jpn,2002,647953
jpn,2003,639866
jpn,2004,638430
jpn,2005,651858
jpn,2006,670252
jpn,2007,656917
jpn,2008,655495
jpn,2009,641913
jpn,2010,934487.43946
jpn,2011,812928
jpn,2012,874677
jpn,2013,915542.658
jpn,2014,927666
jpn,2015,956015
jpn,2016,984320
jpn,2017,1035522
jpn,2018,999594
jpn,2019,1018436
jpn,2020,659764
kaz,1993,5900
kaz,1994,5900
kaz,1995,20900
kaz,1996,10300
kaz,1997,10300
kaz,1998,10400
kaz,1999,9100
kaz,2000,8041
kaz,2001,8398
kaz,2002,15426
kaz,2003,19560
kaz,2004,11754
kaz,2005,17302
kaz,2006,19160
kaz,2007,19138
kaz,2008,19229
kaz,2009,18832
kaz,2010,33483
kaz,2011,40916
kaz,2012,44580
kaz,2013,66108
kaz,2014,71220
kaz,2015,72486
kaz,2016,73188
kaz,2017,83048
kaz,2018,66693
kaz,2019,89436
kaz,2020,55358
ken,1970,10500
ken,1971,10100
ken,1972,8900
ken,1973,9900
ken,1974,8000
ken,1975,12200
ken,1976,14500
ken,1977,6400
ken,1978,8600
ken,1979,8500
ken,1980,9300
ken,1981,9100
ken,1982,7400
ken,1983,8900
ken,1984,10100
ken,1985,11100
ken,1986,11800
ken,1987,12000
ken,1988,11700
ken,1989,12100
ken,1990,13000
ken,1991,11700
ken,1992,13200
ken,1993,13900
ken,1994,13200
ken,1995,13500
ken,1996,14400
ken,1997,19600
ken,1998,19800
ken,1999,25100
ken,2000,29080
ken,2001,24741
ken,2002,25873
ken,2003,27057
ken,2004,26218
ken,2005,28399
ken,2006,29039
ken,2007,32329
ken,2008,32045
ken,2009,33593
ken,2010,78265
ken,2011,84955
ken,2012,82576
ken,2013,98244
ken,2014,90625
ken,2015,96749
ken,2016,99428
ken,2017,117027
ken,2018,134354.48462
ken,2019,138192
ken,2020,33178
kgz,1993,10400
kgz,1994,10400
kgz,1995,11600
kgz,1996,13300
kgz,1997,10400
kgz,1998,15300
kgz,1999,8300
kgz,2000,6051
kgz,2001,4942
kgz,2002,3951
kgz,2003,4810
kgz,2004,5550
kgz,2005,5228
kgz,2006,4730
kgz,2007,4916
kgz,2008,3567
kgz,2009,5459
kgz,2010,7371
kgz,2011,9274
kgz,2012,7719
kgz,2013,12189
kgz,2014,17388
kgz,2015,20962
kgz,2016,23120
kgz,2017,27055
kgz,2018,8751
kgz,2019,6466
kgz,2020,1578
khm,1970,1300
khm,1971,4400
khm,1972,3900
khm,1973,4100
khm,1974,3800
khm,1975,3400
khm,1976,3400
khm,1977,3400
khm,2002,4648
khm,2003,4512
khm,2004,3893
khm,2005,3207
khm,2006,3998
khm,2007,4324
khm,2008,3667
khm,2009,3304
khm,2010,5104.72222
khm,2011,7191
khm,2012,7432
khm,2013,11897.04324
khm,2014,14732
khm,2015,12983
khm,2016,11933
khm,2017,14372
khm,2018,14387
khm,2019,14850
khm,2020,5639.574
kir,1981,6600
kir,1982,6600
kir,1983,6700
kir,1984,7100
kir,1985,4200
kir,1986,3400
kir,1987,3000
kir,1988,3000
kir,1989,3000
kir,1990,2900
kir,1991,2900
kir,1992,2900
kir,1993,2900
kir,1994,2900
kir,1995,3000
kir,1996,3100
kir,1997,3100
kir,1998,3200
kir,2017,5005
kir,2018,5005
kir,2019,4388
kir,2020,3751.74
kor,1970,16000
kor,1971,38100
kor,1972,39100
kor,1973,39700
kor,1974,33100
kor,1975,29400
kor,1976,27500
kor,1977,30300
kor,1978,34000
kor,1979,39800
kor,1980,37100
kor,1981,34900
kor,1982,38900
kor,1983,41700
kor,1984,47900
kor,1985,49100
kor,1986,53100
kor,1987,59100
kor,1988,69200
kor,1989,143600
kor,1990,120100
kor,1991,120100
kor,1992,141000
kor,1993,163500
kor,1994,170300
kor,1995,188900
kor,1996,207300
kor,1997,229300
kor,1998,207900
kor,1999,204000
kor,2000,226910
kor,2001,228442
kor,2002,238649
kor,2003,240942
kor,2004,232077
kor,2005,221424
kor,2006,223735
kor,2007,243113
kor,2008,250260
kor,2009,256160
kor,2010,280427
kor,2011,282239
kor,2012,285000
kor,2013,360356
kor,2014,368132
kor,2015,448037
kor,2016,473606
kor,2017,499093.92
kor,2018,527807
kor,2019,549454
kor,2020,254341
kwt,1970,6700
kwt,1971,6800
kwt,1972,6800
kwt,1973,7000
kwt,1974,7600
kwt,1975,8400
kwt,1976,9700
kwt,1977,11600
kwt,1978,12500
kwt,1979,12500
kwt,1980,12900
kwt,1981,13400
kwt,1982,13300
kwt,1983,14600
kwt,1984,14700
kwt,1985,14200
kwt,1986,14300
kwt,1987,14300
kwt,1988,15000
kwt,1989,15600
kwt,1990,10000
kwt,1991,7200
kwt,1992,14300
kwt,1993,16200
kwt,1994,17200
kwt,1995,17900
kwt,1996,19400
kwt,1997,17200
kwt,1998,18700
kwt,1999,17300
kwt,2000,17486
kwt,2001,16682
kwt,2002,18929
kwt,2003,17833
kwt,2004,19512
kwt,2005,19142
kwt,2006,20673
kwt,2007,17685
kwt,2008,17999
kwt,2009,18191
kwt,2010,41848
kwt,2011,31753
kwt,2012,28814
kwt,2013,27305
kwt,2014,26610
kwt,2015,30073
kwt,2016,33387
kwt,2017,42782
kwt,2018,46450
kwt,2019,50959
kwt,2020,17004
lao,1970,3100
lao,1971,2300
lao,1972,2400
lao,1973,2500
lao,1974,2400
lao,1975,2400
lao,1976,2400
lao,1977,1800
lao,1978,400
lao,1979,400
lao,1980,400
lao,1981,400
lao,1982,400
lao,1983,400
lao,1984,500
lao,1985,500
lao,1986,1500
lao,1987,2000
lao,1988,2000
lao,1989,2100
lao,1990,3400
lao,1991,3400
lao,1992,3700
lao,1993,3700
lao,1994,3700
lao,1995,3900
lao,1996,3900
lao,1997,3900
lao,1998,3900
lao,1999,6300
lao,2000,6411
lao,2001,6652
lao,2002,6971
lao,2003,7068
lao,2004,8413
lao,2005,9002
lao,2006,9959
lao,2007,9957
lao,2008,10007
lao,2009,9793
lao,2010,11374
lao,2011,12262
lao,2012,15836.12863
lao,2013,16944
lao,2014,12732
lao,2015,9772
lao,2016,9986
lao,2017,9731
lao,2018,16299
lao,2019,16359
lao,2020,6537
lbn,1970,20200
lbn,1971,20800
lbn,1972,21400
lbn,1973,22700
lbn,1974,23800
lbn,1975,22400
lbn,1976,23500
lbn,1977,21400
lbn,1978,22800
lbn,1979,23000
lbn,1980,22500
lbn,1981,19400
lbn,1982,15200
lbn,1983,19000
lbn,1984,13000
lbn,1985,11100
lbn,1986,8200
lbn,1987,8500
lbn,1988,11300
lbn,1989,6800
lbn,1990,10300
lbn,1991,9300
lbn,1992,10000
lbn,1993,9400
lbn,1994,9900
lbn,1995,10900
lbn,1996,9700
lbn,1997,10300
lbn,1998,10100
lbn,1999,10100
lbn,2000,10435
lbn,2001,10317
lbn,2002,10808
lbn,2003,10819
lbn,2004,11807
lbn,2005,12013
lbn,2006,11274
lbn,2007,12172
lbn,2008,12306
lbn,2009,13532
lbn,2010,19882
lbn,2011,21306
lbn,2012,21880
lbn,2013,23568
lbn,2014,23580
lbn,2015,24066
lbn,2016,24549
lbn,2017,25550
lbn,2018,25740
lbn,2019,26942
lbn,2020,9812
lbr,1974,1400
lbr,1975,1400
lbr,1976,1400
lbr,1977,1500
lbr,1978,1500
lbr,1979,1700
lbr,1980,1800
lbr,1981,7100
lbr,1982,7600
lbr,1983,8000
lbr,1984,6000
lbr,1985,2800
lbr,1986,2800
lbr,1987,2800
lbr,1988,2900
lbr,1989,2900
lbr,1990,2300
lbr,1991,2200
lbr,1992,2200
lby,1970,6200
lby,1971,6600
lby,1972,7400
lby,1973,8400
lby,1974,8800
lby,1975,9500
lby,1976,9800
lby,1977,11100
lby,1978,11100
lby,1979,11600
lby,1980,12200
lby,1981,13400
lby,1982,14900
lby,1983,16500
lby,1984,16700
lby,1985,16600
lby,1986,15400
lby,1987,14400
lby,1988,16400
lby,1989,17000
lby,1990,18200
lby,1991,19000
lby,1992,14400
lby,1993,9100
lby,1994,7100
lby,1995,5800
lby,1996,6100
lby,1997,6000
lby,1998,6000
lby,1999,6100
lby,2000,6194
lby,2001,5884
lby,2002,5884
lby,2003,6414
lby,2004,8042
lby,2005,13335
lby,2006,12657
lby,2007,13477
lby,2008,9930
lby,2009,9812
lby,2010,34878.07717
lby,2011,27770.50206
lby,2012,16514.43158
lby,2013,32064
lby,2014,26414
lby,2015,13298
lby,2016,10764
lby,2017,9686
lby,2018,12340
lby,2019,11339
lby,2020,6032.238
lka,1970,4400
lka,1971,5200
lka,1972,4400
lka,1973,2900
lka,1974,4200
lka,1975,4400
lka,1976,4000
lka,1977,5300
lka,1978,3100
lka,1979,1700
lka,1980,3800
lka,1981,4100
lka,1982,3500
lka,1983,5400
lka,1984,5900
lka,1985,6700
lka,1986,5800
lka,1987,5800
lka,1988,6100
lka,1989,6900
lka,1990,7900
lka,1991,8200
lka,1992,9100
lka,1993,8900
lka,1994,8900
lka,1995,8900
lka,1996,8800
lka,1997,8800
lka,1998,9300
lka,1999,10100
lka,2000,5206
lka,2001,11386
lka,2002,10480
lka,2003,12603
lka,2004,18699
lka,2005,19712
lka,2006,20979
lka,2007,21020
lka,2008,20512
lka,2009,16632
lka,2010,20921
lka,2011,26052
lka,2012,31373
lka,2013,32636.4
lka,2014,37517
lka,2015,37598
lka,2016,40711
lka,2017,41012
lka,2018,34425
lka,2019,33050
lka,2020,10045
lso,1974,900
lso,1975,900
lso,1976,1000
lso,1977,1000
lso,1978,3300
lso,1979,4900
lso,1980,3100
lso,1981,3100
lso,1982,4600
lso,1983,3000
lso,1984,3100
lso,1985,4700
lso,1986,4800
lso,1987,3900
lso,1988,2200
lso,1989,4600
lso,1990,4600
lso,1991,4600
lso,1992,1900
lso,1993,1100
lso,1994,2400
lso,1995,1800
lso,1996,1400
lso,1997,700
lso,1998,2100
lso,1999,200
ltu,1992,4700
ltu,1993,4800
ltu,1994,6500
ltu,1995,6600
ltu,1996,6600
ltu,1997,8100
ltu,1998,9700
ltu,1999,11100
ltu,2000,10197
ltu,2001,10418
ltu,2002,9613
ltu,2003,9839
ltu,2004,11224
ltu,2005,11930
ltu,2006,11059
ltu,2007,10823
ltu,2008,12238
ltu,2009,11633
ltu,2010,4972.63491
ltu,2011,7122
ltu,2012,11874
ltu,2013,9900
ltu,2014,12622
ltu,2015,12199
ltu,2016,9719
ltu,2017,12151
ltu,2018,2375
ltu,2019,2506
ltu,2020,2619
lux,1970,7100
lux,1971,9100
lux,1972,8200
lux,1973,7500
lux,1974,7900
lux,1975,8000
lux,1976,8200
lux,1977,8300
lux,1978,8600
lux,1979,8600
lux,1980,6000
lux,1981,6200
lux,1982,7300
lux,1983,6900
lux,1984,7500
lux,1985,7900
lux,1986,9200
lux,1987,10300
lux,1988,10400
lux,1989,10600
lux,1990,12300
lux,1991,13200
lux,1992,15200
lux,1993,15300
lux,1994,18900
lux,1995,7300
lux,1996,8200
lux,1997,23200
lux,1998,24600
lux,1999,29900
lux,2000,34007
lux,2001,38239
lux,2002,25102
lux,2003,40831
lux,2004,42447
lux,2005,42304
lux,2006,43777
lux,2007,47209
lux,2008,47639
lux,2009,51932
lux,2010,38716
lux,2011,38937
lux,2012,43021
lux,2013,44059
lux,2014,47215
lux,2015,48569
lux,2016,48255
lux,2017,48289
lux,2018,51824
lux,2019,51938
lux,2020,32964.6
lva,1992,800
lva,1993,4700
lva,1994,5400
lva,1995,5200
lva,1996,10900
lva,1997,8200
lva,1998,9900
lva,1999,9100
lva,2000,9816
lva,2001,9508
lva,2002,9364
lva,2003,10360
lva,2004,16159
lva,2005,23112
lva,2006,29067
lva,2007,28182
lva,2008,28915
lva,2009,27123
lva,2010,54589
lva,2011,54241
lva,2012,46732
lva,2013,43836
lva,2014,42107
lva,2015,41376
lva,2016,42392
lva,2017,47885
lva,2018,54356
lva,2019,61692
lva,2020,23100
mac,2000,11673
mac,2001,14161
mac,2002,15378
mac,2003,14355
mac,2004,21126
mac,2005,23572
mac,2006,25154
mac,2007,25016
mac,2008,19009
mac,2009,14258
mac,2010,13411
mac,2011,14368
mac,2012,15890
mac,2013,17859
mac,2014,20158
mac,2015,21472
mac,2016,23574
mac,2017,22924
mac,2018,24411
mac,2019,28685
mac,2020,6470
mar,1970,10100
mar,1971,12900
mar,1972,12800
mar,1973,16800
mar,1974,17200
mar,1975,19500
mar,1976,24500
mar,1977,25200
mar,1978,25000
mar,1979,24400
mar,1980,14800
mar,1981,17200
mar,1982,8700
mar,1983,17800
mar,1984,13700
mar,1985,11600
mar,1986,12200
mar,1987,12600
mar,1988,13600
mar,1989,14100
mar,1990,27100
mar,1991,18600
mar,1992,25800
mar,1993,37400
mar,1994,34500
mar,1995,32700
mar,1996,32000
mar,1997,35100
mar,1998,40100
mar,1999,43900
mar,2000,44542
mar,2001,44262
mar,2002,37160
mar,2003,35937
mar,2004,41526
mar,2005,48651
mar,2006,55239
mar,2007,68847
mar,2008,61298
mar,2009,62037
mar,2010,75306
mar,2011,69940.91248
mar,2012,61161.3007
mar,2013,68700
mar,2014,72345
mar,2015,75044
mar,2016,80085
mar,2017,86735
mar,2018,80154
mar,2019,91254
mar,2020,32519
mco,1980,5800
mco,1981,5800
mco,1982,5800
mco,1983,5800
mco,1984,9400
mco,1985,9400
mco,1986,12500
mco,1987,12500
mco,1988,12500
mco,1989,12500
mco,1990,12500
mco,1991,12500
mco,1992,12500
mco,1993,12500
mco,1994,12500
mco,1995,12500
mco,1996,12500
mco,1997,12500
mco,1998,12700
mco,1999,28900
mco,2000,31479
mco,2001,29905
mco,2002,14959
mco,2003,14024
mco,2004,12022
mco,2005,12249
mco,2006,14092
mco,2007,15170
mco,2008,13071
mco,2009,10351
mco,2010,10067
mco,2011,10603
mco,2012,11034.54545
mco,2013,10956
mco,2014,10928.727
mco,2015,10728
mco,2016,611
mco,2017,3
mco,2018,3
mco,2019,3
mda,1993,0
mda,1994,0
mda,1995,3400
mda,1996,3800
mda,1997,1600
mda,1998,3300
mda,1999,1100
mda,2000,3682
mda,2001,3866
mda,2002,3862
mda,2003,4333
mda,2004,4657
mda,2005,4392
mda,2006,4248
mda,2007,4654
mda,2008,4933
mda,2009,5047
mda,2010,6571
mda,2011,7147
mda,2012,6560
mda,2013,7500
mda,2014,8400
mda,2015,8739
mda,2016,9625
mda,2017,14116
mda,2018,13590
mda,2019,11899
mda,2020,2851.909
mdg,1970,17600
mdg,1971,17600
mdg,1972,16200
mdg,1973,16000
mdg,1974,16500
mdg,1975,16600
mdg,1976,20500
mdg,1977,23100
mdg,1978,24300
mdg,1979,23900
mdg,1980,24500
mdg,1981,21000
mdg,1982,15100
mdg,1983,15000
mdg,1984,16500
mdg,1985,16200
mdg,1986,15600
mdg,1987,15700
mdg,1988,16100
mdg,1989,15300
mdg,1990,17200
mdg,1991,14300
mdg,1992,15300
mdg,1993,16900
mdg,1994,16200
mdg,1995,17800
mdg,1996,17200
mdg,1997,16800
mdg,1998,18300
mdg,1999,18600
mdg,2000,20491
mdg,2001,20129
mdg,2002,9433
mdg,2003,17202
mdg,2004,18016
mdg,2005,17911
mdg,2006,14142
mdg,2007,37310
mdg,2008,11861
mdg,2009,9566
mdg,2010,11714
mdg,2011,12332.72727
mdg,2012,13267
mdg,2013,9451
mdg,2014,10385
mdg,2015,8852
mdg,2016,7230
mdg,2017,7650
mdg,2018,10170
mdg,2019,10600
mdg,2020,4225.333
mdv,1975,300
mdv,1976,500
mdv,1977,600
mdv,1978,700
mdv,1979,700
mdv,1980,800
mdv,1981,500
mdv,1982,500
mdv,1983,500
mdv,1984,500
mdv,1985,800
mdv,1986,900
mdv,1987,700
mdv,1988,700
mdv,1989,700
mdv,1990,800
mdv,1991,800
mdv,1992,800
mdv,1993,800
mdv,1994,2600
mdv,1995,4000
mdv,1996,4100
mdv,1997,3300
mdv,1998,6000
mdv,1999,4400
mdv,2000,5970
mdv,2001,3286
mdv,2002,3417
mdv,2003,3520
mdv,2004,4224
mdv,2005,4520
mdv,2006,5108
mdv,2007,5006
mdv,2008,5006
mdv,2009,4971
mdv,2014,26849
mdv,2015,31472
mdv,2016,33006
mdv,2017,33904
mdv,2018,26678
mdv,2019,27199
mdv,2020,21519.174
mex,1970,56500
mex,1971,49600
mex,1972,64800
mex,1973,91200
mex,1974,101600
mex,1975,112100
mex,1976,115300
mex,1977,111900
mex,1978,115200
mex,1979,129300
mex,1980,177100
mex,1981,151800
mex,1982,144800
mex,1983,202300
mex,1984,200700
mex,1985,204600
mex,1986,187100
mex,1987,189000
mex,1988,141400
mex,1989,152200
mex,1990,177300
mex,1991,189300
mex,1992,228400
mex,1993,246600
mex,1994,272100
mex,1995,225100
mex,1996,222700
mex,1997,264100
mex,1998,292100
mex,1999,328300
mex,2000,290412
mex,2001,292208
mex,2002,278456
mex,2003,287017
mex,2004,330441
mex,2005,331225
mex,2006,317856
mex,2007,309633
mex,2008,266244
mex,2009,222356
mex,2010,445796.03302
mex,2011,386063.99411
mex,2012,415279.82299
mex,2013,435792.09
mex,2014,457921.907
mex,2015,508614
mex,2016,555984
mex,2017,567921
mex,2018,583408
mex,2019,605632
mex,2020,322333
mhl,1987,2500
mhl,1988,2600
mhl,1989,2800
mhl,1990,3300
mhl,1991,3300
mhl,1992,5500
mhl,1993,5500
mhl,1994,8800
mhl,1995,8300
mhl,1996,4600
mhl,1997,3900
mhl,1998,3600
mhl,1999,3700
mhl,2000,2324
mhl,2001,2744
mhl,2002,3876
mhl,2003,3911
mhl,2004,3683
mhl,2005,3083
mhl,2006,3573
mhl,2007,3508
mhl,2008,3510
mhl,2009,3480
mhl,2017,2218
mhl,2018,2244
mhl,2019,1967
mhl,2020,1918
mkd,1993,3200
mkd,1994,3400
mkd,1995,3500
mkd,1996,4900
mkd,1997,3900
mkd,1998,7600
mkd,1999,6400
mkd,2000,8047
mkd,2001,4673
mkd,2002,1964
mkd,2003,2263
mkd,2004,2398
mkd,2005,2277
mkd,2006,2368
mkd,2007,2605
mkd,2008,2813
mkd,2009,1389
mli,1970,3600
mli,1971,2800
mli,1972,2700
mli,1973,2600
mli,1974,2600
mli,1975,2600
mli,1976,2900
mli,1977,3100
mli,1978,3100
mli,1979,3700
mli,1980,3800
mli,1981,3600
mli,1982,3800
mli,1983,3600
mli,1984,3400
mli,1985,3100
mli,1986,1700
mli,1987,100
mli,1992,1100
mli,1993,1300
mli,1994,1300
mli,1995,1300
mli,1996,1500
mli,1997,1500
mli,1998,1500
mli,1999,1500
mli,2000,1518
mli,2001,716
mli,2010,4656
mli,2011,5580
mli,2012,2753
mli,2013,360
mli,2014,0
mlt,1970,2400
mlt,1971,1900
mlt,1972,1500
mlt,1973,1700
mlt,1974,2100
mlt,1975,2400
mlt,1976,2400
mlt,1977,2500
mlt,1978,3400
mlt,1979,3600
mlt,1980,4300
mlt,1981,4600
mlt,1982,4800
mlt,1983,4400
mlt,1984,4000
mlt,1985,4000
mlt,1986,4500
mlt,1987,4700
mlt,1988,5300
mlt,1989,6000
mlt,1990,6600
mlt,1991,6800
mlt,1992,7500
mlt,1993,9500
mlt,1994,11300
mlt,1995,12800
mlt,1996,13600
mlt,1997,13400
mlt,1998,12700
mlt,1999,14100
mlt,2000,15394
mlt,2001,15056
mlt,2002,14594
mlt,2003,14390
mlt,2004,14356
mlt,2005,14768
mlt,2006,15359
mlt,2007,16895
mlt,2008,17334
mlt,2009,18362
mlt,2010,16828
mlt,2011,14891
mlt,2012,13845
mlt,2013,14257
mlt,2014,14022
mlt,2015,13639
mlt,2016,12305
mlt,2017,12799
mlt,2018,20903
mlt,2019,19317
mlt,2020,6289.09
mmr,1970,21700
mmr,1971,22500
mmr,1972,22900
mmr,1973,23500
mmr,1974,17900
mmr,1975,17100
mmr,1976,17200
mmr,1977,17400
mmr,1978,17400
mmr,1979,18500
mmr,1980,19400
mmr,1981,19500
mmr,1982,21500
mmr,1983,22300
mmr,1984,21700
