geo,time,is_air_dprt
atg,2015,40047
atg,2016,40928
atg,2017,24019
atg,2018,23206.96627
atg,2019,21930.58313
atg,2020,11206.527
aus,1970,283300
aus,1971,288000
aus,1972,283800
aus,1973,256500
aus,1974,18700
aus,1975,18700
aus,1976,29300
aus,1977,246600
aus,1978,259100
aus,1979,259000
aus,1980,257700
aus,1981,230800
aus,1982,222700
aus,1983,230500
aus,1984,214200
aus,1985,238600
aus,1986,266600
aus,1987,283300
aus,1988,294400
aus,1989,230300
aus,1990,255900
aus,1991,283600
aus,1992,324600
aus,1993,347700
aus,1994,405600
aus,1995,396100
aus,1996,371200
aus,1997,394500
aus,1998,378200
aus,1999,384800
aus,2000,382514
aus,2001,388734
aus,2002,536867
aus,2003,529648
aus,2004,324939
aus,2005,342509
aus,2006,352909
aus,2007,353546
aus,2008,393363
aus,2009,403256
aus,2010,572906
aus,2011,593145.00247
aus,2012,622917
aus,2013,641451
aus,2014,664970
aus,2015,668961
aus,2016,682937
aus,2017,672349
aus,2018,665384
aus,2019,684170
aus,2020,273358.384
aut,1970,14900
aut,1971,16500
aut,1972,18400
aut,1973,20900
aut,1974,20000
aut,1975,21000
aut,1976,23100
aut,1977,24000
aut,1978,25800
aut,1979,26100
aut,1980,27200
aut,1981,27800
aut,1982,36400
aut,1983,37700
aut,1984,38000
aut,1985,37800
aut,1986,37700
aut,1987,38700
aut,1988,40100
aut,1989,39900
aut,1990,42000
aut,1991,47400
aut,1992,63600
aut,1993,73000
aut,1994,87700
aut,1995,109000
aut,1996,118100
aut,1997,121300
aut,1998,127900
aut,1999,127200
aut,2000,138700
aut,2001,133561
aut,2002,135516
aut,2003,128449
aut,2004,137049
aut,2005,141968
aut,2006,149512
aut,2007,151070
aut,2008,150738
aut,2009,138942
aut,2010,176195
aut,2011,166729.99729
aut,2012,162715.73598
aut,2013,166251
aut,2014,162576
aut,2015,152056
aut,2016,149030
aut,2017,156761
aut,2018,130260
aut,2019,330226
aut,2020,121668
aze,1993,22200
aze,1994,22200
aze,1995,19600
aze,1996,19500
aze,1997,17200
aze,1998,10100
aze,1999,8500
aze,2000,8012
aze,2001,7922
aze,2002,8175
aze,2003,9195
aze,2004,11090
aze,2005,12470
aze,2006,12777
aze,2007,13039
aze,2008,12008
aze,2009,10264
aze,2010,9885
aze,2011,15082
aze,2012,16597
aze,2013,15886
aze,2014,21910
aze,2015,23781
aze,2016,24009
aze,2017,20699
aze,2018,19960
aze,2019,28974
aze,2020,11648
bdi,1976,300
bdi,1977,300
bdi,1978,400
bdi,1979,400
bdi,1980,500
bdi,1981,500
bdi,1982,500
bdi,1983,500
bdi,1984,600
bdi,1985,600
bdi,1986,400
bdi,1987,900
bdi,1988,900
bdi,1989,900
bdi,1990,900
bdi,1991,900
bdi,1992,900
bdi,1993,900
bdi,1994,900
bdi,1995,1000
bdi,1996,1000
bdi,1997,1400
bdi,1998,1400
bel,1970,40800
bel,1971,40700
bel,1972,41000
bel,1973,40400
bel,1974,37300
bel,1975,36100
bel,1976,39900
bel,1977,42800
bel,1978,46000
bel,1979,48000
bel,1980,47800
bel,1981,43000
bel,1982,40400
bel,1983,39100
bel,1984,40400
bel,1985,43200
bel,1986,45300
bel,1987,45900
bel,1988,51200
bel,1989,59700
bel,1990,66500
bel,1991,70000
bel,1992,77100
bel,1993,109100
bel,1994,118700
bel,1995,141200
bel,1996,164700
bel,1997,182700
bel,1998,213000
bel,1999,233300
bel,2000,225906
bel,2001,178331
bel,2002,133682
bel,2003,132779
bel,2004,154218
bel,2005,151939
bel,2006,158016
bel,2007,173818
bel,2008,179019
bel,2009,249997
bel,2010,127677.53221
bel,2011,131577
bel,2012,132099.34254
bel,2013,130230
bel,2014,132976.52965
bel,2015,141116
bel,2016,147324
bel,2017,145540
bel,2018,140674
bel,2019,137206.817
bel,2020,57072.125
ben,1970,1400
ben,1971,1300
ben,1972,1000
ben,1973,1100
ben,1974,1000
ben,1975,1100
ben,1976,1200
ben,1977,1100
ben,1978,1100
ben,1979,1200
ben,1980,1100
ben,1981,1600
ben,1982,2000
ben,1983,2000
ben,1984,2000
ben,1985,2100
ben,1986,2700
ben,1987,2600
ben,1988,2600
ben,1989,1100
ben,1990,500
ben,1991,1200
ben,1992,1100
ben,1993,1300
ben,1994,1300
ben,1995,1300
ben,1996,1500
ben,1997,1500
ben,1998,1500
ben,1999,1500
ben,2000,1518
ben,2001,716
ben,2010,1255.45455
ben,2011,1381
ben,2012,1381
ben,2013,1728
ben,2014,648
ben,2015,1209
ben,2016,10
bfa,1970,1600
bfa,1971,1500
bfa,1972,1200
bfa,1973,1300
bfa,1974,1300
bfa,1975,1400
bfa,1976,1600
bfa,1977,1500
bfa,1978,1600
bfa,1979,1600
bfa,1980,2300
bfa,1981,2200
bfa,1982,2300
bfa,1983,2300
bfa,1984,2300
bfa,1985,2400
bfa,1986,3600
bfa,1987,2700
bfa,1988,2800
bfa,1989,2800
bfa,1990,2200
bfa,1991,2900
bfa,1992,2800
bfa,1993,3000
bfa,1994,3000
bfa,1995,3100
bfa,1996,3300
bfa,1997,1800
bfa,1998,1800
bfa,1999,3300
bfa,2000,3368
bfa,2001,1983
bfa,2002,1257
bfa,2003,1285
bfa,2004,1415
bfa,2005,1471
bfa,2006,1512
bfa,2007,1614
bfa,2008,1413
bfa,2009,1433
bfa,2010,4235
bfa,2011,3983.15026
bfa,2012,3856.22456
bfa,2013,3780
bfa,2014,3672
bfa,2015,3875
bfa,2016,3861
bfa,2017,3863
bfa,2018,3988
bfa,2019,4105
bfa,2020,1790
bgd,1973,13500
bgd,1974,13000
bgd,1975,14200
bgd,1976,13400
bgd,1977,13000
bgd,1978,13700
bgd,1979,14800
bgd,1980,13500
bgd,1981,13400
bgd,1982,13700
bgd,1983,14300
bgd,1984,11800
bgd,1985,13600
bgd,1986,15000
bgd,1987,15400
bgd,1988,13100
bgd,1989,14600
bgd,1990,13000
bgd,1991,13800
bgd,1992,14600
bgd,1993,15600
bgd,1994,13000
bgd,1995,12600
bgd,1996,13100
bgd,1997,12800
bgd,1998,11900
bgd,1999,5900
bgd,2000,6313
bgd,2001,6486
bgd,2002,6464
bgd,2003,7165
bgd,2004,7403
bgd,2005,7399
bgd,2006,7971
bgd,2007,11139
bgd,2008,11308
bgd,2009,16399
bgd,2010,19299.82618
bgd,2011,26535
bgd,2012,26996.25441
bgd,2013,59064
bgd,2014,65364
bgd,2015,55864
bgd,2016,59728
bgd,2017,70503
bgd,2018,53061
bgd,2019,68351
bgd,2020,42827.89
bgr,1970,17900
bgr,1971,17800
bgr,1972,18400
bgr,1973,19000
bgr,1974,19800
bgr,1975,20100
bgr,1976,22000
bgr,1977,22200
bgr,1978,22800
bgr,1979,26600
bgr,1980,27000
bgr,1981,27000
bgr,1982,34500
bgr,1983,38000
bgr,1984,39100
bgr,1985,37000
bgr,1986,38700
bgr,1987,40000
bgr,1988,39800
bgr,1989,35900
bgr,1990,37200
bgr,1991,15300
bgr,1992,16500
bgr,1993,17300
bgr,1994,16900
bgr,1995,14700
bgr,1996,13600
bgr,1997,12700
bgr,1998,14600
bgr,1999,15200
bgr,2000,12158
bgr,2001,6687
bgr,2002,2252
bgr,2003,4577
bgr,2004,7848
bgr,2005,9691
bgr,2006,12471
bgr,2007,12221
bgr,2008,15974
bgr,2009,11237
bgr,2010,11321
bgr,2011,12297
bgr,2012,11826
bgr,2013,11736
bgr,2014,11755
bgr,2015,11768
bgr,2016,12187
bgr,2017,11748
bgr,2018,11435
bgr,2019,10111
bgr,2020,6295
bhr,1970,8300
bhr,1971,7700
bhr,1972,8300
bhr,1973,8800
bhr,1974,4700
bhr,1975,5400
bhr,1976,6200
bhr,1977,6300
bhr,1978,7200
bhr,1979,8300
bhr,1980,9500
bhr,1981,10000
bhr,1982,8700
bhr,1983,9500
bhr,1984,10100
bhr,1985,10500
bhr,1986,9600
bhr,1987,8800
bhr,1988,9400
bhr,1989,10000
bhr,1990,10900
bhr,1991,10000
bhr,1992,12900
bhr,1993,14700
bhr,1994,15200
bhr,1995,13400
bhr,1996,15400
bhr,1997,14400
bhr,1998,12300
bhr,1999,20900
bhr,2000,21303
bhr,2001,20492
bhr,2002,19752
bhr,2003,28508
bhr,2004,32488
bhr,2009,69808
bhr,2010,62473
bhr,2011,60778.71626
bhr,2012,63711.97917
bhr,2013,52452
bhr,2014,55980
bhr,2015,57444
bhr,2016,55592
bhr,2017,54474
bhr,2018,57094
bhr,2019,57321
bhr,2020,17591
bhs,1975,15900
bhs,1976,16000
bhs,1977,16500
bhs,1978,17200
bhs,1979,29900
bhs,1980,32000
bhs,1981,8200
bhs,1982,9200
bhs,1983,9100
bhs,1984,8400
bhs,1985,18100
bhs,1986,18000
bhs,1987,18300
bhs,1988,19500
bhs,1989,20200
bhs,1990,18900
bhs,1991,18900
bhs,1992,16700
bhs,1993,17700
bhs,1994,17700
bhs,1995,19300
bhs,1996,20100
bhs,1997,9100
bhs,1998,9300
bhs,1999,31100
bhs,2000,31416
bhs,2001,29395
bhs,2002,26493
bhs,2003,24455
bhs,2004,29817
bhs,2005,33211
bhs,2006,33723
bhs,2007,34402
bhs,2008,33433
bhs,2009,30267
bhs,2010,26395
bhs,2011,28393
bhs,2012,30640
bhs,2013,34188
bhs,2014,53366
bhs,2015,48535
bhs,2016,49095
bhs,2017,48017
bhs,2018,54000
bhs,2019,47733
bhs,2020,31284.792
bih,1998,1100
bih,1999,4300
bih,2000,4768
bih,2001,4530
bih,2002,4394
bih,2003,4570
bih,2008,1004
bih,2009,1359
bih,2010,1573.54976
bih,2011,1060.06567
bih,2012,750.0694
bih,2013,552
bih,2014,420
bih,2015,81
bih,2019,108
bih,2020,44
blr,1993,35300
blr,1994,35300
blr,1995,35300
blr,1996,31800
blr,1997,5600
blr,1998,5700
blr,1999,6100
blr,2000,5772
blr,2001,5891
blr,2002,5545
blr,2003,6047
blr,2004,6211
blr,2005,5407
blr,2006,5646
blr,2007,6210
blr,2008,6371
blr,2009,5868
blr,2010,12101
blr,2011,14378
blr,2012,14608
blr,2013,17820
blr,2014,21168
blr,2015,22939
blr,2016,26857
blr,2017,29562
blr,2018,31676
blr,2019,35741
blr,2020,16611
blz,2010,19855
blz,2011,31755
blz,2012,59089
blz,2013,71401
blz,2014,112760
blz,2015,120072
blz,2016,121581
blz,2017,141319
blz,2018,125681.69087
blz,2019,141329
blz,2020,130792.986
bol,1970,11800
bol,1971,11500
bol,1972,11900
bol,1973,11500
bol,1974,11400
bol,1975,14600
bol,1976,13800
bol,1977,14800
bol,1978,16400
bol,1979,17800
bol,1980,18500
bol,1981,16700
bol,1982,15000
bol,1983,15500
bol,1984,14900
bol,1985,15400
bol,1986,17400
bol,1987,15300
bol,1988,15900
bol,1989,16100
bol,1990,15600
bol,1991,15100
bol,1992,14000
bol,1993,12600
bol,1994,15300
bol,1995,16600
bol,1996,31700
bol,1997,34700
bol,1998,32000
bol,1999,24000
bol,2000,21566
bol,2001,20007
bol,2002,20560
bol,2003,28901
bol,2004,25764
bol,2005,25644
bol,2006,21978
bol,2007,24089
bol,2008,21088
bol,2009,19011
bol,2010,37019
bol,2011,40751.45072
bol,2012,41974.6792
bol,2013,33467
bol,2014,51017.00187
bol,2015,42682
bol,2016,45722
bol,2017,54102
bol,2018,56592
bol,2019,49931
bol,2020,31354
bra,1970,137700
bra,1971,149300
bra,1972,156700
bra,1973,173200
bra,1974,204800
bra,1975,209100
bra,1976,206100
bra,1977,194900
bra,1978,193000
bra,1979,211100
bra,1980,232500
bra,1981,236900
bra,1982,240200
bra,1983,259900
bra,1984,337100
bra,1985,335100
bra,1986,367900
bra,1987,386200
bra,1988,401900
bra,1989,398700
bra,1990,415900
bra,1991,457700
bra,1992,405500
bra,1993,400100
bra,1994,408300
bra,1995,453500
bra,1996,483600
bra,1997,568600
bra,1998,609900
bra,1999,692600
bra,2000,628081
bra,2001,654106
bra,2002,627878
bra,2003,486777
bra,2004,486025
bra,2005,514700
bra,2006,560838
bra,2007,649738
bra,2008,647753
bra,2009,752225
bra,2010,841793
bra,2011,970561
bra,2012,1002565
bra,2013,952307
bra,2014,937437
bra,2015,944557
bra,2016,826943
bra,2017,803846
bra,2018,832683
bra,2019,814301
bra,2020,393769
brb,1971,100
brb,1972,200
brb,1973,400
brb,1974,300
brb,1975,400
brb,1976,500
brb,1977,600
brb,1978,600
brb,1979,600
brb,1980,300
brb,1981,400
brb,1982,300
brb,1983,300
brb,1984,300
brb,1985,500
brb,1986,1400
brb,1987,1100
brb,1988,700
brb,1989,700
brb,1990,700
brb,1991,700
brn,1984,3500
brn,1985,3700
brn,1986,3600
brn,1987,3400
brn,1988,3500
brn,1989,3600
brn,1990,4400
brn,1991,4400
brn,1992,5100
brn,1993,6700
brn,1994,9600
brn,1995,11800
brn,1996,12200
brn,1997,13600
brn,1998,13600
brn,1999,16200.00098
brn,2000,12739
brn,2001,12237
brn,2002,11953
brn,2003,11812
brn,2004,13322
brn,2005,11808
brn,2006,12381
brn,2007,12128
brn,2008,13071
brn,2009,12274
brn,2010,12333
brn,2011,11672
brn,2012,10374
brn,2013,10920
brn,2014,10392
brn,2015,11624
brn,2016,11058
brn,2017,10743
brn,2018,11310
brn,2019,14091
brn,2020,4233
btn,1988,600
btn,1989,600
btn,1990,600
btn,1991,600
btn,1992,600
btn,1993,600
btn,1994,600
btn,1995,900
btn,1996,900
btn,1997,1000
btn,1998,1000
btn,1999,1100
btn,2000,1138
btn,2001,1297
btn,2002,1948
btn,2003,1890
btn,2004,2306
btn,2005,2467
btn,2006,2566
btn,2007,2720
btn,2008,2772
btn,2009,2706
btn,2010,3053.39993
btn,2011,4146.03178
btn,2012,3553
btn,2013,5820
btn,2014,8772
btn,2015,4640
btn,2016,6065
btn,2017,4215
btn,2018,5187
btn,2019,5067
btn,2020,1311
bwa,1979,1600
bwa,1980,2700
bwa,1981,2600
bwa,1982,2600
bwa,1983,2600
bwa,1984,2800
bwa,1985,3500
bwa,1986,3300
bwa,1987,4300
bwa,1988,4600
bwa,1989,4900
bwa,1990,5800
bwa,1991,6700
bwa,1992,6300
bwa,1993,3800
bwa,1994,3600
bwa,1995,4000
bwa,1996,4200
bwa,1997,4900
bwa,1998,5400
bwa,1999,5900
bwa,2000,6703
bwa,2001,7138
bwa,2002,7304
bwa,2003,7214
bwa,2004,7885
bwa,2005,8181
bwa,2006,6905
bwa,2007,7366
bwa,2008,6105
bwa,2009,6142
bwa,2010,7681
bwa,2011,7910.25856
bwa,2012,8422.23448
bwa,2013,9396
bwa,2014,8304
bwa,2015,7741
bwa,2016,7933
bwa,2017,7002
bwa,2018,6774
bwa,2019,6533
bwa,2020,0
caf,1970,3600
caf,1971,3600
caf,1972,3300
caf,1973,3400
caf,1974,3400
caf,1975,3700
caf,1976,3900
caf,1977,3800
caf,1978,4100
caf,1979,4200
caf,1980,4300
caf,1981,4000
caf,1982,4200
caf,1983,4100
caf,1984,4200
caf,1985,4300
caf,1986,4300
caf,1987,4300
caf,1988,4400
caf,1989,4400
caf,1990,3800
caf,1991,4500
caf,1992,1100
caf,1993,1300
caf,1994,1300
caf,1995,1300
caf,1996,1500
caf,1997,1500
caf,1998,1500
caf,1999,1500
caf,2000,1518
caf,2001,716
can,1970,305200
can,1971,292500
can,1972,291400
can,1973,348900
can,1974,371900
can,1975,363800
can,1976,352900
can,1977,348000
can,1978,349200
can,1979,357700
can,1980,382000
can,1981,383600
can,1982,344000
can,1983,325300
can,1984,343600
can,1985,351900
can,1986,343000
can,1987,333800
can,1988,380900
can,1989,370200
can,1990,346800
can,1991,257800
can,1992,258700
can,1993,243700
can,1994,253500
can,1995,282800
can,1996,305800
can,1997,310800
can,1998,317800
can,1999,319600
can,2000,963468
can,2001,982013
can,2002,263906
can,2003,1036092
can,2004,988755
can,2005,1018480
can,2006,1042100
can,2007,1188947
can,2008,1200361
can,2009,1198381
can,2010,1234528.61926
can,2011,1245743.6158
can,2012,1280198.18558
can,2013,1263297.33686
can,2014,1290419
can,2015,1322033
can,2016,1359442
can,2017,1443818
can,2018,1250460
can,2019,1215983
can,2020,511637
che,1970,84600
che,1971,86500
che,1972,83100
che,1973,85700
che,1974,87700
che,1975,89500
che,1976,89300
che,1977,90500
che,1978,93600
che,1979,95300
che,1980,97700
che,1981,95900
che,1982,109200
che,1983,111400
che,1984,111600
che,1985,115800
che,1986,122200
che,1987,122700
che,1988,132000
che,1989,145900
che,1990,152100
che,1991,150800
che,1992,157600
che,1993,168900
che,1994,174900
che,1995,191200
che,1996,218200
che,1997,220800
che,1998,250300
che,1999,276300
che,2000,289031
che,2001,284899
che,2002,242800
che,2003,189121
che,2004,144703
che,2005,134839
che,2006,125126
che,2007,139124
che,2008,158788
che,2009,168280
che,2010,224807
che,2011,244994
che,2012,257233.2543
che,2013,266128
che,2014,263267
che,2015,250094
che,2016,229530
che,2017,216436
che,2018,219782
che,2019,225755
che,2020,81283.2
chl,1970,24900
chl,1971,27000
chl,1972,24800
chl,1973,21200
chl,1974,21500
chl,1975,16600
chl,1976,14300
chl,1977,14800
chl,1978,14100
chl,1979,12500
chl,1980,13700
chl,1981,18300
chl,1982,20700
chl,1983,19200
chl,1984,20100
chl,1985,25300
chl,1986,26300
chl,1987,29000
chl,1988,35300
chl,1989,36000
chl,1990,40100
chl,1991,36600
chl,1992,48200
chl,1993,58600
chl,1994,68800
chl,1995,77800
chl,1996,93700
chl,1997,109300
chl,1998,119100
chl,1999,92500
chl,2000,87945
chl,2001,82942
chl,2002,78187
chl,2003,82789
chl,2004,86140
chl,2005,93003
chl,2006,94770
chl,2007,101008
chl,2008,108565
chl,2009,97473
chl,2010,108840
chl,2011,123739
chl,2012,125120
chl,2013,127631
chl,2014,124480
chl,2015,116532
chl,2016,116238
chl,2017,124316
chl,2018,134661
chl,2019,143964
chl,2020,72839
chn,1974,21200
chn,1975,26600
chn,1976,27700
chn,1977,28800
chn,1978,34000
chn,1979,63000
chn,1980,51000
chn,1981,57300
chn,1982,69800
chn,1983,74000
chn,1984,92500
chn,1985,102200
chn,1986,127900
chn,1987,159700
chn,1988,176900
chn,1989,159200
chn,1990,196000
chn,1991,190300
chn,1992,200300
chn,1993,261600
chn,1994,325900
chn,1995,397600
chn,1996,493000
chn,1997,470200
chn,1998,510500
chn,1999,547800
chn,2000,572921
chn,2001,840911
chn,2002,932064
chn,2003,946354
chn,2004,1209900
chn,2005,1349269
chn,2006,1542564
chn,2007,1753550
chn,2008,1853088
chn,2009,2140124
chn,2010,2377789
chn,2011,2538667
chn,2012,2779741
chn,2013,3073450
chn,2014,3356756
chn,2015,3616026
chn,2016,3952098
chn,2017,4359033
chn,2018,4692008
chn,2019,4963752
chn,2020,3667920
civ,1970,4300
civ,1971,3900
civ,1972,3800
civ,1973,4000
civ,1974,4000
civ,1975,4600
civ,1976,4900
civ,1977,4900
civ,1978,5100
civ,1979,5200
civ,1980,5600
civ,1981,10300
civ,1982,10400
civ,1983,10400
civ,1984,10700
civ,1985,6100
civ,1986,6100
civ,1987,6700
civ,1988,7100
civ,1989,5600
civ,1990,5400
civ,1991,4900
civ,1992,5000
civ,1993,4600
civ,1994,4300
civ,1995,4400
civ,1996,4600
civ,1997,3500
civ,1998,3500
civ,1999,6300
civ,2000,2342
civ,2001,716
civ,2010,5604
civ,2011,907
civ,2012,415
civ,2013,3912
civ,2014,4032
civ,2015,9068
civ,2016,9463
civ,2017,14884
civ,2018,14666
civ,2019,16616
civ,2020,8030
cmr,1970,3800
cmr,1971,2800
cmr,1972,2300
cmr,1973,4000
cmr,1974,0
cmr,1975,3700
cmr,1976,0
cmr,1977,7200
cmr,1978,6500
cmr,1979,10000
cmr,1980,8300
cmr,1981,8400
cmr,1982,8500
cmr,1983,8200
cmr,1984,8100
cmr,1985,8200
cmr,1986,6100
cmr,1987,6200
cmr,1988,6200
cmr,1989,9700
cmr,1990,7100
cmr,1991,7000
cmr,1992,4100
cmr,1993,4100
cmr,1994,4200
cmr,1995,3800
cmr,1996,3800
cmr,1997,6500
cmr,1998,6600
cmr,1999,5400
cmr,2000,5580
cmr,2001,10103
cmr,2002,4720
cmr,2003,9524
cmr,2004,10337
cmr,2005,10696
cmr,2006,10925
cmr,2007,11650
cmr,2008,9471
cmr,2009,9501
cmr,2010,0
cmr,2011,3036
cmr,2012,4938
cmr,2013,5640
cmr,2014,5640
cmr,2015,5499
cmr,2016,8212
cmr,2017,5640
cmr,2018,5550
cmr,2019,2336
cmr,2020,1169
cod,1970,8300
cod,1971,7900
cod,1972,8100
cod,1973,8900
cod,1974,12000
cod,1975,19200
cod,1976,18600
cod,1977,15800
cod,1978,14100
cod,1979,13600
cod,1980,11800
cod,1981,12200
cod,1982,9200
cod,1983,7400
cod,1984,7600
cod,1985,3900
cod,1986,5000
cod,1987,5200
cod,1988,4500
cod,1989,4800
cod,1990,5100
cod,1991,3500
cod,1992,3000
cod,1993,2600
cod,1994,3900
cod,2001,5200
cod,2010,1945
cod,2011,2295
cod,2012,4781
cod,2013,11448
cod,2014,11580
cod,2015,12476
cod,2016,11513
cod,2017,18757
cod,2018,8271
cod,2019,7532
cod,2020,3787.864
cog,1970,3700
cog,1971,3700
cog,1972,3400
cog,1973,3600
cog,1974,3600
cog,1975,3800
cog,1976,4000
cog,1977,4000
cog,1978,4300
cog,1979,4400
cog,1980,4300
cog,1981,5300
cog,1982,5600
cog,1983,6100
cog,1984,6000
cog,1985,6400
cog,1986,6700
cog,1987,4400
cog,1988,4500
cog,1989,4700
cog,1990,4100
cog,1991,4800
cog,1992,4700
cog,1993,4900
cog,1994,4900
cog,1995,6300
cog,1996,5400
cog,1997,10200
cog,1998,10300
cog,1999,6000
cog,2000,6257
cog,2001,5235
cog,2002,4505
cog,2003,4783
cog,2010,3755.33363
cog,2011,4817
cog,2012,7011
cog,2013,12132
cog,2014,10380
cog,2015,11462
cog,2016,10604
cog,2017,8439
cog,2018,4976
cog,2019,4990.79
cog,2020,2047.429
col,1970,145800
col,1971,125200
col,1972,115400
col,1973,103300
col,1974,75700
col,1975,70300
col,1976,69200
col,1977,63500
col,1978,69300
col,1979,70100
col,1980,65500
col,1981,69400
col,1982,157900
col,1983,158800
col,1984,133300
col,1985,124100
col,1986,123900
col,1987,118200
col,1988,118600
col,1989,127000
col,1990,116900
col,1991,124500
col,1992,147100
col,1993,167200
col,1994,181500
col,1995,193700
col,1996,195200
col,1997,224800
col,1998,234700
col,1999,208600
col,2000,199370
col,2001,190465
col,2002,179994
col,2003,171933
col,2004,153204
col,2005,162095
col,2006,175006
col,2007,185872
col,2008,187382
col,2009,196298
col,2010,226094
col,2011,237570.82905
col,2012,254059.929
col,2013,304365.908
col,2014,349864.363
col,2015,368947
col,2016,366188
col,2017,355039
col,2018,358874
col,2019,371985
col,2020,139029.18
com,1984,1100
com,1985,1200
com,1986,1000
com,1987,1000
com,1988,1000
com,1989,1000
com,1990,1000
com,1991,1000
com,1992,1000
