geo,time,ne_con_totl_kn
gab,1987,1573098330200
gab,1988,1433504073500
gab,1989,1738294210900
gab,1990,1685969723800
gab,1991,1673501733400
gab,1992,1666574958400
gab,1993,1647894988300
gab,1994,1521040151900
gab,1995,1540902209200
gab,1996,1511326448900
gab,1997,1512017723100
gab,1998,1851154574000
gab,1999,1813159840900
gab,2000,1836805190500
gab,2001,1915492000000
gab,2002,1960334000000
gab,2003,1970954000000
gab,2004,2012614000000
gab,2005,2098280830100
gab,2006,2258170017500
gab,2007,2359201275700
gab,2008,2448543285600
gab,2009,2581633803200
gab,2010,2780951774600
gab,2011,3008619740400
gab,2012,3191776363500
gab,2013,3490701495700
gab,2014,3637962670100
gab,2015,3651632488700
gab,2016,3677638149300
gab,2017,3674258179300
gab,2018,3436670974900
gab,2019,3512328331200
gab,2020,3508392329300
gbr,1970,559083016000
gbr,1971,577162190000
gbr,1972,611522379000
gbr,1973,642840424000
gbr,1974,637636190000
gbr,1975,646517797000
gbr,1976,651755116000
gbr,1977,647677418000
gbr,1978,676128667000
gbr,1979,700571697000
gbr,1980,703124187000
gbr,1981,704382954000
gbr,1982,711365954000
gbr,1983,736491590000
gbr,1984,751388568000
gbr,1985,772137402000
gbr,1986,811975970000
gbr,1987,845141863000
gbr,1988,894703970000
gbr,1989,920490559000
gbr,1990,932128445000
gbr,1991,924244740000
gbr,1992,936903871000
gbr,1993,965863993000
gbr,1994,994162383000
gbr,1995,1013661359000
gbr,1996,1044700981000
gbr,1997,1086132226000
gbr,1998,1130725853000
gbr,1999,1178274293000
gbr,2000,1226962017000
gbr,2001,1267029503000
gbr,2002,1309345501000
gbr,2003,1353902499000
gbr,2004,1397265737000
gbr,2005,1432514041000
gbr,2006,1456772433000
gbr,2007,1485274260000
gbr,2008,1489895264000
gbr,2009,1464418692000
gbr,2010,1483584588000
gbr,2011,1486330892000
gbr,2012,1510543262000
gbr,2013,1536697956000
gbr,2014,1574669084000
gbr,2015,1622782000000
gbr,2016,1670641325000
gbr,2017,1693794245000
gbr,2018,1726240831000
gbr,2019,1759252832000
gbr,2020,1595270120000
geo,2010,24397400000
geo,2011,26109800000
geo,2012,27167300000
geo,2013,27908300000
geo,2014,29646500000
geo,2015,30795900000
geo,2016,29855700000
geo,2017,31722100000
geo,2018,33345200000
geo,2019,35670917400
geo,2020,38707358262.9219
gha,2006,54637124961.6413
gha,2007,57628716882.32929
gha,2008,66217882586.2409
gha,2009,66882544370.028
gha,2010,78463340366.18671
gha,2011,87710367982.70811
gha,2012,91406898486.496
gha,2013,105937824600
gha,2014,101971733000
gha,2015,102919770700
gha,2016,101595901800
gha,2017,104065105100
gha,2018,107853713500
gha,2019,121862775000
gha,2020,124398168400
gin,2006,32093092383600
gin,2007,34605175178200
gin,2008,33777145721800
gin,2009,35169259376900
gin,2010,36315395924900
gin,2011,39552548057500
gin,2012,43092456049800
gin,2013,49196496972400
gin,2014,48450984923500
gin,2015,52687933968300
gin,2016,55765094146800
gin,2017,56393592421900
gin,2018,58872543802800
gin,2019,61169516947100
gin,2020,51197040465300
gmb,2004,35346000000
gmb,2005,35691000000
gmb,2006,34662000000
gmb,2007,37007000000
gmb,2008,40762000000
gmb,2009,42455000000
gmb,2010,45436000000
gmb,2011,42617000000
gmb,2012,42084000000
gmb,2013,46900462700
gmb,2014,46803991200
gmb,2015,47201376400
gmb,2016,47611022800
gmb,2017,51447763200
gmb,2018,56185013100
gmb,2019,58912755500
gmb,2020,57630016400
gnb,2000,282743950900
gnb,2001,297718286600
gnb,2002,303612415100
gnb,2003,293342190700
gnb,2004,317078474500
gnb,2005,322158454000
gnb,2006,327628171200
gnb,2007,330296110200
gnb,2008,343518593300
gnb,2009,352430736300
gnb,2010,397137384900
gnb,2011,391588880700
gnb,2012,393481032200
gnb,2013,391487345600
gnb,2014,405934970700
gnb,2015,443378217900
gnb,2016,483656588400
gnb,2017,557110401100
gnb,2018,496716780600
gnb,2019,512648501000
gnb,2020,502708579200
gnq,2005,940707871900
gnq,2006,1444080000000
gnq,2007,1621248000000
gnq,2008,1850978000000
gnq,2009,1954731000000
gnq,2010,2146379000000
gnq,2011,2368539000000
gnq,2012,2522397000000
gnq,2013,3048504504800
gnq,2014,3103130611400
gnq,2015,3131705000000
gnq,2016,3123616555700
gnq,2017,3197015000000
gnq,2018,3285304316400
gnq,2019,3338056945300
gnq,2020,3377680000000
grc,1960,30396195700
grc,1961,32378816300
grc,1962,33835750900
grc,1963,35635728000
grc,1964,39216031200
grc,1965,42113792800
grc,1966,44998514100
grc,1967,48300163700
grc,1968,51483806500
grc,1969,54859450400
grc,1970,58333188000
grc,1971,61439614000
grc,1972,65092643000
grc,1973,69121147000
grc,1974,70075998000
grc,1975,75933793000
grc,1976,80178169000
grc,1977,86864489000
grc,1978,92966605000
grc,1979,98317904000
grc,1980,98717011000
grc,1981,99480177000
grc,1982,101738750000
grc,1983,104173277000
grc,1984,105049054000
grc,1985,106295534000
grc,1986,104806879000
grc,1987,107064693000
grc,1988,111010575000
grc,1989,117804187000
grc,1990,120447785000
grc,1991,122962279000
grc,1992,124613859000
grc,1993,124368108000
grc,1994,126129996000
grc,1995,129969481000
grc,1996,134145126000
grc,1997,138024470000
grc,1998,143755889000
grc,1999,148805160000
grc,2000,152910708000
grc,2001,158825617000
grc,2002,166074533000
grc,2003,173025280000
grc,2004,179451278000
grc,2005,185598435000
grc,2006,192494798000
grc,2007,200947710000
grc,2008,205291412000
grc,2009,203646465000
grc,2010,191591503000
grc,2011,175805765000
grc,2012,163640830000
grc,2013,156889065000
grc,2014,156319244000
grc,2015,156873744000
grc,2016,156099694000
grc,2017,158699824000
grc,2018,159585387000
grc,2019,162399174000
grc,2020,153474303000
grl,2003,10700400000
grl,2004,11249400000
grl,2005,11545000000
grl,2006,11976500000
grl,2007,12074900000
grl,2008,12440900000
grl,2009,12862000000
grl,2010,12671100000
grl,2011,12691400000
grl,2012,12698100000
grl,2013,12902600000
grl,2014,12932800000
grl,2015,12906300000
grl,2016,13117400000
grl,2017,13286100000
grl,2018,13504000000
grl,2019,13936800000
gtm,1960,54180709088.8716
gtm,1961,56574733972.2132
gtm,1962,59019158798.1731
gtm,1963,62549427256.0789
gtm,1964,65928756226.40929
gtm,1965,68028197165.2426
gtm,1966,70544611581.2771
gtm,1967,74092338777.10371
gtm,1968,77207350637.43518
gtm,1969,82067537242.04781
gtm,1970,87149738887.04671
gtm,1971,91232155111.8912
gtm,1972,97455262357.92999
gtm,1973,102558942645.237
gtm,1974,106432412835.82001
gtm,1975,110098431292.216
gtm,1976,117843928226.95
gtm,1977,127150764754.26601
gtm,1978,133639364816.11301
gtm,1979,139542698298.08701
gtm,1980,145213866884.32199
gtm,1981,147563032784.59201
gtm,1982,143357701982.19101
gtm,1983,141535830270.53799
gtm,1984,143324267800.784
gtm,1985,142587964390.35901
gtm,1986,144326618863.00699
gtm,1987,150370018451.33899
gtm,1988,156671982805.95999
gtm,1989,161500588161.25601
gtm,1990,164528768379.05301
gtm,1991,170844257500
gtm,1992,179935784500
gtm,1993,188393381900
gtm,1994,197165979900
gtm,1995,206745169700
gtm,1996,211980311000
gtm,1997,220886906800
gtm,1998,232054102500
gtm,1999,241249813600
gtm,2000,250780547000
gtm,2001,260683505000
gtm,2002,268491930900
gtm,2003,277370817500
gtm,2004,285084754800
gtm,2005,296589231300
gtm,2006,310747868500
gtm,2007,328278270000
gtm,2008,344627781900
gtm,2009,348233303300
gtm,2010,361839222300
gtm,2011,375204951800
gtm,2012,388071161400
gtm,2013,403251673000
gtm,2014,421130094000
gtm,2015,440725992000
gtm,2016,455017084000
gtm,2017,469304435000
gtm,2018,487596241000
gtm,2019,508541127000
gtm,2020,504848121000
hkg,2019,2282875000000
hkg,2020,2112273000000
hnd,1960,20060614700
hnd,1961,20932460500
hnd,1962,21649492000
hnd,1963,22993928200
hnd,1964,24791398400
hnd,1965,25591532600
hnd,1966,26539971800
hnd,1967,27038634100
hnd,1968,28994176600
hnd,1969,29515654600
hnd,1970,31109420600
hnd,1971,30506462700
hnd,1972,32347930900
hnd,1973,34971618100
hnd,1974,34987915300
hnd,1975,36536050000
hnd,1976,42337496900
hnd,1977,47731531700
hnd,1978,48927373647.8961
hnd,1979,49127748777.4023
hnd,1980,53167226912.7032
hnd,1981,49470089444.6513
hnd,1982,47220086467.5169
hnd,1983,47618920551.0183
hnd,1984,53563882326.71249
hnd,1985,55782773389.06809
hnd,1986,60562853793.939
hnd,1987,62227520539.9786
hnd,1988,63414885315.5476
hnd,1989,65007375952.8317
hnd,1990,65061523410.9807
hnd,1991,63748975300
hnd,1992,66367637400
hnd,1993,69381131500
hnd,1994,71532492900
hnd,1995,72870732900
hnd,1996,74746252600
hnd,1997,75897085800
hnd,1998,81544045300
hnd,1999,84880062500
hnd,2000,89759400000
hnd,2001,94100000000
hnd,2002,97877000000
hnd,2003,102081200000
hnd,2004,107226700000
hnd,2005,114495000000
hnd,2006,123530800000
hnd,2007,132346300000
hnd,2008,136604400000
hnd,2009,138288600000
hnd,2010,142182600000
hnd,2011,146187500000
hnd,2012,151969700000
hnd,2013,157546200000
hnd,2014,160264100000
hnd,2015,166066400000
hnd,2016,172810000000
hnd,2017,180797000000
hnd,2018,189581400000
hnd,2019,197628100000
hnd,2020,187816400000
hrv,1995,196894168101.62399
hrv,1996,198467400359.16296
hrv,1997,217354887992.79501
hrv,1998,217286984407.15399
hrv,1999,214116424325.34201
hrv,2000,219163246741.47101
hrv,2001,225380622607.82101
hrv,2002,245344577790.10599
hrv,2003,255149464971.13599
hrv,2004,266035986230.33301
hrv,2005,277168330385.67603
hrv,2006,283194635342.74402
hrv,2007,298470235614.36298
hrv,2008,304566441715.19202
hrv,2009,285809380636.22998
hrv,2010,282448919029.84198
hrv,2011,285607521413.88397
hrv,2012,279969243816.63202
hrv,2013,277265944906.39398
hrv,2014,273156536586.38101
hrv,2015,273261240725.01599
hrv,2016,280272601186.33801
hrv,2017,288319141179.448
hrv,2018,297273465161.84302
hrv,2019,308735020017.47498
hrv,2020,300030029336.67902
hti,1988,309981979370.505
hti,1989,290848132886.64001
hti,1990,309225375142.86102
hti,1991,301712282344.90601
hti,1992,285605062982.37201
hti,1993,312162102876.45203
hti,1994,285020622010.22101
hti,1995,329227807101.888
hti,1996,373341479995.57599
hti,1997,384469253588.33698
hti,1998,396532134457.39502
hti,1999,313003700459.80902
hti,2000,493432600600
hti,2001,498141838900
hti,2002,506045472300
hti,2003,515380231200
hti,2004,507426911500
hti,2005,514853450800
hti,2006,521647811900
hti,2007,538788343100
hti,2008,547248752900
hti,2009,596217298400
hti,2010,559133754600
hti,2011,579949076800
hti,2012,589595366900
hti,2013,621227286600
hti,2014,624230544300
hti,2015,657372815700
hti,2016,695298304500
hti,2017,728299555200
hti,2018,758235983700
hti,2019,745856400500
hti,2020,724138171600
hun,1991,17753238007000
hun,1992,17862296849000
hun,1993,18834374101000
hun,1994,18403601838000
hun,1995,17206410000000
hun,1996,16768108000000
hun,1997,16960347000000
hun,1998,17417109000000
hun,1999,18325853000000
hun,2000,18950733000000
hun,2001,19780871000000
hun,2002,21207252000000
hun,2003,22792580000000
hun,2004,23175392000000
hun,2005,23781273000000
hun,2006,24167286000000
hun,2007,24043632000000
hun,2008,24025577000000
hun,2009,22921935000000
hun,2010,22709961000000
hun,2011,22871860000000
hun,2012,22413825000000
hun,2013,22577714000000
hun,2014,23291692000000
hun,2015,24050514000000
hun,2016,24907335000000
hun,2017,25993215000000
hun,2018,27072833000000
hun,2019,28368176000000
hun,2020,28120382000000
idn,1960,333893538940300
idn,1961,352981218227600
idn,1962,365712107678200
idn,1963,352892976236700
idn,1964,361769811983000
idn,1965,357656151537100
idn,1966,364934861047500
idn,1967,388586802645100
idn,1968,425736273351500
idn,1969,449821507036200
idn,1970,468865672859500
idn,1971,491549133682900
idn,1972,519851507987200
idn,1973,552963369692300
idn,1974,611069148298000
idn,1975,654082343966700
idn,1976,695690015794700
idn,1977,751316735630500
idn,1978,815120466169200
idn,1979,925820165164900
idn,1980,1040920212750800
idn,1981,1204546445813500
idn,1982,1253501102403300
idn,1983,1331735805482100
idn,1984,1383833035790630
idn,1985,1410843432783420
idn,1986,1442943682657870
idn,1987,1483249506453910
idn,1988,1548625283663070
idn,1989,1627390396142220
idn,1990,1771278026683510
idn,1991,1899895201060200
idn,1992,1962427145692400
idn,1993,2059849540163900
idn,1994,2204766928708700
idn,1995,2448236134018900
idn,1996,2664699632215700
idn,1997,2848684289003200
idn,1998,2644000845451000
idn,1999,2756013066856500
idn,2000,2812806322763300
idn,2001,2922713617822900
idn,2002,3062959389574800
idn,2003,3203515322965500
idn,2004,3358908281697000
idn,2005,3502351531169400
idn,2006,3640758666042800
idn,2007,3817874999815800
idn,2008,4046165943934900
idn,2009,4300381993859100
idn,2010,4476999763782700
idn,2011,4706370589851900
idn,2012,4959525213481800
idn,2013,5239846984014900
idn,2014,5486721558247300
idn,2015,5755828650692400
idn,2016,6005974771598700
idn,2017,6283049392816600
idn,2018,6603302704442700
idn,2019,6928356839737400
idn,2020,6782969764792200
ind,1960,6418010974883.48047
ind,1961,6550743183271.41992
ind,1962,6718137364637.08008
ind,1963,7066082535386.44922
ind,1964,7478745138013.1709
ind,1965,7548443059356.91016
ind,1966,7649541584907.69922
ind,1967,8060623911291.88965
ind,1968,8292076156335.63867
ind,1969,8645488984937.16016
ind,1970,8991922439818.04883
ind,1971,9241446468810.76758
ind,1972,9306360906664.73047
ind,1973,9507443787475.76758
ind,1974,9461815041311.50781
ind,1975,10039395143484.40039
ind,1976,10300495572059.59961
ind,1977,11083980426037.80078
ind,1978,11777279165434.69922
ind,1979,11625672231750
ind,1980,12610728853530.09961
ind,1981,13157062056573.69922
ind,1982,13420898448891.80078
ind,1983,14407286077183.59961
ind,1984,14902550294575
ind,1985,15644690010505.40039
ind,1986,16268721977796
ind,1987,16935125261994.19922
ind,1988,17973384125487.10156
ind,1989,18875236210052.19922
ind,1990,19688925263567.30078
ind,1991,20047694330600
ind,1992,20589406767100
ind,1993,21530976960900
ind,1994,22469474375500
ind,1995,23891412816000
ind,1996,25642325807900
ind,1997,26702335479800
ind,1998,28663135176600
ind,1999,30658157986800
ind,2000,31610438351000
ind,2001,33311402383300
ind,2002,34110528045400
ind,2003,35970096857800
ind,2004,37767124409500
ind,2005,40657846927200
ind,2006,42611980388800
ind,2007,45847849436900
ind,2008,48358635038300
ind,2009,51472175494200
ind,2010,54801858834700
ind,2011,58788218716400
ind,2012,61533538910000
ind,2013,65371542421100
ind,2014,69668076003700
ind,2015,75142212139200
ind,2016,81018340782700
ind,2017,86755711186900
ind,2018,93134780647500
ind,2019,98634421569500
ind,2020,91477299996700
irl,1970,27732485000
irl,1971,28976992000
irl,1972,30635385000
irl,1973,32802208000
irl,1974,33815245000
irl,1975,34772321000
irl,1976,35735332000
irl,1977,37703831000
irl,1978,41021599000
irl,1979,42855329000
irl,1980,43776609000
irl,1981,44358262000
irl,1982,42452671000
irl,1983,42664773000
irl,1984,43191280000
irl,1985,44837670000
irl,1986,45815668000
irl,1987,46301687000
irl,1988,47235347000
irl,1989,49420429000
irl,1990,50572934000
irl,1991,51590448000
irl,1992,53089969000
irl,1993,54276168000
irl,1994,56613812000
irl,1995,58622169000
irl,1996,62164503000
irl,1997,66417954000
irl,1998,71646026000
irl,1999,77794986000
irl,2000,85511236000
irl,2001,90646579000
irl,2002,94652838000
irl,2003,97346522000
irl,2004,100514101000
irl,2005,106861642000
irl,2006,113240084000
irl,2007,120770125000
irl,2008,121201510000
irl,2009,115586930000
irl,2010,114252845000
irl,2011,114553101000
irl,2012,112606617000
irl,2013,112422156000
irl,2014,115818941000
irl,2015,119310851000
irl,2016,125189099000
irl,2017,128497193000
irl,2018,133840004000
irl,2019,139494426000
irl,2020,132246691000
irn,1960,283104498778957
irn,1961,282457961448133
irn,1962,288782185092322
irn,1963,296090501040809
irn,1964,300173383932450
irn,1965,332603924266749
irn,1966,366321614305447.0625
irn,1967,407999439670012
irn,1968,425042767434800
irn,1969,472569852390230
irn,1970,531002592718036.9375
irn,1971,636841815340211
irn,1972,721474507223641
irn,1973,796638007053581
irn,1974,1103480430777980
irn,1975,1397372738305070
irn,1976,1465187627371540
irn,1977,1499560318919070
irn,1978,1527281919114090
irn,1979,1503651967445920
irn,1980,1402315603874170
irn,1981,1420138992215130
irn,1982,1469471917606650
irn,1983,1604469896511840
irn,1984,1622924239438150
irn,1985,1667481289605150
irn,1986,1438699137674460
irn,1987,1346646733294580
irn,1988,1351116836635360
irn,1989,1341217258706650
irn,1990,1561082618548800
irn,1991,1697262070661700
irn,1992,1751769726264100
irn,1993,1863358638094900
irn,1994,1806862685269000
irn,1995,1710455412899400
irn,1996,1756017837695300
irn,1997,1845858418992600
irn,1998,1906218845338900
irn,1999,1877279371560100
irn,2000,2079452117239500
irn,2001,2187667645845200
irn,2002,2384031226535700
irn,2003,2433050707885800
irn,2004,2645403038240600
irn,2005,2811898947357900
irn,2006,3007990773349300
irn,2007,3253539939639900
irn,2008,3162397965119700
irn,2009,3207009182089600
irn,2010,3297208603844100
irn,2011,3390866740675600
irn,2012,3301122832628700
irn,2013,3255260975620600
irn,2014,3334716053003800
irn,2015,3269289906774400
irn,2016,3393224943712700
irn,2017,3487156892290100
irn,2018,3393089863778500
irn,2019,3143351932853800
irn,2020,3118895356524250
irq,2007,63834497300000
irq,2008,66809194644000
irq,2009,78420415562600
irq,2010,82103657713100
irq,2011,90113307773100
irq,2012,102429154657200
irq,2013,106997145021300
irq,2014,112429134717500
irq,2015,99366739459600
irq,2016,101599809231700
irq,2017,102822525535600
irq,2018,108965165219500
irq,2019,117518483365600
isl,1970,375800683000
isl,1971,433159687000
isl,1972,470448307000
isl,1973,498433295000
isl,1974,547778819000
isl,1975,515621615000
isl,1976,543104623000
isl,1977,599886572000
isl,1978,651309589000
isl,1979,673315465000
isl,1980,694264511000
isl,1981,739340944000
isl,1982,777758447000
isl,1983,753978793000
isl,1984,775569592000
isl,1985,812953124000
isl,1986,869888376000
isl,1987,988072485000
isl,1988,971535438000
isl,1989,949721862000
isl,1990,990593176000
isl,1991,1017567169000
isl,1992,988002462000
isl,1993,956838791000
isl,1994,983815759000
isl,1995,1000539673000
isl,1996,1039841757000
isl,1997,1094700980000
isl,1998,1203648170000
isl,1999,1284024758000
isl,2000,1340071499000
isl,2001,1332944581000
isl,2002,1346556059000
isl,2003,1409737594000
isl,2004,1489665912000
isl,2005,1633203504000
isl,2006,1702267770000
isl,2007,1801244740000
isl,2008,1745883711000
isl,2009,1580357438000
isl,2010,1559704592000
isl,2011,1581652633000
isl,2012,1592842505000
isl,2013,1608963211000
isl,2014,1639596122000
isl,2015,1689487076000
isl,2016,1771509178000
isl,2017,1884174623000
isl,2018,1974348399000
isl,2019,2024801120000
isl,2020,2013590134000
isr,1970,143337109000
isr,1971,149396140000
isr,1972,157855328000
isr,1973,190488092000
isr,1974,201050350000
isr,1975,209869170000
isr,1976,207695935000
isr,1977,203548656000
isr,1978,220268013000
isr,1979,225303994000
isr,1980,226049687000
isr,1981,249089488000
isr,1982,254158512000
isr,1983,263328023000
isr,1984,257093291000
isr,1985,262720714000
isr,1986,277017809000
isr,1987,310126709000
isr,1988,316856200000
isr,1989,308390843000
isr,1990,328357400000
isr,1991,349273931000
isr,1992,369002270000
isr,1993,392134622000
isr,1994,417788738000
isr,1995,441333043000
isr,1996,466555447000
isr,1997,483241756000
isr,1998,506181871000
isr,1999,524408923000
isr,2000,557549102000
isr,2001,578900222000
isr,2002,594375962000
isr,2003,589520861000
isr,2004,607613433000
isr,2005,625583054000
isr,2006,653514524000
isr,2007,694577129000
isr,2008,709747388000
isr,2009,721499030000
isr,2010,752435321000
isr,2011,780934185000
isr,2012,806125716000
isr,2013,834573490000
isr,2014,869645356000
isr,2015,898570195000
isr,2016,948957702000
isr,2017,982204435000
isr,2018,1019050165000
isr,2019,1055233375000
isr,2020,994553341000
ita,1970,598117281000
ita,1971,621759939000
ita,1972,645231498000
ita,1973,678826196000
ita,1974,700245934000
ita,1975,707637021000
ita,1976,739127983000
ita,1977,761936152000
ita,1978,784534899000
ita,1979,829900731000
ita,1980,873357580000
ita,1981,890809590000
ita,1982,903648121000
ita,1983,910251761000
ita,1984,934111707000
ita,1985,960842032000
ita,1986,996163785000
ita,1987,1035062896000
ita,1988,1076985561000
ita,1989,1110352383000
ita,1990,1133885709000
ita,1991,1161968976000
ita,1992,1179691781000
ita,1993,1148318404000
ita,1994,1156329623000
ita,1995,1160569800000
ita,1996,1171029600000
ita,1997,1202720800000
ita,1998,1238830800000
ita,1999,1268373300000
ita,2000,1304156100000
ita,2001,1326915300000
ita,2002,1330695400000
ita,2003,1341982600000
ita,2004,1353931100000
ita,2005,1369976400000
ita,2006,1382201000000
ita,2007,1396292200000
ita,2008,1388841300000
ita,2009,1372855200000
ita,2010,1386001900000
ita,2011,1379535600000
ita,2012,1334624800000
ita,2013,1306241000000
ita,2014,1305950900000
ita,2015,1322280200000
ita,2016,1336929900000
ita,2017,1352387900000
ita,2018,1362246500000
ita,2019,1362926600000
ita,2020,1257288300000
jam,2007,843262000000
jam,2008,867007000000
jam,2009,777188000000
jam,2010,769364000000
jam,2011,792182000000
jam,2012,785819000000
jam,2013,777823000000
jam,2014,771725000000
jam,2015,770885000000
jam,2016,771431000000
jam,2017,779915000000
jam,2018,786136000000
jam,2019,795071000000
jam,2020,713973758000
jor,1976,4203912838.93658
jor,1977,3214133103.0242
jor,1978,4405433319.5845
jor,1979,5802020208.91437
jor,1980,5788081646.52884
jor,1981,6423053512.27266
jor,1982,7873872528.55773
jor,1983,8305885020.08411
jor,1984,7736522819.81829
jor,1985,7850917826.87758
jor,1986,8675750660.64139
jor,1987,7013466833.14152
jor,1988,8259538094.49774
jor,1989,7170903592.69337
jor,1990,7395550162.50826
jor,1991,7420468400
jor,1992,8383633500
jor,1993,8477286000
jor,1994,8798422900
jor,1995,8938933000
jor,1996,9672325000
jor,1997,10153587100
jor,1998,10668458700
jor,1999,10951540200
jor,2000,11994422600
jor,2001,12655821400
jor,2002,12805862400
jor,2003,13587588700
jor,2004,14779150500
jor,2005,16195123400
jor,2006,17212179300
jor,2007,19056615200
jor,2008,18880867100
jor,2009,19486854200
jor,2010,19658626100
jor,2011,22441344400
jor,2012,23552971200
jor,2013,26079020100
jor,2014,26334673400
jor,2015,26785534100
jor,2016,27339724000
jor,2017,28567389700
jor,2018,29067384300
jor,2019,29968048500
jor,2020,30919763300
jpn,1970,125672381468000
jpn,1971,133187956774000
jpn,1972,144068664884000
jpn,1973,155794891040000
jpn,1974,155561756563000
jpn,1975,164796595846000
jpn,1976,170020774214000
jpn,1977,176938134292000
jpn,1978,186213958210000
jpn,1979,197438487064000
jpn,1980,200346903157000
jpn,1981,205413042081000
jpn,1982,214775960587000
jpn,1983,222906971245000
jpn,1984,229595409339000
jpn,1985,237783631697000
jpn,1986,246470481156000
jpn,1987,256998005228000
jpn,1988,269594193968000
jpn,1989,281568193565000
jpn,1990,295121369370000
jpn,1991,302684737148000
jpn,1992,309409444224000
jpn,1993,313920981871000
jpn,1994,321903680000000
jpn,1995,330788515800000
jpn,1996,337548526100000
jpn,1997,340192107100000
jpn,1998,339485636700000
jpn,1999,345019834100000
jpn,2000,352191693400000
jpn,2001,359690066800000
jpn,2002,364860187300000
jpn,2003,368271005100000
jpn,2004,372927962600000
jpn,2005,377963757600000
jpn,2006,380821590800000
jpn,2007,384373557800000
jpn,2008,380995471400000
jpn,2009,380193813300000
jpn,2010,388616098900000
jpn,2011,389274768700000
jpn,2012,396824700000000
jpn,2013,406015122800000
jpn,2014,404265701600000
jpn,2015,405614700000000
jpn,2016,406038100000000
jpn,2017,409273604400000
jpn,2018,411184143900000
jpn,2019,412302454400000
jpn,2020,397713900000000
kaz,1990,5695594349735.5293
kaz,1991,5513212928400
kaz,1992,5474583558000
kaz,1993,4834254405900
kaz,1994,3857475564600
kaz,1995,3132270158500
kaz,1996,2922408057900
kaz,1997,2951632138500
kaz,1998,2868986438600
kaz,1999,2909152248700
kaz,2000,2999335968400
kaz,2001,3296270229300
kaz,2002,3322640391100
kaz,2003,3698098755300
kaz,2004,4189945889800
kaz,2005,4638270100000
kaz,2006,5176309431600
kaz,2007,5766408706800
kaz,2008,6135458864000
kaz,2009,6166136158400
kaz,2010,6764251365700
kaz,2011,7569197278200
kaz,2012,8386670584300
kaz,2013,9133084266300
kaz,2014,9388810625700
kaz,2015,9567198027600
kaz,2016,9701138800000
kaz,2017,9856357020800
kaz,2018,10122478660400
kaz,2019,10871542081269.59961
kaz,2020,10762826660456.90039
ken,1960,565790743335.11206
ken,1961,576610662229.78406
ken,1962,618868378789.55103
ken,1963,622848551542.32397
ken,1964,682786259135.9729
ken,1965,720851875429.104
ken,1966,774864308748.61694
ken,1967,817496535139.35388
ken,1968,792883936161.34705
ken,1969,831675343107.18787
ken,1970,773958536998.82385
ken,1971,1070427425272.53003
ken,1972,1201813648345.78003
ken,1973,1144660046205.12012
ken,1974,1301599477423.1499
ken,1975,1309585943302.12988
ken,1976,1275892404186.81006
ken,1977,1395114580359.93994
ken,1978,1597420971107.6001
ken,1979,1667873738029.52002
ken,1980,1708540556557.11011
ken,1981,1637989084136.03003
ken,1982,1671926484988.28003
ken,1983,1661864292425.36011
ken,1984,1761359809573.1499
ken,1985,1673198048615.5
ken,1986,1942432826241.04004
ken,1987,2086920802187.27002
ken,1988,2233859005548.62939
ken,1989,2345518570142.52979
ken,1990,2361735364001.41016
ken,1991,2435300268897.31006
ken,1992,2463350154831.87988
ken,1993,2476779959517.37012
ken,1994,2690571068716.7998
ken,1995,3034259103642.5498
ken,1996,3114077315515.56006
ken,1997,3207930589584.56006
ken,1998,3348809016820.79004
ken,1999,3446814573793.66016
ken,2000,3422648869941.16943
ken,2001,3556631150415.06982
ken,2002,3591370945872.74023
ken,2003,3693485001064.48975
ken,2004,3771090369307.68018
ken,2005,3968228948583.31982
ken,2006,4285849115448.66943
ken,2007,4530538568408.12988
ken,2008,4529408375692.08008
ken,2009,4767000000000
ken,2010,5008000000000
ken,2011,5240000000000
ken,2012,5532000000000
ken,2013,5807000000000
ken,2014,6048000000000
ken,2015,6461822000000
ken,2016,6760014300000
ken,2017,7104639800000
ken,2018,7463595400000
ken,2019,7849956200000
ken,2020,7722383400000
kgz,1991,233658966000
kgz,1992,203680079800
kgz,1993,180051161800
kgz,1994,144834804000
kgz,1995,121566164200
kgz,1996,129193763900
kgz,1997,118724333100
kgz,1998,136642337200
kgz,1999,137930541400
kgz,2000,133997756400
kgz,2001,135889043700
kgz,2002,140873185500
kgz,2003,167801193000
kgz,2004,179559254400
kgz,2005,190673615300
kgz,2006,221491397300
kgz,2007,227199602300
kgz,2008,251759541000
kgz,2009,221924495400
kgz,2010,226369100000
kgz,2011,244678900000
kgz,2012,267988387000
kgz,2013,285472973400
kgz,2014,292370356900
kgz,2015,290431557200
kgz,2016,289605478600
kgz,2017,305296118400
kgz,2018,320212788700
kgz,2019,322596531700
kgz,2020,291422654300
khm,1993,8699784257800
khm,1994,9372824081800
khm,1995,9939024133700
khm,1996,10954904250500
khm,1997,10779711784600
khm,1998,11788444987400
khm,1999,12569106570000
khm,2000,13243424316600
khm,2001,13592378609000
khm,2002,14426485448900
khm,2003,15564594018900
khm,2004,17331039949000
khm,2005,19385735427400
khm,2006,20591315453100
khm,2007,22500242139800
khm,2008,25248680168700
khm,2009,25557895368800
khm,2010,27871943513900
khm,2011,30716857466000
khm,2012,32168080768500
khm,2013,34008302758800
khm,2014,35479057227900
khm,2015,37539593914700
khm,2016,40041071578900
khm,2017,41928238370200
khm,2018,44728196570800
khm,2019,47462281378500
