geo,time,ne_con_totl_kn
arm,1997,1737705132500
arm,1998,1805221071000
arm,1999,1820132148300
arm,2000,1960496664500
arm,2001,2093614066900
arm,2002,2258110366100
arm,2003,2433478094100
arm,2004,2654947835100
arm,2005,2925487555800
arm,2006,3187443213200
arm,2007,3576052835700
arm,2008,3738589185400
arm,2009,3586824220700
arm,2010,3723673560800
arm,2011,3828201166800
arm,2012,4129498300000
arm,2013,4224476760900
arm,2014,4275170482030.7998
arm,2015,4018660253108.9502
arm,2016,3934268387793.66016
arm,2017,4390643520777.72949
arm,2018,4557487974567.28027
arm,2019,5090714067591.64941
arm,2020,4576551946764.90039
aus,1960,185675000000
aus,1961,190226000000
aus,1962,195422000000
aus,1963,205623000000
aus,1964,218749000000
aus,1965,231184000000
aus,1966,240824000000
aus,1967,253244000000
aus,1968,267806000000
aus,1969,280947000000
aus,1970,298929000000
aus,1971,311317000000
aus,1972,322965000000
aus,1973,337107000000
aus,1974,355601000000
aus,1975,375900000000
aus,1976,385315000000
aus,1977,401368000000
aus,1978,410206000000
aus,1979,418121000000
aus,1980,426068000000
aus,1981,441239000000
aus,1982,461451000000
aus,1983,472703000000
aus,1984,481940000000
aus,1985,493550000000
aus,1986,515903000000
aus,1987,528044000000
aus,1988,545543000000
aus,1989,568442000000
aus,1990,590636000000
aus,1991,599570000000
aus,1992,613876000000
aus,1993,626392000000
aus,1994,638195000000
aus,1995,664802000000
aus,1996,688578000000
aus,1997,706941000000
aus,1998,740751000000
aus,1999,779803000000
aus,2000,810651000000
aus,2001,834891000000
aus,2002,860760000000
aus,2003,894673000000
aus,2004,940243000000
aus,2005,979608000000
aus,2006,1011136000000
aus,2007,1059047000000
aus,2008,1105373000000
aus,2009,1118694000000
aus,2010,1151816000000
aus,2011,1196730000000
aus,2012,1233964000000
aus,2013,1253111000000
aus,2014,1278877000000
aus,2015,1310709000000
aus,2016,1351561000000
aus,2017,1392696000000
aus,2018,1433237000000
aus,2019,1468051000000
aus,2020,1461936000000
aut,1970,93033406000
aut,1971,98353072000
aut,1972,103784350000
aut,1973,108664895000
aut,1974,112727910000
aut,1975,116619953000
aut,1976,121825656000
aut,1977,128883514000
aut,1978,127446288000
aut,1979,133158655000
aut,1980,136345768000
aut,1981,138287134000
aut,1982,141390047000
aut,1983,147821526000
aut,1984,145661516000
aut,1985,148155606000
aut,1986,151219067000
aut,1987,153977577000
aut,1988,157425999000
aut,1989,162305722000
aut,1990,168317218000
aut,1991,173362255000
aut,1992,179204507000
aut,1993,181084755000
aut,1994,185216541000
aut,1995,187661610000
aut,1996,192279550000
aut,1997,194236930000
aut,1998,199936410000
aut,1999,205215820000
aut,2000,210012470000
aut,2001,211803730000
aut,2002,213311480000
aut,2003,216627100000
aut,2004,221214030000
aut,2005,226194810000
aut,2006,231631080000
aut,2007,234368740000
aut,2008,238277010000
aut,2009,241340990000
aut,2010,243080990000
aut,2011,245492300000
aut,2012,246459960000
aut,2013,246824030000
aut,2014,247931830000
aut,2015,249404200000
aut,2016,253455280000
aut,2017,257602390000
aut,2018,260496480000
aut,2019,262802030000
aut,2020,246315670000
aze,1992,3740922200
aze,1993,2837241600
aze,1994,2202079600
aze,1995,2118870000
aze,1996,2311001600
aze,1997,2626593600
aze,1998,2922017700
aze,1999,3316755100
aze,2000,3991429100
aze,2001,3930833700
aze,2002,4395184700
aze,2003,4799259600
aze,2004,5377109000
aze,2005,6579700000
aze,2006,9079331300
aze,2007,10763042300
aze,2008,11992016900
aze,2009,12739576300
aze,2010,10973722500
aze,2011,13258067700
aze,2012,13549745200
bdi,1997,983441954600
bdi,1998,1059287696400
bdi,1999,1050824064400
bdi,2000,943569084600
bdi,2001,967841817100
bdi,2002,1036111607100
bdi,2003,1038046559400
bdi,2004,1113763183400
bdi,2005,1262614980000
bdi,2006,1402295256000
bdi,2007,1441478432300
bdi,2008,1565444572800
bdi,2009,1543372426300
bdi,2010,1587776596700
bdi,2011,1703571288100
bdi,2012,1777685709100
bdi,2013,1971806513700
bdi,2014,2037503941200
bdi,2015,1987468836500
bdi,2016,1961388657100
bdi,2017,2002416664000
bdi,2018,2087536122800
bdi,2019,2181408886200
bdi,2020,2289972552600
bel,1970,123073522000
bel,1971,129351651000
bel,1972,136996678000
bel,1973,147014781000
bel,1974,151397747000
bel,1975,154315081000
bel,1976,161509864000
bel,1977,165587571000
bel,1978,171466977000
bel,1979,178881244000
bel,1980,178894531000
bel,1981,181134884000
bel,1982,183788839000
bel,1983,183948766000
bel,1984,184545734000
bel,1985,189659251000
bel,1986,193988301000
bel,1987,197910640000
bel,1988,202045297000
bel,1989,207452473000
bel,1990,211867000000
bel,1991,218643204000
bel,1992,222561407000
bel,1993,221739715000
bel,1994,226409298000
bel,1995,229933200000
bel,1996,234154400000
bel,1997,237530000000
bel,1998,244027300000
bel,1999,249371800000
bel,2000,256068500000
bel,2001,259351400000
bel,2002,262947300000
bel,2003,265742800000
bel,2004,269657300000
bel,2005,272659400000
bel,2006,276640000000
bel,2007,282287500000
bel,2008,287645800000
bel,2009,290210600000
bel,2010,296492800000
bel,2011,298703800000
bel,2012,302818600000
bel,2013,306396000000
bel,2014,308725500000
bel,2015,312334500000
bel,2016,316151200000
bel,2017,320443400000
bel,2018,326073900000
bel,2019,331901400000
bel,2020,313216800000
ben,1960,975883329322.37903
ben,1961,995077956145.73413
ben,1962,991860774313.85901
ben,1963,1064242534066.38
ben,1964,1123863298825.02002
ben,1965,1194306391401.34009
ben,1966,1288865759255.79004
ben,1967,1339896858191.43994
ben,1968,1382042539292.34009
ben,1969,1389375939700.51001
ben,1970,1431820226898.06006
ben,1971,1444214112599.02002
ben,1972,1512719196925.12012
ben,1973,1574759764158.12012
ben,1974,1564461679703.94995
ben,1975,1528461416864.09009
ben,1976,1504312866077.93994
ben,1977,1628856546632.40991
ben,1978,1667708638344.69995
ben,1979,1760050055173.94995
ben,1980,1880953090269.04004
ben,1981,2052402429314.37012
ben,1982,1783024676544.30005
ben,1983,1826302131446.32007
ben,1984,1956615631966.3999
ben,1985,2183724784537
ben,1986,2146250084034.59009
ben,1987,2102765178704.11011
ben,1988,2247056326867.2002
ben,1989,2097015375506.5
ben,1990,2136989431070.30005
ben,1991,2287315023800
ben,1992,2396745325300
ben,1993,2504173917900
ben,1994,2406439855000
ben,1995,2503723090500
ben,1996,2633550623600
ben,1997,2761542133800
ben,1998,2910942919300
ben,1999,3051831477100
ben,2000,3275739826000
ben,2001,3436219355600
ben,2002,3581410697800
ben,2003,3717371602400
ben,2004,3875591280100
ben,2005,3964796826900
ben,2006,4157721285200
ben,2007,4315488024800
ben,2008,4550697251500
ben,2009,4716656432700
ben,2010,4808373364200
ben,2011,4986113731300
ben,2012,5099027113900
ben,2013,5330139932300
ben,2014,5485199108900
ben,2015,5829509000000
ben,2016,5879336000000
ben,2017,6110108254000
ben,2018,6343223140200
ben,2019,6584230101600
ben,2020,6893792602400
bfa,1965,884417478435.85205
bfa,1966,889369856295.95898
bfa,1967,1006116969581.55005
bfa,1968,1046729801382.81006
bfa,1969,1069559022430.47998
bfa,1970,1024856526272.48999
bfa,1971,1046014107513.33997
bfa,1972,1019634893130.18994
bfa,1973,1018446183137.44995
bfa,1974,1080092462538.15002
bfa,1975,1186931444784.93994
bfa,1976,1254089284062.78003
bfa,1977,1365864508009.69995
bfa,1978,1358877897379.23999
bfa,1979,1404112470493.96997
bfa,1980,1476948611738.95996
bfa,1981,1546707248247.44995
bfa,1982,1658573805991.53003
bfa,1983,1654152872477.44995
bfa,1984,1571289107092.31006
bfa,1985,1639110961849.40991
bfa,1986,1848673950476.37012
bfa,1987,1803010235230.27002
bfa,1988,1897619985865.81006
bfa,1989,1866800432059.25
bfa,1990,1842166262052.52002
bfa,1991,1942640146300
bfa,1992,1944791446500
bfa,1993,2032720333200
bfa,1994,1791652787400
bfa,1995,2015849321500
bfa,1996,2308886830400
bfa,1997,2357111476800
bfa,1998,2630167564100
bfa,1999,2877859021900
bfa,2000,2946128325300
bfa,2001,3032337861900
bfa,2002,3199067700700
bfa,2003,3340117349700
bfa,2004,3573548453500
bfa,2005,3787826336100
bfa,2006,4002060169700
bfa,2007,4100172365100
bfa,2008,4326232081000
bfa,2009,4407003602700
bfa,2010,4637495207800
bfa,2011,4916597714000
bfa,2012,5360185846200
bfa,2013,5696778630300
bfa,2014,5818525628300
bfa,2015,6118602000000
bfa,2016,6449895000000
bfa,2017,6800577202000
bfa,2018,7038214470300
bfa,2019,7420769342100
bgd,1960,1312160532200
bgd,1961,1429589333400
bgd,1962,1404658067200
bgd,1963,1473643906800
bgd,1964,1629755037100
bgd,1965,1637605052700
bgd,1966,1667764218200
bgd,1967,1618612927100
bgd,1968,1641824141800
bgd,1969,1722827845500
bgd,1970,1893897132200
bgd,1971,1865314293000
bgd,1972,1786218139300
bgd,1973,1567108565000
bgd,1974,1517090537300
bgd,1975,1451424583200
bgd,1976,1570792539800
bgd,1977,1433481217900
bgd,1978,1603850961800
bgd,1979,1670849090200
bgd,1980,1722655305900
bgd,1981,1687572477900
bgd,1982,1637092766300
bgd,1983,1679874539400
bgd,1984,1797765174100
bgd,1985,1821796488400
bgd,1986,1878608943100
bgd,1987,1929327271100
bgd,1988,2000986293400
bgd,1989,2018785439200
bgd,1990,2165428118800
bgd,1991,2161085418200
bgd,1992,2253823603800
bgd,1993,2340447579600
bgd,1994,2425721936300
bgd,1995,2514608026200
bgd,1996,2511171000000
bgd,1997,2542832000000
bgd,1998,2587777000000
bgd,1999,2689236000000
bgd,2000,2821032000000
bgd,2001,2940131000000
bgd,2002,2985160000000
bgd,2003,3114443000000
bgd,2004,3307991000000
bgd,2005,3537430000000
bgd,2006,3789402000000
bgd,2007,4059619000000
bgd,2008,4219057000000
bgd,2009,4326381000000
bgd,2010,4532147000000
bgd,2011,4827133000000
bgd,2012,5022250000000
bgd,2013,5282071000000
bgd,2014,5507931000000
bgd,2015,5839989000000
bgd,2016,6038498000000
bgd,2017,6488464000000
bgd,2018,7225820000000
bgd,2019,7539025000000
bgd,2020,7938185000000
bgr,1980,44478415722.4748
bgr,1981,47228299224.9063
bgr,1982,49618428093.1533
bgr,1983,51576894777.4054
bgr,1984,53403037640.9164
bgr,1985,54760468615.0483
bgr,1986,56390234542.5011
bgr,1987,59595444708.7714
bgr,1988,62468914533.6731
bgr,1989,60634210872.7218
bgr,1990,64101705293.10249
bgr,1991,50073145190.59329
bgr,1992,48521823206.9899
bgr,1993,46793379114.3652
bgr,1994,44695982084.9881
bgr,1995,53206398000
bgr,1996,52012308000
bgr,1997,35402936000
bgr,1998,37015756000
bgr,1999,38415919000
bgr,2000,41270229000
bgr,2001,43805058000
bgr,2002,45798115000
bgr,2003,48929984000
bgr,2004,53040427000
bgr,2005,56151377000
bgr,2006,60602022000
bgr,2007,65903727000
bgr,2008,67986579000
bgr,2009,64923318000
bgr,2010,66425228000
bgr,2011,67800847000
bgr,2012,69571975000
bgr,2013,67481266000
bgr,2014,68206713000
bgr,2015,69984117000
bgr,2016,71535262000
bgr,2017,73601149000
bgr,2018,76575943000
bgr,2019,80484234000
bgr,2020,81718528000
bhr,2000,2640110000
bhr,2001,2817970000
bhr,2002,2885190000
bhr,2003,3043680000
bhr,2004,3105630000
bhr,2005,3230060000
bhr,2006,3289810000
bhr,2007,3485960000
bhr,2008,4222560000
bhr,2009,4692100000
bhr,2010,5231580000
bhr,2011,5721090000
bhr,2012,5991540000
bhr,2013,6485550000
bhr,2014,6562330000
bhr,2015,6711670000
bhr,2016,6678310000
bhr,2017,6947800000
bhr,2018,7053300000
bhr,2019,6952400000
bhs,1989,6247209359.1268
bhs,1990,6116479586.96634
bhs,1991,5949837800
bhs,1992,5650783300
bhs,1993,5610850000
bhs,1994,5846662900
bhs,1995,6125819100
bhs,1996,6521241800
bhs,1997,7336240000
bhs,1998,7315930000
bhs,1999,7799690000
bhs,2000,7996120000
bhs,2001,8083230000
bhs,2002,8305190000
bhs,2003,8103900000
bhs,2004,7956000000
bhs,2005,8539700000
bhs,2006,8776450000
bhs,2007,8865750000
bhs,2008,8688240000
bhs,2009,8009880000
bhs,2010,8073080000
bhs,2011,8035200000
bhs,2012,8217710000
bhs,2013,8017310000
bhs,2014,8240250000
bhs,2015,8528370000
bhs,2016,8615500000
bhs,2017,9349020000
bhs,2018,9430780000
bhs,2019,9260290000
bhs,2020,8532490000
bih,2000,21352454485.548
bih,2001,21988142583.5312
bih,2002,22986897007.4747
bih,2003,24040131340.5532
bih,2004,24678988529.256
bih,2005,25722368595.3041
bih,2006,26640491656.1605
bih,2007,27977707762.96609
bih,2008,29286253155.1013
bih,2009,28360739637.7704
bih,2010,28484421112.4992
bih,2011,28393644200.3651
bih,2012,28323790636.8153
bih,2013,28322503835.6208
bih,2014,28840572184.0446
bih,2015,29208044144.5864
bih,2016,29714011265.6274
bih,2017,30061544037.23429
bih,2018,30591576837.3189
bih,2019,31197455323.6928
bih,2020,30636430000
blr,1990,19673781579.6603
blr,1991,18384094500
blr,1992,16578964400
blr,1993,15505411300
blr,1994,13794822000
blr,1995,12542314800
blr,1996,12965028400
blr,1997,14236354100
blr,1998,15869406600
blr,1999,17174735200
blr,2000,18425423100
blr,2001,20956370400
blr,2002,22680815800
blr,2003,23975074200
blr,2004,25768972900
blr,2005,28856601900
blr,2006,31903227000
blr,2007,35500726700
blr,2008,40532146400
blr,2009,40528370000
blr,2010,43777020000
blr,2011,44261890000
blr,2012,47982220000
blr,2013,51988370000
blr,2014,53650850000
blr,2015,52600380000
blr,2016,51310500000
blr,2017,53092800000
blr,2018,56378900000
blr,2019,58725698500
blr,2020,57877186300
blz,1980,544112537.97373
blz,1981,454120406.54356
blz,1982,497189176.20755
blz,1983,465513480.33865
blz,1984,416435506.29507
blz,1985,401832640.31379
blz,1986,386202503.80893
blz,1987,440274670.49821
blz,1988,497040089.41452
blz,1989,544497129.14555
blz,1990,577509727.55547
blz,1991,629800000
blz,1992,1013558900
blz,1993,1048114000
blz,1994,1101892700
blz,1995,1135303700
blz,1996,1154045100
blz,1997,1183871500
blz,1998,1254558500
blz,1999,1337692600
blz,2000,1447763500
blz,2001,1576621600
blz,2002,1692294800
blz,2003,1758623400
blz,2004,1754121000
blz,2005,1725804900
blz,2006,1691845400
blz,2007,1757713100
blz,2008,1743594400
blz,2009,1806475100
blz,2010,1896422500
blz,2011,1963986000
blz,2012,1997816400
blz,2013,2082338300
blz,2014,2117034200
blz,2015,2214276900
blz,2016,2345954700
blz,2017,2268044700
blz,2018,2266317300
blz,2019,2239869400
blz,2020,2162871945.19
bmu,2014,4165219162.21034
bmu,2015,4181468894.83066
bmu,2016,4478993761.14082
bmu,2017,4231120855.61497
bmu,2018,4064051158.64528
bmu,2019,4031700000
bmu,2020,3684900000
bol,1960,5385584304.9178
bol,1961,5799733097.97368
bol,1962,5867382900.82344
bol,1963,6209997131.25147
bol,1964,6287656356.81515
bol,1965,6846802780.87369
bol,1966,7331030893.21197
bol,1967,7750390711.25588
bol,1968,8030877561.23296
bol,1969,8528810242.78836
bol,1970,9076079373.5254
bol,1971,9457042000.97797
bol,1972,9666692088.7105
bol,1973,10511994808.1742
bol,1974,10930088557.3032
bol,1975,11488127761.4148
bol,1976,12355548297.0396
bol,1977,12954740043.9478
bol,1978,12699781944.9278
bol,1979,13103934767.5068
bol,1980,13158358000
bol,1981,13400195000
bol,1982,12891291000
bol,1983,12122885000
bol,1984,12204138000
bol,1985,12431472000
bol,1986,12648730000
bol,1987,12917061000
bol,1988,13081940000
bol,1989,13299133000
bol,1990,13685301000
bol,1991,14140433000
bol,1992,14645768000
bol,1993,15117318000
bol,1994,15564768000
bol,1995,16099237000
bol,1996,16610534000
bol,1997,17465757000
bol,1998,18349485000
bol,1999,18867185000
bol,2000,19296127000
bol,2001,19581579000
bol,2002,20018917000
bol,2003,20441779000
bol,2004,21043316000
bol,2005,21744693000
bol,2006,22606118000
bol,2007,23536324000
bol,2008,24776444000
bol,2009,25691408000
bol,2010,26681900721.5301
bol,2011,28142921716.14
bol,2012,29449742426.6143
bol,2013,31330036130.85229
bol,2014,33085044812.786
bol,2015,34990731759.8754
bol,2016,36086151174.0579
bol,2017,37804040708.2763
bol,2018,39476101450.6774
bol,2019,40931905630.6971
bol,2020,37932030868.99689
bra,1960,354595107360.67999
bra,1961,386088820679.51202
bra,1962,405998650105.05798
bra,1963,411869289900.70898
bra,1964,418992141066.06799
bra,1965,414888871062.10095
bra,1966,432963755804.37097
bra,1967,471934514597.77295
bra,1968,520043260633.73694
bra,1969,513805116922.61298
bra,1970,591702279694.82898
bra,1971,662381216329.76001
bra,1972,733870005014.828
bra,1973,806567580753.04102
bra,1974,879851400359.19885
bra,1975,874197580584.12988
bra,1976,1004595404357.09998
bra,1977,1078033522303.07996
bra,1978,1106851380774.52002
bra,1979,1217553591210.69995
bra,1980,1302899664045.11011
bra,1981,1270407932445.23999
bra,1982,1323394651112.29004
bra,1983,1354140687974.97998
bra,1984,1430683063693.05005
bra,1985,1477998696533.86011
bra,1986,1546112062986.22998
bra,1987,1571657770309.33008
bra,1988,1581522405742.12988
bra,1989,1613179946079.12012
bra,1990,1597772874452.93994
bra,1991,1680337484100
bra,1992,1684549850600
bra,1993,1751089785100
bra,1994,1849115060900
bra,1995,1975361232200
bra,1996,2015791427200
bra,1997,2068357498300
bra,1998,2072614627600
bra,1999,2087023347700
bra,2000,2149850454200
bra,2001,2175824379100
bra,2002,2217568884500
bra,2003,2217082662900
bra,2004,2303808247100
bra,2005,2391878793400
bra,2006,2508215743300
bra,2007,2654194278200
bra,2008,2797956163200
bra,2009,2912938806700
bra,2010,3079133000000
bra,2011,3208182000000
bra,2012,3311218168325.31006
bra,2013,3411004809353.14941
bra,2014,3476493705530.4502
bra,2015,3378742711748.68018
bra,2016,3280634635445.22021
bra,2017,3324844200875.60938
bra,2018,3391260833116.93018
bra,2019,3444966280725.56982
bra,2020,3263087725704.37012
brn,1989,3413404200
brn,1990,3533847200
brn,1991,3500533200
brn,1992,3990847000
brn,1993,4429908500
brn,1994,4292381400
brn,1995,4232587100
brn,1996,4510203800
brn,1997,4852740100
brn,1998,4505078600
brn,1999,4477744000
brn,2000,4475793900
brn,2001,4780128500
brn,2002,4747103900
brn,2003,5048041900
brn,2004,5473622100
brn,2005,5430755000
brn,2006,5856602100
brn,2007,6354945500
brn,2008,6385355200
brn,2009,6705425900
brn,2010,6889948100
brn,2011,7256554800
brn,2012,7527108900
brn,2013,7875575500
brn,2014,7835791700
brn,2015,7838364800
brn,2016,7506068000
brn,2017,7973110400
brn,2018,8120521800
brn,2019,8414384800
brn,2020,8173432961.39088
btn,1990,9023997339.34079
btn,1991,9843477400
btn,1992,11185738700
btn,1993,8537454400
btn,1994,7858765200
btn,1995,8808018500
btn,1996,10503214300
btn,1997,11428442600
btn,1998,13599259300
btn,1999,14396191200
btn,2000,13864630400
btn,2001,13555772500
btn,2002,15737082400
btn,2003,17914444000
btn,2004,19402736000
btn,2005,22591116200
btn,2006,17476650200
btn,2007,25720053800
btn,2008,24229240200
btn,2009,27624927081.4143
btn,2010,29367490479.84349
btn,2011,30893848050.1974
btn,2012,30277090940.9035
btn,2013,42091826911.9443
btn,2014,39597107025.91969
btn,2015,43626879600.994
btn,2016,43426122028.3472
btn,2017,45829717356.035
btn,2018,50854699361.2221
btn,2019,55030038621.89169
btn,2020,52140442430.3875
bwa,1975,8017924589.40667
bwa,1976,9059067832.5804
bwa,1977,9964557299.21639
bwa,1978,10950917108.7721
bwa,1979,12158758197.4117
bwa,1980,12826592316.3798
bwa,1981,13123204818.3371
bwa,1982,13131813590.8151
bwa,1983,13022768646.5819
bwa,1984,14295827932.5603
bwa,1985,16497333165.3601
bwa,1986,18171092922.7193
bwa,1987,20220509348.8959
bwa,1988,22796106220.7719
bwa,1989,26782242146.4067
bwa,1990,31006468848.3904
bwa,1991,33232748975.1242
bwa,1992,34376921741.1783
bwa,1993,35318255711.6146
bwa,1994,36569355789.5477
bwa,1995,40917913274.1954
bwa,1996,42496434651.0655
bwa,1997,47671308618.0907
bwa,1998,49429841682.2422
bwa,1999,49797442550.8284
bwa,2000,49500626565.4341
bwa,2001,47847439149.8969
bwa,2002,50262441940.15111
bwa,2003,50910569769.4189
bwa,2004,53265675056.8571
bwa,2005,55467780759.854
bwa,2006,60921599469.8453
bwa,2007,67920643678.3352
bwa,2008,77278160723.49731
bwa,2009,81034030097.4045
bwa,2010,87000877495.72499
bwa,2011,93229651139.8864
bwa,2012,95728578927.23628
bwa,2013,106515081418.86301
bwa,2014,110391890000
bwa,2015,110863440000
bwa,2016,113735120000
bwa,2017,112897750000
bwa,2018,116865850000
bwa,2019,124112710000
bwa,2020,124020860000
caf,2009,828315000000
caf,2010,811069000000
caf,2011,806554000000
caf,2012,871259000000
caf,2013,515191000000
caf,2014,511116000000
caf,2015,520634000000
caf,2016,560979000000
caf,2017,566712000000
caf,2018,631918000000
caf,2019,668082702900
caf,2020,762883030100
can,1961,296837184400
can,1962,312059307900
can,1963,325605370100
can,1964,343453953200
can,1965,362375803500
can,1966,383386429600
can,1967,401977478400
can,1968,421924288700
can,1969,442379378100
can,1970,458378623000
can,1971,480958194000
can,1972,509619263000
can,1973,541262797000
can,1974,569943819000
can,1975,596293477000
can,1976,620761242000
can,1977,640134663000
can,1978,655536365000
can,1979,668258048000
can,1980,681742151000
can,1981,690753081000
can,1982,680575681000
can,1983,694709310000
can,1984,718145552000
can,1985,751414477000
can,1986,773260508000
can,1987,797826201000
can,1988,828027860000
can,1989,854083211000
can,1990,870416407000
can,1991,869438442000
can,1992,880966615000
can,1993,891947652000
can,1994,907201806000
can,1995,919163958000
can,1996,933944226000
can,1997,965834548000
can,1998,990223288000
can,1999,1024666296000
can,2000,1064652331000
can,2001,1092989687000
can,2002,1131676407000
can,2003,1163129861000
can,2004,1195093958000
can,2005,1233021409000
can,2006,1280109701000
can,2007,1329726788000
can,2008,1372276798000
can,2009,1382986893000
can,2010,1427482068000
can,2011,1456212710000
can,2012,1479025680000
can,2013,1503962081000
can,2014,1534508456000
can,2015,1566215000000
can,2016,1597813640000
can,2017,1649978161000
can,2018,1693553393000
can,2019,1723009961000
can,2020,1644446686000
che,1970,198132457000
che,1971,207926513000
che,1972,218327174000
che,1973,224228492000
che,1974,223953904000
che,1975,218763984000
che,1976,221745860000
che,1977,227433280000
che,1978,232399487000
che,1979,235270930000
che,1980,240771494000
che,1981,243526721000
che,1982,244271316000
che,1983,247817013000
che,1984,251812099000
che,1985,258278265000
che,1986,265669683000
che,1987,273348379000
che,1988,280178421000
che,1989,289967612000
che,1990,295991238000
che,1991,302147502000
che,1992,303497805000
che,1993,302824381000
che,1994,307164423000
che,1995,309901566000
che,1996,313982716000
che,1997,319449480000
che,1998,326188431000
che,1999,333209880000
che,2000,340295663000
che,2001,347111675000
che,2002,349240055000
che,2003,351662100000
che,2004,357907985000
che,2005,362066992000
che,2006,366852585000
che,2007,374363989000
che,2008,380598532000
che,2009,387713380000
che,2010,394281057000
che,2011,399868393000
che,2012,407110794000
che,2013,416105843000
che,2014,421077279000
che,2015,430036368000
che,2016,436061219000
che,2017,440679585000
che,2018,443848655000
che,2019,449385248000
che,2020,438531739000
chl,1960,13358730061929.40039
chl,1961,14020405411476.09961
chl,1962,14614394676943.90039
chl,1963,15152525753521.40039
chl,1964,15135432537248.90039
chl,1965,15291408135735.09961
chl,1966,17002408561007.30078
chl,1967,17541684272603
chl,1968,18225107687496.30078
chl,1969,19223000496402.10156
chl,1970,19269625296145.19922
chl,1971,21786372465260.60156
chl,1972,23408167668110.89453
chl,1973,22126176447676.80078
chl,1974,18957674099173
chl,1975,16831247471279.09961
chl,1976,16862763088781.40039
chl,1977,19187593119837.69531
chl,1978,20607627323472.10156
chl,1979,22035979208239.10156
chl,1980,23001135455623.10156
chl,1981,25513914556675.10156
chl,1982,22178905967517.30078
chl,1983,21054874379601
chl,1984,21141027241974.19922
chl,1985,21048540732500
chl,1986,22082039076102.69531
chl,1987,23329230469430.39844
chl,1988,24849862411770.19922
chl,1989,27141694498544.60156
chl,1990,27685795602485.19922
chl,1991,29942662644600
chl,1992,33752719000300
chl,1993,36131839591800
chl,1994,38818662504600
chl,1995,42382780395600
chl,1996,45928243440809.69531
chl,1997,49258237457735.79688
chl,1998,51423370133440.09375
chl,1999,51152548395668.09375
chl,2000,53121301181750.09375
chl,2001,54241438071620.49219
chl,2002,55414445223907.10156
chl,2003,57588176390772.39844
chl,2004,62148122277415.29688
chl,2005,66758292573792.60156
