geo,time,en_atm_noxe_kt_ce
aus,2010,54650
aus,2011,107800
aus,2012,107090
aus,2013,63530
aus,2014,75800
aus,2015,71960
aus,2016,57390
aus,2017,79440
aus,2018,76760
aut,1990,4900
aut,1991,4910
aut,1992,4700
aut,1993,4650
aut,1994,4600
aut,1995,4590
aut,1996,4690
aut,1997,4640
aut,1998,4630
aut,1999,4630
aut,2000,4590
aut,2001,4460
aut,2002,4350
aut,2003,4340
aut,2004,3790
aut,2005,3800
aut,2006,3770
aut,2007,3660
aut,2008,3790
aut,2009,3530
aut,2010,3520
aut,2011,3550
aut,2012,3590
aut,2013,3620
aut,2014,3670
aut,2015,3680
aut,2016,3700
aut,2017,3630
aut,2018,3620
aze,1990,2850
aze,1991,2910
aze,1992,2550
aze,1993,2350
aze,1994,2230
aze,1995,2240
aze,1996,2160
aze,1997,2270
aze,1998,2300
aze,1999,2370
aze,2000,2380
aze,2001,2570
aze,2002,2690
aze,2003,2770
aze,2004,2900
aze,2005,2950
aze,2006,3080
aze,2007,3100
aze,2008,3290
aze,2009,3330
aze,2010,3290
aze,2011,3380
aze,2012,3480
aze,2013,3520
aze,2014,3610
aze,2015,4010
aze,2016,3970
aze,2017,3870
aze,2018,4160
bdi,1990,1190
bdi,1991,1200
bdi,1992,1220
bdi,1993,1220
bdi,1994,1170
bdi,1995,1220
bdi,1996,1210
bdi,1997,1220
bdi,1998,1290
bdi,1999,1320
bdi,2000,1330
bdi,2001,1350
bdi,2002,1350
bdi,2003,1380
bdi,2004,1420
bdi,2005,1450
bdi,2006,1500
bdi,2007,1510
bdi,2008,1570
bdi,2009,1620
bdi,2010,1710
bdi,2011,1780
bdi,2012,1810
bdi,2013,1960
bdi,2014,1970
bdi,2015,1940
bdi,2016,2090
bdi,2017,2300
bdi,2018,2360
bel,1990,8160
bel,1991,8120
bel,1992,7770
bel,1993,8000
bel,1994,8530
bel,1995,8900
bel,1996,9410
bel,1997,9100
bel,1998,9190
bel,1999,9120
bel,2000,7760
bel,2001,7500
bel,2002,8010
bel,2003,7240
bel,2004,7330
bel,2005,7090
bel,2006,6090
bel,2007,5490
bel,2008,5540
bel,2009,5630
bel,2010,6130
bel,2011,4880
bel,2012,4930
bel,2013,4770
bel,2014,4740
bel,2015,4790
bel,2016,4490
bel,2017,4440
bel,2018,4460
ben,1990,1680
ben,1991,1740
ben,1992,1770
ben,1993,1800
ben,1994,1910
ben,1995,1850
ben,1996,2130
ben,1997,2230
ben,1998,2320
ben,1999,2280
ben,2000,2440
ben,2001,2010
ben,2002,2320
ben,2003,2090
ben,2004,2000
ben,2005,2400
ben,2006,2190
ben,2007,2290
ben,2008,2100
ben,2009,2220
ben,2010,2280
ben,2011,2340
ben,2012,2400
ben,2013,2510
ben,2014,2510
ben,2015,2470
ben,2016,2670
ben,2017,2570
ben,2018,2930
bfa,1990,4800
bfa,1991,5020
bfa,1992,5110
bfa,1993,5200
bfa,1994,5460
bfa,1995,5580
bfa,1996,5530
bfa,1997,5770
bfa,1998,5830
bfa,1999,5980
bfa,2000,6450
bfa,2001,5920
bfa,2002,6290
bfa,2003,7610
bfa,2004,7810
bfa,2005,8110
bfa,2006,7920
bfa,2007,8070
bfa,2008,8230
bfa,2009,8420
bfa,2010,8790
bfa,2011,8790
bfa,2012,8850
bfa,2013,9140
bfa,2014,9220
bfa,2015,9310
bfa,2016,9830
bfa,2017,9860
bfa,2018,9850
bgd,1990,16420
bgd,1991,17210
bgd,1992,17510
bgd,1993,17890
bgd,1994,18540
bgd,1995,19810
bgd,1996,20360
bgd,1997,19880
bgd,1998,19930
bgd,1999,21190
bgd,2000,21360
bgd,2001,21820
bgd,2002,22400
bgd,2003,21930
bgd,2004,22060
bgd,2005,22830
bgd,2006,23860
bgd,2007,23950
bgd,2008,26030
bgd,2009,25530
bgd,2010,26060
bgd,2011,27070
bgd,2012,26470
bgd,2013,26650
bgd,2014,27550
bgd,2015,28210
bgd,2016,27270
bgd,2017,28400
bgd,2018,29240
bgr,1990,8390
bgr,1991,7140
bgr,1992,5300
bgr,1993,4570
bgr,1994,4620
bgr,1995,4380
bgr,1996,4480
bgr,1997,4190
bgr,1998,3600
bgr,1999,3360
bgr,2000,3760
bgr,2001,3960
bgr,2002,4380
bgr,2003,4480
bgr,2004,4370
bgr,2005,3990
bgr,2006,3260
bgr,2007,3620
bgr,2008,3800
bgr,2009,3790
bgr,2010,3710
bgr,2011,4360
bgr,2012,3430
bgr,2013,3760
bgr,2014,3830
bgr,2015,4000
bgr,2016,4010
bgr,2017,4050
bgr,2018,4050
bhr,1990,40
bhr,1991,40
bhr,1992,40
bhr,1993,40
bhr,1994,30
bhr,1995,30
bhr,1996,40
bhr,1997,40
bhr,1998,40
bhr,1999,40
bhr,2000,40
bhr,2001,40
bhr,2002,50
bhr,2003,60
bhr,2004,70
bhr,2005,70
bhr,2006,70
bhr,2007,60
bhr,2008,70
bhr,2009,70
bhr,2010,80
bhr,2011,90
bhr,2012,90
bhr,2013,90
bhr,2014,90
bhr,2015,80
bhr,2016,70
bhr,2017,70
bhr,2018,90
bhs,1990,50
bhs,1991,50
bhs,1992,50
bhs,1993,40
bhs,1994,40
bhs,1995,50
bhs,1996,50
bhs,1997,50
bhs,1998,60
bhs,1999,50
bhs,2000,50
bhs,2001,50
bhs,2002,50
bhs,2003,50
bhs,2004,70
bhs,2005,60
bhs,2006,60
bhs,2007,60
bhs,2008,70
bhs,2009,60
bhs,2010,50
bhs,2011,70
bhs,2012,70
bhs,2013,80
bhs,2014,70
bhs,2015,80
bhs,2016,80
bhs,2017,80
bhs,2018,80
bih,1990,1120
bih,1991,1200
bih,1992,840
bih,1993,740
bih,1994,650
bih,1995,550
bih,1996,500
bih,1997,610
bih,1998,780
bih,1999,840
bih,2000,850
bih,2001,840
bih,2002,820
bih,2003,770
bih,2004,960
bih,2005,900
bih,2006,890
bih,2007,880
bih,2008,810
bih,2009,1130
bih,2010,1100
bih,2011,1220
bih,2012,1300
bih,2013,1210
bih,2014,1310
bih,2015,1350
bih,2016,1210
bih,2017,1210
bih,2018,1090
blr,1990,17520
blr,1991,16500
blr,1992,13070
blr,1993,12680
blr,1994,12030
blr,1995,11870
blr,1996,11900
blr,1997,11930
blr,1998,11850
blr,1999,11790
blr,2000,11640
blr,2001,12260
blr,2002,11190
blr,2003,11430
blr,2004,11650
blr,2005,12000
blr,2006,12460
blr,2007,12320
blr,2008,12820
blr,2009,12990
blr,2010,12880
blr,2011,13380
blr,2012,13240
blr,2013,13040
blr,2014,12640
blr,2015,12530
blr,2016,11750
blr,2017,12160
blr,2018,12010
blz,1990,110
blz,1991,110
blz,1992,120
blz,1993,110
blz,1994,110
blz,1995,100
blz,1996,100
blz,1997,100
blz,1998,110
blz,1999,110
blz,2000,110
blz,2001,110
blz,2002,180
blz,2003,240
blz,2004,120
blz,2005,140
blz,2006,130
blz,2007,140
blz,2008,130
blz,2009,160
blz,2010,140
blz,2011,170
blz,2012,160
blz,2013,230
blz,2014,230
blz,2015,240
blz,2016,240
blz,2017,230
blz,2018,210
bol,1990,5010
bol,1991,5140
bol,1992,5250
bol,1993,5380
bol,1994,5540
bol,1995,5670
bol,1996,5470
bol,1997,5670
bol,1998,6020
bol,1999,6350
bol,2000,6050
bol,2001,6030
bol,2002,6900
bol,2003,6600
bol,2004,7450
bol,2005,8000
bol,2006,7670
bol,2007,7650
bol,2008,7670
bol,2009,7660
bol,2010,9520
bol,2011,8460
bol,2012,8480
bol,2013,8460
bol,2014,8030
bol,2015,8550
bol,2016,9050
bol,2017,8850
bol,2018,8770
bra,1990,106590
bra,1991,111490
bra,1992,113000
bra,1993,115700
bra,1994,119000
bra,1995,119980
bra,1996,113500
bra,1997,116690
bra,1998,123900
bra,1999,124220
bra,2000,124410
bra,2001,130210
bra,2002,140600
bra,2003,146210
bra,2004,156770
bra,2005,156250
bra,2006,154460
bra,2007,160010
bra,2008,153670
bra,2009,150360
bra,2010,167390
bra,2011,166850
bra,2012,167660
bra,2013,167970
bra,2014,174590
bra,2015,172220
bra,2016,176350
bra,2017,184380
bra,2018,179200
brb,1990,60
brb,1991,60
brb,1992,60
brb,1993,60
brb,1994,60
brb,1995,60
brb,1996,60
brb,1997,60
brb,1998,60
brb,1999,60
brb,2000,60
brb,2001,60
brb,2002,50
brb,2003,50
brb,2004,60
brb,2005,50
brb,2006,50
brb,2007,50
brb,2008,50
brb,2009,50
brb,2010,50
brb,2011,50
brb,2012,50
brb,2013,60
brb,2014,50
brb,2015,50
brb,2016,50
brb,2017,50
brb,2018,50
brn,1990,80
brn,1991,90
brn,1992,90
brn,1993,80
brn,1994,80
brn,1995,90
brn,1996,90
brn,1997,90
brn,1998,100
brn,1999,110
brn,2000,110
brn,2001,120
brn,2002,110
brn,2003,120
brn,2004,120
brn,2005,120
brn,2006,130
brn,2007,130
brn,2008,130
brn,2009,130
brn,2010,140
brn,2011,140
brn,2012,150
brn,2013,150
brn,2014,150
brn,2015,150
brn,2016,150
brn,2017,150
brn,2018,150
btn,1990,160
btn,1991,160
btn,1992,160
btn,1993,160
btn,1994,160
btn,1995,170
btn,1996,170
btn,1997,170
btn,1998,170
btn,1999,180
btn,2000,170
btn,2001,160
btn,2002,170
btn,2003,170
btn,2004,170
btn,2005,180
btn,2006,180
btn,2007,180
btn,2008,170
btn,2009,180
btn,2010,180
btn,2011,180
btn,2012,180
btn,2013,180
btn,2014,180
btn,2015,180
btn,2016,180
btn,2017,180
btn,2018,190
bwa,1990,4790
bwa,1991,4620
bwa,1992,4500
bwa,1993,4390
bwa,1994,4560
bwa,1995,4880
bwa,1996,5720
bwa,1997,5450
bwa,1998,4960
bwa,1999,4870
bwa,2000,4710
bwa,2001,5790
bwa,2002,5980
bwa,2003,2330
bwa,2004,2600
bwa,2005,3150
bwa,2006,4210
bwa,2007,3200
bwa,2008,7710
bwa,2009,3100
bwa,2010,8950
bwa,2011,11210
bwa,2012,4940
bwa,2013,4440
bwa,2014,3080
bwa,2015,2790
bwa,2016,2430
bwa,2017,4140
bwa,2018,3160
caf,1990,18900
caf,1991,19360
caf,1992,19730
caf,1993,20100
caf,1994,22870
caf,1995,23270
caf,1996,24630
caf,1997,25040
caf,1998,26390
caf,1999,25480
caf,2000,27340
caf,2001,25150
caf,2002,23790
caf,2003,26280
caf,2004,24730
caf,2005,25080
caf,2006,25280
caf,2007,25560
caf,2008,26380
caf,2009,24150
caf,2010,25420
caf,2011,27170
caf,2012,26840
caf,2013,28660
caf,2014,29590
caf,2015,30910
caf,2016,32140
caf,2017,31620
caf,2018,32110
can,1990,42190
can,1991,41810
can,1992,42350
can,1993,42120
can,1994,44390
can,1995,45950
can,1996,48580
can,1997,46600
can,1998,43640
can,1999,40810
can,2000,39250
can,2001,38910
can,2002,40160
can,2003,40790
can,2004,42470
can,2005,43250
can,2006,38620
can,2007,42430
can,2008,42330
can,2009,38800
can,2010,38970
can,2011,41330
can,2012,43250
can,2013,42600
can,2014,41840
can,2015,41860
can,2016,40990
can,2017,41400
can,2018,43120
che,1990,2690
che,1991,2680
che,1992,2650
che,1993,2610
che,1994,2610
che,1995,2600
che,1996,2590
che,1997,2510
che,1998,2500
che,1999,2410
che,2000,2380
che,2001,2410
che,2002,2290
che,2003,2260
che,2004,2230
che,2005,2270
che,2006,2280
che,2007,2240
che,2008,2310
che,2009,2280
che,2010,2280
che,2011,2240
che,2012,2180
che,2013,2210
che,2014,2190
che,2015,2180
che,2016,2190
che,2017,2180
che,2018,2140
chl,1990,4760
chl,1991,4770
chl,1992,4970
chl,1993,5200
chl,1994,5410
chl,1995,5710
chl,1996,5970
chl,1997,6180
chl,1998,6260
chl,1999,6530
chl,2000,6690
chl,2001,6630
chl,2002,6650
chl,2003,6380
chl,2004,6860
chl,2005,6490
chl,2006,6640
chl,2007,7200
chl,2008,7940
chl,2009,7960
chl,2010,8240
chl,2011,7640
chl,2012,7480
chl,2013,6940
chl,2014,6790
chl,2015,6730
chl,2016,6300
chl,2017,6320
chl,2018,6410
chn,1990,312810
chn,1991,319570
chn,1992,324780
chn,1993,315420
chn,1994,328610
chn,1995,370950
chn,1996,396540
chn,1997,368670
chn,1998,377470
chn,1999,393760
chn,2000,386080
chn,2001,388460
chn,2002,406210
chn,2003,407630
chn,2004,420330
chn,2005,428090
chn,2006,439850
chn,2007,448440
chn,2008,464100
chn,2009,475600
chn,2010,486770
chn,2011,493000
chn,2012,503970
chn,2013,515990
chn,2014,528020
chn,2015,542900
chn,2016,546990
chn,2017,542100
chn,2018,538790
civ,1990,2580
civ,1991,3010
civ,1992,3430
civ,1993,3890
civ,1994,4330
civ,1995,4170
civ,1996,3780
civ,1997,3710
civ,1998,3520
civ,1999,3210
civ,2000,3080
civ,2001,3290
civ,2002,3610
civ,2003,3470
civ,2004,2860
civ,2005,3540
civ,2006,3310
civ,2007,3430
civ,2008,3160
civ,2009,3050
civ,2010,3040
civ,2011,3160
civ,2012,3190
civ,2013,3420
civ,2014,3010
civ,2015,3090
civ,2016,3680
civ,2017,3080
civ,2018,3030
cmr,1990,5420
cmr,1991,5380
cmr,1992,5400
cmr,1993,5410
cmr,1994,61190
cmr,1995,61190
cmr,1996,61330
cmr,1997,61510
cmr,1998,62060
cmr,1999,62020
cmr,2000,62730
cmr,2001,62330
cmr,2002,62270
cmr,2003,62950
cmr,2004,62210
cmr,2005,62990
cmr,2006,62490
cmr,2007,62410
cmr,2008,62280
cmr,2009,62160
cmr,2010,62470
cmr,2011,62430
cmr,2012,62370
cmr,2013,62570
cmr,2014,62490
cmr,2015,62610
cmr,2016,62700
cmr,2017,62680
cmr,2018,62710
cod,1990,14080
cod,1991,14010
cod,1992,14070
cod,1993,14050
cod,1994,14060
cod,1995,14000
cod,1996,11270
cod,1997,11020
cod,1998,11500
cod,1999,10570
cod,2000,10510
cod,2001,11290
cod,2002,13900
cod,2003,15110
cod,2004,16060
cod,2005,15830
cod,2006,16090
cod,2007,14350
cod,2008,15160
cod,2009,15060
cod,2010,15610
cod,2011,14940
cod,2012,14920
cod,2013,15730
cod,2014,15500
cod,2015,16170
cod,2016,16060
cod,2017,16630
cod,2018,15790
cog,1990,1520
cog,1991,1520
cog,1992,1520
cog,1993,1520
cog,1994,1530
cog,1995,1520
cog,1996,890
cog,1997,910
cog,1998,940
cog,1999,940
cog,2000,830
cog,2001,880
cog,2002,1120
cog,2003,1560
cog,2004,1640
cog,2005,1860
cog,2006,1890
cog,2007,1740
cog,2008,1750
cog,2009,1670
cog,2010,1900
cog,2011,1950
cog,2012,1890
cog,2013,1970
cog,2014,1760
cog,2015,1950
cog,2016,1980
cog,2017,1960
cog,2018,2010
col,1990,17930
col,1991,17930
col,1992,17920
col,1993,18250
col,1994,18540
col,1995,18520
col,1996,18260
col,1997,18270
col,1998,18610
col,1999,17960
col,2000,18450
col,2001,18950
col,2002,19250
col,2003,19940
col,2004,20180
col,2005,20580
col,2006,21050
col,2007,22560
col,2008,21740
col,2009,21950
col,2010,22460
col,2011,21700
col,2012,21230
col,2013,19770
col,2014,20320
col,2015,19790
col,2016,19890
col,2017,21080
col,2018,21720
com,1990,40
com,1991,40
com,1992,40
com,1993,40
com,1994,40
com,1995,40
com,1996,50
com,1997,50
com,1998,50
com,1999,50
com,2000,50
com,2001,50
com,2002,50
com,2003,50
com,2004,50
com,2005,50
com,2006,50
com,2007,50
com,2008,50
com,2009,50
com,2010,50
com,2011,50
com,2012,50
com,2013,50
com,2014,50
com,2015,50
com,2016,50
com,2017,50
com,2018,50
cpv,1990,60
cpv,1991,60
cpv,1992,80
cpv,1993,80
cpv,1994,70
cpv,1995,90
cpv,1996,60
cpv,1997,70
cpv,1998,80
cpv,1999,90
cpv,2000,80
cpv,2001,80
cpv,2002,80
cpv,2003,80
cpv,2004,90
cpv,2005,90
cpv,2006,90
cpv,2007,90
cpv,2008,90
cpv,2009,100
cpv,2010,100
cpv,2011,70
cpv,2012,80
cpv,2013,80
cpv,2014,80
cpv,2015,80
cpv,2016,80
cpv,2017,70
cpv,2018,70
cri,1990,1670
cri,1991,1710
cri,1992,1710
cri,1993,1680
cri,1994,1650
cri,1995,1540
cri,1996,1780
cri,1997,1830
cri,1998,1870
cri,1999,1680
cri,2000,1590
cri,2001,1480
cri,2002,1470
cri,2003,1590
cri,2004,1490
cri,2005,1560
cri,2006,1580
cri,2007,1670
cri,2008,1760
cri,2009,1550
cri,2010,1670
cri,2011,1890
cri,2012,1830
cri,2013,1850
cri,2014,1780
cri,2015,1830
cri,2016,1960
cri,2017,1920
cri,2018,1940
cub,1990,6350
cub,1991,5840
cub,1992,5380
cub,1993,4570
cub,1994,4060
cub,1995,4050
cub,1996,4050
cub,1997,4150
cub,1998,4020
cub,1999,3790
cub,2000,3740
cub,2001,3890
cub,2002,3620
cub,2003,3400
cub,2004,3500
cub,2005,3290
cub,2006,3460
cub,2007,3520
cub,2008,3580
cub,2009,3470
cub,2010,3520
cub,2011,3720
cub,2012,3650
cub,2013,3760
cub,2014,3950
cub,2015,3840
cub,2016,3740
cub,2017,3700
cub,2018,3620
cyp,1990,320
cyp,1991,330
cyp,1992,370
cyp,1993,370
cyp,1994,370
cyp,1995,370
cyp,1996,390
cyp,1997,370
cyp,1998,380
cyp,1999,380
cyp,2000,370
cyp,2001,390
cyp,2002,410
cyp,2003,410
cyp,2004,400
cyp,2005,370
cyp,2006,380
cyp,2007,380
cyp,2008,370
cyp,2009,390
cyp,2010,400
cyp,2011,390
cyp,2012,390
cyp,2013,350
cyp,2014,340
cyp,2015,360
cyp,2016,370
cyp,2017,370
cyp,2018,370
cze,1990,8150
cze,1991,6220
cze,1992,6040
cze,1993,5470
cze,1994,5650
cze,1995,5680
cze,1996,5870
cze,1997,5620
cze,1998,5560
cze,1999,5310
cze,2000,5510
cze,2001,5860
cze,2002,4890
cze,2003,4980
cze,2004,5200
cze,2005,5130
cze,2006,5000
cze,2007,5030
cze,2008,4940
cze,2009,4700
cze,2010,4560
cze,2011,4720
cze,2012,5140
cze,2013,4990
cze,2014,5110
cze,2015,5570
cze,2016,5600
cze,2017,5280
cze,2018,5170
deu,1990,65850
deu,1991,64460
deu,1992,64370
deu,1993,61230
deu,1994,64810
deu,1995,62920
deu,1996,64010
deu,1997,61410
deu,1998,48490
deu,1999,44960
deu,2000,43240
deu,2001,44940
deu,2002,44470
deu,2003,44220
deu,2004,45570
deu,2005,43620
deu,2006,41990
deu,2007,45810
deu,2008,43660
deu,2009,43880
deu,2010,36990
deu,2011,35650
deu,2012,35540
deu,2013,36120
deu,2014,37020
deu,2015,36240
deu,2016,35600
deu,2017,34580
deu,2018,32900
dji,1990,200
dji,1991,200
dji,1992,200
dji,1993,210
dji,1994,220
dji,1995,230
dji,1996,240
dji,1997,240
dji,1998,250
dji,1999,260
dji,2000,260
dji,2001,260
dji,2002,260
dji,2003,260
dji,2004,260
dji,2005,260
dji,2006,260
dji,2007,260
dji,2008,260
dji,2009,260
dji,2010,260
dji,2011,260
dji,2012,260
dji,2013,260
dji,2014,270
dji,2015,270
dji,2016,270
dji,2017,270
dji,2018,270
dma,1990,30
dma,1991,30
dma,1992,30
dma,1993,30
dma,1994,30
dma,1995,30
dma,1996,20
dma,1997,20
dma,1998,30
dma,1999,30
dma,2000,30
dma,2001,30
dma,2002,20
dma,2003,20
dma,2004,20
dma,2005,20
dma,2006,20
dma,2007,20
dma,2008,20
dma,2009,20
dma,2010,20
dma,2011,20
dma,2012,20
dma,2013,20
dma,2014,20
dma,2015,20
dma,2016,20
dma,2017,20
dma,2018,20
dnk,1990,7190
dnk,1991,7050
dnk,1992,6590
dnk,1993,6620
dnk,1994,6510
dnk,1995,6540
dnk,1996,6480
dnk,1997,6490
dnk,1998,6320
dnk,1999,6370
dnk,2000,6370
dnk,2001,6190
dnk,2002,6010
dnk,2003,6130
dnk,2004,5420
dnk,2005,5310
dnk,2006,5230
dnk,2007,5200
dnk,2008,5220
dnk,2009,4920
dnk,2010,4840
dnk,2011,4810
dnk,2012,4850
dnk,2013,4760
dnk,2014,4940
dnk,2015,5100
dnk,2016,5080
dnk,2017,5080
dnk,2018,4740
dom,1990,1910
dom,1991,2050
dom,1992,2020
dom,1993,2030
dom,1994,2080
dom,1995,2110
dom,1996,2210
dom,1997,2270
dom,1998,2250
dom,1999,2120
dom,2000,2130
dom,2001,2260
dom,2002,2530
dom,2003,2420
dom,2004,2620
dom,2005,2610
dom,2006,2770
dom,2007,2960
dom,2008,2920
dom,2009,2990
dom,2010,3110
dom,2011,3070
dom,2012,2970
dom,2013,2990
dom,2014,3020
dom,2015,3140
dom,2016,3210
dom,2017,3280
dom,2018,3390
dza,1990,4960
dza,1991,4730
dza,1992,4710
dza,1993,4610
dza,1994,4240
dza,1995,4160
dza,1996,4270
dza,1997,4150
dza,1998,4720
dza,1999,4650
dza,2000,7400
dza,2001,7560
dza,2002,7370
dza,2003,7610
dza,2004,8280
dza,2005,7660
dza,2006,8010
dza,2007,8010
dza,2008,7700
dza,2009,8260
dza,2010,8510
dza,2011,9110
dza,2012,10030
dza,2013,10580
dza,2014,11310
dza,2015,11870
dza,2016,11890
dza,2017,11920
dza,2018,12110
ecu,1990,3610
ecu,1991,3740
ecu,1992,3890
ecu,1993,4030
ecu,1994,4140
ecu,1995,4220
ecu,1996,4450
ecu,1997,4820
ecu,1998,4630
ecu,1999,4300
ecu,2000,4050
ecu,2001,5280
ecu,2002,4780
ecu,2003,4710
ecu,2004,4920
ecu,2005,4700
ecu,2006,4800
ecu,2007,4530
ecu,2008,4920
ecu,2009,5150
ecu,2010,5390
ecu,2011,5450
ecu,2012,5300
ecu,2013,5250
ecu,2014,5160
ecu,2015,4670
ecu,2016,4770
ecu,2017,4820
ecu,2018,4950
egy,1990,15510
egy,1991,16060
egy,1992,15910
egy,1993,16570
egy,1994,15590
egy,1995,17170
egy,1996,17510
egy,1997,17120
egy,1998,17610
egy,1999,17680
egy,2000,18420
egy,2001,18710
egy,2002,19410
egy,2003,19820
egy,2004,20980
egy,2005,20800
egy,2006,21270
egy,2007,21550
egy,2008,22580
egy,2009,23250
egy,2010,23640
egy,2011,23650
egy,2012,22630
egy,2013,22110
egy,2014,21640
egy,2015,21630
egy,2016,22130
egy,2017,22050
egy,2018,22320
eri,1990,1220
eri,1991,1670
eri,1992,2150
eri,1993,2380
eri,1994,2860
eri,1995,3320
eri,1996,3460
eri,1997,3610
eri,1998,3670
eri,1999,3670
eri,2000,3710
eri,2001,3440
eri,2002,3290
eri,2003,3210
eri,2004,3110
eri,2005,3040
eri,2006,3090
eri,2007,3320
eri,2008,3420
eri,2009,3540
eri,2010,3610
eri,2011,3500
eri,2012,3320
eri,2013,3150
eri,2014,2970
eri,2015,2800
eri,2016,2840
eri,2017,2860
eri,2018,2900
esp,1990,21660
esp,1991,20890
esp,1992,19280
esp,1993,19850
esp,1994,20530
esp,1995,20340
esp,1996,22450
esp,1997,22130
esp,1998,23470
esp,1999,23530
esp,2000,23650
esp,2001,22770
esp,2002,22400
esp,2003,23370
esp,2004,22610
esp,2005,21280
esp,2006,21690
esp,2007,22190
esp,2008,20070
esp,2009,19660
esp,2010,20010
esp,2011,18950
esp,2012,18250
esp,2013,19150
esp,2014,19960
esp,2015,20100
esp,2016,19850
esp,2017,20140
esp,2018,20350
est,1990,1870
est,1991,1760
est,1992,1530
est,1993,1390
est,1994,1250
est,1995,1200
est,1996,1160
est,1997,1150
est,1998,1180
est,1999,1160
est,2000,1180
est,2001,1170
est,2002,1170
est,2003,1180
