geo,time,en_atm_noxe_kt_ce
mdg,2007,8910
mdg,2008,8260
mdg,2009,8610
mdg,2010,8560
mdg,2011,8610
mdg,2012,8820
mdg,2013,8610
mdg,2014,8600
mdg,2015,8680
mdg,2016,9170
mdg,2017,8720
mdg,2018,8770
mdv,1990,0
mdv,1991,10
mdv,1992,10
mdv,1993,10
mdv,1994,10
mdv,1995,10
mdv,1996,10
mdv,1997,10
mdv,1998,10
mdv,1999,10
mdv,2000,10
mdv,2001,10
mdv,2002,10
mdv,2003,10
mdv,2004,10
mdv,2005,10
mdv,2006,20
mdv,2007,20
mdv,2008,20
mdv,2009,20
mdv,2010,20
mdv,2011,20
mdv,2012,30
mdv,2013,30
mdv,2014,30
mdv,2015,30
mdv,2016,30
mdv,2017,30
mdv,2018,30
mex,1990,36550
mex,1991,35440
mex,1992,35480
mex,1993,35960
mex,1994,36070
mex,1995,35440
mex,1996,36180
mex,1997,36030
mex,1998,37300
mex,1999,36500
mex,2000,36640
mex,2001,37060
mex,2002,34370
mex,2003,34900
mex,2004,34880
mex,2005,36940
mex,2006,36090
mex,2007,37050
mex,2008,36120
mex,2009,36700
mex,2010,37240
mex,2011,37940
mex,2012,39470
mex,2013,43220
mex,2014,38490
mex,2015,38470
mex,2016,42590
mex,2017,42880
mex,2018,42250
mhl,1991,0
mhl,1992,0
mhl,1993,0
mhl,1994,0
mhl,1995,0
mhl,1996,0
mhl,1997,0
mhl,1998,0
mhl,1999,0
mhl,2000,0
mhl,2001,0
mhl,2002,0
mhl,2003,0
mhl,2004,0
mhl,2005,0
mhl,2006,0
mhl,2007,0
mhl,2008,0
mhl,2009,0
mhl,2010,0
mhl,2011,0
mhl,2012,0
mhl,2013,0
mhl,2014,0
mhl,2015,0
mhl,2016,0
mhl,2017,0
mhl,2018,0
mkd,1990,960
mkd,1991,900
mkd,1992,670
mkd,1993,700
mkd,1994,960
mkd,1995,930
mkd,1996,910
mkd,1997,840
mkd,1998,790
mkd,1999,730
mkd,2000,680
mkd,2001,610
mkd,2002,570
mkd,2003,570
mkd,2004,610
mkd,2005,590
mkd,2006,590
mkd,2007,580
mkd,2008,560
mkd,2009,550
mkd,2010,560
mkd,2011,560
mkd,2012,530
mkd,2013,550
mkd,2014,560
mkd,2015,550
mkd,2016,580
mkd,2017,570
mkd,2018,550
mli,1990,6250
mli,1991,6220
mli,1992,6240
mli,1993,6330
mli,1994,6390
mli,1995,6480
mli,1996,6880
mli,1997,7010
mli,1998,7460
mli,1999,8090
mli,2000,8240
mli,2001,7790
mli,2002,8000
mli,2003,8210
mli,2004,9270
mli,2005,9470
mli,2006,9580
mli,2007,9700
mli,2008,10320
mli,2009,10080
mli,2010,10770
mli,2011,10950
mli,2012,11120
mli,2013,11650
mli,2014,11810
mli,2015,12260
mli,2016,13730
mli,2017,13640
mli,2018,13820
mlt,1990,50
mlt,1991,50
mlt,1992,60
mlt,1993,60
mlt,1994,60
mlt,1995,60
mlt,1996,50
mlt,1997,60
mlt,1998,60
mlt,1999,50
mlt,2000,50
mlt,2001,50
mlt,2002,50
mlt,2003,50
mlt,2004,50
mlt,2005,50
mlt,2006,60
mlt,2007,60
mlt,2008,60
mlt,2009,50
mlt,2010,50
mlt,2011,40
mlt,2012,50
mlt,2013,60
mlt,2014,60
mlt,2015,60
mlt,2016,50
mlt,2017,40
mlt,2018,40
mmr,1990,11090
mmr,1991,11140
mmr,1992,11350
mmr,1993,11590
mmr,1994,12070
mmr,1995,12300
mmr,1996,12570
mmr,1997,12570
mmr,1998,12830
mmr,1999,13260
mmr,2000,13710
mmr,2001,13380
mmr,2002,13410
mmr,2003,14060
mmr,2004,14890
mmr,2005,14880
mmr,2006,15470
mmr,2007,16180
mmr,2008,16200
mmr,2009,16780
mmr,2010,17250
mmr,2011,17660
mmr,2012,18250
mmr,2013,19000
mmr,2014,20060
mmr,2015,20010
mmr,2016,20530
mmr,2017,21140
mmr,2018,21340
mne,1990,180
mne,1991,160
mne,1992,130
mne,1993,130
mne,1994,130
mne,1995,150
mne,1996,150
mne,1997,160
mne,1998,150
mne,1999,140
mne,2000,130
mne,2001,150
mne,2002,140
mne,2003,130
mne,2004,170
mne,2005,150
mne,2006,170
mne,2007,170
mne,2008,170
mne,2009,180
mne,2010,190
mne,2011,180
mne,2012,190
mne,2013,180
mne,2014,180
mne,2015,180
mne,2016,180
mne,2017,180
mne,2018,180
mng,1990,8220
mng,1991,8390
mng,1992,8340
mng,1993,8270
mng,1994,8170
mng,1995,8480
mng,1996,8740
mng,1997,9170
mng,1998,9240
mng,1999,9420
mng,2000,9610
mng,2001,8730
mng,2002,8040
mng,2003,8090
mng,2004,7960
mng,2005,8400
mng,2006,9000
mng,2007,9790
mng,2008,9880
mng,2009,9900
mng,2010,8610
mng,2011,9500
mng,2012,10210
mng,2013,10520
mng,2014,11490
mng,2015,12260
mng,2016,12730
mng,2017,13240
mng,2018,13190
moz,1990,8190
moz,1991,8310
moz,1992,8420
moz,1993,8560
moz,1994,8680
moz,1995,8760
moz,1996,8590
moz,1997,7780
moz,1998,8830
moz,1999,8390
moz,2000,7800
moz,2001,8860
moz,2002,9490
moz,2003,9660
moz,2004,9330
moz,2005,10020
moz,2006,9450
moz,2007,10020
moz,2008,10760
moz,2009,9620
moz,2010,10720
moz,2011,10080
moz,2012,10430
moz,2013,10680
moz,2014,10980
moz,2015,10470
moz,2016,9780
moz,2017,9760
moz,2018,10700
mrt,1990,1840
mrt,1991,1900
mrt,1992,1810
mrt,1993,1860
mrt,1994,1820
mrt,1995,1830
mrt,1996,2050
mrt,1997,2140
mrt,1998,2300
mrt,1999,2470
mrt,2000,2670
mrt,2001,2660
mrt,2002,2600
mrt,2003,2630
mrt,2004,2610
mrt,2005,2650
mrt,2006,2790
mrt,2007,2810
mrt,2008,2530
mrt,2009,2730
mrt,2010,2890
mrt,2011,2850
mrt,2012,2940
mrt,2013,3010
mrt,2014,2980
mrt,2015,3160
mrt,2016,3370
mrt,2017,3230
mrt,2018,3220
mus,1990,220
mus,1991,230
mus,1992,230
mus,1993,230
mus,1994,250
mus,1995,250
mus,1996,260
mus,1997,260
mus,1998,270
mus,1999,280
mus,2000,290
mus,2001,220
mus,2002,260
mus,2003,270
mus,2004,260
mus,2005,260
mus,2006,250
mus,2007,260
mus,2008,250
mus,2009,250
mus,2010,240
mus,2011,250
mus,2012,260
mus,2013,230
mus,2014,250
mus,2015,220
mus,2016,240
mus,2017,230
mus,2018,230
mwi,1990,1560
mwi,1991,1670
mwi,1992,1670
mwi,1993,1700
mwi,1994,1370
mwi,1995,1560
mwi,1996,1670
mwi,1997,1690
mwi,1998,1760
mwi,1999,1740
mwi,2000,1830
mwi,2001,1690
mwi,2002,2000
mwi,2003,2110
mwi,2004,2160
mwi,2005,2200
mwi,2006,2390
mwi,2007,2580
mwi,2008,2800
mwi,2009,2750
mwi,2010,3150
mwi,2011,3230
mwi,2012,3280
mwi,2013,3420
mwi,2014,3860
mwi,2015,4000
mwi,2016,3870
mwi,2017,4220
mwi,2018,4970
mys,1990,6770
mys,1991,6560
mys,1992,6900
mys,1993,7010
mys,1994,7050
mys,1995,7100
mys,1996,6980
mys,1997,7770
mys,1998,8300
mys,1999,8070
mys,2000,8200
mys,2001,8250
mys,2002,8890
mys,2003,9640
mys,2004,10250
mys,2005,10630
mys,2006,10690
mys,2007,11080
mys,2008,11740
mys,2009,10490
mys,2010,11910
mys,2011,12190
mys,2012,12440
mys,2013,11590
mys,2014,12050
mys,2015,11760
mys,2016,11790
mys,2017,11610
mys,2018,11120
nam,1990,3480
nam,1991,3550
nam,1992,3480
nam,1993,3390
nam,1994,3380
nam,1995,3360
nam,1996,3230
nam,1997,3090
nam,1998,3390
nam,1999,3370
nam,2000,3740
nam,2001,3520
nam,2002,3000
nam,2003,3250
nam,2004,3460
nam,2005,3520
nam,2006,4360
nam,2007,3990
nam,2008,3000
nam,2009,4490
nam,2010,4140
nam,2011,6630
nam,2012,7230
nam,2013,3600
nam,2014,3040
nam,2015,3000
nam,2016,3260
nam,2017,3320
nam,2018,2870
ner,1990,3710
ner,1991,3870
ner,1992,4080
ner,1993,4250
ner,1994,4410
ner,1995,4640
ner,1996,4850
ner,1997,4980
ner,1998,5300
ner,1999,5550
ner,2000,5780
ner,2001,6090
ner,2002,6340
ner,2003,6600
ner,2004,6830
ner,2005,7190
ner,2006,7490
ner,2007,7840
ner,2008,8240
ner,2009,8530
ner,2010,8500
ner,2011,8740
ner,2012,9310
ner,2013,9710
ner,2014,10240
ner,2015,10620
ner,2016,11190
ner,2017,11690
ner,2018,12250
nga,1990,20250
nga,1991,20610
nga,1992,20970
nga,1993,21610
nga,1994,22040
nga,1995,22220
nga,1996,23070
nga,1997,23740
nga,1998,25370
nga,1999,25650
nga,2000,26000
nga,2001,26320
nga,2002,26680
nga,2003,27870
nga,2004,28050
nga,2005,30170
nga,2006,30050
nga,2007,29440
nga,2008,29940
nga,2009,29220
nga,2010,31250
nga,2011,32040
nga,2012,32890
nga,2013,33660
nga,2014,34080
nga,2015,34200
nga,2016,36210
nga,2017,37290
nga,2018,37420
nic,1990,2140
nic,1991,1780
nic,1992,1920
nic,1993,2070
nic,1994,2010
nic,1995,1890
nic,1996,1830
nic,1997,1920
nic,1998,1900
nic,1999,2130
nic,2000,2180
nic,2001,2180
nic,2002,2380
nic,2003,2570
nic,2004,2410
nic,2005,2610
nic,2006,2600
nic,2007,2590
nic,2008,2570
nic,2009,2660
nic,2010,2700
nic,2011,2950
nic,2012,3100
nic,2013,3080
nic,2014,3300
nic,2015,3390
nic,2016,3460
nic,2017,3460
nic,2018,3410
nld,1990,15450
nld,1991,15600
nld,1992,15670
nld,1993,16050
nld,1994,15760
nld,1995,15390
nld,1996,15330
nld,1997,15070
nld,1998,14750
nld,1999,14500
nld,2000,14040
nld,2001,13390
nld,2002,12830
nld,2003,12670
nld,2004,13300
nld,2005,13260
nld,2006,13180
nld,2007,11710
nld,2008,8230
nld,2009,8170
nld,2010,7990
nld,2011,7830
nld,2012,7930
nld,2013,7860
nld,2014,8170
nld,2015,8510
nld,2016,8290
nld,2017,8080
nld,2018,7790
nor,1990,4910
nor,1991,4780
nor,1992,4230
nor,1993,4440
nor,1994,4530
nor,1995,4560
nor,1996,4570
nor,1997,4570
nor,1998,4600
nor,1999,4820
nor,2000,4600
nor,2001,4540
nor,2002,4750
nor,2003,4600
nor,2004,4740
nor,2005,4810
nor,2006,4470
nor,2007,4250
nor,2008,3850
nor,2009,3290
nor,2010,3160
nor,2011,3160
nor,2012,3150
nor,2013,3140
nor,2014,3190
nor,2015,3210
nor,2016,3220
nor,2017,3210
nor,2018,3190
npl,1990,4180
npl,1991,4240
npl,1992,4250
npl,1993,4340
npl,1994,4520
npl,1995,4700
npl,1996,4850
npl,1997,4990
npl,1998,5180
npl,1999,5190
npl,2000,5260
npl,2001,5290
npl,2002,5190
npl,2003,5170
npl,2004,5280
npl,2005,5310
npl,2006,5500
npl,2007,5630
npl,2008,5870
npl,2009,6230
npl,2010,6500
npl,2011,6830
npl,2012,7010
npl,2013,7320
npl,2014,7620
npl,2015,7730
npl,2016,7940
npl,2017,7960
npl,2018,8330
nru,1990,0
nru,1991,0
nru,1992,0
nru,1993,0
nru,1994,0
nru,1995,0
nru,1996,0
nru,1997,0
nru,1998,0
nru,1999,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2004,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2008,0
nru,2009,0
nru,2010,0
nru,2011,0
nru,2012,0
nru,2013,0
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1990,14990
nzl,1991,14740
nzl,1992,14570
nzl,1993,14460
nzl,1994,14900
nzl,1995,15290
nzl,1996,14830
nzl,1997,14760
nzl,1998,14430
nzl,1999,14830
nzl,2000,14760
nzl,2001,14880
nzl,2002,15650
nzl,2003,15940
nzl,2004,15220
nzl,2005,15350
nzl,2006,15180
nzl,2007,15080
nzl,2008,14580
nzl,2009,14390
nzl,2010,14280
nzl,2011,14450
nzl,2012,14670
nzl,2013,14640
nzl,2014,14770
nzl,2015,15060
nzl,2016,14970
nzl,2017,15010
nzl,2018,15040
omn,1990,270
omn,1991,280
omn,1992,300
omn,1993,320
omn,1994,340
omn,1995,350
omn,1996,360
omn,1997,370
omn,1998,400
omn,1999,410
omn,2000,400
omn,2001,430
omn,2002,430
omn,2003,430
omn,2004,460
omn,2005,510
omn,2006,520
omn,2007,530
omn,2008,570
omn,2009,560
omn,2010,590
omn,2011,610
omn,2012,630
omn,2013,720
omn,2014,710
omn,2015,740
omn,2016,770
omn,2017,760
omn,2018,780
pak,1990,26850
pak,1991,27200
pak,1992,28790
pak,1993,29550
pak,1994,32430
pak,1995,34740
pak,1996,34880
pak,1997,36010
pak,1998,36490
pak,1999,37810
pak,2000,38730
pak,2001,39130
pak,2002,40270
pak,2003,41380
pak,2004,42680
pak,2005,44960
pak,2006,46470
pak,2007,46420
pak,2008,48510
pak,2009,52730
pak,2010,51840
pak,2011,52790
pak,2012,51370
pak,2013,54810
pak,2014,55270
pak,2015,56300
pak,2016,57870
pak,2017,60070
pak,2018,60950
pan,1990,1130
pan,1991,1120
pan,1992,1190
pan,1993,1210
pan,1994,1180
pan,1995,1170
pan,1996,1210
pan,1997,1120
pan,1998,1150
pan,1999,1110
pan,2000,1100
pan,2001,1210
pan,2002,1210
pan,2003,1250
pan,2004,1220
pan,2005,1230
pan,2006,1260
pan,2007,1230
pan,2008,1280
pan,2009,1310
pan,2010,1330
pan,2011,1340
pan,2012,1410
pan,2013,1440
pan,2014,1350
pan,2015,1340
pan,2016,1300
pan,2017,1300
pan,2018,1310
per,1990,6020
per,1991,5870
per,1992,5820
per,1993,6030
per,1994,6600
per,1995,6960
per,1996,7140
per,1997,7260
per,1998,7510
per,1999,7810
per,2000,8090
per,2001,8090
per,2002,8290
per,2003,8370
per,2004,8390
per,2005,8400
per,2006,8590
per,2007,8990
per,2008,8830
per,2009,9300
per,2010,9130
per,2011,9300
per,2012,9340
per,2013,9370
per,2014,9260
per,2015,9490
per,2016,9540
per,2017,9800
per,2018,9360
phl,1990,8990
phl,1991,8410
phl,1992,8810
phl,1993,9310
phl,1994,9530
phl,1995,9690
phl,1996,10510
phl,1997,11200
phl,1998,10230
phl,1999,10930
phl,2000,11120
phl,2001,11370
phl,2002,11190
phl,2003,12140
phl,2004,12690
phl,2005,12270
phl,2006,11770
phl,2007,12230
phl,2008,11610
phl,2009,11880
phl,2010,12840
phl,2011,12310
phl,2012,12060
phl,2013,12470
phl,2014,13000
phl,2015,12640
phl,2016,13300
phl,2017,14330
phl,2018,13640
plw,2011,0
plw,2012,0
plw,2013,0
plw,2014,0
plw,2015,0
plw,2016,0
plw,2017,0
plw,2018,0
png,1990,3030
png,1991,3040
png,1992,3050
png,1993,3060
png,1994,3070
png,1995,3310
png,1996,3250
png,1997,3360
png,1998,3310
png,1999,3450
png,2000,3600
png,2001,3680
png,2002,3800
png,2003,3820
png,2004,3980
png,2005,3810
png,2006,3840
png,2007,3740
png,2008,3700
png,2009,3720
png,2010,3710
png,2011,3660
png,2012,3710
png,2013,3720
png,2014,3790
png,2015,3890
png,2016,3730
png,2017,3780
png,2018,3930
pol,1990,24920
pol,1991,24010
pol,1992,23110
pol,1993,23780
pol,1994,24040
pol,1995,24550
pol,1996,24600
pol,1997,25110
pol,1998,23650
pol,1999,23270
pol,2000,23720
pol,2001,23500
pol,2002,23040
pol,2003,23670
pol,2004,23760
pol,2005,24590
pol,2006,24670
pol,2007,25570
pol,2008,24350
pol,2009,21020
pol,2010,21740
pol,2011,21420
pol,2012,21890
pol,2013,21030
pol,2014,20500
pol,2015,20680
pol,2016,21620
pol,2017,21550
pol,2018,21480
prk,1990,4880
prk,1991,5090
prk,1992,5160
prk,1993,5260
prk,1994,5320
prk,1995,4560
prk,1996,3870
prk,1997,3340
prk,1998,3010
prk,1999,2580
prk,2000,2110
prk,2001,2210
prk,2002,2250
prk,2003,2310
prk,2004,2350
prk,2005,2410
prk,2006,2400
prk,2007,2360
prk,2008,2400
prk,2009,2400
prk,2010,2420
prk,2011,2440
prk,2012,2470
prk,2013,2440
prk,2014,2420
prk,2015,2430
prk,2016,2430
prk,2017,2420
prk,2018,2410
prt,1990,4070
prt,1991,3970
prt,1992,3870
prt,1993,3790
prt,1994,3750
prt,1995,3910
prt,1996,4050
prt,1997,3990
prt,1998,4110
prt,1999,4140
prt,2000,4140
prt,2001,3860
prt,2002,4130
prt,2003,3790
prt,2004,3950
prt,2005,3830
prt,2006,3660
prt,2007,3810
prt,2008,3720
prt,2009,3380
prt,2010,3330
prt,2011,3050
prt,2012,3070
prt,2013,3060
prt,2014,3200
prt,2015,3200
prt,2016,3160
prt,2017,3240
prt,2018,3090
pry,1990,12720
pry,1991,10630
pry,1992,9020
pry,1993,7690
pry,1994,6200
pry,1995,6550
pry,1996,6100
pry,1997,6130
pry,1998,6210
pry,1999,6460
pry,2000,6330
pry,2001,7310
pry,2002,7210
pry,2003,7850
pry,2004,7110
pry,2005,7570
pry,2006,7570
pry,2007,8570
pry,2008,7880
pry,2009,8060
pry,2010,8790
pry,2011,9210
pry,2012,9270
pry,2013,10000
pry,2014,10240
pry,2015,10070
pry,2016,10120
pry,2017,10940
pry,2018,10070
qat,1990,140
qat,1991,150
qat,1992,160
qat,1993,180
qat,1994,220
qat,1995,230
qat,1996,200
qat,1997,200
qat,1998,200
qat,1999,200
qat,2000,210
qat,2001,210
qat,2002,240
qat,2003,270
qat,2004,290
qat,2005,310
qat,2006,370
qat,2007,520
qat,2008,580
qat,2009,650
qat,2010,710
qat,2011,740
qat,2012,770
qat,2013,800
qat,2014,820
qat,2015,870
qat,2016,920
qat,2017,940
qat,2018,880
rou,1990,18100
rou,1991,12970
rou,1992,13250
rou,1993,13090
rou,1994,11640
rou,1995,11770
rou,1996,11790
rou,1997,11330
rou,1998,10350
rou,1999,9710
rou,2000,10500
rou,2001,10240
rou,2002,9270
rou,2003,9880
rou,2004,11040
rou,2005,11030
rou,2006,9990
rou,2007,10030
rou,2008,9100
rou,2009,8530
rou,2010,9070
rou,2011,8980
rou,2012,8230
rou,2013,8440
rou,2014,8190
rou,2015,8380
rou,2016,8280
rou,2017,8500
rou,2018,8640
rus,1990,104170
rus,1991,98400
rus,1992,88490
rus,1993,81410
rus,1994,68320
rus,1995,63570
rus,1996,60230
rus,1997,55870
rus,1998,51340
rus,1999,49200
rus,2000,50490
rus,2001,53250
rus,2002,53200
rus,2003,53970
rus,2004,49720
rus,2005,49850
rus,2006,49930
rus,2007,50930
rus,2008,55390
rus,2009,53860
rus,2010,51920
rus,2011,54490
rus,2012,53090
rus,2013,53220
rus,2014,55710
rus,2015,55520
rus,2016,58060
rus,2017,58660
rus,2018,58610
rwa,1990,960
rwa,1991,980
rwa,1992,950
rwa,1993,910
rwa,1994,870
rwa,1995,770
rwa,1996,820
rwa,1997,860
rwa,1998,900
rwa,1999,970
rwa,2000,990
rwa,2001,1050
rwa,2002,1100
rwa,2003,1190
rwa,2004,1270
rwa,2005,1340
rwa,2006,1460
rwa,2007,1540
rwa,2008,1620
rwa,2009,1670
rwa,2010,1760
rwa,2011,1700
rwa,2012,1770
rwa,2013,1810
rwa,2014,1790
rwa,2015,2050
rwa,2016,1980
rwa,2017,2000
rwa,2018,1960
sau,1990,4330
sau,1991,4530
sau,1992,4690
sau,1993,4520
sau,1994,4270
sau,1995,3910
sau,1996,4050
sau,1997,4300
sau,1998,4450
sau,1999,4470
sau,2000,4670
sau,2001,4810
sau,2002,4910
sau,2003,5040
sau,2004,5230
sau,2005,5040
sau,2006,5100
sau,2007,5280
sau,2008,4650
sau,2009,4450
sau,2010,4660
sau,2011,4960
sau,2012,5030
sau,2013,5540
sau,2014,5440
sau,2015,5690
sau,2016,5810
sau,2017,5690
sau,2018,5750
sdn,1990,17360
sdn,1991,17870
sdn,1992,19200
sdn,1993,20200
sdn,1994,21280
sdn,1995,21580
sdn,1996,22560
sdn,1997,23220
sdn,1998,24470
sdn,1999,24900
sdn,2000,26380
sdn,2001,23770
sdn,2002,25270
sdn,2003,25810
sdn,2004,26200
sdn,2005,27310
sdn,2006,25750
sdn,2007,27390
sdn,2008,27080
sdn,2009,27680
sdn,2010,26230
sdn,2011,26290
sdn,2012,27690
sdn,2013,28150
sdn,2014,28130
sdn,2015,28320
sdn,2016,29670
sdn,2017,29270
sdn,2018,29610
sen,1990,4610
sen,1991,4800
sen,1992,4930
sen,1993,5130
sen,1994,5280
sen,1995,5370
sen,1996,5670
sen,1997,5620
sen,1998,5590
sen,1999,6010
sen,2000,6560
sen,2001,6230
sen,2002,5950
sen,2003,5640
sen,2004,6280
sen,2005,6480
sen,2006,6650
sen,2007,6340
sen,2008,6640
sen,2009,6700
sen,2010,7040
sen,2011,7260
sen,2012,7050
sen,2013,7420
sen,2014,7420
sen,2015,7400
sen,2016,7920
sen,2017,7970
sen,2018,7820
sgp,1990,200
sgp,1991,1820
sgp,1992,3460
sgp,1993,5090
sgp,1994,6740
sgp,1995,8380
sgp,1996,8590
sgp,1997,8800
sgp,1998,9020
sgp,1999,9240
sgp,2000,9520
sgp,2001,9210
sgp,2002,8910
sgp,2003,8630
sgp,2004,8340
sgp,2005,8030
sgp,2006,7810
sgp,2007,7570
sgp,2008,7350
sgp,2009,7100
sgp,2010,6860
sgp,2011,7210
sgp,2012,7540
sgp,2013,7870
sgp,2014,8180
sgp,2015,8520
sgp,2016,8910
sgp,2017,9310
sgp,2018,9710
slb,1990,20
slb,1991,20
slb,1992,20
slb,1993,20
slb,1994,20
slb,1995,20
slb,1996,20
slb,1997,20
slb,1998,20
slb,1999,20
slb,2000,20
slb,2001,20
slb,2002,20
slb,2003,20
slb,2004,20
slb,2005,20
slb,2006,30
slb,2007,30
slb,2008,30
slb,2009,30
slb,2010,30
slb,2011,30
slb,2012,30
slb,2013,30
slb,2014,30
slb,2015,30
slb,2016,30
slb,2017,30
slb,2018,30
sle,1990,990
sle,1991,990
sle,1992,1000
sle,1993,1010
sle,1994,1020
sle,1995,1010
sle,1996,590
sle,1997,580
sle,1998,560
sle,1999,540
sle,2000,520
sle,2001,710
sle,2002,770
sle,2003,1150
sle,2004,1260
sle,2005,1200
sle,2006,1740
sle,2007,1670
sle,2008,1210
sle,2009,1330
sle,2010,1110
sle,2011,1270
sle,2012,1660
sle,2013,1550
sle,2014,1660
sle,2015,1820
sle,2016,1750
sle,2017,1620
sle,2018,1410
slv,1990,1290
slv,1991,1340
slv,1992,1370
slv,1993,1360
slv,1994,1340
slv,1995,1250
slv,1996,1430
slv,1997,1440
slv,1998,1290
slv,1999,1340
slv,2000,1250
slv,2001,1320
slv,2002,1270
slv,2003,1260
slv,2004,1340
slv,2005,1460
slv,2006,1410
slv,2007,1520
slv,2008,1600
slv,2009,1500
slv,2010,1510
slv,2011,1470
slv,2012,1440
slv,2013,1310
slv,2014,1240
slv,2015,1270
slv,2016,1220
slv,2017,1250
slv,2018,1200
som,1990,6830
som,1991,5810
som,1992,5120
som,1993,5810
som,1994,6500
som,1995,6690
som,1996,6850
som,1997,7000
som,1998,6870
som,1999,6820
som,2000,6890
som,2001,7050
som,2002,7150
som,2003,7220
som,2004,7320
som,2005,7470
som,2006,7020
som,2007,6560
som,2008,6560
som,2009,6560
som,2010,6620
som,2011,6640
som,2012,6720
som,2013,6750
som,2014,6760
som,2015,6740
som,2016,6680
som,2017,6600
som,2018,6570
srb,1990,5260
srb,1991,4830
srb,1992,3970
srb,1993,3860
srb,1994,3870
srb,1995,4360
srb,1996,4420
srb,1997,4670
srb,1998,4360
srb,1999,4080
srb,2000,3660
srb,2001,4170
srb,2002,4130
srb,2003,3910
srb,2004,5020
srb,2005,4780
srb,2006,4530
srb,2007,5020
srb,2008,4700
srb,2009,5470
srb,2010,4830
srb,2011,4960
srb,2012,5500
srb,2013,5520
srb,2014,4810
srb,2015,4580
srb,2016,4910
srb,2017,4590
srb,2018,4120
ssd,1990,13620
ssd,1991,14040
ssd,1992,15120
ssd,1993,15940
ssd,1994,16820
ssd,1995,17070
ssd,1996,17870
ssd,1997,18410
ssd,1998,19420
ssd,1999,19780
ssd,2000,20980
ssd,2001,18830
ssd,2002,20000
ssd,2003,20400
ssd,2004,20680
ssd,2005,21550
ssd,2006,20240
ssd,2007,21530
ssd,2008,21240
ssd,2009,21690
ssd,2010,20480
ssd,2011,20510
ssd,2012,22220
ssd,2013,21650
ssd,2014,21960
ssd,2015,22160
ssd,2016,22800
ssd,2017,21630
ssd,2018,23010
stp,1990,10
stp,1991,10
stp,1992,10
stp,1993,10
stp,1994,10
stp,1995,10
stp,1996,10
stp,1997,10
stp,1998,10
stp,1999,10
stp,2000,10
stp,2001,10
stp,2002,10
stp,2003,10
stp,2004,10
stp,2005,20
stp,2006,20
stp,2007,20
stp,2008,20
stp,2009,20
stp,2010,20
stp,2011,20
stp,2012,20
stp,2013,20
stp,2014,20
stp,2015,20
stp,2016,20
stp,2017,20
stp,2018,20
sur,1990,180
sur,1991,180
sur,1992,190
sur,1993,180
sur,1994,180
sur,1995,190
sur,1996,210
sur,1997,210
sur,1998,200
sur,1999,210
sur,2000,210
sur,2001,210
sur,2002,200
sur,2003,200
sur,2004,250
sur,2005,200
sur,2006,240
sur,2007,220
sur,2008,280
sur,2009,270
sur,2010,260
sur,2011,270
sur,2012,260
sur,2013,230
sur,2014,270
sur,2015,270
sur,2016,270
sur,2017,280
sur,2018,240
svk,1990,4010
svk,1991,3010
svk,1992,2740
svk,1993,2460
svk,1994,2810
svk,1995,2910
svk,1996,3140
svk,1997,3030
svk,1998,2830
svk,1999,2320
svk,2000,2580
svk,2001,2780
svk,2002,2760
svk,2003,2800
svk,2004,3000
svk,2005,2870
svk,2006,3180
svk,2007,2970
svk,2008,2860
svk,2009,2620
svk,2010,2420
svk,2011,2120
svk,2012,2010
svk,2013,1920
svk,2014,2000
svk,2015,1930
svk,2016,2010
svk,2017,1900
svk,2018,1970
svn,1990,1150
svn,1991,1050
svn,1992,940
svn,1993,910
svn,1994,980
svn,1995,960
svn,1996,940
svn,1997,1000
svn,1998,970
svn,1999,940
svn,2000,970
svn,2001,970
svn,2002,860
svn,2003,860
svn,2004,830
svn,2005,820
svn,2006,830
svn,2007,820
svn,2008,820
svn,2009,790
svn,2010,790
svn,2011,800
svn,2012,800
svn,2013,770
svn,2014,770
svn,2015,790
svn,2016,800
svn,2017,790
svn,2018,790
swe,1990,5920
swe,1991,5700
swe,1992,5800
swe,1993,6010
swe,1994,5880
swe,1995,5700
swe,1996,5850
swe,1997,5790
swe,1998,5740
swe,1999,5580
swe,2000,5490
swe,2001,5270
swe,2002,5190
swe,2003,5150
swe,2004,5190
swe,2005,5080
swe,2006,5030
swe,2007,4900
swe,2008,5080
swe,2009,4850
swe,2010,5050
swe,2011,4800
swe,2012,4690
swe,2013,4750
swe,2014,4920
swe,2015,4990
swe,2016,4960
swe,2017,5100
swe,2018,4920
swz,1990,460
swz,1991,470
swz,1992,490
swz,1993,420
swz,1994,430
swz,1995,440
swz,1996,450
swz,1997,440
swz,1998,440
swz,1999,420
swz,2000,420
swz,2001,380
swz,2002,400
swz,2003,420
swz,2004,420
swz,2005,430
swz,2006,400
swz,2007,430
swz,2008,430
swz,2009,410
swz,2010,450
swz,2011,450
swz,2012,450
swz,2013,450
swz,2014,450
swz,2015,430
swz,2016,430
swz,2017,440
swz,2018,440
syc,1990,10
syc,1991,10
syc,1992,10
syc,1993,10
syc,1994,10
syc,1995,10
syc,1996,10
syc,1997,10
syc,1998,10
syc,1999,10
syc,2000,10
syc,2001,10
syc,2002,10
syc,2003,10
syc,2004,10
syc,2005,10
