geo,time,ne_gdi_totl_kd_zg
bhs,2016,5.18201
bhs,2017,9.36208
bhs,2018,-2.62396
bhs,2019,1.83145
bhs,2020,-36.10678
bih,2001,11.25843
bih,2002,8.75997
bih,2003,2.72027
bih,2004,8.75565
bih,2005,6.54337
bih,2006,-0.45676
bih,2007,32.04353
bih,2008,15.67886
bih,2009,-24.91069
bih,2010,-15.44982
bih,2011,12.22054
bih,2012,2.45381
bih,2013,-2.82217
bih,2014,9.08974
bih,2015,2.97231
bih,2016,12.42268
bih,2017,11.38299
bih,2018,4.41711
bih,2019,6.35157
bih,2020,-10.40463
blr,1991,15.29999
blr,1992,-16.09999
blr,1993,-6.29999
blr,1994,-29.40001
blr,1995,-28.7
blr,1996,7.20001
blr,1997,15.9
blr,1998,6.90003
blr,1999,-16.00002
blr,2000,14.70002
blr,2001,1.8939
blr,2002,2.43675
blr,2003,25.85281
blr,2004,29.31351
blr,2005,13.16264
blr,2006,32.33074
blr,2007,16.34907
blr,2008,28.31523
blr,2009,-3.08132
blr,2010,18.63298
blr,2011,7.80554
blr,2012,-6.72685
blr,2013,8.70763
blr,2014,-5.54602
blr,2015,-18.28204
blr,2016,-12.16819
blr,2017,8.55765
blr,2018,5.01673
blr,2019,7
blr,2020,-8.2
blz,1981,0.60098
blz,1982,-31.69251
blz,1983,2.14249
blz,1984,30.32746
blz,1985,-8.05013
blz,1986,2.2787
blz,1987,26.38776
blz,1988,27.99815
blz,1989,33.27681
blz,1990,-7.11249
blz,1991,22.52834
blz,1992,5.06605
blz,1993,14.0908
blz,1994,-23.54728
blz,1995,9.54915
blz,1996,-3.56292
blz,1997,0.38665
blz,1998,-1.44744
blz,1999,34.67786
blz,2000,45.09564
blz,2001,-16.43604
blz,2002,0.45291
blz,2003,-10.81788
blz,2004,-0.93881
blz,2005,10.08404
blz,2006,-7.21772
blz,2007,2.42283
blz,2008,33.86479
blz,2009,-25.07441
blz,2010,-36.38452
blz,2011,38.01264
blz,2012,-13.58123
blz,2013,28.29806
blz,2014,14.78096
blz,2015,20.15699
blz,2016,0.5906
blz,2017,-5.42631
blz,2018,-17.9012
blz,2019,6.34425
blz,2020,8.04723
bmu,2015,1.22569
bmu,2016,15.45044
bmu,2017,7.38358
bmu,2018,-1.65744
bmu,2019,11.70644
bmu,2020,-24.05786
bol,1961,-19.04
bol,1962,62.05534
bol,1963,1.49254
bol,1964,5.33088
bol,1965,19.02269
bol,1966,4.2522
bol,1967,-6.54008
bol,1968,38.14898
bol,1969,-6.04575
bol,1970,2.26087
bol,1971,12.14163
bol,1972,33.39464
bol,1973,-16.4767
bol,1974,-14.90123
bol,1975,63.74394
bol,1976,-19.02618
bol,1977,8.44184
bol,1978,29.79403
bol,1979,-12.92402
bol,1980,-28.14452
bol,1981,-0.78144
bol,1982,-23.51101
bol,1983,-11.1396
bol,1984,39.29432
bol,1985,26.82313
bol,1986,-30.49984
bol,1987,17.5154
bol,1988,3.83094
bol,1989,-15.12008
bol,1990,17.68422
bol,1991,29.28703
bol,1992,5.32272
bol,1993,-0.0691
bol,1994,-10.60235
bol,1995,12.30877
bol,1996,18.78766
bol,1997,30.23354
bol,1998,28.51006
bol,1999,-18.76212
bol,2000,-7.37737
bol,2001,-17.46913
bol,2002,17.86123
bol,2003,-12.8278
bol,2004,-11.84495
bol,2005,26.86562
bol,2006,-5.0901
bol,2007,11.05647
bol,2008,29.31337
bol,2009,3.87875
bol,2010,7.14702
bol,2011,25.85164
bol,2012,-6.60993
bol,2013,16.04456
bol,2014,12.51004
bol,2015,0.81588
bol,2016,9.86204
bol,2017,15.85262
bol,2018,-0.45029
bol,2019,0.58483
bol,2020,-25.65882
bra,1971,15.34846
bra,1972,16.71469
bra,1973,20.99067
bra,1974,13.25862
bra,1975,9.73434
bra,1976,7.0272
bra,1977,-1.17064
bra,1978,4.74769
bra,1979,3.88568
bra,1980,9.1715
bra,1981,-12.39036
bra,1982,-6.72311
bra,1983,-16.09837
bra,1984,1.23453
bra,1985,8.79064
bra,1986,22.98004
bra,1987,-1.13948
bra,1988,-4.84055
bra,1989,1.21114
bra,1990,-8.09731
bra,1991,8.08381
bra,1992,-6.62107
bra,1993,6.32574
bra,1994,14.25677
bra,1995,7.29
bra,1996,0.79846
bra,1997,8.41811
bra,1998,-0.16384
bra,1999,-8.8753
bra,2000,4.81319
bra,2001,1.30448
bra,2002,-1.44377
bra,2003,-3.98451
bra,2004,8.48696
bra,2005,1.9563
bra,2006,6.66079
bra,2007,11.95241
bra,2008,12.28696
bra,2009,-2.13387
bra,2010,17.85392
bra,2011,6.83405
bra,2012,0.77878
bra,2013,5.8272
bra,2014,-4.22407
bra,2015,-13.9465
bra,2016,-12.12983
bra,2017,-2.55736
bra,2018,5.23176
bra,2019,3.36411
bra,2020,-0.77669
brn,1991,8.4088
brn,1992,18.07876
brn,1993,21.72815
brn,1994,-10.04566
brn,1995,8.491
brn,1996,86.21863
brn,1997,-38.00822
brn,1998,-12.93294
brn,1999,-19.88997
brn,2000,-28.63334
brn,2001,6.67174
brn,2002,45.72953
brn,2003,-20.84313
brn,2004,2.81303
brn,2005,0.47526
brn,2006,1.4109
brn,2007,26.54034
brn,2008,13.16876
brn,2009,-0.30474
brn,2010,-3.54685
brn,2011,37.00358
brn,2012,28.81183
brn,2013,11.94639
brn,2014,-31.15484
brn,2015,6.55174
brn,2016,-11.09555
brn,2017,7.9794
brn,2018,28.06489
brn,2019,-4.38194
brn,2020,-9.26396
btn,1991,-11.87781
btn,1992,33.59645
btn,1993,18.39805
btn,1994,23.91335
btn,1995,-5.41939
btn,1996,-3.63077
btn,1997,1.90406
btn,1998,-0.58451
btn,1999,25.93519
btn,2000,26.45496
btn,2001,29.79132
btn,2002,13.76642
btn,2003,0.99537
btn,2004,17.01969
btn,2005,-13.52338
btn,2006,-2.15558
btn,2007,-23.98112
btn,2008,53.981
btn,2009,16.46221
btn,2010,46.06131
btn,2011,11.85127
btn,2012,3.52768
btn,2013,-36.92015
btn,2014,26.83136
btn,2015,16.47991
btn,2016,12.47494
btn,2017,-2.05701
btn,2018,-5.82332
btn,2019,-16.23356
btn,2020,-14.54832
bwa,1976,-15.29488
bwa,1977,0.65012
bwa,1978,28.09418
bwa,1979,24.84954
bwa,1980,16.75931
bwa,1981,10.95035
bwa,1982,-8.01234
bwa,1983,-15.95903
bwa,1984,19.17172
bwa,1985,-7.45606
bwa,1986,-6.73561
bwa,1987,-31.24921
bwa,1988,101.43497
bwa,1989,106.91366
bwa,1990,8.88642
bwa,1991,-10.95628
bwa,1992,-8.85717
bwa,1993,1.92609
bwa,1994,-4.62836
bwa,1995,8.35266
bwa,1996,-0.46794
bwa,1997,1.21485
bwa,1998,71.0425
bwa,1999,-23.92719
bwa,2000,34.26464
bwa,2001,-2.40319
bwa,2002,2.72278
bwa,2003,3.54452
bwa,2004,23.9311
bwa,2005,-16.30134
bwa,2006,14.73097
bwa,2007,6.7607
bwa,2008,27.29842
bwa,2009,-22.45916
bwa,2010,29.34794
bwa,2011,9.56096
bwa,2012,19.04201
bwa,2013,-12.63929
bwa,2014,-1.9097
bwa,2015,22.7701
bwa,2016,-5.3633
bwa,2017,5.26082
bwa,2018,13.9013
bwa,2019,11.30633
bwa,2020,13.32557
caf,2010,31.68512
caf,2011,-23.33939
caf,2012,-22.39959
caf,2013,-26.86647
caf,2014,92.2596
caf,2015,16.2392
caf,2016,48.47205
caf,2017,-27.96285
caf,2018,25.97629
caf,2019,-9.56437
caf,2020,-10.0235
can,1971,8.50841
can,1972,5.99
can,1973,12.44338
can,1974,11.03081
can,1975,-0.19208
can,1976,6.67273
can,1977,0.35481
can,1978,0.42447
can,1979,13.77325
can,1980,-3.34443
can,1981,8.63864
can,1982,-22.14991
can,1983,8.72895
can,1984,11.62501
can,1985,8.69548
can,1986,2.62415
can,1987,8.27657
can,1988,11.23532
can,1989,5.12214
can,1990,-7.97065
can,1991,-7.44082
can,1992,-3.42718
can,1993,3.64297
can,1994,8.95567
can,1995,3.11443
can,1996,0.58463
can,1997,15.96181
can,1998,1.60216
can,1999,5.39745
can,2000,8.32766
can,2001,-3.1837
can,2002,2.29164
can,2003,9.47003
can,2004,8.70162
can,2005,11.14704
can,2006,5.69832
can,2007,2.95811
can,2008,1.72299
can,2009,-13.82884
can,2010,12.33554
can,2011,7.97438
can,2012,3.57254
can,2013,3.63753
can,2014,0.81959
can,2015,-6.71211
can,2016,-4.75975
can,2017,7.33393
can,2018,0.98944
can,2019,0.89871
can,2020,-9.81802
che,1971,4.73585
che,1972,0.44074
che,1973,2.68162
che,1974,2.65907
che,1975,-28.16836
che,1976,-5.19425
che,1977,0.90559
che,1978,7.22459
che,1979,14.35447
che,1980,14.40073
che,1981,-7.64549
che,1982,1.55429
che,1983,4.27611
che,1984,-7.25621
che,1985,2.87362
che,1986,14.61835
che,1987,0.19508
che,1988,2.24294
che,1989,7.6979
che,1990,11.94916
che,1991,-8.35283
che,1992,-4.49629
che,1993,-0.75913
che,1994,4.95208
che,1995,2.96832
che,1996,-0.69236
che,1997,-4.21078
che,1998,9.82546
che,1999,1.02167
che,2000,0.96123
che,2001,2.43162
che,2002,-1.85545
che,2003,0.86404
che,2004,-4.98881
che,2005,12.49763
che,2006,4.16019
che,2007,-3.28845
che,2008,5.6092
che,2009,2.21023
che,2010,-3.75675
che,2011,13.05034
che,2012,-6.96781
che,2013,-6.98336
che,2014,7.27961
che,2015,0.67235
che,2016,-0.87123
che,2017,2.64982
che,2018,2.57885
che,2019,3.32295
che,2020,2.46971
chl,1961,1.28586
chl,1962,12.26961
chl,1963,14.76158
chl,1964,-5.69834
chl,1965,-6.04268
chl,1966,3.21788
chl,1967,2.13751
chl,1968,9.45774
chl,1969,5.04499
chl,1970,6.45518
chl,1971,-2.3189
chl,1972,-20.09177
chl,1973,-6.02594
chl,1974,19.11435
chl,1975,-22.7713
chl,1976,-14.81586
chl,1977,15.44784
chl,1978,17.376
chl,1979,16.84996
chl,1980,21.90406
chl,1981,16.75791
chl,1982,-38.30103
chl,1983,-15.03486
chl,1984,18.84461
chl,1985,9.97491
chl,1986,2.41791
chl,1987,26.84304
chl,1988,11.6059
chl,1989,26.623
chl,1990,5.36636
chl,1991,0.68993
chl,1992,21.78306
chl,1993,21.10695
chl,1994,0.77412
chl,1995,34.20777
chl,1996,0.19898
chl,1997,12.43366
chl,1998,3.24552
chl,1999,-14.27023
chl,2000,10.04266
chl,2001,2.65474
chl,2002,3.93464
chl,2003,8.14985
chl,2004,12.98484
chl,2005,23.45842
chl,2006,5.95438
chl,2007,10.5515
chl,2008,18.48856
chl,2009,-13.33754
chl,2010,13.12983
chl,2011,16.14884
chl,2012,11.28323
chl,2013,3.31307
chl,2014,-4.83359
chl,2015,-0.2903
chl,2016,-1.33713
chl,2017,-3.09688
chl,2018,5.1452
chl,2019,4.40512
chl,2020,-11.48384
chn,1996,12.99465
chn,1997,5.04826
chn,1998,8.51841
chn,1999,6.32691
chn,2000,7.27717
chn,2001,21.10934
chn,2002,13.02497
chn,2003,23.79064
chn,2004,19.20499
chn,2005,10.67471
chn,2006,15.38672
chn,2007,17.51052
chn,2008,13.89818
chn,2009,20.86683
chn,2010,15.87935
chn,2011,8.82694
chn,2012,7.50272
chn,2013,9.36883
chn,2014,7.47298
chn,2015,3.56026
chn,2016,7.23927
chn,2017,6.32396
chn,2018,6.75917
chn,2019,3.98544
chn,2020,5.21684
civ,2009,-26.53806
civ,2010,63.62005
civ,2011,-65.82722
civ,2012,218.75437
civ,2013,23.21258
civ,2014,21.67407
civ,2015,10.54266
civ,2016,4.91066
civ,2017,5.1727
civ,2018,15.87012
civ,2019,-4.5367
civ,2020,8.38061
cmr,1961,2.71002
cmr,1962,5.54091
cmr,1963,5.24998
cmr,1964,8.5511
cmr,1965,38.74932
cmr,1966,20.68966
cmr,1967,-10.16002
cmr,1968,0.86476
cmr,1969,-4.57722
cmr,1970,32.23371
cmr,1971,22.22234
cmr,1972,7.14232
cmr,1973,6.75371
cmr,1974,-8.27276
cmr,1975,16.88783
cmr,1976,-7.26185
cmr,1977,37.27598
cmr,1978,47.84854
cmr,1979,-4.22255
cmr,1980,11.05478
cmr,1981,45.7925
cmr,1982,-4.01147
cmr,1983,8.89279
cmr,1984,8.59393
cmr,1985,11.67524
cmr,1986,-1.62927
cmr,1987,-13.36005
cmr,1988,-27.69136
cmr,1989,-21.97024
cmr,1990,1.54485
cmr,1991,-6.19168
cmr,1992,-15.71001
cmr,1993,-8.02867
cmr,1994,16.13251
cmr,1995,-2.47261
cmr,1996,3.98568
cmr,1997,12.45947
cmr,1998,1.25321
cmr,1999,3.55591
cmr,2000,4.43484
cmr,2001,4.55777
cmr,2002,7.59725
cmr,2003,-6.38778
cmr,2004,13.73647
cmr,2005,1.56878
cmr,2006,1.20703
cmr,2007,8.3687
cmr,2008,9.54322
cmr,2009,-1.19002
cmr,2010,8.57738
cmr,2011,5.95074
cmr,2012,3.80152
cmr,2013,13.91773
cmr,2014,12.85368
cmr,2015,-3.78541
cmr,2016,11.42067
cmr,2017,1.21717
cmr,2018,5.84738
cmr,2019,10.19784
cmr,2020,-6.21478
cod,1994,24.71042
cod,1995,-6.81114
cod,1996,-10.299
cod,1997,1.20968
cod,1998,-9.74768
cod,1999,32.72513
cod,2000,4.90036
cod,2001,7.08725
cod,2002,47.55578
cod,2003,3.73768
cod,2004,-6.15788
cod,2005,16.56684
cod,2006,18.63345
cod,2007,12.26022
cod,2008,6.38135
cod,2009,65.96755
cod,2010,13.86061
cod,2011,68.07726
cod,2012,3.12387
cod,2013,-0.72659
cod,2014,4.80033
cod,2015,-9.42088
cod,2016,10.50089
cod,2017,23.25913
cod,2018,12.86899
cod,2019,6.29043
cod,2020,31.34219
cog,1961,36.99422
cog,1962,-40.08439
cog,1963,-35.21127
cog,1964,-9.78261
cog,1965,10.84337
cog,1966,52.72714
cog,1967,38.88883
cog,1968,-5.99994
cog,1969,-6.07908
cog,1970,-6.14885
cog,1971,17.24143
cog,1972,17.05883
cog,1973,17.0853
cog,1974,16.95272
cog,1975,17.98199
cog,1976,-23.32838
cog,1977,-19.4725
cog,1978,-20.65492
cog,1979,7.30167
cog,1980,49.11218
cog,1981,80.95265
cog,1982,36.84187
cog,1983,-15.47722
cog,1984,-11.07438
cog,1985,-5.01859
cog,1986,-35.48597
cog,1987,-31.14256
cog,1988,-14.68431
cog,1989,-18.58863
cog,1990,14.74005
cog,1991,25.56048
cog,1992,0.1887
cog,1993,32.07755
cog,1994,75.19052
cog,1995,-31.40049
cog,1996,-3.3049
cog,1997,-36.69053
cog,1998,-0.35774
cog,1999,22.4225
cog,2000,19.01602
cog,2001,-1.34528
cog,2002,1.22042
cog,2003,13.48385
cog,2004,0.51134
cog,2005,4.66152
cog,2006,7.56892
cog,2007,81.1348
cog,2008,-9.79844
cog,2009,4.01063
cog,2010,60.94562
cog,2011,-37.62409
cog,2012,37.73699
cog,2013,9.48288
cog,2014,15.95321
cog,2015,20.583
