geo,time,se_prm_prs5_fe_zs
bfa,1994,79.67836
bfa,1998,68.82661
bfa,1999,70.4242
bfa,2000,71.36206
bfa,2001,67.85533
bfa,2002,75.05491
bfa,2003,77.9239
bfa,2004,76.08893
bfa,2005,73.92177
bfa,2006,82.0707
bfa,2007,81.48117
bfa,2008,82.61632
bfa,2009,77.59996
bfa,2011,83.57639
bfa,2012,85.19783
bfa,2013,82.71532
bfa,2014,82.53643
bfa,2015,84.52159
bfa,2016,81.36084
bfa,2017,84.69029
bfa,2018,74.10143
bfa,2019,73.20882
bgd,1980,26.07556
bgd,2008,66.07103
bgd,2009,70.63724
bhr,1982,98.26827
bhr,1985,89.92582
bhr,1986,88.19518
bhr,1987,91.94284
bhr,1988,96.51784
bhr,1991,89.89547
bhr,1992,100
bhr,1993,99.54841
bhr,1994,97.8052
bhr,1995,94.20248
bhr,1997,97.34614
bhr,1998,98.30385
bhr,1999,96.097
bhr,2000,97.22655
bhr,2001,97.77868
bhr,2003,99.29834
bhr,2004,97.21183
bhr,2011,96.7968
bhr,2015,99.1385
bhr,2016,98.24453
bhr,2017,96.84702
bhr,2018,97.97379
bhs,2005,88.13023
bhs,2006,95.63611
bhs,2007,93.03426
bhs,2008,87.4181
bhs,2009,89.89635
bhs,2011,78.92409
bhs,2012,71.03444
bhs,2015,73.26689
bih,2009,72.98909
bih,2010,79.99989
bih,2011,83.63395
bih,2012,82.72658
bih,2013,86.62941
bih,2014,97.62058
bih,2015,94.49098
bih,2016,98.08387
bih,2017,95.35484
bih,2018,94.40128
bih,2019,94.02281
blz,1991,65.91906
blz,1994,70.53138
blz,1999,77.79483
blz,2005,92.61885
blz,2006,87.62953
blz,2007,92.51476
blz,2008,96.19403
blz,2009,93.08677
blz,2010,89.60969
blz,2012,93.59106
blz,2013,95.11491
blz,2014,99.76552
blz,2016,97.06216
blz,2017,96.30661
blz,2019,89.94287
bmu,2002,96.30678
bmu,2010,93.31163
bol,2009,87.52762
bol,2010,90.24915
bol,2011,93.1441
bol,2012,98.35393
bol,2013,97.21513
bol,2014,98.27525
bol,2015,98.47606
bol,2016,96.98933
bol,2017,97.36705
bol,2018,98.95254
brb,1999,90.42789
brb,2001,95.14937
brb,2002,94.98587
brb,2003,97.70586
brb,2004,99.6738
brb,2005,93.62005
brb,2008,89.68746
brb,2010,91.03539
brn,1975,75.49317
brn,2003,96.28553
brn,2004,98.73869
brn,2005,98.26879
brn,2006,98.72453
brn,2007,97.35886
brn,2009,99.34757
brn,2011,97.471
brn,2016,96.49301
brn,2018,98.07533
brn,2019,99.50362
btn,1977,13.92425
btn,1978,29.4009
btn,1993,84.09154
btn,1997,87.5889
btn,1998,88.87031
btn,1999,92.23774
btn,2000,93.23916
btn,2005,95.03542
btn,2008,98.5529
btn,2009,95.54356
btn,2010,96.3823
btn,2011,99.90079
btn,2016,97.1583
btn,2017,92.51945
bwa,1970,66.52249
bwa,1978,92.76503
bwa,1980,84.21834
bwa,1982,94.17129
bwa,1983,90.76407
bwa,1984,93.05382
bwa,1985,90.71313
bwa,1986,94.53422
bwa,1987,93.53675
bwa,1989,92.2004
bwa,1990,97.59902
bwa,1991,86.51416
bwa,1992,90.68927
bwa,1993,91.86472
bwa,1994,88.11737
bwa,1995,93.08818
bwa,1998,91.09432
bwa,1999,88.98107
bwa,2000,91.8525
bwa,2001,89.92484
bwa,2002,91.77955
bwa,2003,92.015
bwa,2004,93.25953
bwa,2005,89.2889
bwa,2008,97.48566
bwa,2012,97.4955
caf,1971,25.57718
caf,1972,43.40413
caf,1973,44.1774
caf,1975,66.25938
caf,1977,43.04543
caf,1980,35.15537
caf,1981,50.6285
caf,1982,37.66245
caf,1985,66.79105
caf,1986,21.12632
caf,1987,58.00308
caf,1988,53.8917
caf,1990,32.07826
caf,1991,22.59787
caf,2008,48.46609
caf,2009,50.21696
caf,2010,51.35032
caf,2011,55.98839
can,1998,99.13001
can,1999,99.4869
che,1977,79.05263
che,1978,73.64761
che,1979,73.78073
che,1980,58.43417
che,1981,73.88543
che,1982,73.36272
che,1983,72.9973
che,1984,72.5066
che,1985,72.32246
che,1986,73.23888
che,2016,99.61681
che,2017,99.89379
che,2018,99.63945
chl,1970,81.01393
chl,1971,74.3563
chl,1972,77.15353
chl,1973,76.57832
chl,1974,75.24906
chl,1975,76.24348
chl,1976,79.67381
chl,1982,97.18178
chl,1996,99.27329
chl,2010,98.05567
chl,2011,99.3584
chl,2013,99.95105
chl,2014,99.94736
chl,2015,100
chl,2016,99.90191
chl,2017,99.88119
chl,2018,99.97106
chn,1995,92.05422
chn,1996,93.7417
chn,2019,99.7864
civ,1972,79.53426
civ,1973,71.85965
civ,1975,73.98701
civ,1976,84.77866
civ,1977,87.78673
civ,1978,87.81477
civ,1979,86.69226
civ,1980,87.80138
civ,1982,78.82093
civ,1983,71.78407
civ,1984,67.67402
civ,1985,68.68288
civ,1986,68.32121
civ,1987,72.16257
civ,1988,75.28514
civ,1989,70.25506
civ,1990,62.2714
civ,1991,70.18286
civ,1992,57.25867
civ,1993,81.77058
civ,1994,70.61036
civ,1995,67.97847
civ,1996,68.05475
civ,1997,68.48791
civ,1999,64.96808
civ,2000,87.85494
civ,2006,73.11783
civ,2008,66.03996
civ,2011,85.33116
civ,2012,77.63163
civ,2013,74.11882
civ,2014,82.46313
civ,2015,84.06641
cmr,1972,57.33835
cmr,1973,60.14166
cmr,1974,64.69395
cmr,1975,62.59399
cmr,1976,57.26067
cmr,1977,63.15517
cmr,1978,66.58492
cmr,1979,65.72264
cmr,1980,71.60505
cmr,1981,69.76576
cmr,1982,73.62061
cmr,1983,62.13061
cmr,1984,72.28123
cmr,1985,72.65275
cmr,1986,77.81313
cmr,1990,69.64432
cmr,2006,87.66703
cmr,2007,63.22487
cmr,2008,79.24666
cmr,2009,76.54326
cmr,2010,69.50175
cmr,2011,79.91469
cmr,2014,80.57323
cmr,2015,71.8267
cmr,2016,55.16012
cmr,2017,51.89455
cmr,2018,78.03348
cod,1971,38.34891
cod,1975,50.54086
cod,1976,55.33941
cod,1977,61.65997
cod,1987,50.74871
cod,1991,50.06924
cod,1992,58.38283
cod,1993,53.20704
cod,2007,76.73375
cod,2009,57.56696
cod,2010,57.10082
cod,2011,72.25429
cod,2012,61.42738
cod,2014,67.60423
cog,1972,75.32824
cog,1973,76.34088
cog,1975,78.6468
cog,1976,74.27662
cog,1977,78.68718
cog,1978,73.90365
cog,1983,77.67077
cog,1984,82.27116
cog,1989,69.6167
cog,1991,67.66812
cog,1993,64.06254
cog,1995,78.40208
cog,2002,68.51634
cog,2007,79.34771
col,1970,34.76551
col,1971,39.28186
col,1972,43.92515
col,1973,39.89902
col,1981,38.63337
col,1982,57.30563
col,1983,56.61002
col,1984,62.87393
col,1985,56.28587
col,1986,58.21036
col,1987,58.97481
col,1988,58.90776
col,1992,59.35681
col,1993,62.44722
col,1994,61.04968
col,1998,72.19648
col,1999,69.30149
col,2004,83.64385
col,2005,84.75495
col,2006,89.23095
col,2009,85.1106
col,2010,87.11274
col,2011,87.0393
col,2012,71.23882
col,2013,86.07684
col,2014,90.94906
col,2015,92.2972
col,2016,93.97798
col,2017,94.91482
col,2018,97.40355
com,1986,46.78264
com,1998,49.73431
com,2013,78.02982
cpv,1978,19.85138
cpv,1979,24.84381
cpv,1980,26.41413
cpv,1981,24.52977
cpv,1982,24.91046
cpv,1984,35.96006
cpv,1985,62.3559
cpv,1986,48.27146
cpv,1987,55.10038
cpv,2001,95.29246
cpv,2002,87.26515
cpv,2003,94.42885
cpv,2005,92.87197
cpv,2007,90.79725
cpv,2010,91.96098
cpv,2012,94.74811
cpv,2013,94.49134
cpv,2014,92.24211
cpv,2015,93.47452
cri,1970,78.72812
cri,1971,78.92015
cri,1972,80.47464
cri,1973,75.58871
cri,1975,84.95367
cri,1976,77.70258
cri,1977,81.25248
cri,1978,84.11742
cri,1979,77.32832
cri,1980,82.36953
cri,1981,78.78846
cri,1984,83.7311
cri,1985,86.67531
cri,1986,82.64318
cri,1987,85.02947
cri,1988,83.06059
cri,1990,84.08651
cri,1991,84.94511
cri,1992,86.84874
cri,1993,89.25742
cri,1994,90.32339
cri,1995,89.07759
cri,1999,92.95866
cri,2000,94.59358
cri,2001,93.07162
cri,2004,89.68162
cri,2005,94.55341
cri,2006,89.17035
cri,2007,97.09438
cri,2008,96.75701
cri,2009,92.16337
cri,2010,94.13956
cri,2011,92.36134
cri,2012,91.13101
cri,2013,92.74375
cri,2014,95.04559
cri,2015,97.25951
cub,1971,75.55581
cub,1998,84.3328
cub,1999,96.29391
cub,2000,96.87022
cub,2001,97.8083
cub,2002,97.24894
cub,2003,96.63264
cub,2004,97.84433
cub,2005,97.99896
cub,2006,97.1364
cub,2007,97.02546
cub,2008,96.16426
cub,2009,96.56536
cub,2010,96.98361
cub,2011,97.59952
cub,2012,97.95265
cub,2013,97.28234
cub,2014,96.45734
cub,2015,97.14132
cub,2016,96.60666
cub,2017,97.29283
cub,2018,97.15512
cub,2019,96.52954
cym,2000,90.2601
cym,2004,78.16694
cyp,1971,98.54539
cyp,1972,98.31425
cyp,1973,97.42472
cyp,1974,72.2525
cyp,1975,95.22937
cyp,1976,97.72085
cyp,1977,99.31058
cyp,1978,99.22252
cyp,1979,98.86899
cyp,1980,97.86417
cyp,1981,100
cyp,1982,99.02237
cyp,1983,99.00424
cyp,1984,99.06213
cyp,1985,99.35153
cyp,1986,98.67182
cyp,1987,98.78227
cyp,1988,98.74076
cyp,1989,100
cyp,1991,99.56731
cyp,1992,99.19321
cyp,1993,99.1634
cyp,1994,99.913
cyp,1999,96.31207
cyp,2000,99.27337
cyp,2001,98.29287
cyp,2002,98.72431
cyp,2003,98.29416
cyp,2004,97.71375
cyp,2005,99.65947
cyp,2006,98.77666
cyp,2007,96.77208
cyp,2012,96.66081
cyp,2013,92.7122
cyp,2014,97.66317
cyp,2015,98.99269
cyp,2016,99.21699
cze,1999,98.61692
cze,2000,98.67804
cze,2001,98.91858
cze,2002,98.12555
cze,2003,98.58659
cze,2004,98.68106
cze,2005,99.20031
cze,2006,98.54256
cze,2007,98.85301
cze,2008,99.79814
cze,2009,99.06948
cze,2010,99.23052
cze,2011,99.38246
cze,2012,99.47062
cze,2013,99.39006
cze,2014,99.544
cze,2015,99.56168
cze,2016,99.55304
cze,2017,99.47452
cze,2018,99.54917
dji,1999,84.88071
dji,2005,86.92473
dji,2012,70.78393
dji,2019,88.47261
dji,2020,88.30777
dma,2000,84.92408
dma,2001,84.25253
dma,2002,87.17961
dma,2003,81.59333
dma,2004,90.53913
dma,2006,87.45565
dma,2007,89.51639
dma,2009,93.72383
dma,2010,95.97596
dma,2011,89.78821
dma,2014,77.73144
dnk,1971,97.80634
dnk,1972,97.85153
dnk,1973,98.63584
dnk,1981,99.1472
dnk,1982,98.8512
dnk,1983,99.08864
dnk,1984,99.57887
dnk,1985,97.47389
dnk,1986,99.67756
dnk,1987,98.99333
dnk,1988,99.0968
dnk,1989,98.61313
dnk,1990,99.24072
dnk,1991,94.12507
dnk,1992,99.96094
dnk,1998,99.82211
dnk,1999,99.91163
dnk,2000,99.97735
dnk,2004,92.37671
dnk,2005,99.75786
dnk,2007,99.20488
dnk,2008,99.5862
dnk,2009,99.32499
dnk,2012,99.5882
dnk,2013,99.58775
dnk,2014,99.93627
dnk,2016,99.67958
dnk,2017,99.88203
dnk,2018,99.823
dom,1998,78.38259
dom,1999,79.06161
dom,2005,71.38392
dom,2011,86.15155
dom,2012,97.62678
dom,2013,83.79776
dom,2015,88.48653
dom,2016,84.63843
dom,2017,85.57185
dom,2018,96.10416
dom,2019,89.2437
dza,1972,85.48905
dza,1973,83.56494
dza,1974,80.53274
dza,1975,83.48819
dza,1976,83.74485
dza,1977,83.56282
dza,1978,85.77747
dza,1979,85.17488
dza,1980,84.29417
dza,1981,85.28212
dza,1982,88.33673
dza,1983,89.26992
dza,1984,92.10674
dza,1985,94.48324
dza,1986,91.53707
dza,1987,91.99851
dza,1988,90.54606
dza,1989,91.54432
dza,1990,92.62582
dza,1991,93.35683
dza,1992,92.44678
dza,1993,93.31302
dza,1994,91.03462
dza,1995,94.56998
dza,1996,94.85112
dza,1998,95.72494
dza,1999,96.10654
dza,2000,97.39654
dza,2001,97.26172
dza,2002,97.47507
dza,2003,97.39124
dza,2004,97.12878
dza,2005,95.61781
dza,2006,97.48806
dza,2007,97.27018
dza,2009,97.10444
dza,2010,95.13255
dza,2011,94.55278
dza,2012,97.67105
dza,2013,94.53894
dza,2014,94.63902
dza,2015,94.06044
dza,2016,95.98447
dza,2017,97.251
dza,2018,91.89075
ecu,1971,50.18085
ecu,1972,52.39659
ecu,1973,59.66528
ecu,1974,54.39805
ecu,1975,59.13594
ecu,1976,59.95389
ecu,1977,61.01218
ecu,1978,71.02129
ecu,1979,62.35929
ecu,1987,68.04957
ecu,1993,40.95827
ecu,1994,77.83572
ecu,1995,78.45253
ecu,1996,86.13212
ecu,1998,78.41928
ecu,1999,77.23569
ecu,2000,79.37396
ecu,2001,78.63291
ecu,2002,74.99079
ecu,2003,77.33014
ecu,2004,77.34009
ecu,2005,78.00285
ecu,2006,83.10723
ecu,2008,92.26373
ecu,2009,91.86391
ecu,2010,96.51952
ecu,2011,88.47125
ecu,2012,93.92883
ecu,2014,85.32038
ecu,2015,93.10365
ecu,2016,93.26258
ecu,2017,99.2965
ecu,2018,96.89328
ecu,2019,95.90355
egy,1975,81.18643
egy,1976,81.25635
egy,1999,99.47871
egy,2000,99.24191
egy,2001,95.2208
egy,2002,98.10154
egy,2003,98.96869
egy,2005,94.75668
egy,2009,97.73619
egy,2016,97.85579
egy,2018,99.74654
eri,1993,79.91032
eri,1994,76.46193
eri,1995,79.29274
eri,1996,67.14493
eri,1999,91.45
eri,2000,60.1501
eri,2002,82.07996
eri,2003,73.41417
eri,2004,74.13436
eri,2005,69.59376
eri,2006,60.97768
eri,2007,68.63322
eri,2008,71.96472
eri,2009,66.88273
eri,2010,87.89577
eri,2011,83.90518
eri,2012,77.11575
eri,2014,74.41338
eri,2017,79.77993
esp,1980,93.36376
esp,1981,94.18349
esp,1982,93.43721
esp,1983,93.97224
esp,1984,97.22135
esp,1985,95.98305
esp,1986,99.7973
esp,1989,96.67899
esp,2005,99.28379
esp,2008,99.99774
esp,2009,95.26318
esp,2010,98.22783
esp,2011,97.56338
esp,2012,97.24591
esp,2013,97.80734
esp,2014,98.49125
esp,2015,99.36176
esp,2016,99.98146
esp,2017,100
esp,2018,99.98551
est,1995,97.26243
est,1998,97.5288
est,1999,99.45845
est,2000,98.28554
est,2001,99.05017
est,2002,98.80664
est,2003,98.631
est,2004,99.03857
est,2005,96.99346
est,2006,97.86403
est,2007,97.72362
est,2008,98.8256
est,2009,97.91993
est,2010,97.72065
est,2011,97.24331
est,2012,97.21583
est,2013,97.96548
est,2014,98.65256
est,2015,99.18975
est,2016,99.74584
est,2017,99.76718
est,2018,99.93054
eth,1981,50.63463
eth,1986,46.41185
eth,1987,41.79676
eth,1988,33.64777
eth,1993,53.63803
eth,1994,50.60763
eth,1995,53.04377
eth,1998,50.32376
eth,1999,58.83366
eth,2000,65.79808
eth,2001,58.11148
eth,2002,52.17777
eth,2003,53.95141
eth,2004,69.46195
eth,2005,67.39134
eth,2006,65.34087
eth,2007,52.5946
eth,2008,48.76674
eth,2009,44.38311
eth,2010,49.46714
eth,2011,46.67468
eth,2014,45.18671
fin,1986,97.69076
fin,1987,96.64781
fin,1988,96.64998
fin,1989,99.2778
fin,1990,99.33618
fin,1991,99.87178
fin,1992,99.75554
fin,1993,99.82237
fin,1994,99.53987
fin,1995,99.44819
fin,1997,99.10778
fin,1998,99.64255
fin,1999,99.32477
fin,2000,100
fin,2001,99.59793
fin,2002,99.95858
fin,2003,99.84774
fin,2004,100
fin,2005,100
fin,2006,99.59824
fin,2007,99.99594
fin,2008,99.65586
fin,2009,99.9115
fin,2010,99.36717
fin,2011,99.98361
fin,2012,99.55743
fin,2013,99.87309
fin,2014,99.99059
fin,2015,99.89626
fin,2016,99.98124
fin,2017,99.64581
fin,2018,99.4461
fji,1979,92.72126
fji,1980,94.35162
fji,1983,93.77112
fji,1984,94.19692
fji,1985,95.50032
fji,1991,84.18928
fji,1994,92.26263
fji,1995,83.51404
fji,1996,93.87476
fji,1997,93.13178
fji,1998,92.6624
fji,1999,85.67251
fji,2000,92.54413
fji,2001,91.41147
fji,2003,94.70604
fji,2008,92.22305
fji,2011,98.12054
fji,2012,98.01097
fji,2015,93.17022
fra,1971,89.06148
gab,1971,53.75156
gab,1972,55.77493
gab,1974,68.73364
gab,1975,64.6546
gab,1976,46.81417
gab,1978,48.17446
gab,1979,61.20185
gab,1980,59.73159
gab,1981,56.80139
gab,1982,57.83074
gab,1983,57.4278
gab,1986,65.98763
gab,1987,49.07571
gab,1988,67.26794
gab,1995,61.9193
gbr,2016,99.52544
gbr,2017,99.73227
gbr,2018,99.70011
geo,2003,88.01313
geo,2004,90.35661
geo,2007,96.98903
geo,2008,95.42998
geo,2009,99.04537
geo,2011,91.32865
geo,2012,99.83147
geo,2013,98.92628
geo,2014,100
geo,2015,99.36037
geo,2016,99.2254
geo,2017,99.33686
geo,2018,99.03535
geo,2019,99.11269
gha,1971,69.78825
gha,1973,70.66097
gha,1974,70.3871
gha,1975,87.11341
gha,1976,73.6525
gha,1977,69.58149
gha,1978,76.15336
gha,1991,79.41156
gha,2000,65.17474
gha,2001,86.76317
gha,2002,64.74313
gha,2008,76.52128
gha,2012,87.61395
gha,2013,88.99768
gha,2016,88.93812
gha,2017,86.72061
gin,1983,40.76593
gin,1984,42.07528
gin,1985,46.49766
gin,1986,44.60657
gin,1987,47.00115
gin,1988,50.71226
gin,1989,48.76705
gin,1990,68.26861
gin,1991,48.51082
gin,1992,70.33102
gin,1993,75.50026
gin,2003,75.14832
gin,2004,73.35907
gin,2005,76.48148
gin,2006,77.63578
gin,2007,64.96189
gin,2008,64.2957
gin,2009,62.22822
gin,2011,55.67207
gin,2012,64.47202
gin,2013,64.99508
gmb,1971,85.38456
gmb,1982,66.1729
gmb,1984,70.13747
gmb,1985,63.61565
gmb,1993,84.71917
gmb,1995,83.1314
gmb,1996,79.0788
gmb,1999,66.21819
gmb,2000,75.0141
gmb,2001,58.80724
gmb,2003,79.9191
gmb,2004,69.75218
gmb,2005,67.84824
gmb,2007,72.14192
gmb,2010,70.0583
gmb,2011,86.00287
gmb,2012,75.50379
gmb,2013,82.81403
gmb,2014,83.0294
gmb,2015,80.51529
gmb,2018,90.2291
gmb,2019,88.73267
gnb,1978,12.01185
gnb,1979,17.37314
gnb,1980,16.07677
gnb,1981,16.94797
gnb,1982,23.2325
gnb,1983,23.09206
gnb,1987,19.59429
gnq,2008,61.98603
gnq,2009,72.14225
gnq,2010,69.08775
gnq,2011,76.63125
grc,1971,95.56449
grc,1972,96.23904
grc,1973,95.05305
grc,1974,93.66185
grc,1975,98.03066
grc,1976,98.51203
grc,1977,97.87607
grc,1978,96.65489
grc,1979,93.4335
grc,1980,100
grc,1981,97.72686
grc,1982,99.75534
grc,1983,99.40171
grc,1984,99.90976
grc,1985,98.96471
grc,1986,93.55534
grc,1988,98.12079
grc,1991,99.5694
grc,2004,98.98589
grc,2005,99.10331
grc,2006,97.38615
grc,2010,94.13273
grc,2011,95.06168
grc,2012,92.52622
grc,2013,93.23158
grc,2015,96.05514
grc,2016,98.77832
grc,2017,98.01555
grc,2018,99.4169
grd,2002,83.93344
grd,2009,87.62692
grd,2017,93.79745
gtm,1975,35.78151
gtm,1976,40.78124
gtm,1977,41.19908
gtm,1995,47.31538
gtm,1999,57.81505
gtm,2000,54.00486
gtm,2001,63.66092
gtm,2004,66.34865
gtm,2005,67.61828
gtm,2006,67.50667
gtm,2007,69.81338
gtm,2008,83.43285
gtm,2009,72.76197
gtm,2010,75.11544
gtm,2011,70.99669
gtm,2012,73.02003
gtm,2013,77.00283
gtm,2014,79.61027
gtm,2016,83.85281
gtm,2017,89.19164
gtm,2018,78.83292
gtm,2019,82.823
guy,1977,89.44704
guy,1978,85.78365
guy,1979,78.15742
guy,1981,92.59717
guy,2000,84.02373
guy,2008,86.16699
guy,2011,96.85492
hkg,1979,97.72037
hkg,1980,99.15587
hkg,1981,99.07542
hkg,1982,99.49039
hkg,1983,99.46799
hkg,1984,98.15283
hkg,2002,100
hkg,2003,99.72151
hkg,2004,100
hkg,2007,99.5232
hkg,2010,99.5694
hkg,2011,99.63097
hkg,2012,99.72119
hkg,2013,99.75752
hkg,2014,99.25551
hkg,2015,99.26399
hkg,2016,99.54634
hkg,2017,99.05457
hkg,2018,98.92168
hkg,2019,98.47664
hnd,1983,51.12446
hnd,1991,68.31831
hnd,1992,64.05305
hnd,1993,63.27152
hnd,1994,56.11208
hnd,1995,64.30841
hnd,1996,63.90794
hnd,1997,59.74451
hnd,2005,86.55713
hnd,2007,80.33687
hnd,2008,79.6316
hnd,2009,86.07596
hnd,2010,82.94916
hnd,2011,78.14967
hnd,2012,78.66093
hnd,2013,83.14435
hnd,2015,88.38234
hnd,2016,88.72883
hnd,2019,83.62238
hti,1978,35.34124
hti,1979,50.43856
hti,1981,20.62381
hti,1982,33.746
hti,1984,18.10513
hti,1985,38.97287
hun,2012,0
hun,2013,0
idn,1994,78.90408
idn,1995,92.09085
idn,1996,88.85846
idn,2001,92.17947
idn,2002,89.87799
idn,2004,84.72682
idn,2007,89.31979
idn,2016,99.77531
idn,2017,99.98355
ind,1973,32.60127
ind,1986,49.74515
ind,1987,57.47808
ind,1994,54.9708
ind,1999,60.40161
ind,2000,58.71372
ind,2001,63.53698
ind,2013,81.47133
ind,2015,90.94449
ind,2016,87.15028
ind,2018,87.0332
irl,1991,99.99148
irl,1992,98.91865
irl,1993,99.93153
irl,1994,100
irn,1986,79.42607
irn,1987,85.03937
irn,1988,87.50112
irn,1989,89.6929
irn,1990,89.64171
irn,1991,89.11416
irn,1992,89.63881
irn,1993,88.07768
irn,1994,88.82102
irn,2000,96.74496
irn,2001,93.7131
irn,2002,87.16063
irn,2008,95.98848
irn,2009,93.48504
irn,2010,97.90147
irn,2011,96.55309
irn,2013,80.7307
irn,2014,98.50061
irn,2015,99.7614
irn,2016,96.43561
irq,1971,58.32574
irq,1972,74.34168
irq,1973,75.35369
irq,1974,77.61347
irq,1982,64.35596
irq,1984,70.25679
irq,1985,74.7358
irq,1986,78.68464
irq,1987,83.95014
irq,1988,63.39316
irq,1999,63.34148
isl,1997,93.83884
isl,1998,99.00537
isl,1999,98.39344
isl,2000,100
isl,2001,98.42278
isl,2002,98.1261
isl,2003,98.92207
isl,2004,98.2898
isl,2005,98.67034
isl,2007,99.93652
isl,2008,98.51824
isl,2009,99.70197
isl,2010,98.31912
isl,2011,99.10626
isl,2012,99.66249
isl,2013,98.95414
isl,2014,99.90783
isl,2015,98.65018
isl,2016,99.35578
isl,2017,98.95873
isl,2018,99.83206
isr,2001,98.5971
isr,2002,98.48447
isr,2003,99.21075
isr,2004,99.31413
isr,2005,98.86658
isr,2007,98.48018
isr,2008,97.88671
isr,2010,98.52548
