geo,time,se_prm_prs5_fe_zs
swz,2005,96.88096
swz,2006,85.90662
swz,2009,97.4186
swz,2012,90.74682
swz,2013,95.41909
swz,2014,95.64168
swz,2015,97.22639
swz,2016,95.16828
swz,2018,98.16457
syc,1973,95.45479
syc,1974,95.22148
syc,1979,90.82964
syc,1980,97.1716
syc,1981,96.52544
syc,1982,93.99015
syc,1983,96.01784
syc,1984,99.52522
syc,1985,93.35997
syc,1986,95.18707
syc,1987,94.93336
syc,1991,94.21052
syc,1993,97.49425
syc,1996,92.14087
syc,1999,97.1127
syc,2000,91.64319
syc,2001,97.08209
syc,2002,99.6337
syc,2003,90.46526
syc,2008,93.25167
syc,2010,97.41731
syc,2015,97.35454
syc,2017,96.47434
syr,1971,85.54551
syr,1972,86.49743
syr,1973,81.28225
syr,1974,78.05852
syr,1975,84.9302
syr,1976,80.28581
syr,1977,78.51068
syr,1978,82.85914
syr,1979,83.04745
syr,1980,83.30754
syr,1981,88.0987
syr,1982,87.85639
syr,1983,90.62155
syr,1984,93.88328
syr,1985,95.20067
syr,1988,90.63524
syr,1989,89.00624
syr,1990,93.02301
syr,1991,92.80311
syr,1992,91.73688
syr,1993,90.83736
syr,1994,89.06093
syr,1995,89.83653
syr,1996,94.28594
syr,1997,88.99314
syr,1999,91.49728
syr,2000,91.96646
syr,2001,91.77967
tcd,1976,26.50262
tcd,1988,30.00294
tcd,1990,33.97256
tcd,1994,21.08953
tcd,1995,30.21335
tcd,1996,54.10765
tcd,1998,48.45568
tcd,1999,50.92592
tcd,2000,49.27586
tcd,2001,52.08399
tcd,2002,49.33437
tcd,2004,32.32566
tcd,2005,33.86212
tcd,2009,36.64997
tcd,2010,55.91522
tcd,2011,44.19816
tcd,2012,53.30771
tcd,2015,33.9856
tcd,2016,26.33452
tcd,2017,80.96619
tgo,1971,69.6705
tgo,1978,75.21834
tgo,1979,67.2211
tgo,1980,63.41747
tgo,1981,45.22729
tgo,1982,46.0188
tgo,1983,29.43283
tgo,1984,35.62303
tgo,1985,40.08049
tgo,1986,62.77897
tgo,1987,51.12008
tgo,1988,52.67038
tgo,1989,60.46732
tgo,1990,59.4811
tgo,1991,44.97808
tgo,1995,59.65998
tgo,1999,49.51077
tgo,2000,69.26386
tgo,2002,64.71541
tgo,2003,73.60214
tgo,2004,70.71742
tgo,2005,79.70639
tgo,2007,71.33189
tgo,2009,76.83205
tgo,2010,58.14006
tgo,2011,73.48888
tgo,2012,70.27255
tgo,2013,60.45557
tha,1974,40.82217
tha,1975,43.00663
tha,1976,46.55814
tha,1977,51.16395
tha,1999,88.10239
tha,2000,96.59315
tha,2016,93.38321
tha,2017,99.94968
tls,2008,82.88961
tls,2009,73.56347
tls,2010,85.13514
tls,2011,80.91486
tls,2012,82.80589
tls,2013,87.27726
tls,2014,85.82648
tls,2015,84.7573
tls,2016,88.3239
tls,2018,96.22384
ton,1977,92.85117
ton,1978,91.01754
ton,1983,94.49916
ton,1985,86.60879
ton,2000,93.72966
ton,2004,91.24118
ton,2005,91.58279
ton,2019,91.49563
tto,2004,91.15397
tto,2007,95.26525
tto,2008,95.24469
tto,2009,93.93002
tun,1976,81.70225
tun,1977,84.63182
tun,1978,81.96537
tun,1979,81.3359
tun,1980,84.04947
tun,1981,84.11968
tun,1982,84.17476
tun,1983,84.85523
tun,1984,85.00414
tun,1985,84.31377
tun,1988,83.65
tun,1989,85.49003
tun,1990,86.04532
tun,1992,87.18133
tun,1993,90.41239
tun,1994,91.99324
tun,1995,92.66606
tun,1996,91.68016
tun,1998,92.26736
tun,1999,92.89144
tun,2000,93.77618
tun,2001,95.69456
tun,2002,96.70711
tun,2003,96.62234
tun,2004,97.18897
tun,2005,97.01694
tun,2006,96.4067
tun,2007,96.33342
tun,2008,96.7505
tun,2009,96.42364
tun,2012,94.27833
tun,2013,96.16397
tun,2014,95.94506
tun,2015,92.12174
tun,2016,96.97448
tur,1984,93.33703
tur,1985,97.08294
tur,1986,95.26859
tur,1987,96.51576
tur,1988,95.8856
tur,1989,95.98006
tur,1990,94.81014
tur,1991,96.98047
tur,1992,92.6137
tur,1993,90.06374
tur,2004,96.27468
tur,2005,98.16783
tur,2006,97.99078
tur,2007,94.47346
tur,2008,93.0271
tur,2009,100
tur,2010,95.42796
tur,2011,89.23615
tur,2014,0
tuv,2015,57.58053
tza,1974,89.26972
tza,1975,82.17274
tza,1980,89.8806
tza,1981,81.92922
tza,1982,97.55982
tza,1983,82.64057
tza,1985,87.37021
tza,1986,75.91439
tza,1987,76.11751
tza,1988,81.63432
tza,1990,80.28739
tza,1991,82.48297
tza,1992,85.36196
tza,1993,81.45254
tza,1996,84.31084
tza,1997,78.97368
tza,1998,83.19388
tza,1999,79.65161
tza,2000,83.25837
tza,2001,96.68309
tza,2003,89.6029
tza,2004,84.25083
tza,2005,86.477
tza,2006,88.86683
tza,2008,83.03299
tza,2009,92.7235
tza,2012,86.79745
tza,2017,95.79312
tza,2018,90.26625
tza,2019,87.18127
uga,1981,72.77298
uga,1985,74.18648
uga,2000,57.89299
uga,2001,64.053
uga,2002,56.17007
uga,2003,43.54248
uga,2004,48.51788
uga,2006,58.26989
uga,2008,57.8696
uga,2010,49.37079
uga,2011,62.70155
uga,2012,62.67842
uga,2016,62.15726
ury,1977,95.34822
ury,1984,97.48485
ury,1985,90.77121
ury,1986,95.53202
ury,1987,96.7758
ury,1988,97.10586
ury,1989,97.45166
ury,1990,95.81779
ury,1991,96.37824
ury,1992,97.16286
ury,1993,95.84029
ury,1994,97.12746
ury,1995,99.0856
ury,1996,95.34958
ury,1997,91.80583
ury,1998,89.83934
ury,2000,89.73214
ury,2001,94.52672
ury,2002,90.45623
ury,2003,92.82759
ury,2004,96.19383
ury,2005,94.62195
ury,2006,96.10661
ury,2007,96.18663
ury,2008,96.93973
ury,2009,96.12823
ury,2010,95.72699
ury,2011,99.57309
ury,2012,99.84183
ury,2013,99.74289
ury,2014,99.40988
ury,2015,99.90157
vct,2010,85.41926
vct,2012,89.76978
vct,2013,97.91002
vct,2015,93.16148
vct,2017,97.13759
ven,1987,79.41417
ven,1988,81.4463
ven,1991,89.78482
ven,1992,82.41459
ven,1996,92.09562
ven,1999,94.31226
ven,2002,87.10613
ven,2003,93.62345
ven,2004,95.04109
ven,2005,94.49952
ven,2006,100
ven,2007,86.58294
ven,2008,96.15109
ven,2009,95.06508
ven,2010,98.01158
ven,2011,99.0031
ven,2012,98.39707
ven,2013,92.74806
ven,2014,92.4398
ven,2015,87.52677
ven,2016,87.43553
vgb,2017,33.50846
vnm,1999,86.16063
vnm,2000,85.3661
vnm,2002,84.6225
vnm,2012,94.52435
vnm,2014,98.11915
vut,1993,76.89034
vut,1999,71.8176
vut,2006,83.3201
vut,2007,86.51433
vut,2008,74.46256
vut,2019,91.72813
wsm,1999,93.56813
wsm,2000,89.70577
wsm,2006,94.84658
wsm,2010,81.06136
wsm,2011,91.0944
wsm,2014,91.24963
wsm,2015,98.76033
wsm,2016,84.50786
wsm,2017,88.07693
wsm,2018,95.95536
wsm,2019,88.17645
yem,2001,69.67378
yem,2002,70.65757
yem,2003,66.88121
yem,2004,64.684
yem,2012,72.93294
zaf,1990,78.72424
zaf,1998,80.21184
zaf,1999,64.25013
zaf,2001,89.21877
zaf,2002,86.7485
zaf,2003,83.38783
zaf,2015,92.75937
zaf,2017,94.39351
zaf,2018,99.65451
zmb,1971,65.68446
zmb,1972,66.35934
zmb,1974,66.43572
zmb,1976,75.60868
zmb,1977,75.61732
zmb,1978,77.90853
zmb,1980,80.13778
zmb,1985,83.46141
zmb,1998,73.02507
zmb,1999,78.10312
zmb,2005,85.39432
zmb,2006,83.4367
zmb,2007,87.17858
zmb,2008,70.44435
zmb,2009,78.17529
zmb,2012,73.29566
zwe,1983,76.04798
zwe,1998,78.35774
zwe,2001,61.3634
zwe,2002,71.16081
zwe,2012,84.71057
zwe,2015,89.91492
zwe,2016,90.28518
zwe,2017,92.08583
zwe,2018,94.45263
zwe,2019,95.0986
