geo,time,ny_gdy_totl_kn
aut,1975,151392509035.806
aut,1976,158211147187.703
aut,1977,165898400913.944
aut,1978,165984713137.535
aut,1979,174673861179.59299
aut,1980,176337904394.64801
aut,1981,175333658840.92499
aut,1982,179419490945.271
aut,1983,184565110648.18399
aut,1984,184892378963.48001
aut,1985,189353975501.733
aut,1986,194114776040.44696
aut,1987,196972635359.49097
aut,1988,203603702232.203
aut,1989,211433381017.37
aut,1990,221190803894.14999
aut,1991,228698267207.57599
aut,1992,233009761323.63599
aut,1993,233849797871.892
aut,1994,239799707846.13101
aut,1995,246649076862.17096
aut,1996,251376070478.25296
aut,1997,256020987306.58801
aut,1998,264971294404.54199
aut,1999,273982002922.758
aut,2000,282367882227.97101
aut,2001,286277455013.76703
aut,2002,291928419489.43799
aut,2003,295653636848.93298
aut,2004,303280157528.67297
aut,2005,309110594789.66302
aut,2006,318236428657.47101
aut,2007,329456407762.12201
aut,2008,332230825726.98901
aut,2009,322485712854.97198
aut,2010,325954999453.05298
aut,2011,332553532474.71198
aut,2012,333937273368.14398
aut,2013,334244567726.28497
aut,2014,338049912871.35199
aut,2015,344269230000
aut,2016,352966497218.97803
aut,2017,358633895814.21301
aut,2018,367022458758.64899
aut,2019,371150923076.38
aut,2020,348041903956.02698
aze,1994,4303339466.23135
aze,1995,4121057417.66622
aze,1996,3958517647.40581
aze,1997,4174390786.67995
aze,1998,4281942988.51652
aze,1999,4656939278.37234
aze,2000,5597452217.87996
aze,2001,5738253445.09558
aze,2002,6337623685.20743
aze,2003,7345526662.53358
aze,2004,8554673482.99337
aze,2005,12522500000
aze,2006,19297542311.21849
aze,2007,25530199014.9943
aze,2008,33433194392.6487
aze,2009,27632763751.1515
aze,2010,28399731016.7126
aze,2011,32702588212.3003
aze,2012,30235632279.0587
aze,2013,30613592589.6056
aze,2014,29926005315.2904
bdi,1997,1052152949569.92004
bdi,1998,1102551841852.62012
bdi,1999,1091525694054.60999
bdi,2000,1082348962015.05005
bdi,2001,1094866782482.34998
bdi,2002,1145492049471.38989
bdi,2003,1122949908965.55005
bdi,2004,1194385475796.25
bdi,2005,1208244000000
bdi,2006,1284375030837.61011
bdi,2007,1318346700898.17993
bdi,2008,1385442042331.20996
bdi,2009,1436492890375.02002
bdi,2010,1526652609405.45996
bdi,2011,1569069638213.04004
bdi,2012,1618739770986.47998
bdi,2013,1730463343165.44995
bdi,2014,1802659554879.93994
bdi,2015,1825566188295.91992
bdi,2016,1791086780157.46997
bdi,2017,1785076849210.04004
bdi,2018,1782789110593.01001
bdi,2019,1815527783623.76001
bdi,2020,1776876514277.91992
bel,1970,158516509068.629
bel,1971,164144205193.12701
bel,1972,173789862610.74399
bel,1973,185696531794.56799
bel,1974,192333597048.05496
bel,1975,187563293540.97601
bel,1976,197943947700.79901
bel,1977,199636901991.48401
bel,1978,205335548493.82901
bel,1979,210364027457.979
bel,1980,216392508067.44296
bel,1981,212801051710.55801
bel,1982,213571688731.50601
bel,1983,213927846301.19101
bel,1984,219211488201.75601
bel,1985,223628478729.54501
bel,1986,231603519405.32297
bel,1987,237989771111.83096
bel,1988,251037008004.509
bel,1989,260922349276.41901
bel,1990,268729492559.98999
bel,1991,273794750901.04501
bel,1992,280498242440.45898
bel,1993,280022519068.87799
bel,1994,288815910262.13293
bel,1995,295785667464.32501
bel,1996,298771683717.07001
bel,1997,310003796685.74402
bel,1998,317317411009.64899
bel,1999,326806285120.30902
bel,2000,335814962775.28003
bel,2001,339598358202.64301
bel,2002,346977957465.31299
bel,2003,349971660569.31097
bel,2004,360623876851.74298
bel,2005,367356271857.80603
bel,2006,374925115239.63098
bel,2007,389204484278.55402
bel,2008,383318074504.25403
bel,2009,383626013637.57001
bel,2010,389889892855.41101
bel,2011,392210453547.68799
bel,2012,395206026675.90002
bel,2013,398098841815.87299
bel,2014,405276479416.52094
bel,2015,416701400000
bel,2016,424903066222.46893
bel,2017,430081266088.73499
bel,2018,435048861328.14899
bel,2019,447235538277.638
bel,2020,423547790286.63898
ben,1960,980644711393.92493
ben,1961,1009591462769.43994
ben,1962,975806472834.16797
ben,1963,1024195069946.05005
ben,1964,1091046761387.62
ben,1965,1150785590199.27002
ben,1966,1193397757384.09009
ben,1967,1210657505187.15991
ben,1968,1279595501032.25
ben,1969,1305433416053.43994
ben,1970,1350304678313.95996
ben,1971,1333513085674.26001
ben,1972,1383434019011.57007
ben,1973,1473887178905.46997
ben,1974,1476516026606.77002
ben,1975,1393266544593.22998
ben,1976,1393126302511.11011
ben,1977,1487736248082.44995
ben,1978,1505219331919.23999
ben,1979,1583597614515.41992
ben,1980,1675491889954.83008
ben,1981,1794504981515.05005
ben,1982,1913102637385.62012
ben,1983,1830488144739.11011
ben,1984,1991786724607.69995
ben,1985,2123983827512.58008
ben,1986,2138910222240.58008
ben,1987,2095762101462.51001
ben,1988,2193435151531.97998
ben,1989,2121315432234.22949
ben,1990,2303434197810.0498
ben,1991,2407841422509.02979
ben,1992,2467746372582.06006
ben,1993,2575671027232.93018
ben,1994,2621866184382.91016
ben,1995,2801154905614.06006
ben,1996,2968873282119.58008
ben,1997,3134306809801.52979
ben,1998,3227403986470.20947
ben,1999,3323296706085.62939
ben,2000,3571888447855.50977
ben,2001,3752412028827.12012
ben,2002,3939990619690.87061
ben,2003,4092940752675.66943
ben,2004,4341185940621.81982
ben,2005,4329528977936.16016
ben,2006,4504825808867.2998
ben,2007,4750863363090.30957
ben,2008,4979699834052.62012
ben,2009,5132452682342.08008
ben,2010,5276093809823.95996
ben,2011,5472626197722.5
ben,2012,5737026578068.7998
ben,2013,6207907662515.83984
ben,2014,6555300729818.16992
ben,2015,6732814000000
ben,2016,7029141946047.55957
ben,2017,7353450175423.83984
ben,2018,7832606994226.40039
ben,2019,8481201621215.55859
ben,2020,8739713094955.4209
bfa,1965,821497328196.04102
bfa,1966,830929694847.64404
bfa,1967,899277018205.93982
bfa,1968,935433488320.59204
bfa,1969,947711347475.70593
bfa,1970,920131433140.75391
bfa,1971,929661512459.41797
bfa,1972,932854831289.776
bfa,1973,942032966191.995
bfa,1974,1040610494474.01001
bfa,1975,1053756952329.94995
bfa,1976,1170470437936.03003
bfa,1977,1180044353640.12012
bfa,1978,1181317833452.78003
bfa,1979,1190627239268.18994
bfa,1980,1240894589348.07007
bfa,1981,1286451058899.16992
bfa,1982,1418550564556.70996
bfa,1983,1449380545296.3999
bfa,1984,1450169395156.94995
bfa,1985,1583179529187.36011
bfa,1986,1704205165801.12988
bfa,1987,1709569067627.54004
bfa,1988,1821103225835.8501
bfa,1989,1845907363007.72949
bfa,1990,1847039279842.09009
bfa,1991,2008136418533.97998
bfa,1992,2012062587416.52002
bfa,1993,2070263436088.07007
bfa,1994,2045537643680.44971
bfa,1995,2177754145091.54004
bfa,1996,2415075409335.47998
bfa,1997,2568391820345.20947
bfa,1998,2757033037613.39014
bfa,1999,2858376068470.02979
bfa,2000,2909110436733.29004
bfa,2001,3127514380775.25
bfa,2002,3283230621412.00977
bfa,2003,3542925097198.10938
bfa,2004,3712789685600.40967
bfa,2005,4009880596571.02979
bfa,2006,4230584983886.97998
bfa,2007,4378985239805.93994
bfa,2008,4623482391715.42969
bfa,2009,4752330656312.50977
bfa,2010,5258585039202.58984
bfa,2011,5757140503961.99023
bfa,2012,6249671863830.46973
bfa,2013,6433559363006.87988
bfa,2014,6685507572070.62988
bfa,2015,6995311000000
bfa,2016,7544734247936.38867
bfa,2017,8035280502708.33887
bfa,2018,8602796458269.33008
bfa,2019,9428231441001.64062
bgd,1960,1144240125108.86011
bgd,1961,1237334049553.16992
bgd,1962,1304503276662.36011
bgd,1963,1300064760077.93994
bgd,1964,1402972911438.08008
bgd,1965,1427598298703.53003
bgd,1966,1500917403813.94995
bgd,1967,1503917082275.13989
bgd,1968,1586179519300.31006
bgd,1969,1616902737260.96997
bgd,1970,1708659471790.38989
bgd,1971,1533029266605.98999
bgd,1972,1282423265261.17993
bgd,1973,1238334771238.76001
bgd,1974,1294817913998.27002
bgd,1975,1233200361282.04004
bgd,1976,1294978954580.92993
bgd,1977,1325178765025.41992
bgd,1978,1424034582035.68994
bgd,1979,1493641594530.73999
bgd,1980,1508988029580.77002
bgd,1981,1609737150026.96997
bgd,1982,1645580880214.6001
bgd,1983,1710045197809.44995
bgd,1984,1777623788547.68994
bgd,1985,1853594270379.4895
bgd,1986,1931709658856.01001
bgd,1987,2005123166131.92969
bgd,1988,2053766651412.93994
bgd,1989,2113685394328.11011
bgd,1990,2230250047259.08008
bgd,1991,2311800079796.97998
bgd,1992,2424833010138.7998
bgd,1993,2555976781022.8999
bgd,1994,2647158497079.20947
bgd,1995,2793264885902.12939
bgd,1996,2919726040976.08984
bgd,1997,3053378429336.18945
bgd,1998,3215767840674.22021
bgd,1999,3359729157818.33984
bgd,2000,3536289343313.18018
bgd,2001,3708141878404.20947
bgd,2002,3849927553370.99023
bgd,2003,4041379174448.43994
bgd,2004,4260965428307.87988
bgd,2005,4531938965288.2998
bgd,2006,4823369660200
bgd,2007,5174238828577.83984
bgd,2008,5364891992633.75
bgd,2009,5647044740979.24023
bgd,2010,5969107479673.5498
bgd,2011,6312980808529.45996
bgd,2012,6688374323599.95996
bgd,2013,7097588301735.38965
bgd,2014,7532087907421.46875
bgd,2015,8045273672499.1709
bgd,2016,8645599650995.69922
bgd,2017,9293630140480.07031
bgd,2018,10024042067255
bgd,2019,10835690819906.30078
bgd,2020,11253872115020
bgr,1980,71587016511.43781
bgr,1981,62808435431.6051
bgr,1982,64566004822.03329
bgr,1983,62817582142.093
bgr,1984,70926563455.6736
bgr,1985,63564090980.9762
bgr,1986,59099763457.3635
bgr,1987,64460642752.8761
bgr,1988,77963749018.56129
bgr,1989,73349299173.12988
bgr,1990,67516016152.5538
bgr,1991,57918447343.57649
bgr,1992,51930011540.9016
bgr,1993,50930721693.23409
bgr,1994,51802961624.5158
bgr,1995,59618230966.8976
bgr,1996,52721513848.893
bgr,1997,42193395185.3247
bgr,1998,47290921953.2773
bgr,1999,45329076761.1734
bgr,2000,49497856153.3135
bgr,2001,51598470534.6007
bgr,2002,54511319238.3748
bgr,2003,57926027310.79009
bgr,2004,61757488179.0343
bgr,2005,65805937723.0487
bgr,2006,72032258268.6026
bgr,2007,77375286392.3199
bgr,2008,82649431420.95598
bgr,2009,80988925962.13969
bgr,2010,82451720802.5009
bgr,2011,85770496403.8094
bgr,2012,85318944343.84918
bgr,2013,84476465321.81598
bgr,2014,85869171751.6356
bgr,2015,89599755000
bgr,2016,94427311781.88947
bgr,2017,97210145541.76979
bgr,2018,100612181518.888
bgr,2019,106461826741.535
bgr,2020,104640000080.646
bhr,2000,4796964386.69223
bhr,2001,4876092613.712
bhr,2002,4657200166.92675
bhr,2003,5171997553.04102
bhr,2004,5324731870.05631
bhr,2005,6032631358.61837
bhr,2006,6724071183.56265
bhr,2007,7649807064.13902
bhr,2008,8815365631.62797
bhr,2009,8522470966.48005
bhr,2010,9668190000
bhr,2011,10354271173.8082
bhr,2012,10481544290.6721
bhr,2013,11294327416.8748
bhr,2014,11412078728.963
bhr,2015,10788737308.9261
bhr,2016,11005372608.2405
bhr,2017,11757704152.0468
bhr,2018,12036171004.7292
bhr,2019,12279505109.8849
bhs,1989,7702220719.10535
bhs,1990,7633659603.79022
bhs,1991,7262773622.08233
bhs,1992,6971748428.85207
bhs,1993,6942529454.15964
bhs,1994,7222097321.93577
bhs,1995,7419297956.02524
bhs,1996,7686716158.98864
bhs,1997,9575728405.49803
bhs,1998,8358877751.27421
bhs,1999,10318109189.2161
bhs,2000,10700565242.2907
bhs,2001,10637968507.6962
bhs,2002,11580188560.4385
bhs,2003,11240670649.1845
bhs,2004,11073396044.9484
bhs,2005,11627907119.0805
bhs,2006,11624364421.2524
bhs,2007,12001558499.9214
bhs,2008,11474472441.8812
bhs,2009,10518734791.2624
bhs,2010,10575386676.7858
bhs,2011,10370154172.8935
bhs,2012,10720465201.3267
bhs,2013,10455873300.3992
bhs,2014,10982769674.7049
bhs,2015,11799637518.3292
bhs,2016,11782475101.7389
bhs,2017,11873394797.4309
bhs,2018,12259690836.4188
bhs,2019,12481990658.3682
bhs,2020,10263358864.3881
bih,2000,18408597259.614
bih,2001,18877879371.265
bih,2002,19894962104.12049
bih,2003,20647764519.4986
bih,2004,21928814671.8947
bih,2005,22810376948.3653
bih,2006,24079589043.1941
bih,2007,25625614575.715
bih,2008,27214983745.0716
bih,2009,26417284554.5997
bih,2010,26752276349.3916
bih,2011,26802577792.2895
bih,2012,26701214408.9469
bih,2013,27281546783.549
bih,2014,27561427034.8219
bih,2015,28589054000
bih,2016,29694080309.8935
bih,2017,30711447585.4922
bih,2018,31959660265.3339
bih,2019,32802004231.6212
bih,2020,31688740246.4375
blr,1990,41449055074.6752
blr,1991,39710100300
blr,1992,33786527026.4151
blr,1993,28653782305.1157
blr,1994,24080296413.4514
blr,1995,21811106511.4779
blr,1996,22436033628.9812
blr,1997,23188789680.1762
blr,1998,27172044485.6157
blr,1999,27534849693.7042
blr,2000,28711526099.032
blr,2001,29331450573.7531
blr,2002,30710278650.2135
blr,2003,33504856068.9404
blr,2004,37529319407.2723
blr,2005,44745802637.16
blr,2006,50293642434.2846
blr,2007,54418234401.8818
blr,2008,63723408222.4751
blr,2009,61613969300.4108
blr,2010,66819699830.8557
blr,2011,73419375788.7863
blr,2012,77548418304.54579
blr,2013,78627833120.46931
blr,2014,80579270000
blr,2015,72486114482.13388
blr,2016,68597129083.0296
blr,2017,71721136461.5114
blr,2018,76374095202.4059
blr,2019,77844971199.7377
blr,2020,78105409951.59219
blz,1980,734370393.1495
blz,1981,609767001.40607
blz,1982,615693615.63173
blz,1983,611994476.00136
blz,1984,637405843.08204
blz,1985,580100071.04591
blz,1986,625557879.43413
blz,1987,733196978.34492
blz,1988,824164201.43739
blz,1989,906297279.71567
blz,1990,1025657389.02607
blz,1992,1183762288.3206
blz,1993,1246509128.66963
blz,1994,1259589950.48975
blz,1995,1282148128.67507
blz,1996,1315156311.32622
blz,1997,1325053269.85288
blz,1998,1392901596.71376
blz,1999,1495996990.84791
blz,2000,1664144900
blz,2001,1712514666.92877
blz,2002,1803080886.83572
blz,2003,1875585792.59595
blz,2004,1896576077.20887
blz,2005,1889538086.81241
blz,2006,1836852786.27449
blz,2007,2083272871.65287
blz,2008,2124137021.90676
blz,2009,2025456080.69045
blz,2010,2131295018.29356
blz,2011,2239762575.17137
blz,2012,2278490083.99822
blz,2013,2354731006.64236
blz,2014,2492296943.11192
blz,2015,2603015269.17774
blz,2016,2727332962.6592
blz,2017,2830166302.71141
blz,2018,2808024372.491
blz,2019,2812682925.27207
blz,2020,2225095082.207
bmu,2014,6492734609.58823
bmu,2015,6561247502.24085
bmu,2016,6434345047.30288
bmu,2017,6778540696.27411
bmu,2018,6628324114.62815
bmu,2019,6771890251.24583
bmu,2020,6285811715.92181
bol,1960,5761633542.5461
bol,1961,5964400926.6651
bol,1962,6216142995.84755
bol,1963,6580617264.35754
bol,1964,7062525799.56563
bol,1965,7673692194.35611
bol,1966,8151972293.58056
bol,1967,8533117437.80156
bol,1968,9180251606.61717
bol,1969,9708781628.15589
bol,1970,10673212127.5921
bol,1971,10921728140.2422
bol,1972,11810526511.0414
bol,1973,12551890149.2513
bol,1974,13597004206.9376
bol,1975,13664219928.8188
bol,1976,14388423369.6956
bol,1977,15065749477.1506
bol,1978,15060258217.7323
bol,1979,15454659060.8911
bol,1980,15292395280
bol,1981,15391615060.6061
bol,1982,14325851876.1905
bol,1983,13755970589.404
bol,1984,13807545220.8208
bol,1985,14242663292.3563
bol,1986,13706887129.8808
bol,1987,14174593253.0649
bol,1988,14388228432.9271
bol,1989,14848365073.1536
bol,1990,15443136000
bol,1991,15796156996.5734
bol,1992,15862004376.5243
bol,1993,16262605626.614
bol,1994,17001248790.5116
bol,1995,17905699751.437
bol,1996,18838996862.2641
bol,1997,19864601889.75949
bol,1998,20694144654.1015
bol,1999,20810491469.998
bol,2000,21136378453.3272
bol,2001,21577132200.0959
bol,2002,22361296674.9305
bol,2003,23594438685.3072
bol,2004,25334399056.4987
bol,2005,26397492755.964
bol,2006,28587996347.1378
bol,2007,29510826831.8083
bol,2008,31730648412.0475
bol,2009,31776233015.5812
bol,2010,34378858390.1287
bol,2011,37048758755.783
bol,2012,39178931273.40089
bol,2013,41571516301.033
bol,2014,42297131520.0479
bol,2015,41383273341.70049
bol,2016,42543154946.72009
bol,2017,45845321220.478
bol,2018,48178183138.30289
bol,2019,49047321166.7121
bol,2020,44061696333.1773
bra,1960,437565436944.58093
bra,1961,473197546388.31506
bra,1962,500010855811.77893
bra,1963,503875157239.44702
bra,1964,522862183561.40802
bra,1965,535934491583.03497
bra,1966,571354317489.005
bra,1967,594430859484.95105
bra,1968,652197376644.79004
bra,1969,715665010207.70203
bra,1970,792460904912.46301
bra,1971,881275842002.48706
bra,1972,988011219871.57788
bra,1973,1131680628767.56006
bra,1974,1213630402042.31006
bra,1975,1275620827145.47998
bra,1976,1411543625752.13989
bra,1977,1487940180907.90991
bra,1978,1553705073501.76001
bra,1979,1652899511436.86011
bra,1980,1795470874024.76001
bra,1981,1710474245606.02002
bra,1982,1724417867103.06006
bra,1983,1672949781745.6499
bra,1984,1768542869342.02002
bra,1985,1902025066841.87012
bra,1986,2057853763485.69995
bra,1987,2120364004021.61011
bra,1988,2129422803645.11011
bra,1989,2182295735629.32007
bra,1990,2069481270182.03003
bra,1991,2088455071612.95996
bra,1992,2079658773660.47998
bra,1993,2182072235752.45996
bra,1994,2316076225692.37012
bra,1995,2418490593638.5498
bra,1996,2473282912677.97998
bra,1997,2555188316285.75
bra,1998,2559177331033.97998
bra,1999,2552032386281.37012
bra,2000,2652975156916.7002
bra,2001,2682181569027.4502
bra,2002,2765736395049.77002
bra,2003,2788349604644.93994
bra,2004,2952164429757.41016
bra,2005,3042359436646.5498
bra,2006,3185261377581.47021
bra,2007,3384870873742.70947
bra,2008,3571434900260.2998
bra,2009,3569677524881.2998
bra,2010,3885847000000
bra,2011,4072355839323.96973
bra,2012,4131535877267.9502
bra,2013,4244334951726.91016
bra,2014,4246045555712.56006
bra,2015,4054995118366.27979
bra,2016,3919988342805.28955
bra,2017,3989615157149.2002
bra,2018,4061338287819.40967
bra,2019,4115839769446.22021
bra,2020,3955175844580.47998
brn,1989,6505572254.87805
brn,1990,6991598082.92683
brn,1991,7133111453.05566
brn,1992,6549250500.58193
brn,1993,6482416607.25102
brn,1994,6250994203.1767
brn,1995,5524584755.71276
brn,1996,7034311703.63512
brn,1997,6576225078.06823
brn,1998,6839497244.96403
brn,1999,6540029143.24324
brn,2000,7659028543.71711
brn,2001,7731241005.25421
brn,2002,7682331879.06753
brn,2003,8469366347.75832
brn,2004,9322357707.69132
brn,2005,12053612549.7943
brn,2006,13819672162.4296
brn,2007,15107639126.4472
brn,2008,19096768751.16109
brn,2009,15208484557.9611
brn,2010,18689456000
brn,2011,23342854815.6616
brn,2012,23862404973.357
brn,2013,22792825455.6688
brn,2014,20181117273.9862
brn,2015,16259272316.8445
brn,2016,15783759782.686
brn,2017,16887979030.5663
brn,2018,17792034023.4364
brn,2019,17489665925.6348
brn,2020,16059049443.3849
btn,1990,12151655708.4395
btn,1991,12101180939.0367
btn,1992,12657916046.1052
btn,1993,12909340451.2969
btn,1994,13548521558.6177
btn,1995,14506953760.7737
btn,1996,15314301541.6834
btn,1997,16137254357.2292
btn,1998,17091613000
btn,1999,18456227147.3506
btn,2000,19075420800
btn,2001,20668018949.5826
btn,2002,22939905893.6466
btn,2003,24734564072.50949
btn,2004,26220800354.4103
btn,2005,28131544769.3287
btn,2006,30100710776.5219
btn,2007,35627459781.2234
btn,2008,37337390411.3666
btn,2009,39857377640.2238
btn,2010,44618406958.0982
btn,2011,48180274293.5908
btn,2012,50645956216.947
btn,2013,51719574933.6684
btn,2014,54707347058.95609
btn,2015,58341134947.1364
btn,2016,63082537754.47569
btn,2017,66017033712.5166
btn,2018,68033940381.346
btn,2019,71949409115.976
btn,2020,64699540320.9527
bwa,1975,9295250385.29539
bwa,1976,9845273922.09047
bwa,1977,10242198639.3145
bwa,1978,12003321440.5309
bwa,1979,14748357771.9228
bwa,1980,16088703598.722
bwa,1981,16608624008.4631
bwa,1982,17391276114.4792
bwa,1983,17575034999.9474
bwa,1984,20143744310.0864
bwa,1985,24576547357.7971
bwa,1986,26548184263.58509
bwa,1987,31018502938.271
bwa,1988,40752058510.2514
bwa,1989,47068373758.281
bwa,1990,49015146199.294
bwa,1991,51001363576.21449
bwa,1992,50732333493.31889
bwa,1993,52396552556.4396
bwa,1994,53215560580.6111
bwa,1995,56639436350.3425
bwa,1996,60720845690.8252
bwa,1997,67324390184.7574
bwa,1998,70269009168.41521
bwa,1999,76761893969.5585
bwa,2000,78204125147.7659
bwa,2001,78576387873.49849
bwa,2002,83158086910.9893
bwa,2003,87857827396.0444
bwa,2004,89704689055.94189
bwa,2005,92676572605.7438
bwa,2006,100888005441.957
bwa,2007,109760303622.325
bwa,2008,105806618379.638
bwa,2009,106041144951.242
bwa,2010,120363123047.12801
