geo,time,sl_tlf_acti_1524_zs
aut,1993,61.758
aut,1994,62.242
aut,1995,61.739
aut,1996,59.62
aut,1997,58.413
aut,1998,58.549
aut,1999,58.372
aut,2000,56.074
aut,2001,54.704
aut,2002,55.756
aut,2003,54.727
aut,2004,55.654
aut,2005,58.005
aut,2006,57.927
aut,2007,59.427
aut,2008,59.52
aut,2009,59.508
aut,2010,58.291
aut,2011,59.204
aut,2012,59.241
aut,2013,58.779
aut,2014,58.035
aut,2015,57.434
aut,2016,57.467
aut,2017,56.102
aut,2018,56.665
aut,2019,56.434
aut,2020,56.148
aze,1990,53.04
aze,1991,53.182
aze,1992,55.999
aze,1993,58.775
aze,1994,61
aze,1995,62.252
aze,1996,62.195
aze,1997,61.742
aze,1998,60.934
aze,1999,60.365
aze,2000,59.474
aze,2001,55.698
aze,2002,52.893
aze,2003,50.898
aze,2004,46.836
aze,2005,47.471
aze,2006,43.725
aze,2007,40.522
aze,2008,37.016
aze,2009,35.509
aze,2010,33.505
aze,2011,33.318
aze,2012,33.137
aze,2013,34.059
aze,2014,35.713
aze,2015,37.36
aze,2016,39.876
aze,2017,42.006
aze,2018,43.878
aze,2019,43.37
aze,2020,38.647
bdi,1990,81.791
bdi,1991,80.541
bdi,1992,79.26
bdi,1993,77.957
bdi,1994,76.642
bdi,1995,75.32
bdi,1996,73.905
bdi,1997,72.473
bdi,1998,71.025
bdi,1999,70.288
bdi,2000,69.558
bdi,2001,68.771
bdi,2002,67.953
bdi,2003,67.094
bdi,2004,66.184
bdi,2005,65.216
bdi,2006,64.172
bdi,2007,63.072
bdi,2008,61.914
bdi,2009,60.695
bdi,2010,59.419
bdi,2011,58.092
bdi,2012,56.724
bdi,2013,55.331
bdi,2014,53.934
bdi,2015,53.788
bdi,2016,53.629
bdi,2017,53.441
bdi,2018,53.232
bdi,2019,53.007
bdi,2020,52.044
bel,1990,35.542
bel,1991,36.49
bel,1992,36.219
bel,1993,34.414
bel,1994,35.166
bel,1995,33.842
bel,1996,32.731
bel,1997,31.991
bel,1998,32.595
bel,1999,32.838
bel,2000,35.695
bel,2001,33.587
bel,2002,33.82
bel,2003,33.512
bel,2004,34.031
bel,2005,35.024
bel,2006,34.712
bel,2007,33.887
bel,2008,33.414
bel,2009,32.446
bel,2010,32.515
bel,2011,31.988
bel,2012,31.489
bel,2013,30.999
bel,2014,30.204
bel,2015,30.005
bel,2016,28.467
bel,2017,28.069
bel,2018,29.613
bel,2019,30.956
bel,2020,28.392
ben,1990,66.525
ben,1991,66.547
ben,1992,66.466
ben,1993,65.665
ben,1994,64.858
ben,1995,64.046
ben,1996,63.236
ben,1997,62.424
ben,1998,61.61
ben,1999,60.795
ben,2000,59.977
ben,2001,59.156
ben,2002,58.333
ben,2003,56.743
ben,2004,55.148
ben,2005,53.549
ben,2006,51.946
ben,2007,50.347
ben,2008,48.752
ben,2009,47.163
ben,2010,45.581
ben,2011,44.002
ben,2012,43.831
ben,2013,43.642
ben,2014,43.418
ben,2015,43.129
ben,2016,42.89
ben,2017,42.634
ben,2018,42.354
ben,2019,42.046
ben,2020,41.293
bfa,1990,79.075
bfa,1991,79.29
bfa,1992,78.55
bfa,1993,77.794
bfa,1994,77.02
bfa,1995,76.23
bfa,1996,75.414
bfa,1997,74.582
bfa,1998,73.731
bfa,1999,72.86
bfa,2000,71.967
bfa,2001,71.043
bfa,2002,70.099
bfa,2003,69.135
bfa,2004,68.153
bfa,2005,67.154
bfa,2006,66.131
bfa,2007,64.493
bfa,2008,62.816
bfa,2009,61.105
bfa,2010,59.365
bfa,2011,57.589
bfa,2012,55.792
bfa,2013,53.976
bfa,2014,52.147
bfa,2015,51.942
bfa,2016,51.76
bfa,2017,51.559
bfa,2018,51.337
bfa,2019,51.064
bfa,2020,50.225
bgd,1990,51.171
bgd,1991,50.973
bgd,1992,50.817
bgd,1993,50.698
bgd,1994,50.611
bgd,1995,50.551
bgd,1996,50.258
bgd,1997,49.999
bgd,1998,49.752
bgd,1999,49.495
bgd,2000,49.209
bgd,2001,48.881
bgd,2002,48.564
bgd,2003,48.246
bgd,2004,47.913
bgd,2005,47.56
bgd,2006,47.059
bgd,2007,46.18
bgd,2008,45.295
bgd,2009,44.406
bgd,2010,43.517
bgd,2011,42.629
bgd,2012,41.741
bgd,2013,40.853
bgd,2014,39.967
bgd,2015,39.082
bgd,2016,38.204
bgd,2017,40.729
bgd,2018,40.707
bgd,2019,40.597
bgd,2020,38.037
bgr,1990,45.342
bgr,1991,46.313
bgr,1992,47.108
bgr,1993,44.984
bgr,1994,42.869
bgr,1995,40.767
bgr,1996,38.689
bgr,1997,36.636
bgr,1998,34.618
bgr,1999,32.644
bgr,2000,30.724
bgr,2001,34.737
bgr,2002,31.838
bgr,2003,29.245
bgr,2004,29.484
bgr,2005,27.839
bgr,2006,28.817
bgr,2007,28.828
bgr,2008,30.057
bgr,2009,29.473
bgr,2010,31.143
bgr,2011,29.44
bgr,2012,30.431
bgr,2013,29.635
bgr,2014,27.204
bgr,2015,25.952
bgr,2016,23.881
bgr,2017,26.29
bgr,2018,23.682
bgr,2019,23.907
bgr,2020,21.896
bhr,1990,43.91
bhr,1991,43.503
bhr,1992,43.612
bhr,1993,43.395
bhr,1994,43.113
bhr,1995,42.78
bhr,1996,42.703
bhr,1997,42.552
bhr,1998,42.363
bhr,1999,42.139
bhr,2000,41.934
bhr,2001,41.818
bhr,2002,41.988
bhr,2003,42.042
bhr,2004,41.989
bhr,2005,41.85
bhr,2006,41.977
bhr,2007,41.919
bhr,2008,41.696
bhr,2009,41.375
bhr,2010,41.024
bhr,2011,39.337
bhr,2012,40.359
bhr,2013,41.34
bhr,2014,42.273
bhr,2015,43.185
bhr,2016,43.122
bhr,2017,42.84
bhr,2018,42.521
bhr,2019,42.078
bhr,2020,38.669
bhs,1990,57.708
bhs,1991,57.59
bhs,1992,57.483
bhs,1993,57.388
bhs,1994,57.305
bhs,1995,57.025
bhs,1996,56.654
bhs,1997,57.318
bhs,1998,57.786
bhs,1999,58.11
bhs,2000,57.625
bhs,2001,57.289
bhs,2002,57.326
bhs,2003,57.193
bhs,2004,56.927
bhs,2005,56.462
bhs,2006,56.058
bhs,2007,55.706
bhs,2008,55.55
bhs,2009,55.474
bhs,2010,54.98
bhs,2011,54.573
bhs,2012,56.298
bhs,2013,54.97
bhs,2014,54.968
bhs,2015,54.948
bhs,2016,54.917
bhs,2017,54.879
bhs,2018,54.779
bhs,2019,54.663
bhs,2020,47.817
bih,1990,38.019
bih,1991,38.391
bih,1992,38.539
bih,1993,38.532
bih,1994,38.24
bih,1995,37.863
bih,1996,37.544
bih,1997,37.312
bih,1998,36.987
bih,1999,36.269
bih,2000,35.851
bih,2001,35.505
bih,2002,35.087
bih,2003,34.766
bih,2004,34.272
bih,2005,33.557
bih,2006,33.091
bih,2007,33.064
bih,2008,32.917
bih,2009,32.335
bih,2010,32.766
bih,2011,31.276
bih,2012,29.245
bih,2013,28.043
bih,2014,28.989
bih,2015,32.081
bih,2016,30.198
bih,2017,32.228
bih,2018,32.11
bih,2019,34.95
bih,2020,32.205
blr,1990,43.489
blr,1991,43.579
blr,1992,44.397
blr,1993,45.036
blr,1994,45.973
blr,1995,46.758
blr,1996,46.552
blr,1997,45.748
blr,1998,45.12
blr,1999,44.847
blr,2000,45.105
blr,2001,45.361
blr,2002,45.616
blr,2003,45.867
blr,2004,46.105
blr,2005,46.327
blr,2006,46.544
blr,2007,46.746
blr,2008,46.936
blr,2009,47.113
blr,2010,47.278
blr,2011,47.421
blr,2012,47.549
blr,2013,47.671
blr,2014,47.798
blr,2015,47.938
blr,2016,48.087
blr,2017,48.006
blr,2018,46.589
blr,2019,46.226
blr,2020,45.597
blz,1990,47.544
blz,1991,47.165
blz,1992,46.762
blz,1993,46.551
blz,1994,46.579
blz,1995,47.074
blz,1996,47.653
blz,1997,48.187
blz,1998,47.764
blz,1999,47.883
blz,2000,47.725
blz,2001,47.576
blz,2002,47.433
blz,2003,47.298
blz,2004,47.165
blz,2005,47.029
blz,2006,46.866
blz,2007,46.707
blz,2008,46.555
blz,2009,46.415
blz,2010,46.283
blz,2011,46.176
blz,2012,46.066
blz,2013,45.95
blz,2014,47.885
blz,2015,47.012
blz,2016,46.145
blz,2017,46.621
blz,2018,46.538
blz,2019,46.511
blz,2020,42.383
bol,1990,52.85
bol,1991,52.878
bol,1992,52.873
bol,1993,52.892
bol,1994,52.911
bol,1995,52.927
bol,1996,52.928
bol,1997,52.933
bol,1998,52.431
bol,1999,51.932
bol,2000,51.436
bol,2001,51.986
bol,2002,52.536
bol,2003,53.085
bol,2004,53.635
bol,2005,54.185
bol,2006,54.731
bol,2007,52.62
bol,2008,51.109
bol,2009,50.884
bol,2010,51.773
bol,2011,52.662
bol,2012,45.015
bol,2013,46.602
bol,2014,51.677
bol,2015,44.342
bol,2016,43.57
bol,2017,44.621
bol,2018,49.91
bol,2019,49.538
bol,2020,43.22
bra,1990,61.506
bra,1991,61.507
bra,1992,61.442
bra,1993,61.374
bra,1994,61.304
bra,1995,61.232
bra,1996,58.847
bra,1997,59.357
bra,1998,59.367
bra,1999,59.609
bra,2000,59.304
bra,2001,58.993
bra,2002,60.118
bra,2003,59.87
bra,2004,61.076
bra,2005,62.495
bra,2006,61.021
bra,2007,60.777
bra,2008,60.326
bra,2009,59.913
bra,2010,58.158
bra,2011,56.379
bra,2012,56.26
bra,2013,55.006
bra,2014,53.954
bra,2015,53.916
bra,2016,54.162
bra,2017,55.07
bra,2018,55.339
bra,2019,55.984
bra,2020,50.058
brb,1990,65.049
brb,1991,60.724
brb,1992,62.226
brb,1993,62.567
brb,1994,62.902
brb,1995,64.64
brb,1996,64.347
brb,1997,61.85
brb,1998,60.9
brb,1999,59.972
brb,2000,59.72
brb,2001,59.442
brb,2002,57.547
brb,2003,57.177
brb,2004,57.773
brb,2005,57.25
brb,2006,55.453
brb,2007,55.013
brb,2008,54.398
brb,2009,53.426
brb,2010,52.704
brb,2011,53.056
brb,2012,47.398
brb,2013,47.425
brb,2014,46.57
brb,2015,42.577
brb,2016,43.957
brb,2017,41.58
brb,2018,44.435
brb,2019,44.56
brb,2020,40.812
brn,1990,46.907
brn,1991,47.152
brn,1992,47.43
brn,1993,47.662
brn,1994,47.854
brn,1995,48.021
brn,1996,48.287
brn,1997,48.532
brn,1998,48.735
brn,1999,48.897
brn,2000,49.036
brn,2001,49.294
brn,2002,48.821
brn,2003,48.333
brn,2004,47.818
brn,2005,47.272
brn,2006,46.802
brn,2007,46.339
brn,2008,45.868
brn,2009,45.382
brn,2010,44.876
brn,2011,44.244
brn,2012,43.335
brn,2013,42.442
brn,2014,41.564
brn,2015,40.702
brn,2016,39.861
brn,2017,39.038
brn,2018,40.176
brn,2019,39.83
brn,2020,39.044
btn,1990,55.313
btn,1991,54.663
btn,1992,53.975
btn,1993,53.252
btn,1994,52.499
btn,1995,51.762
btn,1996,51.601
btn,1997,51.513
btn,1998,51.477
btn,1999,51.483
btn,2000,51.519
btn,2001,51.582
btn,2002,51.662
btn,2003,51.733
btn,2004,51.72
btn,2005,51.613
btn,2006,51.016
btn,2007,50.406
btn,2008,49.782
btn,2009,49.149
btn,2010,41.456
btn,2011,38.956
btn,2012,33.016
btn,2013,31.018
btn,2014,27.715
btn,2015,30.42
btn,2016,29.791
btn,2017,29.169
btn,2018,28.534
btn,2019,27.858
btn,2020,25.747
bwa,1990,48.072
bwa,1991,47.403
bwa,1992,46.694
bwa,1993,45.943
bwa,1994,45.111
bwa,1995,44.189
bwa,1996,43.375
bwa,1997,42.43
bwa,1998,41.28
bwa,1999,40.187
bwa,2000,39.084
bwa,2001,39.627
bwa,2002,40.158
bwa,2003,40.68
bwa,2004,41.195
bwa,2005,41.706
bwa,2006,42.204
bwa,2007,41.503
bwa,2008,40.783
bwa,2009,40.052
bwa,2010,38.97
bwa,2011,38.453
bwa,2012,37.943
bwa,2013,37.441
bwa,2014,36.952
bwa,2015,36.476
bwa,2016,36.003
bwa,2017,35.536
bwa,2018,35.076
bwa,2019,34.625
bwa,2020,36.233
caf,1990,54.299
caf,1991,54.346
caf,1992,54.243
caf,1993,54.142
caf,1994,54.024
caf,1995,53.869
caf,1996,53.883
caf,1997,53.951
caf,1998,53.962
caf,1999,53.901
caf,2000,53.718
caf,2001,53.982
caf,2002,54.145
caf,2003,54.147
caf,2004,54.225
caf,2005,54.226
caf,2006,54.543
caf,2007,54.823
caf,2008,55.027
caf,2009,55.213
caf,2010,55.256
caf,2011,55.808
caf,2012,56.306
caf,2013,56.206
caf,2014,56.523
caf,2015,56.842
caf,2016,56.587
caf,2017,56.257
caf,2018,55.863
caf,2019,55.43
caf,2020,54.567
can,1990,69.921
can,1991,68.129
can,1992,66.161
can,1993,64.432
can,1994,63.919
can,1995,63.154
can,1996,62.238
can,1997,61.464
can,1998,61.813
can,1999,63.459
can,2000,64.387
can,2001,64.661
can,2002,66.527
can,2003,67.327
can,2004,66.84
can,2005,65.864
can,2006,66.244
can,2007,66.981
can,2008,67.343
can,2009,65.342
can,2010,64.487
can,2011,64.526
can,2012,63.505
can,2013,63.83
can,2014,64.2
can,2015,64.24
can,2016,63.74
can,2017,63.918
can,2018,63.338
can,2019,64.576
can,2020,61.726
chanisl,1990,52.854
chanisl,1991,53.221
chanisl,1992,52.49
chanisl,1993,52.829
chanisl,1994,53.287
chanisl,1995,53.593
chanisl,1996,52.879
chanisl,1997,52.53
chanisl,1998,52.748
chanisl,1999,52.382
chanisl,2000,52.144
chanisl,2001,52.713
chanisl,2002,49.714
chanisl,2003,49.414
chanisl,2004,48.635
chanisl,2005,49.713
chanisl,2006,49.967
chanisl,2007,51.165
chanisl,2008,51.671
chanisl,2009,49.78
chanisl,2010,48.127
chanisl,2011,50.438
chanisl,2012,50.201
chanisl,2013,50.031
chanisl,2014,50.101
chanisl,2015,50.124
chanisl,2016,49.914
chanisl,2017,49.624
chanisl,2018,49.537
chanisl,2019,49.23
chanisl,2020,48.329
che,1990,70.576
che,1991,71.601
che,1992,70.742
che,1993,72.491
che,1994,67.984
che,1995,66.189
che,1996,67.847
che,1997,67.282
che,1998,67.432
che,1999,68.968
che,2000,68.428
che,2001,67.765
che,2002,69.257
che,2003,69.352
che,2004,67.055
che,2005,65.666
che,2006,68.61
che,2007,67.407
che,2008,67.135
che,2009,67.304
che,2010,68.118
che,2011,68.532
che,2012,67.58
che,2013,68.013
che,2014,67.901
che,2015,67.525
che,2016,68.352
che,2017,68.666
che,2018,67.991
che,2019,66.48
che,2020,65.03
chl,1990,44.239
chl,1991,44.176
chl,1992,44.094
chl,1993,44.027
chl,1994,43.965
chl,1995,43.879
chl,1996,43.804
chl,1997,43.124
chl,1998,41.544
chl,1999,40.573
chl,2000,38.776
chl,2001,37.238
chl,2002,36.497
chl,2003,36.264
chl,2004,36.427
chl,2005,36.254
chl,2006,36.655
chl,2007,37.145
chl,2008,39.575
chl,2009,38.475
chl,2010,37.649
chl,2011,38.589
chl,2012,37.324
chl,2013,36.518
chl,2014,36.204
chl,2015,35.94
chl,2016,34.759
chl,2017,34.309
chl,2018,33.702
chl,2019,31.669
chl,2020,26.193
chn,1990,78.29
chn,1991,77.443
chn,1992,76.553
chn,1993,75.617
chn,1994,74.636
chn,1995,73.613
chn,1996,72.552
chn,1997,71.453
chn,1998,70.324
chn,1999,69.18
chn,2000,68.032
chn,2001,67.059
chn,2002,66.1
chn,2003,65.144
chn,2004,64.17
chn,2005,63.166
chn,2006,62.133
chn,2007,61.07
chn,2008,59.974
chn,2009,58.844
chn,2010,57.68
chn,2011,56.8
chn,2012,55.748
chn,2013,54.694
chn,2014,53.769
chn,2015,52.892
chn,2016,51.977
chn,2017,51.007
chn,2018,50.062
chn,2019,49.248
chn,2020,47.222
civ,1990,53.201
civ,1991,53.017
civ,1992,52.67
civ,1993,52.207
civ,1994,51.696
civ,1995,51.246
civ,1996,51.319
civ,1997,51.273
civ,1998,51.182
civ,1999,50.069
civ,2000,48.941
civ,2001,47.797
civ,2002,46.65
civ,2003,45.505
civ,2004,44.368
civ,2005,43.242
civ,2006,42.105
civ,2007,40.979
civ,2008,39.864
civ,2009,38.76
civ,2010,37.667
civ,2011,36.573
civ,2012,35.488
civ,2013,34.412
civ,2014,33.345
civ,2015,32.284
civ,2016,31.224
civ,2017,30.175
civ,2018,29.911
civ,2019,29.648
civ,2020,29.103
cmr,1990,71.286
cmr,1991,71.38
cmr,1992,71.393
cmr,1993,71.278
cmr,1994,71.158
cmr,1995,70.954
cmr,1996,70.842
cmr,1997,70.64
cmr,1998,70.353
cmr,1999,70.018
cmr,2000,69.658
cmr,2001,69.463
cmr,2002,69.258
cmr,2003,69.043
cmr,2004,68.827
cmr,2005,68.558
cmr,2006,68.457
cmr,2007,68.309
cmr,2008,64.843
cmr,2009,61.184
cmr,2010,57.362
cmr,2011,57.242
cmr,2012,57.1
cmr,2013,56.939
cmr,2014,56.745
cmr,2015,56.508
cmr,2016,56.273
cmr,2017,55.984
cmr,2018,55.655
cmr,2019,55.29
cmr,2020,54.35
cod,1990,44.837
cod,1991,44.976
cod,1992,45.045
cod,1993,45.042
cod,1994,45.041
cod,1995,44.946
cod,1996,45.137
cod,1997,45.176
cod,1998,45.147
cod,1999,45.048
cod,2000,44.932
cod,2001,45.053
cod,2002,45.167
cod,2003,45.272
cod,2004,45.357
cod,2005,45.411
cod,2006,44.151
cod,2007,42.902
cod,2008,41.667
cod,2009,40.446
cod,2010,39.24
cod,2011,38.052
cod,2012,36.883
cod,2013,36.972
cod,2014,37.012
cod,2015,36.979
cod,2016,36.982
cod,2017,36.908
cod,2018,36.777
cod,2019,36.579
cod,2020,34.721
cog,1990,47.454
cog,1991,47.079
cog,1992,46.645
cog,1993,46.143
cog,1994,45.601
cog,1995,45.174
cog,1996,44.807
cog,1997,44.413
cog,1998,44.071
cog,1999,43.678
cog,2000,43.376
cog,2001,43.208
cog,2002,43.018
cog,2003,42.79
cog,2004,42.615
cog,2005,42.524
cog,2006,42.374
cog,2007,42.19
cog,2008,42.086
cog,2009,41.981
cog,2010,41.846
cog,2011,42.111
cog,2012,42.309
cog,2013,42.44
cog,2014,42.552
cog,2015,42.578
cog,2016,42.423
cog,2017,42.208
cog,2018,41.957
cog,2019,41.622
cog,2020,38.839
col,1990,57.579
col,1991,57.514
col,1992,57.466
col,1993,57.43
col,1994,57.401
col,1995,57.375
col,1996,57.34
col,1997,57.316
col,1998,57.289
col,1999,57.249
col,2000,57.224
col,2001,57.19
col,2002,56.297
col,2003,56.829
col,2004,53.855
col,2005,52.417
col,2006,50.96
col,2007,47.968
col,2008,47.819
col,2009,51.835
col,2010,52.836
col,2011,54.069
col,2012,55.438
col,2013,54.298
col,2014,54.283
col,2015,54.555
col,2016,53.52
col,2017,53.113
col,2018,52.619
col,2019,50.758
col,2020,46.002
com,1990,19.108
com,1991,19.04
com,1992,19.052
com,1993,18.958
com,1994,18.726
com,1995,18.527
com,1996,18.275
com,1997,18.04
com,1998,17.744
com,1999,17.419
com,2000,17.138
com,2001,16.845
com,2002,16.523
com,2003,16.183
com,2004,15.843
com,2005,15.805
com,2006,15.756
com,2007,15.696
com,2008,15.628
com,2009,15.554
com,2010,15.475
com,2011,15.393
com,2012,15.307
com,2013,15.22
com,2014,15.134
com,2015,14.886
com,2016,14.697
com,2017,14.481
com,2018,14.241
com,2019,13.986
com,2020,13.138
cpv,1990,63.606
cpv,1991,62.884
cpv,1992,62.096
cpv,1993,61.245
cpv,1994,60.336
cpv,1995,59.376
cpv,1996,58.357
cpv,1997,57.305
cpv,1998,56.243
cpv,1999,55.188
cpv,2000,54.145
cpv,2001,53.139
cpv,2002,52.117
cpv,2003,51.082
cpv,2004,50.034
cpv,2005,48.977
cpv,2006,47.895
cpv,2007,46.799
cpv,2008,45.682
cpv,2009,44.545
cpv,2010,43.39
cpv,2011,42.287
cpv,2012,41.179
cpv,2013,40.072
cpv,2014,38.97
cpv,2015,37.876
cpv,2016,36.785
cpv,2017,35.707
cpv,2018,32.654
cpv,2019,31.487
cpv,2020,28.174
cri,1990,54.809
cri,1991,53.42
cri,1992,51.682
cri,1993,53.133
cri,1994,52.336
cri,1995,53.144
cri,1996,49.281
cri,1997,50.72
cri,1998,53.547
cri,1999,51.138
cri,2000,50.168
cri,2001,51.64
cri,2002,49.879
cri,2003,50.98
cri,2004,48.043
cri,2005,48.938
cri,2006,49.569
cri,2007,51.687
cri,2008,49.537
cri,2009,47.471
cri,2010,44.428
cri,2011,43.281
cri,2012,48.009
cri,2013,47.326
cri,2014,47.65
cri,2015,45.332
cri,2016,42.078
cri,2017,42.214
cri,2018,45.122
cri,2019,44.909
cri,2020,43.551
cub,1990,40.745
cub,1991,41.209
cub,1992,41.693
cub,1993,42.318
cub,1994,42.198
cub,1995,41.999
cub,1996,41.565
cub,1997,41.337
cub,1998,41.232
cub,1999,40.883
cub,2000,40.571
cub,2001,40.408
cub,2002,40.354
cub,2003,40.213
cub,2004,39.983
cub,2005,39.504
cub,2006,38.983
cub,2007,38.652
cub,2008,38.447
cub,2009,39.217
cub,2010,38.587
cub,2011,38.741
cub,2012,38.558
cub,2013,38.384
cub,2014,38.293
cub,2015,38.042
cub,2016,37.981
cub,2017,37.863
cub,2018,37.728
cub,2019,37.677
cub,2020,34.39
cyp,1990,54.442
cyp,1991,55.224
cyp,1992,51.879
cyp,1993,50.564
cyp,1994,49.248
cyp,1995,47.928
cyp,1996,46.623
cyp,1997,45.335
cyp,1998,44.063
cyp,1999,42.799
cyp,2000,41.53
cyp,2001,43.248
cyp,2002,40.649
cyp,2003,42.135
cyp,2004,41.874
cyp,2005,43.518
cyp,2006,42.429
cyp,2007,42.662
cyp,2008,42.742
cyp,2009,41.232
cyp,2010,41.418
cyp,2011,39.797
cyp,2012,39.834
cyp,2013,39.236
cyp,2014,41.074
cyp,2015,38.719
cyp,2016,37.939
cyp,2017,37.26
cyp,2018,39.77
cyp,2019,39.459
cyp,2020,38.969
cze,1990,49.367
cze,1991,51.081
cze,1992,51.218
cze,1993,51.272
cze,1994,52.045
cze,1995,50.587
cze,1996,49.362
cze,1997,45.935
cze,1998,46.398
cze,1999,45.967
cze,2000,43.972
cze,2001,41.137
cze,2002,38.384
cze,2003,35.876
cze,2004,34.549
cze,2005,33.965
cze,2006,33.51
cze,2007,31.892
cze,2008,31.113
cze,2009,31.826
cze,2010,30.877
cze,2011,29.958
cze,2012,31.322
cze,2013,31.564
cze,2014,32.199
cze,2015,32.469
cze,2016,31.976
cze,2017,31.643
cze,2018,30.399
cze,2019,29.7
cze,2020,27.281
deu,1990,60.649
deu,1991,60.442
deu,1992,58.299
deu,1993,56.224
deu,1994,54.922
deu,1995,52.482
deu,1996,50.401
deu,1997,49.688
deu,1998,50.013
deu,1999,50.781
deu,2000,50.422
deu,2001,50.416
deu,2002,50.036
deu,2003,49.497
deu,2004,47.488
deu,2005,49.616
deu,2006,50.445
deu,2007,51.534
deu,2008,52.156
deu,2009,51.752
deu,2010,51.292
deu,2011,52.411
deu,2012,50.708
deu,2013,50.859
deu,2014,49.938
deu,2015,48.847
deu,2016,49.236
deu,2017,49.873
deu,2018,50.3
deu,2019,51.463
deu,2020,51.92
dji,1990,33.684
dji,1991,33.618
dji,1992,33.111
dji,1993,32.102
dji,1994,31.236
dji,1995,30.597
dji,1996,29.703
dji,1997,29.13
dji,1998,28.7
dji,1999,28.158
