geo,time,en_atm_meth_kt_ce
svn,1990,2860
svn,1991,2790
svn,1992,2540
svn,1993,2540
svn,1994,2500
svn,1995,2520
svn,1996,2540
svn,1997,2520
svn,1998,2500
svn,1999,2390
svn,2000,2420
svn,2001,2470
svn,2002,2480
svn,2003,2520
svn,2004,2460
svn,2005,2420
svn,2006,2380
svn,2007,2340
svn,2008,2310
svn,2009,2200
svn,2010,2200
svn,2011,2180
svn,2012,2110
svn,2013,2050
svn,2014,1920
svn,2015,1960
svn,2016,2010
svn,2017,2000
svn,2018,1980
swe,1990,8450
swe,1991,8420
swe,1992,8540
swe,1993,8470
swe,1994,8350
swe,1995,8200
swe,1996,8180
swe,1997,8100
swe,1998,7900
swe,1999,7660
swe,2000,7440
swe,2001,7310
swe,2002,7080
swe,2003,6870
swe,2004,6880
swe,2005,6650
swe,2006,6480
swe,2007,6200
swe,2008,5900
swe,2009,5740
swe,2010,5620
swe,2011,5460
swe,2012,5290
swe,2013,5180
swe,2014,5040
swe,2015,4840
swe,2016,4770
swe,2017,4720
swe,2018,4580
swz,1990,1290
swz,1991,1330
swz,1992,1370
swz,1993,1260
swz,1994,1290
swz,1995,1320
swz,1996,1360
swz,1997,1390
swz,1998,1410
swz,1999,1420
swz,2000,1440
swz,2001,1390
swz,2002,1420
swz,2003,1490
swz,2004,1500
swz,2005,1530
swz,2006,1460
swz,2007,1470
swz,2008,1440
swz,2009,1400
swz,2010,1420
swz,2011,1430
swz,2012,1450
swz,2013,1460
swz,2014,1470
swz,2015,1460
swz,2016,1470
swz,2017,1490
swz,2018,1500
syc,1990,60
syc,1991,60
syc,1992,60
syc,1993,60
syc,1994,60
syc,1995,60
syc,1996,60
syc,1997,70
syc,1998,70
syc,1999,70
syc,2000,70
syc,2001,70
syc,2002,80
syc,2003,80
syc,2004,80
syc,2005,80
syc,2006,80
syc,2007,80
syc,2008,80
syc,2009,80
syc,2010,90
syc,2011,90
syc,2012,90
syc,2013,90
syc,2014,90
syc,2015,90
syc,2016,90
syc,2017,90
syc,2018,90
syr,1990,25060
syr,1991,26970
syr,1992,28740
syr,1993,29950
syr,1994,31960
syr,1995,33980
syr,1996,34030
syr,1997,34070
syr,1998,34260
syr,1999,34010
syr,2000,33840
syr,2001,32820
syr,2002,32290
syr,2003,31890
syr,2004,31600
syr,2005,31240
syr,2006,31470
syr,2007,31660
syr,2008,31070
syr,2009,30860
syr,2010,30440
syr,2011,27340
syr,2012,23760
syr,2013,20160
syr,2014,16530
syr,2015,12920
syr,2016,12900
syr,2017,12820
syr,2018,12770
tcd,1990,9080
tcd,1991,13350
tcd,1992,13920
tcd,1993,14500
tcd,1994,15140
tcd,1995,15840
tcd,1996,17450
tcd,1997,17970
tcd,1998,18570
tcd,1999,19780
tcd,2000,21370
tcd,2001,21650
tcd,2002,24720
tcd,2003,27600
tcd,2004,30300
tcd,2005,33310
tcd,2006,33730
tcd,2007,34720
tcd,2008,35350
tcd,2009,35810
tcd,2010,37090
tcd,2011,38840
tcd,2012,40630
tcd,2013,42300
tcd,2014,44030
tcd,2015,47400
tcd,2016,50260
tcd,2017,52140
tcd,2018,53990
tgo,1990,2030
tgo,1991,1950
tgo,1992,1860
tgo,1993,1880
tgo,1994,1910
tgo,1995,1910
tgo,1996,1940
tgo,1997,2150
tgo,1998,2440
tgo,1999,2380
tgo,2000,2530
tgo,2001,2490
tgo,2002,2670
tgo,2003,2780
tgo,2004,2720
tgo,2005,3210
tgo,2006,3010
tgo,2007,2880
tgo,2008,2990
tgo,2009,3050
tgo,2010,3020
tgo,2011,3260
tgo,2012,3180
tgo,2013,3310
tgo,2014,3250
tgo,2015,3460
tgo,2016,3370
tgo,2017,3410
tgo,2018,3450
tha,1990,56910
tha,1991,59240
tha,1992,60420
tha,1993,60540
tha,1994,60950
tha,1995,62100
tha,1996,63730
tha,1997,67500
tha,1998,66800
tha,1999,70010
tha,2000,71670
tha,2001,73280
tha,2002,72610
tha,2003,75970
tha,2004,76630
tha,2005,78820
tha,2006,79800
tha,2007,83440
tha,2008,84290
tha,2009,86840
tha,2010,90550
tha,2011,90180
tha,2012,90180
tha,2013,88760
tha,2014,84430
tha,2015,80780
tha,2016,76800
tha,2017,84450
tha,2018,84140
tjk,1990,4960
tjk,1991,4880
tjk,1992,4370
tjk,1993,4100
tjk,1994,3650
tjk,1995,3410
tjk,1996,3160
tjk,1997,3130
tjk,1998,2960
tjk,1999,2850
tjk,2000,2870
tjk,2001,2950
tjk,2002,2980
tjk,2003,3140
tjk,2004,3230
tjk,2005,3430
tjk,2006,3570
tjk,2007,3660
tjk,2008,4090
tjk,2009,4310
tjk,2010,4340
tjk,2011,4500
tjk,2012,4740
tjk,2013,4920
tjk,2014,5020
tjk,2015,5240
tjk,2016,5400
tjk,2017,5490
tjk,2018,5520
tkm,1990,32410
tkm,1991,30120
tkm,1992,26660
tkm,1993,24910
tkm,1994,22860
tkm,1995,24150
tkm,1996,25390
tkm,1997,26070
tkm,1998,27430
tkm,1999,28990
tkm,2000,30680
tkm,2001,32490
tkm,2002,34700
tkm,2003,36980
tkm,2004,38920
tkm,2005,37710
tkm,2006,36540
tkm,2007,34760
tkm,2008,33940
tkm,2009,32220
tkm,2010,30880
tkm,2011,34540
tkm,2012,38830
tkm,2013,42650
tkm,2014,46430
tkm,2015,50200
tkm,2016,50030
tkm,2017,49870
tkm,2018,49580
tls,1990,330
tls,1991,390
tls,1992,390
tls,1993,410
tls,1994,460
tls,1995,480
tls,1996,510
tls,1997,500
tls,1998,520
tls,1999,430
tls,2000,490
tls,2001,1520
tls,2002,2390
tls,2003,3270
tls,2004,4030
tls,2005,4990
tls,2006,5340
tls,2007,5630
tls,2008,5990
tls,2009,6280
tls,2010,6580
tls,2011,6460
tls,2012,6380
tls,2013,6200
tls,2014,6080
tls,2015,6000
tls,2016,5790
tls,2017,5520
tls,2018,5280
ton,1990,120
ton,1991,120
ton,1992,130
ton,1993,130
ton,1994,120
ton,1995,110
ton,1996,110
ton,1997,100
ton,1998,100
ton,1999,90
ton,2000,90
ton,2001,90
ton,2002,90
ton,2003,90
ton,2004,90
ton,2005,90
ton,2006,90
ton,2007,90
ton,2008,90
ton,2009,90
ton,2010,90
ton,2011,90
ton,2012,100
ton,2013,100
ton,2014,100
ton,2015,100
ton,2016,100
ton,2017,100
ton,2018,100
tto,1990,770
tto,1991,780
tto,1992,780
tto,1993,780
tto,1994,790
tto,1995,790
tto,1996,810
tto,1997,810
tto,1998,820
tto,1999,830
tto,2000,830
tto,2001,860
tto,2002,890
tto,2003,910
tto,2004,940
tto,2005,960
tto,2006,1000
tto,2007,1040
tto,2008,1070
tto,2009,1110
tto,2010,1150
tto,2011,1170
tto,2012,1190
tto,2013,1210
tto,2014,1230
tto,2015,1250
tto,2016,1260
tto,2017,1270
tto,2018,1280
tun,1990,4140
tun,1991,4290
tun,1992,4290
tun,1993,4450
tun,1994,4350
tun,1995,4610
tun,1996,5060
tun,1997,5250
tun,1998,5590
tun,1999,5920
tun,2000,6280
tun,2001,6340
tun,2002,6380
tun,2003,6340
tun,2004,6410
tun,2005,6540
tun,2006,6620
tun,2007,6670
tun,2008,6590
tun,2009,6650
tun,2010,6630
tun,2011,6550
tun,2012,6430
tun,2013,6390
tun,2014,6370
tun,2015,6300
tun,2016,6290
tun,2017,6330
tun,2018,6420
tur,1990,38230
tur,1991,37080
tur,1992,37750
tur,1993,37610
tur,1994,37030
tur,1995,37030
tur,1996,36950
tur,1997,37720
tur,1998,37250
tur,1999,38140
tur,2000,38800
tur,2001,37960
tur,2002,37340
tur,2003,37050
tur,2004,37140
tur,2005,38490
tur,2006,39900
tur,2007,42350
tur,2008,44030
tur,2009,43820
tur,2010,43780
tur,2011,45110
tur,2012,46610
tur,2013,45850
tur,2014,47580
tur,2015,42460
tur,2016,44510
tur,2017,44980
tur,2018,47400
tuv,1990,10
tuv,1991,10
tuv,1992,10
tuv,1993,10
tuv,1994,10
tuv,1995,10
tuv,1996,10
tuv,1997,10
tuv,1998,10
tuv,1999,10
tuv,2000,10
tuv,2001,10
tuv,2002,10
tuv,2003,10
tuv,2004,10
tuv,2005,10
tuv,2006,10
tuv,2007,10
tuv,2008,10
tuv,2009,10
tuv,2010,10
tuv,2011,10
tuv,2012,10
tuv,2013,10
tuv,2014,10
tuv,2015,10
tuv,2016,10
tuv,2017,10
tuv,2018,10
tza,1990,25700
tza,1991,25770
tza,1992,25660
tza,1993,25950
tza,1994,26010
tza,1995,28120
tza,1996,26920
tza,1997,26770
tza,1998,29050
tza,1999,29720
tza,2000,28510
tza,2001,29750
tza,2002,32640
tza,2003,35570
tza,2004,35500
tza,2005,37580
tza,2006,36910
tza,2007,38620
tza,2008,40930
tza,2009,41720
tza,2010,44270
tza,2011,47870
tza,2012,50610
tza,2013,54400
tza,2014,57500
tza,2015,61420
tza,2016,62490
tza,2017,61520
tza,2018,62650
uga,1990,9960
uga,1991,10290
uga,1992,10490
uga,1993,10770
uga,1994,10660
uga,1995,11260
uga,1996,11890
uga,1997,12690
uga,1998,13620
uga,1999,13790
uga,2000,14320
uga,2001,14670
uga,2002,15190
uga,2003,16240
uga,2004,16420
uga,2005,17410
uga,2006,17360
uga,2007,19220
uga,2008,23800
uga,2009,24550
uga,2010,26080
uga,2011,26650
uga,2012,28070
uga,2013,28720
uga,2014,29740
uga,2015,30980
uga,2016,32090
uga,2017,32770
uga,2018,33250
ukr,1990,190630
ukr,1991,184800
ukr,1992,173590
ukr,1993,164300
ukr,1994,155050
ukr,1995,143830
ukr,1996,138720
ukr,1997,132670
ukr,1998,126380
ukr,1999,127530
ukr,2000,117890
ukr,2001,113160
ukr,2002,111490
ukr,2003,116950
ukr,2004,105510
ukr,2005,98380
ukr,2006,94840
ukr,2007,93770
ukr,2008,88830
ukr,2009,80450
ukr,2010,80130
ukr,2011,84480
ukr,2012,79230
ukr,2013,75270
ukr,2014,70370
ukr,2015,64930
ukr,2016,64130
ukr,2017,63650
ukr,2018,62950
ury,1990,18240
ury,1991,19080
ury,1992,20050
ury,1993,20730
ury,1994,20920
ury,1995,20820
ury,1996,21080
ury,1997,20790
ury,1998,20320
ury,1999,20480
ury,2000,20100
ury,2001,20100
ury,2002,20840
ury,2003,21360
ury,2004,21940
ury,2005,22110
ury,2006,22850
ury,2007,22380
ury,2008,22870
ury,2009,22470
ury,2010,21420
ury,2011,21680
ury,2012,21120
ury,2013,21250
ury,2014,21580
ury,2015,21580
ury,2016,21690
ury,2017,21370
ury,2018,20940
usa,1990,766550
usa,1991,769820
usa,1992,768670
usa,1993,751480
usa,1994,758520
usa,1995,745840
usa,1996,738600
usa,1997,722830
usa,1998,702980
usa,1999,688340
usa,2000,678650
usa,2001,672400
usa,2002,659770
usa,2003,659470
usa,2004,654670
usa,2005,652360
usa,2006,653140
usa,2007,645850
usa,2008,659100
usa,2009,649370
usa,2010,649940
usa,2011,628090
usa,2012,618150
usa,2013,618410
usa,2014,620810
usa,2015,617170
usa,2016,609200
usa,2017,614500
usa,2018,622590
uzb,1990,70240
uzb,1991,72140
uzb,1992,68900
uzb,1993,100940
uzb,1994,85420
uzb,1995,87440
uzb,1996,89470
uzb,1997,80020
uzb,1998,75760
uzb,1999,81630
uzb,2000,94640
uzb,2001,98090
uzb,2002,99120
uzb,2003,100960
uzb,2004,100450
uzb,2005,103410
uzb,2006,118620
uzb,2007,119690
uzb,2008,122700
uzb,2009,105500
uzb,2010,102070
uzb,2011,102980
uzb,2012,104440
uzb,2013,104500
uzb,2014,104850
uzb,2015,105120
uzb,2016,106520
uzb,2017,106260
uzb,2018,105930
vct,1990,70
vct,1991,70
vct,1992,70
vct,1993,70
vct,1994,70
vct,1995,70
vct,1996,70
vct,1997,70
vct,1998,70
vct,1999,70
vct,2000,70
vct,2001,70
vct,2002,70
vct,2003,70
vct,2004,70
vct,2005,70
vct,2006,70
vct,2007,70
vct,2008,70
vct,2009,70
vct,2010,70
vct,2011,70
vct,2012,70
vct,2013,70
vct,2014,70
vct,2015,70
vct,2016,70
vct,2017,70
vct,2018,70
ven,1990,59780
ven,1991,62410
ven,1992,64530
ven,1993,66070
ven,1994,68760
ven,1995,70900
ven,1996,71970
ven,1997,73610
ven,1998,75420
ven,1999,77080
ven,2000,78910
ven,2001,78150
ven,2002,76730
ven,2003,75930
ven,2004,74840
ven,2005,74150
ven,2006,73880
ven,2007,74050
ven,2008,74100
ven,2009,73880
ven,2010,69110
ven,2011,69750
ven,2012,74380
ven,2013,75140
ven,2014,75670
ven,2015,75770
ven,2016,73640
ven,2017,72500
ven,2018,72340
vnm,1990,43190
vnm,1991,44780
vnm,1992,46330
vnm,1993,47530
vnm,1994,48420
vnm,1995,51180
vnm,1996,54180
vnm,1997,56480
vnm,1998,59510
vnm,1999,62800
vnm,2000,64760
vnm,2001,65680
vnm,2002,68000
vnm,2003,70420
vnm,2004,73140
vnm,2005,75530
vnm,2006,78460
vnm,2007,80340
vnm,2008,82370
vnm,2009,84290
vnm,2010,86050
vnm,2011,86700
vnm,2012,87390
vnm,2013,88520
vnm,2014,88850
vnm,2015,89820
vnm,2016,89260
vnm,2017,88650
vnm,2018,87750
vut,1990,320
vut,1991,330
vut,1992,350
vut,1993,370
vut,1994,370
vut,1995,370
vut,1996,380
vut,1997,380
vut,1998,380
vut,1999,390
vut,2000,380
vut,2001,360
vut,2002,360
vut,2003,380
vut,2004,390
vut,2005,390
vut,2006,400
vut,2007,460
vut,2008,460
vut,2009,440
vut,2010,460
vut,2011,470
vut,2012,470
vut,2013,480
vut,2014,490
vut,2015,490
vut,2016,490
vut,2017,500
vut,2018,510
wsm,1990,210
wsm,1991,210
wsm,1992,210
wsm,1993,210
wsm,1994,250
wsm,1995,240
wsm,1996,240
wsm,1997,240
wsm,1998,250
wsm,1999,250
wsm,2000,250
wsm,2001,260
wsm,2002,260
wsm,2003,260
wsm,2004,270
wsm,2005,270
wsm,2006,270
wsm,2007,260
wsm,2008,260
wsm,2009,270
wsm,2010,280
wsm,2011,280
wsm,2012,280
wsm,2013,290
wsm,2014,300
wsm,2015,310
wsm,2016,300
wsm,2017,300
wsm,2018,300
yem,1990,3520
yem,1991,3430
yem,1992,3530
yem,1993,3620
yem,1994,3640
yem,1995,3730
yem,1996,4160
yem,1997,4610
yem,1998,5080
yem,1999,5490
yem,2000,5920
yem,2001,6160
yem,2002,6290
yem,2003,6760
yem,2004,6890
yem,2005,7020
yem,2006,7200
yem,2007,7450
yem,2008,7680
yem,2009,7870
yem,2010,8020
yem,2011,8120
yem,2012,8150
yem,2013,8210
yem,2014,8270
yem,2015,8200
yem,2016,8150
yem,2017,8210
yem,2018,8590
zaf,1990,44490
zaf,1991,45210
zaf,1992,45530
zaf,1993,45490
zaf,1994,45600
zaf,1995,43860
zaf,1996,42650
zaf,1997,41100
zaf,1998,39710
zaf,1999,37720
zaf,2000,35760
zaf,2001,34040
zaf,2002,37230
zaf,2003,37520
zaf,2004,38060
zaf,2005,39720
zaf,2006,39670
zaf,2007,40900
zaf,2008,41760
zaf,2009,42490
zaf,2010,43360
zaf,2011,43580
zaf,2012,44220
zaf,2013,44260
zaf,2014,44600
zaf,2015,44560
zaf,2016,44460
zaf,2017,44990
zaf,2018,45140
zmb,1990,13850
zmb,1991,13890
zmb,1992,13860
zmb,1993,13660
zmb,1994,13440
zmb,1995,13260
zmb,1996,12450
zmb,1997,12600
zmb,1998,13480
zmb,1999,12830
zmb,2000,12340
zmb,2001,12670
zmb,2002,13700
zmb,2003,14800
zmb,2004,14850
zmb,2005,15520
zmb,2006,14480
zmb,2007,14730
zmb,2008,14820
zmb,2009,14290
zmb,2010,15340
zmb,2011,15050
zmb,2012,16900
zmb,2013,17420
zmb,2014,17530
zmb,2015,18010
zmb,2016,17850
zmb,2017,17450
zmb,2018,17870
zwe,1990,10050
zwe,1991,9150
zwe,1992,9750
zwe,1993,8220
zwe,1994,8890
zwe,1995,9180
zwe,1996,10520
zwe,1997,10540
zwe,1998,11120
zwe,1999,11510
zwe,2000,11370
zwe,2001,11480
zwe,2002,10640
zwe,2003,10370
zwe,2004,10510
zwe,2005,10380
zwe,2006,10060
zwe,2007,10300
zwe,2008,10430
zwe,2009,10840
zwe,2010,11310
zwe,2011,11820
zwe,2012,11730
zwe,2013,11700
zwe,2014,10820
zwe,2015,11790
zwe,2016,11380
zwe,2017,11560
zwe,2018,11850
