geo,time,sp_pop_65up_fe_zs
ago,1986,2.65514
ago,1987,2.63291
ago,1988,2.60951
ago,1989,2.59721
ago,1990,2.60188
ago,1991,2.62614
ago,1992,2.65792
ago,1993,2.69171
ago,1994,2.72116
ago,1995,2.74387
ago,1996,2.76905
ago,1997,2.78461
ago,1998,2.79498
ago,1999,2.80536
ago,2000,2.81748
ago,2001,2.83823
ago,2002,2.85662
ago,2003,2.86716
ago,2004,2.8625
ago,2005,2.84011
ago,2006,2.81229
ago,2007,2.7704
ago,2008,2.72191
ago,2009,2.67538
ago,2010,2.63525
ago,2011,2.61254
ago,2012,2.59445
ago,2013,2.57626
ago,2014,2.55155
ago,2015,2.51881
ago,2016,2.49406
ago,2017,2.46212
ago,2018,2.43095
ago,2019,2.41
ago,2020,2.4036
alb,1960,6.12731
alb,1961,6.10387
alb,1962,6.11315
alb,1963,6.13612
alb,1964,6.14689
alb,1965,6.1331
alb,1966,6.05345
alb,1967,5.95793
alb,1968,5.86262
alb,1969,5.78816
alb,1970,5.74505
alb,1971,5.72777
alb,1972,5.72529
alb,1973,5.73293
alb,1974,5.74294
alb,1975,5.75138
alb,1976,5.76239
alb,1977,5.77311
alb,1978,5.78405
alb,1979,5.79516
alb,1980,5.80715
alb,1981,5.83409
alb,1982,5.85905
alb,1983,5.88406
alb,1984,5.91153
alb,1985,5.9424
alb,1986,5.97727
alb,1987,6.0117
alb,1988,6.05015
alb,1989,6.10132
alb,1990,6.17234
alb,1991,6.30417
alb,1992,6.45698
alb,1993,6.62836
alb,1994,6.80908
alb,1995,6.99296
alb,1996,7.10525
alb,1997,7.19861
alb,1998,7.2816
alb,1999,7.36677
alb,2000,7.46031
alb,2001,7.69117
alb,2002,7.94889
alb,2003,8.22648
alb,2004,8.51208
alb,2005,8.79951
alb,2006,9.18271
alb,2007,9.58665
alb,2008,10.01845
alb,2009,10.48328
alb,2010,10.98348
alb,2011,11.39981
alb,2012,11.83189
alb,2013,12.28809
alb,2014,12.78363
alb,2015,13.33009
alb,2016,13.67949
alb,2017,14.08339
alb,2018,14.53874
alb,2019,15.0427
alb,2020,15.59636
are,1960,3.72489
are,1961,3.63061
are,1962,3.51593
are,1963,3.38206
are,1964,3.23526
are,1965,3.05042
are,1966,2.87567
are,1967,2.68549
are,1968,2.47913
are,1969,2.26285
are,1970,2.04227
are,1971,1.78461
are,1972,1.6906
are,1973,1.72909
are,1974,1.85709
are,1975,2.02676
are,1976,1.97837
are,1977,1.95303
are,1978,1.94677
are,1979,1.93919
are,1980,1.91331
are,1981,1.82313
are,1982,1.72633
are,1983,1.64364
are,1984,1.5913
are,1985,1.5681
are,1986,1.54788
are,1987,1.53907
are,1988,1.5416
are,1989,1.54904
are,1990,1.56019
are,1991,1.52534
are,1992,1.47952
are,1993,1.4288
are,1994,1.38062
are,1995,1.33763
are,1996,1.32651
are,1997,1.33102
are,1998,1.34106
are,1999,1.34715
are,2000,1.34689
are,2001,1.31478
are,2002,1.27903
are,2003,1.24101
are,2004,1.20222
are,2005,1.16153
are,2006,1.07496
are,2007,1.00086
are,2008,0.94056
are,2009,0.89823
are,2010,0.87459
are,2011,0.88981
are,2012,0.91822
are,2013,0.95314
are,2014,0.98746
are,2015,1.01877
are,2016,1.07643
are,2017,1.13776
are,2018,1.20524
are,2019,1.28281
are,2020,1.37411
arg,1960,5.77546
arg,1961,5.92623
arg,1962,6.08352
arg,1963,6.24829
arg,1964,6.42043
arg,1965,6.60007
arg,1966,6.77465
arg,1967,6.95241
arg,1968,7.13283
arg,1969,7.31448
arg,1970,7.49634
arg,1971,7.66304
arg,1972,7.82305
arg,1973,7.98001
arg,1974,8.1376
arg,1975,8.29706
arg,1976,8.4654
arg,1977,8.63016
arg,1978,8.79135
arg,1979,8.94917
arg,1980,9.10483
arg,1981,9.21798
arg,1982,9.33614
arg,1983,9.45781
arg,1984,9.57914
arg,1985,9.69891
arg,1986,9.82706
arg,1987,9.93689
arg,1988,10.03896
arg,1989,10.1469
arg,1990,10.26594
arg,1991,10.39879
arg,1992,10.53871
arg,1993,10.67916
arg,1994,10.80879
arg,1995,10.92307
arg,1996,11.01611
arg,1997,11.09614
arg,1998,11.16443
arg,1999,11.22323
arg,2000,11.27492
arg,2001,11.32952
arg,2002,11.36873
arg,2003,11.4017
arg,2004,11.43939
arg,2005,11.48861
arg,2006,11.53856
arg,2007,11.59678
arg,2008,11.66519
arg,2009,11.74494
arg,2010,11.83811
arg,2011,11.93873
arg,2012,12.04568
arg,2013,12.15995
arg,2014,12.28265
arg,2015,12.41474
arg,2016,12.54983
arg,2017,12.68925
arg,2018,12.83266
arg,2019,12.97891
arg,2020,13.12898
arm,1960,6.8866
arm,1961,6.61705
arm,1962,6.38565
arm,1963,6.20026
arm,1964,6.07227
arm,1965,6.00789
arm,1966,6.02837
arm,1967,6.10306
arm,1968,6.21496
arm,1969,6.33762
arm,1970,6.45591
arm,1971,6.56367
arm,1972,6.63474
arm,1973,6.68991
arm,1974,6.75252
arm,1975,6.8308
arm,1976,6.9304
arm,1977,7.04128
arm,1978,7.13677
arm,1979,7.17845
arm,1980,7.15293
arm,1981,7.08902
arm,1982,6.96868
arm,1983,6.82667
arm,1984,6.71069
arm,1985,6.64897
arm,1986,6.58776
arm,1987,6.56541
arm,1988,6.59843
arm,1989,6.70984
arm,1990,6.91452
arm,1991,7.35962
arm,1992,7.90407
arm,1993,8.50815
arm,1994,9.10348
arm,1995,9.64375
arm,1996,10.02557
arm,1997,10.31264
arm,1998,10.55704
arm,1999,10.84703
arm,2000,11.2347
arm,2001,11.64291
arm,2002,12.1386
arm,2003,12.64134
arm,2004,13.02003
arm,2005,13.19761
arm,2006,13.21013
arm,2007,13.03558
arm,2008,12.74864
arm,2009,12.46806
arm,2010,12.27587
arm,2011,12.17085
arm,2012,12.14931
arm,2013,12.19222
arm,2014,12.26764
arm,2015,12.36187
arm,2016,12.4988
arm,2017,12.66228
arm,2018,12.87715
arm,2019,13.1789
arm,2020,13.58578
atg,1960,5.62819
atg,1961,5.49935
atg,1962,5.38363
atg,1963,5.23865
atg,1964,5.05557
atg,1965,4.87254
atg,1966,4.79706
atg,1967,4.7261
atg,1968,4.64265
atg,1969,4.54696
atg,1970,4.47837
atg,1971,4.61703
atg,1972,4.75237
atg,1973,4.85645
atg,1974,4.94589
atg,1975,5.0395
atg,1976,5.22524
atg,1977,5.39655
atg,1978,5.56881
atg,1979,5.71393
atg,1980,5.83512
atg,1981,6.07109
atg,1982,6.30735
atg,1983,6.51739
atg,1984,6.72876
atg,1985,6.94197
atg,1986,7.25278
atg,1987,7.57343
atg,1988,7.88738
atg,1989,8.18404
atg,1990,8.48878
atg,1991,8.36494
atg,1992,8.22111
atg,1993,8.06376
atg,1994,7.88992
atg,1995,7.6996
atg,1996,7.56588
atg,1997,7.39789
atg,1998,7.23094
atg,1999,7.03249
atg,2000,6.83177
atg,2001,6.87372
atg,2002,6.94431
atg,2003,7.0286
atg,2004,7.14016
atg,2005,7.27493
atg,2006,7.32241
atg,2007,7.38435
atg,2008,7.47375
atg,2009,7.57633
atg,2010,7.71258
atg,2011,7.83445
atg,2012,7.97508
atg,2013,8.14147
atg,2014,8.32293
atg,2015,8.52234
atg,2016,8.71801
atg,2017,8.93829
atg,2018,9.16511
atg,2019,9.42225
atg,2020,9.71002
aus,1960,9.89014
aus,1961,9.94766
aus,1962,9.99902
aus,1963,10.04371
aus,1964,10.07682
aus,1965,10.09699
aus,1966,9.99914
aus,1967,9.8901
aus,1968,9.77821
aus,1969,9.6787
aus,1970,9.60627
aus,1971,9.71813
aus,1972,9.83204
aus,1973,9.9519
aus,1974,10.08867
aus,1975,10.25192
aus,1976,10.40236
aus,1977,10.59122
aus,1978,10.79775
aus,1979,10.99187
aus,1980,11.15946
aus,1981,11.33424
aus,1982,11.46316
aus,1983,11.57161
aus,1984,11.69874
aus,1985,11.86519
aus,1986,11.99074
aus,1987,12.15081
aus,1988,12.3278
aus,1989,12.4974
aus,1990,12.65133
aus,1991,12.83258
aus,1992,12.9932
aus,1993,13.13391
aus,1994,13.25949
aus,1995,13.3751
aus,1996,13.45926
aus,1997,13.53027
aus,1998,13.59416
aus,1999,13.65962
aus,2000,13.73645
aus,2001,13.78297
aus,2002,13.842
aus,2003,13.91504
aus,2004,14.00035
aus,2005,14.09799
aus,2006,14.11656
aus,2007,14.13926
aus,2008,14.1875
aus,2009,14.28857
aus,2010,14.45601
aus,2011,14.65365
aus,2012,14.90321
aus,2013,15.18539
aus,2014,15.47074
aus,2015,15.74466
aus,2016,16.02333
aus,2017,16.28374
aus,2018,16.53895
aus,2019,16.81245
aus,2020,17.12005
aut,1960,13.92779
aut,1961,14.1842
aut,1962,14.45111
aut,1963,14.72157
aut,1964,14.98674
aut,1965,15.2444
aut,1966,15.49141
aut,1967,15.71957
aut,1968,15.93581
aut,1969,16.14974
aut,1970,16.36735
aut,1971,16.61982
aut,1972,16.85789
aut,1973,17.08449
aut,1974,17.29976
aut,1975,17.50137
aut,1976,17.78162
aut,1977,18.04589
aut,1978,18.26374
aut,1979,18.38265
aut,1980,18.37391
aut,1981,18.28329
aut,1982,18.05075
aut,1983,17.76449
aut,1984,17.55686
aut,1985,17.50501
aut,1986,17.60768
aut,1987,17.86016
aut,1988,18.18822
aut,1989,18.47648
aut,1990,18.65744
aut,1991,18.83104
aut,1992,18.90766
aut,1993,18.90814
aut,1994,18.86963
aut,1995,18.81248
aut,1996,18.78682
aut,1997,18.73834
aut,1998,18.68403
aut,1999,18.64064
aut,2000,18.62164
aut,2001,18.65095
aut,2002,18.68509
aut,2003,18.7386
aut,2004,18.83247
aut,2005,18.97849
aut,2006,19.19407
aut,2007,19.45674
aut,2008,19.74353
aut,2009,20.01756
aut,2010,20.25947
aut,2011,20.46048
aut,2012,20.63369
aut,2013,20.79208
aut,2014,20.94754
aut,2015,21.10521
aut,2016,21.15103
aut,2017,21.18008
aut,2018,21.2088
aut,2019,21.26933
aut,2020,21.39026
aze,1960,6.09843
aze,1961,6.02893
aze,1962,5.99261
aze,1963,5.9885
aze,1964,6.01595
aze,1965,6.07437
aze,1966,6.16473
aze,1967,6.28967
aze,1968,6.42703
aze,1969,6.5431
aze,1970,6.62196
aze,1971,6.65273
aze,1972,6.63179
aze,1973,6.58399
aze,1974,6.54352
aze,1975,6.52622
aze,1976,6.53213
aze,1977,6.55818
aze,1978,6.58757
aze,1979,6.5908
aze,1980,6.55483
aze,1981,6.52126
aze,1982,6.44657
aze,1983,6.34914
aze,1984,6.25317
aze,1985,6.17182
aze,1986,6.11475
aze,1987,6.05836
aze,1988,6.01644
aze,1989,6.0099
aze,1990,6.05302
aze,1991,6.11245
aze,1992,6.20688
aze,1993,6.31276
aze,1994,6.40414
aze,1995,6.47148
aze,1996,6.54556
aze,1997,6.58775
aze,1998,6.61777
aze,1999,6.6628
aze,2000,6.7342
aze,2001,6.9452
aze,2002,7.17095
aze,2003,7.37339
aze,2004,7.49851
aze,2005,7.51927
aze,2006,7.4756
aze,2007,7.35283
aze,2008,7.18209
aze,2009,7.00193
aze,2010,6.83707
aze,2011,6.76215
aze,2012,6.69915
aze,2013,6.66276
aze,2014,6.67246
aze,2015,6.74095
aze,2016,6.84061
aze,2017,7.00181
aze,2018,7.22117
aze,2019,7.49353
aze,2020,7.81748
bdi,1960,3.26727
bdi,1961,3.29491
bdi,1962,3.31476
bdi,1963,3.32619
bdi,1964,3.33076
bdi,1965,3.32827
bdi,1966,3.34764
bdi,1967,3.35828
bdi,1968,3.36124
bdi,1969,3.35775
bdi,1970,3.34981
bdi,1971,3.40669
bdi,1972,3.45566
bdi,1973,3.49625
bdi,1974,3.52443
bdi,1975,3.53609
bdi,1976,3.53463
bdi,1977,3.52232
bdi,1978,3.50135
bdi,1979,3.47472
bdi,1980,3.44262
bdi,1981,3.4306
bdi,1982,3.41188
bdi,1983,3.38396
bdi,1984,3.34584
bdi,1985,3.29862
bdi,1986,3.27679
bdi,1987,3.24775
bdi,1988,3.21368
bdi,1989,3.17525
bdi,1990,3.13282
bdi,1991,3.10768
bdi,1992,3.07362
bdi,1993,3.03192
bdi,1994,2.985
bdi,1995,2.93495
bdi,1996,2.9465
bdi,1997,2.94795
bdi,1998,2.9363
bdi,1999,2.90623
bdi,2000,2.8541
bdi,2001,2.82428
bdi,2002,2.7831
bdi,2003,2.73265
bdi,2004,2.67508
bdi,2005,2.61207
bdi,2006,2.5901
bdi,2007,2.56713
bdi,2008,2.54153
bdi,2009,2.5108
bdi,2010,2.47527
bdi,2011,2.44569
bdi,2012,2.41234
bdi,2013,2.38328
bdi,2014,2.36922
bdi,2015,2.37543
bdi,2016,2.4066
bdi,2017,2.45022
bdi,2018,2.50374
bdi,2019,2.56371
bdi,2020,2.62836
bel,1960,13.4084
bel,1961,13.60192
bel,1962,13.80316
bel,1963,14.01109
bel,1964,14.2198
bel,1965,14.42856
bel,1966,14.66261
bel,1967,14.89302
bel,1968,15.1153
bel,1969,15.32256
bel,1970,15.51099
bel,1971,15.73435
bel,1972,15.91696
bel,1973,16.07251
bel,1974,16.21885
bel,1975,16.36311
bel,1976,16.55479
bel,1977,16.74972
bel,1978,16.91424
bel,1979,16.99369
bel,1980,16.96191
bel,1981,16.9005
bel,1982,16.72259
bel,1983,16.50152
bel,1984,16.34643
bel,1985,16.32037
bel,1986,16.4511
bel,1987,16.6963
bel,1988,17.00898
bel,1989,17.31433
bel,1990,17.5686
bel,1991,17.81875
bel,1992,18.01821
bel,1993,18.18255
bel,1994,18.33952
bel,1995,18.50631
bel,1996,18.70988
bel,1997,18.91043
bel,1998,19.1037
bel,1999,19.27905
bel,2000,19.43152
bel,2001,19.54838
bel,2002,19.63902
bel,2003,19.70526
bel,2004,19.74615
bel,2005,19.76308
bel,2006,19.75064
bel,2007,19.69644
bel,2008,19.63272
bel,2009,19.60974
bel,2010,19.66083
bel,2011,19.71623
bel,2012,19.83839
bel,2013,20.00385
bel,2014,20.17196
bel,2015,20.31995
bel,2016,20.52889
bel,2017,20.72381
bel,2018,20.91318
bel,2019,21.1184
bel,2020,21.35813
ben,1960,5.17857
ben,1961,5.16045
ben,1962,5.12338
ben,1963,5.06261
ben,1964,4.97349
ben,1965,4.85566
ben,1966,4.91684
ben,1967,4.95548
ben,1968,4.97432
ben,1969,4.97774
ben,1970,4.96738
ben,1971,4.99572
ben,1972,5.01107
ben,1973,5.01302
ben,1974,5.00053
ben,1975,4.97404
ben,1976,4.96344
ben,1977,4.93931
ben,1978,4.90444
ben,1979,4.86188
ben,1980,4.8139
ben,1981,4.77738
ben,1982,4.73493
ben,1983,4.68539
ben,1984,4.62872
ben,1985,4.56498
ben,1986,4.52312
ben,1987,4.47511
ben,1988,4.42211
ben,1989,4.36483
ben,1990,4.30412
ben,1991,4.24781
ben,1992,4.18892
ben,1993,4.12999
ben,1994,4.07373
ben,1995,4.022
ben,1996,3.97619
ben,1997,3.93117
ben,1998,3.88761
ben,1999,3.84586
ben,2000,3.80674
ben,2001,3.78119
ben,2002,3.75411
ben,2003,3.72889
ben,2004,3.70968
ben,2005,3.69862
ben,2006,3.71433
ben,2007,3.7321
ben,2008,3.7493
ben,2009,3.76199
ben,2010,3.76866
ben,2011,3.77835
ben,2012,3.782
ben,2013,3.78095
ben,2014,3.77604
ben,2015,3.76872
ben,2016,3.76272
ben,2017,3.75317
ben,2018,3.74329
ben,2019,3.73626
ben,2020,3.73427
bfa,1960,2.1928
bfa,1961,2.26374
bfa,1962,2.32749
bfa,1963,2.38467
bfa,1964,2.43711
bfa,1965,2.48587
bfa,1966,2.56534
bfa,1967,2.63766
bfa,1968,2.70262
bfa,1969,2.7603
bfa,1970,2.81189
bfa,1971,2.88884
bfa,1972,2.95805
bfa,1973,3.02028
bfa,1974,3.07546
bfa,1975,3.12376
bfa,1976,3.20004
bfa,1977,3.26632
bfa,1978,3.3231
bfa,1979,3.37118
bfa,1980,3.41153
bfa,1981,3.4727
bfa,1982,3.5277
bfa,1983,3.57612
bfa,1984,3.61735
bfa,1985,3.65156
bfa,1986,3.67457
bfa,1987,3.6893
bfa,1988,3.69604
bfa,1989,3.6948
bfa,1990,3.68629
bfa,1991,3.67149
bfa,1992,3.64656
bfa,1993,3.61331
bfa,1994,3.57297
bfa,1995,3.52688
bfa,1996,3.491
bfa,1997,3.4476
bfa,1998,3.39886
bfa,1999,3.34686
bfa,2000,3.29347
bfa,2001,3.26168
bfa,2002,3.22554
bfa,2003,3.18652
bfa,2004,3.14602
bfa,2005,3.10499
bfa,2006,3.09029
bfa,2007,3.07235
bfa,2008,3.05088
bfa,2009,3.02508
bfa,2010,2.99527
bfa,2011,2.98492
bfa,2012,2.97024
bfa,2013,2.95291
bfa,2014,2.93466
bfa,2015,2.9171
bfa,2016,2.91901
bfa,2017,2.91828
bfa,2018,2.91699
bfa,2019,2.91736
bfa,2020,2.92064
bgd,1960,2.59365
bgd,1961,2.59514
bgd,1962,2.59178
bgd,1963,2.58201
bgd,1964,2.56457
bgd,1965,2.54068
bgd,1966,2.56874
bgd,1967,2.58679
bgd,1968,2.59519
bgd,1969,2.59611
bgd,1970,2.5932
bgd,1971,2.64443
bgd,1972,2.69053
bgd,1973,2.7344
bgd,1974,2.77749
bgd,1975,2.81986
bgd,1976,2.85199
bgd,1977,2.87261
bgd,1978,2.88088
bgd,1979,2.87789
bgd,1980,2.86596
bgd,1981,2.88646
bgd,1982,2.89726
bgd,1983,2.89871
bgd,1984,2.89169
bgd,1985,2.87792
bgd,1986,2.91424
bgd,1987,2.94697
bgd,1988,2.97643
bgd,1989,3.00323
bgd,1990,3.02845
bgd,1991,3.08947
bgd,1992,3.14879
bgd,1993,3.20644
bgd,1994,3.26177
bgd,1995,3.31515
bgd,1996,3.41145
bgd,1997,3.50469
bgd,1998,3.59759
bgd,1999,3.69319
bgd,2000,3.79335
bgd,2001,3.88592
bgd,2002,3.97322
bgd,2003,4.05805
bgd,2004,4.14455
bgd,2005,4.23534
bgd,2006,4.34769
bgd,2007,4.45651
bgd,2008,4.55764
bgd,2009,4.64648
bgd,2010,4.72113
bgd,2011,4.82732
bgd,2012,4.9245
bgd,2013,5.00707
bgd,2014,5.06717
bgd,2015,5.10265
bgd,2016,5.14021
bgd,2017,5.15759
bgd,2018,5.16853
bgd,2019,5.19195
bgd,2020,5.24052
bgr,1960,8.42606
bgr,1961,8.56403
bgr,1962,8.72353
bgr,1963,8.90262
bgr,1964,9.09585
bgr,1965,9.30313
bgr,1966,9.51804
bgr,1967,9.73859
bgr,1968,9.96903
bgr,1969,10.21636
bgr,1970,10.485
bgr,1971,10.75333
bgr,1972,11.01903
bgr,1973,11.2798
bgr,1974,11.53686
bgr,1975,11.79306
bgr,1976,12.06119
bgr,1977,12.33856
bgr,1978,12.59377
bgr,1979,12.77402
bgr,1980,12.85396
bgr,1981,12.82029
bgr,1982,12.67981
bgr,1983,12.50725
bgr,1984,12.41388
bgr,1985,12.4675
bgr,1986,12.74837
bgr,1987,13.14603
bgr,1988,13.61773
bgr,1989,14.09774
bgr,1990,14.54804
bgr,1991,15.0247
bgr,1992,15.47715
bgr,1993,15.9163
bgr,1994,16.3542
bgr,1995,16.79661
bgr,1996,17.21959
bgr,1997,17.62638
bgr,1998,18.00471
bgr,1999,18.33681
bgr,2000,18.61072
bgr,2001,18.93157
bgr,2002,19.18963
bgr,2003,19.40089
bgr,2004,19.58693
bgr,2005,19.7644
bgr,2006,19.9532
bgr,2007,20.1305
bgr,2008,20.32113
bgr,2009,20.56481
bgr,2010,20.88947
bgr,2011,21.26581
bgr,2012,21.72879
bgr,2013,22.24091
bgr,2014,22.74117
bgr,2015,23.19161
bgr,2016,23.66524
bgr,2017,24.06048
bgr,2018,24.39619
bgr,2019,24.70557
bgr,2020,25.00646
bhr,1960,3.20272
bhr,1961,3.02913
bhr,1962,2.82669
bhr,1963,2.56653
bhr,1964,2.25865
bhr,1965,1.89997
bhr,1966,1.98642
bhr,1967,2.089
bhr,1968,2.21386
bhr,1969,2.37205
bhr,1970,2.56644
bhr,1971,2.5563
bhr,1972,2.56364
bhr,1973,2.57366
bhr,1974,2.56624
bhr,1975,2.53537
bhr,1976,2.47829
bhr,1977,2.39717
bhr,1978,2.32498
bhr,1979,2.27397
bhr,1980,2.26165
bhr,1981,2.39796
bhr,1982,2.52405
bhr,1983,2.63271
bhr,1984,2.72282
bhr,1985,2.79834
bhr,1986,2.7232
bhr,1987,2.64229
bhr,1988,2.54304
bhr,1989,2.43779
bhr,1990,2.3527
bhr,1991,2.45317
bhr,1992,2.54799
bhr,1993,2.61475
bhr,1994,2.65163
bhr,1995,2.67671
bhr,1996,2.75675
bhr,1997,2.82087
bhr,1998,2.84532
bhr,1999,2.83159
bhr,2000,2.81031
bhr,2001,2.7864
bhr,2002,2.77979
bhr,2003,2.78372
bhr,2004,2.78802
bhr,2005,2.78663
bhr,2006,2.78353
bhr,2007,2.78884
bhr,2008,2.79933
bhr,2009,2.81172
bhr,2010,2.82597
bhr,2011,2.84226
bhr,2012,2.85233
bhr,2013,2.86284
bhr,2014,2.87693
bhr,2015,2.89946
bhr,2016,2.94346
bhr,2017,3.00328
bhr,2018,3.09134
bhr,2019,3.22187
bhr,2020,3.39888
bhs,1960,4.30651
bhs,1961,4.23169
bhs,1962,4.166
bhs,1963,4.12678
bhs,1964,4.09701
bhs,1965,4.07793
bhs,1966,4.03214
bhs,1967,3.99917
bhs,1968,3.98046
bhs,1969,3.97834
bhs,1970,3.99078
bhs,1971,4.0575
bhs,1972,4.10655
bhs,1973,4.14846
bhs,1974,4.19103
bhs,1975,4.25096
bhs,1976,4.32063
bhs,1977,4.40137
bhs,1978,4.49587
bhs,1979,4.58163
bhs,1980,4.63471
bhs,1981,4.6982
bhs,1982,4.72106
bhs,1983,4.72895
bhs,1984,4.73352
bhs,1985,4.75276
bhs,1986,4.75787
bhs,1987,4.78363
bhs,1988,4.82475
bhs,1989,4.87407
bhs,1990,4.91739
bhs,1991,4.99719
bhs,1992,5.07039
bhs,1993,5.14118
bhs,1994,5.23218
bhs,1995,5.33631
bhs,1996,5.48446
bhs,1997,5.6438
bhs,1998,5.82202
bhs,1999,6.00614
bhs,2000,6.19284
bhs,2001,6.28772
bhs,2002,6.36589
bhs,2003,6.42642
bhs,2004,6.46887
bhs,2005,6.50367
bhs,2006,6.54659
bhs,2007,6.58614
bhs,2008,6.62716
bhs,2009,6.66944
bhs,2010,6.71627
bhs,2011,6.81823
bhs,2012,6.92799
bhs,2013,7.05107
bhs,2014,7.18707
bhs,2015,7.33883
bhs,2016,7.53628
bhs,2017,7.73305
bhs,2018,7.94905
bhs,2019,8.2025
bhs,2020,8.50684
bih,1960,3.9091
bih,1961,3.99811
bih,1962,4.11157
bih,1963,4.238
bih,1964,4.36124
bih,1965,4.47436
bih,1966,4.58008
bih,1967,4.66911
bih,1968,4.74836
bih,1969,4.8288
bih,1970,4.91883
bih,1971,5.12705
bih,1972,5.33578
bih,1973,5.54186
bih,1974,5.74146
bih,1975,5.93151
bih,1976,6.12272
bih,1977,6.31499
bih,1978,6.4933
bih,1979,6.62901
bih,1980,6.71026
bih,1981,6.72728
bih,1982,6.69267
bih,1983,6.64403
bih,1984,6.63266
bih,1985,6.6873
bih,1986,6.89011
bih,1987,7.1627
bih,1988,7.4981
bih,1989,7.8822
bih,1990,8.30882
bih,1991,8.8061
bih,1992,9.32529
bih,1993,9.86619
bih,1994,10.4234
bih,1995,10.98408
bih,1996,11.36336
bih,1997,11.71298
bih,1998,12.0539
bih,1999,12.42289
bih,2000,12.84078
bih,2001,13.39257
bih,2002,14.01765
bih,2003,14.64834
bih,2004,15.17559
bih,2005,15.53943
bih,2006,15.8041
bih,2007,15.89296
bih,2008,15.89211
bih,2009,15.93308
bih,2010,16.08958
bih,2011,16.12757
bih,2012,16.22438
bih,2013,16.33027
bih,2014,16.41821
bih,2015,16.51229
bih,2016,17.13537
bih,2017,17.83331
bih,2018,18.58478
bih,2019,19.35442
bih,2020,20.11795
blr,1960,9.85168
blr,1961,9.80516
blr,1962,9.76466
blr,1963,9.74733
blr,1964,9.77366
blr,1965,9.85576
blr,1966,10.05219
blr,1967,10.29631
blr,1968,10.56952
blr,1969,10.84188
blr,1970,11.09464
blr,1971,11.37324
blr,1972,11.61665
blr,1973,11.86244
blr,1974,12.14637
blr,1975,12.47417
blr,1976,12.79394
blr,1977,13.14329
blr,1978,13.46727
blr,1979,13.68802
blr,1980,13.77359
blr,1981,13.70696
