geo,time,sp_pop_65up_fe_zs
lbn,2020,8.25366
lbr,1960,3.17739
lbr,1961,3.18734
lbr,1962,3.18952
lbr,1963,3.18324
lbr,1964,3.1721
lbr,1965,3.15734
lbr,1966,3.15307
lbr,1967,3.14407
lbr,1968,3.13059
lbr,1969,3.11319
lbr,1970,3.09164
lbr,1971,3.08552
lbr,1972,3.07484
lbr,1973,3.06052
lbr,1974,3.046
lbr,1975,3.03216
lbr,1976,3.03646
lbr,1977,3.04052
lbr,1978,3.04435
lbr,1979,3.04599
lbr,1980,3.0444
lbr,1981,3.05671
lbr,1982,3.06302
lbr,1983,3.06798
lbr,1984,3.07906
lbr,1985,3.10328
lbr,1986,3.15899
lbr,1987,3.20777
lbr,1988,3.24938
lbr,1989,3.27862
lbr,1990,3.29315
lbr,1991,3.36196
lbr,1992,3.42383
lbr,1993,3.47588
lbr,1994,3.50638
lbr,1995,3.50384
lbr,1996,3.50598
lbr,1997,3.51576
lbr,1998,3.53447
lbr,1999,3.57005
lbr,2000,3.62971
lbr,2001,3.63489
lbr,2002,3.63718
lbr,2003,3.6382
lbr,2004,3.63617
lbr,2005,3.6277
lbr,2006,3.6365
lbr,2007,3.64796
lbr,2008,3.6559
lbr,2009,3.6549
lbr,2010,3.64547
lbr,2011,3.62532
lbr,2012,3.59212
lbr,2013,3.55661
lbr,2014,3.53055
lbr,2015,3.51967
lbr,2016,3.54685
lbr,2017,3.58111
lbr,2018,3.62061
lbr,2019,3.66199
lbr,2020,3.70314
lby,1960,3.52911
lby,1961,3.49528
lby,1962,3.44255
lby,1963,3.37762
lby,1964,3.30841
lby,1965,3.23719
lby,1966,3.20538
lby,1967,3.16805
lby,1968,3.12626
lby,1969,3.08157
lby,1970,3.03434
lby,1971,3.01177
lby,1972,2.98901
lby,1973,2.96682
lby,1974,2.94579
lby,1975,2.92834
lby,1976,2.92931
lby,1977,2.93215
lby,1978,2.93688
lby,1979,2.94365
lby,1980,2.9534
lby,1981,2.97222
lby,1982,2.99142
lby,1983,3.01444
lby,1984,3.04399
lby,1985,3.0814
lby,1986,3.12969
lby,1987,3.17992
lby,1988,3.23268
lby,1989,3.28875
lby,1990,3.34843
lby,1991,3.40675
lby,1992,3.46978
lby,1993,3.53617
lby,1994,3.60392
lby,1995,3.67139
lby,1996,3.74213
lby,1997,3.8058
lby,1998,3.86522
lby,1999,3.92436
lby,2000,3.98519
lby,2001,4.04164
lby,2002,4.09592
lby,2003,4.14727
lby,2004,4.19368
lby,2005,4.23367
lby,2006,4.29906
lby,2007,4.35883
lby,2008,4.41127
lby,2009,4.45395
lby,2010,4.48652
lby,2011,4.5157
lby,2012,4.53654
lby,2013,4.55497
lby,2014,4.58033
lby,2015,4.61824
lby,2016,4.67136
lby,2017,4.74197
lby,2018,4.82591
lby,2019,4.91708
lby,2020,5.01342
lca,1960,4.9019
lca,1961,5.00138
lca,1962,5.08829
lca,1963,5.13302
lca,1964,5.12549
lca,1965,5.09008
lca,1966,5.1766
lca,1967,5.2455
lca,1968,5.27129
lca,1969,5.25466
lca,1970,5.22287
lca,1971,5.27753
lca,1972,5.3147
lca,1973,5.34569
lca,1974,5.37039
lca,1975,5.38761
lca,1976,5.44216
lca,1977,5.47391
lca,1978,5.47934
lca,1979,5.47408
lca,1980,5.45999
lca,1981,5.5478
lca,1982,5.64392
lca,1983,5.72471
lca,1984,5.78918
lca,1985,5.82591
lca,1986,6.25831
lca,1987,6.69259
lca,1988,7.11191
lca,1989,7.51325
lca,1990,7.91085
lca,1991,7.94531
lca,1992,7.94295
lca,1993,7.93503
lca,1994,7.93558
lca,1995,7.95231
lca,1996,7.90563
lca,1997,7.87287
lca,1998,7.84859
lca,1999,7.82188
lca,2000,7.79769
lca,2001,7.73764
lca,2002,7.67773
lca,2003,7.62068
lca,2004,7.56417
lca,2005,7.50561
lca,2006,7.72299
lca,2007,7.96512
lca,2008,8.2383
lca,2009,8.54949
lca,2010,8.9228
lca,2011,9.02726
lca,2012,9.15032
lca,2013,9.27909
lca,2014,9.41095
lca,2015,9.53476
lca,2016,9.6812
lca,2017,9.82055
lca,2018,9.97725
lca,2019,10.16988
lca,2020,10.41016
lka,1960,4.29892
lka,1961,4.16851
lka,1962,4.05095
lka,1963,3.94378
lka,1964,3.84442
lka,1965,3.75326
lka,1966,3.72108
lka,1967,3.68909
lka,1968,3.66145
lka,1969,3.64235
lka,1970,3.63344
lka,1971,3.67711
lka,1972,3.72734
lka,1973,3.78299
lka,1974,3.8404
lka,1975,3.89796
lka,1976,3.97618
lka,1977,4.04914
lka,1978,4.11944
lka,1979,4.19131
lka,1980,4.26728
lka,1981,4.36355
lka,1982,4.46393
lka,1983,4.57043
lka,1984,4.68501
lka,1985,4.8091
lka,1986,4.93008
lka,1987,5.05977
lka,1988,5.19701
lka,1989,5.33935
lka,1990,5.48524
lka,1991,5.62788
lka,1992,5.76439
lka,1993,5.89899
lka,1994,6.03627
lka,1995,6.17957
lka,1996,6.24986
lka,1997,6.31375
lka,1998,6.37271
lka,1999,6.4263
lka,2000,6.4757
lka,2001,6.64349
lka,2002,6.80814
lka,2003,6.97329
lka,2004,7.14694
lka,2005,7.3365
lka,2006,7.46934
lka,2007,7.60868
lka,2008,7.76823
lka,2009,7.96251
lka,2010,8.20364
lka,2011,8.59155
lka,2012,9.02179
lka,2013,9.47872
lka,2014,9.93791
lka,2015,10.3852
lka,2016,10.80165
lka,2017,11.19816
lka,2018,11.59199
lka,2019,12.00717
lka,2020,12.45742
lso,1960,5.4277
lso,1961,5.42212
lso,1962,5.40838
lso,1963,5.38512
lso,1964,5.34894
lso,1965,5.29797
lso,1966,5.26717
lso,1967,5.2202
lso,1968,5.16256
lso,1969,5.1042
lso,1970,5.04815
lso,1971,5.02457
lso,1972,5.00228
lso,1973,4.97875
lso,1974,4.95152
lso,1975,4.91976
lso,1976,4.89715
lso,1977,4.86781
lso,1978,4.83682
lso,1979,4.80749
lso,1980,4.78175
lso,1981,4.7824
lso,1982,4.78378
lso,1983,4.78727
lso,1984,4.79199
lso,1985,4.79818
lso,1986,4.83277
lso,1987,4.87266
lso,1988,4.91999
lso,1989,4.97166
lso,1990,5.02381
lso,1991,5.08683
lso,1992,5.1508
lso,1993,5.22092
lso,1994,5.29234
lso,1995,5.35384
lso,1996,5.33708
lso,1997,5.30324
lso,1998,5.25576
lso,1999,5.20096
lso,2000,5.14146
lso,2001,5.24794
lso,2002,5.34242
lso,2003,5.4272
lso,2004,5.50805
lso,2005,5.58798
lso,2006,5.64708
lso,2007,5.7168
lso,2008,5.79661
lso,2009,5.88709
lso,2010,5.9906
lso,2011,6.01474
lso,2012,6.03604
lso,2013,6.05394
lso,2014,6.0707
lso,2015,6.08768
lso,2016,6.11673
lso,2017,6.15082
lso,2018,6.18819
lso,2019,6.22812
lso,2020,6.27328
ltu,1960,9.26307
ltu,1961,9.49569
ltu,1962,9.74601
ltu,1963,10.00703
ltu,1964,10.2732
ltu,1965,10.54505
ltu,1966,10.80929
ltu,1967,11.06737
ltu,1968,11.32529
ltu,1969,11.5909
ltu,1970,11.86899
ltu,1971,12.13725
ltu,1972,12.39227
ltu,1973,12.63774
ltu,1974,12.87507
ltu,1975,13.10237
ltu,1976,13.24982
ltu,1977,13.40051
ltu,1978,13.52514
ltu,1979,13.58155
ltu,1980,13.55434
ltu,1981,13.43967
ltu,1982,13.22958
ltu,1983,12.98782
ltu,1984,12.80533
ltu,1985,12.73352
ltu,1986,12.76563
ltu,1987,12.89004
ltu,1988,13.08426
ltu,1989,13.31149
ltu,1990,13.55299
ltu,1991,13.88957
ltu,1992,14.23977
ltu,1993,14.59602
ltu,1994,14.94808
ltu,1995,15.28906
ltu,1996,15.70356
ltu,1997,16.09326
ltu,1998,16.46509
ltu,1999,16.83185
ltu,2000,17.20293
ltu,2001,17.69636
ltu,2002,18.19923
ltu,2003,18.70963
ltu,2004,19.21762
ltu,2005,19.71183
ltu,2006,20.11239
ltu,2007,20.47889
ltu,2008,20.81147
ltu,2009,21.11607
ltu,2010,21.40087
ltu,2011,21.72163
ltu,2012,22.03954
ltu,2013,22.36465
ltu,2014,22.70371
ltu,2015,23.05797
ltu,2016,23.38454
ltu,2017,23.77832
ltu,2018,24.26433
ltu,2019,24.81839
ltu,2020,25.39438
lux,1960,11.95372
lux,1961,12.14262
lux,1962,12.33123
lux,1963,12.52386
lux,1964,12.72813
lux,1965,12.94687
lux,1966,13.23392
lux,1967,13.52022
lux,1968,13.80858
lux,1969,14.09264
lux,1970,14.37585
lux,1971,14.62798
lux,1972,14.85668
lux,1973,15.06573
lux,1974,15.25483
lux,1975,15.41749
lux,1976,15.65632
lux,1977,15.86262
lux,1978,16.02537
lux,1979,16.1163
lux,1980,16.12635
lux,1981,16.15571
lux,1982,16.10522
lux,1983,16.01814
lux,1984,15.95986
lux,1985,15.96789
lux,1986,16.02551
lux,1987,16.1382
lux,1988,16.28661
lux,1989,16.43621
lux,1990,16.57093
lux,1991,16.66793
lux,1992,16.75052
lux,1993,16.81116
lux,1994,16.84954
lux,1995,16.86674
lux,1996,16.8854
lux,1997,16.87439
lux,1998,16.84071
lux,1999,16.79591
lux,2000,16.75139
lux,2001,16.78585
lux,2002,16.81018
lux,2003,16.82112
lux,2004,16.81724
lux,2005,16.79595
lux,2006,16.63816
lux,2007,16.46403
lux,2008,16.28909
lux,2009,16.13866
lux,2010,16.02274
lux,2011,15.90945
lux,2012,15.8178
lux,2013,15.74479
lux,2014,15.69236
lux,2015,15.66383
lux,2016,15.65662
lux,2017,15.67734
lux,2018,15.70866
lux,2019,15.76029
lux,2020,15.83864
lva,1960,12.66207
lva,1961,12.80894
lva,1962,12.95152
lva,1963,13.10467
lva,1964,13.28653
lva,1965,13.50751
lva,1966,13.76684
lva,1967,14.05066
lva,1968,14.34611
lva,1969,14.63306
lva,1970,14.90069
lva,1971,15.14794
lva,1972,15.33634
lva,1973,15.49111
lva,1974,15.65114
lva,1975,15.83536
lva,1976,15.98681
lva,1977,16.17745
lva,1978,16.3498
lva,1979,16.40911
lva,1980,16.30956
lva,1981,16.15696
lva,1982,15.83521
lva,1983,15.44277
lva,1984,15.12012
lva,1985,14.94446
lva,1986,14.9034
lva,1987,14.97599
lva,1988,15.12901
lva,1989,15.31181
lva,1990,15.50061
lva,1991,15.90926
lva,1992,16.34971
lva,1993,16.8018
lva,1994,17.22838
lva,1995,17.60538
lva,1996,17.95018
lva,1997,18.21002
lva,1998,18.42698
lva,1999,18.66122
lva,2000,18.94364
lva,2001,19.38131
lva,2002,19.82904
lva,2003,20.27307
lva,2004,20.68148
lva,2005,21.03236
lva,2006,21.42319
lva,2007,21.78735
lva,2008,22.11884
lva,2009,22.41435
lva,2010,22.67963
lva,2011,23.03931
lva,2012,23.37539
lva,2013,23.6989
lva,2014,24.01983
lva,2015,24.34073
lva,2016,24.50801
lva,2017,24.67713
lva,2018,24.92096
lva,2019,25.26575
lva,2020,25.67998
mac,1960,6.46972
mac,1961,6.41107
mac,1962,6.31462
mac,1963,6.18444
mac,1964,6.05385
mac,1965,5.93565
mac,1966,5.84417
mac,1967,5.78945
mac,1968,5.75892
mac,1969,5.73226
mac,1970,5.70638
mac,1971,5.94578
mac,1972,6.19754
mac,1973,6.45672
mac,1974,6.73716
mac,1975,7.04088
mac,1976,7.44238
mac,1977,7.88103
mac,1978,8.35474
mac,1979,8.83975
mac,1980,9.34926
mac,1981,9.29009
mac,1982,9.17486
mac,1983,9.0322
mac,1984,8.89772
mac,1985,8.77418
mac,1986,8.48167
mac,1987,8.24685
mac,1988,8.05559
mac,1989,7.8863
mac,1990,7.73754
mac,1991,7.84432
mac,1992,7.95445
mac,1993,8.05454
mac,1994,8.15579
mac,1995,8.25393
mac,1996,8.28676
mac,1997,8.31661
mac,1998,8.34737
mac,1999,8.36789
mac,2000,8.36848
mac,2001,8.23986
mac,2002,8.11255
mac,2003,8.00395
mac,2004,7.9151
mac,2005,7.85131
mac,2006,7.74605
mac,2007,7.61742
mac,2008,7.48318
mac,2009,7.37746
mac,2010,7.3339
mac,2011,7.47455
mac,2012,7.6847
mac,2013,7.96765
mac,2014,8.32291
mac,2015,8.75302
mac,2016,9.28232
mac,2017,9.88794
mac,2018,10.55703
mac,2019,11.26706
mac,2020,12.00622
mar,1960,3.20757
mar,1961,3.2613
mar,1962,3.30198
mar,1963,3.33623
mar,1964,3.37336
mar,1965,3.41717
mar,1966,3.48607
mar,1967,3.55678
mar,1968,3.6244
mar,1969,3.68062
mar,1970,3.72157
mar,1971,3.75393
mar,1972,3.77458
mar,1973,3.7833
mar,1974,3.77873
mar,1975,3.76077
mar,1976,3.73039
mar,1977,3.68991
mar,1978,3.64589
mar,1979,3.60528
mar,1980,3.57244
mar,1981,3.56359
mar,1982,3.56025
mar,1983,3.56848
mar,1984,3.59674
mar,1985,3.65013
mar,1986,3.73805
mar,1987,3.84697
mar,1988,3.97383
mar,1989,4.1142
mar,1990,4.26518
mar,1991,4.43773
mar,1992,4.61019
mar,1993,4.78098
mar,1994,4.94904
mar,1995,5.11409
mar,1996,5.2585
mar,1997,5.399
mar,1998,5.5357
mar,1999,5.66658
mar,2000,5.79117
mar,2001,5.91631
mar,2002,6.02777
mar,2003,6.1289
mar,2004,6.22445
mar,2005,6.31634
mar,2006,6.4087
mar,2007,6.50673
mar,2008,6.60113
mar,2009,6.67566
mar,2010,6.72398
mar,2011,6.73891
mar,2012,6.72985
mar,2013,6.72401
mar,2014,6.7601
mar,2015,6.86021
mar,2016,6.99521
mar,2017,7.18979
mar,2018,7.43326
mar,2019,7.708
mar,2020,8.00381
mda,1960,7.33766
mda,1961,7.21935
mda,1962,7.10478
mda,1963,7.00861
mda,1964,6.94974
mda,1965,6.93613
mda,1966,7.02605
mda,1967,7.14926
mda,1968,7.28482
mda,1969,7.39916
mda,1970,7.47557
mda,1971,7.58956
mda,1972,7.65217
mda,1973,7.71185
mda,1974,7.82267
mda,1975,8.00222
mda,1976,8.24059
mda,1977,8.52968
mda,1978,8.81548
mda,1979,9.02465
mda,1980,9.12945
mda,1981,9.17576
mda,1982,9.12301
mda,1983,9.02928
mda,1984,8.97944
mda,1985,9.01854
mda,1986,9.1566
mda,1987,9.34959
mda,1988,9.57591
mda,1989,9.80507
mda,1990,10.02391
mda,1991,10.23317
mda,1992,10.43598
mda,1993,10.61857
mda,1994,10.7581
mda,1995,10.84248
mda,1996,11.00902
mda,1997,11.10146
mda,1998,11.15154
mda,1999,11.19781
mda,2000,11.25388
mda,2001,11.42228
mda,2002,11.59989
mda,2003,11.76551
mda,2004,11.8819
mda,2005,11.92832
mda,2006,12.07452
mda,2007,12.16626
mda,2008,12.21318
mda,2009,12.22676
mda,2010,12.21532
mda,2011,12.20624
mda,2012,12.13755
mda,2013,12.0467
mda,2014,12.02123
mda,2015,12.13959
mda,2016,12.56349
mda,2017,13.14638
mda,2018,13.82301
mda,2019,14.49542
mda,2020,15.10768
mdg,1960,3.60509
mdg,1961,3.63266
mdg,1962,3.64384
mdg,1963,3.64397
mdg,1964,3.64104
mdg,1965,3.63819
mdg,1966,3.66481
mdg,1967,3.6824
mdg,1968,3.69458
mdg,1969,3.70506
mdg,1970,3.7147
mdg,1971,3.75258
mdg,1972,3.78527
mdg,1973,3.80153
mdg,1974,3.78763
mdg,1975,3.73888
mdg,1976,3.6886
mdg,1977,3.61348
mdg,1978,3.52028
mdg,1979,3.41598
mdg,1980,3.30512
mdg,1981,3.23164
mdg,1982,3.15254
mdg,1983,3.07413
mdg,1984,3.00358
mdg,1985,2.94497
mdg,1986,2.91444
mdg,1987,2.89
mdg,1988,2.87017
mdg,1989,2.85282
mdg,1990,2.83698
mdg,1991,2.84611
mdg,1992,2.85396
mdg,1993,2.86207
mdg,1994,2.87233
mdg,1995,2.8856
mdg,1996,2.90745
mdg,1997,2.92698
mdg,1998,2.9433
mdg,1999,2.95545
mdg,2000,2.96349
mdg,2001,2.98058
mdg,2002,2.99474
mdg,2003,3.00534
mdg,2004,3.01083
mdg,2005,3.01144
mdg,2006,3.02074
mdg,2007,3.02468
mdg,2008,3.02526
mdg,2009,3.02387
mdg,2010,3.02196
mdg,2011,3.02289
mdg,2012,3.02155
mdg,2013,3.0242
mdg,2014,3.038
mdg,2015,3.06654
mdg,2016,3.11393
mdg,2017,3.16937
mdg,2018,3.23027
mdg,2019,3.2932
mdg,2020,3.35682
mdv,1960,1.97396
mdv,1961,1.95656
mdv,1962,1.92219
mdv,1963,1.88742
mdv,1964,1.84802
mdv,1965,1.78683
mdv,1966,1.76572
mdv,1967,1.73425
mdv,1968,1.70362
mdv,1969,1.67585
mdv,1970,1.6511
mdv,1971,1.66354
mdv,1972,1.67305
mdv,1973,1.68875
mdv,1974,1.71185
mdv,1975,1.72757
mdv,1976,1.77824
mdv,1977,1.82862
mdv,1978,1.87434
mdv,1979,1.91294
mdv,1980,1.94508
mdv,1981,1.97454
mdv,1982,1.99443
mdv,1983,2.00622
mdv,1984,2.01846
mdv,1985,2.04149
mdv,1986,2.06916
mdv,1987,2.10333
mdv,1988,2.13795
mdv,1989,2.16624
mdv,1990,2.19196
mdv,1991,2.23989
mdv,1992,2.29334
mdv,1993,2.33833
mdv,1994,2.3916
mdv,1995,2.46345
mdv,1996,2.56782
mdv,1997,2.68321
mdv,1998,2.80835
mdv,1999,2.94893
mdv,2000,3.10671
mdv,2001,3.28063
mdv,2002,3.46356
mdv,2003,3.64551
mdv,2004,3.82668
mdv,2005,3.99002
mdv,2006,4.14636
mdv,2007,4.2868
mdv,2008,4.41087
mdv,2009,4.50762
mdv,2010,4.58124
mdv,2011,4.60451
mdv,2012,4.61466
mdv,2013,4.62134
mdv,2014,4.63609
mdv,2015,4.66529
mdv,2016,4.66749
mdv,2017,4.66781
mdv,2018,4.68058
mdv,2019,4.71863
mdv,2020,4.79672
mex,1960,3.58285
mex,1961,3.62971
mex,1962,3.67403
mex,1963,3.71723
mex,1964,3.76155
mex,1965,3.80771
mex,1966,3.85612
mex,1967,3.90316
mex,1968,3.94677
mex,1969,3.98337
mex,1970,4.01165
mex,1971,4.03631
mex,1972,4.05357
mex,1973,4.06774
mex,1974,4.08495
mex,1975,4.10875
mex,1976,4.14663
mex,1977,4.19063
mex,1978,4.23546
mex,1979,4.27384
mex,1980,4.3034
mex,1981,4.32277
mex,1982,4.33391
mex,1983,4.3449
mex,1984,4.36504
mex,1985,4.39871
mex,1986,4.45317
mex,1987,4.51509
mex,1988,4.58411
mex,1989,4.65964
mex,1990,4.74157
mex,1991,4.81847
mex,1992,4.90159
mex,1993,4.98879
mex,1994,5.07711
mex,1995,5.16551
mex,1996,5.26132
mex,1997,5.35501
mex,1998,5.44668
mex,1999,5.53653
mex,2000,5.62582
mex,2001,5.71112
mex,2002,5.79291
mex,2003,5.87738
mex,2004,5.97161
mex,2005,6.07989
mex,2006,6.16462
mex,2007,6.26219
mex,2008,6.36997
mex,2009,6.48377
mex,2010,6.60324
mex,2011,6.7063
mex,2012,6.81063
mex,2013,6.9256
mex,2014,7.06313
mex,2015,7.2297
mex,2016,7.39015
mex,2017,7.57375
mex,2018,7.7771
mex,2019,7.99465
mex,2020,8.22467
mkd,1960,5.19622
mkd,1961,5.14239
mkd,1962,5.07492
mkd,1963,5.00053
mkd,1964,4.92988
mkd,1965,4.86572
mkd,1966,4.88986
mkd,1967,4.91799
mkd,1968,4.95451
mkd,1969,5.00488
mkd,1970,5.07147
mkd,1971,5.20156
mkd,1972,5.34489
mkd,1973,5.50138
mkd,1974,5.66947
mkd,1975,5.8473
mkd,1976,6.03347
mkd,1977,6.225
mkd,1978,6.40138
mkd,1979,6.53109
mkd,1980,6.60273
mkd,1981,6.60038
mkd,1982,6.54233
mkd,1983,6.46997
mkd,1984,6.43783
mkd,1985,6.47731
mkd,1986,6.62495
mkd,1987,6.83329
mkd,1988,7.09212
mkd,1989,7.38314
mkd,1990,7.6956
mkd,1991,8.05583
mkd,1992,8.43155
mkd,1993,8.81925
mkd,1994,9.21298
mkd,1995,9.60701
mkd,1996,9.89309
mkd,1997,10.17016
mkd,1998,10.44133
mkd,1999,10.70924
mkd,2000,10.9747
mkd,2001,11.27175
mkd,2002,11.55612
mkd,2003,11.8282
mkd,2004,12.0853
mkd,2005,12.32706
mkd,2006,12.47069
mkd,2007,12.60128
mkd,2008,12.72511
mkd,2009,12.84824
mkd,2010,12.976
mkd,2011,13.15439
mkd,2012,13.32573
mkd,2013,13.51024
mkd,2014,13.73883
mkd,2015,14.0286
mkd,2016,14.37068
mkd,2017,14.7671
mkd,2018,15.19639
mkd,2019,15.62479
mkd,2020,16.03411
mli,1960,2.29401
mli,1961,2.33703
mli,1962,2.36454
mli,1963,2.38114
mli,1964,2.39377
mli,1965,2.40635
mli,1966,2.4925
mli,1967,2.57398
mli,1968,2.64832
mli,1969,2.7125
mli,1970,2.76559
mli,1971,2.86856
mli,1972,2.96131
mli,1973,3.04209
mli,1974,3.11051
mli,1975,3.16704
mli,1976,3.26047
mli,1977,3.34213
mli,1978,3.41232
mli,1979,3.47188
mli,1980,3.52149
mli,1981,3.60693
mli,1982,3.68335
mli,1983,3.7482
mli,1984,3.79898
mli,1985,3.83434
mli,1986,3.89168
mli,1987,3.93917
mli,1988,3.97846
mli,1989,4.00953
mli,1990,4.03133
mli,1991,4.01907
mli,1992,3.99483
mli,1993,3.96014
mli,1994,3.91645
mli,1995,3.8648
mli,1996,3.80828
mli,1997,3.74442
mli,1998,3.67392
mli,1999,3.59593
mli,2000,3.51121
mli,2001,3.45064
mli,2002,3.38018
mli,2003,3.30576
mli,2004,3.23492
mli,2005,3.17076
mli,2006,3.14785
mli,2007,3.12775
mli,2008,3.10496
mli,2009,3.07238
mli,2010,3.02832
mli,2011,2.99918
mli,2012,2.9592
mli,2013,2.91462
mli,2014,2.87266
mli,2015,2.8371
mli,2016,2.82862
mli,2017,2.82102
mli,2018,2.8123
mli,2019,2.79912
mli,2020,2.78063
mlt,1960,8.04002
mlt,1961,8.2089
mlt,1962,8.3727
mlt,1963,8.53703
mlt,1964,8.7072
mlt,1965,8.90936
mlt,1966,9.17138
mlt,1967,9.50682
mlt,1968,9.89429
mlt,1969,10.30519
mlt,1970,10.71541
mlt,1971,10.83309
mlt,1972,10.87331
mlt,1973,10.85258
mlt,1974,10.80691
mlt,1975,10.75451
mlt,1976,10.75805
mlt,1977,10.76573
mlt,1978,10.76788
mlt,1979,10.74708
mlt,1980,10.70259
mlt,1981,10.75075
mlt,1982,10.75271
mlt,1983,10.72826
mlt,1984,10.70398
mlt,1985,10.70827
mlt,1986,10.87915
mlt,1987,11.10441
mlt,1988,11.35712
mlt,1989,11.60646
mlt,1990,11.83145
mlt,1991,12.06221
mlt,1992,12.27309
mlt,1993,12.47945
mlt,1994,12.70234
mlt,1995,12.94859
mlt,1996,13.2022
mlt,1997,13.46389
mlt,1998,13.73099
mlt,1999,13.99968
mlt,2000,14.26872
mlt,2001,14.50056
mlt,2002,14.75758
mlt,2003,15.03488
mlt,2004,15.331
mlt,2005,15.63963
mlt,2006,15.9222
mlt,2007,16.22004
mlt,2008,16.59257
mlt,2009,17.09271
mlt,2010,17.72642
mlt,2011,18.24161
mlt,2012,18.85972
mlt,2013,19.54296
mlt,2014,20.21868
mlt,2015,20.8331
mlt,2016,21.393
mlt,2017,21.86753
mlt,2018,22.29323
mlt,2019,22.72831
mlt,2020,23.20972
mmr,1960,3.72356
mmr,1961,3.76985
mmr,1962,3.79758
mmr,1963,3.81331
mmr,1964,3.82595
mmr,1965,3.83898
mmr,1966,3.8811
mmr,1967,3.91823
mmr,1968,3.94892
mmr,1969,3.97047
mmr,1970,3.98264
mmr,1971,4.01858
mmr,1972,4.04703
mmr,1973,4.0676
mmr,1974,4.07988
mmr,1975,4.08456
mmr,1976,4.11178
mmr,1977,4.12845
mmr,1978,4.13949
mmr,1979,4.15098
mmr,1980,4.16586
mmr,1981,4.20887
mmr,1982,4.25068
mmr,1983,4.28922
mmr,1984,4.32153
mmr,1985,4.34731
mmr,1986,4.39178
mmr,1987,4.42974
mmr,1988,4.46493
mmr,1989,4.50167
mmr,1990,4.54262
mmr,1991,4.62016
mmr,1992,4.69375
mmr,1993,4.7632
mmr,1994,4.8274
mmr,1995,4.88537
mmr,1996,4.95446
mmr,1997,5.01277
mmr,1998,5.06092
mmr,1999,5.09883
mmr,2000,5.12709
mmr,2001,5.1775
mmr,2002,5.21797
mmr,2003,5.24912
mmr,2004,5.27123
mmr,2005,5.28596
mmr,2006,5.32926
mmr,2007,5.37074
mmr,2008,5.41061
mmr,2009,5.44765
mmr,2010,5.4833
mmr,2011,5.54193
mmr,2012,5.59417
mmr,2013,5.65767
mmr,2014,5.75596
mmr,2015,5.90147
mmr,2016,6.11637
mmr,2017,6.36644
mmr,2018,6.64037
mmr,2019,6.921
mmr,2020,7.19904
mne,1960,7.07846
mne,1961,7.0885
mne,1962,7.07502
mne,1963,7.04821
mne,1964,7.0237
mne,1965,7.01165
mne,1966,7.19163
mne,1967,7.40828
mne,1968,7.66707
mne,1969,7.97125
mne,1970,8.30974
mne,1971,8.50496
mne,1972,8.68654
mne,1973,8.85292
mne,1974,9.01708
mne,1975,9.18141
mne,1976,9.36191
mne,1977,9.55088
mne,1978,9.72932
mne,1979,9.86502
mne,1980,9.94377
mne,1981,9.93371
mne,1982,9.86725
mne,1983,9.77778
mne,1984,9.7108
mne,1985,9.69588
mne,1986,9.73652
mne,1987,9.78548
mne,1988,9.83529
mne,1989,9.88396
mne,1990,9.93889
mne,1991,10.14063
mne,1992,10.3826
mne,1993,10.66817
mne,1994,10.99986
mne,1995,11.37921
mne,1996,11.69076
mne,1997,12.02827
mne,1998,12.38353
mne,1999,12.74777
mne,2000,13.11307
mne,2001,13.4845
mne,2002,13.85526
mne,2003,14.20247
mne,2004,14.49609
mne,2005,14.71445
mne,2006,14.79112
mne,2007,14.80561
mne,2008,14.79755
mne,2009,14.81281
mne,2010,14.87911
mne,2011,14.98279
mne,2012,15.118
mne,2013,15.29963
mne,2014,15.53629
mne,2015,15.83293
mne,2016,16.19627
mne,2017,16.60632
mne,2018,17.04131
mne,2019,17.47091
mne,2020,17.87722
mng,1960,5.34934
mng,1961,5.44203
mng,1962,5.50315
mng,1963,5.53425
mng,1964,5.53604
mng,1965,5.512
mng,1966,5.47687
mng,1967,5.42524
mng,1968,5.37281
mng,1969,5.33635
mng,1970,5.32385
mng,1971,5.38855
mng,1972,5.45769
mng,1973,5.51078
mng,1974,5.52261
mng,1975,5.48497
mng,1976,5.40369
mng,1977,5.28536
mng,1978,5.15522
mng,1979,5.03817
mng,1980,4.94828
mng,1981,4.909
mng,1982,4.88098
mng,1983,4.85414
mng,1984,4.81489
mng,1985,4.75643
mng,1986,4.71696
mng,1987,4.66115
mng,1988,4.59756
mng,1989,4.54009
mng,1990,4.49522
mng,1991,4.44479
mng,1992,4.39411
mng,1993,4.33709
mng,1994,4.26689
mng,1995,4.18304
mng,1996,4.20503
mng,1997,4.20838
mng,1998,4.1944
mng,1999,4.16647
mng,2000,4.12493
mng,2001,4.15453
mng,2002,4.1748
mng,2003,4.18795
mng,2004,4.19503
mng,2005,4.19603
mng,2006,4.238
mng,2007,4.27457
mng,2008,4.30271
mng,2009,4.31897
mng,2010,4.32097
mng,2011,4.34246
mng,2012,4.35616
mng,2013,4.37
mng,2014,4.39563
mng,2015,4.44104
mng,2016,4.50811
mng,2017,4.59597
mng,2018,4.70687
mng,2019,4.84304
mng,2020,5.00688
moz,1960,3.57113
moz,1961,3.60422
moz,1962,3.62878
moz,1963,3.64603
moz,1964,3.65792
moz,1965,3.66561
moz,1966,3.68402
moz,1967,3.69708
moz,1968,3.7052
moz,1969,3.7084
moz,1970,3.70698
moz,1971,3.72042
