geo,time,ny_exp_capm_kn
aus,1996,104887996696.573
aus,1997,119745172024.774
aus,1998,124534011576.91901
aus,1999,120677957760.67999
aus,2000,137925875214.50101
aus,2001,152351103537.521
aus,2002,153838398394.93701
aus,2003,156920142863.87299
aus,2004,170878025808.03201
aus,2005,193511246467.17001
aus,2006,220541139305.61496
aus,2007,246098087805.14496
aus,2008,270441603243.31201
aus,2009,296965711457.70801
aus,2010,299762387023.23401
aus,2011,363962063262.92999
aus,2012,382597474423.85602
aus,2013,364504714773.10199
aus,2014,372050715720.53198
aus,2015,356295855823.31201
aus,2016,341123250673.97498
aus,2017,411368395585.45898
aus,2018,436525812209.93597
aus,2019,479778060675.45203
aus,2020,475088000000
aut,1970,23152889786.7742
aut,1971,24398152842.9192
aut,1972,27235507731.54309
aut,1973,29638427698.4832
aut,1974,30987450485.9483
aut,1975,30461421035.8058
aut,1976,33481064187.7026
aut,1977,34032293913.944
aut,1978,37122120137.53449
aut,1979,40886915179.5929
aut,1980,40954187394.6478
aut,1981,42069231840.9255
aut,1982,42633473945.2709
aut,1983,43155265648.1843
aut,1984,46778517963.4803
aut,1985,50637724501.7331
aut,1986,49151490040.4469
aut,1987,50998967359.4914
aut,1988,55185924232.2035
aut,1989,60684915017.3703
aut,1990,66304616894.1502
aut,1991,68168829207.5764
aut,1992,68625600323.636
aut,1993,66724677871.8919
aut,1994,70734159846.13091
aut,1995,76099826862.17139
aut,1996,78456710478.2532
aut,1997,86167297306.58838
aut,1998,92582304404.5424
aut,1999,98040962922.75821
aut,2000,110167202227.97099
aut,2001,116771265013.767
aut,2002,122640079489.438
aut,2003,124281846848.933
aut,2004,134336317528.673
aut,2005,142143554789.66299
aut,2006,151238758657.47101
aut,2007,161989337762.12201
aut,2008,163461815726.98901
aut,2009,142623372854.97198
aut,2010,158701239453.05301
aut,2011,165213242474.71201
aut,2012,166737003368.14401
aut,2013,168055317726.285
aut,2014,174599522871.35199
aut,2015,182769300000
aut,2016,190078887218.978
aut,2017,197035575814.21301
aut,2018,206588328758.64896
aut,2019,212322353076.38
aut,2020,191269123956.02701
aze,1994,743738253.45775
aze,1995,660726840.40014
aze,1996,709092467.53485
aze,1997,1114789614.57649
aze,1998,1017002539.20367
aze,1999,1295626922.40997
aze,2000,2186440144.90529
aze,2001,2563502456.89655
aze,2002,2906881792.67706
aze,2003,3121198921.13915
aze,2004,4060341179.95809
aze,2005,7881800000
aze,2006,13040942711.2185
aze,2007,20095264989.9943
aze,2008,26950728644.7961
aze,2009,20351828362.0866
aze,2010,24237627414.5782
aze,2011,29326568847.0638
aze,2012,26794656226.5577
aze,2013,25940968911.8133
aze,2014,24189908576.0212
bdi,1997,42136983969.91511
bdi,1998,35305530052.6157
bdi,1999,37106743454.608
bdi,2000,34277860415.0521
bdi,2001,33841679582.35049
bdi,2002,33323357371.38869
bdi,2003,51625499965.5544
bdi,2004,60970907196.2464
bdi,2005,74911128000
bdi,2006,93506670837.6068
bdi,2007,92958240898.18381
bdi,2008,152982590331.20901
bdi,2009,98234077375.0226
bdi,2010,159023589405.461
bdi,2011,138446246213.04199
bdi,2012,172014910986.48401
bdi,2013,164364154165.45401
bdi,2014,142213631279.94101
bdi,2015,219348439695.918
bdi,2016,222120406357.47198
bdi,2017,288502896710.04498
bdi,2018,235814955393.008
bdi,2019,233873464823.75601
bdi,2020,161616648977.91599
bel,1970,54466205068.6295
bel,1971,56212828193.1271
bel,1972,63230424610.7438
bel,1973,72689392794.56779
bel,1974,73583368048.0551
bel,1975,66695912540.9763
bel,1976,74905236700.7995
bel,1977,76931642991.48358
bel,1978,78728795493.82861
bel,1979,84339756457.9789
bel,1980,81022568067.44321
bel,1981,80796873710.5575
bel,1982,82619832731.50569
bel,1983,84569658301.19118
bel,1984,90218234201.75562
bel,1985,91257800729.5446
bel,1986,97687281405.32259
bel,1987,103575293111.83099
bel,1988,115294115004.509
bel,1989,125719643276.41901
bel,1990,131026599559.99001
bel,1991,135117413901.045
bel,1992,142489392440.45901
bel,1993,144044896068.87799
bel,1994,155328763262.133
bel,1995,162923867464.32501
bel,1996,169758083717.07001
bel,1997,185268296685.74301
bel,1998,193970811009.64896
bel,1999,201488385120.30896
bel,2000,222547562775.28
bel,2001,223528958202.64301
bel,2002,232709357465.31296
bel,2003,235814060569.311
bel,2004,248375576851.74301
bel,2005,260233671857.806
bel,2006,273121215239.63101
bel,2007,288413584278.55402
bel,2008,285955574504.25403
bel,2009,261372613637.57001
bel,2010,283639492855.41101
bel,2011,292511053547.68799
bel,2012,291121526675.90002
bel,2013,293220741815.87299
bel,2014,309494079416.52094
bel,2015,324215700000
bel,2016,347246466222.46893
bel,2017,364428266088.73499
bel,2018,363775061328.14899
bel,2019,373829438277.638
bel,2020,355043790286.63898
ben,1960,56531688603.7724
ben,1961,43520779328.5973
ben,1962,33431199066.9381
ben,1963,38774664728.9593
ben,1964,54104162402.0859
ben,1965,79920807416.80409
ben,1966,89007420423.3374
ben,1967,101841939013.414
ben,1968,135582287672.91299
ben,1969,165421561263.771
ben,1970,202122166869.466
ben,1971,249069844199.67401
ben,1972,225760648476.99399
ben,1973,250673398466.608
ben,1974,204088676755.87296
ben,1975,193935209007.65302
ben,1976,174449272151.47501
ben,1977,212262076079.81296
ben,1978,230762349336.89801
ben,1979,290974493161.86603
ben,1980,307456929025.77698
ben,1981,287745353633.37598
ben,1982,269997255899.34399
ben,1983,196343288712.53296
ben,1984,285462182193.26001
ben,1985,343351353920.59998
ben,1986,235247936431.923
ben,1987,208062599150.776
ben,1988,187428713052.77896
ben,1989,182398038191.504
ben,1990,328013029439.37201
ben,1991,396608517709.026
ben,1992,474122744182.06
ben,1993,505343717132.92798
ben,1994,512230450382.90698
ben,1995,517028560714.06299
ben,1996,543956644519.57501
ben,1997,591758263601.526
ben,1998,628970768470.20496
ben,1999,645107452285.625
ben,2000,606180662055.50696
ben,2001,624663403127.12
ben,2002,707121756190.87195
ben,2003,735250407975.66895
ben,2004,754300624421.82385
ben,2005,747024857836.16382
ben,2006,744131314367.30493
ben,2007,949496363590.31299
ben,2008,1049587110952.62
ben,2009,1023833231942.07996
ben,2010,1111661599623.95996
ben,2011,1031114193822.5
ben,2012,1292912520268.80005
ben,2013,1655297727615.84009
ben,2014,2023089378418.16968
ben,2015,1664382000000
ben,2016,1960235946047.56006
ben,2017,2022149515423.84009
ben,2018,2109954101226.3999
ben,2019,2402760727615.56006
ben,2020,1763217404055.41992
bfa,1965,90648793963.814
bfa,1966,98036249064.52499
bfa,1967,95580367981.14009
bfa,1968,125114477378.744
bfa,1969,114666335600.61099
bfa,1970,97235208101.16547
bfa,1971,95001516767.8996
bfa,1972,110337952082.328
bfa,1973,105122503115.965
bfa,1974,133280509332.99699
bfa,1975,113070269490.69299
bfa,1976,128460816299.312
bfa,1977,139354886534.35199
bfa,1978,143824392363.867
bfa,1979,151849444061.67599
bfa,1980,169933603552.28699
bfa,1981,187867494201.45599
bfa,1982,161267451402.42899
bfa,1983,144622227359.05499
bfa,1984,192577635698.56
bfa,1985,201665310495.42496
bfa,1986,207762972600.957
bfa,1987,263364209470.31296
bfa,1988,270553148590.58096
bfa,1989,217265889122.64301
bfa,1990,277985833078.052
bfa,1991,274997102133.98499
bfa,1992,244934027816.52097
bfa,1993,248734533088.07199
bfa,1994,278577939480.45001
bfa,1995,292676394591.53802
bfa,1996,234997686735.48199
bfa,1997,252426257345.20999
bfa,1998,344411514113.38599
bfa,1999,213293231670.034
bfa,2000,221349192533.29001
bfa,2001,235366504475.254
bfa,2002,244788889712.01401
bfa,2003,270528609598.10696
bfa,2004,332557180800.40802
bfa,2005,328290715171.03003
bfa,2006,376968982186.98199
bfa,2007,382228514005.93597
bfa,2008,408459935015.42603
bfa,2009,594870042012.51404
bfa,2010,1026887281302.58997
bfa,2011,1438001353361.98999
bfa,2012,1563632033030.46997
bfa,2013,1669069738006.87988
bfa,2014,1752595227170.62988
bfa,2015,1826311000000
bfa,2016,2006740247936.38965
bfa,2017,2197621776408.34009
bfa,2018,2554390531569.33008
bfa,2019,2857340252401.64014
bgd,1960,237790059008.85599
bgd,1961,269955740253.172
bgd,1962,289024274462.36401
bgd,1963,291150891877.93701
bgd,1964,280787347438.078
bgd,1965,284681340603.52502
bgd,1966,333105804513.94702
bgd,1967,353742965475.14301
bgd,1968,324769557300.31403
bgd,1969,341430305160.97101
bgd,1970,363521689290.38898
bgd,1971,251464692005.99301
bgd,1972,176987300161.17999
bgd,1973,117191768538.761
bgd,1974,47613224998.2667
bgd,1975,42429319982.0404
bgd,1976,43970354780.9334
bgd,1977,51405792825.4203
bgd,1978,51489685235.6854
bgd,1979,61544649730.7396
bgd,1980,65246149580.767
bgd,1981,36655660526.9697
bgd,1982,36053819314.5974
bgd,1983,40280467609.4512
bgd,1984,25041693147.6882
bgd,1985,44492849079.4852
bgd,1986,44520993256.0106
bgd,1987,45842921031.9287
bgd,1988,51189974312.9411
bgd,1989,57589557228.1112
bgd,1990,65731877959.07649
bgd,1991,67273169196.9808
bgd,1992,69189914338.8
bgd,1993,98931308922.9034
bgd,1994,94328606579.2095
bgd,1995,135049395602.132
bgd,1996,145880040976.09299
bgd,1997,168738429336.19199
bgd,1998,193128840674.22296
bgd,1999,191584157818.34296
bgd,2000,217160343313.18097
bgd,2001,241128878404.20901
bgd,2002,240373553370.98599
bgd,2003,245242174448.43497
bgd,2004,456283428307.88
bgd,2005,638886965288.30396
bgd,2006,788788000000
bgd,2007,901544828577.83813
bgd,2008,844753992633.75183
bgd,2009,850989740979.23999
bgd,2010,861630289673.552
bgd,2011,1095733959729.45996
bgd,2012,1205792017899.95996
bgd,2013,1235357317335.38989
bgd,2014,1273454322721.46997
bgd,2015,1237415672499.16992
bgd,2016,1282627650995.68994
bgd,2017,1252580140480.07007
bgd,2018,1353893067255
bgd,2019,1501979819906.28003
bgd,2020,1217640115019.94995
bgr,1980,118556650808.744
bgr,1981,113090236956.939
bgr,1982,111398058369.48199
bgr,1983,114378497834.84599
bgr,1984,130744105679.62
bgr,1985,136997743466.244
bgr,1986,130770992249.077
bgr,1987,146293926156.867
bgr,1988,132819023515.808
bgr,1989,112184327553.539
bgr,1990,32005576626.0747
bgr,1991,13325052432.68
bgr,1992,12883125968.6969
bgr,1993,13189411307.649
bgr,1994,13558130699.2762
bgr,1995,25564069966.8976
bgr,1996,23228493848.893
bgr,1997,23918807185.3247
bgr,1998,20787343953.2772
bgr,1999,18305383761.1734
bgr,2000,15967664153.3135
bgr,2001,16262814534.6007
bgr,2002,17707050238.3748
bgr,2003,19465113310.7901
bgr,2004,25027881179.0343
bgr,2005,27079340723.04869
bgr,2006,30946311268.6026
bgr,2007,38065470392.3199
bgr,2008,39437807420.956
bgr,2009,35629221962.1397
bgr,2010,39932332802.50089
bgr,2011,46689658403.8093
bgr,2012,46537337343.8492
bgr,2013,50751499321.816
bgr,2014,52940716751.6356
bgr,2015,57164722000
bgr,2016,64194351781.8895
bgr,2017,67998603541.7698
bgr,2018,69994027518.88849
bgr,2019,74565279741.535
bgr,2020,68808587080.6463
bhr,2000,4213034386.69223
bhr,2001,4022652613.712
bhr,2002,4299960166.92675
bhr,2003,4490627553.04102
bhr,2004,4460651870.05631
bhr,2005,4986071358.61837
bhr,2006,5324381183.56265
bhr,2007,5627857064.13902
bhr,2008,6306255631.62797
bhr,2009,5806640966.48005
bhr,2010,6723000000
bhr,2011,9260391173.8082
bhr,2012,10843774290.6721
bhr,2013,11032257416.8748
bhr,2014,10253068728.963
bhr,2015,9264817308.92612
bhr,2016,8795352608.24053
bhr,2017,9394354152.04678
bhr,2018,9770251004.72918
bhr,2019,9770225109.88489
bhs,1989,2389744204.77197
bhs,1990,2466453661.92187
bhs,1991,2263364622.08233
bhs,1992,2228608228.85207
bhs,1993,2277950354.15964
bhs,1994,2309735521.93577
bhs,1995,2246700156.02524
bhs,1996,2279971358.98864
bhs,1997,3839128405.49803
bhs,1998,3166137751.27421
bhs,1999,4267189189.21608
bhs,2000,4432015242.29075
bhs,2001,4134058507.69616
bhs,2002,4808878560.43847
bhs,2003,4620610649.18452
bhs,2004,4763186044.94842
bhs,2005,4892887119.08055
bhs,2006,4698514421.25237
bhs,2007,4866508499.92139
bhs,2008,4509782441.88121
bhs,2009,3881444791.26237
bhs,2010,3826646676.78576
bhs,2011,3783374172.89346
bhs,2012,4087375201.32667
bhs,2013,4242443300.39924
bhs,2014,4308299674.7049
bhs,2015,5011397518.32921
bhs,2016,4812635101.73889
bhs,2017,4632274797.43093
bhs,2018,5148020836.41878
bhs,2019,5216010658.3682
bhs,2020,2871048864.38809
bih,2000,3004576231.11771
bih,2001,3215640084.09167
bih,2002,3075732195.55167
bih,2003,3495080263.87558
bih,2004,4124380722.58319
bih,2005,4851912052.86419
bih,2006,5854239694.32793
bih,2007,6741992375.8696
bih,2008,7000382822.54535
bih,2009,6797791921.8637
bih,2010,7862708702.76607
bih,2011,8021448243.17635
bih,2012,8150890327.90379
bih,2013,8748856787.84616
bih,2014,9082214618.67113
bih,2015,10158360635.8677
bih,2016,11314510017.9461
bih,2017,12709947003.6168
bih,2018,13695458706.4486
bih,2019,13700735991.8638
bih,2020,11494158246.4375
blr,1990,33267156969.2417
blr,1991,31658630500
blr,1992,18726378726.4151
blr,1993,11623009205.1157
blr,1994,10757168413.4514
blr,1995,8001605911.47786
blr,1996,8869236128.98124
blr,1997,11128459080.1762
blr,1998,11064386785.6158
blr,1999,11479333893.7042
blr,2000,12954885799.032
blr,2001,14511263473.7531
blr,2002,15905911950.2135
blr,2003,18039465768.9404
blr,2004,20841735707.2723
blr,2005,22816079937.16
blr,2006,25631098234.2846
blr,2007,26676271101.8818
blr,2008,30418562122.475
blr,2009,25475225800.4108
blr,2010,27821775530.8557
blr,2011,40878477388.7863
blr,2012,48699599104.5458
blr,2013,41753950320.4693
blr,2014,44271060000
blr,2015,40194164482.1339
blr,2016,39438229083.0296
blr,2017,44107136461.5114
blr,2018,48214895202.4059
blr,2019,49084629999.73769
blr,2020,48454513451.5922
blz,1980,349476630.81884
blz,1981,309749151.57876
blz,1982,241268088.7452
blz,1983,240561650.95378
blz,1984,330312285.06095
blz,1985,247559512.21982
blz,1986,304599022.79457
blz,1987,395201796.37791
blz,1988,447664206.8892
blz,1989,470164227.02641
blz,1990,530915560.65858
blz,1992,572387888.3206
blz,1993,578950528.66964
blz,1994,628711250.48975
blz,1995,612395428.67507
blz,1996,658229511.32622
blz,1997,702862469.85288
blz,1998,756783396.71376
blz,1999,823373090.84791
blz,2000,881534600
blz,2001,895335666.92877
blz,2002,992016986.83572
blz,2003,1027990992.59595
blz,2004,1019116077.20887
blz,2005,1096705286.81241
blz,2006,1253113586.27449
blz,2007,1265671471.65287
blz,2008,1285440521.90676
blz,2009,1036700580.69045
blz,2010,1260344718.29356
blz,2011,1366463175.17137
blz,2012,1442783683.99822
blz,2013,1549247106.64236
blz,2014,1559560943.11192
blz,2015,1588709669.17774
blz,2016,1552438462.6592
blz,2017,1700239302.71141
blz,2018,1720115872.491
blz,2019,1551585925.27207
blz,2020,1139541302.57699
bmu,2014,3465611556.21274
bmu,2015,3624906562.31152
bmu,2016,3783907813.15744
bmu,2017,3536346072.13425
bmu,2018,3602285856.67762
bmu,2019,3604647251.24583
bmu,2020,3250011715.92181
bol,1960,836072705.24794
bol,1961,918332549.01398
bol,1962,915716527.9371
bol,1963,1074641379.75998
bol,1964,1379539070.05807
bol,1965,1694255986.67634
bol,1966,1844919324.06791
bol,1967,2159744414.93707
bol,1968,2074648756.32604
bol,1969,2242886806.39942
bol,1970,2454666459.89036
bol,1971,2429011577.46255
bol,1972,2700985870.83537
bol,1973,3067556427.76458
bol,1974,3715775470.37546
bol,1975,2712983820.05016
bol,1976,3106171260.76903
bol,1977,3003257222.82208
bol,1978,2594841687.74378
bol,1979,3015193060.48488
bol,1980,2919932280
bol,1981,3014442060.60606
bol,1982,2167476876.19048
bol,1983,2240219589.40397
bol,1984,2162971220.82082
bol,1985,2378014292.35631
bol,1986,2576833129.88085
bol,1987,2738348253.06488
bol,1988,2709736432.92708
bol,1989,3256371073.15357
bol,1990,3517480000
bol,1991,3313741996.57343
bol,1992,3153925376.52429
bol,1993,3051488626.61402
bol,1994,3592627790.51155
bol,1995,4075142751.43699
bol,1996,4390470862.26408
bol,1997,4329229889.75947
bol,1998,4452151654.1015
bol,1999,3774777469.99801
bol,2000,4271708453.32717
bol,2001,4796071200.09593
bol,2002,5354040674.93051
bol,2003,6720615685.30724
bol,2004,8634609056.49868
bol,2005,9281459755.964
bol,2006,11233879347.1378
bol,2007,11218189831.8084
bol,2008,11906697412.0475
bol,2009,9811472015.58116
bol,2010,12041870518.6884
bol,2011,13486720416.3237
bol,2012,15286112589.1318
bol,2013,15726898204.7693
bol,2014,15724533846.2593
bol,2015,12009694199.4676
bol,2016,10601373806.861
bol,2017,11423489735.7226
bol,2018,12416672608.4201
bol,2019,11991471536.9076
bol,2020,9119952025.72468
bra,1960,20047226930.4882
bra,1961,19347908608.7294
bra,1962,14369125248.5492
bra,1963,18648726143.4004
bra,1964,18503212544.0091
bra,1965,19634524973.2873
bra,1966,21148825338.9989
bra,1967,19977470997.35189
bra,1968,22401183929.78469
bra,1969,27778116994.5251
bra,1970,32156314852.753
bra,1971,33435885894.6361
bra,1972,41798527145.6782
bra,1973,53377290040.784
bra,1974,45469361766.52409
bra,1975,49282726626.441
bra,1976,55406249414.6497
bra,1977,62886961063.06249
bra,1978,60948338891.5887
bra,1979,60322852100.7238
bra,1980,62632952930.932
bra,1981,65903427991.6573
bra,1982,59245196479.5425
bra,1983,67441214861.7792
bra,1984,88260387844.1488
bra,1985,89117241692.1086
bra,1986,92170904037.92209
bra,1987,98495009997.04121
bra,1988,121936590103.041
bra,1989,113555398657.757
bra,1990,90050017609.40849
bra,1991,99464484713.45128
bra,1992,122902859487.463
bra,1993,138816581461.19699
bra,1994,150223441953.09799
bra,1995,150544757594.28
bra,1996,150871002529.69699
bra,1997,166549607660.48499
bra,1998,170857700789.46301
bra,1999,162631746831.41901
bra,2000,175988082463.29001
bra,2001,188792906179.897
bra,2002,204810005862.70801
bra,2003,224612573743.25696
bra,2004,266623711851.332
bra,2005,292715008914.31097
bra,2006,329938090317.62299
bra,2007,356648103463.27399
bra,2008,369518613629.14093
bra,2009,333806124380.21893
bra,2010,422220000000.00098
bra,2011,474605839323.96893
bra,2012,459296429699.94293
bra,2013,456516720353.43402
bra,2014,429727704620.46002
bra,2015,420296994558.48895
bra,2016,424109977247.66302
bra,2017,464749366988.43402
bra,2018,485059126213.18701
bra,2019,469164438405.93402
bra,2020,468331758670.948
brn,1989,4210088254.87805
brn,1990,4691133082.92683
brn,1991,5366472553.05566
brn,1992,4849023700.58193
brn,1993,4392587407.25102
brn,1994,4059585603.1767
brn,1995,4768518155.71276
brn,1996,5338396103.63512
brn,1997,4400897978.06823
brn,1998,3425869444.96403
brn,1999,4329899243.24324
brn,2000,6620813943.71711
brn,2001,6444287805.25422
brn,2002,6639645579.06753
brn,2003,7291542847.75832
brn,2004,7934546907.69132
brn,2005,10386445749.7943
brn,2006,11959718862.4296
brn,2007,11578076126.4472
brn,2008,14977926351.1611
brn,2009,10656411657.9611
brn,2010,12598456000
brn,2011,16173854815.6616
brn,2012,16664404973.357
brn,2013,15308825455.6688
brn,2014,13277491873.9862
brn,2015,8157907416.84452
brn,2016,7944316882.68596
brn,2017,8529023130.56628
brn,2018,9708690023.43642
brn,2019,10228192125.6348
brn,2020,9471808232.70564
btn,1990,3451486695.27897
btn,1991,3969926339.03672
btn,1992,3984203146.1052
btn,1993,2264233651.29691
btn,1994,2508509958.61772
btn,1995,3711904560.77372
btn,1996,3978515541.68343
btn,1997,4771103357.22923
btn,1998,5148100000
btn,1999,5614224547.35056
btn,2000,5797822100
btn,2001,5714115749.58255
btn,2002,5880808193.64664
btn,2003,6837154272.50951
btn,2004,8732320654.41034
btn,2005,11731826869.3287
btn,2006,17793392876.5219
btn,2007,20598798181.2234
btn,2008,18571434711.3666
btn,2009,18128487472.0455
btn,2010,19491706384.7276
btn,2011,20116174352.6685
btn,2012,19632910917.5457
btn,2013,20392980860.7762
btn,2014,19314195820.5978
btn,2015,18700678273.7443
btn,2016,17713536270.744
btn,2017,18856230966.6015
btn,2018,19719841031.9406
btn,2019,22558460581.0772
btn,2020,17997169419.987
bwa,1975,4459508699.6118
bwa,1976,5511905751.75809
bwa,1977,5852181877.67557
bwa,1978,6932955134.50185
bwa,1979,8501146818.362
bwa,1980,8711051547.76339
bwa,1981,7944483676.63958
bwa,1982,8957255967.49939
bwa,1983,11211578286.9474
bwa,1984,13095434759.5957
bwa,1985,17382055507.6927
bwa,1986,19055444600.0703
bwa,1987,24111997944.0145
bwa,1988,31236849141.19749
bwa,1989,30656288012.0399
bwa,1990,29170648664.7484
bwa,1991,28376577522.1314
bwa,1992,24887110653.1326
bwa,1993,25141765507.481
bwa,1994,26008267432.8466
bwa,1995,28845945394.4453
bwa,1996,34222659798.6383
bwa,1997,40618486427.7646
bwa,1998,34330350572.2018
bwa,1999,44542610593.0871
bwa,2000,44739582756.40289
bwa,2001,42662644861.8154
bwa,2002,45693087980.4274
bwa,2003,42514726917.9399
bwa,2004,45436883823.0842
bwa,2005,53589244024.3487
bwa,2006,55267609483.9526
bwa,2007,60495666655.6906
bwa,2008,47374378003.6091
bwa,2009,31645219620.64149
bwa,2010,42761643991.8163
bwa,2011,55822922475.272
bwa,2012,63451481828.0388
bwa,2013,87732206249.44899
bwa,2014,94827949186.88631
bwa,2015,84627145125.67198
bwa,2016,89791000000
bwa,2017,72218264177.3387
bwa,2018,77836867630.45268
bwa,2019,68651241169.5907
bwa,2020,60422692835.7533
caf,2009,80556402939.3463
caf,2010,100370735475.38499
caf,2011,117883994491.64999
caf,2012,107980801857.394
caf,2013,78786177747.34819
caf,2014,89709391954.3569
caf,2015,102277321520.002
caf,2016,94432047470.7144
caf,2017,114289748109.62399
caf,2018,129850781555.72701
caf,2019,160321897533.18701
caf,2020,121312504227.70799
