geo,time,gc_dod_totl_gd_zs
mdv,1996,43.03528
mdv,1997,39.67039
mdv,1998,40.98674
mdv,1999,40.1263
mdv,2000,40.86441
mdv,2001,31.23087
mdv,2002,33.59084
mdv,2003,30.35238
mdv,2004,27.27304
mdv,2005,33.92712
mdv,2006,29.54088
mdv,2007,29.18428
mdv,2008,30.34315
mdv,2009,46.19355
mdv,2010,54.88542
mdv,2011,57.29812
mex,1990,46.62686
mex,1991,38.21824
mex,1992,28.14705
mex,1993,20.37513
mex,1994,28.15643
mex,1995,32.45838
mex,1996,25.16602
mex,1997,20.64914
mex,1998,22.24363
mex,1999,20.48506
mex,2000,19.06949
mhl,2008,63.00937
mhl,2009,65.68872
mhl,2010,65.63972
mhl,2011,53.33369
mhl,2012,49.26341
mhl,2013,42.71372
mhl,2014,50.5719
mhl,2015,47.45643
mhl,2016,48.6558
mlt,1990,46.9117
mlt,1991,52.92659
mlt,1992,56.87791
mlt,1993,66.64052
mlt,1994,69.80527
mng,1992,20.62167
mng,1993,41.44153
mng,1994,51.43453
mng,1995,37.07128
mng,1996,49.47963
mng,1997,54.62758
mng,1998,71.57533
mng,1999,83.9145
mng,2000,78.41833
mng,2001,69.0998
mng,2003,95.72553
mng,2006,50.49448
mng,2007,43.51401
mng,2009,59.50712
mus,1990,39.65035
mus,1991,39.92494
mus,1992,31.95601
mus,1993,30.22576
mus,1994,31.16254
mus,1995,32.86861
mus,1996,35.75068
mus,1997,35.82356
mus,1998,33.59506
mus,1999,31.41047
mus,2000,32.11744
mus,2001,30.19529
mus,2002,39.81749
mus,2003,44.73735
mus,2004,39.06337
mus,2005,41.69269
mus,2006,38.0289
mus,2007,34.69345
mus,2008,33.69887
mus,2009,36.55647
mus,2010,36.78738
mus,2011,35.52042
mus,2012,36.50888
mwi,2009,29.27341
mwi,2010,28.03011
mwi,2011,27.42573
mwi,2012,41.42048
mwi,2013,36.25693
mwi,2014,40.63282
mwi,2015,39.54224
mwi,2016,55.15787
mwi,2017,34.29462
mys,1990,79.53662
mys,1991,73.31932
mys,1992,64.3773
mys,1993,55.69184
mys,1994,47.61973
mys,1995,41.0697
mys,2002,43.04734
mys,2003,45.07664
mys,2004,45.69664
mys,2005,42.06756
mys,2006,40.5884
mys,2007,40.08813
mys,2008,39.7997
mys,2009,50.83575
mys,2010,49.55982
mys,2011,50.02868
mys,2012,51.64643
mys,2013,52.99925
mys,2014,52.67585
mys,2015,53.57447
mys,2016,51.89053
nam,2008,16.77446
nam,2009,15.607
nam,2010,16.70313
nam,2011,22.77378
nam,2012,20.66287
nam,2013,24.31909
nam,2014,23.74792
nld,1990,54.80318
nld,1991,55.28956
nld,1992,56.08873
nld,1993,56.53139
nld,1994,54.29444
nor,1990,19.84704
nor,1991,18.59428
nor,1992,22.34283
nor,1993,31.56079
nor,1994,30.75198
npl,1990,52.62058
npl,1991,64.91143
npl,1992,61.65692
npl,1993,63.68154
npl,1994,66.54121
npl,1995,66.18364
npl,1996,65.19788
npl,1997,59.88243
npl,1998,66.35144
npl,1999,64.06811
npl,2000,64.57332
npl,2001,58.98914
npl,2002,63.93546
npl,2003,62.5882
npl,2004,59.41567
npl,2005,51.76462
npl,2006,49.68697
npl,2007,42.97866
npl,2008,43.79999
npl,2010,33.86252
nzl,2002,32.77638
nzl,2003,48.24534
nzl,2004,43.86752
nzl,2005,44.16985
nzl,2006,42.95249
nzl,2007,36.97535
nzl,2008,36.09601
nzl,2009,31.94988
nzl,2010,34.91456
nzl,2011,48.42428
nzl,2012,51.83029
nzl,2013,46.5284
nzl,2014,44.14321
nzl,2015,43.28748
nzl,2016,42.17767
pak,1990,78.77254
pak,1991,76.09083
pak,1992,74.52858
pak,1993,78.91019
pak,1998,79.08469
pak,2000,66.7525
per,1990,189.24629
per,1991,78.21675
per,1992,80.14273
per,1993,70.6161
per,1994,55.49153
per,2006,32.53946
per,2007,28.52882
per,2008,26.07632
per,2009,26.40087
per,2010,23.68179
per,2011,20.72022
per,2012,19.21666
per,2013,18.39442
per,2014,19.34366
per,2015,22.57857
per,2016,23.18325
phl,1990,45.00767
phl,1991,43.58795
phl,1992,46.26979
phl,1993,58.8332
phl,1994,49.41851
phl,1995,53.47118
phl,1996,46.55766
phl,1997,48.69785
phl,1998,58.28058
phl,1999,52.83489
phl,2000,58.59843
phl,2001,59.2615
phl,2002,64.71507
phl,2003,71.11581
phl,2004,71.60073
phl,2005,65.70974
phl,2006,58.79787
phl,2007,51.57489
phl,2008,52.43227
phl,2009,52.40069
phl,2010,50.19624
phl,2011,48.80585
phl,2012,49.15746
phl,2013,47.14418
phl,2014,43.42634
plw,2008,23.58707
plw,2009,24.25406
plw,2010,32.75151
plw,2011,25.74923
plw,2012,27.27186
plw,2013,23.22138
plw,2014,21.87734
plw,2015,63.46477
plw,2016,67.95786
png,1990,48.95325
png,1991,46.61083
png,1992,44.86431
png,1993,44.32619
png,1994,53.54502
png,1995,53.662
png,1996,55.64337
png,1997,62.40466
png,1998,66.35015
png,1999,63.5373
png,2000,57.74153
png,2001,68.26756
png,2002,69.73446
png,2014,26.89461
png,2015,29.87538
pol,1994,60.4544
prt,1993,8.24574
prt,1994,5.6574
rus,1998,143.949
rus,1999,100.74414
rus,2000,62.14889
rus,2001,48.98362
rus,2002,41.35272
rus,2005,16.66087
rus,2006,9.89107
rus,2007,7.15843
rus,2008,6.49529
rus,2009,8.69787
rus,2010,9.09811
rus,2011,8.64108
rus,2012,8.55141
rus,2013,9.06726
rus,2014,11.20046
rus,2015,13.54077
rus,2016,14.24174
rwa,1990,49.79692
rwa,1991,47.8601
rwa,1992,48.42897
sgp,1990,77.85531
sgp,1991,78.97732
sgp,1992,81.88276
sgp,1993,72.87964
sgp,1994,70.28183
sgp,1995,72.78049
sgp,1996,72.73533
sgp,1997,71.36073
sgp,1998,82.59912
sgp,1999,87.86038
sgp,2000,83.84229
sgp,2001,93.93631
sgp,2002,106.33254
sgp,2003,108.58998
sgp,2004,101.77902
sgp,2005,94.96669
sgp,2006,82.83748
sgp,2007,77.27607
sgp,2008,96.40996
sgp,2009,106.37247
sgp,2010,101.44978
sgp,2011,104.78518
sgp,2012,107.82809
sgp,2013,99.44649
sgp,2014,99.6098
sgp,2015,103.32084
sgp,2016,109.15932
slb,2011,14.11168
slb,2012,11.5362
slb,2013,10.11487
slb,2014,8.72061
slb,2015,6.74199
slb,2016,6.26382
slv,1998,24.65293
slv,1999,28.19066
slv,2000,27.37641
slv,2001,35.37055
slv,2002,62.44695
slv,2003,57.91122
slv,2004,56.5006
slv,2005,56.21581
slv,2006,50.51222
slv,2007,48.48237
slv,2008,48.42694
slv,2009,58.14692
slv,2010,57.49429
slv,2011,54.56257
slv,2013,62.39928
slv,2014,50.83795
slv,2015,51.2784
slv,2016,52.06566
smr,2002,12.73483
smr,2003,26.52867
smr,2004,31.92337
smr,2005,39.34233
smr,2006,47.76561
smr,2007,47.45096
smr,2008,46.86854
smr,2009,46.6074
smr,2010,54.97249
smr,2011,44.82938
smr,2012,51.21772
smr,2013,54.02301
smr,2015,56.93023
smr,2016,57.32809
syc,2008,176.92434
syc,2009,100.44557
syc,2010,75.35342
syc,2011,78.84132
syc,2012,78.14181
syc,2013,51.55063
syc,2014,68.83636
syc,2015,63.34039
tha,1990,18.44775
tha,1991,13.36557
tha,1992,10.879
tha,1993,8.18624
tha,1994,5.69322
tha,1995,4.61009
tha,1996,3.6735
tha,1997,4.64152
tha,1998,10.66986
tha,1999,20.00578
tha,2000,21.96459
tha,2001,24.57833
tha,2002,30.07036
tha,2003,27.04602
tha,2004,24.3964
tha,2005,25.45813
tha,2006,24.38066
tha,2007,22.99347
tha,2008,22.45022
tha,2009,26.7792
tha,2010,26.90085
tha,2011,28.13198
tha,2012,28.44472
tha,2013,34.78184
tha,2014,39.56864
tha,2015,35.27392
ton,2013,49.03808
ton,2014,47.47649
ton,2015,51.17608
ton,2016,49.41461
tto,2006,16.80321
tto,2007,15.928
tun,1990,54.77038
tun,1991,60.67272
tun,1992,55.49913
tun,1993,59.30983
tun,1994,59.03451
tun,1995,57.51827
tun,1996,55.29652
tun,1997,56.93533
tun,1998,54.28174
tun,1999,55.63864
tun,2000,56.72128
tun,2001,56.46782
tun,2002,55.93443
tun,2003,55.02132
tun,2004,53.83756
tun,2005,52.42053
tun,2006,48.56391
tun,2007,45.78247
tun,2008,43.28771
tun,2009,42.92979
tun,2010,38.7658
tun,2011,42.48064
tun,2012,42.51972
tur,1990,30.24549
tur,1991,32.12991
tur,1992,34.01728
tur,1993,33.69822
tur,1994,44.01751
tur,1995,35.8414
tur,1996,37.92075
tur,1997,44.29329
tur,1998,30.29663
tur,2008,41.21559
tur,2009,50.11296
tur,2010,47.12167
tur,2011,42.04501
tur,2012,38.99337
tur,2013,32.67089
tur,2014,31.40361
tur,2015,29.05426
tur,2016,31.65335
ukr,1999,60.97645
ukr,2000,43.72979
ukr,2008,13.22995
ukr,2009,23.99003
ukr,2010,28.86664
ukr,2011,26.48082
ukr,2012,32.44591
ukr,2013,35.6314
ukr,2014,63.66532
ukr,2015,70.25884
ukr,2016,71.80955
ury,1990,31.59596
ury,1991,24.59058
ury,1992,23.60478
ury,1993,21.87914
ury,1994,24.53019
ury,2001,40.64333
ury,2002,95.26786
ury,2003,105.60278
ury,2004,85.42559
ury,2005,76.11446
ury,2006,69.0269
ury,2007,58.51206
ury,2008,57.25268
ury,2009,49.27333
ury,2010,44.2227
ury,2011,45.35145
ury,2012,43.40345
ury,2013,42.74085
ury,2014,44.35796
ury,2015,51.18648
ury,2016,46.65663
usa,1989,39.1284
usa,1990,40.93394
usa,1991,44.0616
usa,1992,46.05014
usa,1993,48.24614
usa,1994,47.35348
usa,1995,47.20954
usa,1996,46.74177
usa,1997,44.11747
usa,1998,41.12915
usa,1999,37.72928
usa,2000,33.26312
usa,2001,15.16585
usa,2002,53.83102
usa,2003,56.24165
usa,2004,56.67839
usa,2005,56.54996
usa,2006,55.47114
usa,2007,55.74597
usa,2008,64.06223
usa,2009,76.17794
usa,2010,85.46427
usa,2011,90.05479
usa,2012,94.16341
usa,2013,96.0756
usa,2014,96.34248
usa,2015,96.74701
usa,2016,98.81698
vct,1990,31.52591
vct,1991,31.58247
vct,1992,33.63181
vct,1993,40.70993
vct,1994,43.26406
vct,1995,43.35341
vct,1996,41.60801
vct,1997,39.38316
vct,1998,40.03886
vct,1999,51.94608
vct,2000,51.74267
vct,2001,48.90148
vct,2002,52.32982
vct,2003,55.45477
vct,2004,59.32606
vct,2005,57.14977
vct,2006,54.05242
vct,2007,45.72511
vct,2008,45.8443
vct,2009,56.83124
vct,2010,59.89474
vct,2011,58.46841
vct,2012,61.20518
vct,2013,63.55392
vct,2014,68.74946
vut,1990,23.41697
vut,1995,24.18345
vut,1996,22.33904
vut,1997,23.35316
vut,1998,28.40315
vut,1999,27.30321
zaf,1990,35.33988
zaf,1991,36.99484
zaf,1992,40.30642
zaf,1993,39.95077
zaf,1994,44.81697
zaf,1995,44.86862
