geo,time,se_prm_rept_fe_zs
bel,1984,16.52308
bel,1985,16.23449
bel,1986,14.97457
bel,1987,14.4883
bel,1988,14.63245
bel,1991,14.27667
bel,2006,3.05424
bel,2007,3.06667
bel,2008,3.27374
bel,2009,3.19861
bel,2010,3.17225
bel,2011,3.06503
bel,2012,2.89847
bel,2013,2.53154
bel,2014,2.40586
bel,2015,2.39951
bel,2016,2.19315
bel,2017,2.12826
ben,1971,19.73356
ben,1972,18.60179
ben,1973,20.68988
ben,1974,21.77119
ben,1975,19.47127
ben,1976,23.29368
ben,1977,23.33913
ben,1978,22.83592
ben,1979,19.25675
ben,1980,23.55882
ben,1981,21.59432
ben,1982,20.30303
ben,1983,24.98745
ben,1984,29.97908
ben,1985,27.31178
ben,1986,27.85763
ben,1987,26.77007
ben,1988,26.62009
ben,1989,26.82281
ben,1990,24.59617
ben,1991,22.11435
ben,1992,23.85865
ben,1993,24.46759
ben,1994,24.9024
ben,1995,24.77625
ben,1996,25.44557
ben,1997,25.17956
ben,1998,23.69507
ben,2000,19.82238
ben,2001,19.83925
ben,2002,22.52398
ben,2003,19.96873
ben,2004,23.16275
ben,2005,16.90916
ben,2008,14.32989
ben,2010,13.31692
ben,2011,10.75174
ben,2012,11.55756
ben,2013,11.17641
ben,2014,10.6494
ben,2015,10.40016
ben,2016,9.57495
ben,2018,14.79478
bfa,1971,17.07896
bfa,1972,18.61562
bfa,1973,18.12299
bfa,1974,18.73845
bfa,1975,17.98103
bfa,1976,18.65901
bfa,1977,19.55276
bfa,1978,19.52583
bfa,1979,18.83282
bfa,1980,18.73777
bfa,1981,18.05102
bfa,1982,17.21533
bfa,1983,17.30293
bfa,1984,15.58704
bfa,1985,14.73296
bfa,1987,15.90181
bfa,1988,16.95497
bfa,1989,17.52304
bfa,1990,17.74045
bfa,1991,18.00756
bfa,1992,17.17812
bfa,1993,16.91377
bfa,1994,16.31481
bfa,1995,16.78006
bfa,1996,16.46181
bfa,1999,17.97944
bfa,2000,17.20174
bfa,2001,17.73935
bfa,2002,17.59184
bfa,2003,15.1996
bfa,2004,12.83979
bfa,2005,11.73499
bfa,2006,11.83553
bfa,2007,11.70836
bfa,2008,10.45402
bfa,2009,10.58407
bfa,2010,10.12688
bfa,2012,8.23129
bfa,2013,7.50961
bfa,2014,7.00582
bfa,2015,5.63801
bfa,2016,5.63816
bfa,2017,6.34707
bfa,2018,5.63368
bgd,1976,18.71112
bgd,1981,18.01618
bgd,2005,10.09126
bgd,2006,10.70389
bgd,2008,12.93843
bgd,2009,12.6966
bgd,2010,12.27985
bgd,2017,4.45949
bgd,2018,3.77704
bgr,1986,0.89289
bgr,1987,1.22984
bgr,1988,1.49202
bgr,1989,1.78985
bgr,1990,1.86106
bgr,1991,2.755
bgr,1992,3.65493
bgr,1993,4.39971
bgr,1994,3.68803
bgr,1995,3.0382
bgr,1996,2.81845
bgr,1997,2.65704
bgr,1998,2.74495
bgr,1999,2.65581
bgr,2000,2.47662
bgr,2001,1.95599
bgr,2002,1.9939
bgr,2003,1.90063
bgr,2004,1.83836
bgr,2005,1.98032
bgr,2006,1.9583
bgr,2007,1.76037
bgr,2008,1.47006
bgr,2009,1.24347
bgr,2010,0.50078
bgr,2011,0.18141
bgr,2012,0.13946
bgr,2013,0.10367
bgr,2014,0.07273
bgr,2015,0.09488
bgr,2016,0.06634
bgr,2017,0.07254
bhr,1982,10.3597
bhr,1983,11.6743
bhr,1984,10.20926
bhr,1985,6.96268
bhr,1986,8.7009
bhr,1987,8.91216
bhr,1988,8.6974
bhr,1989,7.63613
bhr,1991,4.94671
bhr,1992,4.76762
bhr,1993,4.60909
bhr,1994,4.96937
bhr,1995,4.62958
bhr,1996,4.55097
bhr,1998,4.91908
bhr,1999,3.06927
bhr,2000,3.6233
bhr,2001,3.88998
bhr,2002,3.16459
bhr,2004,2.71285
bhr,2005,2.26707
bhr,2006,2.31469
bhr,2011,1.07732
bhr,2012,0.90695
bhr,2013,0.97308
bhr,2014,0.63364
bhr,2015,0.64278
bhr,2016,0.49696
bhr,2017,0.37536
bhr,2018,0.35806
bhs,1994,0
bhs,2004,0
bhs,2005,0
bhs,2006,0
bhs,2007,0
bhs,2008,0
bhs,2009,0
bhs,2010,2.66065
bhs,2011,2.85445
bhs,2012,2.56879
bhs,2013,2.30784
bhs,2014,1.86809
bhs,2015,2.40584
bhs,2016,2.50325
bhs,2018,2.51641
bih,2008,0.05083
bih,2009,0.04356
bih,2010,0.0327
bih,2011,0.0337
bih,2012,0.04443
bih,2013,0.08227
bih,2014,0.09838
bih,2015,0.10608
bih,2016,0.13911
bih,2017,0.12518
bih,2018,0.08919
blr,1993,1.25362
blr,1994,1.19548
blr,1995,1.20915
blr,1996,1.08875
blr,1997,0.93865
blr,1998,0.44323
blr,1999,0.52409
blr,2000,0.56166
blr,2001,0.37196
blr,2002,0.31735
blr,2003,0.2483
blr,2004,0.10572
blr,2005,0.07006
blr,2006,0.05317
blr,2007,0.05046
blr,2008,0.04153
blr,2011,0.0622
blr,2012,0.0292
blr,2013,0.0381
blr,2014,0.02895
blr,2015,0.02868
blr,2016,0.03055
blr,2017,0.03904
blr,2018,0.0424
blz,1992,5.85196
blz,1995,8.62353
blz,1996,8.612
blz,1999,8.42828
blz,2000,8.35184
blz,2001,8.13275
blz,2003,7.74642
blz,2004,9.03185
blz,2005,10.14886
blz,2006,8.91524
blz,2007,7.86133
blz,2008,6.95494
blz,2009,6.7538
blz,2010,6.22366
blz,2011,6.60084
blz,2012,6.23636
blz,2013,5.90087
blz,2014,5.36999
blz,2015,6.13656
blz,2016,5.43162
blz,2017,5.35294
blz,2018,5.12112
bmu,1975,5.93195
bol,2010,5.11012
bol,2011,5.73993
bol,2012,5.32853
bol,2013,4.80547
bol,2014,3.48896
bol,2015,1.65361
bol,2016,1.83983
bol,2017,1.88383
bol,2018,1.82557
bra,1971,15.30967
bra,1972,17.08261
bra,1973,16.93794
bra,1974,16.30204
bra,1999,24.04412
brn,1972,6.51473
brn,1973,6.82501
brn,1974,7.58103
brn,1975,7.45602
brn,1976,5.87716
brn,1977,7.22402
brn,1978,7.97658
brn,1979,12.36447
brn,1980,10.02062
brn,1981,10.17924
brn,1982,12.14898
brn,1983,6.71141
brn,1984,8.58398
brn,1986,6.35036
brn,2004,1.41448
brn,2005,1.38908
brn,2006,0.92812
brn,2007,1.28667
brn,2008,0.46738
brn,2009,0.30245
brn,2010,0.06556
brn,2011,0.09446
brn,2012,0.04834
brn,2013,0.05871
brn,2014,0.10508
brn,2015,0.07657
brn,2016,0.42338
brn,2017,0.20864
brn,2018,0.05216
btn,1978,4.58142
btn,1979,11.95455
btn,1993,17.80477
btn,1994,18.35365
btn,1998,12.06701
btn,1999,11.66883
btn,2000,12.54268
btn,2001,12.25935
btn,2006,6.08993
btn,2008,5.53409
btn,2009,5.74468
btn,2010,5.53951
btn,2011,4.90079
btn,2012,4.51493
btn,2013,5.01731
btn,2014,5.31759
btn,2016,5.04232
btn,2017,3.97532
btn,2018,6.05873
bwa,1970,0.3632
bwa,1971,0.707
bwa,1972,0.93843
bwa,1979,2.69465
bwa,1981,4.69857
bwa,1982,5.74237
bwa,1983,6.56736
bwa,1984,5.93408
bwa,1985,5.66455
bwa,1986,4.82953
bwa,1987,5.35113
bwa,1988,4.9102
bwa,1989,4.92988
bwa,1990,4.67057
bwa,1991,4.36482
bwa,1992,2.99803
bwa,1993,2.23101
bwa,1994,2.26111
bwa,1995,2.85045
bwa,1996,2.67774
bwa,1998,2.50455
bwa,1999,2.73276
bwa,2000,2.64695
bwa,2001,2.50735
bwa,2002,2.43109
bwa,2003,3.53788
bwa,2004,3.49342
bwa,2005,3.60655
bwa,2006,3.57193
bwa,2007,3.8113
bwa,2008,3.57609
bwa,2009,3.58237
bwa,2012,3.52204
bwa,2013,3.25023
bwa,2014,4.29022
caf,1971,29.57221
caf,1972,28.54664
caf,1973,26.15453
caf,1974,33.51761
caf,1975,32.76189
caf,1976,34.32888
caf,1978,31.63309
caf,1981,36.63063
caf,1982,35.45066
caf,1983,36.89102
caf,1986,28.71586
caf,1987,34.70499
caf,1988,34.11854
caf,1989,33.71384
caf,1990,32.03109
caf,1991,31.51829
caf,1992,36.51271
caf,2004,30.77941
caf,2005,29.59213
caf,2006,28.18088
caf,2008,26.02468
caf,2009,23.74902
caf,2010,20.8708
caf,2011,23.45976
caf,2012,22.91134
caf,2016,22.85171
can,1998,0
can,1999,0
can,2000,0
can,2006,0
can,2008,0
can,2009,0
can,2010,0
can,2011,0
che,1977,2.1479
che,1978,2.03663
che,1979,1.97642
che,1980,1.69636
che,1981,1.71719
che,1982,1.83739
che,1983,1.82071
che,1984,1.9051
che,1985,1.78651
che,1986,1.7307
che,1987,1.74176
che,1988,1.72946
che,1989,1.62481
che,1990,1.55254
che,1991,1.44517
che,1992,1.5385
che,1993,1.4212
che,1994,1.41375
che,1996,1.39332
che,1999,1.5788
che,2000,1.46179
che,2001,1.53391
che,2002,1.5756
che,2003,1.52233
che,2005,1.4673
che,2006,1.31255
che,2007,1.32676
che,2008,1.37171
che,2009,1.33802
che,2010,1.34414
che,2011,1.24833
che,2012,1.2321
che,2013,1.11665
che,2014,0.86136
che,2015,0.95049
che,2016,1.16692
che,2017,1.05567
chl,1970,10.61648
chl,1971,7.95049
chl,1972,8.47696
chl,1973,11.27796
chl,1974,11.50219
chl,1975,11.91383
chl,1976,11.72537
chl,1977,13.7347
chl,1983,6.78374
chl,1997,3.36409
chl,2011,3.67979
chl,2012,3.51158
chl,2013,3.35812
chl,2014,3.02898
chl,2015,2.66528
chl,2016,2.45335
chl,2017,2.19078
chn,1996,1.95451
chn,1997,1.46879
chn,2006,0.23732
chn,2007,0.21852
chn,2008,0.25719
chn,2009,0.24775
chn,2010,0.24602
chn,2011,0.23282
chn,2012,0.14391
chn,2013,0.13062
chn,2014,0.07213
chn,2015,0.01932
chn,2016,0.01264
chn,2017,0.01249
chn,2018,0.00571
civ,1973,24.36622
civ,1974,25.27697
civ,1976,20.58782
civ,1977,18.90868
civ,1978,17.44335
civ,1979,18.38377
civ,1980,18.8912
civ,1981,19.5477
civ,1983,24.45096
civ,1984,25.62467
civ,1985,27.92941
civ,1986,27.97828
civ,1987,26.71019
civ,1988,25.45269
civ,1989,25.91335
civ,1990,25.98763
civ,1991,24.07125
civ,1992,27.40633
civ,1993,26.34491
civ,1994,24.93345
civ,1995,26.6145
civ,1996,23.51582
civ,1997,24.6623
civ,1998,25.06695
civ,1999,24.85105
civ,2000,25.20676
civ,2001,23.64687
civ,2002,22.13052
civ,2003,17.73059
civ,2006,23.69204
civ,2007,20.6795
civ,2009,18.69828
civ,2012,19.20476
civ,2013,19.70166
civ,2014,14.64189
civ,2015,14.83184
civ,2016,12.13297
civ,2017,10.82134
cmr,1973,25.29856
cmr,1974,26.16496
cmr,1975,25.90811
cmr,1976,24.4876
cmr,1977,25.27065
cmr,1978,17.60423
cmr,1979,26.7034
cmr,1980,28.64455
cmr,1981,29.47082
cmr,1982,29.63196
cmr,1983,29.20723
cmr,1984,28.9548
cmr,1985,28.08229
cmr,1986,28.47908
cmr,1987,28.45271
cmr,1988,28.30429
cmr,1990,27.37035
cmr,1991,27.93274
cmr,1999,26.47085
cmr,2000,26.47089
cmr,2002,24.35614
cmr,2003,25.11487
cmr,2004,24.48077
cmr,2005,25.76905
cmr,2006,23.11776
cmr,2007,19.24032
cmr,2008,16.04164
cmr,2009,14.11112
cmr,2010,12.6854
cmr,2011,12.03426
cmr,2012,11.86065
cmr,2014,12.18992
cmr,2015,11.72771
cmr,2016,11.391
cmr,2017,11.86381
cmr,2018,11.92181
cod,1971,23.36952
cod,1972,23.4728
cod,1976,21.70942
cod,1977,21.48704
cod,1978,21.30215
cod,1980,19.34285
cod,1981,19.15062
cod,1982,19.01922
cod,1983,18.82438
cod,1984,18.62707
cod,1988,21.06633
cod,1991,17.99748
cod,1992,11.97583
cod,1993,10.58359
cod,1994,20.86312
cod,1999,11.90937
cod,2002,16.70632
cod,2007,16.37898
cod,2008,15.55062
cod,2009,15.55062
cod,2010,14.26288
cod,2011,12.58939
cod,2012,11.42524
cod,2013,10.92764
cod,2015,9.97573
cog,1971,33.09283
cog,1972,31.74897
cog,1973,29.88408
cog,1974,30.55378
cog,1975,28.52698
cog,1976,25.55829
cog,1977,24.34761
cog,1978,24.34955
cog,1979,24.57212
cog,1980,24.51837
cog,1981,25.22356
cog,1982,27.2871
cog,1983,29.75602
cog,1984,31.06046
cog,1985,32.01797
cog,1986,29.06406
cog,1987,30.83229
cog,1988,29.58489
cog,1989,34.31414
cog,1990,38.09336
cog,1992,31.7292
cog,1993,33.95043
cog,1994,34.68253
cog,1996,31.6038
cog,1999,38.19295
cog,2000,26.72443
cog,2001,24.04016
cog,2002,24.38775
cog,2003,27.17869
cog,2004,23.9094
cog,2005,23.11565
cog,2006,20.93691
cog,2007,20.93692
cog,2008,21.52317
cog,2009,18.74102
cog,2010,18.41952
cog,2011,17.96675
cog,2012,20.92145
col,1970,15.97154
col,1971,15.50199
col,1972,15.37791
col,1973,14.23381
col,1974,14.19388
col,1982,12.43189
col,1983,11.97404
col,1984,11.58849
col,1985,16.75096
col,1986,16.75051
col,1987,11.58857
col,1988,11.58859
col,1989,11.58859
col,1990,8.54181
col,1991,10.70284
col,1992,8.19882
col,1993,6.86133
col,1994,8.83117
col,1995,8.90277
col,1996,6.62021
col,1998,4.20876
col,1999,4.63279
col,2000,4.74828
col,2001,5.88659
col,2002,5.88599
col,2004,3.83577
col,2005,3.58519
col,2006,3.28232
col,2007,3.217
col,2008,2.9578
col,2009,1.67806
col,2010,1.64703
col,2011,2.08622
col,2012,2.14083
col,2013,1.1688
col,2014,1.24769
col,2015,1.871
col,2016,1.59672
col,2017,1.80301
col,2018,1.62283
com,1986,33.1433
com,1987,36.43196
com,1992,38.97875
com,1999,24.34866
com,2000,25.28907
com,2002,26.26501
com,2003,26.27366
com,2004,25.88373
com,2007,24.67998
com,2008,24.40199
com,2013,19.34735
com,2014,16.51149
com,2017,15.73781
com,2018,14.4633
cpv,1979,26.78183
cpv,1980,31.66262
cpv,1981,28.50813
cpv,1982,28.76122
cpv,1983,27.97143
cpv,1984,28.45306
cpv,1985,28.59553
cpv,1986,26.06463
cpv,1987,25.63539
cpv,1988,22.26354
cpv,1990,17.44991
cpv,1994,15.61196
cpv,1998,7.70996
cpv,2000,10.30391
cpv,2001,10.24659
cpv,2002,11.42734
cpv,2003,11.23199
cpv,2004,10.8131
cpv,2005,12.75313
cpv,2006,11.48946
cpv,2007,10.34818
cpv,2008,9.08275
cpv,2009,8.26047
cpv,2010,7.52382
cpv,2011,8.10566
cpv,2012,7.70228
cpv,2013,7.48589
cpv,2014,6.70173
cpv,2015,5.99994
cpv,2016,6.15537
cpv,2017,5.82144
cpv,2018,5.51184
cri,1970,9.11804
cri,1971,9.70397
cri,1972,5.10639
cri,1973,1.61624
cri,1974,2.11863
cri,1975,5.33282
cri,1976,6.27099
cri,1977,6.1052
cri,1978,6.62035
cri,1979,6.49035
cri,1980,7.09669
cri,1981,6.23891
cri,1982,6.12477
cri,1985,9.23623
cri,1986,8.3919
cri,1987,8.90051
cri,1988,9.24314
cri,1989,9.69553
cri,1991,9.21429
cri,1992,8.32765
cri,1993,6.92992
cri,1994,7.52632
cri,1995,7.99221
cri,1996,9.89612
cri,1999,7.60163
cri,2000,7.0018
cri,2001,6.8721
cri,2002,6.33063
cri,2004,5.77703
cri,2005,5.98333
cri,2006,6.11767
cri,2007,6.33387
cri,2008,5.82291
cri,2009,4.21859
cri,2010,4.73678
cri,2011,4.52907
cri,2012,4.48486
cri,2013,4.13219
cri,2014,3.4811
cri,2015,2.56967
cri,2016,2.62807
cri,2017,2.28196
cri,2018,1.91726
cub,1971,19.19482
cub,1972,25.69858
cub,1999,0.96871
cub,2000,0.77073
cub,2001,0.70791
cub,2002,0.6181
cub,2003,0.53308
cub,2004,0.3839
cub,2005,0.29894
cub,2006,0.29348
cub,2007,0.27101
cub,2008,0.36283
cub,2009,0.23606
cub,2010,0.26408
cub,2011,0.34369
cub,2012,0.35661
cub,2013,0.33721
cub,2014,0.40209
cub,2015,0.37511
cub,2016,0.32415
cub,2017,0.25908
cub,2018,0.2578
cym,1999,0.13219
cym,2000,0.2331
cym,2001,0.17241
cym,2002,0.05659
cym,2004,0
cym,2005,0.06378
cym,2006,0
cym,2007,0
cym,2008,0
cym,2011,0
cym,2012,0
cym,2013,0.05094
cym,2018,0
cyp,1971,2.00167
cyp,1972,1.88531
cyp,1973,1.51989
cyp,1974,1.21359
cyp,1975,0.86409
cyp,1976,0.82153
cyp,1977,0.86688
cyp,1978,0.61053
cyp,1979,0.55086
cyp,1980,0.79099
cyp,1981,0.4624
cyp,1982,0.35474
cyp,1983,0.32058
cyp,1984,0.49593
cyp,1985,0.36614
cyp,1986,0.353
cyp,1987,0.283
cyp,1988,0.28003
cyp,1989,0.26253
cyp,1990,0.21452
cyp,1991,0.29297
cyp,1992,0.28187
cyp,1993,0.20317
cyp,1994,0.25821
cyp,1995,0.22635
cyp,1996,0.25381
cyp,1997,0.25199
cyp,1999,0.29909
cyp,2000,0.26759
cyp,2001,0.28809
cyp,2002,0.21303
cyp,2003,0.18316
cyp,2004,0.2459
cyp,2005,0.21471
cyp,2006,0.17176
cyp,2007,0.17448
cyp,2008,0.39724
cyp,2009,0.16227
cyp,2010,0.10516
cyp,2011,0.12891
cyp,2012,0.11756
cyp,2013,0.12173
cyp,2014,0.11673
cyp,2015,0.09981
cyp,2016,0.09419
cyp,2017,0.12539
cze,1993,0.95337
cze,1994,0.83882
cze,1996,1.01574
cze,1999,0.95602
cze,2000,0.96138
cze,2001,0.92006
cze,2002,0.89288
cze,2003,0.93106
cze,2004,0.91948
cze,2005,0.86318
cze,2006,0.57319
cze,2007,0.49897
cze,2008,0.5251
cze,2009,0.52696
cze,2010,0.55858
cze,2011,0.49376
cze,2012,0.46124
cze,2013,0.47068
cze,2014,0.48477
cze,2015,0.45535
cze,2016,0.47109
cze,2017,0.4296
deu,1993,1.55182
deu,1994,1.56838
deu,1995,1.51905
deu,1996,1.4891
deu,1997,1.51134
deu,1999,1.51736
deu,2000,1.545
deu,2001,1.56107
deu,2002,1.58998
deu,2003,1.5116
deu,2004,1.34246
deu,2005,1.27067
deu,2006,1.0673
deu,2007,1.07779
deu,2008,1.19878
deu,2009,0.51046
deu,2010,0.47089
deu,2011,0.46172
deu,2012,0.44539
deu,2013,0.40128
deu,2014,0.3815
deu,2015,0.38542
deu,2016,0.40392
deu,2017,0.40299
dji,1972,10.45109
dji,1973,11.96581
dji,1974,18.63955
dji,1975,16.87063
dji,1976,15.84873
dji,1999,16.14524
dji,2000,13.57446
dji,2001,14.4257
dji,2002,11.25131
dji,2005,9.12231
dji,2006,7.20958
dji,2007,8.80777
dji,2008,10.48799
dji,2011,9.36181
dji,2012,9.12789
dji,2014,9.25945
dji,2015,8.76544
dji,2016,8.25192
dji,2017,10.05631
dji,2018,8.39269
dma,1988,4.5891
dma,1999,3.49037
dma,2000,2.90084
dma,2001,2.02825
dma,2002,3.01422
dma,2003,2.53315
dma,2004,2.91282
dma,2005,2.32811
dma,2006,3.04358
dma,2007,2.74529
dma,2008,2.37978
dma,2009,3.7858
dma,2010,2.81266
dma,2011,5.02877
dma,2012,3.81506
dma,2013,3.03585
dma,2014,1.87632
dma,2015,1.66394
dma,2016,2.20028
dnk,1971,0
dnk,1972,0
dnk,1973,0
dnk,1974,0
dnk,1980,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0.13998
dnk,2010,0.13504
dnk,2011,0.2944
dnk,2012,0.50264
dnk,2013,0.74766
dnk,2014,0.75212
dnk,2015,0.80076
dnk,2016,0.70576
dnk,2017,0.73067
dom,1971,20.78924
dom,1999,3.73582
dom,2000,3.94594
dom,2002,4.63928
dom,2004,5.53338
dom,2005,6.1982
dom,2006,5.54629
dom,2007,4.12193
dom,2009,4.71485
dom,2010,4.95326
dom,2011,5.18745
dom,2012,5.29727
dom,2013,4.8784
dom,2014,4.54027
dom,2015,3.04789
dom,2016,2.20071
dom,2017,2.8929
dom,2018,2.8143
dza,1972,12.65787
dza,1973,12.44812
dza,1974,12.12961
dza,1975,11.99395
dza,1976,12.04808
dza,1977,11.68166
dza,1978,12.32921
dza,1979,12.27373
dza,1980,11.65661
dza,1981,10.66437
dza,1982,8.83705
dza,1983,5.74147
dza,1984,5.91536
dza,1985,5.73264
dza,1986,5.98296
dza,1987,5.38995
dza,1988,5.16091
dza,1989,5.04612
dza,1990,5.11563
dza,1991,6.85696
dza,1992,6.64397
dza,1993,6.77661
dza,1994,6.68457
dza,1995,6.44591
dza,1996,6.38663
dza,1997,7.6298
dza,1999,8.74969
dza,2000,10.84183
dza,2001,9.51105
dza,2002,9.00714
dza,2003,8.84465
dza,2004,8.86426
dza,2005,8.41401
dza,2006,9.19079
dza,2007,8.23075
dza,2008,5.86496
dza,2009,8.35115
dza,2010,5.59483
dza,2011,5.4898
dza,2012,4.87113
dza,2013,5.02184
dza,2014,5.03795
dza,2015,4.5541
dza,2016,4.20995
dza,2017,3.85608
dza,2018,3.67491
ecu,1971,11.95347
ecu,1972,13.65128
ecu,1973,11.56309
ecu,1974,12.91785
ecu,1975,10.30767
ecu,1976,11.00127
ecu,1977,10.80379
ecu,1978,11.98844
ecu,1979,12.53701
ecu,1980,10.36844
ecu,1987,6.39537
ecu,1988,5.69981
ecu,1994,4.35555
ecu,1995,4.123
ecu,1996,3.66824
ecu,1997,3.07422
ecu,1999,2.42099
ecu,2000,2.11549
ecu,2001,1.9531
ecu,2002,1.79811
ecu,2003,1.78389
ecu,2004,1.78387
ecu,2005,1.42094
ecu,2006,1.28896
ecu,2007,1.21737
ecu,2009,2.44408
ecu,2010,1.90927
ecu,2011,1.91551
ecu,2012,1.56364
ecu,2013,1.93239
ecu,2014,1.02278
