geo,time,se_prm_rept_fe_zs
mac,2013,2.76342
mac,2014,2.03097
mac,2015,1.50771
mac,2016,1.6264
mac,2017,1.34789
mac,2018,1.29343
mar,1973,28.39173
mar,1974,28.75993
mar,1975,29.00796
mar,1977,27.73937
mar,1978,26.87183
mar,1979,26.90966
mar,1980,27.14519
mar,1981,27.79968
mar,1982,27.34808
mar,1983,27.55853
mar,1984,29.04549
mar,1985,20.05466
mar,1986,18.0842
mar,1987,16.609
mar,1988,15.1166
mar,1989,13.73745
mar,1990,11.96447
mar,1991,9.73862
mar,1992,10.31326
mar,1993,10.48694
mar,1994,10.28719
mar,1995,9.99209
mar,1996,10.04676
mar,1997,10.33199
mar,1998,10.27477
mar,1999,10.19506
mar,2000,10.48088
mar,2001,10.77601
mar,2002,10.84276
mar,2003,11.45634
mar,2004,10.96631
mar,2005,10.38652
mar,2006,10.238
mar,2007,9.74099
mar,2008,9.59502
mar,2009,9.19899
mar,2010,8.71159
mar,2011,6.46986
mar,2012,5.65873
mar,2013,7.20045
mar,2014,7.52406
mar,2015,7.08507
mar,2016,7.31127
mar,2017,7.83206
mar,2018,7.59632
mco,1991,5.57414
mco,1992,5.86881
mco,1999,0
mco,2001,0
mco,2009,0
mco,2013,0.91116
mco,2014,2.76817
mco,2016,0.3988
mco,2017,0.6006
mco,2018,2.73279
mco,2019,0.40568
mda,1995,1.39929
mda,2002,0.89985
mda,2003,0.42617
mda,2004,0.38755
mda,2005,0.1725
mda,2006,0.10598
mda,2007,0.10403
mda,2008,0.07232
mda,2009,0.05844
mda,2010,0
mda,2011,0
mda,2015,0
mda,2016,0
mda,2017,0
mda,2018,0
mdg,1971,28.14191
mdg,1972,27.53224
mdg,1973,30.1121
mdg,1975,23.65684
mdg,1988,31.25294
mdg,1989,33.42536
mdg,1990,33.23498
mdg,1991,34.06268
mdg,1992,33.25973
mdg,1993,31.66192
mdg,1994,31.17343
mdg,1995,30.2977
mdg,1996,32.74233
mdg,1998,30.76936
mdg,1999,28.92828
mdg,2000,27.05019
mdg,2001,29.00355
mdg,2002,29.42125
mdg,2003,28.29237
mdg,2004,28.97878
mdg,2005,17.73791
mdg,2006,19.03914
mdg,2007,18.41943
mdg,2008,18.71493
mdg,2009,19.60832
mdg,2010,18.80421
mdg,2011,18.28459
mdg,2012,19.3297
mdg,2013,20.83811
mdg,2014,19.70944
mdg,2015,19.85455
mdg,2016,20.15296
mdg,2018,24.84218
mdv,1997,9.9624
mdv,2005,4.46742
mdv,2006,3.73875
mdv,2008,3.20632
mdv,2009,3.27464
mdv,2010,3.49057
mdv,2011,3.38398
mdv,2012,2.83206
mdv,2013,2.79815
mdv,2014,2.41084
mdv,2015,1.67598
mdv,2016,0.3405
mdv,2017,0.07236
mex,1975,11.02688
mex,1976,10.4547
mex,1977,9.17765
mex,1993,7.40555
mex,1994,5.99414
mex,1995,5.86112
mex,1996,5.71038
mex,1997,5.86862
mex,1999,5.50339
mex,2000,5.15411
mex,2001,4.43003
mex,2002,4.62583
mex,2003,4.11779
mex,2004,3.81576
mex,2005,3.62212
mex,2006,3.2735
mex,2007,2.93781
mex,2008,2.76593
mex,2009,2.76389
mex,2010,2.61749
mex,2011,2.39424
mex,2012,2.20823
mex,2013,1.55245
mex,2014,0.61409
mex,2015,0.57845
mex,2016,0.63314
mex,2017,0.63149
mhl,2016,3.11936
mkd,1995,0.75504
mkd,1996,0.72758
mkd,1997,0.08591
mkd,1999,0.04168
mkd,2000,0.0441
mkd,2001,0.08504
mkd,2002,0.08635
mkd,2003,0.1292
mkd,2004,0.12946
mkd,2005,0.15414
mkd,2006,0.10078
mkd,2007,0.07395
mkd,2008,0.01077
mkd,2009,0.16565
mkd,2010,0.15671
mkd,2012,0
mkd,2013,0
mkd,2014,0
mkd,2015,0
mkd,2017,0
mli,1979,27.75338
mli,1981,30.38006
mli,1984,30.4699
mli,1985,30.32242
mli,1987,28.4858
mli,1988,30.04616
mli,1999,17.69543
mli,2000,17.50397
mli,2001,17.74238
mli,2002,19.70753
mli,2003,19.99475
mli,2004,19.34808
mli,2005,18.87937
mli,2006,17.28764
mli,2007,17.28768
mli,2008,14.42319
mli,2009,13.65629
mli,2010,12.87734
mli,2011,12.8773
mli,2012,19.01927
mli,2014,19.81923
mli,2015,19.23409
mli,2016,20.31612
mli,2017,19.37059
mlt,1971,1.40291
mlt,1972,0.78099
mlt,1973,0.36466
mlt,1974,0.54427
mlt,1975,0.96635
mlt,1976,1.16834
mlt,1977,0.90545
mlt,1978,3.93453
mlt,1979,3.00446
mlt,1980,1.93983
mlt,1981,1.51781
mlt,1982,1.37683
mlt,1983,1.32763
mlt,1984,1.21179
mlt,1985,1.09884
mlt,1986,2.30302
mlt,1987,2.21059
mlt,1988,1.89167
mlt,1989,1.63369
mlt,1990,0.84502
mlt,1991,1.12943
mlt,1992,1.21332
mlt,1993,1.29544
mlt,1994,1.65221
mlt,1995,1.49743
mlt,1996,1.3945
mlt,1997,1.42557
mlt,1998,1.36372
mlt,1999,1.79066
mlt,2000,1.59702
mlt,2001,1.98496
mlt,2002,1.97197
mlt,2003,2.09754
mlt,2004,1.64887
mlt,2005,2.16978
mlt,2006,1.98534
mlt,2007,1.76062
mlt,2008,1.70881
mlt,2009,1.43247
mlt,2010,0.85023
mlt,2011,0.22025
mlt,2012,0.40077
mlt,2013,0.17348
mlt,2014,0.5438
mlt,2015,0.27532
mlt,2016,0.09763
mlt,2017,0.38588
mmr,1971,23.68476
mmr,1972,14.5443
mmr,1973,18.22623
mmr,1974,20.83471
mmr,1999,1.72871
mmr,2000,0.52484
mmr,2001,0.69859
mmr,2002,0.69158
mmr,2003,0.69674
mmr,2004,0.55204
mmr,2005,0.48155
mmr,2006,0.41514
mmr,2007,0.46878
mmr,2008,0.44458
mmr,2009,0.35158
mmr,2010,0.33581
mne,2011,0.04802
mne,2012,0.05404
mne,2015,0.31849
mne,2016,0.60382
mne,2017,0.47172
mne,2018,0.31199
mng,1995,0.86692
mng,1996,0.75605
mng,1997,0.59583
mng,1998,0.61232
mng,1999,0.83232
mng,2000,0.69014
mng,2001,0.49563
mng,2002,0.59139
mng,2003,0.60223
mng,2004,0.56029
mng,2005,0.41015
mng,2006,0.30578
mng,2007,0.45664
mng,2008,0.15336
mng,2009,0.09422
mng,2010,0.06856
mng,2011,0.08388
mng,2012,0.09107
mng,2013,0.05432
mng,2014,0.05036
mng,2015,0.06418
mng,2016,0.31312
mng,2017,0.11259
mng,2018,0.0489
moz,1973,27.17049
moz,1982,30.69807
moz,1983,30.44722
moz,1984,28.82648
moz,1985,24.41819
moz,1986,26.42542
moz,1987,25.96625
moz,1988,29.81645
moz,1989,28.32633
moz,1990,27.30371
moz,1991,25.50935
moz,1992,26.18824
moz,1993,26.42888
moz,1994,26.84064
moz,1995,26.7852
moz,1999,24.65467
moz,2000,24.05548
moz,2001,23.44831
moz,2002,23.57923
moz,2004,20.53865
moz,2005,10.17222
moz,2006,5.07094
moz,2007,5.67605
moz,2008,5.26102
moz,2009,6.74114
moz,2010,7.14406
moz,2011,7.35649
moz,2012,7.2081
moz,2013,6.5143
moz,2014,6.02888
moz,2015,5.80001
moz,2016,9.12792
moz,2017,8.90576
moz,2018,8.16305
mrt,1976,17.53562
mrt,1977,15.59421
mrt,1978,16.98023
mrt,1979,16.23471
mrt,1981,16.72958
mrt,1985,18.91732
mrt,1986,20.34349
mrt,1987,21.85515
mrt,1988,21.11128
mrt,1989,21.20849
mrt,1990,20.92846
mrt,1991,18.97348
mrt,1992,18.46495
mrt,1993,16.69048
mrt,1994,17.10097
mrt,1995,16.88839
mrt,1996,16.74819
mrt,1997,16.67189
mrt,1998,16.19942
mrt,1999,16.26977
mrt,2001,15.47785
mrt,2002,14.36743
mrt,2005,10.25895
mrt,2006,10.27247
mrt,2007,3.36526
mrt,2009,2.66121
mrt,2010,3.54874
mrt,2012,3.78159
mrt,2013,3.4884
mrt,2014,3.62245
mrt,2015,3.11727
mrt,2017,2.37013
mrt,2018,1.7824
mus,1983,4.34465
mus,1984,5.76544
mus,1985,5.6337
mus,1986,6.2689
mus,1987,9.33858
mus,1988,7.76393
mus,1989,7.60384
mus,1990,4.53368
mus,1991,7.03088
mus,1992,7.82006
mus,1993,7.5629
mus,1994,6.26533
mus,1995,5.32882
mus,1996,4.14637
mus,1997,3.8678
mus,1998,3.30071
mus,1999,3.49158
mus,2000,3.75943
mus,2001,3.6824
mus,2002,4.00287
mus,2003,3.70828
mus,2004,4.02045
mus,2005,4.20331
mus,2006,3.60972
mus,2007,3.03397
mus,2008,3.33625
mus,2009,3.01342
mus,2010,2.84107
mus,2011,2.90025
mus,2012,3.03475
mus,2013,1.33752
mus,2014,0.84964
mus,2015,0.72405
mus,2016,0.62932
mus,2017,0.50415
mus,2018,0.00673
mwi,1974,17.66129
mwi,1975,16.82108
mwi,1976,16.04061
mwi,1977,17.48317
mwi,1978,15.01858
mwi,1979,15.03178
mwi,1980,15.82506
mwi,1981,15.51717
mwi,1982,12.98597
mwi,1983,11.84673
mwi,1984,13.62201
mwi,1985,13.66367
mwi,1986,15.72949
mwi,1987,18.19816
mwi,1988,19.02618
mwi,1989,18.48797
mwi,1990,18.90288
mwi,1991,17.74037
mwi,1992,13.43402
mwi,1993,17.92513
mwi,1994,16.47421
mwi,1995,18.50559
mwi,1996,15.56485
mwi,1999,14.42617
mwi,2000,15.16617
mwi,2001,15.52402
mwi,2002,15.47046
mwi,2004,17.58755
mwi,2005,19.74474
mwi,2006,20.4052
mwi,2007,20.26657
mwi,2008,19.63621
mwi,2009,18.40917
mwi,2010,18.72177
mwi,2011,19.33559
mwi,2012,19.48796
mwi,2013,18.50706
mwi,2014,19.30096
mys,1974,0
mys,1980,0
mys,1981,0
mys,1982,0
mys,1983,0
mys,1984,0
mys,1985,0
mys,1987,0
mys,1988,0
mys,1989,0
mys,1991,0
nam,1992,23.20277
nam,1994,21.31123
nam,1996,12.3779
nam,1998,10.5867
nam,1999,10.65442
nam,2000,11.42253
nam,2001,11.31789
nam,2002,11.54362
nam,2003,11.63543
nam,2004,13.07642
nam,2005,12.89642
nam,2006,14.1236
nam,2008,14.36669
nam,2009,13.5086
nam,2010,13.15734
nam,2012,12.40609
nam,2013,12.44439
nam,2018,12.84377
ncl,1970,9.37909
ncl,1971,9.42482
ncl,1982,14.12865
ncl,1983,14.03243
ncl,1984,15.3247
ncl,1985,15.05813
ncl,1986,14.90088
ncl,1987,15.48193
ncl,1988,14.84775
ncl,1989,14.94036
ncl,1990,11.95711
ner,1971,19.80172
ner,1972,20.27993
ner,1973,19.12641
ner,1974,17.80246
ner,1975,16.0701
ner,1976,13.2683
ner,1977,13.11164
ner,1978,13.00903
ner,1979,12.99857
ner,1980,13.00121
ner,1981,13.99906
ner,1982,14.99947
ner,1983,14.99915
ner,1984,14.9991
ner,1985,14.99944
ner,1986,14.99985
ner,1987,15.06874
ner,1989,13.05895
ner,1990,14.48828
ner,1991,14.15288
ner,1992,15.75231
ner,1993,16.25649
ner,1995,19.61194
ner,1996,11.71101
ner,1997,12.79864
ner,1998,12.5252
ner,1999,11.79279
ner,2000,11.72281
ner,2001,10.48484
ner,2002,8.74751
ner,2003,7.50451
ner,2004,5.46733
ner,2005,5.53433
ner,2006,5.01485
ner,2007,5.06428
ner,2008,6.3384
ner,2009,5.13726
ner,2010,4.35362
ner,2011,3.81738
ner,2012,3.53599
ner,2013,4.27254
ner,2014,3.94711
ner,2015,3.18584
ner,2016,2.5723
nic,1970,12.34082
nic,1971,10.65836
nic,1972,12.77335
nic,1973,10.56746
nic,1977,12.40784
nic,1978,13.14348
nic,1979,12.08816
nic,1980,16.02297
nic,1982,14.37201
nic,1983,16.72993
nic,1984,8.24165
nic,1985,14.59749
nic,1986,13.00764
nic,1987,14.19918
nic,1988,15.0558
nic,1993,15.66642
nic,1994,13.60542
nic,1995,13.51026
nic,1999,4.07139
nic,2000,4.37916
nic,2001,5.70099
nic,2002,7.67862
nic,2003,9.22035
nic,2004,9.2203
nic,2005,8.55155
nic,2006,8.20718
nic,2007,7.59225
nic,2008,9.41166
nic,2010,6.58852
nld,1971,2.64675
nld,1972,2.16973
nld,1973,2.22562
nld,1974,2.35711
nld,1975,2.1986
nld,1976,2.0371
nld,1977,2.16863
nld,1978,2.16182
nld,1979,2.02443
nld,1980,2.10396
nld,1981,1.95274
nld,1982,1.9213
nld,1983,1.79196
nld,1984,1.73649
nld,1985,1.7723
nor,1971,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,0
nor,1991,0
nor,1992,0
nor,1993,0
npl,1992,24.11547
npl,1999,23.81144
npl,2000,24.63631
npl,2001,23.6128
npl,2002,21.37375
npl,2003,21.80562
npl,2004,21.80564
npl,2005,23.33529
npl,2006,20.36155
npl,2007,19.72982
npl,2008,16.73359
npl,2009,14.41228
npl,2010,13.99274
npl,2011,11.82852
npl,2012,11.82193
npl,2013,10.9507
npl,2014,10.09643
npl,2015,9.86025
npl,2016,8.74518
npl,2017,7.56493
npl,2019,7.33748
nru,1991,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2012,0
nru,2014,0.13316
nru,2016,0.22805
nzl,1970,0
nzl,1971,0
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1975,0
nzl,1976,0
nzl,1977,0
nzl,1978,0
nzl,1979,0
nzl,1980,3.21595
nzl,1981,3.14796
nzl,1982,3.00126
nzl,1983,3.1024
nzl,1984,2.85414
nzl,1985,2.86335
nzl,1986,3.1222
nzl,1987,3.13403
nzl,1988,3.11888
nzl,1989,3.00234
nzl,1990,2.87384
nzl,1991,3.18234
nzl,1992,3.52462
omn,1974,16.7667
omn,1975,8.59286
omn,1976,9.07322
omn,1978,14.00486
omn,1979,11.34774
omn,1983,9.42955
omn,1984,8.46389
omn,1985,8.89039
omn,1986,9.48826
omn,1987,8.82537
omn,1988,10.22772
omn,1989,9.69016
omn,1990,9.22539
omn,1992,8.41088
omn,1994,7.20985
omn,1995,6.8952
omn,1996,6.93386
omn,1997,7.45888
omn,1998,6.9666
omn,1999,6.37848
omn,2000,5.79359
omn,2001,4.88408
omn,2002,3.29616
omn,2003,0.41641
omn,2009,1.62797
omn,2011,1.02499
omn,2012,1.13195
omn,2013,2.23193
omn,2014,1.28538
omn,2015,1.47535
omn,2016,1.3224
omn,2017,1.20895
omn,2018,0
pak,2005,2.66861
pak,2006,1.94221
pak,2007,4.88753
pak,2008,3.93723
pak,2009,4.15658
pak,2010,4.05186
pak,2011,4.01651
pak,2012,3.14111
pak,2013,2.49314
pak,2014,2.19553
pak,2015,1.6504
pak,2016,2.25818
pak,2017,2.15033
pak,2018,1.81151
pan,1970,13.73947
pan,1971,12.56048
pan,1972,11.75755
pan,1973,11.13683
pan,1974,11.78004
pan,1975,10.76606
pan,1976,9.24957
pan,1977,9.43038
pan,1978,9.44785
pan,1979,10.47082
pan,1980,10.59627
pan,1981,10.48787
pan,1982,10.29378
pan,1983,9.95865
pan,1984,10.3649
pan,1985,10.78675
pan,1986,9.52984
pan,1987,9.47904
pan,1988,9.00443
pan,1989,8.31368
pan,1999,5.21511
pan,2000,4.86985
pan,2001,4.5967
pan,2002,4.36386
pan,2004,4.50434
pan,2005,4.59496
pan,2006,4.56973
pan,2007,4.39455
pan,2008,4.30286
pan,2009,4.27142
pan,2010,4.48837
pan,2011,4.61616
pan,2012,4.62685
pan,2013,4.02689
pan,2014,2.00977
pan,2017,2.54444
per,1970,16.40212
per,1977,9.27568
per,1978,14.93578
per,1979,15.60898
per,1980,18.26932
per,1981,18.64921
per,1993,13.89401
per,1995,14.86688
per,1998,9.51643
per,1999,9.93102
per,2000,10.39011
per,2001,10.39477
per,2002,9.67594
per,2003,7.38551
per,2004,7.3831
per,2005,8.68779
per,2006,8.40347
per,2007,7.50579
per,2008,6.73749
per,2009,6.46747
per,2010,5.87922
per,2011,5.14483
per,2012,4.48301
per,2013,4.48024
per,2014,3.88772
per,2015,2.89066
per,2016,2.64842
per,2017,2.43195
per,2018,2.4651
phl,1981,1.99841
phl,1983,1.61951
phl,1984,1.68238
phl,1985,1.39456
phl,1986,1.80033
phl,1987,1.80764
phl,1988,1.73489
phl,1989,1.99862
phl,1998,1.38887
phl,1999,1.36277
phl,2001,1.45727
phl,2002,1.57375
phl,2003,1.43661
phl,2004,1.48996
phl,2005,1.55488
phl,2006,1.87404
phl,2007,1.61606
phl,2008,1.54143
phl,2009,1.78133
phl,2014,0.85687
phl,2015,0.3692
phl,2016,0.38262
phl,2017,0.86709
plw,1999,0
plw,2000,0
plw,2013,2.22805
plw,2014,4.13885
png,1987,0
png,1988,0
png,1989,0
png,1990,0
png,1991,0
png,1992,0
png,1996,0
png,1997,0
png,1998,0
png,2000,0
png,2001,0
png,2002,0
png,2003,0
png,2014,9.6775
png,2016,8.92463
pol,2004,0.24789
pol,2005,0.27975
pol,2006,0.30592
pol,2007,0.31665
pol,2008,0.81515
pol,2009,0.6186
pol,2010,0.45136
pol,2011,0.54083
pol,2012,0.49935
pol,2013,0.58995
pol,2014,0.56938
pol,2015,0.53886
pol,2016,0.61148
pol,2017,0.85227
pri,2015,2.60386
prt,1972,22.16946
prt,1973,21.54161
prt,1974,21.00396
prt,1975,18.40256
prt,1976,9.77515
prt,1977,11.46436
prt,1978,14.74633
prt,1985,15.30087
prt,1990,11.98392
prt,1991,12.06987
pry,1970,15.33838
pry,1972,15.70926
pry,1973,15.42826
pry,1974,15.06156
pry,1975,13.79378
pry,1976,13.07286
pry,1977,12.64204
pry,1978,12.76339
pry,1980,12.08177
pry,1981,11.69728
pry,1982,11.37216
pry,1983,9.10479
pry,1984,9.7689
pry,1985,9.30843
pry,1986,8.34167
pry,1987,8.09637
pry,1988,7.6934
pry,1989,7.91197
pry,1990,7.29714
pry,1991,7.69928
pry,1992,7.72444
pry,1993,7.01879
pry,1994,6.92572
pry,1995,6.72915
pry,1996,7.73749
pry,1998,7.26905
pry,1999,6.68791
pry,2000,6.5127
pry,2001,6.65913
pry,2002,6.2802
pry,2003,5.97371
pry,2004,5.37734
pry,2005,4.07162
pry,2006,3.82512
pry,2007,3.23984
pry,2008,3.4833
pry,2009,3.87137
pry,2010,3.69971
pry,2011,3.57379
pry,2012,3.51845
pry,2016,2.13416
pse,1995,4.48079
pse,1996,3.79848
pse,1997,3.32096
pse,1999,2.02507
pse,2000,1.94835
pse,2001,1.59179
pse,2002,1.39874
pse,2003,1.19021
pse,2004,0.15547
pse,2005,0.66156
pse,2007,0.51012
pse,2008,0.45465
pse,2009,0
pse,2010,0
pse,2011,0.57675
pse,2012,0.65064
pse,2013,0.15433
pse,2014,0.15336
pse,2015,0.19021
pse,2016,0.04
pse,2017,0.07806
pse,2018,0.04058
pyf,1975,16.75932
pyf,1983,9.97492
qat,1971,22.98201
qat,1972,21.13771
qat,1973,19.36997
qat,1974,20.40707
qat,1975,19.44861
qat,1976,19.25129
qat,1977,19.4456
qat,1978,13.816
qat,1979,11.98628
qat,1980,12.50455
qat,1981,10.82781
qat,1982,7.21877
qat,1984,7.1072
qat,1985,7.56882
qat,1986,6.34847
qat,1987,7.83273
qat,1988,5.34859
qat,1989,4.06533
qat,1990,4.42531
qat,1991,3.99672
qat,1992,2.97192
qat,1993,2.58621
qat,1994,2.37626
qat,1995,2.22816
qat,1996,2.08151
qat,1998,1.86593
qat,1999,1.88621
qat,2005,1.68755
qat,2006,1.02586
qat,2007,0.76135
qat,2008,0.57443
qat,2009,0.48811
qat,2011,0.18361
qat,2013,0.47017
qat,2014,1.3555
qat,2015,1.35187
qat,2016,1.51515
qat,2017,1.15448
rou,1990,1.41213
rou,1993,3.3562
rou,1996,2.21351
rou,1999,2.64041
rou,2000,2.64624
rou,2001,2.51623
rou,2002,2.48892
rou,2003,2.22795
rou,2004,1.97114
rou,2005,1.82956
rou,2006,1.78365
rou,2007,1.0011
rou,2008,1.36974
rou,2009,1.39037
rou,2010,1.50065
rou,2011,1.36673
rou,2012,1.24678
rou,2015,0.71511
rou,2016,0.95662
rou,2017,1.06041
rus,1994,1.9742
rus,1995,1.90501
rus,2014,0.38199
rus,2015,0.30604
rus,2016,0.27562
rus,2017,0.28716
rwa,1971,28.98089
rwa,1972,27.26329
rwa,1973,23.70484
rwa,1974,23.28833
rwa,1975,20.51397
rwa,1977,16.40025
rwa,1980,6.84504
rwa,1981,6.44768
rwa,1982,14.65139
rwa,1983,14.02467
rwa,1984,12.49377
rwa,1985,12.25517
rwa,1986,12.35916
rwa,1987,12.69428
rwa,1988,9.76137
rwa,1989,10.20806
rwa,1990,10.71765
rwa,1991,12.31035
rwa,1992,13.81897
rwa,1999,28.96989
rwa,2000,34.10121
rwa,2001,36.22757
rwa,2002,36.22757
rwa,2003,16.35505
rwa,2004,18.91453
rwa,2006,14.64702
rwa,2008,17.79997
rwa,2009,14.45908
rwa,2010,13.50789
rwa,2011,13.23374
rwa,2012,12.48248
rwa,2013,12.15326
rwa,2014,16.57453
rwa,2015,18.14417
rwa,2016,17.28603
rwa,2017,14.61896
rwa,2018,12.62865
sau,1979,9.4136
sau,2005,5.20658
sau,2007,2.93347
sau,2008,3.14501
sau,2011,2.05102
sau,2012,1.36195
sau,2013,1.07047
sau,2014,0.8581
sau,2015,1.11033
sau,2016,1.17314
sau,2017,1.32568
sau,2018,1.13631
sdn,2010,4.05245
sdn,2012,3.52748
sdn,2013,3.08705
sdn,2014,3.50829
sdn,2015,3.38657
sdn,2016,3.65632
sdn,2017,2.32726
sen,1971,20.16632
sen,1972,19.50088
sen,1978,15.23573
sen,1979,15.61386
sen,1980,16.27958
sen,1981,15.90769
sen,1982,15.93483
sen,1983,15.89001
sen,1984,15.35471
sen,1985,16.16593
sen,1986,16.5486
sen,1988,14.95602
sen,1989,15.93599
sen,1990,16.11832
sen,1992,16.03563
sen,1994,15.21966
sen,1996,13.96935
sen,1997,13.36853
sen,1998,13.27295
sen,1999,14.52814
sen,2000,13.49621
sen,2001,13.68038
sen,2002,13.57826
sen,2003,13.64568
sen,2004,12.80229
sen,2005,11.80566
sen,2006,10.47817
sen,2007,10.47822
sen,2008,7.58788
sen,2009,7.37863
sen,2010,6.20415
sen,2011,2.89868
sen,2012,3.36131
sen,2013,2.73578
sen,2014,2.76132
sen,2015,2.6384
sen,2016,3.66376
sen,2018,3.50515
sgp,1972,6.30543
sgp,1973,5.30456
sgp,1974,5.56246
sgp,1975,5.56986
sgp,1976,7.39904
sgp,1977,16.38216
sgp,1978,9.62585
sgp,1979,6.84739
sgp,1980,5.58029
sgp,1982,1.87927
sgp,1983,1.30647
sgp,1984,1.2659
sgp,2007,0.28988
sgp,2008,0.28114
sgp,2009,0.36221
sgp,2016,0.15521
sgp,2017,0.13776
slb,1975,5.61296
slb,1980,4.64107
slb,1981,4.04505
slb,1982,4.08764
slb,1983,3.70445
slb,1986,6.84128
slb,2011,7.57958
slb,2012,7.58315
slb,2013,6.62205
slb,2014,6.53532
slb,2015,11.80128
slb,2016,8.17977
slb,2017,6.26244
slb,2018,5.26037
sle,1978,16.11326
sle,2007,10.1821
sle,2011,16.06436
sle,2012,14.06299
sle,2013,13.7814
sle,2015,13.27141
sle,2016,5.87673
sle,2017,6.18852
sle,2018,1.4941
slv,1971,17.07646
slv,1972,9.07179
slv,1973,7.31673
slv,1974,7.94261
slv,1976,8.33919
slv,1977,8.39611
slv,1981,9.84512
slv,1982,8.87387
slv,1983,8.75272
slv,1984,9.53314
slv,1987,8.45874
slv,1988,7.85571
slv,1989,8.84368
slv,1991,9.04792
slv,1992,7.46997
slv,1993,8.31092
slv,1995,6.6687
slv,1996,4.67943
slv,1998,6.74292
slv,2000,5.90889
slv,2001,5.64524
slv,2002,6.07613
slv,2003,5.74276
slv,2005,5.32527
slv,2006,6.30289
slv,2007,5.40179
slv,2008,5.01358
slv,2009,4.2499
slv,2010,4.61409
slv,2011,4.51544
slv,2012,4.88703
slv,2013,5.20997
slv,2014,4.64005
slv,2015,4.31401
slv,2016,3.62716
slv,2017,2.49374
slv,2018,2.96937
smr,1992,0
smr,1993,0
smr,2000,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
smr,2012,0
smr,2018,0
som,1975,0
srb,2007,0.51268
srb,2008,0.50467
srb,2009,0.53813
srb,2010,0.39645
srb,2011,0.29208
srb,2012,0.35588
srb,2013,0.33894
srb,2014,0.35226
srb,2015,0.53094
srb,2016,0.7107
srb,2017,0.60449
srb,2018,0.54218
ssd,2011,12.47919
stp,1977,39.98336
stp,1984,18.11501
stp,1988,35.43784
stp,1999,28.69249
stp,2002,24.48378
stp,2003,28.38161
stp,2004,23.84859
stp,2005,22.43823
stp,2007,24.45908
stp,2008,22.76117
stp,2009,14.11372
stp,2010,11.8796
stp,2011,11.15955
stp,2012,9.7381
stp,2014,9.00793
stp,2016,11.73814
stp,2017,9.93899
sur,1976,21.38151
sur,1977,20.10696
sur,1978,22.4965
sur,1979,23.40934
sur,1985,19.50244
sur,1987,20.42805
sur,1988,20.89429
sur,1989,20.16955
sur,2005,18.07788
sur,2006,12.05569
sur,2007,13.47748
sur,2008,14.36568
sur,2009,14.46627
sur,2010,14.65015
sur,2011,13.2584
sur,2012,14.09155
sur,2013,13.33475
sur,2014,13.04086
sur,2015,14.06513
sur,2016,14.21169
sur,2017,14.10729
sur,2018,13.57196
svk,1992,1.98687
svk,1993,1.88066
svk,1994,1.86126
svk,1995,1.84377
svk,1996,1.8826
svk,1997,1.93903
svk,1998,2.069
svk,1999,2.02377
svk,2000,2.10925
svk,2001,2.14354
svk,2002,2.30922
svk,2003,2.22995
svk,2004,2.38113
svk,2005,2.4178
svk,2006,2.4726
svk,2007,2.47432
svk,2008,2.679
svk,2009,2.94382
svk,2010,2.93559
svk,2011,2.70595
svk,2012,2.70028
svk,2013,2.64253
svk,2014,2.82424
svk,2015,3.03953
svk,2016,2.89435
svk,2017,3.13494
svn,1997,0.85102
svn,1998,0.65489
svn,1999,0.74371
svn,2000,0.68085
svn,2001,0.61515
svn,2002,0.58279
svn,2003,0.445
svn,2004,0.39465
svn,2005,0.36404
svn,2006,0.31916
svn,2007,0.31645
svn,2008,0.4411
svn,2009,0.39565
svn,2010,0.53359
svn,2011,0.52406
svn,2012,0.62946
svn,2013,0.5547
svn,2014,0.61137
svn,2015,0.52726
svn,2016,0.65587
svn,2017,0.63711
swe,1971,0
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1987,0
swe,1988,0
swe,1989,0
swe,1990,0
swe,1991,0
swe,1992,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swz,1970,9.77183
swz,1971,14.17039
swz,1972,14.17987
swz,1973,12.21372
swz,1974,9.83113
swz,1975,9.09649
swz,1976,11.96002
swz,1977,9.26841
swz,1978,9.31231
swz,1979,9.51341
swz,1980,9.37662
swz,1981,10.24571
swz,1982,11.06939
swz,1983,11.22832
swz,1984,10.76995
swz,1985,12.12306
swz,1986,13.0961
swz,1987,13.29834
swz,1988,13.01788
swz,1989,12.74487
swz,1990,12.77566
swz,1991,12.95425
swz,1992,13.25762
swz,1993,13.50431
swz,1994,12.69727
swz,1995,13.16514
