geo,time,se_prm_rept_ma_zs
com,2002,29.34073
com,2003,29.34417
com,2004,28.18366
com,2007,26.95072
com,2008,24.45768
com,2013,21.96242
com,2014,18.38574
com,2017,17.37506
com,2018,17.38876
cpv,1979,27.26573
cpv,1980,26.40836
cpv,1981,28.77846
cpv,1982,29.57075
cpv,1983,29.11323
cpv,1984,30.42144
cpv,1985,29.40932
cpv,1986,29.27196
cpv,1987,28.50055
cpv,1988,25.63046
cpv,1990,20.05619
cpv,1994,18.1841
cpv,1998,10.26866
cpv,2000,12.81009
cpv,2001,13.45085
cpv,2002,15.22474
cpv,2003,15.5081
cpv,2004,14.99097
cpv,2005,18.12176
cpv,2006,16.44617
cpv,2007,15.25898
cpv,2008,13.93007
cpv,2009,12.30689
cpv,2010,11.60712
cpv,2011,12.71742
cpv,2012,12.11208
cpv,2013,12.16453
cpv,2014,11.15569
cpv,2015,10.37112
cpv,2016,10.8478
cpv,2017,10.24849
cpv,2018,9.80214
cri,1970,11.50622
cri,1971,12.3322
cri,1972,6.57897
cri,1973,2.43342
cri,1974,3.17094
cri,1975,7.5692
cri,1976,8.74715
cri,1977,8.46408
cri,1978,8.67231
cri,1979,8.77929
cri,1980,8.61099
cri,1981,8.51451
cri,1982,8.20586
cri,1985,11.82169
cri,1986,10.99494
cri,1987,11.55706
cri,1988,12.03708
cri,1989,12.24129
cri,1991,11.77145
cri,1992,10.71406
cri,1993,9.21772
cri,1994,9.85691
cri,1995,10.63276
cri,1996,12.83241
cri,1999,10.11559
cri,2000,9.0407
cri,2001,9.47334
cri,2002,8.52665
cri,2004,8.00119
cri,2005,8.31364
cri,2006,8.40551
cri,2007,8.82985
cri,2008,8.17905
cri,2009,5.88355
cri,2010,6.55926
cri,2011,6.40164
cri,2012,6.12615
cri,2013,5.85427
cri,2014,4.83774
cri,2015,3.62158
cri,2016,3.85235
cri,2017,3.26776
cri,2018,2.68352
cub,1971,23.91787
cub,1972,31.0748
cub,1999,2.16586
cub,2000,1.98797
cub,2001,1.9676
cub,2002,1.74962
cub,2003,1.10431
cub,2004,0.91312
cub,2005,0.71695
cub,2006,0.66569
cub,2007,0.73234
cub,2008,0.69767
cub,2009,0.60893
cub,2010,0.58265
cub,2011,0.84145
cub,2012,0.83169
cub,2013,0.8328
cub,2014,0.92493
cub,2015,0.87989
cub,2016,0.72853
cub,2017,0.64382
cub,2018,0.62603
cym,1999,0.17462
cym,2000,0.17452
cym,2001,0.2764
cym,2002,0.05519
cym,2004,0
cym,2005,0.35885
cym,2006,0
cym,2007,0
cym,2008,0
cym,2011,0
cym,2012,0
cym,2013,0.20131
cym,2018,0
cyp,1971,2.51905
cyp,1972,2.41881
cyp,1973,1.80137
cyp,1974,1.64755
cyp,1975,1.01237
cyp,1976,1.11933
cyp,1977,1.06361
cyp,1978,0.98926
cyp,1979,0.79122
cyp,1980,0.95349
cyp,1981,0.6824
cyp,1982,0.62439
cyp,1983,0.5392
cyp,1984,0.70215
cyp,1985,0.60968
cyp,1986,0.43274
cyp,1987,0.45186
cyp,1988,0.43892
cyp,1989,0.49127
cyp,1990,0.36539
cyp,1991,0.45729
cyp,1992,0.36427
cyp,1993,0.36331
cyp,1994,0.38763
cyp,1995,0.36997
cyp,1996,0.41749
cyp,1997,0.39209
cyp,1999,0.50974
cyp,2000,0.40991
cyp,2001,0.3451
cyp,2002,0.32992
cyp,2003,0.33753
cyp,2004,0.30976
cyp,2005,0.25763
cyp,2006,0.27452
cyp,2007,0.25252
cyp,2008,0.4741
cyp,2009,0.23328
cyp,2010,0.23775
cyp,2011,0.22504
cyp,2012,0.18278
cyp,2013,0.12958
cyp,2014,0.14032
cyp,2015,0.12054
cyp,2016,0.11892
cyp,2017,0.13044
cze,1993,1.46994
cze,1994,1.25352
cze,1996,1.45983
cze,1999,1.4986
cze,2000,1.38926
cze,2001,1.29938
cze,2002,1.27651
cze,2003,1.27397
cze,2004,1.24933
cze,2005,1.27246
cze,2006,0.80279
cze,2007,0.72478
cze,2008,0.72759
cze,2009,0.72787
cze,2010,0.71697
cze,2011,0.71773
cze,2012,0.63129
cze,2013,0.68664
cze,2014,0.65143
cze,2015,0.64371
cze,2016,0.64735
cze,2017,0.56889
deu,1993,2.09824
deu,1994,2.11321
deu,1995,2.00014
deu,1996,1.95791
deu,1997,1.92826
deu,1999,1.93025
deu,2000,1.91742
deu,2001,1.97292
deu,2002,1.88721
deu,2003,1.71438
deu,2004,1.55465
deu,2005,1.46235
deu,2006,1.21115
deu,2007,1.23068
deu,2008,1.33651
deu,2009,0.59147
deu,2010,0.54136
deu,2011,0.52771
deu,2012,0.49001
deu,2013,0.47227
deu,2014,0.43294
deu,2015,0.44302
deu,2016,0.46884
deu,2017,0.47689
dji,1972,10.06555
dji,1973,17.45727
dji,1974,20.92308
dji,1975,21.72285
dji,1976,20.53968
dji,1999,16.85953
dji,2000,14.52464
dji,2001,14.43658
dji,2002,11.39481
dji,2005,9.31989
dji,2006,7.64544
dji,2007,9.3217
dji,2008,10.64147
dji,2011,9.87536
dji,2012,9.03803
dji,2014,8.90104
dji,2015,8.50755
dji,2016,8.33056
dji,2017,10.18804
dji,2018,8.90088
dma,1988,5.88691
dma,1999,3.78934
dma,2000,3.0069
dma,2001,2.42045
dma,2002,5.86793
dma,2003,5.01202
dma,2004,5.68627
dma,2005,4.58204
dma,2006,4.59016
dma,2007,6.21913
dma,2008,5.28768
dma,2009,7.47154
dma,2010,6.03946
dma,2011,8.6694
dma,2012,4.58672
dma,2013,4.98759
dma,2014,4.6024
dma,2015,3.95451
dma,2016,3.49391
dnk,1971,0
dnk,1972,0
dnk,1973,0
dnk,1974,0
dnk,1980,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0.23362
dnk,2010,0.25973
dnk,2011,0.5755
dnk,2012,0.81747
dnk,2013,1.22111
dnk,2014,1.15977
dnk,2015,1.15959
dnk,2016,1.04342
dnk,2017,1.10879
dom,1971,23.79277
dom,1999,4.47763
dom,2000,6.20159
dom,2002,7.07467
dom,2004,8.83751
dom,2005,9.91801
dom,2006,9.93117
dom,2007,6.87286
dom,2009,8.59504
dom,2010,9.25126
dom,2011,10.21062
dom,2012,10.3882
dom,2013,9.6935
dom,2014,9.12615
dom,2015,6.30048
dom,2016,4.86674
dom,2017,6.32649
dom,2018,6.28867
dza,1972,12.40687
dza,1973,12.65401
dza,1974,12.69462
dza,1975,12.79638
dza,1976,12.86168
dza,1977,12.55197
dza,1978,13.55789
dza,1979,13.54169
dza,1980,13.55364
dza,1981,12.4129
dza,1982,11.10806
dza,1983,7.39907
dza,1984,7.5847
dza,1985,7.64675
dza,1986,8.71616
dza,1987,7.78987
dza,1988,7.63207
dza,1989,7.70249
dza,1990,8.13669
dza,1991,11.11393
dza,1992,10.49997
dza,1993,11.03912
dza,1994,11.0787
dza,1995,10.95326
dza,1996,10.7428
dza,1997,12.95213
dza,1999,14.62911
dza,2000,17.17222
dza,2001,15.18554
dza,2002,14.15114
dza,2003,14.0506
dza,2004,14.34189
dza,2005,13.62392
dza,2006,14.41535
dza,2007,13.5684
dza,2008,9.53357
dza,2009,13.08726
dza,2010,9.15963
dza,2011,9.20384
dza,2012,8.63382
dza,2013,8.51597
dza,2014,8.61315
dza,2015,7.75852
dza,2016,7.3377
dza,2017,7.30417
dza,2018,7.17467
ecu,1971,12.79187
ecu,1972,14.16533
ecu,1973,11.96576
ecu,1974,13.17224
ecu,1975,11.3392
ecu,1976,11.77119
ecu,1977,11.60141
ecu,1978,13.24436
ecu,1979,13.75047
ecu,1980,11.5326
ecu,1987,7.05257
ecu,1988,6.61903
ecu,1994,5.15048
ecu,1995,4.76946
ecu,1996,4.33625
ecu,1997,3.8143
ecu,1999,2.98536
ecu,2000,2.61986
ecu,2001,2.48316
ecu,2002,2.2904
ecu,2003,2.2575
ecu,2004,2.25717
ecu,2005,1.85952
ecu,2006,1.71499
ecu,2007,1.58464
ecu,2009,3.0818
ecu,2010,2.42176
ecu,2011,2.5174
ecu,2012,1.91646
ecu,2013,2.20493
ecu,2014,1.30594
