geo,time,se_prm_rept_ma_zs
mac,2013,4.52036
mac,2014,4.19963
mac,2015,3.13958
mac,2016,2.98475
mac,2017,2.67127
mac,2018,2.0788
mar,1973,29.79545
mar,1974,30.14462
mar,1975,29.58932
mar,1977,29.23336
mar,1978,28.42375
mar,1979,28.87839
mar,1980,29.49561
mar,1981,30.42479
mar,1982,29.99026
mar,1983,30.77018
mar,1984,32.25097
mar,1985,22.74609
mar,1986,20.88679
mar,1987,21.17943
mar,1988,17.78547
mar,1989,16.57863
mar,1990,14.87012
mar,1991,11.95804
mar,1992,13.5903
mar,1993,13.73423
mar,1994,13.6534
mar,1995,12.99627
mar,1996,13.41236
mar,1997,13.81628
mar,1998,14.15179
mar,1999,14.12407
mar,2000,13.862
mar,2001,14.22492
mar,2002,14.11391
mar,2003,15.57943
mar,2004,15.17231
mar,2005,14.74599
mar,2006,14.56447
mar,2007,13.7319
mar,2008,13.89511
mar,2009,13.42522
mar,2010,12.56767
mar,2011,9.93971
mar,2012,8.75349
mar,2013,11.07496
mar,2014,11.39655
mar,2015,11.35098
mar,2016,11.8133
mar,2017,12.8233
mar,2018,12.42789
mco,1991,6.39269
mco,1992,6.05381
mco,1999,0
mco,2001,0
mco,2009,0
mco,2013,1.14286
mco,2014,2.71186
mco,2016,0.4008
mco,2017,0.19627
mco,2018,1.51057
mco,2019,1.39581
mda,1995,1.39973
mda,2002,0.8815
mda,2003,0.41073
mda,2004,0.38767
mda,2005,0.3383
mda,2006,0.24094
mda,2007,0.18509
mda,2008,0.08031
mda,2009,0.10503
mda,2010,0
mda,2011,0
mda,2015,0
mda,2016,0
mda,2017,0
mda,2018,0
mdg,1971,29.72431
mdg,1972,29.60169
mdg,1973,32.19614
mdg,1975,25.01379
mdg,1988,35.10795
mdg,1989,35.66678
mdg,1990,36.04451
mdg,1991,37.28536
mdg,1992,33.8641
mdg,1993,33.86049
mdg,1994,33.53389
mdg,1995,33.30436
mdg,1996,34.81374
mdg,1998,34.3175
mdg,1999,30.86277
mdg,2000,28.78834
mdg,2001,31.17722
mdg,2002,31.49397
mdg,2003,30.29979
mdg,2004,30.90886
mdg,2005,18.789
mdg,2006,20.39079
mdg,2007,19.83807
mdg,2008,20.57164
mdg,2009,21.26283
mdg,2010,20.997
mdg,2011,20.54774
mdg,2012,21.68028
mdg,2013,23.28191
mdg,2014,22.12925
mdg,2015,22.07915
mdg,2016,22.54311
mdg,2018,27.29671
mdv,1997,12.48992
mdv,2005,5.84321
mdv,2006,5.50497
mdv,2008,5.3615
mdv,2009,3.91692
mdv,2010,4.13069
mdv,2011,4.20956
mdv,2012,3.9415
mdv,2013,3.59562
mdv,2014,2.7142
mdv,2015,1.67503
mdv,2016,0.2775
mdv,2017,0.06031
mex,1975,12.21861
mex,1976,11.58645
mex,1977,10.44655
mex,1993,9.90815
mex,1994,8.39043
mex,1995,8.14304
mex,1996,7.81806
mex,1997,7.90829
mex,1999,7.64013
mex,2000,7.22982
mex,2001,6.51642
mex,2002,6.6829
mex,2003,6.0835
mex,2004,5.79681
mex,2005,5.60952
mex,2006,5.12984
mex,2007,4.66595
mex,2008,4.40039
mex,2009,4.42757
mex,2010,4.20261
mex,2011,3.83283
mex,2012,3.54741
mex,2013,2.53172
mex,2014,1.01362
mex,2015,0.97792
mex,2016,1.09085
mex,2017,1.06084
mhl,2016,4.2836
mkd,1995,1.2411
mkd,1996,1.15455
mkd,1997,0.11301
mkd,1999,0.05205
mkd,2000,0.06118
mkd,2001,0.06909
mkd,2002,0.12893
mkd,2003,0.23448
mkd,2004,0.19822
mkd,2005,0.19841
mkd,2006,0.13042
mkd,2007,0.12636
mkd,2008,0.03201
mkd,2009,0.23905
mkd,2010,0.16971
mkd,2012,0.0018
mkd,2013,0
mkd,2014,0
mkd,2015,0
mkd,2017,0
mli,1979,26.14156
mli,1981,29.14311
mli,1984,29.35545
mli,1985,30.31847
mli,1987,28.10894
mli,1988,29.25572
mli,1999,17.20799
mli,2000,17.33822
mli,2001,17.36602
mli,2002,18.95925
mli,2003,19.59352
mli,2004,18.66161
mli,2005,18.35717
mli,2006,16.69607
mli,2007,16.69173
mli,2008,14.05745
mli,2009,13.16982
mli,2010,12.8371
mli,2011,12.8369
mli,2012,19.3928
mli,2014,20.27465
mli,2015,19.65404
mli,2016,21.36881
mli,2017,19.94606
mlt,1971,1.87886
mlt,1972,1.05193
mlt,1973,0.31815
mlt,1974,0.72758
mlt,1975,1.12085
mlt,1976,0.91743
mlt,1977,1.00499
mlt,1978,4.22675
mlt,1979,4.43421
mlt,1980,3.29447
mlt,1981,2.37748
mlt,1982,2.09811
mlt,1983,1.81346
mlt,1984,1.4119
mlt,1985,1.47678
mlt,1986,3.44972
mlt,1987,3.07861
mlt,1988,2.98873
mlt,1989,1.82286
mlt,1990,1.24578
mlt,1991,1.41212
mlt,1992,1.59606
mlt,1993,1.81462
mlt,1994,2.00568
mlt,1995,2.38395
mlt,1996,1.87301
mlt,1997,2.40443
mlt,1998,2.2318
mlt,1999,2.414
mlt,2000,2.31184
mlt,2001,2.78484
mlt,2002,2.58468
mlt,2003,2.64373
mlt,2004,2.41855
mlt,2005,2.92189
mlt,2006,2.07815
mlt,2007,1.98782
mlt,2008,1.93849
mlt,2009,1.3654
mlt,2010,0.89391
mlt,2011,0.07335
mlt,2012,0.2068
mlt,2013,0.16493
mlt,2014,0.41457
mlt,2015,0.27844
mlt,2016,0.21729
mlt,2017,0.25455
mmr,1971,18.49687
mmr,1972,23.13323
mmr,1973,18.48318
mmr,1974,20.08018
mmr,1999,1.69935
mmr,2000,0.51808
mmr,2001,0.69882
mmr,2002,0.69156
mmr,2003,0.69663
mmr,2004,0.55055
mmr,2005,0.58487
mmr,2006,0.61306
mmr,2007,0.71935
mmr,2008,0.44716
mmr,2009,0.35388
mmr,2010,0.25488
mne,2011,0.08931
mne,2012,0.1108
mne,2015,0.30983
mne,2016,0.69559
mne,2017,0.50254
mne,2018,0.31877
mng,1995,1.18972
mng,1996,0.82581
mng,1997,0.79082
mng,1998,0.82241
mng,1999,1.01036
mng,2000,0.8501
mng,2001,0.62831
mng,2002,0.66697
mng,2003,0.69503
mng,2004,0.65516
mng,2005,0.46114
mng,2006,0.34602
mng,2007,0.53055
mng,2008,0.20471
mng,2009,0.10979
mng,2010,0.06009
mng,2011,0.12307
mng,2012,0.11795
mng,2013,0.07079
mng,2014,0.05731
mng,2015,0.08274
mng,2016,0.32777
mng,2017,0.10808
mng,2018,0.07087
moz,1973,28.40219
moz,1982,27.1171
moz,1983,27.2796
moz,1984,26.2659
moz,1985,22.87225
moz,1986,24.65272
moz,1987,23.76891
moz,1988,27.25623
moz,1989,26.62419
moz,1990,25.1109
moz,1991,23.72644
moz,1992,24.67438
moz,1993,25.25346
moz,1994,24.87788
moz,1995,24.96699
moz,1999,23.19549
moz,2000,23.12733
moz,2001,22.27333
moz,2002,22.63102
moz,2004,20.63163
moz,2005,10.56128
moz,2006,5.50504
moz,2007,6.14491
moz,2008,5.73523
moz,2009,7.27104
moz,2010,7.72764
moz,2011,7.94931
moz,2012,7.84802
moz,2013,7.20971
moz,2014,6.75936
moz,2015,6.51336
moz,2016,9.95477
moz,2017,9.77687
moz,2018,9.09961
mrt,1976,13.24207
mrt,1977,12.38997
mrt,1978,13.21604
mrt,1979,12.34426
mrt,1981,12.5186
mrt,1985,16.89782
mrt,1986,16.98991
mrt,1987,18.40856
mrt,1988,17.67165
mrt,1989,18.41092
mrt,1990,18.20658
mrt,1991,17.20802
mrt,1992,16.73948
mrt,1993,15.48028
mrt,1994,15.9216
mrt,1995,15.50534
mrt,1996,14.90188
mrt,1997,14.96777
mrt,1998,15.00736
mrt,1999,15.26652
mrt,2001,14.98296
mrt,2002,13.81842
mrt,2005,9.94194
mrt,2006,10.08871
mrt,2007,3.43623
mrt,2009,2.63055
mrt,2010,3.36125
mrt,2012,3.63468
mrt,2013,3.19628
mrt,2014,3.35058
mrt,2015,3.11859
mrt,2017,2.42089
mrt,2018,1.6117
mus,1983,4.75018
mus,1984,6.58466
mus,1985,6.23578
mus,1986,7.06732
mus,1987,9.69144
mus,1988,8.49244
mus,1989,8.2454
mus,1990,4.63231
mus,1991,7.55039
mus,1992,8.22268
mus,1993,7.67984
mus,1994,6.85822
mus,1995,5.94543
mus,1996,4.83468
mus,1997,4.24782
mus,1998,3.94797
mus,1999,4.0794
mus,2000,4.63827
mus,2001,4.93722
mus,2002,5.28428
mus,2003,5.0256
mus,2004,5.60146
mus,2005,5.43289
mus,2006,5.21342
mus,2007,4.38812
mus,2008,4.63315
mus,2009,4.27871
mus,2010,4.10578
mus,2011,4.24712
mus,2012,4.27894
mus,2013,1.89561
mus,2014,1.11174
mus,2015,1.14454
mus,2016,1.01113
mus,2017,0.79836
mus,2018,0.01331
mwi,1974,15.95128
mwi,1975,15.38228
mwi,1976,14.63093
mwi,1977,15.79799
mwi,1978,13.87593
mwi,1979,13.94934
mwi,1980,14.95795
mwi,1981,14.58582
mwi,1982,12.02499
mwi,1983,10.99531
mwi,1984,12.87283
mwi,1985,12.82303
mwi,1986,15.0608
mwi,1987,17.4012
mwi,1988,18.10887
mwi,1989,18.01835
mwi,1990,17.88727
mwi,1991,16.94288
mwi,1992,14.00318
mwi,1993,17.57755
mwi,1994,16.61597
mwi,1995,17.42541
mwi,1996,14.91664
mwi,1999,14.40992
mwi,2000,15.53444
mwi,2001,17.36045
mwi,2002,15.6727
mwi,2004,18.39943
mwi,2005,20.57393
mwi,2006,21.1428
mwi,2007,21.09799
mwi,2008,20.51505
mwi,2009,19.04436
mwi,2010,19.21276
mwi,2011,19.90473
mwi,2012,19.87349
mwi,2013,19.26343
mwi,2014,19.76264
mys,1974,0
mys,1980,0
mys,1981,0
mys,1982,0
mys,1983,0
mys,1984,0
mys,1985,0
mys,1987,0
mys,1988,0
mys,1989,0
mys,1991,0
nam,1992,26.06195
nam,1994,24.28749
nam,1996,14.15779
nam,1998,13.56589
nam,1999,13.94156
nam,2000,14.95021
nam,2001,14.78421
nam,2002,14.61223
nam,2003,14.62982
nam,2004,17.52597
nam,2005,17.36215
nam,2006,18.64434
nam,2008,21.78634
nam,2009,18.08301
nam,2010,17.95703
nam,2012,17.28771
nam,2013,17.22669
nam,2018,18.40463
ncl,1970,9.87383
ncl,1971,9.96837
ncl,1982,17.05874
ncl,1983,17.97654
ncl,1984,17.84269
ncl,1985,18.97423
ncl,1986,18.42521
ncl,1987,18.18262
ncl,1988,18.21994
ncl,1989,18.31779
ncl,1990,14.86509
ner,1971,18.92437
ner,1972,18.23361
ner,1973,18.25063
ner,1974,17.84952
ner,1975,15.92868
ner,1976,12.95888
ner,1977,12.47977
ner,1978,11.95312
ner,1979,14.27411
ner,1980,13.55335
ner,1981,14.53087
ner,1982,15
ner,1983,14.70149
ner,1984,14.25528
ner,1985,14.99845
ner,1986,14.99992
ner,1987,14.96119
ner,1989,12.57973
ner,1990,13.1997
ner,1991,13.61007
ner,1992,15.19817
ner,1993,18.32821
ner,1995,17.53404
ner,1996,19.03921
ner,1997,13.11596
ner,1998,12.74524
ner,1999,12.40074
ner,2000,12.07617
ner,2001,10.06141
ner,2002,8.51204
ner,2003,7.22005
ner,2004,5.11935
ner,2005,5.21259
ner,2006,4.74281
ner,2007,4.77629
ner,2008,6.51498
ner,2009,4.97856
ner,2010,4.46749
ner,2011,3.6424
ner,2012,3.48425
ner,2013,4.14999
ner,2014,3.7668
ner,2015,3.5241
ner,2016,2.4655
nic,1970,13.19816
nic,1971,11.5755
nic,1972,13.66012
nic,1973,11.61553
nic,1977,14.30872
nic,1978,15.14626
nic,1979,12.47914
nic,1980,17.86226
nic,1982,16.30232
nic,1983,18.7517
nic,1984,9.14824
nic,1985,16.26832
nic,1986,14.44333
nic,1987,14.98143
nic,1988,15.77988
nic,1993,18.33176
nic,1994,16.43125
nic,1995,16.13352
nic,1999,5.31833
nic,2000,5.84274
nic,2001,7.73653
nic,2002,10.12708
nic,2003,11.79932
nic,2004,11.7921
nic,2005,11.07155
nic,2006,10.75422
nic,2007,10.23922
nic,2008,12.58374
nic,2010,9.21171
nld,1971,3.59749
nld,1972,3.12434
nld,1973,3.28765
nld,1974,3.19149
nld,1975,3.03575
nld,1976,2.85726
nld,1977,3.31748
nld,1978,3.34903
nld,1979,3.45172
nld,1980,3.04551
nld,1981,3.10151
nld,1982,2.91821
nld,1983,2.80245
nld,1984,2.59227
nld,1985,2.57673
nor,1971,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,0
nor,1991,0
nor,1992,0
nor,1993,0
npl,1992,28.13177
npl,1999,22.22605
npl,2000,25.00183
npl,2001,24.30129
npl,2002,21.78018
npl,2003,21.58389
npl,2004,21.58386
npl,2005,22.89868
npl,2006,20.75116
npl,2007,19.1101
npl,2008,16.77239
npl,2009,14.65634
npl,2010,14.14415
npl,2011,12.12171
npl,2012,11.9134
npl,2013,11.16078
npl,2014,10.33743
npl,2015,10.09952
npl,2016,8.82958
npl,2017,7.71475
npl,2019,7.85974
nru,1991,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2012,0
nru,2014,0
nru,2016,0.21482
nzl,1970,0
nzl,1971,0
nzl,1972,0
nzl,1973,0
nzl,1974,0
nzl,1975,0
nzl,1976,0
nzl,1977,0
nzl,1978,0
nzl,1979,0
nzl,1980,3.83958
nzl,1981,3.84795
nzl,1982,3.586
nzl,1983,3.68093
nzl,1984,3.48038
nzl,1985,3.396
nzl,1986,3.64888
nzl,1987,3.53842
nzl,1988,3.56262
nzl,1989,3.35751
nzl,1990,3.25206
nzl,1991,3.55874
nzl,1992,4.03653
omn,1974,10.46287
omn,1975,8.15216
omn,1976,9.43087
omn,1978,15.54411
omn,1979,12.70406
omn,1983,14.28218
omn,1984,11.9938
omn,1985,12.91818
omn,1986,13.48444
omn,1987,13.31249
omn,1988,14.57329
omn,1989,12.94572
omn,1990,12.96058
omn,1992,9.89174
omn,1994,9.70764
omn,1995,8.78753
omn,1996,9.57679
omn,1997,10.83048
omn,1998,10.4486
omn,1999,9.45115
omn,2000,8.69219
omn,2001,7.04236
omn,2002,5.16613
omn,2003,0.66436
omn,2009,1.28082
omn,2011,0.86748
omn,2012,0.88091
omn,2013,3.31427
omn,2014,2.2941
omn,2015,2.39364
omn,2016,2.35184
omn,2017,2.10452
omn,2018,0
pak,2005,3.346
pak,2006,2.38913
pak,2007,5.53807
pak,2008,4.79829
pak,2009,4.51098
pak,2010,4.51783
pak,2011,4.34614
pak,2012,3.51637
pak,2013,2.66267
pak,2014,2.34382
pak,2015,1.63915
pak,2016,2.38131
pak,2017,2.32121
pak,2018,1.90699
pan,1970,16.93785
pan,1971,16.127
pan,1972,15.15967
pan,1973,14.52169
pan,1974,15.35834
pan,1975,14.30533
pan,1976,12.6099
pan,1977,12.90425
pan,1978,13.22398
pan,1979,14.51957
pan,1980,14.69785
pan,1981,14.22051
pan,1982,14.16088
pan,1983,13.35518
pan,1984,14.17106
pan,1985,15.31085
pan,1986,13.30628
pan,1987,13.14046
pan,1988,12.88041
pan,1989,11.52159
pan,1999,7.43302
pan,2000,7.04235
pan,2001,6.55417
pan,2002,6.36956
pan,2004,6.41234
pan,2005,6.61443
pan,2006,6.60433
pan,2007,6.51921
pan,2008,6.21128
pan,2009,6.01194
pan,2010,6.51117
pan,2011,6.79072
pan,2012,5.52139
pan,2013,5.14617
pan,2014,3.09333
pan,2017,3.77791
per,1970,17.55704
per,1977,9.47101
per,1978,15.42699
per,1979,16.03224
per,1980,19.31715
per,1981,18.43311
per,1993,14.56363
per,1995,15.58343
per,1998,10.01531
per,1999,10.48141
per,2000,10.90038
per,2001,10.89906
per,2002,10.15375
per,2003,7.82394
per,2004,7.82639
per,2005,9.17958
per,2006,8.96174
per,2007,8.10521
per,2008,7.34886
per,2009,7.00533
per,2010,6.49046
per,2011,5.77726
per,2012,5.09424
per,2013,5.09426
per,2014,4.49821
per,2015,3.41814
per,2016,3.19539
per,2017,2.95406
per,2018,3.00811
phl,1981,2.75212
phl,1983,2.61138
phl,1984,2.58723
phl,1985,1.39949
phl,1986,1.82055
phl,1987,1.79653
phl,1988,1.77353
phl,1989,1.62289
phl,1998,2.39499
phl,1999,2.39871
phl,2001,2.45667
phl,2002,2.91386
phl,2003,2.66146
phl,2004,2.77057
phl,2005,2.86836
phl,2006,3.49244
phl,2007,2.96243
phl,2008,2.86046
phl,2009,3.22282
phl,2014,1.82247
phl,2015,0.85954
phl,2016,0.84606
phl,2017,1.91092
plw,1999,0
plw,2000,0
plw,2013,5.27497
plw,2014,6.40449
png,1987,0
png,1988,0
png,1989,0
png,1990,0
png,1991,0
png,1992,0
png,1996,0
png,1997,0
png,1998,0
png,2000,0
png,2001,0
png,2002,0
png,2003,0
png,2014,10.29752
png,2016,8.87574
pol,2004,0.93686
pol,2005,1.07466
pol,2006,1.01302
pol,2007,1.07325
pol,2008,1.52305
pol,2009,1.31823
pol,2010,1.09569
pol,2011,1.17474
pol,2012,1.07388
pol,2013,1.13701
pol,2014,1.08797
pol,2015,0.98141
pol,2016,1.0121
pol,2017,1.25287
pri,2015,2.63065
prt,1972,24.52355
prt,1973,23.98797
prt,1974,23.72071
prt,1975,22.20464
prt,1976,12.80806
prt,1977,14.61006
prt,1978,18.3741
prt,1985,19.43317
prt,1990,16.18839
prt,1991,16.33955
pry,1970,19.73574
pry,1972,19.17068
pry,1973,18.77667
pry,1974,18.33753
pry,1975,16.73578
pry,1976,16.11486
pry,1977,15.45162
pry,1978,15.39733
pry,1980,14.97692
pry,1981,14.48827
pry,1982,14.14979
pry,1983,11.2513
pry,1984,12.45524
pry,1985,11.77919
pry,1986,10.7276
pry,1987,10.49456
pry,1988,10.08266
pry,1989,10.21875
pry,1990,9.72829
pry,1991,10.01577
pry,1992,10.1405
pry,1993,9.42359
pry,1994,9.22612
pry,1995,9.03552
pry,1996,10.36246
pry,1998,9.76525
pry,1999,8.80803
pry,2000,8.71119
pry,2001,9.22314
pry,2002,8.78837
pry,2003,8.53118
pry,2004,7.9407
pry,2005,6.09911
pry,2006,5.79937
pry,2007,4.82976
pry,2008,5.36102
pry,2009,6.00132
pry,2010,5.79558
pry,2011,5.54621
pry,2012,5.51604
pry,2016,3.5361
pse,1995,4.62795
pse,1996,3.97353
pse,1997,3.55915
pse,1999,2.18185
pse,2000,2.15975
pse,2001,2.06655
pse,2002,1.68486
pse,2003,1.1994
pse,2004,0.18987
pse,2005,0.71341
pse,2007,0.58644
pse,2008,0.47301
pse,2009,0
pse,2010,0
pse,2011,0.57743
pse,2012,0.7224
pse,2013,0.25504
pse,2014,0.25238
pse,2015,0.2201
pse,2016,0.25249
pse,2017,0.07539
pse,2018,0.10034
pyf,1975,20.32333
pyf,1983,10.00713
qat,1971,22.80067
qat,1972,20.45285
qat,1973,21.36852
qat,1974,21.63823
qat,1975,20.23574
qat,1976,20.43011
qat,1977,20.28746
qat,1978,14.57427
qat,1979,14.18511
qat,1980,13.61448
qat,1981,10.34218
qat,1982,8.30327
qat,1984,9.67452
qat,1985,10.61996
qat,1986,10.23171
qat,1987,11.50696
qat,1988,9.35641
qat,1989,8.43635
qat,1990,7.91191
qat,1991,7.10029
qat,1992,6.3663
qat,1993,5.04096
qat,1994,4.20704
qat,1995,4.24155
qat,1996,3.93755
qat,1998,3.3436
qat,1999,3.459
qat,2005,3.67225
qat,2006,2.02632
qat,2007,0.94637
qat,2008,0.68049
qat,2009,0.46231
qat,2011,0.26493
qat,2013,1.07686
qat,2014,2.43911
qat,2015,1.66609
qat,2016,2.2113
qat,2017,1.96013
rou,1990,2.09736
rou,1993,5.07308
rou,1996,3.26162
rou,1999,4.05401
rou,2000,4.07176
rou,2001,3.76336
rou,2002,3.72461
rou,2003,3.26467
rou,2004,2.89449
rou,2005,2.66036
rou,2006,2.56901
rou,2007,1.53166
rou,2008,2.0194
rou,2009,1.95265
rou,2010,2.08472
rou,2011,1.9001
rou,2012,1.73598
rou,2015,0.98238
rou,2016,1.33091
rou,2017,1.52881
rus,1994,1.9802
rus,1995,1.84217
rus,2014,0.38244
rus,2015,0.30345
rus,2016,0.27899
rus,2017,0.28954
rwa,1971,30.11547
rwa,1972,28.20803
rwa,1973,24.6339
rwa,1974,24.00906
rwa,1975,21.49894
rwa,1977,17.32113
rwa,1980,7.28934
rwa,1981,6.69596
rwa,1982,14.36426
rwa,1983,14.82105
rwa,1984,13.23466
rwa,1985,12.86613
rwa,1986,13.37202
rwa,1987,14.12368
rwa,1988,10.92046
rwa,1989,11.04535
rwa,1990,11.44946
rwa,1991,13.27841
rwa,1992,14.93849
rwa,1999,29.23384
rwa,2000,31.01069
rwa,2001,35.95852
rwa,2002,35.9572
rwa,2003,16.67154
rwa,2004,18.74939
rwa,2006,14.57026
rwa,2008,17.59652
rwa,2009,15.11147
rwa,2010,14.07851
rwa,2011,13.86249
rwa,2012,12.73833
rwa,2013,12.76948
rwa,2014,17.59849
rwa,2015,19.45491
rwa,2016,19.282
rwa,2017,17.66425
rwa,2018,14.53765
sau,1979,16.15164
sau,2005,4.91054
sau,2007,3.44947
sau,2008,3.46702
sau,2011,1.91928
sau,2012,1.50892
sau,2013,1.6747
sau,2014,1.06453
sau,2015,1.24683
sau,2016,1.27667
sau,2017,1.41484
sau,2018,1.31887
sdn,2010,4.42618
sdn,2012,3.52539
sdn,2013,3.46051
sdn,2014,3.78698
sdn,2015,3.5546
sdn,2016,3.94922
sdn,2017,2.75814
sen,1971,19.61611
sen,1972,19.03871
sen,1978,14.72942
sen,1979,15.16172
sen,1980,15.91441
sen,1981,15.34479
sen,1982,15.48236
sen,1983,15.61786
sen,1984,15.15823
sen,1985,15.80876
sen,1986,16.14936
sen,1988,14.75348
sen,1989,15.84445
sen,1990,16.22116
sen,1992,16.12941
sen,1994,14.87244
sen,1996,13.94082
sen,1997,13.45632
sen,1998,13.40544
sen,1999,14.23808
sen,2000,13.72003
sen,2001,14.11494
sen,2002,13.70441
sen,2003,13.8909
sen,2004,13.07382
sen,2005,11.9022
sen,2006,10.78626
sen,2007,10.78878
sen,2008,7.77892
sen,2009,7.61615
sen,2010,6.31353
sen,2011,3.08567
sen,2012,3.48786
sen,2013,2.85533
sen,2014,3.0033
sen,2015,2.82168
sen,2016,3.7518
sen,2018,3.67935
sgp,1972,10.20868
sgp,1973,9.18732
sgp,1974,9.40424
sgp,1975,9.87567
sgp,1976,12.01898
sgp,1977,24.9018
sgp,1978,15.2524
sgp,1979,10.08659
sgp,1980,7.56793
sgp,1982,1.92014
sgp,1983,1.22098
sgp,1984,1.00675
sgp,2007,0.39689
sgp,2008,0.33614
sgp,2009,0.42317
sgp,2016,0.16946
sgp,2017,0.17506
slb,1975,5.36736
slb,1980,5.05033
slb,1981,4.25395
slb,1982,4.34488
slb,1983,4.2397
slb,1986,7.63516
slb,2011,8.66295
slb,2012,8.74766
slb,2013,7.48325
slb,2014,7.61438
slb,2015,7.17602
slb,2016,9.49343
slb,2017,7.29857
slb,2018,6.26754
sle,1978,14.31857
sle,2007,9.72597
sle,2011,15.24941
sle,2012,14.08179
sle,2013,13.69889
sle,2015,13.47654
sle,2016,5.84403
sle,2017,6.19945
sle,2018,1.46956
slv,1971,17.77064
slv,1972,9.68012
slv,1973,7.88535
slv,1974,8.64592
slv,1976,9.13855
slv,1977,9.06522
slv,1981,10.879
slv,1982,9.81888
slv,1983,9.48637
slv,1984,10.13277
slv,1987,9.28629
slv,1988,8.65013
slv,1989,9.89403
slv,1991,10.17031
slv,1992,8.66009
slv,1993,9.9348
slv,1995,8.04152
slv,1996,5.51564
slv,1998,8.25608
slv,2000,7.34279
slv,2001,7.23539
slv,2002,7.7832
slv,2003,7.62805
slv,2005,7.42611
slv,2006,8.69186
slv,2007,7.85012
slv,2008,7.11722
slv,2009,6.08148
slv,2010,6.75985
slv,2011,6.90929
slv,2012,7.71181
slv,2013,8.23336
slv,2014,7.35648
slv,2015,6.84394
slv,2016,5.55738
slv,2017,3.88755
slv,2018,4.53325
smr,1992,0.32206
smr,1993,0.64935
smr,2000,0
smr,2008,0
smr,2009,0
smr,2010,0
smr,2011,0
smr,2012,0
smr,2018,0
som,1975,0
srb,2007,0.71449
srb,2008,0.73362
srb,2009,0.7562
srb,2010,0.63945
srb,2011,0.48275
srb,2012,0.42241
srb,2013,0.51062
srb,2014,0.53996
srb,2015,0.75833
srb,2016,0.85961
srb,2017,0.71788
srb,2018,0.57671
ssd,2011,10.15535
stp,1977,52.56275
stp,1984,19.95565
stp,1988,34.99357
stp,1999,32.55223
stp,2002,27.00759
stp,2003,29.33942
stp,2004,25.39267
stp,2005,24.45381
stp,2007,27.39726
stp,2008,25.62098
stp,2009,15.60167
stp,2010,13.77374
stp,2011,13.54392
stp,2012,12.93203
stp,2014,12.44219
stp,2016,15.46763
stp,2017,14.43861
sur,1976,26.18849
sur,1977,24.84332
sur,1978,27.99246
sur,1979,27.96269
sur,1985,23.73532
sur,1987,25.54319
sur,1988,25.74789
sur,1989,25.50601
sur,2005,22.29506
sur,2006,15.78701
sur,2007,17.80551
sur,2008,19.86284
sur,2009,19.51922
sur,2010,20.30278
sur,2011,19.61536
sur,2012,19.28942
sur,2013,18.7568
sur,2014,18.40298
sur,2015,18.90607
sur,2016,19.84062
sur,2017,19.30167
sur,2018,19.08017
svk,1992,2.7919
svk,1993,2.41862
svk,1994,2.30422
svk,1995,2.41917
svk,1996,2.38853
svk,1997,2.31259
svk,1998,2.55802
svk,1999,2.58854
svk,2000,2.71709
svk,2001,2.64466
svk,2002,2.71892
svk,2003,2.68217
svk,2004,2.8094
svk,2005,2.85236
svk,2006,3.02276
svk,2007,2.94264
svk,2008,3.22374
svk,2009,3.48708
svk,2010,3.35294
svk,2011,2.96306
svk,2012,3.05728
svk,2013,2.89702
svk,2014,3.06403
svk,2015,3.21269
svk,2016,3.27798
svk,2017,3.45033
svn,1997,1.39157
svn,1998,1.09263
svn,1999,1.31244
svn,2000,1.21971
svn,2001,0.94495
svn,2002,0.91822
svn,2003,0.70699
svn,2004,0.61649
svn,2005,0.55918
svn,2006,0.60013
svn,2007,0.52956
svn,2008,0.69521
svn,2009,0.80485
svn,2010,0.93731
svn,2011,0.89928
svn,2012,0.92187
svn,2013,0.99068
svn,2014,0.94578
svn,2015,0.9408
svn,2016,1.02366
svn,2017,1.04944
swe,1971,0
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1987,0
swe,1988,0
swe,1989,0
swe,1990,0
swe,1991,0
swe,1992,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swz,1970,11.25355
swz,1971,16.32037
swz,1972,16.63068
swz,1973,14.35653
swz,1974,10.95385
swz,1975,11.16064
swz,1976,9.18897
swz,1977,11.7469
swz,1978,12.07391
swz,1979,12.22844
swz,1980,12.37474
swz,1981,13.36454
swz,1982,14.54159
swz,1983,14.54834
swz,1984,14.3622
swz,1985,15.79876
swz,1986,16.63379
swz,1987,17.24719
swz,1988,17.12556
swz,1989,17.03178
swz,1990,16.97359
swz,1991,17.62049
swz,1992,17.41944
swz,1993,17.98692
swz,1994,16.82395
swz,1995,17.91537
