geo,time,se_prm_gint_zs
kir,1977,117.71546
kir,1978,95.96942
kir,1979,103.93812
kir,1980,108.09289
kir,1981,84.9827
kir,1982,112.02658
kir,1983,106.62461
kir,1984,91.20813
kir,1985,102.52149
kir,1986,100.94131
kir,1987,97.20129
kir,1988,102.20588
kir,1989,108.0041
kir,1990,106.75
kir,1991,108.19593
kir,1992,111.74528
kir,1993,104.60617
kir,1994,114.09851
kir,1995,109.28157
kir,1996,108.58407
kir,1997,105.55556
kir,1999,117.76113
kir,2000,114.14763
kir,2001,114.49149
kir,2002,110.05111
kir,2003,123.70157
kir,2004,117.21246
kir,2005,123.59155
kir,2006,119.34335
kir,2007,110.77622
kir,2008,113.63636
kir,2014,109.16086
kir,2015,103.2292
kir,2016,102.3622
kir,2017,102.18132
kna,1991,122.08923
kna,1992,114.91031
kna,1994,115.55556
kna,1995,121.29412
kna,1998,104.26267
kna,2000,114.76888
kna,2001,112.38739
kna,2002,109.31034
kna,2003,110.53864
kna,2004,112.97619
kna,2005,110.60241
kna,2007,105.19802
kna,2008,94.12516
kna,2009,106.49867
kna,2010,100.13699
kna,2011,102.64256
kna,2012,110.26723
kna,2013,107.34463
kna,2014,104.23131
kna,2015,114.10437
kna,2016,105.09915
kor,1971,112.97622
kor,1972,108.85992
kor,1973,105.22857
kor,1974,107.40589
kor,1975,104.93255
kor,1976,110.78852
kor,1977,106.25829
kor,1978,107.46482
kor,1979,112.8909
kor,1980,108.84643
kor,1981,105.56111
kor,1982,104.43606
kor,1983,99.62744
kor,1984,94.69064
kor,1985,100.2019
kor,1986,100.10497
kor,1987,111.58592
kor,1988,110.50302
kor,1989,111.45824
kor,1990,108.24112
kor,1991,101.09253
kor,1992,93.48666
kor,1993,98.98719
kor,1994,101.16766
kor,1995,103.91721
kor,1996,104.29166
kor,1997,103.32732
kor,1998,107.42263
kor,1999,103.27738
kor,2000,98.46242
kor,2001,97.1794
kor,2002,99.25239
kor,2003,99.62917
kor,2004,102.67356
kor,2005,102.20483
kor,2006,103.24284
kor,2007,109.29007
kor,2008,101.58317
kor,2009,93.84743
kor,2010,99.88719
kor,2011,99.41269
kor,2012,93.30312
kor,2013,96.87336
kor,2014,105.96248
kor,2015,100.39982
kor,2016,95.90965
kor,2017,100.94304
kwt,1971,54.46945
kwt,1972,65.47366
kwt,1973,68.90913
kwt,1974,66.87763
kwt,1975,70.32625
kwt,1976,90.8948
kwt,1977,84.73431
kwt,1978,80.01703
kwt,1979,69.27294
kwt,1980,77.47154
kwt,1981,96.00566
kwt,1982,98.41018
kwt,1983,99.82512
kwt,1984,105.43925
kwt,1985,104.73141
kwt,1986,98.25965
kwt,1987,97.3691
kwt,1992,49.79508
kwt,1994,81.29251
kwt,1995,96.28497
kwt,1996,102.94314
kwt,1997,109.40335
kwt,1999,99.54109
kwt,2000,98.48382
kwt,2001,97.05531
kwt,2002,98.53329
kwt,2003,98.65147
kwt,2004,98.6865
kwt,2005,96.32585
kwt,2006,97.67271
kwt,2007,101.0392
kwt,2008,101.42901
kwt,2010,105.28158
kwt,2011,111.88627
kwt,2012,108.3482
kwt,2013,103.71234
kwt,2016,95.20939
kwt,2017,91.64863
kwt,2018,89.5939
lao,1988,130.85373
lao,1990,117.21987
lao,1992,106.32377
lao,1993,118.30223
lao,1994,116.49565
lao,1996,113.23482
lao,1997,114.50431
lao,1998,118.51277
lao,1999,112.3293
lao,2000,114.64501
lao,2001,112.58349
lao,2002,117.52244
lao,2003,119.02089
lao,2004,117.1153
lao,2005,118.94684
lao,2006,122.32558
lao,2007,127.94336
lao,2008,127.94994
lao,2009,128.59779
lao,2010,128.14242
lao,2011,120.86485
lao,2012,121.3412
lao,2013,123.9948
lao,2014,119.06379
lao,2015,107.63696
lao,2016,104.2119
lao,2017,103.17971
lao,2018,102.2389
lbr,1978,59.77352
lbr,2008,115.68236
lbr,2009,137.38366
lbr,2011,131.20437
lbr,2014,127.60566
lbr,2016,93.44149
lbr,2017,99.49656
lby,1971,106.05732
lby,1972,118.85957
lby,1973,115.81092
lby,1974,109.83774
lby,1975,102.3758
lby,1976,107.31318
lby,1977,104.33698
lby,1978,101.1259
lby,1979,106.17319
lby,1980,106.43738
lby,1981,105.44361
lby,1983,108.45298
lca,1983,107.03982
lca,1984,107.06288
lca,1990,114.669
lca,1991,118.83728
lca,1993,113.70991
lca,2000,105.91819
lca,2002,97.16611
lca,2003,99.01112
lca,2004,93.38843
lca,2005,97.07718
lca,2006,100.10225
lca,2007,102.16082
lca,2016,102.33209
lca,2017,98.04013
lca,2018,102.68394
lie,2003,104.66667
lie,2004,92.90954
lie,2005,86.18267
lie,2006,96.42857
lie,2007,106.23441
lie,2008,116.04938
lie,2009,122.66667
lie,2010,111.48825
lie,2011,126.0745
lie,2012,117.82946
lie,2013,105.94315
lie,2014,106.81199
lie,2015,94.59459
lie,2016,104.45682
lie,2017,94.45783
lka,1970,88.459
lka,1972,26.78547
lka,1974,81.39062
lka,1975,84.86268
lka,1976,86.83714
lka,1977,87.01871
lka,1978,88.39337
lka,1979,85.96132
lka,1980,96.4026
lka,1981,92.6437
lka,1982,94.27171
lka,1983,94.84688
lka,1984,98.0543
lka,1985,98.78268
lka,1986,103.16436
lka,1987,103.17892
lka,1989,103.99343
lka,1990,102.23546
lka,1991,103.69293
lka,1992,98.03877
lka,1998,103.57209
lka,2001,101.45993
lka,2002,100.35118
lka,2003,97.52123
lka,2005,97.41561
lka,2006,98.65989
lka,2007,98.82236
lka,2010,97.48596
lka,2011,97.75178
lka,2012,100.48592
lka,2013,101.7889
lka,2014,101.15043
lka,2015,97.68594
lka,2016,96.06875
lka,2017,98.78455
lso,1971,98.32241
lso,1972,101.97513
lso,1973,110.70382
lso,1974,159.67719
lso,1975,128.42783
lso,1976,122.65312
lso,1977,122.73084
lso,1978,114.09478
lso,1979,117.81255
lso,1980,115.60255
lso,1981,116.08768
lso,1982,122.72137
lso,1983,116.59338
lso,1984,111.00121
lso,1985,118.57653
lso,1986,104.77935
lso,1987,110.85066
lso,1988,114.22352
lso,1989,105.11432
lso,1990,99.17899
lso,1991,102.89304
lso,1992,101.84095
lso,1993,94.52634
lso,1994,106.02134
lso,1995,107.94487
lso,1996,101.17443
lso,1997,96.10903
lso,1998,96.31303
lso,1999,95.06506
lso,2000,184.56351
lso,2001,133.47515
lso,2002,117.66659
lso,2003,119.07053
lso,2004,127.06815
lso,2005,116.57799
lso,2006,118.56024
lso,2007,112.7337
lso,2008,110.13868
lso,2009,116.36008
lso,2010,114.01701
lso,2011,114.21214
lso,2012,117.64156
lso,2013,112.60702
lso,2014,116.06693
lso,2015,120.18129
lso,2016,118.67385
lso,2017,119.70454
ltu,1995,98.59142
ltu,1996,97.90041
ltu,1997,102.45215
ltu,1999,101.76827
ltu,2000,102.65836
ltu,2001,103.50573
ltu,2002,102.41276
ltu,2003,102.88537
ltu,2004,105.45719
ltu,2005,98.85355
ltu,2006,99.72672
ltu,2007,99.58922
ltu,2008,98.39008
ltu,2009,100.66488
ltu,2010,100.7309
ltu,2011,101.10933
ltu,2012,101.01284
ltu,2013,101.57433
ltu,2014,101.13226
ltu,2015,102.70301
ltu,2016,103.09974
ltu,2017,103.74145
lux,1975,96.84359
lux,1976,94.04421
lux,1977,92.80184
lux,1978,97.17185
lux,1979,91.78787
lux,1983,89.04515
lux,1999,95.53184
lux,2001,99.46274
lux,2004,100.65517
lux,2005,98.99689
lux,2006,98.29016
lux,2007,100.24138
lux,2008,97.24991
lux,2010,99.60904
lux,2011,95.11373
lux,2012,98.43144
lux,2013,98.66622
lux,2014,102.19372
lux,2015,101.36134
lux,2016,102.69865
lux,2017,105.77617
lva,1995,94.18164
lva,1996,93.56328
lva,1997,94.2498
lva,1999,99.05325
lva,2000,101.06477
lva,2001,106.51647
lva,2002,103.24497
lva,2003,103.88964
lva,2004,101.12512
lva,2005,101.8223
lva,2006,99.98331
lva,2007,99.82849
lva,2008,99.55077
lva,2009,101.0528
lva,2010,101.91345
lva,2011,98.05815
lva,2012,98.80772
lva,2013,98.4669
lva,2014,98.55373
lva,2015,98.95319
lva,2016,98.4269
lva,2017,99.58075
mac,1990,102.58453
mac,1992,103.55437
mac,1993,103.43553
mac,1999,92.56612
mac,2000,91.72136
mac,2001,91.9551
mac,2002,94.8219
mac,2003,93.5693
mac,2004,92.95327
mac,2005,90.94905
mac,2006,91.28391
mac,2007,92.05693
mac,2008,88.81514
mac,2009,84.73163
mac,2010,83.93051
mac,2011,89.14065
mac,2012,93.08193
mac,2013,97.67976
mac,2014,99.48526
mac,2015,98.46547
mac,2016,95.27173
mac,2017,93.73634
mac,2018,94.55967
mar,1971,43.98086
mar,1972,45.73757
mar,1973,46.1021
mar,1974,48.04283
mar,1975,48.92634
mar,1976,55.82031
mar,1977,58.68514
mar,1978,61.12507
mar,1979,64.16455
mar,1980,68.4692
mar,1981,70.22723
mar,1982,76.34023
mar,1983,79.72448
mar,1984,61.71991
mar,1985,53.64297
mar,1986,76.21362
mar,1987,65.90666
mar,1988,68.59052
mar,1989,63.73937
mar,1990,66.6115
mar,1991,68.81043
mar,1992,70.4324
mar,1993,78.72843
mar,1994,82.84823
mar,1995,83.7897
mar,1996,84.94742
mar,1997,85.7514
mar,1998,93.55443
mar,1999,111.18863
mar,2000,111.0949
mar,2001,111.09827
mar,2002,111.15034
mar,2003,100.65684
mar,2004,100.37584
mar,2005,103.44076
mar,2006,103.03687
mar,2007,114.69937
mar,2008,105.02
mar,2009,103.86236
mar,2010,105.21676
mar,2011,104.26291
mar,2012,101.89421
mar,2013,101.93255
mar,2014,103.31079
mar,2015,103.5585
mar,2016,106.79364
mar,2017,109.43967
mar,2018,109.83867
mda,1995,96.69811
mda,1999,104.55505
mda,2000,104.49062
mda,2001,99.77773
mda,2002,102.82527
mda,2003,101.50308
mda,2004,101.06883
mda,2005,91.4451
mda,2006,97.81619
mda,2007,96.04294
mda,2008,95.57332
mda,2009,93.89637
mda,2010,97.37023
mda,2011,96.55582
mda,2012,95.72447
mda,2013,94.60953
mda,2014,94.90661
mda,2015,94.38187
mda,2016,93.10244
mda,2017,92.35008
mda,2018,92.78051
mdg,1971,105.74633
mdg,1972,104.79185
mdg,1973,106.08808
mdg,1975,128.89973
mdg,1988,100.7591
mdg,1989,103.25774
mdg,1990,91.17381
mdg,1991,95.31045
mdg,1992,94.77365
mdg,1993,92.87624
mdg,1994,94.26107
mdg,1995,91.37868
mdg,1996,97.73034
mdg,1998,106.90739
mdg,1999,108.86536
mdg,2000,111.36776
mdg,2001,110.9623
mdg,2002,116.42774
mdg,2003,149.26389
mdg,2004,166.29601
mdg,2005,178.78513
mdg,2006,175.28613
mdg,2007,165.89951
mdg,2008,173.16988
mdg,2009,182.80456
mdg,2010,177.79542
mdg,2011,177.56031
mdg,2012,175.5446
mdg,2013,175.32403
mdg,2014,182.0348
mdg,2015,177.58331
mdg,2016,172.72947
mdg,2018,155.52513
mdv,1997,98.52305
mdv,1999,100.3277
mdv,2000,99.71451
mdv,2001,103.77282
mdv,2002,99.92921
mdv,2003,104.17658
mdv,2004,104.74333
mdv,2005,101.3683
mdv,2006,101.90166
mdv,2007,106.88302
mdv,2008,102.06619
mdv,2009,95.17077
mdv,2015,103.89277
mdv,2016,102.34492
mdv,2017,97.18721
mex,1975,134.66456
mex,1976,137.14629
mex,1977,135.9015
mex,1978,133.7131
mex,1979,146.7825
mex,1980,143.18997
mex,1981,141.98284
mex,1982,134.25311
mex,1983,128.69519
mex,1984,126.24199
mex,1985,121.57563
mex,1986,119.93793
mex,1987,119.39047
mex,1988,118.36994
mex,1989,118.45952
mex,1990,117.23247
mex,1991,115.50686
mex,1992,112.71404
mex,1993,111.241
mex,1994,108.07874
mex,1995,109.89067
mex,1996,107.80994
mex,1997,108.816
mex,1999,109.48958
mex,2000,109.29295
mex,2001,109.17285
mex,2002,108.25716
mex,2003,107.1684
mex,2004,104.32153
mex,2005,105.02803
mex,2006,105.01005
mex,2007,111.6418
mex,2008,114.35324
mex,2009,114.32104
mex,2010,106.96526
mex,2011,105.34747
mex,2012,104.4087
mex,2013,104.17258
mex,2014,105.19614
mex,2015,106.12234
mex,2016,105.24902
mex,2017,104.68476
mhl,1999,104.44283
mhl,2002,148.83068
mhl,2003,132.74492
mhl,2005,129.40299
mhl,2006,113.91863
mhl,2007,108.35598
mhl,2008,100.06545
mhl,2009,95.08301
mhl,2011,96.49123
mhl,2016,83.53856
mkd,1993,94.24222
mkd,1994,96.29224
mkd,1995,100.24334
mkd,1996,99.77658
mkd,1997,98.22314
mkd,1998,97.83531
mkd,1999,99.80594
mkd,2000,96.68171
mkd,2001,94.91011
mkd,2002,94.88922
mkd,2003,93.29841
mkd,2004,93.32073
mkd,2005,94.38885
mkd,2006,93.81589
mkd,2007,91.86715
mkd,2009,93.0764
mkd,2010,93.47914
mkd,2012,90.46062
mkd,2013,92.56372
mkd,2014,94.12511
mkd,2015,98.02541
mkd,2017,104.95281
mli,1971,27.94572
mli,1972,27.6715
mli,1973,25.71698
mli,1974,27.56215
mli,1976,29.5056
mli,1977,27.16246
mli,1978,28.77631
mli,1979,25.28052
mli,1980,27.67998
mli,1981,23.41747
mli,1983,24.78623
mli,1984,24.70406
mli,1985,22.6839
mli,1986,23.17039
mli,1987,23.49608
mli,1988,24.05457
mli,1999,55.31319
mli,2000,57.00455
mli,2001,63.12068
mli,2002,69.06627
mli,2003,67.52692
mli,2004,70.65526
mli,2005,71.67093
mli,2006,78.68739
mli,2007,79.76308
mli,2008,82.65343
mli,2009,79.86862
mli,2010,79.67502
mli,2011,80.37081
mli,2012,67.90996
mli,2013,62.12302
mli,2014,63.61255
mli,2015,65.3733
mli,2016,67.32876
mli,2017,80.1129
mlt,1971,78.58084
mlt,1972,94.25787
mlt,1973,104.39024
mlt,1974,110.35467
mlt,1975,105.18971
mlt,1976,131.77985
mlt,1977,111.49476
mlt,1978,111.45659
mlt,1979,107.55311
mlt,1980,99.15856
mlt,1981,102.23689
mlt,1982,102.64996
mlt,1983,98.41577
mlt,1984,100.2264
mlt,1985,100.64058
mlt,1986,97.41156
mlt,1987,95.88215
mlt,1988,100.89748
mlt,1989,99.68783
mlt,1990,101.71239
mlt,1991,99.55908
mlt,1992,99.44977
mlt,1993,100.76841
mlt,1994,97.10327
mlt,1995,105.74275
mlt,1996,104.2891
mlt,1997,107.4782
mlt,1998,104.7448
mlt,1999,103.25815
mlt,2000,101.63097
mlt,2001,101.57842
mlt,2002,100.32435
mlt,2003,99.19405
mlt,2004,97.58321
mlt,2005,95.85708
mlt,2006,100.1373
mlt,2007,96.28748
mlt,2008,97.60138
mlt,2009,96.8766
mlt,2010,102.44608
mlt,2011,104.64868
mlt,2012,102.72775
mlt,2013,101.7353
mlt,2014,107.57042
mlt,2015,105.86941
mlt,2016,103.53111
mlt,2017,107.24775
mmr,1971,111.27132
mmr,1972,116.75694
mmr,1973,81.03785
mmr,1974,104.54544
mmr,1999,123.71294
mmr,2000,123.44835
mmr,2001,127.44132
mmr,2002,126.4208
mmr,2003,127.62056
mmr,2004,116.78773
mmr,2005,112.42297
mmr,2006,112.86412
mmr,2007,114.98514
mmr,2008,116.69349
mmr,2009,116.1119
mmr,2010,113.60315
mmr,2017,135.29394
mne,2001,102.25055
mne,2002,106.07014
mne,2003,114.13544
mne,2004,108.93627
mne,2005,125.81898
mne,2006,128.14878
mne,2007,123.9777
mne,2008,120.12226
mne,2009,102.69829
mne,2010,98.8764
mne,2011,93.52088
mne,2012,93.72534
mne,2015,99.29302
mne,2016,103.3038
mne,2017,101.42912
mne,2018,100.33709
mng,1978,104.93688
mng,1979,104.21516
mng,1980,103.07349
mng,1983,103.83023
mng,1995,98.91975
mng,1996,101.38059
mng,1997,100.23706
mng,1998,102.58281
mng,1999,109.51434
mng,2000,109.40919
mng,2001,106.75111
mng,2002,105.18195
mng,2003,121.41106
mng,2004,119.92321
mng,2006,120.85477
mng,2007,125.40374
mng,2008,137.19384
mng,2009,146.69206
mng,2010,115.44942
mng,2011,104.83606
mng,2012,100.97631
mng,2013,97.79267
mng,2014,106.41262
mng,2015,110.7233
mng,2016,109.1291
mng,2017,98.32495
mng,2018,102.14242
moz,1973,77.26749
moz,1982,110.2038
moz,1983,96.61637
moz,1984,104.00458
moz,1985,102.33095
moz,1986,92.03724
moz,1987,81.38167
moz,1988,69.0217
moz,1989,73.2911
moz,1990,74.91139
moz,1991,66.08213
moz,1992,64.90268
moz,1993,71.0085
moz,1994,73.78578
moz,1995,79.10369
moz,1998,94.09583
moz,1999,104.08844
moz,2000,112.18371
moz,2001,118.55933
moz,2002,111.19029
moz,2004,126.82257
moz,2005,143.22247
moz,2006,142.53135
moz,2007,155.01151
moz,2008,156.42242
moz,2009,155.07587
moz,2010,159.65752
moz,2011,155.55693
moz,2012,156.06812
moz,2013,159.8622
moz,2014,159.69002
moz,2015,160.76495
moz,2016,161.28396
moz,2017,158.26742
moz,2018,171.36159
mrt,1976,29.37432
mrt,1977,33.19515
mrt,1978,30.36172
mrt,1979,32.0748
mrt,1980,28.33637
mrt,1981,33.81181
mrt,1983,40.64791
mrt,1985,38.84872
mrt,1986,47.21348
mrt,1987,43.27631
mrt,1988,44.47024
mrt,1989,46.61017
mrt,1990,45.10382
mrt,1991,54.04224
mrt,1992,69.25644
mrt,1993,85.49511
mrt,1994,87.70752
mrt,1995,84.13614
mrt,1996,89.52429
mrt,1997,90.39478
mrt,1998,88.03985
mrt,1999,92.39917
mrt,2001,95.56906
mrt,2002,113.0541
mrt,2003,104.31568
mrt,2004,108.21784
mrt,2005,115.86276
mrt,2006,119.38361
mrt,2007,110.4319
mrt,2008,113.40412
mrt,2009,107.64446
mrt,2010,102.24796
mrt,2011,104.84054
mrt,2012,108.51718
mrt,2013,108.80807
mrt,2014,117.57163
mrt,2015,128.66745
mrt,2016,107.79572
mrt,2017,106.03607
mrt,2018,105.08427
mus,1983,106.70019
mus,1984,69.46658
mus,1985,118.12832
mus,1986,117.8139
mus,1987,112.6182
mus,1988,103.44357
mus,1989,98.0741
mus,1990,96.37229
mus,1991,92.4783
mus,1992,92.95997
mus,1993,99.29567
mus,1994,103.83031
mus,1995,106.50167
mus,1996,107.01884
mus,1997,102.47293
mus,1998,101.02966
mus,1999,95.98501
mus,2000,95.68608
mus,2001,92.47836
mus,2002,95.89979
mus,2003,96.65862
mus,2004,98.32922
mus,2005,104.17222
mus,2006,104.23102
mus,2007,100.42664
mus,2008,100.79373
mus,2009,98.66942
mus,2010,100.25022
mus,2011,101.78712
mus,2012,99.57744
mus,2013,103.56614
mus,2014,103.17501
mus,2015,100.22859
mus,2016,102.55145
mus,2017,102.04373
mus,2018,102.90226
mwi,1974,87.14704
mwi,1975,94.06255
mwi,1976,89.54501
mwi,1977,82.287
mwi,1978,82.47929
mwi,1979,89.5857
mwi,1980,99.38297
mwi,1981,96.13467
mwi,1982,109.2622
mwi,1983,95.91604
mwi,1984,77.01187
mwi,1985,87.8226
mwi,1986,84.81241
mwi,1987,81.14162
mwi,1988,85.1646
mwi,1989,101.47122
mwi,1990,106.77081
mwi,1991,105.80688
mwi,1992,152.61782
mwi,1993,149.85532
mwi,1994,168.54864
mwi,1995,267.67762
mwi,1996,218.78134
mwi,1999,182.06804
mwi,2000,191.26668
mwi,2001,195.70139
mwi,2002,179.9734
mwi,2004,184.1212
mwi,2005,163.37386
mwi,2006,162.72968
mwi,2007,152.15841
mwi,2008,154.00136
mwi,2009,151.29573
mwi,2010,157.20715
mwi,2011,156.48233
mwi,2012,158.02533
mwi,2013,163.82259
mwi,2014,157.20594
mwi,2017,146.91113
mwi,2018,130.57044
mys,1974,97.73959
mys,1980,95.78605
mys,1981,96.71333
mys,1982,96.75144
mys,1983,97.7854
mys,1984,96.06906
mys,1985,95.1949
mys,1987,96.90881
mys,1988,98.62776
mys,1989,97.87733
mys,1990,95.5706
mys,1991,99.17157
mys,1992,101.83263
mys,1993,99.89796
mys,1998,95.81388
mys,1999,98.1701
mys,2000,102.15519
mys,2001,100.95194
mys,2002,98.88018
mys,2003,97.7443
mys,2004,99.17063
mys,2005,95.65333
mys,2006,95.75141
mys,2007,99.77148
mys,2008,94.76268
mys,2009,96.43468
mys,2010,96.69146
mys,2011,99.24875
mys,2012,101.42415
mys,2013,105.46342
mys,2014,106.35786
mys,2015,104.79643
mys,2016,108.76832
mys,2017,105.25503
nam,1992,129.46805
nam,1994,114.44658
nam,1995,101.10557
nam,1996,107.31566
nam,1998,106.10852
nam,1999,107.16794
nam,2000,107.40929
nam,2001,110.74414
nam,2002,111.97939
nam,2003,111.36469
nam,2004,101.79996
nam,2005,108.32028
nam,2006,103.37834
nam,2008,104.59511
nam,2009,103.69992
nam,2010,105.94867
nam,2012,113.26678
nam,2013,114.24757
nam,2017,112.92125
nam,2018,113.31313
ner,1971,13.39787
ner,1972,13.71577
ner,1973,14.66681
ner,1974,17.29805
ner,1975,17.81319
ner,1976,24.25418
ner,1977,22.00171
ner,1978,21.61876
ner,1979,20.39186
ner,1980,24.78795
ner,1981,26.22281
ner,1982,22.51955
ner,1983,20.98225
ner,1984,19.837
ner,1985,21.94425
ner,1986,24.72017
ner,1987,27.05305
ner,1989,27.83558
ner,1990,26.65626
ner,1991,26.28482
ner,1992,25.35239
ner,1993,25.79068
ner,1995,27.78325
ner,1996,31.18842
ner,1997,31.44965
ner,1998,30.25592
ner,1999,41.62365
ner,2000,43.91041
ner,2001,46.2133
ner,2002,56.77715
ner,2003,57.25277
ner,2004,61.15757
ner,2005,59.92482
ner,2006,64.75348
ner,2007,61.84618
ner,2008,72.43108
ner,2009,83.20847
ner,2010,89.95022
ner,2011,87.78737
ner,2012,84.98637
ner,2013,85.25274
ner,2014,83.81045
ner,2015,87.43849
ner,2016,87.84829
ner,2017,87.35714
ner,2018,75.41642
nga,1999,108.9903
nga,2000,117.251
nga,2001,124.58339
nga,2003,115.90286
nga,2004,114.80099
nga,2005,111.99282
nga,2006,109.53819
nga,2007,102.32725
nga,2008,89.07428
nga,2009,92.59161
nga,2010,85.64493
nic,1970,121.85992
nic,1971,124.83522
nic,1972,120.53071
nic,1973,123.84939
nic,1974,121.27798
nic,1977,116.39556
nic,1978,112.27071
nic,1979,155.43925
nic,1980,148.27348
nic,1982,149.98149
nic,1983,124.01651
nic,1984,131.87892
nic,1985,115.16862
nic,1986,130.68716
nic,1987,127.13428
nic,1988,125.93488
nic,1989,118.84455
nic,1990,123.12421
nic,1991,126.50678
nic,1992,127.80493
nic,1993,117.24846
nic,1994,119.98599
nic,1995,121.27332
nic,1999,148.39207
nic,2000,149.38885
nic,2001,151.77245
nic,2002,155.60429
nic,2003,149.00138
nic,2004,151.47336
nic,2005,156.26076
nic,2006,176.05185
nic,2007,172.84376
nic,2008,157.20846
nic,2010,143.06325
nld,1971,98.95415
nld,1972,98.08898
nld,1973,95.98612
nld,1974,96.19721
nld,1975,96.90923
nld,1976,103.29302
nld,1977,103.03331
nld,1978,101.58266
nld,1979,99.52633
nld,1980,95.42376
nld,1981,92.52347
nld,1982,92.86266
nld,1983,92.76486
nld,1984,95.26122
nld,1985,101.10614
nor,1971,101.39146
nor,1972,104.03236
nor,1973,104.43408
nor,1974,103.54121
nor,1975,101.10375
nor,1976,100.89786
nor,1977,101.24507
nor,1978,97.26421
nor,1979,99.9237
nor,1980,100.24923
nor,1981,98.12323
nor,1982,98.25092
nor,1984,94.4947
nor,1985,94.27259
nor,1986,99.42353
nor,1987,102.0255
nor,1988,102.54731
nor,1989,102.29141
nor,1990,101.97089
nor,1991,98.39672
nor,1992,97.89652
nor,1993,97.22453
nor,1994,97.50701
nor,1998,102.00501
nor,1999,100.18319
nor,2000,97.94835
nor,2001,97.79154
nor,2002,98.02763
nor,2003,99.84896
nor,2004,98.59319
nor,2005,96.88133
nor,2006,99.27738
nor,2007,100.3055
nor,2008,97.82284
nor,2009,97.3131
nor,2010,100.42284
nor,2011,101.75427
nor,2012,100.95406
nor,2013,102.3461
nor,2014,99.88212
nor,2015,100.78194
nor,2016,101.40439
nor,2017,100.22682
npl,1988,122.41923
npl,1991,129.70279
npl,1992,130.98513
npl,1997,123.42093
npl,1999,134.83059
npl,2000,132.45985
npl,2001,109.92733
npl,2002,117.50403
npl,2003,112.60356
npl,2004,114.29011
npl,2005,110.71128
npl,2006,153.8871
npl,2007,143.8777
npl,2008,131.45098
npl,2009,155.93569
npl,2010,165.94258
npl,2011,180.27229
npl,2012,167.25234
npl,2013,166.90965
npl,2014,160.58055
npl,2015,159.44015
npl,2016,150.60059
npl,2017,150.31708
npl,2019,146.61605
nru,1998,101.93798
nru,2001,127.84314
nru,2002,106.3745
nru,2006,97.42489
nru,2012,94.84979
nru,2014,124.59677
nru,2016,137.30769
nzl,1989,101.85793
nzl,1990,102.48046
nzl,1991,100.383
nzl,1992,97.68786
nzl,1993,101.44925
nzl,1995,105.44097
nzl,1996,107.11777
nzl,2013,102.22413
nzl,2014,97.47245
nzl,2015,98.5977
nzl,2016,98.33831
nzl,2017,98.32119
omn,1974,46.21798
omn,1975,64.88998
omn,1976,41.5941
omn,1977,45.61559
omn,1978,53.72467
omn,1979,55.24133
omn,1983,66.90009
omn,1984,74.19745
omn,1985,77.10476
omn,1986,74.97863
omn,1987,74.5705
omn,1988,70.07934
omn,1989,74.3477
omn,1990,76.61074
omn,1992,82.2202
omn,1994,81.11011
omn,1995,77.48036
omn,1996,80.12903
omn,1997,83.26568
omn,1998,84.44915
omn,1999,87.72186
omn,2000,88.01206
omn,2001,86.73066
omn,2002,86.71703
omn,2003,86.56554
omn,2009,107.7725
omn,2011,108.52209
omn,2012,109.50569
omn,2013,103.76861
omn,2014,103.81561
omn,2015,105.51313
omn,2016,106.63286
omn,2017,102.71221
omn,2018,100.16944
pak,2005,106.00373
pak,2006,100.92523
pak,2007,102.90271
pak,2008,104.76697
pak,2009,101.64628
pak,2010,101.52315
pak,2011,94.54988
pak,2012,96.36944
pak,2013,96.27662
pak,2014,104.34885
pak,2015,105.27659
pak,2016,114.53637
pak,2017,112.98574
pak,2018,117.24326
pan,1970,107.33805
pan,1971,134.5386
pan,1972,120.87115
pan,1973,116.38183
pan,1974,112.46664
pan,1975,109.17309
pan,1976,109.95623
pan,1977,109.3053
pan,1978,112.23149
pan,1979,102.3568
pan,1980,104.42933
pan,1981,101.42028
pan,1982,101.18881
pan,1983,100.18448
pan,1984,101.7407
pan,1985,99.00911
pan,1986,101.43354
pan,1987,101.61451
pan,1988,105.34834
pan,1989,106.76119
pan,1999,107.78971
pan,2000,107.91806
pan,2001,114.39503
pan,2002,117.43401
pan,2004,115.20385
pan,2005,106.20098
pan,2006,111.53205
pan,2007,110.82082
pan,2008,104.60676
pan,2009,101.64109
pan,2010,99.72112
pan,2011,97.09386
pan,2012,95.0176
pan,2013,97.00525
pan,2014,97.06159
pan,2015,99.91097
pan,2017,91.51725
per,1970,119.65703
per,1973,120.85668
per,1974,122.34401
per,1975,126.99979
per,1976,125.76531
per,1977,121.52401
per,1978,114.38183
per,1979,113.15791
per,1980,113.4846
per,1981,116.77572
per,1985,138.17417
per,1993,115.89069
per,1995,114.06576
per,1998,116.44462
per,1999,117.68094
per,2000,114.66952
per,2001,115.59031
per,2002,114.37434
per,2003,110.67855
per,2004,107.82519
per,2005,108.32849
per,2006,106.40331
per,2007,106.73015
per,2008,103.09111
per,2009,104.03702
per,2010,107.61234
per,2011,106.28876
per,2012,91.47804
per,2013,92.22986
per,2014,90.89608
per,2015,95.81901
per,2016,101.78418
per,2017,102.46928
per,2018,106.53846
phl,1981,130.17238
phl,1983,126.10357
phl,1984,127.13018
phl,1985,127.00663
phl,1986,127.21062
phl,1987,122.45124
phl,1988,133.42446
phl,1989,133.76239
phl,1990,127.85928
