geo,time,se_prm_gint_zs
btn,1977,71.96566
btn,1978,84.57503
btn,1979,81.05514
btn,1988,72.27312
btn,1991,74.13804
btn,1992,60.83239
btn,1993,63.34816
btn,1994,56.95546
btn,1995,61.88399
btn,1996,73.25177
btn,1997,78.85424
btn,1998,72.83159
btn,1999,76.83619
btn,2000,81.64176
btn,2001,80.37074
btn,2002,85.10598
btn,2003,89.48042
btn,2004,96.82984
btn,2005,92.93392
btn,2006,105.0111
btn,2007,104.28337
btn,2008,106.45184
btn,2009,114.71128
btn,2010,114.96272
btn,2011,106.82629
btn,2012,93.5415
btn,2013,87.88127
btn,2014,96.12957
btn,2016,100.34703
btn,2017,100.75253
btn,2018,105.14864
bwa,1970,64.29511
bwa,1971,50.90401
bwa,1972,63.59072
bwa,1973,94.66831
bwa,1974,88.18938
bwa,1975,104.41043
bwa,1976,94.23138
bwa,1977,96.8257
bwa,1978,88.27242
bwa,1979,95.71098
bwa,1980,107.56371
bwa,1981,99.94594
bwa,1982,98.01967
bwa,1983,101.64043
bwa,1984,110.06964
bwa,1985,111.41569
bwa,1986,110.80757
bwa,1987,112.63859
bwa,1988,120.1839
bwa,1989,118.3871
bwa,1990,116.77737
bwa,1991,120.94144
bwa,1992,120.11142
bwa,1993,114.87006
bwa,1994,116.71002
bwa,1995,120.4803
bwa,1996,120.86247
bwa,1998,118.82718
bwa,1999,117.92786
bwa,2000,117.9262
bwa,2001,122.09668
bwa,2002,118.24064
bwa,2003,115.01337
bwa,2004,110.61198
bwa,2005,115.30115
bwa,2006,113.63531
bwa,2007,108.63957
bwa,2008,102.46676
bwa,2012,104.74952
bwa,2013,103.50286
bwa,2014,97.61289
caf,1971,79.61773
caf,1972,77.97244
caf,1973,83.45372
caf,1974,73.52256
caf,1975,76.28616
caf,1976,63.54105
caf,1977,74.78609
caf,1978,72.79645
caf,1981,70.79682
caf,1982,72.39508
caf,1983,69.84562
caf,1986,70.28284
caf,1987,56.68112
caf,1988,58.52052
caf,1989,62.91265
caf,1990,70.73514
caf,1991,60.62119
caf,1992,52.30666
caf,2002,66.32729
caf,2004,59.77368
caf,2005,65.73093
caf,2006,62.07407
caf,2007,72.74044
caf,2008,90.74563
caf,2009,91.90225
caf,2010,97.83849
caf,2011,88.04973
caf,2012,89.55636
caf,2016,128.08882
can,1998,104.37643
can,1999,103.11028
can,2000,101.07505
can,2006,97.07888
can,2007,96.41605
can,2008,97.08908
can,2009,99.09489
can,2010,100.1977
can,2011,99.8457
che,1977,98.02381
che,1978,97.46124
che,1979,97.30489
che,1980,96.86029
che,1981,89.95892
che,1982,90.60226
che,1983,89.57323
che,1984,91.68399
che,1985,92.22338
che,1986,93.98511
che,1987,97.05112
che,1988,99.73373
che,1989,102.60244
che,1990,103.22598
che,1991,98.50839
che,1992,97.99579
che,1993,96.4076
che,1994,95.11017
che,1996,103.40415
che,1998,104.88565
che,1999,97.41759
che,2000,96.25241
che,2001,91.88523
che,2002,90.12144
che,2003,91.08276
che,2004,91.75712
che,2005,91.44616
che,2006,92.41846
che,2007,93.52016
che,2008,93.44644
che,2009,93.07432
che,2010,93.80035
che,2011,95.79073
che,2012,97.32547
che,2013,96.17151
che,2014,95.5446
che,2015,98.07257
che,2016,98.77135
che,2017,100.37137
chl,1970,128.11845
chl,1971,149.60038
chl,1972,135.84752
chl,1973,131.42079
chl,1974,128.31768
chl,1975,116.81732
chl,1976,111.58014
chl,1977,115.43398
chl,1983,85.54763
chl,1997,102.87768
chl,1998,98.07277
chl,1999,96.86457
chl,2000,96.89909
chl,2002,96.251
chl,2003,97.44268
chl,2004,98.29051
chl,2005,99.89143
chl,2006,99.66437
chl,2007,103.18145
chl,2008,100.48559
chl,2009,98.6715
chl,2010,95.63874
chl,2011,93.59092
chl,2012,93.13183
chl,2013,95.80902
chl,2014,97.46012
chl,2015,98.87218
chl,2017,99.84037
chn,1989,114.6747
chn,1990,114.63018
chn,1991,105.03488
chn,1992,102.02064
chn,1993,99.66619
chn,1994,99.68302
chn,1995,100.27515
chn,1996,95.76243
chn,1997,93.61998
chn,2001,98.9983
chn,2002,107.03431
chn,2003,110.54449
chn,2006,96.36232
chn,2007,100.80703
chn,2008,102.61413
chn,2009,101.70594
chn,2010,100.80835
chn,2011,103.08816
chn,2013,103.74538
chn,2014,101.67297
chn,2015,98.5553
chn,2016,101.9346
chn,2017,102.56565
chn,2018,102.56437
civ,1973,54.05511
civ,1974,56.08658
civ,1975,56.3017
civ,1976,59.10944
civ,1977,63.47398
civ,1978,71.53815
civ,1979,71.32923
civ,1980,69.72837
civ,1981,69.73909
civ,1982,67.2203
civ,1983,63.13964
civ,1984,60.55246
civ,1985,59.8045
civ,1986,62.8646
civ,1987,62.58952
civ,1988,64.94182
civ,1989,63.47206
civ,1990,63.40228
civ,1991,61.07372
civ,1992,58.19627
civ,1993,63.84518
civ,1994,66.00653
civ,1995,65.37066
civ,1996,67.23076
civ,1997,70.2499
civ,1998,68.11006
civ,1999,66.83653
civ,2000,65.54336
civ,2001,64.20733
civ,2002,64.55008
civ,2003,68.75089
civ,2006,62.07043
civ,2007,63.86981
civ,2008,72.45711
civ,2009,69.41493
civ,2011,74.88775
civ,2012,82.42944
civ,2013,82.56101
civ,2014,96.68343
civ,2015,98.29878
civ,2016,108.08795
civ,2017,102.66033
civ,2018,102.0966
cmr,1973,91.13315
cmr,1974,91.70239
cmr,1975,94.20377
cmr,1976,96.22811
cmr,1977,90.67036
cmr,1978,101.36891
cmr,1979,91.09209
cmr,1980,87.3529
cmr,1981,90.80867
cmr,1982,90.44992
cmr,1983,92.9024
cmr,1984,87.1386
cmr,1985,88.64595
cmr,1986,87.08808
cmr,1987,90.46376
cmr,1988,87.63404
cmr,1990,80.0703
cmr,1991,79.37175
cmr,1999,73.21905
cmr,2000,75.59714
cmr,2001,116.23677
cmr,2002,100.39259
cmr,2003,92.62573
cmr,2004,94.97974
cmr,2005,97.36381
cmr,2006,99.48749
cmr,2007,102.84911
cmr,2008,109.20733
cmr,2009,115.2698
cmr,2010,120.01887
cmr,2011,120.12583
cmr,2012,123.49736
cmr,2014,126.42956
cmr,2015,130.40899
cmr,2016,129.5682
cmr,2017,125.93223
cmr,2018,116.76714
cod,1971,113.73004
cod,1972,110.63263
cod,1976,102.04522
cod,1977,99.01066
cod,1978,97.51326
cod,1980,109.65573
cod,1981,110.40743
cod,1982,110.23507
cod,1983,110.26381
cod,1984,110.49541
cod,1988,86.68633
cod,1991,79.41654
cod,1992,91.42431
cod,1993,91.85679
cod,1994,78.45406
cod,1999,55.4435
cod,2002,72.16176
cod,2007,116.67133
cod,2008,128.53149
cod,2009,122.70564
cod,2010,116.08718
cod,2011,124.94144
cod,2012,126.62377
cod,2013,135.23517
cod,2014,135.86669
cod,2015,139.92165
cog,1971,94.55252
cog,1972,113.64394
cog,1973,99.83702
cog,1974,110.53791
cog,1975,109.84839
cog,1976,108.73756
cog,1977,110.59289
cog,1978,109.46161
cog,1979,104.66713
cog,1980,107.64805
cog,1981,108.06529
cog,1982,107.74666
cog,1983,111.57713
cog,1984,106.29806
cog,1985,102.50426
cog,1986,102.86256
cog,1987,117.53461
cog,1988,97.26189
cog,1989,85.7359
cog,1990,88.74148
cog,1991,90.12389
cog,1992,99.05566
cog,1993,94.15264
cog,1994,89.71953
cog,1996,88.39851
cog,1999,36.76923
cog,2000,76.24016
cog,2001,87.42976
cog,2002,79.12624
cog,2003,68.62932
cog,2004,80.79954
cog,2005,77.46819
cog,2006,88.41612
cog,2007,86.19194
cog,2008,90.36338
cog,2009,99.231
cog,2010,101.37963
cog,2012,93.64393
col,1970,142.33676
col,1971,145.7017
col,1972,147.38477
col,1973,151.68712
col,1974,152.10622
col,1982,134.91749
col,1983,132.8516
col,1984,128.2331
col,1985,121.4272
col,1986,109.01018
col,1987,126.00947
col,1988,126.51988
col,1989,127.17235
col,1990,130.89368
col,1991,126.64095
col,1992,126.1365
col,1993,146.30262
col,1994,134.7851
col,1995,143.20709
col,1996,147.83995
col,1998,143.90119
col,1999,143.07056
col,2000,144.22188
col,2001,136.89559
col,2002,139.00011
col,2004,134.4394
col,2005,133.76498
col,2006,132.15674
col,2007,128.54081
col,2008,130.70431
col,2009,122.3371
col,2010,116.76517
col,2011,118.11763
col,2012,119.7206
col,2013,122.13329
col,2014,119.55863
col,2015,115.45721
col,2016,114.39594
col,2017,111.85605
col,2018,113.5463
com,1981,113.9257
com,1986,91.82772
com,1987,85.8168
com,1992,94.58713
com,1993,78.74759
com,1994,83.02037
com,1999,84.73224
com,2002,102.21255
com,2003,100.69951
com,2004,90.92311
com,2007,91.08575
com,2008,87.84166
com,2011,133.62864
com,2013,99.07654
com,2014,98.92484
com,2017,88.45568
com,2018,98.49074
cpv,1979,124.25743
cpv,1980,113.39538
cpv,1981,104.92983
cpv,1982,113.95818
cpv,1983,104.98111
cpv,1984,111.18085
cpv,1985,117.39576
cpv,1986,107.16198
cpv,1987,109.10679
cpv,1988,118.59056
cpv,1990,115.45373
cpv,1994,120.15578
cpv,1998,119.2861
cpv,1999,108.75608
cpv,2000,100.83365
cpv,2001,101.73298
cpv,2002,99.62022
cpv,2003,104.93636
cpv,2004,97.07503
cpv,2005,104.17476
cpv,2006,101.21428
cpv,2007,101.68828
cpv,2008,98.14361
cpv,2009,102.10935
cpv,2010,95.86259
cpv,2011,95.05321
cpv,2012,96.46018
cpv,2013,96.6686
cpv,2014,96.87894
cpv,2015,94.55465
cpv,2016,92.07323
cpv,2017,97.7907
cpv,2018,98.8972
cri,1970,108.46928
cri,1971,105.54594
cri,1972,115.22214
cri,1973,123.96689
cri,1974,117.51933
cri,1975,116.71477
cri,1976,124.05808
cri,1977,124.1447
cri,1978,112.47871
cri,1979,108.02656
cri,1980,113.58831
cri,1981,112.81016
cri,1982,105.13496
cri,1983,102.20994
cri,1984,98.43016
cri,1985,101.20581
cri,1986,105.09181
cri,1987,103.62711
cri,1988,103.6064
cri,1989,100.3751
cri,1990,99.51168
cri,1991,107.77687
cri,1992,109.75579
cri,1993,105.68533
cri,1994,101.90712
cri,1995,101.27815
cri,1996,102.86433
cri,1998,101.71512
cri,1999,103.77505
cri,2000,103.49435
cri,2001,101.36941
cri,2002,105.49249
cri,2004,109.6206
cri,2005,106.2403
cri,2006,112.48418
cri,2007,107.57257
cri,2008,102.96207
cri,2009,107.0643
cri,2010,106.82671
cri,2011,105.71986
cri,2012,104.10467
cri,2013,102.20826
cri,2014,103.37039
cri,2015,104.4789
cri,2016,103.53838
cri,2017,98.66831
cri,2018,110.77016
cub,1971,117.86646
cub,1972,110.14633
cub,1973,106.4484
cub,1974,101.18964
cub,1975,103.78177
cub,1976,104.77003
cub,1977,104.76502
cub,1978,116.87912
cub,1979,115.68652
cub,1980,104.55016
cub,1981,95.26138
cub,1982,95.09093
cub,1983,97.14308
cub,1984,94.61065
cub,1985,91.52032
cub,1986,96.82802
cub,1987,96.44297
cub,1988,94.4718
cub,1989,106.67565
cub,1990,104.43506
cub,1991,100.79835
cub,1992,110.80742
cub,1993,95.0926
cub,1994,100.3967
cub,1995,100.61384
cub,1996,101.99914
cub,1997,104.53209
cub,1999,92.43857
cub,2000,94.23989
cub,2001,94.82532
cub,2002,97.20523
cub,2003,92.64545
cub,2004,99.91424
cub,2005,97.82657
cub,2006,97.74953
cub,2007,94.57728
cub,2008,94.04618
cub,2009,99.06881
cub,2010,99.49389
cub,2011,95.22566
cub,2012,92.33035
cub,2013,86.83195
cub,2014,88.90238
cub,2015,98.01284
cub,2016,104.34431
cub,2017,101.99579
cub,2018,104.54278
cyp,1971,83.71741
cyp,1972,75.03872
cyp,1973,83.48388
cyp,1974,89.00243
cyp,1975,72.32286
cyp,1976,86.70833
cyp,1977,71.98937
cyp,1978,74.05467
cyp,1979,73.08618
cyp,1980,55.4908
cyp,1981,61.44478
cyp,1982,68.20357
cyp,1983,78.91764
cyp,1984,78.43031
cyp,1985,79.6977
cyp,1986,88.58744
cyp,1987,87.70386
cyp,1988,81.26968
cyp,1989,84.68004
cyp,1990,81.04983
cyp,1991,78.30731
cyp,1992,76.19048
cyp,1993,100.11303
cyp,1994,102.10869
cyp,1995,99.44511
cyp,1996,100.12335
cyp,1997,98.92512
cyp,1999,85.70684
cyp,2000,100.69412
cyp,2001,99.80127
cyp,2002,98.23879
cyp,2003,99.06412
cyp,2004,100.39945
cyp,2005,101.04258
cyp,2006,106.15241
cyp,2007,107.36047
cyp,2008,105.96003
cyp,2009,106.85728
cyp,2010,99.54735
cyp,2011,101.03417
cyp,2012,100.22321
cyp,2013,99.48969
cyp,2014,98.46221
cyp,2015,96.50379
cyp,2016,96.00813
cyp,2017,97.0377
cze,1993,105.80609
cze,1994,106.06781
cze,1995,103.35642
cze,1996,101.31925
cze,1999,100.52057
cze,2000,102.0979
cze,2001,100.02331
cze,2002,91.45679
cze,2003,92.43746
cze,2004,95.85034
cze,2005,101.83791
cze,2006,108.66849
cze,2007,110.09051
cze,2008,107.22863
cze,2009,104.12037
cze,2010,99.82219
cze,2011,97.02391
cze,2012,98.21025
cze,2013,98.92608
cze,2014,100.11834
cze,2015,102.96189
