geo,time,sl_uem_1524_zs
lao,1995,6.122
lao,1996,5.869
lao,1997,5.601
lao,1998,5.588
lao,1999,4.983
lao,2000,4.794
lao,2001,4.488
lao,2002,4.157
lao,2003,3.818
lao,2004,3.467
lao,2005,3.091
lao,2006,2.747
lao,2007,2.502
lao,2008,2.211
lao,2009,1.937
lao,2010,1.631
lao,2011,1.695
lao,2012,1.752
lao,2013,1.814
lao,2014,1.889
lao,2015,1.965
lao,2016,2.033
lao,2017,2.102
lao,2018,2.185
lao,2019,2.27
lao,2020,2.621
lbn,1991,18.451
lbn,1992,18.604
lbn,1993,18.96
lbn,1994,19.336
lbn,1995,19.772
lbn,1996,20.073
lbn,1997,20.648
lbn,1998,20.717
lbn,1999,20.874
lbn,2000,20.887
lbn,2001,20.756
lbn,2002,20.6
lbn,2003,20.376
lbn,2004,20.054
lbn,2005,20.639
lbn,2006,21.3
lbn,2007,21.773
lbn,2008,18.53
lbn,2009,15.255
lbn,2010,16.178
lbn,2011,17.127
lbn,2012,17.937
lbn,2013,18.749
lbn,2014,19.601
lbn,2015,20.47
lbn,2016,21.328
lbn,2017,22.241
lbn,2018,23.203
lbn,2019,24.205
lbn,2020,27.428
lbr,1991,3.722
lbr,1992,3.674
lbr,1993,3.627
lbr,1994,3.585
lbr,1995,3.507
lbr,1996,3.432
lbr,1997,3.397
lbr,1998,3.368
lbr,1999,3.362
lbr,2000,3.34
lbr,2001,3.348
lbr,2002,3.327
lbr,2003,3.331
lbr,2004,3.293
lbr,2005,3.269
lbr,2006,3.246
lbr,2007,3.223
lbr,2008,3.203
lbr,2009,3.181
lbr,2010,3.156
lbr,2011,2.774
lbr,2012,2.382
lbr,2013,1.976
lbr,2014,1.558
lbr,2015,1.557
lbr,2016,2.3
lbr,2017,2.352
lbr,2018,2.406
lbr,2019,2.461
lbr,2020,3.337
lby,1991,42.117
lby,1992,42.587
lby,1993,42.784
lby,1994,42.897
lby,1995,43.425
lby,1996,43.338
lby,1997,43.646
lby,1998,43.932
lby,1999,44.239
lby,2000,44.522
lby,2001,44.919
lby,2002,45.236
lby,2003,45.34
lby,2004,45.917
lby,2005,46.218
lby,2006,46.768
lby,2007,47.215
lby,2008,47.734
lby,2009,48.261
lby,2010,48.615
lby,2011,49.447
lby,2012,49.388
lby,2013,50.318
lby,2014,50.421
lby,2015,50.582
lby,2016,50.598
lby,2017,50.3
lby,2018,50.417
lby,2019,50.717
lby,2020,51.528
lca,1991,27.662
lca,1992,27.627
lca,1993,27.886
lca,1994,28.384
lca,1995,26.535
lca,1996,27.091
lca,1997,33.897
lca,1998,36.06
lca,1999,29.986
lca,2000,27.738
lca,2001,30.945
lca,2002,33.956
lca,2003,37.336
lca,2004,38.667
lca,2005,34.868
lca,2006,30.624
lca,2007,27.372
lca,2008,25.636
lca,2009,31.737
lca,2010,36.154
lca,2011,40.467
lca,2012,41.241
lca,2013,48.769
lca,2014,47.521
lca,2015,46.613
lca,2016,45.519
lca,2017,44.706
lca,2018,41.718
lca,2019,35.644
lca,2020,38.945
lka,1991,36.863
lka,1992,36.089
lka,1993,35.489
lka,1994,34.69
lka,1995,34.575
lka,1996,33.424
lka,1997,32.165
lka,1998,26.126
lka,1999,26.538
lka,2000,24.021
lka,2001,25.511
lka,2002,28.866
lka,2003,27.73
lka,2004,28.364
lka,2005,27.668
lka,2006,22.087
lka,2007,21.444
lka,2008,18.728
lka,2009,21.173
lka,2010,18.7
lka,2011,16.932
lka,2012,17.011
lka,2013,18.301
lka,2014,19.008
lka,2015,19.487
lka,2016,20.383
lka,2017,17.657
lka,2018,20.821
lka,2019,21.26
lka,2020,25.533
lso,1991,47.821
lso,1992,48.386
lso,1993,49.057
lso,1994,49.592
lso,1995,50.274
lso,1996,50.674
lso,1997,51.169
lso,1998,50.112
lso,1999,49.02
lso,2000,47.847
lso,2001,46.793
lso,2002,45.818
lso,2003,44.706
lso,2004,43.757
lso,2005,42.721
lso,2006,41.762
lso,2007,40.815
lso,2008,39.834
lso,2009,38.997
lso,2010,37.896
lso,2011,37.004
lso,2012,36.027
lso,2013,35.11
lso,2014,35.127
lso,2015,35.095
lso,2016,35.046
lso,2017,35.115
lso,2018,35.025
lso,2019,34.933
lso,2020,37.81
ltu,1991,2.021
ltu,1992,2.21
ltu,1993,25.198
ltu,1994,25.004
ltu,1995,31.469
ltu,1996,29.392
ltu,1997,25.276
ltu,1998,25.233
ltu,1999,25.461
ltu,2000,28.56
ltu,2001,31.568
ltu,2002,20.452
ltu,2003,26.961
ltu,2004,20.258
ltu,2005,15.747
ltu,2006,9.968
ltu,2007,8.402
ltu,2008,13.374
ltu,2009,29.609
ltu,2010,35.721
ltu,2011,32.546
ltu,2012,26.632
ltu,2013,21.88
ltu,2014,19.246
ltu,2015,16.29
ltu,2016,14.448
ltu,2017,13.259
ltu,2018,11.129
ltu,2019,11.894
ltu,2020,19.698
lux,1991,2.628
lux,1992,3.703
lux,1993,4.332
lux,1994,7.894
lux,1995,7.284
lux,1996,9.25
lux,1997,7.263
lux,1998,6.395
lux,1999,6.746
lux,2000,6.389
lux,2001,6.372
lux,2002,6.947
lux,2003,10.92
lux,2004,16.853
lux,2005,13.678
lux,2006,15.98
lux,2007,14.823
lux,2008,17.745
lux,2009,17.092
lux,2010,14.17
lux,2011,16.74
lux,2012,18.606
lux,2013,15.401
lux,2014,22.202
lux,2015,17.259
lux,2016,18.747
lux,2017,15.319
lux,2018,14.108
lux,2019,16.843
lux,2020,23.069
lva,1991,5.104
lva,1992,12.516
lva,1993,31.192
lva,1994,34.632
lva,1995,35.208
lva,1996,38.227
lva,1997,27.647
lva,1998,26.951
lva,1999,23.565
lva,2000,21.273
lva,2001,24.184
lva,2002,25.288
lva,2003,20.423
lva,2004,21.81
lva,2005,15.138
lva,2006,13.631
lva,2007,10.569
lva,2008,13.668
lva,2009,33.437
lva,2010,36.178
lva,2011,31.007
lva,2012,28.515
lva,2013,23.207
lva,2014,19.586
lva,2015,16.288
lva,2016,17.271
lva,2017,16.996
lva,2018,12.215
lva,2019,12.48
lva,2020,14.942
mac,1991,4.898
mac,1992,3.614
mac,1993,3.345
mac,1994,4
mac,1995,5.779
mac,1996,6.777
mac,1997,7.532
mac,1998,9.2
mac,1999,11.611
mac,2000,10.904
mac,2001,9.844
mac,2002,10.823
mac,2003,11.764
mac,2004,10.425
mac,2005,8.343
mac,2006,7.233
mac,2007,6.611
mac,2008,5.998
mac,2009,7.433
mac,2010,5.348
mac,2011,5.656
mac,2012,5.363
mac,2013,4.079
mac,2014,3.898
mac,2015,4.331
mac,2016,5.008
mac,2017,5.136
mac,2018,5.209
mac,2019,4.787
mac,2020,7.916
mar,1991,19.521
mar,1992,19.953
mar,1993,20.064
mar,1994,19.897
mar,1995,20.456
mar,1996,20.067
mar,1997,20.557
mar,1998,20.405
mar,1999,20.676
mar,2000,20.319
mar,2001,18.891
mar,2002,17.635
mar,2003,17.082
mar,2004,15.492
mar,2005,15.772
mar,2006,16.582
mar,2007,15.6
mar,2008,18.367
mar,2009,16.645
mar,2010,17.759
mar,2011,18.061
mar,2012,18.767
mar,2013,19.276
mar,2014,20.077
mar,2015,20.932
mar,2016,22.385
mar,2017,22.474
mar,2018,22.681
mar,2019,22.856
mar,2020,26.58
mda,1991,3.897
mda,1992,7.604
mda,1993,7.353
mda,1994,11.736
mda,1995,10.361
mda,1996,15.363
mda,1997,15.137
mda,1998,19.128
mda,1999,21.059
mda,2000,15.779
mda,2001,16.269
mda,2002,15.147
mda,2003,18.085
mda,2004,19.718
mda,2005,18.791
mda,2006,17.126
mda,2007,14.421
mda,2008,11.215
mda,2009,15.43
mda,2010,17.883
mda,2011,14.9
mda,2012,13.135
mda,2013,12.223
mda,2014,9.335
mda,2015,12.387
mda,2016,11.014
mda,2017,11.877
mda,2018,9.607
mda,2019,10.414
mda,2020,10.845
mdg,1991,7.787
mdg,1992,7.812
mdg,1993,7.892
mdg,1994,7.992
mdg,1995,8.064
mdg,1996,8.146
mdg,1997,8.223
mdg,1998,8.314
mdg,1999,8.404
mdg,2000,8.506
mdg,2001,7.784
mdg,2002,7.475
mdg,2003,6.879
mdg,2004,4.605
mdg,2005,2.273
mdg,2006,2.638
mdg,2007,3.05
mdg,2008,3.53
mdg,2009,4.156
mdg,2010,4.928
mdg,2011,3.239
mdg,2012,1.015
mdg,2013,1.787
mdg,2014,2.555
mdg,2015,3.328
mdg,2016,3.373
mdg,2017,3.422
mdg,2018,3.476
mdg,2019,3.524
mdg,2020,4.462
mdv,1991,2.041
mdv,1992,2.007
mdv,1993,1.968
mdv,1994,1.934
mdv,1995,1.887
mdv,1996,2.401
mdv,1997,2.913
mdv,1998,3.415
mdv,1999,3.908
mdv,2000,4.389
mdv,2001,6.602
mdv,2002,9.01
mdv,2003,11.421
mdv,2004,13.595
mdv,2005,15.482
mdv,2006,18.94
mdv,2007,20.709
mdv,2008,23.246
mdv,2009,25.142
mdv,2010,24.446
mdv,2011,23.176
mdv,2012,21.707
mdv,2013,20.646
mdv,2014,19.399
mdv,2015,17.971
mdv,2016,16.078
mdv,2017,15.73
mdv,2018,15.596
mdv,2019,15.557
mdv,2020,18.235
mex,1991,5.579
mex,1992,5.618
mex,1993,5.601
mex,1994,7.376
mex,1995,11.667
mex,1996,9.617
mex,1997,7.66
mex,1998,6.7
mex,1999,4.233
mex,2000,5.232
mex,2001,4.97
mex,2002,6.083
mex,2003,7.107
mex,2004,8.224
mex,2005,6.9
mex,2006,7.013
mex,2007,7.147
mex,2008,7.608
mex,2009,10.039
mex,2010,9.712
mex,2011,9.775
mex,2012,9.353
mex,2013,9.366
mex,2014,9.382
mex,2015,8.498
mex,2016,7.62
mex,2017,6.832
mex,2018,6.82
mex,2019,7.138
mex,2020,8.03
mkd,1991,42.626
mkd,1992,45.912
mkd,1993,48.535
mkd,1994,52.551
mkd,1995,62.419
mkd,1996,68.042
mkd,1997,63.205
mkd,1998,61.016
mkd,1999,57.788
mkd,2000,57.836
mkd,2001,55.387
mkd,2002,58.238
mkd,2003,65.828
mkd,2004,64.933
mkd,2005,63.39
mkd,2006,59.625
mkd,2007,57.644
mkd,2008,56.337
mkd,2009,55.101
mkd,2010,53.679
mkd,2011,55.306
mkd,2012,53.848
mkd,2013,51.851
mkd,2014,53.111
mkd,2015,47.294
mkd,2016,48.175
mkd,2017,46.656
mkd,2018,45.352
mkd,2019,35.516
mkd,2020,36.883
mli,1991,5.132
mli,1992,5.107
mli,1993,4.992
mli,1994,4.903
mli,1995,4.83
mli,1996,4.72
mli,1997,4.646
mli,1998,5.668
mli,1999,6.71
mli,2000,7.776
mli,2001,8.694
mli,2002,9.803
mli,2003,10.769
mli,2004,11.851
mli,2005,13.082
mli,2006,14.364
mli,2007,15.631
mli,2008,13.924
mli,2009,12.244
mli,2010,10.572
mli,2011,9.08
mli,2012,8.795
mli,2013,8.462
mli,2014,8.011
mli,2015,18.039
mli,2016,17.558
mli,2017,17.072
mli,2018,17.013
mli,2019,16.949
mli,2020,17.392
mlt,1991,11.513
mlt,1992,11.549
mlt,1993,11.593
mlt,1994,11.604
mlt,1995,11.601
mlt,1996,11.616
mlt,1997,11.698
mlt,1998,11.724
mlt,1999,11.796
mlt,2000,11.878
mlt,2001,17.86
mlt,2002,15.493
mlt,2003,17.689
mlt,2004,18.772
mlt,2005,16.219
mlt,2006,15.566
mlt,2007,13.551
mlt,2008,11.673
mlt,2009,14.572
mlt,2010,13.297
mlt,2011,13.37
mlt,2012,13.864
mlt,2013,12.756
mlt,2014,11.692
mlt,2015,11.651
mlt,2016,10.714
mlt,2017,10.582
mlt,2018,9.082
mlt,2019,9.35
mlt,2020,10.733
mmr,1991,1.546
mmr,1992,1.417
mmr,1993,1.475
mmr,1994,1.465
mmr,1995,1.479
mmr,1996,1.493
mmr,1997,1.508
mmr,1998,1.51
mmr,1999,1.458
mmr,2000,1.438
mmr,2001,1.482
mmr,2002,1.49
mmr,2003,1.487
mmr,2004,1.508
mmr,2005,1.526
mmr,2006,1.554
mmr,2007,1.584
mmr,2008,1.613
mmr,2009,1.618
mmr,2010,1.626
mmr,2011,1.642
mmr,2012,1.621
mmr,2013,1.603
mmr,2014,1.59
mmr,2015,1.575
mmr,2016,2.726
mmr,2017,3.928
mmr,2018,1.956
mmr,2019,1.485
mmr,2020,2.486
mne,1991,46.778
mne,1992,47.172
mne,1993,47.635
mne,1994,49.086
mne,1995,50.422
mne,1996,51.126
mne,1997,51.374
mne,1998,51.775
mne,1999,51.093
mne,2000,52.588
mne,2001,52.865
mne,2002,53.482
mne,2003,54.109
mne,2004,54.919
mne,2005,55.497
mne,2006,46.053
mne,2007,35.883
mne,2008,31.819
mne,2009,35.761
mne,2010,36.643
mne,2011,36.819
mne,2012,42.646
mne,2013,41.215
mne,2014,35.997
mne,2015,37.727
mne,2016,36.1
mne,2017,31.89
mne,2018,29.659
mne,2019,25.353
mne,2020,36.396
mng,1991,11.081
mng,1992,11.039
mng,1993,10.825
mng,1994,10.669
mng,1995,10.569
mng,1996,10.706
mng,1997,10.678
mng,1998,10.71
mng,1999,10.722
mng,2000,10.775
mng,2001,10.732
mng,2002,10.689
mng,2003,11.764
mng,2004,11.823
mng,2005,12.121
mng,2006,12.275
mng,2007,12.421
mng,2008,9.672
mng,2009,10.026
mng,2010,14.508
mng,2011,10.267
mng,2012,8.353
mng,2013,10.585
mng,2014,11.978
mng,2015,12.756
mng,2016,20.196
mng,2017,17.499
mng,2018,16.534
mng,2019,16.415
mng,2020,17.649
moz,1991,5.589
moz,1992,5.709
moz,1993,5.646
moz,1994,5.735
moz,1995,5.832
moz,1996,5.766
moz,1997,5.761
moz,1998,5.874
moz,1999,5.967
moz,2000,6.149
moz,2001,6.178
moz,2002,6.308
moz,2003,6.438
moz,2004,6.506
moz,2005,6.59
moz,2006,6.641
moz,2007,6.726
moz,2008,6.803
moz,2009,6.879
moz,2010,6.94
moz,2011,6.993
moz,2012,7.049
moz,2013,7.1
moz,2014,7.14
moz,2015,7.184
moz,2016,7.206
moz,2017,7.209
moz,2018,7.216
moz,2019,7.234
moz,2020,7.788
mrt,1991,14.487
mrt,1992,14.463
mrt,1993,14.404
mrt,1994,14.462
mrt,1995,14.324
mrt,1996,14.335
mrt,1997,14.405
mrt,1998,14.328
mrt,1999,14.299
mrt,2000,14.348
mrt,2001,14.375
mrt,2002,14.42
mrt,2003,14.44
mrt,2004,14.524
mrt,2005,14.562
mrt,2006,14.554
mrt,2007,14.788
mrt,2008,14.847
mrt,2009,14.915
mrt,2010,14.964
mrt,2011,15.016
mrt,2012,15.076
mrt,2013,16.245
mrt,2014,17.44
mrt,2015,18.657
mrt,2016,19.96
mrt,2017,21.236
mrt,2018,21.318
mrt,2019,21.333
mrt,2020,22.676
mus,1991,21.677
mus,1992,22.061
mus,1993,22.504
mus,1994,22.963
mus,1995,23.429
mus,1996,24.133
mus,1997,24.777
mus,1998,25.336
mus,1999,25.926
mus,2000,26.35
mus,2001,27.579
mus,2002,25.661
mus,2003,25.23
mus,2004,24.792
mus,2005,25.752
mus,2006,23.257
mus,2007,24.47
mus,2008,19.124
mus,2009,21.289
mus,2010,23.295
mus,2011,21.414
mus,2012,23.349
mus,2013,21.998
mus,2014,24.536
mus,2015,25.37
mus,2016,22.741
mus,2017,23.95
mus,2018,23.904
mus,2019,21.868
mus,2020,24.553
mwi,1991,8.871
mwi,1992,8.933
mwi,1993,8.809
mwi,1994,8.897
mwi,1995,8.718
mwi,1996,8.732
mwi,1997,8.714
mwi,1998,8.676
mwi,1999,8.624
mwi,2000,8.572
mwi,2001,8.546
mwi,2002,8.445
mwi,2003,8.358
mwi,2004,8.294
mwi,2005,8.241
mwi,2006,8.176
mwi,2007,8.093
mwi,2008,8.047
mwi,2009,7.991
mwi,2010,7.948
mwi,2011,7.918
mwi,2012,7.894
mwi,2013,7.838
mwi,2014,7.926
mwi,2015,8.032
mwi,2016,8.129
mwi,2017,8.216
mwi,2018,8.271
mwi,2019,8.322
mwi,2020,9.521
mys,1991,10.584
mys,1992,10.895
mys,1993,12.263
mys,1994,11.049
mys,1995,9.686
mys,1996,7.783
mys,1997,7.699
mys,1998,9.681
mys,1999,10.702
mys,2000,9.597
mys,2001,11.145
mys,2002,11.14
mys,2003,11.596
mys,2004,11.577
mys,2005,11.645
mys,2006,10.957
mys,2007,10.805
mys,2008,10.668
mys,2009,11.538
mys,2010,11.249
mys,2011,9.895
mys,2012,10.396
mys,2013,10.22
mys,2014,9.878
mys,2015,11.15
mys,2016,10.998
mys,2017,11.487
mys,2018,11.596
mys,2019,11.208
mys,2020,14.031
nam,1991,32.881
nam,1992,33.188
nam,1993,33.684
nam,1994,33.975
nam,1995,37.405
nam,1996,40.982
nam,1997,44.639
nam,1998,42.51
nam,1999,40.304
nam,2000,38.042
nam,2001,39.255
nam,2002,40.355
nam,2003,41.544
nam,2004,42.536
nam,2005,43.045
nam,2006,43.289
nam,2007,43.668
nam,2008,44.068
nam,2009,44.469
nam,2010,44.697
nam,2011,39.477
nam,2012,34.203
nam,2013,40.466
nam,2014,38.762
nam,2015,41.332
nam,2016,44
nam,2017,41.108
nam,2018,37.864
nam,2019,38.029
nam,2020,40.215
ncl,1991,36.685
ncl,1992,37.744
ncl,1993,38.305
ncl,1994,38.689
ncl,1995,38.99
ncl,1996,40.406
ncl,1997,40.251
ncl,1998,41.024
ncl,1999,40.468
ncl,2000,40.277
ncl,2001,39.952
ncl,2002,39.465
ncl,2003,38.713
ncl,2004,38.394
ncl,2005,37.471
ncl,2006,36.363
ncl,2007,35.808
ncl,2008,35.565
ncl,2009,34.722
ncl,2010,35.166
ncl,2011,36.164
ncl,2012,37.129
ncl,2013,37.736
ncl,2014,38.382
ncl,2015,38.393
ncl,2016,38.07
ncl,2017,38.009
ncl,2018,37.911
ncl,2019,37.853
ncl,2020,40.838
ner,1991,3.062
ner,1992,3.059
ner,1993,3.079
ner,1994,3.078
ner,1995,3.082
ner,1996,3.099
ner,1997,3.101
ner,1998,3.067
ner,1999,3.146
ner,2000,3.175
ner,2001,3.13
ner,2002,3.943
ner,2003,4.755
ner,2004,5.545
ner,2005,6.206
ner,2006,5.165
ner,2007,4.154
ner,2008,3.124
ner,2009,2.187
ner,2010,1.264
ner,2011,0.466
ner,2012,3.8
ner,2013,2.266
ner,2014,0.664
ner,2015,0.688
ner,2016,0.708
ner,2017,0.731
ner,2018,0.75
ner,2019,0.774
ner,2020,0.859
nga,1991,9.814
nga,1992,9.753
nga,1993,9.788
nga,1994,9.777
nga,1995,9.76
nga,1996,9.704
nga,1997,9.7
nga,1998,9.695
nga,1999,9.711
nga,2000,9.677
nga,2001,9.658
nga,2002,9.572
nga,2003,9.628
nga,2004,9.609
nga,2005,9.631
nga,2006,9.622
nga,2007,9.611
nga,2008,9.605
nga,2009,9.587
nga,2010,9.576
nga,2011,9.58
nga,2012,9.697
nga,2013,9.77
nga,2014,8.804
nga,2015,8.218
nga,2016,13.135
nga,2017,14.454
nga,2018,16.175
nga,2019,17.72
nga,2020,19.665
nic,1991,11.99
nic,1992,11.972
nic,1993,11.991
nic,1994,11.874
nic,1995,11.791
nic,1996,11.816
nic,1997,11.931
nic,1998,11.987
nic,1999,11.948
nic,2000,12.098
nic,2001,12.206
nic,2002,12.351
nic,2003,12.382
nic,2004,10.461
nic,2005,8.726
nic,2006,8.605
nic,2007,7.9
nic,2008,9.948
nic,2009,12.909
nic,2010,12.451
nic,2011,10.302
nic,2012,8.217
nic,2013,9.104
nic,2014,8.574
nic,2015,9.024
nic,2016,7.579
nic,2017,6.495
nic,2018,10.24
nic,2019,10.359
nic,2020,11.712
nld,1991,11.102
nld,1992,8.147
nld,1993,10.462
nld,1994,11.348
nld,1995,12.149
nld,1996,11.46
nld,1997,9.757
nld,1998,8.752
nld,1999,7.39
nld,2000,5.274
nld,2001,4.389
nld,2002,4.578
nld,2003,6.594
nld,2004,8.02
nld,2005,11.872
nld,2006,10.015
nld,2007,9.363
nld,2008,8.565
nld,2009,10.198
nld,2010,11.075
nld,2011,10.009
nld,2012,11.697
nld,2013,13.167
nld,2014,12.745
nld,2015,11.248
nld,2016,10.845
nld,2017,8.899
nld,2018,7.199
nld,2019,6.782
nld,2020,9.202
nor,1991,12.609
nor,1992,13.668
nor,1993,13.712
nor,1994,12.447
nor,1995,18.971
nor,1996,15.161
nor,1997,14.663
nor,1998,12.528
nor,1999,12.047
nor,2000,10.935
nor,2001,11.995
nor,2002,12.859
nor,2003,11.73
nor,2004,12.664
nor,2005,11.36
nor,2006,8.741
nor,2007,7.355
nor,2008,7.452
nor,2009,9.151
nor,2010,9.286
nor,2011,8.614
nor,2012,8.419
nor,2013,9.077
nor,2014,7.814
nor,2015,9.88
nor,2016,11.107
nor,2017,10.309
nor,2018,9.635
nor,2019,9.891
nor,2020,11.251
npl,1991,3.203
npl,1992,3.12
npl,1993,3.083
npl,1994,3.13
npl,1995,3.014
npl,1996,3.024
npl,1997,2.992
npl,1998,2.932
npl,1999,2.918
npl,2000,2.852
npl,2001,2.763
npl,2002,2.626
npl,2003,2.599
npl,2004,2.525
npl,2005,2.428
npl,2006,2.337
npl,2007,2.249
npl,2008,2.189
npl,2009,2.66
npl,2010,3.171
npl,2011,3.654
npl,2012,4.194
npl,2013,4.683
npl,2014,5.296
npl,2015,5.745
npl,2016,5.565
npl,2017,5.975
npl,2018,5.947
npl,2019,5.951
npl,2020,8.088
nzl,1991,19.356
nzl,1992,19.2
nzl,1993,17.899
nzl,1994,15.469
nzl,1995,12.275
nzl,1996,12.275
nzl,1997,13.656
nzl,1998,15.051
nzl,1999,14.18
nzl,2000,13.53
nzl,2001,12.104
nzl,2002,11.769
nzl,2003,10.539
nzl,2004,9.708
nzl,2005,9.785
nzl,2006,9.97
nzl,2007,10.076
nzl,2008,11.374
nzl,2009,16.682
nzl,2010,17.387
nzl,2011,17.498
nzl,2012,17.971
nzl,2013,15.254
nzl,2014,14.064
nzl,2015,13.857
nzl,2016,13.475
nzl,2017,12.963
nzl,2018,11.8
nzl,2019,11.292
nzl,2020,12.381
omn,1991,12.874
omn,1992,13.054
omn,1993,13.445
omn,1994,13.808
omn,1995,14.002
omn,1996,13.542
omn,1997,12.979
omn,1998,12.707
omn,1999,12.554
omn,2000,12.325
omn,2001,12.478
omn,2002,12.773
omn,2003,12.986
omn,2004,13.15
omn,2005,13.424
omn,2006,13.448
omn,2007,13.757
omn,2008,14.105
omn,2009,14.274
omn,2010,14.636
omn,2011,14.266
omn,2012,14.008
omn,2013,14.348
omn,2014,14.807
omn,2015,15.03
omn,2016,14.181
omn,2017,11.02
omn,2018,7.774
omn,2019,8.337
omn,2020,15.441
pak,1991,1.469
pak,1992,1.469
pak,1993,1.385
pak,1994,1.394
pak,1995,1.37
pak,1996,1.326
pak,1997,1.245
pak,1998,1.242
pak,1999,1.216
pak,2000,1.183
pak,2001,1.128
pak,2002,1.072
pak,2003,1.054
pak,2004,1.021
pak,2005,0.985
pak,2006,0.949
pak,2007,0.835
pak,2008,0.999
pak,2009,1.105
pak,2010,1.305
pak,2011,1.753
pak,2012,3.899
pak,2013,6.066
pak,2014,4.14
pak,2015,6.783
pak,2016,7.183
pak,2017,7.599
pak,2018,8.024
pak,2019,7.884
pak,2020,9.214
pan,1991,8.197
pan,1992,8.223
pan,1993,8.271
pan,1994,8.347
pan,1995,8.35
pan,1996,8.367
pan,1997,8.383
pan,1998,8.407
pan,1999,8.49
pan,2000,8.515
pan,2001,8.544
pan,2002,8.521
pan,2003,8.535
pan,2004,8.449
pan,2005,8.504
pan,2006,8.448
pan,2007,8.38
pan,2008,8.363
pan,2009,8.519
pan,2010,8.386
pan,2011,6.352
pan,2012,6.414
pan,2013,6.252
pan,2014,6.935
pan,2015,8.05
pan,2016,8.214
pan,2017,10.761
pan,2018,10.247
pan,2019,12.949
pan,2020,31.971
per,1991,6.6
per,1992,6.654
per,1993,6.415
per,1994,6.144
per,1995,6.227
per,1996,6.342
per,1997,6.195
per,1998,6.343
per,1999,6.226
per,2000,6.166
per,2001,6.163
per,2002,5.962
per,2003,6.403
per,2004,7.739
per,2005,8.503
per,2006,7.182
per,2007,7.425
per,2008,7.437
per,2009,7.097
per,2010,6.778
per,2011,6.946
per,2012,6.766
per,2013,6.911
per,2014,7.447
per,2015,6.804
per,2016,8.238
per,2017,8.335
per,2018,8.462
per,2019,7.551
per,2020,13
phl,1991,9.15
phl,1992,9.132
phl,1993,9.076
phl,1994,9.01
phl,1995,9.062
phl,1996,9.077
phl,1997,9.193
phl,1998,9.563
phl,1999,9.395
phl,2000,9.382
phl,2001,9.523
phl,2002,9.297
phl,2003,9.039
phl,2004,9.153
phl,2005,9.36
phl,2006,10.186
phl,2007,8.92
phl,2008,10.095
phl,2009,10.431
phl,2010,10.022
phl,2011,9.725
phl,2012,9.578
phl,2013,9.372
phl,2014,9.639
phl,2015,8.679
phl,2016,7.755
phl,2017,7.47
phl,2018,6.698
phl,2019,6.779
phl,2020,7.058
png,1991,4.925
png,1992,4.87
png,1993,4.832
png,1994,5.103
png,1995,5.284
png,1996,5.064
png,1997,5.293
png,1998,5.271
png,1999,5.153
png,2000,5.236
png,2001,5.056
png,2002,4.925
png,2003,4.748
png,2004,4.604
png,2005,4.404
png,2006,4.283
png,2007,4.103
png,2008,4.086
png,2009,3.828
png,2010,3.629
png,2011,4.54
png,2012,4.529
png,2013,4.571
png,2014,4.495
png,2015,4.637
png,2016,4.685
png,2017,4.746
png,2018,4.822
png,2019,4.773
png,2020,4.997
pol,1991,26.485
pol,1992,27.442
pol,1993,29.638
pol,1994,32.085
pol,1995,30.796
pol,1996,28.194
pol,1997,22.319
pol,1998,20.854
pol,1999,28.682
pol,2000,34.856
pol,2001,38.643
pol,2002,41.085
pol,2003,41.047
pol,2004,39.833
pol,2005,36.652
pol,2006,29.662
pol,2007,21.565
pol,2008,17.206
pol,2009,20.523
pol,2010,23.602
pol,2011,25.618
pol,2012,26.368
pol,2013,27.165
pol,2014,23.744
pol,2015,20.697
pol,2016,17.6
pol,2017,14.768
pol,2018,11.74
pol,2019,9.85
pol,2020,10.806
pri,1991,33.383
pri,1992,33.478
pri,1993,30.03
pri,1994,26.487
pri,1995,25.922
pri,1996,27.192
pri,1997,26.636
pri,1998,24.624
pri,1999,22.451
pri,2000,20.199
pri,2001,22.46
pri,2002,23.089
pri,2003,23.244
pri,2004,21.364
pri,2005,23.579
pri,2006,22.283
pri,2007,21.885
pri,2008,24.216
pri,2009,31.813
pri,2010,34.47
pri,2011,33.596
pri,2012,31.136
pri,2013,30.9
pri,2014,30.217
pri,2015,26.259
pri,2016,26.076
pri,2017,24.058
pri,2018,20.633
pri,2019,18.79
pri,2020,20.259
prk,1991,4.491
prk,1992,4.588
prk,1993,4.904
prk,1994,5.217
prk,1995,5.38
prk,1996,5.582
prk,1997,5.848
prk,1998,6.331
prk,1999,6.776
prk,2000,6.731
prk,2001,6.807
prk,2002,6.734
prk,2003,6.724
prk,2004,6.625
prk,2005,6.591
prk,2006,6.511
prk,2007,6.456
prk,2008,6.349
prk,2009,6.392
prk,2010,6.257
prk,2011,6.427
prk,2012,6.376
prk,2013,6.421
prk,2014,6.365
prk,2015,6.451
prk,2016,6.57
prk,2017,6.444
prk,2018,6.27
prk,2019,6.196
prk,2020,6.794
prt,1991,8.595
prt,1992,9.607
prt,1993,12.106
prt,1994,14.64
prt,1995,16.047
prt,1996,17.039
prt,1997,14.13
prt,1998,9.478
prt,1999,9.174
prt,2000,8.251
prt,2001,8.959
prt,2002,10.431
prt,2003,13.461
prt,2004,14.025
prt,2005,16.197
prt,2006,16.501
prt,2007,16.733
prt,2008,16.662
prt,2009,20.311
prt,2010,22.751
prt,2011,30.28
prt,2012,37.957
