geo,time,sl_uem_1524_zs
ben,2019,3.707
ben,2020,3.922
bfa,1991,4.357
bfa,1992,4.39
bfa,1993,4.333
bfa,1994,4.314
bfa,1995,4.22
bfa,1996,4.125
bfa,1997,4.101
bfa,1998,4.04
bfa,1999,4.136
bfa,2000,4.274
bfa,2001,4.345
bfa,2002,4.469
bfa,2003,4.553
bfa,2004,5.578
bfa,2005,6.539
bfa,2006,5.967
bfa,2007,5.393
bfa,2008,5.596
bfa,2009,5.841
bfa,2010,6.011
bfa,2011,6.252
bfa,2012,6.478
bfa,2013,6.71
bfa,2014,6.951
bfa,2015,7.152
bfa,2016,7.327
bfa,2017,7.519
bfa,2018,7.706
bfa,2019,7.742
bfa,2020,8.026
bgd,1991,5.453
bgd,1992,5.788
bgd,1993,5.907
bgd,1994,6.015
bgd,1995,6.292
bgd,1996,6.426
bgd,1997,7.191
bgd,1998,8.043
bgd,1999,8.783
bgd,2000,9.691
bgd,2001,8.806
bgd,2002,7.689
bgd,2003,6.611
bgd,2004,7.691
bgd,2005,8.822
bgd,2006,7.293
bgd,2007,8.236
bgd,2008,9.007
bgd,2009,9.709
bgd,2010,6.39
bgd,2011,7.601
bgd,2012,8.797
bgd,2013,9.979
bgd,2014,10.363
bgd,2015,10.779
bgd,2016,11.191
bgd,2017,12.386
bgd,2018,12.547
bgd,2019,12.689
bgd,2020,14.767
bgr,1991,22.232
bgr,1992,30.501
bgr,1993,32.644
bgr,1994,25.506
bgr,1995,22.198
bgr,1996,25.059
bgr,1997,28.106
bgr,1998,24.785
bgr,1999,28.999
bgr,2000,33.245
bgr,2001,39.068
bgr,2002,35.614
bgr,2003,27.039
bgr,2004,24.488
bgr,2005,22.374
bgr,2006,19.557
bgr,2007,15.174
bgr,2008,12.787
bgr,2009,16.237
bgr,2010,21.942
bgr,2011,25.041
bgr,2012,28.098
bgr,2013,28.375
bgr,2014,23.772
bgr,2015,21.647
bgr,2016,17.224
bgr,2017,12.927
bgr,2018,12.681
bgr,2019,8.894
bgr,2020,14.198
bhr,1991,4.296
bhr,1992,4.352
bhr,1993,4.269
bhr,1994,4.541
bhr,1995,4.565
bhr,1996,4.52
bhr,1997,4.499
bhr,1998,4.46
bhr,1999,4.483
bhr,2000,4.512
bhr,2001,4.407
bhr,2002,4.334
bhr,2003,4.298
bhr,2004,4.351
bhr,2005,4.461
bhr,2006,4.422
bhr,2007,4.455
bhr,2008,4.618
bhr,2009,4.844
bhr,2010,5.034
bhr,2011,5.249
bhr,2012,5.345
bhr,2013,5.375
bhr,2014,5.476
bhr,2015,5.619
bhr,2016,5.67
bhr,2017,5.809
bhr,2018,6.041
bhr,2019,6.307
bhr,2020,7.973
bhs,1991,22.749
bhs,1992,27.094
bhs,1993,23.152
bhs,1994,25.23
bhs,1995,20.938
bhs,1996,24.053
bhs,1997,22.511
bhs,1998,15.843
bhs,1999,15.631
bhs,2000,15.383
bhs,2001,14.977
bhs,2002,20.053
bhs,2003,24.254
bhs,2004,21.493
bhs,2005,20.108
bhs,2006,16.293
bhs,2007,18.845
bhs,2008,17.03
bhs,2009,26.095
bhs,2010,26.538
bhs,2011,27.108
bhs,2012,30.401
bhs,2013,34.429
bhs,2014,28.825
bhs,2015,24.624
bhs,2016,25.546
bhs,2017,21.356
bhs,2018,24.273
bhs,2019,24.446
bhs,2020,30.047
bih,1991,32.31
bih,1992,34.002
bih,1993,36.105
bih,1994,38.802
bih,1995,41.013
bih,1996,43.071
bih,1997,44.913
bih,1998,46.824
bih,1999,48.35
bih,2000,49.977
bih,2001,51.85
bih,2002,53.901
bih,2003,55.785
bih,2004,58.028
bih,2005,60.435
bih,2006,62.326
bih,2007,58.399
bih,2008,47.226
bih,2009,48.446
bih,2010,57.28
bih,2011,57.494
bih,2012,63.112
bih,2013,59.486
bih,2014,62.78
bih,2015,62.449
bih,2016,54.373
bih,2017,45.63
bih,2018,38.833
bih,2019,33.406
bih,2020,36.237
blr,1991,1.229
blr,1992,6.381
blr,1993,17.337
blr,1994,26.051
blr,1995,35.715
blr,1996,48.139
blr,1997,33.193
blr,1998,27.156
blr,1999,24.858
blr,2000,23.586
blr,2001,22.117
blr,2002,20.738
blr,2003,19.456
blr,2004,18.294
blr,2005,16.852
blr,2006,15.538
blr,2007,14.165
blr,2008,12.908
blr,2009,11.324
blr,2010,11.453
blr,2011,11.315
blr,2012,11.149
blr,2013,11.064
blr,2014,11.01
blr,2015,10.785
blr,2016,10.725
blr,2017,9.366
blr,2018,10.654
blr,2019,10.208
blr,2020,11.217
blz,1991,18.678
blz,1992,19
blz,1993,19.375
blz,1994,21.995
blz,1995,24.815
blz,1996,27.117
blz,1997,25.136
blz,1998,28.174
blz,1999,25.465
blz,2000,21.668
blz,2001,18.153
blz,2002,19.998
blz,2003,20.478
blz,2004,21.184
blz,2005,21.853
blz,2006,18.904
blz,2007,17.142
blz,2008,16.535
blz,2009,16.683
blz,2010,16.702
blz,2011,16.771
blz,2012,16.816
blz,2013,16.903
blz,2014,18.25
blz,2015,16.486
blz,2016,16.562
blz,2017,15.716
blz,2018,15.867
blz,2019,16.059
blz,2020,19.229
bol,1991,5.343
bol,1992,5.549
bol,1993,5.359
bol,1994,5.31
bol,1995,4.694
bol,1996,4.105
bol,1997,3.487
bol,1998,3.683
bol,1999,4.09
bol,2000,4.207
bol,2001,4.449
bol,2002,4.609
bol,2003,4.797
bol,2004,4.91
bol,2005,5.09
bol,2006,5.261
bol,2007,5.526
bol,2008,5.674
bol,2009,5.277
bol,2010,5.266
bol,2011,5.222
bol,2012,3.395
bol,2013,5.435
bol,2014,4.674
bol,2015,6.875
bol,2016,6.815
bol,2017,6.677
bol,2018,6.789
bol,2019,8.582
bol,2020,15.706
bra,1991,11.555
bra,1992,11.77
bra,1993,11.372
bra,1994,11.518
bra,1995,11.815
bra,1996,13.02
bra,1997,14.856
bra,1998,17.701
bra,1999,18.802
bra,2000,17.947
bra,2001,18.098
bra,2002,18.194
bra,2003,19.209
bra,2004,18.153
bra,2005,19.499
bra,2006,17.817
bra,2007,16.767
bra,2008,15.469
bra,2009,17.781
bra,2010,15.883
bra,2011,15.412
bra,2012,15.898
bra,2013,15.695
bra,2014,15.515
bra,2015,19.544
bra,2016,26.822
bra,2017,28.856
bra,2018,28.093
bra,2019,27.32
bra,2020,30.526
brb,1991,40.69
brb,1992,41.463
brb,1993,43.35
brb,1994,41.698
brb,1995,37.84
brb,1996,27.944
brb,1997,30.145
brb,1998,24.413
brb,1999,22.443
brb,2000,20.83
brb,2001,22.934
brb,2002,22.999
brb,2003,25.878
brb,2004,22.529
brb,2005,21.192
brb,2006,20.54
brb,2007,17.417
brb,2008,19.091
brb,2009,23.787
brb,2010,25.435
brb,2011,26.93
brb,2012,28.819
brb,2013,29.102
brb,2014,32.916
brb,2015,28.733
brb,2016,26.174
brb,2017,26.041
brb,2018,24.04
brb,2019,25.535
brb,2020,29.432
brn,1991,12.53
brn,1992,12.942
brn,1993,13.006
brn,1994,13.618
brn,1995,14.181
brn,1996,14.403
brn,1997,14.451
brn,1998,14.955
brn,1999,15.756
brn,2000,16.311
brn,2001,16.68
brn,2002,17.224
brn,2003,17.618
brn,2004,17.934
brn,2005,18.528
brn,2006,19.402
brn,2007,19.452
brn,2008,19.736
brn,2009,20.29
brn,2010,21.359
brn,2011,22.394
brn,2012,22.982
brn,2013,23.54
brn,2014,24.415
brn,2015,26.311
brn,2016,27.595
brn,2017,29.599
brn,2018,31.429
brn,2019,21.415
brn,2020,23.053
btn,1991,4.158
btn,1992,4.288
btn,1993,4.234
btn,1994,4.324
btn,1995,4.389
btn,1996,4.312
btn,1997,4.262
btn,1998,4.227
btn,1999,4.164
btn,2000,4.712
btn,2001,5.517
btn,2002,5.455
btn,2003,5.227
btn,2004,7.271
btn,2005,9.132
btn,2006,9.304
btn,2007,10.888
btn,2008,11.162
btn,2009,12.213
btn,2010,8.627
btn,2011,8.771
btn,2012,6.865
btn,2013,9.167
btn,2014,8.89
btn,2015,9.878
btn,2016,10.223
btn,2017,10.375
btn,2018,10.612
btn,2019,11.023
btn,2020,13.963
bwa,1991,25.061
bwa,1992,28.801
bwa,1993,32.503
bwa,1994,36.197
bwa,1995,36.21
bwa,1996,36.326
bwa,1997,37.131
bwa,1998,38.251
bwa,1999,35.141
bwa,2000,32.033
bwa,2001,39.11
bwa,2002,43.222
bwa,2003,47.178
bwa,2004,41.929
bwa,2005,36.831
bwa,2006,31.952
bwa,2007,32.013
bwa,2008,32.101
bwa,2009,32.346
bwa,2010,35.06
bwa,2011,35.52
bwa,2012,35.897
bwa,2013,36.099
bwa,2014,36.478
bwa,2015,36.801
bwa,2016,36.925
bwa,2017,37.145
bwa,2018,37.303
bwa,2019,37.492
bwa,2020,45.535
caf,1991,10.65
caf,1992,10.798
caf,1993,10.886
caf,1994,10.904
caf,1995,10.89
caf,1996,10.96
caf,1997,11.015
caf,1998,10.921
caf,1999,10.868
caf,2000,10.76
caf,2001,10.926
caf,2002,11.051
caf,2003,11.064
caf,2004,10.815
caf,2005,10.738
caf,2006,10.616
caf,2007,10.543
caf,2008,10.228
caf,2009,10.289
caf,2010,10.694
caf,2011,10.511
caf,2012,10.356
caf,2013,10.293
caf,2014,10.192
caf,2015,10.383
caf,2016,10.475
caf,2017,10.46
caf,2018,10.339
caf,2019,10.409
caf,2020,11.459
can,1991,15.86
can,1992,17.239
can,1993,17.207
can,1994,15.925
can,1995,14.854
can,1996,15.421
can,1997,16.266
can,1998,15.152
can,1999,14.058
can,2000,12.687
can,2001,12.882
can,2002,13.627
can,2003,13.632
can,2004,13.474
can,2005,12.422
can,2006,11.664
can,2007,11.199
can,2008,11.6
can,2009,15.322
can,2010,14.92
can,2011,14.274
can,2012,14.448
can,2013,13.731
can,2014,13.46
can,2015,13.162
can,2016,13.073
can,2017,11.597
can,2018,11.103
can,2019,11.043
can,2020,20.265
chanisl,1991,11.035
chanisl,1992,12.329
chanisl,1993,15.016
chanisl,1994,15.568
chanisl,1995,15.825
chanisl,1996,15.895
chanisl,1997,15.136
chanisl,1998,13.583
chanisl,1999,12.986
chanisl,2000,11.11
chanisl,2001,10.935
chanisl,2002,11.457
chanisl,2003,12.801
chanisl,2004,13.53
chanisl,2005,13.468
chanisl,2006,12.532
chanisl,2007,11.622
chanisl,2008,12.102
chanisl,2009,16.469
chanisl,2010,17.309
chanisl,2011,18.217
chanisl,2012,20.625
chanisl,2013,21.784
chanisl,2014,20.933
chanisl,2015,19.369
chanisl,2016,17.93
chanisl,2017,16.224
chanisl,2018,14.382
chanisl,2019,14.143
chanisl,2020,16.109
che,1991,3.191
che,1992,4.519
che,1993,6.382
che,1994,5.979
che,1995,5.461
che,1996,4.953
che,1997,6.444
che,1998,6.066
che,1999,6.175
che,2000,5.006
che,2001,5.624
che,2002,5.572
che,2003,8.499
che,2004,7.715
che,2005,8.771
che,2006,7.688
che,2007,7.118
che,2008,7.003
che,2009,8.484
che,2010,8.208
che,2011,7.686
che,2012,8.302
che,2013,8.736
che,2014,8.592
che,2015,8.817
che,2016,8.578
che,2017,8.058
che,2018,7.922
che,2019,7.979
che,2020,8.597
chl,1991,11.893
chl,1992,10.247
chl,1993,10.511
chl,1994,12.8
chl,1995,10.836
chl,1996,17.784
chl,1997,17.504
chl,1998,17.775
chl,1999,25.231
chl,2000,24.609
chl,2001,24.428
chl,2002,24.859
chl,2003,24.6
chl,2004,24.42
chl,2005,23.315
chl,2006,22.011
chl,2007,21.546
chl,2008,23.635
chl,2009,26.581
chl,2010,19.056
chl,2011,17.886
chl,2012,16.713
chl,2013,16.6
chl,2014,16.972
chl,2015,16.085
chl,2016,15.953
chl,2017,17.087
chl,2018,18.096
chl,2019,19.544
chl,2020,24.923
chn,1991,4.365
chn,1992,4.436
chn,1993,5.125
chn,1994,5.626
chn,1995,5.922
chn,1996,6.261
chn,1997,6.587
chn,1998,6.702
chn,1999,6.799
chn,2000,6.871
chn,2001,8.027
chn,2002,8.944
chn,2003,9.632
chn,2004,9.422
chn,2005,9.485
chn,2006,9.314
chn,2007,9.179
chn,2008,9.74
chn,2009,10.093
chn,2010,9.78
chn,2011,9.948
chn,2012,10.132
chn,2013,10.328
chn,2014,10.515
chn,2015,10.682
chn,2016,10.548
chn,2017,10.414
chn,2018,10.095
chn,2019,10.71
chn,2020,11.93
civ,1991,10.513
civ,1992,10.579
civ,1993,9.179
civ,1994,7.787
civ,1995,6.378
civ,1996,6.318
civ,1997,6.288
civ,1998,6.23
civ,1999,6.555
civ,2000,6.884
civ,2001,7.177
civ,2002,7.492
civ,2003,7.789
civ,2004,8.064
civ,2005,8.347
civ,2006,8.633
civ,2007,8.908
civ,2008,9.174
civ,2009,9.432
civ,2010,9.699
civ,2011,10.003
civ,2012,10.127
civ,2013,6.425
civ,2014,5.568
civ,2015,4.704
civ,2016,3.837
civ,2017,5.379
civ,2018,5.456
civ,2019,5.535
civ,2020,5.77
cmr,1991,12.335
cmr,1992,12.455
cmr,1993,12.662
cmr,1994,12.666
cmr,1995,12.796
cmr,1996,12.933
cmr,1997,12.645
cmr,1998,12.383
cmr,1999,12.118
cmr,2000,11.862
cmr,2001,11.582
cmr,2002,10.327
cmr,2003,9.076
cmr,2004,7.82
cmr,2005,6.627
cmr,2006,5.583
cmr,2007,4.548
cmr,2008,5.122
cmr,2009,5.709
cmr,2010,6.298
cmr,2011,6.231
cmr,2012,6.165
cmr,2013,6.096
cmr,2014,6.028
cmr,2015,6.095
cmr,2016,6.167
cmr,2017,6.239
cmr,2018,6.3
cmr,2019,6.366
cmr,2020,6.654
cod,1991,5.328
cod,1992,5.298
cod,1993,5.272
cod,1994,5.206
cod,1995,5.158
cod,1996,5.121
cod,1997,5.095
cod,1998,5.044
cod,1999,5.014
cod,2000,4.982
cod,2001,4.925
cod,2002,4.867
cod,2003,4.816
cod,2004,4.768
cod,2005,4.726
cod,2006,5.243
cod,2007,5.76
cod,2008,6.284
cod,2009,6.827
cod,2010,7.346
cod,2011,7.889
cod,2012,8.436
cod,2013,8.436
cod,2014,8.44
cod,2015,8.464
cod,2016,8.496
cod,2017,8.503
cod,2018,8.508
cod,2019,8.533
cod,2020,9.745
cog,1991,36.057
cog,1992,36.243
cog,1993,36.51
cog,1994,36.821
cog,1995,36.95
cog,1996,37.189
cog,1997,37.531
cog,1998,37.765
cog,1999,38.178
cog,2000,38.373
cog,2001,38.716
cog,2002,39.024
cog,2003,39.423
cog,2004,39.734
cog,2005,40.008
cog,2006,40.029
cog,2007,40.269
cog,2008,40.11
cog,2009,40.057
cog,2010,40.103
cog,2011,40.117
cog,2012,39.907
cog,2013,39.938
cog,2014,39.704
cog,2015,39.71
cog,2016,39.711
cog,2017,39.531
cog,2018,39.442
cog,2019,39.292
cog,2020,42.685
col,1991,19.215
col,1992,18.117
col,1993,14.949
col,1994,15.722
col,1995,16.397
col,1996,21.853
col,1997,22.469
col,1998,27.504
col,1999,36.232
col,2000,37.613
col,2001,27.454
col,2002,26.875
col,2003,25.127
col,2004,25.036
col,2005,22.575
col,2006,22.686
col,2007,20.767
col,2008,21.355
col,2009,22.24
col,2010,21.887
col,2011,20.511
col,2012,19.308
col,2013,18.221
col,2014,17.632
col,2015,16.665
col,2016,17.534
col,2017,17.821
col,2018,18.563
col,2019,19.997
col,2020,25.888
com,1991,10.61
com,1992,10.422
com,1993,10.418
com,1994,10.451
com,1995,10.32
com,1996,10.317
com,1997,10.218
com,1998,10.196
com,1999,10.147
com,2000,10.021
com,2001,10.048
com,2002,10.005
com,2003,9.968
com,2004,9.932
com,2005,10.789
com,2006,11.666
com,2007,12.57
com,2008,13.43
com,2009,14.344
com,2010,15.25
com,2011,16.169
com,2012,17.115
com,2013,18.036
com,2014,19.021
com,2015,19.04
com,2016,18.995
com,2017,18.981
com,2018,18.984
com,2019,19.005
com,2020,20.918
cpv,1991,18.975
cpv,1992,19.143
cpv,1993,19.389
cpv,1994,19.525
cpv,1995,19.751
cpv,1996,19.953
cpv,1997,20.095
cpv,1998,20.186
cpv,1999,20.261
cpv,2000,20.276
cpv,2001,20.428
cpv,2002,20.463
cpv,2003,20.541
cpv,2004,20.591
cpv,2005,20.754
cpv,2006,21.07
cpv,2007,21.377
cpv,2008,21.846
cpv,2009,22.344
cpv,2010,22.784
cpv,2011,23.825
cpv,2012,25.026
cpv,2013,26.304
cpv,2014,27.663
cpv,2015,29.072
cpv,2016,30.466
cpv,2017,31.983
cpv,2018,27.585
cpv,2019,28.209
cpv,2020,33.325
cri,1991,11.158
cri,1992,7.678
cri,1993,8.315
cri,1994,8.297
cri,1995,11.748
cri,1996,12.275
cri,1997,11.905
cri,1998,11.917
cri,1999,13.663
cri,2000,11.285
cri,2001,13.663
cri,2002,14.498
cri,2003,14.9
cri,2004,14.456
cri,2005,15.246
cri,2006,14.092
cri,2007,11.083
cri,2008,11.003
cri,2009,18.016
cri,2010,17.33
cri,2011,22.283
cri,2012,22.503
cri,2013,21.782
cri,2014,24.622
cri,2015,22.637
cri,2016,21.961
cri,2017,20.975
cri,2018,25.712
cri,2019,31.85
cri,2020,40.859
cub,1991,17.082
cub,1992,17.334
cub,1993,17.595
cub,1994,17.65
cub,1995,18.061
cub,1996,16.829
cub,1997,15.729
cub,1998,13.845
cub,1999,14.01
cub,2000,12.202
cub,2001,9.13
cub,2002,7.321
cub,2003,5.083
cub,2004,4.101
cub,2005,4.341
cub,2006,4.215
cub,2007,3.928
cub,2008,3.371
cub,2009,3.531
cub,2010,6.14
cub,2011,7.89
cub,2012,8.738
cub,2013,8.389
cub,2014,6.899
cub,2015,6.289
cub,2016,5.264
cub,2017,4.589
cub,2018,4.586
cub,2019,4.705
cub,2020,6.333
cyp,1991,6.613
cyp,1992,4.548
cyp,1993,5.845
cyp,1994,5.68
cyp,1995,5.392
cyp,1996,6.211
cyp,1997,6.728
cyp,1998,6.51
cyp,1999,11.203
cyp,2000,9.795
cyp,2001,7.823
cyp,2002,7.287
cyp,2003,8.466
cyp,2004,8.274
cyp,2005,12.913
cyp,2006,9.492
cyp,2007,9.431
cyp,2008,8.449
cyp,2009,13.039
cyp,2010,15.646
cyp,2011,20.907
cyp,2012,26.464
cyp,2013,37.09
cyp,2014,34.595
cyp,2015,31.496
cyp,2016,27.957
cyp,2017,23.908
cyp,2018,19.421
cyp,2019,15.928
cyp,2020,17.382
cze,1991,4.682
cze,1992,5.088
cze,1993,8.402
cze,1994,8.668
cze,1995,7.757
cze,1996,7.171
cze,1997,6.929
cze,1998,10.744
cze,1999,16.495
cze,2000,16.875
cze,2001,16.21
cze,2002,15.304
cze,2003,16.697
cze,2004,19.854
cze,2005,19.259
cze,2006,17.537
cze,2007,10.766
cze,2008,9.869
cze,2009,16.655
cze,2010,18.341
cze,2011,18.025
cze,2012,19.478
cze,2013,18.949
cze,2014,15.856
cze,2015,12.612
cze,2016,10.513
cze,2017,7.963
cze,2018,6.733
cze,2019,5.628
cze,2020,7.966
deu,1991,5.513
deu,1992,5.97
deu,1993,7.671
deu,1994,8.963
deu,1995,8.466
deu,1996,9.633
deu,1997,10.667
deu,1998,9.79
deu,1999,8.886
deu,2000,8.548
deu,2001,7.787
deu,2002,9.283
deu,2003,11.023
deu,2004,12.988
deu,2005,15.536
deu,2006,13.76
deu,2007,11.912
deu,2008,10.556
deu,2009,11.222
deu,2010,9.832
deu,2011,8.518
deu,2012,8.044
deu,2013,7.823
deu,2014,7.744
deu,2015,7.22
deu,2016,7.036
deu,2017,6.76
deu,2018,6.181
deu,2019,5.763
deu,2020,7.212
dji,1991,50.452
dji,1992,50.711
dji,1993,51.439
dji,1994,51.871
dji,1995,52.389
dji,1996,53.012
dji,1997,53.462
dji,1998,53.893
dji,1999,54.369
dji,2000,55.152
dji,2001,55.711
dji,2002,56.391
dji,2003,57.21
dji,2004,58.07
dji,2005,58.916
dji,2006,60.287
dji,2007,61.847
dji,2008,63.577
dji,2009,65.653
dji,2010,67.626
dji,2011,68.804
dji,2012,70.122
dji,2013,71.352
dji,2014,72.528
dji,2015,73.784
dji,2016,74.906
dji,2017,76.187
dji,2018,76.333
dji,2019,76.529
dji,2020,81.061
dnk,1991,11.497
dnk,1992,12.317
dnk,1993,14.59
dnk,1994,10.179
dnk,1995,9.915
dnk,1996,10.59
dnk,1997,8.098
dnk,1998,7.175
dnk,1999,9.898
dnk,2000,6.733
dnk,2001,8.217
dnk,2002,7.027
dnk,2003,9.813
dnk,2004,7.776
dnk,2005,8.606
dnk,2006,7.676
dnk,2007,7.488
dnk,2008,9.446
dnk,2009,13.424
dnk,2010,15.565
dnk,2011,16.3
dnk,2012,15.75
dnk,2013,14.728
