geo,time,sp_rur_totl_zs
afg,2002,77.739
afg,2003,77.647
afg,2004,77.5
afg,2005,77.297
afg,2006,77.093
afg,2007,76.887
afg,2008,76.68
afg,2009,76.472
afg,2010,76.263
afg,2011,76.052
afg,2012,75.84
afg,2013,75.627
afg,2014,75.413
afg,2015,75.197
afg,2016,74.98
afg,2017,74.75
afg,2018,74.505
afg,2019,74.246
afg,2020,73.974
ago,1960,89.565
ago,1961,89.202
ago,1962,88.796
ago,1963,88.376
ago,1964,87.942
ago,1965,87.496
ago,1966,87.035
ago,1967,86.559
ago,1968,86.068
ago,1969,85.564
ago,1970,85.043
ago,1971,84.368
ago,1972,83.545
ago,1973,82.69
ago,1974,81.798
ago,1975,80.872
ago,1976,79.908
ago,1977,78.912
ago,1978,77.878
ago,1979,76.808
ago,1980,75.702
ago,1981,74.563
ago,1982,73.388
ago,1983,72.179
ago,1984,70.935
ago,1985,69.662
ago,1986,68.357
ago,1987,67.022
ago,1988,65.657
ago,1989,64.269
ago,1990,62.856
ago,1991,61.42
ago,1992,59.961
ago,1993,58.489
ago,1994,57
ago,1995,55.831
ago,1996,54.654
ago,1997,53.475
ago,1998,52.29
ago,1999,51.103
ago,2000,49.913
ago,2001,48.726
ago,2002,47.539
ago,2003,46.355
ago,2004,45.173
ago,2005,44
ago,2006,43.236
ago,2007,42.476
ago,2008,41.718
ago,2009,40.966
ago,2010,40.217
ago,2011,39.472
ago,2012,38.732
ago,2013,37.998
ago,2014,37.269
ago,2015,36.554
ago,2016,35.851
ago,2017,35.161
ago,2018,34.486
ago,2019,33.823
ago,2020,33.175
alb,1960,69.295
alb,1961,69.057
alb,1962,68.985
alb,1963,68.914
alb,1964,68.842
alb,1965,68.77
alb,1966,68.698
alb,1967,68.626
alb,1968,68.554
alb,1969,68.452
alb,1970,68.26
alb,1971,68.067
alb,1972,67.873
alb,1973,67.679
alb,1974,67.484
alb,1975,67.288
alb,1976,67.092
alb,1977,66.895
alb,1978,66.698
alb,1979,66.5
alb,1980,66.238
alb,1981,65.976
alb,1982,65.713
alb,1983,65.448
alb,1984,65.183
alb,1985,64.917
alb,1986,64.65
alb,1987,64.381
alb,1988,64.112
alb,1989,63.842
alb,1990,63.572
alb,1991,63.3
alb,1992,62.751
alb,1993,62.201
alb,1994,61.646
alb,1995,61.089
alb,1996,60.527
alb,1997,59.965
alb,1998,59.399
alb,1999,58.831
alb,2000,58.259
alb,2001,57.565
alb,2002,56.499
alb,2003,55.427
alb,2004,54.349
alb,2005,53.269
alb,2006,52.185
alb,2007,51.098
alb,2008,50.009
alb,2009,48.924
alb,2010,47.837
alb,2011,46.753
alb,2012,45.67
alb,2013,44.613
alb,2014,43.577
alb,2015,42.566
alb,2016,41.579
alb,2017,40.617
alb,2018,39.681
alb,2019,38.771
alb,2020,37.888
and,1960,41.55
and,1961,39.017
and,1962,36.538
and,1963,34.128
and,1964,31.795
and,1965,29.555
and,1966,27.407
and,1967,25.359
and,1968,23.412
and,1969,21.576
and,1970,19.845
and,1971,18.22
and,1972,16.699
and,1973,15.284
and,1974,13.968
and,1975,12.748
and,1976,11.618
and,1977,10.58
and,1978,9.622
and,1979,8.743
and,1980,7.936
and,1981,7.2
and,1982,6.526
and,1983,5.911
and,1984,5.351
and,1985,4.841
and,1986,4.675
and,1987,4.822
and,1988,4.973
and,1989,5.128
and,1990,5.288
and,1991,5.47
and,1992,5.676
and,1993,5.889
and,1994,6.11
and,1995,6.339
and,1996,6.575
and,1997,6.82
and,1998,7.073
and,1999,7.334
and,2000,7.605
and,2001,7.944
and,2002,8.359
and,2003,8.793
and,2004,9.249
and,2005,9.715
and,2006,10.193
and,2007,10.692
and,2008,10.996
and,2009,11.088
and,2010,11.181
and,2011,11.274
and,2012,11.369
and,2013,11.463
and,2014,11.559
and,2015,11.655
and,2016,11.752
and,2017,11.85
and,2018,11.938
and,2019,12.016
and,2020,12.084
are,1960,26.5
are,1961,25.617
are,1962,24.752
are,1963,23.907
are,1964,23.081
are,1965,22.277
are,1966,21.492
are,1967,20.728
are,1968,20.2
are,1969,20.2
are,1970,20.2
are,1971,20.2
are,1972,20.2
are,1973,20.2
are,1974,20.2
are,1975,20.2
are,1976,20.097
are,1977,19.894
are,1978,19.691
are,1979,19.49
are,1980,19.29
are,1981,19.317
are,1982,19.534
are,1983,19.753
are,1984,19.974
are,1985,20.196
are,1986,20.376
are,1987,20.518
are,1988,20.661
are,1989,20.804
are,1990,20.949
are,1991,21.094
are,1992,21.24
are,1993,21.386
are,1994,21.533
are,1995,21.681
are,1996,21.507
are,1997,21.062
are,1998,20.622
are,1999,20.19
are,2000,19.764
are,2001,19.345
are,2002,18.933
are,2003,18.528
are,2004,18.129
are,2005,17.738
are,2006,17.352
are,2007,16.977
are,2008,16.613
are,2009,16.258
are,2010,15.913
are,2011,15.577
are,2012,15.251
are,2013,14.934
are,2014,14.625
are,2015,14.326
are,2016,14.035
are,2017,13.752
are,2018,13.478
are,2019,13.211
are,2020,12.952
arg,1960,26.389
arg,1961,25.783
arg,1962,25.233
arg,1963,24.691
arg,1964,24.156
arg,1965,23.631
arg,1966,23.112
arg,1967,22.602
arg,1968,22.099
arg,1969,21.606
arg,1970,21.12
arg,1971,20.679
arg,1972,20.257
arg,1973,19.842
arg,1974,19.433
arg,1975,19.031
arg,1976,18.634
arg,1977,18.245
arg,1978,17.861
arg,1979,17.484
arg,1980,17.113
arg,1981,16.687
arg,1982,16.241
arg,1983,15.806
arg,1984,15.379
arg,1985,14.962
arg,1986,14.555
arg,1987,14.157
arg,1988,13.767
arg,1989,13.387
arg,1990,13.016
arg,1991,12.672
arg,1992,12.458
arg,1993,12.248
arg,1994,12.04
arg,1995,11.836
arg,1996,11.634
arg,1997,11.436
arg,1998,11.241
arg,1999,11.048
arg,2000,10.858
arg,2001,10.671
arg,2002,10.49
arg,2003,10.314
arg,2004,10.14
arg,2005,9.969
arg,2006,9.8
arg,2007,9.634
arg,2008,9.47
arg,2009,9.309
arg,2010,9.151
arg,2011,9.01
arg,2012,8.879
arg,2013,8.751
arg,2014,8.623
arg,2015,8.497
arg,2016,8.373
arg,2017,8.251
arg,2018,8.13
arg,2019,8.009
arg,2020,7.889
arm,1960,48.725
arm,1961,47.853
arm,1962,46.981
arm,1963,46.111
arm,1964,45.242
arm,1965,44.378
arm,1966,43.517
arm,1967,42.659
arm,1968,41.805
arm,1969,40.958
arm,1970,40.136
arm,1971,39.343
arm,1972,38.555
arm,1973,37.775
arm,1974,37
arm,1975,36.389
arm,1976,35.781
arm,1977,35.179
arm,1978,34.581
arm,1979,34.161
arm,1980,33.95
arm,1981,33.741
arm,1982,33.533
arm,1983,33.325
arm,1984,33.117
arm,1985,32.91
arm,1986,32.704
arm,1987,32.499
arm,1988,32.294
arm,1989,32.31
arm,1990,32.579
arm,1991,32.85
arm,1992,33.122
arm,1993,33.394
arm,1994,33.668
arm,1995,33.943
arm,1996,34.219
arm,1997,34.496
arm,1998,34.774
arm,1999,35.053
arm,2000,35.334
arm,2001,35.615
arm,2002,35.764
arm,2003,35.863
arm,2004,35.962
arm,2005,36.062
arm,2006,36.161
arm,2007,36.261
arm,2008,36.36
arm,2009,36.46
arm,2010,36.56
arm,2011,36.66
arm,2012,36.76
arm,2013,36.836
arm,2014,36.888
arm,2015,36.915
arm,2016,36.918
arm,2017,36.897
arm,2018,36.851
arm,2019,36.781
arm,2020,36.687
asm,1960,33.789
asm,1961,33.359
asm,1962,32.932
asm,1963,32.507
asm,1964,32.084
asm,1965,31.666
asm,1966,31.25
asm,1967,30.837
asm,1968,30.426
asm,1969,30.02
asm,1970,29.616
asm,1971,29.216
asm,1972,28.818
asm,1973,28.424
asm,1974,28.033
asm,1975,27.646
asm,1976,27.261
asm,1977,26.88
asm,1978,26.503
asm,1979,26.129
asm,1980,25.67
asm,1981,24.957
asm,1982,24.257
asm,1983,23.571
asm,1984,22.897
asm,1985,22.238
asm,1986,21.592
asm,1987,20.96
asm,1988,20.341
asm,1989,19.737
asm,1990,19.052
asm,1991,18.114
asm,1992,17.211
asm,1993,16.346
asm,1994,15.515
asm,1995,14.72
asm,1996,13.957
asm,1997,13.229
asm,1998,12.533
asm,1999,11.869
asm,2000,11.413
asm,2001,11.509
asm,2002,11.606
asm,2003,11.703
asm,2004,11.802
asm,2005,11.9
asm,2006,12
asm,2007,12.1
asm,2008,12.201
asm,2009,12.303
asm,2010,12.406
asm,2011,12.498
asm,2012,12.58
asm,2013,12.652
asm,2014,12.712
asm,2015,12.762
asm,2016,12.802
asm,2017,12.83
asm,2018,12.847
asm,2019,12.853
asm,2020,12.847
atg,1960,60.344
atg,1961,60.96
atg,1962,61.573
atg,1963,62.183
atg,1964,62.789
atg,1965,63.39
atg,1966,63.988
atg,1967,64.582
atg,1968,65.171
atg,1969,65.755
atg,1970,66.181
atg,1971,66.102
atg,1972,66.022
atg,1973,65.943
atg,1974,65.863
atg,1975,65.783
atg,1976,65.703
atg,1977,65.623
atg,1978,65.543
atg,1979,65.462
atg,1980,65.382
atg,1981,65.302
atg,1982,65.221
atg,1983,65.14
atg,1984,65.06
atg,1985,64.979
atg,1986,64.898
atg,1987,64.817
atg,1988,64.736
atg,1989,64.655
atg,1990,64.574
atg,1991,64.535
atg,1992,64.915
atg,1993,65.291
atg,1994,65.666
atg,1995,66.039
atg,1996,66.41
atg,1997,66.779
atg,1998,67.145
atg,1999,67.51
atg,2000,67.873
atg,2001,68.26
atg,2002,68.902
atg,2003,69.536
atg,2004,70.163
atg,2005,70.782
atg,2006,71.394
atg,2007,71.998
atg,2008,72.595
atg,2009,73.182
atg,2010,73.762
atg,2011,74.297
atg,2012,74.474
atg,2013,74.65
atg,2014,74.825
atg,2015,75
atg,2016,75.154
atg,2017,75.287
atg,2018,75.401
atg,2019,75.494
atg,2020,75.567
aus,1960,18.471
aus,1961,18.059
aus,1962,17.772
aus,1963,17.489
aus,1964,17.208
aus,1965,16.932
aus,1966,16.66
aus,1967,16.493
aus,1968,16.328
aus,1969,16.164
aus,1970,16.001
aus,1971,15.84
aus,1972,15.68
aus,1973,15.522
aus,1974,15.364
aus,1975,15.208
aus,1976,15.053
aus,1977,14.9
aus,1978,14.748
aus,1979,14.597
aus,1980,14.448
aus,1981,14.3
aus,1982,14.33
aus,1983,14.359
aus,1984,14.389
aus,1985,14.418
aus,1986,14.448
aus,1987,14.478
aus,1988,14.507
aus,1989,14.537
aus,1990,14.567
aus,1991,14.597
aus,1992,14.715
aus,1993,14.843
aus,1994,14.972
aus,1995,15.102
aus,1996,15.233
aus,1997,15.364
aus,1998,15.497
aus,1999,15.63
aus,2000,15.765
aus,2001,15.9
aus,2002,15.778
aus,2003,15.657
aus,2004,15.537
aus,2005,15.418
aus,2006,15.3
aus,2007,15.178
aus,2008,15.057
aus,2009,14.937
aus,2010,14.818
aus,2011,14.7
aus,2012,14.598
aus,2013,14.498
aus,2014,14.398
aus,2015,14.299
aus,2016,14.2
aus,2017,14.096
aus,2018,13.988
aus,2019,13.876
aus,2020,13.759
aut,1960,35.28
aut,1961,35.186
aut,1962,35.137
aut,1963,35.087
aut,1964,35.038
aut,1965,34.989
aut,1966,34.939
aut,1967,34.89
aut,1968,34.841
aut,1969,34.792
aut,1970,34.742
aut,1971,34.699
aut,1972,34.689
aut,1973,34.679
aut,1974,34.669
aut,1975,34.659
aut,1976,34.649
aut,1977,34.639
aut,1978,34.629
aut,1979,34.619
aut,1980,34.609
aut,1981,34.636
aut,1982,34.9
aut,1983,35.164
aut,1984,35.43
aut,1985,35.695
aut,1986,35.963
aut,1987,36.231
aut,1988,36.5
aut,1989,36.769
aut,1990,37.04
aut,1991,37.311
aut,1992,37.583
aut,1993,37.856
aut,1994,38.13
aut,1995,38.404
aut,1996,38.68
aut,1997,38.955
aut,1998,39.232
aut,1999,39.509
aut,2000,39.787
aut,2001,40.066
aut,2002,40.345
aut,2003,40.625
aut,2004,40.906
aut,2005,41.187
aut,2006,41.468
aut,2007,41.751
aut,2008,42.034
aut,2009,42.317
aut,2010,42.601
aut,2011,42.885
aut,2012,42.853
aut,2013,42.664
aut,2014,42.474
aut,2015,42.285
aut,2016,42.095
aut,2017,41.906
aut,2018,41.703
aut,2019,41.485
aut,2020,41.252
aze,1960,47.337
aze,1961,47.636
aze,1962,47.936
aze,1963,48.236
aze,1964,48.536
aze,1965,48.836
aze,1966,49.136
aze,1967,49.436
aze,1968,49.737
aze,1969,50.037
aze,1970,49.992
aze,1971,49.538
aze,1972,49.083
aze,1973,48.629
aze,1974,48.302
aze,1975,48.103
aze,1976,47.904
aze,1977,47.706
aze,1978,47.508
aze,1979,47.345
aze,1980,47.223
aze,1981,47.103
aze,1982,46.982
aze,1983,46.861
aze,1984,46.701
aze,1985,46.502
aze,1986,46.303
aze,1987,46.105
aze,1988,45.906
aze,1989,45.943
aze,1990,46.251
aze,1991,46.559
aze,1992,46.868
aze,1993,47.176
aze,1994,47.485
aze,1995,47.794
aze,1996,48.104
aze,1997,48.412
aze,1998,48.722
aze,1999,48.815
aze,2000,48.614
aze,2001,48.413
aze,2002,48.213
aze,2003,48.012
aze,2004,47.811
aze,2005,47.611
aze,2006,47.411
aze,2007,47.21
aze,2008,47.01
aze,2009,46.81
aze,2010,46.594
aze,2011,46.363
aze,2012,46.117
aze,2013,45.855
aze,2014,45.578
aze,2015,45.286
aze,2016,44.979
aze,2017,44.657
aze,2018,44.32
aze,2019,43.969
aze,2020,43.603
bdi,1960,97.923
bdi,1961,97.885
bdi,1962,97.846
bdi,1963,97.807
bdi,1964,97.767
bdi,1965,97.706
bdi,1966,97.605
bdi,1967,97.499
bdi,1968,97.389
bdi,1969,97.274
bdi,1970,97.155
bdi,1971,97.03
bdi,1972,96.899
bdi,1973,96.764
bdi,1974,96.623
bdi,1975,96.475
bdi,1976,96.322
bdi,1977,96.162
bdi,1978,95.995
bdi,1979,95.822
bdi,1980,95.661
bdi,1981,95.497
bdi,1982,95.326
bdi,1983,95.15
bdi,1984,94.967
bdi,1985,94.779
bdi,1986,94.583
bdi,1987,94.38
bdi,1988,94.17
bdi,1989,93.953
bdi,1990,93.729
bdi,1991,93.545
bdi,1992,93.363
bdi,1993,93.177
bdi,1994,92.986
bdi,1995,92.789
bdi,1996,92.588
bdi,1997,92.382
bdi,1998,92.17
bdi,1999,91.964
bdi,2000,91.754
bdi,2001,91.539
bdi,2002,91.318
bdi,2003,91.092
bdi,2004,90.861
bdi,2005,90.625
bdi,2006,90.383
bdi,2007,90.136
bdi,2008,89.882
bdi,2009,89.624
bdi,2010,89.358
bdi,2011,89.085
bdi,2012,88.806
bdi,2013,88.518
bdi,2014,88.224
bdi,2015,87.922
bdi,2016,87.612
bdi,2017,87.294
bdi,2018,86.968
bdi,2019,86.634
bdi,2020,86.292
bel,1960,7.54
bel,1961,7.446
bel,1962,7.321
bel,1963,7.165
bel,1964,7.012
bel,1965,6.863
bel,1966,6.716
bel,1967,6.572
bel,1968,6.431
bel,1969,6.293
bel,1970,6.157
bel,1971,6.024
bel,1972,5.894
bel,1973,5.767
bel,1974,5.642
bel,1975,5.52
bel,1976,5.4
bel,1977,5.194
bel,1978,4.995
bel,1979,4.804
bel,1980,4.619
bel,1981,4.465
bel,1982,4.363
bel,1983,4.263
bel,1984,4.165
bel,1985,4.07
bel,1986,3.977
bel,1987,3.885
bel,1988,3.796
bel,1989,3.708
bel,1990,3.623
bel,1991,3.539
bel,1992,3.458
bel,1993,3.378
bel,1994,3.3
bel,1995,3.223
bel,1996,3.149
bel,1997,3.076
bel,1998,3.004
bel,1999,2.935
bel,2000,2.871
bel,2001,2.814
bel,2002,2.759
bel,2003,2.704
bel,2004,2.65
bel,2005,2.597
bel,2006,2.546
bel,2007,2.495
bel,2008,2.445
bel,2009,2.397
bel,2010,2.349
bel,2011,2.302
bel,2012,2.256
bel,2013,2.211
bel,2014,2.167
bel,2015,2.124
bel,2016,2.081
bel,2017,2.039
bel,2018,1.999
bel,2019,1.959
bel,2020,1.921
ben,1960,90.725
ben,1961,90.144
ben,1962,89.53
ben,1963,88.882
ben,1964,88.199
ben,1965,87.481
ben,1966,86.725
ben,1967,85.931
ben,1968,85.097
ben,1969,84.224
ben,1970,83.309
ben,1971,82.353
ben,1972,81.352
ben,1973,80.311
ben,1974,79.225
ben,1975,78.096
ben,1976,76.921
ben,1977,75.707
ben,1978,74.448
ben,1979,73.324
ben,1980,72.661
ben,1981,71.99
ben,1982,71.308
ben,1983,70.616
ben,1984,69.914
ben,1985,69.204
ben,1986,68.483
ben,1987,67.754
ben,1988,67.015
ben,1989,66.27
ben,1990,65.515
ben,1991,64.753
ben,1992,64.173
ben,1993,63.864
ben,1994,63.553
ben,1995,63.242
ben,1996,62.929
ben,1997,62.615
ben,1998,62.301
ben,1999,61.985
ben,2000,61.667
ben,2001,61.35
ben,2002,60.964
ben,2003,60.464
ben,2004,59.961
ben,2005,59.457
ben,2006,58.951
ben,2007,58.442
ben,2008,57.931
ben,2009,57.42
ben,2010,56.907
ben,2011,56.392
ben,2012,55.875
ben,2013,55.358
ben,2014,54.834
ben,2015,54.305
ben,2016,53.771
ben,2017,53.232
ben,2018,52.688
ben,2019,52.139
ben,2020,51.585
bfa,1960,95.3
bfa,1961,95.204
bfa,1962,95.107
bfa,1963,95.007
bfa,1964,94.905
bfa,1965,94.802
bfa,1966,94.697
bfa,1967,94.589
bfa,1968,94.48
bfa,1969,94.368
bfa,1970,94.254
bfa,1971,94.139
bfa,1972,94.02
bfa,1973,93.9
bfa,1974,93.778
bfa,1975,93.653
bfa,1976,93.332
bfa,1977,92.849
bfa,1978,92.332
bfa,1979,91.782
bfa,1980,91.195
bfa,1981,90.572
bfa,1982,89.909
bfa,1983,89.204
bfa,1984,88.456
bfa,1985,87.666
bfa,1986,87.168
bfa,1987,86.928
bfa,1988,86.684
bfa,1989,86.437
bfa,1990,86.185
bfa,1991,85.93
bfa,1992,85.67
bfa,1993,85.407
bfa,1994,85.14
bfa,1995,84.869
bfa,1996,84.593
bfa,1997,84.125
bfa,1998,83.49
bfa,1999,82.834
bfa,2000,82.156
bfa,2001,81.46
bfa,2002,80.742
bfa,2003,80.004
bfa,2004,79.243
bfa,2005,78.463
bfa,2006,77.661
bfa,2007,77.004
bfa,2008,76.466
bfa,2009,75.921
bfa,2010,75.367
bfa,2011,74.804
bfa,2012,74.233
bfa,2013,73.654
bfa,2014,73.066
bfa,2015,72.47
bfa,2016,71.866
bfa,2017,71.257
bfa,2018,70.642
bfa,2019,70.02
bfa,2020,69.393
bgd,1960,94.865
bgd,1961,94.722
bgd,1962,94.502
bgd,1963,94.273
bgd,1964,94.036
bgd,1965,93.789
bgd,1966,93.533
bgd,1967,93.267
bgd,1968,92.991
bgd,1969,92.704
bgd,1970,92.407
bgd,1971,92.099
bgd,1972,91.779
bgd,1973,91.447
bgd,1974,90.966
bgd,1975,90.164
bgd,1976,89.299
bgd,1977,88.37
bgd,1978,87.371
bgd,1979,86.299
bgd,1980,85.149
bgd,1981,84.199
bgd,1982,83.788
bgd,1983,83.369
bgd,1984,82.94
bgd,1985,82.504
bgd,1986,82.059
bgd,1987,81.605
bgd,1988,81.141
bgd,1989,80.67
bgd,1990,80.189
bgd,1991,79.743
bgd,1992,79.39
bgd,1993,79.034
bgd,1994,78.672
bgd,1995,78.307
bgd,1996,77.936
bgd,1997,77.562
bgd,1998,77.182
bgd,1999,76.798
bgd,2000,76.41
bgd,2001,75.904
bgd,2002,75.244
bgd,2003,74.571
bgd,2004,73.886
bgd,2005,73.191
bgd,2006,72.483
bgd,2007,71.763
bgd,2008,71.032
bgd,2009,70.291
bgd,2010,69.538
bgd,2011,68.775
bgd,2012,68.007
bgd,2013,67.238
bgd,2014,66.465
bgd,2015,65.692
bgd,2016,64.917
bgd,2017,64.142
bgd,2018,63.368
bgd,2019,62.595
bgd,2020,61.823
bgr,1960,62.9
bgr,1961,61.218
bgr,1962,59.506
bgr,1963,57.77
bgr,1964,56.013
bgr,1965,54.245
bgr,1966,52.767
bgr,1967,51.501
bgr,1968,50.232
bgr,1969,48.966
bgr,1970,47.7
bgr,1971,46.64
bgr,1972,45.581
bgr,1973,44.529
bgr,1974,43.481
bgr,1975,42.438
bgr,1976,41.474
bgr,1977,40.572
bgr,1978,39.674
bgr,1979,38.784
bgr,1980,37.9
bgr,1981,37.397
bgr,1982,36.896
bgr,1983,36.397
bgr,1984,35.901
bgr,1985,35.41
bgr,1986,35.001
bgr,1987,34.654
bgr,1988,34.308
bgr,1989,33.965
bgr,1990,33.623
bgr,1991,33.283
bgr,1992,32.944
bgr,1993,32.67
bgr,1994,32.443
bgr,1995,32.218
bgr,1996,31.993
bgr,1997,31.769
bgr,1998,31.546
bgr,1999,31.323
bgr,2000,31.101
bgr,2001,30.834
bgr,2002,30.476
bgr,2003,30.121
bgr,2004,29.767
bgr,2005,29.416
bgr,2006,29.068
bgr,2007,28.722
bgr,2008,28.378
bgr,2009,28.037
bgr,2010,27.698
bgr,2011,27.362
bgr,2012,27.025
bgr,2013,26.687
bgr,2014,26.349
bgr,2015,26.01
bgr,2016,25.671
bgr,2017,25.331
bgr,2018,24.992
bgr,2019,24.653
bgr,2020,24.314
bhr,1960,17.68
bhr,1961,17.663
bhr,1962,17.645
bhr,1963,17.628
bhr,1964,17.611
bhr,1965,17.5
bhr,1966,17.239
bhr,1967,16.981
bhr,1968,16.725
bhr,1969,16.474
bhr,1970,16.225
bhr,1971,15.979
bhr,1972,15.735
bhr,1973,15.496
bhr,1974,15.259
bhr,1975,15.025
bhr,1976,14.794
bhr,1977,14.566
bhr,1978,14.341
bhr,1979,14.118
bhr,1980,13.899
bhr,1981,13.683
bhr,1982,13.469
bhr,1983,13.258
bhr,1984,13.05
bhr,1985,12.845
bhr,1986,12.643
bhr,1987,12.443
bhr,1988,12.246
bhr,1989,12.051
bhr,1990,11.86
bhr,1991,11.671
bhr,1992,11.602
bhr,1993,11.605
bhr,1994,11.608
bhr,1995,11.612
bhr,1996,11.615
bhr,1997,11.618
bhr,1998,11.621
bhr,1999,11.624
bhr,2000,11.628
bhr,2001,11.631
bhr,2002,11.627
bhr,2003,11.617
bhr,2004,11.601
bhr,2005,11.578
bhr,2006,11.548
bhr,2007,11.512
bhr,2008,11.47
bhr,2009,11.421
bhr,2010,11.366
bhr,2011,11.305
bhr,2012,11.238
bhr,2013,11.165
bhr,2014,11.085
bhr,2015,11.001
bhr,2016,10.91
bhr,2017,10.814
bhr,2018,10.713
bhr,2019,10.606
bhr,2020,10.494
bhs,1960,40.288
bhs,1961,39.546
bhs,1962,38.807
bhs,1963,38.074
bhs,1964,37.358
bhs,1965,36.657
bhs,1966,35.96
bhs,1967,35.27
bhs,1968,34.584
bhs,1969,33.907
bhs,1970,33.236
bhs,1971,32.571
bhs,1972,31.912
bhs,1973,31.262
bhs,1974,30.619
bhs,1975,29.983
bhs,1976,29.353
bhs,1977,28.734
bhs,1978,28.121
bhs,1979,27.516
bhs,1980,26.898
bhs,1981,26.157
bhs,1982,25.429
bhs,1983,24.715
bhs,1984,24.013
bhs,1985,23.326
bhs,1986,22.653
bhs,1987,21.993
bhs,1988,21.346
bhs,1989,20.716
bhs,1990,20.162
bhs,1991,19.933
bhs,1992,19.707
bhs,1993,19.482
bhs,1994,19.26
bhs,1995,19.039
bhs,1996,18.82
bhs,1997,18.604
bhs,1998,18.389
bhs,1999,18.176
bhs,2000,17.993
bhs,2001,17.951
bhs,2002,17.908
bhs,2003,17.866
bhs,2004,17.824
bhs,2005,17.782
bhs,2006,17.74
bhs,2007,17.698
bhs,2008,17.657
bhs,2009,17.615
bhs,2010,17.573
bhs,2011,17.524
bhs,2012,17.468
bhs,2013,17.404
bhs,2014,17.332
bhs,2015,17.254
bhs,2016,17.168
bhs,2017,17.075
bhs,2018,16.975
bhs,2019,16.868
bhs,2020,16.755
bih,1960,80.96
bih,1961,80.314
bih,1962,79.563
bih,1963,78.791
bih,1964,77.996
bih,1965,77.183
bih,1966,76.348
bih,1967,75.491
bih,1968,74.613
bih,1969,73.717
bih,1970,72.799
bih,1971,71.906
bih,1972,71.125
bih,1973,70.334
bih,1974,69.529
bih,1975,68.712
bih,1976,67.882
bih,1977,67.043
bih,1978,66.192
bih,1979,65.33
bih,1980,64.457
bih,1981,63.718
bih,1982,63.393
bih,1983,63.067
bih,1984,62.739
bih,1985,62.411
bih,1986,62.081
bih,1987,61.75
bih,1988,61.417
bih,1989,61.085
bih,1990,60.751
bih,1991,60.422
bih,1992,60.113
bih,1993,59.804
bih,1994,59.494
bih,1995,59.183
bih,1996,58.87
bih,1997,58.558
bih,1998,58.245
bih,1999,57.931
bih,2000,57.616
bih,2001,57.302
bih,2002,56.986
bih,2003,56.67
bih,2004,56.352
bih,2005,56.035
bih,2006,55.718
bih,2007,55.399
bih,2008,55.08
bih,2009,54.761
bih,2010,54.442
bih,2011,54.122
bih,2012,53.801
bih,2013,53.481
bih,2014,53.16
bih,2015,52.827
bih,2016,52.482
bih,2017,52.124
bih,2018,51.755
bih,2019,51.374
bih,2020,50.98
blr,1960,67.599
blr,1961,66.478
blr,1962,65.337
blr,1963,64.178
blr,1964,63
blr,1965,61.873
blr,1966,60.731
blr,1967,59.578
blr,1968,58.412
blr,1969,57.24
blr,1970,55.99
blr,1971,54.651
blr,1972,53.303
blr,1973,51.954
blr,1974,50.6
blr,1975,49.386
blr,1976,48.171
blr,1977,46.961
blr,1978,45.753
blr,1979,44.598
blr,1980,43.502
blr,1981,42.416
blr,1982,41.336
blr,1983,40.264
blr,1984,39.2
blr,1985,38.167
blr,1986,37.143
blr,1987,36.13
blr,1988,35.128
blr,1989,34.415
blr,1990,34.019
