geo,time,sp_pop_1564_fe_in
ago,1981,2151503
ago,1982,2217902
ago,1983,2284948
ago,1984,2359191
ago,1985,2443816
ago,1986,2525231
ago,1987,2617486
ago,1988,2717830
ago,1989,2821704
ago,1990,2926881
ago,1991,3023007
ago,1992,3123529
ago,1993,3228882
ago,1994,3340343
ago,1995,3458900
ago,1996,3574072
ago,1997,3697944
ago,1998,3830325
ago,1999,3970818
ago,2000,4119184
ago,2001,4262217
ago,2002,4414967
ago,2003,4578281
ago,2004,4753006
ago,2005,4939226
ago,2006,5124894
ago,2007,5324137
ago,2008,5534227
ago,2009,5752731
ago,2010,5978558
ago,2011,6195251
ago,2012,6423190
ago,2013,6661728
ago,2014,6910836
ago,2015,7171195
ago,2016,7435711
ago,2017,7711816
ago,2018,8000119
ago,2019,8301453
ago,2020,8616194
alb,1960,418387
alb,1961,428356
alb,1962,438222
alb,1963,448188
alb,1964,459061
alb,1965,471041
alb,1966,483365
alb,1967,497710
alb,1968,514845
alb,1969,533420
alb,1970,550920
alb,1971,569008
alb,1972,587819
alb,1973,606576
alb,1974,626259
alb,1975,647524
alb,1976,668084
alb,1977,690454
alb,1978,713046
alb,1979,735261
alb,1980,757656
alb,1981,779772
alb,1982,802647
alb,1983,825490
alb,1984,848131
alb,1985,870197
alb,1986,890423
alb,1987,910560
alb,1988,930196
alb,1989,959879
alb,1990,985198
alb,1991,985008
alb,1992,988677
alb,1993,994350
alb,1994,998563
alb,1995,998547
alb,1996,994533
alb,1997,985799
alb,1998,974743
alb,1999,965017
alb,2000,959061
alb,2001,956115
alb,2002,962390
alb,2003,970051
alb,2004,977602
alb,2005,983308
alb,2006,987062
alb,2007,986996
alb,2008,984649
alb,2009,981423
alb,2010,978296
alb,2011,980347
alb,2012,981544
alb,2013,980634
alb,2014,977857
alb,2015,972981
alb,2016,969484
alb,2017,967394
alb,2018,963389
alb,2019,955875
alb,2020,944638
are,1960,23821
are,1961,25149
are,1962,26848
are,1963,28824
are,1964,30885
are,1965,32919
are,1966,34796
are,1967,36651
are,1968,38799
are,1969,41687
are,1970,45659
are,1971,51980
are,1972,59843
are,1973,69037
are,1974,79244
are,1975,90136
are,1976,104095
are,1977,118849
are,1978,133817
are,1979,148881
are,1980,164211
are,1981,183006
are,1982,202111
are,1983,220955
are,1984,239153
are,1985,256742
are,1986,272522
are,1987,288269
are,1988,304626
are,1989,322514
are,1990,342584
are,1991,366398
are,1992,392577
are,1993,420699
are,1994,449969
are,1995,479586
are,1996,504616
are,1997,530648
are,1998,556630
are,1999,582808
are,2000,610979
are,2001,663336
are,2002,717458
are,2003,777336
are,2004,849074
are,2005,936557
are,2006,1050529
are,2007,1181142
are,2008,1319869
are,2009,1456805
are,2010,1585647
are,2011,1701584
are,2012,1809257
are,2013,1906605
are,2014,1993522
are,2015,2071296
are,2016,2126564
are,2017,2175083
are,2018,2217731
are,2019,2256753
are,2020,2294371
arg,1960,6428297
arg,1961,6539414
arg,1962,6656138
arg,1963,6776592
arg,1964,6897709
arg,1965,7017750
arg,1966,7132482
arg,1967,7247275
arg,1968,7363116
arg,1969,7481541
arg,1970,7603274
arg,1971,7721925
arg,1972,7845387
arg,1973,7970991
arg,1974,8094515
arg,1975,8212620
arg,1976,8314937
arg,1977,8408960
arg,1978,8499155
arg,1979,8593290
arg,1980,8696602
arg,1981,8791430
arg,1982,8908129
arg,1983,9039009
arg,1984,9173227
arg,1985,9305722
arg,1986,9456631
arg,1987,9598327
arg,1988,9738088
arg,1989,9886995
arg,1990,10048880
arg,1991,10194486
arg,1992,10353467
arg,1993,10520762
arg,1994,10687762
arg,1995,10850839
arg,1996,11012845
arg,1997,11175503
arg,1998,11337986
arg,1999,11501173
arg,2000,11665368
arg,2001,11833714
arg,2002,11996571
arg,2003,12156726
arg,2004,12318012
arg,2005,12481918
arg,2006,12636955
arg,2007,12799457
arg,2008,12965306
arg,2009,13127586
arg,2010,13247722
arg,2011,13418717
arg,2012,13579342
arg,2013,13731914
arg,2014,13881778
arg,2015,14031690
arg,2016,14174088
arg,2017,14318968
arg,2018,14464449
arg,2019,14607508
arg,2020,14746578
arm,1960,546442
arm,1961,557379
arm,1962,570457
arm,1963,585279
arm,1964,601106
arm,1965,617776
arm,1966,635912
arm,1967,655573
arm,1968,677026
arm,1969,700408
arm,1970,725583
arm,1971,755566
arm,1972,785809
arm,1973,816286
arm,1974,847270
arm,1975,878689
arm,1976,907159
arm,1977,936455
arm,1978,965388
arm,1979,992464
arm,1980,1017097
arm,1981,1038641
arm,1982,1056711
arm,1983,1072623
arm,1984,1088606
arm,1985,1105771
arm,1986,1125490
arm,1987,1146167
arm,1988,1163759
arm,1989,1173569
arm,1990,1173600
arm,1991,1159536
arm,1992,1136705
arm,1993,1109617
arm,1994,1084335
arm,1995,1064880
arm,1996,1056159
arm,1997,1054275
arm,1998,1057130
arm,1999,1061035
arm,2000,1063275
arm,2001,1065864
arm,2002,1065902
arm,2003,1064762
arm,2004,1064709
arm,2005,1066915
arm,2006,1067573
arm,2007,1070801
arm,2008,1075402
arm,2009,1079521
arm,2010,1082167
arm,2011,1084037
arm,2012,1085470
arm,2013,1086049
arm,2014,1085840
arm,2015,1084853
arm,2016,1083198
arm,2017,1080464
arm,2018,1076731
arm,2019,1072014
arm,2020,1066362
atg,1960,15594
atg,1961,15790
atg,1962,15973
atg,1963,16154
atg,1964,16356
atg,1965,16587
atg,1966,16875
atg,1967,17166
atg,1968,17425
atg,1969,17609
atg,1970,17716
atg,1971,17994
atg,1972,18132
atg,1973,18157
atg,1974,18109
atg,1975,18055
atg,1976,18178
atg,1977,18309
atg,1978,18414
atg,1979,18481
atg,1980,18521
atg,1981,18679
atg,1982,18840
atg,1983,18973
atg,1984,19062
atg,1985,19116
atg,1986,19252
atg,1987,19364
atg,1988,19484
atg,1989,19640
atg,1990,19862
atg,1991,20298
atg,1992,20849
atg,1993,21485
atg,1994,22164
atg,1995,22862
atg,1996,23628
atg,1997,24413
atg,1998,25181
atg,1999,25918
atg,2000,26591
atg,2001,27172
atg,2002,27660
atg,2003,28083
atg,2004,28500
atg,2005,28948
atg,2006,29467
atg,2007,30027
atg,2008,30614
atg,2009,31199
atg,2010,31764
atg,2011,32238
atg,2012,32716
atg,2013,33178
atg,2014,33600
atg,2015,33975
atg,2016,34276
atg,2017,34550
atg,2018,34802
atg,2019,35008
atg,2020,35186
aus,1960,3070922
aus,1961,3129392
aus,1962,3211970
aus,1963,3285063
aus,1964,3362177
aus,1965,3439190
aus,1966,3532129
aus,1967,3590177
aus,1968,3665922
aus,1969,3755474
aus,1970,3844759
aus,1971,3990541
aus,1972,4078405
aus,1973,4156272
aus,1974,4281011
aus,1975,4355995
aus,1976,4413728
aus,1977,4488098
aus,1978,4569959
aus,1979,4646298
aus,1980,4723340
aus,1981,4825950
aus,1982,4922110
aus,1983,4992053
aus,1984,5057993
aus,1985,5141143
aus,1986,5234114
aus,1987,5330913
aus,1988,5439120
aus,1989,5548231
aus,1990,5639885
aus,1991,5717357
aus,1992,5785445
aus,1993,5836820
aus,1994,5895272
aus,1995,5967588
aus,1996,6047344
aus,1997,6120089
aus,1998,6191662
aus,1999,6270338
aus,2000,6351741
aus,2001,6452508
aus,2002,6546361
aus,2003,6640925
aus,2004,6728928
aus,2005,6824299
aus,2006,6940314
aus,2007,6993095
aus,2008,7136720
aus,2009,7280709
aus,2010,7385446
aus,2011,7469448
aus,2012,7584244
aus,2013,7698697
aus,2014,7793452
aus,2015,7880342
aus,2016,7965067
aus,2017,8055501
aus,2018,8132842
aus,2019,8212123
aus,2020,8276794
aut,1960,2473104
aut,1961,2467318
aut,1962,2463352
aut,1963,2459265
aut,1964,2454225
aut,1965,2447428
aut,1966,2442328
aut,1967,2438211
aut,1968,2429454
aut,1969,2419424
aut,1970,2413735
aut,1971,2413825
aut,1972,2422274
aut,1973,2434763
aut,1974,2441460
aut,1975,2440359
aut,1976,2442357
aut,1977,2450727
aut,1978,2458840
aut,1979,2469476
aut,1980,2489516
aut,1981,2517333
aut,1982,2545120
aut,1983,2567614
aut,1984,2589378
aut,1985,2604814
aut,1986,2609531
aut,1987,2609648
aut,1988,2608006
aut,1989,2612345
aut,1990,2623927
aut,1991,2637331
aut,1992,2651251
aut,1993,2657455
aut,1994,2655082
aut,1995,2652198
aut,1996,2653347
aut,1997,2660651
aut,1998,2672283
aut,1999,2686221
aut,2000,2698664
aut,2001,2715032
aut,2002,2732017
aut,2003,2747006
aut,2004,2765341
aut,2005,2785700
aut,2006,2797470
aut,2007,2804531
aut,2008,2811157
aut,2009,2815808
aut,2010,2819083
aut,2011,2825603
aut,2012,2834977
aut,2013,2846832
aut,2014,2862646
aut,2015,2886703
aut,2016,2910090
aut,2017,2922118
aut,2018,2927605
aut,2019,2930798
aut,2020,2931577
aze,1960,1159971
aze,1961,1173637
aze,1962,1186574
aze,1963,1200385
aze,1964,1217241
aze,1965,1238265
aze,1966,1256812
aze,1967,1281402
aze,1968,1310446
aze,1969,1341798
aze,1970,1374960
aze,1971,1414128
aze,1972,1454888
aze,1973,1498224
aze,1974,1545729
aze,1975,1597737
aze,1976,1649638
aze,1977,1705262
aze,1978,1763505
aze,1979,1822237
aze,1980,1879891
aze,1981,1934396
aze,1982,1987659
aze,1983,2038901
aze,1984,2087645
aze,1985,2133556
aze,1986,2171721
aze,1987,2206994
aze,1988,2240123
aze,1989,2271866
aze,1990,2281055
aze,1991,2298344
aze,1992,2323765
aze,1993,2353379
aze,1994,2383445
aze,1995,2413991
aze,1996,2448546
aze,1997,2487636
aze,1998,2531469
aze,1999,2577312
aze,2000,2624275
aze,2001,2671749
aze,2002,2717409
aze,2003,2765240
aze,2004,2821651
aze,2005,2888481
aze,2006,2953705
aze,2007,3025459
aze,2008,3128558
aze,2009,3227846
aze,2010,3291060
aze,2011,3346152
aze,2012,3394274
aze,2013,3433875
aze,2014,3467362
aze,2015,3496370
aze,2016,3514444
aze,2017,3529177
aze,2018,3539814
aze,2019,3547772
aze,2020,3547838
bdi,1960,782207
bdi,1961,792277
bdi,1962,801273
bdi,1963,810726
bdi,1964,822995
bdi,1965,839124
bdi,1966,853118
bdi,1967,871771
bdi,1968,893084
bdi,1969,914298
bdi,1970,933999
bdi,1971,943849
bdi,1972,953070
bdi,1973,963390
bdi,1974,976783
bdi,1975,994291
bdi,1976,1016422
bdi,1977,1042505
bdi,1978,1071421
bdi,1979,1101952
bdi,1980,1133119
bdi,1981,1155465
bdi,1982,1180061
bdi,1983,1205996
bdi,1984,1232484
bdi,1985,1259369
bdi,1986,1282508
bdi,1987,1306458
bdi,1988,1331414
bdi,1989,1357918
bdi,1990,1386067
bdi,1991,1399420
bdi,1992,1415980
bdi,1993,1434425
bdi,1994,1453181
bdi,1995,1471865
bdi,1996,1482128
bdi,1997,1492187
bdi,1998,1505405
bdi,1999,1525686
bdi,2000,1555521
bdi,2001,1611375
bdi,2002,1676872
bdi,2003,1750392
bdi,2004,1829277
bdi,2005,1911072
bdi,2006,1990661
bdi,2007,2073832
bdi,2008,2158855
bdi,2009,2243816
bdi,2010,2327643
bdi,2011,2402698
bdi,2012,2477549
bdi,2013,2552599
bdi,2014,2629163
bdi,2015,2708454
bdi,2016,2790985
bdi,2017,2877765
bdi,2018,2968774
bdi,2019,3063857
bdi,2020,3163000
bel,1960,2973197
bel,1961,2963604
bel,1962,2963258
bel,1963,2978249
bel,1964,3000042
bel,1965,3019650
bel,1966,3030143
bel,1967,3038672
bel,1968,3043853
bel,1969,3048032
bel,1970,3049437
bel,1971,3056333
bel,1972,3071465
bel,1973,3086656
bel,1974,3104869
bel,1975,3125321
bel,1976,3139649
bel,1977,3154995
bel,1978,3172406
bel,1979,3193166
bel,1980,3218046
bel,1981,3239891
bel,1982,3263691
bel,1983,3287743
bel,1984,3307445
bel,1985,3321102
bel,1986,3323671
bel,1987,3322465
bel,1988,3325024
bel,1989,3327511
bel,1990,3327804
bel,1991,3330529
bel,1992,3333943
bel,1993,3336452
bel,1994,3336422
bel,1995,3333949
bel,1996,3329914
bel,1997,3329892
bel,1998,3330801
bel,1999,3332913
bel,2000,3335396
bel,2001,3345372
bel,2002,3358323
bel,2003,3370327
bel,2004,3384259
bel,2005,3404190
bel,2006,3429064
bel,2007,3459492
bel,2008,3492752
bel,2009,3524294
bel,2010,3555526
bel,2011,3596903
bel,2012,3611585
bel,2013,3618284
bel,2014,3622283
bel,2015,3630451
bel,2016,3631492
bel,2017,3626878
bel,2018,3624530
bel,2019,3625879
bel,2020,3625904
ben,1960,731499
ben,1961,736492
ben,1962,743043
ben,1963,750921
ben,1964,760008
ben,1965,770309
ben,1966,777572
ben,1967,786488
ben,1968,796923
ben,1969,808836
ben,1970,822207
ben,1971,833425
ben,1972,846599
ben,1973,861666
ben,1974,878538
ben,1975,897158
ben,1976,914120
ben,1977,933346
ben,1978,954595
ben,1979,977655
ben,1980,1002417
ben,1981,1025242
ben,1982,1050558
ben,1983,1078073
ben,1984,1107503
ben,1985,1138747
ben,1986,1168063
ben,1987,1199745
ben,1988,1234138
ben,1989,1271798
ben,1990,1313036
ben,1991,1356889
ben,1992,1405019
ben,1993,1456263
ben,1994,1509261
ben,1995,1563153
ben,1996,1610499
ben,1997,1659373
ben,1998,1710088
ben,1999,1763223
ben,2000,1819245
ben,2001,1874891
ben,2002,1934078
ben,2003,1996322
ben,2004,2060991
ben,2005,2127629
ben,2006,2190371
ben,2007,2255488
ben,2008,2323180
ben,2009,2393777
ben,2010,2467466
ben,2011,2539187
ben,2012,2614825
ben,2013,2694141
ben,2014,2776893
ben,2015,2863003
ben,2016,2950020
ben,2017,3041234
ben,2018,3136289
ben,2019,3234818
ben,2020,3336519
bfa,1960,1339722
bfa,1961,1354477
bfa,1962,1371412
bfa,1963,1390328
bfa,1964,1411147
bfa,1965,1433865
bfa,1966,1451244
bfa,1967,1471244
bfa,1968,1493652
bfa,1969,1518421
bfa,1970,1545509
bfa,1971,1565625
bfa,1972,1589651
bfa,1973,1616852
bfa,1974,1646131
bfa,1975,1676949
bfa,1976,1701250
bfa,1977,1727613
bfa,1978,1756676
bfa,1979,1789533
bfa,1980,1826692
bfa,1981,1858464
bfa,1982,1896342
bfa,1983,1938908
bfa,1984,1984471
bfa,1985,2032299
bfa,1986,2075769
bfa,1987,2123229
bfa,1988,2174584
bfa,1989,2230108
bfa,1990,2290084
bfa,1991,2347301
bfa,1992,2409577
bfa,1993,2476914
bfa,1994,2549306
bfa,1995,2626661
bfa,1996,2698381
bfa,1997,2776561
bfa,1998,2860229
bfa,1999,2948250
bfa,2000,3040085
bfa,2001,3124955
bfa,2002,3215598
bfa,2003,3311750
bfa,2004,3413218
bfa,2005,3519844
bfa,2006,3620430
bfa,2007,3727585
bfa,2008,3841049
bfa,2009,3960935
bfa,2010,4087276
bfa,2011,4209239
bfa,2012,4340080
bfa,2013,4478508
bfa,2014,4623025
bfa,2015,4773045
bfa,2016,4924719
bfa,2017,5082113
bfa,2018,5246123
bfa,2019,5418039
bfa,2020,5598264
bgd,1960,12539406
bgd,1961,12809827
bgd,1962,13117709
bgd,1963,13456587
bgd,1964,13816930
bgd,1965,14193781
bgd,1966,14550884
bgd,1967,14930368
bgd,1968,15317545
bgd,1969,15702972
bgd,1970,16084503
bgd,1971,16368170
bgd,1972,16625169
bgd,1973,16885000
bgd,1974,17176999
bgd,1975,17520408
bgd,1976,17877450
bgd,1977,18328781
bgd,1978,18851834
bgd,1979,19421805
bgd,1980,20021812
bgd,1981,20557395
bgd,1982,21141223
bgd,1983,21769260
bgd,1984,22437712
bgd,1985,23146184
bgd,1986,23866491
bgd,1987,24630833
bgd,1988,25434284
bgd,1989,26274239
bgd,1990,27146881
bgd,1991,27971978
bgd,1992,28826906
bgd,1993,29712464
bgd,1994,30630469
bgd,1995,31582499
bgd,1996,32538514
bgd,1997,33523920
bgd,1998,34531973
bgd,1999,35555931
bgd,2000,36588719
bgd,2001,37569470
bgd,2002,38566099
bgd,2003,39566278
bgd,2004,40556589
bgd,2005,41531247
bgd,2006,42432861
bgd,2007,43326422
bgd,2008,44215584
bgd,2009,45107898
bgd,2010,46011826
bgd,2011,46942253
bgd,2012,47865923
bgd,2013,48793443
bgd,2014,49741049
bgd,2015,50714952
bgd,2016,51694770
bgd,2017,52700679
bgd,2018,53707370
bgd,2019,54681540
bgd,2020,55605603
bgr,1960,2601919
bgr,1961,2630910
bgr,1962,2661445
bgr,1963,2692553
bgr,1964,2723472
bgr,1965,2750257
bgr,1966,2772710
bgr,1967,2793201
bgr,1968,2814615
bgr,1969,2836467
bgr,1970,2853926
bgr,1971,2866140
bgr,1972,2875635
bgr,1973,2886068
bgr,1974,2899790
bgr,1975,2907165
bgr,1976,2909840
bgr,1977,2914603
bgr,1978,2908922
bgr,1979,2908324
bgr,1980,2921435
bgr,1981,2936522
bgr,1982,2958135
bgr,1983,2981949
bgr,1984,3002611
bgr,1985,3009898
bgr,1986,3011948
bgr,1987,3011467
bgr,1988,3006503
bgr,1989,2966261
bgr,1990,2914279
bgr,1991,2882877
bgr,1992,2856777
bgr,1993,2843422
bgr,1994,2843152
bgr,1995,2837259
bgr,1996,2829871
bgr,1997,2817381
bgr,1998,2802104
bgr,1999,2791437
bgr,2000,2785625
bgr,2001,2738158
bgr,2002,2687754
bgr,2003,2675396
bgr,2004,2662994
bgr,2005,2648176
bgr,2006,2624594
bgr,2007,2600818
bgr,2008,2575707
bgr,2009,2548472
bgr,2010,2516790
bgr,2011,2480759
bgr,2012,2444717
bgr,2013,2408023
bgr,2014,2371231
bgr,2015,2334113
bgr,2016,2299940
bgr,2017,2265258
bgr,2018,2232418
bgr,2019,2203277
bgr,2020,2180176
bhr,1960,39607
bhr,1961,39827
bhr,1962,39959
bhr,1963,39946
bhr,1964,39850
bhr,1965,39889
bhr,1966,41415
bhr,1967,42916
bhr,1968,44403
bhr,1969,45953
bhr,1970,47646
bhr,1971,49887
bhr,1972,52584
bhr,1973,55640
bhr,1974,58906
bhr,1975,62311
bhr,1976,66368
bhr,1977,70754
bhr,1978,75377
bhr,1979,80130
bhr,1980,84877
bhr,1981,89655
bhr,1982,94019
bhr,1983,98100
bhr,1984,102056
bhr,1985,106003
bhr,1986,109571
bhr,1987,113501
bhr,1988,117584
bhr,1989,121737
bhr,1990,126029
bhr,1991,129757
bhr,1992,133937
bhr,1993,138597
bhr,1994,143699
bhr,1995,149136
bhr,1996,154194
bhr,1997,159884
bhr,1998,165895
bhr,1999,172173
bhr,2000,178833
bhr,2001,188434
bhr,2002,198530
bhr,2003,209466
bhr,2004,221754
bhr,2005,235701
bhr,2006,254072
bhr,2007,274054
bhr,2008,294449
bhr,2009,313684
bhr,2010,330589
bhr,2011,341715
bhr,2012,350238
bhr,2013,356947
bhr,2014,363342
bhr,2015,370741
bhr,2016,381259
bhr,2017,392976
bhr,2018,405424
bhr,2019,417629
bhr,2020,428833
bhs,1960,31468
bhs,1961,32857
bhs,1962,34296
bhs,1963,35733
bhs,1964,37154
bhs,1965,38565
bhs,1966,40295
bhs,1967,42064
bhs,1968,43797
bhs,1969,45397
bhs,1970,46841
bhs,1971,48737
bhs,1972,50250
bhs,1973,51543
bhs,1974,52835
bhs,1975,54283
bhs,1976,55723
bhs,1977,57463
bhs,1978,59378
bhs,1979,61237
bhs,1980,62957
bhs,1981,65085
bhs,1982,66926
bhs,1983,68607
bhs,1984,70355
bhs,1985,72281
bhs,1986,73933
bhs,1987,75889
bhs,1988,78025
bhs,1989,80075
bhs,1990,81916
bhs,1991,83987
bhs,1992,85744
bhs,1993,87335
bhs,1994,89021
bhs,1995,90939
bhs,1996,92441
bhs,1997,94232
bhs,1998,96221
bhs,1999,98197
bhs,2000,100051
bhs,2001,102186
bhs,2002,104250
bhs,2003,106320
bhs,2004,108478
bhs,2005,110700
bhs,2006,113249
bhs,2007,115703
bhs,2008,118128
bhs,2009,120536
bhs,2010,122895
bhs,2011,125162
bhs,2012,127406
bhs,2013,129641
bhs,2014,131809
bhs,2015,133875
bhs,2016,136083
bhs,2017,138022
bhs,2018,139763
bhs,2019,141482
bhs,2020,143215
bih,1960,981310
bih,1961,997895
bih,1962,1016240
bih,1963,1036318
bih,1964,1057508
bih,1965,1079256
bih,1966,1095894
bih,1967,1115264
bih,1968,1136425
bih,1969,1157765
bih,1970,1178410
bih,1971,1200881
bih,1972,1220816
bih,1973,1239528
bih,1974,1259113
bih,1975,1280437
bih,1976,1299571
bih,1977,1320580
bih,1978,1343081
bih,1979,1366124
bih,1980,1389255
bih,1981,1415176
bih,1982,1440058
bih,1983,1463935
bih,1984,1487219
bih,1985,1509583
bih,1986,1528718
bih,1987,1546318
bih,1988,1557831
bih,1989,1557495
bih,1990,1542371
bih,1991,1511999
bih,1992,1467025
bih,1993,1415040
bih,1994,1365971
bih,1995,1326511
bih,1996,1303471
bih,1997,1291287
bih,1998,1287155
bih,1999,1286835
bih,2000,1287204
bih,2001,1285771
bih,2002,1286140
bih,2003,1287988
bih,2004,1290967
bih,2005,1294740
bih,2006,1300834
bih,2007,1305596
bih,2008,1307901
bih,2009,1306432
bih,2010,1299863
bih,2011,1283774
bih,2012,1264950
bih,2013,1244918
bih,2014,1224466
bih,2015,1204230
bih,2016,1184037
bih,2017,1162548
bih,2018,1141305
bih,2019,1122186
bih,2020,1105722
blr,1960,2895980
blr,1961,2891129
blr,1962,2897905
blr,1963,2912785
blr,1964,2930228
blr,1965,2947264
blr,1966,2971237
blr,1967,2996016
blr,1968,3022813
blr,1969,3053296
blr,1970,3086951
blr,1971,3128204
blr,1972,3167277
blr,1973,3201928
blr,1974,3230753
blr,1975,3253593
blr,1976,3268716
blr,1977,3290145
blr,1978,3317800
blr,1979,3345257
blr,1980,3371974
blr,1981,3403458
blr,1982,3433681
blr,1983,3461968
blr,1984,3486849
blr,1985,3506601
blr,1986,3516199
blr,1987,3523958
blr,1988,3517890
blr,1989,3512939
blr,1990,3505722
blr,1991,3492358
blr,1992,3487808
blr,1993,3487194
blr,1994,3480165
blr,1995,3472112
blr,1996,3474929
blr,1997,3477697
blr,1998,3482008
blr,1999,3488078
blr,2000,3493663
blr,2001,3491041
blr,2002,3483650
blr,2003,3474642
blr,2004,3468371
blr,2005,3464897
blr,2006,3461930
blr,2007,3468173
blr,2008,3478062
blr,2009,3485841
blr,2010,3485812
blr,2011,3471952
blr,2012,3453160
blr,2013,3432349
blr,2014,3411617
blr,2015,3392232
blr,2016,3378849
blr,2017,3356468
blr,2018,3324827
blr,2019,3287527
blr,2020,3239960
blz,1960,23900
blz,1961,24256
blz,1962,24698
blz,1963,25198
blz,1964,25761
blz,1965,26381
blz,1966,27108
blz,1967,27869
blz,1968,28656
blz,1969,29450
blz,1970,30223
blz,1971,30658
blz,1972,31048
blz,1973,31428
blz,1974,31794
blz,1975,32167
blz,1976,32484
blz,1977,32857
blz,1978,33344
blz,1979,33977
blz,1980,34729
blz,1981,36000
blz,1982,37297
blz,1983,38653
blz,1984,40091
blz,1985,41626
blz,1986,42929
blz,1987,44382
blz,1988,45884
blz,1989,47309
blz,1990,48614
blz,1991,49693
blz,1992,50596
blz,1993,51522
blz,1994,52695
blz,1995,54246
blz,1996,56629
blz,1997,59418
blz,1998,62370
blz,1999,65241
blz,2000,67926
blz,2001,70601
blz,2002,73180
blz,2003,75752
blz,2004,78461
blz,2005,81357
blz,2006,84478
blz,2007,87746
blz,2008,91110
blz,2009,94518
blz,2010,97919
blz,2011,101562
blz,2012,105141
blz,2013,108700
blz,2014,112300
blz,2015,115944
blz,2016,119328
blz,2017,122804
blz,2018,126275
blz,2019,129647
blz,2020,132847
bol,1960,1007268
bol,1961,1025259
bol,1962,1045302
bol,1963,1067110
bol,1964,1090545
bol,1965,1115526
bol,1966,1136605
bol,1967,1159903
bol,1968,1185054
bol,1969,1211663
bol,1970,1239545
bol,1971,1263800
bol,1972,1289944
bol,1973,1317774
bol,1974,1347203
bol,1975,1378217
bol,1976,1405538
bol,1977,1435069
bol,1978,1466481
bol,1979,1499510
bol,1980,1534033
bol,1981,1563863
bol,1982,1595583
bol,1983,1628943
bol,1984,1663687
bol,1985,1699780
bol,1986,1735966
bol,1987,1773763
bol,1988,1813240
bol,1989,1854658
bol,1990,1898126
bol,1991,1939821
bol,1992,1984811
bol,1993,2032375
bol,1994,2081535
bol,1995,2131811
bol,1996,2179976
bol,1997,2229659
bol,1998,2280901
bol,1999,2333972
bol,2000,2388883
bol,2001,2441539
bol,2002,2495594
bol,2003,2550788
bol,2004,2606917
bol,2005,2663941
bol,2006,2721335
bol,2007,2780645
bol,2008,2841455
bol,2009,2903207
bol,2010,2965536
bol,2011,3029293
bol,2012,3093118
bol,2013,3157341
bol,2014,3222577
bol,2015,3288984
bol,2016,3353950
bol,2017,3420463
bol,2018,3487820
bol,2019,3554754
bol,2020,3620489
bra,1960,19482717
bra,1961,19973966
bra,1962,20493523
bra,1963,21048049
bra,1964,21647340
bra,1965,22295572
bra,1966,22922978
bra,1967,23620238
bra,1968,24369384
