geo,time,ne_con_govt_cd
are,2016,44725287978.2165
are,2017,50945949625.5956
are,2018,49902518720.2178
are,2019,51225237425.5856
arg,1962,2981109322.95567
arg,1963,1873293741.48124
arg,1964,1851010086.55162
arg,1965,2292941109.49128
arg,1966,3093333419.90704
arg,1967,2362424326.82205
arg,1968,2598571394.01054
arg,1969,2969714408.66378
arg,1970,3077105358.84717
arg,1971,3377999916.89886
arg,1972,3248124955.47887
arg,1973,6063222189.12736
arg,1974,9527777909.5819
arg,1975,6601594539.00068
arg,1976,4820215361.52499
arg,1977,5119039948.11081
arg,1978,6485598140.10612
arg,1979,7623189691.88905
arg,1987,5238095279.67741
arg,1988,5454545411.94322
arg,1989,3444365653.36953
arg,1990,4432002300.89634
arg,1991,6302044992.13424
arg,1992,6807692307.69231
arg,1993,31984701701.70169
arg,1994,33948366600
arg,1995,34445834100
arg,1996,34023284500
arg,1997,35324694300
arg,1998,37352911200
arg,1999,38908460700
arg,2000,39175188600
arg,2001,38037449000
arg,2002,11956773588.4449
arg,2003,14593470488.4092
arg,2004,18301129726.4273
arg,2005,24130382300.7642
arg,2006,28905507926.1954
arg,2007,37348269040.9027
arg,2008,49293062930.4651
arg,2009,52956236298.62849
arg,2010,64237667185.0303
arg,2011,83177086713.2187
arg,2012,90881156804.3051
arg,2013,92774657769.3512
arg,2014,89210530677.45569
arg,2015,107639984288.53999
arg,2016,98429812727.83939
arg,2017,113902282152.065
arg,2018,82948270261.61238
arg,2019,68736600881.3842
arg,2020,60461926236.0452
arm,1990,413148198.73957
arm,1991,383116883.11688
arm,1992,236068937.21789
arm,1993,206549907.44696
arm,1994,151809366.86221
arm,1995,166257454.31399
arm,1996,181144333.88078
arm,1997,188167549.93885
arm,1998,213841427.1556
arm,1999,225711135.19979
arm,2000,206423416.1097
arm,2001,219077937.52027
arm,2002,217887154.44319
arm,2003,263436943.86371
arm,2004,334636423.28241
arm,2005,475836210.3001
arm,2006,591560338.85171
arm,2007,865225908.27677
arm,2008,1095754346.6765
arm,2009,1062288852.80441
arm,2010,1115281652.73022
arm,2011,1207955202.25589
arm,2012,1158563982.83569
arm,2013,1327354216.30039
arm,2014,1403108724.32618
arm,2015,1383711190.80395
arm,2016,1418893741.82342
arm,2017,1420015976.25438
arm,2018,1431005207.37683
arm,2019,1711204048.07958
arm,2020,2027079057.25233
asm,2002,216000000
asm,2003,221000000
asm,2004,227000000
asm,2005,224000000
asm,2006,224000000
asm,2007,220000000
asm,2008,241000000
asm,2009,275000000
asm,2010,303000000
asm,2011,337000000
asm,2012,329000000
asm,2013,313000000
asm,2014,343000000
asm,2015,371000000
asm,2016,320000000
asm,2017,313000000
asm,2018,334000000
asm,2019,312000000
asm,2020,350000000
atg,1993,85259259.25926
atg,1994,95629629.62963
atg,1995,105481481.48148
atg,1996,113962962.96296
atg,1997,117814814.81481
atg,1998,135148148.14815
atg,1999,146814814.81482
atg,2000,142925925.92593
atg,2001,155888888.88889
atg,2002,179185185.18518
atg,2003,158629629.62963
atg,2004,168518518.51852
atg,2005,168407407.40741
atg,2006,173851851.85185
atg,2007,201037037.03704
atg,2008,243370370.37037
atg,2009,239888888.88889
atg,2010,205185185.18518
atg,2011,199592592.59259
atg,2012,211000000
atg,2013,202888888.88889
atg,2014,208918518.51852
atg,2015,217358814.81482
atg,2016,226140111.11111
atg,2017,235276185.18518
atg,2018,244781333.33333
atg,2019,254670518.51852
atg,2020,264959185.18518
aus,1960,2081980064.95688
aus,1961,2248852055.10136
aus,1962,2405644529.0626
aus,1963,2538918131.92967
aus,1964,2730428939.41091
aus,1965,3116810393.10113
aus,1966,3527830664.12812
aus,1967,3924291634.00157
aus,1968,4490984432.74723
aus,1969,4831448090.49166
aus,1970,5492216373.61407
aus,1971,6344495464.21772
aus,1972,7567757009.34579
aus,1973,9410634208.84049
aus,1974,12971260132.6455
aus,1975,16489143793.5272
aus,1976,18954998109.1642
aus,1977,19440238586.8318
aus,1978,21325287615.6102
aus,1979,23636260365.7844
aus,1980,26056824512.5348
aus,1981,31793800069.6621
aus,1982,34737945492.6625
aus,1983,33368273280.2995
aus,1984,35772504980.9817
aus,1985,34408989798.2665
aus,1986,34909065472.8595
aus,1987,36158681842.2446
aus,1988,42956199068.68449
aus,1989,52529110007.3284
aus,1990,54064640246.2486
aus,1991,59748057452.3193
aus,1992,62440206106.2832
aus,1993,59522203485.104
aus,1994,59739882393.6354
aus,1995,66796109296.1093
aus,1996,72584218512.8983
aus,1997,77367350133.04118
aus,1998,70874991521.39999
aus,1999,70579019927.3092
aus,2000,74454562582.4279
aus,2001,67843726521.4125
aus,2002,69927270824.61279
aus,2003,82868957483.9837
aus,2004,108136292502.49001
aus,2005,122853706209.593
aus,2006,131511680143.756
aus,2007,149139514799.40302
aus,2008,183386750223.814
aus,2009,164450007362.686
aus,2010,207801462168.59
aus,2011,250581681948.142
aus,2012,280672303567.74597
aus,2013,284905099004.82202
aus,2014,263783163499.49496
aus,2015,247805973874.698
aus,2016,230342844664.43399
aus,2017,252632174372.125
aus,2018,272940082164.173
aus,2019,271053497353.74097
aus,2020,277011663761.89801
aut,1970,2200707065.36121
aut,1971,2570373939.86122
aut,1972,3142297160.54527
aut,1973,4334861901.74995
aut,1974,5401043875.14723
aut,1975,6725931895.39385
aut,1976,7381284037.73874
aut,1977,8768401465.32345
aut,1978,10956079787.7381
aut,1979,12955362840.9676
aut,1980,14388328015.3159
aut,1981,12761089510.9729
aut,1982,13076647576.0265
aut,1983,13231553546.8056
aut,1984,12501642252.94
aut,1985,12890566640.0638
aut,1986,18604377647.589
aut,1987,23284168480.6269
aut,1988,24685796277.7221
aut,1989,24206603224.129
aut,1990,29922915406.0269
aut,1991,31557191514.4372
aut,1992,36069773353.3684
aut,1993,36744077842.1862
aut,1994,39576137814.72109
aut,1995,47218575133.0695
aut,1996,46419911619.4437
aut,1997,41708591723.9824
aut,1998,42676478434.8599
aut,1999,43112181376.9229
aut,2000,37918506810.47849
aut,2001,37479596921.9646
aut,2002,40389198287.6393
aut,2003,49778590783.1136
aut,2004,56949430492.726
aut,2005,61152075452.7626
aut,2006,64761790915.5176
aut,2007,72952026143.73358
aut,2008,83265614843.79689
aut,2009,83100634573.64059
aut,2010,80387163344.66678
aut,2011,85890543203.11299
aut,2012,81310035240.35158
aut,2013,85676589242.65518
aut,2014,87644371858.0507
aut,2015,75483956483.3046
aut,2016,77786398661.43988
aut,2017,81321127498.106
aut,2018,87992483572.3215
aut,2019,86633512743.37241
aut,2020,91848820610.16368
aze,1992,79083333.33333
aze,1993,473200000
aze,1994,280561783.43949
aze,1995,309278350.51546
aze,1996,381727304.42869
aze,1997,499686363.06612
aze,1998,673946756.26777
aze,1999,715291262.13592
aze,2000,798837729.10148
aze,2001,778911199.39869
aze,2002,773503394.3633
aze,2003,901537521.63731
aze,2004,1119772056.57881
aze,2005,1380473873.4927
aze,2006,1791918513.54377
aze,2007,3192751427.57254
aze,2008,4150073028.23759
aze,2009,4926723065.43916
aze,2010,5757288811.36307
aze,2011,6679371913.38483
aze,2012,7334903258.6558
aze,2013,7626513702.99554
aze,2014,8190998342.47099
aze,2015,6585594378.29397
aze,2016,4859184057.1536
aze,2017,4634731582.61678
aze,2018,4931058823.52941
aze,2019,5358647058.82353
aze,2020,6787705882.35294
bdi,1960,5250000
bdi,1961,5250000
bdi,1962,7000000
bdi,1963,10500000
bdi,1964,14000000
bdi,1965,11042370.37037
bdi,1966,11745142.85714
bdi,1967,12954285.71429
bdi,1968,14289142.85714
bdi,1969,15760000
bdi,1970,23718857.14286
bdi,1971,26762285.71429
bdi,1972,31896000
bdi,1973,35251043.41089
bdi,1974,43443809.52381
bdi,1975,48606984.12698
bdi,1976,39043478.26087
bdi,1977,61055555.55556
bdi,1978,84177777.77778
bdi,1979,100542222.22222
bdi,1980,84777777.77778
bdi,1981,87888888.88889
bdi,1982,108000011.11111
bdi,1983,90048413.12534
bdi,1984,77186542.47765
bdi,1985,90065456.95584
bdi,1986,118244722.78182
bdi,1987,109663321.46326
bdi,1988,115887317.92443
bdi,1989,113445139.82113
bdi,1990,122448979.59184
bdi,1991,125710059.33459
bdi,1992,208350335.80889
bdi,1993,192339373.97035
bdi,1994,161084131.82777
bdi,1995,190584485.78224
bdi,1996,173740710.1569
bdi,1997,163190009.9333
bdi,1998,153205090.69697
bdi,1999,146745688.12549
bdi,2000,129325488.78127
bdi,2001,136193171.55416
bdi,2002,121605261.65373
bdi,2003,137011139.64272
bdi,2004,175978962.858
bdi,2005,157512939.43696
bdi,2006,193553003.08083
bdi,2007,257677888.56643
bdi,2008,325590870.73966
bdi,2009,350946675.08604
bdi,2010,445037624.6711
bdi,2011,512002989.83414
bdi,2012,543660766.37761
bdi,2013,605551457.18822
bdi,2014,700798034.92201
bdi,2015,696039941.00636
bdi,2016,641477616.13775
bdi,2017,689416660.65259
bdi,2018,699419701.34667
bdi,2019,727293414.54903
bdi,2020,885434978.11474
bel,1970,4483630496.16781
bel,1971,5299932571.33459
bel,1972,6804752085.05178
bel,1973,8865218381.28752
bel,1974,10607580778.7904
bel,1975,13889753208.2922
bel,1976,15150993730.4075
bel,1977,18088937535.1716
bel,1978,22913595491.2258
bel,1979,26712897633.4618
bel,1980,29006828528.0728
bel,1981,25243179052.5858
bel,1982,21883725940.3143
bel,1983,20417394082.8402
bel,1984,19460628316.1128
bel,1985,19698226781.7107
bel,1986,27229273072.0607
bel,1987,33646069151.8098
bel,1988,34315229840.9216
bel,1989,33592785626.5356
bel,1990,41512504828.5852
bel,1991,43918753691.6716
bel,1992,49212420326.2233
bel,1993,47853703358.209
bel,1994,51675286954.4249
bel,1995,61346469622.3317
bel,1996,60638045602.6059
bel,1997,53451285520.9743
bel,1998,54536341409.202
bel,1999,54959959864.0928
bel,2000,49821600480.4707
bel,2001,50459140642.0079
bel,2002,57203238982.5099
bel,2003,71518860070.54889
bel,2004,81955374860.9655
bel,2005,85219810430.5058
bel,2006,89567263157.29401
bel,2007,101794037984.196
bel,2008,117258332954.84399
bel,2009,116908430949.687
bel,2010,114254106911.66701
bel,2011,125857949253.89101
bel,2012,120581785136.953
bel,2013,126861835105.883
bel,2014,129745903498.745
bel,2015,109180950294.21899
bel,2016,110741892969.105
bel,2017,115799098675.29401
bel,2018,125449136617.49001
bel,2019,122982335118.431
bel,2020,129202025695.25301
ben,1960,22968893.75032
ben,1961,23961099.66521
ben,1962,25650804.30131
ben,1963,26982792.17228
ben,1964,24650169.85869
ben,1965,25651987.32234
ben,1966,24922825.12423
ben,1967,28208832.16281
ben,1968,29349906.91322
ben,1969,29520627.74128
ben,1970,32490222.07059
ben,1971,33665454.42
ben,1972,41622427.06751
ben,1973,50249182.10483
ben,1974,47776384.50766
ben,1975,62618723.8379
ben,1976,60012428.09703
ben,1977,62316911.40945
ben,1978,77241452.14018
ben,1979,95194843.40095
ben,1980,121450439.60704
ben,1981,118241723.5396
ben,1982,132985882.19398
ben,1983,157977887.03269
ben,1984,143263650.15115
ben,1985,160707710.6283
ben,1986,203866097.28567
ben,1987,242898873.21544
ben,1988,213712886.63151
ben,1989,166519176.4603
ben,1990,344355568.54944
ben,1991,321437724.4938
ben,1992,267058711.79549
ben,1993,346975907.12898
ben,1994,249826595.48812
ben,1995,313460085.21714
ben,1996,319036329.41611
ben,1997,299710075.60102
ben,1998,321998000.51462
ben,1999,299558218.20378
ben,2000,284436225.86623
ben,2001,296355078.25871
ben,2002,326585487.20134
ben,2003,472276261.28346
ben,2004,545329909.2802
ben,2005,590502652.21
ben,2006,679968912.31976
ben,2007,781654219.50022
ben,2008,1001636562.33184
ben,2009,1099356678.1928
ben,2010,1069090356.74016
ben,2011,1178782833.09489
ben,2012,1239843929.45499
ben,2013,1382249846.72998
ben,2014,1352391198.6719
ben,2015,1299546338.4774
ben,2016,1215302386.61261
ben,2017,1331004404.66727
ben,2018,1484788651.23288
ben,2019,1488397332.87137
ben,2020,1784176333.85802
bfa,1960,24540403.94771
bfa,1961,26806827.52718
bfa,1962,28651236.11354
bfa,1963,29105410.49497
bfa,1964,28649680.93338
bfa,1965,21361731.30842
bfa,1966,19946391.70558
bfa,1967,19470616.57091
bfa,1968,27895983.55501
bfa,1969,28277734.39514
bfa,1970,31836166.0922
bfa,1971,34424717.41179
bfa,1972,42038093.05013
bfa,1973,54536458.47354
bfa,1974,62086090.13451
bfa,1975,121185470.40332
bfa,1976,98947359.39033
bfa,1977,113488681.40103
bfa,1978,148267420.43971
bfa,1979,188743230.58871
bfa,1980,178005153.36076
bfa,1981,164340250.94625
bfa,1982,241868625.16026
bfa,1983,230073059.26008
bfa,1984,190420143.68929
bfa,1985,268619312.74109
bfa,1986,386741515.81015
bfa,1987,472534973.7769
bfa,1988,523729977.88806
bfa,1989,526732922.30954
bfa,1990,653040729.46631
bfa,1991,680025883.45056
bfa,1992,729527720.1636
bfa,1993,682787904.19356
bfa,1994,494005938.17019
bfa,1995,599607283.32496
bfa,1996,630849228.15336
bfa,1997,580911714.57678
bfa,1998,625419043.04725
bfa,1999,408726324.11512
bfa,2000,418812917.48333
bfa,2001,466610945.25556
bfa,2002,528495519.18574
bfa,2003,644121598.57933
bfa,2004,776104973.47053
bfa,2005,847755832.43434
bfa,2006,988799246.62957
bfa,2007,1272741563.53805
bfa,2008,1386534489.01345
bfa,2009,1438360658.04878
bfa,2010,1461600993.98882
bfa,2011,1725866726.39452
bfa,2012,1790520309.51337
bfa,2013,1970341154.1536
bfa,2014,2157651001.00799
bfa,2015,1886528970.9253
bfa,2016,2118415688.27564
bfa,2017,2502478659.07687
bfa,2018,2926856141.86065
bfa,2019,3275022425.59024
bgd,1960,264683510.31768
bgd,1961,306058050.34057
bgd,1962,320794153.92178
bgd,1963,369253339.49654
bgd,1964,450302065.44321
bgd,1965,535034770.41018
bgd,1966,834008154.36555
bgd,1967,812754113.54329
bgd,1968,896353297.72196
bgd,1969,1122779517.89291
bgd,1970,1202978077.20668
bgd,1973,318518185.32322
bgd,1974,580918578.96058
bgd,1975,615303717.89094
bgd,1976,411558202.0202
bgd,1977,491170058.17712
bgd,1978,647561970.89947
bgd,1979,978098764.78318
bgd,1980,1113864967.70026
bgd,1981,889228886.16891
bgd,1982,821107784.43114
bgd,1983,758796296.2963
bgd,1984,822040000
bgd,1985,897961538.46154
bgd,1986,914766666.66667
bgd,1987,1006709677.41935
bgd,1988,1107115357.54429
bgd,1989,1195576380.82025
bgd,1990,1280759819.01789
bgd,1991,1280504201.68067
bgd,1992,1411432360.74271
bgd,1993,1643015873.01587
bgd,1994,1648977556.10973
bgd,1995,1756567164.1791
bgd,1996,2195378973.10513
bgd,1997,2365409836.06557
bgd,1998,2562048458.14978
bgd,1999,2583839434.27621
bgd,2000,2654144305.3071
bgd,2001,2616234247.59081
bgd,2002,2748598293.57479
bgd,2003,3085129533.67876
bgd,2004,3368965517.24138
bgd,2005,3597300813.00813
bgd,2006,3907014571.17332
bgd,2007,4266764290.47205
bgd,2008,4744921294.27197
bgd,2009,5219957549.44595
bgd,2010,5850788801.63276
bgd,2011,6557250345.88443
bgd,2012,6720252984.44273
bgd,2013,7673708924.81606
bgd,2014,9227797041.96448
bgd,2015,10542520729.813
bgd,2016,13046863719.9395
bgd,2017,14972265087.3754
bgd,2018,17419821096.7505
bgd,2019,18974511241.3304
bgd,2020,20262482885.012
bgr,1980,2717692307.69231
bgr,1981,2927857142.85714
bgr,1982,2903333333.33333
bgr,1983,2566722222.22222
bgr,1984,2662166666.66667
bgr,1985,2843578947.36842
bgr,1986,3431823529.41177
bgr,1987,4741461538.46154
bgr,1988,3682000000
bgr,1989,3635722222.22222
bgr,1990,3752272727.27273
bgr,1991,2082903225.80645
bgr,1992,2104896907.21649
bgr,1993,2042028985.50725
bgr,1994,1666918819.18819
bgr,1995,2913586309.52381
bgr,1996,1702625070.26419
bgr,1997,1374119150.96022
bgr,1998,2757419904.56714
bgr,1999,2671841976.38352
bgr,2000,2620703150.7559
bgr,2001,2747124547.99286
bgr,2002,3145763119.88445
bgr,2003,4252380677.55526
bgr,2004,5064667640.14983
bgr,2005,5422340384.98189
bgr,2006,6238883473.35343
bgr,2007,7415092372.28831
bgr,2008,9343461222.04772
bgr,2009,8708400511.83621
bgr,2010,8364803709.2189
bgr,2011,9142190543.90331
bgr,2012,8574389618.92247
bgr,2013,9535088897.93703
bgr,2014,9608417446.75078
bgr,2015,8167858195.42054
bgr,2016,8407511877.82805
bgr,2017,9221148948.42985
bgr,2018,10893138805.0694
bgr,2019,11511145392.1007
bgr,2020,13620728893.5501
bhr,1980,400371451.31335
bhr,1981,501595744.68085
bhr,1982,620478723.40426
bhr,1983,676861702.12766
bhr,1984,803723670.21277
bhr,1985,831914893.61702
bhr,1986,830850797.87234
bhr,1987,826861702.12766
bhr,1988,902127659.57447
bhr,1989,948669946.80851
bhr,1990,1024202127.65957
bhr,1991,1079787234.04255
bhr,1992,1133510638.29787
bhr,1993,1158244680.85106
bhr,1994,1170212765.95745
bhr,1995,1219414893.61702
bhr,1996,1234840425.53191
bhr,1997,1236968085.10638
bhr,1998,1284042553.19149
bhr,1999,1378191489.3617
bhr,2000,1468989361.70213
bhr,2001,1549335106.38298
bhr,2002,1695079787.23404
bhr,2003,1917712765.95745
bhr,2004,2030186170.21277
bhr,2005,2244680851.06383
bhr,2006,2352180851.06383
bhr,2007,2629281914.89362
bhr,2008,2903537234.04255
bhr,2009,3206356382.97872
bhr,2010,3324095744.68085
bhr,2011,3981515957.44681
bhr,2012,4748404255.31915
bhr,2013,5060611702.12766
bhr,2014,5383856382.97872
bhr,2015,5491382978.7234
bhr,2016,5515771276.59574
bhr,2017,5898031914.89362
bhr,2018,6158457446.80851
bhr,2019,6064680851.06383
bhs,1977,109300000
bhs,1978,128400000
bhs,1979,143800000
bhs,1980,167000000
bhs,1981,197300000
bhs,1982,208900000
bhs,1983,238000000
bhs,1984,264000000
bhs,1985,289100000
bhs,1986,300100000
bhs,1987,326400000
bhs,1989,415270000
bhs,1990,407120000
bhs,1991,440580000
bhs,1992,427270000
bhs,1993,397990000
bhs,1994,482680000
bhs,1995,476200000
bhs,1996,516870000
bhs,1997,635500000
bhs,1998,650800000
bhs,1999,705500000
bhs,2000,747400000
bhs,2001,802400000
bhs,2002,846300000
bhs,2003,862300000
bhs,2004,907700000
bhs,2005,959200000
bhs,2006,1041000000
bhs,2007,1072200000
bhs,2008,1177300000
bhs,2009,1265000000
bhs,2010,1263700000
bhs,2011,1385600000
bhs,2012,1403100000
bhs,2013,1344200000
bhs,2014,1339200000
bhs,2015,1454400000
bhs,2016,1382400000
bhs,2017,1577700000
bhs,2018,1579000000
bhs,2019,1798900000
bhs,2020,1578100000
bih,2000,1369681997.45462
bih,2001,1357696422.30559
bih,2002,1577049182.78679
bih,2003,1937554330.36107
bih,2004,2225137253.61891
bih,2005,2430477335.22505
bih,2006,2698328243.50815
bih,2007,3326238934.60837
bih,2008,4220361858.32306
bih,2009,4132474929.68156
bih,2010,3972490749.46093
bih,2011,4305064722.70761
bih,2012,4023805549.20537
bih,2013,4147976945.22864
bih,2014,4243206713.70421
bih,2015,3568048673.55044
bih,2016,3545757667.98643
bih,2017,3666055210.60213
bih,2018,3988982202.11161
bih,2019,3927526473.66506
bih,2020,4152948269.83572
blr,1990,5150000000
blr,1991,4000000000
blr,1992,2592592592.59259
blr,1993,3008264462.80992
blr,1994,3063108425.64619
blr,1995,2871348663.76631
blr,1996,3032769230.76923
blr,1997,2871167770.75951
blr,1998,3023803329.86472
blr,1999,2367448203.9351
blr,2000,2480952515.75164
blr,2001,2662805755.39568
blr,2002,3069067560.02233
blr,2003,3811457825.451
blr,2004,4768472222.22222
blr,2005,6278737233.05478
blr,2006,7097948717.94872
blr,2007,8386812674.74371
blr,2008,10041151685.3933
blr,2009,8190762620.83781
blr,2010,9167841557.56965
blr,2011,8305407035.17588
blr,2012,8911299028.42749
blr,2013,10143265765.7658
blr,2014,10840267996.8701
blr,2015,8424042446.3142
blr,2016,7470094491.35505
blr,2017,8566268177.81918
blr,2018,9448616018.8457
blr,2019,10848503681.0403
blr,2020,10189088375.1435
blz,1980,30598844.22008
blz,1981,32356135.84364
blz,1982,34214348.72514
blz,1983,36179278.77242
blz,1984,38257054.75232
blz,1985,40454157.40675
blz,1986,42777439.66662
blz,1987,45234148.02667
blz,1988,47831945.14784
blz,1989,50578933.75768
blz,1990,53483681.92338
blz,1991,58200000
blz,1992,70083550
blz,1993,83084450
blz,1994,88794350
blz,1995,88563700
blz,1996,90697100
blz,1997,95077100
blz,1998,98749700
blz,1999,98945900
blz,2000,107405650
blz,2001,114144050
blz,2002,133424000
blz,2003,144803500
blz,2004,147663100
blz,2005,161002150
blz,2006,172585400
blz,2007,194060000
blz,2008,210449200
blz,2009,212627800
blz,2010,222794750
blz,2011,229362450
blz,2012,235177900
blz,2013,245251900
blz,2014,255498200
blz,2015,271896000
blz,2016,301518350
blz,2017,309189050
blz,2018,340128550
blz,2019,365584650
blz,2020,327824197.2
bmu,2010,916649000
bmu,2011,886595000
bmu,2012,899708000
bmu,2013,882953000
bmu,2014,823230000
bmu,2015,832027000
bmu,2016,837000000
bmu,2017,830432000
bmu,2018,844669000
bmu,2019,897696000
bmu,2020,897500000
bol,1960,32304379.03805
bol,1961,37563231.43959
bol,1962,41069133.04062
bol,1963,46161037.74687
bol,1964,51252942.45313
bol,1965,69612794.61279
bol,1966,77777777.77778
bol,1967,82239057.23906
bol,1968,90740740.74074
bol,1969,97138047.13805
bol,1970,98653198.6532
bol,1971,113215488.21549
bol,1972,127792403.15908
bol,1973,124437781.10945
bol,1974,197301349.32534
bol,1975,252023988.006
bol,1976,296301849.07546
bol,1977,378510744.62769
bol,1978,476811594.2029
bol,1979,666166747.53594
bol,1980,611745513.86623
bol,1981,774877650.89723
bol,1982,655515617.65959
bol,1983,487846997.36649
bol,1984,821133259.56421
bol,1985,567910296.82135
bol,1986,374061374.84651
bol,1987,483740905.66221
bol,1988,523508237.4566
bol,1989,563118944.30244
bol,1990,572207775.83408
bol,1991,645186002.34598
bol,1992,726397384.95065
bol,1993,766751307.12058
bol,1994,811529704.57743
bol,1995,911431368.87278
bol,1996,985813463.1301
bol,1997,1101948309.00405
bol,1998,1208255022.59487
bol,1999,1226016619.64077
bol,2000,1220997655.04973
bol,2001,1280186017.64822
bol,2002,1262339191.07392
bol,2003,1335298986.83936
bol,2004,1426434853.83065
bol,2005,1525422942.93401
bol,2006,1643827949.47326
bol,2007,1844520964.94803
bol,2008,2213912520.89579
bol,2009,2550498717.94872
bol,2010,2717783430.95757
bol,2011,3301411417.03907
bol,2012,3640055426.91751
bol,2013,4243716787.26483
bol,2014,4852764833.57453
bol,2015,5773469898.69754
bol,2016,5925527351.66425
bol,2017,6384586107.09117
bol,2018,7060669898.69754
bol,2019,7419676121.56295
bol,2020,7230230969.60926
bra,1960,2138974629.37547
bra,1961,2231397941.40397
bra,1962,2326350972.23237
bra,1963,2966120462.55023
bra,1964,2484615117.43754
bra,1965,2369143212.96947
bra,1966,3017566424.24558
bra,1967,3529668109.99594
bra,1968,3771368224.9048
bra,1969,4051070562.89625
bra,1970,4793453718.79043
bra,1971,5423630148.39019
bra,1972,6294656311.57992
bra,1973,8281010087.40018
bra,1974,10243651651.0189
bra,1975,13159614701.0133
bra,1976,16062972517.3168
bra,1977,16622737159.8975
bra,1978,19388031460.21569
bra,1979,21913453012.1884
bra,1980,21617804789.319
bra,1981,24559797774.6854
bra,1982,28184385846.1171
bra,1983,19640729543.5582
bra,1984,17317201192.6828
bra,1985,22002970828.7361
bra,1986,28621223440.4954
bra,1987,35771188291.3845
bra,1988,41603302534.65649
bra,1989,53786367875.4892
bra,1990,75374568288.4678
bra,1991,61326491336.8915
bra,1992,55998767412.3087
bra,1993,65055849930.158
bra,1994,93861088287.2204
bra,1995,161005501354.60101
bra,1996,167966249399.707
bra,1997,172536984256.785
bra,1998,173351390520.35599
bra,1999,118625337415.632
bra,2000,123013504899.843
bra,2001,108319299919.57001
bra,2002,100988721764.883
bra,2003,106496918673.90401
bra,2004,123601567208.618
bra,2005,168429642533.509
bra,2006,210880129577.76199
bra,2007,264655178843.70999
bra,2008,319488859871.70898
bra,2009,327575414012.04602
bra,2010,420051603097.79999
bra,2011,488416998698.396
bra,2012,456809348596.05902
bra,2013,467176878744.86603
bra,2014,470419293508.57898
bra,2015,356420222393.65503
bra,2016,365949671575.026
bra,2017,416043865012.89001
bra,2018,381375643916.36298
bra,2019,377024985686.41199
bra,2020,296068001307.89801
brb,1975,66705113.60824
brb,1976,75537977.8421
brb,1977,85743970.5003
brb,1978,94302689.80262
brb,1979,104559240.29235
brb,1980,128374683.04082
brb,1981,159697707.95008
brb,1982,163575796.74837
brb,1983,172077760.65231
brb,1984,192711181.8227
brb,1985,226868194.69995
brb,1986,233083080.59464
brb,1987,247352458.60886
brb,1988,267140655.29757
brb,1989,305324914.23457
brb,1990,285586436.63302
brb,1991,269775766.91692
brb,1992,238400000
brb,1993,257793466.91195
brb,1994,260776612.1414
brb,1995,273405260.27942
brb,1996,314274349.92294
brb,1997,324615920.05171
brb,1998,378163376.9204
brb,1999,383632476.50773
brb,2000,414250000
brb,2001,420650000
