geo,time,dc_dac_espl_cd
zmb,2000,140000.0006
zmb,2001,79999.99821
zmb,2004,939999.99762
zmb,2005,200000.00298
zmb,2006,349999.99404
zmb,2007,930000.00715
zmb,2008,1000000
zmb,2009,11800000.19073
zmb,2010,159999.99642
zmb,2011,59999.99866
zmb,2012,39999.99911
zmb,2013,9999.99978
zmb,2015,0
zmb,2016,9999.99978
zmb,2017,9999.99978
zmb,2018,29999.99933
zmb,2019,9999.99978
zwe,1989,29999.99933
zwe,1990,50000.00075
zwe,1992,6780000.20981
zwe,1993,6019999.98093
zwe,1994,50000.00075
zwe,1995,360000.01431
zwe,1996,1100000.02384
zwe,1997,189999.99762
zwe,1998,6289999.96185
zwe,1999,2829999.92371
zwe,2000,1250000
zwe,2001,259999.99046
zwe,2002,270000.01073
zwe,2003,39999.99911
zwe,2004,159999.99642
zwe,2005,769999.98093
zwe,2006,250000
zwe,2007,699999.98808
zwe,2008,4789999.96185
zwe,2009,8159999.84741
zwe,2010,3619999.88556
zwe,2011,5309999.94278
zwe,2012,109999.9994
zwe,2013,720000.02861
zwe,2014,219999.99881
zwe,2015,250000
zwe,2016,239999.99464
zwe,2017,170000.00179
zwe,2018,310000.00238
zwe,2019,349999.99404
