geo,time,dc_dac_espl_cd
caf,2017,1409999.96662
caf,2018,1529999.97139
caf,2019,1750000
chl,1988,699999.98808
chl,1989,1059999.94278
chl,1990,5739999.77112
chl,1991,4489999.77112
chl,1992,18209999.08447
chl,1993,13810000.41962
chl,1994,8340000.15259
chl,1995,13329999.92371
chl,1996,4699999.80927
chl,1997,-3279999.97139
chl,1998,-4039999.96185
chl,1999,-4820000.17166
chl,2000,-1590000.03338
chl,2001,-2890000.1049
chl,2002,1740000.00954
chl,2003,1970000.02861
chl,2004,3380000.11444
chl,2005,4130000.11444
chl,2006,4309999.94278
chl,2007,6699999.80927
chl,2008,7139999.86649
chl,2009,9560000.41962
chl,2010,11260000.22888
chl,2011,8220000.26703
chl,2012,829999.98331
chl,2013,870000.00477
chl,2014,1200000.04768
chl,2015,870000.00477
chl,2016,769999.98093
chl,2017,959999.97854
chn,1988,18700000.76294
chn,1989,2500000
chn,1990,95349998.47412
chn,1991,84559997.55859
chn,1992,191830001.83105
chn,1993,140100006.10352
chn,1994,153119995.11719
chn,1995,55959999.08447
chn,1996,37009998.32153
chn,1997,33639999.38965
chn,1998,20010000.22888
chn,1999,34840000.15259
chn,2000,31979999.54224
chn,2001,14329999.92371
chn,2002,12979999.54224
chn,2003,4019999.98093
chn,2004,12670000.07629
chn,2005,8350000.38147
chn,2006,21530000.68665
chn,2007,67449996.94824
chn,2008,43000000
chn,2009,45779998.7793
chn,2010,1440000.05722
chn,2011,-22110000.61035
chn,2012,-819999.99285
chn,2013,-17290000.91553
chn,2014,-1830000.04292
chn,2015,-23440000.53406
chn,2016,-23030000.68665
chn,2017,-31750000
chn,2018,-28340000.15259
chn,2019,-26420000.07629
civ,1989,9999.99978
civ,1990,109999.9994
civ,1991,70000.0003
civ,1992,100000.00149
civ,1993,180000.00715
civ,1994,57150001.52588
civ,1995,-59999.99866
civ,1996,509999.99046
civ,1997,4019999.98093
civ,1998,64220001.2207
civ,1999,16329999.92371
civ,2000,12619999.88556
civ,2001,7119999.88556
civ,2002,43119998.93188
civ,2003,1120000.00477
civ,2004,3920000.07629
civ,2005,3609999.8951
civ,2006,4289999.96185
civ,2007,3089999.91417
civ,2008,5230000.01907
civ,2009,50770000.45776
civ,2010,-7590000.15259
civ,2011,219999.99881
civ,2012,17209999.08447
civ,2013,230860000.61035
civ,2014,9999.99978
civ,2015,-300000.01192
civ,2016,720000.02861
civ,2017,45290000.91553
civ,2018,-43659999.84741
civ,2019,7610000.13351
cmr,1989,270000.01073
cmr,1990,17260000.22888
cmr,1991,16940000.53406
cmr,1992,23959999.08447
cmr,1993,1049999.95232
cmr,1994,769999.98093
cmr,1995,-2779999.97139
cmr,1996,-4440000.05722
cmr,1997,17139999.38965
cmr,1998,6780000.20981
cmr,1999,-4579999.92371
cmr,2000,-5170000.07629
cmr,2001,-4920000.07629
cmr,2002,-4539999.96185
cmr,2003,-5539999.96185
cmr,2004,-5599999.90463
cmr,2005,-5619999.88556
cmr,2006,-670000.01669
cmr,2007,15270000.45776
cmr,2008,12609999.65668
cmr,2009,4000000
cmr,2010,9039999.96185
cmr,2011,4170000.07629
cmr,2012,419999.98689
cmr,2013,-529999.97139
cmr,2014,-29999.99933
cmr,2015,-1610000.01431
cmr,2016,170000.00179
cmr,2017,4090000.15259
cmr,2018,3380000.11444
cmr,2019,1330000.04292
cod,1988,2500000
cod,1989,1320000.05245
cod,1990,3890000.1049
cod,1991,189999.99762
cod,1992,289999.99166
cod,1993,460000.00834
cod,1994,930000.00715
cod,1995,1269999.98093
cod,1996,4210000.03815
cod,1997,660000.02623
cod,1998,1049999.95232
cod,1999,1029999.97139
cod,2000,850000.02384
cod,2001,1950000.04768
cod,2002,3349999.90463
cod,2003,5409999.84741
cod,2004,6090000.15259
cod,2005,9229999.54224
cod,2006,19129999.16077
cod,2007,17690000.53406
cod,2008,39250000
cod,2009,42740001.67847
cod,2010,306200012.20703
cod,2011,30319999.69482
cod,2012,16629999.16077
cod,2013,9529999.73297
cod,2014,5309999.94278
cod,2015,4139999.86649
cod,2016,6269999.98093
cod,2017,10060000.41962
cod,2018,7000000
cod,2019,4019999.98093
cog,1988,1000000
cog,1989,1980000.01907
cog,1990,4340000.15259
cog,1991,219999.99881
cog,1995,9999.99978
cog,1996,106319999.69482
cog,1999,70000.0003
cog,2000,-310000.00238
cog,2001,829999.98331
cog,2003,-589999.97377
cog,2004,-270000.01073
cog,2005,134220001.2207
cog,2006,-1940000.05722
cog,2007,970000.02861
cog,2008,680000.00715
cog,2009,44349998.47412
cog,2010,490000.00954
cog,2011,519999.98093
cog,2012,1509999.99046
cog,2013,1470000.02861
cog,2014,300000.01192
cog,2015,50000.00075
cog,2016,129999.99523
cog,2017,1000000
cog,2018,709999.97854
cog,2019,519999.98093
col,1988,1299999.95232
col,1989,730000.01907
col,1990,7369999.88556
col,1991,-1809999.94278
col,1992,8770000.45776
col,1993,2460000.03815
col,1994,4579999.92371
col,1995,27899999.61853
col,1996,26559999.46594
col,1997,41069999.69482
col,1998,13159999.84741
col,1999,17059999.46594
col,2000,12619999.88556
col,2001,25139999.38965
col,2002,32409999.84741
col,2003,14380000.11444
col,2004,9600000.38147
col,2005,30979999.54224
col,2006,69019996.64307
col,2007,64300003.05176
col,2008,84970001.2207
col,2009,148619995.11719
col,2010,56150001.52588
col,2011,49389999.38965
col,2012,19399999.61853
col,2013,32889999.38965
col,2014,6409999.84741
col,2015,-1090000.03338
col,2016,11739999.77112
col,2017,25010000.22888
col,2018,40700000.76294
col,2019,51869998.93188
com,2008,50000.00075
com,2009,50000.00075
com,2013,9999.99978
com,2018,29999.99933
com,2019,29999.99933
cpv,1987,1100000.02384
cpv,1988,1299999.95232
cpv,1989,870000.00477
cpv,1990,5719999.79019
cpv,1991,2049999.95232
cpv,1992,879999.99523
cpv,1993,430000.00715
cpv,1995,990000.00954
cpv,1996,460000.00834
cpv,1997,50000.00075
cpv,1998,1370000.00477
cpv,1999,1679999.94755
cpv,2000,1210000.03815
cpv,2001,1889999.98569
cpv,2002,1850000.02384
cpv,2003,2019999.98093
cpv,2004,9050000.19073
cpv,2005,2710000.03815
cpv,2006,4780000.20981
cpv,2007,20709999.08447
cpv,2008,20219999.31335
cpv,2009,20909999.84741
cpv,2010,21229999.54224
cpv,2011,15460000.03815
cpv,2012,5530000.20981
cpv,2013,4989999.77112
cpv,2014,540000.02146
cpv,2015,-509999.99046
cpv,2016,-529999.97139
cpv,2017,180000.00715
cpv,2018,779999.97139
cpv,2019,-400000.00596
cri,1988,899999.97616
cri,1989,1330000.04292
cri,1990,2819999.93324
cri,1991,939999.99762
cri,1992,2910000.08583
cri,1993,3789999.96185
cri,1994,4539999.96185
cri,1995,2710000.03815
cri,1996,12229999.54224
cri,1997,8050000.19073
cri,1998,4039999.96185
cri,1999,11039999.96185
cri,2000,11039999.96185
cri,2001,3279999.97139
cri,2002,10140000.34332
cri,2003,10050000.19073
cri,2004,9930000.30518
cri,2005,2250000
cri,2006,3039999.96185
cri,2007,9989999.77112
cri,2008,15479999.54224
cri,2009,9310000.41962
cri,2010,5179999.82834
cri,2011,4579999.92371
cri,2012,819999.99285
cri,2013,-1250000
cri,2014,1779999.97139
cri,2015,-2390000.1049
cri,2016,-1279999.97139
cri,2017,-1690000.05722
cri,2018,-2039999.96185
cri,2019,-1450000.04768
cub,1987,3299999.95232
cub,1988,899999.97616
cub,1989,32299999.23706
cub,1990,17530000.68665
cub,1991,11840000.15259
cub,1992,4769999.98093
cub,1993,4920000.07629
cub,1994,2740000.00954
cub,1995,15350000.38147
cub,1996,13250000
cub,1997,9550000.19073
cub,1998,13859999.65668
cub,1999,12659999.84741
cub,2000,10579999.92371
cub,2001,9659999.84741
cub,2002,13319999.69482
cub,2003,14510000.22888
cub,2004,16569999.69482
cub,2005,15220000.26703
cub,2006,17569999.69482
cub,2007,23989999.77112
cub,2008,45830001.83105
cub,2009,37720001.2207
cub,2010,42810001.37329
cub,2011,19649999.61853
cub,2012,7730000.01907
cub,2013,13350000.38147
cub,2014,5429999.82834
cub,2015,125629997.25342
cub,2016,2117629882.8125
cub,2017,7019999.98093
cub,2018,8750000
cub,2019,8310000.41962
cyp,1990,19999.99955
cyp,1991,19999.99955
cyp,1992,19999.99955
cyp,1996,19999.99955
cyp,1997,19999.99955
cyp,1999,19999.99955
cyp,2000,19999.99955
cyp,2001,29999.99933
cyp,2002,29999.99933
cyp,2003,9999.99978
cyp,2004,79999.99821
cze,1991,200000.00298
cze,1992,200000.00298
cze,1995,109999.9994
cze,1996,209999.99344
cze,1997,100000.00149
cze,1998,300000.01192
cze,1999,150000.00596
cze,2000,79999.99821
cze,2002,270000.01073
cze,2003,370000.00477
cze,2004,449999.98808
dji,1997,1059999.94278
dji,1998,1429999.94755
dji,2007,1490000.00954
dji,2008,560000.00238
dji,2009,2670000.07629
dji,2010,-300000.01192
dji,2011,750000
dji,2012,9999.99978
dji,2019,159999.99642
dma,1999,100000.00149
dma,2011,39999.99911
dma,2014,119999.99732
dma,2015,119999.99732
dma,2016,0
dma,2019,9999.99978
dom,1988,500000
dom,1989,920000.01669
dom,1990,1220000.02861
dom,1991,1610000.01431
dom,1992,2640000.1049
dom,1993,2200000.04768
dom,1994,1070000.05245
dom,1995,7710000.03815
dom,1996,13310000.41962
dom,1997,13329999.92371
dom,1998,26309999.46594
dom,1999,35419998.16895
dom,2000,15760000.22888
dom,2001,17120000.83923
dom,2002,38240001.67847
dom,2003,24829999.92371
dom,2004,45080001.83105
dom,2005,21389999.38965
dom,2006,18299999.23706
dom,2007,27340000.15259
dom,2008,32099998.47412
dom,2009,29190000.53406
dom,2010,49880001.06812
dom,2011,51279998.7793
dom,2012,10439999.58038
dom,2013,14250000
dom,2014,5940000.05722
dom,2015,800000.01192
dom,2016,3710000.03815
dom,2017,-2950000.04768
dom,2018,-8239999.77112
dom,2019,2289999.96185
dza,1988,800000.01192
dza,1989,6099999.90463
dza,1990,46430000.30518
dza,1991,32549999.23706
dza,1992,67629997.25342
dza,1993,29520000.45776
dza,1994,55060001.37329
dza,1995,28770000.45776
dza,1996,6239999.77112
dza,1997,15779999.73297
dza,1998,14710000.03815
dza,1999,4699999.80927
dza,2000,3119999.88556
dza,2001,-5360000.13351
dza,2002,18360000.61035
dza,2003,4289999.96185
dza,2004,12659999.84741
dza,2005,-4019999.98093
dza,2006,43430000.30518
dza,2007,60540000.91553
dza,2008,64190002.44141
dza,2009,54349998.47412
dza,2010,9529999.73297
dza,2011,-610000.01431
dza,2012,2009999.99046
dza,2013,-16139999.38965
dza,2014,1149999.97616
dza,2015,-27969999.31335
dza,2016,-24750000
dza,2017,-25350000.38147
dza,2018,-24579999.92371
dza,2019,-19860000.61035
ecu,1987,24200000.76294
ecu,1988,35500000
ecu,1989,1740000.00954
ecu,1990,7429999.82834
ecu,1991,18290000.91553
ecu,1992,12260000.22888
ecu,1993,39130001.06812
ecu,1994,44330001.83105
ecu,1995,29409999.84741
ecu,1996,58810001.37329
ecu,1997,13529999.73297
ecu,1998,18430000.30518
ecu,1999,15430000.30518
ecu,2000,23190000.53406
ecu,2001,18940000.53406
ecu,2002,42979999.54224
ecu,2003,24620000.83923
ecu,2004,31469999.31335
ecu,2005,48240001.67847
ecu,2006,37689998.62671
ecu,2007,71269996.64307
ecu,2008,87889999.38965
ecu,2009,48700000.76294
ecu,2010,55319999.69482
ecu,2011,21979999.54224
ecu,2012,14789999.96185
ecu,2013,8199999.80927
ecu,2014,-230000.00417
ecu,2015,-8050000.19073
ecu,2016,-2180000.06676
ecu,2017,-170000.00179
ecu,2018,3150000.09537
ecu,2019,7329999.92371
egy,1988,2000000
egy,1989,280000.00119
egy,1990,1480000.01907
egy,1991,509999.99046
egy,1992,600000.02384
egy,1993,1629999.99523
egy,1994,-5750000
egy,1995,1360000.01431
egy,1996,2730000.01907
egy,1997,12390000.34332
egy,1998,3579999.92371
egy,1999,2329999.92371
egy,2000,-2079999.92371
egy,2001,8279999.73297
egy,2002,13479999.54224
egy,2003,9380000.11444
egy,2004,19790000.91553
egy,2005,28479999.54224
egy,2006,33159999.84741
egy,2007,11359999.65668
egy,2008,15630000.11444
egy,2009,20600000.38147
egy,2010,7239999.77112
egy,2011,16250000
egy,2012,1070000.05245
egy,2013,1690000.05722
egy,2014,1710000.03815
egy,2015,-2829999.92371
egy,2016,-2470000.02861
egy,2017,-2140000.1049
egy,2018,-370000.00477
egy,2019,-159999.99642
eri,1993,29999.99933
eri,1994,50000.00075
eri,1995,209999.99344
eri,1996,200000.00298
eri,1997,409999.99642
eri,1998,479999.98927
eri,1999,230000.00417
eri,2000,340000.00358
eri,2001,230000.00417
eri,2002,79999.99821
eri,2003,829999.98331
eri,2004,200000.00298
eri,2005,319999.99285
eri,2006,1169999.95708
eri,2007,230000.00417
eri,2008,1750000
eri,2009,1779999.97139
eri,2010,180000.00715
eri,2011,29999.99933
eri,2013,150000.00596
eri,2016,550000.01192
eri,2017,2619999.88556
eri,2018,1269999.98093
eri,2019,300000.01192
est,1995,9999.99978
est,1996,29999.99933
est,1997,9999.99978
est,1998,19999.99955
est,1999,29999.99933
est,2000,9999.99978
est,2001,19999.99955
est,2002,29999.99933
est,2003,50000.00075
est,2004,59999.99866
eth,1989,1090000.03338
eth,1990,6480000.01907
eth,1991,8869999.88556
eth,1992,4519999.98093
eth,1993,1090000.03338
eth,1994,150000.00596
eth,1995,209999.99344
eth,1996,519999.98093
eth,1997,970000.02861
eth,1998,330000.01311
eth,1999,689999.99762
eth,2000,-349999.99404
eth,2001,-1110000.01431
eth,2002,1179999.94755
eth,2003,1799999.95232
eth,2004,810000.00238
eth,2005,4480000.01907
eth,2006,9720000.26703
eth,2007,27079999.92371
eth,2008,60540000.91553
eth,2009,94000000
eth,2010,39459999.08447
eth,2011,38819999.69482
eth,2012,14739999.77112
eth,2013,8220000.26703
eth,2014,7960000.03815
eth,2015,6840000.15259
eth,2016,7630000.11444
eth,2017,8250000
eth,2018,8069999.69482
eth,2019,7260000.22888
fji,2001,9999.99978
fsm,2001,39999.99911
fsm,2002,150000.00596
fsm,2003,100000.00149
gab,1989,70000.0003
gab,1990,50000.00075
gab,1991,29999.99933
gab,1992,39999.99911
gab,1993,59999.99866
gab,1994,50000.00075
gab,1996,250000
gab,1997,79999.99821
gab,1998,289999.99166
gab,1999,389999.98569
gab,2000,479999.98927
gab,2001,280000.00119
gab,2002,-119999.99732
gab,2003,200000.00298
gab,2004,39999.99911
gab,2005,230000.00417
gab,2006,-109999.9994
gab,2007,159999.99642
gab,2008,449999.98808
gab,2009,430000.00715
gab,2010,150000.00596
gab,2011,100000.00149
gab,2013,90000.00358
gab,2014,9999.99978
gab,2015,9999.99978
gab,2016,70000.0003
gab,2017,100000.00149
gab,2018,100000.00149
gab,2019,579999.98331
geo,1996,29999.99933
geo,1997,129999.99523
geo,1998,90000.00358
geo,1999,330000.01311
geo,2000,50000.00075
geo,2001,50000.00075
geo,2002,460000.00834
geo,2003,79999.99821
geo,2004,90000.00358
geo,2005,100000.00149
geo,2006,180000.00715
geo,2008,2690000.05722
geo,2009,850000.02384
geo,2010,129999.99523
geo,2011,109999.9994
geo,2013,50000.00075
geo,2014,29999.99933
geo,2015,9999.99978
geo,2016,589999.97377
geo,2017,3779999.97139
geo,2018,10939999.58038
geo,2019,16870000.83923
gha,1989,1509999.99046
gha,1990,3210000.03815
gha,1991,529999.97139
gha,1992,39999.99911
gha,1993,59999.99866
gha,1994,129999.99523
gha,1995,-490000.00954
gha,1996,3460000.03815
gha,1997,1059999.94278
gha,1998,8279999.73297
gha,1999,14189999.58038
gha,2000,5090000.15259
gha,2001,3480000.01907
gha,2002,8710000.03815
gha,2003,13060000.41962
gha,2004,19079999.92371
gha,2005,38860000.61035
gha,2006,2170000.07629
gha,2007,5769999.98093
gha,2008,16079999.92371
gha,2009,24139999.38965
gha,2010,14279999.73297
gha,2011,5199999.80927
