geo,time,sh_dyn_nmrt
jor,2016,10
jor,2017,9.7
jor,2018,9.4
jor,2019,9.1
jor,2020,8.8
jpn,1968,9.6
jpn,1969,9.1
jpn,1970,8.7
jpn,1971,8.2
jpn,1972,7.8
jpn,1973,7.4
jpn,1974,7.1
jpn,1975,6.7
jpn,1976,6.4
jpn,1977,6.1
jpn,1978,5.7
jpn,1979,5.3
jpn,1980,4.9
jpn,1981,4.6
jpn,1982,4.3
jpn,1983,4
jpn,1984,3.7
jpn,1985,3.4
jpn,1986,3.2
jpn,1987,2.9
jpn,1988,2.8
jpn,1989,2.6
jpn,1990,2.5
jpn,1991,2.5
jpn,1992,2.4
jpn,1993,2.3
jpn,1994,2.2
jpn,1995,2.2
jpn,1996,2.1
jpn,1997,2
jpn,1998,1.9
jpn,1999,1.8
jpn,2000,1.8
jpn,2001,1.7
jpn,2002,1.7
jpn,2003,1.6
jpn,2004,1.5
jpn,2005,1.4
jpn,2006,1.3
jpn,2007,1.3
jpn,2008,1.2
jpn,2009,1.2
jpn,2010,1.1
jpn,2011,1
jpn,2012,1
jpn,2013,1
jpn,2014,0.9
jpn,2015,0.9
jpn,2016,0.9
jpn,2017,0.9
jpn,2018,0.9
jpn,2019,0.9
jpn,2020,0.8
kaz,1972,27
kaz,1973,26.6
kaz,1974,26.3
kaz,1975,26
kaz,1976,25.6
kaz,1977,25.4
kaz,1978,25.2
kaz,1979,24.9
kaz,1980,24.6
kaz,1981,24.4
kaz,1982,24.1
kaz,1983,23.9
kaz,1984,23.6
kaz,1985,23.4
kaz,1986,23.2
kaz,1987,22.9
kaz,1988,22.7
kaz,1989,22.7
kaz,1990,22.7
kaz,1991,23
kaz,1992,23.4
kaz,1993,24
kaz,1994,24.6
kaz,1995,25
kaz,1996,25.2
kaz,1997,25.1
kaz,1998,24.9
kaz,1999,24.5
kaz,2000,23.9
kaz,2001,23.3
kaz,2002,22.7
kaz,2003,21.8
kaz,2004,20.8
kaz,2005,19.7
kaz,2006,18.5
kaz,2007,17
kaz,2008,15.3
kaz,2009,13.5
kaz,2010,11.8
kaz,2011,10.2
kaz,2012,8.6
kaz,2013,7.3
kaz,2014,6.2
kaz,2015,5.6
kaz,2016,5.1
kaz,2017,4.9
kaz,2018,4.7
kaz,2019,4.7
kaz,2020,4.8
ken,1960,48.4
ken,1961,46.9
ken,1962,45.4
ken,1963,44
ken,1964,42.9
ken,1965,42
ken,1966,41.4
ken,1967,40.9
ken,1968,40.5
ken,1969,39.9
ken,1970,39.3
ken,1971,38.6
ken,1972,37.8
ken,1973,37
ken,1974,36.2
ken,1975,35.5
ken,1976,34.9
ken,1977,34.4
ken,1978,33.9
ken,1979,33.3
ken,1980,32.8
ken,1981,32.3
ken,1982,31.8
ken,1983,31.3
ken,1984,30.7
ken,1985,30.2
ken,1986,29.5
ken,1987,28.9
ken,1988,28.4
ken,1989,27.9
ken,1990,27.5
ken,1991,27.4
ken,1992,27.3
ken,1993,27.4
ken,1994,27.5
ken,1995,27.7
ken,1996,27.8
ken,1997,28
ken,1998,28.2
ken,1999,28.2
ken,2000,28.2
ken,2001,28
ken,2002,27.8
ken,2003,27.5
ken,2004,27.1
ken,2005,26.6
ken,2006,26.1
ken,2007,25.6
ken,2008,25.1
ken,2009,24.6
ken,2010,24.2
ken,2011,23.9
ken,2012,23.5
ken,2013,23.2
ken,2014,22.9
ken,2015,22.6
ken,2016,22.2
ken,2017,21.8
ken,2018,21.4
ken,2019,21
ken,2020,20.5
kgz,1979,29.7
kgz,1980,28.9
kgz,1981,28
kgz,1982,27
kgz,1983,26.1
kgz,1984,25.4
kgz,1985,25.1
kgz,1986,24.8
kgz,1987,24.7
kgz,1988,24.5
kgz,1989,24.4
kgz,1990,24.4
kgz,1991,24.6
kgz,1992,25.2
kgz,1993,25.8
kgz,1994,26
kgz,1995,25.6
kgz,1996,24.6
kgz,1997,23.4
kgz,1998,22.2
kgz,1999,21.2
kgz,2000,20.6
kgz,2001,20.2
kgz,2002,20
kgz,2003,19.9
kgz,2004,19.7
kgz,2005,19.6
kgz,2006,19.5
kgz,2007,19.1
kgz,2008,18.5
kgz,2009,17.7
kgz,2010,16.9
kgz,2011,16.3
kgz,2012,15.9
kgz,2013,15.5
kgz,2014,15.1
kgz,2015,14.6
kgz,2016,14
kgz,2017,13.4
kgz,2018,12.8
kgz,2019,12.2
kgz,2020,11.7
khm,1977,61.1
khm,1978,58.4
khm,1979,55.5
khm,1980,52.3
khm,1981,49.3
khm,1982,46.6
khm,1983,44.6
khm,1984,43.4
khm,1985,42.5
khm,1986,42
khm,1987,41.5
khm,1988,41.1
khm,1989,40.7
khm,1990,40.3
khm,1991,39.9
khm,1992,39.5
khm,1993,39.3
khm,1994,39.1
khm,1995,38.9
khm,1996,38.7
khm,1997,38.2
khm,1998,37.6
khm,1999,36.6
khm,2000,35.2
khm,2001,33.4
khm,2002,31.5
khm,2003,29.7
khm,2004,28.2
khm,2005,26.8
khm,2006,25.6
khm,2007,24.5
khm,2008,23.5
khm,2009,22.4
khm,2010,21.3
khm,2011,20.3
khm,2012,19.3
khm,2013,18.3
khm,2014,17.2
khm,2015,16.4
khm,2016,15.6
khm,2017,14.9
khm,2018,14.3
khm,2019,13.8
khm,2020,13.2
kir,1989,35.4
kir,1990,34.6
kir,1991,33.8
kir,1992,32.9
kir,1993,32.2
kir,1994,31.6
kir,1995,31
kir,1996,30.4
kir,1997,29.9
kir,1998,29.3
kir,1999,28.6
kir,2000,28
kir,2001,27.4
kir,2002,26.9
kir,2003,26.5
kir,2004,26.2
kir,2005,26
kir,2006,25.8
kir,2007,25.8
kir,2008,25.7
kir,2009,25.6
kir,2010,25.4
kir,2011,25.2
kir,2012,24.8
kir,2013,24.4
kir,2014,24
kir,2015,23.6
kir,2016,23.2
kir,2017,22.8
kir,2018,22.3
kir,2019,21.9
kir,2020,21.3
kna,1977,24.7
kna,1978,24.6
kna,1979,24.4
kna,1980,24.2
kna,1981,23.9
kna,1982,23.5
kna,1983,23
kna,1984,22.5
kna,1985,22
kna,1986,21.3
kna,1987,20.6
kna,1988,20
kna,1989,19.5
kna,1990,19.1
kna,1991,18.9
kna,1992,18.8
kna,1993,18.8
kna,1994,18.7
kna,1995,18.6
kna,1996,18.4
kna,1997,18.1
kna,1998,17.7
kna,1999,17.2
kna,2000,16.6
kna,2001,16
kna,2002,15.3
kna,2003,14.6
kna,2004,13.9
kna,2005,13.3
kna,2006,12.8
kna,2007,12.4
kna,2008,12.1
kna,2009,11.8
kna,2010,11.7
kna,2011,11.6
kna,2012,11.5
kna,2013,11.5
kna,2014,11.4
kna,2015,11.2
kna,2016,11.1
kna,2017,10.8
kna,2018,10.6
kna,2019,10.3
kna,2020,10
kor,1960,28.5
kor,1961,28.3
kor,1962,28
kor,1963,27.8
kor,1964,27.4
kor,1965,26.9
kor,1966,26.4
kor,1967,25.8
kor,1968,25.1
kor,1969,24.3
kor,1970,23.5
kor,1971,22.8
kor,1972,22
kor,1973,21.3
kor,1974,20.7
kor,1975,20.1
kor,1976,19.6
kor,1977,19.1
kor,1978,18.5
kor,1979,17.9
kor,1980,17.2
kor,1981,16.1
kor,1982,14.9
kor,1983,13.8
kor,1984,12.7
kor,1985,11.6
kor,1986,10.5
kor,1987,9.6
kor,1988,8.7
kor,1989,7.9
kor,1990,7.3
kor,1991,6.7
kor,1992,6.1
kor,1993,5.7
kor,1994,5.2
kor,1995,4.8
kor,1996,4.5
kor,1997,4.1
kor,1998,3.9
kor,1999,3.6
kor,2000,3.4
kor,2001,3.2
kor,2002,3
kor,2003,2.8
kor,2004,2.6
kor,2005,2.4
kor,2006,2.2
kor,2007,2
kor,2008,1.9
kor,2009,1.8
kor,2010,1.8
kor,2011,1.7
kor,2012,1.7
kor,2013,1.7
kor,2014,1.7
kor,2015,1.6
kor,2016,1.6
kor,2017,1.6
kor,2018,1.5
kor,2019,1.5
kor,2020,1.5
kwt,1985,12.5
kwt,1986,12
kwt,1987,11.6
kwt,1988,11.1
kwt,1989,10.4
kwt,1990,9.6
kwt,1991,9.1
kwt,1992,8.7
kwt,1993,8.3
kwt,1994,8.1
kwt,1995,7.8
kwt,1996,7.6
kwt,1997,7.3
kwt,1998,7
kwt,1999,6.8
kwt,2000,6.6
kwt,2001,6.4
kwt,2002,6.2
kwt,2003,6.1
kwt,2004,5.9
kwt,2005,5.8
kwt,2006,5.8
kwt,2007,5.7
kwt,2008,5.7
kwt,2009,5.6
kwt,2010,5.5
kwt,2011,5.3
kwt,2012,5.2
kwt,2013,5.1
kwt,2014,5
kwt,2015,4.9
kwt,2016,4.9
kwt,2017,4.9
kwt,2018,4.9
kwt,2019,4.9
kwt,2020,5
lao,1982,53.9
lao,1983,53.1
lao,1984,52.3
lao,1985,51.6
lao,1986,50.9
lao,1987,50.1
lao,1988,49.3
lao,1989,48.3
lao,1990,47.3
lao,1991,46.4
lao,1992,45.5
lao,1993,44.6
lao,1994,43.7
lao,1995,42.8
lao,1996,41.9
lao,1997,41
lao,1998,40.1
lao,1999,39.2
lao,2000,38.2
lao,2001,37.3
lao,2002,36.4
lao,2003,35.5
lao,2004,34.6
lao,2005,33.6
lao,2006,32.7
lao,2007,31.7
lao,2008,30.7
lao,2009,29.8
lao,2010,28.9
lao,2011,28
lao,2012,27.2
lao,2013,26.3
lao,2014,25.5
lao,2015,24.8
lao,2016,24.1
lao,2017,23.5
lao,2018,22.8
lao,2019,22.2
lao,2020,21.7
lbn,1973,33.9
lbn,1974,33.5
lbn,1975,33.1
lbn,1976,32.6
lbn,1977,32
lbn,1978,31.4
lbn,1979,30.9
lbn,1980,30.2
lbn,1981,29.6
lbn,1982,28.8
lbn,1983,28
lbn,1984,27
lbn,1985,26.1
lbn,1986,25.1
lbn,1987,24.2
lbn,1988,23.1
lbn,1989,21.8
lbn,1990,20.6
lbn,1991,19.4
lbn,1992,18.3
lbn,1993,17.3
lbn,1994,16.3
lbn,1995,15.4
lbn,1996,14.6
lbn,1997,13.8
lbn,1998,13.1
lbn,1999,12.4
lbn,2000,11.7
lbn,2001,10.9
lbn,2002,10.2
lbn,2003,9.6
lbn,2004,8.9
lbn,2005,8.2
lbn,2006,7.6
lbn,2007,7
lbn,2008,6.6
lbn,2009,6.2
lbn,2010,5.9
lbn,2011,5.6
lbn,2012,5.4
lbn,2013,5.2
lbn,2014,5
lbn,2015,4.8
lbn,2016,4.6
lbn,2017,4.4
lbn,2018,4.3
lbn,2019,4.1
lbn,2020,4
lbr,1963,105.2
lbr,1964,103.9
lbr,1965,102.2
lbr,1966,100.2
lbr,1967,97.9
lbr,1968,95.7
lbr,1969,93.2
lbr,1970,90.7
lbr,1971,88.4
lbr,1972,86.1
lbr,1973,84
lbr,1974,82.1
lbr,1975,80.1
lbr,1976,78.5
lbr,1977,76.8
lbr,1978,75.2
lbr,1979,73.7
lbr,1980,72.2
lbr,1981,70.6
lbr,1982,69.1
lbr,1983,67.4
lbr,1984,65.8
lbr,1985,64.3
lbr,1986,63.3
lbr,1987,62.4
lbr,1988,61.7
lbr,1989,60.9
lbr,1990,60.1
lbr,1991,59.1
lbr,1992,58.1
lbr,1993,57.3
lbr,1994,56.6
lbr,1995,55.8
lbr,1996,54.8
lbr,1997,53.5
lbr,1998,51.9
lbr,1999,50.1
lbr,2000,48.1
lbr,2001,46
lbr,2002,43.9
lbr,2003,41.9
lbr,2004,40
lbr,2005,38.4
lbr,2006,36.9
lbr,2007,35.6
lbr,2008,34.5
lbr,2009,33.5
lbr,2010,32.9
lbr,2011,32.5
lbr,2012,32.3
lbr,2013,32.3
lbr,2014,32.3
lbr,2015,32.2
lbr,2016,32
lbr,2017,31.8
lbr,2018,31.4
lbr,2019,31.1
lbr,2020,30.6
lby,1972,37.4
lby,1973,36
lby,1974,34.8
lby,1975,33.6
lby,1976,32.5
lby,1977,31.4
lby,1978,30.3
lby,1979,29.3
lby,1980,28.5
lby,1981,27.5
lby,1982,26.7
lby,1983,25.9
lby,1984,25.1
lby,1985,24.4
lby,1986,23.7
lby,1987,23.1
lby,1988,22.4
lby,1989,21.8
lby,1990,21.3
lby,1991,20.7
lby,1992,20.1
lby,1993,19.4
lby,1994,18.6
lby,1995,17.8
lby,1996,17.2
lby,1997,16.6
lby,1998,16.1
lby,1999,15.6
lby,2000,15.1
lby,2001,14.7
lby,2002,14.3
lby,2003,13.8
lby,2004,13.2
lby,2005,12.5
lby,2006,11.7
lby,2007,10.9
lby,2008,10.1
lby,2009,9.5
lby,2010,9
lby,2011,8.6
lby,2012,8.1
lby,2013,7.7
lby,2014,7.4
lby,2015,7.1
lby,2016,6.9
lby,2017,6.6
lby,2018,6.4
lby,2019,6.2
lby,2020,6
lca,1972,20
lca,1973,18.6
lca,1974,17.3
lca,1975,16.4
lca,1976,16
lca,1977,15.9
lca,1978,16.2
lca,1979,16.3
lca,1980,16.2
lca,1981,15.9
lca,1982,15.5
lca,1983,15
lca,1984,14.5
lca,1985,14
lca,1986,13.6
lca,1987,13.3
lca,1988,12.9
lca,1989,12.5
lca,1990,12.1
lca,1991,11.7
lca,1992,11.3
lca,1993,11.1
lca,1994,10.8
lca,1995,10.7
lca,1996,10.7
lca,1997,10.8
lca,1998,10.9
lca,1999,11.2
lca,2000,11.4
lca,2001,11.6
lca,2002,11.8
lca,2003,12
lca,2004,12.2
lca,2005,12.3
lca,2006,12.3
lca,2007,12.4
lca,2008,12.5
lca,2009,12.6
lca,2010,12.7
lca,2011,12.8
lca,2012,12.8
lca,2013,12.7
lca,2014,12.6
lca,2015,12.4
lca,2016,12.4
lca,2017,12.4
lca,2018,12.5
lca,2019,12.7
lca,2020,12.9
lka,1960,40.2
lka,1961,39.4
lka,1962,38.8
lka,1963,38.2
lka,1964,37.6
lka,1965,36.8
lka,1966,35.8
lka,1967,34.8
lka,1968,33.7
lka,1969,32.8
lka,1970,31.9
lka,1971,31
lka,1972,30
lka,1973,28.9
lka,1974,27.7
lka,1975,26.5
lka,1976,25.5
lka,1977,24.8
lka,1978,24.5
lka,1979,24.3
lka,1980,23.3
lka,1981,21
lka,1982,18.4
lka,1983,17
lka,1984,16.6
lka,1985,16.8
lka,1986,16.8
lka,1987,16.3
lka,1988,15.6
lka,1989,14.8
lka,1990,13.8
lka,1991,13.1
lka,1992,12.7
lka,1993,12.6
lka,1994,12.6
lka,1995,12.5
lka,1996,12.3
lka,1997,11.8
lka,1998,11.2
lka,1999,10.5
lka,2000,9.7
lka,2001,9.1
lka,2002,8.5
lka,2003,7.9
lka,2004,7.6
lka,2005,7
lka,2006,6.9
lka,2007,6.9
lka,2008,6.8
lka,2009,6.8
lka,2010,6.4
lka,2011,6.3
lka,2012,6.1
lka,2013,5.9
lka,2014,5.5
lka,2015,5.1
lka,2016,4.8
lka,2017,4.6
lka,2018,4.4
lka,2019,4.2
lka,2020,4
lso,1960,63.5
lso,1961,63.8
lso,1962,64.1
lso,1963,64.5
lso,1964,65
lso,1965,65.1
lso,1966,65.1
lso,1967,64.7
lso,1968,64.2
lso,1969,63.4
lso,1970,62.4
lso,1971,61.1
lso,1972,59.8
lso,1973,58.4
lso,1974,56.7
lso,1975,54.8
lso,1976,52.8
lso,1977,50.7
lso,1978,48.6
lso,1979,46.6
lso,1980,44.7
lso,1981,43.1
lso,1982,41.8
lso,1983,40.9
lso,1984,40.3
lso,1985,39.8
lso,1986,39.5
lso,1987,39.4
lso,1988,39.4
lso,1989,39.5
lso,1990,39.6
lso,1991,39.7
lso,1992,39.8
lso,1993,39.8
lso,1994,39.8
lso,1995,39.8
lso,1996,39.7
lso,1997,39.5
lso,1998,39.4
lso,1999,39.4
lso,2000,39.6
lso,2001,39.9
lso,2002,40.1
lso,2003,40.2
lso,2004,40.3
lso,2005,40.5
lso,2006,40.8
lso,2007,41.1
lso,2008,41.4
lso,2009,41.7
lso,2010,42
lso,2011,42.4
lso,2012,42.8
lso,2013,43.5
lso,2014,44.1
lso,2015,44.7
lso,2016,45.1
lso,2017,45.2
lso,2018,45.1
lso,2019,44.8
lso,2020,44.3
ltu,1981,7.2
ltu,1982,7
ltu,1983,6.9
ltu,1984,7
ltu,1985,7.2
ltu,1986,7.1
ltu,1987,6.6
ltu,1988,6.3
ltu,1989,6.7
ltu,1990,7.9
ltu,1991,9.6
ltu,1992,10.7
ltu,1993,10.6
ltu,1994,9.4
ltu,1995,7.8
ltu,1996,6.4
ltu,1997,5.6
ltu,1998,5.1
ltu,1999,4.8
ltu,2000,4.5
ltu,2001,4.4
ltu,2002,4.4
ltu,2003,4.5
ltu,2004,4.5
ltu,2005,4.4
ltu,2006,4.1
ltu,2007,3.8
ltu,2008,3.4
ltu,2009,3.2
ltu,2010,2.9
ltu,2011,2.8
ltu,2012,2.6
ltu,2013,2.5
ltu,2014,2.4
ltu,2015,2.4
ltu,2016,2.4
ltu,2017,2.3
ltu,2018,2.2
ltu,2019,2
ltu,2020,1.9
lux,1965,16.6
lux,1966,15.5
lux,1967,14.6
lux,1968,13.9
lux,1969,13.3
lux,1970,12.6
lux,1971,11.9
lux,1972,11.1
lux,1973,10.4
lux,1974,9.8
lux,1975,9.2
lux,1976,8.7
lux,1977,8.2
lux,1978,7.6
lux,1979,7
lux,1980,6.5
lux,1981,6.1
lux,1982,5.7
lux,1983,5.5
lux,1984,5.3
lux,1985,5.1
lux,1986,5
lux,1987,4.8
lux,1988,4.7
lux,1989,4.5
lux,1990,4.3
lux,1991,4
lux,1992,3.7
lux,1993,3.5
lux,1994,3.3
lux,1995,3.1
lux,1996,2.9
lux,1997,2.7
lux,1998,2.6
lux,1999,2.4
lux,2000,2.3
lux,2001,2.2
lux,2002,2
lux,2003,1.9
lux,2004,1.8
lux,2005,1.7
lux,2006,1.7
lux,2007,1.6
lux,2008,1.6
lux,2009,1.6
lux,2010,1.5
lux,2011,1.5
lux,2012,1.5
lux,2013,1.6
lux,2014,1.6
lux,2015,1.6
lux,2016,1.6
lux,2017,1.7
lux,2018,1.7
lux,2019,1.7
lux,2020,1.7
lva,1980,7.5
lva,1981,7.3
lva,1982,7.1
lva,1983,6.9
lva,1984,6.7
lva,1985,6.6
lva,1986,6.5
lva,1987,6.4
lva,1988,6.6
lva,1989,7.3
lva,1990,8.3
lva,1991,9.6
lva,1992,10.6
lva,1993,11.3
lva,1994,11.5
lva,1995,11.3
lva,1996,10.6
lva,1997,9.7
lva,1998,8.7
lva,1999,7.9
lva,2000,7.1
lva,2001,6.6
lva,2002,6.2
lva,2003,5.9
lva,2004,5.6
lva,2005,5.4
lva,2006,5.2
lva,2007,5
lva,2008,4.8
lva,2009,4.5
lva,2010,4.2
lva,2011,3.9
lva,2012,3.5
lva,2013,3.2
lva,2014,2.9
lva,2015,2.7
lva,2016,2.6
lva,2017,2.4
lva,2018,2.4
lva,2019,2.3
lva,2020,2.3
mar,1960,67.1
mar,1961,66.3
mar,1962,65.5
mar,1963,64.5
mar,1964,63.5
mar,1965,62.3
mar,1966,61.1
mar,1967,59.9
mar,1968,58.7
mar,1969,57.6
mar,1970,56.6
mar,1971,55.8
mar,1972,55.1
mar,1973,54.3
mar,1974,53.6
mar,1975,52.8
mar,1976,52
mar,1977,51.2
mar,1978,50.3
mar,1979,49.2
mar,1980,48.2
mar,1981,47.1
mar,1982,45.8
mar,1983,44.6
mar,1984,43.3
mar,1985,42.1
mar,1986,40.9
mar,1987,39.7
mar,1988,38.7
mar,1989,37.7
mar,1990,36.7
mar,1991,35.8
mar,1992,35
mar,1993,34.2
mar,1994,33.3
mar,1995,32.5
mar,1996,31.6
mar,1997,30.8
mar,1998,30
mar,1999,29.2
mar,2000,28.4
mar,2001,27.7
mar,2002,27
mar,2003,26.2
mar,2004,25.5
mar,2005,24.6
mar,2006,23.7
mar,2007,22.8
mar,2008,21.7
mar,2009,20.5
mar,2010,19.3
mar,2011,18.2
mar,2012,17.2
mar,2013,16.2
mar,2014,15.3
mar,2015,14.5
mar,2016,13.8
mar,2017,13.1
mar,2018,12.5
mar,2019,12
mar,2020,11.5
mco,1989,4.2
mco,1990,4.1
mco,1991,3.9
mco,1992,3.8
mco,1993,3.7
mco,1994,3.5
mco,1995,3.4
mco,1996,3.2
mco,1997,3.1
mco,1998,3
mco,1999,2.9
mco,2000,2.8
mco,2001,2.7
mco,2002,2.6
mco,2003,2.5
mco,2004,2.5
mco,2005,2.4
mco,2006,2.4
mco,2007,2.3
mco,2008,2.2
mco,2009,2.2
mco,2010,2.2
mco,2011,2.1
mco,2012,2.1
mco,2013,2
mco,2014,1.9
mco,2015,1.9
mco,2016,1.8
mco,2017,1.8
mco,2018,1.7
mco,2019,1.7
mco,2020,1.6
mda,1982,21.8
mda,1983,21.3
mda,1984,20.8
mda,1985,20.3
mda,1986,19.8
mda,1987,19.3
mda,1988,18.8
mda,1989,18.5
mda,1990,18.5
mda,1991,18.8
mda,1992,19.6
mda,1993,20.7
mda,1994,21.6
mda,1995,22.5
mda,1996,23
mda,1997,23.2
mda,1998,23
mda,1999,21.9
mda,2000,20.4
mda,2001,18.7
mda,2002,17.1
mda,2003,15.6
mda,2004,14.5
mda,2005,13.8
mda,2006,13.3
mda,2007,13
mda,2008,12.8
mda,2009,12.7
mda,2010,12.6
mda,2011,12.4
mda,2012,12.2
mda,2013,12
mda,2014,11.7
mda,2015,11.5
mda,2016,11.3
mda,2017,11.2
mda,2018,11
mda,2019,10.8
mda,2020,10.6
mdg,1969,34.5
mdg,1970,34.6
mdg,1971,34.8
mdg,1972,35
mdg,1973,35.3
mdg,1974,35.6
mdg,1975,36.1
mdg,1976,36.6
mdg,1977,37.3
mdg,1978,37.9
mdg,1979,38.4
mdg,1980,39
mdg,1981,39.5
mdg,1982,39.9
mdg,1983,40.3
mdg,1984,40.5
mdg,1985,40.6
mdg,1986,40.4
mdg,1987,40.2
mdg,1988,39.7
mdg,1989,39.2
mdg,1990,38.6
mdg,1991,38
mdg,1992,37.3
mdg,1993,36.6
mdg,1994,35.9
mdg,1995,35.1
mdg,1996,34.3
mdg,1997,33.4
mdg,1998,32.4
mdg,1999,31.5
mdg,2000,30.7
mdg,2001,29.9
mdg,2002,29.2
mdg,2003,28.5
mdg,2004,27.9
mdg,2005,27.3
mdg,2006,26.7
mdg,2007,26
mdg,2008,25.5
mdg,2009,24.9
mdg,2010,24.4
mdg,2011,24
mdg,2012,23.6
mdg,2013,23.1
mdg,2014,22.7
mdg,2015,22.3
mdg,2016,21.9
mdg,2017,21.5
mdg,2018,21.1
mdg,2019,20.7
mdg,2020,20.3
mdv,1989,40.3
mdv,1990,39
mdv,1991,37.8
mdv,1992,36.6
mdv,1993,35.3
mdv,1994,33.8
mdv,1995,32.3
mdv,1996,30.5
mdv,1997,28.6
mdv,1998,26.6
mdv,1999,24.5
mdv,2000,22.4
mdv,2001,20
mdv,2002,17.5
mdv,2003,15.3
mdv,2004,13.6
mdv,2005,12.1
mdv,2006,10.9
mdv,2007,9.9
mdv,2008,9
mdv,2009,8.3
mdv,2010,7.7
mdv,2011,7
mdv,2012,6.5
mdv,2013,6.2
mdv,2014,5.9
mdv,2015,5.7
mdv,2016,5.5
mdv,2017,5.2
mdv,2018,4.9
mdv,2019,4.5
mdv,2020,4.1
mex,1960,52.1
mex,1961,50.3
mex,1962,48.9
mex,1963,47.9
mex,1964,47.5
mex,1965,47.3
mex,1966,47.3
mex,1967,47
mex,1968,46.4
mex,1969,45.4
mex,1970,43.9
mex,1971,42.3
mex,1972,40.8
mex,1973,39.1
mex,1974,37.5
mex,1975,35.8
mex,1976,34.2
mex,1977,32.8
mex,1978,31.5
mex,1979,30.5
mex,1980,29.6
mex,1981,28.8
mex,1982,28.1
mex,1983,27.4
mex,1984,26.6
mex,1985,25.9
mex,1986,25.2
mex,1987,24.5
mex,1988,23.8
mex,1989,23.1
mex,1990,22.5
mex,1991,21.8
mex,1992,21.2
mex,1993,20.5
mex,1994,19.8
mex,1995,19
mex,1996,18.1
mex,1997,17.2
mex,1998,16.3
mex,1999,15.3
mex,2000,14.4
mex,2001,13.4
mex,2002,12.4
mex,2003,11.4
mex,2004,10.5
mex,2005,9.9
mex,2006,9.4
mex,2007,9.3
mex,2008,9.2
mex,2009,9.1
mex,2010,9
mex,2011,8.9
mex,2012,8.7
mex,2013,8.5
mex,2014,8.3
mex,2015,8.3
mex,2016,8.4
mex,2017,8.6
mex,2018,8.7
mex,2019,8.6
mex,2020,8.4
mhl,1989,18.9
mhl,1990,18.4
mhl,1991,18
mhl,1992,17.5
mhl,1993,17.2
mhl,1994,17.1
mhl,1995,17.2
mhl,1996,17.5
mhl,1997,17.9
mhl,1998,18.3
mhl,1999,18.7
mhl,2000,18.8
mhl,2001,18.9
mhl,2002,18.8
mhl,2003,18.7
mhl,2004,18.6
mhl,2005,18.5
mhl,2006,18.3
mhl,2007,18.2
mhl,2008,18.1
mhl,2009,18
mhl,2010,17.8
mhl,2011,17.6
mhl,2012,17.4
mhl,2013,17.2
mhl,2014,16.9
mhl,2015,16.5
mhl,2016,16
mhl,2017,15.6
mhl,2018,15.1
mhl,2019,14.7
mhl,2020,14.2
mkd,1982,20.6
mkd,1983,20.1
mkd,1984,19.8
mkd,1985,19.9
mkd,1986,20
mkd,1987,19.7
mkd,1988,18.9
mkd,1989,18.1
mkd,1990,17.3
mkd,1991,16.3
mkd,1992,15.6
mkd,1993,14.9
mkd,1994,13.8
mkd,1995,12.4
mkd,1996,11.2
mkd,1997,10.7
mkd,1998,10.6
mkd,1999,10.3
mkd,2000,9.6
mkd,2001,9
mkd,2002,8.9
mkd,2003,9
mkd,2004,9
mkd,2005,8.7
mkd,2006,8.4
mkd,2007,8.1
mkd,2008,7.8
mkd,2009,7.4
mkd,2010,7
mkd,2011,6.7
mkd,2012,6.9
mkd,2013,7.4
mkd,2014,7.9
mkd,2015,8.1
mkd,2016,7.8
mkd,2017,6.8
mkd,2018,5.5
mkd,2019,4.5
mkd,2020,3.9
mli,1964,99.8
mli,1965,99.4
mli,1966,98.9
mli,1967,98.5
mli,1968,98.2
mli,1969,97.9
mli,1970,97.8
mli,1971,97.4
mli,1972,96.8
mli,1973,95.9
mli,1974,95
mli,1975,93.8
mli,1976,92.5
mli,1977,91
mli,1978,89
mli,1979,86.5
mli,1980,83.6
mli,1981,80.6
mli,1982,77.6
mli,1983,75.1
mli,1984,73.1
mli,1985,72.1
mli,1986,71.2
mli,1987,70.5
mli,1988,69.6
mli,1989,68.4
mli,1990,66.8
mli,1991,65.2
mli,1992,63.7
mli,1993,62.3
mli,1994,60.8
mli,1995,59.2
mli,1996,57.5
mli,1997,55.9
mli,1998,54.3
mli,1999,52.7
mli,2000,51
mli,2001,49.3
mli,2002,47.6
mli,2003,46.1
mli,2004,44.7
mli,2005,43.6
mli,2006,42.6
mli,2007,41.7
mli,2008,40.8
mli,2009,39.8
mli,2010,38.9
mli,2011,38
mli,2012,37.1
mli,2013,36.4
mli,2014,35.6
mli,2015,34.9
mli,2016,34.2
mli,2017,33.6
mli,2018,32.9
mli,2019,32.3
mli,2020,31.6
mlt,1970,19
mlt,1971,18.1
mlt,1972,17.1
mlt,1973,16.1
mlt,1974,15.2
mlt,1975,14.3
mlt,1976,13.5
mlt,1977,12.9
mlt,1978,12.3
mlt,1979,11.9
mlt,1980,11.4
mlt,1981,11
mlt,1982,10.7
mlt,1983,10.3
mlt,1984,9.8
mlt,1985,9.4
mlt,1986,8.9
mlt,1987,8.5
mlt,1988,8.1
mlt,1989,7.8
mlt,1990,7.5
mlt,1991,7.3
mlt,1992,7.1
mlt,1993,6.9
mlt,1994,6.6
mlt,1995,6.4
mlt,1996,6.1
mlt,1997,5.9
mlt,1998,5.6
mlt,1999,5.4
mlt,2000,5.2
mlt,2001,5
mlt,2002,4.9
mlt,2003,4.8
mlt,2004,4.7
mlt,2005,4.6
