geo,time,vc_ihr_psrc_fe_p5
bra,2015,4.47786
bra,2016,4.05394
bra,2017,4.32553
bra,2018,4.32648
brb,1990,8.12444
brb,1991,6.62578
brb,1992,2.93414
brb,1993,3.65385
brb,1994,4.36656
brb,1995,3.62321
brb,2000,3.54462
brb,2001,3.15288
brb,2002,5.2779
brb,2003,7.71416
brb,2004,0.6149
brb,2005,6.37408
brb,2006,1.05452
brb,2007,4.13847
brb,2008,2.74629
brb,2009,2.05124
brb,2010,5.45163
brb,2011,1.35953
brb,2012,1.35724
brb,2013,4.74496
brb,2014,2.03175
brb,2015,2.03006
brb,2016,1.3523
brb,2017,1.3513
brb,2018,2.7006
brn,1996,2.05024
brn,1997,1.32392
brn,1998,0
brn,1999,1.24739
brn,2000,1.21643
btn,2015,0.58162
btn,2016,1.15109
btn,2017,1.13939
btn,2018,0.56404
caf,2016,10.6167
can,1990,1.6997
can,1991,1.9651
can,1992,1.67278
can,1993,1.38768
can,1994,1.40457
can,1995,1.29611
can,1996,1.39295
can,1997,1.32186
can,1998,1.22417
can,1999,1.0908
can,2000,0.96527
can,2001,1.04162
can,2002,1.31605
can,2003,0.98489
can,2004,1.24644
can,2005,1.10982
can,2006,0.98759
can,2007,1.00009
can,2008,0.87498
can,2009,0.95271
can,2010,0.89666
can,2011,1.02849
can,2012,0.89206
can,2013,0.84872
can,2014,0.83986
can,2015,0.98004
can,2016,0.82875
can,2017,0.93727
che,1990,1.50091
che,1991,1.25652
che,1992,1.21858
che,1993,1.2381
che,1994,1.15076
che,1995,1.11188
che,1996,0.86818
che,1997,1.08268
che,1998,0.8167
che,1999,1.03334
che,2000,1.06028
che,2001,0.99994
che,2002,1.33576
che,2003,1.0612
che,2004,1.02689
che,2005,0.99448
che,2006,0.99047
che,2007,0.67886
che,2008,0.64753
che,2009,0.68873
che,2010,0.65596
che,2011,0.57371
che,2012,0.41916
che,2013,0.77999
che,2014,0.57859
che,2015,0.71589
che,2016,0.59104
che,2017,0.46884
che,2018,0.65128
chl,2005,1.00975
chl,2006,1.09548
chl,2007,1.32209
chl,2008,1.21378
chl,2009,1.15846
chl,2010,1.10784
chl,2011,1.31391
chl,2012,0.41867
chl,2013,1.21015
chl,2014,0.69851
chl,2015,0.83879
chl,2016,0.96106
chl,2017,1.13089
chl,2018,0.9894
cmr,2014,0.80168
cmr,2015,1.00365
cmr,2016,0.89395
col,1990,10.93332
col,1991,11.79642
col,1992,12.17358
col,1993,11.86143
col,1994,11.00261
col,1995,8.9327
col,1996,9.24783
col,1997,9.06144
col,1998,8.83301
col,1999,9.03892
col,2000,9.52383
col,2001,10.78835
col,2002,10.75684
col,2003,9.45553
col,2004,7.59263
col,2005,6.86083
col,2006,6.00568
col,2007,6.20983
col,2008,5.59201
col,2009,5.52118
col,2010,5.31586
col,2011,5.78823
col,2012,5.90195
col,2013,5.1642
col,2014,4.88422
col,2015,4.40742
col,2016,4.22692
col,2017,4.32187
col,2018,4.19133
cpv,2011,2.92042
cpv,2012,4.0405
cpv,2013,2.74315
cpv,2014,5.80367
cpv,2015,2.67513
cpv,2017,2.23987
cpv,2018,3.69143
cri,1990,1.7959
cri,1991,1.55711
cri,1992,1.51297
cri,1993,1.15073
cri,1994,1.43864
cri,1995,1.51624
cri,1996,1.01934
cri,1997,1.05183
cri,1998,1.43731
cri,1999,1.66336
cri,2000,2.04155
cri,2001,1.41487
cri,2002,1.65822
cri,2003,1.81933
cri,2004,1.84051
cri,2005,2.86453
cri,2006,2.07642
cri,2007,1.68402
cri,2008,2.69455
cri,2009,2.61538
cri,2010,2.67006
cri,2011,2.76713
cri,2012,2.13605
cri,2013,1.52008
cri,2014,2.12901
cri,2015,1.73391
cri,2016,2.69531
cri,2017,2.3437
cub,1992,3.28358
cub,1993,3.39686
cub,1994,3.89767
cub,1995,3.84134
cub,1996,3.03485
cub,1997,2.96397
cub,1998,3.38246
cub,1999,2.86199
cub,2000,2.77811
cub,2001,2.83936
cub,2002,3.29326
cub,2003,2.7167
cub,2004,2.58765
cub,2005,2.97431
cub,2006,2.35407
cub,2007,2.46144
cub,2008,2.12658
cub,2009,2.71256
cub,2010,2.23317
cub,2011,2.33659
cub,2012,2.43788
cub,2013,2.59061
cub,2014,2.74299
cub,2015,2.43987
cub,2016,2.12162
cym,1990,0
cym,1991,0
cym,1992,0
cym,1993,0
cym,1994,0
cym,1995,0
cym,1996,0
cym,1997,0
cym,1998,0
cym,2005,0
cym,2008,0
cym,2010,0
cym,2013,0
cym,2014,0
cyp,2004,0.80256
cyp,2005,0.39433
cyp,2006,0.77357
cyp,2007,0.56837
cyp,2008,0.37126
cyp,2009,1.27581
cyp,2010,0.17952
cyp,2011,1.06481
cyp,2012,0.87981
cyp,2013,0.52442
cyp,2014,0.86862
cyp,2015,0.34507
cyp,2016,0.85593
cyp,2017,0
cyp,2018,1.00961
cze,1994,1.55423
cze,1995,1.08985
cze,1996,1.04069
cze,1997,1.19437
cze,1998,0.91793
cze,1999,1.16202
cze,2000,0.92735
cze,2001,0.89114
cze,2002,1.10169
cze,2003,1.10317
cze,2004,0.94908
cze,2005,0.85525
cze,2006,1.02353
cze,2007,1.03822
cze,2008,0.82663
cze,2009,0.71074
cze,2010,0.98788
cze,2011,0.81835
cze,2012,0.89174
cze,2013,0.94702
cze,2014,0.83523
cze,2015,0.90868
cze,2016,0.66669
cze,2017,0.55463
deu,2000,1.13264
deu,2001,0.94153
deu,2002,1.05431
deu,2003,0.91283
deu,2004,0.95268
deu,2005,0.93699
deu,2006,0.92945
deu,2007,0.87201
deu,2008,0.81441
deu,2009,0.9353
deu,2010,0.95369
deu,2011,0.82041
deu,2012,0.71784
deu,2013,0.79394
deu,2014,0.81834
deu,2015,0.78676
deu,2016,1.12391
deu,2017,0.90647
deu,2018,0.8715
dma,2002,0
dma,2011,0
dnk,1990,0.95958
dnk,1991,1.64652
dnk,1992,1.22171
dnk,1993,0.9893
dnk,1994,0.94779
dnk,1995,0.71762
dnk,1996,0.97674
dnk,1997,1.57386
dnk,1998,0.78895
dnk,1999,1.06163
dnk,2000,1.18593
dnk,2001,0.70585
dnk,2002,0.55285
dnk,2003,1.02943
dnk,2004,0.6233
dnk,2005,0.6578
dnk,2006,0.40043
dnk,2007,0.61615
dnk,2008,0.61981
dnk,2009,0.50262
dnk,2010,0.78612
dnk,2011,0.53354
dnk,2012,0.56657
dnk,2013,0.45834
dnk,2014,1.08836
dnk,2015,0.81741
dnk,2016,0.80113
dnk,2017,0.69408
dnk,2018,0.6916
dom,2005,4.74292
dom,2006,3.93093
dom,2007,3.75979
dom,2008,3.98145
dom,2009,3.77672
dom,2010,4.35207
dom,2011,4.76415
dom,2012,4.05904
dom,2014,3.68571
dom,2016,3.2725
dom,2017,3.63468
dom,2018,2.86015
dza,2012,0.28089
dza,2013,0.20652
dza,2014,0.44363
dza,2015,0.37123
ecu,1990,1.63762
ecu,1991,2.12524
ecu,1992,1.46417
ecu,1993,1.49366
ecu,1994,1.65969
ecu,2000,2.29045
ecu,2001,2.30383
ecu,2002,2.83131
ecu,2003,2.73753
ecu,2004,3.21596
ecu,2005,2.40363
ecu,2006,3.17334
ecu,2007,3.21857
ecu,2008,2.93769
ecu,2009,3.74723
ecu,2010,3.2173
ecu,2011,3.29902
ecu,2012,3.01634
ecu,2013,3.22605
ecu,2014,2.34755
ecu,2015,2.17363
ecu,2016,2.20931
ecu,2017,2.36099
egy,2004,0.14141
egy,2005,0.16833
egy,2006,0.37814
egy,2007,0.42074
egy,2008,0.28007
egy,2009,0.4806
egy,2010,0.48102
egy,2011,0.79143
egy,2012,0.61249
esp,2001,0.63054
esp,2002,0.62985
esp,2003,0.7913
esp,2004,0.85398
esp,2005,0.57914
esp,2006,0.70442
esp,2007,0.72715
esp,2008,0.54545
esp,2009,0.57876
esp,2010,0.65847
esp,2011,0.53564
esp,2012,0.52262
esp,2013,0.50947
esp,2014,0.53647
esp,2015,0.50935
esp,2016,0.47586
esp,2017,0.47576
esp,2018,0.49232
est,1994,7.90696
est,1995,4.18944
est,1996,6.23536
est,1997,5.16629
est,1998,5.40494
est,1999,5.44185
est,2000,3.42769
est,2001,4.01107
est,2002,4.35555
est,2003,5.41512
est,2004,2.17458
est,2005,3.92464
est,2006,3.43548
est,2007,2.6685
est,2008,2.63666
est,2009,3.02456
est,2010,2.30507
est,2011,1.97445
est,2012,2.40684
est,2013,2.55781
est,2014,1.28279
est,2015,1.53038
est,2016,1.28689
est,2017,1.14414
est,2018,0.71503
fin,1990,1.47769
fin,1991,1.47182
fin,1992,2.12099
fin,1993,1.53294
fin,1994,1.80448
fin,1995,1.85299
fin,1996,1.74248
fin,1997,1.37167
fin,1998,1.19592
fin,1999,1.19069
fin,2000,1.72421
fin,2001,1.78954
fin,2002,1.63816
fin,2003,1.12943
fin,2004,1.23238
fin,2005,1.30357
fin,2006,1.37391
fin,2007,1.77645
fin,2008,1.62259
fin,2009,1.24911
fin,2010,1.02472
fin,2011,1.34876
fin,2012,1.45229
fin,2013,0.86799
fin,2014,0.97301
fin,2015,0.57481
fin,2016,0.78834
fin,2017,1.10854
fin,2018,0.96391
fji,2005,2.23548
fji,2006,2.95994
fji,2007,4.39795
fji,2008,2.41741
fji,2009,1.91516
fji,2010,1.42561
fji,2011,2.12807
fji,2012,1.65053
fji,2013,1.88305
fji,2014,2.81862
fra,2015,1.14948
fra,2016,1.02848
fra,2017,0.91737
fra,2018,0.72782
gbr,2005,1.01457
gbr,2006,1.09165
gbr,2007,1.11451
gbr,2008,0.94894
gbr,2009,0.7045
gbr,2010,0.90277
gbr,2011,0.59695
gbr,2012,0.7444
gbr,2013,0.69649
gbr,2014,0.41569
gbr,2015,0.40113
gbr,2016,0.86736
gbr,2017,0.68125
gbr,2018,0.72563
geo,2004,1.53814
geo,2005,3.2677
geo,2006,2.05244
geo,2007,2.06343
geo,2008,1.9828
geo,2009,1.5348
geo,2010,1.3047
geo,2014,1.5877
geo,2016,1.62056
geo,2018,0.90771
grc,1990,0.64094
grc,1991,0.80702
grc,1992,0.57533
grc,1993,0.74417
grc,1994,0.56324
grc,1995,0.80379
grc,1996,0.99043
grc,1997,0.7093
grc,1998,0.77558
grc,1999,0.73107
grc,2001,0.63511
grc,2002,0.4174
grc,2003,0.58377
grc,2004,0.52364
grc,2005,0.78276
grc,2006,0.38893
grc,2007,0.62133
grc,2008,0.58907
grc,2009,0.44889
grc,2010,0.61382
grc,2011,0.58045
grc,2012,0.71038
grc,2013,0.91422
grc,2014,0.49554
grc,2015,0.5528
grc,2016,0.48111
grc,2017,0.42742
grc,2018,0.54129
grd,2005,5.75098
grd,2006,5.74647
grd,2007,3.82878
grd,2008,3.82497
grd,2009,5.72716
grd,2010,3.80518
grd,2011,1.89319
grd,2012,9.40486
grd,2013,3.73497
grd,2014,5.56184
grd,2015,3.68229
grd,2016,5.48797
grd,2017,3.63749
gtm,2004,7.62026
gtm,2005,7.76203
gtm,2006,8.83468
gtm,2007,8.45528
gtm,2008,9.63338
gtm,2009,9.88096
gtm,2010,9.33615
gtm,2011,8.31161
gtm,2012,7.37894
gtm,2013,8.2488
gtm,2014,7.78491
gtm,2015,7.6295
guy,2005,7.52114
guy,2006,6.16807
guy,2007,7.49018
guy,2008,10.13425
guy,2009,7.70844
guy,2010,8.21242
guy,2011,8.97773
guy,2012,7.10657
guy,2013,7.87104
guy,2015,7.29706
guy,2016,2.59672
guy,2017,5.43281
guy,2018,5.92771
hkg,2003,0.63533
hkg,2004,0.57325
hkg,2005,0.36959
hkg,2006,0.50711
hkg,2007,0.30691
hkg,2008,0.69059
hkg,2009,0.68386
hkg,2010,0.51493
hkg,2011,0.24181
hkg,2012,0.31974
hkg,2013,0.97776
hkg,2014,0.34058
hkg,2015,0.23361
hkg,2016,0.28267
hkg,2017,0.38139
hkg,2018,0.40244
hnd,2006,5.47675
hnd,2007,8.28387
hnd,2008,7.78901
hnd,2009,8.90861
hnd,2010,9.23078
hnd,2011,11.36539
hnd,2012,13.99861
hnd,2013,11.10683
hnd,2014,11.04987
hnd,2015,10.47914
hnd,2016,10.04767
hnd,2017,8.30122
hnd,2018,7.8358
hrv,1990,1.76042
hrv,1991,5.06362
hrv,1992,3.88587
hrv,1993,2.28977
hrv,1994,1.28061
hrv,1995,1.89536
hrv,1996,1.62966
hrv,1997,1.33943
hrv,1998,1.48412
hrv,1999,1.239
hrv,2000,1.40118
hrv,2001,1.22143
hrv,2002,1.38558
hrv,2003,0.96826
hrv,2004,1.62763
hrv,2005,1.18956
hrv,2006,1.41241
hrv,2007,1.06146
hrv,2008,1.06391
hrv,2009,1.06666
hrv,2010,1.42631
hrv,2011,0.93902
hrv,2012,0.80777
hrv,2013,0.94624
hrv,2014,0.76956
hrv,2015,0.6826
hrv,2016,0.91555
hrv,2017,0.82942
hrv,2018,0.37119
hti,2013,1.3289
hti,2014,1.60988
hti,2015,1.64329
hti,2016,1.43915
hti,2018,1.02944
hun,1990,1.2847
hun,1991,2.15253
hun,1992,2.11697
hun,1993,2.17601
hun,1994,1.82383
hun,1995,1.81016
hun,1996,2.0996
hun,1997,2.07188
hun,1998,2.10844
hun,1999,1.95912
hun,2000,1.63125
hun,2001,1.5898
hun,2002,1.63261
hun,2003,1.70827
hun,2004,1.65624
hun,2005,1.44281
hun,2006,1.40831
hun,2007,1.19571
hun,2008,1.33285
hun,2009,1.20356
hun,2010,1.16927
hun,2011,0.80782
hun,2012,1.11939
hun,2013,1.37495
hun,2014,1.30172
hun,2015,1.98784
hun,2016,1.60263
hun,2017,1.41093
ind,1999,2.94225
ind,2000,2.99607
ind,2001,2.90177
ind,2002,2.76715
ind,2003,2.71362
ind,2004,2.92708
ind,2005,2.77319
ind,2006,2.78518
ind,2007,2.95888
ind,2008,2.95044
ind,2009,3.05645
ind,2010,3.01815
ind,2011,3.12261
ind,2012,3.0379
ind,2013,2.91389
ind,2014,2.94024
ind,2015,2.71716
ind,2016,2.83314
ind,2017,2.78498
ind,2018,2.70701
irl,1990,0.13142
irl,1991,0.43349
irl,1992,0.3017
irl,1993,0.33615
irl,1994,0.2784
irl,1995,0.35225
irl,1996,0.97771
irl,1997,0.62013
irl,1998,0.34945
irl,1999,0.32815
irl,2000,0.40941
irl,2001,0.40403
irl,2002,0.55492
irl,2003,0.4121
irl,2004,0.24597
irl,2005,0.3959
irl,2006,0.76616
irl,2007,0.5139
irl,2008,0.44896
irl,2009,0.43098
irl,2010,0.31583
irl,2011,0.06487
irl,2012,0.54587
irl,2013,0.33686
irl,2015,0.29789
irl,2016,0.08434
irl,2017,0.6253
irl,2018,0.41155
irn,2013,0.77201
irn,2014,0.58574
irq,2008,4.46695
irq,2009,6.63905
irq,2010,3.27526
irq,2011,3.22607
irq,2012,3.23024
irq,2013,3.29632
isl,1996,0
isl,1999,0.72051
isl,2005,0
isl,2007,0
isl,2009,0
isl,2010,0
isl,2011,0.62279
isl,2012,0.61809
isl,2013,0
isl,2014,1.22235
isl,2015,0
isl,2016,0.60399
isl,2017,1.20024
isl,2018,0.59622
isr,1993,1.39497
isr,1994,1.14008
isr,1999,0.73021
isr,2000,1.29305
isr,2001,1.23612
isr,2002,1.18261
isr,2003,1.13094
isr,2004,0.95613
isr,2005,1.45066
isr,2006,1.09312
isr,2007,0.7784
isr,2008,0.81552
isr,2009,0.74162
isr,2010,0.92286
isr,2011,0.8978
isr,2012,0.62358
isr,2013,0.89605
isr,2014,0.63836
isr,2015,0.59669
isr,2016,0.56308
isr,2017,0.55428
ita,1990,0.70534
ita,1991,0.78753
ita,1992,0.73294
ita,1993,0.66477
ita,1994,0.52873
ita,1995,0.67913
ita,1996,0.73496
ita,1997,0.65742
ita,1998,0.664
ita,1999,0.61989
ita,2000,0.65125
ita,2001,0.58328
ita,2002,0.62033
ita,2003,0.66622
ita,2005,0.454
ita,2006,0.59174
ita,2007,0.49479
ita,2008,0.48631
ita,2009,0.56731
ita,2010,0.50443
ita,2011,0.54012
ita,2012,0.52627
ita,2013,0.57706
ita,2014,0.47236
ita,2015,0.43588
ita,2016,0.47746
ita,2017,0.41677
ita,2018,0.42699
jam,2005,13.4543
jam,2006,10.9399
jam,2007,10.82173
jam,2008,11.77907
jam,2009,11.09142
jam,2010,10.2622
jam,2011,8.37814
jam,2012,8.89016
jam,2013,9.0452
jam,2014,6.91596
jam,2015,7.97621
jam,2016,9.23187
jam,2017,10.8843
jor,2007,0.95326
jor,2008,0.93835
jor,2009,1.06829
jor,2010,1.06801
jor,2011,0.74423
jor,2012,0.62831
jor,2016,0.70858
jor,2017,0.6828
jpn,1990,0.48141
jpn,1991,0.47018
jpn,1992,0.47486
jpn,1993,0.4984
jpn,1994,0.47971
jpn,1995,0.52979
jpn,1996,0.45383
jpn,1997,0.48377
jpn,1998,0.55078
jpn,1999,0.52184
jpn,2000,0.50848
jpn,2001,0.48444
jpn,2002,0.48356
jpn,2003,0.48734
jpn,2004,0.50954
jpn,2005,0.48747
jpn,2006,0.49454
jpn,2007,0.43003
jpn,2008,0.51658
jpn,2009,0.38535
jpn,2010,0.36091
jpn,2011,0.35637
jpn,2012,0.36564
jpn,2013,0.29118
jpn,2014,0.31435
jpn,2015,0.33309
jpn,2016,0.30148
jpn,2017,0.26525
jpn,2018,0.27506
kaz,2008,4.42424
kaz,2009,5.01619
kaz,2010,4.09682
kaz,2011,3.86318
kaz,2012,3.19137
kaz,2013,3.18621
kaz,2014,2.2849
kaz,2015,2.76916
kaz,2017,2.37178
ken,2014,2.22268
ken,2015,2.53653
ken,2016,2.58776
ken,2017,1.71378
ken,2018,1.68995
kgz,2000,3.055
kgz,2001,2.71181
kgz,2002,3.13459
kgz,2003,3.71583
kgz,2004,3.50193
kgz,2005,4.14126
kgz,2006,3.44262
kgz,2007,3.74431
kgz,2008,3.27671
kgz,2009,4.85679
kna,1999,0
kna,2002,0
kna,2003,0
kna,2004,0
kor,2011,0.87381
kor,2012,0.87674
kor,2013,0.72454
kor,2014,0.76438
kor,2015,0.78085
kor,2016,0.77045
kor,2017,0.60199
kor,2018,0.6029
kos,2008,2.9608
kos,2009,1.25802
kos,2010,2.26901
kos,2011,1.01232
kos,2012,1.22755
kos,2013,0.44176
kos,2014,1.32694
kos,2015,1.11806
kos,2016,0.88736
kos,2017,1.44411
kos,2018,1.00126
kwt,2003,0.56434
kwt,2004,1.22248
kwt,2005,1.72095
kwt,2006,0.61385
kwt,2007,1.15471
kwt,2008,0.99001
kwt,2009,1.01096
kwt,2010,1.0301
kwt,2011,0.82347
kwt,2012,0.70998
lca,1990,7.12048
lca,1991,4.21129
lca,1992,4.15789
lca,1993,0
lca,1994,4.05981
lca,1995,4.00957
lca,1996,1.3187
lca,1997,6.5022
lca,1998,2.56532
lca,1999,2.53299
lca,2000,3.08587
lca,2002,8.16345
lca,2003,2.58786
lca,2004,4.72198
lca,2009,6.96317
lca,2010,6.22073
lca,2011,8.2117
lca,2012,7.05297
lca,2013,5.5497
lca,2014,0
lca,2015,5.49934
lca,2016,2.18883
lca,2017,4.3555
lca,2018,4.33323
lie,2009,0
lie,2010,0
lie,2011,0
lie,2012,0
lie,2013,0
lie,2014,0
lie,2015,0
lie,2016,0
lka,2008,3.42007
lka,2009,1.97077
lka,2010,1.6161
lka,2011,1.76377
lka,2012,1.61622
lka,2013,1.36853
lka,2014,1.16257
lka,2015,1.0249
lka,2016,1.19235
lka,2017,0.79309
lka,2018,0.93366
ltu,1993,5.17252
ltu,1994,6.35823
ltu,1995,7.96138
ltu,1996,6.10946
ltu,1997,6.07188
ltu,1998,4.84229
ltu,1999,4.88284
ltu,2000,5.46924
ltu,2001,4.82348
ltu,2002,3.79448
ltu,2003,5.68349
ltu,2004,7.19125
ltu,2005,5.58445
ltu,2006,4.2332
ltu,2007,4.1118
ltu,2008,4.68389
ltu,2009,3.7484
ltu,2010,4.44874
ltu,2011,3.96361
ltu,2012,3.22174
ltu,2013,3.69223
ltu,2014,3.30401
ltu,2015,3.09786
ltu,2016,2.95325
ltu,2017,3.13267
ltu,2018,3.58362
lux,1996,0.94963
lux,2001,1.79116
lux,2004,0.43665
lux,2006,0.84876
lux,2007,1.24955
lux,2009,0
lux,2010,1.95624
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0.7226
lva,2012,3.29884
lva,2013,2.16522
lva,2014,3.33911
lva,2015,2.72096
lva,2016,3.18212
lva,2017,3.79057
lva,2018,4.1284
mac,1994,3.09146
mac,2008,1.11556
mac,2009,1.45908
mac,2010,0
mac,2011,1.04793
mac,2012,0.34112
mac,2013,0.3331
mac,2014,0
mac,2015,0.31923
mac,2016,0
mac,2017,0.61776
mac,2018,0.30459
mar,2009,0.32675
mar,2012,0.33282
mar,2013,0.38717
mar,2014,0.34164
mar,2015,0.55452
