geo,time,sl_emp_totl_sp_ma_zs
bfa,1995,86.136
bfa,1996,85.992
bfa,1997,85.795
bfa,1998,85.618
bfa,1999,85.39
bfa,2000,85.126
bfa,2001,84.9
bfa,2002,84.63
bfa,2003,84.376
bfa,2004,83.662
bfa,2005,82.986
bfa,2006,82.989
bfa,2007,82.02
bfa,2008,80.583
bfa,2009,79.077
bfa,2010,77.573
bfa,2011,75.984
bfa,2012,74.361
bfa,2013,72.69
bfa,2014,70.969
bfa,2015,70.714
bfa,2016,70.479
bfa,2017,70.221
bfa,2018,69.95
bfa,2019,69.796
bfa,2020,68.975
bfa,2021,69.28
bgd,1991,86.833
bgd,1992,86.59
bgd,1993,86.442
bgd,1994,86.291
bgd,1995,86.047
bgd,1996,85.771
bgd,1997,85.395
bgd,1998,84.981
bgd,1999,84.618
bgd,2000,84.202
bgd,2001,83.723
bgd,2002,83.316
bgd,2003,82.796
bgd,2004,82.97
bgd,2005,83.127
bgd,2006,83.57
bgd,2007,82.491
bgd,2008,81.48
bgd,2009,80.463
bgd,2010,80.798
bgd,2011,80.007
bgd,2012,79.238
bgd,2013,78.483
bgd,2014,77.782
bgd,2015,77.055
bgd,2016,76.323
bgd,2017,77.462
bgd,2018,77.372
bgd,2019,77.29
bgd,2020,75.19
bgd,2021,75.572
bgr,1991,53.628
bgr,1992,51.313
bgr,1993,50.167
bgr,1994,51.866
bgr,1995,52.389
bgr,1996,51.052
bgr,1997,49.85
bgr,1998,50.108
bgr,1999,48.761
bgr,2000,46.848
bgr,2001,44.869
bgr,2002,45.464
bgr,2003,47.591
bgr,2004,49.108
bgr,2005,49.691
bgr,2006,51.731
bgr,2007,54.349
bgr,2008,56.453
bgr,2009,54.835
bgr,2010,52.973
bgr,2011,51.074
bgr,2012,50.782
bgr,2013,51.351
bgr,2014,52.69
bgr,2015,54.14
bgr,2016,54.636
bgr,2017,57.739
bgr,2018,58.391
bgr,2019,60.516
bgr,2020,59.043
bgr,2021,59.182
bhr,1991,87.981
bhr,1992,88.496
bhr,1993,88.154
bhr,1994,87.769
bhr,1995,87.541
bhr,1996,87.438
bhr,1997,87.222
bhr,1998,87.005
bhr,1999,86.623
bhr,2000,86.248
bhr,2001,85.323
bhr,2002,85.489
bhr,2003,85.622
bhr,2004,85.728
bhr,2005,85.829
bhr,2006,85.879
bhr,2007,85.979
bhr,2008,86.148
bhr,2009,86.424
bhr,2010,86.829
bhr,2011,85.94
bhr,2012,86.182
bhr,2013,86.444
bhr,2014,86.599
bhr,2015,86.593
bhr,2016,86.305
bhr,2017,85.92
bhr,2018,85.615
bhr,2019,85.4
bhr,2020,82.436
bhr,2021,82.719
bhs,1991,69.816
bhs,1992,68.896
bhs,1993,70.495
bhs,1994,70.789
bhs,1995,70.664
bhs,1996,72.81
bhs,1997,72.909
bhs,1998,76.758
bhs,1999,78.338
bhs,2000,77.282
bhs,2001,76.227
bhs,2002,74.555
bhs,2003,73.045
bhs,2004,73.203
bhs,2005,72.804
bhs,2006,74.122
bhs,2007,73.92
bhs,2008,73.104
bhs,2009,66.93
bhs,2010,66.009
bhs,2011,64.939
bhs,2012,68.472
bhs,2013,63.738
bhs,2014,65.986
bhs,2015,67.38
bhs,2016,67.322
bhs,2017,69.34
bhs,2018,67.97
bhs,2019,67.901
bhs,2020,60.517
bhs,2021,62.169
bih,1991,50.327
bih,1992,50.079
bih,1993,49.551
bih,1994,48.566
bih,1995,47.692
bih,1996,46.873
bih,1997,46.204
bih,1998,45.448
bih,1999,44.569
bih,2000,43.879
bih,2001,43.178
bih,2002,42.393
bih,2003,41.737
bih,2004,40.908
bih,2005,39.977
bih,2006,39.37
bih,2007,41.614
bih,2008,43.984
bih,2009,42.467
bih,2010,41.575
bih,2011,40.837
bih,2012,41.07
bih,2013,40.334
bih,2014,40.786
bih,2015,40.756
bih,2016,42.351
bih,2017,42.843
bih,2018,43.893
bih,2019,44.272
bih,2020,45.712
bih,2021,45.242
blr,1991,64.636
blr,1992,63.189
blr,1993,59.406
blr,1994,56.593
blr,1995,53.177
blr,1996,47.72
blr,1997,52.955
blr,1998,54.994
blr,1999,55.743
blr,2000,56.401
blr,2001,57.202
blr,2002,57.963
blr,2003,58.679
blr,2004,59.337
blr,2005,60.21
blr,2006,61.013
blr,2007,61.878
blr,2008,62.677
blr,2009,63.734
blr,2010,63.863
blr,2011,64.197
blr,2012,64.554
blr,2013,64.847
blr,2014,65.11
blr,2015,65.5
blr,2016,65.748
blr,2017,66.251
blr,2018,67.861
blr,2019,67.944
blr,2020,67.457
blr,2021,67.338
blz,1991,71.682
blz,1992,71.65
blz,1993,71.593
blz,1994,70.576
blz,1995,70.384
blz,1996,69.591
blz,1997,72.176
blz,1998,69.606
blz,1999,71.929
blz,2000,73.251
blz,2001,74.463
blz,2002,73.205
blz,2003,73.223
blz,2004,73.16
blz,2005,73.122
blz,2006,74.08
blz,2007,74.331
blz,2008,74.516
blz,2009,74.472
blz,2010,74.466
blz,2011,74.427
blz,2012,74.39
blz,2013,74.334
blz,2014,75.967
blz,2015,75.329
blz,2016,76.058
blz,2017,75.892
blz,2018,75.676
blz,2019,75.498
blz,2020,71.181
blz,2021,72.251
bol,1991,79.229
bol,1992,78.857
bol,1993,79.037
bol,1994,79.064
bol,1995,79.408
bol,1996,79.749
bol,1997,80.163
bol,1998,80.071
bol,1999,79.741
bol,2000,79.755
bol,2001,79.791
bol,2002,79.911
bol,2003,79.999
bol,2004,80.148
bol,2005,80.235
bol,2006,80.33
bol,2007,80.527
bol,2008,79.976
bol,2009,79.623
bol,2010,80.064
bol,2011,80.517
bol,2012,78.392
bol,2013,78.237
bol,2014,80.469
bol,2015,77.493
bol,2016,75.396
bol,2017,75.549
bol,2018,77.297
bol,2019,77.956
bol,2020,69.481
bol,2021,78.164
bra,1991,77.215
bra,1992,76.73
bra,1993,76.517
bra,1994,76.042
bra,1995,75.477
bra,1996,73.143
bra,1997,73.287
bra,1998,72.128
bra,1999,71.395
bra,2000,71.505
bra,2001,71.135
bra,2002,71.339
bra,2003,70.648
bra,2004,71.782
bra,2005,71.66
bra,2006,71.776
bra,2007,71.679
bra,2008,72.293
bra,2009,71.464
bra,2010,71.387
bra,2011,70.73
bra,2012,69.796
bra,2013,69.783
bra,2014,69.484
bra,2015,68.005
bra,2016,65.535
bra,2017,64.37
bra,2018,64.413
bra,2019,64.92
bra,2020,59.353
bra,2021,60.115
brb,1991,58.29
brb,1992,58.72
brb,1993,58.126
brb,1994,60.816
brb,1995,61.901
brb,1996,64.638
brb,1997,65.456
brb,1998,67.825
brb,1999,68.867
brb,2000,69.78
brb,2001,69.875
brb,2002,68.41
brb,2003,67.977
brb,2004,68.899
brb,2005,69.621
brb,2006,67.898
brb,2007,69.537
brb,2008,68.286
brb,2009,65.002
brb,2010,63.996
brb,2011,65.55
brb,2012,64.044
brb,2013,63.59
brb,2014,59.745
brb,2015,60.256
brb,2016,63.905
brb,2017,62.796
brb,2018,62.533
brb,2019,59.592
brb,2020,56.084
brb,2021,56.407
brn,1991,79.201
brn,1992,78.751
brn,1993,78.455
brn,1994,78.015
brn,1995,77.632
brn,1996,77.367
brn,1997,77.18
brn,1998,76.845
brn,1999,76.395
brn,2000,75.993
brn,2001,75.494
brn,2002,75.032
brn,2003,74.614
brn,2004,74.232
brn,2005,73.782
brn,2006,73.215
brn,2007,72.905
brn,2008,72.527
brn,2009,72.081
brn,2010,71.495
brn,2011,71.015
brn,2012,69.935
brn,2013,68.851
brn,2014,67.671
brn,2015,65.944
brn,2016,64.381
brn,2017,62.588
brn,2018,67.172
brn,2019,68.56
brn,2020,67.667
brn,2021,67.592
btn,1991,80.528
btn,1992,80.271
btn,1993,80.066
btn,1994,79.801
btn,1995,79.543
btn,1996,79.197
btn,1997,78.789
btn,1998,78.329
btn,1999,77.965
btn,2000,77.492
btn,2001,76.777
btn,2002,76.009
btn,2003,75.325
btn,2004,74.246
btn,2005,72.881
btn,2006,72.631
btn,2007,71.935
btn,2008,71.675
btn,2009,71.201
btn,2010,70.298
btn,2011,70.322
btn,2012,64.242
btn,2013,69.793
btn,2014,68.658
btn,2015,68.786
btn,2016,68.607
btn,2017,68.552
btn,2018,68.514
btn,2019,68.419
btn,2020,64.822
btn,2021,65.051
bwa,1991,65.436
bwa,1992,62.967
bwa,1993,60.513
bwa,1994,58.038
bwa,1995,57.607
bwa,1996,57.196
bwa,1997,57.027
bwa,1998,56.73
bwa,1999,57.215
bwa,2000,57.541
bwa,2001,56.721
bwa,2002,54.549
bwa,2003,52.339
bwa,2004,53.397
bwa,2005,54.473
bwa,2006,55.547
bwa,2007,57.134
bwa,2008,58.724
bwa,2009,60.275
bwa,2010,56.397
bwa,2011,55.745
bwa,2012,55.112
bwa,2013,54.526
bwa,2014,53.848
bwa,2015,53.161
bwa,2016,52.524
bwa,2017,51.834
bwa,2018,51.162
bwa,2019,50.472
bwa,2020,49.622
bwa,2021,49.733
caf,1991,75.659
caf,1992,75.589
caf,1993,75.508
caf,1994,75.44
caf,1995,75.363
caf,1996,75.374
caf,1997,75.373
caf,1998,75.394
caf,1999,75.365
caf,2000,75.325
caf,2001,75.449
caf,2002,75.461
caf,2003,75.491
caf,2004,75.564
caf,2005,75.597
caf,2006,75.768
caf,2007,75.915
caf,2008,76.081
caf,2009,76.148
caf,2010,76.06
caf,2011,76.335
caf,2012,76.577
caf,2013,76.716
caf,2014,76.776
caf,2015,76.782
caf,2016,76.56
caf,2017,76.311
caf,2018,76.052
caf,2019,75.753
caf,2020,74.701
caf,2021,74.899
can,1991,66.907
can,1992,64.979
can,1993,64.548
can,1994,65.135
can,1995,65.349
can,1996,65.019
can,1997,65.542
can,1998,65.978
can,1999,66.723
can,2000,67.322
can,2001,66.835
can,2002,67.076
can,2003,67.591
can,2004,67.693
can,2005,67.689
can,2006,67.604
can,2007,67.9
can,2008,67.945
can,2009,65.044
can,2010,65.259
can,2011,65.715
can,2012,65.53
can,2013,65.561
can,2014,65.355
can,2015,65.331
can,2016,64.872
can,2017,65.404
can,2018,65.362
can,2019,65.866
can,2020,62.106
can,2021,64.378
chanisl,1991,67.114
chanisl,1992,66.469
chanisl,1993,65.841
chanisl,1994,65.762
chanisl,1995,66.083
chanisl,1996,65.827
chanisl,1997,65.716
chanisl,1998,65.995
chanisl,1999,65.947
chanisl,2000,66.097
chanisl,2001,66.405
chanisl,2002,65.011
chanisl,2003,64.577
chanisl,2004,64.106
chanisl,2005,64.495
chanisl,2006,64.702
chanisl,2007,65.235
chanisl,2008,65.34
chanisl,2009,63.667
chanisl,2010,62.786
chanisl,2011,63.457
chanisl,2012,62.779
chanisl,2013,62.318
chanisl,2014,62.424
chanisl,2015,62.731
chanisl,2016,63.002
chanisl,2017,63.3
chanisl,2018,63.653
chanisl,2019,63.622
chanisl,2020,62.307
chanisl,2021,62.548
che,1991,79.869
che,1992,78.41
che,1993,77.816
che,1994,76.501
che,1995,76.756
che,1996,76.319
che,1997,75.196
che,1998,76.004
che,1999,76.017
che,2000,75.988
che,2001,76.074
che,2002,74.579
che,2003,73.865
che,2004,72.964
che,2005,72.177
che,2006,72.842
che,2007,73.548
che,2008,73.333
che,2009,72.405
che,2010,71.02
che,2011,71.638
che,2012,71.304
che,2013,70.773
che,2014,70.66
che,2015,70.729
che,2016,70.885
che,2017,71.054
che,2018,70.986
che,2019,70.613
che,2020,69.963
che,2021,69.025
chl,1991,71.541
chl,1992,73.101
chl,1993,73.213
chl,1994,72.487
chl,1995,73.748
chl,1996,72.778
chl,1997,72.21
chl,1998,71.805
chl,1999,68.408
chl,2000,67.934
chl,2001,67.074
chl,2002,66.604
chl,2003,66.837
chl,2004,66.159
chl,2005,66.566
chl,2006,67.754
chl,2007,68.054
chl,2008,68.025
chl,2009,65.43
chl,2010,67.037
chl,2011,68.406
chl,2012,68.124
chl,2013,68.123
chl,2014,67.354
chl,2015,67.45
chl,2016,67.004
chl,2017,66.842
chl,2018,66.113
chl,2019,65.388
chl,2020,59.181
chl,2021,59.696
chn,1991,82.601
chn,1992,82.399
chn,1993,81.896
chn,1994,81.495
chn,1995,81.195
chn,1996,80.876
chn,1997,80.563
chn,1998,80.342
chn,1999,80.117
chn,2000,79.89
chn,2001,78.972
chn,2002,78.14
chn,2003,77.395
chn,2004,77.03
chn,2005,76.547
chn,2006,76.163
chn,2007,75.76
chn,2008,75.066
chn,2009,74.462
chn,2010,74.127
chn,2011,74.143
chn,2012,73.785
chn,2013,73.426
chn,2014,73.185
chn,2015,72.93
chn,2016,72.656
chn,2017,72.259
chn,2018,71.902
chn,2019,71.308
chn,2020,70.351
chn,2021,70.382
civ,1991,76.159
civ,1992,75.972
civ,1993,76.466
civ,1994,76.939
civ,1995,77.426
civ,1996,77.463
civ,1997,77.455
civ,1998,77.445
civ,1999,76.603
civ,2000,75.748
civ,2001,74.915
civ,2002,74.055
civ,2003,73.195
civ,2004,72.337
civ,2005,71.457
civ,2006,70.563
civ,2007,69.66
civ,2008,68.748
civ,2009,67.826
civ,2010,66.882
civ,2011,65.895
civ,2012,65.043
civ,2013,66.683
civ,2014,66.2
civ,2015,65.698
civ,2016,65.174
civ,2017,63.785
civ,2018,63.606
civ,2019,63.43
civ,2020,62.736
civ,2021,62.947
cmr,1991,80.213
cmr,1992,80.071
cmr,1993,79.818
cmr,1994,79.707
cmr,1995,79.441
cmr,1996,79.198
cmr,1997,79.329
cmr,1998,79.407
cmr,1999,79.474
cmr,2000,79.528
cmr,2001,79.67
cmr,2002,80.419
cmr,2003,81.174
cmr,2004,81.94
cmr,2005,82.662
cmr,2006,83.294
cmr,2007,83.905
cmr,2008,82.457
cmr,2009,80.915
cmr,2010,79.283
cmr,2011,79.323
cmr,2012,79.354
cmr,2013,79.374
cmr,2014,79.374
cmr,2015,79.265
cmr,2016,79.156
cmr,2017,79.021
cmr,2018,78.869
cmr,2019,78.693
cmr,2020,77.793
cmr,2021,78.062
cod,1991,70.913
cod,1992,70.997
cod,1993,71.055
cod,1994,71.094
cod,1995,71.047
cod,1996,71.147
cod,1997,71.174
cod,1998,71.164
cod,1999,71.111
cod,2000,71.061
cod,2001,71.142
cod,2002,71.199
cod,2003,71.234
cod,2004,71.251
cod,2005,71.25
cod,2006,70.513
cod,2007,69.776
cod,2008,69.031
cod,2009,68.272
cod,2010,67.531
cod,2011,66.771
cod,2012,66.007
cod,2013,66.071
cod,2014,66.098
cod,2015,66.077
cod,2016,66.086
cod,2017,66.062
cod,2018,65.997
cod,2019,65.882
cod,2020,64.75
cod,2021,64.885
cog,1991,57.925
cog,1992,57.72
cog,1993,57.483
cog,1994,57.249
cog,1995,57.11
cog,1996,56.947
cog,1997,56.77
cog,1998,56.658
cog,1999,56.499
cog,2000,56.436
cog,2001,56.374
cog,2002,56.327
cog,2003,56.259
cog,2004,56.242
cog,2005,56.258
cog,2006,56.172
cog,2007,56.026
cog,2008,56.038
cog,2009,56.002
cog,2010,55.908
cog,2011,55.983
cog,2012,56.097
cog,2013,56.07
cog,2014,56.109
cog,2015,56.021
cog,2016,55.887
cog,2017,55.791
cog,2018,55.622
cog,2019,55.451
cog,2020,52.814
cog,2021,53.17
col,1991,76.793
col,1992,77.568
col,1993,78.852
col,1994,79.034
col,1995,77.873
col,1996,75.564
col,1997,75.205
col,1998,72.76
col,1999,68.42
col,2000,68.531
col,2001,72.855
col,2002,71.981
col,2003,73.428
col,2004,72.604
col,2005,73.416
col,2006,72.89
col,2007,71.802
col,2008,71.834
col,2009,73.323
col,2010,74.045
col,2011,75.157
col,2012,75.757
col,2013,75.572
col,2014,75.997
col,2015,76.367
col,2016,75.528
col,2017,75.231
col,2018,74.785
col,2019,73.394
col,2020,66.609
col,2021,69.023
com,1991,50.922
com,1992,50.946
com,1993,50.861
com,1994,50.718
com,1995,50.578
com,1996,50.385
com,1997,50.19
com,1998,49.937
com,1999,49.662
com,2000,49.381
com,2001,49.101
com,2002,48.818
com,2003,48.519
com,2004,48.224
com,2005,48.668
com,2006,49.106
com,2007,49.534
com,2008,49.976
com,2009,50.4
com,2010,50.826
com,2011,51.247
com,2012,51.66
com,2013,52.077
com,2014,52.474
com,2015,52.275
com,2016,52.128
com,2017,51.936
com,2018,51.711
com,2019,51.463
com,2020,50.105
com,2021,50.227
cpv,1991,75.171
cpv,1992,74.684
cpv,1993,74.139
cpv,1994,73.627
cpv,1995,73.031
cpv,1996,72.426
cpv,1997,71.795
cpv,1998,71.126
cpv,1999,70.398
cpv,2000,69.637
cpv,2001,68.805
cpv,2002,68.002
cpv,2003,67.171
cpv,2004,66.369
cpv,2005,65.554
cpv,2006,64.936
cpv,2007,64.375
cpv,2008,63.798
cpv,2009,63.256
cpv,2010,62.78
cpv,2011,62.049
cpv,2012,61.363
cpv,2013,60.736
cpv,2014,60.138
cpv,2015,59.549
cpv,2016,58.964
cpv,2017,58.38
cpv,2018,54.37
cpv,2019,56.465
cpv,2020,51.024
cpv,2021,51.998
cri,1991,76.094
cri,1992,76.239
cri,1993,76.962
cri,1994,76.921
cri,1995,77.057
cri,1996,74.072
cri,1997,75.577
cri,1998,76.901
cri,1999,75.921
cri,2000,76.056
cri,2001,75.867
cri,2002,74.957
cri,2003,74.994
cri,2004,74.628
cri,2005,75.722
cri,2006,75.769
cri,2007,77.184
cri,2008,75.001
cri,2009,71.758
cri,2010,70.146
cri,2011,67.389
cri,2012,69.372
cri,2013,69.075
cri,2014,69.868
cri,2015,68.513
cri,2016,66.758
cri,2017,67.648
cri,2018,68.225
cri,2019,67.559
cri,2020,61.161
cri,2021,61.424
cub,1991,65.134
cub,1992,65.123
cub,1993,65.112
cub,1994,65.171
cub,1995,65.094
cub,1996,65.388
cub,1997,65.461
cub,1998,65.717
cub,1999,65.733
cub,2000,65.962
cub,2001,66.395
cub,2002,66.694
cub,2003,67.119
cub,2004,67.007
cub,2005,66.705
cub,2006,66.579
cub,2007,66.514
cub,2008,66.816
cub,2009,68.086
cub,2010,66.802
cub,2011,67.754
cub,2012,67.495
cub,2013,67.684
cub,2014,68.252
cub,2015,68.376
cub,2016,68.814
cub,2017,69.05
cub,2018,69.256
cub,2019,69.393
cub,2020,66.059
cub,2021,66.664
cyp,1991,75.083
cyp,1992,73.875
cyp,1993,73.588
cyp,1994,73.054
cyp,1995,72.687
cyp,1996,71.956
cyp,1997,71.246
cyp,1998,70.763
cyp,1999,69.216
cyp,2000,69.483
cyp,2001,70.045
cyp,2002,69.719
cyp,2003,70.035
cyp,2004,70.287
cyp,2005,70.088
cyp,2006,70.109
cyp,2007,70.734
cyp,2008,70.497
cyp,2009,67.368
cyp,2010,66.707
cyp,2011,64.722
cyp,2012,61.564
cyp,2013,58.378
cyp,2014,57.448
cyp,2015,57.025
cyp,2016,58.01
cyp,2017,59.422
cyp,2018,62.205
cyp,2019,64.375
cyp,2020,63.839
cyp,2021,65.082
cze,1991,69.568
cze,1992,69.71
cze,1993,68.858
cze,1994,68.874
cze,1995,69.036
cze,1996,69.088
cze,1997,68.025
cze,1998,67.036
cze,1999,64.978
cze,2000,64.204
cze,2001,64.223
cze,2002,64.847
cze,2003,64.253
cze,2004,63.277
cze,2005,64.287
cze,2006,64.589
cze,2007,65.457
cze,2008,65.859
cze,2009,64.331
cze,2010,63.702
cze,2011,63.596
cze,2012,63.609
cze,2013,64.06
cze,2014,64.718
cze,2015,65.135
cze,2016,66.076
cze,2017,66.942
cze,2018,67.493
cze,2019,67.364
cze,2020,66.617
cze,2021,66.506
deu,1991,68.627
deu,1992,67.128
deu,1993,65.439
deu,1994,64.195
deu,1995,63.759
deu,1996,62.555
deu,1997,61.574
deu,1998,61.366
deu,1999,61.644
deu,2000,61.582
deu,2001,61.087
deu,2002,59.995
deu,2003,58.733
deu,2004,57.48
deu,2005,58.638
deu,2006,59.504
deu,2007,60.609
deu,2008,61.413
deu,2009,60.845
deu,2010,61.179
deu,2011,62.507
deu,2012,62.745
deu,2013,62.759
deu,2014,62.821
deu,2015,62.607
deu,2016,63.631
deu,2017,63.969
deu,2018,64.279
deu,2019,65.099
deu,2020,63.748
deu,2021,63.489
dji,1991,42.266
dji,1992,42.202
dji,1993,41.918
dji,1994,41.727
dji,1995,41.59
dji,1996,41.374
dji,1997,41.277
dji,1998,41.222
dji,1999,41.125
