geo,time,sl_emp_totl_sp_ma_zs
khm,1996,81.295
khm,1997,81.215
khm,1998,81.148
khm,1999,81.187
khm,2000,80.454
khm,2001,84.779
khm,2002,84.808
khm,2003,84.907
khm,2004,85.044
khm,2005,85.888
khm,2006,86.628
khm,2007,87.361
khm,2008,87.121
khm,2009,86.633
khm,2010,87.918
khm,2011,88.787
khm,2012,87.613
khm,2013,86.279
khm,2014,86.145
khm,2015,86.073
khm,2016,87.553
khm,2017,86.757
khm,2018,86.683
khm,2019,86.606
khm,2020,85.548
khm,2021,85.477
kor,1991,72.626
kor,1992,73.163
kor,1993,72.805
kor,1994,73.775
kor,1995,74.277
kor,1996,74.079
kor,1997,73.608
kor,1998,68.877
kor,1999,68.783
kor,2000,70.796
kor,2001,71.101
kor,2002,72.343
kor,2003,72.039
kor,2004,72.305
kor,2005,71.871
kor,2006,71.656
kor,2007,71.711
kor,2008,71.127
kor,2009,70.232
kor,2010,70.289
kor,2011,70.728
kor,2012,71.034
kor,2013,71.099
kor,2014,71.743
kor,2015,71.441
kor,2016,71.184
kor,2017,71.193
kor,2018,70.752
kor,2019,70.611
kor,2020,69.779
kor,2021,69.901
kwt,1991,80.617
kwt,1992,80.306
kwt,1993,80.143
kwt,1994,79.975
kwt,1995,79.432
kwt,1996,79.402
kwt,1997,79.429
kwt,1998,79.503
kwt,1999,79.831
kwt,2000,79.777
kwt,2001,79.776
kwt,2002,79.479
kwt,2003,78.662
kwt,2004,79.219
kwt,2005,80.083
kwt,2006,81.096
kwt,2007,81.862
kwt,2008,82.683
kwt,2009,83.591
kwt,2010,84.047
kwt,2011,84.691
kwt,2012,85.249
kwt,2013,85.757
kwt,2014,86.236
kwt,2015,87.168
kwt,2016,87.909
kwt,2017,87.964
kwt,2018,87.729
kwt,2019,87.544
kwt,2020,80.537
kwt,2021,82.122
lao,1991,80.548
lao,1992,80.56
lao,1993,80.521
lao,1994,80.567
lao,1995,80.437
lao,1996,80.358
lao,1997,80.281
lao,1998,80.07
lao,1999,80.151
lao,2000,80.017
lao,2001,79.945
lao,2002,79.882
lao,2003,79.818
lao,2004,79.757
lao,2005,79.706
lao,2006,79.642
lao,2007,79.521
lao,2008,79.424
lao,2009,79.316
lao,2010,79.226
lao,2011,79.086
lao,2012,78.942
lao,2013,78.789
lao,2014,78.633
lao,2015,78.479
lao,2016,78.331
lao,2017,78.182
lao,2018,78.038
lao,2019,77.93
lao,2020,77.122
lao,2021,77.077
lbn,1991,66.324
lbn,1992,65.246
lbn,1993,64.632
lbn,1994,64.224
lbn,1995,63.892
lbn,1996,63.172
lbn,1997,63.114
lbn,1998,62.968
lbn,1999,63.14
lbn,2000,63.227
lbn,2001,62.935
lbn,2002,62.739
lbn,2003,62.607
lbn,2004,62.215
lbn,2005,61.134
lbn,2006,60.265
lbn,2007,59.493
lbn,2008,59.954
lbn,2009,60.429
lbn,2010,59.789
lbn,2011,59.926
lbn,2012,60.093
lbn,2013,60.177
lbn,2014,60.266
lbn,2015,60.379
lbn,2016,60.182
lbn,2017,59.906
lbn,2018,59.743
lbn,2019,59.818
lbn,2020,56.379
lbn,2021,55.879
lbr,1991,82.282
lbr,1992,82.098
lbr,1993,81.86
lbr,1994,81.652
lbr,1995,81.632
lbr,1996,81.545
lbr,1997,81.43
lbr,1998,81.349
lbr,1999,81.228
lbr,2000,81.033
lbr,2001,81.069
lbr,2002,81.083
lbr,2003,81.025
lbr,2004,81.006
lbr,2005,81.015
lbr,2006,81.057
lbr,2007,81.087
lbr,2008,81.105
lbr,2009,81.089
lbr,2010,81.012
lbr,2011,80.951
lbr,2012,80.848
lbr,2013,80.702
lbr,2014,80.506
lbr,2015,80.306
lbr,2016,78.962
lbr,2017,78.796
lbr,2018,78.597
lbr,2019,78.379
lbr,2020,75.531
lbr,2021,75.939
lby,1991,51.64
lby,1992,51.522
lby,1993,51.509
lby,1994,51.538
lby,1995,51.437
lby,1996,51.538
lby,1997,51.521
lby,1998,51.524
lby,1999,51.526
lby,2000,51.535
lby,2001,51.478
lby,2002,51.455
lby,2003,51.511
lby,2004,51.429
lby,2005,51.452
lby,2006,51.413
lby,2007,51.411
lby,2008,51.392
lby,2009,51.377
lby,2010,51.418
lby,2011,51.344
lby,2012,51.536
lby,2013,51.291
lby,2014,51.273
lby,2015,51.217
lby,2016,51.176
lby,2017,51.211
lby,2018,51.107
lby,2019,50.935
lby,2020,50.232
lby,2021,51.49
lca,1991,68.336
lca,1992,68.241
lca,1993,67.994
lca,1994,67.579
lca,1995,67.837
lca,1996,66.19
lca,1997,62.937
lca,1998,62.454
lca,1999,63.692
lca,2000,65.919
lca,2001,63.857
lca,2002,61.977
lca,2003,61.871
lca,2004,61.449
lca,2005,63.061
lca,2006,64.826
lca,2007,66.297
lca,2008,65.363
lca,2009,62.632
lca,2010,61.227
lca,2011,59.827
lca,2012,61.115
lca,2013,59.801
lca,2014,60.682
lca,2015,61.432
lca,2016,62.317
lca,2017,63.112
lca,2018,63.251
lca,2019,63.86
lca,2020,61.956
lca,2021,62.146
lka,1991,69.002
lka,1992,68.487
lka,1993,68.325
lka,1994,69.142
lka,1995,67.675
lka,1996,69.221
lka,1997,69.544
lka,1998,71.477
lka,1999,72.202
lka,2000,70.817
lka,2001,70.509
lka,2002,70.034
lka,2003,70.485
lka,2004,70.23
lka,2005,70.549
lka,2006,71.018
lka,2007,71.229
lka,2008,71.62
lka,2009,71.014
lka,2010,71.611
lka,2011,71.449
lka,2012,72.235
lka,2013,71.778
lka,2014,71.601
lka,2015,71.673
lka,2016,72.001
lka,2017,71.714
lka,2018,70.213
lka,2019,69.375
lka,2020,65.325
lka,2021,65.84
lso,1991,59.723
lso,1992,59.069
lso,1993,58.356
lso,1994,57.743
lso,1995,57.103
lso,1996,56.792
lso,1997,56.463
lso,1998,56.545
lso,1999,56.62
lso,2000,56.768
lso,2001,56.826
lso,2002,56.835
lso,2003,56.914
lso,2004,56.907
lso,2005,56.958
lso,2006,56.999
lso,2007,57.033
lso,2008,57.08
lso,2009,57.036
lso,2010,57.129
lso,2011,57.144
lso,2012,57.181
lso,2013,57.153
lso,2014,56.928
lso,2015,56.678
lso,2016,56.568
lso,2017,56.345
lso,2018,56.184
lso,2019,56.015
lso,2020,53.597
lso,2021,53.892
ltu,1991,68.422
ltu,1992,69.097
ltu,1993,60.796
ltu,1994,61.171
ltu,1995,58.342
ltu,1996,58.95
ltu,1997,60.27
ltu,1998,59.27
ltu,1999,58.385
ltu,2000,54.421
ltu,2001,52.788
ltu,2002,56.777
ltu,2003,58.052
ltu,2004,57.343
ltu,2005,57.783
ltu,2006,57.668
ltu,2007,59.401
ltu,2008,58.465
ltu,2009,51.396
ltu,2010,48.873
ltu,2011,51.789
ltu,2012,53.628
ltu,2013,55.759
ltu,2014,57.131
ltu,2015,58.332
ltu,2016,60.01
ltu,2017,60.743
ltu,2018,62.948
ltu,2019,63.096
ltu,2020,62.495
ltu,2021,62.201
lux,1991,68.022
lux,1992,67.751
lux,1993,67.46
lux,1994,65.758
lux,1995,65.122
lux,1996,63.944
lux,1997,63.649
lux,1998,63.523
lux,1999,63.342
lux,2000,64.863
lux,2001,64.734
lux,2002,65.24
lux,2003,63.221
lux,2004,62.606
lux,2005,62.868
lux,2006,62.527
lux,2007,62.222
lux,2008,61.435
lux,2009,63.758
lux,2010,63.343
lux,2011,62.581
lux,2012,62.741
lux,2013,62.755
lux,2014,62.807
lux,2015,61.41
lux,2016,60.423
lux,2017,60.102
lux,2018,60.513
lux,2019,61.718
lux,2020,60.275
lux,2021,62.432
lva,1991,66.269
lva,1992,65.057
lva,1993,58.416
lva,1994,56.881
lva,1995,56.676
lva,1996,55.344
lva,1997,58.385
lva,1998,57.766
lva,1999,57.823
lva,2000,55.243
lva,2001,54.702
lva,2002,56.295
lva,2003,56.976
lva,2004,58.269
lva,2005,58.959
lva,2006,62.611
lva,2007,64.537
lva,2008,63.753
lva,2009,53.019
lva,2010,50.228
lva,2011,53.105
lva,2012,55.662
lva,2013,57.757
lva,2014,58.596
lva,2015,59.918
lva,2016,59.788
lva,2017,61.169
lva,2018,62.615
lva,2019,63.13
lva,2020,62.312
lva,2021,61.272
mac,1991,70.947
mac,1992,70.387
mac,1993,71.693
mac,1994,72.814
mac,1995,72.826
mac,1996,73.484
mac,1997,75.384
mac,1998,72.925
mac,1999,70.166
mac,2000,68.382
mac,2001,67.738
mac,2002,66.793
mac,2003,64.465
mac,2004,66.115
mac,2005,67.754
mac,2006,70.904
mac,2007,73.542
mac,2008,75.082
mac,2009,74.779
mac,2010,74.786
mac,2011,75.789
mac,2012,76.769
mac,2013,76.692
mac,2014,78.433
mac,2015,78.156
mac,2016,75.985
mac,2017,74.083
mac,2018,73.647
mac,2019,72.832
mac,2020,71.667
mac,2021,70.007
mar,1991,69.773
mar,1992,69.768
mar,1993,69.881
mar,1994,69.274
mar,1995,69.373
mar,1996,68.77
mar,1997,68.538
mar,1998,68.101
mar,1999,67.798
mar,2000,68.044
mar,2001,68.561
mar,2002,68.987
mar,2003,68.523
mar,2004,68.978
mar,2005,68.595
mar,2006,69.216
mar,2007,69.001
mar,2008,68.821
mar,2009,68.747
mar,2010,68.086
mar,2011,67.995
mar,2012,67.105
mar,2013,66.18
mar,2014,65.325
mar,2015,64.844
mar,2016,64.346
mar,2017,62.838
mar,2018,62.677
mar,2019,62.573
mar,2020,58.331
mar,2021,58.857
mda,1991,60.568
mda,1992,59.781
mda,1993,60.004
mda,1994,58.661
mda,1995,58.972
mda,1996,57.459
mda,1997,57.269
mda,1998,56.204
mda,1999,55.568
mda,2000,57.699
mda,2001,56.211
mda,2002,54.457
mda,2003,49.268
mda,2004,46.511
mda,2005,45.825
mda,2006,45.496
mda,2007,44.791
mda,2008,45.175
mda,2009,42.574
mda,2010,40.856
mda,2011,42.063
mda,2012,40.559
mda,2013,41.8
mda,2014,44.784
mda,2015,45.327
mda,2016,46.098
mda,2017,43.113
mda,2018,38.545
mda,2019,44.169
mda,2020,43.077
mda,2021,42.107
mdg,1991,85.441
mdg,1992,85.373
mdg,1993,85.241
mdg,1994,85.087
mdg,1995,84.964
mdg,1996,84.883
mdg,1997,84.799
mdg,1998,84.691
mdg,1999,84.572
mdg,2000,84.425
mdg,2001,84.815
mdg,2002,85.302
mdg,2003,86.069
mdg,2004,86.923
mdg,2005,87.793
mdg,2006,87.519
mdg,2007,87.244
mdg,2008,86.969
mdg,2009,86.641
mdg,2010,86.377
mdg,2011,87.562
mdg,2012,88.754
mdg,2013,88.383
mdg,2014,88.012
mdg,2015,87.636
mdg,2016,87.468
mdg,2017,87.308
mdg,2018,87.153
mdg,2019,87.005
mdg,2020,85.195
mdg,2021,85.399
mdv,1991,76.202
mdv,1992,75.755
mdv,1993,75.224
mdv,1994,74.597
mdv,1995,73.869
mdv,1996,73.406
mdv,1997,72.862
mdv,1998,72.248
mdv,1999,71.57
mdv,2000,70.84
mdv,2001,69.397
mdv,2002,67.844
mdv,2003,66.299
mdv,2004,64.913
mdv,2005,63.724
mdv,2006,61.788
mdv,2007,60.7
mdv,2008,59.294
mdv,2009,58.208
mdv,2010,58.974
mdv,2011,59.86
mdv,2012,60.849
mdv,2013,61.656
mdv,2014,62.544
mdv,2015,63.504
mdv,2016,64.374
mdv,2017,64.357
mdv,2018,64.501
mdv,2019,64.789
mdv,2020,62.464
mdv,2021,63.317
mex,1991,81.226
mex,1992,81.683
mex,1993,82.083
mex,1994,80.195
mex,1995,77.492
mex,1996,78.625
mex,1997,80.368
mex,1998,80.553
mex,1999,80.65
mex,2000,79.443
mex,2001,78.64
mex,2002,77.455
mex,2003,77.21
mex,2004,76.986
mex,2005,76.951
mex,2006,77.322
mex,2007,76.886
mex,2008,76.364
mex,2009,74.393
mex,2010,74.144
mex,2011,74.116
mex,2012,74.629
mex,2013,74.351
mex,2014,74.235
mex,2015,74.433
mex,2016,74.459
mex,2017,74.668
mex,2018,74.617
mex,2019,74.205
mex,2020,68.017
mex,2021,72.031
mkd,1991,54.864
mkd,1992,53.174
mkd,1993,51.89
mkd,1994,50.207
mkd,1995,45.96
mkd,1996,43.519
mkd,1997,44.472
mkd,1998,44.492
mkd,1999,44.641
mkd,2000,44.698
mkd,2001,45.145
mkd,2002,43.599
mkd,2003,41.405
mkd,2004,41.343
mkd,2005,41.298
mkd,2006,42.884
mkd,2007,43.326
mkd,2008,44.988
mkd,2009,46.728
mkd,2010,46.737
mkd,2011,46.117
mkd,2012,46.216
mkd,2013,47.809
mkd,2014,49.182
mkd,2015,49.408
mkd,2016,51.14
mkd,2017,52.287
mkd,2018,53.107
mkd,2019,55.223
mkd,2020,52.118
mkd,2021,53.281
mli,1991,77.755
mli,1992,77.75
mli,1993,77.775
mli,1994,77.745
mli,1995,77.671
mli,1996,77.768
mli,1997,77.774
mli,1998,77.306
mli,1999,76.813
mli,2000,76.311
mli,2001,75.997
mli,2002,75.539
mli,2003,75.165
mli,2004,74.699
mli,2005,73.778
mli,2006,72.925
mli,2007,72.025
mli,2008,73.407
mli,2009,74.753
mli,2010,76.069
mli,2011,76.915
mli,2012,77.157
mli,2013,77.381
mli,2014,75.981
mli,2015,74.485
mli,2016,74.825
mli,2017,75.16
mli,2018,75.01
mli,2019,74.82
mli,2020,73.907
mli,2021,74.186
mlt,1991,69.05
mlt,1992,68.808
mlt,1993,68.369
mlt,1994,67.946
mlt,1995,67.641
mlt,1996,67.55
mlt,1997,66.897
mlt,1998,66.747
mlt,1999,66.464
mlt,2000,65.987
mlt,2001,67.047
mlt,2002,66.091
mlt,2003,66.013
mlt,2004,65.358
mlt,2005,64.111
mlt,2006,64.115
mlt,2007,63.9
mlt,2008,63.308
mlt,2009,62.478
mlt,2010,62.62
mlt,2011,63.128
mlt,2012,62.57
mlt,2013,63.11
mlt,2014,63.656
mlt,2015,64.324
mlt,2016,65.257
mlt,2017,66.29
mlt,2018,67.78
mlt,2019,69.105
mlt,2020,68.503
mlt,2021,68.685
mmr,1991,78.062
mmr,1992,78.381
mmr,1993,78.496
mmr,1994,78.675
mmr,1995,78.819
mmr,1996,78.946
mmr,1997,79.05
mmr,1998,79.161
mmr,1999,79.394
mmr,2000,79.628
mmr,2001,79.762
mmr,2002,79.893
mmr,2003,80.01
mmr,2004,80.073
mmr,2005,80.098
mmr,2006,80.083
mmr,2007,80.033
mmr,2008,79.96
mmr,2009,79.873
mmr,2010,79.761
mmr,2011,79.658
mmr,2012,79.56
mmr,2013,79.423
mmr,2014,79.268
mmr,2015,79.115
mmr,2016,77.443
mmr,2017,75.723
mmr,2018,75.823
mmr,2019,74.514
mmr,2020,71.187
mmr,2021,68.577
mne,1991,44.064
mne,1992,44.087
mne,1993,44.027
mne,1994,43.493
mne,1995,42.977
mne,1996,42.723
mne,1997,42.666
mne,1998,42.495
mne,1999,43.063
mne,2000,42.519
mne,2001,42.472
mne,2002,42.286
mne,2003,42.092
mne,2004,41.794
mne,2005,41.6
mne,2006,43.537
mne,2007,45.751
mne,2008,46.688
mne,2009,45.793
mne,2010,45.314
mne,2011,44.961
mne,2012,45.684
mne,2013,45.462
mne,2014,48.927
mne,2015,49.455
mne,2016,50.525
mne,2017,52.656
mne,2018,54.503
mne,2019,55.673
mne,2020,50.002
mne,2021,50.959
mng,1991,60.594
mng,1992,60.813
mng,1993,60.988
mng,1994,61.039
mng,1995,60.985
mng,1996,60.877
mng,1997,60.822
mng,1998,60.74
mng,1999,60.669
mng,2000,60.611
mng,2001,60.57
mng,2002,60.489
mng,2003,59.746
mng,2004,59.818
mng,2005,59.759
mng,2006,59.788
mng,2007,59.824
mng,2008,59.222
mng,2009,59.81
mng,2010,60.09
mng,2011,63.076
mng,2012,63.109
mng,2013,62.717
mng,2014,62.627
mng,2015,62.434
mng,2016,59.429
mng,2017,60.938
mng,2018,63.45
mng,2019,64.102
mng,2020,61.592
mng,2021,61.705
moz,1991,78.108
moz,1992,77.686
moz,1993,77.484
moz,1994,77.223
moz,1995,76.974
moz,1996,77.071
moz,1997,77.08
moz,1998,77.727
moz,1999,78.378
moz,2000,78.951
moz,2001,79.623
moz,2002,80.21
moz,2003,80.786
moz,2004,80.54
moz,2005,80.279
moz,2006,80.036
moz,2007,79.765
moz,2008,79.495
moz,2009,79.22
moz,2010,78.949
moz,2011,78.678
moz,2012,78.4
moz,2013,78.119
moz,2014,77.84
moz,2015,77.553
moz,2016,77.424
moz,2017,77.277
moz,2018,77.108
moz,2019,76.927
moz,2020,75.935
moz,2021,76.099
mrt,1991,66.867
mrt,1992,66.852
mrt,1993,66.819
mrt,1994,66.696
mrt,1995,66.651
mrt,1996,66.508
mrt,1997,66.325
mrt,1998,66.201
mrt,1999,66.022
mrt,2000,65.78
mrt,2001,65.128
mrt,2002,64.467
mrt,2003,63.82
mrt,2004,63.139
mrt,2005,62.482
mrt,2006,61.849
mrt,2007,61.09
mrt,2008,60.422
mrt,2009,59.749
mrt,2010,59.085
mrt,2011,58.418
mrt,2012,57.745
mrt,2013,57.549
mrt,2014,57.356
mrt,2015,57.168
mrt,2016,56.961
mrt,2017,56.781
mrt,2018,56.598
mrt,2019,56.427
mrt,2020,55.511
mrt,2021,55.486
mus,1991,74.262
mus,1992,74.098
mus,1993,74.04
mus,1994,73.993
mus,1995,73.848
mus,1996,73.602
mus,1997,73.294
mus,1998,72.942
mus,1999,72.542
mus,2000,72.187
mus,2001,71.932
mus,2002,72.922
mus,2003,72.99
mus,2004,73.025
mus,2005,72.448
mus,2006,71.696
mus,2007,71.125
mus,2008,71.15
mus,2009,70.711
mus,2010,70.562
mus,2011,69.534
mus,2012,69.619
mus,2013,69.758
mus,2014,69.702
mus,2015,69.353
mus,2016,69.42
mus,2017,69.453
mus,2018,68.433
mus,2019,68.775
mus,2020,66.807
mus,2021,66.987
mwi,1991,75.015
mwi,1992,74.971
mwi,1993,74.982
mwi,1994,74.872
mwi,1995,75.01
mwi,1996,75.129
mwi,1997,75.287
mwi,1998,75.46
mwi,1999,75.701
mwi,2000,75.941
mwi,2001,76.159
mwi,2002,76.427
mwi,2003,76.683
mwi,2004,76.922
mwi,2005,77.153
mwi,2006,77.394
mwi,2007,77.648
mwi,2008,77.873
mwi,2009,78.107
mwi,2010,78.33
mwi,2011,78.55
mwi,2012,78.763
mwi,2013,78.999
mwi,2014,78.936
mwi,2015,78.851
mwi,2016,78.721
mwi,2017,78.605
mwi,2018,78.319
mwi,2019,78.006
mwi,2020,75.495
mwi,2021,75.773
mys,1991,76.183
mys,1992,77.578
mys,1993,78.023
mys,1994,77.345
mys,1995,76.68
mys,1996,78.802
mys,1997,78.19
mys,1998,76.008
mys,1999,75.652
mys,2000,77.028
mys,2001,76.497
mys,2002,75.866
mys,2003,76.651
mys,2004,75.766
mys,2005,74.421
mys,2006,74.749
mys,2007,74.495
mys,2008,73.938
mys,2009,73.478
mys,2010,73.676
mys,2011,74.704
mys,2012,75.326
mys,2013,75.704
mys,2014,75.543
mys,2015,75.377
mys,2016,74.821
mys,2017,74.667
mys,2018,75.06
mys,2019,75.388
mys,2020,74.243
mys,2021,74.1
nam,1991,50.325
nam,1992,50.528
nam,1993,50.645
nam,1994,50.84
nam,1995,49.506
nam,1996,48.161
nam,1997,46.84
nam,1998,47.87
nam,1999,48.916
nam,2000,49.97
nam,2001,49.941
nam,2002,49.953
nam,2003,49.931
nam,2004,49.977
nam,2005,49.854
nam,2006,49.842
nam,2007,49.779
nam,2008,49.706
nam,2009,49.635
nam,2010,49.629
nam,2011,51.442
nam,2012,53.272
nam,2013,53.839
nam,2014,53.993
nam,2015,52.787
nam,2016,51.522
nam,2017,50.495
nam,2018,49.448
nam,2019,49.4
nam,2020,47.96
nam,2021,48.066
ncl,1991,62.022
ncl,1992,61.927
ncl,1993,62.069
ncl,1994,62.193
ncl,1995,62.167
ncl,1996,62.066
ncl,1997,62.358
ncl,1998,62.66
ncl,1999,63.151
ncl,2000,63.4
ncl,2001,63.563
ncl,2002,63.711
ncl,2003,63.776
ncl,2004,63.735
ncl,2005,63.875
ncl,2006,63.967
ncl,2007,63.996
ncl,2008,64.198
ncl,2009,64.492
ncl,2010,63.701
ncl,2011,62.629
ncl,2012,61.543
ncl,2013,60.56
ncl,2014,59.565
ncl,2015,59.517
ncl,2016,59.471
ncl,2017,59.371
ncl,2018,59.288
ncl,2019,59.211
ncl,2020,57.685
ncl,2021,57.759
ner,1991,88.589
ner,1992,88.521
ner,1993,88.387
ner,1994,88.246
ner,1995,88.09
ner,1996,88.062
ner,1997,88.038
ner,1998,88.052
ner,1999,87.98
ner,2000,87.962
ner,2001,88.12
ner,2002,87.861
ner,2003,87.565
ner,2004,87.26
ner,2005,87.033
ner,2006,87.641
ner,2007,88.193
ner,2008,88.757
ner,2009,89.234
ner,2010,89.735
ner,2011,90.251
ner,2012,87.709
ner,2013,86.262
ner,2014,84.605
ner,2015,84.541
ner,2016,84.521
ner,2017,84.466
ner,2018,84.392
ner,2019,84.294
ner,2020,83.418
ner,2021,83.58
nga,1991,62.327
nga,1992,62.235
nga,1993,62.057
nga,1994,61.857
nga,1995,61.631
nga,1996,61.569
nga,1997,61.448
nga,1998,61.301
nga,1999,61.143
nga,2000,61.01
nga,2001,61.053
nga,2002,61.1
nga,2003,61.088
nga,2004,61.099
nga,2005,61.096
nga,2006,61.229
nga,2007,61.327
nga,2008,61.398
nga,2009,61.455
nga,2010,61.494
nga,2011,61.583
nga,2012,59.086
nga,2013,56.543
nga,2014,56.908
nga,2015,57.316
nga,2016,56.078
nga,2017,55.463
nga,2018,55.22
nga,2019,54.978
nga,2020,52.932
nga,2021,53.296
nic,1991,80.565
nic,1992,80.067
nic,1993,79.499
nic,1994,78.992
nic,1995,78.42
nic,1996,79.102
nic,1997,79.71
nic,1998,80.351
nic,1999,80.23
nic,2000,79.954
nic,2001,79.707
nic,2002,79.423
nic,2003,79.228
nic,2004,80.659
nic,2005,80.86
nic,2006,80.378
nic,2007,80.762
nic,2008,79.74
nic,2009,77.976
nic,2010,78.034
nic,2011,78.853
nic,2012,79.618
nic,2013,79.115
nic,2014,79.965
nic,2015,79.465
nic,2016,79.781
nic,2017,80.055
nic,2018,78.456
nic,2019,78.506
nic,2020,76.041
nic,2021,76.562
nld,1991,67.048
nld,1992,67.507
nld,1993,66.404
nld,1994,65.839
nld,1995,66.148
nld,1996,66.792
nld,1997,68.471
nld,1998,69.809
nld,1999,70.265
nld,2000,71.626
nld,2001,72.212
nld,2002,72.455
nld,2003,70.766
nld,2004,69.94
nld,2005,67.881
nld,2006,68.354
nld,2007,69.54
nld,2008,70.332
nld,2009,69.488
nld,2010,67.94
nld,2011,67.238
nld,2012,66.996
nld,2013,65.72
nld,2014,65.458
nld,2015,65.537
nld,2016,65.757
nld,2017,66.244
nld,2018,66.996
nld,2019,67.484
nld,2020,66.746
nld,2021,68.496
nor,1991,64.933
nor,1992,64.398
nor,1993,63.864
nor,1994,64.801
nor,1995,64.95
nor,1996,67.243
nor,1997,69.04
nor,1998,70.312
nor,1999,70.021
nor,2000,70.205
nor,2001,69.686
nor,2002,69.145
nor,2003,67.66
nor,2004,67.214
nor,2005,67.102
nor,2006,68.045
nor,2007,69.014
nor,2008,69.733
nor,2009,67.834
nor,2010,66.834
nor,2011,66.441
nor,2012,66.556
nor,2013,65.983
nor,2014,64.365
nor,2015,64.563
nor,2016,63.318
nor,2017,62.929
nor,2018,63.728
nor,2019,63.552
nor,2020,62.52
nor,2021,68.264
npl,1991,88.945
npl,1992,88.865
npl,1993,88.709
npl,1994,88.38
npl,1995,88.436
npl,1996,88.313
npl,1997,88.288
npl,1998,88.337
npl,1999,88.227
npl,2000,87.96
npl,2001,87.804
npl,2002,87.751
npl,2003,87.393
npl,2004,87.137
npl,2005,86.94
npl,2006,86.696
npl,2007,86.441
npl,2008,86.112
npl,2009,85.682
npl,2010,85.175
npl,2011,84.775
npl,2012,84.232
npl,2013,83.737
npl,2014,83.02
npl,2015,82.572
npl,2016,82.519
npl,2017,81.76
npl,2018,81.712
npl,2019,81.699
npl,2020,75.538
npl,2021,76.574
nzl,1991,65.564
nzl,1992,64.877
nzl,1993,65.536
nzl,1994,67.208
nzl,1995,69.37
nzl,1996,69.778
nzl,1997,69.238
nzl,1998,67.834
nzl,1999,68.085
nzl,2000,68.954
nzl,2001,69.767
nzl,2002,70.719
nzl,2003,70.492
nzl,2004,71.837
nzl,2005,72.387
nzl,2006,72.838
nzl,2007,72.953
nzl,2008,71.954
nzl,2009,69.813
nzl,2010,69.444
nzl,2011,69.499
nzl,2012,68.666
nzl,2013,69.5
nzl,2014,70.743
nzl,2015,70.748
nzl,2016,71.934
nzl,2017,73.27
nzl,2018,73.106
nzl,2019,72.61
nzl,2020,72.328
nzl,2021,72.211
omn,1991,74.024
omn,1992,72.785
omn,1993,71.796
omn,1994,71.199
omn,1995,70.856
omn,1996,71.28
omn,1997,71.771
omn,1998,72.513
omn,1999,73.422
omn,2000,73.963
omn,2001,74.036
omn,2002,74.248
omn,2003,74.45
omn,2004,76.01
omn,2005,77.43
omn,2006,78.555
omn,2007,79.567
omn,2008,80.533
omn,2009,81.514
omn,2010,82.322
omn,2011,82.912
omn,2012,83.535
omn,2013,84.147
omn,2014,84.899
omn,2015,85.848
omn,2016,86.938
omn,2017,87.33
omn,2018,87.725
omn,2019,87.803
omn,2020,82.231
omn,2021,83.585
pak,1991,82.084
pak,1992,82.111
pak,1993,81.014
pak,1994,80.693
pak,1995,81.011
pak,1996,81.698
pak,1997,82.364
pak,1998,81.8
pak,1999,81.883
pak,2000,81.961
pak,2001,82.032
pak,2002,82.104
pak,2003,81.678
pak,2004,81.245
pak,2005,80.103
pak,2006,78.928
pak,2007,78.832
pak,2008,78.451
pak,2009,78.164
pak,2010,78.041
pak,2011,77.297
pak,2012,76.957
pak,2013,76.56
pak,2014,76.345
pak,2015,76.572
pak,2016,76.345
pak,2017,76.153
pak,2018,75.927
pak,2019,76.378
pak,2020,74.509
pak,2021,74.841
pan,1991,74.357
pan,1992,76.111
pan,1993,77.792
pan,1994,77.52
pan,1995,78.594
pan,1996,78.126
pan,1997,77.654
pan,1998,77.371
pan,1999,77.055
pan,2000,77.089
pan,2001,77.114
pan,2002,77.159
pan,2003,76.912
pan,2004,77.617
pan,2005,77.182
pan,2006,76.88
pan,2007,76.155
pan,2008,78.075
pan,2009,77.971
pan,2010,75.62
pan,2011,75.064
pan,2012,76.485
pan,2013,76.59
pan,2014,75.55
pan,2015,74.611
pan,2016,74.519
pan,2017,73.339
pan,2018,74.565
pan,2019,74.347
pan,2020,62.112
pan,2021,65.711
per,1991,71.818
per,1992,71.506
per,1993,72.174
per,1994,72.851
per,1995,73.816
per,1996,73.796
per,1997,74.053
per,1998,75.193
per,1999,75.137
per,2000,74.558
per,2001,75.289
per,2002,76.88
per,2003,78.71
per,2004,79.95
per,2005,80.771
per,2006,82.787
per,2007,83.908
per,2008,83.955
per,2009,83.91
per,2010,84.421
per,2011,84.12
per,2012,83.722
per,2013,82.915
per,2014,82.431
per,2015,81.669
per,2016,81.828
per,2017,81.813
per,2018,81.989
per,2019,82.222
per,2020,68.343
per,2021,78.543
phl,1991,72.976
phl,1992,73.052
phl,1993,73.108
phl,1994,73.125
phl,1995,73.087
phl,1996,73.042
phl,1997,72.966
phl,1998,72.907
phl,1999,72.979
phl,2000,72.965
phl,2001,72.926
phl,2002,72.958
phl,2003,72.968
phl,2004,74.021
phl,2005,73.281
phl,2006,72.553
phl,2007,72.699
phl,2008,72.625
phl,2009,72.443
phl,2010,72.314
phl,2011,73.098
phl,2012,72.651
phl,2013,72.267
phl,2014,72.745
phl,2015,72.113
phl,2016,73.213
phl,2017,71.614
phl,2018,71.061
phl,2019,71.002
phl,2020,65.387
phl,2021,66.775
png,1991,71.405
