geo,time,bx_gsr_fcty_cd
gbr,1983,64363851410.7136
gbr,1984,68519644405.4372
gbr,1985,66815570803.31409
gbr,1986,69401364418.74001
gbr,1987,77777640278.53398
gbr,1988,99414153741.0567
gbr,1989,119527745223.673
gbr,1990,139837234199.341
gbr,1991,133690471615.105
gbr,1992,117269803478.123
gbr,1993,109382186419.71899
gbr,1994,113974576039.58501
gbr,1995,138978556403.19
gbr,1996,144178635349.05399
gbr,1997,157899071382.548
gbr,1998,172646333609.97501
gbr,1999,173206478557.41199
gbr,2000,208595873377.03601
gbr,2001,206850984230.742
gbr,2002,192710579127.68097
gbr,2003,210983588509.81799
gbr,2004,265849891759.99097
gbr,2005,356077740363.93799
gbr,2006,463836185835.67999
gbr,2007,620512613932.96802
gbr,2008,546671696386.31201
gbr,2009,281370246153.54694
gbr,2010,276233001994.73297
gbr,2011,328596146732.75702
gbr,2012,276268474090.15894
gbr,2013,252109308609.328
gbr,2014,240135892769.151
gbr,2015,207071269129.58896
gbr,2016,186352310151.716
gbr,2017,241771418618.83701
gbr,2018,291901095588.27802
gbr,2019,277874930600.02802
gbr,2020,174614776964.91599
geo,1997,186600000
geo,1998,243400000
geo,1999,211400000
geo,2000,147570737.92
geo,2001,149453148.06
geo,2002,160585555.65
geo,2003,179317439.37
geo,2004,251817902.87
geo,2005,263327015.63
geo,2006,341216604.34
geo,2007,482511404.41
geo,2008,585805546.99
geo,2009,489267437.89
geo,2010,556598127.31
geo,2011,758045819.05
geo,2012,1077499750.21
geo,2013,922110763.1
geo,2014,1027192596.54
geo,2015,844491242.1
geo,2016,913951258.77
geo,2017,1129786881.2
geo,2018,1281821761.2
geo,2019,1372639834.47
geo,2020,961825806.81
gha,1975,4434806.99994
gha,1976,2521752.99997
gha,1977,2521750.68839
gha,1978,1304172.16956
gha,1979,1900000
gha,1980,2800000
gha,1981,2018196
gha,1982,2963660
gha,1983,300000
gha,1984,2000000
gha,1985,5600000
gha,1986,600000
gha,1987,600000
gha,1988,1000000
gha,1989,4900000
gha,1990,-34400000
gha,1991,-29100000
gha,1992,-15400000
gha,1993,-6200000
gha,1994,-3000000
gha,1995,13700000
gha,1996,23500000
gha,1997,26700000
gha,1998,26700000
gha,1999,15000000
gha,2000,15555000
gha,2001,16300000
gha,2002,14700000
gha,2003,21400000
gha,2004,44500000
gha,2005,43270000
gha,2006,73266549
gha,2007,83988609.33562
gha,2008,85565000
gha,2009,125213515.75809
gha,2010,52920000
gha,2011,55370000
gha,2012,55270000
gha,2013,284530000
gha,2014,110756503.37281
gha,2015,394419636.46706
gha,2016,237960796.5862
gha,2017,309310000
gha,2018,598273030.14382
gha,2019,482937207.16438
gha,2020,738450824.79332
gin,1986,4850000
gin,1987,4610000
gin,1988,11230000
gin,1989,8600000
gin,1990,12610000
gin,1991,15520000
gin,1992,7900000
gin,1993,9280000
gin,1994,6530000
gin,1995,12880000
gin,1996,12808000
gin,1997,7750000
gin,1998,8950000
gin,1999,24692958
gin,2000,23469348.90763
gin,2001,11267546.57011
gin,2002,6100000
gin,2003,12589277.32012
gin,2004,9780000
gin,2005,3200000
gin,2006,1420000
gin,2007,60980000
gin,2008,9850000
gin,2009,22170000
gin,2010,14930000
gin,2011,22240000
gin,2012,31540000
gin,2013,5500000
gin,2014,21496781.00165
gin,2015,35463420.50082
gin,2016,34115835.13217
gin,2017,47320000
gin,2018,68510000
gin,2019,86780000
gin,2020,32530000
gmb,1978,2032846.48742
gmb,1979,2033450.47249
gmb,1980,0
gmb,1981,0
gmb,1982,912859.0095
gmb,1983,204655.95177
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,838233.61863
gmb,1988,1451906.00752
gmb,1989,1861916.73667
gmb,1990,1644880.42411
gmb,1991,3435190.21965
gmb,1992,4979925.77696
gmb,1993,5650387.29682
gmb,1994,4821655.64094
gmb,1995,4337683.49724
gmb,1996,5932323.25434
gmb,1997,3629352.46156
gmb,2003,3925271.80699
gmb,2004,1745249.90218
gmb,2005,3231097.10789
gmb,2006,4527230.27821
gmb,2007,-8684875.54362
gmb,2008,-6948224.8128
gmb,2009,6774236.75179
gmb,2010,9531279.17716
gmb,2011,7908435.38779
gmb,2012,4706653.43609
gmb,2013,4438211.3596
gmb,2014,2275393.35562
gmb,2015,4495209.31852
gmb,2016,2425994.22391
gmb,2017,2708937.22099
gmb,2018,11913446.83424
gmb,2019,12407403.58821
gmb,2020,7722765.25615
gmb,2021,5137471.50655
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,0
gnb,1995,0
gnb,1996,0
gnb,1997,0
gnb,2001,566136.69814
gnb,2002,1289835.31621
gnb,2003,2076736.6624
gnb,2004,1304220.73068
gnb,2005,441732.83859
gnb,2006,294516.94949
gnb,2007,440002.75421
gnb,2008,180002.0098
gnb,2009,8640073.1915
gnb,2010,13200079.95526
gnb,2011,15260896.65044
gnb,2012,3228036.05158
gnb,2013,10235506.47055
gnb,2014,62932562.65755
gnb,2015,53737469.71956
gnb,2016,32667110
gnb,2017,46617076.30061
gnb,2018,55503099.41466
gnb,2019,78818624.26399
gnb,2020,66815905.35315
gnq,1987,0
gnq,1988,0
gnq,1989,0
gnq,1990,0
gnq,1991,0
gnq,1992,1318514.58568
gnq,1993,0
gnq,1994,0
gnq,1995,100170.60539
gnq,1996,164206.04229
grc,1976,136000000
grc,1977,118000000
grc,1978,164000000
grc,1979,253000000
grc,1980,252000000
grc,1981,346000000
grc,1982,258000000
grc,1983,130000000
grc,1984,183000000
grc,1985,154000000
grc,1986,106000000
grc,1987,185000000
grc,1988,269000000
grc,1989,283000000
grc,1990,315000000
grc,1991,421000000
grc,1992,555000000
grc,1993,927000000
grc,1994,1099000000
grc,1995,1312000000
grc,1996,1156000000
grc,1997,1208000000
grc,1999,2576185865.23646
grc,2000,2807059545.85764
grc,2001,1885550441.2008
grc,2002,1532986620.01266
grc,2003,2913254808.15801
grc,2004,3497859575.81981
grc,2005,4069632947.01481
grc,2006,4567653164.75957
grc,2007,6343526610.8244
grc,2008,8427377849.69065
grc,2009,9510230883.28998
grc,2010,8397579314.64856
grc,2011,7978664885.07187
grc,2012,8530566221.90779
grc,2013,8567919658.59682
grc,2014,11308723501.5218
grc,2015,8382947163.06028
grc,2016,6877496747.37815
grc,2017,6900494207.70767
grc,2018,7223806679.21183
grc,2019,6963687514.92479
grc,2020,7173579703.41521
grd,1977,300000
grd,1978,300000
grd,1979,800000
grd,1980,1100000
grd,1981,1300000
grd,1982,1500000
grd,1983,1700000
grd,1984,1400000
grd,1985,1392592.59259
grd,1986,1818518.51852
grd,1987,1729629.62963
grd,1988,2725925.92593
grd,1989,2429629.62963
grd,1990,2507407.40741
grd,1991,2888888.88889
grd,1992,3407407.40741
grd,1993,2681481.48148
grd,1994,3614814.81481
grd,1995,4914814.81481
grd,1996,4681481.48148
grd,1997,4703703.7037
grd,1998,4133333.33333
grd,1999,4329629.62963
grd,2000,5081481.48148
grd,2001,3733333.33333
grd,2002,4096296.2963
grd,2003,3733333.33333
grd,2004,5687992.59259
grd,2005,11433681.48148
grd,2006,13255690.37037
grd,2007,13659888.14815
grd,2008,8082528.51852
grd,2009,8124167.77778
grd,2010,7151490.37037
grd,2011,5770204.07407
grd,2012,6997115.92593
grd,2013,6992742.22222
grd,2014,13105414.3963
grd,2015,12719963.85004
grd,2016,12239364.87091
grd,2017,15652341.59574
grd,2018,14557713.7933
grd,2019,19142029.03878
grd,2020,16251608.07141
gtm,1977,47900000
gtm,1978,72900000
gtm,1979,102100000
gtm,1980,103000000
gtm,1981,79500000
gtm,1982,34200000
gtm,1983,33000000
gtm,1984,33000000
gtm,1985,30500000
gtm,1986,35700000
gtm,1987,31100000
gtm,1988,31600000
gtm,1989,31000000
gtm,1990,20900000
gtm,1991,63900000
gtm,1992,69100000
gtm,1993,61100000
gtm,1994,63600000
gtm,1995,46600000
gtm,1996,40200000
gtm,1997,72400000
gtm,1998,91400000
gtm,1999,76200000
gtm,2000,214400000
gtm,2001,317455290.62
gtm,2002,161098530.59
gtm,2003,179089000
gtm,2004,219900000
gtm,2005,301500000
gtm,2006,434600000
gtm,2007,556000000
gtm,2008,581950450
gtm,2009,404997160
gtm,2010,369943860
gtm,2011,411715270
gtm,2012,472073180
gtm,2013,663971760
gtm,2014,472233810
gtm,2015,545270490
gtm,2016,700588010
gtm,2017,772646920
gtm,2018,903343970
gtm,2019,1006295770
gtm,2020,1023319550
guy,1977,0
guy,1978,0
guy,1979,3686274.51125
guy,1980,1882352.94191
guy,1981,3057777.77886
guy,1982,333333.33344
guy,1983,333333.33344
guy,1984,260989.50695
guy,1985,0
guy,1992,4940000
guy,1993,5050000
guy,1994,8730000
guy,1995,12180000
guy,1996,11600000
guy,1997,12500000
guy,1998,11900000
guy,1999,11200000
guy,2000,11700000
guy,2001,10100000
guy,2002,7800000
guy,2003,4700000
guy,2004,4000000
guy,2005,3260000
guy,2006,2795000
guy,2007,2871000
guy,2008,41265910.25574
guy,2009,39796587.94608
guy,2010,63996777.48642
guy,2011,51890000
guy,2012,50820000
guy,2013,53722600
guy,2014,55005792.64848
guy,2015,69953079.63573
guy,2016,48328189.40502
guy,2017,56762893.21403
guy,2018,39656504.19628
guy,2019,61414692.37926
guy,2020,75781799.76978
hkg,1998,46081812704.4242
hkg,1999,47038079237.03249
hkg,2000,54817236789.8354
hkg,2001,48351415898.5761
hkg,2002,41911181530.0614
hkg,2003,43715233280.11369
hkg,2004,52674157973.7644
hkg,2005,65627400843.842
hkg,2006,84952693678.1534
hkg,2007,115792245719.953
hkg,2008,120810805192.009
hkg,2009,101555118898.632
hkg,2010,119667791457.81
hkg,2011,136104211642.35201
hkg,2012,140686766908.759
hkg,2013,152594722787.45999
hkg,2014,161821387046.31601
hkg,2015,164408620415.41101
hkg,2016,164077927840.957
hkg,2017,182514696442.94
hkg,2018,207994698550.89496
hkg,2019,213611250231.50101
hkg,2020,199129404138.76199
hnd,1974,4949999.99897
hnd,1975,6500000
hnd,1976,9650000
hnd,1977,13200000
hnd,1978,19100000
hnd,1979,21200000
hnd,1980,25850000
hnd,1981,19650000
hnd,1982,16550000
hnd,1983,13950000
hnd,1984,15800000
hnd,1985,14850000
hnd,1986,13100000
hnd,1987,15150000
hnd,1988,21950000
hnd,1989,24300000
hnd,1990,20700000
hnd,1991,39800000
hnd,1992,61400000
hnd,1993,16600000
hnd,1994,24000000
hnd,1995,32300000
hnd,1996,61200000
hnd,1997,70000000
hnd,1998,59500000
hnd,1999,80500000
hnd,2000,151000000
hnd,2001,123301478.75
hnd,2002,84947859.62069
hnd,2003,67935249.22104
hnd,2004,87487454.66836
hnd,2005,145048123.99751
hnd,2006,198243549.75872
hnd,2007,257186174.52626
hnd,2008,148070546.36243
hnd,2009,71819933.47439
hnd,2010,53560900.25486
hnd,2011,58633520.10175
hnd,2012,62101925.44786
hnd,2013,48171761.39147
hnd,2014,51328228.44131
hnd,2015,57145493.14942
hnd,2016,87544263.78244
hnd,2017,136475267.80099
hnd,2018,169561795.7956
hnd,2019,203476777.68916
hnd,2020,141197675.57971
hrv,1993,94503185.32143
hrv,1994,135001258.29317
hrv,1995,194747680.00407
hrv,1996,236424873.54596
hrv,1997,343601587.04942
hrv,1998,373753465.90749
hrv,1999,252139556.7022
hrv,2000,343656595.74311
hrv,2001,431267516.67573
hrv,2002,451977213.81326
hrv,2003,526729402.00633
hrv,2004,911606815.50142
hrv,2005,919116543.05552
hrv,2006,1167794480.95047
hrv,2007,1827067914.49212
hrv,2008,2034692634.06039
hrv,2009,1110664893.07618
hrv,2010,1201802854.06958
hrv,2011,1358758328.27884
hrv,2012,1239081527.05452
hrv,2013,1304304472.4682
hrv,2014,1455694063.6798
hrv,2015,1376837261.48224
hrv,2016,463707324.0739
hrv,2017,974908680.4182
hrv,2018,2727896604.41295
hrv,2019,3070438591.89815
hrv,2020,3195085144.51803
hti,1971,0
hti,1972,0
hti,1973,239999.99984
hti,1974,239999.801
hti,1975,300000.00006
hti,1976,1000000.0002
hti,1977,1320000.00026
hti,1978,2040000.00041
hti,1979,2620000.00052
hti,1980,3100000.00062
hti,1981,4140000.00083
hti,1982,3620000.00072
hti,1983,4700000.00094
hti,1984,4500000.00037
hti,1985,5100000
hti,1986,4560000
hti,1987,5200000
hti,1988,6240000
hti,1989,4640000
hti,1990,6900000
hti,1991,2000000
hti,1992,1000000
hti,1993,2000000
hti,1994,0
hti,1995,0
hti,1996,0
hti,1997,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,0
hti,2005,0
hti,2006,20837000
hti,2007,21796000
hti,2008,28026197.86991
hti,2009,31126872.49536
hti,2010,32702391.41283
hti,2011,44238623.92139
hti,2012,72408390.78151
hti,2013,46565344.35967
hti,2014,63540460.74528
hti,2015,61806603.51
hti,2016,68222707.91
hti,2017,77423305.75847
hti,2018,70223540.57
hti,2019,70913889.29605
hti,2020,50461213.56
hti,2021,42254160.37
hun,1982,109007372.26465
hun,1983,117011142.19132
hun,1984,139002769.26747
hun,1985,194994353.48388
hun,1986,260995829.34687
hun,1987,247005880.45876
hun,1988,239996627.86786
hun,1989,230994498.98215
hun,1990,279979265.49153
hun,1991,321581416.43711
hun,1992,424079646.78229
hun,1993,464818241.51799
hun,1994,675526862.22527
hun,1995,983024505.8136
hun,1996,1317881379.49336
hun,1997,1534343711.5928
hun,1998,1266591177.59334
hun,1999,961898732.99192
hun,2000,1206026176.9115
hun,2001,1349519271.26227
hun,2002,1375237020.10311
hun,2003,1561474312.61364
hun,2004,2678150064.3014
hun,2005,5696057624.0558
hun,2006,8274316791.08067
hun,2007,12880266813.125
hun,2008,16852640170.0873
hun,2009,18587205114.2655
hun,2010,19094937855.6284
hun,2011,15991146715.0121
hun,2012,16052447647.3091
hun,2013,16392895045.7104
hun,2014,13952745587.5266
hun,2015,10809787752.9225
hun,2016,14352014168.093
hun,2017,15295998161.9447
hun,2018,14411391887.0361
hun,2019,18446879505.2526
hun,2020,17729035690.7487
hun,2021,18400349534.0058
idn,1981,1081000000
idn,1982,1023000000
idn,1983,631000000
idn,1984,828000000
idn,1985,768000000
idn,1986,732000000
idn,1987,561000000
idn,1988,492000000
idn,1989,562000000
idn,1990,409000000
idn,1991,917000000
idn,1992,818000000
idn,1993,1028000000
idn,1994,1048000000
idn,1995,1306000000
idn,1996,1210000000
idn,1997,1855000000
idn,1998,1909800000
idn,1999,1890500000
idn,2000,2457500000
idn,2001,2004400000
idn,2002,1317698351.71202
idn,2003,1054494244.48844
idn,2004,1995034967.98499
idn,2005,2337681728.75304
idn,2006,2587225905.87303
idn,2007,3469190000
idn,2008,3591819727.15173
idn,2009,1921139535.52931
idn,2010,1933876181.47245
idn,2011,2581116314.02441
idn,2012,2649628937.25215
idn,2013,2601774027.6748
idn,2014,2129613207.48126
idn,2015,2821696174.83084
idn,2016,4048453574.06267
idn,2017,5574923206.40754
idn,2018,9301833055.02202
idn,2019,7372499358.93521
idn,2020,5221935079.50247
idn,2021,6699427735.10581
ind,1975,130252447.10264
ind,1976,195369308.5558
ind,1977,275397111.19542
ind,1978,390030451.11873
ind,1979,748533633.05654
ind,1980,1057890929.21605
ind,1981,971628244.10485
ind,1982,607834981.67857
ind,1983,479777659.87697
ind,1984,487269811.45613
ind,1985,528456546.06569
ind,1986,517630321.94909
ind,1987,449720416.95532
ind,1988,427154126.47847
ind,1989,446239793.53876
ind,1990,436394041.40681
ind,1991,231681436.22776
ind,1992,376809311.48594
ind,1993,375480135.35971
ind,1994,820770661.2483
ind,1995,1485592496.02797
ind,1996,1411008035.46494
ind,1997,1483724649.16416
ind,1998,1806065797.41264
ind,1999,1919479962.31279
ind,2000,2521096830.67251
ind,2001,3523768570.92189
ind,2002,3188260076.42208
ind,2003,3490759934.32843
ind,2004,4689926580.8554
ind,2005,5645943586.43226
ind,2006,8199428181.12839
ind,2007,12649780190.2242
ind,2008,15593350461.0706
ind,2009,13732805904.3892
ind,2010,9961068802.26809
ind,2011,10147279650.468
ind,2012,9898986815.83261
ind,2013,11229751632.6401
ind,2014,12636626812.2728
ind,2015,14533393862.5164
ind,2016,15485024322.7924
ind,2017,18547258732.5899
ind,2018,21380847433.2524
ind,2019,23347612479.8177
ind,2020,22598569470.9542
irl,2005,53840869879.40289
irl,2006,83168868333.7713
irl,2007,116507147987.58
irl,2008,123778865184.01801
irl,2009,76535298654.74118
irl,2010,75651523193.3622
irl,2011,79521901542.79619
irl,2012,73726424844.66209
irl,2013,74568453635.24478
irl,2014,83257890515.9328
irl,2015,67104124537.5294
irl,2016,77802080208.92209
irl,2017,89836295219.1881
irl,2018,103156989122.125
irl,2019,121809454023.377
irl,2020,109803186415.19099
irl,2021,134433288350.216
irn,1976,610000000
irn,1977,769000000
irn,1978,1100000000
irn,1979,1240000000
irn,1980,1004000000
irn,1981,895000000
irn,1982,612000000
irn,1983,795000000
irn,1984,594000000
irn,1985,393000000
irn,1986,365000000
irn,1987,206000000
irn,1988,223000000
irn,1989,352000000
irn,1990,456000000
irn,1991,213000000
irn,1992,287000000
irn,1993,151000000
irn,1994,142000000
irn,1995,316000000
irn,1996,488000000
irn,1997,466000000
irn,1998,230000000
irn,1999,181000000
irn,2000,404000000
irq,2005,680200000
irq,2006,1205500000
irq,2007,1923430000
irq,2008,4038800000
irq,2009,3412200000
irq,2010,2079900000
irq,2011,1172000000
irq,2012,2080000000
irq,2013,466100000
irq,2014,295900000
irq,2015,305700000
irq,2016,334900000
irq,2017,518600000
irq,2018,1166300000
irq,2019,1712000000
irq,2020,971100000
isl,1976,3200000
isl,1977,4800000
isl,1978,5900000
isl,1979,11900000
isl,1980,13900000
isl,1981,22400000
isl,1982,28200000
isl,1983,15500000
isl,1984,15700000
isl,1985,16100000
isl,1986,19700000
isl,1987,27800000
isl,1988,26200000
isl,1989,32500000
isl,1990,83339731.53836
isl,1991,83552530.59028
isl,1992,97261414.54142
isl,1993,84571115.59298
isl,1994,72282604.64573
isl,1995,56826176.22566
isl,1996,67278215.72395
isl,1997,67549198.64387
isl,1998,79725957.16818
isl,1999,93029387.44195
isl,2000,109989026.4886
isl,2001,161033362.06554
isl,2002,288060030.64351
isl,2003,364263653.95289
isl,2004,440878166.17524
isl,2005,1437932344.59829
isl,2006,2600662386.40552
isl,2007,4558483717.35973
isl,2008,1749577778.5089
isl,2009,849770547.60094
isl,2010,590075662.24803
isl,2011,1377646356.74752
isl,2012,868084758.70138
isl,2013,1070583426.99557
isl,2014,917079498.216
isl,2015,893832866.40801
isl,2016,1075134241.81357
isl,2017,779858954.74328
isl,2018,716007089.55422
isl,2019,676149824.85067
isl,2020,520651830.93587
isl,2021,473399009.16232
isr,1960,13000000
isr,1961,19000000
isr,1965,39000000
isr,1966,50000000
isr,1967,59000000
isr,1968,79000000
isr,1969,91000000
isr,1970,92000000
isr,1971,160000000
isr,1972,166000000
isr,1973,278000000
isr,1974,394000000
isr,1975,370000000
isr,1976,371000000
isr,1977,431000000
isr,1978,561000000
isr,1979,916000000
isr,1980,1190000000
isr,1981,1735400000
isr,1982,1808200000
isr,1983,1529400000
isr,1984,1318200000
isr,1985,1003200000
isr,1986,901600000
isr,1987,949800000
isr,1988,1099000000
isr,1989,1370200000
isr,1990,1590000000
isr,1991,1685200000
isr,1992,1599200000
isr,1993,1294600000
isr,1994,1160200000
isr,1995,1639900000
isr,1996,1701100000
isr,1997,1912800000
isr,1998,2537900000
isr,1999,2768300000
isr,2000,3629600000
isr,2001,2729900000
isr,2002,2457600000
isr,2003,2814300000
isr,2004,3044100000
isr,2005,5608100000
isr,2006,8413600000
isr,2007,10909100000
isr,2008,6591900000
isr,2009,5727300000
isr,2010,6688900000
isr,2011,8201000000
isr,2012,7487500000
isr,2013,7985500000
isr,2014,9889500000
isr,2015,11512300000
isr,2016,11327000000
isr,2017,13082900000
isr,2018,14845500000
isr,2019,14441800000
isr,2020,12443800000
isr,2021,16192000000
ita,1970,1580799998.4192
ita,1971,1798768418.75547
ita,1972,2114578243.72288
ita,1973,2541471332.57364
ita,1974,3328679273.36485
ita,1975,2562931917.74963
ita,1976,2077158653.88895
ita,1977,2585037272.7432
ita,1978,3789869790.51013
ita,1979,5848340811.29071
ita,1980,7676940600.90856
ita,1981,7839496941.53919
ita,1982,7686381665.99868
ita,1983,6070375138.41744
ita,1984,6647219996.37389
ita,1985,6953405109.56144
ita,1986,8172177872.39289
ita,1987,9189145310.92152
ita,1988,11021128425.3777
ita,1989,14581286723.9962
ita,1990,18996581815.1176
ita,1991,21900481562.1619
ita,1992,28779338152.1699
ita,1993,31862777318.63
ita,1994,28604014210.9886
ita,1995,34153630311.21609
ita,1996,40143931758.55489
ita,1997,45697133628.5054
ita,1998,51283098217.21329
ita,1999,57047031783.8829
ita,2000,48376404475.5356
ita,2001,47578847543.5238
ita,2002,53378333979.0438
ita,2003,62996495995.3172
ita,2004,71811283797.00591
ita,2005,84945598823.68979
ita,2006,103155264958.343
ita,2007,122306315647.04601
ita,2008,111985640812.72501
ita,2009,91722342154.3643
ita,2010,80501992274.74739
ita,2011,91730574456.8181
ita,2012,76036017654.94118
ita,2013,77679675923.62061
ita,2014,83347990889.52908
ita,2015,59392192042.1731
ita,2016,70756706819.6506
ita,2017,82206521227.56812
ita,2018,93399143571.9324
ita,2019,86063804938.98819
ita,2020,72307891835.798
jam,1976,53800000
jam,1977,52000000
jam,1978,53300000
jam,1979,50900000
jam,1980,58200000
jam,1981,94900000
jam,1982,110700000
jam,1983,106400000
jam,1984,66600000
jam,1985,88100000
jam,1986,68000000
jam,1987,71500000
jam,1988,88000000
jam,1989,104000000
jam,1990,107600000
jam,1991,59700000
jam,1992,75000000
jam,1993,117000000
jam,1994,104600000
jam,1995,146600000
jam,1996,141800000
jam,1997,147300000
jam,1998,156300000
jam,1999,165800000
jam,2000,193100000
jam,2001,218200000
jam,2002,221000000
jam,2003,217600000
jam,2004,269556600.65232
jam,2005,327928559.113
jam,2006,378395423.70537
jam,2007,520735266.51486
jam,2008,487945164.90283
jam,2009,234966476.76922
jam,2010,243201500.09176
jam,2011,221483236.70131
jam,2012,350398856.39027
jam,2013,272664585.19413
jam,2014,291111629.49643
jam,2015,312275004.22149
jam,2016,308996303.96484
jam,2017,318759809.45968
jam,2018,357464091.88086
jam,2019,380130728.10479
jam,2020,345423515.19721
jor,1972,12319986.40354
jor,1973,19173945.75869
jor,1974,27321414.79596
jor,1975,35335504.99649
jor,1976,39158592.41676
jor,1977,40415205.43204
jor,1978,51453524.80216
jor,1979,88074441.70458
jor,1980,126095075.17219
jor,1981,200355532.09221
jor,1982,204707413.14282
jor,1983,173005453.5681
jor,1984,100744553.60852
jor,1985,101067316.73096
jor,1986,100092175.2954
jor,1987,58323649.13061
jor,1988,40646717.60692
jor,1989,38959552.3475
jor,1990,67285368.87997
jor,1991,114267269.65849
jor,1992,112423313.14653
jor,1993,98966120.26609
jor,1994,72709155.13826
jor,1995,115733492.55156
jor,1996,111706629.05501
jor,1997,248236953.45557
jor,1998,306911142.45416
jor,1999,467559943.58251
jor,2000,668011283.49788
jor,2001,652492509.77939
jor,2002,483497988.34658
jor,2003,550488011.2835
jor,2004,606383638.92807
jor,2005,712475317.34838
jor,2006,942566995.76869
jor,2007,1296079444.82015
jor,2008,1051695769.41377
jor,2009,961126760.56338
jor,2010,887225352.11268
jor,2011,710394366.19718
jor,2012,690140845.07042
jor,2013,793507042.25352
jor,2014,880000000
jor,2015,736056338.02817
jor,2016,760704225.35211
jor,2017,867605633.80282
jor,2018,1038028169.01408
jor,2019,1270281690.14085
jor,2020,913380281.69014
jpn,1996,114766194454.99001
jpn,1997,109596648072.717
jpn,1998,95175443107.11708
jpn,1999,93856273910.133
jpn,2000,110211127190.222
jpn,2001,101351497584.03
jpn,2002,87933396480.06979
jpn,2003,98822902959.4102
jpn,2004,122994672109.901
jpn,2005,146536691898.254
jpn,2006,172184127721.03
jpn,2007,199423901313.604
jpn,2008,192846303848.26501
jpn,2009,175446787528.228
jpn,2010,201830651050.14096
jpn,2011,233554352598.436
jpn,2012,229854331396.01697
jpn,2013,241543934775.26801
jpn,2014,256774608725.035
jpn,2015,248666780270.64496
jpn,2016,265519389601.29697
jpn,2017,278786729146.50598
jpn,2018,303514203412.77893
jpn,2019,313283452126.65198
jpn,2020,276807414127.77893
kaz,1995,44600000
kaz,1996,56700000
kaz,1997,73800000
kaz,1998,95500000
kaz,1999,108600000
kaz,2000,253746498.78258
kaz,2001,373289083.7055
kaz,2002,383886759.87547
kaz,2003,414539810.76156
kaz,2004,602668937.9372
kaz,2005,993427563.44175
kaz,2006,1776425689.01372
kaz,2007,3815143997.80286
kaz,2008,3740241246.09509
kaz,2009,3178149680.52188
kaz,2010,2701291638.97284
kaz,2011,2232002532.08294
kaz,2012,2089557315.25432
kaz,2013,2320364177.51561
kaz,2014,2215564127.05328
kaz,2015,2258420727.00247
kaz,2016,2256263865.45247
kaz,2017,2448334142.18171
kaz,2018,2620854024.66929
kaz,2019,2510855702.1228
kaz,2020,2054499776.44964
ken,1975,56378741.68137
ken,1976,35376463.54037
ken,1977,40838218.53591
ken,1978,47351772.35536
ken,1979,60465726.56499
ken,1980,53906993.59739
ken,1981,37026809.80814
ken,1982,21881787.99045
ken,1983,28696955.39488
ken,1984,38990209.08831
ken,1985,38217839.65789
ken,1986,36916648.3919
ken,1987,37375812.78465
ken,1988,20115962.60798
ken,1989,11763295.27815
ken,1990,4844037.97842
ken,1991,5947389.59522
ken,1992,1707182.06321
ken,1993,59067607.6412
ken,1994,64553789.14489
ken,1995,54177931.74519
ken,1996,79244691.69148
ken,1997,60683096.23641
ken,1998,91699728.4927
ken,1999,101930550.7927
ken,2000,44975065.81564
ken,2001,46055624.39257
ken,2002,35382760.25654
ken,2003,59603819.83191
ken,2004,45015226.95579
ken,2005,73266828.76937
ken,2006,99421733.44073
ken,2007,160612973.50829
ken,2008,176218766.18761
ken,2009,181862940.49838
ken,2010,144227830.25115
ken,2011,273940135.49271
ken,2012,346498757.83745
ken,2013,333387467.58525
ken,2014,496384656.94219
ken,2015,80042812.66494
ken,2016,99494856.48372
ken,2017,107615181.12027
ken,2018,169552410.82127
ken,2019,188642627.29309
ken,2020,117878645.13031
kgz,1995,3740000
kgz,1996,4380000
kgz,1997,6770000
kgz,1998,12552456.37469
kgz,1999,10941835.92243
kgz,2000,16958660.92397
kgz,2001,12371347.29
kgz,2002,6295856.134
kgz,2003,5221474.94
kgz,2004,7754205.66
kgz,2005,16533943.30476
kgz,2006,41623808.04
kgz,2007,42625478.75282
kgz,2008,41689621.96714
kgz,2009,21682138.01859
kgz,2010,70721044.81302
kgz,2011,31629592.89021
kgz,2012,30409303.76109
kgz,2013,40114256.85815
kgz,2014,33710967.68175
kgz,2015,29248445.7316
kgz,2016,20369578.21825
kgz,2017,31952588.13486
kgz,2018,41764463.17895
kgz,2019,37545635.73796
kgz,2020,20620879.30486
khm,1993,500000
khm,1994,2100000
khm,1995,9700000
khm,1996,12600000
khm,1997,16000000
khm,1998,47871957.69575
khm,1999,51355499.85655
khm,2000,67071319.75535
khm,2001,57515034.86418
khm,2002,50607306.54591
khm,2003,43651638.04156
khm,2004,48559930.64608
khm,2005,67705481.87
khm,2006,89956330.88088
khm,2007,112233634.87182
khm,2008,108213213.16991
khm,2009,55549585.84316
khm,2010,168143717.9307
khm,2011,182156702.69302
khm,2012,234138414.46308
khm,2013,265235371.82816
khm,2014,332332909.97031
khm,2015,353730217.10857
khm,2016,377025370.58418
khm,2017,441786986.9313
khm,2018,579836558.03434
