geo,time,bx_gsr_fcty_cd
arm,2011,1065546494.24629
arm,2012,1115220240.39222
arm,2013,1259148957.59295
arm,2014,1212918171.94778
arm,2015,885931157.69381
arm,2016,846607919.78405
arm,2017,1017399407.40224
arm,2018,910050045.60017
arm,2019,939093956.09117
arm,2020,460111303.87725
atg,1977,300000
atg,1978,100000
atg,1979,800000
atg,1980,2800000
atg,1981,3200000
atg,1982,6600000
atg,1983,5000000
atg,1984,5100000
atg,1985,2400000
atg,1986,1437037.03704
atg,1987,1414814.81481
atg,1988,1433333.33333
atg,1989,1203703.7037
atg,1990,2488888.88889
atg,1991,2659259.25926
atg,1992,3700000
atg,1993,3111111.11111
atg,1994,4255555.55556
atg,1995,5207407.40741
atg,1996,5792592.59259
atg,1997,3707407.40741
atg,1998,12885185.18519
atg,1999,11694444.44444
atg,2000,15521481.48148
atg,2001,18682222.22222
atg,2002,8088465.92593
atg,2003,8610427.40741
atg,2004,11537405.92593
atg,2005,17958692.59259
atg,2006,26707387.40741
atg,2007,25788840
atg,2008,16107148.14815
atg,2009,13105767.40741
atg,2010,11136021.48148
atg,2011,10225981.85185
atg,2012,10510230.37037
atg,2013,10637986.66667
atg,2014,14618565.23177
atg,2015,21034696.01668
atg,2016,18388689.71097
atg,2017,15919839.73304
atg,2018,22299209.10756
atg,2019,32299331.49794
atg,2020,15776048.47824
aus,1989,3908258591.44412
aus,1990,4001446078.61327
aus,1991,3701639207.51707
aus,1992,3761062997.03316
aus,1993,4209364893.18714
aus,1994,4980526495.37552
aus,1995,6072483777.58961
aus,1996,7400410686.67724
aus,1997,8214230702.47389
aus,1998,7145198943.74065
aus,1999,8429825643.95696
aus,2000,10038424528.5395
aus,2001,9194057713.76583
aus,2002,9890159714.98022
aus,2003,12205977792.2202
aus,2004,16683004703.1331
aus,2005,19828316006.183
aus,2006,26298083869.0356
aus,2007,37975551208.1754
aus,2008,44712993293.9735
aus,2009,31066179724.65269
aus,2010,40050213568.0931
aus,2011,47973739848.2221
aus,2012,47604151381.0386
aus,2013,46361013460.0295
aus,2014,46805437459.8219
aus,2015,39412909101.505
aus,2016,39529712570.9364
aus,2017,42904853962.5716
aus,2018,48948651714.9517
aus,2019,49888705261.5498
aus,2020,44696232399.0742
aut,2005,25903788984.24509
aut,2006,35215356630.08
aut,2007,46833123955.8731
aut,2008,47584761940.0752
aut,2009,37201749198.90951
aut,2010,39884609897.5469
aut,2011,49273581230.1407
aut,2012,43077839671.9387
aut,2013,27864799665.3833
aut,2014,30327568347.5076
aut,2015,17562138732.0915
aut,2016,31133294941.3958
aut,2017,27508621635.72129
aut,2018,29685548492.6924
aut,2019,32480920359.118
aut,2020,21656650464.72169
aut,2021,29897255315.8008
aze,1995,9924000
aze,1996,15056000
aze,1997,22780000
aze,1998,38287000
aze,1999,11041000
aze,2000,55912000
aze,2001,41471000
aze,2002,37131000
aze,2003,52649000
aze,2004,65326000
aze,2005,201807000
aze,2006,280013000
aze,2007,327775000
aze,2008,595105000
aze,2009,551426000
aze,2010,675537000
aze,2011,1018708000
aze,2012,1151595000
aze,2013,1029429000
aze,2014,1673853000
aze,2015,1258245000
aze,2016,920926000
aze,2017,1285006000
aze,2018,1630835000
aze,2019,1589469000
aze,2020,1855547000
bdi,1985,1557700.15516
bdi,1986,2067073.3176
bdi,1987,2921566.85546
bdi,1988,2884718.11674
bdi,1989,8886554.62185
bdi,1990,8221637.75842
bdi,1991,9657732.63653
bdi,1992,13994059.92562
bdi,1993,11182964.00033
bdi,1994,8097758.86806
bdi,1995,10390078.37602
bdi,1996,6427816.43618
bdi,1997,4316720.31427
bdi,1998,3607019.29394
bdi,1999,1893312.6317
bdi,2000,2382632.90811
bdi,2001,1854391.3033
bdi,2002,853828.32288
bdi,2003,1265818.10792
bdi,2004,1288945.4083
bdi,2005,3150584.26252
bdi,2006,4612691.61557
bdi,2007,8669436.02517
bdi,2008,10877962.14443
bdi,2009,1375002.96366
bdi,2010,1128662.91376
bdi,2011,7461580.3469
bdi,2012,11424496.17831
bdi,2013,13959956.25122
bdi,2014,14113847.66576
bdi,2015,15356845.59752
bdi,2016,10992691.20124
bdi,2017,13392749.2185
bdi,2018,16739293.90104
bel,2002,36406185935.71829
bel,2003,40247243921.47109
bel,2004,48928031264.1415
bel,2005,59002204974.8308
bel,2006,74312341175.0388
bel,2007,100068348242.812
bel,2008,109059042413.343
bel,2009,93679170812.7509
bel,2010,91977769479.94223
bel,2011,79952215793.39139
bel,2012,80037983191.2905
bel,2013,80623025927.9875
bel,2014,82800794533.90819
bel,2015,67123460826.4411
bel,2016,68917805147.9863
bel,2017,64673728774.4664
bel,2018,76246103048.5441
bel,2019,75010047364.39409
bel,2020,66424590087.6002
bel,2021,73828784387.87869
ben,1974,4071379.29487
ben,1975,3499556.01742
ben,1976,3188945.06721
ben,1977,3419086.09433
ben,1978,3926332.77541
ben,1979,6045459.09966
ben,1980,15060614.80371
ben,1981,10576618.83829
ben,1982,10657131.35778
ben,1983,4946649.1941
ben,1984,7350843.34784
ben,1985,6677603.65086
ben,1986,2887620.42384
ben,1987,3327382.17277
ben,1988,4739662.38776
ben,1989,5581986.43377
ben,1990,12223027.53508
ben,1991,24073852.10336
ben,1992,34136304.84351
ben,1993,37807255.53109
ben,1994,18811260.21037
ben,1995,23472577.27768
ben,1996,36541708.91152
ben,1997,25399653.81467
ben,1998,31068641.18418
ben,1999,27686007.88133
ben,2000,23526911.18712
ben,2001,22419513.53903
ben,2002,20877503.04711
ben,2003,22809206.25446
ben,2004,22903714.99949
ben,2005,25416382.08004
ben,2006,23854113.2099
ben,2007,37669723.84937
ben,2008,45085197.60537
ben,2009,43266605.46394
ben,2010,49444793.25627
ben,2011,103670074.21076
ben,2012,92202165.47016
ben,2013,154323219.37302
ben,2014,157109971.45013
ben,2015,96677721.69434
ben,2016,110609988.04918
ben,2017,118844446.48061
ben,2018,106807468.30411
ben,2019,124002217.07024
ben,2020,212285368.32624
bfa,2005,38021208.2351
bfa,2006,60536846.76426
bfa,2007,63457710.6199
bfa,2008,85641247.64943
bfa,2009,87764357.21075
bfa,2010,91765413.35789
bfa,2011,98769731.00768
bfa,2012,104166760.83391
bfa,2013,121573488.01295
bfa,2014,158721694.35903
bfa,2015,159389606.66974
bfa,2016,176064818.40187
bfa,2017,194179056.86971
bfa,2018,238663507.51841
bfa,2019,214640102.62815
bfa,2020,248296546.57871
bgd,1976,16325216.50357
bgd,1977,26541654.89383
bgd,1978,34519474.76708
bgd,1979,64386031.11234
bgd,1980,76325132.49208
bgd,1981,41823337.70113
bgd,1982,28917202.91254
bgd,1983,35928428.52574
bgd,1984,68128448.67779
bgd,1985,41641720.03558
bgd,1986,31697501.12745
bgd,1987,47422596.67677
bgd,1988,54848636.10941
bgd,1989,88720173.53579
bgd,1990,64196919.02896
bgd,1991,69955909.51641
bgd,1992,100058959.63856
bgd,1993,100146527.27322
bgd,1994,150494145.25482
bgd,1995,270090800.21931
bgd,1996,129381581.75028
bgd,1997,86608016.65264
bgd,1998,91450285.43112
bgd,1999,94345261.49665
bgd,2000,78355796.07733
bgd,2001,76632902.33739
bgd,2002,56762508.87113
bgd,2003,56538596.2116
bgd,2004,102560560.68354
bgd,2005,116559937.29365
bgd,2006,177418963.60237
bgd,2007,244052420.24052
bgd,2008,192318963.24437
bgd,2009,35233383.09816
bgd,2010,109613901.37221
bgd,2011,157841370.83844
bgd,2012,176980758.01157
bgd,2013,132333607.12452
bgd,2014,80982939.47535
bgd,2015,138697555.57388
bgd,2016,94126279.16214
bgd,2017,110995145.12097
bgd,2018,390193877.20126
bgd,2019,182292531.34197
bgd,2020,217613002.96769
bgd,2021,438176495.80494
bgr,1980,141000000
bgr,1981,182000000
bgr,1982,160000000
bgr,1983,161000000
bgr,1984,173000000
bgr,1985,160000000
bgr,1986,138000000
bgr,1987,115000000
bgr,1988,82000000
bgr,1989,127000000
bgr,1990,120000000
bgr,1991,55600000
bgr,1992,125100000
bgr,1993,92600000
bgr,1994,84600000
bgr,1995,149700000
bgr,1996,181000000
bgr,1997,210800000
bgr,1998,306267741.7841
bgr,1999,265351777.23671
bgr,2000,320834575.53219
bgr,2001,705630503.24339
bgr,2002,924386420.79115
bgr,2003,1297730218.36705
bgr,2004,1539332623.69081
bgr,2005,1515640458.95866
bgr,2006,1581676058.27182
bgr,2007,1189394967.36438
bgr,2008,1450880129.22146
bgr,2009,1119553896.69547
bgr,2010,839800000
bgr,2011,870490000
bgr,2012,928760000
bgr,2013,1159280000
bgr,2014,1237140000
bgr,2015,1078680000
bgr,2016,1272460000
bgr,2017,1577220000
bgr,2018,1342230000
bgr,2019,1463960000
bgr,2020,941170000
bhr,1975,45512010.22885
bhr,1976,66734215.5677
bhr,1977,76330089.91869
bhr,1978,106851578.10021
bhr,1979,112154186.02165
bhr,1980,314058159.91347
bhr,1981,517819150.31335
bhr,1982,489893618.32418
bhr,1983,415691490.46726
bhr,1984,335638298.24428
bhr,1985,322606382.97872
bhr,1986,277925531.91489
bhr,1987,282180851.06383
bhr,1988,263031914.89362
bhr,1989,377659574.46808
bhr,1990,5496808510.6383
bhr,1991,3517553191.48936
bhr,1992,2525265957.44681
bhr,1993,2283776661.54498
bhr,1994,3112500289.72742
bhr,1995,4086922656.93869
bhr,1996,3815094605.40375
bhr,1997,4270986244.33405
bhr,1998,4764034781.96447
bhr,1999,5118465747.73168
bhr,2000,6327901494.93149
bhr,2001,3794368814.97156
bhr,2002,1678861293.96757
bhr,2003,1266579234.68733
bhr,2004,2544300683.83009
bhr,2005,5015761323.64963
bhr,2006,7633655756.728
bhr,2007,10373599245.672
bhr,2008,7088000847.39003
bhr,2009,1680094598.78983
bhr,2010,1467556943.53455
bhr,2011,6821808510.6383
bhr,2012,2044990254.0526
bhr,2013,2072036768.56557
bhr,2014,2136045299.22907
bhr,2015,2235142228.4917
bhr,2016,2264095744.68085
bhr,2017,2112765957.44681
bhr,2018,2418351063.82979
bhs,1976,4500000
bhs,1977,4000000
bhs,1978,6900000
bhs,1979,10900000
bhs,1980,13000000
bhs,1981,17000000
bhs,1982,23800000
bhs,1983,15300000
bhs,1984,18800000
bhs,1985,20400000
bhs,1986,19500000
bhs,1987,18100000
bhs,1988,15300000
bhs,1989,236100000
bhs,1990,232100000
bhs,1991,197900000
bhs,1992,103300000
bhs,1993,112200000
bhs,1994,61200000
bhs,1995,75100000
bhs,1996,84600000
bhs,1997,105700000
bhs,1998,147900000
bhs,1999,392800000
bhs,2000,316900000
bhs,2001,184500000
bhs,2002,107740145.4
bhs,2003,79130000
bhs,2004,79740000
bhs,2005,96989568
bhs,2006,119390000
bhs,2007,121270000
bhs,2008,113370047
bhs,2009,57698000
bhs,2010,38760000
bhs,2011,55416000
bhs,2012,49696000
bhs,2013,48010000
bhs,2014,55105265.37
bhs,2015,44358964.62
bhs,2016,45777962.47
bhs,2017,47933233.26
bhs,2018,41451855.124
bhs,2019,33264402.81
bhs,2020,35544000
bih,1998,862965833.31009
bih,1999,793403197.62532
bih,2000,666797362.70483
bih,2001,625462608.55189
bih,2002,605473168.15895
bih,2003,653933107.21733
bih,2004,674591782.18845
bih,2005,682302415.82782
bih,2006,732575917.22713
bih,2007,1091887955.5552
bih,2008,1244143189.16634
bih,2009,897776633.94318
bih,2010,596659378.29131
bih,2011,665327076.87044
bih,2012,573681919.72165
bih,2013,586411233.70294
bih,2014,648679888.81059
bih,2015,527268072.1105
bih,2016,525753089.73087
bih,2017,560181754.62577
bih,2018,619494838.20219
bih,2019,647929758.15033
bih,2020,456306771.356
blr,1993,100000
blr,1994,500000
blr,1995,1900000
blr,1996,74100000
blr,1997,31200000
blr,1998,26800000
blr,1999,20800000
blr,2000,25700000
blr,2001,27000000
blr,2002,45400000
blr,2003,126300000
blr,2004,157600000
blr,2005,168400000
blr,2006,246600000
blr,2007,275500000
blr,2008,633700000
blr,2009,476300000
blr,2010,465800000
blr,2011,662100000
blr,2012,864300000
blr,2013,793200000
blr,2014,827700000
blr,2015,551400000
blr,2016,615800000
blr,2017,843500000
blr,2018,1183300000
blr,2019,1169700000
blr,2020,849500000
blr,2021,825241953.45
blz,1984,1300000
blz,1985,2900000
blz,1986,9200000
blz,1987,5900000
blz,1988,8000000
blz,1989,9700000
blz,1990,10600000
blz,1991,8300000
blz,1992,6700000
blz,1993,5900000
blz,1994,2879000
blz,1995,2818500
blz,1996,6300000
blz,1997,7450000
blz,1998,7200000
blz,1999,4822533.255
blz,2000,6907206.55
blz,2001,8604459.00232
blz,2002,4242537.82726
blz,2003,5485429.55604
blz,2004,4343114.70544
blz,2005,6780946.98155
blz,2006,10100416.28311
blz,2007,6966637.07261
blz,2008,5927294.4347
blz,2009,4467700.11039
blz,2010,4594972.98826
blz,2011,4763314.95086
blz,2012,5107495.96976
blz,2013,6050809.70419
blz,2014,8432933.92849
blz,2015,7275302.96929
blz,2016,7247683.16708
blz,2017,6935473.88722
blz,2018,9506344.95058
blz,2019,9958332.67126
blz,2020,7589629.1666
bmu,2006,1920460000
bmu,2007,2431470188.99533
bmu,2008,2308653972.50283
bmu,2009,1773568770.39651
bmu,2010,1734531846.962
bmu,2011,1679278700.15867
bmu,2012,1720963586.60549
bmu,2013,2337500078.9547
bmu,2014,1873533397.07851
bmu,2015,1935620621.59309
bmu,2016,1940533057.40531
bmu,2017,2081672716.80336
bmu,2018,1955052801.22024
bmu,2019,2052457344.41901
bmu,2020,2040043137.16215
bol,1976,12800000
bol,1977,5600000
bol,1978,2500000
bol,1979,8400000
bol,1980,15600000
bol,1981,16200000
bol,1982,8400000
bol,1983,40900000
bol,1984,30000000
bol,1985,17500000
bol,1986,17600000
bol,1987,16200000
bol,1988,18200000
bol,1989,23900000
bol,1990,18800000
bol,1991,24600000
bol,1992,17700000
bol,1993,9200000
bol,1994,18700000
bol,1995,28300000
bol,1996,28600000
bol,1997,98200000
bol,1998,127400000
bol,1999,157300000
bol,2000,139710000
bol,2001,121180000
bol,2002,103240000
bol,2003,71080000
bol,2004,75950000
bol,2005,121228018.73908
bol,2006,235442955.20929
bol,2007,369835268.28495
bol,2008,346424334.11815
bol,2009,232650000
bol,2010,81669602.89073
bol,2011,136767257.04581
bol,2012,141425675.33097
bol,2013,170699580.91273
bol,2014,98979760.7178
bol,2015,111105337.68097
bol,2016,138222317.06011
bol,2017,181091635.26012
bol,2018,181223197.40706
bol,2019,143003205.7625
bol,2020,115803703.56737
bra,1975,387000000
bra,1976,304000000
bra,1977,380000000
bra,1978,666000000
bra,1979,1279000000
bra,1980,1406000000
bra,1981,1382000000
bra,1982,1487000000
bra,1983,719000000
bra,1984,1256000000
bra,1985,1589000000
bra,1986,967000000
bra,1987,568000000
bra,1988,771000000
bra,1989,1310000000
bra,1990,1157000000
bra,1991,904000000
bra,1992,1118000000
bra,1993,1308000000
bra,1994,2202000000
bra,1995,3457000000
bra,1996,5350000000
bra,1997,5459436277.765
bra,1998,4947361027.7
bra,1999,4301956768.515
bra,2000,4025249811.24
bra,2001,3715574532.38
bra,2002,3767763021.49
bra,2003,3755740172.61
bra,2004,3612511736.655
bra,2005,3609078335.055
bra,2006,6956763858.08257
bra,2007,12089059603.3825
bra,2008,13086981571.5401
bra,2009,9384014791.745
bra,2010,17696449275.76
bra,2011,22881841633.19
bra,2012,9307080935.53
bra,2013,13066390711.64
bra,2014,7791929823.88
bra,2015,2271083181.54
bra,2016,12814330439.38
bra,2017,23230416304.39
bra,2018,13223269852.9
bra,2019,25128814058.47
bra,2020,20097957884.44
bra,2021,29791264985.56
brb,1967,6000175.477
brb,1968,5395029.9973
brb,1969,6670889.99666
brb,1970,8331549.99583
brb,1971,8891504.40269
brb,1972,9368303.08188
brb,1973,12300013.97981
brb,1974,10021760.87058
brb,1975,11570681.90031
brb,1976,11276140.6
brb,1977,10833922.2
brb,1978,13528302.4
brb,1979,15874000
brb,1980,26450000
brb,1981,31800000
brb,1982,29950000
brb,1983,26200000
brb,1984,36150000
brb,1985,24400000
brb,1986,44565000
brb,1987,46925000
brb,1988,45285000
brb,1989,47500000
brb,1990,44450000
brb,1991,47050000
brb,1992,48450000
brb,1993,51050000
brb,1994,58000000
brb,1995,57750000
brb,1996,65350000
brb,1997,69450000
brb,1998,75600000
brb,1999,80600000
brb,2000,84800000
brb,2001,87600000
brb,2002,89219000
brb,2003,93150000
brb,2004,111034300.095
brb,2005,135263666.525
brb,2006,131434600.88333
brb,2007,194860147.595
brb,2008,271191649.11
brb,2009,271045364.835
brb,2010,237838050.005
brb,2011,455927362.66
brb,2012,211431040.81223
brb,2013,297657567.86888
brb,2014,71813198.7739
brb,2015,280302486.97583
brb,2016,255502657.14464
brn,2001,244353670.97686
brn,2002,234736683.55775
brn,2003,213695769.10525
brn,2004,236282894.42875
brn,2005,263191332.41738
brn,2006,247945347.01905
brn,2007,268294512.95494
brn,2008,303595522.42378
brn,2009,316274201.70662
brn,2010,936987884.67142
brn,2011,959880729.089
brn,2012,974104725.68385
brn,2013,996456439.08622
brn,2014,1011260212.4474
brn,2015,1096660816.39003
brn,2016,1076932776.92676
brn,2017,1060755476.82084
brn,2018,999024197.47598
brn,2019,1027993198.54789
brn,2020,919430998.17835
btn,2006,18177449.51112
btn,2007,26393912.34273
btn,2008,34697118.38897
btn,2009,21074608.25285
btn,2010,16391750.31272
btn,2011,16648266.59275
btn,2012,17411648.15015
btn,2013,17607092.56176
btn,2014,19424326.01843
btn,2015,41194125.66924
btn,2016,24463415.69893
btn,2017,30037633.80059
btn,2018,35475412.1071
btn,2019,37388067.5229
btn,2020,29507916.51901
bwa,1975,47058333.50488
bwa,1976,59340014.90324
bwa,1977,68293057.66621
bwa,1978,58926024.9674
bwa,1979,72269347.57867
bwa,1980,102158319.79434
bwa,1981,106006856.11313
bwa,1982,82357216.39922
bwa,1983,82685626.78781
bwa,1984,92654398.35379
bwa,1985,84885330.35437
bwa,1986,116542415.37407
bwa,1987,171774963.2829
bwa,1988,220115252.89329
bwa,1989,244778136.72652
bwa,1990,416186089.59494
bwa,1991,483093061.94731
bwa,1992,542108568.65231
bwa,1993,554543297.25659
bwa,1994,230756723.74621
bwa,1995,483189084.02692
bwa,1996,501691436.2267
bwa,1997,622072644.16848
bwa,1998,622680719.75541
bwa,1999,429785927.14366
bwa,2000,378107139.18229
bwa,2001,361292323.49459
bwa,2002,268368899.08143
bwa,2003,424709003.97333
bwa,2004,256655896.0338
bwa,2005,461366453.31509
bwa,2006,529115654.42602
bwa,2007,523936251.0774
bwa,2008,474741980.09577
bwa,2009,296766800.19977
bwa,2010,359159461.95233
bwa,2011,254776791.79955
bwa,2012,214621962.26894
bwa,2013,249338938.34777
bwa,2014,250188786.51507
bwa,2015,247185756.4252
bwa,2016,222514459.19448
bwa,2017,263685313.72744
bwa,2018,242104646.22608
bwa,2019,292950267.13551
bwa,2020,146775346.87528
caf,1977,2755620.57841
caf,1978,3691461.85318
caf,1979,2590239.47427
caf,1980,4354420.37065
caf,1981,7967425.11653
caf,1982,4972516.45877
caf,1983,3104448.80457
caf,1984,2727959.29969
caf,1985,6655344.97203
caf,1986,2838530.87663
caf,1987,2771709.34992
caf,1988,0
caf,1989,652020.6538
caf,1990,760289.28146
caf,1991,5483736.66754
caf,1992,6422563.88441
caf,1993,4456803.58693
caf,1994,0
can,1960,261524897.25885
can,1961,311155658.12184
can,1962,372543052.91029
can,1963,413853944.32665
can,1964,536960278.91184
can,1965,591916501.98431
can,1966,697765704.80408
can,1967,676977603.57428
can,1968,868809834.17579
can,1969,1194322564.64419
can,1970,1922932468.22666
can,1971,1688592537.43132
can,1972,1269989951.54333
can,1973,2722579613.85654
can,1974,3926027010.83599
can,1975,3492175168.08743
can,1976,3265637537.49624
can,1977,3981426993.68599
can,1978,4312070604.77049
can,1979,7679497494.13418
can,1980,7867779233.88949
can,1981,9589886092.07659
can,1982,11652323278.262
can,1983,8548572263.75031
can,1984,11282433683.2833
can,1985,10218496800.4561
can,1986,8478343414.66655
can,1987,9295676913.65652
can,1988,13678443075.4569
can,1989,13842119022.1133
can,1990,15536112928.3941
can,1991,13541866778.9841
can,1992,11933832204.9503
can,1993,11209197917.383
can,1994,15961009385.4995
can,1995,19479564668.8151
can,1996,19883935462.3854
can,1997,24556316933.713
can,1998,21822194133.0108
can,1999,22597105581.5813
can,2000,25057455783.9785
can,2001,17111494239.1076
can,2002,19556436806.51089
can,2003,21171734999.1165
can,2004,29561830744.6204
can,2005,40833055345.25449
can,2006,58890837663.0439
can,2007,72585884088.6976
can,2008,66267968987.6564
can,2009,49445786725.9488
can,2010,61078242554.0462
can,2011,70231513484.30811
can,2012,73059964448.22508
can,2013,73513289268.4516
can,2014,77910764041.6647
can,2015,72339352567.3759
can,2016,73938754727.03819
can,2017,90002371823.0631
can,2018,105556987788.507
can,2019,111867454959.80099
can,2020,98238029880.924
can,2021,115954817045.549
che,1977,4953141741.11029
che,1978,7074845153.34301
che,1979,8804823412.21255
che,1980,10867046278.8276
che,1981,12330458324.0765
che,1982,11958971080.7464
che,1983,10521443292.9227
che,1984,11104900662.7358
che,1985,10905835071.4758
che,1986,14012878122.3897
che,1987,17532957422.1959
che,1988,20057404496.6856
che,1989,22697006280.8503
che,1990,28685499013.1915
che,1991,27520522550.6889
che,1992,26238741968.7081
che,1993,25152260960.7814
che,1994,26747240333.6276
che,1995,31574523084.8161
che,1996,32996820414.0743
che,1997,35065776667.6715
che,1998,45926051042.0777
che,1999,49219694943.146
che,2000,61319275684.8709
che,2001,52641662315.6778
che,2002,42017343511.3081
che,2003,63591035234.1419
che,2004,72824163997.1402
che,2005,103633027298.743
che,2006,111265137250.564
che,2007,126055916883.875
che,2008,88904443163.70169
che,2009,95388094574.9998
che,2010,124953448182.70399
che,2011,110281637480.164
che,2012,123855084536.918
che,2013,121918538424.946
che,2014,152895857119.06
che,2015,145225046909.681
che,2016,147550124806.31
che,2017,172447601345.056
che,2018,179126558937.97
che,2019,178215702289.40601
che,2020,144907414232.52899
chl,1975,4000000
chl,1976,12000000
chl,1977,18000000
chl,1978,43000000
chl,1979,126000000
chl,1980,308000000
chl,1981,606000000
chl,1982,512000000
chl,1983,203000000
chl,1984,322000000
chl,1985,200800000
chl,1986,228400000
chl,1987,175800000
chl,1988,184900000
chl,1989,242800000
chl,1990,484100000
chl,1991,576200000
chl,1992,557700000
chl,1993,501800000
chl,1994,556400000
chl,1995,868500000
chl,1996,841700480.58333
chl,1997,1169900000
chl,1998,1196100000
chl,1999,912282589.57458
chl,2000,1597635510.00833
chl,2001,1458294450.48625
chl,2002,1113692575.37453
chl,2003,1540570932.98596
chl,2004,1947188006.50154
chl,2005,2423965791.30824
chl,2006,3348609620.85141
chl,2007,5996092417.2019
chl,2008,5908216244.9665
chl,2009,5469668728.94636
chl,2010,6859401258.43591
chl,2011,7077981801.7939
chl,2012,8095156806.88345
chl,2013,8380706827.68258
chl,2014,8932338090.59268
chl,2015,7746441017.35075
chl,2016,7809592528.8164
chl,2017,8520771271.34824
chl,2018,9278039362.54488
chl,2019,10953930859.6082
chl,2020,9135418996.29072
chn,1982,1092000000
