geo,time,ag_prd_lvsk_xd
mrt,1982,63.55
mrt,1983,61.32
mrt,1984,59.14
mrt,1985,61.65
mrt,1986,61.93
mrt,1987,61.97
mrt,1988,63.24
mrt,1989,66.55
mrt,1990,72.12
mrt,1991,57.43
mrt,1992,55.15
mrt,1993,49.32
mrt,1994,51.65
mrt,1995,52.58
mrt,1996,56.67
mrt,1997,59.11
mrt,1998,62.83
mrt,1999,64.41
mrt,2000,72.39
mrt,2001,75.05
mrt,2002,78.6
mrt,2003,80.22
mrt,2004,82.26
mrt,2005,83.78
mrt,2006,83.6
mrt,2007,83.66
mrt,2008,81.88
mrt,2009,83
mrt,2010,87.76
mrt,2011,89.91
mrt,2012,92.1
mrt,2013,94.37
mrt,2014,95.52
mrt,2015,101.29
mrt,2016,103.19
mrt,2017,100.05
mrt,2018,101.81
mrt,2019,102.37
mus,1961,15.61
mus,1962,15.94
mus,1963,17.86
mus,1964,17.44
mus,1965,16.46
mus,1966,15.55
mus,1967,15.76
mus,1968,16.62
mus,1969,15.74
mus,1970,16.41
mus,1971,16.33
mus,1972,17.15
mus,1973,18.01
mus,1974,19.75
mus,1975,21.6
mus,1976,23.43
mus,1977,24.43
mus,1978,18.64
mus,1979,24.35
mus,1980,23.36
mus,1981,22.43
mus,1982,24.01
mus,1983,23.94
mus,1984,22.99
mus,1985,24.12
mus,1986,27.43
mus,1987,30.75
mus,1988,33.87
mus,1989,34.53
mus,1990,37.15
mus,1991,36.67
mus,1992,41.7
mus,1993,44.71
mus,1994,47.79
mus,1995,48.65
mus,1996,50.71
mus,1997,50.74
mus,1998,45.78
mus,1999,58.57
mus,2000,59.51
mus,2001,69.19
mus,2002,73.62
mus,2003,74.81
mus,2004,80.75
mus,2005,78.51
mus,2006,83.22
mus,2007,88.87
mus,2008,90.83
mus,2009,93.2
mus,2010,99.38
mus,2011,100.82
mus,2012,101.72
mus,2013,102.67
mus,2014,101.71
mus,2015,99.87
mus,2016,98.42
mus,2017,101.7
mus,2018,104.26
mus,2019,107.5
mwi,1961,5.4
mwi,1962,5.63
mwi,1963,6.07
mwi,1964,6.19
mwi,1965,6.24
mwi,1966,6.55
mwi,1967,7.69
mwi,1968,8.07
mwi,1969,9.31
mwi,1970,9.43
mwi,1971,9.19
mwi,1972,9.28
mwi,1973,9.85
mwi,1974,10.55
mwi,1975,10.94
mwi,1976,11.74
mwi,1977,12.57
mwi,1978,13.05
mwi,1979,12.73
mwi,1980,13.49
mwi,1981,16.14
mwi,1982,16.9
mwi,1983,15.67
mwi,1984,15.82
mwi,1985,13.94
mwi,1986,17.49
mwi,1987,17.72
mwi,1988,17.25
mwi,1989,17.21
mwi,1990,17.8
mwi,1991,20.1
mwi,1992,20.47
mwi,1993,20.58
mwi,1994,19.07
mwi,1995,20.07
mwi,1996,24.79
mwi,1997,22.07
mwi,1998,23.46
mwi,1999,23.8
mwi,2000,27.18
mwi,2001,28.94
mwi,2002,26.1
mwi,2003,27.24
mwi,2004,30.22
mwi,2005,29.04
mwi,2006,32.42
mwi,2007,37.91
mwi,2008,43.92
mwi,2009,48.29
mwi,2010,49.51
mwi,2011,62.69
mwi,2012,73.84
mwi,2013,82.21
mwi,2014,90.62
mwi,2015,101.65
mwi,2016,107.73
mwi,2017,127.77
mwi,2018,162.2
mwi,2019,166.28999
mys,1961,5.3
mys,1962,5.51
mys,1963,5.78
mys,1964,6.29
mys,1965,6.79
mys,1966,7.35
mys,1967,7.65
mys,1968,7.89
mys,1969,8.66
mys,1970,8.96
mys,1971,9.6
mys,1972,10.08
mys,1973,10.09
mys,1974,10.77
mys,1975,13.19
mys,1976,14.05
mys,1977,13.85
mys,1978,14.28
mys,1979,14.7
mys,1980,15.79
mys,1981,16.57
mys,1982,17.87
mys,1983,19.5
mys,1984,20.65
mys,1985,23.43
mys,1986,25.06
mys,1987,28.61
mys,1988,29.78
mys,1989,33.4
mys,1990,38.21
mys,1991,39.32
mys,1992,43.71
mys,1993,48.16
mys,1994,50.79
mys,1995,51.79
mys,1996,51.5
mys,1997,52.06
mys,1998,52.4
mys,1999,48.35
mys,2000,47.76
mys,2001,50.5
mys,2002,53.34
mys,2003,54.85
mys,2004,58.97
mys,2005,62.68
mys,2006,65.31
mys,2007,68.1
mys,2008,69.32
mys,2009,71.94
mys,2010,79.26
mys,2011,81.37
mys,2012,84.87
mys,2013,89.94
mys,2014,94.64
mys,2015,100.59
mys,2016,104.77
mys,2017,102.78
mys,2018,100.45
mys,2019,105.08
nam,1961,127.71
nam,1962,108.77
nam,1963,138.60001
nam,1964,138.63
nam,1965,135.88
nam,1966,126.86
nam,1967,148.17999
nam,1968,156.42999
nam,1969,153.59
nam,1970,167.27
nam,1971,182.92999
nam,1972,204.17999
nam,1973,212.7
nam,1974,218.17
nam,1975,139.16
nam,1976,155.25999
nam,1977,146.56
nam,1978,161.09
nam,1979,167.85001
nam,1980,179.25
nam,1981,183.02
nam,1982,136.35001
nam,1983,112.37
nam,1984,116.27
nam,1985,128.87
nam,1986,134.28
nam,1987,146.31
nam,1988,145.92999
nam,1989,158.85001
nam,1990,149.2
nam,1991,99.65
nam,1992,95.52
nam,1993,96.32
nam,1994,97.39
nam,1995,92.03
nam,1996,90.67
nam,1997,72.67
nam,1998,80.46
nam,1999,105.1
nam,2000,131.37
nam,2001,111.77
nam,2002,109.87
nam,2003,115.23
nam,2004,102.43
nam,2005,101.31
nam,2006,99
nam,2007,100.92
nam,2008,102.66
nam,2009,103.52
nam,2010,104
nam,2011,104.25
nam,2012,105.94
nam,2013,105.6
nam,2014,103.23
nam,2015,97.39
nam,2016,99.38
nam,2017,103.46
nam,2018,100.42
nam,2019,99.02
ncl,1961,62.21
ncl,1962,64.64
ncl,1963,65.53
ncl,1964,63.62
ncl,1965,65.34
ncl,1966,61.77
ncl,1967,63.94
ncl,1968,66.5
ncl,1969,63.8
ncl,1970,64.84
ncl,1971,69.38
ncl,1972,70.78
ncl,1973,64.67
ncl,1974,49.78
ncl,1975,57.08
ncl,1976,46.97
ncl,1977,55.91
ncl,1978,55.99
ncl,1979,57.93
ncl,1980,56.6
ncl,1981,55.52
ncl,1982,56.92
ncl,1983,56.71
ncl,1984,60.86
ncl,1985,72.39
ncl,1986,70.23
ncl,1987,60.57
ncl,1988,60.55
ncl,1989,57.75
ncl,1990,67.32
ncl,1991,74.79
ncl,1992,80.42
ncl,1993,84.8
ncl,1994,91.11
ncl,1995,85.32
ncl,1996,94.4
ncl,1997,91.44
ncl,1998,92.68
ncl,1999,94.96
ncl,2000,92.65
ncl,2001,93.01
ncl,2002,93.06
ncl,2003,95
ncl,2004,96.63
ncl,2005,88.9
ncl,2006,82.41
ncl,2007,85.47
ncl,2008,85.92
ncl,2009,85.61
ncl,2010,91.08
ncl,2011,91.68
ncl,2012,94.98
ncl,2013,93.67
ncl,2014,98.33
ncl,2015,111.55
ncl,2016,90.12
ncl,2017,90.2
ncl,2018,88.73
ncl,2019,92.68
ner,1961,35.47
ner,1962,37.25
ner,1963,38.9
ner,1964,40.16
ner,1965,41.09
ner,1966,43.25
ner,1967,46.33
ner,1968,51.72
ner,1969,51.87
ner,1970,55.52
ner,1971,52.48
ner,1972,53.28
ner,1973,46.62
ner,1974,46.63
ner,1975,48.49
ner,1976,49.51
ner,1977,67.01
ner,1978,67.01
ner,1979,63.43
ner,1980,71.06
ner,1981,71.57
ner,1982,72.37
ner,1983,72.58
ner,1984,63.21
ner,1985,48.67
ner,1986,52.79
ner,1987,57.5
ner,1988,61.5
ner,1989,64.64
ner,1990,69.54
ner,1991,63.97
ner,1992,71.65
ner,1993,75.91
ner,1994,78.38
ner,1995,76.42
ner,1996,88.62
ner,1997,91.36
ner,1998,96.37
ner,1999,101.83
ner,2000,64.49
ner,2001,66.75
ner,2002,67
ner,2003,70.81
ner,2004,71.86
ner,2005,79.1
ner,2006,82.84
ner,2007,80.56
ner,2008,81.55
ner,2009,85.33
ner,2010,89.83
ner,2011,89.61
ner,2012,94.93
ner,2013,86.29
ner,2014,89.28
ner,2015,104.06
ner,2016,106.66
ner,2017,111.11
ner,2018,113.61
ner,2019,115.88
nga,1961,17.15
nga,1962,15.68
nga,1963,15.92
nga,1964,17.57
nga,1965,18.51
nga,1966,18.04
nga,1967,20.04
nga,1968,19.78
nga,1969,23.11
nga,1970,23.81
nga,1971,23.41
nga,1972,21.74
nga,1973,25.74
nga,1974,27.74
nga,1975,27.93
nga,1976,33.52
nga,1977,31.86
nga,1978,34.01
nga,1979,36.81
nga,1980,44.75
nga,1981,42.44
nga,1982,45.79
nga,1983,49.95
nga,1984,51.6
nga,1985,57.86
nga,1986,50.9
nga,1987,51.96
nga,1988,50.25
nga,1989,49.45
nga,1990,50.26
nga,1991,49.95
nga,1992,50.67
nga,1993,55.13
nga,1994,60.11
nga,1995,61.82
nga,1996,63.43
nga,1997,65.77
nga,1998,71.78
nga,1999,75.04
nga,2000,74.57
nga,2001,80.95
nga,2002,85.55
nga,2003,83.22
nga,2004,86.32
nga,2005,87.17
nga,2006,85.74
nga,2007,92.7
nga,2008,94.96
nga,2009,98.51
nga,2010,98.17
nga,2011,94.86
nga,2012,90.1
nga,2013,98.29
nga,2014,99.66
nga,2015,101.78
nga,2016,98.56
nga,2017,101.12
nga,2018,103.35
nga,2019,103.37
nic,1961,23.38
nic,1962,24.12
nic,1963,26.89
nic,1964,27.57
nic,1965,28.24
nic,1966,30.6
nic,1967,32.19
nic,1968,36.05
nic,1969,40.4
nic,1970,44.83
nic,1971,45.12
nic,1972,48.3
nic,1973,46.43
nic,1974,41.95
nic,1975,51.13
nic,1976,56.43
nic,1977,60.69
nic,1978,63.63
nic,1979,75.55
nic,1980,41.44
nic,1981,30.17
nic,1982,34.89
nic,1983,34.09
nic,1984,34.9
nic,1985,33.24
nic,1986,30.76
nic,1987,28.02
nic,1988,27.49
nic,1989,33.78
nic,1990,36.05
nic,1991,31.7
nic,1992,34.07
nic,1993,37.5
nic,1994,37.2
nic,1995,36.76
nic,1996,37.38
nic,1997,39.29
nic,1998,37.61
nic,1999,47.86
nic,2000,55.18
nic,2001,57.21
nic,2002,59.02
nic,2003,63.14
nic,2004,68.31
nic,2005,71.42
nic,2006,77.75
nic,2007,83.21
nic,2008,86.85
nic,2009,93.05
nic,2010,99.54
nic,2011,103.02
nic,2012,96.78
nic,2013,105.4
nic,2014,103.34
nic,2015,98.3
nic,2016,98.35
nic,2017,111.32
nic,2018,106.77
nic,2019,105.65
nld,1961,41.98
nld,1962,44.42
nld,1963,45.22
nld,1964,42.64
nld,1965,44.8
nld,1966,45.81
nld,1967,48.99
nld,1968,51.82
nld,1969,52.89
nld,1970,58.15
nld,1971,60.28
nld,1972,60.4
nld,1973,62.73
nld,1974,69.39
nld,1975,71.28
nld,1976,73.06
nld,1977,74.3
nld,1978,78.6
nld,1979,82.67
nld,1980,85.8
nld,1981,89.36
nld,1982,91.3
nld,1983,94.35
nld,1984,96.64
nld,1985,97.59
nld,1986,99.82
nld,1987,98.03
nld,1988,98.04
nld,1989,93.52
nld,1990,97.47
nld,1991,92.49
nld,1992,95.51
nld,1993,95.61
nld,1994,93.35
nld,1995,94.01
nld,1996,94.45
nld,1997,89.42
nld,1998,96.64
nld,1999,95.26
nld,2000,94.05
nld,2001,88.05
nld,2002,86.64
nld,2003,80.03
nld,2004,83.18
nld,2005,83.41
nld,2006,82.44
nld,2007,83.99
nld,2008,84.85
nld,2009,86.61
nld,2010,87.44
nld,2011,89.96
nld,2012,89.48
nld,2013,92.57
nld,2014,95.09
nld,2015,99.85
nld,2016,105.06
nld,2017,101.51
nld,2018,97.93
nld,2019,99.64
nor,1961,68.77
nor,1962,73.1
nor,1963,72.31
nor,1964,72.63
nor,1965,71.97
nor,1966,73.9
nor,1967,74.59
nor,1968,76.07
nor,1969,76.06
nor,1970,74.41
nor,1971,75.35
nor,1972,77.7
nor,1973,78.82
nor,1974,81.06
nor,1975,81.32
nor,1976,80.67
nor,1977,82.99
nor,1978,84.69
nor,1979,85.64
nor,1980,87.59
nor,1981,90.4
nor,1982,93.7
nor,1983,91.83
nor,1984,91.27
nor,1985,91.2
nor,1986,92.04
nor,1987,94.45
nor,1988,94.03
nor,1989,92.44
nor,1990,93.94
nor,1991,91.11
nor,1992,93.17
nor,1993,93.14
nor,1994,93.5
nor,1995,92.81
nor,1996,93.88
nor,1997,94.44
nor,1998,94.2
nor,1999,95.47
nor,2000,92.14
nor,2001,90.73
nor,2002,90.65
nor,2003,91.5
nor,2004,93.83
nor,2005,93.82
nor,2006,94.39
nor,2007,95.3
nor,2008,98
nor,2009,97.92
nor,2010,98.91
nor,2011,97.43
nor,2012,97.67
nor,2013,100.11
nor,2014,99.25
nor,2015,99.64
nor,2016,101.11
nor,2017,101.97
nor,2018,103.26
nor,2019,101.77
npl,1961,23.04
npl,1962,23.64
npl,1963,24.32
npl,1964,24.7
npl,1965,25.18
npl,1966,25.47
npl,1967,26.26
npl,1968,26.99
npl,1969,27.77
npl,1970,28.26
npl,1971,29.24
npl,1972,30.19
npl,1973,31.11
npl,1974,32.18
npl,1975,33.6
npl,1976,34.52
npl,1977,35.6
npl,1978,36.53
npl,1979,37.35
npl,1980,38.91
npl,1981,40.8
npl,1982,43.71
npl,1983,45.45
npl,1984,45.25
npl,1985,45.53
npl,1986,46.68
npl,1987,47.24
npl,1988,49.19
npl,1989,50.31
npl,1990,52.43
npl,1991,53.54
npl,1992,53.89
npl,1993,54.23
npl,1994,56.25
npl,1995,57.89
npl,1996,58.99
npl,1997,62.32
npl,1998,64.24
npl,1999,65.39
npl,2000,66.55
npl,2001,68
npl,2002,69.43
npl,2003,71.04
npl,2004,72.42
npl,2005,74.3
npl,2006,75.56
npl,2007,78.01
npl,2008,79.67
npl,2009,83.24
npl,2010,85.07
npl,2011,88.88
npl,2012,93.15
npl,2013,96.38
npl,2014,97.25
npl,2015,98.2
npl,2016,104.55
npl,2017,107.68
npl,2018,114.1
npl,2019,118.02
nru,1961,27.25
nru,1962,27.8
nru,1963,28.37
nru,1964,28.92
nru,1965,30.03
nru,1966,30.61
nru,1967,34.65
nru,1968,35.76
nru,1969,36.88
nru,1970,38
nru,1971,39.12
nru,1972,41.35
nru,1973,43.59
nru,1974,46.15
nru,1975,49.64
nru,1976,39.76
nru,1977,39.76
nru,1978,46.15
nru,1979,47.74
nru,1980,50.16
nru,1981,56.55
nru,1982,62.42
nru,1983,65.61
nru,1984,59.22
nru,1985,62.42
nru,1986,66.44
nru,1987,72.3
nru,1988,75.49
nru,1989,75.49
nru,1990,78.69
nru,1991,87.89
nru,1992,91.75
nru,1993,94.28
nru,1994,94.28
nru,1995,94.95
nru,1996,94.28
nru,1997,94.28
nru,1998,94.28
nru,1999,94.28
nru,2000,94.58
nru,2001,94.28
nru,2002,94.28
nru,2003,94.28
nru,2004,94.28
nru,2005,94.28
nru,2006,94.28
nru,2007,97.47
nru,2008,99.6
nru,2009,99.24
nru,2010,99.87
nru,2011,99.87
nru,2012,99.87
nru,2013,99.87
nru,2014,100
nru,2015,100
nru,2016,100
nru,2017,91.72
nru,2018,90.38
nru,2019,91.05
nzl,1961,42.47
nzl,1962,44.62
nzl,1963,44.97
nzl,1964,46.26
nzl,1965,47.05
nzl,1966,48.24
nzl,1967,50.11
nzl,1968,52.74
nzl,1969,54.36
nzl,1970,53.63
nzl,1971,54.16
nzl,1972,55.48
nzl,1973,55.09
nzl,1974,50.67
nzl,1975,54.61
nzl,1976,60.3
nzl,1977,57.94
nzl,1978,57.01
nzl,1979,57.03
nzl,1980,59.68
nzl,1981,62.35
nzl,1982,62.63
nzl,1983,64.72
nzl,1984,63.99
nzl,1985,68.56
nzl,1986,65.15
nzl,1987,64.85
nzl,1988,66.83
nzl,1989,64.95
nzl,1990,60.55
nzl,1991,61.9
nzl,1992,65.13
nzl,1993,63.56
nzl,1994,68.14
nzl,1995,68.06
nzl,1996,70.25
nzl,1997,73.67
nzl,1998,75.25
nzl,1999,69.44
nzl,2000,75.4
nzl,2001,78.5
nzl,2002,78.3
nzl,2003,82.57
nzl,2004,85.64
nzl,2005,83.97
nzl,2006,85.2
nzl,2007,86.86
nzl,2008,84.93
nzl,2009,86.42
nzl,2010,86.42
nzl,2011,85.83
nzl,2012,90.78
nzl,2013,93.03
nzl,2014,98.3
nzl,2015,101.32
nzl,2016,100.38
nzl,2017,97.68
nzl,2018,99.4
nzl,2019,100.23
omn,1961,6.73
omn,1962,6.88
omn,1963,7.06
omn,1964,7.22
omn,1965,7.45
omn,1966,7.58
omn,1967,7.79
omn,1968,7.98
omn,1969,8.26
omn,1970,8.63
omn,1971,8.93
omn,1972,9.77
omn,1973,10.93
omn,1974,11.41
omn,1975,13.32
omn,1976,14.42
omn,1977,15.62
omn,1978,17.93
omn,1979,19.15
omn,1980,20.38
omn,1981,21.6
omn,1982,25.11
omn,1983,27.71
omn,1984,25.66
omn,1985,26.55
omn,1986,28.54
omn,1987,27.75
omn,1988,29.31
omn,1989,31.26
omn,1990,30.32
omn,1991,32.2
omn,1992,31.49
omn,1993,36.36
omn,1994,37.53
omn,1995,39.09
omn,1996,40.88
omn,1997,41.58
omn,1998,44.4
omn,1999,45.71
omn,2000,43.46
omn,2001,43.93
omn,2002,43.17
omn,2003,43.14
omn,2004,60
omn,2005,69.63
omn,2006,64.49
omn,2007,73.59
omn,2008,70.7
omn,2009,68.2
omn,2010,83.27
omn,2011,77.59
omn,2012,99.72
omn,2013,118.23
omn,2014,92.37
omn,2015,95.52
omn,2016,112.11
omn,2017,112.1
omn,2018,134
omn,2019,126.02
pak,1961,13.91
pak,1962,14.34
pak,1963,14.72
pak,1964,15.15
pak,1965,15.53
pak,1966,15.75
pak,1967,16.12
pak,1968,16.55
pak,1969,16.99
pak,1970,17.44
pak,1971,17.89
pak,1972,18.43
pak,1973,19.05
pak,1974,19.64
pak,1975,20.19
pak,1976,20.87
pak,1977,21.58
pak,1978,22.27
pak,1979,23.05
pak,1980,23.72
pak,1981,24.46
pak,1982,25.34
pak,1983,26.24
pak,1984,27.92
pak,1985,29.63
pak,1986,32.12
pak,1987,34.03
pak,1988,36.23
pak,1989,38.24
pak,1990,40.24
pak,1991,42.23
pak,1992,44.65
pak,1993,47.61
pak,1994,50.39
pak,1995,53.22
pak,1996,53.44
pak,1997,55.9
pak,1998,56.64
pak,1999,58.44
pak,2000,60.08
pak,2001,61.76
pak,2002,63.5
pak,2003,65.35
pak,2004,67.17
pak,2005,69.08
pak,2006,73.54
pak,2007,76.01
pak,2008,78.59
pak,2009,81.35
pak,2010,84.17
pak,2011,87.18
pak,2012,90.16
pak,2013,106.69
pak,2014,96.54
pak,2015,99.93
pak,2016,103.53
pak,2017,124.97
pak,2018,129.39999
pak,2019,134.03999
pan,1961,15.35
pan,1962,17.34
pan,1963,17.69
pan,1964,18.1
pan,1965,19.35
pan,1966,21.02
pan,1967,21.03
pan,1968,21.5
pan,1969,23.24
pan,1970,23.69
pan,1971,26.05
pan,1972,27.46
pan,1973,26.66
pan,1974,27.62
pan,1975,30.12
pan,1976,32.59
pan,1977,32.82
pan,1978,30.73
pan,1979,29.86
pan,1980,32.79
pan,1981,35.9
pan,1982,39.47
pan,1983,40.77
pan,1984,42.03
pan,1985,43.01
pan,1986,44.43
pan,1987,44.43
pan,1988,40.94
pan,1989,42.86
pan,1990,46.91
pan,1991,52.06
pan,1992,50.24
pan,1993,51.85
pan,1994,50.47
pan,1995,54.94
pan,1996,57.06
pan,1997,62.6
pan,1998,68.43
pan,1999,64.74
pan,2000,65.94
pan,2001,66.97
pan,2002,66.92
pan,2003,64.32
pan,2004,66.27
pan,2005,68.01
pan,2006,70.65
pan,2007,75.41
pan,2008,77.68
pan,2009,81.02
pan,2010,84.81
pan,2011,91.04
pan,2012,97.45
pan,2013,97.06
pan,2014,99.46
pan,2015,101.26
pan,2016,99.28
pan,2017,100.99
pan,2018,101.64
pan,2019,105.25
per,1961,18.22
per,1962,17.96
per,1963,17.52
per,1964,20.03
per,1965,20.35
per,1966,20.45
per,1967,19.96
per,1968,20.49
per,1969,21.62
per,1970,22.46
per,1971,23.97
per,1972,23.32
per,1973,23.47
per,1974,25
per,1975,26.21
per,1976,26.87
per,1977,27.06
per,1978,26.33
per,1979,26.05
per,1980,26.38
per,1981,28.54
per,1982,29.72
per,1983,31.14
per,1984,29.21
per,1985,30.1
per,1986,30.91
per,1987,34.58
per,1988,36.9
per,1989,32.55
per,1990,34.3
per,1991,35.4
per,1992,36.4
per,1993,35.53
per,1994,35.93
per,1995,38.13
per,1996,40.42
per,1997,44.2
per,1998,45.16
per,1999,48.48
per,2000,48.9
per,2001,49.79
per,2002,52.55
per,2003,54.17
per,2004,55.49
per,2005,59.68
per,2006,65.21
per,2007,68.93
per,2008,73.83
per,2009,77.86
per,2010,81.1
per,2011,86.46
per,2012,91.37
per,2013,94.58
per,2014,97.67
per,2015,99.37
per,2016,102.95
per,2017,105.71
per,2018,111.38
per,2019,120.18
phl,1961,11.33
phl,1962,12.67
phl,1963,13.46
phl,1964,14.1
phl,1965,15.14
phl,1966,16.79
phl,1967,16.81
phl,1968,17.98
phl,1969,18.73
phl,1970,17.82
phl,1971,18.29
phl,1972,18.42
phl,1973,21.51
phl,1974,26.83
phl,1975,22.28
phl,1976,21.68
phl,1977,22.87
phl,1978,24.24
phl,1979,26.66
phl,1980,28.64
phl,1981,28.76
phl,1982,27.64
phl,1983,29.24
phl,1984,29.63
phl,1985,25.18
phl,1986,27.45
phl,1987,29.4
phl,1988,32.05
phl,1989,36.14
phl,1990,35.49
phl,1991,40.02
phl,1992,40.64
phl,1993,43.56
phl,1994,44.73
phl,1995,46.89
phl,1996,50.76
phl,1997,54.02
phl,1998,56.31
phl,1999,59.22
phl,2000,61.95
phl,2001,65.71
phl,2002,68.42
phl,2003,70.13
phl,2004,71.24
phl,2005,72.57
phl,2006,77.19
phl,2007,82.81
phl,2008,84.49
phl,2009,85.76
phl,2010,87.75
phl,2011,89.38
phl,2012,92.15
phl,2013,94.85
phl,2014,95.84
phl,2015,100.24
phl,2016,103.91
phl,2017,104.98
phl,2018,108.96
phl,2019,110.61
png,1961,28.6
png,1962,29.32
png,1963,29.84
png,1964,30.57
png,1965,31.08
png,1966,32.28
png,1967,33.08
png,1968,33.63
png,1969,34.79
png,1970,35.59
png,1971,36.17
png,1972,36.98
png,1973,37.61
png,1974,38.83
png,1975,39.5
png,1976,40.57
png,1977,41.34
png,1978,41.65
png,1979,42.93
png,1980,44.13
png,1981,45.42
png,1982,46.44
png,1983,47.71
png,1984,48.83
png,1985,50.07
png,1986,51.23
png,1987,52.41
png,1988,53.58
png,1989,54.76
png,1990,55.95
png,1991,57.06
png,1992,58.73
png,1993,60.53
png,1994,62.27
png,1995,63.97
png,1996,65.3
png,1997,66.8
png,1998,68.27
png,1999,69.35
png,2000,70.49
png,2001,73.65
png,2002,76.45
png,2003,78.6
png,2004,80.71
png,2005,82.83
png,2006,88.15
png,2007,90.59
png,2008,92.72
png,2009,94.08
png,2010,90.19
png,2011,94.76
png,2012,94.96
png,2013,96.46
png,2014,98
png,2015,100.51
png,2016,101.49
png,2017,102.79
png,2018,104.13
png,2019,105.42
pol,1961,71.5
pol,1962,72.86
pol,1963,71
pol,1964,71.43
pol,1965,75.68
pol,1966,79.28
pol,1967,81.5
pol,1968,83.13
pol,1969,85.27
pol,1970,84.93
pol,1971,85.77
pol,1972,90.73
pol,1973,96.1
pol,1974,104.4
pol,1975,104.48
pol,1976,103.82
pol,1977,104.07
pol,1978,108.25
pol,1979,109.97
pol,1980,106.4
pol,1981,91.67
pol,1982,94.17
pol,1983,95.64
pol,1984,98.9
pol,1985,102.36
pol,1986,105.24
pol,1987,104.12
pol,1988,104.93
pol,1989,105.92
pol,1990,108.15
pol,1991,98.54
pol,1992,91.36
pol,1993,85.4
pol,1994,79.63
pol,1995,81.68
pol,1996,84.4
pol,1997,84.42
pol,1998,88.25
pol,1999,87.12
pol,2000,83.54
pol,2001,83.14
pol,2002,86.31
pol,2003,88.55
pol,2004,86.02
pol,2005,87.71
pol,2006,92.01
pol,2007,95.19
pol,2008,90.87
pol,2009,92.16
pol,2010,94.55
pol,2011,94.42
pol,2012,95.52
pol,2013,94.69
pol,2014,97.81
pol,2015,101.18
pol,2016,101.01
pol,2017,110.14
pol,2018,112.5
pol,2019,114.16
pri,1961,81.29
pri,1962,86.51
pri,1963,93.41
pri,1964,96.01
pri,1965,102.08
pri,1966,105.88
pri,1967,107.18
pri,1968,107.56
pri,1969,107.44
pri,1970,107.72
pri,1971,112.63
pri,1972,115.92
pri,1973,118.8
pri,1974,118.86
pri,1975,118.14
pri,1976,127.55
pri,1977,134.11
pri,1978,146.22
pri,1979,152.7
pri,1980,136
pri,1981,132.03999
pri,1982,128.37
pri,1983,127.86
pri,1984,129.7
pri,1985,129.37
pri,1986,141.77
pri,1987,154.23
pri,1988,148.32001
pri,1989,152.96001
pri,1990,154.60001
pri,1991,156.36
pri,1992,149.67
pri,1993,145.45
pri,1994,142.74001
pri,1995,142.92
pri,1996,135.61
pri,1997,135.31
pri,1998,135.82001
pri,1999,126.85
pri,2000,131.75999
pri,2001,124.32
pri,2002,121.34
pri,2003,112.7
pri,2004,119.38
pri,2005,112.39
pri,2006,114.57
pri,2007,116.79
pri,2008,118.06
pri,2009,117.41
pri,2010,121.28
pri,2011,122.56
pri,2012,114.87
pri,2013,110.81
pri,2014,105.92
pri,2015,97.63
pri,2016,96.45
pri,2017,96.32
pri,2018,95.56
pri,2019,93.2
prk,1961,28.27
prk,1962,28.63
prk,1963,29.25
prk,1964,31.49
prk,1965,31.73
prk,1966,32.88
prk,1967,34.48
prk,1968,35.41
prk,1969,37.25
prk,1970,40.57
prk,1971,42.96
prk,1972,45.9
prk,1973,47.02
prk,1974,51.02
prk,1975,54.03
prk,1976,57.36
prk,1977,60.95
prk,1978,64.18
prk,1979,67.93
prk,1980,71.16
prk,1981,74
prk,1982,74.98
prk,1983,79.06
prk,1984,80.49
prk,1985,84.31
prk,1986,87.41
prk,1987,90.27
prk,1988,93.27
prk,1989,93.57
prk,1990,94.53
prk,1991,95.23
prk,1992,77.16
prk,1993,69.05
prk,1994,64.62
prk,1995,59.78
prk,1996,53.9
prk,1997,45.14
prk,1998,53.86
prk,1999,63.99
prk,2000,75.24
prk,2001,87.69
prk,2002,93.38
prk,2003,95.66
prk,2004,96.67
prk,2005,96.41
prk,2006,93.67
prk,2007,91.41
prk,2008,90.81
prk,2009,93.24
prk,2010,94.3
prk,2011,98.79
prk,2012,100.05
prk,2013,100.06
prk,2014,99.08
prk,2015,99.45
prk,2016,101.47
prk,2017,101.52
prk,2018,100.11
prk,2019,102.18
prt,1961,31.56
prt,1962,33.22
prt,1963,33.39
prt,1964,33.77
prt,1965,37.3
prt,1966,38.1
prt,1967,37.23
prt,1968,38.25
prt,1969,43.85
prt,1970,45.18
prt,1971,42.75
prt,1972,43.85
prt,1973,47.63
prt,1974,49.62
prt,1975,53.09
prt,1976,51.47
prt,1977,54.17
prt,1978,56.83
prt,1979,56.62
prt,1980,60.61
prt,1981,64.87
prt,1982,66.22
prt,1983,63.47
prt,1984,60.28
prt,1985,60.77
prt,1986,64.17
prt,1987,71.05
prt,1988,73.42
prt,1989,79.6
prt,1990,84.44
prt,1991,89.34
prt,1992,91.81
prt,1993,92.84
prt,1994,90.84
prt,1995,92.25
prt,1996,93.45
prt,1997,97.9
prt,1998,100.54
prt,1999,102.37
prt,2000,103.01
prt,2001,100.84
prt,2002,104.83
prt,2003,99.47
prt,2004,103.19
prt,2005,104.63
prt,2006,99.74
prt,2007,100.25
prt,2008,105.23
prt,2009,103.17
prt,2010,101.9
prt,2011,100.84
prt,2012,98.64
prt,2013,95.11
prt,2014,94.64
