geo,time,dt_dod_mida_cd
bdi,1972,2294000
bdi,1973,2735000
bdi,1974,3316000
bdi,1975,3595000
bdi,1976,4585000
bdi,1977,7137000
bdi,1978,14056000
bdi,1979,25397000
bdi,1980,37007000
bdi,1981,47353000
bdi,1982,65457413.7
bdi,1983,92308892.5
bdi,1984,116797601.6
bdi,1985,139703375
bdi,1986,191032672
bdi,1987,251837938.3
bdi,1988,287484830.9
bdi,1989,328001602.3
bdi,1990,397963602.9
bdi,1991,439691038.6
bdi,1992,472858000
bdi,1993,508720000
bdi,1994,555596000
bdi,1995,591412000
bdi,1996,587717000
bdi,1997,566498000
bdi,1998,603432000
bdi,1999,599105000
bdi,2000,600469000
bdi,2001,582342000
bdi,2002,647713000
bdi,2003,731741000
bdi,2004,792785000
bdi,2005,750805000
bdi,2006,796977000
bdi,2007,830118000
bdi,2008,818524000
bdi,2009,147247000
bdi,2010,162687000
bdi,2011,170187000
bdi,2012,174892000
bdi,2013,173444000
bdi,2014,160731000
bdi,2015,150608000
bdi,2016,143008000
bdi,2017,148210000
bdi,2018,141532000
bdi,2019,137531000
bdi,2020,139900000
ben,1970,377000
ben,1971,2563000
ben,1972,4974000
ben,1973,10812000
ben,1974,14960000
ben,1975,18971000
ben,1976,24900000
ben,1977,31934000
ben,1978,34331000
ben,1979,39797000
ben,1980,52030000
ben,1981,61954000
ben,1982,72771090.6
ben,1983,88556037
ben,1984,100245498
ben,1985,124460743.3
ben,1986,158222132
ben,1987,195574862
ben,1988,209028999
ben,1989,253380457.9
ben,1990,326047405.9
ben,1991,369778266.1
ben,1992,388742000
ben,1993,417889000
ben,1994,463769000
ben,1995,498253000
ben,1996,519941000
ben,1997,509767000
ben,1998,542785000
ben,1999,574392000
ben,2000,578385000
ben,2001,597575000
ben,2002,654006000
ben,2003,729466000
ben,2004,791436000
ben,2005,770800000
ben,2006,126088000
ben,2007,175648000
ben,2008,255435000
ben,2009,309173000
ben,2010,382606000
ben,2011,401777000
ben,2012,435370000
ben,2013,557308000
ben,2014,621713000
ben,2015,680457000
ben,2016,764505000
ben,2017,914161000
ben,2018,983851000
ben,2019,1081787000
ben,2020,1308810000
bfa,1970,11000
bfa,1971,15000
bfa,1972,1593000
bfa,1973,3245000
bfa,1974,5541000
bfa,1975,10498000
bfa,1976,17052000
bfa,1977,31021000
bfa,1978,46542000
bfa,1979,65402000
bfa,1980,77169000
bfa,1981,84226396
bfa,1982,94678294.1
bfa,1983,112645557
bfa,1984,124247321.6
bfa,1985,148661939.6
bfa,1986,185990109.6
bfa,1987,221138097.1
bfa,1988,233797641.2
bfa,1989,255280397.5
bfa,1990,282277090.3
bfa,1991,325760861.1
bfa,1992,363989000
bfa,1993,425425000
bfa,1994,518198000
bfa,1995,607870000
bfa,1996,635944000
bfa,1997,635581000
bfa,1998,709595000
bfa,1999,753328000
bfa,2000,592500000
bfa,2001,635748000
bfa,2002,744569000
bfa,2003,861418000
bfa,2004,1027350000
bfa,2005,1042588000
bfa,2006,371018000
bfa,2007,468397000
bfa,2008,625613000
bfa,2009,720942000
bfa,2010,776236000
bfa,2011,836686000
bfa,2012,897603000
bfa,2013,923745000
bfa,2014,948771000
bfa,2015,1038398000
bfa,2016,1171415000
bfa,2017,1334317000
bfa,2018,1458450000
bfa,2019,1672631000
bfa,2020,2014124000
bgd,1972,3039000
bgd,1973,91221000
bgd,1974,203980000
bgd,1975,294774000
bgd,1976,416423000
bgd,1977,504629000
bgd,1978,607722000
bgd,1979,770294000
bgd,1980,926003000
bgd,1981,1084809909.3
bgd,1982,1270015733.8
bgd,1983,1458754327.6
bgd,1984,1677418334.3
bgd,1985,2020939338.3
bgd,1986,2449605738.4
bgd,1987,2985180063.9
bgd,1988,3187857577.7
bgd,1989,3441076425.8
bgd,1990,4094834272.7
bgd,1991,4359848631.2
bgd,1992,4534259000
bgd,1993,4823657000
bgd,1994,5378211000
bgd,1995,5637768000
bgd,1996,5712872000
bgd,1997,5701127000
bgd,1998,6167831000
bgd,1999,6427941000
bgd,2000,6431291000
bgd,2001,6439008000
bgd,2002,7062849000
bgd,2003,8061818000
bgd,2004,8894550000
bgd,2005,8687879000
bgd,2006,9297235000
bgd,2007,10077298000
bgd,2008,10612974000
bgd,2009,10746036000
bgd,2010,10653176000
bgd,2011,10712228000
bgd,2012,11159220000
bgd,2013,11582988000
bgd,2014,11417309000
bgd,2015,11533583000
bgd,2016,11890490000
bgd,2017,13620791000
bgd,2018,14501231000
bgd,2019,15788308000
bgd,2020,17571890000
bih,1996,108844000
bih,1997,167067000
bih,1998,311782000
bih,1999,372762000
bih,2000,397587000
bih,2001,442834000
bih,2002,577534000
bih,2003,683345000
bih,2004,926952000
bih,2005,921431000
bih,2006,983232000
bih,2007,1067699000
bih,2008,1077370000
bih,2009,1102435000
bih,2010,1180496000
bih,2011,1192820000
bih,2012,1192682000
bih,2013,1192453000
bih,2014,1120341000
bih,2015,1075251000
bih,2016,1058833000
bih,2017,1104506000
bih,2018,1050177000
bih,2019,1008940000
bih,2020,993544000
bol,1970,17814000
bol,1971,21601000
bol,1972,25597000
bol,1973,30333000
bol,1974,40884000
bol,1975,49494000
bol,1976,53417000
bol,1977,57094000
bol,1978,59074000
bol,1979,62340000
bol,1980,63810000
bol,1981,78327000
bol,1982,89683000
bol,1983,92431000
bol,1984,93723000
bol,1985,94422000
bol,1986,97392628
bol,1987,141045613.2
bol,1988,249284643
bol,1989,324944499.5
bol,1990,393278831.6
bol,1991,443236427.2
bol,1992,464066000
bol,1993,546737000
bol,1994,647822000
bol,1995,770294000
bol,1996,842698000
bol,1997,930067000
bol,1998,1044946000
bol,1999,1097426000
bol,2000,1096149000
bol,2001,1145786000
bol,2002,1320527000
bol,2003,1570921000
bol,2004,1749718000
bol,2005,1672795000
bol,2006,233187000
bol,2007,259097000
bol,2008,281456000
bol,2009,316278000
bol,2010,354972000
bol,2011,394987000
bol,2012,442857000
bol,2013,498479000
bol,2014,498602000
bol,2015,634563000
bol,2016,669958000
bol,2017,728697000
bol,2018,729301000
bol,2019,749673000
bol,2020,813924000
btn,1984,19604.2
btn,1985,549210
btn,1986,2299616
btn,1987,8500610.7
btn,1988,10199060.3
btn,1989,12961560
btn,1990,16117315.1
btn,1991,17750206.5
btn,1992,17658000
btn,1993,18630000
btn,1994,20851000
btn,1995,22451000
btn,1996,22841000
btn,1997,22495000
btn,1998,23862000
btn,1999,24057000
btn,2000,26139000
btn,2001,30746000
btn,2002,38549000
btn,2003,49186000
btn,2004,60263000
btn,2005,63265000
btn,2006,76041000
btn,2007,87467000
btn,2008,94252000
btn,2009,113937000
btn,2010,112347000
btn,2011,138073000
btn,2012,174551000
btn,2013,176518000
btn,2014,170331000
btn,2015,183425000
btn,2016,177604000
btn,2017,218982000
btn,2018,243688000
btn,2019,270948000
btn,2020,337038000
bwa,1970,5207000
bwa,1971,6020000
bwa,1972,6450000
bwa,1973,9048000
bwa,1974,11263000
bwa,1975,12432000
bwa,1976,13957000
bwa,1977,14936000
bwa,1978,15491000
bwa,1979,15661000
bwa,1980,15626000
bwa,1981,15532000
bwa,1982,15410000
bwa,1983,15281000
bwa,1984,15138000
bwa,1985,14892000
bwa,1986,14646000
bwa,1987,14400000
bwa,1988,14154000
bwa,1989,13889000
bwa,1990,13604000
bwa,1991,13260000
bwa,1992,12858000
bwa,1993,12440000
bwa,1994,11993000
bwa,1995,11515000
bwa,1996,11037000
bwa,1997,10560000
bwa,1998,10083000
bwa,1999,9604000
bwa,2000,9128000
bwa,2001,8651000
bwa,2002,8173000
bwa,2003,7696000
bwa,2004,7219000
bwa,2005,6742000
bwa,2006,6263000
bwa,2007,5786000
bwa,2008,5310000
bwa,2009,4831000
bwa,2010,4354000
bwa,2011,3877000
bwa,2012,3399000
bwa,2013,2921000
bwa,2014,2444000
bwa,2015,2097000
bwa,2016,1750000
bwa,2017,1449000
bwa,2018,1056000
bwa,2019,737000
bwa,2020,447000
caf,1970,220000
caf,1971,2387000
caf,1972,6053000
caf,1973,8091000
caf,1974,9062000
caf,1975,9703000
caf,1976,9922000
caf,1977,10884000
caf,1978,11496000
caf,1979,18617000
caf,1980,28804000
caf,1981,33107431.6
caf,1982,34907951
caf,1983,38218698.9
caf,1984,49090050.6
caf,1985,62675890.7
caf,1986,86219287.2
caf,1987,125916585.9
caf,1988,160260410.9
caf,1989,179465717.8
caf,1990,265086195.5
caf,1991,290255379.7
caf,1992,299538000
caf,1993,323219000
caf,1994,377183000
caf,1995,414046000
caf,1996,421988000
caf,1997,403032000
caf,1998,413273000
caf,1999,403286000
caf,2000,391288000
caf,2001,371667000
caf,2002,399432000
caf,2003,435429000
caf,2004,454617000
caf,2005,422698000
caf,2006,395061000
caf,2007,402820000
caf,2008,389908000
caf,2009,9020000
caf,2010,13922000
caf,2011,18953000
caf,2012,23158000
caf,2013,23130000
caf,2014,53126000
caf,2015,58642000
caf,2016,59850000
caf,2017,64243000
caf,2018,98511000
caf,2019,106956000
caf,2020,130405000
chn,1981,0
chn,1982,882488
chn,1983,66839381.9
chn,1984,180718377.1
chn,1985,431437407.6
chn,1986,773791427.2
chn,1987,1329861814.6
chn,1988,1819175125.1
chn,1989,2295590305
chn,1990,3015847314.6
chn,1991,3671619756.2
chn,1992,4397386000
chn,1993,5325371000
chn,1994,6307740000
chn,1995,7263492000
chn,1996,7798767000
chn,1997,8038086000
chn,1998,8900878000
chn,1999,9114949000
chn,2000,8978800000
chn,2001,8861373000
chn,2002,9630333000
chn,2003,10522043000
chn,2004,10883251000
chn,2005,9932167000
chn,2006,10191834000
chn,2007,10348344000
chn,2008,9975561000
chn,2009,9704875000
chn,2010,9173757000
chn,2011,7646350000
chn,2012,6911210000
chn,2013,6134055000
chn,2014,4986603000
chn,2015,3978170000
chn,2016,3069185000
chn,2017,2449267000
chn,2018,1723689000
chn,2019,1203417000
chn,2020,826967000
civ,1973,0
civ,1974,221000
civ,1975,1333000
civ,1976,2957000
civ,1977,6724000
civ,1978,7500000
civ,1979,7500000
civ,1980,7500000
civ,1981,7500000
civ,1982,7500000
civ,1983,7463000
civ,1984,7388000
civ,1985,7313000
civ,1986,7238000
civ,1987,7163000
civ,1988,7088000
civ,1989,7013000
civ,1990,6938000
civ,1991,37913345.2
civ,1992,109594000
civ,1993,112735000
civ,1994,575505000
civ,1995,812841000
civ,1996,1018613000
civ,1997,1100326000
civ,1998,1337227000
civ,1999,1359736000
civ,2000,1365630000
civ,2001,1318095000
civ,2002,1588873000
civ,2003,1786343000
civ,2004,1903831000
civ,2005,1762560000
civ,2006,1847230000
civ,2007,1909044000
civ,2008,1796665000
civ,2009,1781291000
civ,2010,1749019000
civ,2011,1712912000
civ,2012,118223000
civ,2013,168459000
civ,2014,239934000
civ,2015,394318000
civ,2016,521828000
civ,2017,780587000
civ,2018,865360000
civ,2019,1174245000
civ,2020,1820162000
cmr,1970,8890000
cmr,1971,10965000
cmr,1972,18358000
cmr,1973,30112000
cmr,1974,34132000
cmr,1975,49897000
cmr,1976,67791000
cmr,1977,88443000
cmr,1978,107578000
cmr,1979,127128000
cmr,1980,145789000
cmr,1981,172618000
cmr,1982,204484901.7
cmr,1983,216123751.5
cmr,1984,222163391.2
cmr,1985,226531280.6
cmr,1986,231126103.2
cmr,1987,238708840.1
cmr,1988,240040105.7
cmr,1989,238796291.3
cmr,1990,238081896.8
cmr,1991,234518756.2
cmr,1992,231692000
cmr,1993,226601000
cmr,1994,405844000
cmr,1995,442755000
cmr,1996,512574000
cmr,1997,609279000
cmr,1998,700868000
cmr,1999,749338000
cmr,2000,768684000
cmr,2001,757574000
cmr,2002,846843000
cmr,2003,944256000
cmr,2004,1082980000
cmr,2005,1031736000
cmr,2006,170437000
cmr,2007,198075000
cmr,2008,224868000
cmr,2009,273248000
cmr,2010,349898000
cmr,2011,412336000
cmr,2012,498453000
cmr,2013,659207000
cmr,2014,740243000
cmr,2015,798099000
cmr,2016,896504000
cmr,2017,1081876000
cmr,2018,1180642000
cmr,2019,1480985000
cmr,2020,1628676000
cod,1970,748000
cod,1971,2849000
cod,1972,8397000
cod,1973,16271000
cod,1974,26321000
cod,1975,37785000
cod,1976,54615000
cod,1977,87013000
cod,1978,113199000
cod,1979,139480000
cod,1980,159071000
cod,1981,176215980
cod,1982,214110545
cod,1983,255263610.5
cod,1984,301661831.4
cod,1985,371503683.6
cod,1986,471137143.2
cod,1987,738423450.8
cod,1988,836585338.8
cod,1989,961690236.5
cod,1990,1112467593.7
cod,1991,1182622192.1
cod,1992,1193541000
cod,1993,1242521000
cod,1994,1293563000
cod,1995,1321016000
cod,1996,1283794000
cod,1997,1224897000
cod,1998,1261222000
cod,1999,1235149000
cod,2000,1187976000
cod,2001,1151224000
cod,2002,1503659000
cod,2003,1771058000
cod,2004,1993262000
cod,2005,2050461000
cod,2006,2251267000
cod,2007,2402465000
cod,2008,2436813000
cod,2009,2496754000
cod,2010,848548000
cod,2011,887445000
cod,2012,961641000
cod,2013,966023000
cod,2014,887650000
cod,2015,841085000
cod,2016,826549000
cod,2017,942442000
cod,2018,1098301000
cod,2019,1287657000
cod,2020,1520957000
cog,1970,0
cog,1971,0
cog,1972,2607000
cog,1973,5442000
cog,1974,9730000
cog,1975,13716000
cog,1976,17355000
cog,1977,18879000
cog,1978,20196000
cog,1979,20882000
cog,1980,21960000
cog,1981,36918000
cog,1982,49352569.2
cog,1983,58176741.2
cog,1984,62068673.9
cog,1985,66689059.8
cog,1986,70291092.8
cog,1987,73907953.2
cog,1988,73855982.1
cog,1989,73785488
cog,1990,74930038
cog,1991,74858780.4
cog,1992,74033000
cog,1993,74122000
cog,1994,172383000
cog,1995,174303000
cog,1996,170851000
cog,1997,164594000
cog,1998,168403000
cog,1999,165720000
cog,2000,158975000
cog,2001,186880000
cog,2002,197814000
cog,2003,235133000
cog,2004,268969000
cog,2005,280214000
cog,2006,295138000
cog,2007,302966000
cog,2008,298813000
cog,2009,298479000
cog,2010,84203000
cog,2011,86204000
cog,2012,90777000
cog,2013,100744000
cog,2014,103992000
cog,2015,109683000
cog,2016,117745000
cog,2017,143658000
cog,2018,166922000
cog,2019,196725000
cog,2020,259867000
col,1970,19500000
col,1971,19402000
col,1972,20883000
col,1973,22957000
col,1974,22839000
col,1975,22486000
col,1976,22250000
col,1977,22015000
col,1978,21779000
col,1979,21544000
col,1980,21308000
col,1981,20837000
col,1982,20131000
col,1983,19425000
col,1984,18718000
col,1985,18365000
col,1986,17306000
col,1987,16599000
col,1988,15893000
col,1989,15187000
col,1990,14480000
col,1991,13774000
col,1992,13068000
col,1993,12361000
col,1994,11655000
col,1995,10948000
col,1996,10242000
col,1997,9536000
col,1998,8829000
col,1999,8123000
col,2000,7417000
col,2001,6710000
col,2002,6004000
col,2003,5298000
col,2004,4591000
col,2005,3885000
col,2006,3179000
col,2007,2472000
col,2008,1766000
col,2009,1060000
col,2010,353000
col,2011,0
com,1978,0
com,1979,2463000
com,1980,4220000
com,1981,5619000
com,1982,7472926.7
com,1983,9436966.5
com,1984,12887264.5
com,1985,19486682.3
com,1986,25633826.4
com,1987,33116566.8
com,1988,33878421.3
com,1989,34757611.1
com,1990,37510870.9
com,1991,38977661.8
com,1992,40077000
com,1993,44788000
com,1994,53857000
com,1995,64053000
com,1996,68151000
com,1997,69551000
com,1998,74763000
com,1999,72718000
com,2000,70841000
com,2001,79008000
com,2002,96078000
com,2003,112373000
com,2004,118720000
com,2005,111076000
com,2006,117087000
com,2007,124350000
com,2008,122332000
com,2009,120371000
com,2010,115505000
com,2011,111995000
com,2012,90293000
com,2013,15534000
com,2014,14448000
com,2015,13535000
com,2016,12856000
com,2017,13328000
com,2018,12709000
com,2019,12320000
com,2020,16663000
cpv,1983,209390
cpv,1984,1205658.3
cpv,1985,2993194.5
cpv,1986,4578437.6
cpv,1987,6257709.3
cpv,1988,7285619.8
cpv,1989,10665722.5
cpv,1990,13636196.2
cpv,1991,16567240.9
cpv,1992,17086000
cpv,1993,20572000
cpv,1994,26563000
cpv,1995,33022000
cpv,1996,39258000
cpv,1997,45089000
cpv,1998,70204000
cpv,1999,92496000
cpv,2000,97881000
cpv,2001,109649000
cpv,2002,140419000
cpv,2003,173254000
cpv,2004,194642000
cpv,2005,205089000
cpv,2006,235929000
cpv,2007,267411000
cpv,2008,283831000
cpv,2009,286417000
cpv,2010,303137000
cpv,2011,300298000
cpv,2012,312605000
cpv,2013,317596000
cpv,2014,318930000
cpv,2015,316614000
cpv,2016,303528000
cpv,2017,316135000
cpv,2018,309025000
cpv,2019,366347000
cpv,2020,435676000
cri,1970,4550000
cri,1971,4527000
cri,1972,4868000
cri,1973,5356000
cri,1974,5302000
cri,1975,5247000
cri,1976,5192000
cri,1977,5137000
cri,1978,5082000
cri,1979,5027000
cri,1980,4972000
cri,1981,4862000
cri,1982,4780000
cri,1983,4532000
cri,1984,4368000
cri,1985,4203000
cri,1986,4038000
cri,1987,3956000
cri,1988,3791000
cri,1989,3626000
cri,1990,3461000
cri,1991,3214000
cri,1992,3049000
cri,1993,2884000
cri,1994,2719000
cri,1995,2555000
cri,1996,2390000
cri,1997,2225000
cri,1998,2060000
cri,1999,1895000
cri,2000,1731000
cri,2001,1566000
cri,2002,1401000
cri,2003,1236000
cri,2004,1071000
cri,2005,906000
cri,2006,742000
cri,2007,577000
cri,2008,412000
cri,2009,247000
cri,2010,82000
cri,2011,0
dji,1982,0
dji,1983,523475
dji,1984,1246827.2
dji,1985,6829975.6
dji,1986,11425911.2
dji,1987,20747902.4
dji,1988,25017908.7
dji,1989,26347593.9
dji,1990,31116419.5
dji,1991,34291699.7
dji,1992,36047000
dji,1993,39609000
dji,1994,42766000
dji,1995,46242000
dji,1996,45686000
dji,1997,46059000
dji,1998,49465000
dji,1999,49017000
dji,2000,49901000
dji,2001,56123000
dji,2002,78479000
dji,2003,112140000
dji,2004,126386000
dji,2005,120303000
dji,2006,133347000
dji,2007,147161000
dji,2008,151600000
dji,2009,158376000
dji,2010,154716000
dji,2011,152616000
dji,2012,150774000
dji,2013,147638000
dji,2014,136579000
dji,2015,129902000
dji,2016,127926000
dji,2017,143620000
dji,2018,152157000
dji,2019,161260000
dji,2020,191295000
dma,1982,0
dma,1983,1193523
dma,1984,3148434.5
dma,1985,4591395.6
dma,1986,5209608.8
dma,1987,7198280.8
dma,1988,7191420.8
dma,1989,8728650.8
dma,1990,10361232.8
dma,1991,11062946
dma,1992,10992000
dma,1993,11061000
dma,1994,11837000
dma,1995,12170000
dma,1996,11692000
dma,1997,12305000
dma,1998,14317424.5
dma,1999,14475000
dma,2000,13584000
dma,2001,13826000
dma,2002,16608000
dma,2003,18223000
dma,2004,23235000
dma,2005,21722000
dma,2006,22492000
dma,2007,25439000
dma,2008,26479000
dma,2009,27510000
dma,2010,26977000
dma,2011,27155000
dma,2012,27038000
dma,2013,27880000
dma,2014,26263000
dma,2015,25485000
dma,2016,24021000
dma,2017,32802000
dma,2018,34045000
dma,2019,35556000
dma,2020,51398000
dom,1971,0
dom,1972,285000
dom,1973,2187000
dom,1974,5086000
dom,1975,7648000
dom,1976,10620000
dom,1977,11230000
dom,1978,17032000
dom,1979,17399000
dom,1980,17706000
dom,1981,21990000
dom,1982,21900000
dom,1983,21679000
dom,1984,21478000
dom,1985,21302000
dom,1986,21017000
dom,1987,20886000
dom,1988,20665000
dom,1989,20444000
dom,1990,20243000
dom,1991,19731000
dom,1992,19329000
dom,1993,18666000
dom,1994,18004000
dom,1995,17341000
dom,1996,16678000
dom,1997,16016000
dom,1998,15354000
dom,1999,14691000
dom,2000,14029000
dom,2001,13367000
dom,2002,12704000
dom,2003,12042000
dom,2004,11380000
dom,2005,10716000
dom,2006,10054000
dom,2007,9392000
dom,2008,8729000
dom,2009,8067000
dom,2010,7404000
dom,2011,6742000
dom,2012,6080000
dom,2013,5417000
dom,2014,4755000
dom,2015,4092000
dom,2016,3429000
dom,2017,2767000
dom,2018,2105000
dom,2019,1442000
dom,2020,780000
ecu,1970,5841000
ecu,1971,7865000
ecu,1972,11799000
ecu,1973,17630000
ecu,1974,21317000
ecu,1975,28405000
ecu,1976,30988000
ecu,1977,35730000
ecu,1978,36431000
ecu,1979,36490000
ecu,1980,36329000
ecu,1981,36532000
ecu,1982,36202000
ecu,1983,35847000
ecu,1984,35382000
ecu,1985,34826000
ecu,1986,34269000
ecu,1987,33711000
ecu,1988,33104000
ecu,1989,32444000
ecu,1990,31748000
ecu,1991,30849000
ecu,1992,29811000
ecu,1993,28729000
ecu,1994,27601000
ecu,1995,26477000
ecu,1996,25351000
ecu,1997,24225000
ecu,1998,23099000
ecu,1999,21974000
ecu,2000,20847000
ecu,2001,19722000
ecu,2002,18594000
ecu,2003,17469000
ecu,2004,16344000
ecu,2005,15216000
ecu,2006,14092000
ecu,2007,12965000
ecu,2008,11840000
ecu,2009,10715000
ecu,2010,9586000
ecu,2011,8462000
ecu,2012,7336000
ecu,2013,6209000
ecu,2014,5220000
ecu,2015,4366000
ecu,2016,3512000
ecu,2017,2659000
ecu,2018,1881000
ecu,2019,1184000
ecu,2020,539000
egy,1970,0
egy,1971,171000
egy,1972,1157000
egy,1973,24570000
egy,1974,35853000
egy,1975,84132000
egy,1976,125895000
egy,1977,167945000
egy,1978,212497000
egy,1979,266294000
egy,1980,307349000
egy,1981,392549356
egy,1982,508580482.4
egy,1983,649012079.9
egy,1984,743676863.9
egy,1985,801604484.5
egy,1986,846085232.8
egy,1987,891742259
egy,1988,900251234
egy,1989,904564229.5
egy,1990,920777214.7
egy,1991,914769636.2
egy,1992,903728000
egy,1993,912358000
egy,1994,960982000
egy,1995,1035321000
egy,1996,1089574000
egy,1997,1205698000
egy,1998,1267769000
egy,1999,1273309000
egy,2000,1265991000
egy,2001,1242271000
egy,2002,1316192000
egy,2003,1386276000
egy,2004,1465315000
egy,2005,1420252000
egy,2006,1480739000
egy,2007,1490401000
egy,2008,1444168000
egy,2009,1400495000
egy,2010,1338438000
egy,2011,1282363000
egy,2012,1229747000
egy,2013,1170486000
egy,2014,1044373000
egy,2015,924257000
egy,2016,803954000
egy,2017,725254000
egy,2018,597049000
egy,2019,472348000
egy,2020,383335000
eri,1994,18561000
eri,1995,24312000
eri,1996,26548000
eri,1997,28754000
eri,1998,36943000
eri,1999,55779000
eri,2000,84484000
eri,2001,158275000
eri,2002,218554000
eri,2003,301398000
eri,2004,352030000
eri,2005,381054000
eri,2006,419375000
eri,2007,456914000
eri,2008,472619000
eri,2009,476849000
eri,2010,467917000
eri,2011,478471000
eri,2012,480120000
eri,2013,481084000
eri,2014,452594000
eri,2015,432889000
eri,2016,419958000
eri,2017,444886000
eri,2018,434471000
eri,2019,431983000
eri,2020,449928000
eth,1970,22732000
eth,1971,26401000
eth,1972,33204000
eth,1973,45493000
eth,1974,54744000
eth,1975,73357000
eth,1976,109073000
eth,1977,142061000
eth,1978,174073000
eth,1979,220765000
eth,1980,248526000
eth,1981,275508000
eth,1982,302223806.5
eth,1983,342210108
eth,1984,378523849.8
eth,1985,436487042.9
eth,1986,485717550.4
eth,1987,600964314.7
eth,1988,658102600.6
eth,1989,717817712.3
eth,1990,823886439.3
eth,1991,882702770.7
eth,1992,963613000
eth,1993,1186829000
eth,1994,1372744000
eth,1995,1469574000
eth,1996,1554660000
eth,1997,1531768000
eth,1998,1631967000
eth,1999,1739398000
eth,2000,1779264000
eth,2001,2150493000
eth,2002,2755978000
eth,2003,3179154000
eth,2004,3488363000
eth,2005,3358909000
eth,2006,552614000
eth,2007,710571000
eth,2008,859135000
eth,2009,1421652000
eth,2010,1803676000
eth,2011,2207661000
eth,2012,2801037000
eth,2013,3658035000
eth,2014,4258610000
eth,2015,4753164000
eth,2016,5746393000
eth,2017,7039925000
eth,2018,8338207000
eth,2019,9354350000
eth,2020,10990763000
fji,2020,59415000
geo,1994,960000
geo,1995,84219000
geo,1996,157149000
geo,1997,211643000
geo,1998,273542000
geo,1999,346168000
geo,2000,346885000
geo,2001,396210000
geo,2002,490549000
geo,2003,583119000
geo,2004,677610000
geo,2005,678877000
geo,2006,784859000
geo,2007,884891000
geo,2008,989467000
geo,2009,1153419000
geo,2010,1185917000
geo,2011,1218584000
geo,2012,1294598000
geo,2013,1348779000
geo,2014,1288077000
geo,2015,1215450000
geo,2016,1148876000
geo,2017,1167422000
geo,2018,1070173000
geo,2019,968712000
geo,2020,922915000
gha,1970,10602000
gha,1971,14020000
gha,1972,21718000
gha,1973,26314000
gha,1974,33562000
gha,1975,43516000
gha,1976,56251000
gha,1977,79178000
gha,1978,90515000
gha,1979,94466000
gha,1980,99099000
gha,1981,110574000
gha,1982,124665000
gha,1983,140940302.5
gha,1984,187699285.2
gha,1985,258975005.5
gha,1986,445983716
gha,1987,699700358
gha,1988,875801113.6
gha,1989,1029984953.8
gha,1990,1309551099.2
gha,1991,1521623769.3
gha,1992,1630878000
gha,1993,1837697000
gha,1994,2094208000
gha,1995,2374753000
gha,1996,2529833000
gha,1997,2617187000
gha,1998,2962409000
gha,1999,3099287000
gha,2000,3130098000
gha,2001,3172174000
gha,2002,3470835000
gha,2003,3949865000
gha,2004,4309295000
gha,2005,4233520000
gha,2006,815204000
