geo,time,ag_con_fert_zs
ago,2004,4.50152
ago,2005,2.26061
ago,2006,3.66
ago,2007,3.305
ago,2008,8.25882
ago,2009,5.47225
ago,2010,8.43
ago,2011,11.98383
ago,2012,8.87605
ago,2013,9.26396
ago,2014,9.25939
ago,2015,8.04833
ago,2016,7.24127
ago,2017,10.67468
ago,2018,7.93009
alb,1961,14.58796
alb,1962,11.92661
alb,1963,12.04545
alb,1964,14.44695
alb,1965,17.3913
alb,1966,20
alb,1967,31.7623
alb,1968,74
alb,1969,70.58824
alb,1970,84.64491
alb,1971,101.50943
alb,1972,102.96296
alb,1973,106.0219
alb,1974,114.72172
alb,1975,111.01243
alb,1976,125.21739
alb,1977,135.68966
alb,1978,171.35506
alb,1979,168.26758
alb,1980,160.17094
alb,1981,138.43537
alb,1982,179.96604
alb,1983,174.36333
alb,1984,159.59253
alb,1985,159.76231
alb,1986,163.49745
alb,1987,161.01695
alb,1988,163.55932
alb,1989,182.98969
alb,1990,176.1658
alb,1991,54.15225
alb,1992,40.65744
alb,1993,31.0052
alb,1994,25.59792
alb,1995,19.06412
alb,1996,11.26516
alb,1997,8.99654
alb,1998,43.32756
alb,1999,18.37088
alb,2000,32.35294
alb,2001,32.35294
alb,2002,97.58478
alb,2003,99.31957
alb,2004,101.30734
alb,2005,112.37532
alb,2006,85.80247
alb,2007,88.41997
alb,2008,77.30974
alb,2009,90.37836
alb,2010,85.02393
alb,2011,97.43428
alb,2012,93.06156
alb,2013,88.17109
alb,2014,88.3858
alb,2015,107.83125
alb,2016,126.13848
alb,2017,100.64732
alb,2018,66.58508
are,1972,79.57143
are,1973,66.25
are,1974,79.88889
are,1975,81.81818
are,1976,100
are,1977,75
are,1978,126.16667
are,1979,291.66667
are,1980,190.875
are,1981,192.36842
are,1982,211.61111
are,1983,199.78261
are,1984,113.95833
are,1985,143.34615
are,1986,49.65517
are,1987,107.58621
are,1988,186.2069
are,1989,417.93103
are,1990,357.14286
are,1991,499.14286
are,1992,586.84211
are,1993,692.5
are,1994,700
are,1995,744.18605
are,1996,700
are,1997,717.77778
are,1998,983.33333
are,1999,841.86047
are,2000,585
are,2001,492.95775
are,2002,644.8
are,2003,755.625
are,2004,767.61905
are,2005,667.05882
are,2006,834.38735
are,2007,940.58296
are,2008,798.64341
are,2009,623.04609
are,2010,737.35178
are,2011,900
are,2012,848.24798
are,2013,1033.86667
are,2014,629.15659
are,2015,714.92721
are,2016,708.5009
are,2017,708.5009
are,2018,745.34965
arg,1961,0.87331
arg,1962,0.66272
arg,1963,1.07551
arg,1964,1.475
arg,1965,1.97938
arg,1966,2.4328
arg,1967,3.06432
arg,1968,2.83703
arg,1969,3.07194
arg,1970,3.34754
arg,1971,2.96538
arg,1972,3.31538
arg,1973,3.20165
arg,1974,2.88846
arg,1975,2.31923
arg,1976,3.00881
arg,1977,2.85788
arg,1978,4.11827
arg,1979,5.00315
arg,1980,4.44492
arg,1981,3.71058
arg,1982,3.95185
arg,1983,4.38889
arg,1984,5.87037
arg,1985,6.02222
arg,1986,5.59793
arg,1987,6.26493
arg,1988,6.16301
arg,1989,5.78391
arg,1990,6.22766
arg,1991,6.27061
arg,1992,9.26638
arg,1993,10.92971
arg,1994,17.11238
arg,1995,19.35805
arg,1996,31.42731
arg,1997,29.63397
arg,1998,28.27712
arg,1999,29.91065
arg,2000,31.22225
arg,2001,31.06722
arg,2002,30.23394
arg,2003,41.84671
arg,2004,45.30911
arg,2005,36.40231
arg,2006,41.41126
arg,2007,49.25672
arg,2008,35.21497
arg,2009,22.98478
arg,2010,39.1808
arg,2011,41.71741
arg,2012,34.52644
arg,2013,35.97136
arg,2014,35.19526
arg,2015,27.27675
arg,2016,41.28806
arg,2017,42.30753
arg,2018,48.23674
arm,1992,59.10165
arm,1993,34.64203
arm,1994,16.09195
arm,1995,16.09195
arm,1996,17.77778
arm,1997,17.58242
arm,1998,21.14286
arm,1999,13.68444
arm,2000,15.55556
arm,2001,10.98901
arm,2002,34.52308
arm,2003,22.9978
arm,2004,31.65055
arm,2005,22.69231
arm,2006,127.84389
arm,2007,59.32316
arm,2008,54.15253
arm,2009,88.00045
arm,2010,66.05485
arm,2011,80.95793
arm,2012,129.40812
arm,2013,132.06738
arm,2014,118.68849
arm,2015,145.59996
arm,2016,330.49037
arm,2017,202.55448
arm,2018,202.73631
atg,2002,13
atg,2003,27.25
atg,2004,7.5
atg,2005,6
atg,2006,4.5
atg,2007,0.5
atg,2008,3.5
atg,2009,13.25
atg,2010,3
atg,2011,3.25
atg,2012,9.8475
atg,2013,12.53
atg,2014,7.9525
atg,2015,5.475
atg,2016,18.2125
atg,2017,5.2625
atg,2018,3.225
aus,1961,46.64923
aus,1962,42.0177
aus,1963,48.67515
aus,1964,59.59731
aus,1965,62.68801
aus,1966,60.07272
aus,1967,56.61042
aus,1968,53.30761
aus,1969,53.37801
aus,1970,52.51601
aus,1971,63.34988
aus,1972,76.72365
aus,1973,102.76032
aus,1974,58.65645
aus,1975,55.32021
aus,1976,72.51156
aus,1977,72.07533
aus,1978,72.82104
aus,1979,74.79074
aus,1980,69.50256
aus,1981,66.76824
aus,1982,59.32753
aus,1983,62.02576
aus,1984,57.75884
aus,1985,55.37161
aus,1986,58.06463
aus,1987,70.89937
aus,1988,77.35874
aus,1989,79.87899
aus,1990,68.91703
aus,1991,74.98328
aus,1992,87.78951
aus,1993,88.71274
aus,1994,97.13859
aus,1995,111.39165
aus,1996,105.46421
aus,1997,104.9201
aus,1998,105.79498
aus,1999,102.71639
aus,2000,97.31603
aus,2001,102.18882
aus,2002,95.46831
aus,2003,93.535
aus,2004,94.48304
aus,2005,83.9322
aus,2006,85.59817
aus,2007,89.32766
aus,2008,78.09511
aus,2009,60.92793
aus,2010,77.46701
aus,2011,68.11521
aus,2012,69.42182
aus,2013,72.83572
aus,2014,79.61053
aus,2015,79.46786
aus,2016,89.08681
aus,2017,89.32498
aus,2018,85.87009
aut,1961,148.90882
aut,1962,172.62641
aut,1963,196.86232
aut,1964,209.09596
aut,1965,218.84337
aut,1966,134.22215
aut,1967,260.3475
aut,1968,227.04122
aut,1969,265.89527
aut,1970,257.13619
aut,1971,277.21739
aut,1972,260.70655
aut,1973,273.57266
aut,1974,223.52444
aut,1975,207.1231
aut,1976,244.42697
aut,1977,246.22302
aut,1978,253.60181
aut,1979,264.54366
aut,1980,265.16927
aut,1981,254.87734
aut,1982,231.76678
aut,1983,266.67825
aut,1984,270.10381
aut,1985,268.28867
aut,1986,217.09521
aut,1987,207.6442
aut,1988,216.18656
aut,1989,187.93694
aut,1990,212.69285
aut,1991,199.79239
aut,1992,185.93315
aut,1993,184.63707
aut,1994,175.68517
aut,1995,167.60962
aut,1996,187.94326
aut,1997,176.38691
aut,1998,175.92593
aut,1999,160.48502
aut,2000,154.56898
aut,2001,156.95746
aut,2002,143.68231
aut,2003,133.65507
aut,2004,131.34271
aut,2005,135.71594
aut,2006,130.69924
aut,2007,110.26672
aut,2008,110.04529
aut,2009,83.40626
aut,2010,108.48731
aut,2011,103.38923
aut,2012,125.452
aut,2013,135.61046
aut,2014,144.55574
aut,2015,144.70916
aut,2016,139.72064
aut,2017,134.87592
aut,2018,135.05783
aze,1992,44.00117
aze,1993,31.4722
aze,1994,22.62706
aze,1995,22.59167
aze,1996,9.30076
aze,1997,13.15789
aze,1998,8.73073
aze,1999,7.56206
aze,2000,2.24584
aze,2001,6.48254
aze,2002,10.43379
aze,2003,7.6421
aze,2004,11.97479
aze,2005,13.36046
aze,2006,13.33895
aze,2007,10.63754
aze,2008,20.93753
aze,2009,13.41142
aze,2010,9.95489
aze,2011,15.57459
aze,2012,19.0765
aze,2013,19.96245
aze,2014,31.75204
aze,2015,50.96609
aze,2016,44.21461
aze,2017,36.67367
aze,2018,60.6799
bdi,1966,0.1328
bdi,1967,0.1269
bdi,1968,0.125
bdi,1969,0.25605
bdi,1970,0.59043
bdi,1971,0.84822
bdi,1972,0.89955
bdi,1973,0.62473
bdi,1974,1.02151
bdi,1975,0.80323
bdi,1976,0.56791
bdi,1977,0.80573
bdi,1978,1.18717
bdi,1979,0.96774
bdi,1980,1.1828
bdi,1981,1.1828
bdi,1982,1.39785
bdi,1983,2.97527
bdi,1984,1.94516
bdi,1985,2.50645
bdi,1986,3.33333
bdi,1987,2.7957
bdi,1988,2.7957
bdi,1989,5.05376
bdi,1990,2.25806
bdi,1991,2.25806
bdi,1992,5.59247
bdi,1993,4.13333
bdi,1994,3.33333
bdi,1995,3.19149
bdi,1996,2.97872
bdi,1997,1.05263
bdi,1998,3.80526
bdi,1999,4.13542
bdi,2000,3.64583
bdi,2001,3.58974
bdi,2002,1.34381
bdi,2003,0.30404
bdi,2004,1.11168
bdi,2005,3.54603
bdi,2006,3.34333
bdi,2007,2.01882
bdi,2008,2.17111
bdi,2009,1.86105
bdi,2010,3.62737
bdi,2011,5.635
bdi,2012,5.7956
bdi,2013,9.30146
bdi,2014,10.81514
bdi,2015,8.33625
bdi,2016,14.41631
bdi,2017,17.75163
bdi,2018,23.78092
bel,1961,384.61569
bel,1962,462.51594
bel,1963,479.24076
bel,1964,431.86573
bel,1965,467.24699
bel,1966,503.24044
bel,1967,533.47071
bel,1968,485.52578
bel,1969,540.41296
bel,1970,524.13982
bel,1971,521.59068
bel,1972,539.59271
bel,1973,561.65178
bel,1974,531.01933
bel,1975,459.25153
bel,1976,470.19266
bel,1977,464.11361
bel,1978,484.69207
bel,1979,462.30665
bel,1980,587.14304
bel,1981,547.39474
bel,1982,559.36675
bel,1983,594.2029
bel,1984,547.50656
bel,1985,556.41361
bel,1986,556.20915
bel,1987,624.1018
bel,1988,541.0691
bel,1989,523.46806
bel,1990,501.30548
bel,1991,465.78947
bel,1992,396.63462
bel,1993,381.68847
bel,1994,339.3617
bel,1995,353.54691
bel,1996,364.26914
bel,1997,352.87356
bel,1998,353.95189
bel,1999,348.22451
bel,2002,326.22236
bel,2003,339.42156
bel,2004,337.28095
bel,2005,332.39739
bel,2006,325.86936
bel,2007,335.0882
bel,2008,224.48815
bel,2009,282.01429
bel,2010,324.94604
bel,2011,317.80606
bel,2012,328.55168
bel,2013,321.36152
bel,2014,304.0306
bel,2015,305.478
bel,2016,294.81516
bel,2017,298.34073
bel,2018,293.42688
ben,1961,0.64239
ben,1962,0.63511
ben,1963,0.44271
ben,1964,0.82653
ben,1965,1.1
ben,1966,0.72816
ben,1967,2.33178
ben,1968,2.71455
ben,1969,3.84746
ben,1970,4.75
ben,1971,4.24
ben,1972,4.64531
ben,1973,3.36615
ben,1974,3.44436
ben,1975,1.76204
ben,1976,1.42857
ben,1977,0.76923
ben,1978,1.32414
ben,1979,0.90476
ben,1980,0.57467
ben,1981,1.80784
ben,1982,2
ben,1983,3.46154
ben,1984,4.68854
ben,1985,7.27468
ben,1986,6.8044
ben,1987,5.91812
ben,1988,4.29441
ben,1989,2.03704
ben,1990,6.813
ben,1991,7.29444
ben,1992,9.40184
ben,1993,10.44727
ben,1994,10.03235
ben,1995,20.11173
ben,1996,15.73385
ben,1997,18.55619
ben,1998,16.75867
ben,1999,24.65217
ben,2000,14.78992
ben,2001,12.69388
ben,2002,16.36667
ben,2003,0.80226
ben,2004,0.05472
ben,2005,0.46194
ben,2006,0.0132
ben,2007,0.2456
ben,2008,0.3204
ben,2009,6.544
ben,2010,9.134
ben,2011,4.44
ben,2012,10.29042
ben,2013,5.00228
ben,2014,8.08655
ben,2015,0.13323
ben,2016,9.94932
ben,2017,0.0164
ben,2018,36.63401
bfa,1961,0.01365
bfa,1962,0.05155
bfa,1963,0.03591
bfa,1964,0.04514
bfa,1965,0.04632
bfa,1966,0.04608
bfa,1967,0.04587
bfa,1968,0.09132
bfa,1969,0.20708
bfa,1970,0.25812
bfa,1971,0.40182
bfa,1972,0.48291
bfa,1973,0.25627
bfa,1974,0.49322
bfa,1975,0.47885
bfa,1976,1.88235
bfa,1977,2.64038
bfa,1978,3.72604
bfa,1979,2.67037
bfa,1980,1.5694
bfa,1981,3.53118
bfa,1982,3.67218
bfa,1983,4.60208
bfa,1984,3.9099
bfa,1985,4.07248
bfa,1986,5.40165
bfa,1987,5.80553
bfa,1988,4.32541
bfa,1989,5.83513
bfa,1990,6.0388
bfa,1991,5.94425
bfa,1992,6.1754
bfa,1993,6.12245
bfa,1994,6.73936
bfa,1995,7.19172
bfa,1996,6.92385
bfa,1997,11.26376
bfa,1998,12.88
bfa,1999,11.12821
bfa,2000,9.16838
bfa,2001,0.37133
bfa,2002,0.42766
bfa,2003,10.39137
bfa,2004,12.54065
bfa,2005,15.24367
bfa,2006,13.40426
bfa,2007,10.10102
bfa,2008,9.5345
bfa,2009,9.45193
bfa,2010,9.4285
bfa,2011,10.70246
bfa,2012,13.56697
bfa,2013,15.4608
bfa,2014,15.88076
bfa,2015,16.2887
bfa,2016,21.77352
bfa,2017,18.17412
bfa,2018,17.57214
bgd,1961,2.61476
bgd,1962,3.14063
bgd,1963,5.69436
bgd,1964,5.20833
bgd,1965,6.17523
bgd,1966,8.61559
bgd,1967,10.85604
bgd,1968,12.23242
bgd,1969,14.72191
bgd,1970,16.20459
bgd,1971,12.92294
bgd,1972,19.93934
bgd,1973,19.93352
bgd,1974,14.13985
bgd,1975,23.55741
bgd,1976,26.63088
bgd,1977,37.33753
bgd,1978,39.03671
bgd,1979,44.67592
bgd,1980,45.68446
bgd,1981,43.91569
bgd,1982,50.66773
bgd,1983,59.78964
bgd,1984,63.33707
bgd,1985,59.07802
bgd,1986,67.30226
bgd,1987,76.42523
bgd,1988,81.41638
bgd,1989,94.93939
bgd,1990,98.73329
bgd,1991,107.02184
bgd,1992,116.01371
bgd,1993,111.16659
bgd,1994,124.80578
bgd,1995,142.19419
bgd,1996,147.24482
bgd,1997,132.20501
bgd,1998,138.45517
bgd,1999,161.88952
bgd,2000,158.10754
bgd,2001,174.59027
bgd,2002,188.63916
bgd,2003,160.26689
bgd,2004,170.67137
bgd,2005,197.7487
bgd,2006,193.1901
bgd,2007,184.41108
bgd,2008,200.06408
bgd,2009,188.85287
bgd,2010,212.96393
bgd,2011,255.76452
bgd,2012,260.44329
bgd,2013,254.60016
bgd,2014,279.22024
bgd,2015,298.96641
bgd,2016,289.40227
bgd,2017,303.71275
bgd,2018,318.46686
bgr,1961,33.80362
bgr,1962,36.30019
bgr,1963,42.2825
bgr,1964,67.90813
bgr,1965,86.56635
bgr,1966,114.46039
bgr,1967,146.42523
bgr,1968,202.77468
bgr,1969,166.49158
bgr,1970,154.22839
bgr,1971,153.88577
bgr,1972,156.51017
bgr,1973,153.61917
bgr,1974,138.45852
bgr,1975,171.61233
bgr,1976,166.96802
bgr,1977,188.37008
bgr,1978,187.90499
bgr,1979,210.48601
bgr,1980,216.80167
bgr,1981,273.01255
bgr,1982,264.69356
bgr,1983,264.66422
bgr,1984,246.38823
bgr,1985,233.43832
bgr,1986,221.52396
bgr,1987,208.23529
bgr,1988,235.15625
bgr,1989,209.68087
bgr,1990,177.61929
bgr,1991,122.04529
bgr,1992,58.55276
bgr,1993,50.44032
bgr,1994,56.25294
bgr,1995,31.01551
bgr,1996,45.68166
bgr,1997,46.49349
bgr,1998,47.79412
bgr,1999,34.26663
bgr,2000,42.96653
bgr,2001,57.71041
bgr,2002,113.76841
bgr,2003,147.32741
bgr,2004,80.8518
bgr,2005,74.23196
bgr,2006,73.93997
bgr,2007,102.0094
bgr,2008,111.24288
bgr,2009,104.60045
bgr,2010,97.05336
bgr,2011,133.08246
bgr,2012,95.86976
bgr,2013,109.13826
bgr,2014,108.80321
bgr,2015,122.00217
bgr,2016,123.81665
bgr,2017,126.46715
bgr,2018,126.87004
bhr,1972,18
bhr,1973,28
bhr,1974,40
bhr,1975,23
bhr,1978,21.5
bhr,1979,13
bhr,1981,150
bhr,1982,84
bhr,1983,213.5
bhr,1984,255
bhr,1985,240
bhr,1986,710
bhr,1987,155
bhr,1988,175
bhr,1989,252
bhr,1990,301
bhr,1991,350
bhr,1992,350
bhr,1993,300
bhr,1994,300
bhr,1995,300
bhr,1996,300
bhr,1997,300
bhr,1998,564
bhr,1999,216.5
bhr,2000,173
bhr,2001,150
bhr,2002,515.335
bhr,2003,1466.52941
bhr,2004,2306.32
bhr,2005,2090.19333
bhr,2006,1981.27586
bhr,2007,1153.54286
bhr,2008,2193.35833
bhr,2009,1098.51471
bhr,2010,1787.14375
bhr,2011,3100.73125
bhr,2012,3001.44375
bhr,2013,2811.925
bhr,2014,3045.6
bhr,2015,1587.83125
bhr,2016,458.88125
bhr,2017,211.73125
bhr,2018,1990.53125
bhs,1966,85.71429
bhs,1967,114.28571
bhs,1968,142.85714
bhs,1969,142.85714
bhs,1970,171.42857
bhs,1971,178.57143
bhs,1972,207.14286
bhs,1973,242.57143
bhs,1974,195
bhs,1975,163
bhs,1976,222.57143
bhs,1977,257.14286
bhs,1978,171.42857
bhs,1979,171.42857
bhs,1980,171.42857
bhs,1981,171.42857
bhs,1982,157.14286
bhs,1983,171.42857
bhs,1984,157.14286
bhs,1985,62.5
bhs,1986,62.5
bhs,1987,62.5
bhs,1988,62.5
bhs,1989,62.5
bhs,1990,12.5
bhs,1991,37.5
bhs,1992,37.5
bhs,1993,25
bhs,1994,33.33333
bhs,1995,33.33333
bhs,1996,66.66667
bhs,1997,50
bhs,1998,50
bhs,1999,50
bhs,2000,42.85714
bhs,2001,114.28571
bhs,2012,155.0975
bhs,2013,134.5525
bhs,2014,152.59125
bhs,2015,189.88
bhs,2016,189.88
bhs,2017,189.88
bhs,2018,188.2675
bih,1995,17.64706
bih,1996,10
bih,1997,10
bih,1998,49.47368
bih,1999,44.21053
bih,2000,41.8
bih,2001,32.27723
bih,2002,32.69809
bih,2003,17.65683
bih,2004,58.44261
bih,2005,24.63707
bih,2006,15.48393
bih,2007,21.30039
bih,2008,11.87103
bih,2009,72.71214
bih,2010,81.52988
bih,2011,103.37811
bih,2012,120.74398
bih,2013,101.63532
bih,2014,120.0344
bih,2015,128.91408
bih,2016,107.90546
bih,2017,106.47875
bih,2018,84.76278
blr,1992,229.28994
blr,1993,123.1979
blr,1994,86.74699
blr,1995,83.92169
blr,1996,124.7191
blr,1997,138.46154
blr,1998,149.50703
blr,1999,127.95212
blr,2000,131.25713
blr,2001,131.92154
blr,2002,135.98647
blr,2003,135.62579
blr,2004,146.91781
blr,2005,167.70119
blr,2006,231.96751
blr,2007,218.35477
blr,2008,237.41842
blr,2009,281.11472
blr,2010,270.4607
blr,2011,303.88859
blr,2012,271.38609
blr,2013,256.34297
blr,2014,215.22456
blr,2015,194.1866
blr,2016,146.61864
blr,2017,142.44631
blr,2018,156.18575
blz,1961,10
blz,1962,25.5
blz,1963,28.62162
blz,1964,7.51351
blz,1965,26.62162
blz,1966,31.44737
blz,1967,44.73684
blz,1968,56.05263
blz,1969,64.92308
blz,1970,84.61538
blz,1971,26.375
blz,1972,40.35
blz,1973,63.63415
blz,1974,51.21951
blz,1975,50
blz,1976,21.42857
blz,1977,14.11628
blz,1978,37.48837
blz,1979,36.09302
blz,1980,42.11111
blz,1981,31.5
blz,1982,25.69565
blz,1983,37.30435
blz,1984,42.8913
blz,1985,56.30233
blz,1986,85.68182
blz,1987,83.36735
blz,1988,89.62
blz,1989,94.23077
blz,1990,98.07692
blz,1991,96.2963
blz,1992,103.57143
blz,1993,106.66667
blz,1994,76.66667
blz,1995,80.64516
blz,1996,52.38095
blz,1997,75
blz,1998,88.09375
blz,1999,95.23438
blz,2000,95.9375
blz,2001,72.30769
blz,2002,367.72857
blz,2003,382.37143
blz,2004,78.65714
blz,2005,81
blz,2006,89.25714
blz,2007,60.87143
blz,2008,49.75714
blz,2009,121.43836
blz,2010,58.01333
blz,2011,234.70667
blz,2012,140.07051
blz,2013,389.11026
blz,2014,374.21769
blz,2015,382.6192
blz,2016,413.26602
blz,2017,333.43456
blz,2018,238.68156
bmu,1976,1156.66667
bmu,1977,1060
bmu,1978,1250
bmu,1979,1153.33333
bmu,1980,1110
bmu,1981,993.33333
bmu,1982,670
bmu,1983,740
bmu,1984,976.66667
bmu,1985,110
bmu,1986,333.33333
bmu,1987,433.33333
bmu,1988,333.33333
bmu,1989,333.33333
bmu,1992,333.33333
bmu,1993,333.33333
bmu,1994,333.33333
bmu,1995,250
bmu,1996,250
bmu,1997,250
bmu,1998,250
bmu,1999,250
bmu,2000,250
bmu,2001,250
bmu,2013,339.06667
bmu,2014,316.9
bmu,2015,285.5
bmu,2016,177.2
bmu,2017,181.46667
bmu,2018,214.93333
bol,1961,0.61824
bol,1962,0.69444
bol,1963,0.8819
bol,1964,1.08128
bol,1965,1.09091
bol,1966,1.06082
bol,1967,2.00276
bol,1968,1.20968
bol,1969,1.90701
bol,1970,0.98785
bol,1971,2.577
bol,1972,3.03978
bol,1973,3.15793
bol,1974,3.50672
bol,1975,1.82648
bol,1976,1.60487
bol,1977,1.95881
bol,1978,2.47203
bol,1979,1.70419
bol,1980,1.52753
bol,1981,3.49394
bol,1982,1.33796
bol,1983,4.08922
bol,1984,2.45915
bol,1985,2.82927
bol,1986,3.25243
bol,1987,3.15507
bol,1988,2.16731
bol,1989,4.89665
bol,1990,2.4581
bol,1991,3.67393
bol,1992,6.3893
bol,1993,4.61591
bol,1994,4.59404
bol,1995,2.60346
bol,1996,3.36766
bol,1997,4.37152
bol,1998,1.69939
bol,1999,0.63192
bol,2000,2.38645
bol,2001,3.66
bol,2002,4.04273
bol,2003,3.67558
bol,2004,5.06426
bol,2005,6.47294
bol,2006,3.96364
bol,2007,5.88732
bol,2008,4.70886
bol,2009,5.15537
bol,2010,7.25553
bol,2011,8.01706
bol,2012,7.95256
bol,2013,9.71965
bol,2014,9.05661
bol,2015,9.18754
bol,2016,7.69857
bol,2017,7.64241
bol,2018,6.65804
bra,1961,11.42729
bra,1962,10.60074
bra,1963,12.0623
bra,1964,9.82118
bra,1965,10.83232
bra,1966,10.50693
bra,1967,16.71175
bra,1968,22.01482
bra,1969,22.62604
bra,1970,35.52141
bra,1971,38.28013
bra,1972,53.34096
bra,1973,52.9726
bra,1974,55.80442
bra,1975,58.47366
bra,1976,69.13723
bra,1977,81.6284
bra,1978,76.62131
bra,1979,79.62141
bra,1980,88.34604
bra,1981,56.7082
bra,1982,55.08843
bra,1983,45.25221
bra,1984,66.85639
bra,1985,60.54672
bra,1986,75.89682
bra,1987,76.69935
bra,1988,75.21611
bra,1989,69.39167
bra,1990,67.76088
bra,1991,73.26613
bra,1992,78.37076
bra,1993,101.13866
bra,1994,117.00322
bra,1995,98.81587
bra,1996,116.36532
bra,1997,133.58419
bra,1998,132.0969
bra,1999,130.81438
bra,2000,144.51681
bra,2001,148.57143
bra,2002,164.9113
bra,2003,188.76334
bra,2004,229.81928
bra,2005,174.31339
bra,2006,184.57801
bra,2007,233.14241
bra,2008,214.6776
bra,2009,148.48638
bra,2010,202.79677
bra,2011,251.42732
bra,2012,230.13248
bra,2013,265.56778
bra,2014,285.06054
bra,2015,234.96508
bra,2016,263.38918
bra,2017,297.38638
bra,2018,304.65852
brb,1961,320.375
brb,1962,477.4375
brb,1963,446.5625
brb,1964,571.6875
brb,1965,344.3125
brb,1966,388.375
brb,1967,444.4375
brb,1968,363.25
brb,1969,312.4375
brb,1970,356.25
brb,1971,268.75
brb,1972,285
brb,1973,326.875
brb,1974,406.25
brb,1975,262.5
brb,1976,300
brb,1977,224.4375
brb,1978,368.75
brb,1979,356.25
brb,1980,362.5
brb,1981,375
brb,1982,375
brb,1983,277.5625
brb,1984,291.6875
brb,1985,208.25
brb,1986,237.5
brb,1987,193.75
brb,1988,193.75
brb,1989,187.5
brb,1990,168.75
brb,1991,168.75
brb,1992,168.75
brb,1993,168.75
brb,1994,168.75
brb,1995,200
brb,1996,200
brb,1997,200
brb,1998,187.5
brb,1999,200
brb,2000,200
brb,2001,200
brb,2002,45.85714
brb,2003,79.71429
brb,2004,214.23077
brb,2005,109.07692
brb,2006,139
brb,2007,133.61538
brb,2008,135.15385
brb,2009,77
brb,2010,135.08333
brb,2011,96.27273
brb,2012,199.522
brb,2013,133.56842
brb,2014,80.01111
brb,2015,123.2775
brb,2016,113.80429
brb,2017,147.85429
brb,2018,77.98857
brn,1980,166.66667
brn,1981,62.66667
brn,1982,181.66667
brn,1983,71
brn,1984,281.66667
brn,1985,298.33333
brn,1986,420
brn,1987,133.33333
brn,1988,233.33333
brn,1989,133.33333
brn,1990,2100
brn,1991,2200
brn,1992,2250
brn,1993,1500
brn,2002,336
brn,2003,102
brn,2004,151.5
brn,2005,308.5
brn,2006,66
brn,2007,377
brn,2008,112.66667
brn,2009,103
brn,2010,431.75
brn,2011,117.5
brn,2012,113.5
brn,2013,44.6
brn,2014,141.8
brn,2015,141.8
brn,2016,141.8
brn,2017,141.8
brn,2018,141.8
btn,1974,0.72174
btn,1975,0.86957
btn,1976,0.83333
btn,1977,0.83333
btn,1978,0.83333
btn,1979,0.8
btn,1980,0.76923
btn,1981,0.76923
btn,1982,0.74074
btn,1983,1.71724
btn,1984,1.31034
btn,1985,0.68966
btn,1986,0.68966
btn,1987,0.68493
btn,1988,0.70922
btn,1989,0.75188
btn,1990,0.74074
btn,1991,0.74074
btn,1992,0.74074
btn,1993,0.73529
btn,1994,0.71429
btn,1995,0.68493
btn,1996,0.66225
btn,1997,0.65359
btn,2002,9.75676
btn,2003,9.89189
btn,2004,7.39873
btn,2005,7.55689
btn,2006,7.62062
btn,2007,9.00954
btn,2008,11.66
btn,2009,23.96
btn,2010,10.03976
btn,2011,13.05389
btn,2012,10.68802
btn,2013,12.15509
btn,2014,14.2007
