geo,time,gc_ast_totl_gd_zs
bhs,2001,0.44843
bhs,2002,0.18353
bhs,2003,0.68545
bhs,2004,0.35118
bhs,2005,0.70197
bhs,2006,1.46338
bhs,2007,1.8187
bhs,2008,1.64473
bhs,2009,1.82628
bhs,2010,0.88481
bhs,2011,-1.57291
bhs,2012,1.00793
bhs,2013,-2.24233
bhs,2014,0.36334
bhs,2015,-0.58051
bhs,2016,-0.28529
bhs,2017,2.59506
bhs,2018,-1.78751
bhs,2019,1.22063
bih,2005,2.43865
bih,2006,2.34767
bih,2007,1.59232
bih,2008,0.51649
bih,2009,2.55347
bih,2010,-0.37626
bih,2011,1.14369
bih,2012,1.86682
bih,2013,0.87914
bih,2014,0.16198
bih,2015,0.21676
bih,2016,2.58953
bih,2017,0.22025
bih,2018,1.4236
bih,2019,2.06989
blr,1992,0
blr,1993,1.32995
blr,1994,3.28837
blr,1995,-0.08188
blr,1996,0.18218
blr,1997,1.52793
blr,1998,0.19971
blr,1999,-1.4594
blr,2000,-0.19499
blr,2001,-0.10429
blr,2002,1.6058
blr,2003,0.19778
blr,2004,0.98284
blr,2005,1.83089
blr,2006,2.71895
blr,2007,3.89912
blr,2008,5.95532
blr,2009,7.01844
blr,2010,1.03277
blr,2011,9.48363
blr,2012,0.8014
blr,2013,-0.55503
blr,2014,0.65255
blr,2015,1.7669
blr,2016,1.51391
blr,2017,4.34446
blr,2018,4.33386
blr,2019,2.75754
blz,1990,1.67162
blz,1991,-2.99885
blz,1992,-2.06572
blz,1993,-2.89403
blz,1994,-3.56177
blz,1995,-0.42753
blz,1996,2.45052
blz,1997,-1.05403
blz,1998,-0.28601
blz,1999,-0.21399
blz,2000,6.37288
blz,2001,-5.68371
blz,2002,0.40764
blz,2003,5.85593
blz,2004,7.68542
blz,2005,-11.67664
blz,2006,-1.77407
blz,2007,2.44338
blz,2008,-0.84368
blz,2009,-0.65493
blz,2010,2.9355
blz,2011,0.48503
bol,1990,0.10102
bol,1991,-0.50961
bol,1992,-0.40202
bol,1993,0.91582
bol,1994,-2.01003
bol,1995,-0.78083
bol,1996,0.9215
bol,1997,0.23365
bol,1998,0.28128
bol,1999,-0.52849
bol,2000,-1.01024
bol,2001,0.32816
bol,2002,-2.15369
bol,2003,1.10047
bol,2004,1.78238
bol,2005,0.0458
bol,2006,1.91373
bol,2007,0.93686
bra,2010,4.90891
bra,2011,2.10136
bra,2012,3.81637
bra,2013,0.24348
bra,2014,0.33614
bra,2015,-0.01316
bra,2016,0.83067
bra,2017,0.7305
bra,2018,-1.03371
bra,2019,0.85848
brb,2003,-1.35992
brb,2005,0.79476
brb,2006,-0.70102
brb,2007,3.44513
brb,2008,2.44875
brb,2009,2.74132
brb,2010,1.60387
brb,2011,3.29842
brb,2012,2.45896
brb,2013,3.4315
brb,2014,-1.99604
brb,2015,5.18799
brb,2016,2.99215
btn,1990,1.66571
btn,1991,0.80697
btn,1992,1.61088
btn,1993,2.50048
btn,1994,3.42303
btn,1995,-0.09767
btn,1996,0.91994
btn,1997,2.54562
btn,1998,1.42104
btn,1999,-0.3234
btn,2000,1.5423
btn,2001,2.34603
btn,2002,0.89924
btn,2003,0.1619
btn,2004,0.27943
btn,2005,5.69668
btn,2006,1.58044
btn,2007,2.13231
btn,2008,-3.86529
btn,2009,-1.89794
btn,2010,2.26989
btn,2011,-0.98756
btn,2012,-3.03299
btn,2013,-4.73162
btn,2014,3.87216
btn,2015,15.13195
btn,2016,18.98042
btn,2017,7.03259
btn,2018,4.33533
bwa,1990,18.36267
bwa,1991,19.12116
bwa,1992,15.17164
bwa,1993,15.56104
bwa,1994,3.67131
bwa,1995,4.85504
bwa,1996,10.39163
bwa,2006,11.52155
bwa,2007,5.53101
bwa,2008,-6.42922
bwa,2009,-4.96385
bwa,2010,-2.40533
bwa,2011,-0.03845
bwa,2012,-1.07478
bwa,2013,6.64973
bwa,2014,4.4512
bwa,2015,-5.14339
bwa,2016,-2.13905
bwa,2017,0.57665
bwa,2018,-6.21428
bwa,2019,-5.03244
caf,2004,0.93403
caf,2008,0.25275
caf,2014,2.34613
caf,2015,-0.69908
caf,2016,1.77253
caf,2017,1.37332
caf,2018,-0.54056
can,1995,0.29953
can,1996,0.4714
can,1997,0.60481
can,1998,0.76807
can,1999,2.23084
can,2000,0.77672
can,2001,3.10406
can,2002,0.60862
can,2003,1.35223
can,2004,0.15033
can,2005,2.46952
can,2006,0.99694
can,2007,0.67347
can,2008,6.43859
can,2009,3.93844
can,2010,0.78311
can,2011,1.51832
can,2012,2.50902
can,2013,1.11673
can,2014,0.42925
can,2015,4.33838
can,2016,-0.26092
can,2017,1.64483
can,2018,0.71044
can,2019,1.9695
che,1980,0
che,1981,0
che,1982,0
che,1983,0
che,1984,0
che,1985,0
che,1986,0
che,1987,0
che,1988,0
che,1989,0
che,2008,0.48474
che,2009,-1.09886
che,2010,-0.11755
che,2011,0.35649
che,2012,0.98974
che,2013,0.35314
che,2014,0.06318
che,2015,0.27912
che,2016,-1.53446
che,2017,1.26421
che,2018,0.27674
che,2019,1.03615
chl,2000,-1.31617
chl,2001,-0.74257
chl,2002,-1.62069
chl,2003,-0.32457
chl,2004,1.3059
chl,2005,1.77825
chl,2006,5.40812
chl,2007,6.98977
chl,2008,3.88638
chl,2009,-3.8627
chl,2010,2.02543
chl,2011,3.07533
chl,2012,0.99178
chl,2013,-0.46442
chl,2014,0.16611
chl,2015,-0.23135
chl,2016,0.60868
chl,2017,0.5337
chl,2018,0.00978
chl,2019,-0.6416
civ,1995,-0.63744
civ,2003,0.50796
civ,2004,-0.09034
civ,2005,0.19805
civ,2007,0.21358
civ,2008,0.17567
civ,2009,0.18689
civ,2010,0.78863
civ,2011,1.05181
civ,2012,-0.26052
civ,2013,0.925
civ,2014,0.66297
civ,2015,0.83062
civ,2016,-0.38993
civ,2017,0.88127
civ,2018,0.23067
civ,2019,0.47058
cmr,1991,-0.27424
cmr,1992,0.4588
cmr,1993,-0.38345
cmr,1994,0.02954
cmr,1995,0.05569
cmr,2012,0.87068
cmr,2013,0.48333
cmr,2014,0.27496
cmr,2015,2.42503
cmr,2016,-2.56655
cmr,2017,1.98131
cmr,2018,-0.1696
cog,2004,2.01946
cog,2005,7.66544
cog,2006,10.58765
cog,2007,1.28249
cog,2008,13.51082
cog,2009,-0.97118
cog,2010,4.50315
cog,2011,15.96397
cog,2012,10.77024
cog,2013,9.57265
cog,2014,1.10124
cog,2015,2.48313
cog,2016,5.71682
cog,2017,-2.99273
cog,2018,-1.67128
col,1998,2.01933
col,1999,1.40522
col,2000,1.35365
col,2003,4.5796
col,2008,-3.31793
col,2009,-2.2107
col,2010,3.24269
col,2011,-0.815
col,2012,6.48615
col,2013,0.91907
col,2014,-1.48199
col,2015,-0.69161
col,2016,-0.16409
col,2017,-0.15322
col,2018,1.51411
col,2019,-0.00524
cyp,1990,1.35715
cyp,1991,2.82989
cyp,1992,3.42282
cyp,1993,3.47334
cyp,1994,-0.28222
cze,1993,-0.34481
cze,1994,-0.98093
deu,1990,1.22725
dnk,1972,0
dnk,1973,0
dnk,1974,0
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1979,0
dnk,1980,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dom,1990,0.59066
dom,1991,-0.25665
dom,1992,1.46704
dom,1995,-0.16472
dom,1996,-0.95617
dom,1998,-0.0655
dom,1999,-0.46899
dom,2003,3.7719
dom,2004,0.1863
dom,2005,1.23768
dom,2006,0.64605
dom,2007,0.31563
dom,2008,0.39664
dom,2009,0.36974
dom,2010,0.81175
dom,2011,0.66496
dom,2012,-0.57647
dom,2013,0.5498
dom,2014,-0.04251
dom,2015,0.02553
dom,2016,0.5038
dom,2017,0.53872
dom,2018,1.00078
dom,2019,1.79765
egy,2002,8.95909
egy,2003,11.05844
egy,2004,8.41521
egy,2005,7.58904
egy,2006,-4.47483
egy,2007,2.62795
egy,2008,3.36203
egy,2009,3.11725
egy,2010,1.68109
egy,2011,1.41222
egy,2012,0.44157
esp,1970,44.96251
esp,1971,-10.03643
esp,1972,0
esp,1973,0
esp,1974,0
esp,1975,0
esp,1976,0
esp,1977,0
esp,1978,0
esp,1979,0
esp,1980,0
esp,1981,0
esp,1982,0
esp,1983,0
esp,1984,0
esp,1985,0
esp,1986,0
esp,1987,0
esp,1988,0
esp,1989,0
esp,1990,2.73485
esp,1991,0.29964
esp,1992,0.44
esp,1993,3.71773
esp,1994,-1.73991
esp,1995,0.5258
esp,1996,2.68177
esp,1997,-0.67263
esp,1998,1.00808
esp,1999,1.70616
esp,2000,1.11753
esp,2001,-0.18321
esp,2002,0.84995
esp,2003,-0.5063
esp,2004,0.56509
esp,2005,1.31514
esp,2006,2.00878
esp,2007,1.82687
esp,2008,1.57216
esp,2009,2.41689
esp,2010,-0.29103
esp,2011,2.58789
esp,2012,5.1532
esp,2013,1.28353
esp,2014,2.43239
esp,2015,1.91924
esp,2016,0.3314
esp,2017,2.86791
esp,2018,2.48268
esp,2019,0.70054
eth,1990,0.39877
eth,1991,-0.08791
eth,1992,0.22954
eth,1993,1.09458
eth,1994,1.33803
eth,1995,1.33439
eth,1996,1.21851
eth,2003,-0.0869
eth,2004,1.51902
eth,2005,0.89235
eth,2006,5.85157
eth,2007,5.79699
eth,2008,5.42812
eth,2009,10.71909
eth,2010,18.08983
eth,2011,9.61175
eth,2012,7.55548
eth,2013,2.83973
eth,2014,1.38653
eth,2015,0.98959
eth,2016,1.58347
eth,2017,-0.58381
eth,2018,0.43496
eth,2019,1.11373
fin,1972,0
fin,1973,0
fin,1974,0
fin,1975,0
fin,1976,0
fin,1977,0
fin,1978,0
fin,1979,0
fin,1980,0
fin,1981,0
fin,1982,0
fin,1983,0
fin,1984,0
fin,1985,0
fin,1986,0
fin,1987,0
fin,1988,0
fin,1989,0
fin,1990,1.22518
fin,1991,0.10258
fin,1992,5.8545
fin,1993,6.36562
fin,1994,4.36052
fji,1995,0.02779
fji,2006,1.19308
fji,2010,-6.67607
fji,2011,-3.73795
fji,2012,-3.9837
fji,2013,-2.58531
fji,2014,0.6234
fji,2015,0.46957
fji,2016,2.53741
fji,2017,2.58075
fji,2018,2.04655
fji,2019,1.47332
fra,1972,0
fra,1973,0
fra,1974,0
fra,1975,0
fra,1976,0
fra,1977,0
fra,1978,0
fra,1979,0
fra,1980,0
fra,1981,0
fra,1982,0
fra,1983,0
fra,1984,0
fra,1985,0
fra,1986,0
fra,1987,0
fra,1988,0
fra,1989,0
fra,1990,0.11287
fra,1991,0.44546
fra,1992,0.79663
fra,1993,0.53926
fra,1994,-1.4691
fsm,2008,3.69374
fsm,2009,2.48007
fsm,2010,0.74121
fsm,2011,2.68445
fsm,2012,4.96445
fsm,2013,1.8764
fsm,2014,10.68385
fsm,2015,13.90737
fsm,2016,10.10217
fsm,2017,20.4386
fsm,2018,19.40425
fsm,2019,15.99914
gab,2012,-0.15383
gab,2013,2.0436
gab,2014,1.02324
gab,2015,-1.32526
gab,2016,-2.3784
gab,2017,0.99473
gab,2018,0.76845
gab,2019,-0.21763
gbr,1990,-1.75158
gbr,1991,-1.57678
gbr,1992,-2.37961
gbr,1993,-1.07258
gbr,1994,-2.18037
gbr,1995,0.14896
gbr,1996,-0.67297
gbr,1997,-0.09091
gbr,1998,-0.30692
gbr,1999,1.03765
gbr,2000,3.07064
gbr,2001,-1.22493
gbr,2002,-0.20826
gbr,2003,0.09437
gbr,2004,0.6332
gbr,2005,0.89008
gbr,2006,0.69566
gbr,2007,0.55235
gbr,2008,4.39612
gbr,2009,3.63286
gbr,2010,0.55992
gbr,2011,1.03557
gbr,2012,1.00926
gbr,2013,-1.02317
gbr,2014,0.54404
gbr,2015,-0.70773
gbr,2016,1.08542
gbr,2017,1.13922
gbr,2018,0.78648
gbr,2019,1.02355
geo,1995,1.23756
geo,1996,0.32829
geo,1997,0.31175
geo,1998,0.93785
geo,1999,1.00023
geo,2000,0.81351
geo,2001,0.71771
geo,2002,1.04614
geo,2003,0.74964
geo,2004,0.95274
geo,2005,0.95259
geo,2006,0.96955
geo,2007,0.84796
geo,2008,3.14812
geo,2009,-2.77716
geo,2010,1.63783
geo,2011,1.13546
geo,2012,1.79158
geo,2013,-0.09058
geo,2014,0.97963
geo,2015,1.6231
geo,2016,1.45803
geo,2017,2.22391
geo,2018,0.72109
geo,2019,0.83528
geo,2020,4.56576
gha,2003,-0.6811
gha,2004,0.55263
gha,2005,-0.6137
gha,2006,0.09542
gha,2007,-0.19404
gha,2008,0.43972
gha,2009,-0.18854
gha,2010,-0.88745
gha,2011,-0.11905
gha,2012,0
gha,2013,0
gha,2016,0
gha,2017,-0.00053
gha,2018,0.08233
gha,2019,0
gin,1989,0
gnb,2017,0.58895
gnb,2019,0.35862
gnq,2006,21.26143
gnq,2007,16.86177
gnq,2008,14.57934
gnq,2009,-3.11758
gnq,2010,-4.09264
gnq,2011,2.2405
gnq,2012,-7.66254
gnq,2013,-2.61062
gnq,2014,-1.4996
grc,1972,0
grc,1973,0
grc,1974,0
grc,1975,0
grc,1976,0
grc,1977,0
grc,1978,0
grc,1979,0
grc,1980,0
grc,1981,0
grc,1982,0
grc,1983,0
grc,1984,0
grc,1985,0
grc,1986,0
grc,1987,0
grc,1988,0
grc,1989,0
grc,1990,0
gtm,2000,-0.05251
gtm,2001,0.59731
gtm,2002,-0.57003
gtm,2003,0.77663
gtm,2004,1.83209
gtm,2005,0.7913
gtm,2006,0.43027
gtm,2007,0.70449
gtm,2008,-0.75882
gtm,2009,-0.38799
gtm,2010,0.08959
gtm,2011,-0.43056
gtm,2012,-0.45691
gtm,2013,1.67197
gtm,2014,0.06327
gtm,2015,0.02564
gtm,2016,0.41192
gtm,2017,0.30815
gtm,2018,0.21688
gtm,2019,-0.31834
hnd,2003,0.70159
hnd,2004,2.33141
hnd,2005,0.44153
hnd,2006,2.84871
hnd,2007,1.30082
hnd,2008,1.25578
hnd,2009,1.43213
hnd,2010,-0.05247
hnd,2011,0.96496
hnd,2012,3.36683
hnd,2013,4.22598
hnd,2014,0.80901
hnd,2015,1.34868
hun,1991,3.44203
hun,1992,-3.96501
hun,1993,0.2982
hun,1994,-2.14864
hun,1995,6.4347
hun,1996,-1.84964
hun,1997,-2.94903
hun,1998,-2.43937
hun,1999,-0.10944
hun,2000,-2.15829
hun,2001,2.53162
hun,2002,-0.5234
hun,2003,-0.47257
hun,2004,1.59346
hun,2005,-1.87226
hun,2006,-0.47255
hun,2007,-0.37502
hun,2008,4.52233
hun,2009,-0.48249
hun,2010,-1.25784
hun,2011,4.2459
hun,2012,-1.37217
hun,2013,-1.31099
hun,2014,0.79289
hun,2015,0.49518
hun,2016,0.67531
hun,2017,0.67219
hun,2018,1.81168
hun,2019,-0.20118
idn,1990,1.13192
idn,1991,1.53352
idn,1992,-0.62374
idn,1993,0.4027
idn,1994,0.7862
idn,1996,1.24247
idn,1997,0.2429
idn,1998,4.45847
idn,1999,-1.68093
idn,2002,-0.31588
idn,2003,-2.64253
idn,2004,-1.54513
idn,2008,1.38579
idn,2009,0.02658
idn,2010,0.71115
idn,2011,0.29446
idn,2012,-0.12608
idn,2013,0.13767
idn,2014,0.29441
idn,2015,0.71507
idn,2016,0.76617
idn,2017,0.65115
idn,2018,0.69349
idn,2019,0.56773
ind,1974,2.88745
ind,1975,3.90201
ind,1976,4.14435
ind,1977,3.83086
ind,1978,4.40041
ind,1979,4.18979
ind,1980,5.02302
ind,1981,4.55215
ind,1982,4.7678
ind,1983,4.64513
ind,1984,4.9697
ind,1985,5.54872
ind,1986,5.62058
ind,1987,4.62659
ind,1988,4.4028
ind,1989,4.58869
ind,1990,4.23027
ind,1991,3.16507
ind,1992,2.86549
ind,1993,3.1216
ind,1994,2.9995
ind,1995,2.92066
ind,1996,2.74337
ind,1997,2.0697
ind,1998,1.88586
ind,1999,2.01407
ind,2000,1.55092
ind,2001,1.63261
ind,2002,0.40014
ind,2003,-0.55344
ind,2004,1.86424
ind,2005,1.03898
ind,2006,0.14363
ind,2007,1.78508
ind,2008,-0.3487
ind,2009,0.69534
ind,2010,0.93519
ind,2011,0.77138
ind,2012,0.7143
ind,2013,1.13847
ind,2014,0.60376
ind,2015,0.94397
ind,2016,0.7686
ind,2017,0.87127
ind,2018,0.73243
irl,1972,0
irl,1973,0
irl,1974,0
irl,1975,0
irl,1976,0
irl,1977,0
irl,1978,0
irl,1979,0
irl,1980,0
irl,1981,0
irl,1982,0
irl,1983,0
irl,1984,0
irl,1985,0
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1999,1.22857
irl,2000,3.15405
irl,2001,2.78403
irl,2002,0.54486
irl,2003,1.67678
irl,2004,1.65237
irl,2005,2.07625
irl,2006,1.9306
irl,2007,2.49963
irl,2008,10.44889
irl,2009,1.72487
irl,2010,-6.86053
irl,2011,2.26114
irl,2012,3.36671
irl,2013,-3.29745
irl,2014,-9.40371
irl,2015,-3.55289
irl,2016,-1.74148
irl,2017,-0.62373
irl,2018,5.34838
irl,2019,0.03057
irn,1999,0.8018
irn,2000,2.79075
irn,2001,1.27311
irn,2002,3.45877
irn,2003,2.32204
irn,2004,2.70029
irn,2005,4.71217
irn,2006,3.84851
irn,2009,0
irq,2014,0.90301
irq,2015,3.639
irq,2016,-0.97589
irq,2017,2.45123
irq,2018,4.78246
irq,2019,2.50174
isl,1972,0
isl,1973,0
isl,1974,0
isl,1975,0
isl,1976,0
isl,1977,0
isl,1978,0
isl,1979,0
isl,1980,0
isl,1981,0
isl,1982,0
isl,1983,0
isl,1984,0
isl,1985,0
isl,1986,0
isl,1987,0
isl,1988,0
isl,1989,0
isl,1990,1.07378
isl,1991,-1.07298
isl,1992,1.26435
isl,1993,0.1926
isl,1994,0.61735
isl,1995,1.27281
isl,1996,1.10075
isl,1997,-0.08204
isl,1998,1.15872
isl,1999,1.89467
isl,2000,1.22039
isl,2001,6.34226
isl,2002,0.9913
isl,2003,-1.5767
isl,2004,1.3266
isl,2005,0.83635
isl,2006,16.84954
isl,2007,12.57676
isl,2008,28.97302
isl,2009,8.77401
isl,2010,7.40719
isl,2011,2.91081
isl,2012,-2.39149
isl,2013,-2.51042
isl,2014,1.60124
isl,2015,-8.13524
isl,2016,5.45996
isl,2017,-7.31576
isl,2018,-1.46687
isl,2019,3.12123
isr,1995,0.81795
isr,1996,1.62058
isr,1997,-0.92868
isr,1998,0.16356
isr,1999,-0.92159
isr,2006,-1.64475
isr,2007,-1.36793
isr,2008,-0.09378
isr,2009,0.73652
isr,2010,-1.69
isr,2011,-1.06974
isr,2012,-0.00762
isr,2013,0.39237
isr,2014,-0.75
isr,2015,-0.05875
isr,2016,-0.00303
isr,2017,-0.11658
isr,2018,-0.37899
isr,2019,-0.64646
ita,1991,-0.4128
jam,2004,-1.65195
jam,2005,1.77142
jam,2006,0.37389
jam,2007,-2.53071
jam,2008,-1.42411
jam,2009,0.24209
jam,2010,3.30897
jam,2011,-2.13414
jam,2012,0.01456
jam,2013,-0.55714
jam,2014,4.69954
jam,2015,-2.69469
jor,1990,3.08838
jor,1991,8.03009
jor,1992,8.69485
jor,1993,-2.17466
jor,1994,1.95259
jor,1995,4.51237
jor,1996,1.94108
jor,1997,-2.30849
jor,1998,-1.81716
jor,1999,2.23808
jor,2000,-1.93767
jor,2001,-0.94598
jor,2002,-0.13777
jor,2003,-2.16152
jpn,1991,0.43658
jpn,1992,0.11615
jpn,1993,-0.39835
kaz,1997,1.84374
kaz,1998,1.52775
kaz,1999,0.64549
kaz,2000,0.65219
kaz,2001,0.45957
kaz,2002,-0.03391
kaz,2003,0.65553
kaz,2004,0.47376
kaz,2010,7.20068
kaz,2011,9.29625
kaz,2012,8.4019
kaz,2013,6.71957
kaz,2014,5.54089
kaz,2015,0.24888
kaz,2016,-1.50143
kaz,2017,0.43992
kaz,2018,2.43845
kaz,2019,0.83316
ken,2014,0.22346
ken,2015,1.27865
ken,2016,3.11375
ken,2017,2.35424
ken,2018,2.75521
ken,2019,2.85353
kgz,2014,5.15076
kgz,2015,2.9296
kgz,2016,1.16671
kgz,2017,1.19662
kgz,2018,0.87693
kgz,2019,1.39402
khm,2002,0.65172
khm,2003,0.34146
khm,2004,-0.1754
khm,2005,0.63137
khm,2006,-0.88204
khm,2007,3.70109
khm,2008,2.49171
khm,2009,-2.02082
khm,2010,-0.31442
khm,2011,-0.60515
khm,2012,0.10449
khm,2013,0.13855
khm,2014,2.3255
khm,2015,2.19575
khm,2016,1.93772
khm,2017,2.90126
khm,2018,2.23562
khm,2019,4.38709
kir,2011,-6.00417
kir,2012,3.14193
kir,2013,10.21067
kir,2014,39.74479
kir,2015,55.40913
kir,2016,20.8238
kir,2017,16.10568
kir,2018,50.31831
kir,2019,19.36129
kna,2000,-0.00879
kna,2001,2.46544
kna,2002,3.80562
kna,2003,2.10241
kna,2004,11.00872
kna,2005,10.65871
kna,2006,-0.09631
kna,2007,-0.35778
kna,2008,0.22351
kna,2009,2.86425
kna,2010,-1.56763
kor,1972,0
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,1.84238
kor,1991,1.05699
kor,1992,1.24594
kor,1993,1.66603
kor,1994,2.20782
kor,1995,1.86115
kor,1996,2.31598
kor,1997,3.44076
kor,1998,4.37817
kor,1999,3.73861
kor,2000,3.14064
kor,2001,0.4248
kor,2002,-0.13141
kor,2003,-2.60119
kor,2004,0.11619
kor,2005,0.32985
kor,2006,0.4232
kor,2007,-0.13935
kor,2008,5.0537
kor,2009,4.75917
kor,2010,2.68067
kor,2011,2.70337
kor,2012,3.62807
kor,2013,4.95778
kor,2014,3.83655
kor,2015,3.63702
kor,2016,3.97431
kor,2017,3.25499
kor,2018,3.47687
kor,2019,2.87222
lbn,1997,-10.1633
lbn,1998,2.81427
lbn,1999,7.10941
lbn,2000,4.19716
lbn,2001,3.05859
lbn,2002,1.08583
lbn,2003,-1.30008
lbn,2004,2.67035
lbn,2005,3.6542
lbn,2006,-3.32104
lbn,2007,-4.69619
lbn,2008,7.03772
lbn,2009,3.60397
lbn,2010,-2.85035
lbn,2011,-2.38511
lbn,2012,1.39039
lbn,2013,3.00357
lbn,2014,-2.63089
lbn,2015,-1.2852
lbn,2016,0.20524
lbn,2017,0.72151
lbn,2018,-1.57689
lbn,2019,0.77413
lca,2000,-0.79469
lca,2001,0.84724
lca,2002,7.41454
lca,2003,3.7983
